Orthogroup	N_naja.pep	X_tropicalis.pep
OG0004625	Nana11685-RA	ENSXETG00000017774.1
OG0004626	Nana11654-RA, Nana11655-RA	ENSXETG00000010879.1
OG0004627	Nana11634-RB, Nana11634-RA	ENSXETG00000012974.1
OG0004628	Nana11633-RA, Nana11633-RB	ENSXETG00000012843.1
OG0004629	Nana11579-RB, Nana11579-RC, Nana11579-RA	ENSXETG00000018101.1
OG0004630	Nana11578-RA, Nana11578-RB	ENSXETG00000017128.1
OG0004631	Nana11566-RA, Nana11566-RC, Nana11566-RB	ENSXETG00000017517.1
OG0004632	Nana05255-RA, Nana05254-RA	ENSXETG00000017447.1
OG0004633	Nana11399-RA, Nana11398-RA, Nana39607-RA	ENSXETG00000001368.1
OG0004634	Nana11397-RC, Nana11397-RA, Nana11397-RB	ENSXETG00000001387.1
OG0004635	Nana11395-RA	ENSXETG00000001454.1, ENSXETG00000001477.1, ENSXETG00000001495.1
OG0004636	Nana11394-RA	ENSXETG00000001525.1
OG0004637	Nana11467-RA, Nana11464-RA	ENSXETG00000000173.1
OG0004638	Nana11468-RA	ENSXETG00000000138.1
OG0004639	Nana11477-RB, Nana11477-RA, Nana11477-RC	ENSXETG00000015674.1
OG0004640	Nana11488-RB, Nana11488-RA	ENSXETG00000002085.1
OG0004641	Nana11489-RA	ENSXETG00000002931.1
OG0004642	Nana11384-RA	ENSXETG00000004606.1
OG0004643	Nana05769-RA	ENSXETG00000000347.1
OG0004644	Nana05779-RA, Nana05784-RA, Nana05782-RA	ENSXETG00000001001.1
OG0004645	Nana05785-RA	ENSXETG00000001062.1
OG0004647	Nana05730-RA, Nana05730-RB	ENSXETG00000008593.1
OG0004648	Nana05727-RB, Nana05727-RA	ENSXETG00000018598.1
OG0004650	Nana10308-RA, Nana10308-RB, Nana10308-RC	ENSXETG00000006049.1
OG0004651	Nana05565-RA	ENSXETG00000020371.1
OG0004652	Nana05540-RA	ENSXETG00000016951.1
OG0004653	Nana10240-RA	ENSXETG00000004917.1
OG0004654	Nana11325-RB, Nana11325-RA, Nana39059-RA	ENSXETG00000013027.1
OG0004655	Nana15497-RA	ENSXETG00000017799.1
OG0004655	Nana11327-RA	ENSXETG00000013001.1
OG0004656	Nana05471-RA, Nana05471-RC, Nana05471-RB	ENSXETG00000009865.1
OG0004657	Nana05438-RA, Nana05435-RA, Nana05437-RA	ENSXETG00000020174.1
OG0004658	Nana05345-RA	ENSXETG00000002929.1
OG0004659	Nana05342-RA, Nana05342-RB	ENSXETG00000014515.1, ENSXETG00000002890.1
OG0004660	Nana05318-RA	ENSXETG00000001144.1
OG0004661	Nana27132-RA, Nana05306-RA, Nana05305-RA	ENSXETG00000006127.1
OG0004662	Nana10890-RB, Nana10890-RD, Nana10890-RA, Nana10890-RC	ENSXETG00000010382.1
OG0004663	Nana05298-RA, Nana05298-RC, Nana05298-RB	ENSXETG00000005333.1
OG0004664	Nana05297-RA, Nana05297-RB	ENSXETG00000005283.1
OG0004665	Nana05122-RA	ENSXETG00000018341.1
OG0004666	Nana05109-RA	ENSXETG00000014330.1
OG0004667	Nana12639-RA	ENSXETG00000003903.1
OG0004668	Nana04990-RA, Nana04990-RB	ENSXETG00000000360.1
OG0004669	Nana04998-RA	ENSXETG00000005908.1
OG0004670	Nana05006-RA, Nana05006-RB	ENSXETG00000005808.1
OG0004671	Nana05008-RA, Nana05008-RB	ENSXETG00000005759.1
OG0004672	Nana05010-RC, Nana05010-RA, Nana05010-RB	ENSXETG00000019145.1
OG0004673	Nana05031-RB, Nana05031-RA	ENSXETG00000009925.1
OG0004674	Nana05045-RA, Nana05045-RB, Nana05042-RA	ENSXETG00000004168.1
OG0004675	Nana05056-RA	ENSXETG00000021018.1
OG0004676	Nana05061-RC, Nana05061-RB, Nana05061-RA	ENSXETG00000018308.1
OG0004677	Nana04877-RA	ENSXETG00000016561.1
OG0004678	Nana04878-RA	ENSXETG00000016360.1
OG0004679	Nana04887-RA, Nana04887-RB	ENSXETG00000008575.1
OG0004680	Nana10746-RA	ENSXETG00000019438.1
OG0004681	Nana10648-RA, Nana10648-RB, Nana10648-RC	ENSXETG00000009380.1
OG0004682	Nana04910-RA	ENSXETG00000010659.1
OG0004683	Nana10018-RA	ENSXETG00000019799.1
OG0004684	Nana04911-RA	ENSXETG00000016558.1
OG0004685	Nana39022-RA, Nana04913-RA	ENSXETG00000016712.1
OG0004686	Nana10032-RA	ENSXETG00000002995.1
OG0004687	Nana10063-RA, Nana10063-RB	ENSXETG00000008046.1
OG0004688	Nana04832-RA	ENSXETG00000002118.1
OG0004689	Nana04728-RB, Nana04728-RA, Nana04728-RC	ENSXETG00000010040.1
OG0004690	Nana10091-RA	ENSXETG00000000126.1
OG0004691	Nana04613-RA	ENSXETG00000007557.1
OG0004692	Nana04524-RA, Nana04524-RB	ENSXETG00000003338.1
OG0004693	Nana04454-RA, Nana04453-RA	ENSXETG00000007166.1
OG0004694	Nana04438-RB	ENSXETG00000014474.1
OG0004695	Nana04419-RA	ENSXETG00000015579.1
OG0004696	Nana04410-RA	ENSXETG00000000103.1
OG0004697	Nana04409-RA, Nana04409-RB	ENSXETG00000010595.1
OG0004698	Nana04407-RA	ENSXETG00000017251.1
OG0004699	Nana04384-RA	ENSXETG00000013224.1
OG0004700	Nana04382-RA	ENSXETG00000011700.1
OG0004701	Nana04379-RA, Nana04380-RA	ENSXETG00000015467.1
OG0004702	Nana09705-RA	ENSXETG00000009261.1
OG0004703	Nana04358-RA	ENSXETG00000005460.1
OG0004704	Nana09686-RA	ENSXETG00000016781.1, ENSXETG00000004598.1, ENSXETG00000004571.1
OG0004705	Nana09653-RA, Nana09653-RB	ENSXETG00000006772.1
OG0004706	Nana09633-RE, Nana09633-RA	ENSXETG00000007955.1
OG0004707	Nana04325-RA	ENSXETG00000010387.1
OG0004708	Nana04253-RA	ENSXETG00000013238.1
OG0004709	Nana04211-RA, Nana04211-RB	ENSXETG00000014479.1
OG0004710	Nana03720-RB, Nana03720-RA	ENSXETG00000014861.1
OG0004711	Nana03726-RA, Nana03726-RB, Nana03726-RD	ENSXETG00000007695.1, ENSXETG00000007685.1, ENSXETG00000012357.1, ENSXETG00000005459.1
OG0004712	Nana03758-RA, Nana03759-RA	ENSXETG00000021228.1
OG0004713	Nana03819-RA	ENSXETG00000017794.1
OG0004714	Nana03865-RB, Nana03865-RA	ENSXETG00000012050.1
OG0004715	Nana09466-RC, Nana09466-RD, Nana09466-RB	ENSXETG00000005321.1
OG0004716	Nana04115-RA, Nana04115-RB	ENSXETG00000012344.1
OG0004717	Nana09469-RA, Nana09469-RB, Nana09469-RC	ENSXETG00000004713.1
OG0004718	Nana04109-RA	ENSXETG00000021054.1
OG0004719	Nana04098-RA	ENSXETG00000004431.1
OG0004720	Nana04089-RA	ENSXETG00000004153.1
OG0004721	Nana09487-RA	ENSXETG00000013862.1, ENSXETG00000009896.1
OG0004722	Nana09487-RB, Nana09487-RC	ENSXETG00000009730.1
OG0004723	Nana09503-RC, Nana09503-RA, Nana09503-RB	ENSXETG00000017084.1
OG0004724	Nana09516-RD, Nana09516-RB, Nana09516-RC	ENSXETG00000020018.1
OG0004725	Nana04031-RA	ENSXETG00000004884.1
OG0004726	Nana09522-RC, Nana09522-RA, Nana09522-RB	ENSXETG00000017500.1
OG0004727	Nana09525-RA, Nana09525-RB	ENSXETG00000010131.1
OG0004728	Nana09535-RA	ENSXETG00000002250.1, ENSXETG00000002239.1, ENSXETG00000002234.1
OG0004729	Nana09558-RA	ENSXETG00000020270.1
OG0004730	Nana04001-RA, Nana04001-RB	ENSXETG00000016727.1
OG0004731	Nana09573-RC, Nana09573-RB, Nana09573-RA	ENSXETG00000012261.1
OG0004732	Nana09576-RA, Nana09574-RA	ENSXETG00000017356.1
OG0004733	Nana09586-RA	ENSXETG00000007882.1
OG0004734	Nana09589-RA, Nana09590-RA, Nana09590-RB	ENSXETG00000004667.1
OG0004735	Nana09595-RA, Nana09595-RB	ENSXETG00000003900.1
OG0004736	Nana09600-RA	ENSXETG00000008019.1
OG0004737	Nana09613-RB, Nana09613-RD, Nana09613-RA	ENSXETG00000006342.1
OG0004738	Nana09616-RB, Nana09616-RA	ENSXETG00000006267.1
OG0004739	Nana09144-RA	ENSXETG00000011063.1
OG0004740	Nana17528-RA, Nana09130-RA	ENSXETG00000005694.1
OG0004741	Nana03083-RA	ENSXETG00000017883.1
OG0004742	Nana03080-RA, Nana03078-RA	ENSXETG00000002425.1
OG0004743	Nana09070-RB, Nana09070-RD, Nana09070-RC, Nana09070-RA	ENSXETG00000010449.1
OG0004744	Nana01325-RB, Nana01325-RA	ENSXETG00000005547.1
OG0004745	Nana08974-RA, Nana08974-RB	ENSXETG00000005055.1
OG0004746	Nana03028-RA	ENSXETG00000017282.1
OG0004747	Nana08970-RB, Nana08970-RA	ENSXETG00000006362.1
OG0004748	Nana08946-RA, Nana08946-RC, Nana08946-RB	ENSXETG00000008814.1
OG0004749	Nana08943-RB, Nana08943-RA	ENSXETG00000002629.1
OG0004750	Nana03244-RA, Nana03248-RA	ENSXETG00000007721.1
OG0004751	Nana03265-RA, Nana03265-RB	ENSXETG00000008412.1
OG0004752	Nana03015-RA	ENSXETG00000018165.1, ENSXETG00000020648.1
OG0004753	Nana09021-RA	ENSXETG00000016861.1
OG0004754	Nana17578-RA	ENSXETG00000018464.1
OG0004755	Nana02877-RA	ENSXETG00000001263.1
OG0004756	Nana08812-RB, Nana08812-RA, Nana08812-RC	ENSXETG00000014488.1
OG0004757	Nana02986-RB, Nana02986-RA	ENSXETG00000017548.1
OG0004758	Nana02988-RA	ENSXETG00000019513.1
OG0004759	Nana08818-RA	ENSXETG00000006817.1, ENSXETG00000015838.1
OG0004760	Nana08825-RA	ENSXETG00000007002.1
OG0004761	Nana19550-RA, Nana02835-RA	ENSXETG00000006953.1
OG0004762	Nana02814-RB, Nana02814-RA	ENSXETG00000007482.1
OG0004763	Nana02812-RB, Nana02812-RA, Nana02812-RC	ENSXETG00000007559.1
OG0004764	Nana02807-RB, Nana02807-RA	ENSXETG00000007716.1
OG0004765	Nana08847-RB, Nana08847-RA	ENSXETG00000013846.1
OG0004766	Nana02796-RA	ENSXETG00000008393.1
OG0004767	Nana02733-RA	ENSXETG00000005369.1
OG0004768	Nana02708-RA	ENSXETG00000002014.1
OG0004769	Nana08876-RB, Nana08876-RC, Nana08876-RA	ENSXETG00000016049.1
OG0004770	Nana00990-RA	ENSXETG00000019577.1
OG0004771	Nana00988-RA	ENSXETG00000019912.1
OG0004772	Nana02769-RA	ENSXETG00000000006.1
OG0004773	Nana02768-RA	ENSXETG00000000010.1
OG0004774	Nana02736-RA, Nana02735-RA, Nana02737-RA	ENSXETG00000005966.1
OG0004775	Nana02981-RB, Nana02981-RA	ENSXETG00000001842.1
OG0004776	Nana02982-RA	ENSXETG00000001824.1
OG0004777	Nana08674-RA	ENSXETG00000019830.1
OG0004779	Nana08648-RB, Nana08648-RC, Nana08648-RA	ENSXETG00000017621.1
OG0004780	Nana02921-RA	ENSXETG00000001840.1
OG0004781	Nana08637-RA	ENSXETG00000017918.1
OG0004782	Nana08635-RB, Nana08635-RA	ENSXETG00000018140.1
OG0004783	Nana02906-RE, Nana02906-RD, Nana02906-RF	ENSXETG00000002610.1
OG0004784	Nana08568-RA, Nana39661-RA, Nana39661-RB	ENSXETG00000011734.1
OG0004785	Nana02565-RA, Nana02565-RB	ENSXETG00000020620.1
OG0004786	Nana08552-RB, Nana08552-RA, Nana08552-RC	ENSXETG00000010574.1
OG0004787	Nana02541-RB, Nana02541-RC, Nana02541-RA	ENSXETG00000000855.1
OG0004788	Nana08541-RB, Nana08541-RA	ENSXETG00000000093.1
OG0004789	Nana02537-RD, Nana02537-RC	ENSXETG00000000391.1
OG0004790	Nana08506-RC, Nana08506-RA, Nana08506-RB	ENSXETG00000000897.1
OG0004792	Nana08502-RA, Nana08500-RA	ENSXETG00000001443.1
OG0004793	Nana02417-RA	ENSXETG00000002258.1
OG0004794	Nana08477-RA, Nana08472-RA	ENSXETG00000005458.1
OG0004795	Nana02447-RA	ENSXETG00000020940.1
OG0004796	Nana02458-RA	ENSXETG00000005679.1
OG0004797	Nana02463-RC, Nana02463-RA, Nana02463-RB	ENSXETG00000005715.1
OG0004798	Nana02473-RA	ENSXETG00000005886.1
OG0004799	Nana02475-RA, Nana02474-RA	ENSXETG00000006031.1
OG0004800	Nana02478-RA	ENSXETG00000012136.1
OG0004802	Nana02488-RA, Nana02487-RA	ENSXETG00000001573.1
OG0004803	Nana02490-RA	ENSXETG00000001606.1
OG0004804	Nana02376-RA	ENSXETG00000005787.1
OG0004805	Nana02373-RA, Nana02374-RA	ENSXETG00000005811.1
OG0004806	Nana08400-RA, Nana08401-RB, Nana08401-RA	ENSXETG00000001779.1
OG0004807	Nana02340-RA, Nana02341-RA	ENSXETG00000002042.1
OG0004808	Nana08392-RG, Nana08392-RE, Nana08392-RF	ENSXETG00000015440.1
OG0004809	Nana02169-RA, Nana02169-RB	ENSXETG00000002372.1
OG0004810	Nana02178-RA	ENSXETG00000016482.1
OG0004811	Nana02195-RA	ENSXETG00000007840.1
OG0004812	Nana02224-RA	ENSXETG00000010000.1
OG0004813	Nana02235-RA, Nana02237-RA	ENSXETG00000016758.1
OG0004814	Nana08348-RA, Nana08349-RA	ENSXETG00000002540.1
OG0004815	Nana08340-RA	ENSXETG00000000152.1, ENSXETG00000001555.1
OG0004816	Nana02256-RC, Nana02256-RB, Nana02256-RD	ENSXETG00000007856.1
OG0004817	Nana02005-RA	ENSXETG00000010967.1
OG0004818	Nana39669-RA, Nana39669-RB, Nana39669-RC	ENSXETG00000003322.1
OG0004819	Nana02066-RA, Nana02064-RA	ENSXETG00000004238.1
OG0004820	Nana02078-RB, Nana02078-RA	ENSXETG00000005151.1
OG0004821	Nana02131-RA	ENSXETG00000014905.1
OG0004822	Nana08284-RA	ENSXETG00000008094.1
OG0004823	Nana08280-RB, Nana08280-RA, Nana08280-RC	ENSXETG00000007169.1
OG0004824	Nana02122-RA, Nana02123-RA	ENSXETG00000014332.1
OG0004825	Nana02114-RA, Nana02114-RB	ENSXETG00000014034.1
OG0004826	Nana02104-RA	ENSXETG00000013800.1
OG0004827	Nana08256-RA	ENSXETG00000011254.1
OG0004828	Nana02086-RA	ENSXETG00000001272.1
OG0004829	Nana02085-RB, Nana02085-RA	ENSXETG00000001224.1
OG0004830	Nana02084-RB, Nana02084-RA	ENSXETG00000008697.1, ENSXETG00000001197.1
OG0004831	Nana22081-RB, Nana22081-RA	ENSXETG00000004691.1
OG0004832	Nana08117-RA	ENSXETG00000015989.1
OG0004833	Nana22019-RA	ENSXETG00000000118.1
OG0004834	Nana02265-RA	ENSXETG00000006559.1, ENSXETG00000006554.1, ENSXETG00000003300.1
OG0004835	Nana02267-RA, Nana02267-RB, Nana02267-RC	ENSXETG00000008603.1
OG0004836	Nana02274-RA	ENSXETG00000007964.1
OG0004837	Nana02275-RA	ENSXETG00000007880.1
OG0004838	Nana08057-RC, Nana08057-RA, Nana08057-RB	ENSXETG00000002131.1
OG0004839	Nana02280-RA, Nana02280-RB	ENSXETG00000007336.1
OG0004840	Nana07999-RA, Nana07998-RA	ENSXETG00000001683.1
OG0004841	Nana07997-RA	ENSXETG00000001516.1, ENSXETG00000001669.1, ENSXETG00000001611.1
OG0004842	Nana07993-RA	ENSXETG00000019484.1
OG0004843	Nana07989-RC	ENSXETG00000002500.1
OG0004845	Nana02292-RB, Nana02292-RA	ENSXETG00000011644.1, ENSXETG00000006805.1
OG0004846	Nana39576-RA, Nana07968-RA	ENSXETG00000019487.1
OG0004847	Nana07958-RA, Nana07957-RA	ENSXETG00000021036.1
OG0004848	Nana01851-RA, Nana01851-RB	ENSXETG00000011902.1
OG0004849	Nana01974-RA, Nana16123-RA	ENSXETG00000018840.1
OG0004850	Nana07953-RC, Nana07953-RA, Nana07953-RB	ENSXETG00000021217.1
OG0004851	Nana10631-RA, Nana10631-RB	ENSXETG00000020014.1
OG0004853	Nana10612-RC, Nana10612-RD, Nana10612-RA, Nana10612-RB	ENSXETG00000018134.1
OG0004855	Nana39455-RB, Nana39455-RA, Nana01720-RA	ENSXETG00000016135.1
OG0004857	Nana07607-RA	ENSXETG00000018057.1
OG0004858	Nana05840-RA, Nana01580-RA	ENSXETG00000020990.1
OG0004859	Nana01595-RA, Nana01594-RA	ENSXETG00000019761.1
OG0004860	Nana01619-RB, Nana01619-RA	ENSXETG00000002554.1
OG0004861	Nana01630-RB, Nana01630-RC, Nana01630-RA	ENSXETG00000004959.1
OG0004862	Nana01651-RA	ENSXETG00000008180.1
OG0004863	Nana01664-RA, Nana01664-RB	ENSXETG00000020199.1
OG0004864	Nana01665-RA, Nana01665-RC	ENSXETG00000011610.1
OG0004865	Nana01671-RB, Nana01671-RA	ENSXETG00000017757.1
OG0004866	Nana01676-RA	ENSXETG00000021390.1
OG0004867	Nana12284-RA	ENSXETG00000019819.1
OG0004868	Nana01403-RA, Nana16503-RA, Nana01403-RB	ENSXETG00000005253.1
OG0004869	Nana01444-RA	ENSXETG00000004409.1, ENSXETG00000004511.1, ENSXETG00000004489.1
OG0004870	Nana01482-RA	ENSXETG00000004622.1
OG0004872	Nana01063-RB, Nana01063-RA	ENSXETG00000009637.1
OG0004873	Nana01066-RA	ENSXETG00000005129.1
OG0004874	Nana01071-RB, Nana01071-RA	ENSXETG00000005960.1
OG0004875	Nana01073-RA	ENSXETG00000005967.1
OG0004876	Nana01118-RB, Nana01118-RA, Nana01121-RA	ENSXETG00000007156.1
OG0004877	Nana01127-RA, Nana01127-RC, Nana01127-RB	ENSXETG00000006885.1
OG0004878	Nana01147-RA	ENSXETG00000010708.1
OG0004879	Nana01181-RC, Nana01181-RA, Nana01181-RB	ENSXETG00000021210.1
OG0004880	Nana01333-RA	ENSXETG00000005499.1
OG0004881	Nana01293-RA	ENSXETG00000007218.1
OG0004882	Nana01281-RA	ENSXETG00000003413.1
OG0004883	Nana01264-RA, Nana01264-RC, Nana01264-RB	ENSXETG00000001538.1
OG0004884	Nana01241-RA	ENSXETG00000002695.1
OG0004885	Nana00915-RA	ENSXETG00000010885.1
OG0004886	Nana00914-RA, Nana00914-RC, Nana00914-RB	ENSXETG00000011292.1
OG0004887	Nana00878-RC, Nana00878-RB, Nana00878-RA	ENSXETG00000013616.1
OG0004888	Nana15198-RB, Nana15198-RA, Nana15109-RA	ENSXETG00000004836.1
OG0004890	Nana23747-RA	ENSXETG00000011166.1
OG0004892	Nana37493-RB, Nana37493-RC, Nana37493-RA	ENSXETG00000013645.1
OG0004895	Nana36923-RA, Nana36923-RC	ENSXETG00000005863.1
OG0004896	Nana32295-RC, Nana32295-RA, Nana32295-RB, Nana32295-RD	ENSXETG00000002448.1
OG0004898	Nana09004-RB, Nana09004-RD, Nana09004-RC, Nana09004-RA	ENSXETG00000001109.1
OG0004899	Nana09002-RA	ENSXETG00000001054.1
OG0004902	Nana00625-RA	ENSXETG00000020125.1
OG0004903	Nana01476-RA	ENSXETG00000002229.1
OG0004906	Nana06897-RA	ENSXETG00000019458.1
OG0004907	Nana00579-RB, Nana00579-RA	ENSXETG00000001028.1
OG0004908	Nana00576-RA	ENSXETG00000000977.1
OG0004909	Nana15309-RD, Nana15309-RB, Nana15309-RA	ENSXETG00000011205.1
OG0004910	Nana06237-RA, Nana17642-RA	ENSXETG00000010108.1
OG0004912	Nana36586-RB, Nana36586-RA	ENSXETG00000008665.1
OG0004914	Nana37544-RB, Nana37544-RA	ENSXETG00000015459.1
OG0004916	Nana36354-RG, Nana36354-RD, Nana36354-RE, Nana36354-RF	ENSXETG00000003888.1
OG0004918	Nana00572-RA	ENSXETG00000000309.1
OG0004920	Nana29635-RA, Nana29635-RB	ENSXETG00000018279.1
OG0004921	Nana29448-RA	ENSXETG00000003437.1
OG0004929	Nana20933-RB, Nana20933-RC, Nana20933-RD, Nana20933-RA	ENSXETG00000000255.1
OG0004931	Nana28012-RA, Nana28012-RB	ENSXETG00000008622.1
OG0004932	Nana16920-RF, Nana16920-RC, Nana16920-RH, Nana16920-RA	ENSXETG00000018542.1
OG0004934	Nana34681-RA, Nana34681-RC, Nana34681-RB, Nana34681-RD	ENSXETG00000001500.1
OG0004936	Nana37654-RB, Nana37654-RC	ENSXETG00000016056.1, ENSXETG00000015594.1
OG0004937	Nana34697-RA, Nana34697-RC, Nana34697-RB, Nana34697-RD	ENSXETG00000005585.1
OG0004939	Nana00536-RA, Nana00536-RB	ENSXETG00000007660.1
OG0004940	Nana04365-RA, Nana27387-RA	ENSXETG00000004998.1
OG0004941	Nana27422-RA	ENSXETG00000003136.1
OG0004942	Nana19008-RA	ENSXETG00000010099.1
OG0004943	Nana28120-RB, Nana28120-RD, Nana28120-RC, Nana28120-RA	ENSXETG00000014764.1
OG0004944	Nana05600-RA, Nana05599-RB, Nana04171-RB, Nana04171-RA	ENSXETG00000013227.1
OG0004945	Nana11235-RA, Nana32962-RA	ENSXETG00000013074.1
OG0004946	Nana02212-RA, Nana24838-RA, Nana24817-RA, Nana20231-RA, Nana22714-RA	ENSXETG00000019944.1
OG0004947	Nana34724-RA	ENSXETG00000016505.1
OG0004948	Nana39630-RA, Nana12453-RA, Nana12452-RA	ENSXETG00000010694.1
OG0004951	Nana17402-RH, Nana17402-RG, Nana17402-RK, Nana17402-RA, Nana17402-RD	ENSXETG00000013251.1
OG0004952	Nana17814-RA, Nana17812-RA, Nana17813-RA	ENSXETG00000005840.1
OG0004955	Nana00787-RA	ENSXETG00000004658.1
OG0004956	Nana06159-RA, Nana06159-RD, Nana06159-RE, Nana06159-RB, Nana06159-RC	ENSXETG00000013865.1
OG0004960	Nana16518-RD, Nana16518-RB, Nana16518-RC, Nana16518-RA	ENSXETG00000017055.1
OG0004961	Nana13665-RA	ENSXETG00000009149.1
OG0004966	Nana37522-RA, Nana37522-RB	ENSXETG00000015220.1
OG0004967	Nana36815-RA, Nana36815-RB, Nana36815-RD, Nana36815-RC	ENSXETG00000000996.1
OG0004985	Nana19643-RA, Nana19642-RA	ENSXETG00000014960.1
OG0004986	Nana17298-RC	ENSXETG00000006163.1
OG0004987	Nana25519-RA	ENSXETG00000000085.1
OG0004988	Nana17305-RA	ENSXETG00000001371.1
OG0004989	Nana03360-RA	ENSXETG00000018449.1
OG0004990	Nana03362-RA	ENSXETG00000020874.1
OG0004991	Nana29016-RB	ENSXETG00000016773.1
OG0004992	Nana37651-RD, Nana37651-RC	ENSXETG00000016099.1
OG0004993	Nana32094-RA	ENSXETG00000005676.1
OG0004994	Nana19673-RA	ENSXETG00000004967.1
OG0004995	Nana24337-RA	ENSXETG00000009363.1, ENSXETG00000005518.1
OG0004998	Nana19684-RA, Nana19684-RB	ENSXETG00000008354.1
OG0004999	Nana29013-RA, Nana29013-RB	ENSXETG00000016378.1
OG0005000	Nana00381-RB, Nana00381-RA	ENSXETG00000020530.1
OG0005001	Nana31105-RA, Nana31105-RB	ENSXETG00000016666.1
OG0005002	Nana36504-RA, Nana36502-RA	ENSXETG00000009831.1
OG0005003	Nana18437-RB	ENSXETG00000017999.1
OG0005004	Nana35943-RA	ENSXETG00000010081.1
OG0005005	Nana00413-RA	ENSXETG00000016720.1
OG0005006	Nana32070-RB	ENSXETG00000018067.1, ENSXETG00000015618.1
OG0005007	Nana31126-RA	ENSXETG00000008710.1
OG0005008	Nana18849-RB, Nana18849-RA	ENSXETG00000008736.1
OG0005009	Nana05910-RA	ENSXETG00000001092.1
OG0005010	Nana32065-RA	ENSXETG00000018381.1
OG0005011	Nana35559-RA	ENSXETG00000006919.1
OG0005012	Nana05912-RA	ENSXETG00000001064.1
OG0005013	Nana31129-RA	ENSXETG00000018860.1
OG0005014	Nana16845-RA	ENSXETG00000000411.1
OG0005015	Nana15802-RB, Nana15802-RA	ENSXETG00000005822.1
OG0005016	Nana32904-RA	ENSXETG00000014318.1
OG0005017	Nana15804-RA	ENSXETG00000005898.1
OG0005018	Nana26149-RA	ENSXETG00000000237.1
OG0005019	Nana32725-RA	ENSXETG00000012008.1
OG0005021	Nana32931-RA, Nana32931-RB	ENSXETG00000017581.1
OG0005022	Nana26123-RA, Nana26122-RC	ENSXETG00000003172.1
OG0005023	Nana05945-RA	ENSXETG00000008428.1
OG0005024	Nana08247-RA	ENSXETG00000020983.1
OG0005025	Nana32722-RA	ENSXETG00000011857.1
OG0005026	Nana15827-RA, Nana15827-RB	ENSXETG00000012190.1
OG0005027	Nana32933-RB, Nana32933-RA	ENSXETG00000020217.1
OG0005028	Nana18865-RA	ENSXETG00000003731.1
OG0005030	Nana26116-RA	ENSXETG00000003144.1
OG0005031	Nana08238-RA	ENSXETG00000019791.1
OG0005032	Nana03223-RA	ENSXETG00000007681.1
OG0005033	Nana11296-RA, Nana11294-RA	ENSXETG00000003167.1
OG0005034	Nana05953-RA	ENSXETG00000005329.1
OG0005035	Nana34057-RB, Nana34057-RA	ENSXETG00000021422.1
OG0005036	Nana11304-RA	ENSXETG00000011264.1, ENSXETG00000018009.1
OG0005037	Nana11308-RA	ENSXETG00000012837.1
OG0005038	Nana11309-RA	ENSXETG00000012917.1
OG0005039	Nana08230-RA	ENSXETG00000021094.1
OG0005040	Nana38749-RA, Nana39048-RA	ENSXETG00000011635.1
OG0005041	Nana31732-RA	ENSXETG00000018541.1
OG0005042	Nana37527-RA, Nana37527-RB	ENSXETG00000015335.1
OG0005043	Nana29844-RA, Nana29844-RB	ENSXETG00000019958.1
OG0005044	Nana15700-RA, Nana15699-RA	ENSXETG00000009616.1
OG0005045	Nana37523-RA	ENSXETG00000015254.1
OG0005046	Nana37520-RA	ENSXETG00000015073.1
OG0005047	Nana37517-RA	ENSXETG00000014412.1
OG0005048	Nana33635-RA	ENSXETG00000014651.1
OG0005049	Nana38805-RA	ENSXETG00000001319.1
OG0005050	Nana24893-RA	ENSXETG00000001111.1
OG0005051	Nana33590-RA	ENSXETG00000013967.1
OG0005052	Nana05993-RA	ENSXETG00000003416.1
OG0005053	Nana01993-RA	ENSXETG00000016596.1
OG0005054	Nana00504-RA	ENSXETG00000000884.1
OG0005055	Nana29845-RB, Nana29845-RA	ENSXETG00000008554.1
OG0005056	Nana29754-RA	ENSXETG00000018644.1
OG0005057	Nana29757-RA	ENSXETG00000018846.1
OG0005058	Nana30793-RA	ENSXETG00000015393.1, ENSXETG00000015206.1
OG0005059	Nana06088-RA	ENSXETG00000007285.1
OG0005060	Nana34743-RA	ENSXETG00000006277.1
OG0005061	Nana35611-RA	ENSXETG00000015704.1
OG0005062	Nana13091-RA	ENSXETG00000013691.1, ENSXETG00000014475.1
OG0005063	Nana34745-RA	ENSXETG00000010552.1
OG0005064	Nana21893-RA, Nana21893-RB	ENSXETG00000004787.1
OG0005065	Nana21890-RA	ENSXETG00000004965.1
OG0005066	Nana21881-RA	ENSXETG00000005061.1
OG0005067	Nana22223-RA	ENSXETG00000011911.1
OG0005068	Nana36912-RA	ENSXETG00000009020.1
OG0005069	Nana21867-RA	ENSXETG00000005155.1
OG0005070	Nana21858-RA	ENSXETG00000005162.1
OG0005071	Nana29440-RA, Nana23251-RA	ENSXETG00000006100.1
OG0005073	Nana22256-RA	ENSXETG00000010686.1
OG0005074	Nana32430-RA, Nana32430-RB	ENSXETG00000017076.1
OG0005075	Nana36485-RA, Nana36485-RB	ENSXETG00000020094.1
OG0005076	Nana29764-RB, Nana29764-RA	ENSXETG00000016992.1
OG0005078	Nana34118-RA	ENSXETG00000020104.1
OG0005079	Nana33599-RA	ENSXETG00000013721.1
OG0005081	Nana22171-RA, Nana22169-RA	ENSXETG00000006978.1
OG0005082	Nana13763-RA	ENSXETG00000002708.1
OG0005083	Nana28498-RA	ENSXETG00000021196.1
