Orthogroup	A_carolinensis.pep	N_naja.pep
OG0005772	ENSACAG00000006470.3	Nana28882-RA
OG0005773	ENSACAG00000007020.3	Nana18516-RA
OG0005774	ENSACAG00000013732.3	Nana16523-RA
OG0005775	ENSACAG00000006997.3	Nana18517-RA
OG0005776	ENSACAG00000017479.2	Nana06363-RC, Nana06363-RB
OG0005777	ENSACAG00000008011.3	Nana26717-RA, Nana26717-RB
OG0005778	ENSACAG00000006750.3	Nana00660-RB, Nana00660-RC, Nana00660-RA
OG0005779	ENSACAG00000006549.2	Nana28877-RB, Nana28877-RA
OG0005780	ENSACAG00000005065.3	Nana35044-RA
OG0005781	ENSACAG00000022636.1	Nana35634-RA
OG0005782	ENSACAG00000006608.2	Nana28870-RA
OG0005783	ENSACAG00000006629.3	Nana28866-RB, Nana28866-RA
OG0005784	ENSACAG00000024164.2	Nana26723-RA
OG0005785	ENSACAG00000007819.3	Nana26729-RA
OG0005786	ENSACAG00000007774.3	Nana26314-RB, Nana26314-RA
OG0005787	ENSACAG00000002014.3	Nana33773-RA
OG0005788	ENSACAG00000011319.3	Nana26758-RA
OG0005789	ENSACAG00000005315.2	Nana16358-RA
OG0005790	ENSACAG00000005508.3, ENSACAG00000027996.2	Nana23252-RA
OG0005791	ENSACAG00000011767.3	Nana26737-RA
OG0005792	ENSACAG00000022005.2	Nana36928-RA
OG0005793	ENSACAG00000012239.3	Nana26730-RB, Nana26730-RA
OG0005794	ENSACAG00000007801.3	Nana12467-RA
OG0005795	ENSACAG00000002640.3	Nana31324-RB, Nana31324-RA
OG0005796	ENSACAG00000007750.3	Nana12476-RA, Nana12475-RA
OG0005797	ENSACAG00000007605.2	Nana12490-RA
OG0005798	ENSACAG00000002364.2	Nana31332-RB, Nana31332-RA
OG0005799	ENSACAG00000002334.3	Nana31334-RB, Nana31334-RA
OG0005800	ENSACAG00000016891.3	Nana16391-RA
OG0005801	ENSACAG00000001972.3	Nana31337-RA
OG0005802	ENSACAG00000014208.2	Nana32719-RA
OG0005803	ENSACAG00000016044.2, ENSACAG00000006903.2	Nana05919-RA
OG0005804	ENSACAG00000028484.1	Nana31338-RB, Nana31338-RA
OG0005805	ENSACAG00000009265.2	Nana28950-RA
OG0005806	ENSACAG00000016674.2	Nana16411-RA
OG0005807	ENSACAG00000011862.3, ENSACAG00000011954.2	Nana17919-RA
OG0005808	ENSACAG00000016577.3	Nana16414-RA
OG0005809	ENSACAG00000013470.3	Nana27977-RB, Nana27977-RA
OG0005810	ENSACAG00000024118.1, ENSACAG00000013758.3	Nana36880-RA
OG0005811	ENSACAG00000025228.1	Nana34132-RA, Nana34131-RA, Nana34648-RA
OG0005812	ENSACAG00000024341.1	Nana34130-RA, Nana34647-RA
OG0005813	ENSACAG00000006516.3	Nana05805-RA, Nana05805-RB
OG0005814	ENSACAG00000015977.3	Nana00022-RA, Nana00025-RA
OG0005815	ENSACAG00000008263.3	Nana15049-RA, Nana15049-RB
OG0005816	ENSACAG00000015156.3	Nana05817-RA
OG0005817	ENSACAG00000016425.3	Nana16422-RA
OG0005818	ENSACAG00000015114.3	Nana05819-RB, Nana05819-RA
OG0005819	ENSACAG00000015060.3	Nana05820-RA
OG0005820	ENSACAG00000016223.3	Nana35737-RA, Nana35737-RB
OG0005821	ENSACAG00000009347.3	Nana12514-RA
OG0005822	ENSACAG00000000215.2	Nana28532-RA
OG0005823	ENSACAG00000001376.3	Nana11285-RA
OG0005824	ENSACAG00000000318.3	Nana31393-RA, Nana31393-RB
OG0005825	ENSACAG00000000189.2	Nana28535-RA
OG0005826	ENSACAG00000000186.3	Nana28536-RA
OG0005827	ENSACAG00000027372.2	Nana17517-RA, Nana17517-RB
OG0005828	ENSACAG00000008908.3, ENSACAG00000022381.1	Nana36266-RA
OG0005829	ENSACAG00000001020.1	Nana17483-RA
OG0005830	ENSACAG00000001268.1	Nana11280-RA
OG0005831	ENSACAG00000000904.3	Nana38358-RA, Nana38355-RA
OG0005832	ENSACAG00000014093.3	Nana35335-RB, Nana35335-RA
OG0005833	ENSACAG00000015976.3	Nana31681-RA
OG0005834	ENSACAG00000001730.3	Nana06007-RA
OG0005835	ENSACAG00000014807.3	Nana16442-RA
OG0005836	ENSACAG00000000103.3	Nana28557-RA
OG0005837	ENSACAG00000025870.2	Nana35359-RA, Nana35361-RA
OG0005838	ENSACAG00000008284.3	Nana00696-RD, Nana00696-RF, Nana00696-RE
OG0005839	ENSACAG00000004330.2	Nana19249-RA
OG0005840	ENSACAG00000004372.2	Nana19253-RA
OG0005842	ENSACAG00000014525.3	Nana35387-RA
OG0005843	ENSACAG00000004374.3	Nana19254-RA
OG0005844	ENSACAG00000001509.2	Nana19046-RB, Nana19046-RA
OG0005845	ENSACAG00000002163.3	Nana11261-RA, Nana11261-RB
OG0005846	ENSACAG00000002231.1, ENSACAG00000014108.3	Nana03953-RA
OG0005847	ENSACAG00000011894.3	Nana11249-RA, Nana11250-RA
OG0005848	ENSACAG00000014866.3	Nana35599-RA
OG0005850	ENSACAG00000001167.2	Nana35769-RB, Nana35769-RA
OG0005851	ENSACAG00000011898.2	Nana11248-RA
OG0005852	ENSACAG00000014363.3	Nana16465-RA, Nana16467-RA
OG0005853	ENSACAG00000014577.2	Nana18789-RA
OG0005854	ENSACAG00000015093.2	Nana34883-RA
OG0005856	ENSACAG00000013059.3	Nana16475-RA
OG0005857	ENSACAG00000003984.3	Nana36113-RA
OG0005858	ENSACAG00000014658.1	Nana34570-RA, Nana34570-RB
OG0005859	ENSACAG00000012156.3	Nana11234-RA
OG0005860	ENSACAG00000010260.3	Nana18786-RA
OG0005861	ENSACAG00000012188.3	Nana11233-RA
OG0005862	ENSACAG00000021980.2	Nana34573-RD, Nana34573-RE
OG0005863	ENSACAG00000000009.3	Nana34573-RG, Nana34573-RF
OG0005864	ENSACAG00000007323.2	Nana31186-RA
OG0005865	ENSACAG00000005312.2	Nana36032-RA
OG0005866	ENSACAG00000013983.3	Nana17782-RA
OG0005867	ENSACAG00000008641.3, ENSACAG00000025259.1	Nana31944-RA
OG0005868	ENSACAG00000002159.3	Nana16225-RA
OG0005869	ENSACAG00000016116.2	Nana06295-RA
OG0005870	ENSACAG00000002056.3	Nana16220-RA
OG0005871	ENSACAG00000014229.2	Nana17785-RA, Nana17785-RB
OG0005872	ENSACAG00000009701.2	Nana18814-RA
OG0005873	ENSACAG00000015382.3	Nana34869-RA
OG0005874	ENSACAG00000014838.3	Nana36319-RA
OG0005875	ENSACAG00000015406.2	Nana34868-RB, Nana34868-RA
OG0005876	ENSACAG00000015421.2	Nana34669-RA
OG0005877	ENSACAG00000011552.3	Nana33114-RD, Nana33114-RC
OG0005878	ENSACAG00000014166.3	Nana05850-RB, Nana05850-RA
OG0005879	ENSACAG00000025824.1	Nana28178-RA, Nana28180-RA
OG0005880	ENSACAG00000017653.3	Nana30292-RA
OG0005881	ENSACAG00000011959.3	Nana33110-RA
OG0005882	ENSACAG00000015561.3	Nana34859-RA
OG0005883	ENSACAG00000015563.3	Nana34857-RA
OG0005884	ENSACAG00000017635.3	Nana30295-RH
OG0005886	ENSACAG00000025342.1	Nana06104-RA, Nana06104-RB
OG0005887	ENSACAG00000000304.3	Nana16203-RA
OG0005888	ENSACAG00000023795.2, ENSACAG00000017047.3	Nana19601-RA
OG0005889	ENSACAG00000008189.2	Nana34019-RA
OG0005890	ENSACAG00000010894.3	Nana28026-RA, Nana28026-RB
OG0005891	ENSACAG00000001773.2	Nana36329-RA, Nana36329-RB
OG0005892	ENSACAG00000004353.3	Nana17196-RA
OG0005894	ENSACAG00000012495.2	Nana35971-RA
OG0005895	ENSACAG00000008373.3	Nana00032-RA
OG0005896	ENSACAG00000006411.3	Nana26646-RA
OG0005897	ENSACAG00000013782.3	Nana35620-RA
OG0005898	ENSACAG00000007849.3	Nana32939-RA
OG0005899	ENSACAG00000000201.2	Nana16200-RA
OG0005900	ENSACAG00000008599.3	Nana18925-RB, Nana18925-RA
OG0005901	ENSACAG00000000247.3	Nana35983-RA
OG0005902	ENSACAG00000017999.3	Nana28264-RB, Nana28264-RA
OG0005903	ENSACAG00000009854.3	Nana19695-RA, Nana19697-RA
OG0005904	ENSACAG00000007683.2	Nana37192-RA
OG0005905	ENSACAG00000018000.3	Nana28266-RA
OG0005906	ENSACAG00000000696.2	Nana35985-RA
OG0005907	ENSACAG00000010936.3	Nana35817-RA
OG0005908	ENSACAG00000016012.3	Nana34839-RA
OG0005909	ENSACAG00000021101.2	Nana15764-RA, Nana13526-RA
OG0005910	ENSACAG00000000757.3	Nana05955-RA
OG0005911	ENSACAG00000027314.2	Nana17494-RA
OG0005912	ENSACAG00000011369.3	Nana30854-RB, Nana30854-RA
OG0005913	ENSACAG00000016062.3	Nana34837-RB, Nana34837-RA
OG0005914	ENSACAG00000007768.3	Nana16193-RA, Nana16193-RB
OG0005915	ENSACAG00000000339.2	Nana36759-RA
OG0005916	ENSACAG00000009518.3	Nana21190-RA
OG0005917	ENSACAG00000003480.3	Nana28812-RA
OG0005918	ENSACAG00000003384.3	Nana28800-RA
OG0005919	ENSACAG00000007912.3	Nana16171-RA, Nana16171-RB
OG0005920	ENSACAG00000000440.3	Nana00591-RA, Nana00591-RB
OG0005921	ENSACAG00000001772.3, ENSACAG00000027058.2	Nana34822-RA
OG0005922	ENSACAG00000006900.3	Nana18521-RA
OG0005923	ENSACAG00000013778.2	Nana33824-RA
OG0005924	ENSACAG00000009756.3	Nana21188-RB, Nana21188-RA
OG0005925	ENSACAG00000022613.2	Nana37028-RA
OG0005926	ENSACAG00000009771.2	Nana21182-RA, Nana21182-RB
OG0005927	ENSACAG00000001824.3	Nana15091-RA
OG0005928	ENSACAG00000013844.3	Nana33832-RA
OG0005929	ENSACAG00000025026.1	Nana34728-RN
OG0005930	ENSACAG00000013853.3	Nana33835-RA
OG0005931	ENSACAG00000010246.2	Nana25674-RA
OG0005932	ENSACAG00000003704.3	Nana33638-RB, Nana33638-RD
OG0005933	ENSACAG00000003525.3	Nana05062-RA
OG0005934	ENSACAG00000016294.2	Nana34826-RA
OG0005935	ENSACAG00000006267.3, ENSACAG00000013226.3	Nana12940-RA
OG0005936	ENSACAG00000000580.3	Nana01398-RA
OG0005937	ENSACAG00000009971.3	Nana21176-RA, Nana21176-RB
OG0005938	ENSACAG00000009484.2	Nana03713-RA
OG0005939	ENSACAG00000017933.3, ENSACAG00000009145.1	Nana24440-RA
OG0005940	ENSACAG00000014926.2	Nana36510-RA
OG0005941	ENSACAG00000003355.3	Nana05069-RB, Nana05069-RA
OG0005942	ENSACAG00000005137.3	Nana21171-RA
OG0005943	ENSACAG00000001529.3	Nana30218-RB, Nana30218-RC
OG0005944	ENSACAG00000009852.3	Nana36995-RA
OG0005945	ENSACAG00000012329.3	Nana03524-RA, Nana03522-RA
OG0005946	ENSACAG00000003311.3	Nana05070-RA
OG0005947	ENSACAG00000016473.2	Nana35086-RA
OG0005948	ENSACAG00000002668.3	Nana28778-RB, Nana28778-RA
OG0005949	ENSACAG00000008307.3	Nana16161-RA, Nana16161-RB
OG0005950	ENSACAG00000016352.3	Nana34620-RA, Nana34620-RB
OG0005951	ENSACAG00000002460.3	Nana15106-RA, Nana15105-RA
OG0005952	ENSACAG00000000940.3	Nana30233-RA, Nana30235-RA
OG0005953	ENSACAG00000010027.3	Nana19720-RC, Nana19720-RA, Nana19720-RB
OG0005955	ENSACAG00000009021.3	Nana29202-RA
OG0005956	ENSACAG00000013786.3	Nana05075-RA, Nana08378-RA
OG0005957	ENSACAG00000011172.2	Nana39678-RA
OG0005958	ENSACAG00000002295.3	Nana25130-RA
OG0005959	ENSACAG00000000469.3	Nana30245-RA
OG0005960	ENSACAG00000013893.3	Nana05077-RA, Nana05077-RC
OG0005961	ENSACAG00000009104.3	Nana29203-RA
OG0005962	ENSACAG00000008639.3	Nana16155-RA
OG0005963	ENSACAG00000004869.3	Nana28750-RA, Nana28750-RB
OG0005964	ENSACAG00000000268.3	Nana30250-RA
OG0005965	ENSACAG00000009148.3	Nana29205-RA
OG0005966	ENSACAG00000016514.3	Nana34627-RE, Nana34627-RB
OG0005967	ENSACAG00000003083.2	Nana25112-RA
OG0005968	ENSACAG00000008407.3	Nana38509-RA, Nana38505-RA, Nana13278-RA
OG0005969	ENSACAG00000010340.2	Nana18903-RA
OG0005970	ENSACAG00000000388.3	Nana29208-RA, Nana29209-RA
OG0005971	ENSACAG00000027495.2	Nana29035-RA
OG0005972	ENSACAG00000003250.3	Nana25099-RB, Nana25099-RA
OG0005973	ENSACAG00000005601.2	Nana21161-RA, Nana20716-RA
OG0005974	ENSACAG00000022405.2	Nana00781-RA, Nana00781-RB
OG0005975	ENSACAG00000011005.3	Nana18838-RA
OG0005976	ENSACAG00000008276.3	Nana13273-RA
OG0005977	ENSACAG00000014495.2	Nana25573-RA
OG0005978	ENSACAG00000010091.2, ENSACAG00000015768.3	Nana05005-RA
OG0005979	ENSACAG00000006752.3	Nana12008-RA
OG0005980	ENSACAG00000009911.3	Nana28736-RA
OG0005981	ENSACAG00000005775.3	Nana21152-RA, Nana21153-RA
OG0005982	ENSACAG00000006839.3	Nana11981-RA
OG0005983	ENSACAG00000000491.3	Nana00406-RA
OG0005984	ENSACAG00000008060.3	Nana38819-RA, Nana39561-RA, Nana38821-RA
OG0005985	ENSACAG00000016644.3	Nana30123-RG, Nana30123-RE, Nana30123-RF
OG0005986	ENSACAG00000006869.2	Nana32750-RA, Nana32750-RC
OG0005987	ENSACAG00000000861.3	Nana28717-RB, Nana28717-RA
OG0005988	ENSACAG00000016692.2	Nana30125-RE, Nana30125-RA, Nana30125-RD
OG0005989	ENSACAG00000014432.3	Nana05098-RA
OG0005990	ENSACAG00000007609.3, ENSACAG00000027236.2, ENSACAG00000023490.2, ENSACAG00000007612.2, ENSACAG00000026374.1, ENSACAG00000007603.2, ENSACAG00000007588.2, ENSACAG00000025169.1	Nana36220-RA
OG0005991	ENSACAG00000016726.3	Nana30126-RB, Nana30126-RD
OG0005992	ENSACAG00000009653.2	Nana16126-RA
OG0005993	ENSACAG00000006137.3	Nana21151-RA
OG0005994	ENSACAG00000009578.3	Nana16131-RA
OG0005995	ENSACAG00000007330.3	Nana11968-RA
OG0005996	ENSACAG00000007589.2, ENSACAG00000009901.2	Nana04061-RA
OG0005997	ENSACAG00000012470.3	Nana18737-RA, Nana18737-RB
OG0005998	ENSACAG00000012492.3	Nana14122-RC
OG0005999	ENSACAG00000012585.2	Nana14121-RA
OG0006000	ENSACAG00000011298.3	Nana36383-RA, Nana36383-RB
OG0006001	ENSACAG00000027835.2	Nana22521-RA
OG0006002	ENSACAG00000007587.3	Nana11958-RA, Nana11958-RB
OG0006003	ENSACAG00000028043.1	Nana37377-RA
OG0006004	ENSACAG00000002392.3	Nana00745-RA, Nana00745-RB
OG0006005	ENSACAG00000009078.2, ENSACAG00000023980.1	Nana38572-RA, Nana16137-RA
OG0006006	ENSACAG00000006705.3	Nana21144-RA
OG0006007	ENSACAG00000007754.2	Nana11955-RA, Nana11955-RB
OG0006008	ENSACAG00000022148.1, ENSACAG00000013429.2	Nana16077-RA
OG0006009	ENSACAG00000003749.3	Nana32400-RA
OG0006010	ENSACAG00000012675.3	Nana25474-RA, Nana25473-RA
OG0006011	ENSACAG00000014302.2	Nana31480-RB, Nana31480-RC
OG0006012	ENSACAG00000013169.3	Nana16061-RB, Nana16061-RA
OG0006013	ENSACAG00000008076.3	Nana11942-RA
OG0006014	ENSACAG00000011214.3	Nana34812-RA
OG0006015	ENSACAG00000012725.3	Nana25726-RA
OG0006016	ENSACAG00000001861.3	Nana17148-RA
OG0006017	ENSACAG00000008112.2	Nana11939-RA
OG0006018	ENSACAG00000003625.2	Nana32409-RA, Nana32409-RB
OG0006019	ENSACAG00000013874.3	Nana14083-RB, Nana14083-RA
OG0006020	ENSACAG00000011483.2	Nana34807-RA
OG0006021	ENSACAG00000000524.2	Nana17454-RA
OG0006022	ENSACAG00000010555.3	Nana03533-RA, Nana03533-RB
OG0006023	ENSACAG00000011503.2	Nana34805-RA
OG0006024	ENSACAG00000013698.3	Nana14075-RA
OG0006025	ENSACAG00000013941.3	Nana31472-RB, Nana31472-RA
OG0006026	ENSACAG00000004113.3	Nana11918-RC, Nana11918-RA
OG0006027	ENSACAG00000003641.2	Nana34105-RA, Nana34104-RA
OG0006028	ENSACAG00000003523.3	Nana26780-RA
OG0006029	ENSACAG00000012076.3	Nana21211-RA
OG0006030	ENSACAG00000003742.2	Nana36809-RA
OG0006031	ENSACAG00000025865.1	Nana06429-RB, Nana06429-RA
OG0006032	ENSACAG00000003595.3	Nana26778-RA
OG0006033	ENSACAG00000002245.3	Nana21212-RA
OG0006034	ENSACAG00000010447.3	Nana03537-RB, Nana03537-RA
OG0006035	ENSACAG00000012840.3	Nana00396-RA
OG0006036	ENSACAG00000014884.2	Nana31435-RA
OG0006037	ENSACAG00000016224.3	Nana37054-RB, Nana37054-RA
OG0006038	ENSACAG00000002265.3	Nana21214-RA
OG0006039	ENSACAG00000003906.2	Nana26903-RA
OG0006040	ENSACAG00000014846.1	Nana34067-RA
OG0006041	ENSACAG00000010412.3	Nana03538-RA
OG0006042	ENSACAG00000003178.2	Nana39926-RA, Nana39926-RB
OG0006043	ENSACAG00000013584.3	Nana31462-RA
OG0006044	ENSACAG00000014089.3	Nana29036-RC
OG0006045	ENSACAG00000003246.3	Nana34081-RA
OG0006046	ENSACAG00000016633.3	Nana02407-RA
OG0006047	ENSACAG00000014168.3	Nana21218-RA
OG0006048	ENSACAG00000003779.3	Nana11903-RB, Nana11903-RA
OG0006049	ENSACAG00000003698.3	Nana11902-RA, Nana33012-RA, Nana33013-RA
OG0006050	ENSACAG00000011576.3	Nana16030-RA, Nana16030-RB
OG0006051	ENSACAG00000003682.3	Nana11901-RA
OG0006052	ENSACAG00000016759.3	Nana02400-RA
OG0006053	ENSACAG00000014383.3	Nana18431-RA, Nana18431-RB
OG0006054	ENSACAG00000004443.2	Nana26912-RA, Nana26912-RB
OG0006055	ENSACAG00000011568.1	Nana16026-RA
OG0006056	ENSACAG00000004308.3	Nana08788-RA
OG0006057	ENSACAG00000005454.3	Nana00341-RA
OG0006058	ENSACAG00000004302.3	Nana08787-RA, Nana08787-RB
OG0006059	ENSACAG00000010622.3	Nana21225-RA
OG0006060	ENSACAG00000014578.3	Nana18567-RB, Nana18567-RA
OG0006061	ENSACAG00000004492.2	Nana26915-RA
OG0006062	ENSACAG00000005878.3	Nana04930-RA, Nana04930-RB
OG0006063	ENSACAG00000014755.3	Nana18560-RA
OG0006064	ENSACAG00000003653.3	Nana15994-RA
OG0006065	ENSACAG00000007479.3	Nana35296-RC
OG0006066	ENSACAG00000004637.3	Nana26918-RA, Nana26918-RB
OG0006067	ENSACAG00000008885.2	Nana31259-RA
OG0006068	ENSACAG00000004695.3	Nana26919-RA
OG0006069	ENSACAG00000016908.2	Nana02494-RA
OG0006070	ENSACAG00000023904.1, ENSACAG00000003047.3	Nana11872-RA
OG0006071	ENSACAG00000005316.3	Nana15984-RA, Nana15984-RB
OG0006072	ENSACAG00000003875.2	Nana08776-RA
OG0006073	ENSACAG00000002899.3	Nana11871-RA
OG0006074	ENSACAG00000011060.3	Nana21251-RA
OG0006075	ENSACAG00000005477.3	Nana15967-RA, Nana15968-RA
OG0006076	ENSACAG00000007828.2	Nana35261-RA
OG0006077	ENSACAG00000009149.3	Nana31243-RA
OG0006078	ENSACAG00000011192.3	Nana21257-RA, Nana21257-RB
OG0006079	ENSACAG00000008031.2	Nana35250-RA
OG0006080	ENSACAG00000001148.3	Nana15952-RA
OG0006082	ENSACAG00000005243.3	Nana23552-RA
OG0006083	ENSACAG00000009900.3	Nana31226-RB, Nana31226-RD, Nana31226-RC
OG0006084	ENSACAG00000000449.3	Nana39249-RA
OG0006085	ENSACAG00000009075.2	Nana38632-RA
OG0006086	ENSACAG00000009040.3	Nana00655-RB, Nana00655-RC, Nana00655-RA
OG0006087	ENSACAG00000005528.3	Nana23547-RA
OG0006088	ENSACAG00000002307.1, ENSACAG00000002326.2	Nana15918-RB
OG0006089	ENSACAG00000001440.3	Nana33983-RA
OG0006090	ENSACAG00000001552.3	Nana33981-RC, Nana33981-RB, Nana33981-RA
OG0006091	ENSACAG00000002705.3	Nana15915-RA
OG0006092	ENSACAG00000008286.3	Nana21302-RB, Nana21302-RA
OG0006093	ENSACAG00000001121.2	Nana21311-RA, Nana21312-RA
OG0006094	ENSACAG00000003444.2	Nana11192-RA
OG0006095	ENSACAG00000003316.3	Nana15868-RA
OG0006096	ENSACAG00000003414.3	Nana11190-RA
OG0006097	ENSACAG00000010653.2	Nana14486-RA
OG0006098	ENSACAG00000014518.3	Nana27561-RA
OG0006099	ENSACAG00000004214.3	Nana05975-RA
OG0006100	ENSACAG00000004149.3	Nana16045-RA, Nana05976-RA
OG0006101	ENSACAG00000016303.3	Nana05891-RA
OG0006102	ENSACAG00000014378.3	Nana27557-RA
OG0006103	ENSACAG00000003648.3	Nana15859-RA
OG0006104	ENSACAG00000003669.3	Nana15852-RC, Nana15852-RB
OG0006105	ENSACAG00000006908.1	Nana23505-RA
OG0006106	ENSACAG00000003080.3	Nana11182-RA
OG0006107	ENSACAG00000016259.1	Nana05882-RA
OG0006108	ENSACAG00000013967.3	Nana27553-RA
OG0006109	ENSACAG00000000833.3	Nana05873-RA
OG0006110	ENSACAG00000000793.2	Nana05872-RA, Nana05871-RA
OG0006111	ENSACAG00000000751.3	Nana05865-RA, Nana05865-RB
OG0006112	ENSACAG00000002925.3	Nana11170-RA
OG0006113	ENSACAG00000004118.2	Nana15839-RA, Nana15839-RB
OG0006114	ENSACAG00000000344.3	Nana05862-RA
OG0006115	ENSACAG00000006228.2	Nana11103-RA
OG0006116	ENSACAG00000007513.3	Nana21364-RA
OG0006117	ENSACAG00000000324.3	Nana15625-RA, Nana15626-RA
OG0006118	ENSACAG00000000306.3	Nana15623-RA, Nana15623-RB
OG0006119	ENSACAG00000000278.3	Nana15619-RA
OG0006120	ENSACAG00000012034.3	Nana13694-RB, Nana13694-RA
OG0006121	ENSACAG00000001590.3	Nana37159-RA
OG0006122	ENSACAG00000000982.3	Nana26074-RB, Nana26074-RA
OG0006123	ENSACAG00000005616.3	Nana15616-RA, Nana15616-RB
OG0006124	ENSACAG00000012137.3	Nana13689-RA
OG0006125	ENSACAG00000007364.3	Nana36556-RA
OG0006126	ENSACAG00000011583.3	Nana06010-RB, Nana06010-RA
OG0006127	ENSACAG00000000558.3	Nana17514-RA, Nana17514-RB
OG0006128	ENSACAG00000011622.3	Nana00439-RA
OG0006130	ENSACAG00000000639.3	Nana17513-RA
OG0006131	ENSACAG00000007785.3	Nana21381-RA
OG0006132	ENSACAG00000005222.3	Nana01515-RA
OG0006133	ENSACAG00000006681.3	Nana31093-RA
OG0006134	ENSACAG00000014446.3	Nana25542-RF, Nana25542-RE
OG0006135	ENSACAG00000006805.3	Nana01513-RA
OG0006136	ENSACAG00000017285.3	Nana29869-RA
OG0006137	ENSACAG00000006627.3	Nana31085-RA, Nana31085-RB
OG0006138	ENSACAG00000006640.3	Nana18606-RA
OG0006139	ENSACAG00000002290.3, ENSACAG00000002217.3, ENSACAG00000002286.2	Nana30738-RA
OG0006140	ENSACAG00000003948.3	Nana10757-RA
OG0006142	ENSACAG00000006581.3	Nana18602-RA
OG0006143	ENSACAG00000013762.3	Nana13019-RA
OG0006144	ENSACAG00000024923.2	Nana15598-RA
OG0006145	ENSACAG00000002815.3	Nana15597-RA
OG0006146	ENSACAG00000008163.3	Nana21404-RA
OG0006147	ENSACAG00000004177.2	Nana10759-RA
OG0006148	ENSACAG00000017181.3	Nana29733-RB, Nana29733-RA
OG0006149	ENSACAG00000004931.3	Nana32627-RA
OG0006150	ENSACAG00000004427.3	Nana01502-RA, Nana01503-RA
OG0006151	ENSACAG00000002675.3	Nana15593-RA, Nana15593-RB
OG0006152	ENSACAG00000013271.2	Nana32457-RA
OG0006153	ENSACAG00000006385.3	Nana18601-RA, Nana18601-RB
OG0006155	ENSACAG00000004893.2	Nana30713-RB, Nana30713-RA
OG0006156	ENSACAG00000029285.1	Nana38725-RA, Nana38734-RB, Nana38734-RA
OG0006157	ENSACAG00000004828.2	Nana32635-RA
OG0006158	ENSACAG00000008543.3	Nana21421-RA
OG0006159	ENSACAG00000008596.3	Nana21425-RA
OG0006160	ENSACAG00000008706.2	Nana21580-RA, Nana21581-RA, Nana21579-RA
OG0006161	ENSACAG00000008717.3	Nana37819-RA, Nana21574-RA
OG0006162	ENSACAG00000008722.3	Nana21569-RA, Nana21570-RA
OG0006164	ENSACAG00000001651.2	Nana00148-RA
OG0006165	ENSACAG00000017997.3	Nana16345-RA
OG0006166	ENSACAG00000008944.3	Nana21562-RA
OG0006167	ENSACAG00000005954.3	Nana18591-RA
OG0006168	ENSACAG00000008342.3, ENSACAG00000010002.3	Nana04549-RA
OG0006169	ENSACAG00000004275.3	Nana32647-RA
OG0006170	ENSACAG00000009052.3	Nana21548-RA, Nana39136-RA
OG0006171	ENSACAG00000001852.3	Nana15578-RA, Nana15578-RB
OG0006172	ENSACAG00000009100.3	Nana21538-RA, Nana21537-RA
OG0006173	ENSACAG00000001796.3	Nana15577-RA
OG0006174	ENSACAG00000017988.3	Nana16335-RD, Nana16335-RA
OG0006175	ENSACAG00000020939.2	Nana16321-RA
OG0006176	ENSACAG00000007996.3	Nana19328-RA, Nana19327-RB
OG0006177	ENSACAG00000007900.2	Nana19334-RA
OG0006178	ENSACAG00000001597.3	Nana34125-RA
OG0006179	ENSACAG00000005593.3	Nana21495-RA
OG0006180	ENSACAG00000017963.3	Nana16310-RB, Nana16310-RA
OG0006181	ENSACAG00000004288.3	Nana04585-RA
OG0006182	ENSACAG00000028468.1	Nana21487-RA
OG0006183	ENSACAG00000000821.3	Nana15568-RA
OG0006184	ENSACAG00000004043.3	Nana04587-RB, Nana04587-RA
OG0006185	ENSACAG00000027451.1	Nana32944-RB, Nana32944-RA, Nana32944-RC
OG0006186	ENSACAG00000004306.3	Nana27724-RA
OG0006187	ENSACAG00000004952.3	Nana27731-RA
OG0006189	ENSACAG00000004897.3	Nana15183-RA, Nana15183-RB
OG0006190	ENSACAG00000004906.3	Nana15185-RA
OG0006191	ENSACAG00000016661.2	Nana21477-RA
OG0006192	ENSACAG00000007022.3	Nana19370-RA, Nana19370-RB
OG0006193	ENSACAG00000016625.3	Nana21476-RB, Nana21476-RA
OG0006194	ENSACAG00000004974.3	Nana15187-RA
OG0006195	ENSACAG00000006710.2	Nana33073-RA
OG0006196	ENSACAG00000005485.3	Nana11684-RB, Nana11684-RA
OG0006197	ENSACAG00000005486.3	Nana14582-RB, Nana14582-RC
OG0006198	ENSACAG00000005475.3	Nana00339-RA
OG0006199	ENSACAG00000001336.3	Nana15274-RA
OG0006200	ENSACAG00000008172.3	Nana17851-RA
OG0006201	ENSACAG00000006791.2	Nana33081-RA, Nana33081-RB
OG0006202	ENSACAG00000002495.3	Nana28860-RA, Nana28860-RB
OG0006203	ENSACAG00000014340.3	Nana31661-RC, Nana31661-RD
OG0006204	ENSACAG00000008243.3	Nana17849-RA
OG0006205	ENSACAG00000005695.3	Nana24843-RA, Nana24843-RB
OG0006206	ENSACAG00000021108.3	Nana17840-RA
OG0006207	ENSACAG00000015521.3	Nana15270-RB, Nana15270-RA
OG0006208	ENSACAG00000028782.1	Nana33086-RA
OG0006209	ENSACAG00000004338.2	Nana36905-RA
OG0006210	ENSACAG00000006990.3	Nana18520-RA
OG0006211	ENSACAG00000015990.3	Nana21457-RA
OG0006212	ENSACAG00000007125.3	Nana33092-RB, Nana33092-RA
OG0006213	ENSACAG00000007150.3	Nana10515-RA, Nana33094-RA
