Orthogroup	A_carolinensis.pep	M_musculus.pep
OG0004301	ENSACAG00000000028.3	ENSMUSG00000045962.16
OG0004302	ENSACAG00000006849.3	ENSMUSG00000036885.14
OG0004303	ENSACAG00000029121.1	ENSMUSG00000027762.6
OG0004304	ENSACAG00000007941.3	ENSMUSG00000023927.15
OG0004305	ENSACAG00000012304.3	ENSMUSG00000030107.10
OG0004306	ENSACAG00000011851.3	ENSMUSG00000029761.16
OG0004307	ENSACAG00000005041.2	ENSMUSG00000041440.18
OG0004308	ENSACAG00000005114.3	ENSMUSG00000032412.8
OG0004309	ENSACAG00000005135.3	ENSMUSG00000051234.6, ENSMUSG00000048185.5
OG0004310	ENSACAG00000002580.1	ENSMUSG00000021893.14
OG0004311	ENSACAG00000013480.3	ENSMUSG00000029833.17
OG0004312	ENSACAG00000005440.3	ENSMUSG00000026219.14
OG0004313	ENSACAG00000001823.3, ENSACAG00000023373.1	ENSMUSG00000032254.10
OG0004314	ENSACAG00000011176.3	ENSMUSG00000002416.13
OG0004315	ENSACAG00000011178.3	ENSMUSG00000002413.15
OG0004316	ENSACAG00000000850.3	ENSMUSG00000032560.14
OG0004317	ENSACAG00000003024.2	ENSMUSG00000027965.15
OG0004318	ENSACAG00000003266.3	ENSMUSG00000027962.14
OG0004319	ENSACAG00000016657.3	ENSMUSG00000020061.18
OG0004320	ENSACAG00000004066.3, ENSACAG00000011752.2	ENSMUSG00000021933.11
OG0004321	ENSACAG00000003409.3	ENSMUSG00000000340.10
OG0004322	ENSACAG00000003498.3	ENSMUSG00000033439.12
OG0004323	ENSACAG00000016578.3	ENSMUSG00000020057.2
OG0004324	ENSACAG00000016572.3	ENSMUSG00000020056.16
OG0004325	ENSACAG00000016551.3	ENSMUSG00000035351.16
OG0004326	ENSACAG00000009703.3	ENSMUSG00000039115.13
OG0004327	ENSACAG00000025242.2	ENSMUSG00000037973.6
OG0004328	ENSACAG00000009449.2	ENSMUSG00000059486.11
OG0004329	ENSACAG00000009397.3	ENSMUSG00000029781.7
OG0004330	ENSACAG00000016283.3	ENSMUSG00000054027.8, ENSMUSG00000112743.1
OG0004331	ENSACAG00000005369.3	ENSMUSG00000039756.12
OG0004332	ENSACAG00000007322.3	ENSMUSG00000036611.5
OG0004333	ENSACAG00000002458.3	ENSMUSG00000073616.10
OG0004334	ENSACAG00000002209.3	ENSMUSG00000084989.3
OG0004335	ENSACAG00000002023.3	ENSMUSG00000026273.13
OG0004336	ENSACAG00000009709.1	ENSMUSG00000032977.9
OG0004337	ENSACAG00000014904.2	ENSMUSG00000097918.1, ENSMUSG00000085111.3
OG0004338	ENSACAG00000017406.3	ENSMUSG00000020122.16
OG0004339	ENSACAG00000023996.2	ENSMUSG00000042870.15
OG0004340	ENSACAG00000016306.3	ENSMUSG00000014074.17
OG0004341	ENSACAG00000016251.1	ENSMUSG00000045091.4
OG0004342	ENSACAG00000008160.3	ENSMUSG00000040978.4
OG0004343	ENSACAG00000016347.2	ENSMUSG00000016552.13
OG0004344	ENSACAG00000010543.3, ENSACAG00000009558.3	ENSMUSG00000035606.8
OG0004345	ENSACAG00000025748.1	ENSMUSG00000037072.15
OG0004346	ENSACAG00000008774.3	ENSMUSG00000028345.15
OG0004347	ENSACAG00000016208.3	ENSMUSG00000071713.6, ENSMUSG00000071714.7
OG0004348	ENSACAG00000008678.3	ENSMUSG00000020284.16
OG0004349	ENSACAG00000008142.3	ENSMUSG00000022428.8
OG0004350	ENSACAG00000008127.3	ENSMUSG00000022427.4
OG0004351	ENSACAG00000007995.3	ENSMUSG00000033581.17
OG0004352	ENSACAG00000007929.3	ENSMUSG00000069712.5, ENSMUSG00000057116.5, ENSMUSG00000091318.2, ENSMUSG00000022855.9
OG0004353	ENSACAG00000007922.3	ENSMUSG00000042524.14
OG0004354	ENSACAG00000029342.1	ENSMUSG00000028549.17, ENSMUSG00000115904.1
OG0004355	ENSACAG00000007173.3	ENSMUSG00000032468.11
OG0004356	ENSACAG00000007281.3	ENSMUSG00000047888.10
OG0004357	ENSACAG00000009238.2	ENSMUSG00000037656.9
OG0004358	ENSACAG00000009173.3	ENSMUSG00000037260.8
OG0004359	ENSACAG00000005348.3	ENSMUSG00000042292.18
OG0004360	ENSACAG00000005215.3	ENSMUSG00000022401.12
OG0004361	ENSACAG00000008914.3	ENSMUSG00000029407.10
OG0004362	ENSACAG00000000168.3	ENSMUSG00000028514.15
OG0004363	ENSACAG00000002303.3	ENSMUSG00000053604.5
OG0004364	ENSACAG00000005773.3	ENSMUSG00000070738.10
OG0004365	ENSACAG00000004476.2	ENSMUSG00000068117.10
OG0004366	ENSACAG00000004397.3	ENSMUSG00000068114.7
OG0004367	ENSACAG00000029575.1	ENSMUSG00000053119.11
OG0004368	ENSACAG00000011776.3	ENSMUSG00000052337.15
OG0004369	ENSACAG00000003926.2	ENSMUSG00000022452.16
OG0004370	ENSACAG00000014100.2	ENSMUSG00000070877.4
OG0004371	ENSACAG00000012388.1	ENSMUSG00000069631.14
OG0004372	ENSACAG00000012485.3	ENSMUSG00000036537.6, ENSMUSG00000098134.1
OG0004373	ENSACAG00000004982.3	ENSMUSG00000037470.14
OG0004374	ENSACAG00000004939.3	ENSMUSG00000026123.11
OG0004375	ENSACAG00000013067.3	ENSMUSG00000020681.14
OG0004376	ENSACAG00000011213.3	ENSMUSG00000022476.8
OG0004377	ENSACAG00000004648.3	ENSMUSG00000033918.16
OG0004378	ENSACAG00000003767.3	ENSMUSG00000040018.9
OG0004379	ENSACAG00000013745.3	ENSMUSG00000017802.14
OG0004380	ENSACAG00000012521.3	ENSMUSG00000069539.11
OG0004381	ENSACAG00000028967.1	ENSMUSG00000049154.12
OG0004382	ENSACAG00000002964.3	ENSMUSG00000025178.9
OG0004383	ENSACAG00000013272.3	ENSMUSG00000019961.17
OG0004384	ENSACAG00000013559.3	ENSMUSG00000097239.7, ENSMUSG00000075528.13
OG0004385	ENSACAG00000013477.3	ENSMUSG00000033253.18
OG0004386	ENSACAG00000004201.3	ENSMUSG00000025034.9
OG0004387	ENSACAG00000013218.3	ENSMUSG00000069744.7
OG0004388	ENSACAG00000014125.3	ENSMUSG00000020020.8
OG0004389	ENSACAG00000013140.3	ENSMUSG00000018541.10
OG0004391	ENSACAG00000013101.2	ENSMUSG00000035413.8
OG0004392	ENSACAG00000012522.3	ENSMUSG00000034621.14
OG0004393	ENSACAG00000014854.3	ENSMUSG00000028678.13
OG0004394	ENSACAG00000014933.3	ENSMUSG00000028693.15
OG0004395	ENSACAG00000012130.3	ENSMUSG00000034708.11
OG0004396	ENSACAG00000006070.3	ENSMUSG00000025026.15
OG0004397	ENSACAG00000007637.3	ENSMUSG00000020929.14
OG0004398	ENSACAG00000005983.1	ENSMUSG00000025024.7
OG0004399	ENSACAG00000011324.3	ENSMUSG00000019971.10
OG0004400	ENSACAG00000007629.3	ENSMUSG00000020930.9
OG0004401	ENSACAG00000015557.3	ENSMUSG00000024974.10
OG0004402	ENSACAG00000015321.3	ENSMUSG00000046861.9
OG0004403	ENSACAG00000016321.3	ENSMUSG00000048878.6
OG0004404	ENSACAG00000015746.3	ENSMUSG00000043639.15
OG0004405	ENSACAG00000015495.3	ENSMUSG00000028683.14
OG0004406	ENSACAG00000015732.2	ENSMUSG00000055900.14
OG0004407	ENSACAG00000016728.3	ENSMUSG00000020946.13
OG0004408	ENSACAG00000015856.3	ENSMUSG00000111410.1, ENSMUSG00000028698.13
OG0004409	ENSACAG00000016938.3	ENSMUSG00000014195.15
OG0004410	ENSACAG00000007396.3	ENSMUSG00000069520.6
OG0004411	ENSACAG00000007439.3	ENSMUSG00000020130.9
OG0004412	ENSACAG00000007574.3	ENSMUSG00000028559.17
OG0004413	ENSACAG00000007716.3	ENSMUSG00000035694.15
OG0004414	ENSACAG00000017179.2	ENSMUSG00000059995.12
OG0004415	ENSACAG00000000498.3	ENSMUSG00000021809.10
OG0004416	ENSACAG00000008107.3	ENSMUSG00000034557.14
OG0004417	ENSACAG00000007467.3	ENSMUSG00000041836.10
OG0004418	ENSACAG00000010416.3	ENSMUSG00000029328.15
OG0004419	ENSACAG00000015921.2	ENSMUSG00000039395.8
OG0004420	ENSACAG00000010842.3	ENSMUSG00000035266.16
OG0004421	ENSACAG00000008951.3	ENSMUSG00000028614.14
OG0004422	ENSACAG00000022624.2	ENSMUSG00000017211.14, ENSMUSG00000064224.10, ENSMUSG00000017204.4
OG0004423	ENSACAG00000015293.2	ENSMUSG00000020159.8
OG0004424	ENSACAG00000017468.3	ENSMUSG00000040167.16
OG0004425	ENSACAG00000017503.3	ENSMUSG00000040125.4
OG0004426	ENSACAG00000002503.3	ENSMUSG00000017499.15
OG0004427	ENSACAG00000014407.3	ENSMUSG00000030960.16
OG0004428	ENSACAG00000016060.3	ENSMUSG00000035849.14
OG0004429	ENSACAG00000002144.3	ENSMUSG00000041577.5
OG0004431	ENSACAG00000012970.3	ENSMUSG00000029804.17
OG0004432	ENSACAG00000017336.2	ENSMUSG00000040268.17
OG0004433	ENSACAG00000013239.3	ENSMUSG00000037709.13
OG0004434	ENSACAG00000005738.2, ENSACAG00000003059.1	ENSMUSG00000092558.3
OG0004435	ENSACAG00000013613.3	ENSMUSG00000028273.15
OG0004436	ENSACAG00000002874.3	ENSMUSG00000023266.11
OG0004437	ENSACAG00000017098.3	ENSMUSG00000048170.14
OG0004438	ENSACAG00000002366.3	ENSMUSG00000023991.16, ENSMUSG00000116496.1
OG0004439	ENSACAG00000026083.2	ENSMUSG00000009210.10
OG0004440	ENSACAG00000003396.3	ENSMUSG00000034707.7
OG0004441	ENSACAG00000001636.3	ENSMUSG00000022466.6
OG0004442	ENSACAG00000028403.1, ENSACAG00000015880.3	ENSMUSG00000041736.7
OG0004443	ENSACAG00000016527.3	ENSMUSG00000115906.1, ENSMUSG00000023994.13
OG0004444	ENSACAG00000007097.2	ENSMUSG00000001440.5
OG0004445	ENSACAG00000016583.2	ENSMUSG00000005936.19
OG0004446	ENSACAG00000009418.3	ENSMUSG00000037805.15
OG0004447	ENSACAG00000006352.3	ENSMUSG00000006056.13
OG0004448	ENSACAG00000006297.2	ENSMUSG00000006058.10
OG0004449	ENSACAG00000009520.3	ENSMUSG00000026407.17
OG0004450	ENSACAG00000000618.2	ENSMUSG00000033186.9
OG0004451	ENSACAG00000005025.3	ENSMUSG00000038909.16
OG0004452	ENSACAG00000005130.2	ENSMUSG00000001510.8
OG0004453	ENSACAG00000004385.2	ENSMUSG00000060038.14
OG0004454	ENSACAG00000010591.2	ENSMUSG00000024007.15
OG0004455	ENSACAG00000011127.3	ENSMUSG00000039682.12
OG0004456	ENSACAG00000005084.3	ENSMUSG00000001506.10
OG0004457	ENSACAG00000016396.3	ENSMUSG00000025555.14
OG0004458	ENSACAG00000004972.3	ENSMUSG00000017314.12
OG0004459	ENSACAG00000005931.2	ENSMUSG00000026638.15
OG0004460	ENSACAG00000016608.3	ENSMUSG00000025558.19
OG0004461	ENSACAG00000016776.3	ENSMUSG00000041765.6
OG0004462	ENSACAG00000007047.3	ENSMUSG00000029670.12
OG0004463	ENSACAG00000012124.3	ENSMUSG00000038738.15
OG0004464	ENSACAG00000007000.3	ENSMUSG00000062980.15
OG0004465	ENSACAG00000002693.3	ENSMUSG00000023073.2
OG0004466	ENSACAG00000006067.3	ENSMUSG00000031505.11
OG0004467	ENSACAG00000006129.3	ENSMUSG00000056228.10
OG0004468	ENSACAG00000006186.3	ENSMUSG00000031508.14
OG0004469	ENSACAG00000012743.3	ENSMUSG00000002963.17
OG0004470	ENSACAG00000003294.3	ENSMUSG00000027854.12
OG0004471	ENSACAG00000000367.3	ENSMUSG00000038497.7
OG0004472	ENSACAG00000013921.3	ENSMUSG00000003421.13
OG0004473	ENSACAG00000004148.3	ENSMUSG00000003051.13
OG0004474	ENSACAG00000014008.2	ENSMUSG00000038406.17
OG0004475	ENSACAG00000002376.3	ENSMUSG00000107275.3, ENSMUSG00000038039.13
OG0004476	ENSACAG00000005031.3	ENSMUSG00000026455.14
OG0004477	ENSACAG00000010400.3	ENSMUSG00000010290.7
OG0004478	ENSACAG00000005324.3	ENSMUSG00000022761.12
OG0004479	ENSACAG00000005400.3	ENSMUSG00000029104.15
OG0004480	ENSACAG00000005288.3	ENSMUSG00000036693.12
OG0004481	ENSACAG00000005264.3	ENSMUSG00000001082.12
OG0004482	ENSACAG00000011098.3	ENSMUSG00000030450.11
OG0004483	ENSACAG00000006430.2	ENSMUSG00000067847.13
OG0004484	ENSACAG00000006565.3	ENSMUSG00000038116.16
OG0004485	ENSACAG00000006575.3	ENSMUSG00000027636.11
OG0004486	ENSACAG00000012667.2	ENSMUSG00000030452.16
OG0004487	ENSACAG00000012110.2	ENSMUSG00000037341.14
OG0004488	ENSACAG00000011996.2	ENSMUSG00000037315.15
OG0004489	ENSACAG00000007148.3	ENSMUSG00000027605.18
OG0004491	ENSACAG00000005723.3	ENSMUSG00000035725.13
OG0004492	ENSACAG00000004448.2	ENSMUSG00000042992.15
OG0004493	ENSACAG00000004742.3	ENSMUSG00000035944.17
OG0004494	ENSACAG00000029313.1	ENSMUSG00000064284.12
OG0004495	ENSACAG00000008761.2	ENSMUSG00000027490.17
OG0004496	ENSACAG00000008983.3	ENSMUSG00000027593.15
OG0004497	ENSACAG00000015730.2	ENSMUSG00000078954.9
OG0004498	ENSACAG00000009445.3	ENSMUSG00000038375.15
OG0004499	ENSACAG00000015689.3	ENSMUSG00000022441.17
OG0004500	ENSACAG00000011478.3	ENSMUSG00000038344.14
OG0004501	ENSACAG00000015844.3	ENSMUSG00000016757.11
OG0004502	ENSACAG00000015928.2	ENSMUSG00000016664.16
OG0004503	ENSACAG00000014274.3	ENSMUSG00000027654.2
OG0004504	ENSACAG00000012190.3	ENSMUSG00000031299.10
OG0004505	ENSACAG00000016442.3	ENSMUSG00000003974.6
OG0004506	ENSACAG00000028299.1, ENSACAG00000001099.3	ENSMUSG00000026664.7
OG0004507	ENSACAG00000007227.3	ENSMUSG00000079509.10
OG0004508	ENSACAG00000008221.2	ENSMUSG00000006678.6
OG0004509	ENSACAG00000016698.2	ENSMUSG00000042854.9, ENSMUSG00000039725.6
OG0004510	ENSACAG00000012507.3	ENSMUSG00000016487.15
OG0004511	ENSACAG00000016078.3	ENSMUSG00000025666.16
OG0004512	ENSACAG00000013177.3	ENSMUSG00000028864.7
OG0004513	ENSACAG00000014773.3	ENSMUSG00000054453.11
OG0004514	ENSACAG00000014702.2	ENSMUSG00000031174.17
OG0004515	ENSACAG00000014537.2	ENSMUSG00000008035.12
OG0004516	ENSACAG00000014487.3	ENSMUSG00000040363.15
OG0004517	ENSACAG00000006284.3	ENSMUSG00000039934.12
OG0004518	ENSACAG00000003951.2, ENSACAG00000025986.1	ENSMUSG00000060445.11
OG0004519	ENSACAG00000006348.2	ENSMUSG00000039899.5
OG0004520	ENSACAG00000006358.3	ENSMUSG00000047221.5
OG0004521	ENSACAG00000006489.2	ENSMUSG00000044968.16
OG0004522	ENSACAG00000016214.3	ENSMUSG00000039117.16
OG0004523	ENSACAG00000017902.2	ENSMUSG00000040138.7
OG0004524	ENSACAG00000006670.3	ENSMUSG00000028932.7
OG0004525	ENSACAG00000017853.3	ENSMUSG00000032788.15
OG0004526	ENSACAG00000006896.2	ENSMUSG00000042453.14
OG0004527	ENSACAG00000005015.3	ENSMUSG00000039001.12
OG0004528	ENSACAG00000025612.2	ENSMUSG00000027568.9
OG0004529	ENSACAG00000005168.3	ENSMUSG00000049401.10
OG0004530	ENSACAG00000014573.3	ENSMUSG00000028999.15
OG0004531	ENSACAG00000014629.3	ENSMUSG00000020564.17
OG0004532	ENSACAG00000003165.3	ENSMUSG00000054134.14
OG0004533	ENSACAG00000005506.3	ENSMUSG00000027573.11
OG0004534	ENSACAG00000014697.3	ENSMUSG00000020572.8
OG0004535	ENSACAG00000005560.3	ENSMUSG00000038848.14
OG0004536	ENSACAG00000014783.2	ENSMUSG00000020573.17
OG0004537	ENSACAG00000005872.3	ENSMUSG00000016346.17
OG0004538	ENSACAG00000015236.3	ENSMUSG00000001225.12
OG0004539	ENSACAG00000028616.1	ENSMUSG00000117081.1, ENSMUSG00000000159.16
OG0004540	ENSACAG00000006249.2	ENSMUSG00000010505.16
OG0004541	ENSACAG00000008868.2, ENSACAG00000027720.2	ENSMUSG00000040785.19
OG0004542	ENSACAG00000008170.3	ENSMUSG00000036298.10
OG0004543	ENSACAG00000012567.3	ENSMUSG00000022946.10
OG0004544	ENSACAG00000021059.3	ENSMUSG00000075470.2
OG0004545	ENSACAG00000004693.3	ENSMUSG00000022960.13
OG0004546	ENSACAG00000028420.1	ENSMUSG00000105835.1, ENSMUSG00000037822.12
OG0004547	ENSACAG00000005583.3	ENSMUSG00000031613.9
OG0004548	ENSACAG00000005432.3	ENSMUSG00000031608.13
OG0004549	ENSACAG00000003196.2	ENSMUSG00000022974.12
OG0004550	ENSACAG00000012087.3	ENSMUSG00000029221.15
OG0004551	ENSACAG00000001581.2	ENSMUSG00000025616.14
OG0004552	ENSACAG00000010497.3	ENSMUSG00000035946.7
OG0004553	ENSACAG00000014691.3	ENSMUSG00000022892.11
OG0004554	ENSACAG00000009739.2	ENSMUSG00000022762.18
OG0004555	ENSACAG00000009335.3	ENSMUSG00000029238.11
OG0004556	ENSACAG00000014833.2	ENSMUSG00000022864.14
OG0004557	ENSACAG00000009137.3	ENSMUSG00000036403.15
OG0004558	ENSACAG00000008896.3	ENSMUSG00000029247.17
OG0004559	ENSACAG00000006256.2	ENSMUSG00000031601.16
OG0004560	ENSACAG00000013211.3	ENSMUSG00000031885.14
OG0004561	ENSACAG00000006536.3	ENSMUSG00000031595.9
OG0004562	ENSACAG00000000523.2	ENSMUSG00000022911.11
OG0004563	ENSACAG00000001791.3	ENSMUSG00000031626.18
OG0004564	ENSACAG00000002047.3	ENSMUSG00000031636.7
OG0004565	ENSACAG00000002700.2	ENSMUSG00000038225.15
OG0004566	ENSACAG00000002786.3	ENSMUSG00000031627.9
OG0004567	ENSACAG00000029246.1	ENSMUSG00000055447.19
OG0004568	ENSACAG00000005945.3	ENSMUSG00000048040.8, ENSMUSG00000048355.2, ENSMUSG00000054408.9
OG0004569	ENSACAG00000006325.3	ENSMUSG00000022636.13
OG0004570	ENSACAG00000005859.3	ENSMUSG00000031518.6
OG0004571	ENSACAG00000012029.2	ENSMUSG00000098274.7
OG0004572	ENSACAG00000003512.3	ENSMUSG00000036990.13
OG0004574	ENSACAG00000011903.3	ENSMUSG00000044763.8
OG0004575	ENSACAG00000011843.3	ENSMUSG00000052917.15
OG0004576	ENSACAG00000010834.3	ENSMUSG00000022742.6
OG0004577	ENSACAG00000028882.1	ENSMUSG00000031712.10
OG0004578	ENSACAG00000002288.3	ENSMUSG00000063253.11
OG0004579	ENSACAG00000010560.3	ENSMUSG00000026578.6
OG0004580	ENSACAG00000001704.3	ENSMUSG00000027737.10
OG0004581	ENSACAG00000016320.3	ENSMUSG00000062232.14
OG0004582	ENSACAG00000016612.2	ENSMUSG00000027955.16
OG0004583	ENSACAG00000015599.3	ENSMUSG00000033882.15
OG0004584	ENSACAG00000004728.3	ENSMUSG00000056602.12
OG0004585	ENSACAG00000021135.2, ENSACAG00000023058.2	ENSMUSG00000027995.10
OG0004586	ENSACAG00000005119.2	ENSMUSG00000041298.15, ENSMUSG00000106892.1
OG0004587	ENSACAG00000003612.3	ENSMUSG00000031618.13
OG0004588	ENSACAG00000004004.3	ENSMUSG00000031683.16
OG0004589	ENSACAG00000011438.3	ENSMUSG00000037818.16, ENSMUSG00000115963.1
OG0004590	ENSACAG00000011556.2	ENSMUSG00000025758.10, ENSMUSG00000116326.1
OG0004591	ENSACAG00000011943.3	ENSMUSG00000116357.1, ENSMUSG00000060798.7
OG0004592	ENSACAG00000002713.2	ENSMUSG00000021963.17, ENSMUSG00000061104.5
OG0004593	ENSACAG00000011989.3	ENSMUSG00000037270.18
OG0004594	ENSACAG00000003210.1	ENSMUSG00000071347.3
OG0004595	ENSACAG00000011056.3	ENSMUSG00000041624.10
OG0004596	ENSACAG00000010153.3	ENSMUSG00000028017.7
OG0004597	ENSACAG00000014101.3	ENSMUSG00000031931.4
OG0004598	ENSACAG00000014110.3	ENSMUSG00000031928.15
OG0004599	ENSACAG00000014462.3	ENSMUSG00000031935.9
OG0004600	ENSACAG00000006437.3	ENSMUSG00000055725.11
OG0004601	ENSACAG00000012214.3	ENSMUSG00000063015.12
OG0004602	ENSACAG00000012553.2	ENSMUSG00000029426.8
OG0004603	ENSACAG00000002037.3	ENSMUSG00000039361.11
OG0004604	ENSACAG00000002001.3	ENSMUSG00000030617.13
OG0004605	ENSACAG00000015537.3	ENSMUSG00000021765.9
OG0004606	ENSACAG00000008504.3	ENSMUSG00000021692.9
OG0004607	ENSACAG00000008899.3	ENSMUSG00000021694.18
OG0004608	ENSACAG00000016015.3, ENSACAG00000026999.2	ENSMUSG00000021709.14
OG0004609	ENSACAG00000016206.3	ENSMUSG00000034751.17
OG0004610	ENSACAG00000008458.3	ENSMUSG00000021668.15
OG0004611	ENSACAG00000008698.3	ENSMUSG00000021670.14
OG0004612	ENSACAG00000009011.3	ENSMUSG00000021666.16
OG0004613	ENSACAG00000009747.3	ENSMUSG00000021650.7
OG0004614	ENSACAG00000010254.3	ENSMUSG00000021635.14
OG0004615	ENSACAG00000010503.2	ENSMUSG00000034334.8
OG0004616	ENSACAG00000010965.3	ENSMUSG00000021621.15
OG0004617	ENSACAG00000000769.3	ENSMUSG00000021549.14
OG0004618	ENSACAG00000000627.3	ENSMUSG00000021548.10
OG0004619	ENSACAG00000013384.3	ENSMUSG00000074794.10
OG0004620	ENSACAG00000011858.3	ENSMUSG00000116564.1
OG0004621	ENSACAG00000011210.3	ENSMUSG00000023852.14
OG0004622	ENSACAG00000008386.3	ENSMUSG00000111497.1, ENSMUSG00000010205.11
OG0004623	ENSACAG00000008650.3	ENSMUSG00000019471.10
OG0004624	ENSACAG00000009171.3	ENSMUSG00000004994.12
OG0004625	ENSACAG00000006074.3	ENSMUSG00000024640.9
OG0004626	ENSACAG00000005205.3	ENSMUSG00000036192.15
OG0004627	ENSACAG00000000931.3	ENSMUSG00000024943.9
OG0004628	ENSACAG00000000946.3	ENSMUSG00000033207.7
OG0004629	ENSACAG00000003673.3	ENSMUSG00000024789.13
OG0004630	ENSACAG00000003966.3	ENSMUSG00000016495.12
OG0004631	ENSACAG00000004142.3	ENSMUSG00000024817.13
OG0004632	ENSACAG00000001929.2	ENSMUSG00000021023.14
OG0004633	ENSACAG00000017372.2	ENSMUSG00000045071.14
OG0004634	ENSACAG00000017374.3	ENSMUSG00000038544.14
OG0004635	ENSACAG00000017402.3	ENSMUSG00000028386.1
OG0004636	ENSACAG00000017412.3	ENSMUSG00000038729.24, ENSMUSG00000089945.13
OG0004637	ENSACAG00000017544.3	ENSMUSG00000073802.5
OG0004638	ENSACAG00000017549.3	ENSMUSG00000062937.7
OG0004639	ENSACAG00000017585.3	ENSMUSG00000038368.16
OG0004640	ENSACAG00000017643.3	ENSMUSG00000038024.17
OG0004641	ENSACAG00000017672.3	ENSMUSG00000028494.12
OG0004642	ENSACAG00000010843.3, ENSACAG00000014960.3	ENSMUSG00000028309.14
OG0004643	ENSACAG00000028819.1	ENSMUSG00000052221.8
OG0004644	ENSACAG00000015900.2	ENSMUSG00000063450.14
OG0004645	ENSACAG00000016008.2	ENSMUSG00000021054.6
OG0004646	ENSACAG00000011249.3	ENSMUSG00000001127.12
OG0004647	ENSACAG00000010785.2	ENSMUSG00000021285.15
OG0004648	ENSACAG00000010630.3	ENSMUSG00000021288.19
OG0004649	ENSACAG00000006080.3	ENSMUSG00000033409.14, ENSMUSG00000025480.5
OG0004650	ENSACAG00000006931.3	ENSMUSG00000001281.10
OG0004651	ENSACAG00000008667.3	ENSMUSG00000021198.16
OG0004652	ENSACAG00000009486.3	ENSMUSG00000021187.14
OG0004653	ENSACAG00000001199.3	ENSMUSG00000052414.9, ENSMUSG00000099083.7
OG0004654	ENSACAG00000013870.3	ENSMUSG00000015568.16
OG0004655	ENSACAG00000014078.3	ENSMUSG00000030465.19
OG0004656	ENSACAG00000013365.3	ENSMUSG00000021003.10
OG0004657	ENSACAG00000017371.3	ENSMUSG00000061533.16
OG0004658	ENSACAG00000016850.3	ENSMUSG00000034290.9
OG0004659	ENSACAG00000016842.2	ENSMUSG00000021245.15
OG0004660	ENSACAG00000016482.3	ENSMUSG00000021241.7
OG0004661	ENSACAG00000016343.2	ENSMUSG00000021239.12
OG0004662	ENSACAG00000016886.3	ENSMUSG00000006235.6
OG0004663	ENSACAG00000016157.3	ENSMUSG00000021234.9
OG0004664	ENSACAG00000016111.3	ENSMUSG00000042472.11
OG0004665	ENSACAG00000015837.2	ENSMUSG00000023236.7
OG0004666	ENSACAG00000015339.3	ENSMUSG00000027132.3
OG0004667	ENSACAG00000012789.3	ENSMUSG00000116035.2, ENSMUSG00000025429.9
OG0004668	ENSACAG00000016156.3	ENSMUSG00000021223.13
OG0004669	ENSACAG00000015947.3	ENSMUSG00000054484.14
OG0004670	ENSACAG00000015744.3	ENSMUSG00000027285.13
OG0004671	ENSACAG00000015685.3	ENSMUSG00000027287.14
OG0004672	ENSACAG00000015649.3	ENSMUSG00000027288.16
OG0004673	ENSACAG00000014670.3	ENSMUSG00000098789.7
OG0004674	ENSACAG00000013988.3	ENSMUSG00000034032.15
OG0004675	ENSACAG00000003735.2	ENSMUSG00000027305.9
OG0004676	ENSACAG00000003531.3	ENSMUSG00000034154.15
OG0004677	ENSACAG00000003943.3	ENSMUSG00000027244.14
OG0004678	ENSACAG00000003876.3	ENSMUSG00000027247.16
OG0004679	ENSACAG00000003243.2	ENSMUSG00000027255.14
OG0004680	ENSACAG00000012437.3	ENSMUSG00000031400.10, ENSMUSG00000089992.3
OG0004681	ENSACAG00000012677.3	ENSMUSG00000009995.17
OG0004682	ENSACAG00000002085.3	ENSMUSG00000063235.16, ENSMUSG00000110860.2
OG0004683	ENSACAG00000017133.3	ENSMUSG00000023025.16
OG0004684	ENSACAG00000002052.3	ENSMUSG00000111688.1, ENSMUSG00000005505.12
OG0004685	ENSACAG00000001958.2	ENSMUSG00000110961.1, ENSMUSG00000040794.5
OG0004686	ENSACAG00000016987.3	ENSMUSG00000023017.10
OG0004687	ENSACAG00000016773.3	ENSMUSG00000037204.7
OG0004688	ENSACAG00000015675.3	ENSMUSG00000027193.12
OG0004689	ENSACAG00000028725.1	ENSMUSG00000030471.17
OG0004690	ENSACAG00000007638.3	ENSMUSG00000025381.3
OG0004691	ENSACAG00000029540.1	ENSMUSG00000027171.10
OG0004692	ENSACAG00000009452.3	ENSMUSG00000066232.4
OG0004693	ENSACAG00000027252.2, ENSACAG00000012740.3	ENSMUSG00000048782.15
OG0004694	ENSACAG00000000042.2	ENSMUSG00000030663.12
OG0004695	ENSACAG00000000054.3	ENSMUSG00000009471.4
OG0004696	ENSACAG00000000057.3	ENSMUSG00000040046.14
OG0004697	ENSACAG00000000058.2	ENSMUSG00000006763.14
OG0004698	ENSACAG00000000059.3	ENSMUSG00000014418.16
OG0004699	ENSACAG00000000071.2	ENSMUSG00000022913.16
OG0004700	ENSACAG00000000073.2	ENSMUSG00000010755.17
OG0004701	ENSACAG00000000075.2, ENSACAG00000000076.2	ENSMUSG00000010760.5
OG0004702	ENSACAG00000027778.2, ENSACAG00000015535.3	ENSMUSG00000025583.15
OG0004703	ENSACAG00000009700.2	ENSMUSG00000037772.13
OG0004704	ENSACAG00000015957.2	ENSMUSG00000039963.20
OG0004705	ENSACAG00000016215.2	ENSMUSG00000025575.14
OG0004706	ENSACAG00000016716.2	ENSMUSG00000017718.15
