Orthogroup	A_carolinensis.pep	P_Mucros.pep
OG0007337	ENSACAG00000014453.3	XP_015667910.1
OG0007338	ENSACAG00000014809.3	XP_015680091.2
OG0007339	ENSACAG00000013899.3	XP_015678358.1
OG0007340	ENSACAG00000013683.3	XP_015677854.1
OG0007341	ENSACAG00000013795.3	XP_015667178.1
OG0007342	ENSACAG00000015144.3	XP_015676179.1, XP_015679201.1
OG0007343	ENSACAG00000002472.3	XP_015681833.1
OG0007344	ENSACAG00000025533.1	XP_015687573.1
OG0007345	ENSACAG00000017366.2	XP_015674215.1
OG0007346	ENSACAG00000012010.2	XP_015677386.1
OG0007347	ENSACAG00000012425.3	XP_015677376.1
OG0007348	ENSACAG00000005057.3	XP_015672969.1
OG0007349	ENSACAG00000008183.3	XP_015670791.1
OG0007350	ENSACAG00000022850.1	XP_015674492.1, XP_015675287.1
OG0007351	ENSACAG00000001235.3	XP_015687241.1, XP_015675297.1
OG0007352	ENSACAG00000012008.3	XP_015673899.1
OG0007353	ENSACAG00000010321.3	XP_015680718.1, XP_015680717.1
OG0007354	ENSACAG00000029625.1	XP_015670434.1
OG0007355	ENSACAG00000007948.1	XP_015683416.1, XP_015685903.1
OG0007356	ENSACAG00000009892.3	XP_015683038.1
OG0007357	ENSACAG00000007403.3	XP_015677852.1, XP_015677851.1
OG0007358	ENSACAG00000010369.2	XP_015681763.1, XP_015681762.1
OG0007359	ENSACAG00000003270.2	XP_015670064.1, XP_015670073.1
OG0007360	ENSACAG00000003225.3	XP_029140908.1
OG0007361	ENSACAG00000011571.3	XP_015673919.1, XP_015673918.1
OG0007362	ENSACAG00000004253.3	XP_015682450.1
OG0007363	ENSACAG00000004516.3	XP_015681654.1
OG0007364	ENSACAG00000004577.2	XP_015672339.1
OG0007365	ENSACAG00000029273.1	XP_015686067.1, XP_015676696.1
OG0007366	ENSACAG00000005282.2	XP_015685582.1, XP_015678637.1
OG0007367	ENSACAG00000005456.3	XP_015677629.1
OG0007368	ENSACAG00000005557.2	XP_015686700.1, XP_015677258.1
OG0007369	ENSACAG00000003422.3	XP_015685591.1, XP_015685443.1
OG0007370	ENSACAG00000003639.2	XP_015676852.1
OG0007371	ENSACAG00000002477.3	XP_015678298.1
OG0007372	ENSACAG00000002344.3	XP_015685341.1
OG0007373	ENSACAG00000001633.3	XP_015672403.1
OG0007374	ENSACAG00000001463.3	XP_015672401.1, XP_015672402.1
OG0007375	ENSACAG00000029274.1	XP_015672396.1
OG0007376	ENSACAG00000001194.2	XP_015672410.1, XP_029140154.1
OG0007377	ENSACAG00000001134.3	XP_029141779.1, XP_015680766.1
OG0007378	ENSACAG00000002876.3	XP_015680339.1
OG0007379	ENSACAG00000001377.3	XP_015680397.1
OG0007380	ENSACAG00000002405.3	XP_029140533.1
OG0007381	ENSACAG00000002686.3	XP_015674532.1
OG0007382	ENSACAG00000002704.3	XP_015674535.1
OG0007383	ENSACAG00000002791.2	XP_029142331.1
OG0007384	ENSACAG00000015602.3	XP_015668133.1
OG0007385	ENSACAG00000015631.3	XP_015668147.1, XP_015668148.1
OG0007386	ENSACAG00000029568.1	XP_015680794.1, XP_015680793.1
OG0007387	ENSACAG00000014775.3	XP_015680796.1
OG0007388	ENSACAG00000009528.3	XP_015673973.1
OG0007389	ENSACAG00000009435.2	XP_015673976.1
OG0007390	ENSACAG00000009357.3	XP_015673977.1
OG0007391	ENSACAG00000008869.3	XP_015682131.1, XP_029139979.1
OG0007392	ENSACAG00000008452.3	XP_015671489.1
OG0007393	ENSACAG00000001524.3	XP_029139978.1
OG0007394	ENSACAG00000000300.3	XP_015687073.1
OG0007395	ENSACAG00000000667.2	XP_015670257.1
OG0007396	ENSACAG00000001292.3	XP_015670268.1, XP_015670267.1
OG0007397	ENSACAG00000016406.3	XP_015672699.1
OG0007398	ENSACAG00000016371.3	XP_015672698.1
OG0007399	ENSACAG00000016362.3	XP_015672704.1
OG0007400	ENSACAG00000016353.3	XP_015672695.1
OG0007401	ENSACAG00000016289.3	XP_015672702.1, XP_015684375.1
OG0007402	ENSACAG00000006353.3	XP_015671448.1
OG0007403	ENSACAG00000006315.3	XP_015671444.1
OG0007404	ENSACAG00000006244.2	XP_029139970.1
OG0007405	ENSACAG00000005901.3	XP_029140340.1
OG0007406	ENSACAG00000017622.3	XP_015673506.1
OG0007407	ENSACAG00000014917.3	XP_015678020.1
OG0007408	ENSACAG00000029073.1	XP_015676862.1
OG0007409	ENSACAG00000001213.3	XP_015676863.1
OG0007410	ENSACAG00000001459.3	XP_015676860.1, XP_015676864.1
OG0007411	ENSACAG00000001566.2	XP_015676865.1
OG0007412	ENSACAG00000001802.3	XP_015683595.1
OG0007413	ENSACAG00000002042.3	XP_015687404.1
OG0007414	ENSACAG00000002130.3	XP_015687416.1
OG0007415	ENSACAG00000002181.2	XP_015687417.1, XP_015685744.1
OG0007416	ENSACAG00000002339.3	XP_015687409.1, XP_015687408.1
OG0007417	ENSACAG00000001157.3	XP_015671881.1
OG0007418	ENSACAG00000009264.3	XP_015682866.1, XP_015685841.1
OG0007419	ENSACAG00000006189.3	XP_015686644.1, XP_015675666.1
OG0007420	ENSACAG00000000830.3	XP_015673444.1
OG0007421	ENSACAG00000000538.3	XP_015673428.1, XP_015673427.1
OG0007422	ENSACAG00000006226.3	XP_029140874.1
OG0007423	ENSACAG00000006024.3	XP_015676438.1, XP_015676439.1
OG0007424	ENSACAG00000013641.3	XP_015667608.1, XP_015667617.1
OG0007425	ENSACAG00000014131.3	XP_015674461.1
OG0007426	ENSACAG00000014250.3	XP_015674459.1
OG0007427	ENSACAG00000003589.3	XP_015686857.1
OG0007428	ENSACAG00000003692.3	XP_015686788.1
OG0007429	ENSACAG00000012393.3	XP_015669174.1
OG0007430	ENSACAG00000012022.3	XP_015679230.1
OG0007431	ENSACAG00000028231.1	YP_008081105.1
OG0007581	ENSACAG00000010374.3	XP_015674958.1
OG0007582	ENSACAG00000010360.2	XP_029139594.1
OG0007583	ENSACAG00000010205.2	XP_015670708.1
OG0007584	ENSACAG00000010155.3	XP_015670704.1
OG0007585	ENSACAG00000005892.3	XP_015671834.1
OG0007586	ENSACAG00000010140.3	XP_015670703.1
OG0007587	ENSACAG00000006488.3	XP_015670456.1
OG0007588	ENSACAG00000010065.3	XP_015681263.1
OG0007589	ENSACAG00000003002.3	XP_029138934.1
OG0007590	ENSACAG00000017910.3	XP_015670468.1
OG0007591	ENSACAG00000000364.3	XP_029141928.1
OG0007592	ENSACAG00000007282.3	XP_015670467.1
OG0007593	ENSACAG00000016424.3	XP_015678801.1
OG0007594	ENSACAG00000017917.3	XP_015670455.1
OG0007595	ENSACAG00000011517.3	XP_029140762.1
OG0007597	ENSACAG00000010828.3	XP_015681529.1
OG0007598	ENSACAG00000009766.3	XP_015671310.1
OG0007599	ENSACAG00000012945.3	XP_029141407.1
OG0007600	ENSACAG00000025106.1, ENSACAG00000024176.1, ENSACAG00000011347.2, ENSACAG00000026111.1, ENSACAG00000017749.2, ENSACAG00000029050.1, ENSACAG00000026225.2, ENSACAG00000005122.2	XP_029142465.1
OG0007601	ENSACAG00000016979.3	XP_029142030.1
OG0007602	ENSACAG00000000409.3	XP_029142271.1, XP_015682670.1
OG0007603	ENSACAG00000002013.3	XP_015668366.1
OG0007604	ENSACAG00000009399.3	XP_015671305.1
OG0007605	ENSACAG00000011791.2	XP_015682333.1
OG0007606	ENSACAG00000014054.1	XP_029139955.1
OG0007607	ENSACAG00000013224.3	XP_015666314.1
OG0007608	ENSACAG00000011291.3	XP_029142260.1
OG0007609	ENSACAG00000006132.3	XP_015667336.1
OG0007610	ENSACAG00000011852.3	XP_015687204.1
OG0007611	ENSACAG00000004850.3	XP_029140554.1
OG0007612	ENSACAG00000002761.3	XP_015666325.1
OG0007613	ENSACAG00000013582.3	XP_015675773.1
OG0007614	ENSACAG00000008333.3	XP_015682178.1
OG0007615	ENSACAG00000013639.2	XP_015675774.1
OG0007616	ENSACAG00000004719.3	XP_015674970.1
OG0007617	ENSACAG00000002841.2	XP_015666324.1
OG0007618	ENSACAG00000014064.2	XP_015683310.1
OG0007619	ENSACAG00000008232.3	XP_029139561.1
OG0007620	ENSACAG00000000030.2	XP_015680190.1
OG0007621	ENSACAG00000006852.3	XP_015682895.1
OG0007622	ENSACAG00000003085.3	XP_015666322.1
OG0007623	ENSACAG00000002414.3	XP_015676242.1
OG0007624	ENSACAG00000011513.3	XP_015679778.1
OG0007625	ENSACAG00000001889.3	XP_015683128.2
OG0007626	ENSACAG00000005888.1	XP_015665479.1
OG0007627	ENSACAG00000006396.3	XP_015678438.1, XP_015678439.1
OG0007628	ENSACAG00000017862.3	XP_015681905.1
OG0007629	ENSACAG00000008801.3	XP_015666317.1
OG0007630	ENSACAG00000011520.3	XP_015673476.1, XP_015673475.1
OG0007631	ENSACAG00000000303.3	XP_029143079.1
OG0007632	ENSACAG00000011547.3	XP_029140337.1
OG0007633	ENSACAG00000007270.3	XP_015672276.1
OG0007634	ENSACAG00000001589.3	XP_015675055.1
OG0007635	ENSACAG00000008708.3	XP_015666315.1
OG0007636	ENSACAG00000007279.2	XP_015672275.1
OG0007637	ENSACAG00000007302.3	XP_029140128.1
OG0007638	ENSACAG00000008677.3	XP_015666312.2
OG0007639	ENSACAG00000011683.3	XP_015673479.1
OG0007640	ENSACAG00000028834.1	XP_015666311.1
OG0007641	ENSACAG00000007402.3	XP_029140127.1
OG0007642	ENSACAG00000008616.3	XP_015666310.1
OG0007643	ENSACAG00000001781.3	XP_015681056.1
OG0007644	ENSACAG00000008570.3	XP_029138949.1
OG0007645	ENSACAG00000001826.3	XP_015675058.1
OG0007646	ENSACAG00000008566.1	XP_015666339.1
OG0007647	ENSACAG00000005422.3	XP_029142738.1
OG0007648	ENSACAG00000001892.3	XP_015684660.2
OG0007649	ENSACAG00000014144.1	XP_015687966.1
OG0007650	ENSACAG00000001355.3	XP_015681054.1
OG0007651	ENSACAG00000014092.3	XP_015678957.1
OG0007652	ENSACAG00000008461.3	XP_015666338.1
OG0007653	ENSACAG00000015623.3	XP_015681039.1
OG0007654	ENSACAG00000007525.3	XP_029139783.1
OG0007655	ENSACAG00000013909.3	XP_029139386.1
OG0007656	ENSACAG00000001576.3	XP_015681771.1
OG0007657	ENSACAG00000005512.3	XP_029141557.1
OG0007658	ENSACAG00000005630.3	XP_029141556.1
OG0007659	ENSACAG00000014760.3	XP_015678960.1
OG0007660	ENSACAG00000013373.2	XP_015677588.1
OG0007662	ENSACAG00000006003.3	XP_015673956.1
OG0007663	ENSACAG00000014855.3	XP_015682693.1
OG0007664	ENSACAG00000004041.3	XP_015669180.1
OG0007665	ENSACAG00000014949.3	XP_015683378.1
OG0007666	ENSACAG00000014956.3	XP_015683469.1
OG0007667	ENSACAG00000007935.2	XP_015667006.1
OG0007668	ENSACAG00000014985.3	XP_015676748.1
OG0007669	ENSACAG00000007940.3	XP_015666990.1
OG0007670	ENSACAG00000004506.3	XP_015667120.1
OG0007671	ENSACAG00000015085.3	XP_029142385.1
OG0007672	ENSACAG00000007392.3	XP_015679830.1
OG0007673	ENSACAG00000013352.3	XP_015677093.1
OG0007674	ENSACAG00000011861.2	XP_015676903.1
OG0007675	ENSACAG00000004532.3	XP_015682245.1
OG0007676	ENSACAG00000004399.3	XP_029142061.1
OG0007677	ENSACAG00000013720.3	XP_015681311.1
OG0007678	ENSACAG00000007172.3	XP_015673403.1, XP_015673388.1
OG0007679	ENSACAG00000004585.3	XP_015667110.1
OG0007680	ENSACAG00000015168.2	XP_015686260.1
OG0007681	ENSACAG00000004586.3	XP_015667127.1
OG0007682	ENSACAG00000011241.3	XP_015678990.1
OG0007683	ENSACAG00000004595.2	XP_029139108.1
OG0007684	ENSACAG00000007163.3	XP_015680081.1
OG0007686	ENSACAG00000003970.3	XP_015676775.1
OG0007687	ENSACAG00000013989.3	XP_029139151.1
OG0007688	ENSACAG00000015741.3	XP_015681537.2
OG0007689	ENSACAG00000013176.3	XP_015676926.1
OG0007690	ENSACAG00000013971.3	XP_029139152.1
OG0007691	ENSACAG00000013808.3	XP_029139153.1
OG0007692	ENSACAG00000015861.3	XP_015665447.1
OG0007693	ENSACAG00000010427.2	XP_015671719.1
OG0007694	ENSACAG00000008755.3	XP_015677514.1
OG0007695	ENSACAG00000029645.1	XP_015677515.1
OG0007696	ENSACAG00000009388.2	XP_015668518.1, XP_015668519.1
OG0007697	ENSACAG00000001231.2	XP_015667177.1
OG0007698	ENSACAG00000007452.3	XP_015666476.1
OG0007699	ENSACAG00000006269.3	XP_029141150.1
OG0007700	ENSACAG00000001169.2	XP_015671267.2
OG0007701	ENSACAG00000012064.3	XP_015683709.1
OG0007702	ENSACAG00000015016.3	XP_029139066.1
OG0007703	ENSACAG00000007137.2	XP_015666111.1
OG0007704	ENSACAG00000016135.3	XP_015682095.1
OG0007705	ENSACAG00000009706.2	XP_015666956.1
OG0007706	ENSACAG00000007174.3	XP_015666083.1
OG0007707	ENSACAG00000009628.3	XP_029139314.1
OG0007708	ENSACAG00000002464.3	XP_029142405.1
OG0007709	ENSACAG00000004291.3	XP_015683446.1
OG0007710	ENSACAG00000010315.3	XP_015666107.1
OG0007711	ENSACAG00000003594.3	XP_015668193.1
OG0007712	ENSACAG00000004348.1	XP_029139877.1
OG0007713	ENSACAG00000010322.2	XP_029141870.1
OG0007714	ENSACAG00000010364.3	XP_015666104.1
OG0007715	ENSACAG00000010967.3	XP_015666100.1
OG0007716	ENSACAG00000010455.3	XP_015666079.1
OG0007717	ENSACAG00000004565.3	XP_015678324.1
OG0007718	ENSACAG00000004398.3	XP_015678843.1
OG0007719	ENSACAG00000002296.3	XP_015669776.2
OG0007720	ENSACAG00000015373.3	XP_015671269.1
OG0007721	ENSACAG00000001014.3	XP_029139408.1
OG0007722	ENSACAG00000009754.3	XP_015666611.1
OG0007723	ENSACAG00000001227.3, ENSACAG00000001233.3	XP_015668634.1, XP_015668633.1, XP_029139405.1, XP_015668632.1, XP_029139406.1, XP_029139407.1
OG0007724	ENSACAG00000012242.3	XP_015677637.1
OG0007725	ENSACAG00000025431.1	XP_015667173.1
OG0007726	ENSACAG00000001819.3	XP_015672476.1
OG0007727	ENSACAG00000000486.3	XP_015674021.1
OG0007728	ENSACAG00000015362.2, ENSACAG00000008552.2	XP_015676986.1
OG0007729	ENSACAG00000007457.3	XP_015668845.1
OG0007730	ENSACAG00000011220.3	XP_015675471.1
OG0007731	ENSACAG00000009844.3	XP_015667404.1
OG0007732	ENSACAG00000002688.3	XP_015667138.1
OG0007733	ENSACAG00000011398.3	XP_029139720.1
OG0007734	ENSACAG00000008008.3	XP_015680679.1
OG0007735	ENSACAG00000009899.3	XP_029139165.1
OG0007736	ENSACAG00000002261.3	XP_015674830.1, XP_015674831.1
OG0007737	ENSACAG00000002164.3	XP_015683932.1
OG0007738	ENSACAG00000002463.2	XP_029140588.1
OG0007739	ENSACAG00000010052.3	XP_029139166.1
OG0007740	ENSACAG00000003478.3	XP_029140489.1
OG0007741	ENSACAG00000002610.3	XP_015674826.1, XP_015687369.1
OG0007742	ENSACAG00000006654.2	XP_015666882.1
OG0007743	ENSACAG00000003415.2	XP_015667164.1
OG0007744	ENSACAG00000006707.3	XP_015666944.2
OG0007745	ENSACAG00000010272.3	XP_029139168.1
OG0007746	ENSACAG00000006759.3	XP_015666945.1
OG0007747	ENSACAG00000001361.2	XP_015667409.1
OG0007748	ENSACAG00000000244.3	XP_015669835.1, XP_029139652.1
OG0007749	ENSACAG00000026084.1	XP_029142933.1
OG0007750	ENSACAG00000003122.3	XP_015668940.1
OG0007751	ENSACAG00000004596.3	XP_015678554.1
OG0007752	ENSACAG00000011305.3	XP_015672791.1
OG0007753	ENSACAG00000005905.2	XP_029141081.1
OG0007755	ENSACAG00000009089.2	XP_015675022.1
OG0007756	ENSACAG00000009065.2	XP_015675021.1
OG0007757	ENSACAG00000005866.3	XP_015666644.1
OG0007758	ENSACAG00000008862.3	XP_015675020.1
OG0007760	ENSACAG00000004936.3	XP_015681336.1
OG0007761	ENSACAG00000004522.3	XP_015682277.1, XP_015685808.1
OG0007762	ENSACAG00000003579.2	XP_015669009.2
OG0007763	ENSACAG00000000509.2	XP_015682643.1
OG0007764	ENSACAG00000001472.3	XP_015682304.1
OG0007765	ENSACAG00000003515.3	XP_015669008.1
OG0007766	ENSACAG00000002721.3	XP_015666256.1
OG0007767	ENSACAG00000015923.3	XP_015666267.1
OG0007768	ENSACAG00000003352.3	XP_015674685.2
OG0007769	ENSACAG00000002731.3	XP_015666250.1
OG0007770	ENSACAG00000000888.3	XP_015676536.1
OG0007771	ENSACAG00000006382.3	XP_015670989.1
OG0007772	ENSACAG00000009563.3	XP_029140317.1
OG0007773	ENSACAG00000009477.3	XP_029140492.1
OG0007774	ENSACAG00000016959.3	XP_015683505.1, XP_015685756.1
OG0007776	ENSACAG00000008482.2	XP_015666475.1
OG0007777	ENSACAG00000005253.3	XP_015671539.1
OG0007778	ENSACAG00000012280.3	XP_015678186.1
OG0007779	ENSACAG00000012257.2	XP_015677332.1
OG0007780	ENSACAG00000003980.3	XP_015669379.1
OG0007781	ENSACAG00000014781.3	XP_015677336.1
OG0007782	ENSACAG00000005357.3	XP_015675149.1
OG0007783	ENSACAG00000001814.2	XP_015684187.1
OG0007784	ENSACAG00000005323.2	XP_015675148.1
OG0007785	ENSACAG00000014233.3	XP_015674239.1
OG0007786	ENSACAG00000009646.3	XP_015673332.1
OG0007787	ENSACAG00000005280.2	XP_015675137.1
OG0007788	ENSACAG00000016441.2	XP_029139217.1
OG0007789	ENSACAG00000002706.3	XP_015675817.1
OG0007790	ENSACAG00000004128.3	XP_029140535.1
OG0007791	ENSACAG00000009533.3	XP_015673333.1
OG0007792	ENSACAG00000009731.3	XP_015680446.1
OG0007793	ENSACAG00000013670.3	XP_015687160.1
OG0007794	ENSACAG00000004428.3	XP_015673955.1
OG0007795	ENSACAG00000008782.2	XP_015678858.1
OG0007796	ENSACAG00000002002.3	XP_015672922.1
OG0007797	ENSACAG00000011226.3	XP_015668535.1
OG0007798	ENSACAG00000010660.3	XP_029142049.1
OG0007799	ENSACAG00000004500.3	XP_015674950.1
OG0007800	ENSACAG00000000611.3	XP_015678950.1
OG0007801	ENSACAG00000004539.3	XP_015675064.1
OG0007802	ENSACAG00000000640.3	XP_015687361.1
OG0007803	ENSACAG00000010593.3	XP_015672159.1
OG0007804	ENSACAG00000011202.3, ENSACAG00000025131.2	XP_029139553.1
OG0007805	ENSACAG00000005589.3	XP_015679268.1
OG0007806	ENSACAG00000008713.3	XP_029141387.1
OG0007807	ENSACAG00000000760.3	XP_029143119.1
OG0007808	ENSACAG00000001980.3	XP_015669046.1
OG0007809	ENSACAG00000005103.2	XP_029140643.1
OG0007810	ENSACAG00000008725.3	XP_015673997.1
OG0007811	ENSACAG00000005607.3	XP_015675816.2
OG0007812	ENSACAG00000013520.3	XP_029140757.1
OG0007813	ENSACAG00000004755.3	XP_015679475.2, XP_029140632.1
OG0007814	ENSACAG00000015021.3	XP_029138774.1
OG0007815	ENSACAG00000004774.3	XP_015675091.1
OG0007816	ENSACAG00000006465.3	XP_015687208.1
OG0007817	ENSACAG00000013425.3	XP_015675766.1
OG0007818	ENSACAG00000010193.2	XP_015672147.1
OG0007819	ENSACAG00000004859.3	XP_015675090.1
OG0007820	ENSACAG00000008343.3	XP_015687929.1
OG0007821	ENSACAG00000004885.3	XP_015675089.1
OG0007822	ENSACAG00000008437.3	XP_029143147.1
OG0007823	ENSACAG00000008508.3	XP_015687147.1
OG0007824	ENSACAG00000013231.3	XP_015675840.1
OG0007825	ENSACAG00000010134.3	XP_015672148.1
OG0007826	ENSACAG00000008540.3	XP_015687703.1
OG0007827	ENSACAG00000005194.3	XP_015675088.1
OG0007828	ENSACAG00000015245.3	XP_029139434.1
OG0007829	ENSACAG00000008587.2	XP_015687037.1
OG0007830	ENSACAG00000008247.3	XP_015674969.1
OG0007831	ENSACAG00000015269.3	XP_015668753.1, XP_029139433.1
OG0007832	ENSACAG00000008251.3	XP_015667326.1
OG0007833	ENSACAG00000004060.2	XP_015671496.1
OG0007834	ENSACAG00000012021.3	XP_015666480.1
OG0007835	ENSACAG00000013064.3	XP_015675819.1
OG0007836	ENSACAG00000009782.2	XP_015672161.1
OG0007837	ENSACAG00000013001.3	XP_015675800.1
OG0007838	ENSACAG00000001897.2	XP_029141605.1
OG0007839	ENSACAG00000022401.2	XP_015667443.1
OG0007840	ENSACAG00000013809.2	XP_015671502.1
OG0007841	ENSACAG00000009809.3	XP_015667341.1
OG0007842	ENSACAG00000013783.2	XP_015671503.1
OG0007843	ENSACAG00000009786.3	XP_015667342.2
OG0007844	ENSACAG00000010900.3	XP_015684639.1, XP_015681883.1
OG0007845	ENSACAG00000001623.3	XP_015679758.1
OG0007846	ENSACAG00000013976.2	XP_015683308.1
OG0007847	ENSACAG00000003809.3	XP_015673165.1
OG0007848	ENSACAG00000004729.2	XP_015678343.1
OG0007849	ENSACAG00000007888.3	XP_015666594.1
OG0007850	ENSACAG00000002871.3	XP_029142716.1, XP_015683138.1
OG0007851	ENSACAG00000001591.3	XP_015679769.1
OG0007852	ENSACAG00000008466.2	XP_015673337.1
OG0007853	ENSACAG00000012845.3	XP_029143075.1
OG0007854	ENSACAG00000000270.1	XP_015681325.1
OG0007855	ENSACAG00000012598.2	XP_015685769.1
OG0007856	ENSACAG00000017023.3	XP_015666924.1
OG0007857	ENSACAG00000001255.2	XP_015670415.1
OG0007858	ENSACAG00000028502.1	XP_015684487.1
OG0007859	ENSACAG00000001174.3	XP_015678673.1
OG0007860	ENSACAG00000000858.3	XP_015678674.1
OG0007861	ENSACAG00000014124.2	XP_015682568.1, XP_015682567.1
OG0007862	ENSACAG00000025674.1	XP_015683254.1, XP_015684901.1
OG0007863	ENSACAG00000017169.3	XP_015666913.1
OG0007864	ENSACAG00000013004.3	XP_015673888.1
OG0007865	ENSACAG00000002828.3	XP_015683275.1
OG0007866	ENSACAG00000005558.2	XP_015667465.1
OG0007867	ENSACAG00000002821.2	XP_015668627.1
OG0007868	ENSACAG00000009138.3	XP_029138787.1
OG0007869	ENSACAG00000009033.3	XP_029138791.1
OG0007871	ENSACAG00000013690.3	XP_015677737.1
OG0007872	ENSACAG00000009414.3	XP_015667813.1
OG0007873	ENSACAG00000000720.3	XP_015668733.1
OG0007874	ENSACAG00000011574.3	XP_029139209.1
OG0007875	ENSACAG00000026596.1	XP_029141701.1
OG0007876	ENSACAG00000001108.3	XP_029142015.1
OG0007877	ENSACAG00000000737.2	XP_015677594.1
OG0007878	ENSACAG00000009842.3	XP_015672420.1
OG0007879	ENSACAG00000001296.3	XP_015681816.1
OG0007880	ENSACAG00000011543.3	XP_015667597.2
OG0007881	ENSACAG00000021140.3	XP_015672379.1
OG0007882	ENSACAG00000010872.3	XP_015677593.1
OG0007883	ENSACAG00000017153.3	XP_015680885.1
OG0007884	ENSACAG00000011532.2	XP_015667596.1
OG0007885	ENSACAG00000011748.3	XP_015674759.1
OG0007886	ENSACAG00000011116.3	XP_015675475.1
OG0007887	ENSACAG00000011507.3	XP_029141907.1
OG0007888	ENSACAG00000001412.3	XP_015681815.1
OG0007889	ENSACAG00000009822.3	XP_015672435.1, XP_015672434.1
OG0007890	ENSACAG00000009770.3	XP_015672429.1
OG0007891	ENSACAG00000011166.2	XP_029140344.1
OG0007892	ENSACAG00000016772.3	XP_015668446.1
OG0007893	ENSACAG00000014649.3	XP_015687917.1
OG0007894	ENSACAG00000026901.2	XP_015672430.1
OG0007895	ENSACAG00000016707.3	XP_029139369.1
OG0007896	ENSACAG00000014529.3	XP_015687916.1
OG0007897	ENSACAG00000016696.2	XP_015671211.1
OG0007898	ENSACAG00000001175.3	XP_015682952.1
OG0007899	ENSACAG00000026046.1	XP_015675763.1, XP_015675762.1
OG0007900	ENSACAG00000017118.3	XP_029142254.1
OG0007901	ENSACAG00000028680.1	XP_029139851.1
OG0007902	ENSACAG00000011915.2	XP_015670784.1
OG0007903	ENSACAG00000016615.3	XP_029140877.1
OG0007904	ENSACAG00000024785.1	XP_015668251.1
OG0007905	ENSACAG00000003347.2	XP_015684198.1
OG0007907	ENSACAG00000014132.3	XP_015671536.1
OG0007908	ENSACAG00000005538.2	XP_015672325.1
OG0007909	ENSACAG00000004012.2	XP_015681609.1
OG0007910	ENSACAG00000016598.3	XP_015676564.1
OG0007911	ENSACAG00000012120.3	XP_015679793.1
OG0007912	ENSACAG00000004030.3	XP_015681214.1
OG0007913	ENSACAG00000001012.3	XP_015680669.1
OG0007914	ENSACAG00000026782.2	XP_015682626.1
OG0007915	ENSACAG00000016580.3	XP_015676586.1
OG0007916	ENSACAG00000003363.2	XP_015671537.1
OG0007917	ENSACAG00000014484.2, ENSACAG00000022173.1, ENSACAG00000022883.1, ENSACAG00000023313.1	XP_015677666.1
OG0007918	ENSACAG00000011453.3	XP_029141501.1
OG0007919	ENSACAG00000001207.3	XP_015680667.1
OG0007920	ENSACAG00000017048.1	XP_015674657.1
OG0007921	ENSACAG00000005409.3	XP_015672331.1
OG0007922	ENSACAG00000008483.3	XP_015680979.1
OG0007923	ENSACAG00000017042.2	XP_015674664.1
OG0007924	ENSACAG00000011439.3	XP_015679419.1
OG0007925	ENSACAG00000002920.2	XP_015684205.1, XP_029142582.1
OG0007926	ENSACAG00000012798.3	XP_015683845.1
OG0007927	ENSACAG00000017478.3	XP_029142133.1, XP_015665760.1
OG0007928	ENSACAG00000011832.2	XP_015684284.1
OG0007929	ENSACAG00000023287.2	XP_015680068.1
OG0007930	ENSACAG00000008683.3	XP_029142944.1, XP_029141819.1
OG0007931	ENSACAG00000002820.3	XP_015684204.1
OG0007932	ENSACAG00000011650.3	XP_029142656.1
OG0007933	ENSACAG00000012547.3	XP_015683777.1
OG0007934	ENSACAG00000002697.3	XP_015681868.1, XP_015681869.1
OG0007935	ENSACAG00000011239.3	XP_015680072.1
OG0007936	ENSACAG00000012468.3	XP_015683755.1
OG0007937	ENSACAG00000011404.3	XP_015685072.1
OG0007938	ENSACAG00000012122.2	XP_015673543.1
OG0007939	ENSACAG00000011696.3	XP_029142171.1
OG0007939	ENSACAG00000023970.2	XP_029141911.1
OG0007940	ENSACAG00000016947.3	XP_015674663.2
OG0007941	ENSACAG00000008586.3	XP_015681799.1
OG0007942	ENSACAG00000012420.2	XP_015683696.1
OG0007943	ENSACAG00000011058.3	XP_015676681.1
OG0007944	ENSACAG00000007608.2	XP_015671364.1
OG0007945	ENSACAG00000017335.3	XP_015665824.1
OG0007946	ENSACAG00000029134.1	XP_029140262.1
OG0007947	ENSACAG00000016843.2	XP_015667361.1
OG0007948	ENSACAG00000013810.3	XP_015676682.1
OG0007949	ENSACAG00000012194.2	XP_015672901.1
OG0007950	ENSACAG00000010992.3	XP_015683428.2, XP_015681457.1, XP_029142725.1
OG0007951	ENSACAG00000013605.3	XP_015681777.1
OG0007952	ENSACAG00000006515.2	XP_015685356.1
OG0007953	ENSACAG00000001338.3	XP_015666251.1
OG0007954	ENSACAG00000013510.3	XP_015678822.1
OG0007955	ENSACAG00000014365.3	XP_015677097.1
OG0007956	ENSACAG00000010817.3	XP_029141835.1
OG0007957	ENSACAG00000026869.1	XP_015681731.2, XP_029141614.1
OG0007958	ENSACAG00000017205.2, ENSACAG00000017215.2	XP_015665750.1
OG0007959	ENSACAG00000010128.3	XP_015687840.1
OG0007960	ENSACAG00000010595.2	XP_015666045.1, XP_015681207.1
OG0007961	ENSACAG00000009735.3	XP_015684360.1
OG0007962	ENSACAG00000009150.2	XP_015676153.1
OG0007963	ENSACAG00000017144.3	XP_015665748.1
OG0007964	ENSACAG00000017116.3	XP_029138852.1
