Orthogroup	A_carolinensis.pep	G_gallus.pep
OG0004593	ENSACAG00000011989.3	ENSGALG00000044716.2
OG0004594	ENSACAG00000003210.1	ENSGALG00000017117.6
OG0004595	ENSACAG00000011056.3	ENSGALG00000017173.6
OG0004596	ENSACAG00000010153.3	ENSGALG00000012155.6
OG0004597	ENSACAG00000014101.3	ENSGALG00000017210.6
OG0004598	ENSACAG00000014110.3	ENSGALG00000017211.6
OG0004599	ENSACAG00000014462.3	ENSGALG00000017218.4
OG0004600	ENSACAG00000006437.3	ENSGALG00000010886.6
OG0004601	ENSACAG00000012214.3	ENSGALG00000011457.6
OG0004602	ENSACAG00000012553.2	ENSGALG00000011499.6
OG0004603	ENSACAG00000002037.3	ENSGALG00000039037.2
OG0004604	ENSACAG00000002001.3	ENSGALG00000013247.7
OG0004605	ENSACAG00000015537.3	ENSGALG00000014908.5
OG0004606	ENSACAG00000008504.3	ENSGALG00000020569.6
OG0004607	ENSACAG00000008899.3	ENSGALG00000014732.6
OG0004608	ENSACAG00000016015.3, ENSACAG00000026999.2	ENSGALG00000014773.6
OG0004609	ENSACAG00000016206.3	ENSGALG00000014784.6
OG0004610	ENSACAG00000008458.3	ENSGALG00000014956.6
OG0004611	ENSACAG00000008698.3	ENSGALG00000014948.7
OG0004612	ENSACAG00000009011.3	ENSGALG00000014939.5
OG0004613	ENSACAG00000009747.3	ENSGALG00000038260.2
OG0004614	ENSACAG00000010254.3	ENSGALG00000015571.7
OG0004615	ENSACAG00000010503.2	ENSGALG00000050110.1, ENSGALG00000045074.2, ENSGALG00000015577.7
OG0004616	ENSACAG00000010965.3	ENSGALG00000015603.6
OG0004617	ENSACAG00000000769.3	ENSGALG00000017706.5
OG0004618	ENSACAG00000000627.3	ENSGALG00000015641.7
OG0004619	ENSACAG00000013384.3	ENSGALG00000025915.3
OG0004620	ENSACAG00000011858.3	ENSGALG00000015288.7
OG0004621	ENSACAG00000011210.3	ENSGALG00000014642.6, ENSGALG00000031327.2
OG0004623	ENSACAG00000008650.3	ENSGALG00000048930.1
OG0004624	ENSACAG00000009171.3	ENSGALG00000051187.1
OG0004625	ENSACAG00000006074.3	ENSGALG00000015180.6
OG0004626	ENSACAG00000005205.3	ENSGALG00000015150.7
OG0004627	ENSACAG00000000931.3	ENSGALG00000015118.7
OG0004628	ENSACAG00000000946.3	ENSGALG00000015115.6
OG0004629	ENSACAG00000003673.3	ENSGALG00000015027.6
OG0004631	ENSACAG00000004142.3	ENSGALG00000015052.6
OG0004632	ENSACAG00000001929.2	ENSGALG00000034264.2
OG0004633	ENSACAG00000017372.2	ENSGALG00000023083.4
OG0004634	ENSACAG00000017374.3	ENSGALG00000020528.5
OG0004635	ENSACAG00000017402.3	ENSGALG00000027345.3
OG0004636	ENSACAG00000017412.3	ENSGALG00000015656.6
OG0004637	ENSACAG00000017544.3	ENSGALG00000026137.4
OG0004638	ENSACAG00000017549.3	ENSGALG00000008174.6
OG0004639	ENSACAG00000017585.3	ENSGALG00000015071.6
OG0004640	ENSACAG00000017643.3	ENSGALG00000015083.8
OG0004641	ENSACAG00000017672.3	ENSGALG00000015090.6
OG0004642	ENSACAG00000010843.3, ENSACAG00000014960.3	ENSGALG00000015548.7
OG0004643	ENSACAG00000028819.1	ENSGALG00000040026.3
OG0004644	ENSACAG00000015900.2	ENSGALG00000011811.6
OG0004645	ENSACAG00000016008.2	ENSGALG00000041183.2
OG0004647	ENSACAG00000010785.2	ENSGALG00000011548.6
OG0004648	ENSACAG00000010630.3	ENSGALG00000011528.7
OG0004650	ENSACAG00000006931.3	ENSGALG00000050875.1
OG0004651	ENSACAG00000008667.3	ENSGALG00000010874.6
OG0004652	ENSACAG00000009486.3	ENSGALG00000010738.7
OG0004653	ENSACAG00000001199.3	ENSGALG00000039134.2
OG0004654	ENSACAG00000013870.3	ENSGALG00000015425.7
OG0004655	ENSACAG00000014078.3	ENSGALG00000015428.6
OG0004656	ENSACAG00000013365.3	ENSGALG00000010593.6
OG0004657	ENSACAG00000017371.3	ENSGALG00000010562.5
OG0004658	ENSACAG00000016850.3	ENSGALG00000010314.6
OG0004659	ENSACAG00000016842.2	ENSGALG00000010304.6
OG0004660	ENSACAG00000016482.3	ENSGALG00000020417.7
OG0004661	ENSACAG00000016343.2	ENSGALG00000033517.2
OG0004663	ENSACAG00000016157.3	ENSGALG00000010196.6
OG0004664	ENSACAG00000016111.3	ENSGALG00000010193.7
OG0004665	ENSACAG00000015837.2	ENSGALG00000009725.7
OG0004666	ENSACAG00000015339.3	ENSGALG00000009633.6
OG0004667	ENSACAG00000012789.3	ENSGALG00000040136.3
OG0004668	ENSACAG00000016156.3	ENSGALG00000009315.6
OG0004669	ENSACAG00000015947.3	ENSGALG00000009260.7
OG0004670	ENSACAG00000015744.3	ENSGALG00000009111.5
OG0004671	ENSACAG00000015685.3	ENSGALG00000009097.5
OG0004672	ENSACAG00000015649.3	ENSGALG00000009081.7
OG0004673	ENSACAG00000014670.3	ENSGALG00000026846.4
OG0004674	ENSACAG00000013988.3	ENSGALG00000008624.6
OG0004675	ENSACAG00000003735.2	ENSGALG00000008587.7
OG0004676	ENSACAG00000003531.3	ENSGALG00000008553.6
OG0004677	ENSACAG00000003943.3	ENSGALG00000008347.6
OG0004678	ENSACAG00000003876.3	ENSGALG00000042357.2
OG0004679	ENSACAG00000003243.2	ENSGALG00000008247.5
OG0004681	ENSACAG00000012677.3	ENSGALG00000033185.2
OG0004682	ENSACAG00000002085.3	ENSGALG00000008091.8
OG0004683	ENSACAG00000017133.3	ENSGALG00000042122.2
OG0004684	ENSACAG00000002052.3	ENSGALG00000008089.7
OG0004685	ENSACAG00000001958.2	ENSGALG00000008080.6
OG0004686	ENSACAG00000016987.3	ENSGALG00000034025.2
OG0004687	ENSACAG00000016773.3	ENSGALG00000042016.3
OG0004688	ENSACAG00000015675.3	ENSGALG00000037968.2
OG0004689	ENSACAG00000028725.1	ENSGALG00000004085.6
OG0004690	ENSACAG00000007638.3	ENSGALG00000035206.2
OG0004691	ENSACAG00000029540.1	ENSGALG00000012032.6
OG0004692	ENSACAG00000009452.3	ENSGALG00000005807.6
OG0004693	ENSACAG00000027252.2, ENSACAG00000012740.3	ENSGALG00000032558.3
OG0004694	ENSACAG00000000042.2	ENSGALG00000006077.7
OG0004695	ENSACAG00000000054.3	ENSGALG00000006216.6
OG0004696	ENSACAG00000000057.3	ENSGALG00000006236.7
OG0004697	ENSACAG00000000058.2	ENSGALG00000026111.3
OG0004698	ENSACAG00000000059.3	ENSGALG00000032502.2
OG0004699	ENSACAG00000000071.2	ENSGALG00000016062.5
OG0004700	ENSACAG00000000073.2	ENSGALG00000006427.7
OG0004701	ENSACAG00000000075.2, ENSACAG00000000076.2	ENSGALG00000032687.2
OG0004702	ENSACAG00000027778.2, ENSACAG00000015535.3	ENSGALG00000034210.2
OG0004703	ENSACAG00000009700.2	ENSGALG00000006561.5
OG0004704	ENSACAG00000015957.2	ENSGALG00000007042.5
OG0004705	ENSACAG00000016215.2	ENSGALG00000011822.5
OG0004706	ENSACAG00000016716.2	ENSGALG00000000109.5
OG0004707	ENSACAG00000015509.2	ENSGALG00000006841.6
OG0004708	ENSACAG00000017472.2	ENSGALG00000045199.2, ENSGALG00000004239.5
OG0004709	ENSACAG00000017510.3	ENSGALG00000032496.2
OG0004710	ENSACAG00000009679.3	ENSGALG00000012082.7
OG0004712	ENSACAG00000010640.3	ENSGALG00000011708.7
OG0004713	ENSACAG00000006032.3	ENSGALG00000011577.6
OG0004714	ENSACAG00000001716.3	ENSGALG00000011434.6
OG0004715	ENSACAG00000008383.3	ENSGALG00000001943.6
OG0004716	ENSACAG00000028442.1	ENSGALG00000030153.2
OG0004717	ENSACAG00000008270.3	ENSGALG00000023541.4
OG0004718	ENSACAG00000010133.2	ENSGALG00000039190.2
OG0004719	ENSACAG00000006607.2	ENSGALG00000042641.2
OG0004720	ENSACAG00000006811.3	ENSGALG00000007287.7
OG0004721	ENSACAG00000007694.3	ENSGALG00000002159.4
OG0004722	ENSACAG00000007621.3	ENSGALG00000002179.6
OG0004723	ENSACAG00000006875.3	ENSGALG00000002424.7
OG0004724	ENSACAG00000006582.3	ENSGALG00000008023.5
OG0004725	ENSACAG00000008066.3	ENSGALG00000036642.3
OG0004726	ENSACAG00000006230.3	ENSGALG00000007974.7
OG0004727	ENSACAG00000006197.3	ENSGALG00000007961.7
OG0004728	ENSACAG00000005863.3	ENSGALG00000007791.7
OG0004729	ENSACAG00000005254.3	ENSGALG00000007673.7
OG0004731	ENSACAG00000001396.3	ENSGALG00000007522.6
OG0004732	ENSACAG00000001562.3	ENSGALG00000007389.5
OG0004733	ENSACAG00000002427.3	ENSGALG00000002985.7
OG0004734	ENSACAG00000002600.2	ENSGALG00000035675.2
OG0004735	ENSACAG00000009945.2	ENSGALG00000034115.2
OG0004736	ENSACAG00000010215.2	ENSGALG00000002877.4
OG0004737	ENSACAG00000010492.2	ENSGALG00000007251.6
OG0004738	ENSACAG00000010526.2	ENSGALG00000007237.7
OG0004739	ENSACAG00000015950.1	ENSGALG00000002105.4
OG0004740	ENSACAG00000015836.3	ENSGALG00000001409.7
OG0004741	ENSACAG00000010914.3	ENSGALG00000002789.6
OG0004742	ENSACAG00000010788.3	ENSGALG00000041563.2
OG0004744	ENSACAG00000009730.3	ENSGALG00000010048.6
OG0004745	ENSACAG00000013092.3	ENSGALG00000040882.3
OG0004746	ENSACAG00000015937.3	ENSGALG00000003821.6
OG0004747	ENSACAG00000022605.2	ENSGALG00000030147.2
OG0004748	ENSACAG00000012175.3	ENSGALG00000017462.6
OG0004749	ENSACAG00000011619.3	ENSGALG00000029896.2
OG0004750	ENSACAG00000006747.3	ENSGALG00000007759.7
OG0004751	ENSACAG00000005909.3	ENSGALG00000007651.7
OG0004752	ENSACAG00000010093.2	ENSGALG00000004116.6
OG0004753	ENSACAG00000015018.3	ENSGALG00000038848.3
OG0004754	ENSACAG00000005706.3	ENSGALG00000008931.7
OG0004755	ENSACAG00000005251.3	ENSGALG00000016680.6
OG0004756	ENSACAG00000010216.3	ENSGALG00000004357.6
OG0004757	ENSACAG00000004914.3	ENSGALG00000006198.7
OG0004758	ENSACAG00000004843.2	ENSGALG00000039216.3
OG0004759	ENSACAG00000014811.3	ENSGALG00000053130.1
OG0004760	ENSACAG00000015004.3	ENSGALG00000004588.6
OG0004761	ENSACAG00000001654.3	ENSGALG00000008828.7
OG0004762	ENSACAG00000001337.2	ENSGALG00000008765.7
OG0004763	ENSACAG00000001218.3	ENSGALG00000009093.6
OG0004764	ENSACAG00000000856.3	ENSGALG00000008745.6
OG0004765	ENSACAG00000016000.3	ENSGALG00000005856.6
OG0004766	ENSACAG00000000582.3	ENSGALG00000026999.3
OG0004767	ENSACAG00000000664.2	ENSGALG00000009195.8
OG0004768	ENSACAG00000015818.3	ENSGALG00000002262.7
OG0004769	ENSACAG00000028138.2	ENSGALG00000041706.2
OG0004770	ENSACAG00000004252.2	ENSGALG00000012200.5
OG0004771	ENSACAG00000004264.2	ENSGALG00000010017.6
OG0004772	ENSACAG00000001543.3	ENSGALG00000009494.4
OG0004773	ENSACAG00000001564.3	ENSGALG00000009492.6
OG0004774	ENSACAG00000003314.3	ENSGALG00000008815.6
OG0004775	ENSACAG00000014564.2	ENSGALG00000016853.6
OG0004776	ENSACAG00000014510.3	ENSGALG00000016852.5, ENSGALG00000052140.1, ENSGALG00000049342.1
OG0004777	ENSACAG00000006692.3	ENSGALG00000033666.2
OG0004778	ENSACAG00000007315.3	ENSGALG00000054583.1
OG0004779	ENSACAG00000007523.2	ENSGALG00000002500.7
OG0004780	ENSACAG00000013087.3	ENSGALG00000016708.7
OG0004781	ENSACAG00000008293.3	ENSGALG00000028204.3
OG0004782	ENSACAG00000008316.2	ENSGALG00000002908.7
OG0004783	ENSACAG00000012754.3	ENSGALG00000016697.5
OG0004784	ENSACAG00000007692.3	ENSGALG00000033301.2
OG0004785	ENSACAG00000029326.1	ENSGALG00000016449.6
OG0004786	ENSACAG00000011490.3	ENSGALG00000043359.2
OG0004787	ENSACAG00000001356.2	ENSGALG00000016427.6
OG0004788	ENSACAG00000011945.3	ENSGALG00000042984.3
OG0004789	ENSACAG00000001993.3	ENSGALG00000016421.7
OG0004790	ENSACAG00000007132.3	ENSGALG00000037455.2
OG0004791	ENSACAG00000007357.3	ENSGALG00000001613.7
OG0004792	ENSACAG00000007481.3	ENSGALG00000041428.3
OG0004793	ENSACAG00000009071.3	ENSGALG00000016329.7
OG0004794	ENSACAG00000009087.3	ENSGALG00000004687.6
OG0004795	ENSACAG00000005195.3	ENSGALG00000039606.3
OG0004796	ENSACAG00000005286.2	ENSGALG00000016359.7
OG0004797	ENSACAG00000005356.3	ENSGALG00000016362.7
OG0004798	ENSACAG00000005431.3	ENSGALG00000016367.5
OG0004799	ENSACAG00000005443.3	ENSGALG00000016370.7
OG0004800	ENSACAG00000005667.3	ENSGALG00000016384.6
OG0004801	ENSACAG00000013345.3	ENSGALG00000004981.4
OG0004802	ENSACAG00000005867.3	ENSGALG00000016387.6
OG0004803	ENSACAG00000005935.2	ENSGALG00000025796.3
OG0004804	ENSACAG00000006656.2	ENSGALG00000016279.5
OG0004805	ENSACAG00000006682.2	ENSGALG00000016278.7
OG0004806	ENSACAG00000029582.1	ENSGALG00000038752.2
OG0004807	ENSACAG00000008255.2	ENSGALG00000043584.3
OG0004808	ENSACAG00000011744.3	ENSGALG00000005385.7
OG0004809	ENSACAG00000010351.3	ENSGALG00000015471.6
OG0004810	ENSACAG00000010498.2	ENSGALG00000015486.6
OG0004811	ENSACAG00000002121.3	ENSGALG00000019921.6
OG0004812	ENSACAG00000014449.2	ENSGALG00000015762.6
OG0004813	ENSACAG00000014716.3	ENSGALG00000015787.6
OG0004814	ENSACAG00000001733.3	ENSGALG00000005713.6
OG0004815	ENSACAG00000000977.3	ENSGALG00000026089.2
OG0004816	ENSACAG00000015278.3	ENSGALG00000015831.6
OG0004817	ENSACAG00000001702.3	ENSGALG00000014843.6
OG0004818	ENSACAG00000005993.3	ENSGALG00000005902.7
OG0004819	ENSACAG00000012457.3	ENSGALG00000014964.6
OG0004820	ENSACAG00000027915.2, ENSACAG00000011870.3	ENSGALG00000015001.6
OG0004821	ENSACAG00000005581.2	ENSGALG00000015345.6
OG0004821	ENSACAG00000023736.1	ENSGALG00000047141.1
OG0004822	ENSACAG00000013923.2	ENSGALG00000034289.2
OG0004823	ENSACAG00000013872.3	ENSGALG00000044610.2
OG0004824	ENSACAG00000005784.3	ENSGALG00000043047.3
OG0004825	ENSACAG00000006011.3	ENSGALG00000015303.6
OG0004826	ENSACAG00000006233.3	ENSGALG00000015237.6
OG0004827	ENSACAG00000011946.3, ENSACAG00000023480.2	ENSGALG00000008546.6
OG0004828	ENSACAG00000011435.2	ENSGALG00000049668.1
OG0004829	ENSACAG00000011456.3	ENSGALG00000015033.6
OG0004830	ENSACAG00000011569.2	ENSGALG00000015026.6
OG0004831	ENSACAG00000015044.3	ENSGALG00000039920.2
OG0004832	ENSACAG00000014911.2	ENSGALG00000007819.6
OG0004833	ENSACAG00000014240.3	ENSGALG00000025811.3
OG0004834	ENSACAG00000003932.3	ENSGALG00000015836.6
OG0004835	ENSACAG00000003963.3	ENSGALG00000052460.1
OG0004836	ENSACAG00000017287.2	ENSGALG00000015851.5
OG0004837	ENSACAG00000017288.3	ENSGALG00000015854.6
OG0004838	ENSACAG00000002482.3	ENSGALG00000007483.6
OG0004839	ENSACAG00000017326.3	ENSGALG00000015864.6
OG0004840	ENSACAG00000011335.3	ENSGALG00000007168.6
OG0004841	ENSACAG00000011383.3	ENSGALG00000007152.6
OG0004842	ENSACAG00000011413.3	ENSGALG00000007139.6
OG0004843	ENSACAG00000011676.3	ENSGALG00000029576.2
OG0004844	ENSACAG00000011721.2	ENSGALG00000007052.6
OG0004845	ENSACAG00000004563.3	ENSGALG00000015878.6
OG0004846	ENSACAG00000012645.3	ENSGALG00000029980.3
OG0004847	ENSACAG00000013261.3	ENSGALG00000006824.7
OG0004848	ENSACAG00000008062.3	ENSGALG00000013773.6
OG0004849	ENSACAG00000001820.3	ENSGALG00000029794.2
OG0004850	ENSACAG00000013350.3	ENSGALG00000006802.6
OG0004854	ENSACAG00000011649.3	ENSGALG00000029035.4
OG0004855	ENSACAG00000004780.3	ENSGALG00000013741.6
OG0004856	ENSACAG00000004909.3	ENSGALG00000013733.4
OG0004858	ENSACAG00000001289.3	ENSGALG00000034003.3
OG0004859	ENSACAG00000000765.3	ENSGALG00000011013.6
OG0004860	ENSACAG00000001237.2	ENSGALG00000011098.5
OG0004861	ENSACAG00000002115.3	ENSGALG00000032780.2
OG0004862	ENSACAG00000002799.3	ENSGALG00000037464.3
OG0004863	ENSACAG00000008269.3	ENSGALG00000011329.6
OG0004864	ENSACAG00000027036.2	ENSGALG00000049616.1
OG0004865	ENSACAG00000010465.3	ENSGALG00000011423.6
OG0004866	ENSACAG00000029203.1	ENSGALG00000020005.6
OG0004867	ENSACAG00000015621.3	ENSGALG00000026028.3
OG0004868	ENSACAG00000009808.3	ENSGALG00000010341.7
OG0004869	ENSACAG00000008379.3	ENSGALG00000010560.2
OG0004870	ENSACAG00000000666.3	ENSGALG00000010624.6
OG0004871	ENSACAG00000000397.3	ENSGALG00000010630.6
OG0004872	ENSACAG00000000759.3	ENSGALG00000009906.7
OG0004873	ENSACAG00000001234.3	ENSGALG00000009890.6
OG0004874	ENSACAG00000001441.2	ENSGALG00000026359.3
OG0004875	ENSACAG00000001446.3	ENSGALG00000009881.6
OG0004876	ENSACAG00000006181.3	ENSGALG00000009796.6
OG0004877	ENSACAG00000006117.3	ENSGALG00000009788.7
OG0004878	ENSACAG00000014945.3	ENSGALG00000009627.5
OG0004879	ENSACAG00000001769.3	ENSGALG00000009503.6
OG0004881	ENSACAG00000007376.3	ENSGALG00000020084.5
OG0004882	ENSACAG00000006624.3	ENSGALG00000009158.6
OG0004883	ENSACAG00000005788.3	ENSGALG00000026009.3
OG0004884	ENSACAG00000005458.3	ENSGALG00000009330.5
OG0004885	ENSACAG00000014384.3	ENSGALG00000008530.7
OG0004887	ENSACAG00000012429.3	ENSGALG00000008176.6
OG0004985	ENSACAG00000010324.3	ENSGALG00000029095.4
OG0004986	ENSACAG00000000683.2	ENSGALG00000022920.4
OG0004987	ENSACAG00000009457.3, ENSACAG00000024617.2	ENSGALG00000017314.6
OG0004988	ENSACAG00000000676.3	ENSGALG00000016089.6
OG0004989	ENSACAG00000017904.2	ENSGALG00000023420.4
OG0004990	ENSACAG00000017905.2	ENSGALG00000023419.4
OG0004991	ENSACAG00000001502.3	ENSGALG00000007144.6
OG0004992	ENSACAG00000010749.3	ENSGALG00000038780.2
OG0004993	ENSACAG00000012888.3, ENSACAG00000022568.1	ENSGALG00000008076.5
OG0004994	ENSACAG00000025174.1, ENSACAG00000009856.2	ENSGALG00000009182.7
OG0004995	ENSACAG00000004459.2	ENSGALG00000042733.3
OG0004996	ENSACAG00000004477.2	ENSGALG00000052672.1, ENSGALG00000054037.1
OG0004997	ENSACAG00000001726.2	ENSGALG00000007101.7
OG0004998	ENSACAG00000009309.3	ENSGALG00000031404.3
OG0004999	ENSACAG00000001884.3	ENSGALG00000025882.3
OG0005000	ENSACAG00000011801.3	ENSGALG00000005737.6
OG0005001	ENSACAG00000014031.2	ENSGALG00000001184.6
OG0005002	ENSACAG00000017005.2	ENSGALG00000001157.7
OG0005003	ENSACAG00000025987.2, ENSACAG00000012204.3	ENSGALG00000030209.3
OG0005004	ENSACAG00000014870.3	ENSGALG00000036925.2
OG0005005	ENSACAG00000008635.2	ENSGALG00000001153.6
OG0005006	ENSACAG00000013567.2	ENSGALG00000043447.3
OG0005007	ENSACAG00000006772.3	ENSGALG00000001391.5
OG0005008	ENSACAG00000000230.3	ENSGALG00000003135.6
OG0005009	ENSACAG00000017890.3, ENSACAG00000024280.2	ENSGALG00000012374.5
OG0005010	ENSACAG00000013684.2	ENSGALG00000029462.2
OG0005011	ENSACAG00000013691.3, ENSACAG00000010847.3	ENSGALG00000006422.7
OG0005012	ENSACAG00000017886.3	ENSGALG00000012379.6
OG0005013	ENSACAG00000006643.3	ENSGALG00000021473.6
OG0005014	ENSACAG00000009367.3, ENSACAG00000024213.1	ENSGALG00000029596.3
OG0005015	ENSACAG00000003016.3	ENSGALG00000012784.6
OG0005016	ENSACAG00000004078.2	ENSGALG00000033110.2
OG0005017	ENSACAG00000003104.3	ENSGALG00000012782.3
OG0005018	ENSACAG00000011232.3	ENSGALG00000016794.6
OG0005019	ENSACAG00000013798.3	ENSGALG00000007269.6
OG0005021	ENSACAG00000011566.3	ENSGALG00000002774.7
OG0005022	ENSACAG00000007382.3	ENSGALG00000016788.7
OG0005023	ENSACAG00000001723.2	ENSGALG00000012282.6
OG0005024	ENSACAG00000014065.3	ENSGALG00000008487.6
OG0005025	ENSACAG00000014130.3	ENSGALG00000046724.1
OG0005026	ENSACAG00000008494.3	ENSGALG00000012739.7
OG0005027	ENSACAG00000011770.3	ENSGALG00000002883.7
OG0005028	ENSACAG00000001956.3	ENSGALG00000037682.2
OG0005029	ENSACAG00000014162.3	ENSGALG00000004856.6
OG0005030	ENSACAG00000007477.2	ENSGALG00000046326.2
OG0005031	ENSACAG00000016065.2	ENSGALG00000002848.5
OG0005031	ENSACAG00000014258.1	ENSGALG00000020745.5
OG0005032	ENSACAG00000013805.2	ENSGALG00000030789.2
OG0005034	ENSACAG00000001109.3	ENSGALG00000012244.7
OG0005035	ENSACAG00000001708.3	ENSGALG00000009234.7
OG0005036	ENSACAG00000005705.2	ENSGALG00000015385.6
OG0005037	ENSACAG00000005906.3	ENSGALG00000035780.2, ENSGALG00000015391.6
OG0005038	ENSACAG00000005961.3	ENSGALG00000015397.6
OG0005039	ENSACAG00000014931.3	ENSGALG00000008407.6
OG0005040	ENSACAG00000016068.3	ENSGALG00000016582.7
OG0005041	ENSACAG00000013493.3	ENSGALG00000005872.6
OG0005042	ENSACAG00000011787.3	ENSGALG00000002888.6
OG0005043	ENSACAG00000004581.3	ENSGALG00000046649.2
OG0005044	ENSACAG00000007970.3	ENSGALG00000012916.7
OG0005045	ENSACAG00000011913.3	ENSGALG00000002820.7
OG0005046	ENSACAG00000022463.1	ENSGALG00000002797.6
OG0005047	ENSACAG00000011994.3	ENSGALG00000002726.5
OG0005048	ENSACAG00000014214.3	ENSGALG00000008146.7
OG0005049	ENSACAG00000015799.3	ENSGALG00000039775.3
OG0005050	ENSACAG00000011887.2	ENSGALG00000015327.6
OG0005051	ENSACAG00000013759.3	ENSGALG00000008187.6
OG0005052	ENSACAG00000023439.2, ENSACAG00000015979.3	ENSGALG00000003533.8
OG0005053	ENSACAG00000010436.2	ENSGALG00000014828.6
OG0005054	ENSACAG00000007147.3	ENSGALG00000001654.6
OG0005055	ENSACAG00000001059.3	ENSGALG00000002112.6
OG0005056	ENSACAG00000001106.3	ENSGALG00000002123.6
OG0005057	ENSACAG00000001240.2	ENSGALG00000032925.3
OG0005058	ENSACAG00000022477.2	ENSGALG00000047879.1
OG0005059	ENSACAG00000017369.2	ENSGALG00000047617.1
OG0005060	ENSACAG00000001172.2	ENSGALG00000004869.6
OG0005061	ENSACAG00000014389.3	ENSGALG00000052329.1
OG0005062	ENSACAG00000011550.2	ENSGALG00000007015.5
OG0005063	ENSACAG00000001379.2	ENSGALG00000004858.6
OG0005065	ENSACAG00000007144.3	ENSGALG00000038265.2
OG0005066	ENSACAG00000007204.3	ENSGALG00000042822.2
OG0005067	ENSACAG00000004129.2	ENSGALG00000029266.2
OG0005068	ENSACAG00000016173.3	ENSGALG00000003412.6
OG0005069	ENSACAG00000007272.3	ENSGALG00000037310.3
OG0005070	ENSACAG00000010304.3	ENSGALG00000040021.2
OG0005071	ENSACAG00000004363.3	ENSGALG00000037030.3
OG0005072	ENSACAG00000010401.3	ENSGALG00000027925.4
OG0005073	ENSACAG00000004434.3	ENSGALG00000030855.2, ENSGALG00000041372.2
OG0005074	ENSACAG00000003239.3	ENSGALG00000008872.6
OG0005075	ENSACAG00000012212.3	ENSGALG00000001275.6
OG0005076	ENSACAG00000002280.3	ENSGALG00000003851.6
OG0005077	ENSACAG00000005016.3	ENSGALG00000008077.7
OG0005078	ENSACAG00000029687.1	ENSGALG00000033690.2
OG0005079	ENSACAG00000004994.3, ENSACAG00000015499.2	ENSGALG00000035465.2
OG0005080	ENSACAG00000011330.2	ENSGALG00000034358.3
OG0005081	ENSACAG00000004468.3	ENSGALG00000036412.3
OG0005082	ENSACAG00000002143.3	ENSGALG00000030710.2
OG0005083	ENSACAG00000024591.1, ENSACAG00000026400.1	ENSGALG00000054991.1
OG0005084	ENSACAG00000017557.3	ENSGALG00000040528.2
OG0005086	ENSACAG00000010060.3	ENSGALG00000031594.2
OG0005087	ENSACAG00000002461.3	ENSGALG00000003523.7
OG0005088	ENSACAG00000011605.3	ENSGALG00000036175.2
OG0005089	ENSACAG00000014501.3	ENSGALG00000004557.6
OG0005090	ENSACAG00000010006.3	ENSGALG00000007887.6
OG0005091	ENSACAG00000014620.3	ENSGALG00000010497.6
OG0005092	ENSACAG00000006544.3	ENSGALG00000006118.6
OG0005093	ENSACAG00000006600.2	ENSGALG00000029367.3
OG0005094	ENSACAG00000011822.2	ENSGALG00000031359.2
OG0005095	ENSACAG00000002609.2	ENSGALG00000026465.3
OG0005096	ENSACAG00000010183.2	ENSGALG00000007970.6
OG0005097	ENSACAG00000003412.2	ENSGALG00000003625.6
OG0005098	ENSACAG00000000693.2	ENSGALG00000044705.2
OG0005101	ENSACAG00000016017.3	ENSGALG00000012941.5
OG0005103	ENSACAG00000006004.2	ENSGALG00000013882.6
OG0005104	ENSACAG00000008815.3	ENSGALG00000038515.2
OG0005105	ENSACAG00000014393.3	ENSGALG00000024094.4
OG0005106	ENSACAG00000008745.3	ENSGALG00000004310.6
OG0005107	ENSACAG00000003424.3	ENSGALG00000011854.6
OG0005108	ENSACAG00000008579.3, ENSACAG00000002661.3	ENSGALG00000004398.6
OG0005110	ENSACAG00000023729.1, ENSACAG00000023023.1	ENSGALG00000044727.2
OG0005111	ENSACAG00000004188.3	ENSGALG00000051339.1
OG0005112	ENSACAG00000014599.2	ENSGALG00000007158.4, ENSGALG00000023193.5
OG0005113	ENSACAG00000012186.3	ENSGALG00000004506.6
OG0005114	ENSACAG00000010581.3	ENSGALG00000049119.1
OG0005115	ENSACAG00000001471.3	ENSGALG00000008606.5
OG0005117	ENSACAG00000004095.2	ENSGALG00000029701.2
OG0005118	ENSACAG00000005326.2	ENSGALG00000004122.6
OG0005119	ENSACAG00000017250.3, ENSACAG00000000882.3	ENSGALG00000006658.5
OG0005120	ENSACAG00000009672.2	ENSGALG00000008494.7
OG0005121	ENSACAG00000008285.2	ENSGALG00000001474.6
OG0005122	ENSACAG00000009797.3	ENSGALG00000008479.6
OG0005123	ENSACAG00000013723.3	ENSGALG00000006027.7
OG0005124	ENSACAG00000004486.3	ENSGALG00000008669.5
OG0005126	ENSACAG00000004312.3, ENSACAG00000028005.2	ENSGALG00000040899.2
OG0005128	ENSACAG00000004604.2	ENSGALG00000008730.7
OG0005129	ENSACAG00000005672.3, ENSACAG00000004721.3	ENSGALG00000008786.7
OG0005130	ENSACAG00000002036.3	ENSGALG00000030027.3
OG0005131	ENSACAG00000017696.3	ENSGALG00000039830.2
OG0005132	ENSACAG00000010420.3, ENSACAG00000010301.3	ENSGALG00000003935.6
OG0005133	ENSACAG00000013516.2	ENSGALG00000028897.4
OG0005134	ENSACAG00000013482.3	ENSGALG00000011228.5
OG0005135	ENSACAG00000015097.3	ENSGALG00000029829.2
OG0005136	ENSACAG00000009323.3	ENSGALG00000005005.7
