Orthogroup	A_carolinensis.pep	P_troglodytes.pep
OG0007238	ENSACAG00000005933.2	ENSPTRG00000052283.1
OG0007239	ENSACAG00000005968.3	ENSPTRG00000017587.6
OG0007240	ENSACAG00000014761.2	ENSPTRG00000042329.2, ENSPTRG00000005860.4
OG0007241	ENSACAG00000014734.3	ENSPTRG00000005861.5
OG0007242	ENSACAG00000014566.2	ENSPTRG00000006025.6
OG0007243	ENSACAG00000006435.3	ENSPTRG00000017581.6
OG0007244	ENSACAG00000006599.2	ENSPTRG00000017592.7
OG0007245	ENSACAG00000027603.1, ENSACAG00000006632.3	ENSPTRG00000017597.5
OG0007246	ENSACAG00000006655.3	ENSPTRG00000017598.6
OG0007247	ENSACAG00000014036.3	ENSPTRG00000005873.6
OG0007248	ENSACAG00000014013.2	ENSPTRG00000005874.7
OG0007249	ENSACAG00000013981.3	ENSPTRG00000005875.5
OG0007250	ENSACAG00000007440.3	ENSPTRG00000014924.7
OG0007251	ENSACAG00000007492.3	ENSPTRG00000042709.1, ENSPTRG00000032494.4
OG0007252	ENSACAG00000013828.3	ENSPTRG00000005879.6
OG0007253	ENSACAG00000013825.1	ENSPTRG00000031189.4
OG0007254	ENSACAG00000007747.3	ENSPTRG00000014609.5, ENSPTRG00000049448.1
OG0007255	ENSACAG00000013523.3	ENSPTRG00000012108.6
OG0007256	ENSACAG00000013506.3	ENSPTRG00000018252.5
OG0007257	ENSACAG00000013411.3	ENSPTRG00000018244.6
OG0007258	ENSACAG00000013394.3	ENSPTRG00000018243.4
OG0007259	ENSACAG00000013326.3	ENSPTRG00000044630.1, ENSPTRG00000018240.6
OG0007260	ENSACAG00000012944.3	ENSPTRG00000023379.5
OG0007261	ENSACAG00000008480.3	ENSPTRG00000014943.6
OG0007262	ENSACAG00000008968.3	ENSPTRG00000014928.4
OG0007263	ENSACAG00000008842.3	ENSPTRG00000014929.7
OG0007264	ENSACAG00000008758.3	ENSPTRG00000033679.3
OG0007265	ENSACAG00000011351.3	ENSPTRG00000011672.6
OG0007266	ENSACAG00000011036.3	ENSPTRG00000011670.2
OG0007267	ENSACAG00000008702.3	ENSPTRG00000014957.6
OG0007268	ENSACAG00000007019.2	ENSPTRG00000014963.4
OG0007269	ENSACAG00000007133.3	ENSPTRG00000014965.6
OG0007270	ENSACAG00000007162.3	ENSPTRG00000014967.6
OG0007271	ENSACAG00000000263.2	ENSPTRG00000011661.6
OG0007272	ENSACAG00000015883.3	ENSPTRG00000014974.4
OG0007273	ENSACAG00000012893.3	ENSPTRG00000011652.6
OG0007274	ENSACAG00000000128.3	ENSPTRG00000011645.4
OG0007275	ENSACAG00000011916.2	ENSPTRG00000014984.6
OG0007276	ENSACAG00000001615.3	ENSPTRG00000011639.6
OG0007277	ENSACAG00000002004.3	ENSPTRG00000011636.5
OG0007278	ENSACAG00000008501.2	ENSPTRG00000018289.7
OG0007279	ENSACAG00000008576.3	ENSPTRG00000018287.7
OG0007280	ENSACAG00000009053.3	ENSPTRG00000018279.4
OG0007281	ENSACAG00000025078.1	ENSPTRG00000019946.7
OG0007282	ENSACAG00000007059.2	ENSPTRG00000011683.3
OG0007283	ENSACAG00000010489.3	ENSPTRG00000044887.1
OG0007284	ENSACAG00000010680.2	ENSPTRG00000011698.6
OG0007285	ENSACAG00000008947.3	ENSPTRG00000014887.6
OG0007286	ENSACAG00000009034.2	ENSPTRG00000021115.4
OG0007287	ENSACAG00000004962.3	ENSPTRG00000019944.5
OG0007288	ENSACAG00000028844.1	ENSPTRG00000019937.5
OG0007289	ENSACAG00000005352.3	ENSPTRG00000011603.5
OG0007290	ENSACAG00000005967.2	ENSPTRG00000018303.7
OG0007291	ENSACAG00000006646.3	ENSPTRG00000018307.4
OG0007292	ENSACAG00000011028.3	ENSPTRG00000046314.1
OG0007293	ENSACAG00000017464.3	ENSPTRG00000015033.5
OG0007294	ENSACAG00000008382.3	ENSPTRG00000018330.7
OG0007295	ENSACAG00000008593.3	ENSPTRG00000003764.5
OG0007296	ENSACAG00000005651.3	ENSPTRG00000015045.4
OG0007297	ENSACAG00000010371.3	ENSPTRG00000018443.7
OG0007298	ENSACAG00000003067.2	ENSPTRG00000030221.3
OG0007299	ENSACAG00000010536.3	ENSPTRG00000018437.6
OG0007300	ENSACAG00000002930.3	ENSPTRG00000015052.6
OG0007301	ENSACAG00000002777.3	ENSPTRG00000015053.6
OG0007302	ENSACAG00000014391.3	ENSPTRG00000045198.1
OG0007303	ENSACAG00000014853.3	ENSPTRG00000045487.1, ENSPTRG00000018408.5
OG0007304	ENSACAG00000014970.2	ENSPTRG00000018407.6
OG0007305	ENSACAG00000001842.3	ENSPTRG00000014897.6
OG0007306	ENSACAG00000015197.2	ENSPTRG00000018402.6
OG0007307	ENSACAG00000015456.3	ENSPTRG00000018391.6
OG0007308	ENSACAG00000002072.2	ENSPTRG00000018577.4
OG0007309	ENSACAG00000017689.3	ENSPTRG00000018553.6
OG0007310	ENSACAG00000014342.3	ENSPTRG00000018548.5
OG0007311	ENSACAG00000014287.3	ENSPTRG00000018546.6
OG0007312	ENSACAG00000007201.3	ENSPTRG00000015352.6
OG0007313	ENSACAG00000014169.3	ENSPTRG00000018539.6
OG0007314	ENSACAG00000013995.3	ENSPTRG00000018536.6
OG0007315	ENSACAG00000013868.3	ENSPTRG00000018534.6, ENSPTRG00000048649.1
OG0007316	ENSACAG00000013820.3	ENSPTRG00000050736.1
OG0007317	ENSACAG00000007435.3	ENSPTRG00000015346.6
OG0007318	ENSACAG00000013817.3	ENSPTRG00000018530.5
OG0007319	ENSACAG00000013791.3	ENSPTRG00000018529.5
OG0007320	ENSACAG00000005534.3	ENSPTRG00000018458.6
OG0007321	ENSACAG00000005718.3	ENSPTRG00000044413.1, ENSPTRG00000018462.5
OG0007322	ENSACAG00000013570.3	ENSPTRG00000014648.5
OG0007323	ENSACAG00000005957.3	ENSPTRG00000043845.1, ENSPTRG00000018472.6
OG0007324	ENSACAG00000011855.3	ENSPTRG00000014654.6
OG0007325	ENSACAG00000006264.2	ENSPTRG00000018487.5
OG0007326	ENSACAG00000006299.3	ENSPTRG00000018489.6
OG0007327	ENSACAG00000012305.3	ENSPTRG00000014659.6
OG0007328	ENSACAG00000011081.3	ENSPTRG00000018501.6
OG0007329	ENSACAG00000011207.3	ENSPTRG00000050789.1, ENSPTRG00000018502.6
OG0007330	ENSACAG00000011270.3	ENSPTRG00000018503.5
OG0007331	ENSACAG00000010348.2	ENSPTRG00000047540.1
OG0007332	ENSACAG00000005582.3	ENSPTRG00000014565.5
OG0007333	ENSACAG00000011815.2	ENSPTRG00000018513.6, ENSPTRG00000046140.1
OG0007334	ENSACAG00000015012.3	ENSPTRG00000014811.6
OG0007335	ENSACAG00000001405.3	ENSPTRG00000014558.4
OG0007336	ENSACAG00000014680.3	ENSPTRG00000014721.4
OG0007337	ENSACAG00000014453.3	ENSPTRG00000014713.3
OG0007338	ENSACAG00000014809.3	ENSPTRG00000048303.1, ENSPTRG00000015106.6
OG0007339	ENSACAG00000013899.3	ENSPTRG00000015102.5
OG0007340	ENSACAG00000013683.3	ENSPTRG00000015101.6
OG0007341	ENSACAG00000013795.3	ENSPTRG00000014703.6
OG0007342	ENSACAG00000015144.3	ENSPTRG00000046048.1
OG0007343	ENSACAG00000002472.3	ENSPTRG00000015084.6
OG0007344	ENSACAG00000025533.1	ENSPTRG00000018376.5
OG0007345	ENSACAG00000017366.2	ENSPTRG00000000394.5
OG0007346	ENSACAG00000012010.2	ENSPTRG00000014898.7
OG0007347	ENSACAG00000012425.3	ENSPTRG00000014907.6
OG0007348	ENSACAG00000005057.3	ENSPTRG00000018355.6
OG0007349	ENSACAG00000008183.3	ENSPTRG00000018666.6
OG0007350	ENSACAG00000022850.1	ENSPTRG00000052521.1
OG0007351	ENSACAG00000001235.3	ENSPTRG00000018603.6
OG0007352	ENSACAG00000012008.3	ENSPTRG00000022734.3
OG0007353	ENSACAG00000010321.3	ENSPTRG00000014885.6
OG0007354	ENSACAG00000029625.1	ENSPTRG00000021885.5
OG0007355	ENSACAG00000007948.1	ENSPTRG00000018676.3
OG0007356	ENSACAG00000009892.3	ENSPTRG00000014595.5
OG0007357	ENSACAG00000007403.3	ENSPTRG00000018682.4
OG0007358	ENSACAG00000010369.2	ENSPTRG00000008635.5
OG0007359	ENSACAG00000003270.2	ENSPTRG00000018785.6
OG0007360	ENSACAG00000003225.3	ENSPTRG00000018774.6
OG0007361	ENSACAG00000011571.3	ENSPTRG00000017642.6
OG0007362	ENSACAG00000004253.3	ENSPTRG00000018760.7, ENSPTRG00000043864.1
OG0007363	ENSACAG00000004516.3	ENSPTRG00000018757.7
OG0007364	ENSACAG00000004577.2	ENSPTRG00000018752.6
OG0007365	ENSACAG00000029273.1	ENSPTRG00000043235.1
OG0007366	ENSACAG00000005282.2	ENSPTRG00000018727.6
OG0007368	ENSACAG00000005557.2	ENSPTRG00000018722.6
OG0007369	ENSACAG00000003422.3	ENSPTRG00000002167.5
OG0007370	ENSACAG00000003639.2	ENSPTRG00000002155.5
OG0007371	ENSACAG00000002477.3	ENSPTRG00000002141.7
OG0007372	ENSACAG00000002344.3	ENSPTRG00000002136.7
OG0007373	ENSACAG00000001633.3	ENSPTRG00000002132.7
OG0007374	ENSACAG00000001463.3	ENSPTRG00000002130.5
OG0007375	ENSACAG00000029274.1	ENSPTRG00000002127.5
OG0007376	ENSACAG00000001194.2	ENSPTRG00000030114.5
OG0007377	ENSACAG00000001134.3	ENSPTRG00000002121.5
OG0007378	ENSACAG00000002876.3	ENSPTRG00000045909.1
OG0007379	ENSACAG00000001377.3	ENSPTRG00000002093.5
OG0007380	ENSACAG00000002405.3	ENSPTRG00000002107.7
OG0007381	ENSACAG00000002686.3	ENSPTRG00000018825.4
OG0007382	ENSACAG00000002704.3	ENSPTRG00000018824.5
OG0007383	ENSACAG00000002791.2	ENSPTRG00000018820.3
OG0007384	ENSACAG00000015602.3	ENSPTRG00000016919.5
OG0007385	ENSACAG00000015631.3	ENSPTRG00000016925.5
OG0007386	ENSACAG00000029568.1	ENSPTRG00000018216.6
OG0007387	ENSACAG00000014775.3	ENSPTRG00000045028.1
OG0007388	ENSACAG00000009528.3	ENSPTRG00000018197.7
OG0007389	ENSACAG00000009435.2	ENSPTRG00000011825.6
OG0007390	ENSACAG00000009357.3	ENSPTRG00000011824.6
OG0007391	ENSACAG00000008869.3	ENSPTRG00000011820.6
OG0007392	ENSACAG00000008452.3	ENSPTRG00000044350.1
OG0007393	ENSACAG00000001524.3	ENSPTRG00000011827.4
OG0007394	ENSACAG00000000300.3	ENSPTRG00000002191.7
OG0007395	ENSACAG00000000667.2	ENSPTRG00000018174.6
OG0007396	ENSACAG00000001292.3	ENSPTRG00000001942.5
OG0007397	ENSACAG00000016406.3	ENSPTRG00000001948.6
OG0007398	ENSACAG00000016371.3	ENSPTRG00000001949.6
OG0007399	ENSACAG00000016362.3	ENSPTRG00000001951.6
OG0007400	ENSACAG00000016353.3	ENSPTRG00000049467.1
OG0007401	ENSACAG00000016289.3	ENSPTRG00000001954.6
OG0007402	ENSACAG00000006353.3	ENSPTRG00000001962.7
OG0007403	ENSACAG00000006315.3	ENSPTRG00000030168.3
OG0007404	ENSACAG00000006244.2	ENSPTRG00000001969.6
OG0007405	ENSACAG00000005901.3	ENSPTRG00000001977.6
OG0007406	ENSACAG00000017622.3	ENSPTRG00000001979.6
OG0007407	ENSACAG00000014917.3	ENSPTRG00000001988.5
OG0007408	ENSACAG00000029073.1	ENSPTRG00000001993.5
OG0007409	ENSACAG00000001213.3	ENSPTRG00000001995.5
OG0007410	ENSACAG00000001459.3	ENSPTRG00000001996.7
OG0007411	ENSACAG00000001566.2	ENSPTRG00000001997.6
OG0007412	ENSACAG00000001802.3	ENSPTRG00000002000.6
OG0007413	ENSACAG00000002042.3	ENSPTRG00000002004.5
OG0007414	ENSACAG00000002130.3	ENSPTRG00000046248.1, ENSPTRG00000002006.4
OG0007415	ENSACAG00000002181.2	ENSPTRG00000002007.7
OG0007416	ENSACAG00000002339.3	ENSPTRG00000002010.7
OG0007417	ENSACAG00000001157.3	ENSPTRG00000012605.3
OG0007418	ENSACAG00000009264.3	ENSPTRG00000011792.6
OG0007419	ENSACAG00000006189.3	ENSPTRG00000002049.6
OG0007420	ENSACAG00000000830.3	ENSPTRG00000048267.1, ENSPTRG00000012209.6
OG0007421	ENSACAG00000000538.3	ENSPTRG00000011860.6
OG0007422	ENSACAG00000006226.3	ENSPTRG00000034116.3
OG0007423	ENSACAG00000006024.3	ENSPTRG00000011850.6
OG0007424	ENSACAG00000013641.3	ENSPTRG00000013338.7
OG0007425	ENSACAG00000014131.3	ENSPTRG00000011907.6
OG0007426	ENSACAG00000014250.3	ENSPTRG00000011910.6
OG0007427	ENSACAG00000003589.3	ENSPTRG00000011932.4
OG0007428	ENSACAG00000003692.3	ENSPTRG00000051411.1, ENSPTRG00000011934.6
OG0007429	ENSACAG00000012393.3	ENSPTRG00000011918.6
OG0007430	ENSACAG00000012022.3	ENSPTRG00000008518.6
OG0007431	ENSACAG00000028231.1	ENSPTRG00000042650.1
OG0007581	ENSACAG00000010374.3	ENSPTRG00000002984.7
OG0007582	ENSACAG00000010360.2	ENSPTRG00000002982.6
OG0007583	ENSACAG00000010205.2	ENSPTRG00000002978.3
OG0007584	ENSACAG00000010155.3	ENSPTRG00000002976.6
OG0007585	ENSACAG00000005892.3	ENSPTRG00000000878.6
OG0007586	ENSACAG00000010140.3	ENSPTRG00000002975.5
OG0007587	ENSACAG00000006488.3	ENSPTRG00000012674.6
OG0007588	ENSACAG00000010065.3	ENSPTRG00000002974.5
OG0007589	ENSACAG00000003002.3	ENSPTRG00000028264.4
OG0007590	ENSACAG00000017910.3	ENSPTRG00000012667.3
OG0007591	ENSACAG00000000364.3	ENSPTRG00000012061.7
OG0007592	ENSACAG00000007282.3	ENSPTRG00000012666.6
OG0007593	ENSACAG00000016424.3	ENSPTRG00000006363.6
OG0007594	ENSACAG00000017917.3	ENSPTRG00000012662.6
OG0007595	ENSACAG00000011517.3	ENSPTRG00000000194.6
OG0007597	ENSACAG00000010828.3	ENSPTRG00000001403.5
OG0007598	ENSACAG00000009766.3	ENSPTRG00000002966.6
OG0007599	ENSACAG00000012945.3	ENSPTRG00000022186.6
OG0007601	ENSACAG00000016979.3	ENSPTRG00000021348.7
OG0007602	ENSACAG00000000409.3	ENSPTRG00000011124.6
OG0007603	ENSACAG00000002013.3	ENSPTRG00000004321.6
OG0007604	ENSACAG00000009399.3	ENSPTRG00000002961.7
OG0007605	ENSACAG00000011791.2	ENSPTRG00000008549.5
OG0007606	ENSACAG00000014054.1	ENSPTRG00000008158.5
OG0007607	ENSACAG00000013224.3	ENSPTRG00000017688.5
OG0007608	ENSACAG00000011291.3	ENSPTRG00000013360.7
OG0007609	ENSACAG00000006132.3	ENSPTRG00000007514.6
OG0007610	ENSACAG00000011852.3	ENSPTRG00000007887.6
OG0007611	ENSACAG00000004850.3	ENSPTRG00000007180.5
OG0007612	ENSACAG00000002761.3	ENSPTRG00000017702.7
OG0007613	ENSACAG00000013582.3	ENSPTRG00000021969.5
OG0007614	ENSACAG00000008333.3	ENSPTRG00000014882.5
OG0007615	ENSACAG00000013639.2	ENSPTRG00000021968.6
OG0007616	ENSACAG00000004719.3	ENSPTRG00000007183.5
OG0007617	ENSACAG00000002841.2	ENSPTRG00000017705.6
OG0007618	ENSACAG00000014064.2	ENSPTRG00000013571.4
OG0007619	ENSACAG00000008232.3	ENSPTRG00000010462.6
OG0007620	ENSACAG00000000030.2	ENSPTRG00000006128.7
OG0007621	ENSACAG00000006852.3	ENSPTRG00000021397.6
OG0007622	ENSACAG00000003085.3	ENSPTRG00000048795.1
OG0007623	ENSACAG00000002414.3	ENSPTRG00000047141.1, ENSPTRG00000007305.5
OG0007624	ENSACAG00000011513.3	ENSPTRG00000030235.3
OG0007625	ENSACAG00000001889.3	ENSPTRG00000006332.6
OG0007626	ENSACAG00000005888.1	ENSPTRG00000010703.4
OG0007627	ENSACAG00000006396.3	ENSPTRG00000008147.6
OG0007628	ENSACAG00000017862.3	ENSPTRG00000006345.6
OG0007629	ENSACAG00000008801.3	ENSPTRG00000017714.5
OG0007630	ENSACAG00000011520.3	ENSPTRG00000007326.6
OG0007631	ENSACAG00000000303.3	ENSPTRG00000034484.3
OG0007632	ENSACAG00000011547.3	ENSPTRG00000007323.4
OG0007633	ENSACAG00000007270.3	ENSPTRG00000012308.5
OG0007634	ENSACAG00000001589.3	ENSPTRG00000002524.6
OG0007635	ENSACAG00000008708.3	ENSPTRG00000017722.4
OG0007636	ENSACAG00000007279.2	ENSPTRG00000012307.4
OG0007637	ENSACAG00000007302.3	ENSPTRG00000012305.3
OG0007638	ENSACAG00000008677.3	ENSPTRG00000017724.4
OG0007639	ENSACAG00000011683.3	ENSPTRG00000007320.5
OG0007640	ENSACAG00000028834.1	ENSPTRG00000017725.5
OG0007641	ENSACAG00000007402.3	ENSPTRG00000012302.4
OG0007642	ENSACAG00000008616.3	ENSPTRG00000023849.4
OG0007643	ENSACAG00000001781.3	ENSPTRG00000006330.6
OG0007644	ENSACAG00000008570.3	ENSPTRG00000017727.6
OG0007645	ENSACAG00000001826.3	ENSPTRG00000002521.5
OG0007646	ENSACAG00000008566.1	ENSPTRG00000029856.2
OG0007647	ENSACAG00000005422.3	ENSPTRG00000052106.1, ENSPTRG00000013354.4
OG0007648	ENSACAG00000001892.3	ENSPTRG00000002520.5
OG0007649	ENSACAG00000014144.1	ENSPTRG00000022156.3
OG0007650	ENSACAG00000001355.3	ENSPTRG00000006328.6
OG0007651	ENSACAG00000014092.3	ENSPTRG00000015381.6
OG0007652	ENSACAG00000008461.3	ENSPTRG00000017730.4
OG0007653	ENSACAG00000015623.3	ENSPTRG00000008903.6
OG0007654	ENSACAG00000007525.3	ENSPTRG00000012294.5
OG0007655	ENSACAG00000013909.3	ENSPTRG00000012767.5
OG0007656	ENSACAG00000001576.3	ENSPTRG00000051928.1
OG0007657	ENSACAG00000005512.3	ENSPTRG00000020210.4
OG0007658	ENSACAG00000005630.3	ENSPTRG00000020209.6
OG0007659	ENSACAG00000014760.3	ENSPTRG00000015376.5
OG0007660	ENSACAG00000013373.2	ENSPTRG00000021497.5
OG0007662	ENSACAG00000006003.3	ENSPTRG00000020148.6
OG0007663	ENSACAG00000014855.3	ENSPTRG00000014619.6
OG0007664	ENSACAG00000004041.3	ENSPTRG00000000482.3
OG0007665	ENSACAG00000014949.3	ENSPTRG00000001478.7
OG0007666	ENSACAG00000014956.3	ENSPTRG00000043259.1
OG0007667	ENSACAG00000007935.2	ENSPTRG00000010067.2
OG0007668	ENSACAG00000014985.3	ENSPTRG00000023245.4
OG0007669	ENSACAG00000007940.3	ENSPTRG00000016763.6
OG0007670	ENSACAG00000004506.3	ENSPTRG00000000476.4
OG0007671	ENSACAG00000015085.3	ENSPTRG00000001480.6
OG0007672	ENSACAG00000007392.3	ENSPTRG00000021318.5
OG0007673	ENSACAG00000013352.3	ENSPTRG00000012086.6
OG0007674	ENSACAG00000011861.2	ENSPTRG00000000132.5
OG0007675	ENSACAG00000004532.3	ENSPTRG00000013199.5
OG0007676	ENSACAG00000004399.3	ENSPTRG00000003889.7
OG0007677	ENSACAG00000013720.3	ENSPTRG00000020924.7
OG0007678	ENSACAG00000007172.3	ENSPTRG00000022017.6
OG0007679	ENSACAG00000004585.3	ENSPTRG00000000474.6
OG0007680	ENSACAG00000015168.2	ENSPTRG00000014583.4
OG0007681	ENSACAG00000004586.3	ENSPTRG00000000473.7
OG0007682	ENSACAG00000011241.3	ENSPTRG00000014582.5
OG0007683	ENSACAG00000004595.2	ENSPTRG00000000472.5
OG0007684	ENSACAG00000007163.3	ENSPTRG00000021565.4
OG0007685	ENSACAG00000000604.3, ENSACAG00000010530.3	ENSPTRG00000014891.7
OG0007686	ENSACAG00000003970.3	ENSPTRG00000013196.5
OG0007687	ENSACAG00000013989.3	ENSPTRG00000007350.4
OG0007688	ENSACAG00000015741.3	ENSPTRG00000001395.3
OG0007689	ENSACAG00000013176.3	ENSPTRG00000044719.1
OG0007690	ENSACAG00000013971.3	ENSPTRG00000007153.4
OG0007691	ENSACAG00000013808.3	ENSPTRG00000007016.5
OG0007692	ENSACAG00000015861.3	ENSPTRG00000003089.5
OG0007693	ENSACAG00000010427.2	ENSPTRG00000018579.6
OG0007694	ENSACAG00000008755.3	ENSPTRG00000001260.5
OG0007695	ENSACAG00000029645.1	ENSPTRG00000001286.6
OG0007696	ENSACAG00000009388.2	ENSPTRG00000012776.4
OG0007697	ENSACAG00000001231.2	ENSPTRG00000000539.3
OG0007698	ENSACAG00000007452.3	ENSPTRG00000007101.5
OG0007699	ENSACAG00000006269.3	ENSPTRG00000006170.4
OG0007700	ENSACAG00000001169.2	ENSPTRG00000051328.1
OG0007701	ENSACAG00000012064.3	ENSPTRG00000000256.6
OG0007702	ENSACAG00000015016.3	ENSPTRG00000031102.4
OG0007703	ENSACAG00000007137.2	ENSPTRG00000043675.1
OG0007704	ENSACAG00000016135.3	ENSPTRG00000021588.6
OG0007705	ENSACAG00000009706.2	ENSPTRG00000008501.4
OG0007706	ENSACAG00000007174.3	ENSPTRG00000019027.6
OG0007707	ENSACAG00000009628.3	ENSPTRG00000021979.7
OG0007708	ENSACAG00000002464.3	ENSPTRG00000029669.3
OG0007709	ENSACAG00000004291.3	ENSPTRG00000004792.6
OG0007710	ENSACAG00000010315.3	ENSPTRG00000052537.1, ENSPTRG00000019019.5
OG0007711	ENSACAG00000003594.3	ENSPTRG00000021973.4
OG0007712	ENSACAG00000004348.1	ENSPTRG00000004707.5
OG0007713	ENSACAG00000010322.2	ENSPTRG00000047796.1, ENSPTRG00000019017.4
OG0007714	ENSACAG00000010364.3	ENSPTRG00000019015.3, ENSPTRG00000048699.1
OG0007715	ENSACAG00000010967.3	ENSPTRG00000019010.7, ENSPTRG00000048196.1
OG0007716	ENSACAG00000010455.3	ENSPTRG00000019007.4
OG0007717	ENSACAG00000004565.3	ENSPTRG00000014788.5
OG0007718	ENSACAG00000004398.3	ENSPTRG00000014791.5
OG0007719	ENSACAG00000002296.3	ENSPTRG00000014866.6
OG0007720	ENSACAG00000015373.3	ENSPTRG00000005411.5
OG0007721	ENSACAG00000001014.3	ENSPTRG00000019511.6
OG0007722	ENSACAG00000009754.3	ENSPTRG00000012019.6
OG0007724	ENSACAG00000012242.3	ENSPTRG00000021325.6
OG0007725	ENSACAG00000025431.1	ENSPTRG00000000580.5
OG0007726	ENSACAG00000001819.3	ENSPTRG00000013456.5
OG0007727	ENSACAG00000000486.3	ENSPTRG00000010204.5
OG0007728	ENSACAG00000008552.2	ENSPTRG00000003776.6, ENSPTRG00000050814.1
OG0007729	ENSACAG00000007457.3	ENSPTRG00000001297.6
OG0007730	ENSACAG00000011220.3	ENSPTRG00000033946.3
OG0007731	ENSACAG00000009844.3	ENSPTRG00000007196.4
OG0007732	ENSACAG00000002688.3	ENSPTRG00000000577.7
OG0007733	ENSACAG00000011398.3	ENSPTRG00000012128.5
OG0007734	ENSACAG00000008008.3	ENSPTRG00000012056.4
OG0007735	ENSACAG00000009899.3	ENSPTRG00000007198.5
OG0007736	ENSACAG00000002261.3	ENSPTRG00000013508.7
OG0007737	ENSACAG00000002164.3	ENSPTRG00000015972.5
OG0007738	ENSACAG00000002463.2	ENSPTRG00000013510.7
OG0007739	ENSACAG00000010052.3	ENSPTRG00000007205.6
OG0007740	ENSACAG00000003478.3	ENSPTRG00000048009.1, ENSPTRG00000007815.7
OG0007741	ENSACAG00000002610.3	ENSPTRG00000009427.6
OG0007742	ENSACAG00000006654.2	ENSPTRG00000008459.5
OG0007743	ENSACAG00000003415.2	ENSPTRG00000000501.5
OG0007744	ENSACAG00000006707.3	ENSPTRG00000008461.4
OG0007745	ENSACAG00000010272.3	ENSPTRG00000007212.4
OG0007746	ENSACAG00000006759.3	ENSPTRG00000008462.5
OG0007747	ENSACAG00000001361.2	ENSPTRG00000007214.6
OG0007748	ENSACAG00000000244.3	ENSPTRG00000016759.3
OG0007749	ENSACAG00000026084.1, ENSACAG00000013108.3	ENSPTRG00000014545.6
OG0007750	ENSACAG00000003122.3	ENSPTRG00000010738.7
OG0007751	ENSACAG00000004596.3	ENSPTRG00000011214.5, ENSPTRG00000046930.1
OG0007752	ENSACAG00000011305.3	ENSPTRG00000003281.4
OG0007753	ENSACAG00000005905.2	ENSPTRG00000050821.1
OG0007755	ENSACAG00000009089.2	ENSPTRG00000018857.6
OG0007756	ENSACAG00000009065.2	ENSPTRG00000018858.6
OG0007757	ENSACAG00000005866.3	ENSPTRG00000012032.6
OG0007758	ENSACAG00000008862.3	ENSPTRG00000048266.1, ENSPTRG00000018861.6
OG0007759	ENSACAG00000003608.3	ENSPTRG00000014456.7, ENSPTRG00000047863.1
OG0007760	ENSACAG00000004936.3	ENSPTRG00000021499.4
OG0007761	ENSACAG00000004522.3	ENSPTRG00000011094.5
OG0007762	ENSACAG00000003579.2	ENSPTRG00000033935.3
OG0007763	ENSACAG00000000509.2	ENSPTRG00000009012.6
OG0007764	ENSACAG00000001472.3	ENSPTRG00000042132.2
OG0007765	ENSACAG00000003515.3	ENSPTRG00000014460.6
OG0007766	ENSACAG00000002721.3	ENSPTRG00000022036.4
OG0007767	ENSACAG00000015923.3	ENSPTRG00000016752.5
OG0007768	ENSACAG00000003352.3	ENSPTRG00000045173.1
OG0007769	ENSACAG00000002731.3	ENSPTRG00000045628.1
OG0007770	ENSACAG00000000888.3	ENSPTRG00000020149.5
OG0007771	ENSACAG00000006382.3	ENSPTRG00000004049.6
OG0007772	ENSACAG00000009563.3	ENSPTRG00000012847.6
OG0007773	ENSACAG00000009477.3	ENSPTRG00000012846.5
OG0007774	ENSACAG00000016959.3	ENSPTRG00000010259.6
OG0007775	ENSACAG00000022695.1, ENSACAG00000009474.2	ENSPTRG00000029052.3
OG0007776	ENSACAG00000008482.2	ENSPTRG00000007104.6
OG0007777	ENSACAG00000005253.3	ENSPTRG00000046221.1
OG0007778	ENSACAG00000012280.3	ENSPTRG00000010788.4
OG0007779	ENSACAG00000012257.2	ENSPTRG00000010786.4
OG0007780	ENSACAG00000003980.3	ENSPTRG00000048672.1
OG0007781	ENSACAG00000014781.3	ENSPTRG00000010782.6
OG0007782	ENSACAG00000005357.3	ENSPTRG00000000341.6
OG0007783	ENSACAG00000001814.2	ENSPTRG00000033884.2
OG0007784	ENSACAG00000005323.2	ENSPTRG00000024370.3
OG0007785	ENSACAG00000014233.3	ENSPTRG00000003844.7
OG0007786	ENSACAG00000009646.3	ENSPTRG00000024216.5
OG0007787	ENSACAG00000005280.2	ENSPTRG00000000340.5
OG0007788	ENSACAG00000016441.2	ENSPTRG00000008178.6
OG0007789	ENSACAG00000002706.3	ENSPTRG00000021476.7, ENSPTRG00000045766.1
OG0007790	ENSACAG00000004128.3	ENSPTRG00000012839.6
OG0007791	ENSACAG00000009533.3	ENSPTRG00000008846.6
OG0007792	ENSACAG00000009731.3	ENSPTRG00000012852.5
OG0007793	ENSACAG00000013670.3	ENSPTRG00000007392.5
OG0007794	ENSACAG00000004428.3	ENSPTRG00000012838.5
OG0007795	ENSACAG00000008782.2	ENSPTRG00000000150.4
OG0007796	ENSACAG00000002002.3	ENSPTRG00000014231.6
OG0007797	ENSACAG00000011226.3	ENSPTRG00000012782.5
OG0007798	ENSACAG00000010660.3	ENSPTRG00000002545.4
OG0007799	ENSACAG00000004500.3	ENSPTRG00000012831.7
OG0007800	ENSACAG00000000611.3	ENSPTRG00000001528.5
OG0007801	ENSACAG00000004539.3	ENSPTRG00000012830.7
OG0007802	ENSACAG00000000640.3	ENSPTRG00000002727.7
