Orthogroup	A_carolinensis.pep	X_tropicalis.pep
OG0007594	ENSACAG00000017917.3	ENSXETG00000020081.1
OG0007597	ENSACAG00000010828.3	ENSXETG00000014560.1, ENSXETG00000005448.1
OG0007598	ENSACAG00000009766.3	ENSXETG00000004955.1
OG0007599	ENSACAG00000012945.3	ENSXETG00000005711.1
OG0007601	ENSACAG00000016979.3	ENSXETG00000016414.1
OG0007602	ENSACAG00000000409.3	ENSXETG00000013659.1
OG0007603	ENSACAG00000002013.3	ENSXETG00000011891.1
OG0007604	ENSACAG00000009399.3	ENSXETG00000004176.1
OG0007605	ENSACAG00000011791.2	ENSXETG00000018878.1
OG0007606	ENSACAG00000014054.1	ENSXETG00000003220.1
OG0007607	ENSACAG00000013224.3	ENSXETG00000014349.1
OG0007608	ENSACAG00000011291.3	ENSXETG00000014647.1
OG0007609	ENSACAG00000006132.3	ENSXETG00000001772.1
OG0007610	ENSACAG00000011852.3	ENSXETG00000002578.1
OG0007611	ENSACAG00000004850.3	ENSXETG00000005405.1
OG0007612	ENSACAG00000002761.3	ENSXETG00000005315.1
OG0007613	ENSACAG00000013582.3	ENSXETG00000021047.1
OG0007614	ENSACAG00000008333.3	ENSXETG00000001134.1
OG0007615	ENSACAG00000013639.2	ENSXETG00000018983.1
OG0007616	ENSACAG00000004719.3	ENSXETG00000004065.1
OG0007617	ENSACAG00000002841.2	ENSXETG00000005809.1
OG0007618	ENSACAG00000014064.2	ENSXETG00000006945.1
OG0007619	ENSACAG00000008232.3	ENSXETG00000014284.1
OG0007620	ENSACAG00000000030.2	ENSXETG00000015356.1
OG0007621	ENSACAG00000006852.3	ENSXETG00000007121.1
OG0007622	ENSACAG00000003085.3	ENSXETG00000005851.1
OG0007623	ENSACAG00000002414.3	ENSXETG00000014074.1
OG0007624	ENSACAG00000011513.3	ENSXETG00000013976.1
OG0007625	ENSACAG00000001889.3	ENSXETG00000009167.1
OG0007626	ENSACAG00000005888.1	ENSXETG00000012813.1
OG0007627	ENSACAG00000006396.3	ENSXETG00000018329.1
OG0007628	ENSACAG00000017862.3	ENSXETG00000000806.1
OG0007629	ENSACAG00000008801.3	ENSXETG00000006222.1
OG0007630	ENSACAG00000011520.3	ENSXETG00000013892.1
OG0007631	ENSACAG00000000303.3	ENSXETG00000004112.1
OG0007632	ENSACAG00000011547.3	ENSXETG00000013834.1
OG0007633	ENSACAG00000007270.3	ENSXETG00000000220.1
OG0007634	ENSACAG00000001589.3	ENSXETG00000008054.1
OG0007635	ENSACAG00000008708.3	ENSXETG00000006458.1
OG0007636	ENSACAG00000007279.2	ENSXETG00000000212.1
OG0007637	ENSACAG00000007302.3	ENSXETG00000010588.1
OG0007638	ENSACAG00000008677.3	ENSXETG00000006552.1
OG0007639	ENSACAG00000011683.3	ENSXETG00000019284.1
OG0007640	ENSACAG00000028834.1	ENSXETG00000006570.1
OG0007641	ENSACAG00000007402.3	ENSXETG00000003161.1
OG0007642	ENSACAG00000008616.3	ENSXETG00000012116.1
OG0007643	ENSACAG00000001781.3	ENSXETG00000008392.1
OG0007644	ENSACAG00000008570.3	ENSXETG00000012160.1
OG0007645	ENSACAG00000001826.3	ENSXETG00000007860.1
OG0007646	ENSACAG00000008566.1	ENSXETG00000012172.1
OG0007647	ENSACAG00000005422.3	ENSXETG00000005806.1
OG0007648	ENSACAG00000001892.3	ENSXETG00000007749.1
OG0007649	ENSACAG00000014144.1	ENSXETG00000013928.1
OG0007650	ENSACAG00000001355.3	ENSXETG00000008592.1
OG0007651	ENSACAG00000014092.3	ENSXETG00000018956.1
OG0007652	ENSACAG00000008461.3	ENSXETG00000012198.1
OG0007653	ENSACAG00000015623.3	ENSXETG00000017825.1
OG0007654	ENSACAG00000007525.3	ENSXETG00000001216.1
OG0007655	ENSACAG00000013909.3	ENSXETG00000012566.1
OG0007656	ENSACAG00000001576.3	ENSXETG00000006129.1
OG0007657	ENSACAG00000005512.3	ENSXETG00000001245.1
OG0007658	ENSACAG00000005630.3	ENSXETG00000001228.1
OG0007659	ENSACAG00000014760.3	ENSXETG00000019832.1
OG0007660	ENSACAG00000013373.2	ENSXETG00000007231.1
OG0007662	ENSACAG00000006003.3	ENSXETG00000013036.1
OG0007663	ENSACAG00000014855.3	ENSXETG00000019982.1
OG0007665	ENSACAG00000014949.3	ENSXETG00000003179.1
OG0007666	ENSACAG00000014956.3	ENSXETG00000018294.1
OG0007667	ENSACAG00000007935.2	ENSXETG00000009390.1
OG0007668	ENSACAG00000014985.3	ENSXETG00000020622.1
OG0007669	ENSACAG00000007940.3	ENSXETG00000009420.1
OG0007670	ENSACAG00000004506.3	ENSXETG00000019205.1
OG0007672	ENSACAG00000007392.3	ENSXETG00000007234.1
OG0007673	ENSACAG00000013352.3	ENSXETG00000002655.1
OG0007674	ENSACAG00000011861.2	ENSXETG00000015268.1
OG0007675	ENSACAG00000004532.3	ENSXETG00000013262.1
OG0007676	ENSACAG00000004399.3	ENSXETG00000008785.1
OG0007677	ENSACAG00000013720.3	ENSXETG00000018405.1
OG0007678	ENSACAG00000007172.3	ENSXETG00000014185.1
OG0007679	ENSACAG00000004585.3	ENSXETG00000019957.1
OG0007680	ENSACAG00000015168.2	ENSXETG00000018372.1
OG0007681	ENSACAG00000004586.3	ENSXETG00000019955.1
OG0007682	ENSACAG00000011241.3	ENSXETG00000020140.1
OG0007683	ENSACAG00000004595.2	ENSXETG00000020929.1
OG0007684	ENSACAG00000007163.3	ENSXETG00000008653.1
OG0007685	ENSACAG00000000604.3, ENSACAG00000010530.3	ENSXETG00000001381.1
OG0007686	ENSACAG00000003970.3	ENSXETG00000013580.1
OG0007687	ENSACAG00000013989.3	ENSXETG00000014245.1
OG0007689	ENSACAG00000013176.3	ENSXETG00000013913.1
OG0007690	ENSACAG00000013971.3	ENSXETG00000014147.1
OG0007691	ENSACAG00000013808.3	ENSXETG00000014016.1
OG0007692	ENSACAG00000015861.3	ENSXETG00000003343.1
OG0007693	ENSACAG00000010427.2	ENSXETG00000016613.1
OG0007694	ENSACAG00000008755.3	ENSXETG00000002081.1
OG0007697	ENSACAG00000001231.2	ENSXETG00000019822.1
OG0007698	ENSACAG00000007452.3	ENSXETG00000000881.1
OG0007699	ENSACAG00000006269.3	ENSXETG00000013765.1
OG0007700	ENSACAG00000001169.2	ENSXETG00000006300.1
OG0007702	ENSACAG00000015016.3	ENSXETG00000006374.1
OG0007703	ENSACAG00000007137.2	ENSXETG00000004953.1
OG0007704	ENSACAG00000016135.3	ENSXETG00000015685.1
OG0007705	ENSACAG00000009706.2	ENSXETG00000005337.1
OG0007706	ENSACAG00000007174.3	ENSXETG00000005043.1
OG0007707	ENSACAG00000009628.3	ENSXETG00000003799.1
OG0007708	ENSACAG00000002464.3	ENSXETG00000019374.1
OG0007709	ENSACAG00000004291.3	ENSXETG00000019271.1
OG0007710	ENSACAG00000010315.3	ENSXETG00000005170.1
OG0007711	ENSACAG00000003594.3	ENSXETG00000003633.1
OG0007712	ENSACAG00000004348.1	ENSXETG00000014542.1
OG0007713	ENSACAG00000010322.2	ENSXETG00000005183.1
OG0007714	ENSACAG00000010364.3	ENSXETG00000005198.1
OG0007715	ENSACAG00000010967.3	ENSXETG00000005256.1
OG0007716	ENSACAG00000010455.3	ENSXETG00000005268.1
OG0007717	ENSACAG00000004565.3	ENSXETG00000010267.1
OG0007718	ENSACAG00000004398.3	ENSXETG00000016706.1
OG0007719	ENSACAG00000002296.3	ENSXETG00000007897.1
OG0007720	ENSACAG00000015373.3	ENSXETG00000012487.1
OG0007721	ENSACAG00000001014.3	ENSXETG00000016649.1
OG0007722	ENSACAG00000009754.3	ENSXETG00000007391.1
OG0007724	ENSACAG00000012242.3	ENSXETG00000021146.1
OG0007725	ENSACAG00000025431.1	ENSXETG00000021065.1
OG0007726	ENSACAG00000001819.3	ENSXETG00000002673.1
OG0007727	ENSACAG00000000486.3	ENSXETG00000005305.1
OG0007728	ENSACAG00000015362.2, ENSACAG00000008552.2	ENSXETG00000004048.1
OG0007729	ENSACAG00000007457.3	ENSXETG00000012076.1
OG0007731	ENSACAG00000009844.3	ENSXETG00000008021.1
OG0007732	ENSACAG00000002688.3	ENSXETG00000020884.1
OG0007733	ENSACAG00000011398.3	ENSXETG00000019928.1
OG0007734	ENSACAG00000008008.3	ENSXETG00000001447.1
OG0007735	ENSACAG00000009899.3	ENSXETG00000007911.1
OG0007737	ENSACAG00000002164.3	ENSXETG00000011206.1
OG0007738	ENSACAG00000002463.2	ENSXETG00000003100.1
OG0007739	ENSACAG00000010052.3	ENSXETG00000007448.1
OG0007742	ENSACAG00000006654.2	ENSXETG00000019534.1
OG0007743	ENSACAG00000003415.2	ENSXETG00000009532.1
OG0007744	ENSACAG00000006707.3	ENSXETG00000011641.1
OG0007745	ENSACAG00000010272.3	ENSXETG00000007111.1
OG0007746	ENSACAG00000006759.3	ENSXETG00000011663.1
OG0007747	ENSACAG00000001361.2	ENSXETG00000007097.1
OG0007748	ENSACAG00000000244.3	ENSXETG00000005516.1
OG0007749	ENSACAG00000026084.1, ENSACAG00000013108.3	ENSXETG00000000875.1
OG0007750	ENSACAG00000003122.3	ENSXETG00000008006.1
OG0007751	ENSACAG00000004596.3	ENSXETG00000003258.1
OG0007752	ENSACAG00000011305.3	ENSXETG00000011176.1
OG0007753	ENSACAG00000005905.2	ENSXETG00000003989.1
OG0007755	ENSACAG00000009089.2	ENSXETG00000009602.1
OG0007756	ENSACAG00000009065.2	ENSXETG00000009607.1
OG0007757	ENSACAG00000005866.3	ENSXETG00000009912.1
OG0007758	ENSACAG00000008862.3	ENSXETG00000010027.1
OG0007759	ENSACAG00000003608.3	ENSXETG00000011441.1, ENSXETG00000011484.1
OG0007760	ENSACAG00000004936.3	ENSXETG00000007240.1
OG0007761	ENSACAG00000004522.3	ENSXETG00000008496.1
OG0007762	ENSACAG00000003579.2	ENSXETG00000011467.1
OG0007763	ENSACAG00000000509.2	ENSXETG00000018251.1
OG0007764	ENSACAG00000001472.3	ENSXETG00000002659.1
OG0007765	ENSACAG00000003515.3	ENSXETG00000011515.1
OG0007766	ENSACAG00000002721.3	ENSXETG00000010136.1
OG0007767	ENSACAG00000015923.3	ENSXETG00000005763.1
OG0007768	ENSACAG00000003352.3	ENSXETG00000003830.1
OG0007769	ENSACAG00000002731.3	ENSXETG00000018769.1
OG0007770	ENSACAG00000000888.3	ENSXETG00000012382.1
OG0007771	ENSACAG00000006382.3	ENSXETG00000008983.1
OG0007772	ENSACAG00000009563.3	ENSXETG00000007661.1
OG0007773	ENSACAG00000009477.3	ENSXETG00000017800.1
OG0007774	ENSACAG00000016959.3	ENSXETG00000008953.1
OG0007776	ENSACAG00000008482.2	ENSXETG00000001631.1
OG0007777	ENSACAG00000005253.3	ENSXETG00000016221.1
OG0007778	ENSACAG00000012280.3	ENSXETG00000015518.1
OG0007779	ENSACAG00000012257.2	ENSXETG00000015545.1
OG0007780	ENSACAG00000003980.3	ENSXETG00000013937.1
OG0007781	ENSACAG00000014781.3	ENSXETG00000015617.1
OG0007782	ENSACAG00000005357.3	ENSXETG00000015779.1
OG0007783	ENSACAG00000001814.2	ENSXETG00000020376.1
OG0007784	ENSACAG00000005323.2	ENSXETG00000015355.1
OG0007785	ENSACAG00000014233.3	ENSXETG00000000418.1
OG0007786	ENSACAG00000009646.3	ENSXETG00000004376.1
OG0007787	ENSACAG00000005280.2	ENSXETG00000002278.1
OG0007789	ENSACAG00000002706.3	ENSXETG00000016047.1
OG0007790	ENSACAG00000004128.3	ENSXETG00000017829.1
OG0007791	ENSACAG00000009533.3	ENSXETG00000009930.1
OG0007792	ENSACAG00000009731.3	ENSXETG00000007571.1
OG0007793	ENSACAG00000013670.3	ENSXETG00000013135.1
OG0007794	ENSACAG00000004428.3	ENSXETG00000021148.1
OG0007795	ENSACAG00000008782.2	ENSXETG00000010232.1
OG0007796	ENSACAG00000002002.3	ENSXETG00000008672.1
OG0007797	ENSACAG00000011226.3	ENSXETG00000009204.1
OG0007798	ENSACAG00000010660.3	ENSXETG00000019529.1
OG0007799	ENSACAG00000004500.3	ENSXETG00000003869.1
OG0007800	ENSACAG00000000611.3	ENSXETG00000004037.1
OG0007801	ENSACAG00000004539.3	ENSXETG00000003721.1
OG0007802	ENSACAG00000000640.3	ENSXETG00000010723.1
OG0007803	ENSACAG00000010593.3	ENSXETG00000018508.1
OG0007804	ENSACAG00000011202.3, ENSACAG00000025131.2	ENSXETG00000009991.1
OG0007805	ENSACAG00000005589.3	ENSXETG00000007016.1
OG0007806	ENSACAG00000008713.3	ENSXETG00000010360.1
OG0007807	ENSACAG00000000760.3	ENSXETG00000010765.1
OG0007808	ENSACAG00000001980.3	ENSXETG00000015457.1, ENSXETG00000000510.1
OG0007809	ENSACAG00000005103.2	ENSXETG00000010123.1
OG0007810	ENSACAG00000008725.3	ENSXETG00000001790.1
OG0007811	ENSACAG00000005607.3	ENSXETG00000007192.1
OG0007812	ENSACAG00000013520.3	ENSXETG00000017456.1
OG0007813	ENSACAG00000004755.3	ENSXETG00000008620.1
OG0007814	ENSACAG00000015021.3	ENSXETG00000007750.1
OG0007815	ENSACAG00000004774.3	ENSXETG00000019988.1
OG0007816	ENSACAG00000006465.3	ENSXETG00000018650.1
OG0007817	ENSACAG00000013425.3	ENSXETG00000020554.1
OG0007818	ENSACAG00000010193.2	ENSXETG00000011679.1
OG0007819	ENSACAG00000004859.3	ENSXETG00000019306.1
OG0007820	ENSACAG00000008343.3	ENSXETG00000004549.1
OG0007821	ENSACAG00000004885.3	ENSXETG00000016971.1
OG0007822	ENSACAG00000008437.3	ENSXETG00000004743.1
OG0007823	ENSACAG00000008508.3	ENSXETG00000004913.1
OG0007824	ENSACAG00000013231.3	ENSXETG00000010437.1
OG0007825	ENSACAG00000010134.3	ENSXETG00000017145.1
OG0007826	ENSACAG00000008540.3	ENSXETG00000004966.1
OG0007827	ENSACAG00000005194.3	ENSXETG00000017832.1
OG0007828	ENSACAG00000015245.3	ENSXETG00000011900.1
OG0007829	ENSACAG00000008587.2	ENSXETG00000004986.1
OG0007830	ENSACAG00000008247.3	ENSXETG00000005889.1
OG0007831	ENSACAG00000015269.3	ENSXETG00000006867.1
OG0007832	ENSACAG00000008251.3	ENSXETG00000005896.1
OG0007833	ENSACAG00000004060.2	ENSXETG00000012340.1
OG0007834	ENSACAG00000012021.3	ENSXETG00000010122.1
OG0007835	ENSACAG00000013064.3	ENSXETG00000019020.1, ENSXETG00000013978.1
OG0007836	ENSACAG00000009782.2	ENSXETG00000003727.1
OG0007837	ENSACAG00000013001.3	ENSXETG00000021039.1
OG0007838	ENSACAG00000001897.2	ENSXETG00000001610.1
OG0007839	ENSACAG00000022401.2	ENSXETG00000007596.1
OG0007840	ENSACAG00000013809.2	ENSXETG00000001436.1
OG0007841	ENSACAG00000009809.3	ENSXETG00000012104.1
OG0007842	ENSACAG00000013783.2	ENSXETG00000010541.1
OG0007843	ENSACAG00000009786.3	ENSXETG00000012115.1
OG0007845	ENSACAG00000001623.3	ENSXETG00000001223.1
OG0007846	ENSACAG00000013976.2	ENSXETG00000007006.1
OG0007848	ENSACAG00000004729.2	ENSXETG00000019922.1
OG0007849	ENSACAG00000007888.3	ENSXETG00000008637.1
OG0007850	ENSACAG00000002871.3	ENSXETG00000018681.1
OG0007851	ENSACAG00000001591.3	ENSXETG00000001170.1
OG0007852	ENSACAG00000008466.2	ENSXETG00000003120.1
OG0007854	ENSACAG00000000270.1	ENSXETG00000020625.1
OG0007855	ENSACAG00000012598.2	ENSXETG00000001807.1
OG0007856	ENSACAG00000017023.3	ENSXETG00000009457.1
OG0007857	ENSACAG00000001255.2	ENSXETG00000012168.1
OG0007858	ENSACAG00000028502.1	ENSXETG00000012145.1
OG0007859	ENSACAG00000001174.3	ENSXETG00000012114.1
OG0007860	ENSACAG00000000858.3	ENSXETG00000008530.1
OG0007861	ENSACAG00000014124.2	ENSXETG00000021400.1
OG0007862	ENSACAG00000025674.1	ENSXETG00000012793.1
OG0007863	ENSACAG00000017169.3	ENSXETG00000004334.1
OG0007864	ENSACAG00000013004.3	ENSXETG00000013713.1
OG0007865	ENSACAG00000002828.3	ENSXETG00000001130.1
OG0007866	ENSACAG00000005558.2	ENSXETG00000014390.1
OG0007867	ENSACAG00000002821.2	ENSXETG00000007211.1
OG0007869	ENSACAG00000009033.3	ENSXETG00000000235.1
OG0007870	ENSACAG00000017185.2, ENSACAG00000017183.2, ENSACAG00000027009.2, ENSACAG00000024009.2	ENSXETG00000002793.1
OG0007871	ENSACAG00000013690.3	ENSXETG00000008655.1
OG0007872	ENSACAG00000009414.3	ENSXETG00000019266.1
OG0007873	ENSACAG00000000720.3	ENSXETG00000011600.1
OG0007874	ENSACAG00000011574.3	ENSXETG00000009155.1
OG0007875	ENSACAG00000026596.1	ENSXETG00000014725.1
OG0007876	ENSACAG00000001108.3	ENSXETG00000016976.1
OG0007877	ENSACAG00000000737.2	ENSXETG00000016922.1
OG0007878	ENSACAG00000009842.3	ENSXETG00000014311.1
OG0007879	ENSACAG00000001296.3	ENSXETG00000008999.1
OG0007880	ENSACAG00000011543.3	ENSXETG00000003797.1
OG0007881	ENSACAG00000021140.3	ENSXETG00000014159.1
OG0007882	ENSACAG00000010872.3	ENSXETG00000000712.1
OG0007883	ENSACAG00000017153.3	ENSXETG00000002979.1
OG0007884	ENSACAG00000011532.2	ENSXETG00000003805.1
OG0007885	ENSACAG00000011748.3	ENSXETG00000006391.1
OG0007886	ENSACAG00000011116.3	ENSXETG00000011606.1
OG0007887	ENSACAG00000011507.3	ENSXETG00000003811.1
OG0007888	ENSACAG00000001412.3	ENSXETG00000009139.1
OG0007889	ENSACAG00000009822.3	ENSXETG00000014119.1
OG0007890	ENSACAG00000009770.3	ENSXETG00000014082.1
OG0007892	ENSACAG00000016772.3	ENSXETG00000005494.1
OG0007893	ENSACAG00000014649.3	ENSXETG00000003421.1
OG0007894	ENSACAG00000026901.2	ENSXETG00000013666.1
OG0007895	ENSACAG00000016707.3	ENSXETG00000004229.1
OG0007896	ENSACAG00000014529.3	ENSXETG00000003396.1
OG0007897	ENSACAG00000016696.2	ENSXETG00000000251.1
OG0007898	ENSACAG00000001175.3	ENSXETG00000001395.1
OG0007899	ENSACAG00000026046.1	ENSXETG00000020329.1
OG0007900	ENSACAG00000017118.3	ENSXETG00000002664.1
OG0007901	ENSACAG00000028680.1	ENSXETG00000018519.1
OG0007902	ENSACAG00000011915.2	ENSXETG00000002248.1
OG0007903	ENSACAG00000016615.3	ENSXETG00000015034.1
OG0007904	ENSACAG00000024785.1	ENSXETG00000012223.1
OG0007905	ENSACAG00000003347.2	ENSXETG00000008312.1
OG0007906	ENSACAG00000028761.1	ENSXETG00000016456.1
OG0007907	ENSACAG00000014132.3	ENSXETG00000016597.1
OG0007908	ENSACAG00000005538.2	ENSXETG00000002155.1
OG0007909	ENSACAG00000004012.2	ENSXETG00000016316.1
OG0007910	ENSACAG00000016598.3	ENSXETG00000008760.1
OG0007911	ENSACAG00000012120.3	ENSXETG00000015124.1
OG0007912	ENSACAG00000004030.3	ENSXETG00000019028.1
OG0007913	ENSACAG00000001012.3	ENSXETG00000005455.1
OG0007914	ENSACAG00000026782.2	ENSXETG00000019100.1
OG0007915	ENSACAG00000016580.3	ENSXETG00000005926.1
OG0007916	ENSACAG00000003363.2	ENSXETG00000016290.1, ENSXETG00000016339.1
OG0007918	ENSACAG00000011453.3	ENSXETG00000018167.1
OG0007919	ENSACAG00000001207.3	ENSXETG00000003879.1
OG0007920	ENSACAG00000017048.1	ENSXETG00000002106.1
OG0007921	ENSACAG00000005409.3	ENSXETG00000018989.1
OG0007922	ENSACAG00000008483.3	ENSXETG00000016657.1
OG0007923	ENSACAG00000017042.2	ENSXETG00000002102.1
OG0007924	ENSACAG00000011439.3	ENSXETG00000017113.1
OG0007926	ENSACAG00000012798.3	ENSXETG00000006587.1
OG0007927	ENSACAG00000017478.3	ENSXETG00000011672.1
OG0007928	ENSACAG00000011832.2	ENSXETG00000021246.1
OG0007929	ENSACAG00000023287.2	ENSXETG00000006618.1
OG0007931	ENSACAG00000002820.3	ENSXETG00000008824.1
OG0007932	ENSACAG00000011650.3	ENSXETG00000019821.1
OG0007933	ENSACAG00000012547.3	ENSXETG00000001577.1
OG0007935	ENSACAG00000011239.3	ENSXETG00000012370.1, ENSXETG00000003253.1
OG0007936	ENSACAG00000012468.3	ENSXETG00000001649.1
OG0007937	ENSACAG00000011404.3	ENSXETG00000019415.1
OG0007938	ENSACAG00000012122.2	ENSXETG00000009418.1
OG0007940	ENSACAG00000016947.3	ENSXETG00000001933.1
OG0007941	ENSACAG00000008586.3	ENSXETG00000016475.1
OG0007942	ENSACAG00000012420.2	ENSXETG00000020246.1
OG0007943	ENSACAG00000011058.3	ENSXETG00000020668.1
OG0007944	ENSACAG00000007608.2	ENSXETG00000002275.1
OG0007945	ENSACAG00000017335.3	ENSXETG00000008763.1
OG0007946	ENSACAG00000029134.1	ENSXETG00000002086.1
OG0007947	ENSACAG00000016843.2	ENSXETG00000003298.1
OG0007948	ENSACAG00000013810.3	ENSXETG00000017422.1
OG0007949	ENSACAG00000012194.2	ENSXETG00000001746.1
OG0007951	ENSACAG00000013605.3	ENSXETG00000017335.1
OG0007952	ENSACAG00000006515.2	ENSXETG00000017494.1
OG0007953	ENSACAG00000001338.3	ENSXETG00000010177.1
OG0007954	ENSACAG00000013510.3	ENSXETG00000016486.1
OG0007955	ENSACAG00000014365.3	ENSXETG00000019341.1
OG0007956	ENSACAG00000010817.3	ENSXETG00000013935.1
OG0007958	ENSACAG00000017205.2, ENSACAG00000017215.2	ENSXETG00000009892.1
OG0007959	ENSACAG00000010128.3	ENSXETG00000012872.1
OG0007960	ENSACAG00000010595.2	ENSXETG00000015320.1
OG0007962	ENSACAG00000009150.2	ENSXETG00000004295.1
OG0007963	ENSACAG00000017144.3	ENSXETG00000015317.1
OG0007964	ENSACAG00000017116.3	ENSXETG00000007135.1
OG0007965	ENSACAG00000017059.3	ENSXETG00000008567.1
OG0007966	ENSACAG00000010144.3	ENSXETG00000007292.1
OG0007968	ENSACAG00000007838.2	ENSXETG00000014781.1
OG0007969	ENSACAG00000012513.3	ENSXETG00000013903.1
OG0007970	ENSACAG00000000786.3	ENSXETG00000008737.1
OG0007971	ENSACAG00000006404.3	ENSXETG00000000385.1
OG0007972	ENSACAG00000028481.1	ENSXETG00000011957.1
OG0007973	ENSACAG00000013721.3	ENSXETG00000006874.1
OG0007974	ENSACAG00000004571.3	ENSXETG00000006668.1
OG0007975	ENSACAG00000004666.3	ENSXETG00000006719.1
OG0007976	ENSACAG00000004670.3	ENSXETG00000006859.1
OG0007977	ENSACAG00000004751.3	ENSXETG00000004544.1
OG0007978	ENSACAG00000009784.3	ENSXETG00000020289.1
OG0007979	ENSACAG00000004524.2	ENSXETG00000005733.1
OG0007980	ENSACAG00000009870.2	ENSXETG00000019456.1
OG0007981	ENSACAG00000004550.2	ENSXETG00000005741.1
OG0007982	ENSACAG00000006994.3	ENSXETG00000001271.1
OG0007983	ENSACAG00000006745.3	ENSXETG00000003175.1
OG0007984	ENSACAG00000004741.3	ENSXETG00000020444.1
OG0007985	ENSACAG00000011350.3	ENSXETG00000012286.1
OG0007986	ENSACAG00000000084.3	ENSXETG00000018330.1
OG0007987	ENSACAG00000011313.3	ENSXETG00000012224.1
OG0007988	ENSACAG00000000087.2	ENSXETG00000018049.1
OG0007989	ENSACAG00000000089.3	ENSXETG00000020352.1
OG0007990	ENSACAG00000007772.3	ENSXETG00000004380.1
OG0007991	ENSACAG00000022247.1, ENSACAG00000005049.3	ENSXETG00000014103.1
OG0007994	ENSACAG00000015714.2	ENSXETG00000001097.1
OG0007995	ENSACAG00000008120.3	ENSXETG00000015630.1
OG0007996	ENSACAG00000008122.3	ENSXETG00000015203.1
OG0007997	ENSACAG00000014867.3	ENSXETG00000001398.1
OG0007998	ENSACAG00000008182.3	ENSXETG00000009890.1
OG0008000	ENSACAG00000004951.3	ENSXETG00000017565.1
OG0008001	ENSACAG00000012182.3	ENSXETG00000012543.1
OG0008002	ENSACAG00000013107.3	ENSXETG00000007823.1
OG0008003	ENSACAG00000012991.3	ENSXETG00000008149.1
OG0008004	ENSACAG00000000837.3	ENSXETG00000012170.1
OG0008005	ENSACAG00000012979.3	ENSXETG00000008236.1
OG0008006	ENSACAG00000008390.3	ENSXETG00000006097.1
OG0008007	ENSACAG00000000989.3	ENSXETG00000003688.1
OG0008008	ENSACAG00000000623.3	ENSXETG00000010401.1
OG0008009	ENSACAG00000001070.3	ENSXETG00000016283.1
OG0008010	ENSACAG00000008495.3	ENSXETG00000001609.1
OG0008011	ENSACAG00000008792.1, ENSACAG00000028242.1	ENSXETG00000021455.1
OG0008012	ENSACAG00000004545.1	ENSXETG00000016959.1
OG0008013	ENSACAG00000003537.2	ENSXETG00000000062.1
OG0008014	ENSACAG00000014333.3	ENSXETG00000007196.1
OG0008015	ENSACAG00000009813.3	ENSXETG00000003958.1
OG0008016	ENSACAG00000017419.3	ENSXETG00000017884.1
OG0008017	ENSACAG00000017415.3	ENSXETG00000017973.1
OG0008018	ENSACAG00000000445.3	ENSXETG00000005306.1
OG0008019	ENSACAG00000017256.3	ENSXETG00000020229.1
OG0008020	ENSACAG00000000496.2	ENSXETG00000006623.1
OG0008021	ENSACAG00000014982.3	ENSXETG00000006439.1
OG0008022	ENSACAG00000001128.2	ENSXETG00000002330.1
OG0008023	ENSACAG00000017232.3	ENSXETG00000019683.1, ENSXETG00000020612.1
OG0008024	ENSACAG00000001024.3	ENSXETG00000002356.1
OG0008025	ENSACAG00000017123.3	ENSXETG00000019826.1
OG0008026	ENSACAG00000000902.2	ENSXETG00000010367.1
OG0008027	ENSACAG00000005871.3	ENSXETG00000016415.1
OG0008028	ENSACAG00000010233.3	ENSXETG00000011066.1
OG0008029	ENSACAG00000017164.2	ENSXETG00000012217.1
OG0008030	ENSACAG00000017124.2	ENSXETG00000007980.1
OG0008031	ENSACAG00000010445.3	ENSXETG00000010980.1
OG0008032	ENSACAG00000017095.3	ENSXETG00000008045.1
OG0008033	ENSACAG00000017077.2	ENSXETG00000008068.1
OG0008035	ENSACAG00000008557.3	ENSXETG00000011296.1
OG0008036	ENSACAG00000009267.3	ENSXETG00000013382.1
OG0008037	ENSACAG00000012407.3	ENSXETG00000002671.1
OG0008039	ENSACAG00000008595.3	ENSXETG00000010668.1
OG0008040	ENSACAG00000009332.3	ENSXETG00000008073.1
OG0008041	ENSACAG00000008613.3	ENSXETG00000017069.1
OG0008042	ENSACAG00000009459.3	ENSXETG00000009118.1
OG0008043	ENSACAG00000007126.3	ENSXETG00000002608.1
OG0008044	ENSACAG00000009487.3	ENSXETG00000009165.1
OG0008045	ENSACAG00000005978.3	ENSXETG00000017625.1
OG0008046	ENSACAG00000001888.1	ENSXETG00000001870.1
OG0008047	ENSACAG00000006023.3, ENSACAG00000024721.1	ENSXETG00000012006.1, ENSXETG00000011979.1
OG0008048	ENSACAG00000001901.2	ENSXETG00000001821.1
OG0008049	ENSACAG00000006066.3	ENSXETG00000011889.1
OG0008050	ENSACAG00000017130.2	ENSXETG00000018662.1
OG0008051	ENSACAG00000006175.2	ENSXETG00000011843.1
OG0008052	ENSACAG00000008223.3	ENSXETG00000007365.1
OG0008054	ENSACAG00000006198.3	ENSXETG00000016580.1
OG0008055	ENSACAG00000002736.2	ENSXETG00000006180.1
OG0008056	ENSACAG00000004258.2	ENSXETG00000017153.1
OG0008057	ENSACAG00000010846.2	ENSXETG00000004710.1
OG0008058	ENSACAG00000014477.3	ENSXETG00000008994.1
OG0008059	ENSACAG00000004186.3	ENSXETG00000016931.1
