Orthogroup	M_musculus.pep	C_familiaris.pep
OG0009029	ENSMUSG00000006007.14	ENSCAFG00000013751.5
OG0009030	ENSMUSG00000063931.14	ENSCAFG00000007377.4
OG0009031	ENSMUSG00000051890.13	ENSCAFG00000014209.4
OG0009032	ENSMUSG00000049134.15	ENSCAFG00000011103.6
OG0009033	ENSMUSG00000030512.13	ENSCAFG00000010564.3
OG0009034	ENSMUSG00000032014.6	ENSCAFG00000031210.2
OG0009035	ENSMUSG00000024294.14	ENSCAFG00000018239.5
OG0009036	ENSMUSG00000006005.18	ENSCAFG00000013717.4
OG0009037	ENSMUSG00000075701.9	ENSCAFG00000010575.5
OG0009038	ENSMUSG00000029469.14	ENSCAFG00000008428.5
OG0009039	ENSMUSG00000045744.11	ENSCAFG00000019404.4
OG0009040	ENSMUSG00000025075.14	ENSCAFG00000011016.5
OG0009041	ENSMUSG00000034308.13	ENSCAFG00000028891.2
OG0009042	ENSMUSG00000037552.17	ENSCAFG00000005521.5
OG0009043	ENSMUSG00000042942.18	ENSCAFG00000018254.6
OG0009044	ENSMUSG00000031827.13	ENSCAFG00000032529.2
OG0009045	ENSMUSG00000031549.16	ENSCAFG00000005748.4
OG0009046	ENSMUSG00000011263.16	ENSCAFG00000004534.4
OG0009047	ENSMUSG00000056313.5	ENSCAFG00000005747.3
OG0009048	ENSMUSG00000036962.12	ENSCAFG00000004880.5
OG0009049	ENSMUSG00000066842.18	ENSCAFG00000013655.4
OG0009050	ENSMUSG00000050777.7	ENSCAFG00000004893.4
OG0009051	ENSMUSG00000022553.16	ENSCAFG00000042650.1
OG0009052	ENSMUSG00000039137.18	ENSCAFG00000003344.5
OG0009053	ENSMUSG00000023967.9	ENSCAFG00000001928.5
OG0009054	ENSMUSG00000027314.6	ENSCAFG00000009401.3
OG0009055	ENSMUSG00000039158.11	ENSCAFG00000003340.6
OG0009056	ENSMUSG00000034216.12	ENSCAFG00000009383.4
OG0009057	ENSMUSG00000026971.15	ENSCAFG00000009877.4
OG0009058	ENSMUSG00000026389.16	ENSCAFG00000004901.4
OG0009059	ENSMUSG00000027315.13	ENSCAFG00000009365.4
OG0009060	ENSMUSG00000023336.6	ENSCAFG00000019956.4
OG0009061	ENSMUSG00000023150.14	ENSCAFG00000013589.4
OG0009062	ENSMUSG00000045246.11	ENSCAFG00000019957.4
OG0009063	ENSMUSG00000037287.15	ENSCAFG00000011858.4
OG0009065	ENSMUSG00000052748.14	ENSCAFG00000013543.5
OG0009066	ENSMUSG00000037705.13	ENSCAFG00000011819.3
OG0009068	ENSMUSG00000038060.15	ENSCAFG00000004948.4
OG0009069	ENSMUSG00000047879.17	ENSCAFG00000018309.4
OG0009070	ENSMUSG00000035835.14	ENSCAFG00000019679.5
OG0009071	ENSMUSG00000026484.13	ENSCAFG00000013499.4
OG0009072	ENSMUSG00000024979.13	ENSCAFG00000010904.3
OG0009073	ENSMUSG00000032898.9	ENSCAFG00000009303.4
OG0009074	ENSMUSG00000046814.3	ENSCAFG00000029586.2
OG0009075	ENSMUSG00000029361.18	ENSCAFG00000009820.5
OG0009076	ENSMUSG00000036103.9	ENSCAFG00000018331.5
OG0009077	ENSMUSG00000070730.11	ENSCAFG00000009237.4
OG0009078	ENSMUSG00000043019.12	ENSCAFG00000013478.5
OG0009079	ENSMUSG00000021987.9	ENSCAFG00000007083.4
OG0009080	ENSMUSG00000025747.12	ENSCAFG00000018341.5
OG0009081	ENSMUSG00000032021.14	ENSCAFG00000011705.4
OG0009082	ENSMUSG00000019873.8	ENSCAFG00000032538.2
OG0009083	ENSMUSG00000027326.13	ENSCAFG00000009202.4
OG0009084	ENSMUSG00000054360.4	ENSCAFG00000011686.1
OG0009085	ENSMUSG00000044461.6	ENSCAFG00000030320.2
OG0009086	ENSMUSG00000029364.15	ENSCAFG00000009906.6
OG0009088	ENSMUSG00000051185.9	ENSCAFG00000024608.3
OG0009089	ENSMUSG00000040693.7	ENSCAFG00000024995.4
OG0009090	ENSMUSG00000032869.15	ENSCAFG00000006834.4
OG0009091	ENSMUSG00000018076.12	ENSCAFG00000009257.6
OG0009092	ENSMUSG00000040111.17	ENSCAFG00000011584.5
OG0009093	ENSMUSG00000044364.5	ENSCAFG00000006829.3
OG0009094	ENSMUSG00000024256.7	ENSCAFG00000047172.1
OG0009095	ENSMUSG00000038628.8	ENSCAFG00000019715.4
OG0009096	ENSMUSG00000040007.8	ENSCAFG00000009132.4
OG0009097	ENSMUSG00000028634.17	ENSCAFG00000002576.5
OG0009098	ENSMUSG00000025280.8	ENSCAFG00000015546.5
OG0009099	ENSMUSG00000055660.9	ENSCAFG00000018387.5
OG0009101	ENSMUSG00000037855.15	ENSCAFG00000013039.4
OG0009102	ENSMUSG00000043241.14	ENSCAFG00000004839.5
OG0009103	ENSMUSG00000024056.10	ENSCAFG00000018395.4
OG0009104	ENSMUSG00000052581.13	ENSCAFG00000008149.4
OG0009105	ENSMUSG00000037846.18	ENSCAFG00000013018.5
OG0009106	ENSMUSG00000027331.15	ENSCAFG00000009098.5
OG0009107	ENSMUSG00000054966.13	ENSCAFG00000011421.5
OG0009108	ENSMUSG00000029641.8	ENSCAFG00000006798.4
OG0009109	ENSMUSG00000040648.14	ENSCAFG00000007519.5
OG0009110	ENSMUSG00000019947.10	ENSCAFG00000012991.5
OG0009111	ENSMUSG00000016520.7	ENSCAFG00000006782.4
OG0009112	ENSMUSG00000026895.7	ENSCAFG00000030171.2
OG0009113	ENSMUSG00000026974.11	ENSCAFG00000019396.3
OG0009115	ENSMUSG00000045201.6	ENSCAFG00000005671.3
OG0009116	ENSMUSG00000029644.7	ENSCAFG00000006746.5
OG0009117	ENSMUSG00000020312.12	ENSCAFG00000043280.1
OG0009118	ENSMUSG00000021786.13	ENSCAFG00000005674.4
OG0009119	ENSMUSG00000042751.14	ENSCAFG00000013252.5
OG0009120	ENSMUSG00000022211.9	ENSCAFG00000011712.4
OG0009121	ENSMUSG00000021785.8	ENSCAFG00000005682.5
OG0009122	ENSMUSG00000030842.12	ENSCAFG00000005788.4
OG0009123	ENSMUSG00000040061.17	ENSCAFG00000009036.5
OG0009124	ENSMUSG00000027465.13	ENSCAFG00000030816.2
OG0009125	ENSMUSG00000019942.13	ENSCAFG00000012904.5
OG0009126	ENSMUSG00000048915.12	ENSCAFG00000007448.4
OG0009127	ENSMUSG00000045994.17	ENSCAFG00000009677.5
OG0009128	ENSMUSG00000074923.10	ENSCAFG00000008972.4
OG0009129	ENSMUSG00000032680.11	ENSCAFG00000006974.3
OG0009130	ENSMUSG00000024085.13	ENSCAFG00000007417.5
OG0009131	ENSMUSG00000026478.14	ENSCAFG00000013234.4
OG0009132	ENSMUSG00000024044.19	ENSCAFG00000018575.5
OG0009133	ENSMUSG00000045691.14	ENSCAFG00000011651.3
OG0009134	ENSMUSG00000006641.12	ENSCAFG00000004818.4
OG0009135	ENSMUSG00000035443.10	ENSCAFG00000009772.4
OG0009136	ENSMUSG00000026437.11	ENSCAFG00000010082.4
OG0009137	ENSMUSG00000024259.9	ENSCAFG00000007396.5
OG0009138	ENSMUSG00000038299.16	ENSCAFG00000007387.4
OG0009139	ENSMUSG00000037600.16	ENSCAFG00000012214.4
OG0009140	ENSMUSG00000040093.16	ENSCAFG00000029558.2
OG0009141	ENSMUSG00000031988.10	ENSCAFG00000029822.2
OG0009142	ENSMUSG00000042699.11	ENSCAFG00000013205.5
OG0009143	ENSMUSG00000003279.17	ENSCAFG00000018531.5
OG0009144	ENSMUSG00000059149.17	ENSCAFG00000010137.4
OG0009145	ENSMUSG00000042684.8	ENSCAFG00000013160.4
OG0009147	ENSMUSG00000040133.2	ENSCAFG00000008742.4
OG0009148	ENSMUSG00000024049.15	ENSCAFG00000018478.5
OG0009149	ENSMUSG00000027344.14	ENSCAFG00000008736.4
OG0009150	ENSMUSG00000028854.9	ENSCAFG00000012207.4
OG0009151	ENSMUSG00000026433.13	ENSCAFG00000010186.4
OG0009152	ENSMUSG00000035024.16	ENSCAFG00000009799.5
OG0009153	ENSMUSG00000005871.15	ENSCAFG00000007343.4
OG0009154	ENSMUSG00000055932.15	ENSCAFG00000009463.4
OG0009155	ENSMUSG00000039706.11	ENSCAFG00000015135.4
OG0009156	ENSMUSG00000042268.10	ENSCAFG00000010191.4
OG0009157	ENSMUSG00000031990.15	ENSCAFG00000009810.4
OG0009158	ENSMUSG00000032875.8	ENSCAFG00000005619.6
OG0009159	ENSMUSG00000031738.14	ENSCAFG00000009430.5
OG0009160	ENSMUSG00000022041.10	ENSCAFG00000008499.5
OG0009161	ENSMUSG00000031740.8	ENSCAFG00000009421.5
OG0009162	ENSMUSG00000052688.12	ENSCAFG00000010198.3
OG0009163	ENSMUSG00000024052.17	ENSCAFG00000018442.5
OG0009164	ENSMUSG00000030691.15	ENSCAFG00000005633.4
OG0009165	ENSMUSG00000004552.16	ENSCAFG00000010206.4
OG0009166	ENSMUSG00000071856.10	ENSCAFG00000016257.4
OG0009167	ENSMUSG00000028845.15	ENSCAFG00000042615.1
OG0009168	ENSMUSG00000042558.16	ENSCAFG00000030689.2
OG0009169	ENSMUSG00000070436.12	ENSCAFG00000005386.4
OG0009170	ENSMUSG00000024537.5	ENSCAFG00000018855.4
OG0009171	ENSMUSG00000024539.17	ENSCAFG00000018862.5
OG0009172	ENSMUSG00000055407.14	ENSCAFG00000005381.6
OG0009173	ENSMUSG00000049686.14	ENSCAFG00000008233.5
OG0009174	ENSMUSG00000030718.9	ENSCAFG00000005539.5
OG0009175	ENSMUSG00000029477.14	ENSCAFG00000008227.4
OG0009177	ENSMUSG00000026427.16	ENSCAFG00000010261.5
OG0009178	ENSMUSG00000063605.5	ENSCAFG00000008709.6
OG0009179	ENSMUSG00000033949.12	ENSCAFG00000000219.4
OG0009180	ENSMUSG00000021418.15	ENSCAFG00000009435.4
OG0009182	ENSMUSG00000027022.14	ENSCAFG00000011682.6
OG0009183	ENSMUSG00000035539.14	ENSCAFG00000002403.5
OG0009184	ENSMUSG00000066148.3	ENSCAFG00000003224.4
OG0009185	ENSMUSG00000024542.9	ENSCAFG00000018880.5
OG0009186	ENSMUSG00000001558.5	ENSCAFG00000015849.4
OG0009187	ENSMUSG00000033319.5	ENSCAFG00000000210.4
OG0009188	ENSMUSG00000056130.10	ENSCAFG00000047110.1
OG0009189	ENSMUSG00000036502.14	ENSCAFG00000018461.5
OG0009190	ENSMUSG00000016529.5	ENSCAFG00000011443.3
OG0009191	ENSMUSG00000019731.13	ENSCAFG00000015651.4
OG0009192	ENSMUSG00000033184.14	ENSCAFG00000000209.6
OG0009193	ENSMUSG00000066149.11	ENSCAFG00000031020.2
OG0009194	ENSMUSG00000033022.8	ENSCAFG00000000206.4
OG0009195	ENSMUSG00000066150.12	ENSCAFG00000003215.5
OG0009196	ENSMUSG00000036551.6	ENSCAFG00000034388.2
OG0009197	ENSMUSG00000045569.7	ENSCAFG00000000170.4
OG0009198	ENSMUSG00000057604.9	ENSCAFG00000005570.4
OG0009199	ENSMUSG00000029440.15	ENSCAFG00000008038.5
OG0009200	ENSMUSG00000026417.13	ENSCAFG00000011496.4
OG0009201	ENSMUSG00000046691.14	ENSCAFG00000032208.2
OG0009202	ENSMUSG00000049287.5	ENSCAFG00000001167.4
OG0009203	ENSMUSG00000043448.13	ENSCAFG00000001170.5
OG0009204	ENSMUSG00000036860.14	ENSCAFG00000001176.4
OG0009205	ENSMUSG00000042705.9	ENSCAFG00000000197.4
OG0009206	ENSMUSG00000020441.6	ENSCAFG00000001177.4
OG0009207	ENSMUSG00000019647.16	ENSCAFG00000000192.4
OG0009208	ENSMUSG00000041130.10	ENSCAFG00000019456.4
OG0009209	ENSMUSG00000022215.6	ENSCAFG00000011905.4
OG0009210	ENSMUSG00000033697.16	ENSCAFG00000001669.4
OG0009211	ENSMUSG00000026312.17	ENSCAFG00000000056.4
OG0009212	ENSMUSG00000040888.10	ENSCAFG00000019461.5
OG0009213	ENSMUSG00000063409.12	ENSCAFG00000024648.3
OG0009214	ENSMUSG00000035769.9	ENSCAFG00000005028.4
OG0009215	ENSMUSG00000035168.16	ENSCAFG00000009370.4
OG0009216	ENSMUSG00000026791.14	ENSCAFG00000020140.4
OG0009217	ENSMUSG00000020225.10	ENSCAFG00000000370.4
OG0009218	ENSMUSG00000035984.14	ENSCAFG00000044648.1
OG0009219	ENSMUSG00000031770.16	ENSCAFG00000008980.5
OG0009220	ENSMUSG00000034848.17	ENSCAFG00000011592.4
OG0009221	ENSMUSG00000039257.11	ENSCAFG00000007631.4
OG0009222	ENSMUSG00000075249.12	ENSCAFG00000014480.5
OG0009222	ENSMUSG00000079606.1	ENSCAFG00000018773.5
OG0009223	ENSMUSG00000031703.8	ENSCAFG00000010234.4
OG0009224	ENSMUSG00000028630.9	ENSCAFG00000000407.3
OG0009225	ENSMUSG00000063550.8	ENSCAFG00000005871.4
OG0009226	ENSMUSG00000020212.14	ENSCAFG00000000412.5
OG0009228	ENSMUSG00000049106.7	ENSCAFG00000016552.4
OG0009229	ENSMUSG00000024507.6	ENSCAFG00000000158.5
OG0009230	ENSMUSG00000030990.18	ENSCAFG00000005884.4
OG0009231	ENSMUSG00000052798.13	ENSCAFG00000000417.4
OG0009232	ENSMUSG00000029186.12	ENSCAFG00000016452.4
OG0009233	ENSMUSG00000024165.9	ENSCAFG00000019540.4
OG0009234	ENSMUSG00000029439.14	ENSCAFG00000006625.5
OG0009235	ENSMUSG00000024614.7	ENSCAFG00000000043.4
OG0009236	ENSMUSG00000073565.5	ENSCAFG00000000510.4
OG0009237	ENSMUSG00000022545.13	ENSCAFG00000018827.4
OG0009238	ENSMUSG00000059060.15	ENSCAFG00000016485.4
OG0009239	ENSMUSG00000009569.14	ENSCAFG00000018810.5
OG0009240	ENSMUSG00000055531.12	ENSCAFG00000000424.6
OG0009241	ENSMUSG00000046070.9	ENSCAFG00000019493.4
OG0009242	ENSMUSG00000024534.15	ENSCAFG00000000522.4
OG0009243	ENSMUSG00000032360.16	ENSCAFG00000002328.1
OG0009244	ENSMUSG00000031697.12	ENSCAFG00000003683.4
OG0009245	ENSMUSG00000021120.11	ENSCAFG00000016423.4
OG0009246	ENSMUSG00000034484.8	ENSCAFG00000000530.4
OG0009247	ENSMUSG00000021125.6	ENSCAFG00000016428.5
OG0009248	ENSMUSG00000031696.9	ENSCAFG00000003688.4
OG0009249	ENSMUSG00000020170.4	ENSCAFG00000000431.4
OG0009250	ENSMUSG00000029775.14	ENSCAFG00000001497.4
OG0009251	ENSMUSG00000032179.7	ENSCAFG00000002345.4
OG0009253	ENSMUSG00000034391.12	ENSCAFG00000000029.5
OG0009254	ENSMUSG00000022322.8	ENSCAFG00000003704.3
OG0009255	ENSMUSG00000029507.16	ENSCAFG00000006429.5
OG0009256	ENSMUSG00000037331.15	ENSCAFG00000017639.5
OG0009257	ENSMUSG00000024645.5	ENSCAFG00000000028.4
OG0009258	ENSMUSG00000069378.14	ENSCAFG00000023666.4
OG0009259	ENSMUSG00000055435.6	ENSCAFG00000020027.5
OG0009260	ENSMUSG00000039178.9	ENSCAFG00000016362.4
OG0009261	ENSMUSG00000048799.8	ENSCAFG00000000543.4
OG0009262	ENSMUSG00000031758.10	ENSCAFG00000020020.4
OG0009263	ENSMUSG00000061576.15	ENSCAFG00000005036.4
OG0009264	ENSMUSG00000021118.7	ENSCAFG00000016394.4
OG0009265	ENSMUSG00000047992.11	ENSCAFG00000000025.4
OG0009266	ENSMUSG00000060187.4	ENSCAFG00000000434.2
OG0009267	ENSMUSG00000031756.5	ENSCAFG00000020017.4
OG0009268	ENSMUSG00000037275.14	ENSCAFG00000017614.5
OG0009269	ENSMUSG00000021116.10	ENSCAFG00000016386.4
OG0009270	ENSMUSG00000052713.9	ENSCAFG00000000569.5
OG0009271	ENSMUSG00000056162.14	ENSCAFG00000000024.4
OG0009272	ENSMUSG00000075324.13	ENSCAFG00000010526.4
OG0009273	ENSMUSG00000043323.17	ENSCAFG00000023460.5
OG0009274	ENSMUSG00000021114.9	ENSCAFG00000016369.4
OG0009275	ENSMUSG00000046982.11	ENSCAFG00000000020.4
OG0009276	ENSMUSG00000014668.15	ENSCAFG00000006074.4
OG0009277	ENSMUSG00000058881.13	ENSCAFG00000000019.5
OG0009278	ENSMUSG00000006095.12	ENSCAFG00000006591.4
OG0009279	ENSMUSG00000041258.18	ENSCAFG00000000017.4
OG0009280	ENSMUSG00000021112.9	ENSCAFG00000016353.4
OG0009281	ENSMUSG00000058230.12	ENSCAFG00000004190.5
OG0009282	ENSMUSG00000029130.12	ENSCAFG00000005116.4
OG0009283	ENSMUSG00000008036.11	ENSCAFG00000004193.4
OG0009284	ENSMUSG00000052557.11	ENSCAFG00000019999.4
OG0009285	ENSMUSG00000047454.12	ENSCAFG00000016305.5
OG0009286	ENSMUSG00000001918.17	ENSCAFG00000004201.3
OG0009287	ENSMUSG00000024553.8	ENSCAFG00000000015.4
OG0009288	ENSMUSG00000020395.13	ENSCAFG00000017565.4
OG0009289	ENSMUSG00000029500.16	ENSCAFG00000006123.4
OG0009290	ENSMUSG00000034330.10	ENSCAFG00000019989.4
OG0009291	ENSMUSG00000039000.8	ENSCAFG00000005158.5
OG0009292	ENSMUSG00000056553.14	ENSCAFG00000032520.2
OG0009293	ENSMUSG00000020411.2	ENSCAFG00000017367.4
OG0009294	ENSMUSG00000042029.7	ENSCAFG00000005217.4
OG0009295	ENSMUSG00000011256.16	ENSCAFG00000017357.4
OG0009296	ENSMUSG00000053950.10	ENSCAFG00000000007.4
OG0009297	ENSMUSG00000031901.12	ENSCAFG00000020326.2
OG0009298	ENSMUSG00000060708.4	ENSCAFG00000014337.4
OG0009299	ENSMUSG00000056214.9	ENSCAFG00000000005.4
OG0009300	ENSMUSG00000021337.8	ENSCAFG00000010559.4
OG0009301	ENSMUSG00000044847.13	ENSCAFG00000045584.1
OG0009302	ENSMUSG00000031902.10	ENSCAFG00000020324.5
OG0009303	ENSMUSG00000006169.20	ENSCAFG00000017344.5
OG0009304	ENSMUSG00000021338.17	ENSCAFG00000010536.5
OG0009305	ENSMUSG00000037791.15	ENSCAFG00000018842.6
OG0009306	ENSMUSG00000031906.9	ENSCAFG00000020310.4
OG0009307	ENSMUSG00000033106.6	ENSCAFG00000020314.5
OG0009308	ENSMUSG00000041231.15	ENSCAFG00000017291.4
OG0009309	ENSMUSG00000036006.20	ENSCAFG00000010457.4
OG0009310	ENSMUSG00000019132.11	ENSCAFG00000010417.5
OG0009311	ENSMUSG00000022515.6	ENSCAFG00000019190.4
OG0009312	ENSMUSG00000030741.15	ENSCAFG00000017313.4
OG0009313	ENSMUSG00000035958.3	ENSCAFG00000043057.1, ENSCAFG00000010428.5
OG0009314	ENSMUSG00000031871.9	ENSCAFG00000020413.6
OG0009315	ENSMUSG00000035936.6	ENSCAFG00000010366.4
OG0009316	ENSMUSG00000021147.17	ENSCAFG00000005519.4
OG0009317	ENSMUSG00000021339.4	ENSCAFG00000010268.4
OG0009318	ENSMUSG00000035910.15	ENSCAFG00000010260.4
OG0009319	ENSMUSG00000048978.14	ENSCAFG00000028566.2
OG0009320	ENSMUSG00000028431.11	ENSCAFG00000002818.4
OG0009321	ENSMUSG00000076431.4	ENSCAFG00000024883.4
OG0009322	ENSMUSG00000038732.15	ENSCAFG00000010211.4
OG0009323	ENSMUSG00000038068.15	ENSCAFG00000010192.4
OG0009324	ENSMUSG00000038080.17	ENSCAFG00000010177.5
OG0009325	ENSMUSG00000044231.3	ENSCAFG00000010151.4
OG0009326	ENSMUSG00000030714.14	ENSCAFG00000017127.4
OG0009327	ENSMUSG00000042078.14	ENSCAFG00000011185.4
OG0009328	ENSMUSG00000031584.16	ENSCAFG00000006478.4
OG0009329	ENSMUSG00000013629.16	ENSCAFG00000004767.5
OG0009330	ENSMUSG00000025812.18	ENSCAFG00000003737.4
OG0009331	ENSMUSG00000049184.6	ENSCAFG00000006442.5
OG0009333	ENSMUSG00000036550.16	ENSCAFG00000008426.5
OG0009334	ENSMUSG00000031583.13	ENSCAFG00000006410.5
OG0009335	ENSMUSG00000023908.8	ENSCAFG00000019338.4
OG0009336	ENSMUSG00000015396.4	ENSCAFG00000028456.2
OG0009337	ENSMUSG00000050335.17	ENSCAFG00000014359.3, ENSCAFG00000015013.4
OG0009338	ENSMUSG00000003437.14	ENSCAFG00000005550.5
OG0009339	ENSMUSG00000015766.14	ENSCAFG00000012724.5
OG0009340	ENSMUSG00000071506.4	ENSCAFG00000028852.2
OG0009341	ENSMUSG00000016933.17	ENSCAFG00000009082.3
OG0009342	ENSMUSG00000037544.14	ENSCAFG00000015026.5
OG0009343	ENSMUSG00000031516.11	ENSCAFG00000006518.5
OG0009344	ENSMUSG00000037536.14	ENSCAFG00000015040.4
OG0009345	ENSMUSG00000038175.10	ENSCAFG00000009903.4
OG0009346	ENSMUSG00000037526.7	ENSCAFG00000015046.4
OG0009347	ENSMUSG00000090523.2	ENSCAFG00000030972.3
OG0009348	ENSMUSG00000030340.16	ENSCAFG00000015196.5
OG0009349	ENSMUSG00000046876.16	ENSCAFG00000009934.5
OG0009350	ENSMUSG00000035877.17	ENSCAFG00000009101.4
OG0009351	ENSMUSG00000050271.12	ENSCAFG00000006745.5
OG0009353	ENSMUSG00000070056.6	ENSCAFG00000006686.5
OG0009354	ENSMUSG00000024382.13	ENSCAFG00000004497.4
OG0009355	ENSMUSG00000021373.16	ENSCAFG00000009977.5
OG0009356	ENSMUSG00000031527.7	ENSCAFG00000006678.2
OG0009357	ENSMUSG00000021850.14	ENSCAFG00000015253.5
OG0009358	ENSMUSG00000038252.13	ENSCAFG00000015124.4
OG0009359	ENSMUSG00000024240.13	ENSCAFG00000004100.5
OG0009360	ENSMUSG00000031530.6	ENSCAFG00000030240.2
OG0009361	ENSMUSG00000021579.4	ENSCAFG00000029782.2
OG0009362	ENSMUSG00000059325.14	ENSCAFG00000031330.2
OG0009363	ENSMUSG00000026188.11	ENSCAFG00000028851.2
OG0009364	ENSMUSG00000026187.9	ENSCAFG00000014390.5
OG0009365	ENSMUSG00000029248.14	ENSCAFG00000032239.3
OG0009366	ENSMUSG00000050700.11	ENSCAFG00000009178.6
OG0009367	ENSMUSG00000063820.11	ENSCAFG00000002248.5
OG0009368	ENSMUSG00000041225.16	ENSCAFG00000004045.5
OG0009369	ENSMUSG00000051335.6	ENSCAFG00000009832.1
OG0009371	ENSMUSG00000041695.2	ENSCAFG00000010736.4
OG0009372	ENSMUSG00000038279.10	ENSCAFG00000015034.4
OG0009373	ENSMUSG00000051497.15	ENSCAFG00000010741.3
OG0009374	ENSMUSG00000054728.17	ENSCAFG00000009809.5
OG0009375	ENSMUSG00000031532.6	ENSCAFG00000031381.2
OG0009376	ENSMUSG00000027643.9	ENSCAFG00000008743.4
OG0009377	ENSMUSG00000036285.10	ENSCAFG00000002256.5
OG0009378	ENSMUSG00000027646.15	ENSCAFG00000008755.4
OG0009379	ENSMUSG00000033960.6	ENSCAFG00000003987.4
OG0009380	ENSMUSG00000024235.11	ENSCAFG00000003980.3
OG0009381	ENSMUSG00000024232.2	ENSCAFG00000030262.2
OG0009382	ENSMUSG00000022269.13	ENSCAFG00000019105.4
OG0009383	ENSMUSG00000043556.10	ENSCAFG00000031644.2
OG0009384	ENSMUSG00000035863.14	ENSCAFG00000019698.4
OG0009385	ENSMUSG00000022265.7	ENSCAFG00000014290.4
OG0009386	ENSMUSG00000039005.13	ENSCAFG00000003518.4
OG0009387	ENSMUSG00000030329.11	ENSCAFG00000014717.3
OG0009388	ENSMUSG00000109336.1	ENSCAFG00000005568.5
OG0009389	ENSMUSG00000042002.11	ENSCAFG00000010915.4
OG0009390	ENSMUSG00000004895.9	ENSCAFG00000016737.5
OG0009391	ENSMUSG00000029026.16	ENSCAFG00000019489.4
OG0009392	ENSMUSG00000040688.16	ENSCAFG00000019418.4
OG0009393	ENSMUSG00000037216.5	ENSCAFG00000002297.2
OG0009394	ENSMUSG00000030034.11	ENSCAFG00000008503.6
OG0009395	ENSMUSG00000026088.15	ENSCAFG00000002294.3
OG0009396	ENSMUSG00000022677.15	ENSCAFG00000029337.2
OG0009397	ENSMUSG00000044149.7	ENSCAFG00000018411.4
OG0009398	ENSMUSG00000031093.14	ENSCAFG00000018332.4
OG0009399	ENSMUSG00000033579.16	ENSCAFG00000020107.5
OG0009400	ENSMUSG00000070319.6	ENSCAFG00000017908.4
OG0009401	ENSMUSG00000028863.13	ENSCAFG00000003302.4
OG0009402	ENSMUSG00000022887.9	ENSCAFG00000013838.5
OG0009403	ENSMUSG00000026779.6	ENSCAFG00000004382.5
OG0009404	ENSMUSG00000029213.11	ENSCAFG00000001899.4
OG0009405	ENSMUSG00000005220.10	ENSCAFG00000001907.5
OG0009406	ENSMUSG00000028869.13	ENSCAFG00000003289.4
OG0009407	ENSMUSG00000039205.16	ENSCAFG00000020086.6
OG0009408	ENSMUSG00000063659.11	ENSCAFG00000015810.4
OG0009409	ENSMUSG00000044730.17	ENSCAFG00000032511.2
OG0009410	ENSMUSG00000028889.17	ENSCAFG00000003253.4
OG0009411	ENSMUSG00000021431.15	ENSCAFG00000009574.4
OG0009413	ENSMUSG00000026787.3	ENSCAFG00000004299.4
OG0009414	ENSMUSG00000024816.12	ENSCAFG00000013615.4
OG0009415	ENSMUSG00000030590.15	ENSCAFG00000005919.4
OG0009416	ENSMUSG00000035776.14	ENSCAFG00000019136.5
OG0009417	ENSMUSG00000030589.15	ENSCAFG00000005909.4
OG0009418	ENSMUSG00000026495.8	ENSCAFG00000029154.2
OG0009419	ENSMUSG00000048550.17	ENSCAFG00000004265.4
OG0009420	ENSMUSG00000039774.12	ENSCAFG00000002494.4
OG0009421	ENSMUSG00000031189.12	ENSCAFG00000019094.5
OG0009422	ENSMUSG00000068122.10	ENSCAFG00000018264.3
OG0009423	ENSMUSG00000035653.16	ENSCAFG00000013943.5
OG0009424	ENSMUSG00000032643.12	ENSCAFG00000003210.3
OG0009425	ENSMUSG00000028907.7	ENSCAFG00000003202.4
OG0009426	ENSMUSG00000039809.10	ENSCAFG00000002487.4
OG0009427	ENSMUSG00000036352.16	ENSCAFG00000019712.3
OG0009428	ENSMUSG00000031891.6	ENSCAFG00000020362.4
OG0009429	ENSMUSG00000030423.7	ENSCAFG00000007630.4
OG0009430	ENSMUSG00000034987.4	ENSCAFG00000016718.4
OG0009431	ENSMUSG00000024271.8	ENSCAFG00000017840.4
OG0009432	ENSMUSG00000045875.13	ENSCAFG00000008725.4
OG0009433	ENSMUSG00000027318.17	ENSCAFG00000006234.5
OG0009434	ENSMUSG00000035495.15	ENSCAFG00000002439.4
OG0009435	ENSMUSG00000029153.11	ENSCAFG00000031331.2
OG0009436	ENSMUSG00000058488.7	ENSCAFG00000006322.4
OG0009437	ENSMUSG00000000085.16	ENSCAFG00000002592.4
OG0009438	ENSMUSG00000028521.17	ENSCAFG00000028904.2
OG0009439	ENSMUSG00000030708.14	ENSCAFG00000005569.4
OG0009440	ENSMUSG00000029156.11	ENSCAFG00000002001.5
OG0009441	ENSMUSG00000028522.16	ENSCAFG00000018549.7
OG0009442	ENSMUSG00000003282.9	ENSCAFG00000007051.4
OG0009443	ENSMUSG00000035126.19	ENSCAFG00000018556.4
OG0009444	ENSMUSG00000038827.11	ENSCAFG00000028510.2
OG0009445	ENSMUSG00000049907.8	ENSCAFG00000002019.5
OG0009446	ENSMUSG00000026740.12	ENSCAFG00000004152.4
OG0009447	ENSMUSG00000028524.21	ENSCAFG00000018570.4
OG0009448	ENSMUSG00000028337.14	ENSCAFG00000002477.4
OG0009450	ENSMUSG00000024798.15	ENSCAFG00000007224.6
OG0009451	ENSMUSG00000040734.14	ENSCAFG00000004459.6
OG0009452	ENSMUSG00000025902.13	ENSCAFG00000025327.4
