Orthogroup	M_musculus.pep	X_tropicalis.pep
OG0005863	ENSMUSG00000068663.14	ENSXETG00000019157.1
OG0005864	ENSMUSG00000031754.10	ENSXETG00000017399.1
OG0005865	ENSMUSG00000056917.13	ENSXETG00000010587.1
OG0005866	ENSMUSG00000028149.12	ENSXETG00000000104.1
OG0005867	ENSMUSG00000031229.16	ENSXETG00000009549.1
OG0005868	ENSMUSG00000024411.11	ENSXETG00000018594.1, ENSXETG00000018998.1
OG0005869	ENSMUSG00000020133.8	ENSXETG00000006030.1
OG0005870	ENSMUSG00000054321.7	ENSXETG00000019160.1
OG0005871	ENSMUSG00000005813.12	ENSXETG00000010602.1
OG0005872	ENSMUSG00000039357.2	ENSXETG00000005042.1
OG0005873	ENSMUSG00000029390.13	ENSXETG00000003497.1
OG0005874	ENSMUSG00000008958.14	ENSXETG00000008714.1
OG0005875	ENSMUSG00000029392.12	ENSXETG00000003535.1
OG0005876	ENSMUSG00000029402.8	ENSXETG00000003571.1
OG0005877	ENSMUSG00000039585.15	ENSXETG00000019114.1
OG0005878	ENSMUSG00000036339.18	ENSXETG00000008532.1
OG0005879	ENSMUSG00000001138.13	ENSXETG00000013861.1
OG0005880	ENSMUSG00000028884.14	ENSXETG00000017503.1
OG0005881	ENSMUSG00000062444.15	ENSXETG00000005593.1
OG0005882	ENSMUSG00000047635.6	ENSXETG00000004874.1
OG0005883	ENSMUSG00000038126.17	ENSXETG00000004887.1
OG0005884	ENSMUSG00000028886.15	ENSXETG00000000551.1
OG0005885	ENSMUSG00000056529.7	ENSXETG00000000464.1
OG0005886	ENSMUSG00000035852.11	ENSXETG00000012800.1
OG0005887	ENSMUSG00000024421.16	ENSXETG00000018617.1
OG0005888	ENSMUSG00000042105.18	ENSXETG00000009707.1
OG0005889	ENSMUSG00000025728.16	ENSXETG00000003899.1
OG0005890	ENSMUSG00000103879.3, ENSMUSG00000056370.15	ENSXETG00000020952.1
OG0005891	ENSMUSG00000028108.15	ENSXETG00000002119.1
OG0005892	ENSMUSG00000022589.8, ENSMUSG00000075604.5	ENSXETG00000009337.1
OG0005893	ENSMUSG00000052572.19	ENSXETG00000011047.1
OG0005894	ENSMUSG00000024767.11	ENSXETG00000014384.1
OG0005895	ENSMUSG00000017776.15	ENSXETG00000000745.1
OG0005896	ENSMUSG00000044350.14	ENSXETG00000000306.1
OG0005897	ENSMUSG00000028101.18	ENSXETG00000004780.1
OG0005898	ENSMUSG00000032313.11	ENSXETG00000019392.1
OG0005899	ENSMUSG00000024413.14	ENSXETG00000020606.1
OG0005900	ENSMUSG00000021770.11	ENSXETG00000017733.1
OG0005901	ENSMUSG00000024966.9	ENSXETG00000014134.1
OG0005902	ENSMUSG00000054823.16	ENSXETG00000020592.1
OG0005903	ENSMUSG00000025081.13	ENSXETG00000005998.1
OG0005904	ENSMUSG00000028745.18	ENSXETG00000002728.1
OG0005905	ENSMUSG00000037363.9	ENSXETG00000018949.1
OG0005906	ENSMUSG00000047656.9	ENSXETG00000013968.1
OG0005907	ENSMUSG00000024797.14	ENSXETG00000001844.1
OG0005908	ENSMUSG00000023106.15	ENSXETG00000006446.1
OG0005910	ENSMUSG00000020974.6	ENSXETG00000005437.1
OG0005911	ENSMUSG00000068302.8	ENSXETG00000016937.1
OG0005912	ENSMUSG00000013921.15	ENSXETG00000019349.1, ENSXETG00000008198.1
OG0005913	ENSMUSG00000029466.11	ENSXETG00000012929.1
OG0005914	ENSMUSG00000041238.16	ENSXETG00000019657.1
OG0005915	ENSMUSG00000015094.16	ENSXETG00000004126.1
OG0005916	ENSMUSG00000032513.8	ENSXETG00000003276.1
OG0005917	ENSMUSG00000032013.6	ENSXETG00000000900.1
OG0005918	ENSMUSG00000032015.16	ENSXETG00000000930.1
OG0005919	ENSMUSG00000024293.16	ENSXETG00000018158.1
OG0005920	ENSMUSG00000018401.17	ENSXETG00000007958.1
OG0005921	ENSMUSG00000029472.13	ENSXETG00000000741.1
OG0005922	ENSMUSG00000037999.13	ENSXETG00000010987.1
OG0005923	ENSMUSG00000043445.7	ENSXETG00000017056.1
OG0005924	ENSMUSG00000032515.8	ENSXETG00000005854.1
OG0005925	ENSMUSG00000026930.15	ENSXETG00000018585.1
OG0005926	ENSMUSG00000079243.4	ENSXETG00000005722.1
OG0005927	ENSMUSG00000006014.16	ENSXETG00000010010.1
OG0005928	ENSMUSG00000010825.17	ENSXETG00000017644.1
OG0005929	ENSMUSG00000029592.11	ENSXETG00000012569.1
OG0005930	ENSMUSG00000030769.15	ENSXETG00000018942.1
OG0005932	ENSMUSG00000027263.12	ENSXETG00000003242.1
OG0005933	ENSMUSG00000027313.3	ENSXETG00000021081.1
OG0005934	ENSMUSG00000029470.15	ENSXETG00000000944.1, ENSXETG00000005029.1
OG0005935	ENSMUSG00000037820.15	ENSXETG00000009604.1
OG0005936	ENSMUSG00000023966.8	ENSXETG00000014623.1
OG0005937	ENSMUSG00000032508.8	ENSXETG00000019864.1
OG0005939	ENSMUSG00000003970.9	ENSXETG00000020129.1
OG0005940	ENSMUSG00000000247.11	ENSXETG00000003531.1
OG0005942	ENSMUSG00000010651.4, ENSMUSG00000036138.16	ENSXETG00000020891.1
OG0005943	ENSMUSG00000028910.12	ENSXETG00000020813.1
OG0005944	ENSMUSG00000038740.9	ENSXETG00000014543.1
OG0005945	ENSMUSG00000054580.14	ENSXETG00000019813.1
OG0005946	ENSMUSG00000034278.3	ENSXETG00000019857.1
OG0005947	ENSMUSG00000029359.13	ENSXETG00000006884.1
OG0005948	ENSMUSG00000032018.14	ENSXETG00000014065.1
OG0005949	ENSMUSG00000024287.8	ENSXETG00000019211.1
OG0005950	ENSMUSG00000005718.8	ENSXETG00000009271.1
OG0005952	ENSMUSG00000025743.14	ENSXETG00000019549.1
OG0005954	ENSMUSG00000026676.7	ENSXETG00000005974.1, ENSXETG00000017888.1
OG0005955	ENSMUSG00000039128.13	ENSXETG00000006511.1
OG0005956	ENSMUSG00000027323.10	ENSXETG00000019247.1
OG0005957	ENSMUSG00000068079.5	ENSXETG00000015349.1, ENSXETG00000016162.1
OG0005958	ENSMUSG00000063895.7, ENSMUSG00000114797.1	ENSXETG00000009235.1
OG0005959	ENSMUSG00000074088.6, ENSMUSG00000106911.1	ENSXETG00000001373.1
OG0005960	ENSMUSG00000027324.1	ENSXETG00000019956.1
OG0005961	ENSMUSG00000025817.12	ENSXETG00000012301.1
OG0005962	ENSMUSG00000014932.15	ENSXETG00000019367.1
OG0005963	ENSMUSG00000032024.10	ENSXETG00000019880.1
OG0005964	ENSMUSG00000023232.17	ENSXETG00000006628.1
OG0005965	ENSMUSG00000025815.13	ENSXETG00000001323.1
OG0005966	ENSMUSG00000040767.10	ENSXETG00000004440.1
OG0005967	ENSMUSG00000029636.11	ENSXETG00000016552.1
OG0005969	ENSMUSG00000116458.1, ENSMUSG00000037868.15	ENSXETG00000015786.1
OG0005970	ENSMUSG00000030259.12	ENSXETG00000015878.1
OG0005971	ENSMUSG00000032127.9	ENSXETG00000009910.1
OG0005972	ENSMUSG00000016510.11	ENSXETG00000016464.1
OG0005973	ENSMUSG00000029777.10	ENSXETG00000000101.1
OG0005974	ENSMUSG00000060012.9	ENSXETG00000009941.1
OG0005975	ENSMUSG00000060044.8	ENSXETG00000014298.1, ENSXETG00000005077.1
OG0005977	ENSMUSG00000078630.8	ENSXETG00000010789.1
OG0005978	ENSMUSG00000033705.17	ENSXETG00000000299.1
OG0005979	ENSMUSG00000024228.12	ENSXETG00000021083.1
OG0005980	ENSMUSG00000022229.3	ENSXETG00000015909.1, ENSXETG00000020693.1
OG0005981	ENSMUSG00000038022.11	ENSXETG00000012233.1
OG0005982	ENSMUSG00000000127.15	ENSXETG00000021014.1
OG0005983	ENSMUSG00000060371.12	ENSXETG00000018485.1
OG0005984	ENSMUSG00000022208.12	ENSXETG00000006676.1
OG0005986	ENSMUSG00000079469.10	ENSXETG00000001104.1
OG0005987	ENSMUSG00000031969.16	ENSXETG00000009493.1
OG0005989	ENSMUSG00000040084.9	ENSXETG00000017440.1
OG0005991	ENSMUSG00000028851.6	ENSXETG00000007013.1
OG0005992	ENSMUSG00000049672.15	ENSXETG00000001268.1
OG0005993	ENSMUSG00000029778.12	ENSXETG00000004833.1
OG0005994	ENSMUSG00000047407.17	ENSXETG00000001320.1
OG0005995	ENSMUSG00000024378.9	ENSXETG00000000547.1, ENSXETG00000000542.1
OG0005996	ENSMUSG00000044338.9	ENSXETG00000014599.1
OG0005997	ENSMUSG00000046985.11	ENSXETG00000007523.1
OG0005998	ENSMUSG00000013275.9	ENSXETG00000008058.1
OG0005999	ENSMUSG00000042251.12	ENSXETG00000008325.1
OG0006000	ENSMUSG00000015747.5	ENSXETG00000000773.1
OG0006001	ENSMUSG00000021301.9	ENSXETG00000009042.1
OG0006002	ENSMUSG00000024472.9	ENSXETG00000000263.1
OG0006003	ENSMUSG00000042116.3	ENSXETG00000007659.1
OG0006004	ENSMUSG00000059456.13	ENSXETG00000011894.1
OG0006005	ENSMUSG00000024053.11	ENSXETG00000000249.1
OG0006006	ENSMUSG00000013419.7	ENSXETG00000017627.1
OG0006007	ENSMUSG00000034653.11	ENSXETG00000000124.1
OG0006008	ENSMUSG00000073542.3	ENSXETG00000002933.1
OG0006009	ENSMUSG00000016327.9	ENSXETG00000000637.1
OG0006010	ENSMUSG00000035354.9	ENSXETG00000012180.1
OG0006011	ENSMUSG00000047866.18	ENSXETG00000007817.1
OG0006012	ENSMUSG00000038121.6	ENSXETG00000001756.1
OG0006013	ENSMUSG00000032905.5	ENSXETG00000011520.1
OG0006014	ENSMUSG00000029445.13	ENSXETG00000008881.1, ENSXETG00000002893.1
OG0006015	ENSMUSG00000015957.12	ENSXETG00000012110.1
OG0006016	ENSMUSG00000055762.16	ENSXETG00000007340.1
OG0006017	ENSMUSG00000024481.5	ENSXETG00000012901.1
OG0006018	ENSMUSG00000036572.16	ENSXETG00000018776.1
OG0006019	ENSMUSG00000042510.7	ENSXETG00000013557.1
OG0006020	ENSMUSG00000029438.9	ENSXETG00000002729.1
OG0006021	ENSMUSG00000034744.13	ENSXETG00000014546.1
OG0006022	ENSMUSG00000026988.15	ENSXETG00000018553.1
OG0006023	ENSMUSG00000038342.15	ENSXETG00000002651.1
OG0006024	ENSMUSG00000026409.14, ENSMUSG00000101904.1	ENSXETG00000012933.1
OG0006025	ENSMUSG00000036879.15	ENSXETG00000006752.1
OG0006026	ENSMUSG00000037416.13	ENSXETG00000012760.1
OG0006027	ENSMUSG00000065979.12	ENSXETG00000017732.1
OG0006028	ENSMUSG00000020224.15	ENSXETG00000014093.1
OG0006029	ENSMUSG00000028954.11	ENSXETG00000000669.1
OG0006030	ENSMUSG00000099041.1, ENSMUSG00000007476.18	ENSXETG00000000459.1
OG0006031	ENSMUSG00000004934.14	ENSXETG00000021235.1
OG0006032	ENSMUSG00000034813.18	ENSXETG00000016306.1
OG0006033	ENSMUSG00000055235.11	ENSXETG00000000797.1
OG0006034	ENSMUSG00000026991.20	ENSXETG00000017404.1
OG0006035	ENSMUSG00000038807.19	ENSXETG00000012803.1
OG0006036	ENSMUSG00000038462.3	ENSXETG00000015772.1
OG0006037	ENSMUSG00000026925.16	ENSXETG00000017065.1
OG0006038	ENSMUSG00000028945.9	ENSXETG00000000823.1
OG0006039	ENSMUSG00000090461.2, ENSMUSG00000074695.3	ENSXETG00000011449.1
OG0006040	ENSMUSG00000024168.8	ENSXETG00000006535.1
OG0006041	ENSMUSG00000036641.9	ENSXETG00000014414.1
OG0006042	ENSMUSG00000038002.9	ENSXETG00000006547.1
OG0006043	ENSMUSG00000031701.6	ENSXETG00000011565.1
OG0006044	ENSMUSG00000032115.14	ENSXETG00000004074.1
OG0006045	ENSMUSG00000024163.17	ENSXETG00000018124.1
OG0006046	ENSMUSG00000032352.16	ENSXETG00000018787.1
OG0006047	ENSMUSG00000038072.14	ENSXETG00000019010.1
OG0006048	ENSMUSG00000024528.8	ENSXETG00000012545.1
OG0006049	ENSMUSG00000024529.14	ENSXETG00000012537.1
OG0006050	ENSMUSG00000023066.10	ENSXETG00000003224.1
OG0006051	ENSMUSG00000024532.13, ENSMUSG00000046886.6	ENSXETG00000012530.1
OG0006052	ENSMUSG00000032358.12	ENSXETG00000008667.1
OG0006053	ENSMUSG00000029188.14	ENSXETG00000011002.1
OG0006054	ENSMUSG00000020171.8	ENSXETG00000011723.1
OG0006055	ENSMUSG00000056153.15	ENSXETG00000009777.1
OG0006056	ENSMUSG00000020523.14	ENSXETG00000012580.1
OG0006057	ENSMUSG00000098375.6, ENSMUSG00000023723.17	ENSXETG00000006312.1
OG0006058	ENSMUSG00000020522.13	ENSXETG00000012571.1
OG0006059	ENSMUSG00000028933.11	ENSXETG00000020725.1
OG0006060	ENSMUSG00000039191.12	ENSXETG00000016693.1
OG0006061	ENSMUSG00000034024.8	ENSXETG00000011966.1
OG0006062	ENSMUSG00000066440.5	ENSXETG00000008239.1
OG0006063	ENSMUSG00000039156.19	ENSXETG00000009931.1, ENSXETG00000010833.1
OG0006064	ENSMUSG00000024644.17	ENSXETG00000008363.1
OG0006065	ENSMUSG00000033294.11	ENSXETG00000013166.1
OG0006066	ENSMUSG00000020169.4	ENSXETG00000006711.1
OG0006067	ENSMUSG00000047388.10	ENSXETG00000014068.1
OG0006068	ENSMUSG00000064181.6	ENSXETG00000006778.1
OG0006069	ENSMUSG00000036655.8	ENSXETG00000001760.1
OG0006070	ENSMUSG00000001700.10	ENSXETG00000019510.1
OG0006071	ENSMUSG00000049090.3	ENSXETG00000016628.1
OG0006072	ENSMUSG00000020514.8	ENSXETG00000011372.1
OG0006073	ENSMUSG00000053644.13	ENSXETG00000020317.1
OG0006075	ENSMUSG00000041607.17	ENSXETG00000016208.1
OG0006076	ENSMUSG00000029501.14	ENSXETG00000012915.1
OG0006077	ENSMUSG00000034390.16	ENSXETG00000013443.1
OG0006078	ENSMUSG00000001569.10	ENSXETG00000013467.1
OG0006079	ENSMUSG00000106687.5, ENSMUSG00000022718.12	ENSXETG00000012534.1
OG0006080	ENSMUSG00000033323.14	ENSXETG00000018080.1
OG0006081	ENSMUSG00000034006.17	ENSXETG00000018172.1, ENSXETG00000017275.1
OG0006082	ENSMUSG00000012777.14	ENSXETG00000001480.1
OG0006084	ENSMUSG00000003208.9	ENSXETG00000005265.1
OG0006085	ENSMUSG00000045912.9	ENSXETG00000015167.1
OG0006087	ENSMUSG00000030733.10	ENSXETG00000015461.1
OG0006088	ENSMUSG00000006717.7	ENSXETG00000003507.1
OG0006089	ENSMUSG00000093575.1, ENSMUSG00000014232.14	ENSXETG00000009940.1
OG0006090	ENSMUSG00000049871.14	ENSXETG00000009922.1
OG0006091	ENSMUSG00000021340.13	ENSXETG00000004025.1
OG0006092	ENSMUSG00000021193.10	ENSXETG00000010747.1
OG0006093	ENSMUSG00000036855.3	ENSXETG00000007098.1
OG0006094	ENSMUSG00000028409.11	ENSXETG00000016831.1
OG0006095	ENSMUSG00000021376.11	ENSXETG00000021160.1
OG0006096	ENSMUSG00000028413.13	ENSXETG00000018314.1, ENSXETG00000016802.1
OG0006097	ENSMUSG00000028545.13	ENSXETG00000007852.1
OG0006098	ENSMUSG00000008540.11	ENSXETG00000015752.1
OG0006099	ENSMUSG00000047534.17	ENSXETG00000008337.1
OG0006100	ENSMUSG00000055884.8	ENSXETG00000008216.1
OG0006101	ENSMUSG00000037572.17	ENSXETG00000010567.1
OG0006102	ENSMUSG00000030224.10	ENSXETG00000009696.1
OG0006103	ENSMUSG00000021371.5	ENSXETG00000012411.1
OG0006104	ENSMUSG00000038518.15	ENSXETG00000020000.1
OG0006105	ENSMUSG00000023906.3	ENSXETG00000014520.1
OG0006106	ENSMUSG00000031585.13	ENSXETG00000001157.1
OG0006107	ENSMUSG00000032288.9	ENSXETG00000000193.1
OG0006108	ENSMUSG00000030223.14	ENSXETG00000009884.1
OG0006109	ENSMUSG00000021076.6	ENSXETG00000017036.1
OG0006110	ENSMUSG00000036242.15	ENSXETG00000019602.1
OG0006111	ENSMUSG00000036282.15	ENSXETG00000020375.1
OG0006112	ENSMUSG00000046794.9	ENSXETG00000013581.1
OG0006113	ENSMUSG00000021374.10	ENSXETG00000017795.1
OG0006114	ENSMUSG00000061244.14	ENSXETG00000008233.1
OG0006115	ENSMUSG00000067714.13	ENSXETG00000014669.1
OG0006116	ENSMUSG00000024234.7	ENSXETG00000010308.1
OG0006117	ENSMUSG00000022270.16	ENSXETG00000006543.1
OG0006118	ENSMUSG00000052253.6	ENSXETG00000006553.1
OG0006119	ENSMUSG00000046034.8	ENSXETG00000006638.1
OG0006120	ENSMUSG00000017721.15	ENSXETG00000015471.1
OG0006121	ENSMUSG00000039492.7	ENSXETG00000015115.1
OG0006122	ENSMUSG00000060771.15	ENSXETG00000018676.1
OG0006123	ENSMUSG00000056069.10	ENSXETG00000012090.1
OG0006124	ENSMUSG00000045503.16	ENSXETG00000006933.1
OG0006125	ENSMUSG00000026798.10	ENSXETG00000011369.1
OG0006126	ENSMUSG00000052488.7	ENSXETG00000013181.1
OG0006127	ENSMUSG00000030036.8	ENSXETG00000016821.1
OG0006128	ENSMUSG00000023079.14	ENSXETG00000011288.1
OG0006129	ENSMUSG00000059689.15	ENSXETG00000013617.1, ENSXETG00000019643.1, ENSXETG00000021035.1, ENSXETG00000007330.1
OG0006131	ENSMUSG00000061802.6	ENSXETG00000020892.1
OG0006132	ENSMUSG00000057335.11	ENSXETG00000019229.1
OG0006133	ENSMUSG00000031959.15	ENSXETG00000008820.1
OG0006134	ENSMUSG00000058761.5	ENSXETG00000015462.1
OG0006135	ENSMUSG00000026504.17	ENSXETG00000018599.1
OG0006136	ENSMUSG00000042677.7	ENSXETG00000018088.1
OG0006137	ENSMUSG00000033596.5	ENSXETG00000009112.1
OG0006138	ENSMUSG00000072889.9	ENSXETG00000017277.1
OG0006140	ENSMUSG00000004099.16	ENSXETG00000013477.1
OG0006141	ENSMUSG00000039195.4	ENSXETG00000020408.1
OG0006142	ENSMUSG00000067219.9	ENSXETG00000019319.1
OG0006143	ENSMUSG00000017664.16	ENSXETG00000004249.1, ENSXETG00000004284.1
OG0006144	ENSMUSG00000039168.15	ENSXETG00000014099.1
OG0006145	ENSMUSG00000022237.17	ENSXETG00000014090.1
OG0006146	ENSMUSG00000026786.14	ENSXETG00000018492.1
OG0006147	ENSMUSG00000043895.6	ENSXETG00000014263.1
OG0006148	ENSMUSG00000028890.13	ENSXETG00000018800.1
OG0006149	ENSMUSG00000036769.14	ENSXETG00000019948.1
OG0006151	ENSMUSG00000039100.10	ENSXETG00000013842.1
OG0006152	ENSMUSG00000073131.12	ENSXETG00000021234.1
OG0006153	ENSMUSG00000036087.18	ENSXETG00000020794.1
OG0006154	ENSMUSG00000007603.9	ENSXETG00000006383.1
OG0006156	ENSMUSG00000018919.10	ENSXETG00000007244.1
OG0006157	ENSMUSG00000031089.7	ENSXETG00000021067.1, ENSXETG00000019403.1
OG0006158	ENSMUSG00000026679.3	ENSXETG00000012024.1
OG0006159	ENSMUSG00000036591.16	ENSXETG00000018859.1
OG0006160	ENSMUSG00000026734.9	ENSXETG00000017580.1
OG0006161	ENSMUSG00000026735.2	ENSXETG00000017551.1
OG0006162	ENSMUSG00000037683.14	ENSXETG00000017071.1
OG0006163	ENSMUSG00000028647.13	ENSXETG00000020842.1
OG0006164	ENSMUSG00000043029.2	ENSXETG00000014300.1
OG0006165	ENSMUSG00000071019.11, ENSMUSG00000028236.3	ENSXETG00000018607.1
OG0006166	ENSMUSG00000022783.11, ENSMUSG00000037708.16	ENSXETG00000018601.1
OG0006167	ENSMUSG00000029155.16	ENSXETG00000020282.1, ENSXETG00000018820.1
OG0006168	ENSMUSG00000038296.14	ENSXETG00000008663.1
OG0006169	ENSMUSG00000041380.13	ENSXETG00000019240.1
OG0006170	ENSMUSG00000051154.11	ENSXETG00000019571.1
OG0006171	ENSMUSG00000024270.11	ENSXETG00000000693.1
OG0006172	ENSMUSG00000026743.16	ENSXETG00000021365.1
OG0006173	ENSMUSG00000028347.14	ENSXETG00000000706.1
OG0006174	ENSMUSG00000028233.6	ENSXETG00000017695.1
OG0006176	ENSMUSG00000024800.8	ENSXETG00000020315.1
OG0006177	ENSMUSG00000024805.16	ENSXETG00000020135.1
OG0006178	ENSMUSG00000033917.15	ENSXETG00000003489.1
OG0006179	ENSMUSG00000057914.15	ENSXETG00000020320.1
OG0006180	ENSMUSG00000025907.14	ENSXETG00000001037.1
OG0006181	ENSMUSG00000048236.8	ENSXETG00000011358.1
OG0006182	ENSMUSG00000063275.15	ENSXETG00000021026.1
OG0006183	ENSMUSG00000021608.15	ENSXETG00000002120.1
OG0006184	ENSMUSG00000036528.16	ENSXETG00000011643.1
OG0006185	ENSMUSG00000032309.15	ENSXETG00000020397.1
OG0006186	ENSMUSG00000037254.18	ENSXETG00000017608.1
OG0006187	ENSMUSG00000061186.15	ENSXETG00000021327.1
OG0006188	ENSMUSG00000026727.10	ENSXETG00000013757.1
OG0006189	ENSMUSG00000033722.9	ENSXETG00000010236.1
OG0006190	ENSMUSG00000026469.14	ENSXETG00000010256.1
OG0006191	ENSMUSG00000026730.12	ENSXETG00000013780.1
OG0006192	ENSMUSG00000024989.15	ENSXETG00000017998.1
OG0006193	ENSMUSG00000026767.12	ENSXETG00000006151.1
OG0006194	ENSMUSG00000033701.13	ENSXETG00000010487.1
OG0006195	ENSMUSG00000027227.7	ENSXETG00000018547.1
OG0006196	ENSMUSG00000041491.8	ENSXETG00000001129.1
OG0006197	ENSMUSG00000062627.9	ENSXETG00000011623.1
OG0006198	ENSMUSG00000018378.13, ENSMUSG00000098571.6	ENSXETG00000012531.1
OG0006199	ENSMUSG00000026663.6	ENSXETG00000011426.1
OG0006200	ENSMUSG00000027984.8	ENSXETG00000016782.1
OG0006201	ENSMUSG00000032382.14	ENSXETG00000004262.1
OG0006202	ENSMUSG00000032119.5	ENSXETG00000002723.1
OG0006203	ENSMUSG00000031823.14	ENSXETG00000001306.1
OG0006204	ENSMUSG00000116143.1, ENSMUSG00000050931.7	ENSXETG00000009653.1
OG0006205	ENSMUSG00000047141.5	ENSXETG00000005134.1
OG0006206	ENSMUSG00000091721.4	ENSXETG00000004471.1
OG0006207	ENSMUSG00000026563.13	ENSXETG00000013941.1
OG0006208	ENSMUSG00000040204.6	ENSXETG00000003612.1
OG0006209	ENSMUSG00000026809.15	ENSXETG00000007363.1
OG0006210	ENSMUSG00000090326.2	ENSXETG00000010949.1, ENSXETG00000010932.1
OG0006211	ENSMUSG00000040537.17	ENSXETG00000014255.1
OG0006212	ENSMUSG00000040524.9	ENSXETG00000003379.1
OG0006213	ENSMUSG00000040652.16	ENSXETG00000006526.1
OG0006214	ENSMUSG00000037400.17	ENSXETG00000011367.1
OG0006215	ENSMUSG00000015653.13	ENSXETG00000013799.1
OG0006216	ENSMUSG00000041408.18	ENSXETG00000002111.1
OG0006217	ENSMUSG00000040473.15	ENSXETG00000013809.1
OG0006218	ENSMUSG00000024491.16	ENSXETG00000001035.1
OG0006219	ENSMUSG00000000275.16	ENSXETG00000008750.1
OG0006220	ENSMUSG00000036275.13	ENSXETG00000016877.1
OG0006221	ENSMUSG00000027679.13	ENSXETG00000012278.1
OG0006222	ENSMUSG00000046798.14	ENSXETG00000016115.1
OG0006223	ENSMUSG00000015093.15	ENSXETG00000011445.1
OG0006224	ENSMUSG00000056215.13	ENSXETG00000018331.1
OG0006225	ENSMUSG00000000278.10	ENSXETG00000016000.1
OG0006226	ENSMUSG00000029993.16	ENSXETG00000007238.1
OG0006227	ENSMUSG00000025971.6	ENSXETG00000009218.1
OG0006228	ENSMUSG00000035575.11	ENSXETG00000012260.1
OG0006229	ENSMUSG00000037712.16	ENSXETG00000012330.1
OG0006230	ENSMUSG00000025236.11	ENSXETG00000019234.1, ENSXETG00000020121.1
OG0006231	ENSMUSG00000017550.14	ENSXETG00000006574.1
OG0006232	ENSMUSG00000058267.13	ENSXETG00000019611.1
OG0006233	ENSMUSG00000047909.11	ENSXETG00000019451.1
OG0006234	ENSMUSG00000000776.13	ENSXETG00000006121.1
OG0006235	ENSMUSG00000022094.15	ENSXETG00000002790.1
OG0006236	ENSMUSG00000016253.12	ENSXETG00000009229.1, ENSXETG00000019003.1
OG0006237	ENSMUSG00000002748.7	ENSXETG00000007308.1
OG0006239	ENSMUSG00000052533.14	ENSXETG00000000674.1
OG0006240	ENSMUSG00000019659.8	ENSXETG00000008629.1
OG0006241	ENSMUSG00000042647.13, ENSMUSG00000029456.12	ENSXETG00000013587.1
OG0006242	ENSMUSG00000025909.16	ENSXETG00000000770.1
OG0006243	ENSMUSG00000006442.10	ENSXETG00000015486.1
OG0006244	ENSMUSG00000007415.15	ENSXETG00000002784.1
OG0006246	ENSMUSG00000029730.16	ENSXETG00000017499.1
OG0006247	ENSMUSG00000034329.16	ENSXETG00000019856.1
OG0006248	ENSMUSG00000022090.10	ENSXETG00000017426.1
OG0006249	ENSMUSG00000039063.5	ENSXETG00000000310.1
OG0006250	ENSMUSG00000028991.15	ENSXETG00000015964.1
OG0006251	ENSMUSG00000045319.13	ENSXETG00000000259.1
OG0006252	ENSMUSG00000030682.4	ENSXETG00000003500.1
OG0006253	ENSMUSG00000007411.16	ENSXETG00000019969.1
OG0006254	ENSMUSG00000005907.14	ENSXETG00000002005.1
OG0006255	ENSMUSG00000035621.13	ENSXETG00000006407.1
OG0006256	ENSMUSG00000019518.11	ENSXETG00000020304.1
OG0006257	ENSMUSG00000030678.7	ENSXETG00000000451.1
OG0006258	ENSMUSG00000047719.2	ENSXETG00000010769.1
OG0006259	ENSMUSG00000043789.8	ENSXETG00000015172.1
OG0006260	ENSMUSG00000028109.14	ENSXETG00000002017.1
OG0006261	ENSMUSG00000030681.18	ENSXETG00000000357.1
OG0006262	ENSMUSG00000046519.15	ENSXETG00000002039.1
OG0006263	ENSMUSG00000039917.10	ENSXETG00000007769.1
OG0006264	ENSMUSG00000029452.18	ENSXETG00000014829.1, ENSXETG00000014780.1
OG0006265	ENSMUSG00000029616.9	ENSXETG00000014853.1
OG0006266	ENSMUSG00000049565.16	ENSXETG00000004942.1
OG0006267	ENSMUSG00000062961.7	ENSXETG00000003330.1
OG0006268	ENSMUSG00000000631.20	ENSXETG00000020078.1
OG0006269	ENSMUSG00000042719.17	ENSXETG00000015140.1
OG0006270	ENSMUSG00000063663.11	ENSXETG00000000862.1
OG0006271	ENSMUSG00000030752.8	ENSXETG00000003462.1
OG0006272	ENSMUSG00000045326.13	ENSXETG00000005284.1
OG0006273	ENSMUSG00000026589.14	ENSXETG00000013552.1
OG0006274	ENSMUSG00000045662.17	ENSXETG00000013373.1
OG0006275	ENSMUSG00000030697.7	ENSXETG00000001982.1
OG0006276	ENSMUSG00000004415.15	ENSXETG00000017567.1
OG0006277	ENSMUSG00000040339.10	ENSXETG00000007913.1
OG0006278	ENSMUSG00000042726.14	ENSXETG00000015480.1
OG0006279	ENSMUSG00000037610.15	ENSXETG00000018281.1
OG0006280	ENSMUSG00000033544.6	ENSXETG00000013898.1, ENSXETG00000014793.1
OG0006281	ENSMUSG00000027698.14	ENSXETG00000020251.1
OG0006282	ENSMUSG00000041540.16	ENSXETG00000003859.1
OG0006283	ENSMUSG00000042514.11	ENSXETG00000008076.1
OG0006284	ENSMUSG00000021271.5	ENSXETG00000017512.1
OG0006285	ENSMUSG00000025354.5	ENSXETG00000021082.1
OG0006286	ENSMUSG00000056458.16	ENSXETG00000017222.1
OG0006287	ENSMUSG00000029624.10	ENSXETG00000003182.1
OG0006288	ENSMUSG00000029661.16	ENSXETG00000006968.1
OG0006289	ENSMUSG00000024742.15	ENSXETG00000013623.1
