M_musculus.pep,P_Mucros.pep
ENSMUSG00000021018,XP_015683275.1
ENSMUSG00000037972,XP_015667465.1
ENSMUSG00000029711,XP_015668627.1
ENSMUSG00000042787,XP_029138787.1
ENSMUSG00000061393,XP_029138791.1
ENSMUSG00000028822,XP_015677737.1
ENSMUSG00000039783,XP_015667813.1
ENSMUSG00000057506,XP_015668733.1
ENSMUSG00000034206,XP_029139209.1
ENSMUSG00000018565,XP_029141701.1
ENSMUSG00000079550,XP_029142015.1
ENSMUSG00000037578,XP_015677594.1
ENSMUSG00000054263,XP_015672420.1
ENSMUSG00000038079,XP_015681816.1
ENSMUSG00000022816,XP_015667597.2
ENSMUSG00000042961,XP_015672379.1
ENSMUSG00000036961,XP_015677593.1
ENSMUSG00000027070,XP_015680885.1
ENSMUSG00000034158,XP_015667596.1
ENSMUSG00000025738,XP_015674759.1
ENSMUSG00000022034,XP_015675475.1
ENSMUSG00000046961,XP_029141907.1
ENSMUSG00000026028,XP_015681815.1
ENSMUSG00000039828,XP_015672429.1
ENSMUSG00000014453,XP_029140344.1
ENSMUSG00000040548,XP_015668446.1
ENSMUSG00000031139,XP_015687917.1
ENSMUSG00000022142,XP_015672430.1
ENSMUSG00000020715,XP_029139369.1
ENSMUSG00000031138,XP_015687916.1
ENSMUSG00000034807,XP_015671211.1
ENSMUSG00000066640,XP_015682952.1
ENSMUSG00000063145,XP_029142254.1
ENSMUSG00000039099,XP_029139851.1
ENSMUSG00000039313,XP_015670784.1
ENSMUSG00000031169,XP_029140877.1
ENSMUSG00000028937,XP_015668251.1
ENSMUSG00000068921,XP_015684198.1
ENSMUSG00000029033,XP_015671536.1
ENSMUSG00000031821,XP_015672325.1
ENSMUSG00000070953,XP_015681609.1
ENSMUSG00000031148,XP_015676564.1
ENSMUSG00000042570,XP_015679793.1
ENSMUSG00000002981,XP_015681214.1
ENSMUSG00000109865,XP_015680669.1
ENSMUSG00000003199,XP_015682626.1
ENSMUSG00000039382,XP_015676586.1
ENSMUSG00000040596,XP_015677666.1
ENSMUSG00000052353,XP_029141501.1
ENSMUSG00000026648,XP_015680667.1
ENSMUSG00000027088,XP_015674657.1
ENSMUSG00000041515,XP_015672331.1
ENSMUSG00000001228,XP_015680979.1
ENSMUSG00000042155,XP_015674664.1
ENSMUSG00000038503,XP_015679419.1
ENSMUSG00000053897,XP_015683845.1
ENSMUSG00000036390,XP_015684284.1
ENSMUSG00000002603,XP_015680068.1
ENSMUSG00000028060,XP_015684204.1
ENSMUSG00000028173,XP_029142656.1
ENSMUSG00000046818,XP_015683777.1
ENSMUSG00000006179,XP_015680072.1
ENSMUSG00000074212,XP_015683755.1
ENSMUSG00000028174,XP_015685072.1
ENSMUSG00000061535,XP_015673543.1
ENSMUSG00000044308,XP_015674663.2
ENSMUSG00000022247,XP_015681799.1
ENSMUSG00000091512,XP_015683696.1
ENSMUSG00000028176,XP_015676681.1
ENSMUSG00000031953,XP_015671364.1
ENSMUSG00000003423,XP_015665824.1
ENSMUSG00000090066,XP_029140262.1
ENSMUSG00000075304,XP_015667361.1
ENSMUSG00000063052,XP_015676682.1
ENSMUSG00000028158,XP_015672901.1
ENSMUSG00000039988,XP_015681777.1
ENSMUSG00000066324,XP_015685356.1
ENSMUSG00000073016,XP_015666251.1
ENSMUSG00000028179,XP_015678822.1
ENSMUSG00000033227,XP_015677097.1
ENSMUSG00000078789,XP_029141835.1
ENSMUSG00000030825,XP_015665750.1
ENSMUSG00000029337,XP_015687840.1
ENSMUSG00000056941,XP_015684360.1
ENSMUSG00000003444,XP_015676153.1
ENSMUSG00000055809,XP_015665748.1
ENSMUSG00000035429,XP_029138852.1
ENSMUSG00000017299,XP_015684352.1
ENSMUSG00000030890,XP_015672785.1
ENSMUSG00000036856,XP_015674344.1
ENSMUSG00000059534,XP_015672955.1
ENSMUSG00000047746,XP_015667616.1
ENSMUSG00000063297,XP_015681104.1
ENSMUSG00000041729,XP_015667411.1
ENSMUSG00000074968,XP_015678526.1
ENSMUSG00000041644,XP_015670873.1
ENSMUSG00000041660,XP_015670875.1
ENSMUSG00000030541,XP_015667390.2
ENSMUSG00000041696,XP_015674651.1
ENSMUSG00000048897,XP_015667389.2
ENSMUSG00000054978,XP_015674644.1
ENSMUSG00000004266,XP_015669510.1
ENSMUSG00000068284,XP_015667610.1
ENSMUSG00000053025,XP_015679703.1
ENSMUSG00000022821,XP_015667598.1
ENSMUSG00000025790,XP_015679704.1
ENSMUSG00000078670,XP_015679706.1
ENSMUSG00000070509,XP_029139143.1
ENSMUSG00000051980,XP_015669536.1
ENSMUSG00000029658,XP_029139842.1
ENSMUSG00000027933,XP_015668829.1
ENSMUSG00000022780,XP_029140833.1
ENSMUSG00000027870,XP_015669521.1
ENSMUSG00000004233,XP_015669555.1
ENSMUSG00000029163,XP_029139768.1
ENSMUSG00000027867,XP_029139590.1
ENSMUSG00000037492,XP_015673463.2
ENSMUSG00000002679,XP_015679010.1
ENSMUSG00000021453,XP_015674501.1
ENSMUSG00000027379,XP_029140578.1
ENSMUSG00000027378,XP_015674780.1
ENSMUSG00000031787,XP_015667583.1
ENSMUSG00000027377,XP_015674781.1
ENSMUSG00000028412,XP_015675915.1
ENSMUSG00000032526,XP_015667582.1
ENSMUSG00000078937,XP_015673409.1
ENSMUSG00000032076,XP_015668360.1
ENSMUSG00000054752,XP_015675916.1
ENSMUSG00000064368,YP_008081111.1
ENSMUSG00000028417,XP_015675917.1
ENSMUSG00000060206,XP_015676856.1
ENSMUSG00000031849,XP_015666172.1
ENSMUSG00000030922,XP_015680088.1
ENSMUSG00000027016,XP_029141419.1
ENSMUSG00000042272,XP_015679019.1
ENSMUSG00000028920,XP_015681841.1
ENSMUSG00000002733,XP_015674336.1
ENSMUSG00000038880,XP_015678469.1
ENSMUSG00000000889,XP_015675464.1
ENSMUSG00000002731,XP_015674331.1
ENSMUSG00000031241,XP_015674275.1
ENSMUSG00000028948,XP_029139322.1
ENSMUSG00000049929,XP_015674280.1
ENSMUSG00000042557,XP_015671830.1
ENSMUSG00000042638,XP_015687632.1
ENSMUSG00000032300,XP_015678029.1
ENSMUSG00000062309,XP_015678022.1
ENSMUSG00000030213,XP_015687636.1
ENSMUSG00000032305,XP_015678025.2
ENSMUSG00000032306,XP_015678031.1
ENSMUSG00000090110,XP_015680204.1
ENSMUSG00000032289,XP_029141157.1
ENSMUSG00000026368,XP_029141006.1
ENSMUSG00000035713,XP_015682104.1
ENSMUSG00000047766,XP_015677620.2
ENSMUSG00000033952,XP_029141004.1
ENSMUSG00000034839,XP_015677619.1
ENSMUSG00000033964,XP_015677108.1
ENSMUSG00000051727,XP_015682103.1
ENSMUSG00000063681,XP_029141005.1
ENSMUSG00000025475,XP_015669451.1
ENSMUSG00000035642,XP_015682771.1
ENSMUSG00000035623,XP_015682770.1
ENSMUSG00000025014,XP_015680964.1
ENSMUSG00000047880,XP_015668372.1
ENSMUSG00000049164,XP_015666320.1
ENSMUSG00000016494,XP_015672467.1
ENSMUSG00000108929,XP_029138952.1
ENSMUSG00000040565,XP_015666309.1
ENSMUSG00000008318,XP_029139886.1
ENSMUSG00000027360,XP_015687105.1
ENSMUSG00000040025,XP_015687638.1
ENSMUSG00000032312,XP_015683081.1
ENSMUSG00000027361,XP_015684323.1
ENSMUSG00000032609,XP_015682238.1
ENSMUSG00000032264,XP_015668410.1
ENSMUSG00000000049,XP_029139582.1
ENSMUSG00000039714,XP_015678027.1
ENSMUSG00000039542,XP_029140797.1
ENSMUSG00000038567,XP_015671031.1
ENSMUSG00000026834,XP_015673854.1
ENSMUSG00000020604,XP_015665861.1
ENSMUSG00000027009,XP_015678923.1
ENSMUSG00000035726,XP_015670484.1
ENSMUSG00000036931,XP_015672455.1
ENSMUSG00000025318,XP_015677502.1
ENSMUSG00000111559,XP_015671715.1
ENSMUSG00000034194,XP_015685234.2
ENSMUSG00000035629,XP_029142365.1
ENSMUSG00000022160,XP_015670452.1
ENSMUSG00000030020,XP_015679674.1
ENSMUSG00000027474,XP_015683154.1
ENSMUSG00000021775,XP_015667186.1
ENSMUSG00000070002,XP_015665480.1
ENSMUSG00000060636,XP_015683256.1
ENSMUSG00000044772,XP_015674886.1
ENSMUSG00000027207,XP_015671700.1
ENSMUSG00000068040,XP_015679326.1
ENSMUSG00000064080,XP_015676837.1
ENSMUSG00000026923,XP_015681067.1
ENSMUSG00000026229,XP_015683259.1
ENSMUSG00000046020,XP_015679324.2
ENSMUSG00000035093,XP_015671710.1
ENSMUSG00000035109,XP_015671697.1
ENSMUSG00000038042,XP_029139531.1
ENSMUSG00000021381,XP_015669238.1
ENSMUSG00000038025,XP_015679533.1
ENSMUSG00000061411,XP_015683307.1
ENSMUSG00000026492,XP_015688038.1
ENSMUSG00000037989,XP_029140294.1
ENSMUSG00000021384,XP_015673138.1
ENSMUSG00000037946,XP_015679591.2
ENSMUSG00000057554,XP_015678297.1
ENSMUSG00000032469,XP_015672060.1
ENSMUSG00000023411,XP_029139806.1
ENSMUSG00000044244,XP_015672095.1
ENSMUSG00000050967,XP_015679178.2
ENSMUSG00000003135,XP_015672233.2
ENSMUSG00000030889,XP_029140920.1
ENSMUSG00000049878,XP_015672089.1
ENSMUSG00000049580,XP_015684711.1
ENSMUSG00000074240,XP_015681445.1
ENSMUSG00000008090,XP_015666552.1
ENSMUSG00000027259,XP_015677618.1
ENSMUSG00000036940,XP_015672090.1
ENSMUSG00000078681,XP_015677622.1
ENSMUSG00000028847,XP_015679494.1
ENSMUSG00000036040,XP_029140688.1
ENSMUSG00000031749,XP_015667679.1
ENSMUSG00000001089,XP_029140090.1
ENSMUSG00000023118,XP_029140886.1
ENSMUSG00000003680,XP_015672881.1
ENSMUSG00000009216,XP_015675465.1
ENSMUSG00000034906,XP_015667023.1
ENSMUSG00000038540,XP_015675679.1
ENSMUSG00000033589,XP_029139000.1
ENSMUSG00000028455,XP_015686508.1
ENSMUSG00000028833,XP_015679635.1
ENSMUSG00000069833,XP_029141791.1
ENSMUSG00000026796,XP_015683052.1
ENSMUSG00000042410,XP_015670460.1
ENSMUSG00000031562,XP_015672864.1
ENSMUSG00000032890,XP_015680172.1
ENSMUSG00000000223,XP_015676066.1
ENSMUSG00000015839,XP_015670459.1
ENSMUSG00000033732,XP_015667670.1
ENSMUSG00000040554,XP_029140792.1
ENSMUSG00000028776,XP_015684306.1
ENSMUSG00000059022,XP_015684038.1
ENSMUSG00000024135,XP_029140275.1
ENSMUSG00000010936,XP_015667674.1
ENSMUSG00000032125,XP_029140607.1
ENSMUSG00000046240,XP_029141654.1
ENSMUSG00000071037,XP_015668568.1
ENSMUSG00000022218,XP_015676816.1
ENSMUSG00000035934,XP_015675737.1
ENSMUSG00000034832,XP_015666614.1
ENSMUSG00000024184,XP_015667472.2
ENSMUSG00000056698,XP_015686228.1
ENSMUSG00000035960,XP_015676884.1
ENSMUSG00000035342,XP_015668917.1
ENSMUSG00000001018,XP_015668826.1
ENSMUSG00000036327,XP_015679824.1
ENSMUSG00000050821,XP_015679801.1
ENSMUSG00000025213,XP_015668920.1
ENSMUSG00000025216,XP_015668933.1
ENSMUSG00000019578,XP_029142251.1
ENSMUSG00000039891,XP_015677662.1
ENSMUSG00000002835,XP_015684784.1
ENSMUSG00000078453,XP_015677656.1
ENSMUSG00000036985,XP_015676073.1
ENSMUSG00000031101,XP_029140793.1
ENSMUSG00000015755,XP_015671405.1
ENSMUSG00000034218,XP_029139372.1
ENSMUSG00000015757,XP_015671404.1
ENSMUSG00000025218,XP_015668934.1
ENSMUSG00000059554,XP_015680419.1
ENSMUSG00000040913,XP_015668922.1
ENSMUSG00000039835,XP_029141717.1
ENSMUSG00000005981,XP_015667432.2
ENSMUSG00000037005,XP_015676063.1
ENSMUSG00000025219,XP_015668916.1
ENSMUSG00000009378,XP_015678514.1
ENSMUSG00000033809,XP_015679119.1
ENSMUSG00000023460,XP_015669755.1
ENSMUSG00000050473,XP_015679213.1
ENSMUSG00000020003,XP_015679218.1
ENSMUSG00000089953,XP_015687122.1
ENSMUSG00000071369,XP_015665489.1
ENSMUSG00000039901,XP_015669275.1
ENSMUSG00000074811,XP_015669281.1
ENSMUSG00000027108,XP_015671386.1
ENSMUSG00000019986,XP_015669325.1
ENSMUSG00000015776,XP_015682314.1
ENSMUSG00000003948,XP_015687368.1
ENSMUSG00000075327,XP_015677440.1
ENSMUSG00000031792,XP_029139202.1
ENSMUSG00000029029,XP_015674352.1
ENSMUSG00000024096,XP_015669749.1
ENSMUSG00000061759,XP_015677417.1
ENSMUSG00000020701,XP_029141757.1
ENSMUSG00000019982,XP_015669315.1
ENSMUSG00000034932,XP_015666203.1
ENSMUSG00000025019,XP_015669280.2
ENSMUSG00000048482,XP_015670876.1
ENSMUSG00000020290,XP_015675277.1
ENSMUSG00000024764,XP_015681745.1
ENSMUSG00000050737,XP_015678157.1
ENSMUSG00000019977,XP_015669303.1
ENSMUSG00000027115,XP_015670870.1
ENSMUSG00000049420,XP_015679992.1
ENSMUSG00000025020,XP_029139539.1
ENSMUSG00000056342,XP_015679675.1
ENSMUSG00000039089,XP_029142339.1
ENSMUSG00000068328,XP_029140998.1
ENSMUSG00000004892,XP_029140665.1
ENSMUSG00000029782,XP_015684942.1
ENSMUSG00000049299,XP_015683173.1
ENSMUSG00000068329,XP_029140992.1
ENSMUSG00000042208,XP_015679677.1
ENSMUSG00000037490,XP_015674219.1
ENSMUSG00000020283,XP_015685560.1
ENSMUSG00000071645,XP_029140976.1
ENSMUSG00000022508,XP_029142284.1
ENSMUSG00000032314,XP_015685692.1
ENSMUSG00000068335,XP_029140991.1
ENSMUSG00000071847,XP_015669744.1
ENSMUSG00000030041,XP_029140990.1
ENSMUSG00000024581,XP_015669743.1
ENSMUSG00000020722,XP_015672447.1
ENSMUSG00000115388,XP_029140210.1
ENSMUSG00000029710,XP_015682335.2
ENSMUSG00000048967,XP_015665415.1
ENSMUSG00000019998,XP_015687247.1
ENSMUSG00000020000,XP_029143097.1
ENSMUSG00000031644,XP_015670032.1
ENSMUSG00000035969,XP_015681793.2
ENSMUSG00000038860,XP_015675494.2
ENSMUSG00000018372,XP_015668454.1
ENSMUSG00000030760,XP_015683166.1
ENSMUSG00000036862,XP_015672788.1
ENSMUSG00000020718,XP_015668462.2
ENSMUSG00000067873,XP_015687955.1
ENSMUSG00000000555,XP_015672251.1
ENSMUSG00000031132,XP_015687914.2
ENSMUSG00000063727,XP_015672876.1
ENSMUSG00000038591,XP_015672873.2
ENSMUSG00000024479,XP_015672872.1
ENSMUSG00000037750,XP_015683255.1
ENSMUSG00000037343,XP_015684683.1
ENSMUSG00000021866,XP_015682611.1
ENSMUSG00000026251,XP_015682774.1
ENSMUSG00000028757,XP_015682375.1
ENSMUSG00000079442,XP_015683785.1
ENSMUSG00000022791,XP_015682973.1
ENSMUSG00000028917,XP_015681275.1
ENSMUSG00000043085,XP_015681274.1
ENSMUSG00000003123,XP_029140432.1
ENSMUSG00000035049,XP_015678944.1
ENSMUSG00000026269,XP_015687193.1
ENSMUSG00000045795,XP_029143073.1
ENSMUSG00000024269,XP_029139265.1
ENSMUSG00000028898,XP_015687597.1
ENSMUSG00000006221,XP_015681281.1
ENSMUSG00000028857,XP_015679024.1
ENSMUSG00000035033,XP_015674498.1
ENSMUSG00000053333,XP_015683723.1
ENSMUSG00000022370,XP_015681521.1
ENSMUSG00000026239,XP_015680875.1
ENSMUSG00000060429,XP_015681518.1
ENSMUSG00000040463,XP_029143049.1
ENSMUSG00000026234,XP_015674767.1
ENSMUSG00000038156,XP_029140589.1
ENSMUSG00000079445,XP_015674769.1
ENSMUSG00000066026,XP_015668260.1
ENSMUSG00000028436,XP_015679531.1
ENSMUSG00000028443,XP_015683820.1
ENSMUSG00000027518,XP_029143159.1
ENSMUSG00000030530,XP_015674097.2
ENSMUSG00000008999,XP_015679337.1
ENSMUSG00000027245,XP_015674083.1
ENSMUSG00000027498,XP_015681789.1
ENSMUSG00000021066,XP_015678063.1
ENSMUSG00000018809,XP_029141834.1
ENSMUSG00000040415,XP_015679467.1
ENSMUSG00000074657,XP_029141516.1
ENSMUSG00000049577,XP_015666880.1
ENSMUSG00000030879,XP_015671324.1
ENSMUSG00000040287,XP_015671839.1
ENSMUSG00000051517,XP_029139947.1
ENSMUSG00000067872,XP_029140296.1
ENSMUSG00000030413,XP_015668887.2
ENSMUSG00000040258,XP_029140685.1
ENSMUSG00000060969,XP_015671646.1
ENSMUSG00000001504,XP_015671091.1
ENSMUSG00000020525,XP_015681305.1
ENSMUSG00000019338,XP_015680380.1
ENSMUSG00000068270,XP_029138769.1
ENSMUSG00000022018,XP_015666541.1
ENSMUSG00000002147,XP_015675436.1
ENSMUSG00000025402,XP_015675442.1
ENSMUSG00000040195,XP_029140684.1
ENSMUSG00000025240,XP_015678453.1
ENSMUSG00000034551,XP_015679993.1
ENSMUSG00000036966,XP_015675434.1
ENSMUSG00000025245,XP_015678493.1
ENSMUSG00000034607,XP_015681017.1
ENSMUSG00000032519,XP_015678820.1
ENSMUSG00000031351,XP_015677795.1
ENSMUSG00000038495,XP_015674248.1
ENSMUSG00000025731,XP_015674676.1
ENSMUSG00000069633,XP_015665405.1
ENSMUSG00000061654,XP_015680202.2
ENSMUSG00000034161,XP_015679420.1
ENSMUSG00000042671,XP_015668624.1
ENSMUSG00000018428,XP_015667732.1
ENSMUSG00000049612,XP_015681553.1
ENSMUSG00000015002,XP_029142653.1
ENSMUSG00000036114,XP_015681058.1
ENSMUSG00000031767,XP_015670245.1
ENSMUSG00000038402,XP_015668691.1
ENSMUSG00000039252,XP_015683345.1
ENSMUSG00000021357,XP_015669447.1
ENSMUSG00000046844,XP_015670244.1
ENSMUSG00000028439,XP_015683471.1
ENSMUSG00000008874,XP_015670242.1
ENSMUSG00000040009,XP_015684296.1
ENSMUSG00000026546,XP_015678952.1
ENSMUSG00000005103,XP_015679328.1
ENSMUSG00000052821,XP_015672839.1
ENSMUSG00000022375,XP_015683631.1
ENSMUSG00000031487,XP_015681588.1
ENSMUSG00000031488,XP_015681589.1
ENSMUSG00000027111,XP_015676014.1
ENSMUSG00000060073,XP_015676739.1
ENSMUSG00000030493,XP_015677168.1
ENSMUSG00000020846,XP_015683989.1
ENSMUSG00000023391,XP_015667357.1
ENSMUSG00000041921,XP_015667346.1
ENSMUSG00000030492,XP_015677171.1
ENSMUSG00000021411,XP_015670379.1
ENSMUSG00000048450,XP_015682282.2
ENSMUSG00000030491,XP_029141012.1
ENSMUSG00000034601,XP_029140936.1
ENSMUSG00000056043,XP_015677163.1
ENSMUSG00000040552,XP_015682280.1
ENSMUSG00000044548,XP_029140938.1
ENSMUSG00000001670,XP_015666967.1
ENSMUSG00000022372,XP_015681630.1
ENSMUSG00000026327,XP_029139088.1
ENSMUSG00000005124,XP_015676386.1
ENSMUSG00000014959,XP_015667355.1
ENSMUSG00000067006,XP_015667001.1
ENSMUSG00000032089,XP_029139358.1
ENSMUSG00000036553,XP_029142799.1
ENSMUSG00000069895,XP_015666905.1
ENSMUSG00000029840,XP_015687471.1
ENSMUSG00000047420,XP_015687470.1
ENSMUSG00000009905,XP_015666999.1
ENSMUSG00000013973,XP_015678489.1
ENSMUSG00000029843,XP_029143143.1
ENSMUSG00000024953,XP_015684041.2
ENSMUSG00000071659,XP_015676992.1
ENSMUSG00000038822,XP_015667673.1
ENSMUSG00000022335,XP_015682440.1
ENSMUSG00000036678,XP_015676176.1
ENSMUSG00000042496,XP_015676233.1
ENSMUSG00000001285,XP_015675996.1
ENSMUSG00000020538,XP_029140309.1
ENSMUSG00000048175,XP_015672639.1
ENSMUSG00000022376,XP_015674296.1
ENSMUSG00000039804,XP_029142604.1
ENSMUSG00000038872,XP_029139070.1
ENSMUSG00000044716,XP_029142399.1
ENSMUSG00000031995,XP_015673525.1
ENSMUSG00000043099,XP_029141836.1
ENSMUSG00000049892,XP_015673326.1
ENSMUSG00000047412,XP_015673527.1
ENSMUSG00000051246,XP_029142400.1
ENSMUSG00000024909,XP_015681957.1
ENSMUSG00000031994,XP_015673524.2
ENSMUSG00000032633,XP_015673325.1
ENSMUSG00000051557,XP_015671551.1
ENSMUSG00000033453,XP_015673523.1
ENSMUSG00000022772,XP_029141846.1
ENSMUSG00000033075,XP_015672618.1
ENSMUSG00000032501,XP_015682480.1
ENSMUSG00000034275,XP_029141758.1
ENSMUSG00000022350,XP_015680672.1
ENSMUSG00000032033,XP_015676227.1
ENSMUSG00000053553,XP_015673296.1
ENSMUSG00000029422,XP_015670896.1
ENSMUSG00000032034,XP_015676809.1
ENSMUSG00000022351,XP_015680673.1
ENSMUSG00000028182,XP_015668687.1
ENSMUSG00000040086,XP_029139422.1
ENSMUSG00000038569,XP_015670935.2
ENSMUSG00000038582,XP_015670913.1
ENSMUSG00000038593,XP_015670912.1
ENSMUSG00000047583,XP_015668699.1
ENSMUSG00000062373,XP_015667210.1
ENSMUSG00000062908,XP_015668703.1
ENSMUSG00000042589,XP_015670910.1
ENSMUSG00000021068,XP_029141234.1
ENSMUSG00000025083,XP_015671306.1
ENSMUSG00000005493,XP_015668690.1
ENSMUSG00000037049,XP_015672780.1
ENSMUSG00000018845,XP_015673096.1
ENSMUSG00000052544,XP_015671835.1
ENSMUSG00000039037,XP_015671833.1
ENSMUSG00000034401,XP_015668031.1
ENSMUSG00000031278,XP_015683225.1
ENSMUSG00000042605,XP_015670931.1
ENSMUSG00000045573,XP_015667865.1
ENSMUSG00000025437,XP_029140369.1
ENSMUSG00000050511,XP_015687736.1
ENSMUSG00000028896,XP_015671450.1
ENSMUSG00000020287,XP_015667436.1
ENSMUSG00000029458,XP_015670930.1
ENSMUSG00000038622,XP_015676823.1
ENSMUSG00000028718,XP_015668035.1
ENSMUSG00000044340,XP_029139084.1
ENSMUSG00000036792,XP_015679261.1
ENSMUSG00000022314,XP_015672288.1
ENSMUSG00000026683,XP_015687521.1
ENSMUSG00000084845,XP_015671543.2
ENSMUSG00000028716,XP_015668036.1
ENSMUSG00000038866,XP_029139087.1
ENSMUSG00000031916,XP_015666901.1
ENSMUSG00000022313,XP_015672290.1
ENSMUSG00000026321,XP_015666997.1
ENSMUSG00000052155,XP_015679015.1
ENSMUSG00000007594,XP_015666182.2
ENSMUSG00000025876,XP_015676021.1
ENSMUSG00000022312,XP_015672287.1
ENSMUSG00000028035,XP_015673686.1
ENSMUSG00000002341,XP_029138928.1
ENSMUSG00000026972,XP_015685885.1
ENSMUSG00000043668,XP_015681472.1
ENSMUSG00000056536,XP_015666995.1
ENSMUSG00000034891,XP_015679755.1
ENSMUSG00000039167,XP_015669105.1
ENSMUSG00000003849,XP_015666964.1
ENSMUSG00000047496,XP_029139089.1
ENSMUSG00000042498,XP_029141906.1
ENSMUSG00000036712,XP_015680147.1
ENSMUSG00000050840,XP_015666993.1
ENSMUSG00000000384,XP_015684568.1
ENSMUSG00000039936,XP_015676905.1
ENSMUSG00000031662,XP_015680146.1
ENSMUSG00000031661,XP_015680145.1
ENSMUSG00000039067,XP_015666936.1
ENSMUSG00000022342,XP_015684782.1
ENSMUSG00000042195,XP_015668464.1
ENSMUSG00000032047,XP_015668512.1
ENSMUSG00000038736,XP_015682756.1
ENSMUSG00000036779,XP_015674418.2
ENSMUSG00000031657,XP_015674388.1
ENSMUSG00000007817,XP_029141718.1
ENSMUSG00000040632,XP_029141147.1
ENSMUSG00000022336,XP_015675138.1
ENSMUSG00000029145,XP_015670298.1
ENSMUSG00000020717,XP_029139368.1
ENSMUSG00000036825,XP_015668907.1
ENSMUSG00000022948,XP_029141343.1
ENSMUSG00000034210,XP_015668038.1
ENSMUSG00000023286,XP_015671530.1
ENSMUSG00000018415,XP_015673331.1
ENSMUSG00000028710,XP_015668039.1
ENSMUSG00000028849,XP_029140776.1
ENSMUSG00000001248,XP_029139996.1
ENSMUSG00000022309,XP_015675151.1
ENSMUSG00000033055,XP_015672752.1
ENSMUSG00000041028,XP_029141403.1
ENSMUSG00000027001,XP_015684053.1
ENSMUSG00000028820,XP_029140778.1
ENSMUSG00000021803,XP_015678908.1
ENSMUSG00000030603,XP_015671553.1
ENSMUSG00000043020,XP_015668905.2
ENSMUSG00000001909,XP_015670820.1
ENSMUSG00000042388,XP_015675943.1
ENSMUSG00000021804,XP_029141402.1
ENSMUSG00000033039,XP_015672750.1
ENSMUSG00000027004,XP_029141020.1
ENSMUSG00000036873,XP_015668904.1
ENSMUSG00000034522,XP_015668475.1
ENSMUSG00000028191,XP_015668902.1
ENSMUSG00000055371,XP_015669869.1
ENSMUSG00000100241,XP_015686828.1
ENSMUSG00000033429,XP_015666515.1
ENSMUSG00000033029,XP_015672748.1
ENSMUSG00000020652,XP_015668477.1
ENSMUSG00000028195,XP_015674483.1
ENSMUSG00000020654,XP_015668472.1
ENSMUSG00000027006,XP_029141021.1
ENSMUSG00000033020,XP_015672749.1
ENSMUSG00000021919,XP_015678507.1
ENSMUSG00000008167,XP_015670814.1
ENSMUSG00000022306,XP_015678213.1
ENSMUSG00000021978,XP_015668470.1
ENSMUSG00000021975,XP_015668469.1
ENSMUSG00000033006,XP_015672747.1
ENSMUSG00000046442,XP_015679968.1
ENSMUSG00000068206,XP_015672746.1
ENSMUSG00000041203,XP_029139858.1
ENSMUSG00000052456,XP_015670810.1
ENSMUSG00000042659,XP_015686893.1
ENSMUSG00000009073,XP_029140265.1
ENSMUSG00000030209,XP_015673155.1
ENSMUSG00000074071,XP_029140610.1
ENSMUSG00000030538,XP_015667392.1
ENSMUSG00000018126,XP_029140233.1
ENSMUSG00000027007,XP_015677228.1
ENSMUSG00000030208,XP_015673154.1
ENSMUSG00000018548,XP_029141617.1
ENSMUSG00000034274,XP_015672920.1
ENSMUSG00000027394,XP_015681140.1
ENSMUSG00000042632,XP_015672745.1
ENSMUSG00000052040,XP_015666484.1
ENSMUSG00000033510,XP_015666486.2
ENSMUSG00000030207,XP_015673153.1
ENSMUSG00000073102,XP_015673230.1
ENSMUSG00000042851,XP_015681142.1
ENSMUSG00000071531,XP_015679044.1
ENSMUSG00000041278,XP_015670802.1
ENSMUSG00000042622,XP_015672744.1
ENSMUSG00000058420,XP_015681828.1
ENSMUSG00000014361,XP_015681139.1
ENSMUSG00000044707,XP_015670827.2
ENSMUSG00000044216,XP_015672772.2
ENSMUSG00000021423,XP_015666333.1
ENSMUSG00000039087,XP_015666330.1
ENSMUSG00000078234,XP_015681882.1
ENSMUSG00000042978,XP_015674686.2
ENSMUSG00000025856,XP_015676418.1
ENSMUSG00000021428,XP_015666326.1
ENSMUSG00000002129,XP_015672916.1
ENSMUSG00000037458,XP_015671855.1
ENSMUSG00000021798,XP_029141721.1
ENSMUSG00000032238,XP_015666491.2
ENSMUSG00000026083,XP_015686977.1
ENSMUSG00000004864,XP_015677437.1
ENSMUSG00000028840,XP_015680534.1
ENSMUSG00000039523,XP_015675844.1
ENSMUSG00000037465,XP_015671854.1
ENSMUSG00000020541,XP_015687370.1
ENSMUSG00000028841,XP_029141761.1
ENSMUSG00000029027,XP_015675867.1
ENSMUSG00000023175,XP_015680942.1
ENSMUSG00000020546,XP_029143122.1
ENSMUSG00000039194,XP_015670773.1
ENSMUSG00000024248,XP_015668592.1
ENSMUSG00000026082,XP_015686990.1
ENSMUSG00000037487,XP_015671853.1
ENSMUSG00000028843,XP_015680566.1
ENSMUSG00000003949,XP_015687372.1
ENSMUSG00000012126,XP_015680416.1
ENSMUSG00000012123,XP_029141781.1
ENSMUSG00000030124,XP_015669534.2
ENSMUSG00000032376,XP_015666522.1
ENSMUSG00000038390,XP_029139587.1
ENSMUSG00000012117,XP_015678462.1
ENSMUSG00000048814,XP_029140114.1
ENSMUSG00000004865,XP_015677432.2
ENSMUSG00000026080,XP_015672226.1
