Orthogroup	M_musculus.pep	P_troglodytes.pep
OG0008765	ENSMUSG00000040536.15	ENSPTRG00000020411.6
OG0008766	ENSMUSG00000043252.8	ENSPTRG00000020410.6
OG0008767	ENSMUSG00000028222.2	ENSPTRG00000020409.2
OG0008768	ENSMUSG00000002280.11	ENSPTRG00000007561.5
OG0008769	ENSMUSG00000029535.4	ENSPTRG00000005533.3
OG0008770	ENSMUSG00000041733.10	ENSPTRG00000005539.7
OG0008771	ENSMUSG00000028224.14	ENSPTRG00000020407.6
OG0008772	ENSMUSG00000041153.9	ENSPTRG00000020406.4
OG0008773	ENSMUSG00000060152.14	ENSPTRG00000005543.6
OG0008774	ENSMUSG00000041135.15	ENSPTRG00000020405.3
OG0008775	ENSMUSG00000029545.13	ENSPTRG00000005547.5
OG0008776	ENSMUSG00000029550.11	ENSPTRG00000005548.6
OG0008777	ENSMUSG00000041609.16	ENSPTRG00000005523.6
OG0008778	ENSMUSG00000028229.11	ENSPTRG00000020396.5
OG0008779	ENSMUSG00000041638.18	ENSPTRG00000005525.6
OG0008780	ENSMUSG00000043913.14	ENSPTRG00000005519.2
OG0008781	ENSMUSG00000025200.7	ENSPTRG00000002843.7
OG0008782	ENSMUSG00000027555.8	ENSPTRG00000020386.4
OG0008783	ENSMUSG00000006476.19	ENSPTRG00000023105.5
OG0008784	ENSMUSG00000029178.14	ENSPTRG00000015983.6
OG0008785	ENSMUSG00000039717.16	ENSPTRG00000020381.6
OG0008786	ENSMUSG00000027534.16	ENSPTRG00000020380.5
OG0008787	ENSMUSG00000029601.13	ENSPTRG00000005485.5
OG0008788	ENSMUSG00000032060.10	ENSPTRG00000004274.4
OG0008789	ENSMUSG00000057406.16	ENSPTRG00000015838.6
OG0008790	ENSMUSG00000018263.11	ENSPTRG00000005496.6
OG0008791	ENSMUSG00000029111.7	ENSPTRG00000015840.4
OG0008792	ENSMUSG00000048142.9	ENSPTRG00000047587.1
OG0008793	ENSMUSG00000027508.15	ENSPTRG00000020372.4
OG0008794	ENSMUSG00000109572.1	ENSPTRG00000039939.2
OG0008795	ENSMUSG00000040209.12	ENSPTRG00000020370.5
OG0008796	ENSMUSG00000069114.8	ENSPTRG00000030982.4
OG0008797	ENSMUSG00000024594.9	ENSPTRG00000017195.6
OG0008798	ENSMUSG00000040289.8	ENSPTRG00000020364.4
OG0008799	ENSMUSG00000027500.10	ENSPTRG00000020363.6
OG0008800	ENSMUSG00000043542.12	ENSPTRG00000020361.4
OG0008801	ENSMUSG00000027342.14	ENSPTRG00000013222.4
OG0008802	ENSMUSG00000041534.9	ENSPTRG00000002473.3
OG0008803	ENSMUSG00000026883.17	ENSPTRG00000021317.5
OG0008804	ENSMUSG00000049119.14	ENSPTRG00000044402.1
OG0008805	ENSMUSG00000028240.2	ENSPTRG00000020275.3
OG0008806	ENSMUSG00000041673.12	ENSPTRG00000002483.4
OG0008807	ENSMUSG00000050666.14	ENSPTRG00000046556.1
OG0008808	ENSMUSG00000071540.4	ENSPTRG00000031333.4
OG0008809	ENSMUSG00000041730.14	ENSPTRG00000002487.4
OG0008810	ENSMUSG00000006464.9	ENSPTRG00000003926.7
OG0008811	ENSMUSG00000059834.12	ENSPTRG00000016440.4
OG0008812	ENSMUSG00000022002.2	ENSPTRG00000005848.4
OG0008813	ENSMUSG00000041272.11	ENSPTRG00000020281.3
OG0008814	ENSMUSG00000041261.9	ENSPTRG00000020283.5
OG0008815	ENSMUSG00000031875.7	ENSPTRG00000008198.7
OG0008816	ENSMUSG00000096188.1	ENSPTRG00000008199.6
OG0008817	ENSMUSG00000041235.12	ENSPTRG00000020286.5
OG0008818	ENSMUSG00000052616.10	ENSPTRG00000008201.5
OG0008819	ENSMUSG00000041891.16	ENSPTRG00000010060.4
OG0008820	ENSMUSG00000031878.18	ENSPTRG00000024077.5
OG0008821	ENSMUSG00000028207.18	ENSPTRG00000020289.7
OG0008822	ENSMUSG00000048371.8	ENSPTRG00000047529.1
OG0008823	ENSMUSG00000014856.12	ENSPTRG00000008222.6
OG0008824	ENSMUSG00000029110.13	ENSPTRG00000046370.1, ENSPTRG00000039222.2
OG0008825	ENSMUSG00000039519.6	ENSPTRG00000020297.4
OG0008826	ENSMUSG00000042425.18	ENSPTRG00000022162.4
OG0008827	ENSMUSG00000044037.15	ENSPTRG00000014855.6
OG0008828	ENSMUSG00000049092.11	ENSPTRG00000006349.6
OG0008829	ENSMUSG00000031425.15	ENSPTRG00000022133.4
OG0008830	ENSMUSG00000036819.14	ENSPTRG00000002059.4
OG0008831	ENSMUSG00000043251.6	ENSPTRG00000008218.7
OG0008832	ENSMUSG00000021830.14	ENSPTRG00000006348.5
OG0008833	ENSMUSG00000009894.15	ENSPTRG00000002060.7
OG0008834	ENSMUSG00000003099.11	ENSPTRG00000011181.5
OG0008835	ENSMUSG00000044287.6	ENSPTRG00000008250.2
OG0008836	ENSMUSG00000060913.6	ENSPTRG00000020302.6
OG0008837	ENSMUSG00000036672.5	ENSPTRG00000008246.4
OG0008838	ENSMUSG00000025911.14	ENSPTRG00000045798.1
OG0008839	ENSMUSG00000059406.8	ENSPTRG00000010236.5
OG0008840	ENSMUSG00000013150.15	ENSPTRG00000008242.6
OG0008841	ENSMUSG00000037188.7	ENSPTRG00000000344.6
OG0008842	ENSMUSG00000038425.18	ENSPTRG00000010034.5
OG0008843	ENSMUSG00000045210.8	ENSPTRG00000020309.4
OG0008844	ENSMUSG00000027200.17	ENSPTRG00000007040.6
OG0008845	ENSMUSG00000035183.14	ENSPTRG00000007041.3
OG0008846	ENSMUSG00000040811.15	ENSPTRG00000048889.1
OG0008847	ENSMUSG00000042246.5	ENSPTRG00000007827.5
OG0008848	ENSMUSG00000017286.15	ENSPTRG00000008511.6
OG0008849	ENSMUSG00000005698.15	ENSPTRG00000008235.7
OG0008850	ENSMUSG00000021103.12	ENSPTRG00000006412.5
OG0008851	ENSMUSG00000034460.9	ENSPTRG00000006411.6
OG0008852	ENSMUSG00000033849.3	ENSPTRG00000043561.1
OG0008853	ENSMUSG00000021098.14	ENSPTRG00000006408.5
OG0008854	ENSMUSG00000049396.6	ENSPTRG00000008509.6
OG0008855	ENSMUSG00000018196.18	ENSPTRG00000001795.4
OG0008856	ENSMUSG00000038604.9	ENSPTRG00000008233.5
OG0008857	ENSMUSG00000024993.15	ENSPTRG00000002989.6
OG0008858	ENSMUSG00000099032.2	ENSPTRG00000043956.1
OG0008859	ENSMUSG00000025916.10	ENSPTRG00000020316.5
OG0008860	ENSMUSG00000034501.7	ENSPTRG00000006405.6
OG0008861	ENSMUSG00000040560.10	ENSPTRG00000010042.5
OG0008862	ENSMUSG00000031960.14	ENSPTRG00000008297.6
OG0008863	ENSMUSG00000026360.9	ENSPTRG00000001792.4
OG0008864	ENSMUSG00000019718.8	ENSPTRG00000006399.3
OG0008865	ENSMUSG00000051079.8	ENSPTRG00000001791.6
OG0008866	ENSMUSG00000026358.13	ENSPTRG00000049668.1
OG0008867	ENSMUSG00000098509.2	ENSPTRG00000034440.2
OG0008868	ENSMUSG00000026357.3	ENSPTRG00000001789.4
OG0008869	ENSMUSG00000030495.12	ENSPTRG00000010807.3
OG0008870	ENSMUSG00000032485.14	ENSPTRG00000014872.6
OG0008871	ENSMUSG00000043671.14	ENSPTRG00000010790.6
OG0008872	ENSMUSG00000042501.12	ENSPTRG00000020322.6
OG0008873	ENSMUSG00000011118.4	ENSPTRG00000004423.2
OG0008874	ENSMUSG00000022559.8	ENSPTRG00000042943.1, ENSPTRG00000020696.4
OG0008875	ENSMUSG00000032011.5	ENSPTRG00000004385.5
OG0008876	ENSMUSG00000013495.15	ENSPTRG00000050831.1
OG0008877	ENSMUSG00000039529.9	ENSPTRG00000010048.6
OG0008878	ENSMUSG00000048960.13	ENSPTRG00000020324.6
OG0008879	ENSMUSG00000038119.15	ENSPTRG00000004452.6
OG0008880	ENSMUSG00000020799.16	ENSPTRG00000008651.3
OG0008881	ENSMUSG00000022510.14	ENSPTRG00000015733.6
OG0008882	ENSMUSG00000032113.16	ENSPTRG00000004446.4
OG0008883	ENSMUSG00000057715.13	ENSPTRG00000020325.6
OG0008884	ENSMUSG00000016918.15	ENSPTRG00000020328.6
OG0008885	ENSMUSG00000032116.18	ENSPTRG00000004445.6
OG0008886	ENSMUSG00000022514.14	ENSPTRG00000015740.6
OG0008887	ENSMUSG00000062762.17	ENSPTRG00000004444.6
OG0008888	ENSMUSG00000042414.7	ENSPTRG00000020331.3
OG0008889	ENSMUSG00000063236.6	ENSPTRG00000020721.4
OG0008890	ENSMUSG00000030110.13	ENSPTRG00000002442.7
OG0008891	ENSMUSG00000005886.14	ENSPTRG00000020333.5
OG0008892	ENSMUSG00000042042.14	ENSPTRG00000002443.5
OG0008893	ENSMUSG00000033540.18	ENSPTRG00000015819.6
OG0008894	ENSMUSG00000032042.11	ENSPTRG00000028360.4
OG0008895	ENSMUSG00000004815.12	ENSPTRG00000047042.1
OG0008896	ENSMUSG00000009863.14	ENSPTRG00000000242.5
OG0008897	ENSMUSG00000039615.9	ENSPTRG00000007553.3
OG0008898	ENSMUSG00000029490.4	ENSPTRG00000015812.5
OG0008899	ENSMUSG00000033623.13	ENSPTRG00000046521.1
OG0008900	ENSMUSG00000032040.15	ENSPTRG00000004459.4
OG0008901	ENSMUSG00000028479.18	ENSPTRG00000020931.6
OG0008902	ENSMUSG00000015749.12	ENSPTRG00000046939.1
OG0008903	ENSMUSG00000021215.15	ENSPTRG00000002254.7
OG0008904	ENSMUSG00000029166.14	ENSPTRG00000011742.4
OG0008905	ENSMUSG00000028478.18	ENSPTRG00000020930.7
OG0008906	ENSMUSG00000032036.15	ENSPTRG00000004462.5
OG0008907	ENSMUSG00000017264.16	ENSPTRG00000000140.6
OG0008908	ENSMUSG00000003923.14	ENSPTRG00000048475.1
OG0008909	ENSMUSG00000020661.15	ENSPTRG00000011723.6
OG0008910	ENSMUSG00000028322.11	ENSPTRG00000020952.6
OG0008911	ENSMUSG00000032769.5	ENSPTRG00000020340.4
OG0008912	ENSMUSG00000025226.11	ENSPTRG00000002890.6
OG0008913	ENSMUSG00000028393.10	ENSPTRG00000021279.6
OG0008914	ENSMUSG00000032719.4	ENSPTRG00000020344.5
OG0008915	ENSMUSG00000037936.15	ENSPTRG00000005616.5
OG0008916	ENSMUSG00000035683.13	ENSPTRG00000020934.3
OG0008917	ENSMUSG00000025225.15	ENSPTRG00000002888.5
OG0008918	ENSMUSG00000049598.9	ENSPTRG00000001531.5
OG0008919	ENSMUSG00000026649.14	ENSPTRG00000001586.3
OG0008920	ENSMUSG00000025224.16	ENSPTRG00000002887.5
OG0008921	ENSMUSG00000062963.10	ENSPTRG00000001572.5
OG0008922	ENSMUSG00000074139.8, ENSMUSG00000019461.12	ENSPTRG00000008683.7
OG0008923	ENSMUSG00000031438.11	ENSPTRG00000022151.7
OG0008924	ENSMUSG00000053483.13	ENSPTRG00000001573.6
OG0008925	ENSMUSG00000025920.19	ENSPTRG00000047797.1, ENSPTRG00000043384.1, ENSPTRG00000045302.1
OG0008926	ENSMUSG00000037962.7	ENSPTRG00000005612.6
OG0008927	ENSMUSG00000049657.9	ENSPTRG00000047266.1
OG0008928	ENSMUSG00000079555.2	ENSPTRG00000015843.4
OG0008929	ENSMUSG00000025940.6	ENSPTRG00000050858.1
OG0008930	ENSMUSG00000025779.10	ENSPTRG00000020351.5
OG0008931	ENSMUSG00000025016.11	ENSPTRG00000002797.4
OG0008932	ENSMUSG00000035572.16	ENSPTRG00000020953.7
OG0008933	ENSMUSG00000059003.12	ENSPTRG00000007754.5
OG0008934	ENSMUSG00000025777.8	ENSPTRG00000020354.6
OG0008935	ENSMUSG00000067780.3	ENSPTRG00000052312.1
OG0008936	ENSMUSG00000006403.13	ENSPTRG00000001576.6
OG0008937	ENSMUSG00000031748.16	ENSPTRG00000008129.6
OG0008938	ENSMUSG00000041688.16	ENSPTRG00000022197.5
OG0008939	ENSMUSG00000025776.13	ENSPTRG00000020356.5
OG0008940	ENSMUSG00000031751.14	ENSPTRG00000008130.6
OG0008941	ENSMUSG00000032192.9	ENSPTRG00000007084.6
OG0008942	ENSMUSG00000007646.13	ENSPTRG00000009458.4
OG0008943	ENSMUSG00000033009.15	ENSPTRG00000023015.3
OG0008944	ENSMUSG00000017688.14	ENSPTRG00000020357.6
OG0008945	ENSMUSG00000038023.12	ENSPTRG00000005607.5
OG0008946	ENSMUSG00000031232.17	ENSPTRG00000022048.7
OG0008947	ENSMUSG00000008734.9	ENSPTRG00000007839.5
OG0008948	ENSMUSG00000029388.14	ENSPTRG00000005603.6
OG0008949	ENSMUSG00000068697.7	ENSPTRG00000002633.5
OG0008950	ENSMUSG00000039376.13	ENSPTRG00000002634.5
OG0008951	ENSMUSG00000030050.4	ENSPTRG00000012010.4
OG0008952	ENSMUSG00000034858.16	ENSPTRG00000007089.6
OG0008953	ENSMUSG00000033781.7	ENSPTRG00000022895.5
OG0008954	ENSMUSG00000031230.3	ENSPTRG00000022533.3
OG0008955	ENSMUSG00000014075.15	ENSPTRG00000015777.6
OG0008956	ENSMUSG00000029151.14	ENSPTRG00000011757.4
OG0008957	ENSMUSG00000003072.15	ENSPTRG00000010190.3
OG0008958	ENSMUSG00000039342.5	ENSPTRG00000012733.6
OG0008959	ENSMUSG00000029389.17	ENSPTRG00000005601.6
OG0008960	ENSMUSG00000025993.10	ENSPTRG00000012731.2
OG0008961	ENSMUSG00000030243.16	ENSPTRG00000004758.6
OG0008962	ENSMUSG00000051705.13	ENSPTRG00000043107.1
OG0008963	ENSMUSG00000039410.16	ENSPTRG00000000059.6
OG0008964	ENSMUSG00000032939.14	ENSPTRG00000008142.4
OG0008965	ENSMUSG00000005628.12	ENSPTRG00000001280.5
OG0008966	ENSMUSG00000024420.9	ENSPTRG00000022783.5
OG0008967	ENSMUSG00000028879.4	ENSPTRG00000000416.5
OG0008968	ENSMUSG00000026121.13	ENSPTRG00000012245.6
OG0008969	ENSMUSG00000024423.6	ENSPTRG00000009927.5
OG0008970	ENSMUSG00000079610.9	ENSPTRG00000012244.5
OG0008971	ENSMUSG00000092607.9	ENSPTRG00000001279.7
OG0008972	ENSMUSG00000053769.5	ENSPTRG00000001278.5
OG0008973	ENSMUSG00000013707.3	ENSPTRG00000001277.5
OG0008974	ENSMUSG00000030539.13	ENSPTRG00000007448.5
OG0008975	ENSMUSG00000001143.13	ENSPTRG00000012239.5
OG0008976	ENSMUSG00000028885.8	ENSPTRG00000000421.7
OG0008977	ENSMUSG00000024424.15	ENSPTRG00000009923.4
OG0008978	ENSMUSG00000021420.13	ENSPTRG00000017692.7
OG0008979	ENSMUSG00000039114.16	ENSPTRG00000017693.2
OG0008980	ENSMUSG00000039109.16	ENSPTRG00000017694.6
OG0008981	ENSMUSG00000021823.10	ENSPTRG00000002647.5
OG0008982	ENSMUSG00000116376.1	ENSPTRG00000045148.1, ENSPTRG00000033834.3
OG0008983	ENSMUSG00000042202.15	ENSPTRG00000000037.6
OG0008984	ENSMUSG00000050428.7	ENSPTRG00000038848.2
OG0008985	ENSMUSG00000022557.11	ENSPTRG00000020690.4
OG0008986	ENSMUSG00000013858.14	ENSPTRG00000010176.5
OG0008987	ENSMUSG00000075467.4	ENSPTRG00000034113.3
OG0008988	ENSMUSG00000029404.15	ENSPTRG00000005590.6
OG0008989	ENSMUSG00000023707.13	ENSPTRG00000005589.6
OG0008990	ENSMUSG00000022619.5	ENSPTRG00000014549.6
OG0008991	ENSMUSG00000057766.14	ENSPTRG00000009921.6
OG0008992	ENSMUSG00000039197.10	ENSPTRG00000002649.5
OG0008993	ENSMUSG00000029708.9	ENSPTRG00000019650.4
OG0008994	ENSMUSG00000030030.5	ENSPTRG00000043090.1
OG0008995	ENSMUSG00000022623.17	ENSPTRG00000048886.1, ENSPTRG00000014553.5
OG0008996	ENSMUSG00000029408.13	ENSPTRG00000005588.6
OG0008997	ENSMUSG00000063972.13	ENSPTRG00000051156.1
OG0008998	ENSMUSG00000026817.14	ENSPTRG00000021402.7
OG0008999	ENSMUSG00000034795.14	ENSPTRG00000005833.4
OG0009000	ENSMUSG00000028766.10	ENSPTRG00000000302.4
OG0009001	ENSMUSG00000022010.19	ENSPTRG00000005837.5
OG0009002	ENSMUSG00000052435.7	ENSPTRG00000006162.4
OG0009003	ENSMUSG00000040822.7	ENSPTRG00000045548.1
OG0009004	ENSMUSG00000067995.4	ENSPTRG00000005840.6
OG0009005	ENSMUSG00000046523.5	ENSPTRG00000047173.1
OG0009006	ENSMUSG00000000915.15	ENSPTRG00000005586.6
OG0009007	ENSMUSG00000025082.8	ENSPTRG00000002959.7
OG0009008	ENSMUSG00000056091.12	ENSPTRG00000012146.6
OG0009009	ENSMUSG00000050600.5	ENSPTRG00000013683.5
OG0009010	ENSMUSG00000035173.14	ENSPTRG00000002957.5
OG0009011	ENSMUSG00000022814.6	ENSPTRG00000015312.5
OG0009012	ENSMUSG00000027405.16	ENSPTRG00000013179.6
OG0009013	ENSMUSG00000028786.15	ENSPTRG00000000495.7
OG0009014	ENSMUSG00000056220.14	ENSPTRG00000001787.6
OG0009015	ENSMUSG00000039244.10	ENSPTRG00000018917.5
OG0009016	ENSMUSG00000034883.9	ENSPTRG00000006313.5
OG0009017	ENSMUSG00000031565.18	ENSPTRG00000020176.7
OG0009018	ENSMUSG00000113149.1, ENSMUSG00000020973.7	ENSPTRG00000030748.4
OG0009019	ENSMUSG00000024404.7	ENSPTRG00000009918.5
OG0009020	ENSMUSG00000029464.10	ENSPTRG00000005440.4
OG0009021	ENSMUSG00000025077.13	ENSPTRG00000022767.3
OG0009022	ENSMUSG00000050390.12	ENSPTRG00000000490.5
OG0009023	ENSMUSG00000049411.15	ENSPTRG00000009917.6
OG0009024	ENSMUSG00000032487.8	ENSPTRG00000001786.3
OG0009025	ENSMUSG00000040957.15	ENSPTRG00000009916.6
OG0009026	ENSMUSG00000025076.11	ENSPTRG00000002952.7
OG0009027	ENSMUSG00000027376.15	ENSPTRG00000012212.5
OG0009028	ENSMUSG00000060402.8	ENSPTRG00000010810.6
OG0009029	ENSMUSG00000006007.14	ENSPTRG00000001785.6
OG0009030	ENSMUSG00000063931.14	ENSPTRG00000010809.6
OG0009031	ENSMUSG00000051890.13	ENSPTRG00000006320.5
OG0009032	ENSMUSG00000049134.15	ENSPTRG00000002951.7
OG0009033	ENSMUSG00000030512.13	ENSPTRG00000007513.6
OG0009034	ENSMUSG00000032014.6	ENSPTRG00000004390.3
OG0009035	ENSMUSG00000024294.14	ENSPTRG00000009912.6
OG0009036	ENSMUSG00000006005.18	ENSPTRG00000001783.7
OG0009037	ENSMUSG00000075701.9	ENSPTRG00000007512.5
OG0009038	ENSMUSG00000029469.14	ENSPTRG00000005436.6
OG0009039	ENSMUSG00000045744.11	ENSPTRG00000007638.4
OG0009040	ENSMUSG00000025075.14	ENSPTRG00000002950.6
OG0009041	ENSMUSG00000034308.13	ENSPTRG00000008396.5
OG0009042	ENSMUSG00000037552.17	ENSPTRG00000010969.6
OG0009043	ENSMUSG00000042942.18	ENSPTRG00000009906.6
OG0009044	ENSMUSG00000031827.13	ENSPTRG00000008419.5
OG0009045	ENSMUSG00000031549.16	ENSPTRG00000020188.6
OG0009046	ENSMUSG00000011263.16	ENSPTRG00000011144.7
OG0009047	ENSMUSG00000056313.5	ENSPTRG00000044702.1
OG0009048	ENSMUSG00000036962.12	ENSPTRG00000012404.5
OG0009049	ENSMUSG00000066842.18	ENSPTRG00000001780.7
OG0009050	ENSMUSG00000050777.7	ENSPTRG00000042156.2
OG0009051	ENSMUSG00000022553.16	ENSPTRG00000020681.5
OG0009052	ENSMUSG00000039137.18	ENSPTRG00000021289.5
OG0009053	ENSMUSG00000023967.9	ENSPTRG00000044573.1, ENSPTRG00000018209.5
OG0009054	ENSMUSG00000027314.6	ENSPTRG00000006937.5
OG0009055	ENSMUSG00000039158.11	ENSPTRG00000021288.6
OG0009056	ENSMUSG00000034216.12	ENSPTRG00000006936.5
OG0009057	ENSMUSG00000026971.15	ENSPTRG00000012571.3
OG0009058	ENSMUSG00000026389.16	ENSPTRG00000012399.6
OG0009059	ENSMUSG00000027315.13	ENSPTRG00000006933.4
OG0009060	ENSMUSG00000023336.6	ENSPTRG00000008415.5
OG0009061	ENSMUSG00000023150.14	ENSPTRG00000001779.7
OG0009062	ENSMUSG00000045246.11	ENSPTRG00000008414.4
OG0009063	ENSMUSG00000037287.15	ENSPTRG00000004395.6
OG0009065	ENSMUSG00000052748.14	ENSPTRG00000001777.4
OG0009066	ENSMUSG00000037705.13	ENSPTRG00000004396.3
OG0009067	ENSMUSG00000015950.13	ENSPTRG00000019294.4, ENSPTRG00000044867.1
OG0009068	ENSMUSG00000038060.15	ENSPTRG00000014752.6
OG0009069	ENSMUSG00000047879.17	ENSPTRG00000009815.7
OG0009070	ENSMUSG00000035835.14	ENSPTRG00000010166.5
OG0009071	ENSMUSG00000026484.13	ENSPTRG00000001775.6
OG0009072	ENSMUSG00000024979.13	ENSPTRG00000002944.4
OG0009073	ENSMUSG00000032898.9	ENSPTRG00000005505.6
OG0009074	ENSMUSG00000046814.3	ENSPTRG00000006928.3
OG0009075	ENSMUSG00000029361.18	ENSPTRG00000005506.7
OG0009076	ENSMUSG00000036103.9	ENSPTRG00000009818.5
OG0009077	ENSMUSG00000070730.11	ENSPTRG00000006927.6
OG0009078	ENSMUSG00000043019.12	ENSPTRG00000001773.6
OG0009079	ENSMUSG00000021987.9	ENSPTRG00000005718.7
OG0009080	ENSMUSG00000025747.12	ENSPTRG00000009822.5
OG0009081	ENSMUSG00000032021.14	ENSPTRG00000004401.5
OG0009082	ENSMUSG00000019873.8	ENSPTRG00000002543.6
OG0009083	ENSMUSG00000027326.13	ENSPTRG00000006925.6
OG0009084	ENSMUSG00000054360.4	ENSPTRG00000004403.3
OG0009085	ENSMUSG00000044461.6	ENSPTRG00000047295.1
OG0009086	ENSMUSG00000029364.15	ENSPTRG00000005510.4
OG0009087	ENSMUSG00000066894.14	ENSPTRG00000005511.6
OG0009088	ENSMUSG00000051185.9	ENSPTRG00000017105.3
OG0009089	ENSMUSG00000040693.7	ENSPTRG00000017107.6
OG0009090	ENSMUSG00000032869.15	ENSPTRG00000013155.6
OG0009091	ENSMUSG00000018076.12	ENSPTRG00000005499.5
OG0009092	ENSMUSG00000040111.17	ENSPTRG00000004406.7
OG0009093	ENSMUSG00000044364.5	ENSPTRG00000013156.3
OG0009094	ENSMUSG00000024256.7	ENSPTRG00000009825.6
OG0009095	ENSMUSG00000038628.8	ENSPTRG00000007525.3
OG0009096	ENSMUSG00000040007.8	ENSPTRG00000023028.5
OG0009097	ENSMUSG00000028634.17	ENSPTRG00000000603.6
OG0009098	ENSMUSG00000025280.8	ENSPTRG00000002664.4
OG0009099	ENSMUSG00000055660.9	ENSPTRG00000009828.5
OG0009100	ENSMUSG00000052135.8	ENSPTRG00000047442.1
OG0009101	ENSMUSG00000037855.15	ENSPTRG00000002537.7
OG0009102	ENSMUSG00000043241.14	ENSPTRG00000002291.7
OG0009103	ENSMUSG00000024056.10	ENSPTRG00000009829.5
OG0009104	ENSMUSG00000052581.13	ENSPTRG00000012111.4
OG0009105	ENSMUSG00000037846.18	ENSPTRG00000002536.6
OG0009106	ENSMUSG00000027331.15	ENSPTRG00000006919.6
OG0009107	ENSMUSG00000054966.13	ENSPTRG00000004776.5
OG0009108	ENSMUSG00000029641.8	ENSPTRG00000005729.5
OG0009109	ENSMUSG00000040648.14	ENSPTRG00000017112.6
OG0009110	ENSMUSG00000019947.10	ENSPTRG00000002534.7
OG0009111	ENSMUSG00000016520.7	ENSPTRG00000005733.5
OG0009112	ENSMUSG00000026895.7	ENSPTRG00000021319.2
OG0009113	ENSMUSG00000026974.11	ENSPTRG00000021604.4
OG0009114	ENSMUSG00000044768.16	ENSPTRG00000045376.1
OG0009115	ENSMUSG00000045201.6	ENSPTRG00000014702.3
OG0009116	ENSMUSG00000029644.7	ENSPTRG00000005736.5
OG0009118	ENSMUSG00000021786.13	ENSPTRG00000014701.6
OG0009119	ENSMUSG00000042751.14	ENSPTRG00000001763.4
OG0009120	ENSMUSG00000022211.9	ENSPTRG00000006188.6
OG0009121	ENSMUSG00000021785.8	ENSPTRG00000014700.6
OG0009122	ENSMUSG00000030842.12	ENSPTRG00000004024.5
OG0009123	ENSMUSG00000040061.17	ENSPTRG00000006916.6
OG0009124	ENSMUSG00000027465.13	ENSPTRG00000013145.6
OG0009125	ENSMUSG00000019942.13	ENSPTRG00000002528.6
OG0009126	ENSMUSG00000048915.12	ENSPTRG00000017115.3
OG0009127	ENSMUSG00000045994.17	ENSPTRG00000004501.6
OG0009128	ENSMUSG00000074923.10	ENSPTRG00000010952.5
OG0009129	ENSMUSG00000032680.11	ENSPTRG00000023071.6
OG0009130	ENSMUSG00000024085.13	ENSPTRG00000017122.4
OG0009131	ENSMUSG00000026478.14	ENSPTRG00000001761.5
OG0009132	ENSMUSG00000024044.19	ENSPTRG00000009844.6
OG0009133	ENSMUSG00000045691.14	ENSPTRG00000006180.5
OG0009134	ENSMUSG00000006641.12	ENSPTRG00000011754.4
OG0009135	ENSMUSG00000035443.10	ENSPTRG00000004495.6
OG0009136	ENSMUSG00000026437.11	ENSPTRG00000044522.1
OG0009137	ENSMUSG00000024259.9	ENSPTRG00000017126.6
OG0009138	ENSMUSG00000038299.16	ENSPTRG00000017128.4
OG0009139	ENSMUSG00000037600.16	ENSPTRG00000000396.5
OG0009140	ENSMUSG00000040093.16	ENSPTRG00000006912.7
OG0009141	ENSMUSG00000031988.10	ENSPTRG00000050904.1
OG0009142	ENSMUSG00000042699.11	ENSPTRG00000001759.6, ENSPTRG00000049775.1
OG0009143	ENSMUSG00000003279.17	ENSPTRG00000009839.6
OG0009144	ENSMUSG00000059149.17	ENSPTRG00000001901.5
OG0009145	ENSMUSG00000042684.8	ENSPTRG00000001758.7
OG0009147	ENSMUSG00000040133.2	ENSPTRG00000006909.4
OG0009148	ENSMUSG00000024049.15	ENSPTRG00000009834.6
OG0009149	ENSMUSG00000027344.14	ENSPTRG00000006908.4
OG0009150	ENSMUSG00000028854.9	ENSPTRG00000051037.1
OG0009151	ENSMUSG00000026433.13	ENSPTRG00000001905.6
OG0009152	ENSMUSG00000035024.16	ENSPTRG00000004493.6
OG0009153	ENSMUSG00000005871.15	ENSPTRG00000017135.6
OG0009154	ENSMUSG00000055932.15	ENSPTRG00000008118.7
OG0009155	ENSMUSG00000039706.11	ENSPTRG00000015935.6
OG0009156	ENSMUSG00000042268.10	ENSPTRG00000001908.6
OG0009157	ENSMUSG00000031990.15	ENSPTRG00000004492.5
OG0009158	ENSMUSG00000032875.8	ENSPTRG00000049905.1
OG0009159	ENSMUSG00000031738.14	ENSPTRG00000008122.5
OG0009160	ENSMUSG00000022041.10	ENSPTRG00000020105.4
OG0009161	ENSMUSG00000031740.8	ENSPTRG00000008123.6
OG0009162	ENSMUSG00000052688.12	ENSPTRG00000048926.1
OG0009163	ENSMUSG00000024052.17	ENSPTRG00000009833.3
OG0009164	ENSMUSG00000030691.15	ENSPTRG00000004040.5
OG0009165	ENSMUSG00000004552.16	ENSPTRG00000022821.5
OG0009166	ENSMUSG00000071856.10	ENSPTRG00000017140.6
OG0009167	ENSMUSG00000028845.15	ENSPTRG00000024371.4
OG0009168	ENSMUSG00000042558.16	ENSPTRG00000000531.6
OG0009169	ENSMUSG00000070436.12	ENSPTRG00000004083.6
OG0009170	ENSMUSG00000024537.5	ENSPTRG00000009883.6
OG0009171	ENSMUSG00000024539.17	ENSPTRG00000009884.6
OG0009172	ENSMUSG00000055407.14	ENSPTRG00000004085.5
OG0009173	ENSMUSG00000049686.14	ENSPTRG00000005561.5
