Orthogroup	M_musculus.pep	G_gallus.pep
OG0005763	ENSMUSG00000029195.10	ENSGALG00000041663.3
OG0005764	ENSMUSG00000034620.17	ENSGALG00000009815.6
OG0005765	ENSMUSG00000029185.14	ENSGALG00000013583.6
OG0005766	ENSMUSG00000027552.14	ENSGALG00000038915.2
OG0005767	ENSMUSG00000027550.14	ENSGALG00000039499.2
OG0005768	ENSMUSG00000029174.18	ENSGALG00000039380.3
OG0005769	ENSMUSG00000029599.13	ENSGALG00000007490.7
OG0005770	ENSMUSG00000032741.9	ENSGALG00000008357.6
OG0005771	ENSMUSG00000039795.14	ENSGALG00000042794.3
OG0005772	ENSMUSG00000038086.4	ENSGALG00000040842.2
OG0005773	ENSMUSG00000047881.14	ENSGALG00000014336.5
OG0005774	ENSMUSG00000027531.16	ENSGALG00000034487.3
OG0005775	ENSMUSG00000090061.9	ENSGALG00000014337.5
OG0005776	ENSMUSG00000020238.14	ENSGALG00000013369.6
OG0005777	ENSMUSG00000005299.6	ENSGALG00000015706.5
OG0005778	ENSMUSG00000038564.11	ENSGALG00000016509.7
OG0005779	ENSMUSG00000037112.16	ENSGALG00000036873.2
OG0005780	ENSMUSG00000029594.12	ENSGALG00000008289.6
OG0005782	ENSMUSG00000032056.10	ENSGALG00000053178.1, ENSGALG00000007618.4
OG0005783	ENSMUSG00000032053.8	ENSGALG00000006809.6
OG0005784	ENSMUSG00000070858.12	ENSGALG00000033925.2, ENSGALG00000024486.5
OG0005785	ENSMUSG00000037235.13	ENSGALG00000015688.5
OG0005786	ENSMUSG00000042213.17	ENSGALG00000005893.7
OG0005787	ENSMUSG00000030766.15	ENSGALG00000041213.2
OG0005788	ENSMUSG00000021940.10	ENSGALG00000050857.1
OG0005789	ENSMUSG00000028243.5	ENSGALG00000030585.2
OG0005790	ENSMUSG00000001507.16	ENSGALG00000032702.3
OG0005791	ENSMUSG00000048108.13	ENSGALG00000026808.4
OG0005792	ENSMUSG00000015488.14	ENSGALG00000034132.2
OG0005793	ENSMUSG00000034893.9	ENSGALG00000016980.6
OG0005794	ENSMUSG00000022200.8	ENSGALG00000030382.2, ENSGALG00000028267.4
OG0005795	ENSMUSG00000035770.8	ENSGALG00000005241.6
OG0005796	ENSMUSG00000022197.16	ENSGALG00000002854.6
OG0005797	ENSMUSG00000024519.6	ENSGALG00000038426.2
OG0005798	ENSMUSG00000014846.12	ENSGALG00000002103.5
OG0005799	ENSMUSG00000039199.6	ENSGALG00000002091.6
OG0005800	ENSMUSG00000073987.4	ENSGALG00000031130.2
OG0005801	ENSMUSG00000014791.10	ENSGALG00000030220.2
OG0005802	ENSMUSG00000026063.4, ENSMUSG00000042433.2	ENSGALG00000004870.7
OG0005803	ENSMUSG00000021831.9	ENSGALG00000012404.7
OG0005804	ENSMUSG00000014859.9	ENSGALG00000001722.6
OG0005805	ENSMUSG00000066687.5	ENSGALG00000038540.3
OG0005806	ENSMUSG00000049796.4	ENSGALG00000037148.2
OG0005807	ENSMUSG00000046561.9	ENSGALG00000033286.2
OG0005808	ENSMUSG00000025912.16	ENSGALG00000033304.3
OG0005809	ENSMUSG00000012535.14	ENSGALG00000039420.2
OG0005810	ENSMUSG00000039844.20	ENSGALG00000003712.6
OG0005811	ENSMUSG00000095115.2	ENSGALG00000033806.2
OG0005812	ENSMUSG00000030652.11	ENSGALG00000006861.7
OG0005813	ENSMUSG00000044712.15	ENSGALG00000011893.7
OG0005814	ENSMUSG00000038046.4	ENSGALG00000004799.7
OG0005815	ENSMUSG00000018199.9	ENSGALG00000002504.7
OG0005816	ENSMUSG00000109482.2, ENSMUSG00000021094.10	ENSGALG00000011921.6
OG0005817	ENSMUSG00000025917.9	ENSGALG00000030843.2
OG0005818	ENSMUSG00000021090.16	ENSGALG00000012005.7
OG0005819	ENSMUSG00000021087.18	ENSGALG00000012006.7
OG0005820	ENSMUSG00000003458.12	ENSGALG00000009147.6
OG0005821	ENSMUSG00000056812.14	ENSGALG00000039151.2, ENSGALG00000026991.3
OG0005823	ENSMUSG00000062234.14	ENSGALG00000015352.7
OG0005824	ENSMUSG00000044452.10	ENSGALG00000004532.7
OG0005825	ENSMUSG00000032044.4	ENSGALG00000024326.5
OG0005826	ENSMUSG00000032103.10	ENSGALG00000000962.7
OG0005827	ENSMUSG00000107499.1, ENSMUSG00000079511.8	ENSGALG00000051392.1
OG0005828	ENSMUSG00000028140.13	ENSGALG00000042941.2
OG0005829	ENSMUSG00000033735.9	ENSGALG00000000067.6
OG0005830	ENSMUSG00000050856.16	ENSGALG00000015372.5
OG0005831	ENSMUSG00000068428.7	ENSGALG00000026907.3
OG0005832	ENSMUSG00000029428.13	ENSGALG00000002536.6
OG0005833	ENSMUSG00000031816.15	ENSGALG00000033322.3
OG0005834	ENSMUSG00000006276.10	ENSGALG00000021601.5
OG0005835	ENSMUSG00000025937.6	ENSGALG00000038745.3
OG0005836	ENSMUSG00000032041.15	ENSGALG00000040224.3
OG0005837	ENSMUSG00000049971.17	ENSGALG00000002679.4
OG0005838	ENSMUSG00000038828.13	ENSGALG00000022850.4
OG0005839	ENSMUSG00000021811.7	ENSGALG00000002701.5
OG0005840	ENSMUSG00000037710.8	ENSGALG00000002705.7
OG0005841	ENSMUSG00000021792.15	ENSGALG00000002421.7
OG0005842	ENSMUSG00000029482.4	ENSGALG00000002899.6
OG0005843	ENSMUSG00000060733.13	ENSGALG00000002710.6
OG0005844	ENSMUSG00000037824.6	ENSGALG00000002414.6
OG0005845	ENSMUSG00000035696.15	ENSGALG00000015311.6
OG0005846	ENSMUSG00000033021.16	ENSGALG00000002417.6
OG0005847	ENSMUSG00000035649.17	ENSGALG00000028675.3
OG0005848	ENSMUSG00000029478.16	ENSGALG00000003120.8
OG0005849	ENSMUSG00000058076.12	ENSGALG00000054449.1
OG0005850	ENSMUSG00000038393.14	ENSGALG00000048409.1
OG0005851	ENSMUSG00000035637.14	ENSGALG00000005423.7
OG0005853	ENSMUSG00000025017.10	ENSGALG00000005547.7
OG0005854	ENSMUSG00000037979.13	ENSGALG00000003146.7
OG0005855	ENSMUSG00000062729.11	ENSGALG00000054130.1
OG0005856	ENSMUSG00000042686.5	ENSGALG00000035845.2
OG0005857	ENSMUSG00000052423.14	ENSGALG00000030605.2
OG0005858	ENSMUSG00000022505.9	ENSGALG00000050207.1
OG0005859	ENSMUSG00000035601.9	ENSGALG00000029118.3
OG0005860	ENSMUSG00000031029.6	ENSGALG00000005326.6
OG0005861	ENSMUSG00000035615.12	ENSGALG00000054942.1, ENSGALG00000052152.1
OG0005862	ENSMUSG00000022504.10	ENSGALG00000007171.4
OG0005863	ENSMUSG00000068663.14	ENSGALG00000007167.6
OG0005864	ENSMUSG00000031754.10	ENSGALG00000003084.5
OG0005865	ENSMUSG00000056917.13	ENSGALG00000053836.1
OG0005866	ENSMUSG00000028149.12	ENSGALG00000012222.7
OG0005867	ENSMUSG00000031229.16	ENSGALG00000007843.6
OG0005868	ENSMUSG00000024411.11	ENSGALG00000015128.6
OG0005869	ENSMUSG00000020133.8	ENSGALG00000048805.1
OG0005870	ENSMUSG00000054321.7	ENSGALG00000015122.6
OG0005871	ENSMUSG00000005813.12	ENSGALG00000012239.6
OG0005872	ENSMUSG00000039357.2	ENSGALG00000005169.4
OG0005873	ENSMUSG00000029390.13	ENSGALG00000003307.4
OG0005874	ENSMUSG00000008958.14	ENSGALG00000000793.5
OG0005875	ENSMUSG00000029392.12	ENSGALG00000003314.6
OG0005876	ENSMUSG00000029402.8	ENSGALG00000003318.5
OG0005877	ENSMUSG00000039585.15	ENSGALG00000033618.2
OG0005878	ENSMUSG00000036339.18	ENSGALG00000012118.6
OG0005880	ENSMUSG00000028884.14	ENSGALG00000000734.6
OG0005881	ENSMUSG00000062444.15	ENSGALG00000035202.2
OG0005882	ENSMUSG00000047635.6	ENSGALG00000029390.3
OG0005883	ENSMUSG00000038126.17	ENSGALG00000003419.7, ENSGALG00000051644.1
OG0005884	ENSMUSG00000028886.15	ENSGALG00000000777.6
OG0005885	ENSMUSG00000056529.7	ENSGALG00000000783.7
OG0005886	ENSMUSG00000035852.11	ENSGALG00000044985.2
OG0005887	ENSMUSG00000024421.16	ENSGALG00000015056.6
OG0005888	ENSMUSG00000042105.18	ENSGALG00000009445.7
OG0005889	ENSMUSG00000025728.16	ENSGALG00000001985.5
OG0005893	ENSMUSG00000052572.19	ENSGALG00000042992.3
OG0005894	ENSMUSG00000024767.11	ENSGALG00000038229.2
OG0005895	ENSMUSG00000017776.15	ENSGALG00000002656.6
OG0005896	ENSMUSG00000044350.14	ENSGALG00000016969.5
OG0005897	ENSMUSG00000028101.18	ENSGALG00000034042.2
OG0005898	ENSMUSG00000032313.11	ENSGALG00000002945.7
OG0005899	ENSMUSG00000024413.14	ENSGALG00000015030.7
OG0005900	ENSMUSG00000021770.11	ENSGALG00000005004.4
OG0005901	ENSMUSG00000024966.9	ENSGALG00000046811.1
OG0005902	ENSMUSG00000054823.16	ENSGALG00000003299.7
OG0005903	ENSMUSG00000025081.13	ENSGALG00000046180.2
OG0005904	ENSMUSG00000028745.18	ENSGALG00000004034.7
OG0005905	ENSMUSG00000037363.9	ENSGALG00000036049.3
OG0005906	ENSMUSG00000047656.9	ENSGALG00000050256.1
OG0005907	ENSMUSG00000024797.14	ENSGALG00000004166.7
OG0005908	ENSMUSG00000023106.15	ENSGALG00000003795.6
OG0005909	ENSMUSG00000016252.7	ENSGALG00000051266.1
OG0005910	ENSMUSG00000020974.6	ENSGALG00000012237.7
OG0005911	ENSMUSG00000068302.8	ENSGALG00000010588.7
OG0005913	ENSMUSG00000029466.11	ENSGALG00000003826.5
OG0005914	ENSMUSG00000041238.16	ENSGALG00000014982.6
OG0005915	ENSMUSG00000015094.16	ENSGALG00000031482.2
OG0005916	ENSMUSG00000032513.8	ENSGALG00000006033.5
OG0005917	ENSMUSG00000032013.6	ENSGALG00000042360.2
OG0005918	ENSMUSG00000032015.16	ENSGALG00000006673.6
OG0005919	ENSMUSG00000024293.16	ENSGALG00000014936.6
OG0005920	ENSMUSG00000018401.17	ENSGALG00000001042.6
OG0005921	ENSMUSG00000029472.13	ENSGALG00000004179.7
OG0005922	ENSMUSG00000037999.13	ENSGALG00000041373.2
OG0005923	ENSMUSG00000043445.7	ENSGALG00000005888.6
OG0005924	ENSMUSG00000032515.8	ENSGALG00000027905.4
OG0005925	ENSMUSG00000026930.15	ENSGALG00000001797.6
OG0005926	ENSMUSG00000079243.4	ENSGALG00000006025.7
OG0005927	ENSMUSG00000006014.16	ENSGALG00000053885.1
OG0005928	ENSMUSG00000010825.17	ENSGALG00000040720.3
OG0005929	ENSMUSG00000029592.11	ENSGALG00000040265.2
OG0005930	ENSMUSG00000030769.15	ENSGALG00000005933.6
OG0005931	ENSMUSG00000110234.2, ENSMUSG00000089847.8	ENSGALG00000042572.2
OG0005932	ENSMUSG00000027263.12	ENSGALG00000008549.7
OG0005933	ENSMUSG00000027313.3	ENSGALG00000027874.3
OG0005934	ENSMUSG00000029470.15	ENSGALG00000003901.6
OG0005935	ENSMUSG00000037820.15	ENSGALG00000006775.7
OG0005936	ENSMUSG00000023966.8	ENSGALG00000010299.7
OG0005937	ENSMUSG00000032508.8	ENSGALG00000005947.7
OG0005938	ENSMUSG00000026388.15	ENSGALG00000012113.6
OG0005939	ENSMUSG00000003970.9	ENSGALG00000016232.6
OG0005940	ENSMUSG00000000247.11	ENSGALG00000001124.6
OG0005941	ENSMUSG00000068580.11	ENSGALG00000008460.6
OG0005942	ENSMUSG00000010651.4, ENSMUSG00000036138.16	ENSGALG00000005860.5
OG0005943	ENSMUSG00000028910.12	ENSGALG00000032763.3
OG0005944	ENSMUSG00000038740.9	ENSGALG00000000950.6
OG0005945	ENSMUSG00000054580.14	ENSGALG00000011149.5
OG0005946	ENSMUSG00000034278.3	ENSGALG00000036432.2
OG0005947	ENSMUSG00000029359.13	ENSGALG00000008206.6
OG0005948	ENSMUSG00000032018.14	ENSGALG00000037065.2
OG0005949	ENSMUSG00000024287.8	ENSGALG00000014915.7
OG0005950	ENSMUSG00000005718.8	ENSGALG00000027823.3
OG0005951	ENSMUSG00000026483.13	ENSGALG00000004812.5
OG0005952	ENSMUSG00000025743.14	ENSGALG00000035184.2
OG0005953	ENSMUSG00000024978.11	ENSGALG00000008795.5
OG0005954	ENSMUSG00000026676.7	ENSGALG00000030140.3
OG0005955	ENSMUSG00000039128.13	ENSGALG00000014038.7
OG0005956	ENSMUSG00000027323.10	ENSGALG00000030313.3
OG0005957	ENSMUSG00000068079.5	ENSGALG00000026276.3
OG0005958	ENSMUSG00000063895.7, ENSMUSG00000114797.1	ENSGALG00000017111.7
OG0005959	ENSMUSG00000074088.6, ENSMUSG00000106911.1	ENSGALG00000000615.7
OG0005960	ENSMUSG00000027324.1	ENSGALG00000041216.2
OG0005961	ENSMUSG00000025817.12	ENSGALG00000013967.7
OG0005962	ENSMUSG00000014932.15	ENSGALG00000014860.6
OG0005963	ENSMUSG00000032024.10	ENSGALG00000006507.6
OG0005964	ENSMUSG00000023232.17	ENSGALG00000021685.5
OG0005965	ENSMUSG00000025815.13	ENSGALG00000003674.6
OG0005966	ENSMUSG00000040767.10	ENSGALG00000026559.3
OG0005967	ENSMUSG00000029636.11	ENSGALG00000017103.6
OG0005968	ENSMUSG00000074704.9	ENSGALG00000006186.7
OG0005969	ENSMUSG00000116458.1, ENSMUSG00000037868.15	ENSGALG00000040971.2
OG0005970	ENSMUSG00000030259.12	ENSGALG00000054273.1
OG0005971	ENSMUSG00000032127.9	ENSGALG00000029536.2
OG0005972	ENSMUSG00000016510.11	ENSGALG00000017097.5
OG0005973	ENSMUSG00000029777.10	ENSGALG00000005694.7
OG0005974	ENSMUSG00000060012.9	ENSGALG00000016639.6
OG0005975	ENSMUSG00000060044.8	ENSGALG00000025862.3
OG0005976	ENSMUSG00000027455.16	ENSGALG00000006182.7
OG0005977	ENSMUSG00000078630.8	ENSGALG00000035375.2
OG0005978	ENSMUSG00000033705.17	ENSGALG00000041014.2
OG0005979	ENSMUSG00000024228.12	ENSGALG00000015268.7
OG0005980	ENSMUSG00000022229.3	ENSGALG00000006469.6
OG0005981	ENSMUSG00000038022.11	ENSGALG00000005188.7
OG0005982	ENSMUSG00000000127.15	ENSGALG00000000273.6
OG0005983	ENSMUSG00000060371.12	ENSGALG00000001122.6
OG0005985	ENSMUSG00000037553.14	ENSGALG00000034910.2
OG0005986	ENSMUSG00000079469.10	ENSGALG00000037734.3
OG0005987	ENSMUSG00000031969.16	ENSGALG00000001557.7
OG0005988	ENSMUSG00000028848.13	ENSGALG00000027909.3
OG0005989	ENSMUSG00000040084.9	ENSGALG00000036892.3
OG0005991	ENSMUSG00000028851.6	ENSGALG00000000895.6
OG0005992	ENSMUSG00000049672.15	ENSGALG00000038340.2
OG0005993	ENSMUSG00000029778.12	ENSGALG00000005223.6
OG0005994	ENSMUSG00000047407.17	ENSGALG00000014795.6
OG0005995	ENSMUSG00000024378.9	ENSGALG00000000241.4
OG0005996	ENSMUSG00000044338.9	ENSGALG00000004841.5
OG0005997	ENSMUSG00000046985.11	ENSGALG00000014486.7
OG0005998	ENSMUSG00000013275.9	ENSGALG00000000721.6
OG0005999	ENSMUSG00000042251.12	ENSGALG00000000724.3
OG0006000	ENSMUSG00000015747.5	ENSGALG00000013899.7
OG0006001	ENSMUSG00000021301.9	ENSGALG00000037193.2
OG0006002	ENSMUSG00000024472.9	ENSGALG00000000215.7
OG0006003	ENSMUSG00000042116.3	ENSGALG00000001527.6
OG0006004	ENSMUSG00000059456.13	ENSGALG00000016564.6
OG0006005	ENSMUSG00000024053.11	ENSGALG00000032997.2
OG0006006	ENSMUSG00000013419.7	ENSGALG00000005287.6
OG0006007	ENSMUSG00000034653.11	ENSGALG00000000189.6
OG0006008	ENSMUSG00000073542.3	ENSGALG00000013858.7
OG0006009	ENSMUSG00000016327.9	ENSGALG00000008593.6
OG0006010	ENSMUSG00000035354.9	ENSGALG00000000845.6
OG0006011	ENSMUSG00000047866.18	ENSGALG00000003942.6
OG0006012	ENSMUSG00000038121.6	ENSGALG00000013887.4
OG0006013	ENSMUSG00000032905.5	ENSGALG00000002345.6
OG0006014	ENSMUSG00000029445.13	ENSGALG00000004343.6
OG0006015	ENSMUSG00000015957.12	ENSGALG00000000839.4
OG0006016	ENSMUSG00000055762.16	ENSGALG00000040098.2
OG0006017	ENSMUSG00000024481.5	ENSGALG00000002318.6
OG0006018	ENSMUSG00000036572.16	ENSGALG00000008618.6
OG0006019	ENSMUSG00000042510.7	ENSGALG00000001091.7
OG0006020	ENSMUSG00000029438.9	ENSGALG00000004379.7
OG0006021	ENSMUSG00000034744.13	ENSGALG00000052976.1
OG0006022	ENSMUSG00000026988.15	ENSGALG00000012574.6
OG0006023	ENSMUSG00000038342.15	ENSGALG00000004397.7
OG0006024	ENSMUSG00000026409.14, ENSMUSG00000101904.1	ENSGALG00000001117.6
OG0006025	ENSMUSG00000036879.15	ENSGALG00000004004.6
OG0006026	ENSMUSG00000037416.13	ENSGALG00000002227.7
OG0006027	ENSMUSG00000065979.12	ENSGALG00000040854.2
OG0006028	ENSMUSG00000020224.15	ENSGALG00000019358.6
OG0006029	ENSMUSG00000028954.11	ENSGALG00000006181.6
OG0006030	ENSMUSG00000099041.1, ENSMUSG00000007476.18	ENSGALG00000004573.7
OG0006031	ENSMUSG00000004934.14	ENSGALG00000034413.2
OG0006032	ENSMUSG00000034813.18	ENSGALG00000009895.6
OG0006033	ENSMUSG00000055235.11	ENSGALG00000019690.6
OG0006034	ENSMUSG00000026991.20	ENSGALG00000012561.7
OG0006035	ENSMUSG00000038807.19	ENSGALG00000033885.2
OG0006036	ENSMUSG00000038462.3	ENSGALG00000025819.4
OG0006037	ENSMUSG00000026925.16	ENSGALG00000001964.7
OG0006038	ENSMUSG00000028945.9	ENSGALG00000039880.2
OG0006039	ENSMUSG00000090461.2, ENSMUSG00000074695.3	ENSGALG00000009904.6
OG0006040	ENSMUSG00000024168.8	ENSGALG00000029047.3
OG0006041	ENSMUSG00000036641.9	ENSGALG00000012555.7
OG0006042	ENSMUSG00000038002.9	ENSGALG00000009341.7
OG0006043	ENSMUSG00000031701.6	ENSGALG00000004115.7
OG0006044	ENSMUSG00000032115.14	ENSGALG00000007659.7
OG0006045	ENSMUSG00000024163.17	ENSGALG00000029514.2
OG0006046	ENSMUSG00000032352.16	ENSGALG00000016304.6, ENSGALG00000051798.1
OG0006047	ENSMUSG00000038072.14	ENSGALG00000006233.6
OG0006048	ENSMUSG00000024528.8	ENSGALG00000005316.6
OG0006050	ENSMUSG00000023066.10	ENSGALG00000013745.6
OG0006052	ENSMUSG00000032358.12	ENSGALG00000016299.4
OG0006053	ENSMUSG00000029188.14	ENSGALG00000014372.5
OG0006054	ENSMUSG00000020171.8	ENSGALG00000029135.3
OG0006055	ENSMUSG00000056153.15	ENSGALG00000013731.6
OG0006056	ENSMUSG00000020523.14	ENSGALG00000004068.6
OG0006057	ENSMUSG00000098375.6, ENSMUSG00000023723.17	ENSGALG00000005559.6
OG0006058	ENSMUSG00000020522.13	ENSGALG00000004040.5
OG0006059	ENSMUSG00000028933.11	ENSGALG00000026865.4
OG0006060	ENSMUSG00000039191.12	ENSGALG00000014365.6
OG0006061	ENSMUSG00000034024.8	ENSGALG00000009975.7
OG0006062	ENSMUSG00000066440.5	ENSGALG00000028762.3
OG0006063	ENSMUSG00000039156.19	ENSGALG00000014355.5
OG0006064	ENSMUSG00000024644.17	ENSGALG00000019514.6
OG0006065	ENSMUSG00000033294.11	ENSGALG00000002272.6
OG0006066	ENSMUSG00000020169.4	ENSGALG00000010029.5
OG0006067	ENSMUSG00000047388.10	ENSGALG00000040475.3
OG0006068	ENSMUSG00000064181.6	ENSGALG00000009959.6
OG0006069	ENSMUSG00000036655.8	ENSGALG00000050002.1
OG0006070	ENSMUSG00000001700.10	ENSGALG00000008237.6
OG0006071	ENSMUSG00000049090.3	ENSGALG00000022882.4
OG0006072	ENSMUSG00000020514.8	ENSGALG00000003919.6
OG0006073	ENSMUSG00000053644.13	ENSGALG00000008229.6
OG0006074	ENSMUSG00000002633.4	ENSGALG00000006379.6
OG0006075	ENSMUSG00000041607.17	ENSGALG00000013640.6
OG0006076	ENSMUSG00000029501.14	ENSGALG00000002143.5
OG0006077	ENSMUSG00000034390.16	ENSGALG00000038494.2
OG0006078	ENSMUSG00000001569.10	ENSGALG00000006437.6
OG0006079	ENSMUSG00000106687.5, ENSMUSG00000022718.12	ENSGALG00000033126.3
OG0006080	ENSMUSG00000033323.14	ENSGALG00000031461.2
OG0006081	ENSMUSG00000034006.17	ENSGALG00000049812.1
OG0006083	ENSMUSG00000084128.10	ENSGALG00000003374.5
OG0006084	ENSMUSG00000003208.9	ENSGALG00000041520.2
OG0006085	ENSMUSG00000045912.9	ENSGALG00000001273.5
OG0006086	ENSMUSG00000062761.7	ENSGALG00000016506.6
OG0006087	ENSMUSG00000030733.10	ENSGALG00000046986.1
OG0006088	ENSMUSG00000006717.7	ENSGALG00000013632.7
OG0006089	ENSMUSG00000093575.1, ENSMUSG00000014232.14	ENSGALG00000030877.2
OG0006090	ENSMUSG00000049871.14	ENSGALG00000033278.2
OG0006091	ENSMUSG00000021340.13	ENSGALG00000029836.2
OG0006092	ENSMUSG00000021193.10	ENSGALG00000007036.5
OG0006093	ENSMUSG00000036855.3	ENSGALG00000007065.6
OG0006094	ENSMUSG00000028409.11	ENSGALG00000002014.3
OG0006095	ENSMUSG00000021376.11	ENSGALG00000012687.7
OG0006096	ENSMUSG00000028413.13	ENSGALG00000002022.5
OG0006097	ENSMUSG00000028545.13	ENSGALG00000036909.2
OG0006098	ENSMUSG00000008540.11	ENSGALG00000013098.6
OG0006099	ENSMUSG00000047534.17	ENSGALG00000012452.5
OG0006100	ENSMUSG00000055884.8	ENSGALG00000031182.2
OG0006101	ENSMUSG00000037572.17	ENSGALG00000012199.7
OG0006102	ENSMUSG00000030224.10	ENSGALG00000013092.6
OG0006103	ENSMUSG00000021371.5	ENSGALG00000012699.7
OG0006104	ENSMUSG00000038518.15	ENSGALG00000012702.5
OG0006106	ENSMUSG00000031585.13	ENSGALG00000010283.6
OG0006107	ENSMUSG00000032288.9	ENSGALG00000040238.2
OG0006108	ENSMUSG00000030223.14	ENSGALG00000013085.7
OG0006109	ENSMUSG00000021076.6	ENSGALG00000012041.6, ENSGALG00000012085.7
OG0006110	ENSMUSG00000036242.15	ENSGALG00000051550.1
OG0006111	ENSMUSG00000036282.15	ENSGALG00000012098.7
OG0006112	ENSMUSG00000046794.9	ENSGALG00000030303.3
OG0006113	ENSMUSG00000021374.10	ENSGALG00000012720.7
OG0006114	ENSMUSG00000061244.14	ENSGALG00000012105.6
OG0006115	ENSMUSG00000067714.13	ENSGALG00000014455.7
OG0006116	ENSMUSG00000024234.7	ENSGALG00000007351.5
OG0006117	ENSMUSG00000022270.16	ENSGALG00000042679.3
OG0006118	ENSMUSG00000052253.6	ENSGALG00000037171.3
OG0006119	ENSMUSG00000046034.8	ENSGALG00000019543.5
OG0006120	ENSMUSG00000017721.15	ENSGALG00000003909.7
OG0006121	ENSMUSG00000039492.7	ENSGALG00000043926.2
OG0006122	ENSMUSG00000060771.15	ENSGALG00000016757.7
OG0006123	ENSMUSG00000056069.10	ENSGALG00000012965.7
OG0006124	ENSMUSG00000045503.16	ENSGALG00000003929.6
OG0006125	ENSMUSG00000026798.10	ENSGALG00000004927.7
OG0006126	ENSMUSG00000052488.7	ENSGALG00000003824.6
OG0006127	ENSMUSG00000030036.8	ENSGALG00000046858.1
OG0006128	ENSMUSG00000023079.14	ENSGALG00000001263.7
OG0006129	ENSMUSG00000059689.15	ENSGALG00000005661.6
OG0006130	ENSMUSG00000030035.14	ENSGALG00000049426.1
OG0006131	ENSMUSG00000061802.6	ENSGALG00000007417.7
OG0006132	ENSMUSG00000057335.11	ENSGALG00000010733.7
OG0006133	ENSMUSG00000031959.15	ENSGALG00000002798.6
OG0006134	ENSMUSG00000058761.5	ENSGALG00000017309.6
OG0006135	ENSMUSG00000026504.17	ENSGALG00000010713.6
OG0006136	ENSMUSG00000042677.7	ENSGALG00000002021.6
OG0006137	ENSMUSG00000033596.5	ENSGALG00000036234.2
OG0006138	ENSMUSG00000072889.9	ENSGALG00000014138.6
OG0006140	ENSMUSG00000004099.16	ENSGALG00000038018.2
OG0006141	ENSMUSG00000039195.4	ENSGALG00000004783.5
OG0006142	ENSMUSG00000067219.9	ENSGALG00000027986.4
OG0006143	ENSMUSG00000017664.16	ENSGALG00000020939.5
OG0006144	ENSMUSG00000039168.15	ENSGALG00000013002.5
OG0006145	ENSMUSG00000022237.17	ENSGALG00000038328.3
OG0006146	ENSMUSG00000026786.14	ENSGALG00000007579.6
OG0006147	ENSMUSG00000043895.6	ENSGALG00000049475.1
OG0006148	ENSMUSG00000028890.13	ENSGALG00000001639.4
OG0006149	ENSMUSG00000036769.14	ENSGALG00000005997.8
OG0006151	ENSMUSG00000039100.10	ENSGALG00000035699.2
OG0006152	ENSMUSG00000073131.12	ENSGALG00000009065.4
OG0006153	ENSMUSG00000036087.18	ENSGALG00000014115.7
OG0006154	ENSMUSG00000007603.9	ENSGALG00000001800.7
OG0006155	ENSMUSG00000041571.9	ENSGALG00000052338.1
OG0006157	ENSMUSG00000031089.7	ENSGALG00000005957.6
OG0006158	ENSMUSG00000026679.3	ENSGALG00000007680.6
OG0006159	ENSMUSG00000036591.16	ENSGALG00000007721.6
OG0006161	ENSMUSG00000026735.2	ENSGALG00000027144.3
OG0006162	ENSMUSG00000037683.14	ENSGALG00000007864.6
OG0006163	ENSMUSG00000028647.13	ENSGALG00000024295.4
OG0006164	ENSMUSG00000043029.2	ENSGALG00000004660.5, ENSGALG00000055056.1
OG0006165	ENSMUSG00000071019.11, ENSMUSG00000028236.3	ENSGALG00000015416.3
OG0006166	ENSMUSG00000022783.11, ENSMUSG00000037708.16	ENSGALG00000007892.7
OG0006167	ENSMUSG00000029155.16	ENSGALG00000013964.6
OG0006168	ENSMUSG00000038296.14	ENSGALG00000005584.7
OG0006169	ENSMUSG00000041380.13	ENSGALG00000005853.6
OG0006170	ENSMUSG00000051154.11	ENSGALG00000007900.5
OG0006171	ENSMUSG00000024270.11	ENSGALG00000013209.6
OG0006172	ENSMUSG00000026743.16	ENSGALG00000007928.6
OG0006173	ENSMUSG00000028347.14	ENSGALG00000013212.6
OG0006174	ENSMUSG00000028233.6	ENSGALG00000015340.6
OG0006176	ENSMUSG00000024800.8	ENSGALG00000006486.6
OG0006177	ENSMUSG00000024805.16	ENSGALG00000006502.6
OG0006178	ENSMUSG00000033917.15	ENSGALG00000006916.6
OG0006179	ENSMUSG00000057914.15	ENSGALG00000008591.6
OG0006180	ENSMUSG00000025907.14	ENSGALG00000015259.7
OG0006181	ENSMUSG00000048236.8	ENSGALG00000005318.6
OG0006182	ENSMUSG00000063275.15	ENSGALG00000008659.7
OG0006183	ENSMUSG00000021608.15	ENSGALG00000013189.5
OG0006184	ENSMUSG00000036528.16	ENSGALG00000005294.6
OG0006185	ENSMUSG00000032309.15	ENSGALG00000039897.2
OG0006186	ENSMUSG00000037254.18	ENSGALG00000006833.6
OG0006187	ENSMUSG00000061186.15	ENSGALG00000009279.6
OG0006188	ENSMUSG00000026727.10	ENSGALG00000040891.3
OG0006189	ENSMUSG00000033722.9	ENSGALG00000003885.6
OG0006190	ENSMUSG00000026469.14	ENSGALG00000003893.6
OG0006191	ENSMUSG00000026730.12	ENSGALG00000008728.6
OG0006192	ENSMUSG00000024989.15	ENSGALG00000006639.7
OG0006193	ENSMUSG00000026767.12	ENSGALG00000008739.6
OG0006194	ENSMUSG00000033701.13	ENSGALG00000003924.7
