M_musculus.pep P_Mucros.pep
ENSMUSG00000032487.8 XP_015668806.1
ENSMUSG00000040957.15 XP_029140975.1
ENSMUSG00000025076.11 XP_015676047.1
ENSMUSG00000027376.15 XP_015666841.1
ENSMUSG00000060402.8 XP_015667562.2
ENSMUSG00000006007.14 XP_015668799.1
ENSMUSG00000063931.14 XP_015667571.1
ENSMUSG00000051890.13 XP_015683097.1
ENSMUSG00000049134.15 XP_015676046.1
ENSMUSG00000030512.13 XP_015667335.1
ENSMUSG00000032014.6 XP_015669044.1
ENSMUSG00000024294.14 XP_015676254.1
ENSMUSG00000006005.18 XP_015668798.1
ENSMUSG00000075701.9 XP_015667345.1
ENSMUSG00000029469.14 XP_015670946.1
ENSMUSG00000045744.11 XP_029142257.1
ENSMUSG00000025075.14 XP_029140790.1
ENSMUSG00000034308.13 XP_015671749.1
ENSMUSG00000042942.18 XP_015676029.1
ENSMUSG00000031827.13 XP_015666012.1
ENSMUSG00000031549.16 XP_029140332.1
ENSMUSG00000056313.5 XP_015673462.1
ENSMUSG00000036962.12 XP_015681079.1
ENSMUSG00000066842.18 XP_015668797.1
ENSMUSG00000050777.7 XP_015681090.1
ENSMUSG00000022553.16 XP_015679437.1
ENSMUSG00000039137.18 XP_015678813.1
ENSMUSG00000023967.9 XP_015673470.1
ENSMUSG00000027314.6 XP_015665765.1
ENSMUSG00000039158.11 XP_029141373.1
ENSMUSG00000034216.12 XP_015675445.1
ENSMUSG00000026971.15 XP_015679338.1
ENSMUSG00000027315.13 XP_015675446.1
ENSMUSG00000023336.6 XP_015666054.1
ENSMUSG00000023150.14 XP_015680218.1
ENSMUSG00000045246.11 XP_015665954.1
ENSMUSG00000037287.15 XP_015669227.1
ENSMUSG00000071724.5 XP_029141504.1
ENSMUSG00000052748.14 XP_015680217.1
ENSMUSG00000037705.13 XP_015669221.1
ENSMUSG00000015950.13 XP_015678687.1
ENSMUSG00000038060.15 XP_029139257.1
ENSMUSG00000047879.17 XP_015668959.1
ENSMUSG00000035835.14 XP_015665548.1
ENSMUSG00000026484.13 XP_015680214.1
ENSMUSG00000024979.13 XP_015670082.1
ENSMUSG00000032898.9 XP_015680232.1
ENSMUSG00000046814.3 XP_015670021.1
ENSMUSG00000029361.18 XP_029141675.1
ENSMUSG00000036103.9 XP_015668956.1
ENSMUSG00000070730.11 XP_015670022.1
ENSMUSG00000043019.12 XP_015672125.1
ENSMUSG00000021987.9 XP_015672515.1
ENSMUSG00000025747.12 XP_015668963.1
ENSMUSG00000032021.14 XP_015676893.1
ENSMUSG00000019873.8 XP_015668729.1
ENSMUSG00000027326.13 XP_029139714.1
ENSMUSG00000054360.4 XP_015676895.1
ENSMUSG00000044461.6 XP_015672524.1
ENSMUSG00000029364.15 XP_015677446.1
ENSMUSG00000066894.14 XP_015677445.1
ENSMUSG00000051185.9 XP_015678107.1
ENSMUSG00000040693.7 XP_015671147.1
ENSMUSG00000018076.12 XP_029141714.1
ENSMUSG00000040111.17 XP_015670347.1
ENSMUSG00000024256.7 XP_015668962.1
ENSMUSG00000038628.8 XP_015667449.1
ENSMUSG00000040007.8 XP_029139716.1
ENSMUSG00000028634.17 XP_029141136.1
ENSMUSG00000025280.8 XP_029142140.1
ENSMUSG00000055660.9 XP_015668953.1
ENSMUSG00000052135.8 XP_015672091.1
ENSMUSG00000037855.15 XP_015671954.1
ENSMUSG00000043241.14 XP_015681897.1
ENSMUSG00000024056.10 XP_015668952.1
ENSMUSG00000052581.13 XP_015673015.1
ENSMUSG00000037846.18 XP_015671948.1
ENSMUSG00000027331.15 XP_015670035.1
ENSMUSG00000054966.13 XP_015681898.1
ENSMUSG00000029641.8 XP_015681705.1
ENSMUSG00000040648.14 XP_029141015.1
ENSMUSG00000019947.10 XP_015677810.1
ENSMUSG00000016520.7 XP_015671140.1
ENSMUSG00000026895.7 XP_015679841.1
ENSMUSG00000026974.11 XP_015683514.1
ENSMUSG00000045201.6 XP_015667209.1
ENSMUSG00000029644.7 XP_029139905.1
ENSMUSG00000020312.12 XP_015684512.1
ENSMUSG00000021786.13 XP_015667208.1
ENSMUSG00000042751.14 XP_015668623.1
ENSMUSG00000022211.9 XP_015677709.1
ENSMUSG00000021785.8 XP_015667192.2
ENSMUSG00000030842.12 XP_015685568.1
ENSMUSG00000040061.17 XP_015670038.1
ENSMUSG00000027465.13 XP_015684605.1
ENSMUSG00000048915.12 XP_015673173.1
ENSMUSG00000045994.17 XP_015677803.1
ENSMUSG00000074923.10 XP_015675225.1
ENSMUSG00000024085.13 XP_015678323.2
ENSMUSG00000026478.14 XP_029139398.1
ENSMUSG00000024044.19 XP_029140524.1
ENSMUSG00000045691.14 XP_015677726.1
ENSMUSG00000006641.12 XP_015670307.1
ENSMUSG00000035443.10 XP_015677805.1
ENSMUSG00000026437.11 XP_015673280.1
ENSMUSG00000024259.9 XP_015681648.1
ENSMUSG00000038299.16 XP_015681647.1
ENSMUSG00000037600.16 XP_015674203.1
ENSMUSG00000040093.16 XP_015675231.1
ENSMUSG00000031988.10 XP_015677806.1
ENSMUSG00000042699.11 XP_015668600.1
ENSMUSG00000003279.17 XP_015678679.1
ENSMUSG00000059149.17 XP_015673278.1
ENSMUSG00000042684.8 XP_015668613.1
ENSMUSG00000040133.2 XP_015681338.1
ENSMUSG00000024049.15 XP_015678676.1
ENSMUSG00000027344.14 XP_015681328.1
ENSMUSG00000028854.9 XP_015679021.1
ENSMUSG00000026433.13 XP_015673288.1
ENSMUSG00000035024.16 XP_029141164.1
ENSMUSG00000005871.15 XP_015677874.1
ENSMUSG00000055932.15 XP_015674230.1
ENSMUSG00000042268.10 XP_015679861.1
ENSMUSG00000031990.15 XP_015677802.1
ENSMUSG00000032875.8 XP_015670975.1
ENSMUSG00000031738.14 XP_015680527.1
ENSMUSG00000022041.10 XP_029141243.1
ENSMUSG00000031740.8 XP_015680526.1
ENSMUSG00000052688.12 XP_015676948.1
ENSMUSG00000024052.17 XP_015678681.1
ENSMUSG00000030691.15 XP_015674056.1
ENSMUSG00000004552.16 XP_015676946.1
ENSMUSG00000071856.10 XP_015677879.1
ENSMUSG00000028845.15 XP_015679492.1
ENSMUSG00000042558.16 XP_015679493.1
ENSMUSG00000070436.12 XP_015674059.1
ENSMUSG00000024537.5 XP_015672245.1
ENSMUSG00000024539.17 XP_015672244.1
ENSMUSG00000055407.14 XP_015674058.1
ENSMUSG00000049686.14 XP_015670943.1
ENSMUSG00000030718.9 XP_015670982.1
ENSMUSG00000029477.14 XP_015670942.1
ENSMUSG00000026427.16 XP_015669972.1
ENSMUSG00000063605.5 XP_015671374.1
ENSMUSG00000033949.12 XP_015675326.1
ENSMUSG00000021418.15 XP_015666337.1
ENSMUSG00000027022.14 XP_015677840.1
ENSMUSG00000035539.14 XP_015682311.1
ENSMUSG00000066148.3 XP_015687438.1
ENSMUSG00000024542.9 XP_029140120.1
ENSMUSG00000001558.5 XP_015674736.1
ENSMUSG00000033319.5 XP_015675322.1
ENSMUSG00000056130.10 XP_015675321.1
ENSMUSG00000036502.14 XP_015687388.1
ENSMUSG00000016529.5 XP_015682549.2
ENSMUSG00000019731.13 XP_015665462.1
ENSMUSG00000033184.14 XP_015675320.1
ENSMUSG00000033022.8 XP_015675318.1
ENSMUSG00000066150.12 XP_015687447.1
ENSMUSG00000036551.6 XP_015687382.1
ENSMUSG00000045569.7 XP_015674416.1
ENSMUSG00000057604.9 XP_015678147.1
ENSMUSG00000029440.15 XP_015670940.1
ENSMUSG00000026417.13 XP_015679564.1
ENSMUSG00000046691.14 XP_015666898.1
ENSMUSG00000049287.5 XP_015669779.2
ENSMUSG00000043448.13 XP_015669780.1
ENSMUSG00000036860.14 XP_015669784.1
ENSMUSG00000042705.9 XP_015677628.1
ENSMUSG00000020441.6 XP_015669785.1
ENSMUSG00000019647.16 XP_015677626.1
ENSMUSG00000041130.10 XP_015671731.1
ENSMUSG00000022215.6 XP_015677720.1
ENSMUSG00000033697.16 XP_015684000.1
ENSMUSG00000026312.17 XP_015672262.1
ENSMUSG00000040888.10 XP_015671738.1
ENSMUSG00000063409.12 XP_015670916.1
ENSMUSG00000035769.9 XP_015688023.1
ENSMUSG00000035168.16 XP_015670222.1
ENSMUSG00000026791.14 XP_015675492.1
ENSMUSG00000020225.10 XP_015670359.1
ENSMUSG00000035984.14 XP_015673191.1
ENSMUSG00000031770.16 XP_015678440.1
ENSMUSG00000034848.17 XP_015679121.1
ENSMUSG00000039257.11 XP_029141487.1
ENSMUSG00000031703.8 XP_015674444.1
ENSMUSG00000028630.9 XP_015667957.1
ENSMUSG00000063550.8 XP_015683279.1
ENSMUSG00000020212.14 XP_029139268.1
ENSMUSG00000038702.6 XP_015682241.1
ENSMUSG00000049106.7 XP_015669573.1
ENSMUSG00000024507.6 XP_015679067.1
ENSMUSG00000030990.18 XP_015683281.1
ENSMUSG00000052798.13 XP_015667950.1
ENSMUSG00000029186.12 XP_015682618.1
ENSMUSG00000024165.9 XP_015676787.1
ENSMUSG00000029439.14 XP_015678667.1
ENSMUSG00000024614.7 XP_015673736.1
ENSMUSG00000073565.5 XP_015679913.1
ENSMUSG00000022545.13 XP_015678470.1
ENSMUSG00000009569.14 XP_029141298.1
ENSMUSG00000055531.12 XP_015667944.1
ENSMUSG00000046070.9 XP_029141297.1
ENSMUSG00000024534.15 XP_015677599.1
ENSMUSG00000032360.16 XP_015682044.1
ENSMUSG00000031697.12 XP_015674450.1
ENSMUSG00000021120.11 XP_015669584.1
ENSMUSG00000034484.8 XP_015677324.1
ENSMUSG00000021125.6 XP_015669585.1
ENSMUSG00000031696.9 XP_015674442.1
ENSMUSG00000020170.4 XP_015667288.1
ENSMUSG00000029775.14 XP_015684865.1
ENSMUSG00000032179.7 XP_015675375.1
ENSMUSG00000034391.12 XP_015681025.1
ENSMUSG00000022322.8 XP_015674445.1
ENSMUSG00000029507.16 XP_029142537.1
ENSMUSG00000037331.15 XP_029140680.1
ENSMUSG00000024645.5 XP_015681024.1
ENSMUSG00000069378.14 XP_015677326.1
ENSMUSG00000055435.6 XP_015672264.1
ENSMUSG00000039178.9 XP_015682504.1
ENSMUSG00000048799.8 XP_015677327.1
ENSMUSG00000031758.10 XP_015672266.1
ENSMUSG00000061576.15 XP_015688015.1
ENSMUSG00000047992.11 XP_015676201.1
ENSMUSG00000060187.4 XP_015667300.1
ENSMUSG00000031756.5 XP_015672270.1
ENSMUSG00000037275.14 XP_029140679.1
ENSMUSG00000021116.10 XP_015669590.1
ENSMUSG00000052713.9 XP_029139593.1
ENSMUSG00000056162.14 XP_029140823.1
ENSMUSG00000075324.13 XP_015672914.1
ENSMUSG00000043323.17 XP_029142227.1
ENSMUSG00000021114.9 XP_015669591.1
ENSMUSG00000046982.11 XP_015677739.1
ENSMUSG00000014668.15 XP_015682679.1
ENSMUSG00000058881.13 XP_015671873.1
ENSMUSG00000006095.12 XP_015676515.1
ENSMUSG00000041258.18 XP_015669026.1
ENSMUSG00000021112.9 XP_015669592.1
ENSMUSG00000058230.12 XP_015676475.1
ENSMUSG00000029130.12 XP_029138788.1
ENSMUSG00000008036.11 XP_015676483.1
ENSMUSG00000052557.11 XP_015677200.1
ENSMUSG00000047454.12 XP_029139599.1
ENSMUSG00000024553.8 XP_015669024.1
ENSMUSG00000029500.16 XP_029141679.1
ENSMUSG00000034330.10 XP_015677198.1
ENSMUSG00000039000.8 XP_015688009.1
ENSMUSG00000020411.2 XP_015687611.1
ENSMUSG00000042029.7 XP_015666969.1
ENSMUSG00000011256.16 XP_029143169.1
ENSMUSG00000053950.10 XP_015682402.1
ENSMUSG00000031901.12 XP_015677205.1
ENSMUSG00000060708.4 XP_015682336.1
ENSMUSG00000056214.9 XP_015682327.2
ENSMUSG00000021337.8 XP_029142042.1
ENSMUSG00000044847.13 XP_029143168.1
ENSMUSG00000031902.10 XP_015679808.1
ENSMUSG00000006169.20 XP_015687605.1
ENSMUSG00000021338.17 XP_015684637.1
ENSMUSG00000037791.15 XP_015682431.1
ENSMUSG00000031906.9 XP_015680047.1
ENSMUSG00000033106.6 XP_015680046.1
ENSMUSG00000041231.15 XP_015683630.1
ENSMUSG00000036006.20 XP_015673862.1
ENSMUSG00000019132.11 XP_015673865.1
ENSMUSG00000022515.6 XP_015674757.1
ENSMUSG00000035958.3 XP_015673866.1
ENSMUSG00000031871.9 XP_015673042.1
ENSMUSG00000035936.6 XP_015673871.1
ENSMUSG00000021147.17 XP_015666984.1
ENSMUSG00000021339.4 XP_015673868.1
ENSMUSG00000035910.15 XP_029140409.1
ENSMUSG00000048978.14 XP_015673875.1
ENSMUSG00000028431.11 XP_015669302.1
ENSMUSG00000076431.4 XP_015687179.1
ENSMUSG00000038732.15 XP_015687178.1
ENSMUSG00000038080.17 XP_015670182.1
ENSMUSG00000044231.3 XP_015670192.1
ENSMUSG00000030714.14 XP_015665842.1
ENSMUSG00000042078.14 XP_015671270.1
ENSMUSG00000031584.16 XP_015669311.1
ENSMUSG00000025812.18 XP_029139190.1
ENSMUSG00000049184.6 XP_015669313.1
ENSMUSG00000063200.4 XP_015670190.1
ENSMUSG00000036550.16 XP_015667671.1
ENSMUSG00000031583.13 XP_015669314.2
ENSMUSG00000050335.17 XP_015678304.1
ENSMUSG00000003437.14 XP_015676170.1
ENSMUSG00000015766.14 XP_029141772.1
ENSMUSG00000016933.17 XP_029139930.1
ENSMUSG00000037544.14 XP_015678305.1
ENSMUSG00000031516.11 XP_015679534.1
ENSMUSG00000037536.14 XP_015687622.1
ENSMUSG00000038175.10 XP_015670173.1
ENSMUSG00000037526.7 XP_015687630.2
ENSMUSG00000090523.2 XP_015673859.1
ENSMUSG00000030340.16 XP_015669540.1
ENSMUSG00000046876.16 XP_015670170.1
ENSMUSG00000035877.17 XP_015671230.1
ENSMUSG00000050271.12 XP_015679544.2
ENSMUSG00000070056.6 XP_029140400.1
ENSMUSG00000024382.13 XP_015686678.1
ENSMUSG00000021373.16 XP_015676003.1
ENSMUSG00000031527.7 XP_015669321.1
ENSMUSG00000021850.14 XP_029143171.1
ENSMUSG00000038252.13 XP_015669482.1
ENSMUSG00000024240.13 XP_015667510.1
ENSMUSG00000031530.6 XP_015669324.1
ENSMUSG00000021579.4 XP_015669335.1
ENSMUSG00000059325.14 XP_015669337.1
ENSMUSG00000026188.11 XP_015686749.1
ENSMUSG00000026187.9 XP_015686661.1
ENSMUSG00000050700.11 XP_029139933.1
ENSMUSG00000063820.11 XP_015669329.1
ENSMUSG00000041225.16 XP_015666149.1
ENSMUSG00000051335.6 XP_015675994.1
ENSMUSG00000041695.2 XP_015665867.1
ENSMUSG00000038279.10 XP_015669487.1
ENSMUSG00000051497.15 XP_015665868.1
ENSMUSG00000054728.17 XP_015676007.1
ENSMUSG00000031532.6 XP_015669334.1
ENSMUSG00000027643.9 XP_029139932.1
ENSMUSG00000036285.10 XP_015670847.1
ENSMUSG00000027646.15 XP_015671231.1
ENSMUSG00000033960.6 XP_029138920.1
ENSMUSG00000024235.11 XP_029138916.1
ENSMUSG00000024232.2 XP_015666160.1
ENSMUSG00000022269.13 XP_015668482.1
ENSMUSG00000043556.10 XP_015668490.1
ENSMUSG00000035863.14 XP_015665412.1
ENSMUSG00000022265.7 XP_015668483.1
ENSMUSG00000039005.13 XP_015669460.2
ENSMUSG00000030329.11 XP_029139585.1
ENSMUSG00000109336.1 XP_015676169.1
ENSMUSG00000042002.11 XP_029139941.1
ENSMUSG00000004895.9 XP_015684245.1
ENSMUSG00000029026.16 XP_015674353.1
ENSMUSG00000040688.16 XP_015671732.1
ENSMUSG00000037216.5 XP_015686930.1
ENSMUSG00000030034.11 XP_029140996.1
ENSMUSG00000026088.15 XP_015686939.1
ENSMUSG00000022677.15 XP_029139189.1
ENSMUSG00000044149.7 XP_029142629.1
ENSMUSG00000031093.14 XP_015687938.1
ENSMUSG00000033579.16 XP_029139954.1
ENSMUSG00000070319.6 XP_015667705.1
ENSMUSG00000028863.13 XP_015667153.1
ENSMUSG00000022887.9 XP_015683572.1
ENSMUSG00000026779.6 XP_029138919.1
ENSMUSG00000029213.11 XP_015668234.1
ENSMUSG00000005220.10 XP_029140927.1
ENSMUSG00000028869.13 XP_015667124.1
ENSMUSG00000063659.11 XP_015679565.1
ENSMUSG00000044730.17 XP_015667104.1
ENSMUSG00000028889.17 XP_015667149.1
ENSMUSG00000021431.15 XP_015676770.1
ENSMUSG00000026787.3 XP_015666157.1
ENSMUSG00000024816.12 XP_015680857.1
ENSMUSG00000030590.15 XP_015678590.1
ENSMUSG00000035776.14 XP_029140906.1
ENSMUSG00000030589.15 XP_029141329.1
ENSMUSG00000026495.8 XP_015670641.1
ENSMUSG00000048550.17 XP_015666155.2
ENSMUSG00000039774.12 XP_015676346.2
ENSMUSG00000031189.12 XP_015676174.1
ENSMUSG00000068122.10 XP_029138777.1
ENSMUSG00000035653.16 XP_015678334.1
ENSMUSG00000032643.12 XP_015667121.1
ENSMUSG00000028907.7 XP_015667105.1
ENSMUSG00000039809.10 XP_015675564.1
ENSMUSG00000036352.16 XP_015679838.1
ENSMUSG00000031891.6 XP_015667655.1
ENSMUSG00000030423.7 XP_015679345.1
ENSMUSG00000034987.4 XP_015679527.2
ENSMUSG00000024271.8 XP_015675563.1
ENSMUSG00000045875.13 XP_015679775.1
ENSMUSG00000035495.15 XP_015682400.1
ENSMUSG00000058488.7 XP_015670739.1
ENSMUSG00000000085.16 XP_015672083.1
ENSMUSG00000028521.17 XP_015684655.1
ENSMUSG00000030708.14 XP_015670984.1
ENSMUSG00000029156.11 XP_015681113.2
ENSMUSG00000028522.16 XP_029142809.1
ENSMUSG00000003282.9 XP_015667864.1
ENSMUSG00000035126.19 XP_029142883.1
ENSMUSG00000038827.11 XP_029141014.1
ENSMUSG00000049907.8 XP_015680532.1
ENSMUSG00000026740.12 XP_015667043.1
ENSMUSG00000028524.21 XP_029142902.1
ENSMUSG00000028337.14 XP_015669300.1
ENSMUSG00000024798.15 XP_015681443.2
ENSMUSG00000040734.14 XP_029140814.1
ENSMUSG00000025902.13 XP_029141032.1
ENSMUSG00000041180.13 XP_015674295.1
ENSMUSG00000030650.18 XP_015681788.1
ENSMUSG00000067279.3 XP_015674294.1
ENSMUSG00000098132.1 XP_015675541.1
ENSMUSG00000033793.12 XP_015675638.1
ENSMUSG00000033904.16 XP_015681970.1
ENSMUSG00000055116.8 XP_029140708.1
ENSMUSG00000025905.14 XP_015673369.1
ENSMUSG00000059077.6 XP_029140705.1
ENSMUSG00000048720.8 XP_029141250.1
ENSMUSG00000033740.17 XP_015678187.1
ENSMUSG00000024999.7 XP_015678178.1
ENSMUSG00000025782.12 XP_015681417.1
ENSMUSG00000021610.8 XP_015676657.1
ENSMUSG00000037262.7 XP_015681418.1
ENSMUSG00000024998.17 XP_015678180.2
ENSMUSG00000026832.12 XP_015673856.1
ENSMUSG00000003418.11 XP_029139016.1
ENSMUSG00000026828.11 XP_015673855.1
ENSMUSG00000021606.8 XP_015677868.1
ENSMUSG00000067242.11 XP_029141249.1
ENSMUSG00000021604.15 XP_015677867.1
ENSMUSG00000054237.6 XP_015678181.1
ENSMUSG00000026723.10 XP_015666702.1
ENSMUSG00000025780.7 XP_029141659.1
ENSMUSG00000024992.13 XP_015678182.1
ENSMUSG00000005621.11 XP_015678764.1
ENSMUSG00000054200.7 XP_015666783.1
ENSMUSG00000026768.10 XP_015666671.1
ENSMUSG00000033684.14 XP_015666756.1
ENSMUSG00000050530.14 XP_015666670.1
ENSMUSG00000074480.4 XP_015678731.1
ENSMUSG00000024987.6 XP_015666780.1
ENSMUSG00000040359.14 XP_015676820.1
ENSMUSG00000060985.15 XP_029139031.1
ENSMUSG00000027985.14 XP_015687256.1
ENSMUSG00000032105.5 XP_015669047.1
ENSMUSG00000032489.17 XP_029139633.1
ENSMUSG00000055373.8 XP_015676818.1
ENSMUSG00000038463.8 XP_015687499.2
ENSMUSG00000032109.15 XP_029139491.1
ENSMUSG00000041477.14 XP_015677112.1
ENSMUSG00000050088.9 XP_015683199.1
ENSMUSG00000024098.6 XP_015669750.1
ENSMUSG00000027233.4 XP_029140421.1
ENSMUSG00000034889.8 XP_015665496.1
ENSMUSG00000028031.6 XP_015665655.1
ENSMUSG00000031825.16 XP_015666034.1
ENSMUSG00000022686.14 XP_015684778.1
ENSMUSG00000041247.8 XP_015677890.2
ENSMUSG00000030754.9 XP_015679800.1
ENSMUSG00000073733.4 XP_015681835.1
ENSMUSG00000063317.7 XP_015687207.1
ENSMUSG00000025608.9 XP_029141439.1
ENSMUSG00000029577.13 XP_015671279.1
ENSMUSG00000026708.16 XP_015687523.1
ENSMUSG00000048330.14 XP_029141371.1
ENSMUSG00000092094.5 XP_029139145.1
ENSMUSG00000043467.19 XP_015687522.1
ENSMUSG00000046295.13 XP_015685881.1
ENSMUSG00000026715.12 XP_015687488.1
ENSMUSG00000000276.11 XP_015672712.1
ENSMUSG00000015149.14 XP_015682155.1
ENSMUSG00000026942.13 XP_015687145.1
ENSMUSG00000024759.14 XP_015678309.1
ENSMUSG00000033983.14 XP_015670900.1
ENSMUSG00000046480.6 XP_015668426.1
ENSMUSG00000018999.14 XP_015683525.1
ENSMUSG00000027350.8 XP_015682214.1
ENSMUSG00000042747.12 XP_015681550.1
ENSMUSG00000000378.15 XP_015683695.1
ENSMUSG00000037722.8 XP_015673261.1
ENSMUSG00000071647.5 XP_029140977.1
ENSMUSG00000024732.7 XP_015677259.1
ENSMUSG00000032624.16 XP_015668593.1
ENSMUSG00000026753.5 XP_015681608.1
ENSMUSG00000024791.10 XP_029141788.1
ENSMUSG00000037697.19 XP_029140306.1
ENSMUSG00000035498.10 XP_029141357.1
ENSMUSG00000025784.5 XP_015678397.1
ENSMUSG00000075227.6 XP_015680821.1
ENSMUSG00000055053.18 XP_015665421.1
ENSMUSG00000039543.16 XP_029140573.1
ENSMUSG00000025235.8 XP_015682537.1
ENSMUSG00000024493.9 XP_015676496.1
ENSMUSG00000021815.4 XP_015674763.1
ENSMUSG00000026725.17 XP_015671299.1
ENSMUSG00000025234.11 XP_015682538.1
ENSMUSG00000027674.16 XP_015677001.1
ENSMUSG00000015829.13 XP_015671298.1
ENSMUSG00000040296.15 XP_015681774.1
ENSMUSG00000045613.9 XP_015678873.1
ENSMUSG00000056900.13 XP_015676951.1
ENSMUSG00000003379.7 XP_015674002.2
ENSMUSG00000040367.2 XP_029138914.1
ENSMUSG00000073856.11 XP_015681885.1
ENSMUSG00000071014.10 XP_015680927.1
ENSMUSG00000090247.7 XP_015679680.1
ENSMUSG00000002205.16 XP_015674679.1
ENSMUSG00000060950.12 XP_015668725.1
ENSMUSG00000038668.14 XP_015686550.1
ENSMUSG00000031130.3 XP_015687913.1
ENSMUSG00000040782.12 XP_029140434.1
ENSMUSG00000022676.7 XP_015673422.1
ENSMUSG00000000094.12 XP_015681453.1
ENSMUSG00000019178.17 XP_015674358.1
ENSMUSG00000032705.9 XP_015669572.1
ENSMUSG00000040389.15 XP_015679429.1
ENSMUSG00000057719.11 XP_015674150.1
ENSMUSG00000073574.4 XP_015674153.1
ENSMUSG00000022673.5 XP_015673544.1
ENSMUSG00000029705.17 XP_015676902.1
ENSMUSG00000056671.7 XP_015674152.1
ENSMUSG00000051934.5 XP_015678278.1
ENSMUSG00000022089.9 XP_015673449.1
ENSMUSG00000038009.7 XP_015678279.1
ENSMUSG00000037759.6 XP_015686636.1
ENSMUSG00000048833.9 XP_015675507.1
ENSMUSG00000023484.14 XP_015670237.1
ENSMUSG00000073007.10 XP_015674278.1
ENSMUSG00000071451.10 XP_015671357.1
ENSMUSG00000005374.13 XP_015668298.1
ENSMUSG00000022672.8 XP_015671105.1
ENSMUSG00000066438.6 XP_015675508.1
ENSMUSG00000005378.17 XP_015668297.1
ENSMUSG00000021282.17 XP_015668717.1
ENSMUSG00000027882.18 XP_015679478.1
ENSMUSG00000021133.9 XP_015675509.1
ENSMUSG00000021901.10 XP_015675493.1
ENSMUSG00000038170.15 XP_015679924.1
ENSMUSG00000022280.9 XP_029139486.1
ENSMUSG00000044156.14 XP_029139099.1
ENSMUSG00000030750.13 XP_015687224.1
ENSMUSG00000027881.14 XP_015679489.1
ENSMUSG00000041974.10 XP_029139900.1
ENSMUSG00000030745.9 XP_029143089.1
ENSMUSG00000006589.8 XP_015666919.1
ENSMUSG00000019027.8 XP_029140730.1
ENSMUSG00000001376.17 XP_015667057.1
ENSMUSG00000006585.3 XP_029139061.1
ENSMUSG00000020639.14 XP_015673352.1
ENSMUSG00000024122.16 XP_029143090.1
ENSMUSG00000048230.6 XP_015668805.1
ENSMUSG00000042744.16 XP_015670927.2
ENSMUSG00000070565.11 XP_015666744.1
ENSMUSG00000021279.5 XP_015671143.1
ENSMUSG00000023000.5 XP_015670235.1
ENSMUSG00000027663.12 XP_015669414.1
ENSMUSG00000034371.9 XP_015677263.1
ENSMUSG00000037857.16 XP_015683854.2
ENSMUSG00000052981.6 XP_015674305.1
ENSMUSG00000026594.14 XP_015666745.1
ENSMUSG00000021598.9 XP_015674306.1
ENSMUSG00000020817.16 XP_015673348.1
ENSMUSG00000024666.6 XP_015677262.1
ENSMUSG00000015120.15 XP_029143086.1
ENSMUSG00000027699.19 XP_015670422.1
ENSMUSG00000011877.13 XP_015683305.1
ENSMUSG00000033557.17 XP_015666747.1
ENSMUSG00000001983.7 XP_015665998.1
ENSMUSG00000052428.10 XP_015685916.1
ENSMUSG00000021277.16 XP_015671145.1
ENSMUSG00000026596.13 XP_015666739.1
ENSMUSG00000090291.3 XP_015672031.1
ENSMUSG00000030275.6 XP_015684253.1
ENSMUSG00000023279.7 XP_029138768.1
ENSMUSG00000024743.16 XP_015671952.1
ENSMUSG00000045215.17 XP_015675613.1
ENSMUSG00000060519.11 XP_015666748.2
ENSMUSG00000037904.14 XP_015683768.1
ENSMUSG00000039304.11 XP_015670419.1
ENSMUSG00000024306.13 XP_029140725.1
ENSMUSG00000026600.12 XP_015666750.1
ENSMUSG00000051136.1 XP_015670421.2
ENSMUSG00000021275.16 XP_029142264.1
ENSMUSG00000026601.14 XP_029139030.1
ENSMUSG00000060568.14 XP_015685974.1
ENSMUSG00000025352.6 XP_029139758.1
ENSMUSG00000026602.9 XP_015666740.1
ENSMUSG00000042680.8 XP_015677413.1
ENSMUSG00000042190.12 XP_029139934.1
ENSMUSG00000038722.17 XP_015683555.1
ENSMUSG00000026687.14 XP_015685906.1
ENSMUSG00000039286.12 XP_015670418.1
ENSMUSG00000025355.7 XP_015670223.1
ENSMUSG00000036098.15 XP_029140065.1
ENSMUSG00000041671.13 XP_015682645.2
ENSMUSG00000029625.16 XP_015683558.1
ENSMUSG00000064030.15 XP_015670239.1
ENSMUSG00000027695.16 XP_015670416.1
ENSMUSG00000025357.8 XP_015671806.1
ENSMUSG00000050944.14 XP_029142543.1
ENSMUSG00000074797.11 XP_015687506.1
ENSMUSG00000040828.10 XP_029141052.1
ENSMUSG00000020840.10 XP_015683850.1
ENSMUSG00000056124.5 XP_015677415.2
ENSMUSG00000035228.15 XP_015678120.1
ENSMUSG00000044393.15 XP_029141051.1
ENSMUSG00000049858.8 XP_015671810.1
ENSMUSG00000002578.18 XP_015671798.1
ENSMUSG00000015189.12 XP_015667062.1
ENSMUSG00000020839.16 XP_029142317.1
ENSMUSG00000026585.13 XP_015687518.1
ENSMUSG00000069072.9 XP_015674613.1
ENSMUSG00000004631.15 XP_029139093.1
ENSMUSG00000018166.8 XP_015668460.1
ENSMUSG00000032827.15 XP_029139106.1
ENSMUSG00000024665.8 XP_015684924.1
ENSMUSG00000042607.15 XP_015667065.1
ENSMUSG00000037418.6 XP_015678954.1
ENSMUSG00000027706.8 XP_015674605.1
ENSMUSG00000050578.10 XP_015670203.1
