Orthogroup	X_tropicalis.pep	P_troglodytes.pep
OG0007277	ENSXETG00000003127.1	ENSPTRG00000011636.5
OG0007278	ENSXETG00000018678.1	ENSPTRG00000018289.7
OG0007279	ENSXETG00000002283.1	ENSPTRG00000018287.7
OG0007280	ENSXETG00000018479.1	ENSPTRG00000018279.4
OG0007281	ENSXETG00000010534.1	ENSPTRG00000019946.7
OG0007282	ENSXETG00000007663.1, ENSXETG00000015656.1	ENSPTRG00000011683.3
OG0007283	ENSXETG00000008160.1	ENSPTRG00000044887.1
OG0007284	ENSXETG00000009934.1	ENSPTRG00000011698.6
OG0007285	ENSXETG00000005497.1	ENSPTRG00000014887.6
OG0007286	ENSXETG00000005548.1	ENSPTRG00000021115.4
OG0007287	ENSXETG00000017844.1	ENSPTRG00000019944.5
OG0007288	ENSXETG00000011344.1	ENSPTRG00000019937.5
OG0007289	ENSXETG00000005697.1	ENSPTRG00000011603.5
OG0007290	ENSXETG00000009541.1	ENSPTRG00000018303.7
OG0007291	ENSXETG00000005773.1	ENSPTRG00000018307.4
OG0007292	ENSXETG00000012310.1	ENSPTRG00000046314.1
OG0007293	ENSXETG00000019414.1	ENSPTRG00000015033.5
OG0007294	ENSXETG00000002666.1	ENSPTRG00000018330.7
OG0007295	ENSXETG00000003042.1	ENSPTRG00000003764.5
OG0007296	ENSXETG00000001943.1	ENSPTRG00000015045.4
OG0007297	ENSXETG00000018954.1	ENSPTRG00000018443.7
OG0007298	ENSXETG00000018794.1	ENSPTRG00000030221.3
OG0007299	ENSXETG00000010746.1, ENSXETG00000016384.1	ENSPTRG00000018437.6
OG0007300	ENSXETG00000021129.1	ENSPTRG00000015052.6
OG0007301	ENSXETG00000021075.1	ENSPTRG00000015053.6
OG0007302	ENSXETG00000013391.1	ENSPTRG00000045198.1
OG0007303	ENSXETG00000011142.1	ENSPTRG00000045487.1, ENSPTRG00000018408.5
OG0007304	ENSXETG00000007066.1	ENSPTRG00000018407.6
OG0007305	ENSXETG00000018417.1	ENSPTRG00000014897.6
OG0007306	ENSXETG00000006956.1	ENSPTRG00000018402.6
OG0007307	ENSXETG00000008485.1	ENSPTRG00000018391.6
OG0007308	ENSXETG00000016725.1	ENSPTRG00000018577.4
OG0007309	ENSXETG00000009182.1	ENSPTRG00000018553.6
OG0007310	ENSXETG00000009075.1	ENSPTRG00000018548.5
OG0007311	ENSXETG00000008780.1	ENSPTRG00000018546.6
OG0007312	ENSXETG00000003233.1	ENSPTRG00000015352.6
OG0007313	ENSXETG00000008059.1, ENSXETG00000008036.1	ENSPTRG00000018539.6
OG0007314	ENSXETG00000008013.1	ENSPTRG00000018536.6
OG0007315	ENSXETG00000007994.1	ENSPTRG00000018534.6, ENSPTRG00000048649.1
OG0007316	ENSXETG00000007936.1	ENSPTRG00000050736.1
OG0007317	ENSXETG00000012095.1	ENSPTRG00000015346.6
OG0007318	ENSXETG00000011752.1, ENSXETG00000007917.1	ENSPTRG00000018530.5
OG0007319	ENSXETG00000004212.1, ENSXETG00000011760.1	ENSPTRG00000018529.5
OG0007320	ENSXETG00000015174.1	ENSPTRG00000018458.6
OG0007321	ENSXETG00000014373.1	ENSPTRG00000044413.1, ENSPTRG00000018462.5
OG0007322	ENSXETG00000012007.1	ENSPTRG00000014648.5
OG0007323	ENSXETG00000014098.1	ENSPTRG00000043845.1, ENSPTRG00000018472.6
OG0007324	ENSXETG00000011303.1, ENSXETG00000015826.1	ENSPTRG00000014654.6
OG0007325	ENSXETG00000013792.1	ENSPTRG00000018487.5
OG0007326	ENSXETG00000013771.1	ENSPTRG00000018489.6
OG0007327	ENSXETG00000016643.1	ENSPTRG00000014659.6
OG0007328	ENSXETG00000001340.1	ENSPTRG00000018501.6
OG0007329	ENSXETG00000002236.1	ENSPTRG00000050789.1, ENSPTRG00000018502.6
OG0007330	ENSXETG00000001298.1	ENSPTRG00000018503.5
OG0007331	ENSXETG00000019624.1	ENSPTRG00000047540.1
OG0007332	ENSXETG00000017614.1	ENSPTRG00000014565.5
OG0007333	ENSXETG00000006007.1	ENSPTRG00000018513.6, ENSPTRG00000046140.1
OG0007334	ENSXETG00000004729.1	ENSPTRG00000014811.6
OG0007336	ENSXETG00000005779.1	ENSPTRG00000014721.4
OG0007337	ENSXETG00000006227.1	ENSPTRG00000014713.3
OG0007338	ENSXETG00000016288.1	ENSPTRG00000048303.1, ENSPTRG00000015106.6
OG0007339	ENSXETG00000016428.1	ENSPTRG00000015102.5
OG0007340	ENSXETG00000010727.1	ENSPTRG00000015101.6
OG0007341	ENSXETG00000017924.1	ENSPTRG00000014703.6
OG0007342	ENSXETG00000001806.1	ENSPTRG00000046048.1
OG0007343	ENSXETG00000002720.1	ENSPTRG00000015084.6
OG0007344	ENSXETG00000007499.1	ENSPTRG00000018376.5
OG0007345	ENSXETG00000006685.1	ENSPTRG00000000394.5
OG0007346	ENSXETG00000019566.1	ENSPTRG00000014898.7
OG0007347	ENSXETG00000002335.1	ENSPTRG00000014907.6
OG0007348	ENSXETG00000012135.1	ENSPTRG00000018355.6
OG0007349	ENSXETG00000006790.1	ENSPTRG00000018666.6
OG0007350	ENSXETG00000001278.1	ENSPTRG00000052521.1
OG0007351	ENSXETG00000020476.1	ENSPTRG00000018603.6
OG0007352	ENSXETG00000017130.1	ENSPTRG00000022734.3
OG0007353	ENSXETG00000015893.1	ENSPTRG00000014885.6
OG0007355	ENSXETG00000019346.1	ENSPTRG00000018676.3
OG0007356	ENSXETG00000020168.1	ENSPTRG00000014595.5
OG0007357	ENSXETG00000004525.1	ENSPTRG00000018682.4
OG0007358	ENSXETG00000003882.1	ENSPTRG00000008635.5
OG0007359	ENSXETG00000010355.1	ENSPTRG00000018785.6
OG0007360	ENSXETG00000014316.1	ENSPTRG00000018774.6
OG0007361	ENSXETG00000017427.1	ENSPTRG00000017642.6
OG0007362	ENSXETG00000017043.1	ENSPTRG00000018760.7, ENSPTRG00000043864.1
OG0007363	ENSXETG00000011143.1	ENSPTRG00000018757.7
OG0007364	ENSXETG00000011786.1	ENSPTRG00000018752.6
OG0007365	ENSXETG00000003268.1	ENSPTRG00000043235.1
OG0007366	ENSXETG00000002458.1	ENSPTRG00000018727.6
OG0007367	ENSXETG00000002389.1	ENSPTRG00000018725.6
OG0007368	ENSXETG00000002235.1	ENSPTRG00000018722.6
OG0007369	ENSXETG00000017667.1	ENSPTRG00000002167.5
OG0007370	ENSXETG00000015200.1, ENSXETG00000020181.1	ENSPTRG00000002155.5
OG0007371	ENSXETG00000008487.1	ENSPTRG00000002141.7
OG0007372	ENSXETG00000019745.1	ENSPTRG00000002136.7
OG0007373	ENSXETG00000021318.1	ENSPTRG00000002132.7
OG0007374	ENSXETG00000018865.1	ENSPTRG00000002130.5
OG0007375	ENSXETG00000021344.1	ENSPTRG00000002127.5
OG0007376	ENSXETG00000020865.1	ENSPTRG00000030114.5
OG0007377	ENSXETG00000017186.1	ENSPTRG00000002121.5
OG0007378	ENSXETG00000004185.1	ENSPTRG00000045909.1
OG0007379	ENSXETG00000000003.1	ENSPTRG00000002093.5
OG0007380	ENSXETG00000004350.1, ENSXETG00000007136.1	ENSPTRG00000002107.7
OG0007381	ENSXETG00000007478.1	ENSPTRG00000018825.4
OG0007382	ENSXETG00000007405.1	ENSPTRG00000018824.5
OG0007384	ENSXETG00000019565.1	ENSPTRG00000016919.5
OG0007385	ENSXETG00000016913.1	ENSPTRG00000016925.5
OG0007387	ENSXETG00000001581.1	ENSPTRG00000045028.1
OG0007388	ENSXETG00000001243.1	ENSPTRG00000018197.7
OG0007389	ENSXETG00000010331.1	ENSPTRG00000011825.6
OG0007390	ENSXETG00000010323.1	ENSPTRG00000011824.6
OG0007391	ENSXETG00000000457.1	ENSPTRG00000011820.6
OG0007392	ENSXETG00000014011.1	ENSPTRG00000044350.1
OG0007393	ENSXETG00000018249.1	ENSPTRG00000011827.4
OG0007394	ENSXETG00000005316.1, ENSXETG00000004829.1	ENSPTRG00000002191.7
OG0007395	ENSXETG00000008802.1	ENSPTRG00000018174.6
OG0007396	ENSXETG00000005852.1	ENSPTRG00000001942.5
OG0007397	ENSXETG00000006067.1	ENSPTRG00000001948.6
OG0007398	ENSXETG00000008777.1	ENSPTRG00000001949.6
OG0007399	ENSXETG00000008751.1	ENSPTRG00000001951.6
OG0007400	ENSXETG00000008733.1	ENSPTRG00000049467.1
OG0007401	ENSXETG00000008689.1	ENSPTRG00000001954.6
OG0007402	ENSXETG00000007600.1	ENSPTRG00000001962.7
OG0007403	ENSXETG00000007524.1	ENSPTRG00000030168.3
OG0007404	ENSXETG00000007293.1	ENSPTRG00000001969.6
OG0007405	ENSXETG00000006807.1	ENSPTRG00000001977.6
OG0007406	ENSXETG00000011634.1	ENSPTRG00000001979.6
OG0007407	ENSXETG00000016772.1	ENSPTRG00000001988.5
OG0007408	ENSXETG00000018321.1	ENSPTRG00000001993.5
OG0007409	ENSXETG00000018392.1	ENSPTRG00000001995.5
OG0007410	ENSXETG00000002257.1	ENSPTRG00000001996.7
OG0007411	ENSXETG00000020710.1	ENSPTRG00000001997.6
OG0007412	ENSXETG00000019407.1	ENSPTRG00000002000.6
OG0007413	ENSXETG00000020343.1	ENSPTRG00000002004.5
OG0007414	ENSXETG00000018039.1	ENSPTRG00000046248.1, ENSPTRG00000002006.4
OG0007415	ENSXETG00000017941.1	ENSPTRG00000002007.7
OG0007416	ENSXETG00000001007.1	ENSPTRG00000002010.7
OG0007417	ENSXETG00000021313.1	ENSPTRG00000012605.3
OG0007418	ENSXETG00000010743.1	ENSPTRG00000011792.6
OG0007419	ENSXETG00000006546.1	ENSPTRG00000002049.6
OG0007420	ENSXETG00000008277.1	ENSPTRG00000048267.1, ENSPTRG00000012209.6
OG0007421	ENSXETG00000001691.1	ENSPTRG00000011860.6
OG0007422	ENSXETG00000004370.1	ENSPTRG00000034116.3
OG0007423	ENSXETG00000003871.1	ENSPTRG00000011850.6
OG0007424	ENSXETG00000007349.1	ENSPTRG00000013338.7
OG0007425	ENSXETG00000020292.1	ENSPTRG00000011907.6
OG0007426	ENSXETG00000021389.1	ENSPTRG00000011910.6
OG0007427	ENSXETG00000001029.1	ENSPTRG00000011932.4
OG0007428	ENSXETG00000018125.1	ENSPTRG00000051411.1, ENSPTRG00000011934.6
OG0007429	ENSXETG00000013746.1	ENSPTRG00000011918.6
OG0007430	ENSXETG00000020491.1	ENSPTRG00000008518.6
OG0007431	ENSXETG00000021444.1	ENSPTRG00000042650.1
OG0007432	ENSXETG00000000120.1	ENSPTRG00000010451.5
OG0007433	ENSXETG00000007203.1	ENSPTRG00000021496.5
OG0007434	ENSXETG00000009999.1	ENSPTRG00000002910.5
OG0007435	ENSXETG00000013087.1	ENSPTRG00000008645.4
OG0007436	ENSXETG00000013415.1	ENSPTRG00000051371.1
OG0007437	ENSXETG00000015371.1	ENSPTRG00000001407.6
OG0007438	ENSXETG00000015426.1	ENSPTRG00000049958.1, ENSPTRG00000008909.6
OG0007440	ENSXETG00000017111.1	ENSPTRG00000046961.1
OG0007441	ENSXETG00000001449.1	ENSPTRG00000001417.7
OG0007443	ENSXETG00000015975.1	ENSPTRG00000021313.5
OG0007445	ENSXETG00000018805.1	ENSPTRG00000047036.1, ENSPTRG00000014273.6
OG0007447	ENSXETG00000014379.1	ENSPTRG00000031470.3
OG0007448	ENSXETG00000003074.1	ENSPTRG00000022942.6
OG0007449	ENSXETG00000006773.1	ENSPTRG00000021517.2
OG0007450	ENSXETG00000015348.1	ENSPTRG00000021514.5
OG0007452	ENSXETG00000002254.1	ENSPTRG00000008357.6
OG0007453	ENSXETG00000015163.1	ENSPTRG00000051955.1, ENSPTRG00000030987.3
OG0007455	ENSXETG00000002076.1	ENSPTRG00000003354.4
OG0007458	ENSXETG00000008420.1	ENSPTRG00000014232.6
OG0007461	ENSXETG00000019604.1	ENSPTRG00000021465.7
OG0007463	ENSXETG00000002704.1	ENSPTRG00000030844.3
OG0007465	ENSXETG00000010261.1	ENSPTRG00000051805.1, ENSPTRG00000001444.6
OG0007467	ENSXETG00000013990.1	ENSPTRG00000030369.2, ENSPTRG00000030370.2
OG0007469	ENSXETG00000019111.1	ENSPTRG00000018045.5
OG0007472	ENSXETG00000018967.1	ENSPTRG00000010661.4, ENSPTRG00000050552.1
OG0007473	ENSXETG00000016990.1	ENSPTRG00000019484.6, ENSPTRG00000049949.1, ENSPTRG00000019485.6
OG0007474	ENSXETG00000000814.1	ENSPTRG00000042850.1, ENSPTRG00000008521.6
OG0007475	ENSXETG00000014499.1, ENSXETG00000014476.1, ENSXETG00000014460.1, ENSXETG00000014533.1	ENSPTRG00000022945.4
OG0007477	ENSXETG00000006431.1	ENSPTRG00000019246.6, ENSPTRG00000046581.1
OG0007479	ENSXETG00000012997.1	ENSPTRG00000008602.5
OG0007480	ENSXETG00000017329.1	ENSPTRG00000017354.3
OG0007481	ENSXETG00000012879.1	ENSPTRG00000010419.6
OG0007484	ENSXETG00000020963.1	ENSPTRG00000006842.6
OG0007486	ENSXETG00000017493.1	ENSPTRG00000020068.7
OG0007487	ENSXETG00000009214.1	ENSPTRG00000010413.5
OG0007489	ENSXETG00000007428.1	ENSPTRG00000008878.6
OG0007490	ENSXETG00000020202.1	ENSPTRG00000049033.1
OG0007491	ENSXETG00000001661.1	ENSPTRG00000014208.5
OG0007492	ENSXETG00000020600.1	ENSPTRG00000004240.6
OG0007493	ENSXETG00000005751.1	ENSPTRG00000011779.6
OG0007495	ENSXETG00000000656.1	ENSPTRG00000048329.1
OG0007497	ENSXETG00000002092.1	ENSPTRG00000005355.5
OG0007500	ENSXETG00000009869.1	ENSPTRG00000012026.3
OG0007502	ENSXETG00000007838.1	ENSPTRG00000014183.6
OG0007503	ENSXETG00000012952.1	ENSPTRG00000016462.5
OG0007505	ENSXETG00000015920.1	ENSPTRG00000044634.1
OG0007506	ENSXETG00000014461.1	ENSPTRG00000049227.1
OG0007507	ENSXETG00000014357.1	ENSPTRG00000038934.2, ENSPTRG00000022439.6
OG0007508	ENSXETG00000007883.1	ENSPTRG00000020467.3
OG0007509	ENSXETG00000013179.1	ENSPTRG00000012138.4, ENSPTRG00000051005.1, ENSPTRG00000047253.1
OG0007510	ENSXETG00000013873.1	ENSPTRG00000008570.6
OG0007511	ENSXETG00000007082.1	ENSPTRG00000013564.7, ENSPTRG00000039444.2
OG0007513	ENSXETG00000009875.1	ENSPTRG00000009451.4
OG0007515	ENSXETG00000019264.1	ENSPTRG00000000479.7
OG0007516	ENSXETG00000020215.1	ENSPTRG00000020856.6
OG0007518	ENSXETG00000011169.1	ENSPTRG00000042604.2
OG0007521	ENSXETG00000012583.1	ENSPTRG00000050273.1, ENSPTRG00000005418.6
OG0007522	ENSXETG00000012588.1	ENSPTRG00000052543.1, ENSPTRG00000005419.5
OG0007523	ENSXETG00000012783.1	ENSPTRG00000007272.7
OG0007525	ENSXETG00000004348.1	ENSPTRG00000016773.7
OG0007526	ENSXETG00000006495.1	ENSPTRG00000046999.1, ENSPTRG00000047624.1, ENSPTRG00000051512.1, ENSPTRG00000045953.1
OG0007527	ENSXETG00000004546.1, ENSXETG00000005195.1	ENSPTRG00000016329.5
OG0007528	ENSXETG00000015806.1, ENSXETG00000015783.1	ENSPTRG00000038736.2
OG0007531	ENSXETG00000004602.1	ENSPTRG00000030718.4
OG0007532	ENSXETG00000009861.1	ENSPTRG00000010690.5
OG0007533	ENSXETG00000007190.1	ENSPTRG00000010694.5
OG0007534	ENSXETG00000008523.1	ENSPTRG00000039251.2, ENSPTRG00000010878.7
OG0007536	ENSXETG00000020366.1	ENSPTRG00000015423.6
OG0007537	ENSXETG00000000469.1	ENSPTRG00000015413.5
OG0007538	ENSXETG00000010540.1	ENSPTRG00000003881.4
OG0007539	ENSXETG00000016891.1	ENSPTRG00000014071.6
OG0007542	ENSXETG00000016544.1	ENSPTRG00000024067.6
OG0007546	ENSXETG00000004368.1	ENSPTRG00000051391.1, ENSPTRG00000041553.2
OG0007581	ENSXETG00000015946.1	ENSPTRG00000002984.7
OG0007582	ENSXETG00000015961.1	ENSPTRG00000002982.6
OG0007583	ENSXETG00000007963.1	ENSPTRG00000002978.3
OG0007584	ENSXETG00000015896.1	ENSPTRG00000002976.6
OG0007585	ENSXETG00000013523.1	ENSPTRG00000000878.6
OG0007586	ENSXETG00000015830.1	ENSPTRG00000002975.5
OG0007587	ENSXETG00000018806.1	ENSPTRG00000012674.6
OG0007588	ENSXETG00000015329.1	ENSPTRG00000002974.5
OG0007589	ENSXETG00000010337.1	ENSPTRG00000028264.4
OG0007590	ENSXETG00000020087.1	ENSPTRG00000012667.3
OG0007591	ENSXETG00000012431.1	ENSPTRG00000012061.7
OG0007592	ENSXETG00000020086.1	ENSPTRG00000012666.6
OG0007593	ENSXETG00000003134.1	ENSPTRG00000006363.6
OG0007594	ENSXETG00000020081.1	ENSPTRG00000012662.6
OG0007597	ENSXETG00000014560.1, ENSXETG00000005448.1	ENSPTRG00000001403.5
OG0007598	ENSXETG00000004955.1	ENSPTRG00000002966.6
OG0007599	ENSXETG00000005711.1	ENSPTRG00000022186.6
OG0007601	ENSXETG00000016414.1	ENSPTRG00000021348.7
OG0007602	ENSXETG00000013659.1	ENSPTRG00000011124.6
OG0007603	ENSXETG00000011891.1	ENSPTRG00000004321.6
OG0007604	ENSXETG00000004176.1	ENSPTRG00000002961.7
OG0007605	ENSXETG00000018878.1	ENSPTRG00000008549.5
OG0007606	ENSXETG00000003220.1	ENSPTRG00000008158.5
OG0007607	ENSXETG00000014349.1	ENSPTRG00000017688.5
OG0007608	ENSXETG00000014647.1	ENSPTRG00000013360.7
OG0007609	ENSXETG00000001772.1	ENSPTRG00000007514.6
OG0007610	ENSXETG00000002578.1	ENSPTRG00000007887.6
OG0007611	ENSXETG00000005405.1	ENSPTRG00000007180.5
OG0007612	ENSXETG00000005315.1	ENSPTRG00000017702.7
OG0007613	ENSXETG00000021047.1	ENSPTRG00000021969.5
OG0007614	ENSXETG00000001134.1	ENSPTRG00000014882.5
OG0007615	ENSXETG00000018983.1	ENSPTRG00000021968.6
OG0007616	ENSXETG00000004065.1	ENSPTRG00000007183.5
OG0007617	ENSXETG00000005809.1	ENSPTRG00000017705.6
OG0007618	ENSXETG00000006945.1	ENSPTRG00000013571.4
OG0007619	ENSXETG00000014284.1	ENSPTRG00000010462.6
OG0007620	ENSXETG00000015356.1	ENSPTRG00000006128.7
OG0007621	ENSXETG00000007121.1	ENSPTRG00000021397.6
OG0007622	ENSXETG00000005851.1	ENSPTRG00000048795.1
OG0007623	ENSXETG00000014074.1	ENSPTRG00000047141.1, ENSPTRG00000007305.5
OG0007624	ENSXETG00000013976.1	ENSPTRG00000030235.3
OG0007625	ENSXETG00000009167.1	ENSPTRG00000006332.6
OG0007626	ENSXETG00000012813.1	ENSPTRG00000010703.4
OG0007627	ENSXETG00000018329.1	ENSPTRG00000008147.6
OG0007628	ENSXETG00000000806.1	ENSPTRG00000006345.6
OG0007629	ENSXETG00000006222.1	ENSPTRG00000017714.5
OG0007630	ENSXETG00000013892.1	ENSPTRG00000007326.6
OG0007631	ENSXETG00000004112.1	ENSPTRG00000034484.3
OG0007632	ENSXETG00000013834.1	ENSPTRG00000007323.4
OG0007633	ENSXETG00000000220.1	ENSPTRG00000012308.5
OG0007634	ENSXETG00000008054.1	ENSPTRG00000002524.6
OG0007635	ENSXETG00000006458.1	ENSPTRG00000017722.4
OG0007636	ENSXETG00000000212.1	ENSPTRG00000012307.4
OG0007637	ENSXETG00000010588.1	ENSPTRG00000012305.3
OG0007638	ENSXETG00000006552.1	ENSPTRG00000017724.4
OG0007639	ENSXETG00000019284.1	ENSPTRG00000007320.5
OG0007640	ENSXETG00000006570.1	ENSPTRG00000017725.5
OG0007641	ENSXETG00000003161.1	ENSPTRG00000012302.4
OG0007642	ENSXETG00000012116.1	ENSPTRG00000023849.4
OG0007643	ENSXETG00000008392.1	ENSPTRG00000006330.6
OG0007644	ENSXETG00000012160.1	ENSPTRG00000017727.6
OG0007645	ENSXETG00000007860.1	ENSPTRG00000002521.5
OG0007646	ENSXETG00000012172.1	ENSPTRG00000029856.2
OG0007647	ENSXETG00000005806.1	ENSPTRG00000052106.1, ENSPTRG00000013354.4
OG0007648	ENSXETG00000007749.1	ENSPTRG00000002520.5
OG0007649	ENSXETG00000013928.1	ENSPTRG00000022156.3
OG0007650	ENSXETG00000008592.1	ENSPTRG00000006328.6
OG0007651	ENSXETG00000018956.1	ENSPTRG00000015381.6
OG0007652	ENSXETG00000012198.1	ENSPTRG00000017730.4
OG0007653	ENSXETG00000017825.1	ENSPTRG00000008903.6
OG0007654	ENSXETG00000001216.1	ENSPTRG00000012294.5
OG0007655	ENSXETG00000012566.1	ENSPTRG00000012767.5
OG0007656	ENSXETG00000006129.1	ENSPTRG00000051928.1
OG0007657	ENSXETG00000001245.1	ENSPTRG00000020210.4
OG0007658	ENSXETG00000001228.1	ENSPTRG00000020209.6
OG0007659	ENSXETG00000019832.1	ENSPTRG00000015376.5
OG0007660	ENSXETG00000007231.1	ENSPTRG00000021497.5
OG0007662	ENSXETG00000013036.1	ENSPTRG00000020148.6
OG0007663	ENSXETG00000019982.1	ENSPTRG00000014619.6
OG0007665	ENSXETG00000003179.1	ENSPTRG00000001478.7
OG0007666	ENSXETG00000018294.1	ENSPTRG00000043259.1
OG0007667	ENSXETG00000009390.1	ENSPTRG00000010067.2
OG0007668	ENSXETG00000020622.1	ENSPTRG00000023245.4
OG0007669	ENSXETG00000009420.1	ENSPTRG00000016763.6
OG0007670	ENSXETG00000019205.1	ENSPTRG00000000476.4
OG0007672	ENSXETG00000007234.1	ENSPTRG00000021318.5
OG0007673	ENSXETG00000002655.1	ENSPTRG00000012086.6
OG0007674	ENSXETG00000015268.1	ENSPTRG00000000132.5
OG0007675	ENSXETG00000013262.1	ENSPTRG00000013199.5
OG0007676	ENSXETG00000008785.1	ENSPTRG00000003889.7
OG0007677	ENSXETG00000018405.1	ENSPTRG00000020924.7
OG0007678	ENSXETG00000014185.1	ENSPTRG00000022017.6
OG0007679	ENSXETG00000019957.1	ENSPTRG00000000474.6
OG0007680	ENSXETG00000018372.1	ENSPTRG00000014583.4
OG0007681	ENSXETG00000019955.1	ENSPTRG00000000473.7
OG0007682	ENSXETG00000020140.1	ENSPTRG00000014582.5
OG0007683	ENSXETG00000020929.1	ENSPTRG00000000472.5
OG0007684	ENSXETG00000008653.1	ENSPTRG00000021565.4
OG0007685	ENSXETG00000001381.1	ENSPTRG00000014891.7
OG0007686	ENSXETG00000013580.1	ENSPTRG00000013196.5
OG0007687	ENSXETG00000014245.1	ENSPTRG00000007350.4
OG0007689	ENSXETG00000013913.1	ENSPTRG00000044719.1
OG0007690	ENSXETG00000014147.1	ENSPTRG00000007153.4
OG0007691	ENSXETG00000014016.1	ENSPTRG00000007016.5
OG0007692	ENSXETG00000003343.1	ENSPTRG00000003089.5
OG0007693	ENSXETG00000016613.1	ENSPTRG00000018579.6
OG0007694	ENSXETG00000002081.1	ENSPTRG00000001260.5
OG0007697	ENSXETG00000019822.1	ENSPTRG00000000539.3
OG0007698	ENSXETG00000000881.1	ENSPTRG00000007101.5
OG0007699	ENSXETG00000013765.1	ENSPTRG00000006170.4
OG0007700	ENSXETG00000006300.1	ENSPTRG00000051328.1
OG0007702	ENSXETG00000006374.1	ENSPTRG00000031102.4
OG0007703	ENSXETG00000004953.1	ENSPTRG00000043675.1
OG0007704	ENSXETG00000015685.1	ENSPTRG00000021588.6
OG0007705	ENSXETG00000005337.1	ENSPTRG00000008501.4
OG0007706	ENSXETG00000005043.1	ENSPTRG00000019027.6
OG0007707	ENSXETG00000003799.1	ENSPTRG00000021979.7
OG0007708	ENSXETG00000019374.1	ENSPTRG00000029669.3
OG0007709	ENSXETG00000019271.1	ENSPTRG00000004792.6
OG0007710	ENSXETG00000005170.1	ENSPTRG00000052537.1, ENSPTRG00000019019.5
OG0007711	ENSXETG00000003633.1	ENSPTRG00000021973.4
OG0007712	ENSXETG00000014542.1	ENSPTRG00000004707.5
OG0007713	ENSXETG00000005183.1	ENSPTRG00000047796.1, ENSPTRG00000019017.4
OG0007714	ENSXETG00000005198.1	ENSPTRG00000019015.3, ENSPTRG00000048699.1
OG0007715	ENSXETG00000005256.1	ENSPTRG00000019010.7, ENSPTRG00000048196.1
OG0007716	ENSXETG00000005268.1	ENSPTRG00000019007.4
OG0007717	ENSXETG00000010267.1	ENSPTRG00000014788.5
OG0007718	ENSXETG00000016706.1	ENSPTRG00000014791.5
OG0007719	ENSXETG00000007897.1	ENSPTRG00000014866.6
OG0007720	ENSXETG00000012487.1	ENSPTRG00000005411.5
OG0007721	ENSXETG00000016649.1	ENSPTRG00000019511.6
OG0007722	ENSXETG00000007391.1	ENSPTRG00000012019.6
OG0007724	ENSXETG00000021146.1	ENSPTRG00000021325.6
OG0007725	ENSXETG00000021065.1	ENSPTRG00000000580.5
OG0007726	ENSXETG00000002673.1	ENSPTRG00000013456.5
OG0007727	ENSXETG00000005305.1	ENSPTRG00000010204.5
OG0007728	ENSXETG00000004048.1	ENSPTRG00000003776.6, ENSPTRG00000050814.1
OG0007729	ENSXETG00000012076.1	ENSPTRG00000001297.6
OG0007731	ENSXETG00000008021.1	ENSPTRG00000007196.4
OG0007732	ENSXETG00000020884.1	ENSPTRG00000000577.7
OG0007733	ENSXETG00000019928.1	ENSPTRG00000012128.5
OG0007734	ENSXETG00000001447.1	ENSPTRG00000012056.4
OG0007735	ENSXETG00000007911.1	ENSPTRG00000007198.5
OG0007737	ENSXETG00000011206.1	ENSPTRG00000015972.5
OG0007738	ENSXETG00000003100.1	ENSPTRG00000013510.7
OG0007739	ENSXETG00000007448.1	ENSPTRG00000007205.6
OG0007742	ENSXETG00000019534.1	ENSPTRG00000008459.5
OG0007743	ENSXETG00000009532.1	ENSPTRG00000000501.5
OG0007744	ENSXETG00000011641.1	ENSPTRG00000008461.4
OG0007745	ENSXETG00000007111.1	ENSPTRG00000007212.4
OG0007746	ENSXETG00000011663.1	ENSPTRG00000008462.5
OG0007747	ENSXETG00000007097.1	ENSPTRG00000007214.6
OG0007748	ENSXETG00000005516.1	ENSPTRG00000016759.3
OG0007749	ENSXETG00000000875.1	ENSPTRG00000014545.6
OG0007750	ENSXETG00000008006.1	ENSPTRG00000010738.7
OG0007751	ENSXETG00000003258.1	ENSPTRG00000011214.5, ENSPTRG00000046930.1
OG0007752	ENSXETG00000011176.1	ENSPTRG00000003281.4
OG0007753	ENSXETG00000003989.1	ENSPTRG00000050821.1
OG0007755	ENSXETG00000009602.1	ENSPTRG00000018857.6
OG0007756	ENSXETG00000009607.1	ENSPTRG00000018858.6
OG0007757	ENSXETG00000009912.1	ENSPTRG00000012032.6
OG0007758	ENSXETG00000010027.1	ENSPTRG00000048266.1, ENSPTRG00000018861.6
OG0007759	ENSXETG00000011441.1, ENSXETG00000011484.1	ENSPTRG00000014456.7, ENSPTRG00000047863.1
OG0007760	ENSXETG00000007240.1	ENSPTRG00000021499.4
OG0007761	ENSXETG00000008496.1	ENSPTRG00000011094.5
OG0007762	ENSXETG00000011467.1	ENSPTRG00000033935.3
OG0007763	ENSXETG00000018251.1	ENSPTRG00000009012.6
OG0007764	ENSXETG00000002659.1	ENSPTRG00000042132.2
OG0007765	ENSXETG00000011515.1	ENSPTRG00000014460.6
OG0007766	ENSXETG00000010136.1	ENSPTRG00000022036.4
OG0007767	ENSXETG00000005763.1	ENSPTRG00000016752.5
OG0007768	ENSXETG00000003830.1	ENSPTRG00000045173.1
OG0007769	ENSXETG00000018769.1	ENSPTRG00000045628.1
OG0007770	ENSXETG00000012382.1	ENSPTRG00000020149.5
OG0007771	ENSXETG00000008983.1	ENSPTRG00000004049.6
