Orthogroup	X_tropicalis.pep	H_sapiens.pep
OG0006553	ENSXETG00000007578.1	ENSG00000127329.15
OG0006554	ENSXETG00000017768.1	ENSG00000233954.6
OG0006556	ENSXETG00000020159.1	ENSG00000197587.11
OG0006557	ENSXETG00000008142.1	ENSG00000185104.20
OG0006558	ENSXETG00000005147.1	ENSG00000131473.17
OG0006559	ENSXETG00000009939.1	ENSG00000085832.17
OG0006560	ENSXETG00000020738.1, ENSXETG00000021277.1	ENSG00000148734.8
OG0006561	ENSXETG00000009356.1	ENSG00000072657.9
OG0006562	ENSXETG00000004924.1	ENSG00000141756.19
OG0006563	ENSXETG00000009499.1	ENSG00000111615.14
OG0006564	ENSXETG00000002504.1	ENSG00000148719.15
OG0006565	ENSXETG00000010591.1	ENSG00000107745.19
OG0006566	ENSXETG00000003754.1	ENSG00000004939.15
OG0006567	ENSXETG00000016213.1, ENSXETG00000020735.1	ENSG00000156026.14
OG0006568	ENSXETG00000021338.1	ENSG00000138308.6
OG0006569	ENSXETG00000004149.1	ENSG00000108309.14
OG0006570	ENSXETG00000021333.1	ENSG00000154493.19
OG0006571	ENSXETG00000005562.1	ENSG00000186908.14
OG0006572	ENSXETG00000018408.1	ENSG00000067191.16
OG0006573	ENSXETG00000003156.1	ENSG00000134744.14
OG0006574	ENSXETG00000020492.1, ENSXETG00000018571.1	ENSG00000170430.10
OG0006575	ENSXETG00000008400.1	ENSG00000249242.8
OG0006576	ENSXETG00000017745.1	ENSG00000108010.12
OG0006577	ENSXETG00000019897.1	ENSG00000125686.12
OG0006578	ENSXETG00000019246.1	ENSG00000171532.5
OG0006579	ENSXETG00000010471.1	ENSG00000176171.11
OG0006580	ENSXETG00000019873.1	ENSG00000157184.7
OG0006581	ENSXETG00000018867.1	ENSG00000161395.14
OG0006582	ENSXETG00000019882.1	ENSG00000163322.14
OG0006583	ENSXETG00000010316.1	ENSG00000143006.7
OG0006584	ENSXETG00000020894.1	ENSG00000163319.11
OG0006585	ENSXETG00000010320.1	ENSG00000174332.5
OG0006586	ENSXETG00000019232.1	ENSG00000165752.17
OG0006587	ENSXETG00000019133.1	ENSG00000148814.18
OG0006588	ENSXETG00000019519.1	ENSG00000171813.14
OG0006589	ENSXETG00000011954.1	ENSG00000138639.18
OG0006590	ENSXETG00000002515.1	ENSG00000138161.14, ENSG00000286088.1
OG0006591	ENSXETG00000004107.1	ENSG00000188895.12
OG0006592	ENSXETG00000021163.1	ENSG00000154473.18
OG0006593	ENSXETG00000003349.1, ENSXETG00000003355.1	ENSG00000158615.9
OG0006594	ENSXETG00000017169.1	ENSG00000182004.13
OG0006595	ENSXETG00000013118.1	ENSG00000118762.8
OG0006596	ENSXETG00000017474.1	ENSG00000148848.14
OG0006598	ENSXETG00000006897.1	ENSG00000138162.19
OG0006599	ENSXETG00000012984.1	ENSG00000173947.14
OG0006600	ENSXETG00000016882.1	ENSG00000163104.17
OG0006601	ENSXETG00000012971.1	ENSG00000164663.14
OG0006602	ENSXETG00000000245.1	ENSG00000120008.16
OG0006603	ENSXETG00000013079.1	ENSG00000112561.18
OG0006604	ENSXETG00000009623.1, ENSXETG00000009592.1	ENSG00000151929.9
OG0006605	ENSXETG00000009073.1	ENSG00000151923.17
OG0006606	ENSXETG00000014241.1	ENSG00000111490.14
OG0006607	ENSXETG00000013134.1	ENSG00000095970.17
OG0006608	ENSXETG00000004635.1	ENSG00000033627.16
OG0006609	ENSXETG00000004897.1	ENSG00000177469.13
OG0006610	ENSXETG00000003327.1	ENSG00000102780.16
OG0006611	ENSXETG00000015703.1	ENSG00000183735.10
OG0006612	ENSXETG00000021312.1	ENSG00000064995.18
OG0006613	ENSXETG00000018021.1	ENSG00000196821.10
OG0006614	ENSXETG00000014401.1, ENSXETG00000014420.1	ENSG00000161610.1
OG0006615	ENSXETG00000004865.1	ENSG00000165416.14
OG0006616	ENSXETG00000006490.1, ENSXETG00000006498.1	ENSG00000102837.7
OG0006617	ENSXETG00000018654.1	ENSG00000061987.16
OG0006618	ENSXETG00000004582.1	ENSG00000068120.15
OG0006619	ENSXETG00000012750.1	ENSG00000274768.2, ENSG00000277972.2
OG0006620	ENSXETG00000019587.1	ENSG00000277303.2, ENSG00000273604.2
OG0006621	ENSXETG00000018732.1	ENSG00000273608.4, ENSG00000277363.5
OG0006622	ENSXETG00000004091.1	ENSG00000280165.1, ENSG00000197991.11
OG0006623	ENSXETG00000020133.1	ENSG00000274211.6, ENSG00000274229.2
OG0006624	ENSXETG00000008194.1	ENSG00000166896.9, ENSG00000262145.5
OG0006625	ENSXETG00000017363.1	ENSG00000030110.13
OG0006626	ENSXETG00000008215.1	ENSG00000124701.5
OG0006627	ENSXETG00000011478.1	ENSG00000088451.11
OG0006628	ENSXETG00000019226.1	ENSG00000198933.9
OG0006629	ENSXETG00000016476.1	ENSG00000125257.16
OG0006631	ENSXETG00000008829.1	ENSG00000118564.15
OG0006632	ENSXETG00000017471.1	ENSG00000108465.15
OG0006633	ENSXETG00000018207.1	ENSG00000082641.16
OG0006634	ENSXETG00000019879.1	ENSG00000102595.20
OG0006635	ENSXETG00000019894.1	ENSG00000135587.9
OG0006636	ENSXETG00000005214.1, ENSXETG00000017214.1	ENSG00000182742.6
OG0006637	ENSXETG00000018395.1	ENSG00000260027.5
OG0006638	ENSXETG00000017226.1	ENSG00000170689.10
OG0006639	ENSXETG00000006922.1	ENSG00000136155.17
OG0006640	ENSXETG00000006398.1	ENSG00000015153.14
OG0006641	ENSXETG00000008786.1	ENSG00000283208.2, ENSG00000102805.15
OG0006642	ENSXETG00000008871.1	ENSG00000136153.20
OG0006643	ENSXETG00000018566.1	ENSG00000173868.11
OG0006646	ENSXETG00000007729.1	ENSG00000116299.17
OG0006647	ENSXETG00000000028.1	ENSG00000184903.10
OG0006648	ENSXETG00000007325.1	ENSG00000151552.12
OG0006649	ENSXETG00000006182.1	ENSG00000077279.18
OG0006650	ENSXETG00000017604.1	ENSG00000154415.8
OG0006651	ENSXETG00000010185.1	ENSG00000088386.17
OG0006652	ENSXETG00000019972.1	ENSG00000135272.10
OG0006653	ENSXETG00000020045.1	ENSG00000135269.18
OG0006654	ENSXETG00000008986.1	ENSG00000108588.14
OG0006655	ENSXETG00000018837.1	ENSG00000154438.8
OG0006656	ENSXETG00000019329.1	ENSG00000125246.15
OG0006657	ENSXETG00000021324.1, ENSXETG00000013270.1	ENSG00000155363.18
OG0006658	ENSXETG00000000080.1	ENSG00000134864.10
OG0006659	ENSXETG00000003055.1	ENSG00000125247.15
OG0006660	ENSXETG00000007225.1	ENSG00000077800.13
OG0006661	ENSXETG00000002895.1	ENSG00000102466.15
OG0006662	ENSXETG00000003444.1	ENSG00000163349.22
OG0006663	ENSXETG00000011053.1	ENSG00000170638.9
OG0006664	ENSXETG00000008818.1	ENSG00000197323.12
OG0006665	ENSXETG00000017626.1	ENSG00000183207.14
OG0006666	ENSXETG00000006582.1	ENSG00000126216.15
OG0006668	ENSXETG00000004876.1, ENSXETG00000004778.1	ENSG00000134198.10
OG0006669	ENSXETG00000004762.1	ENSG00000134259.4
OG0006670	ENSXETG00000016961.1	ENSG00000106299.8
OG0006671	ENSXETG00000020449.1	ENSG00000170807.12
OG0006673	ENSXETG00000018006.1	ENSG00000146809.13
OG0006674	ENSXETG00000011495.1	ENSG00000081277.12
OG0006675	ENSXETG00000018856.1	ENSG00000164675.11
OG0006676	ENSXETG00000018642.1, ENSXETG00000007639.1	ENSG00000081800.9
OG0006678	ENSXETG00000004219.1	ENSG00000153531.13
OG0006679	ENSXETG00000017874.1	ENSG00000008311.15
OG0006680	ENSXETG00000013992.1	ENSG00000126464.14
OG0006681	ENSXETG00000000017.1	ENSG00000185989.11, ENSG00000280477.2
OG0006682	ENSXETG00000019550.1	ENSG00000002745.13
OG0006683	ENSXETG00000020586.1	ENSG00000162777.17
OG0006684	ENSXETG00000004051.1, ENSXETG00000003545.1	ENSG00000035928.16
OG0006685	ENSXETG00000020564.1, ENSXETG00000003876.1	ENSG00000163485.17
OG0006686	ENSXETG00000002319.1	ENSG00000109610.6
OG0006687	ENSXETG00000002449.1	ENSG00000152990.14
OG0006688	ENSXETG00000012018.1	ENSG00000163138.19
OG0006689	ENSXETG00000020374.1	ENSG00000196872.12
OG0006690	ENSXETG00000019472.1	ENSG00000071073.13
OG0006691	ENSXETG00000017997.1	ENSG00000040933.15
OG0006692	ENSXETG00000006556.1	ENSG00000125966.10
OG0006693	ENSXETG00000011274.1	ENSG00000242372.8
OG0006694	ENSXETG00000011245.1	ENSG00000101019.22
OG0006695	ENSXETG00000006881.1, ENSXETG00000018353.1	ENSG00000118579.13
OG0006696	ENSXETG00000019823.1	ENSG00000114062.20
OG0006697	ENSXETG00000009669.1	ENSG00000244005.13
OG0006698	ENSXETG00000006211.1	ENSG00000109501.14
OG0006699	ENSXETG00000008559.1	ENSG00000170113.16, ENSG00000288478.1
OG0006700	ENSXETG00000008809.1	ENSG00000276856.3, ENSG00000275835.5
OG0006701	ENSXETG00000007154.1	ENSG00000101347.9
OG0006702	ENSXETG00000012508.1	ENSG00000131351.15
OG0006703	ENSXETG00000020882.1	ENSG00000110799.13
OG0006704	ENSXETG00000018531.1	ENSG00000146950.13
OG0006705	ENSXETG00000020775.1	ENSG00000087494.16
OG0006706	ENSXETG00000017721.1	ENSG00000087448.11
OG0006707	ENSXETG00000006075.1	ENSG00000111266.9, ENSG00000280962.3
OG0006708	ENSXETG00000006032.1	ENSG00000281818.3, ENSG00000111261.14
OG0006709	ENSXETG00000003659.1	ENSG00000281324.3, ENSG00000070018.9
OG0006710	ENSXETG00000017858.1, ENSXETG00000017879.1	ENSG00000196664.5
OG0006711	ENSXETG00000009908.1	ENSG00000088298.13
OG0006712	ENSXETG00000015767.1	ENSG00000124191.18
OG0006713	ENSXETG00000014870.1	ENSG00000078699.21
OG0006714	ENSXETG00000014548.1	ENSG00000125967.16
OG0006715	ENSXETG00000014501.1	ENSG00000101417.12
OG0006716	ENSXETG00000017859.1	ENSG00000125977.7
OG0006717	ENSXETG00000010160.1	ENSG00000078747.15
OG0006718	ENSXETG00000009423.1	ENSG00000100347.15
OG0006719	ENSXETG00000010484.1	ENSG00000259399.1, ENSG00000101084.18
OG0006720	ENSXETG00000009392.1	ENSG00000100344.11
OG0006721	ENSXETG00000009372.1	ENSG00000130540.14
OG0006722	ENSXETG00000001950.1	ENSG00000100294.13
OG0006724	ENSXETG00000021274.1	ENSG00000101442.10
OG0006725	ENSXETG00000012245.1	ENSG00000180815.14
OG0006727	ENSXETG00000011726.1	ENSG00000153993.13
OG0006728	ENSXETG00000008158.1	ENSG00000164659.15
OG0006729	ENSXETG00000019593.1	ENSG00000165186.12
OG0006730	ENSXETG00000004885.1	ENSG00000165626.17
OG0006731	ENSXETG00000020843.1	ENSG00000165630.14, ENSG00000282246.1
OG0006732	ENSXETG00000011404.1, ENSXETG00000011320.1	ENSG00000196839.13
OG0006733	ENSXETG00000009018.1	ENSG00000101076.16
OG0006734	ENSXETG00000009169.1	ENSG00000132823.11
OG0006735	ENSXETG00000011231.1	ENSG00000102230.14
OG0006736	ENSXETG00000012810.1, ENSXETG00000011056.1, ENSXETG00000009409.1, ENSXETG00000009061.1	ENSG00000188211.9
OG0006737	ENSXETG00000014345.1	ENSG00000185627.18
OG0006738	ENSXETG00000014565.1	ENSG00000101040.19
OG0006739	ENSXETG00000003368.1	ENSG00000130962.17
OG0006740	ENSXETG00000017092.1	ENSG00000165169.11
OG0006741	ENSXETG00000002529.1	ENSG00000124126.14
OG0006742	ENSXETG00000002198.1	ENSG00000036473.8
OG0006743	ENSXETG00000002180.1	ENSG00000156298.12, ENSG00000250349.3
OG0006744	ENSXETG00000002770.1	ENSG00000147044.21
OG0006745	ENSXETG00000018781.1	ENSG00000172216.6
OG0006746	ENSXETG00000018501.1	ENSG00000128606.13
OG0006747	ENSXETG00000018160.1	ENSG00000105821.15
OG0006748	ENSXETG00000005718.1	ENSG00000183690.13
OG0006749	ENSXETG00000001931.1	ENSG00000101181.17
OG0006750	ENSXETG00000020453.1	ENSG00000170615.15
OG0006751	ENSXETG00000015789.1	ENSG00000276076.4, ENSG00000160202.7
OG0006752	ENSXETG00000008683.1	ENSG00000160199.15
OG0006753	ENSXETG00000002140.1	ENSG00000164815.11
OG0006754	ENSXETG00000017170.1	ENSG00000005483.21
OG0006755	ENSXETG00000021178.1	ENSG00000091127.14
OG0006756	ENSXETG00000017855.1	ENSG00000185055.11
OG0006757	ENSXETG00000007117.1	ENSG00000157617.17
OG0006758	ENSXETG00000018357.1	ENSG00000172209.6, ENSG00000283812.2
OG0006759	ENSXETG00000020975.1	ENSG00000283852.2, ENSG00000075790.10
OG0006760	ENSXETG00000015417.1	ENSG00000101161.8
OG0006761	ENSXETG00000018880.1	ENSG00000087502.18
OG0006762	ENSXETG00000001163.1	ENSG00000188906.16
OG0006763	ENSXETG00000013510.1	ENSG00000159261.12
OG0006764	ENSXETG00000008632.1	ENSG00000075218.19
OG0006765	ENSXETG00000004290.1, ENSXETG00000004124.1	ENSG00000121897.15
OG0006766	ENSXETG00000004386.1, ENSXETG00000004779.1	ENSG00000109814.12
OG0006767	ENSXETG00000001094.1	ENSG00000164118.13
OG0006768	ENSXETG00000001108.1	ENSG00000164117.14
OG0006769	ENSXETG00000006396.1	ENSG00000179299.17
OG0006770	ENSXETG00000012079.1	ENSG00000154277.13
OG0006771	ENSXETG00000012951.1	ENSG00000109111.15
OG0006772	ENSXETG00000004371.1	ENSG00000142207.7
OG0006773	ENSXETG00000001589.1	ENSG00000124406.16
OG0006774	ENSXETG00000001990.1	ENSG00000151806.14
OG0006775	ENSXETG00000014007.1	ENSG00000156239.12
OG0006776	ENSXETG00000009704.1	ENSG00000154727.10
OG0006777	ENSXETG00000009742.1	ENSG00000154721.15
OG0006778	ENSXETG00000009784.1	ENSG00000154719.13
OG0006779	ENSXETG00000007892.1	ENSG00000134851.13
OG0006780	ENSXETG00000009048.1	ENSG00000157426.14
OG0006781	ENSXETG00000009353.1	ENSG00000128059.8
OG0006782	ENSXETG00000005271.1	ENSG00000175161.13
OG0006783	ENSXETG00000009405.1	ENSG00000285360.2, ENSG00000154359.13
OG0006784	ENSXETG00000009427.1	ENSG00000284872.1, ENSG00000250305.9
OG0006785	ENSXETG00000009614.1	ENSG00000285265.3, ENSG00000164741.15
OG0006786	ENSXETG00000011470.1	ENSG00000174827.14
OG0006787	ENSXETG00000011275.1	ENSG00000117262.19, ENSG00000188092.15
OG0006788	ENSXETG00000011530.1	ENSG00000162836.12
OG0006789	ENSXETG00000004837.1	ENSG00000155975.10
OG0006790	ENSXETG00000011581.1	ENSG00000116128.11
OG0006791	ENSXETG00000010477.1	ENSG00000166558.10
OG0006792	ENSXETG00000002375.1	ENSG00000144843.11
OG0006793	ENSXETG00000010504.1	ENSG00000140943.17
OG0006794	ENSXETG00000014766.1	ENSG00000134247.10
OG0006795	ENSXETG00000011151.1	ENSG00000143195.13
OG0006796	ENSXETG00000015359.1	ENSG00000143194.13
OG0006797	ENSXETG00000020727.1	ENSG00000125149.12
OG0006798	ENSXETG00000010673.1	ENSG00000143162.9
OG0006799	ENSXETG00000010689.1	ENSG00000198771.11
OG0006800	ENSXETG00000003761.1	ENSG00000170854.18
OG0006801	ENSXETG00000005709.1	ENSG00000104763.19
OG0006802	ENSXETG00000004041.1	ENSG00000184500.16
OG0006803	ENSXETG00000003626.1	ENSG00000114529.12, ENSG00000285394.1
OG0006804	ENSXETG00000001984.1	ENSG00000205129.8
OG0006805	ENSXETG00000006259.1	ENSG00000198574.6
OG0006806	ENSXETG00000001997.1	ENSG00000109775.11
OG0006807	ENSXETG00000000276.1	ENSG00000168538.16
OG0006808	ENSXETG00000000441.1	ENSG00000168556.7
OG0006809	ENSXETG00000000831.1	ENSG00000038002.9
OG0006810	ENSXETG00000021226.1	ENSG00000151612.18
OG0006811	ENSXETG00000019377.1	ENSG00000151611.16
OG0006812	ENSXETG00000004073.1	ENSG00000182504.11
OG0006813	ENSXETG00000000923.1	ENSG00000066422.5
OG0006814	ENSXETG00000019486.1	ENSG00000081148.12
OG0006816	ENSXETG00000017290.1	ENSG00000114354.14
OG0006817	ENSXETG00000010994.1	ENSG00000036054.13
OG0006818	ENSXETG00000007303.1	ENSG00000168386.18
OG0006819	ENSXETG00000012602.1	ENSG00000109458.8
OG0006820	ENSXETG00000007279.1	ENSG00000184220.12
OG0006821	ENSXETG00000012849.1	ENSG00000109445.11
OG0006822	ENSXETG00000012975.1	ENSG00000153132.13
OG0006823	ENSXETG00000004353.1	ENSG00000117479.15
OG0006824	ENSXETG00000013642.1	ENSG00000138650.9
OG0006825	ENSXETG00000004803.1	ENSG00000138459.9
OG0006826	ENSXETG00000012407.1	ENSG00000178105.11
OG0006827	ENSXETG00000011485.1	ENSG00000163607.17
OG0006828	ENSXETG00000007479.1	ENSG00000198498.10
OG0006829	ENSXETG00000015047.1	ENSG00000163617.11
OG0006830	ENSXETG00000005383.1	ENSG00000171503.12
OG0006831	ENSXETG00000006203.1	ENSG00000164124.11
OG0006832	ENSXETG00000012443.1	ENSG00000262635.5, ENSG00000151790.9
OG0006833	ENSXETG00000003192.1	ENSG00000262505.2, ENSG00000256394.3
OG0006834	ENSXETG00000003225.1	ENSG00000061918.13
OG0006835	ENSXETG00000001854.1	ENSG00000121211.8
OG0006836	ENSXETG00000010266.1	ENSG00000120694.20
OG0006837	ENSXETG00000002938.1	ENSG00000154079.6
OG0006838	ENSXETG00000010145.1	ENSG00000151617.17
OG0006839	ENSXETG00000005481.1	ENSG00000137714.3
OG0006840	ENSXETG00000010171.1	ENSG00000120519.14
OG0006841	ENSXETG00000013748.1	ENSG00000077684.16
OG0006842	ENSXETG00000005660.1	ENSG00000151849.15
OG0006843	ENSXETG00000006639.1, ENSXETG00000007758.1, ENSXETG00000006415.1	ENSG00000121743.4
OG0006844	ENSXETG00000006489.1	ENSG00000032742.17
OG0006845	ENSXETG00000016571.1, ENSXETG00000014128.1	ENSG00000160446.19
OG0006846	ENSXETG00000006616.1	ENSG00000150456.11
OG0006847	ENSXETG00000012075.1	ENSG00000132953.16
OG0006848	ENSXETG00000014378.1	ENSG00000170917.14
OG0006849	ENSXETG00000004591.1	ENSG00000150457.9
OG0006850	ENSXETG00000008759.1	ENSG00000173141.5
OG0006851	ENSXETG00000003404.1	ENSG00000273167.1, ENSG00000182957.16
OG0006852	ENSXETG00000016282.1	ENSG00000164111.15
OG0006853	ENSXETG00000018360.1	ENSG00000170962.13
OG0006854	ENSXETG00000009544.1	ENSG00000164109.14
OG0006855	ENSXETG00000009021.1	ENSG00000172399.5
OG0006856	ENSXETG00000012623.1	ENSG00000137674.4
OG0006857	ENSXETG00000011847.1	ENSG00000174607.11
OG0006858	ENSXETG00000012669.1	ENSG00000152558.15
OG0006859	ENSXETG00000015007.1, ENSXETG00000012811.1	ENSG00000137691.13
OG0006860	ENSXETG00000012814.1	ENSG00000110318.15
OG0006861	ENSXETG00000012977.1	ENSG00000082175.15
OG0006862	ENSXETG00000016122.1	ENSG00000138658.15
OG0006863	ENSXETG00000015970.1	ENSG00000145365.11
OG0006864	ENSXETG00000010691.1	ENSG00000149231.14
OG0006865	ENSXETG00000010702.1	ENSG00000184384.14
OG0006866	ENSXETG00000010813.1	ENSG00000166037.11
OG0006867	ENSXETG00000011105.1	ENSG00000077458.13
OG0006868	ENSXETG00000010755.1	ENSG00000149218.5
OG0006869	ENSXETG00000010737.1	ENSG00000150316.12
OG0006870	ENSXETG00000015563.1	ENSG00000109534.17
OG0006871	ENSXETG00000008775.1	ENSG00000214376.6
OG0006872	ENSXETG00000010853.1	ENSG00000182919.14
OG0006873	ENSXETG00000010956.1	ENSG00000164089.9
OG0006874	ENSXETG00000010881.1	ENSG00000166012.17
OG0006875	ENSXETG00000020009.1	ENSG00000169288.18
OG0006877	ENSXETG00000019650.1	ENSG00000171202.7
OG0006878	ENSXETG00000004447.1	ENSG00000137500.9
OG0006879	ENSXETG00000004519.1	ENSG00000137494.14
OG0006880	ENSXETG00000004601.1	ENSG00000165494.11
OG0006881	ENSXETG00000000187.1	ENSG00000182103.5
OG0006882	ENSXETG00000016690.1	ENSG00000101670.12
OG0006883	ENSXETG00000007812.1	ENSG00000141627.13
OG0006884	ENSXETG00000007738.1	ENSG00000101665.9
OG0006885	ENSXETG00000008125.1	ENSG00000184828.10
OG0006886	ENSXETG00000019592.1	ENSG00000155545.19
OG0006887	ENSXETG00000012478.1	ENSG00000134352.20
OG0006888	ENSXETG00000012804.1	ENSG00000177058.12
OG0006889	ENSXETG00000013013.1	ENSG00000164294.14
OG0006890	ENSXETG00000013370.1	ENSG00000213949.10
OG0006891	ENSXETG00000016868.1	ENSG00000112996.11
OG0006892	ENSXETG00000012636.1	ENSG00000112972.15
OG0006893	ENSXETG00000012661.1	ENSG00000172262.11
OG0006894	ENSXETG00000013038.1	ENSG00000112936.19
OG0006895	ENSXETG00000013122.1	ENSG00000153071.15
OG0006896	ENSXETG00000013153.1	ENSG00000113600.11
OG0006897	ENSXETG00000019709.1	ENSG00000188725.8
OG0006898	ENSXETG00000017610.1	ENSG00000164182.11
OG0006899	ENSXETG00000021347.1	ENSG00000113595.15
OG0006900	ENSXETG00000010511.1	ENSG00000197860.10
OG0006901	ENSXETG00000000204.1	ENSG00000145740.19
OG0006902	ENSXETG00000014703.1	ENSG00000164309.15
OG0006903	ENSXETG00000015144.1	ENSG00000164329.13
OG0006904	ENSXETG00000016797.1	ENSG00000145692.15
OG0006905	ENSXETG00000016343.1	ENSG00000132837.15
OG0006906	ENSXETG00000006693.1	ENSG00000285000.1, ENSG00000164252.13
OG0006907	ENSXETG00000021244.1	ENSG00000145741.15
OG0006908	ENSXETG00000018369.1, ENSXETG00000017764.1	ENSG00000164325.8
OG0006909	ENSXETG00000003197.1, ENSXETG00000010492.1	ENSG00000164326.5
OG0006910	ENSXETG00000002172.1	ENSG00000277868.4, ENSG00000183323.13
OG0006911	ENSXETG00000018421.1	ENSG00000113318.11
OG0006912	ENSXETG00000016076.1	ENSG00000152422.15
OG0006914	ENSXETG00000011593.1	ENSG00000081189.15
OG0006915	ENSXETG00000009128.1	ENSG00000185261.14
OG0006916	ENSXETG00000009342.1	ENSG00000153347.10
OG0006917	ENSXETG00000009456.1	ENSG00000198677.11
OG0006918	ENSXETG00000009660.1	ENSG00000173221.14
OG0006919	ENSXETG00000015657.1	ENSG00000105397.14
OG0006920	ENSXETG00000005735.1	ENSG00000288360.1, ENSG00000132003.9
OG0006921	ENSXETG00000017228.1	ENSG00000113368.12
OG0006922	ENSXETG00000019610.1	ENSG00000164241.13
OG0006923	ENSXETG00000000642.1	ENSG00000066583.12
OG0006924	ENSXETG00000012589.1	ENSG00000165030.4
OG0006925	ENSXETG00000018532.1	ENSG00000107186.16
OG0006926	ENSXETG00000003238.1	ENSG00000173068.18
OG0006927	ENSXETG00000016858.1	ENSG00000187742.15
OG0006928	ENSXETG00000019173.1	ENSG00000158122.12
OG0006929	ENSXETG00000020213.1	ENSG00000196730.13
OG0006930	ENSXETG00000019391.1	ENSG00000083223.18
OG0006931	ENSXETG00000010059.1	ENSG00000165118.15
OG0006932	ENSXETG00000020520.1	ENSG00000172159.16
OG0006933	ENSXETG00000018674.1	ENSG00000165105.10
OG0006934	ENSXETG00000004226.1	ENSG00000197969.14
OG0006935	ENSXETG00000009313.1	ENSG00000099139.14
OG0006936	ENSXETG00000009029.1	ENSG00000156017.13
OG0006937	ENSXETG00000015148.1	ENSG00000155621.15
OG0006938	ENSXETG00000013484.1	ENSG00000083067.22
OG0006939	ENSXETG00000012777.1	ENSG00000107282.8
OG0006940	ENSXETG00000012706.1	ENSG00000135063.19
OG0006941	ENSXETG00000012596.1	ENSG00000285130.2, ENSG00000119139.20
OG0006942	ENSXETG00000018154.1	ENSG00000165060.14
OG0006943	ENSXETG00000018427.1	ENSG00000107104.19
OG0006944	ENSXETG00000020771.1	ENSG00000107249.23
OG0006945	ENSXETG00000019265.1	ENSG00000120158.12
OG0006946	ENSXETG00000019154.1	ENSG00000099219.14
OG0006947	ENSXETG00000017246.1	ENSG00000183354.12
OG0006948	ENSXETG00000017253.1	ENSG00000178445.9
OG0006949	ENSXETG00000020413.1	ENSG00000100902.11
OG0006950	ENSXETG00000019155.1	ENSG00000151320.11
OG0006951	ENSXETG00000019728.1	ENSG00000129493.15
OG0006952	ENSXETG00000017837.1	ENSG00000100478.15
OG0006953	ENSXETG00000020860.1	ENSG00000092108.21
OG0006954	ENSXETG00000020549.1	ENSG00000120156.21
OG0006955	ENSXETG00000000257.1	ENSG00000120159.13
OG0006956	ENSXETG00000011309.1	ENSG00000188921.14
OG0006957	ENSXETG00000014917.1	ENSG00000171843.16
OG0006958	ENSXETG00000019797.1	ENSG00000134291.12
OG0006959	ENSXETG00000000585.1	ENSG00000135452.10
OG0006960	ENSXETG00000000654.1	ENSG00000123297.19
OG0006961	ENSXETG00000000431.1	ENSG00000100714.17
OG0006962	ENSXETG00000021012.1	ENSG00000110925.7
OG0006963	ENSXETG00000000989.1	ENSG00000140009.18
OG0006964	ENSXETG00000021062.1	ENSG00000184271.17
OG0006965	ENSXETG00000018483.1	ENSG00000183283.16
OG0006966	ENSXETG00000017247.1	ENSG00000170545.17
OG0006967	ENSXETG00000020296.1	ENSG00000139973.16
OG0006968	ENSXETG00000000084.1	ENSG00000170779.11
OG0006969	ENSXETG00000018498.1	ENSG00000140104.14
OG0006970	ENSXETG00000005287.1	ENSG00000276342.4, ENSG00000258986.7
OG0006971	ENSXETG00000005006.1	ENSG00000166183.16
OG0006973	ENSXETG00000014885.1	ENSG00000136718.10
OG0006974	ENSXETG00000019794.1	ENSG00000119698.12, ENSG00000278326.4
OG0006975	ENSXETG00000020558.1	ENSG00000141644.17
OG0006976	ENSXETG00000018745.1	ENSG00000165959.12
OG0006977	ENSXETG00000020834.1	ENSG00000066739.12
OG0006978	ENSXETG00000005893.1	ENSG00000135476.12
OG0006979	ENSXETG00000020461.1, ENSXETG00000015390.1	ENSG00000100749.8
OG0006980	ENSXETG00000010464.1	ENSG00000278787.4, ENSG00000012963.15
OG0006981	ENSXETG00000017077.1	ENSG00000100605.17, ENSG00000274958.4
OG0006982	ENSXETG00000020305.1	ENSG00000100600.15
OG0006983	ENSXETG00000017317.1	ENSG00000100599.16
OG0006984	ENSXETG00000002274.1	ENSG00000183648.11
OG0006985	ENSXETG00000010209.1	ENSG00000100815.12
OG0006986	ENSXETG00000004547.1	ENSG00000123415.15
OG0006987	ENSXETG00000004586.1, ENSXETG00000017195.1	ENSG00000037965.6
OG0006988	ENSXETG00000008365.1, ENSXETG00000001668.1	ENSG00000119714.11
OG0006989	ENSXETG00000005252.1	ENSG00000119720.18
OG0006990	ENSXETG00000005008.1	ENSG00000042088.14
OG0006991	ENSXETG00000008141.1	ENSG00000165417.12
OG0006992	ENSXETG00000004914.1	ENSG00000125656.11
OG0006993	ENSXETG00000004989.1	ENSG00000104998.4, ENSG00000288185.1
OG0006994	ENSXETG00000005106.1	ENSG00000288453.1, ENSG00000132017.10
OG0006995	ENSXETG00000001071.1	ENSG00000100591.8
OG0006996	ENSXETG00000001034.1	ENSG00000100577.19
OG0006997	ENSXETG00000000590.1	ENSG00000165548.11
OG0006998	ENSXETG00000003174.1	ENSG00000119685.20
OG0006999	ENSXETG00000003029.1	ENSG00000156127.8
OG0007000	ENSXETG00000003513.1, ENSXETG00000020149.1	ENSG00000179218.13
OG0007001	ENSXETG00000002754.1	ENSG00000119689.15
OG0007004	ENSXETG00000002524.1	ENSG00000130159.14
OG0007005	ENSXETG00000019877.1	ENSG00000130175.9
OG0007006	ENSXETG00000005838.1	ENSG00000119636.16
