Orthogroup	X_tropicalis.pep	M_musculus.pep
OG0007014	ENSXETG00000019163.1	ENSMUSG00000044042.19
OG0007015	ENSXETG00000009092.1	ENSMUSG00000032178.14
OG0007016	ENSXETG00000008806.1	ENSMUSG00000040649.15
OG0007017	ENSXETG00000008279.1	ENSMUSG00000025421.15
OG0007018	ENSXETG00000008398.1	ENSMUSG00000025420.13
OG0007019	ENSXETG00000009108.1	ENSMUSG00000025423.16
OG0007020	ENSXETG00000004939.1, ENSXETG00000004877.1	ENSMUSG00000032818.16
OG0007021	ENSXETG00000004815.1	ENSMUSG00000115884.2, ENSMUSG00000041840.8
OG0007023	ENSXETG00000019920.1	ENSMUSG00000024548.11
OG0007024	ENSXETG00000000335.1	ENSMUSG00000033628.15
OG0007025	ENSXETG00000017383.1, ENSXETG00000003730.1	ENSMUSG00000047694.12
OG0007026	ENSXETG00000000945.1	ENSMUSG00000042700.16
OG0007027	ENSXETG00000000536.1	ENSMUSG00000010608.15
OG0007028	ENSXETG00000000435.1	ENSMUSG00000019969.14
OG0007029	ENSXETG00000005841.1	ENSMUSG00000042523.12
OG0007030	ENSXETG00000014325.1	ENSMUSG00000002007.5
OG0007031	ENSXETG00000003092.1	ENSMUSG00000090100.7
OG0007032	ENSXETG00000003461.1	ENSMUSG00000002015.5
OG0007033	ENSXETG00000019825.1	ENSMUSG00000079110.12
OG0007034	ENSXETG00000017024.1	ENSMUSG00000033808.16
OG0007036	ENSXETG00000021175.1	ENSMUSG00000046971.7
OG0007037	ENSXETG00000019909.1, ENSXETG00000020746.1	ENSMUSG00000031390.8
OG0007038	ENSXETG00000020136.1, ENSXETG00000020749.1	ENSMUSG00000062694.7
OG0007039	ENSXETG00000000007.1	ENSMUSG00000031389.17
OG0007040	ENSXETG00000009944.1	ENSMUSG00000033943.15
OG0007041	ENSXETG00000010074.1	ENSMUSG00000027298.17
OG0007042	ENSXETG00000001027.1	ENSMUSG00000031392.18
OG0007043	ENSXETG00000001058.1	ENSMUSG00000031393.16
OG0007044	ENSXETG00000017327.1	ENSMUSG00000027304.9
OG0007045	ENSXETG00000010069.1, ENSXETG00000010015.1	ENSMUSG00000046186.8
OG0007046	ENSXETG00000008861.1	ENSMUSG00000031144.15
OG0007047	ENSXETG00000011045.1	ENSMUSG00000040479.12
OG0007048	ENSXETG00000010791.1	ENSMUSG00000040506.16
OG0007049	ENSXETG00000008385.1	ENSMUSG00000040591.18
OG0007050	ENSXETG00000018864.1	ENSMUSG00000004221.16
OG0007051	ENSXETG00000021278.1	ENSMUSG00000002103.16
OG0007052	ENSXETG00000021149.1	ENSMUSG00000002111.8
OG0007053	ENSXETG00000020313.1	ENSMUSG00000023027.13
OG0007054	ENSXETG00000017570.1	ENSMUSG00000002105.15
OG0007055	ENSXETG00000020537.1	ENSMUSG00000002102.15
OG0007056	ENSXETG00000011134.1	ENSMUSG00000111579.1, ENSMUSG00000002104.11
OG0007057	ENSXETG00000013315.1	ENSMUSG00000027198.16
OG0007058	ENSXETG00000002844.1	ENSMUSG00000023015.14
OG0007059	ENSXETG00000002935.1	ENSMUSG00000075028.12
OG0007060	ENSXETG00000018582.1	ENSMUSG00000095440.2
OG0007061	ENSXETG00000016351.1	ENSMUSG00000000531.5
OG0007062	ENSXETG00000016386.1	ENSMUSG00000023034.7
OG0007063	ENSXETG00000017039.1	ENSMUSG00000025393.12
OG0007064	ENSXETG00000019450.1	ENSMUSG00000040054.17
OG0007065	ENSXETG00000013418.1	ENSMUSG00000048058.17
OG0007066	ENSXETG00000013525.1	ENSMUSG00000005087.17
OG0007067	ENSXETG00000015296.1	ENSMUSG00000031073.6
OG0007068	ENSXETG00000003542.1, ENSXETG00000006512.1	ENSMUSG00000070348.5
OG0007069	ENSXETG00000008880.1	ENSMUSG00000048677.9
OG0007070	ENSXETG00000010082.1	ENSMUSG00000052512.17
OG0007071	ENSXETG00000000877.1	ENSMUSG00000014498.9
OG0007072	ENSXETG00000000211.1	ENSMUSG00000046934.5, ENSMUSG00000005683.8
OG0007073	ENSXETG00000002450.1	ENSMUSG00000025369.15
OG0007074	ENSXETG00000003800.1	ENSMUSG00000027122.15
OG0007075	ENSXETG00000003702.1	ENSMUSG00000042670.5
OG0007076	ENSXETG00000007842.1	ENSMUSG00000027170.12
OG0007078	ENSXETG00000007164.1	ENSMUSG00000027177.14
OG0007079	ENSXETG00000006321.1	ENSMUSG00000003355.7
OG0007080	ENSXETG00000011061.1	ENSMUSG00000041406.14
OG0007081	ENSXETG00000008755.1	ENSMUSG00000005610.17
OG0007082	ENSXETG00000005339.1	ENSMUSG00000003360.15
OG0007083	ENSXETG00000003600.1	ENSMUSG00000005611.15
OG0007084	ENSXETG00000003821.1	ENSMUSG00000005686.17
OG0007085	ENSXETG00000008210.1	ENSMUSG00000023009.14
OG0007086	ENSXETG00000008090.1	ENSMUSG00000023010.15
OG0007087	ENSXETG00000012194.1	ENSMUSG00000061079.14
OG0007088	ENSXETG00000012093.1	ENSMUSG00000047554.14
OG0007089	ENSXETG00000003395.1	ENSMUSG00000035901.14
OG0007090	ENSXETG00000007131.1	ENSMUSG00000030670.16
OG0007091	ENSXETG00000015074.1	ENSMUSG00000030660.9
OG0007092	ENSXETG00000007455.1	ENSMUSG00000016984.7
OG0007093	ENSXETG00000003577.1	ENSMUSG00000018661.17
OG0007094	ENSXETG00000003128.1	ENSMUSG00000006599.13
OG0007095	ENSXETG00000012231.1	ENSMUSG00000034706.16
OG0007096	ENSXETG00000008577.1	ENSMUSG00000043262.16
OG0007097	ENSXETG00000014830.1	ENSMUSG00000049516.9
OG0007098	ENSXETG00000020495.1	ENSMUSG00000049957.14
OG0007099	ENSXETG00000006598.1, ENSXETG00000004585.1	ENSMUSG00000039691.10
OG0007100	ENSXETG00000012202.1	ENSMUSG00000039781.14
OG0007102	ENSXETG00000009161.1	ENSMUSG00000025371.12
OG0007103	ENSXETG00000009475.1	ENSMUSG00000039850.16
OG0007104	ENSXETG00000005576.1	ENSMUSG00000000244.17
OG0007105	ENSXETG00000009833.1	ENSMUSG00000039908.14
OG0007106	ENSXETG00000007979.1	ENSMUSG00000046697.17
OG0007107	ENSXETG00000006795.1	ENSMUSG00000025576.17
OG0007108	ENSXETG00000010482.1	ENSMUSG00000025507.13
OG0007110	ENSXETG00000010886.1	ENSMUSG00000025503.5
OG0007111	ENSXETG00000018103.1	ENSMUSG00000025504.14
OG0007112	ENSXETG00000000558.1	ENSMUSG00000038637.15
OG0007114	ENSXETG00000001546.1	ENSMUSG00000024843.15
OG0007115	ENSXETG00000004960.1	ENSMUSG00000024907.7
OG0007116	ENSXETG00000010713.1	ENSMUSG00000024050.18
OG0007117	ENSXETG00000010681.1	ENSMUSG00000048070.4
OG0007118	ENSXETG00000012446.1	ENSMUSG00000022802.2
OG0007119	ENSXETG00000017178.1	ENSMUSG00000020903.13
OG0007120	ENSXETG00000003979.1	ENSMUSG00000034473.14
OG0007121	ENSXETG00000020572.1	ENSMUSG00000020905.11
OG0007123	ENSXETG00000015491.1	ENSMUSG00000026339.18
OG0007124	ENSXETG00000021283.1	ENSMUSG00000014177.10
OG0007125	ENSXETG00000000231.1	ENSMUSG00000022849.5
OG0007126	ENSXETG00000009185.1	ENSMUSG00000039230.14
OG0007128	ENSXETG00000010887.1	ENSMUSG00000022837.14
OG0007129	ENSXETG00000019937.1	ENSMUSG00000033352.11
OG0007130	ENSXETG00000019036.1, ENSXETG00000017662.1	ENSMUSG00000020910.16
OG0007131	ENSXETG00000017578.1	ENSMUSG00000026162.7
OG0007132	ENSXETG00000019221.1	ENSMUSG00000026205.8
OG0007133	ENSXETG00000017860.1	ENSMUSG00000033159.14
OG0007134	ENSXETG00000021099.1	ENSMUSG00000049339.16
OG0007135	ENSXETG00000016987.1	ENSMUSG00000026173.15
OG0007136	ENSXETG00000018821.1	ENSMUSG00000006301.17
OG0007137	ENSXETG00000006358.1	ENSMUSG00000033044.12
OG0007138	ENSXETG00000020402.1	ENSMUSG00000000056.7
OG0007139	ENSXETG00000019107.1	ENSMUSG00000039294.14
OG0007140	ENSXETG00000009752.1	ENSMUSG00000006304.14
OG0007141	ENSXETG00000005537.1	ENSMUSG00000056962.11
OG0007142	ENSXETG00000005447.1	ENSMUSG00000020810.5
OG0007143	ENSXETG00000004740.1	ENSMUSG00000070331.14
OG0007144	ENSXETG00000001904.1	ENSMUSG00000047989.11
OG0007145	ENSXETG00000004125.1	ENSMUSG00000024683.6
OG0007146	ENSXETG00000011887.1	ENSMUSG00000101645.1, ENSMUSG00000034101.14
OG0007147	ENSXETG00000007504.1	ENSMUSG00000027080.6
OG0007148	ENSXETG00000003435.1	ENSMUSG00000034282.3
OG0007149	ENSXETG00000003424.1	ENSMUSG00000020778.12
OG0007151	ENSXETG00000012822.1	ENSMUSG00000027076.10
OG0007152	ENSXETG00000009413.1	ENSMUSG00000027067.16
OG0007154	ENSXETG00000016101.1	ENSMUSG00000020758.15
OG0007155	ENSXETG00000005148.1	ENSMUSG00000054611.17
OG0007156	ENSXETG00000021110.1	ENSMUSG00000020782.18
OG0007157	ENSXETG00000017791.1	ENSMUSG00000034471.12
OG0007158	ENSXETG00000009620.1	ENSMUSG00000020744.13
OG0007159	ENSXETG00000010141.1	ENSMUSG00000020743.15
OG0007160	ENSXETG00000010188.1	ENSMUSG00000020740.13
OG0007161	ENSXETG00000001155.1	ENSMUSG00000024842.8, ENSMUSG00000097687.3
OG0007162	ENSXETG00000018478.1	ENSMUSG00000020737.12
OG0007163	ENSXETG00000004964.1	ENSMUSG00000001750.16
OG0007164	ENSXETG00000018589.1, ENSXETG00000002267.1	ENSMUSG00000018862.11
OG0007165	ENSXETG00000012042.1	ENSMUSG00000033373.16
OG0007166	ENSXETG00000010274.1	ENSMUSG00000020734.13
OG0007167	ENSXETG00000002422.1	ENSMUSG00000076435.3
OG0007168	ENSXETG00000017261.1	ENSMUSG00000033007.15
OG0007169	ENSXETG00000009115.1	ENSMUSG00000026207.16
OG0007170	ENSXETG00000003583.1	ENSMUSG00000026200.13
OG0007171	ENSXETG00000003902.1	ENSMUSG00000026199.17
OG0007172	ENSXETG00000003957.1	ENSMUSG00000033124.16
OG0007173	ENSXETG00000018034.1	ENSMUSG00000026198.15
OG0007174	ENSXETG00000012151.1	ENSMUSG00000026348.7
OG0007175	ENSXETG00000005323.1	ENSMUSG00000036086.16
OG0007176	ENSXETG00000004430.1, ENSXETG00000017813.1	ENSMUSG00000026354.8
OG0007177	ENSXETG00000001471.1, ENSXETG00000020866.1	ENSMUSG00000026355.11
OG0007178	ENSXETG00000008263.1	ENSMUSG00000025142.18
OG0007179	ENSXETG00000012085.1	ENSMUSG00000025141.3
OG0007180	ENSXETG00000017895.1	ENSMUSG00000045382.6
OG0007181	ENSXETG00000006316.1	ENSMUSG00000044034.11
OG0007182	ENSXETG00000005964.1	ENSMUSG00000025129.2
OG0007183	ENSXETG00000005731.1	ENSMUSG00000025127.15
OG0007184	ENSXETG00000006443.1	ENSMUSG00000020326.7
OG0007185	ENSXETG00000006476.1	ENSMUSG00000020330.16
OG0007186	ENSXETG00000011861.1	ENSMUSG00000109061.1, ENSMUSG00000002948.19
OG0007187	ENSXETG00000011011.1	ENSMUSG00000020155.2
OG0007188	ENSXETG00000018972.1	ENSMUSG00000024578.3
OG0007189	ENSXETG00000019191.1	ENSMUSG00000024579.7
OG0007190	ENSXETG00000020957.1	ENSMUSG00000024580.8
OG0007191	ENSXETG00000002471.1	ENSMUSG00000020272.8
OG0007192	ENSXETG00000018588.1	ENSMUSG00000034413.14
OG0007193	ENSXETG00000020641.1	ENSMUSG00000024191.15
OG0007194	ENSXETG00000018132.1	ENSMUSG00000026196.7
OG0007195	ENSXETG00000016594.1	ENSMUSG00000029134.14
OG0007196	ENSXETG00000001407.1	ENSMUSG00000024431.15
OG0007197	ENSXETG00000006517.1	ENSMUSG00000018238.6
OG0007198	ENSXETG00000012262.1	ENSMUSG00000018395.19
OG0007199	ENSXETG00000003511.1	ENSMUSG00000018899.16
OG0007200	ENSXETG00000003623.1	ENSMUSG00000020388.12
OG0007201	ENSXETG00000009438.1	ENSMUSG00000051223.14
OG0007202	ENSXETG00000020193.1	ENSMUSG00000036206.12
OG0007203	ENSXETG00000020434.1, ENSXETG00000019710.1	ENSMUSG00000034486.8
OG0007204	ENSXETG00000017258.1	ENSMUSG00000002881.14
OG0007205	ENSXETG00000011789.1	ENSMUSG00000001891.16
OG0007206	ENSXETG00000013575.1	ENSMUSG00000030528.12
OG0007207	ENSXETG00000019279.1	ENSMUSG00000007739.10
OG0007208	ENSXETG00000012503.1	ENSMUSG00000024502.10
OG0007209	ENSXETG00000007089.1, ENSXETG00000005178.1	ENSMUSG00000041859.10
OG0007210	ENSXETG00000006777.1	ENSMUSG00000024603.8
OG0007211	ENSXETG00000021064.1	ENSMUSG00000001155.13
OG0007212	ENSXETG00000001999.1	ENSMUSG00000024610.15
OG0007213	ENSXETG00000019475.1	ENSMUSG00000048126.16
OG0007214	ENSXETG00000007143.1	ENSMUSG00000020152.7
OG0007215	ENSXETG00000007132.1	ENSMUSG00000024622.8
OG0007216	ENSXETG00000007674.1	ENSMUSG00000044966.4
OG0007217	ENSXETG00000007767.1	ENSMUSG00000027420.13
OG0007218	ENSXETG00000011191.1, ENSXETG00000013636.1	ENSMUSG00000020376.17
OG0007219	ENSXETG00000014060.1	ENSMUSG00000015837.15
OG0007220	ENSXETG00000012505.1	ENSMUSG00000036620.14
OG0007221	ENSXETG00000003603.1	ENSMUSG00000045624.15
OG0007222	ENSXETG00000012561.1	ENSMUSG00000050567.16
OG0007223	ENSXETG00000003582.1	ENSMUSG00000027384.6
OG0007226	ENSXETG00000016957.1	ENSMUSG00000024359.10
OG0007227	ENSXETG00000018965.1	ENSMUSG00000037104.9
OG0007228	ENSXETG00000007914.1	ENSMUSG00000042997.13
OG0007229	ENSXETG00000006713.1	ENSMUSG00000031480.15
OG0007232	ENSXETG00000002058.1	ENSMUSG00000002768.8
OG0007233	ENSXETG00000001302.1	ENSMUSG00000027273.13
OG0007234	ENSXETG00000008123.1	ENSMUSG00000005320.9
OG0007235	ENSXETG00000016438.1	ENSMUSG00000021486.7
OG0007236	ENSXETG00000016422.1	ENSMUSG00000021485.14
OG0007237	ENSXETG00000012626.1	ENSMUSG00000022105.6
OG0007239	ENSXETG00000016158.1	ENSMUSG00000021493.15
OG0007240	ENSXETG00000021282.1	ENSMUSG00000033405.4
OG0007241	ENSXETG00000019037.1	ENSMUSG00000022109.6
OG0007242	ENSXETG00000001845.1	ENSMUSG00000049717.9
OG0007243	ENSXETG00000013863.1	ENSMUSG00000052087.14
OG0007244	ENSXETG00000016934.1	ENSMUSG00000021504.14
OG0007245	ENSXETG00000019828.1	ENSMUSG00000001053.15
OG0007247	ENSXETG00000012894.1	ENSMUSG00000071350.12
OG0007249	ENSXETG00000012927.1	ENSMUSG00000035469.17
OG0007250	ENSXETG00000017831.1	ENSMUSG00000032607.12
OG0007251	ENSXETG00000020364.1	ENSMUSG00000032606.7
OG0007252	ENSXETG00000013018.1	ENSMUSG00000021930.14
OG0007253	ENSXETG00000013022.1	ENSMUSG00000035235.13
OG0007254	ENSXETG00000000759.1	ENSMUSG00000034023.16
OG0007255	ENSXETG00000001309.1	ENSMUSG00000030045.10
OG0007256	ENSXETG00000001362.1	ENSMUSG00000042256.5
OG0007257	ENSXETG00000001408.1	ENSMUSG00000061665.7
OG0007258	ENSXETG00000001514.1	ENSMUSG00000023915.5
OG0007259	ENSXETG00000001526.1	ENSMUSG00000056492.6
OG0007260	ENSXETG00000002037.1	ENSMUSG00000038954.14
OG0007261	ENSXETG00000018306.1	ENSMUSG00000032582.14
OG0007262	ENSXETG00000021240.1	ENSMUSG00000032590.14
OG0007263	ENSXETG00000019758.1	ENSMUSG00000032591.15
OG0007264	ENSXETG00000018951.1	ENSMUSG00000010048.10
OG0007265	ENSXETG00000010992.1	ENSMUSG00000037169.15, ENSMUSG00000044597.4
OG0007266	ENSXETG00000016652.1	ENSMUSG00000037149.10
OG0007267	ENSXETG00000017709.1	ENSMUSG00000010047.12
OG0007268	ENSXETG00000003162.1	ENSMUSG00000010045.2
OG0007269	ENSXETG00000001953.1	ENSMUSG00000037977.6
OG0007270	ENSXETG00000001878.1	ENSMUSG00000032578.7
OG0007271	ENSXETG00000019949.1	ENSMUSG00000057469.8
OG0007272	ENSXETG00000011006.1	ENSMUSG00000040661.6
OG0007273	ENSXETG00000002263.1	ENSMUSG00000020566.19
OG0007274	ENSXETG00000021294.1	ENSMUSG00000020653.12
OG0007275	ENSXETG00000017435.1	ENSMUSG00000042073.15
OG0007276	ENSXETG00000000793.1, ENSXETG00000015380.1	ENSMUSG00000062054.7
OG0007277	ENSXETG00000003127.1	ENSMUSG00000052632.16
OG0007278	ENSXETG00000018678.1	ENSMUSG00000032349.13
OG0007279	ENSXETG00000002283.1	ENSMUSG00000001366.14
OG0007280	ENSXETG00000018479.1	ENSMUSG00000025933.15
OG0007281	ENSXETG00000010534.1	ENSMUSG00000039842.15
OG0007282	ENSXETG00000007663.1, ENSXETG00000015656.1	ENSMUSG00000048387.8
OG0007283	ENSXETG00000008160.1	ENSMUSG00000020592.14
OG0007284	ENSXETG00000009934.1	ENSMUSG00000037669.15
OG0007285	ENSXETG00000005497.1	ENSMUSG00000025646.9
OG0007286	ENSXETG00000005548.1	ENSMUSG00000021385.10
OG0007287	ENSXETG00000017844.1	ENSMUSG00000031461.4
OG0007288	ENSXETG00000011344.1	ENSMUSG00000051978.9
OG0007289	ENSXETG00000005697.1	ENSMUSG00000036136.9
OG0007290	ENSXETG00000009541.1	ENSMUSG00000026131.20
OG0007291	ENSXETG00000005773.1	ENSMUSG00000042215.8
OG0007292	ENSXETG00000012310.1	ENSMUSG00000021962.9
OG0007293	ENSXETG00000019414.1	ENSMUSG00000045776.3
OG0007294	ENSXETG00000002666.1	ENSMUSG00000026153.15
OG0007295	ENSXETG00000003042.1	ENSMUSG00000024654.8
OG0007296	ENSXETG00000001943.1	ENSMUSG00000040760.11
OG0007297	ENSXETG00000018954.1	ENSMUSG00000040455.17
OG0007298	ENSXETG00000018794.1	ENSMUSG00000043702.9, ENSMUSG00000116251.1
OG0007299	ENSXETG00000010746.1, ENSXETG00000016384.1	ENSMUSG00000045751.16
OG0007300	ENSXETG00000021129.1	ENSMUSG00000116230.1, ENSMUSG00000040818.10
OG0007301	ENSXETG00000021075.1	ENSMUSG00000021870.17
OG0007302	ENSXETG00000013391.1	ENSMUSG00000028282.12
OG0007303	ENSXETG00000011142.1	ENSMUSG00000040044.11
OG0007304	ENSXETG00000007066.1	ENSMUSG00000028292.14
OG0007305	ENSXETG00000018417.1	ENSMUSG00000106672.3, ENSMUSG00000032599.12
OG0007306	ENSXETG00000006956.1	ENSMUSG00000028295.14
OG0007307	ENSXETG00000008485.1	ENSMUSG00000032420.8
OG0007308	ENSXETG00000016725.1	ENSMUSG00000019792.8
OG0007309	ENSXETG00000009182.1	ENSMUSG00000058298.10
OG0007310	ENSXETG00000009075.1	ENSMUSG00000038602.7
OG0007311	ENSXETG00000008780.1	ENSMUSG00000019861.15
OG0007312	ENSXETG00000003233.1	ENSMUSG00000030079.15
OG0007313	ENSXETG00000008059.1, ENSXETG00000008036.1	ENSMUSG00000019905.8
OG0007314	ENSXETG00000008013.1	ENSMUSG00000039531.8
OG0007315	ENSXETG00000007994.1	ENSMUSG00000019782.10
OG0007316	ENSXETG00000007936.1	ENSMUSG00000071340.2
OG0007317	ENSXETG00000012095.1	ENSMUSG00000033152.13
OG0007318	ENSXETG00000011752.1, ENSXETG00000007917.1	ENSMUSG00000046031.7
OG0007319	ENSXETG00000004212.1, ENSXETG00000011760.1	ENSMUSG00000039497.8
OG0007320	ENSXETG00000015174.1	ENSMUSG00000038160.7
OG0007321	ENSXETG00000014373.1	ENSMUSG00000019863.7
OG0007322	ENSXETG00000012007.1	ENSMUSG00000030095.10
OG0007323	ENSXETG00000014098.1	ENSMUSG00000019803.11
OG0007324	ENSXETG00000011303.1, ENSXETG00000015826.1	ENSMUSG00000034083.16
OG0007325	ENSXETG00000013792.1	ENSMUSG00000019826.11
OG0007326	ENSXETG00000013771.1	ENSMUSG00000091415.5
OG0007327	ENSXETG00000016643.1	ENSMUSG00000014550.14
OG0007328	ENSXETG00000001340.1	ENSMUSG00000075232.6, ENSMUSG00000063953.3
OG0007329	ENSXETG00000002236.1	ENSMUSG00000019837.8
OG0007330	ENSXETG00000001298.1	ENSMUSG00000038510.12
OG0007331	ENSXETG00000019624.1	ENSMUSG00000034639.7
OG0007332	ENSXETG00000017614.1	ENSMUSG00000005362.14
OG0007333	ENSXETG00000006007.1	ENSMUSG00000019845.8
OG0007334	ENSXETG00000004729.1	ENSMUSG00000037949.8
OG0007336	ENSXETG00000005779.1	ENSMUSG00000032435.9
OG0007337	ENSXETG00000006227.1	ENSMUSG00000032437.10
OG0007338	ENSXETG00000016288.1	ENSMUSG00000035378.17
OG0007339	ENSXETG00000016428.1	ENSMUSG00000030068.4, ENSMUSG00000093661.1
OG0007340	ENSXETG00000010727.1	ENSMUSG00000030067.17
OG0007341	ENSXETG00000017924.1	ENSMUSG00000042567.20
OG0007342	ENSXETG00000001806.1	ENSMUSG00000061838.7
OG0007343	ENSXETG00000002720.1	ENSMUSG00000045100.11
OG0007344	ENSXETG00000007499.1	ENSMUSG00000035274.13
OG0007345	ENSXETG00000006685.1	ENSMUSG00000037583.2
OG0007346	ENSXETG00000019566.1	ENSMUSG00000032601.13
OG0007347	ENSXETG00000002335.1	ENSMUSG00000070283.4
OG0007348	ENSXETG00000012135.1	ENSMUSG00000032328.12
OG0007349	ENSXETG00000006790.1	ENSMUSG00000019806.13
OG0007350	ENSXETG00000001278.1	ENSMUSG00000091636.2
OG0007351	ENSXETG00000020476.1	ENSMUSG00000037370.13
OG0007352	ENSXETG00000017130.1	ENSMUSG00000020372.15
OG0007353	ENSXETG00000015893.1	ENSMUSG00000025645.8
OG0007355	ENSXETG00000019346.1	ENSMUSG00000078348.4
OG0007356	ENSXETG00000020168.1	ENSMUSG00000048930.12
OG0007357	ENSXETG00000004525.1	ENSMUSG00000047648.13
OG0007358	ENSXETG00000003882.1	ENSMUSG00000040599.13
OG0007359	ENSXETG00000010355.1	ENSMUSG00000062078.15
OG0007360	ENSXETG00000014316.1	ENSMUSG00000059481.5
OG0007361	ENSXETG00000017427.1	ENSMUSG00000020346.16
OG0007362	ENSXETG00000017043.1	ENSMUSG00000068039.13
OG0007363	ENSXETG00000011143.1	ENSMUSG00000006818.5
OG0007364	ENSXETG00000011786.1	ENSMUSG00000033450.8, ENSMUSG00000052031.8
OG0007365	ENSXETG00000003268.1	ENSMUSG00000004945.15
OG0007366	ENSXETG00000002458.1	ENSMUSG00000046201.9
OG0007367	ENSXETG00000002389.1	ENSMUSG00000015202.13
OG0007368	ENSXETG00000002235.1	ENSMUSG00000019774.8
OG0007369	ENSXETG00000017667.1	ENSMUSG00000039748.11
OG0007370	ENSXETG00000015200.1, ENSXETG00000020181.1	ENSMUSG00000046159.16
OG0007371	ENSXETG00000008487.1	ENSMUSG00000050244.9
OG0007372	ENSXETG00000019745.1	ENSMUSG00000021306.11
OG0007373	ENSXETG00000021318.1	ENSMUSG00000039242.10
OG0007374	ENSXETG00000018865.1	ENSMUSG00000021302.10
OG0007375	ENSXETG00000021344.1	ENSMUSG00000093904.2
OG0007376	ENSXETG00000020865.1	ENSMUSG00000051495.7
OG0007377	ENSXETG00000017186.1	ENSMUSG00000057060.8
OG0007378	ENSXETG00000004185.1	ENSMUSG00000039960.5
OG0007379	ENSXETG00000000003.1	ENSMUSG00000089704.9, ENSMUSG00000092329.1
OG0007380	ENSXETG00000004350.1, ENSXETG00000007136.1	ENSMUSG00000031985.9
OG0007381	ENSXETG00000007478.1	ENSMUSG00000014763.8
OG0007382	ENSXETG00000007405.1	ENSMUSG00000014773.13
OG0007384	ENSXETG00000019565.1	ENSMUSG00000021720.11
OG0007385	ENSXETG00000016913.1	ENSMUSG00000021715.12
OG0007387	ENSXETG00000001581.1	ENSMUSG00000037089.11
OG0007388	ENSXETG00000001243.1	ENSMUSG00000032842.13
OG0007389	ENSXETG00000010331.1	ENSMUSG00000002017.10
OG0007390	ENSXETG00000010323.1	ENSMUSG00000071042.12
OG0007391	ENSXETG00000000457.1	ENSMUSG00000024078.7
OG0007392	ENSXETG00000014011.1	ENSMUSG00000053916.4
OG0007393	ENSXETG00000018249.1	ENSMUSG00000024074.8
OG0007394	ENSXETG00000005316.1, ENSXETG00000004829.1	ENSMUSG00000038936.13
OG0007395	ENSXETG00000008802.1	ENSMUSG00000036568.7
OG0007396	ENSXETG00000005852.1	ENSMUSG00000016181.9
OG0007397	ENSXETG00000006067.1	ENSMUSG00000037395.15, ENSMUSG00000111452.1
OG0007398	ENSXETG00000008777.1	ENSMUSG00000026637.13, ENSMUSG00000111385.1
OG0007399	ENSXETG00000008751.1	ENSMUSG00000111723.1, ENSMUSG00000049353.17
OG0007400	ENSXETG00000008733.1	ENSMUSG00000110850.1, ENSMUSG00000037434.7
OG0007401	ENSXETG00000008689.1	ENSMUSG00000026623.16
OG0007402	ENSXETG00000007600.1	ENSMUSG00000026628.13
OG0007403	ENSXETG00000007524.1	ENSMUSG00000026632.17
OG0007404	ENSXETG00000007293.1	ENSMUSG00000037568.12
OG0007405	ENSXETG00000006807.1	ENSMUSG00000026605.14
OG0007406	ENSXETG00000011634.1	ENSMUSG00000026608.13
OG0007407	ENSXETG00000016772.1	ENSMUSG00000026611.17
OG0007408	ENSXETG00000018321.1	ENSMUSG00000039246.8
OG0007409	ENSXETG00000018392.1	ENSMUSG00000026615.14
OG0007410	ENSXETG00000002257.1	ENSMUSG00000026617.16
OG0007411	ENSXETG00000020710.1	ENSMUSG00000026618.11
OG0007412	ENSXETG00000019407.1	ENSMUSG00000026620.11
OG0007413	ENSXETG00000020343.1	ENSMUSG00000039377.7
OG0007414	ENSXETG00000018039.1	ENSMUSG00000053461.9
OG0007415	ENSXETG00000017941.1	ENSMUSG00000072258.10
OG0007416	ENSXETG00000001007.1	ENSMUSG00000042901.10
OG0007417	ENSXETG00000021313.1	ENSMUSG00000005233.16
OG0007418	ENSXETG00000010743.1	ENSMUSG00000041057.10
OG0007419	ENSXETG00000006546.1	ENSMUSG00000026496.11
OG0007420	ENSXETG00000008277.1	ENSMUSG00000027374.12
OG0007421	ENSXETG00000001691.1	ENSMUSG00000024246.9
OG0007422	ENSXETG00000004370.1	ENSMUSG00000054901.7
OG0007423	ENSXETG00000003871.1	ENSMUSG00000035473.10
OG0007424	ENSXETG00000007349.1	ENSMUSG00000033068.16
OG0007425	ENSXETG00000020292.1	ENSMUSG00000005371.15
OG0007426	ENSXETG00000021389.1	ENSMUSG00000034709.8
OG0007427	ENSXETG00000001029.1	ENSMUSG00000020462.14
OG0007428	ENSXETG00000018125.1	ENSMUSG00000020464.15
OG0007429	ENSXETG00000013746.1	ENSMUSG00000020311.17
OG0007430	ENSXETG00000020491.1	ENSMUSG00000017631.19
OG0007431	ENSXETG00000005673.1, ENSXETG00000021444.1	ENSMUSG00000064357.1
OG0007432	ENSXETG00000000120.1	ENSMUSG00000113951.1, ENSMUSG00000113489.1
OG0007433	ENSXETG00000007203.1	ENSMUSG00000026803.17
OG0007434	ENSXETG00000009999.1	ENSMUSG00000071528.4
OG0007435	ENSXETG00000013087.1	ENSMUSG00000020801.8
OG0007436	ENSXETG00000013415.1	ENSMUSG00000001100.10
OG0007437	ENSXETG00000015371.1	ENSMUSG00000027954.9
OG0007438	ENSXETG00000015426.1	ENSMUSG00000037278.9
OG0007440	ENSXETG00000017111.1	ENSMUSG00000029546.12
