Orthogroup	X_tropicalis.pep	N_naja.pep
OG0007243	ENSXETG00000013863.1	Nana08683-RA
OG0007244	ENSXETG00000016934.1	Nana08678-RA
OG0007245	ENSXETG00000019828.1	Nana08676-RA
OG0007247	ENSXETG00000012894.1	Nana02956-RB, Nana02956-RA
OG0007249	ENSXETG00000012927.1	Nana02954-RA, Nana02954-RB
OG0007250	ENSXETG00000017831.1	Nana08650-RA
OG0007251	ENSXETG00000020364.1	Nana08649-RB
OG0007252	ENSXETG00000013018.1	Nana02952-RA, Nana02952-RB
OG0007253	ENSXETG00000013022.1	Nana02951-RA
OG0007254	ENSXETG00000000759.1	Nana08641-RA
OG0007255	ENSXETG00000001309.1	Nana02946-RB, Nana02946-RA
OG0007256	ENSXETG00000001362.1	Nana02940-RA
OG0007257	ENSXETG00000001408.1	Nana02934-RA, Nana02935-RA
OG0007258	ENSXETG00000001514.1	Nana02931-RA
OG0007259	ENSXETG00000001526.1	Nana02928-RA
OG0007260	ENSXETG00000002037.1	Nana02909-RA, Nana02908-RA
OG0007261	ENSXETG00000018306.1	Nana08629-RA, Nana08628-RA
OG0007262	ENSXETG00000021240.1	Nana08611-RB, Nana08611-RA
OG0007263	ENSXETG00000019758.1	Nana08609-RA
OG0007264	ENSXETG00000018951.1	Nana08608-RA, Nana08608-RB
OG0007265	ENSXETG00000010992.1	Nana02593-RA
OG0007266	ENSXETG00000016652.1	Nana02588-RB, Nana02588-RA
OG0007267	ENSXETG00000017709.1	Nana08603-RA, Nana08603-RB
OG0007268	ENSXETG00000003162.1	Nana08597-RB, Nana08597-RA
OG0007269	ENSXETG00000001953.1	Nana08587-RA, Nana08585-RA
OG0007270	ENSXETG00000001878.1	Nana08580-RA, Nana08580-RB
OG0007271	ENSXETG00000019949.1	Nana02569-RA, Nana02569-RB
OG0007272	ENSXETG00000011006.1	Nana08561-RB, Nana08561-RA
OG0007273	ENSXETG00000002263.1	Nana02561-RA
OG0007274	ENSXETG00000021294.1	Nana02547-RC, Nana02547-RB
OG0007275	ENSXETG00000017435.1	Nana08545-RB, Nana08545-RA
OG0007276	ENSXETG00000000793.1, ENSXETG00000015380.1	Nana02540-RA
OG0007277	ENSXETG00000003127.1	Nana02536-RA, Nana02536-RB
OG0007278	ENSXETG00000018678.1	Nana02412-RA
OG0007279	ENSXETG00000002283.1	Nana02414-RA
OG0007280	ENSXETG00000018479.1	Nana02421-RB, Nana02421-RA
OG0007281	ENSXETG00000010534.1	Nana02426-RA
OG0007282	ENSXETG00000007663.1, ENSXETG00000015656.1	Nana02618-RA
OG0007283	ENSXETG00000008160.1	Nana02626-RA
OG0007284	ENSXETG00000009934.1	Nana02636-RA, Nana02637-RA
OG0007285	ENSXETG00000005497.1	Nana08481-RB, Nana08481-RA
OG0007286	ENSXETG00000005548.1	Nana08478-RA, Nana08478-RB
OG0007287	ENSXETG00000017844.1	Nana02443-RA
OG0007288	ENSXETG00000011344.1	Nana02455-RA
OG0007289	ENSXETG00000005697.1	Nana02460-RA
OG0007290	ENSXETG00000009541.1	Nana02389-RA, Nana02389-RB
OG0007291	ENSXETG00000005773.1	Nana02377-RA
OG0007292	ENSXETG00000012310.1	Nana08398-RA
OG0007293	ENSXETG00000019414.1	Nana08384-RA, Nana27055-RA
OG0007294	ENSXETG00000002666.1	Nana02336-RB, Nana02336-RA
OG0007295	ENSXETG00000003042.1	Nana02329-RA
OG0007296	ENSXETG00000001943.1	Nana08363-RA
OG0007297	ENSXETG00000018954.1	Nana02172-RA, Nana02174-RA
OG0007298	ENSXETG00000018794.1	Nana08361-RA
OG0007299	ENSXETG00000010746.1, ENSXETG00000016384.1	Nana02191-RA
OG0007300	ENSXETG00000021129.1	Nana08359-RA
OG0007301	ENSXETG00000021075.1	Nana22176-RA, Nana08357-RA
OG0007302	ENSXETG00000013391.1	Nana02222-RA
OG0007303	ENSXETG00000011142.1	Nana02245-RA
OG0007304	ENSXETG00000007066.1	Nana02246-RB, Nana02246-RA
OG0007305	ENSXETG00000018417.1	Nana08350-RA
OG0007306	ENSXETG00000006956.1	Nana02249-RB, Nana02249-RA
OG0007307	ENSXETG00000008485.1	Nana39783-RA, Nana02258-RA
OG0007308	ENSXETG00000016725.1	Nana01998-RB, Nana01998-RA
OG0007309	ENSXETG00000009182.1	Nana02036-RA, Nana02038-RA
OG0007310	ENSXETG00000009075.1	Nana02041-RA
OG0007311	ENSXETG00000008780.1	Nana02044-RC, Nana02044-RB
OG0007312	ENSXETG00000003233.1	Nana08315-RA
OG0007313	ENSXETG00000008059.1, ENSXETG00000008036.1	Nana02049-RA
OG0007314	ENSXETG00000008013.1	Nana02051-RA
OG0007315	ENSXETG00000007994.1	Nana02060-RA
OG0007316	ENSXETG00000007936.1	Nana02061-RA
OG0007317	ENSXETG00000012095.1	Nana08306-RA
OG0007318	ENSXETG00000011752.1, ENSXETG00000007917.1	Nana02062-RA
OG0007319	ENSXETG00000004212.1, ENSXETG00000011760.1	Nana02063-RA
OG0007320	ENSXETG00000015174.1	Nana02132-RA
OG0007321	ENSXETG00000014373.1	Nana02129-RA
OG0007322	ENSXETG00000012007.1	Nana08273-RA, Nana08273-RB
OG0007323	ENSXETG00000014098.1	Nana02117-RA
OG0007324	ENSXETG00000011303.1, ENSXETG00000015826.1	Nana08261-RA
OG0007325	ENSXETG00000013792.1	Nana02103-RA, Nana02103-RB
OG0007326	ENSXETG00000013771.1	Nana02102-RA
OG0007327	ENSXETG00000016643.1	Nana08251-RB, Nana08251-RA
OG0007328	ENSXETG00000001340.1	Nana02091-RA
OG0007329	ENSXETG00000002236.1	Nana02090-RA
OG0007330	ENSXETG00000001298.1	Nana02089-RA
OG0007331	ENSXETG00000019624.1	Nana08163-RA
OG0007332	ENSXETG00000017614.1	Nana39497-RA, Nana08157-RA
OG0007333	ENSXETG00000006007.1	Nana02079-RA
OG0007334	ENSXETG00000004729.1	Nana22079-RA
OG0007336	ENSXETG00000005779.1	Nana22055-RA
OG0007337	ENSXETG00000006227.1	Nana22044-RA, Nana22044-RB
OG0007338	ENSXETG00000016288.1	Nana08112-RA
OG0007339	ENSXETG00000016428.1	Nana08096-RA
OG0007340	ENSXETG00000010727.1	Nana08089-RA
OG0007341	ENSXETG00000017924.1	Nana22002-RA, Nana22001-RA
OG0007342	ENSXETG00000001806.1	Nana08064-RA
OG0007343	ENSXETG00000002720.1	Nana08053-RA
OG0007344	ENSXETG00000007499.1	Nana02279-RA
OG0007345	ENSXETG00000006685.1	Nana30126-RA, Nana30126-RC
OG0007346	ENSXETG00000019566.1	Nana07982-RA, Nana07982-RB
OG0007347	ENSXETG00000002335.1	Nana07973-RA, Nana07973-RB
OG0007348	ENSXETG00000012135.1	Nana02313-RB, Nana02313-RA
OG0007349	ENSXETG00000006790.1	Nana01857-RA, Nana01856-RA
OG0007350	ENSXETG00000001278.1	Nana16127-RA
OG0007351	ENSXETG00000020476.1	Nana01969-RA
OG0007352	ENSXETG00000017130.1	Nana07837-RB, Nana07837-RA
OG0007353	ENSXETG00000015893.1	Nana07903-RA
OG0007355	ENSXETG00000019346.1	Nana01845-RA
OG0007356	ENSXETG00000020168.1	Nana07922-RA
OG0007357	ENSXETG00000004525.1	Nana01834-RA
OG0007358	ENSXETG00000003882.1	Nana00500-RA
OG0007359	ENSXETG00000010355.1	Nana01692-RA
OG0007360	ENSXETG00000014316.1	Nana01700-RA
OG0007361	ENSXETG00000017427.1	Nana07829-RA
OG0007362	ENSXETG00000017043.1	Nana01710-RA
OG0007363	ENSXETG00000011143.1	Nana01714-RA
OG0007364	ENSXETG00000011786.1	Nana01717-RA
OG0007365	ENSXETG00000003268.1	Nana01730-RA
OG0007366	ENSXETG00000002458.1	Nana01749-RA
OG0007367	ENSXETG00000002389.1	Nana01750-RA
OG0007368	ENSXETG00000002235.1	Nana01762-RA
OG0007369	ENSXETG00000017667.1	Nana01521-RA
OG0007370	ENSXETG00000015200.1, ENSXETG00000020181.1	Nana01540-RA
OG0007371	ENSXETG00000008487.1	Nana01562-RB, Nana01562-RA
OG0007372	ENSXETG00000019745.1	Nana01568-RC, Nana01568-RB
OG0007373	ENSXETG00000021318.1	Nana01576-RA
OG0007374	ENSXETG00000018865.1	Nana01578-RA
OG0007375	ENSXETG00000021344.1	Nana01582-RA, Nana01582-RB
OG0007376	ENSXETG00000020865.1	Nana01584-RB, Nana01584-RA
OG0007377	ENSXETG00000017186.1	Nana01589-RA
OG0007378	ENSXETG00000004185.1	Nana01611-RA
OG0007379	ENSXETG00000000003.1	Nana01623-RA
OG0007380	ENSXETG00000004350.1, ENSXETG00000007136.1	Nana01636-RA
OG0007381	ENSXETG00000007478.1	Nana01642-RA
OG0007382	ENSXETG00000007405.1	Nana01643-RA
OG0007384	ENSXETG00000019565.1	Nana12288-RA, Nana12289-RA
OG0007385	ENSXETG00000016913.1	Nana12283-RA
OG0007387	ENSXETG00000001581.1	Nana01376-RB, Nana01376-RA
OG0007388	ENSXETG00000001243.1	Nana01412-RC, Nana01412-RB
OG0007389	ENSXETG00000010331.1	Nana01415-RC, Nana01415-RB
OG0007390	ENSXETG00000010323.1	Nana01417-RA, Nana01416-RA
OG0007391	ENSXETG00000000457.1	Nana01422-RA
OG0007392	ENSXETG00000014011.1	Nana01438-RA
OG0007393	ENSXETG00000018249.1	Nana01456-RA
OG0007394	ENSXETG00000005316.1, ENSXETG00000004829.1	Nana01485-RA
OG0007395	ENSXETG00000008802.1	Nana01059-RA, Nana01059-RB
OG0007396	ENSXETG00000005852.1	Nana01067-RA
OG0007397	ENSXETG00000006067.1	Nana01083-RA
OG0007398	ENSXETG00000008777.1	Nana01084-RA
OG0007399	ENSXETG00000008751.1	Nana01087-RA
OG0007400	ENSXETG00000008733.1	Nana01090-RA
OG0007401	ENSXETG00000008689.1	Nana01098-RA
OG0007402	ENSXETG00000007600.1	Nana01110-RB, Nana01110-RA
OG0007403	ENSXETG00000007524.1	Nana01113-RB, Nana01113-RA
OG0007404	ENSXETG00000007293.1	Nana01115-RB, Nana01115-RA
OG0007405	ENSXETG00000006807.1	Nana01131-RA, Nana01130-RA
OG0007406	ENSXETG00000011634.1	Nana01136-RA, Nana01136-RB
OG0007407	ENSXETG00000016772.1	Nana01148-RA, Nana01150-RA
OG0007408	ENSXETG00000018321.1	Nana01172-RA, Nana01174-RA
OG0007409	ENSXETG00000018392.1	Nana01178-RA, Nana01178-RB
OG0007410	ENSXETG00000002257.1	Nana01179-RA
OG0007411	ENSXETG00000020710.1	Nana01180-RB, Nana01180-RA
OG0007412	ENSXETG00000019407.1	Nana01185-RB, Nana01185-RA
OG0007413	ENSXETG00000020343.1	Nana01196-RB, Nana01196-RA
OG0007414	ENSXETG00000018039.1	Nana01211-RA
OG0007415	ENSXETG00000017941.1	Nana01212-RA
OG0007416	ENSXETG00000001007.1	Nana01216-RA
OG0007417	ENSXETG00000021313.1	Nana03455-RA
OG0007418	ENSXETG00000010743.1	Nana01310-RA
OG0007419	ENSXETG00000006546.1	Nana01274-RA
OG0007420	ENSXETG00000008277.1	Nana00935-RA
OG0007421	ENSXETG00000001691.1	Nana00927-RA
OG0007422	ENSXETG00000004370.1	Nana00923-RA, Nana00923-RB
OG0007423	ENSXETG00000003871.1	Nana00918-RA
OG0007424	ENSXETG00000007349.1	Nana00910-RA
OG0007425	ENSXETG00000020292.1	Nana00899-RB, Nana00899-RA
OG0007426	ENSXETG00000021389.1	Nana00893-RA, Nana00895-RA
OG0007427	ENSXETG00000001029.1	Nana00855-RA, Nana00855-RB
OG0007428	ENSXETG00000018125.1	Nana00852-RA
OG0007429	ENSXETG00000013746.1	Nana00876-RA, Nana00876-RB
OG0007432	ENSXETG00000000120.1	Nana10447-RA
OG0007433	ENSXETG00000007203.1	Nana36899-RB, Nana36899-RA, Nana37844-RA
OG0007435	ENSXETG00000013087.1	Nana00636-RA
OG0007436	ENSXETG00000013415.1	Nana00080-RA
OG0007437	ENSXETG00000015371.1	Nana36040-RC, Nana36040-RD, Nana36040-RA, Nana36040-RB
OG0007438	ENSXETG00000015426.1	Nana00376-RA
OG0007440	ENSXETG00000017111.1	Nana34482-RA
OG0007441	ENSXETG00000001449.1	Nana36143-RA
OG0007443	ENSXETG00000015975.1	Nana36466-RA, Nana36466-RB
OG0007445	ENSXETG00000018805.1	Nana35495-RA, Nana35495-RB
OG0007447	ENSXETG00000014379.1	Nana06076-RA
OG0007448	ENSXETG00000003074.1	Nana36924-RA
OG0007449	ENSXETG00000006773.1	Nana36918-RB, Nana36918-RC
OG0007450	ENSXETG00000015348.1	Nana36916-RC
OG0007452	ENSXETG00000002254.1	Nana31100-RA
OG0007453	ENSXETG00000015163.1	Nana24345-RA
OG0007455	ENSXETG00000002076.1	Nana04536-RA, Nana04537-RA, Nana04535-RA
OG0007458	ENSXETG00000008420.1	Nana34955-RA, Nana34955-RB, Nana34955-RC
OG0007461	ENSXETG00000019604.1	Nana36844-RA, Nana36844-RB
OG0007463	ENSXETG00000002704.1	Nana37589-RB, Nana37589-RC, Nana37589-RA
OG0007465	ENSXETG00000010261.1	Nana35685-RA
OG0007472	ENSXETG00000018967.1	Nana06634-RA
OG0007474	ENSXETG00000000814.1	Nana00035-RA
OG0007475	ENSXETG00000014499.1, ENSXETG00000014476.1, ENSXETG00000014460.1, ENSXETG00000014533.1	Nana39182-RA
OG0007477	ENSXETG00000006431.1	Nana00563-RB
OG0007479	ENSXETG00000012997.1	Nana39634-RB, Nana39634-RA, Nana38730-RA
OG0007480	ENSXETG00000017329.1	Nana15394-RA, Nana15395-RA
OG0007481	ENSXETG00000012879.1	Nana06607-RA, Nana06607-RB
OG0007484	ENSXETG00000020963.1	Nana32849-RA
OG0007486	ENSXETG00000017493.1	Nana28218-RA, Nana28217-RA
OG0007487	ENSXETG00000009214.1	Nana06545-RA
OG0007489	ENSXETG00000017976.1	Nana38630-RA
OG0007490	ENSXETG00000020202.1	Nana32686-RA, Nana26473-RA, Nana02547-RA, Nana04619-RA, Nana32842-RA, Nana06156-RA
OG0007491	ENSXETG00000001661.1	Nana34676-RA, Nana34676-RC, Nana34676-RB
OG0007492	ENSXETG00000020600.1	Nana25206-RA, Nana25204-RA
OG0007493	ENSXETG00000005751.1	Nana01321-RA
OG0007495	ENSXETG00000000656.1	Nana32398-RC, Nana32398-RB, Nana32398-RA
OG0007497	ENSXETG00000002092.1	Nana27396-RB
OG0007500	ENSXETG00000009869.1	Nana28007-RC, Nana28007-RB, Nana28007-RA
OG0007502	ENSXETG00000007838.1	Nana34707-RC, Nana34707-RB, Nana34707-RE
OG0007503	ENSXETG00000012952.1	Nana18015-RA
OG0007505	ENSXETG00000015920.1	Nana35326-RA, Nana35332-RA
OG0007508	ENSXETG00000007883.1	Nana16671-RA
OG0007509	ENSXETG00000013179.1	Nana28019-RA
OG0007510	ENSXETG00000013873.1	Nana00144-RA
OG0007511	ENSXETG00000007082.1	Nana13159-RA
OG0007513	ENSXETG00000009875.1	Nana00586-RA
OG0007515	ENSXETG00000019264.1	Nana29878-RA
OG0007516	ENSXETG00000020215.1	Nana22691-RA
OG0007518	ENSXETG00000011169.1	Nana35744-RA
OG0007521	ENSXETG00000012583.1	Nana34731-RB, Nana34731-RA
OG0007523	ENSXETG00000012783.1	Nana32971-RA, Nana32967-RA
OG0007525	ENSXETG00000004348.1	Nana12460-RB, Nana12460-RA, Nana12458-RA
OG0007527	ENSXETG00000004546.1, ENSXETG00000005195.1	Nana17816-RA
OG0007528	ENSXETG00000015806.1, ENSXETG00000015783.1	Nana23535-RE
OG0007531	ENSXETG00000004602.1	Nana30173-RA, Nana13514-RA, Nana30176-RA
OG0007532	ENSXETG00000009861.1	Nana06034-RB, Nana06034-RC
OG0007533	ENSXETG00000007190.1	Nana06025-RB
OG0007534	ENSXETG00000008523.1	Nana30854-RC
OG0007536	ENSXETG00000020366.1	Nana20117-RA
OG0007537	ENSXETG00000000469.1	Nana20124-RB, Nana20124-RA
OG0007538	ENSXETG00000010540.1	Nana35867-RF, Nana35867-RH, Nana35867-RG
OG0007539	ENSXETG00000016891.1	Nana35242-RA
OG0007542	ENSXETG00000016531.1, ENSXETG00000016544.1	Nana37620-RA
OG0007546	ENSXETG00000004368.1	Nana35705-RA
OG0007565	ENSXETG00000009808.1, ENSXETG00000014958.1, ENSXETG00000005538.1, ENSXETG00000014447.1, ENSXETG00000003070.1, ENSXETG00000010959.1, ENSXETG00000009810.1	Nana23169-RA, Nana02966-RA, Nana21616-RA
OG0007581	ENSXETG00000015946.1	Nana19628-RA
OG0007582	ENSXETG00000015961.1	Nana19631-RA
OG0007583	ENSXETG00000007963.1	Nana19645-RA
OG0007584	ENSXETG00000015896.1	Nana19659-RA
OG0007585	ENSXETG00000013523.1	Nana14760-RA
OG0007586	ENSXETG00000015830.1	Nana19660-RA
OG0007587	ENSXETG00000018806.1	Nana03358-RA
OG0007588	ENSXETG00000015329.1	Nana19667-RA
OG0007589	ENSXETG00000010337.1	Nana32056-RA, Nana32055-RA
OG0007590	ENSXETG00000020087.1	Nana03365-RA
OG0007591	ENSXETG00000012431.1	Nana17307-RA
OG0007592	ENSXETG00000020086.1	Nana03366-RA
OG0007593	ENSXETG00000003134.1	Nana05898-RA
OG0007594	ENSXETG00000020081.1	Nana03372-RA
OG0007597	ENSXETG00000014560.1, ENSXETG00000005448.1	Nana39917-RA
OG0007598	ENSXETG00000004955.1	Nana19674-RA
OG0007599	ENSXETG00000005711.1	Nana32092-RA
OG0007601	ENSXETG00000016414.1	Nana36500-RA
OG0007602	ENSXETG00000013659.1	Nana30973-RA
OG0007603	ENSXETG00000011891.1	Nana29027-RA
OG0007604	ENSXETG00000004176.1	Nana19689-RA
OG0007605	ENSXETG00000018878.1	Nana00382-RA
OG0007606	ENSXETG00000003220.1	Nana31107-RA
OG0007607	ENSXETG00000014349.1	Nana15777-RA
OG0007608	ENSXETG00000014647.1	Nana13255-RA
OG0007609	ENSXETG00000001772.1	Nana33372-RA
OG0007610	ENSXETG00000002578.1	Nana33763-RA
OG0007611	ENSXETG00000005405.1	Nana33439-RA
OG0007612	ENSXETG00000005315.1	Nana15799-RA
OG0007613	ENSXETG00000021047.1	Nana32069-RB
OG0007614	ENSXETG00000001134.1	Nana27911-RA
OG0007615	ENSXETG00000018983.1	Nana32066-RA
OG0007616	ENSXETG00000004065.1	Nana33510-RA
OG0007617	ENSXETG00000005809.1	Nana15801-RA
OG0007618	ENSXETG00000006945.1	Nana13144-RA
OG0007619	ENSXETG00000014284.1	Nana10762-RA
OG0007620	ENSXETG00000015356.1	Nana24085-RA, Nana39737-RA
OG0007621	ENSXETG00000007121.1	Nana36567-RA
OG0007622	ENSXETG00000005851.1	Nana15803-RA
OG0007623	ENSXETG00000014074.1	Nana32907-RA
OG0007624	ENSXETG00000013976.1	Nana32924-RA
OG0007625	ENSXETG00000009167.1	Nana05942-RA
OG0007626	ENSXETG00000012813.1	Nana06078-RA
OG0007628	ENSXETG00000000806.1	Nana05913-RA
OG0007629	ENSXETG00000006222.1	Nana15812-RA
OG0007631	ENSXETG00000004112.1	Nana36734-RB
OG0007632	ENSXETG00000013834.1	Nana32928-RA
OG0007633	ENSXETG00000000220.1	Nana26129-RA
OG0007634	ENSXETG00000008054.1	Nana18852-RA
OG0007635	ENSXETG00000006458.1	Nana15815-RA
OG0007636	ENSXETG00000000212.1	Nana26127-RA
OG0007637	ENSXETG00000010588.1	Nana26125-RA
OG0007638	ENSXETG00000006552.1	Nana15816-RA
OG0007639	ENSXETG00000019284.1	Nana32932-RA
OG0007640	ENSXETG00000006570.1	Nana15817-RA
OG0007641	ENSXETG00000003161.1	Nana26122-RA
OG0007642	ENSXETG00000012116.1	Nana15818-RA
OG0007643	ENSXETG00000008392.1	Nana05944-RA
OG0007644	ENSXETG00000012160.1	Nana15821-RA
OG0007645	ENSXETG00000007860.1	Nana18857-RA
OG0007646	ENSXETG00000012172.1	Nana15823-RA
OG0007647	ENSXETG00000005806.1	Nana13263-RA
OG0007648	ENSXETG00000007749.1	Nana18861-RA
OG0007649	ENSXETG00000013928.1	Nana32721-RA
OG0007650	ENSXETG00000008592.1	Nana05947-RA
OG0007651	ENSXETG00000018956.1	Nana08239-RA
OG0007652	ENSXETG00000012198.1	Nana15828-RA
OG0007653	ENSXETG00000017825.1	Nana00373-RA
OG0007654	ENSXETG00000001216.1	Nana26113-RA
OG0007655	ENSXETG00000012566.1	Nana03224-RB
OG0007656	ENSXETG00000006129.1	Nana34183-RA
OG0007657	ENSXETG00000001245.1	Nana11299-RA
OG0007658	ENSXETG00000001228.1	Nana11301-RA
OG0007659	ENSXETG00000019832.1	Nana08235-RA
OG0007660	ENSXETG00000007231.1	Nana04515-RA
OG0007662	ENSXETG00000013036.1	Nana11311-RA
OG0007663	ENSXETG00000019982.1	Nana08232-RA
OG0007665	ENSXETG00000003179.1	Nana36335-RA
OG0007666	ENSXETG00000018294.1	Nana08229-RA
OG0007667	ENSXETG00000009390.1	Nana15703-RA
OG0007668	ENSXETG00000020622.1	Nana08223-RA
OG0007669	ENSXETG00000009420.1	Nana15701-RA
OG0007670	ENSXETG00000019205.1	Nana29875-RA
OG0007672	ENSXETG00000007234.1	Nana36775-RA
OG0007673	ENSXETG00000002655.1	Nana17510-RA
OG0007674	ENSXETG00000015268.1	Nana37525-RA
OG0007675	ENSXETG00000013262.1	Nana39915-RA
OG0007676	ENSXETG00000008785.1	Nana35912-RA
OG0007677	ENSXETG00000018405.1	Nana12872-RA
OG0007678	ENSXETG00000014185.1	Nana27972-RA
OG0007679	ENSXETG00000019957.1	Nana29843-RA
OG0007680	ENSXETG00000018372.1	Nana08221-RA
OG0007681	ENSXETG00000019955.1	Nana29842-RA
OG0007682	ENSXETG00000020140.1	Nana08219-RA
OG0007683	ENSXETG00000020929.1	Nana29841-RA
OG0007684	ENSXETG00000008653.1	Nana37047-RA
OG0007685	ENSXETG00000001381.1	Nana08337-RA, Nana02314-RA
OG0007686	ENSXETG00000013580.1	Nana17322-RA
OG0007687	ENSXETG00000014245.1	Nana33586-RA
OG0007689	ENSXETG00000013913.1	Nana37511-RA
OG0007690	ENSXETG00000014147.1	Nana33588-RA
OG0007691	ENSXETG00000014016.1	Nana33589-RA
OG0007692	ENSXETG00000003343.1	Nana05994-RA
OG0007693	ENSXETG00000016613.1	Nana01994-RA
OG0007694	ENSXETG00000002081.1	Nana36289-RA
OG0007697	ENSXETG00000019822.1	Nana29756-RA
OG0007698	ENSXETG00000000881.1	Nana32754-RB
OG0007699	ENSXETG00000013765.1	Nana15822-RA, Nana39470-RA
OG0007700	ENSXETG00000006300.1	Nana34742-RA
OG0007702	ENSXETG00000006374.1	Nana31815-RA
OG0007703	ENSXETG00000004953.1	Nana21891-RA
OG0007704	ENSXETG00000015685.1	Nana36760-RA
OG0007705	ENSXETG00000005337.1	Nana31821-RA
OG0007706	ENSXETG00000005043.1	Nana21882-RA
OG0007707	ENSXETG00000003799.1	Nana31917-RA
OG0007708	ENSXETG00000019374.1	Nana29429-RA
OG0007709	ENSXETG00000019271.1	Nana29431-RA
OG0007711	ENSXETG00000003633.1	Nana31897-RA
OG0007712	ENSXETG00000014542.1	Nana29438-RA
OG0007716	ENSXETG00000005268.1	Nana21824-RA
OG0007717	ENSXETG00000010267.1	Nana22240-RA
OG0007718	ENSXETG00000016706.1	Nana22247-RA
OG0007719	ENSXETG00000007897.1	Nana21101-RA
OG0007720	ENSXETG00000012487.1	Nana34733-RA
OG0007721	ENSXETG00000016649.1	Nana38905-RA, Nana38905-RB
OG0007722	ENSXETG00000007391.1	Nana28072-RA
OG0007724	ENSXETG00000021146.1	Nana36484-RA
OG0007725	ENSXETG00000021065.1	Nana29762-RA
OG0007726	ENSXETG00000002673.1	Nana13772-RA
OG0007727	ENSXETG00000005305.1	Nana06539-RA
OG0007729	ENSXETG00000012076.1	Nana36264-RA
OG0007731	ENSXETG00000008021.1	Nana33540-RA
OG0007732	ENSXETG00000020884.1	Nana29771-RA
OG0007733	ENSXETG00000019928.1	Nana28497-RA
OG0007734	ENSXETG00000001447.1	Nana17487-RA
OG0007735	ENSXETG00000007911.1	Nana33544-RA
OG0007737	ENSXETG00000011206.1	Nana18546-RA
OG0007738	ENSXETG00000003100.1	Nana13756-RA
OG0007739	ENSXETG00000007448.1	Nana33554-RA
OG0007742	ENSXETG00000019534.1	Nana31765-RA
OG0007743	ENSXETG00000009532.1	Nana29812-RA
OG0007744	ENSXETG00000011641.1	Nana31768-RA
OG0007745	ENSXETG00000007111.1	Nana33565-RA
OG0007746	ENSXETG00000011663.1	Nana31769-RA
OG0007747	ENSXETG00000007097.1	Nana33566-RA
OG0007750	ENSXETG00000008006.1	Nana06241-RA
OG0007751	ENSXETG00000003258.1	Nana30718-RA
OG0007752	ENSXETG00000011176.1	Nana25621-RA
OG0007753	ENSXETG00000003989.1	Nana36305-RA
OG0007756	ENSXETG00000009607.1	Nana34433-RA
OG0007757	ENSXETG00000009912.1	Nana28003-RA
OG0007760	ENSXETG00000007240.1	Nana37121-RA
OG0007761	ENSXETG00000008496.1	Nana30510-RB
OG0007762	ENSXETG00000011467.1	Nana27196-RA
OG0007763	ENSXETG00000018251.1	Nana00156-RA
OG0007764	ENSXETG00000002659.1	Nana28465-RA
OG0007765	ENSXETG00000011515.1	Nana27194-RA
OG0007766	ENSXETG00000010136.1	Nana31974-RA
OG0007767	ENSXETG00000005763.1	Nana15652-RA
OG0007768	ENSXETG00000003830.1	Nana34010-RA
OG0007769	ENSXETG00000018769.1	Nana31979-RA
OG0007770	ENSXETG00000012382.1	Nana28458-RA
OG0007771	ENSXETG00000008983.1	Nana25512-RA
OG0007772	ENSXETG00000007661.1	Nana03102-RA
OG0007773	ENSXETG00000017800.1	Nana03105-RA
OG0007776	ENSXETG00000001631.1	Nana32759-RA
OG0007777	ENSXETG00000016221.1	Nana37429-RA
OG0007778	ENSXETG00000015518.1	Nana31400-RA
OG0007779	ENSXETG00000015545.1	Nana31411-RA
OG0007780	ENSXETG00000013937.1	Nana30955-RA, Nana30955-RB
OG0007781	ENSXETG00000015617.1	Nana31418-RA
OG0007782	ENSXETG00000015779.1	Nana30031-RA
OG0007784	ENSXETG00000015355.1	Nana30025-RA
OG0007785	ENSXETG00000000418.1	Nana35849-RA
OG0007786	ENSXETG00000004376.1	Nana34531-RD
OG0007787	ENSXETG00000002278.1	Nana30023-RA
OG0007790	ENSXETG00000017829.1	Nana03123-RA
OG0007792	ENSXETG00000007571.1	Nana03097-RA
OG0007793	ENSXETG00000013135.1	Nana33241-RA
OG0007794	ENSXETG00000021148.1	Nana03133-RA
OG0007795	ENSXETG00000010232.1	Nana37138-RA
OG0007796	ENSXETG00000008672.1	Nana34953-RA
OG0007797	ENSXETG00000009204.1	Nana03200-RA
OG0007798	ENSXETG00000019529.1	Nana19130-RA
OG0007799	ENSXETG00000003869.1	Nana03151-RA
OG0007800	ENSXETG00000004037.1	Nana35935-RA
OG0007801	ENSXETG00000003721.1	Nana03153-RA
OG0007802	ENSXETG00000010723.1	Nana19299-RA
OG0007803	ENSXETG00000018508.1	Nana19136-RA
OG0007804	ENSXETG00000009991.1	Nana30946-RA
OG0007805	ENSXETG00000007016.1	Nana19266-RA
OG0007806	ENSXETG00000010360.1	Nana37184-RA
OG0007807	ENSXETG00000010765.1	Nana19298-RA
OG0007808	ENSXETG00000015457.1, ENSXETG00000000510.1	Nana28840-RA
OG0007809	ENSXETG00000010123.1	Nana30017-RA
OG0007810	ENSXETG00000001790.1	Nana30647-RB, Nana30647-RA
OG0007811	ENSXETG00000007192.1	Nana19262-RA
OG0007812	ENSXETG00000017456.1	Nana05673-RA
OG0007813	ENSXETG00000008620.1	Nana03161-RA
OG0007814	ENSXETG00000007750.1	Nana32660-RA
