Orthogroup	X_tropicalis.pep	G_gallus.pep
OG0004396	ENSXETG00000000617.1	ENSGALG00000008542.7
OG0004397	ENSXETG00000008031.1	ENSGALG00000000988.7
OG0004398	ENSXETG00000014852.1	ENSGALG00000008561.7
OG0004399	ENSXETG00000002244.1	ENSGALG00000011177.7, ENSGALG00000051263.1, ENSGALG00000049176.1
OG0004400	ENSXETG00000007954.1	ENSGALG00000000918.7
OG0004401	ENSXETG00000004227.1	ENSGALG00000008585.6
OG0004402	ENSXETG00000009866.1	ENSGALG00000010203.6, ENSGALG00000010217.6
OG0004403	ENSXETG00000007261.1	ENSGALG00000041926.3
OG0004404	ENSXETG00000012298.1	ENSGALG00000048337.1, ENSGALG00000055026.1
OG0004405	ENSXETG00000009055.1	ENSGALG00000010140.7
OG0004406	ENSXETG00000003966.1	ENSGALG00000010279.6
OG0004407	ENSXETG00000017819.1	ENSGALG00000001107.5
OG0004408	ENSXETG00000020934.1	ENSGALG00000010335.6
OG0004409	ENSXETG00000005804.1	ENSGALG00000042796.3
OG0004410	ENSXETG00000008552.1	ENSGALG00000041783.2
OG0004411	ENSXETG00000008658.1	ENSGALG00000010190.6
OG0004412	ENSXETG00000003632.1	ENSGALG00000010555.8
OG0004413	ENSXETG00000009442.1	ENSGALG00000010208.6
OG0004414	ENSXETG00000003417.1	ENSGALG00000030899.3
OG0004415	ENSXETG00000002532.1	ENSGALG00000004319.6
OG0004416	ENSXETG00000001655.1	ENSGALG00000010613.6
OG0004417	ENSXETG00000017504.1	ENSGALG00000009823.6
OG0004418	ENSXETG00000008297.1	ENSGALG00000023199.5
OG0004419	ENSXETG00000020594.1	ENSGALG00000003758.5
OG0004420	ENSXETG00000011068.1	ENSGALG00000011208.5
OG0004421	ENSXETG00000010342.1	ENSGALG00000031606.3
OG0004423	ENSXETG00000006665.1	ENSGALG00000031689.2, ENSGALG00000002152.6
OG0004424	ENSXETG00000019023.1	ENSGALG00000032289.2
OG0004425	ENSXETG00000018517.1	ENSGALG00000015595.5
OG0004425	ENSXETG00000019353.1	ENSGALG00000009684.5
OG0004426	ENSXETG00000004455.1	ENSGALG00000051645.1
OG0004427	ENSXETG00000010410.1	ENSGALG00000034013.2
OG0004428	ENSXETG00000005340.1	ENSGALG00000003859.5
OG0004429	ENSXETG00000012930.1	ENSGALG00000034456.3
OG0004430	ENSXETG00000002996.1	ENSGALG00000040050.2, ENSGALG00000034204.2, ENSGALG00000034054.3
OG0004431	ENSXETG00000012754.1	ENSGALG00000010363.6
OG0004432	ENSXETG00000006779.1	ENSGALG00000034548.2
OG0004433	ENSXETG00000012597.1	ENSGALG00000010371.6
OG0004434	ENSXETG00000013020.1	ENSGALG00000003474.6
OG0004435	ENSXETG00000000059.1	ENSGALG00000012211.6
OG0004436	ENSXETG00000013034.1	ENSGALG00000003447.6
OG0004437	ENSXETG00000003351.1	ENSGALG00000009455.7
OG0004438	ENSXETG00000013110.1	ENSGALG00000033497.2
OG0004439	ENSXETG00000009902.1	ENSGALG00000054531.1
OG0004440	ENSXETG00000014397.1	ENSGALG00000009856.5
OG0004441	ENSXETG00000008221.1	ENSGALG00000009743.6
OG0004442	ENSXETG00000005630.1	ENSGALG00000003212.7, ENSGALG00000014166.6
OG0004443	ENSXETG00000013143.1	ENSGALG00000003247.6
OG0004444	ENSXETG00000019433.1	ENSGALG00000036962.2
OG0004446	ENSXETG00000020390.1	ENSGALG00000002644.7
OG0004447	ENSXETG00000018116.1	ENSGALG00000001525.7
OG0004448	ENSXETG00000020713.1	ENSGALG00000001309.5
OG0004449	ENSXETG00000008599.1	ENSGALG00000037744.2
OG0004450	ENSXETG00000003863.1	ENSGALG00000016932.6
OG0004451	ENSXETG00000020211.1	ENSGALG00000009944.5
OG0004452	ENSXETG00000019499.1	ENSGALG00000040529.2
OG0004453	ENSXETG00000016607.1	ENSGALG00000048723.1
OG0004454	ENSXETG00000014126.1	ENSGALG00000034630.3
OG0004455	ENSXETG00000007036.1	ENSGALG00000006334.7
OG0004456	ENSXETG00000009031.1	ENSGALG00000041555.2
OG0004457	ENSXETG00000018869.1	ENSGALG00000016886.6
OG0004458	ENSXETG00000008804.1	ENSGALG00000035580.2
OG0004459	ENSXETG00000007433.1, ENSXETG00000007468.1	ENSGALG00000001405.6
OG0004460	ENSXETG00000002561.1	ENSGALG00000016883.6
OG0004461	ENSXETG00000000036.1	ENSGALG00000016880.7
OG0004462	ENSXETG00000017061.1	ENSGALG00000009023.6
OG0004464	ENSXETG00000019963.1	ENSGALG00000009002.6
OG0004465	ENSXETG00000001960.1, ENSXETG00000001900.1	ENSGALG00000016858.5
OG0004466	ENSXETG00000001365.1	ENSGALG00000016845.6
OG0004467	ENSXETG00000003211.1	ENSGALG00000016847.6
OG0004468	ENSXETG00000012403.1	ENSGALG00000030125.3
OG0004469	ENSXETG00000001242.1	ENSGALG00000054125.1
OG0004470	ENSXETG00000016265.1	ENSGALG00000002147.6
OG0004471	ENSXETG00000004098.1	ENSGALG00000016824.6
OG0004473	ENSXETG00000021096.1	ENSGALG00000000616.7
OG0004475	ENSXETG00000006023.1	ENSGALG00000016806.7
OG0004476	ENSXETG00000004293.1	ENSGALG00000000518.6
OG0004477	ENSXETG00000000375.1	ENSGALG00000016796.4
OG0004478	ENSXETG00000010564.1	ENSGALG00000031175.2
OG0004479	ENSXETG00000013264.1	ENSGALG00000015635.5
OG0004480	ENSXETG00000006842.1, ENSXETG00000011980.1	ENSGALG00000015649.7
OG0004481	ENSXETG00000002968.1	ENSGALG00000015652.7
OG0004482	ENSXETG00000016392.1	ENSGALG00000016740.7
OG0004483	ENSXETG00000009830.1	ENSGALG00000027416.3
OG0004484	ENSXETG00000009887.1	ENSGALG00000001522.6
OG0004485	ENSXETG00000012118.1	ENSGALG00000025948.3
OG0004486	ENSXETG00000008572.1	ENSGALG00000016737.5
OG0004487	ENSXETG00000009350.1	ENSGALG00000016734.6
OG0004488	ENSXETG00000003549.1	ENSGALG00000016727.6
OG0004489	ENSXETG00000005237.1, ENSXETG00000011628.1	ENSGALG00000003362.6
OG0004490	ENSXETG00000016771.1	ENSGALG00000016687.3
OG0004491	ENSXETG00000016538.1	ENSGALG00000042759.2
OG0004492	ENSXETG00000006045.1	ENSGALG00000040393.2
OG0004493	ENSXETG00000005370.1	ENSGALG00000014551.6, ENSGALG00000048687.1
OG0004494	ENSXETG00000005620.1	ENSGALG00000028840.3
OG0004495	ENSXETG00000014511.1	ENSGALG00000003045.5
OG0004496	ENSXETG00000019064.1	ENSGALG00000033696.3
OG0004498	ENSXETG00000021350.1	ENSGALG00000001209.7
OG0004499	ENSXETG00000009249.1	ENSGALG00000014188.7
OG0004500	ENSXETG00000003589.1	ENSGALG00000016547.6
OG0004501	ENSXETG00000015687.1	ENSGALG00000014167.7
OG0004502	ENSXETG00000000888.1	ENSGALG00000014159.6
OG0004503	ENSXETG00000020737.1	ENSGALG00000044404.2, ENSGALG00000049420.1
OG0004504	ENSXETG00000006393.1	ENSGALG00000016430.6
OG0004505	ENSXETG00000007258.1	ENSGALG00000006576.6
OG0004506	ENSXETG00000005019.1	ENSGALG00000035636.3
OG0004507	ENSXETG00000005069.1	ENSGALG00000016327.6
OG0004508	ENSXETG00000010856.1	ENSGALG00000016312.6
OG0004509	ENSXETG00000011048.1	ENSGALG00000004469.6
OG0004510	ENSXETG00000016512.1	ENSGALG00000014106.6
OG0004511	ENSXETG00000016452.1	ENSGALG00000027198.3
OG0004512	ENSXETG00000016962.1	ENSGALG00000033974.2
OG0004513	ENSXETG00000021247.1	ENSGALG00000016258.7
OG0004515	ENSXETG00000018975.1	ENSGALG00000041078.2
OG0004516	ENSXETG00000010527.1	ENSGALG00000016245.6
OG0004517	ENSXETG00000019465.1	ENSGALG00000008312.7
OG0004518	ENSXETG00000001502.1	ENSGALG00000053561.1, ENSGALG00000045232.2
OG0004519	ENSXETG00000017338.1	ENSGALG00000008306.5
OG0004520	ENSXETG00000017468.1	ENSGALG00000008301.6
OG0004521	ENSXETG00000020967.1	ENSGALG00000008285.5
OG0004522	ENSXETG00000001591.1	ENSGALG00000005121.6
OG0004523	ENSXETG00000006065.1	ENSGALG00000016222.6
OG0004524	ENSXETG00000019412.1	ENSGALG00000008236.6
OG0004525	ENSXETG00000016993.1	ENSGALG00000016205.7
OG0004526	ENSXETG00000020095.1	ENSGALG00000008193.7
OG0004527	ENSXETG00000002696.1	ENSGALG00000005338.7
OG0004528	ENSXETG00000017943.1	ENSGALG00000005524.5
OG0004529	ENSXETG00000010421.1, ENSXETG00000010405.1	ENSGALG00000005609.6
OG0004530	ENSXETG00000020569.1	ENSGALG00000008123.6
OG0004531	ENSXETG00000020521.1	ENSGALG00000008115.5
OG0004532	ENSXETG00000007059.1	ENSGALG00000048672.1, ENSGALG00000052523.1, ENSGALG00000016157.6
OG0004533	ENSXETG00000011327.1	ENSGALG00000005700.2
OG0004534	ENSXETG00000018171.1	ENSGALG00000008098.6
OG0004535	ENSXETG00000001403.1	ENSGALG00000005745.7
OG0004536	ENSXETG00000017485.1	ENSGALG00000008081.6
OG0004537	ENSXETG00000001896.1	ENSGALG00000005822.6
OG0004538	ENSXETG00000019379.1, ENSXETG00000010175.1, ENSXETG00000021127.1	ENSGALG00000007959.5
OG0004539	ENSXETG00000012865.1	ENSGALG00000016132.6
OG0004540	ENSXETG00000001227.1	ENSGALG00000005932.6
OG0004541	ENSXETG00000013450.1	ENSGALG00000016050.6
OG0004542	ENSXETG00000003257.1	ENSGALG00000035940.2
OG0004543	ENSXETG00000013837.1	ENSGALG00000016036.6
OG0004544	ENSXETG00000008662.1	ENSGALG00000040272.3
OG0004545	ENSXETG00000014217.1	ENSGALG00000038649.3
OG0004546	ENSXETG00000004450.1	ENSGALG00000014321.6
OG0004547	ENSXETG00000001081.1	ENSGALG00000010769.6
OG0004548	ENSXETG00000019405.1	ENSGALG00000010744.6
OG0004549	ENSXETG00000009826.1	ENSGALG00000036833.2
OG0004550	ENSXETG00000003234.1	ENSGALG00000031415.2
OG0004551	ENSXETG00000015188.1	ENSGALG00000015813.6
OG0004552	ENSXETG00000019639.1	ENSGALG00000035943.2
OG0004553	ENSXETG00000011291.1	ENSGALG00000015770.7
OG0004554	ENSXETG00000009852.1	ENSGALG00000015737.6
OG0004555	ENSXETG00000008008.1	ENSGALG00000013793.7
OG0004556	ENSXETG00000003677.1	ENSGALG00000028290.4
OG0004557	ENSXETG00000008839.1	ENSGALG00000013776.6
OG0004558	ENSXETG00000009242.1, ENSXETG00000009136.1	ENSGALG00000013726.6
OG0004559	ENSXETG00000004798.1	ENSGALG00000013649.4
OG0004560	ENSXETG00000017210.1	ENSGALG00000003169.7
OG0004561	ENSXETG00000005110.1	ENSGALG00000013617.7
OG0004562	ENSXETG00000003969.1	ENSGALG00000015412.6
OG0004563	ENSXETG00000001497.1	ENSGALG00000013427.7
OG0004564	ENSXETG00000001934.1	ENSGALG00000013414.6
OG0004565	ENSXETG00000000201.1	ENSGALG00000010636.6
OG0004566	ENSXETG00000000224.1	ENSGALG00000010642.7
OG0004568	ENSXETG00000000872.1	ENSGALG00000010839.5
OG0004569	ENSXETG00000004588.1	ENSGALG00000015348.6
OG0004570	ENSXETG00000000906.1	ENSGALG00000010822.4
OG0004571	ENSXETG00000004165.1	ENSGALG00000015339.7
OG0004572	ENSXETG00000016827.1	ENSGALG00000009968.6
OG0004573	ENSXETG00000016804.1	ENSGALG00000009961.7
OG0004574	ENSXETG00000001105.1	ENSGALG00000015328.6
OG0004575	ENSXETG00000016985.1	ENSGALG00000044642.2
OG0004576	ENSXETG00000003694.1	ENSGALG00000015240.7
OG0004577	ENSXETG00000012840.1	ENSGALG00000009870.6
OG0004578	ENSXETG00000012986.1	ENSGALG00000009813.6
OG0004579	ENSXETG00000004341.1	ENSGALG00000015221.7
OG0004580	ENSXETG00000013532.1	ENSGALG00000009758.6
OG0004581	ENSXETG00000008916.1	ENSGALG00000020249.5
OG0004582	ENSXETG00000006261.1	ENSGALG00000042411.2
OG0004583	ENSXETG00000007526.1, ENSXETG00000001198.1, ENSXETG00000021326.1	ENSGALG00000009278.7
OG0004584	ENSXETG00000001115.1	ENSGALG00000017075.6
OG0004585	ENSXETG00000001688.1	ENSGALG00000034722.3, ENSGALG00000009239.6
OG0004586	ENSXETG00000002256.1	ENSGALG00000017083.6
OG0004587	ENSXETG00000010519.1	ENSGALG00000010035.6
OG0004588	ENSXETG00000018762.1	ENSGALG00000009985.7
OG0004589	ENSXETG00000013897.1	ENSGALG00000010201.7
OG0004590	ENSXETG00000014056.1	ENSGALG00000010195.6
OG0004591	ENSXETG00000014114.1	ENSGALG00000010170.6
OG0004592	ENSXETG00000004548.1	ENSGALG00000017129.6
OG0004593	ENSXETG00000015121.1	ENSGALG00000044716.2
OG0004594	ENSXETG00000003504.1	ENSGALG00000017117.6
OG0004595	ENSXETG00000010288.1	ENSGALG00000017173.6
OG0004596	ENSXETG00000014973.1	ENSGALG00000012155.6
OG0004597	ENSXETG00000011793.1	ENSGALG00000017210.6
OG0004598	ENSXETG00000011837.1	ENSGALG00000017211.6
OG0004599	ENSXETG00000008807.1	ENSGALG00000017218.4
OG0004600	ENSXETG00000012854.1	ENSGALG00000010886.6
OG0004601	ENSXETG00000008928.1	ENSGALG00000011457.6
OG0004602	ENSXETG00000020853.1	ENSGALG00000011499.6
OG0004603	ENSXETG00000000916.1	ENSGALG00000039037.2
OG0004604	ENSXETG00000000998.1	ENSGALG00000013247.7
OG0004605	ENSXETG00000013083.1	ENSGALG00000014908.5
OG0004606	ENSXETG00000017381.1	ENSGALG00000020569.6
OG0004607	ENSXETG00000002054.1	ENSGALG00000014732.6
OG0004608	ENSXETG00000002501.1	ENSGALG00000014773.6
OG0004609	ENSXETG00000001077.1	ENSGALG00000014784.6
OG0004610	ENSXETG00000000368.1	ENSGALG00000014956.6
OG0004611	ENSXETG00000017129.1	ENSGALG00000014948.7
OG0004612	ENSXETG00000019598.1	ENSGALG00000014939.5
OG0004613	ENSXETG00000010298.1	ENSGALG00000038260.2
OG0004614	ENSXETG00000010168.1	ENSGALG00000015571.7
OG0004615	ENSXETG00000020219.1	ENSGALG00000050110.1, ENSGALG00000045074.2, ENSGALG00000015577.7
OG0004616	ENSXETG00000015248.1	ENSGALG00000015603.6
OG0004617	ENSXETG00000016534.1	ENSGALG00000017706.5
OG0004618	ENSXETG00000010840.1	ENSGALG00000015641.7
OG0004619	ENSXETG00000008469.1	ENSGALG00000025915.3
OG0004620	ENSXETG00000003262.1	ENSGALG00000015288.7
OG0004621	ENSXETG00000001830.1	ENSGALG00000014642.6, ENSGALG00000031327.2
OG0004623	ENSXETG00000007579.1	ENSGALG00000048930.1
OG0004624	ENSXETG00000004746.1	ENSGALG00000051187.1
OG0004625	ENSXETG00000017774.1	ENSGALG00000015180.6
OG0004626	ENSXETG00000010879.1	ENSGALG00000015150.7
OG0004627	ENSXETG00000012974.1	ENSGALG00000015118.7
OG0004628	ENSXETG00000012843.1	ENSGALG00000015115.6
OG0004629	ENSXETG00000018101.1	ENSGALG00000015027.6
OG0004631	ENSXETG00000017517.1	ENSGALG00000015052.6
OG0004632	ENSXETG00000017447.1	ENSGALG00000034264.2
OG0004633	ENSXETG00000001368.1	ENSGALG00000023083.4
OG0004634	ENSXETG00000001387.1	ENSGALG00000020528.5
OG0004635	ENSXETG00000001454.1, ENSXETG00000001477.1, ENSXETG00000001495.1	ENSGALG00000027345.3
OG0004636	ENSXETG00000001525.1	ENSGALG00000015656.6
OG0004637	ENSXETG00000000173.1	ENSGALG00000026137.4
OG0004638	ENSXETG00000000138.1	ENSGALG00000008174.6
OG0004639	ENSXETG00000015674.1	ENSGALG00000015071.6
OG0004640	ENSXETG00000002085.1	ENSGALG00000015083.8
OG0004641	ENSXETG00000002931.1	ENSGALG00000015090.6
OG0004642	ENSXETG00000004606.1	ENSGALG00000015548.7
OG0004643	ENSXETG00000000347.1	ENSGALG00000040026.3
OG0004644	ENSXETG00000001001.1	ENSGALG00000011811.6
OG0004645	ENSXETG00000001062.1	ENSGALG00000041183.2
OG0004647	ENSXETG00000008593.1	ENSGALG00000011548.6
OG0004648	ENSXETG00000018598.1	ENSGALG00000011528.7
OG0004650	ENSXETG00000006049.1	ENSGALG00000050875.1
OG0004651	ENSXETG00000020371.1	ENSGALG00000010874.6
OG0004652	ENSXETG00000016951.1	ENSGALG00000010738.7
OG0004653	ENSXETG00000004917.1	ENSGALG00000039134.2
OG0004654	ENSXETG00000013027.1	ENSGALG00000015425.7
OG0004655	ENSXETG00000017799.1, ENSXETG00000013001.1	ENSGALG00000015428.6
OG0004656	ENSXETG00000009865.1	ENSGALG00000010593.6
OG0004657	ENSXETG00000020174.1	ENSGALG00000010562.5
OG0004658	ENSXETG00000002929.1	ENSGALG00000010314.6
OG0004659	ENSXETG00000014515.1, ENSXETG00000002890.1	ENSGALG00000010304.6
OG0004660	ENSXETG00000001144.1	ENSGALG00000020417.7
OG0004661	ENSXETG00000006127.1	ENSGALG00000033517.2
OG0004663	ENSXETG00000005333.1	ENSGALG00000010196.6
OG0004664	ENSXETG00000005283.1	ENSGALG00000010193.7
OG0004665	ENSXETG00000018341.1	ENSGALG00000009725.7
OG0004666	ENSXETG00000014330.1	ENSGALG00000009633.6
OG0004667	ENSXETG00000003903.1	ENSGALG00000040136.3
OG0004668	ENSXETG00000000360.1	ENSGALG00000009315.6
OG0004669	ENSXETG00000005908.1	ENSGALG00000009260.7
OG0004670	ENSXETG00000005808.1	ENSGALG00000009111.5
OG0004671	ENSXETG00000005759.1	ENSGALG00000009097.5
OG0004672	ENSXETG00000019145.1	ENSGALG00000009081.7
OG0004673	ENSXETG00000009925.1	ENSGALG00000026846.4
OG0004674	ENSXETG00000004168.1	ENSGALG00000008624.6
OG0004675	ENSXETG00000021018.1	ENSGALG00000008587.7
OG0004676	ENSXETG00000018308.1	ENSGALG00000008553.6
OG0004677	ENSXETG00000016561.1	ENSGALG00000008347.6
OG0004678	ENSXETG00000016360.1	ENSGALG00000042357.2
OG0004679	ENSXETG00000008575.1	ENSGALG00000008247.5
OG0004681	ENSXETG00000009380.1	ENSGALG00000033185.2
OG0004682	ENSXETG00000010659.1	ENSGALG00000008091.8
OG0004683	ENSXETG00000019799.1	ENSGALG00000042122.2
OG0004684	ENSXETG00000016558.1	ENSGALG00000008089.7
OG0004685	ENSXETG00000016712.1	ENSGALG00000008080.6
OG0004686	ENSXETG00000002995.1	ENSGALG00000034025.2
OG0004687	ENSXETG00000008046.1	ENSGALG00000042016.3
OG0004688	ENSXETG00000002118.1	ENSGALG00000037968.2
OG0004689	ENSXETG00000010040.1	ENSGALG00000004085.6
OG0004690	ENSXETG00000000126.1	ENSGALG00000035206.2
OG0004691	ENSXETG00000007557.1	ENSGALG00000012032.6
OG0004692	ENSXETG00000003338.1	ENSGALG00000005807.6
OG0004693	ENSXETG00000007166.1	ENSGALG00000032558.3
OG0004694	ENSXETG00000014474.1	ENSGALG00000006077.7
OG0004695	ENSXETG00000015579.1	ENSGALG00000006216.6
OG0004696	ENSXETG00000000103.1	ENSGALG00000006236.7
OG0004697	ENSXETG00000010595.1	ENSGALG00000026111.3
OG0004698	ENSXETG00000017251.1	ENSGALG00000032502.2
OG0004699	ENSXETG00000013224.1	ENSGALG00000016062.5
OG0004700	ENSXETG00000011700.1	ENSGALG00000006427.7
OG0004701	ENSXETG00000015467.1	ENSGALG00000032687.2
OG0004702	ENSXETG00000009261.1	ENSGALG00000034210.2
OG0004703	ENSXETG00000005460.1	ENSGALG00000006561.5
OG0004704	ENSXETG00000016781.1, ENSXETG00000004598.1, ENSXETG00000004571.1	ENSGALG00000007042.5
OG0004705	ENSXETG00000006772.1	ENSGALG00000011822.5
OG0004706	ENSXETG00000007955.1	ENSGALG00000000109.5
OG0004707	ENSXETG00000010387.1, ENSXETG00000015319.1	ENSGALG00000006841.6
OG0004708	ENSXETG00000013238.1	ENSGALG00000045199.2, ENSGALG00000004239.5
OG0004709	ENSXETG00000014479.1	ENSGALG00000032496.2
OG0004710	ENSXETG00000014861.1	ENSGALG00000012082.7
OG0004712	ENSXETG00000021228.1	ENSGALG00000011708.7
OG0004713	ENSXETG00000017794.1	ENSGALG00000011577.6
OG0004714	ENSXETG00000012050.1	ENSGALG00000011434.6
OG0004715	ENSXETG00000005321.1	ENSGALG00000001943.6
OG0004716	ENSXETG00000012344.1	ENSGALG00000030153.2
OG0004717	ENSXETG00000004713.1	ENSGALG00000023541.4
OG0004718	ENSXETG00000021054.1	ENSGALG00000039190.2
OG0004719	ENSXETG00000004431.1	ENSGALG00000042641.2
OG0004720	ENSXETG00000004153.1	ENSGALG00000007287.7
OG0004721	ENSXETG00000013862.1, ENSXETG00000009896.1	ENSGALG00000002159.4
OG0004722	ENSXETG00000009730.1	ENSGALG00000002179.6
OG0004723	ENSXETG00000017084.1	ENSGALG00000002424.7
OG0004724	ENSXETG00000020018.1	ENSGALG00000008023.5
OG0004725	ENSXETG00000004884.1	ENSGALG00000036642.3
OG0004726	ENSXETG00000017500.1	ENSGALG00000007974.7
OG0004727	ENSXETG00000010131.1	ENSGALG00000007961.7
OG0004728	ENSXETG00000002250.1, ENSXETG00000002239.1, ENSXETG00000002234.1	ENSGALG00000007791.7
OG0004729	ENSXETG00000020270.1	ENSGALG00000007673.7
OG0004731	ENSXETG00000012261.1	ENSGALG00000007522.6
OG0004732	ENSXETG00000017356.1	ENSGALG00000026189.3, ENSGALG00000007389.5
OG0004733	ENSXETG00000007882.1	ENSGALG00000002985.7
OG0004734	ENSXETG00000004667.1	ENSGALG00000035675.2
OG0004735	ENSXETG00000003900.1	ENSGALG00000034115.2
OG0004736	ENSXETG00000008019.1	ENSGALG00000002877.4
OG0004737	ENSXETG00000006342.1	ENSGALG00000007251.6
OG0004738	ENSXETG00000006267.1	ENSGALG00000007237.7
OG0004739	ENSXETG00000011063.1	ENSGALG00000002105.4
OG0004740	ENSXETG00000005694.1	ENSGALG00000032172.2, ENSGALG00000001409.7
OG0004741	ENSXETG00000017883.1	ENSGALG00000002789.6
OG0004742	ENSXETG00000002425.1	ENSGALG00000041563.2
OG0004744	ENSXETG00000005547.1	ENSGALG00000010048.6
OG0004745	ENSXETG00000005055.1	ENSGALG00000040882.3
OG0004746	ENSXETG00000017282.1	ENSGALG00000003821.6
OG0004747	ENSXETG00000006362.1	ENSGALG00000030147.2
OG0004748	ENSXETG00000008814.1	ENSGALG00000017462.6
OG0004749	ENSXETG00000002629.1	ENSGALG00000029896.2
OG0004750	ENSXETG00000007721.1	ENSGALG00000007759.7
OG0004751	ENSXETG00000008412.1	ENSGALG00000007651.7
OG0004752	ENSXETG00000018165.1, ENSXETG00000020648.1	ENSGALG00000004116.6
OG0004753	ENSXETG00000016861.1	ENSGALG00000038848.3
OG0004754	ENSXETG00000018464.1	ENSGALG00000008931.7
OG0004755	ENSXETG00000001263.1	ENSGALG00000016680.6
OG0004756	ENSXETG00000014488.1	ENSGALG00000004357.6
OG0004757	ENSXETG00000017548.1	ENSGALG00000006198.7
OG0004758	ENSXETG00000019513.1	ENSGALG00000039216.3
OG0004759	ENSXETG00000006817.1, ENSXETG00000015838.1	ENSGALG00000053130.1
OG0004760	ENSXETG00000007002.1	ENSGALG00000004588.6
OG0004761	ENSXETG00000006953.1	ENSGALG00000008828.7
OG0004762	ENSXETG00000007482.1	ENSGALG00000008765.7
OG0004763	ENSXETG00000007559.1	ENSGALG00000009093.6
OG0004764	ENSXETG00000007716.1	ENSGALG00000008745.6
OG0004765	ENSXETG00000013846.1	ENSGALG00000005856.6
OG0004766	ENSXETG00000008393.1	ENSGALG00000026999.3
OG0004767	ENSXETG00000005369.1	ENSGALG00000009195.8
OG0004768	ENSXETG00000002014.1	ENSGALG00000002262.7
OG0004769	ENSXETG00000016049.1	ENSGALG00000041706.2
OG0004770	ENSXETG00000019577.1, ENSXETG00000003173.1	ENSGALG00000012200.5
OG0004771	ENSXETG00000019912.1	ENSGALG00000010017.6
OG0004772	ENSXETG00000000006.1	ENSGALG00000009494.4
OG0004773	ENSXETG00000000010.1	ENSGALG00000009492.6
OG0004774	ENSXETG00000005966.1	ENSGALG00000008815.6
OG0004775	ENSXETG00000001842.1	ENSGALG00000016853.6
OG0004776	ENSXETG00000001824.1	ENSGALG00000016852.5, ENSGALG00000052140.1, ENSGALG00000049342.1
OG0004777	ENSXETG00000019830.1	ENSGALG00000033666.2
OG0004779	ENSXETG00000017621.1	ENSGALG00000002500.7
OG0004780	ENSXETG00000001840.1	ENSGALG00000016708.7
OG0004781	ENSXETG00000017918.1	ENSGALG00000028204.3
OG0004782	ENSXETG00000018140.1	ENSGALG00000002908.7
OG0004783	ENSXETG00000002610.1	ENSGALG00000016697.5
OG0004784	ENSXETG00000011734.1	ENSGALG00000033301.2
OG0004785	ENSXETG00000020620.1	ENSGALG00000016449.6
OG0004786	ENSXETG00000010574.1	ENSGALG00000043359.2
OG0004787	ENSXETG00000000855.1	ENSGALG00000016427.6
OG0004788	ENSXETG00000000093.1	ENSGALG00000042984.3
OG0004789	ENSXETG00000000391.1	ENSGALG00000016421.7
OG0004790	ENSXETG00000000897.1	ENSGALG00000037455.2
OG0004792	ENSXETG00000001443.1	ENSGALG00000041428.3
OG0004793	ENSXETG00000002258.1	ENSGALG00000016329.7
OG0004794	ENSXETG00000005458.1	ENSGALG00000004687.6
OG0004795	ENSXETG00000020940.1	ENSGALG00000039606.3
OG0004796	ENSXETG00000005679.1	ENSGALG00000016359.7
OG0004797	ENSXETG00000005715.1	ENSGALG00000016362.7
OG0004798	ENSXETG00000005886.1	ENSGALG00000016367.5
OG0004799	ENSXETG00000006031.1	ENSGALG00000016370.7
OG0004800	ENSXETG00000012136.1	ENSGALG00000016384.6
OG0004802	ENSXETG00000001573.1	ENSGALG00000016387.6
OG0004803	ENSXETG00000001606.1	ENSGALG00000025796.3
OG0004804	ENSXETG00000005787.1	ENSGALG00000016279.5
OG0004805	ENSXETG00000005811.1	ENSGALG00000016278.7
OG0004806	ENSXETG00000001779.1	ENSGALG00000038752.2
OG0004807	ENSXETG00000002042.1	ENSGALG00000047605.1, ENSGALG00000043584.3
OG0004808	ENSXETG00000015440.1	ENSGALG00000005385.7
OG0004809	ENSXETG00000002372.1	ENSGALG00000015471.6
OG0004810	ENSXETG00000016482.1	ENSGALG00000015486.6
OG0004811	ENSXETG00000007840.1	ENSGALG00000019921.6
OG0004812	ENSXETG00000010000.1	ENSGALG00000015762.6
OG0004813	ENSXETG00000016758.1	ENSGALG00000015787.6
OG0004814	ENSXETG00000002540.1	ENSGALG00000005713.6
OG0004815	ENSXETG00000000152.1, ENSXETG00000001555.1	ENSGALG00000026089.2
OG0004816	ENSXETG00000007856.1	ENSGALG00000015831.6
OG0004817	ENSXETG00000010967.1	ENSGALG00000014843.6
OG0004818	ENSXETG00000003322.1	ENSGALG00000005902.7
OG0004819	ENSXETG00000004238.1	ENSGALG00000014964.6
OG0004820	ENSXETG00000005151.1	ENSGALG00000015001.6
OG0004821	ENSXETG00000014905.1	ENSGALG00000015345.6, ENSGALG00000047141.1
OG0004822	ENSXETG00000008094.1	ENSGALG00000034289.2
OG0004823	ENSXETG00000007169.1	ENSGALG00000044610.2
OG0004824	ENSXETG00000014332.1	ENSGALG00000043047.3
OG0004825	ENSXETG00000014034.1	ENSGALG00000015303.6
OG0004826	ENSXETG00000013800.1	ENSGALG00000015237.6
OG0004827	ENSXETG00000011254.1	ENSGALG00000008546.6
OG0004828	ENSXETG00000001272.1	ENSGALG00000049668.1
OG0004829	ENSXETG00000001224.1	ENSGALG00000015033.6
OG0004830	ENSXETG00000008697.1, ENSXETG00000001197.1	ENSGALG00000015026.6
