"","gene","description","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"2503",107292601,"phospholipase C gamma 2",16,102,24,78,135,0.395009,0.865327,0.711337,0.770692,8.652751,1.421845,11.16105,0,0,0.497956
"2504",107292603,"gigaxonin",23,16,18,13,17,1.480629,1.525006,2.05649,1.888092,0.535421,0.124322,0.141262,0,0,1.503172
"2505",107292607,"dihydrouridine synthase 2",18,33,24,30,81,4.910014,7.78525,5.61594,6.065641,5.419806,3.04302,4.891749,0,0.0840296,4.25901
"2506",107292609,"EPS8 like 3",653,191,1148,373,630,0.801424,0.773977,0.612415,1.00312,0,0.2263145,0.0169768,0,0,1.75298
"2507",107292613,"adenosine monophosphate deaminase 2",15,48,37,31,101,60.128135,118.068134,110.739332,110.728937,48.06122296,5.6331673,20.01646766,1.48797,1.41317,15.3717
"2508",107292614,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2",8,20,4,6,4,0.7665317,1.3511946,1.3381961,0.866985,0.865626,0.126952,0.312542,0,0,1.24694
"2509",107292615,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",2699,4406,3034,2034,2646,19.3428,15.0963,15.7178,15.6471,3.0695,3.17916,4.35737,0.0498918,0.131192,18.9821
"2510",107292621,"FERM domain containing 4B",37,91,32,86,141,14.515807,10.655292,11.598481,11.899019,6.21741872,1.0019315,5.0661066,5.30317985,4.546760513,3.331377
"2511",107292627,"interleukin 1 receptor associated kinase 1 binding protein 1",56,35,46,39,24,0.668119,1.282295,1.445643,1.19318,0.6378299,0.2022495,1.0871041,0.382966,0.389754,0.629256
"2512",107292633,"NCK associated protein 1",796.38,623.74,509.39,477.93,936.9,18.868996,17.7608063,17.0883418,17.3366088,12.78633,15.9466083,18.6399062,28.22915,35.60107,24.884405
"2513",107292634,"DnaJ heat shock protein family (Hsp40) member C10",36,48,32,50,87,5.421587,5.6321261,6.8629614,6.000757,6.210092004,7.7887071,7.4804335,32.66983816,27.80173,11.235453
"2514",107292665,"transmembrane protein 138",41,69,28,40,51,2.485206,3.1387849,2.850795,2.613511,18.749809,19.048653,12.9371007,11.30903,1.95069,1.78674
"2515",107292666,"triokinase and FMN cyclase",57,93,80,67,155,294.15296,406.55086,399.81646,410.677275,1174.755735,22.415079,292.499177,60.338798,87.978139,149.190806
"2516",107292668,"vasoactive intestinal peptide",8,4,2,1,0,0,0,0.0263595,0,0.235587,0.0360209,0.301553,0,0,0
"2517",107292700,"tetratricopeptide repeat domain 39C",25,24,33,55,36,27.0147828,52.302753,46.574466,45.169569,65.92768,52.45203,105.9284,0,0.216882,28.6108
"2518",107292720,"mitochondrial ribosomal protein S7",781,1187,813,699,1054,34.071,32.84437,26.49926,28.38574,39.502959,29.37094,35.856631,6.05916,5.25742,29.9809
"2519",107292723,"growth factor receptor bound protein 2",54,114,113,120,115,22.885667,23.1108576,26.100478,22.983312,28.52491,11.5079,17.58839,8.10966,4.368008,35.47607
"2520",107292728,"peptidylprolyl isomerase C",168,131,118,276,387,1.22077,2.42312,2.63962,2.66861,12.20236,11.60422,12.25494,33.8663,32.6056,21.674
"2521",107292729,"PR domain 6",0,1,0,0,1,0.2350119,0.202493,0.303148,0.3737869,0.0394556,0.00370309,0.0196358,0,0.130924,0.12459
"2522",107292730,"centrosomal protein 120kDa",19,34,27,36,34,3.720621,4.422834,4.051918,4.076334,2.837834,0.8002605,2.777408,6.4617709,6.561546,4.392655
"2523",107292733,"zinc finger protein 536",1,0,0,0,0,0,0.025951289,0.0267861,0,0,0,0.00867057,0.234757,0.190163,0.932496
"2524",107292734,"URI1 prefoldin-like chaperone",116,157,144,45,101,4.993008,5.41507,4.514483,7.23554,19.08204,7.9399513,13.941367,31.079224,25.860037,11.783322
"2525",107292735,"cyclin E1",29,56,21,26,58,0.494318,0.932125,0.509682,0.294736,0.4844848,0.0758469,0.223064,0.805688,1.00115,1.1841961
"2526",107292741,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",34,63,26,32,52,1.7810343,0.6477477,0.9200103,1.1943673,0.990832,0.753,1.43932,2.363745,4.3021228,2.26474566
"2527",107292744,"cadherin 17",1,15,6,13,1,0.015414,0.1725832,0.0781581,0.075417,0.26018,0.0175927,0.1144275,0.185128,0.167594,0.513966
"2528",107292746,"GTP binding protein overexpressed in skeletal muscle",8,10,6,19,20,1.17321,1.44727,1.06839,1.09496,1.163506,2.7912,2.128443,0.0758552,0.191176,0.146373
"2529",107292753,"pyruvate dehyrogenase phosphatase catalytic subunit 1",94,138,129,149,169,0.66917,0.6629904,0.6372422,0.9673765,0.6931729,0.523466,1.074928,5.42164,6.90572,3.07809
"2530",107292755,"solute carrier family 9 member A9",44,117,34,38,59,0.947408,1.29695,1.22474,1.55884,1.20663,0.2014386,1.644311,4.09481,2.10984,0.569138
"2531",107292757,"procollagen C-endopeptidase enhancer 2",0,0,0,0,1,0.10632967,0.36299,0.100329,0.3279583,34.58798,2.4613623,23.6054784,10.02714,6.59818,1.55307
"2532",107292760,"U2 snRNP-associated SURP domain containing",861,774,640,661,945,1.2856282,1.3421669,1.6865651,1.7559365,10.070808,7.592041,12.7972094,7.44598,8.69172,5.95491
"2533",107292766,"WD repeat domain 6",3,19,7,7,4,6.98681,12.1833,11.4754,12.4158,27.75101,10.85502,17.44815,6.46368,8.17936,3.18386
"2534",107292767,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",2,0,0,4,1,0.584947,0.5295933,0.4821488,0.38371291,7.91767,7.569822,7.948966,0.573168,2.22679,1.49114
"2535",107292774,"glutaminyl-tRNA synthetase",55.75,160.1,70.34,179.38,150.54,87.73626393,98.42709914,101.4230843,101.123716,56.23026,36.80388,59.1942,17.1224,16.8495,23.203
"2536",107292775,"glutamine rich 1",73,113,104,92,162,44.767386,49.862291,54.296895,51.710603,13.82847,4.816487,9.276303,15.9807,21.4914,10.1669
"2537",107292777,"ariadne RBR E3 ubiquitin protein ligase 2",52,183,91,117,165,23.594272,23.5093617,26.287334,26.8648736,32.9396,6.404443,12.64364,14.2562,13.1713,11.1136
"2538",107292778,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",809,1466,975,982,1094,63.848357,46.193172,48.646324,50.621811,129.1886,29.91411,54.2123,58.709749,52.9414,37.4966
"2539",107292788,"BCDIN3 domain containing RNA methyltransfease",48,72,50,51,86,3.082021,2.226675,2.399622,2.621267,4.42987,0.934113,1.423224,20.272,10.88,7.42406
"2540",107292799,"ubiquitin associated and SH3 domain containing A",7,21,66,29,23,0.4344796,0.7751682,1.1508097,0.7135538,0.2444628,0.277722,0.248821,0,0.226835,0.166429
"2541",107292801,"radial spoke head 1 homolog (Chlamydomonas)",32,0,0,0,37,0,0.0636078,0.0719111,0.33704,0.49504,0.724803,0.063067,0,0,0.0918624
"2542",107292804,"acidic residue methyltransferase 1",242,310,165,324,167,5.7194658,8.0021428,8.185807,7.946522,7.83611,8.863504,16.44574,30.9762,28.504,11.8814
"2543",107292819,"lipoma HMGIC fusion partner-like 5",8,10,4,10,9,0.0411975,0.11238,0,0.148307,1.103453,0.2046403,0.4745908,3.730082768,1.241086223,8.461939442
"2544",107292829,"phosphatase domain containing, paladin 1",2,0,1,22,1,5.75493,7.108528,8.00707,8.848866,0.733552,0.0305987,0.324502,0.173047,0,0.231011
"2545",107292830,"eukaryotic translation initiation factor 4E binding protein 2",470,705,418,412,736,143.6459,123.4483,126.7478,124.0295,13.0108,5.07784,16.356,160.395,0,120.33
"2546",107292832,"coiled-coil-helix-coiled-coil-helix domain containing 10",427,468,369,345,488,2096.51002,2145.15615,2664.95726,2184.28687,151.3657,99.6497,88.73618,272.093,931.369,938.377
"2547",107292860,"histone deacetylase 11",247,194,142,156,281,55.049074,50.359976,52.954967,52.880038,3.6080505,2.9818415,2.234751145,11.09440072,11.41375111,5.20947898
"2548",107292865,"DDB1 and CUL4 associated factor 13",929.75,478.66,529.84,489.4,540.4,1.5768566,1.70276,1.92090952,2.17314758,9.309079,5.303386,6.679708,25.0018,27.4721,7.49534
"2549",107292891,"kelch domain containing 4",17,47,26,30,84,6.209027,8.537955,9.913154,10.251832,20.196786,5.1111973,6.39226118,0,0.214421,8.986109
"2550",107292894,"latent transforming growth factor beta binding protein 1",38,89,110,59,129,0.8934066,3.049469303,3.561037764,3.095622,4.834162225,0.666550046,2.882195751,5.678869,5.994424,1.1307578
"2551",107292895,"BTG3 associated nuclear protein",9,15,11,9,18,21.290145,36.6717297,33.855077,35.790604,13.24633,4.419412,7.142424,0.886667,0.393742,3.28977
"2552",107292901,"impact RWD domain protein",487,805,361,607,334,2.611906,3.706334,3.932871,4.153199,5.5700193,3.1527824,9.307566,0,0,11.78293
"2553",107292903,"myeloid cell leukemia 1",228,209,227,192,229,31.0357,37.9785,47.9589,30.955,35.27649,38.810053,45.937746,211.1602,193.9893,38.34025
"2554",107292905,"methylmalonic aciduria and homocystinuria, cblD type",120,186,154,168,210,40.081453,33.35111,31.641373,31.877372,34.34756,60.51393,63.3398,135.06446,119.014936,46.23691
"2555",107292909,"cingulin",14,48,17,30,42,6.390061001,6.455331029,6.561463135,7.2700071,23.477023,4.9668654,20.143227,27.52421859,69.27256,30.996474
"2556",107292921,"endosulfine alpha",25,42,17,20,25,4.218553,3.931557,4.276128,4.431047,64.910449,29.889406,70.42306043,126.33668,94.13487,50.385635
"2557",107292930,"receptor associated protein of the synapse",0,2,3,4,11,0.036729333,0,0.0714994,0.0479087,0.6314016,0,0.1788705,0.824087,0.386884,1.21564
"2558",107292932,"proteasome 26S subunit, ATPase 3",1605,2706,1699,2039,2471,59.01229672,55.232435,55.163841,57.167934,86.26625,56.53175,53.03732,2.62689,8.49334,33.967
"2559",107292934,"kelch repeat and BTB domain containing 4",131.11,219.68,182.11,154.59,196.22,5.017,6.253161,4.9629261,6.315087,2.89355455,1.159735004,2.153722891,8.94296,12.6674,4.04219
"2560",107292951,"egl-9 family hypoxia-inducible factor 3",1,0,1,2,2,8.54784,10.8921,10.4442,10.4588,0.4524747,0.318308,0.3486795,0,0,40.6835
"2561",107292953,"E2F associated phosphoprotein",429,311,245,250,234,15.733919,24.403889,22.903881,23.932131,13.217842,14.85449,20.08901,23.7543,15.2243,13.1808
"2562",107292969,"ribophorin I",2917,5337,2979,3875,5909,99.056089,126.02345,122.16728,124.101961,106.048621,71.136,72.606291,120.106,151.676,68.4301
"2563",107292970,"DiGeorge syndrome critical region gene 2",9,5,7,6,12,88.876999,74.812608,76.208831,76.497197,19.355534,2.753066,8.323717,18.967226,49.7404,25.632192
"2564",107292976,"mediator complex subunit 27",90,141,139,61,128,11.439878,11.216533,12.162742,12.709845,5.0825823,2.9762288,2.3499066,0,0,7.463988
"2565",107292977,"transmembrane protein 47",0,0,0,0,0,1.343535,2.836986,2.57114,2.969693,1.55275,4.68111,6.27569,0,0.0169921,31.0976
"2566",107292979,"wingless-type MMTV integration site family member 8B",0,0,0,0,0,0.0726718,0.0831932,0,0.0904554,0.710328,0,0.013773,0.264257,0.435477,0.631528
"2567",107292981,"polycystin 2 like 1, transient receptor potential cation channel",0,0,0,0,0,0,0.0171846,0,0,0.3005577,0.2222901,0.1153885,0,0,0.0321387
"2568",107292982,"NADH:ubiquinone oxidoreductase subunit B8",1197,1353,715,656,939,438.601577,437.971246,456.412934,472.132803,263.6,104.6688,141.8012,190.4377,204.6164,145.7795
"2569",107292985,"synuclein alpha interacting protein",2,10,2,9,10,0.175057,0,0.106015,0.0565326,0.6814498,0.2367303,0.517013,0.549576,0.200644,0.8237013
"2570",107292993,"centrosomal protein 170kDa",25,62,15,17,45,1.1660141,1.8344758,1.8419769,1.826375,3.854482845,1.4698852,2.826235558,0,0,1.220316
"2571",107292997,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific",147,65,97,85,79,6.735995,10.509229,8.578444,9.659228,25.90403,10.63189,14.04056,8.221,9.00635,5.40315
"2572",107293000,"family with sequence similarity 189 member A1",1,5,0,0,1,0.0761634,0.221131,0.333264,0.239969,0.0389131,0,0.0198387,2.81607,2.51924,2.4766249
"2573",107293002,"adenosine deaminase-like",19,24,43,28,40,6.4861643,6.912102014,5.9819064,5.962856015,3.379817,1.094685,3.44328,12.1285,6.885670002,5.31518
"2574",107293003,"La ribonucleoprotein domain family member 6",4,18,61,15,17,0.0411842,0,0,0,3.49618,3.816838,2.973591,1.20165,1.69263,0.166165
"2575",107293004,"zinc finger protein 521",159,188,146,125,325,0.646083,0.6330566,0.59355934,0.3725058,0.3527651,0.0143647,0.152339,0,0,0.12365
"2576",107293005,"leucine rich repeat containing 49",6,12,20,17,43,0.0966952,0.112132,0.343557,0.1270511,0.8159684,0.23609934,0.1310064,0.3680144,0.242267,0.330869
"2577",107293007,"TM2 domain containing 3",85,184,134,148,230,74.4065035,74.915247,70.0074,76.123134,44.0403,82.25337,25.34559,11.607848,17.963683,17.853901
"2578",107293010,"leucine rich repeat and fibronectin type III domain containing 2",0,0,0,0,0,0,0,0.0201883,0,0,0,0.00877544,0.0620227,0.0280665,0.0190305
"2579",107293011,"ADP ribosylation factor like GTPase 14 effector protein like",1,0,1,0,0,0.0234073,0.0674464,0.0677522,0.0490444,0,0,0.0158022,0,0,0
"2580",107293012,"semaphorin 6A",2,25,8,16,23,1.944578204,2.92484,2.9205,2.141874702,3.393852,0.2770618,1.89494,2.12261,1.94685,0.532363
"2581",107293013,"COMM domain containing 10",76,126,166,92,104,8.6189078,8.1739336,9.646808,11.90702017,5.3974,7.0096069,10.70209375,26.62246,21.76165,11.50413
"2582",107293016,"small VCP/p97-interacting protein",496,246,187,225,368,6.937738,4.344636,4.13253,4.865721,2.394963,6.675381,7.40554,17.3451,31.2385,4.00354
"2583",107293032,"zinc finger B-box domain containing",1,0,0,0,2,0,0,0,0,0,0,0.0849527,0,0,0.0842713
"2584",107293045,"taxilin beta",6,2,1,1,3,0.1628557,0.0354788,0.0769815,0.121537,0.0135779,0.0229383,0.0347517,0.0359179,0.0322344,0.354444
"2585",107293046,"human immunodeficiency virus type I enhancer binding protein 3",0,5,6,16,11,0.6858538,1.0349949,1.3982997,1.172032,0.657184819,0.596690335,0.690578253,0.668208,0.630038,2.25033
"2586",107293047,"zinc finger CCHC-type containing 17",92,163,95,153,108,6.80468,6.9524735,6.1848573,6.9708833,5.899080003,6.270338,5.851607761,48.67897,45.1777,16.04663
"2587",107293050,"solute carrier family 13 member 1",0,0,0,0,0,0.1804663,0,0.0533877,0.0895719,0.0532016,0,0.00716778,0.401588,0,0.226807
"2588",107293053,"small nuclear ribonucleoprotein, U5 40kDa subunit",263,492,286,402,470,4.4534324,5.3222675,4.9585004,4.8179279,10.731482,12.012854,6.633978,12.12362,12.37749,4.738742
"2589",107293055,"periostin, osteoblast specific factor",0,0,0,0,189,1.5413731,2.0130255,1.7130831,2.136304756,1.1703251,0.148905,8.848526015,95.207723,67.74738,14.4628552
"2590",107293070,"ribosomal protein S6 kinase like 1",20,21,12,17,25,1.05058,1.00529,0.899985,1.10048,3.616201,0.3828069,0.2456142,0.219616,0.393726001,0.564775
"2591",107293075,"apoptosis resistant E3 ubiquitin protein ligase 1",21,43,43,40,76,14.046163,16.672634,16.280143,16.559974,5.9419151,1.012676,3.2337587,0,0.0471699,25.4921
"2592",107293079,"eukaryotic translation initiation factor 2B subunit beta",241,302,160,155,230,38.055749,50.098471,49.565282,47.305122,18.318708,8.780281,11.176479,0,0.112894,9.01116
"2593",107293104,"DDB1 and CUL4 associated factor 11",23,40,29,27,54,326.19936,242.64993,243.13445,251.2573148,47.332233,18.7379081,47.51745997,0.0493422,0.373252,44.82877
"2594",107293109,"NADH:ubiquinone oxidoreductase subunit A5",407,260,290,138,235,6.41247,5.76931,6.74528,6.69266,40.41973277,44.28319021,96.33916401,145.4777,70.41672,116.2982
"2595",107293116,"SYF2 pre-mRNA-splicing factor",99,87,75,88,105,10.420834,11.519711,10.429587,9.92823,14.115202,21.38775,25.4537746,22.6699,18.4358,15.0207
"2596",107293123,"stabilin 2",153,397,329,294,584,11.958185,18.784274,20.271474,22.499704,11.4841,0.516539,9.469613,13.4502,11.2258,4.60141
"2597",107293128,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",642.67,683.13,197.52,351.53,350.37,52.715516,61.85552368,60.888242,59.022119,21.610376,8.092900057,29.474522,111.79282,79.68865,34.109894
"2598",107293138,"potassium voltage-gated channel subfamily D member 2",0,0,0,1,3,0,0,0.0122758,0,0,0.135473,0.0225197,0,0,0
"2599",107293139,"family with sequence similarity 3 member C",1000,822,509,623,566,2.948697,3.956267,2.93572,3.523234,15.25766,23.22532,12.7777,13.3809,10.4223,8.43465
"2600",107293143,"tetraspanin 12",2911,3410,1603,2346,2707,47.61276,50.077792,49.792993,51.761716,29.68951,6.568248,11.599391,49.9844,69.94115,16.4001
"2601",107293147,"stanniocalcin 1",0,0,0,0,0,0.0115702,0.0134404,0.0303837,0.0243092,0.131654,0.074169,0.105294,1.37433,1.779991,0.516257
"2602",107293152,"mastermind like transcriptional coactivator 3",2,1,0,3,4,0.350692,0.85407,0.7733452,0.6259186,1.17049,0.185626,0.944625,1.86758,5.43132,3.1464
"2603",107293153,"SET domain containing lysine methyltransferase 7",1,0,2,0,0,0.787193,1.41755,1.4874517,1.4163499,16.078185,3.8028735,13.1879967,23.3614,27.2554,21.5542
"2604",107293162,"NAD(P) dependent steroid dehydrogenase-like",40,91,13,16,89,41.924321,49.307576,45.558103,50.781823,69.5123,11.670307,9.319148,0,0.0980746,80.3867
"2605",107293170,"chromosome unknown open reading frame, human C3orf58",19,18,13,19,39,8.01424,8.63503,8.9672,7.97726,2.36064,5.343402,4.929308,7.853848,5.616554,7.114033
"2606",107293172,"non-SMC condensin II complex subunit D3",0,5,0,0,3,3.507632,5.027113,6.0047168,6.1041283,5.255161005,1.868405,4.0114781,0,0.01225868,0.24001
"2607",107293173,"junctional adhesion molecule 3",0,7,1,0,7,0.623223,1.0576434,1.47522,0.9906261,0.9385749,0.6240506,0.723205,0.0934773,0,0.693665
"2608",107293178,"VPS26 retromer complex component B",2,5,1,1,7,13.119,12.1321934,12.995338,12.484151,32.668968,5.3517666,12.2532958,0,0,3.65601
"2609",107293179,"transmembrane protein 26",0,0,1,0,0,0.171806,0.22728025,0.263296,0.3767284,0.281835,0.0144281,0.4162777,2.63458,0,0.375742
"2610",107293181,"AT-rich interaction domain 5B",8,18,9,8,28,8.0752435,12.116169,12.748354,13.653508,0.6222517,0.547386,0.9855406,1.20772,0,2.10545
"2611",107293189,"osteomodulin",3,0,0,0,0,0,0.0488845,0.0615549,0,0,0.186436,0.282453,0.204276,0,0
"2612",107293190,"asporin",0,0,0,0,1,0,0.025327596,0,0,1.944846,7.9383,9.46957,24.8886,22.6194,1.8815603
"2613",107293191,"extracellular matrix protein 2, female organ and adipocyte specific",30,70,82,71,84,0.185877,0.306385,0.2278488,0.2480317,8.813238,5.159601,17.38447,15.655862,10.3875,14.458725
"2614",107293197,"protein kinase C delta",101,152,108,165,97,7.498912174,13.63631203,14.988558,14.38175475,5.605147,1.032357156,2.057785898,4.405412,3.4606084,5.876196
"2615",107293199,"RFT1 homolog",50,41,53,54,45,12.262618,12.010475,10.06185833,11.423151,5.404,3.983044,4.4320422,6.48169,7.05531,4.0628
"2616",107293202,"secreted protein acidic and cysteine rich",73,154,71,51,143,113.672673,102.56769,103.117255,112.5829622,131.733732,34.224701,83.50256,45.55321,0.070976,22.34902
"2617",107293204,"NHS actin remodeling regulator",3,14,6,20,22,0.0395373,0.0334082,0.0389489,0.0170324,0.0343892,0.004169638,0.03474374,0,0,1.2788252
"2618",107293217,"syntaxin 19",1,0,3,2,2,0.0448603,0.0205421,0.069558,0.148616,0,0,0.0929636,0.567256,0.269867,0.683613
"2619",107293219,"multiple C2 domains, transmembrane 2",3,4,5,0,12,3.387846,5.0147337,3.643901,5.9598622,0.4243686,0.3361637,0.2041359,3.151508,3.34099264,3.922196
"2620",107293221,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",144,179,122,71,141,1.28488383,1.467848,1.861322302,1.9396778,0.8361871,0.5023088,1.6383269,3.492453,2.56016,2.027675556
"2621",107293224,"forkhead box P1",79,142,68,57,149,18.90725376,27.1206841,29.991136,31.9963331,8.2434637,2.338498248,4.14230993,2.932845265,3.725381229,7.290317213
"2622",107293244,"adenomatous polyposis coli",365,445,308,413,568,2.4339171,2.6543858,2.275913649,2.303238525,1.836433,0.657529,1.062826301,7.29573469,10.260512,5.627978094
"2623",107293249,"mutated in colorectal cancers",14,52,39,37,62,9.3317269,9.1708794,8.3064126,8.8635309,8.4985,1.207176,3.290491,0.865698,0,0.5322614
"2624",107293251,"fibronectin type III domain containing 1",9,16,24,7,15,0.2436474,0,0.0430999,0.00862127,0.0407172,0.0343934,0.0564648,0.1390758,0.128171,0.223402084
"2625",107293254,"PR domain 1",0,5,0,2,5,0.01991163,0.1616137,0.1565832,0.125262,0.369847,0.3025979,0.285377,0.795856,0.641489032,0.528834
"2626",107293255,"ret proto-oncogene",0,1,0,9,6,0,0.0500285,0,0.0113108,0.2148321,0.7580812,0.0809276,0.052430983,0.032390413,0.105784
"2627",107293256,"chondroitin sulfate N-acetylgalactosaminyltransferase 2",3,10,3,7,8,1.121375,1.324623,1.14624,1.310712,2.64396,2.51011,2.17615,8.119704,6.427792,2.523946
"2628",107293263,"defective in cullin neddylation 1 domain containing 1",25,32,18,31,36,12.0510833,9.3144435,11.5872,10.8546589,7.694062,5.967227,10.94442,15.83621,11.58806,9.73095
"2629",107293271,"KIAA1524 ortholog",0,6,9.11,25.76,27.28,0.79120341,0.2925241,0.4043947,0.4741895,0.0719549,0.0184816,0.1902732,1.29681,1.18403,0.680852
"2630",107293273,"intraflagellar transport 57",36,42,60,29,72,1.12309746,0.292239,0.304223,0.2113314,2.404726,1.988953,1.792219,2.32544,2.0106,2.38521
"2631",107293274,"taspase 1",102,116,110,97,161,2.486674,1.869918,2.071639,1.906505,2.419117,1.1343791,2.5894961,4.90232,3.168748,1.618359
"2632",107293276,"SH3 and PX domains 2B",9,24,16,12,22,0.684506,0.997661,1.403121,1.895233,1.160271,0.7925718,1.642082,13.45076409,0.0517269,2.196766
"2633",107293280,"centlein",18,27,10,2,24,0.1584171,0.314699,0.216852,0.1896593,2.009935,1.301863,3.370813,0.47692,0.4155594,0.185842
"2634",107293285,"isthmin 1, angiogenesis inhibitor",3,5,1,3,20,0.050484054,0.155083,0.0876483,0.105179,14.4094,0.083285,1.41499,0.889779,1.279313,0.7142229
"2635",107293293,"BTB domain containing 3",21,25,28,30,37,1.4285059,1.2723037,1.016713,1.212149,2.3858741,1.252792,1.4682528,9.99543,6.78176,2.175876
"2636",107293299,"bone morphogenetic protein 4",6,53,7,20,40,8.246346,5.556254,10.11707,4.779652,2.321825,0.659922,1.9570022,0.84115,0.626745,6.49981
"2637",107293301,"serine palmitoyltransferase long chain base subunit 1",316,264,297,181,226,10.5296,10.517206,9.693076,10.2355204,9.513433,6.341084,9.1821366,5.655559,4.118191953,12.5833869
"2638",107293302,"receptor tyrosine kinase-like orphan receptor 2",7,7,1,1,9,0.0654757,0.0760334,0.0343769,0.3298132,0,0.0684671,0.04824193,0.108781878,0.297307419,0.0941448
"2639",107293303,"histidine triad nucleotide binding protein 1",255,336,229,198,462,531.42378,527.40045,555.71671,537.91474,334.4563,441.3262,483.836,2960.018,1607.369,723.9342
"2640",107293305,"CDC42 small effector 2",160,216,122,130,154,5.73099,6.18364,6.311596,7.12912,4.988167,5.9533912,8.5030029,6.65885,7.78604,4.19052
"2641",107293307,"thrombospondin-2",2,3,0,0,0,0.820978,0.765413,0.704931,0.863136,1.993389,1.486311,0.5604431,1.176077,2.613013,0.6370395
"2642",107293311,"WD repeat domain 89",33,45,70,37,46,1.34737,1.38259,1.68653,1.49066,2.624762,3.035619,3.291016,0,0,0.844917
"2643",107293312,"protein phosphatase 2 regulatory subunit B', epsilon",465,335,330,205,296,9.690338,8.89659,10.119914,8.074369,4.1861927,4.5638942,2.495395,0.73872,0.341633,10.41494
"2644",107293323,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1",143,424,204,139,447,326.657,290.938,277.766,304.343,521.1632,91.91288,487.8988,655.321,725.547,360.465
"2645",107293335,"recombination activating gene 2",0,0,0,0,0,0.353154,0.46423,0.579074,0.398022,0,0,0,0,0.27278,0
"2646",107293339,"proline rich 5 like",2,4,1,3,8,0.6435255,0.9029628,1.0961026,1.0391074,1.63749968,0.7883749,1.24659785,0.612099,0.564388,0.582682
"2647",107293341,"contactin 5",14,22,6,21,48,0,0,0,0,0,0,0.01946889,1.00214,0.591131,1.4989
"2648",107293388,"family with sequence similarity 219 member B",3,13,8,16,10,10.47261,9.191108,10.15868,7.692649,9.057293,1.509863,5.826695,21.05799,24.83584,14.97629
"2649",107293390,"complexin 3",0,0,0,0,0,0,0,0,0,0,0,0.014959,0.356511,0.128038,0.40751
"2650",107293393,"cytochrome c oxidase subunit 5A, mitochondrial",2984,2361,2085,1424,3121,441.028478,484.097055,495.0177,472.911967,134.0045,122.6116,180.8829,535.431727,597.267476,234.842436
"2651",107293394,"mannose phosphate isomerase",401,656,278,254,365,9.8464701,12.234673,11.538694,14.115675,21.0163,18.31588,14.68482,11.23018,14.900216,4.187558
"2652",107293397,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",1,0,0,0,1,0,0.0440928,0.0498447,0,0.802196,0,0.052217,7.53095,6.053,1.76915
"2653",107293402,"ribonuclease H2 subunit B",154,123,107,140,138,0.9327727,0.998609,1.198542,1.621802,6.883230577,8.678850148,11.28499072,16.973944,13.8667787,17.251515
"2654",107293403,"splicing factor 3b subunit 6",1676,1241,917,1003,1087,24.2681654,10.820585,13.8595481,15.363907,23.61136,61.1592,64.5375,94.5987,80.41467,55.64335
"2655",107293406,"ATPase family, AAA domain containing 2B",100,146,107,109,242,7.6512014,6.3704379,8.3651083,6.3081813,1.319385,1.0441595,1.2146868,2.27349,3.2505,1.80302
"2656",107293407,"kelch like family member 29",1,2,1,8,5,0.0733802,0.0638354,0.0481041,0.173173,0.3497976,0.18339,0.0913338,0.479826,0.41553,0.261911
"2657",107293409,"protein phosphatase, Mg2+/Mn2+ dependent 1F",4,4,1,8,9,10.020748,9.18875,9.623018,8.96905,18.448486,0.5502576,2.3357528,5.51643,4.86266,1.53698
"2658",107293411,"cell division cycle 45",1,0,1,1,1,1.3156518,1.169839,1.2544378,1.3520964,0.2366084,0.1079396,0.4045761,0.0283311,0.0258324,0.0173381
"2659",107293413,"peptidylprolyl isomerase like 2",167.61,315.35,167.49,130,190.24,47.4074581,50.175951,48.796332,49.8451493,16.679915,2.422058,8.995316,4.980821,5.466580001,8.86307
"2660",107293415,"topoisomerase (DNA) III beta",10,13,9,9,14,25.047408,37.608035,30.14234942,30.545838,15.585917,0.97132409,5.050810797,12.2307,27.2629,15.692
"2661",107293417,"ubiquitin fusion degradation 1 like (yeast)",90.5,118.71,82.28,99.91,151.62,19.992625,26.421164,26.275711,28.285728,41.717164,33.732102,30.682686,16.8443,18.2924,22.576
"2662",107293418,"chromosome unknown open reading frame, human C22orf39",849,933,549,465,451,41.5094,80.14585,87.4937,70.73733,10.29267,4.259142,12.17635,30.5764,53.5742,30.1625
"2663",107293421,"stromal cell derived factor 2 like 1",93,119,60,285,305,56.1062,61.3152,62.8253,57.1938,101.88725,86.078906,17.9518733,82.5382,54.6377,35.7047
