"","Orthogroup","Species.Tree.Node","Gene.Tree.Node","Support","Type","Genes.1","Genes.2"
"140","OG0001603","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015667045.1, P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1, P_Mucros_pep_XP_015667046.1","P_Mucros_pep_XP_015678615.1"
"141","OG0001603","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015667045.1, P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1","P_Mucros_pep_XP_015667046.1"
"142","OG0001603","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015667045.1","P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1"
"143","OG0001603","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015667048.1","P_Mucros_pep_XP_015667047.1"
"144","OG0001603","N_naja.pep","n13",1,"Terminal","N_naja_pep_Nana21551-RA","N_naja_pep_Nana21551-RC, N_naja_pep_Nana21551-RB"
"145","OG0001603","N_naja.pep","n14",1,"Terminal","N_naja_pep_Nana21551-RC","N_naja_pep_Nana21551-RB"
"146","OG0001613","N0","n0",0.777777777777778,"Non-Terminal","C_familiaris_pep_ENSCAFG00000020225.5, H_sapiens_pep_ENSG00000119408.16, P_troglodytes_pep_ENSPTRG00000021352.7, M_musculus_pep_ENSMUSG00000026749.11, P_Mucros_pep_XP_015683674.1, G_gallus_pep_ENSGALG00000001118.6, X_tropicalis_pep_ENSXETG00000003615.1","M_musculus_pep_ENSMUSG00000026393.10, P_troglodytes_pep_ENSPTRG00000001815.6, H_sapiens_pep_ENSG00000151414.15, C_familiaris_pep_ENSCAFG00000011330.4, A_carolinensis_pep_ENSACAG00000014482.2, N_naja_pep_Nana14995-RA, P_Mucros_pep_XP_015671605.1, G_gallus_pep_ENSGALG00000002216.6, X_tropicalis_pep_ENSXETG00000009378.1"
"147","OG0001635","C_familiaris.pep","n5",1,"Terminal","C_familiaris_pep_ENSCAFG00000031160.2","C_familiaris_pep_ENSCAFG00000010482.4"
"148","OG0001635","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015671781.1","P_Mucros_pep_XP_015671782.1"
"149","OG0001635","G_gallus.pep","n10",1,"Terminal","G_gallus_pep_ENSGALG00000021092.6","G_gallus_pep_ENSGALG00000003025.6"
"150","OG0001635","X_tropicalis.pep","n11",1,"Terminal","X_tropicalis_pep_ENSXETG00000004657.1, X_tropicalis_pep_ENSXETG00000004509.1, X_tropicalis_pep_ENSXETG00000004411.1, X_tropicalis_pep_ENSXETG00000004496.1","X_tropicalis_pep_ENSXETG00000004643.1"
"151","OG0001635","X_tropicalis.pep","n12",1,"Terminal","X_tropicalis_pep_ENSXETG00000004657.1, X_tropicalis_pep_ENSXETG00000004509.1","X_tropicalis_pep_ENSXETG00000004411.1, X_tropicalis_pep_ENSXETG00000004496.1"
"152","OG0001635","X_tropicalis.pep","n13",1,"Terminal","X_tropicalis_pep_ENSXETG00000004657.1","X_tropicalis_pep_ENSXETG00000004509.1"
"153","OG0001635","X_tropicalis.pep","n14",1,"Terminal","X_tropicalis_pep_ENSXETG00000004411.1","X_tropicalis_pep_ENSXETG00000004496.1"
"154","OG0001648","P_Mucros.pep","n8",1,"Terminal","P_Mucros_pep_XP_015673583.1, P_Mucros_pep_XP_029140356.1, P_Mucros_pep_XP_015673582.1","P_Mucros_pep_XP_015673584.1"
"155","OG0001648","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015673583.1, P_Mucros_pep_XP_029140356.1","P_Mucros_pep_XP_015673582.1"
"156","OG0001648","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015673583.1","P_Mucros_pep_XP_029140356.1"
"157","OG0001648","N_naja.pep","n11",1,"Terminal","N_naja_pep_Nana19241-RD, N_naja_pep_Nana19241-RB, N_naja_pep_Nana19241-RA, N_naja_pep_Nana19241-RC","N_naja_pep_Nana19241-RE"
"158","OG0001648","N_naja.pep","n12",1,"Terminal","N_naja_pep_Nana19241-RD, N_naja_pep_Nana19241-RB","N_naja_pep_Nana19241-RA, N_naja_pep_Nana19241-RC"
"159","OG0001648","N_naja.pep","n13",1,"Terminal","N_naja_pep_Nana19241-RD","N_naja_pep_Nana19241-RB"
"160","OG0001648","N_naja.pep","n14",1,"Terminal","N_naja_pep_Nana19241-RA","N_naja_pep_Nana19241-RC"
"161","OG0001790","N_naja.pep","n5",1,"Terminal","N_naja_pep_Nana32106-RD","N_naja_pep_Nana32106-RB, N_naja_pep_Nana32106-RC, N_naja_pep_Nana32106-RA"
"162","OG0001790","N_naja.pep","n6",1,"Terminal","N_naja_pep_Nana32106-RB","N_naja_pep_Nana32106-RC, N_naja_pep_Nana32106-RA"
"163","OG0001790","N_naja.pep","n7",1,"Terminal","N_naja_pep_Nana32106-RC","N_naja_pep_Nana32106-RA"
"164","OG0001790","P_Mucros.pep","n8",1,"Terminal","P_Mucros_pep_XP_015687889.1","P_Mucros_pep_XP_015687882.1"
"165","OG0001790","M_musculus.pep","n10",1,"Terminal","M_musculus_pep_ENSMUSG00000087119.4","M_musculus_pep_ENSMUSG00000079418.3, M_musculus_pep_ENSMUSG00000116318.1"
"166","OG0001790","M_musculus.pep","n11",1,"Terminal","M_musculus_pep_ENSMUSG00000079418.3","M_musculus_pep_ENSMUSG00000116318.1"
"167","OG0001803","N7","n3",0.5,"Non-Terminal","N_naja_pep_Nana09074-RB","P_Mucros_pep_XP_015666649.1, P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1, P_Mucros_pep_XP_029139009.1, N_naja_pep_Nana28032-RB, N_naja_pep_Nana28032-RC, N_naja_pep_Nana28032-RA"
"168","OG0001803","P_Mucros.pep","n5",1,"Terminal","P_Mucros_pep_XP_015666649.1, P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1","P_Mucros_pep_XP_029139009.1"
"169","OG0001803","P_Mucros.pep","n6",1,"Terminal","P_Mucros_pep_XP_015666649.1","P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1"
"170","OG0001803","P_Mucros.pep","n7",1,"Terminal","P_Mucros_pep_XP_015666650.1","P_Mucros_pep_XP_029139010.1"
"171","OG0001803","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana28032-RB","N_naja_pep_Nana28032-RC, N_naja_pep_Nana28032-RA"
"172","OG0001803","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana28032-RC","N_naja_pep_Nana28032-RA"
"173","OG0001805","P_Mucros.pep","n5",1,"Terminal","P_Mucros_pep_XP_015677022.1, P_Mucros_pep_XP_015677021.1, P_Mucros_pep_XP_015677020.1","P_Mucros_pep_XP_015677019.1"
"174","OG0001805","P_Mucros.pep","n6",1,"Terminal","P_Mucros_pep_XP_015677022.1, P_Mucros_pep_XP_015677021.1","P_Mucros_pep_XP_015677020.1"
"175","OG0001805","P_Mucros.pep","n7",1,"Terminal","P_Mucros_pep_XP_015677022.1","P_Mucros_pep_XP_015677021.1"
"176","OG0001805","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana08733-RA","N_naja_pep_Nana08733-RB"
"177","OG0001805","P_troglodytes.pep","n12",1,"Terminal","P_troglodytes_pep_ENSPTRG00000047372.1","P_troglodytes_pep_ENSPTRG00000049306.1, P_troglodytes_pep_ENSPTRG00000017558.4"
"178","OG0001805","P_troglodytes.pep","n13",1,"Terminal","P_troglodytes_pep_ENSPTRG00000049306.1","P_troglodytes_pep_ENSPTRG00000017558.4"
"179","OG0001812","P_troglodytes.pep","n5",1,"Terminal","P_troglodytes_pep_ENSPTRG00000020298.4","P_troglodytes_pep_ENSPTRG00000044688.1"
"180","OG0001812","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015673106.1","P_Mucros_pep_XP_015673108.1, P_Mucros_pep_XP_015673112.1, P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1"
"181","OG0001812","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015673108.1","P_Mucros_pep_XP_015673112.1, P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1"
"182","OG0001812","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015673112.1","P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1"
"183","OG0001812","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015673109.1","P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1"
"184","OG0001812","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015673111.1","P_Mucros_pep_XP_015673110.1"
"185","OG0001814","N0","n0",0.555555555555556,"Non-Terminal","X_tropicalis_pep_ENSXETG00000014070.1, G_gallus_pep_ENSGALG00000001101.6, P_Mucros_pep_XP_015665506.1, P_Mucros_pep_XP_015665508.1, N_naja_pep_Nana06177-RA, P_troglodytes_pep_ENSPTRG00000010209.6, H_sapiens_pep_ENSG00000071655.18, M_musculus_pep_ENSMUSG00000035478.14","C_familiaris_pep_ENSCAFG00000032711.2, X_tropicalis_pep_ENSXETG00000013925.1, P_Mucros_pep_XP_015681640.1, A_carolinensis_pep_ENSACAG00000008739.3, P_troglodytes_pep_ENSPTRG00000010033.6, M_musculus_pep_ENSMUSG00000024513.16, H_sapiens_pep_ENSG00000134046.12"
"186","OG0001814","P_Mucros.pep","n5",1,"Terminal","P_Mucros_pep_XP_015665506.1","P_Mucros_pep_XP_015665508.1"
"187","OG0001829","P_Mucros.pep","n8",1,"Terminal","P_Mucros_pep_XP_015669582.1","P_Mucros_pep_XP_015669581.1"
"188","OG0001829","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015676171.1","P_Mucros_pep_XP_015676156.1"
"189","OG0001837","X_tropicalis.pep","n1",1,"Terminal","X_tropicalis_pep_ENSXETG00000016566.1","X_tropicalis_pep_ENSXETG00000016577.1, X_tropicalis_pep_ENSXETG00000016589.1"
"190","OG0001837","X_tropicalis.pep","n2",1,"Terminal","X_tropicalis_pep_ENSXETG00000016577.1","X_tropicalis_pep_ENSXETG00000016589.1"
"191","OG0001837","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015670976.1","P_Mucros_pep_XP_015670977.1"
"192","OG0001858","N2","n2",0.5,"Non-Terminal","M_musculus_pep_ENSMUSG00000024317.15, C_familiaris_pep_ENSCAFG00000018017.4, H_sapiens_pep_ENSG00000134758.14, P_troglodytes_pep_ENSPTRG00000009956.6","P_troglodytes_pep_ENSPTRG00000041703.2, M_musculus_pep_ENSMUSG00000083695.6"
"193","OG0001858","N_naja.pep","n10",1,"Terminal","N_naja_pep_Nana16255-RA","N_naja_pep_Nana16255-RB, N_naja_pep_Nana16255-RC"
"194","OG0001858","N_naja.pep","n11",1,"Terminal","N_naja_pep_Nana16255-RB","N_naja_pep_Nana16255-RC"
"195","OG0001858","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015677421.1","P_Mucros_pep_XP_015677420.1, P_Mucros_pep_XP_015677419.2"
"196","OG0001858","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015677420.1","P_Mucros_pep_XP_015677419.2"
"197","OG0001873","N_naja.pep","n3",1,"Terminal","N_naja_pep_Nana19813-RB","N_naja_pep_Nana19813-RA"
"198","OG0001873","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015675264.1","P_Mucros_pep_XP_015675265.1, P_Mucros_pep_XP_029140658.1"
"199","OG0001873","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015675265.1","P_Mucros_pep_XP_029140658.1"
"200","OG0001876","X_tropicalis.pep","n1",1,"Terminal","X_tropicalis_pep_ENSXETG00000009825.1","X_tropicalis_pep_ENSXETG00000003661.1"
"201","OG0001876","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015666801.1, P_Mucros_pep_XP_015666800.1, P_Mucros_pep_XP_015666802.1","P_Mucros_pep_XP_015666803.1, P_Mucros_pep_XP_015666804.1"
"202","OG0001876","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015666801.1","P_Mucros_pep_XP_015666800.1, P_Mucros_pep_XP_015666802.1"
"203","OG0001876","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015666800.1","P_Mucros_pep_XP_015666802.1"
"204","OG0001876","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015666803.1","P_Mucros_pep_XP_015666804.1"
"205","OG0001876","N_naja.pep","n13",1,"Terminal","N_naja_pep_Nana14411-RA","N_naja_pep_Nana14411-RB"
"206","OG0001892","N0","n0",0.666666666666667,"Non-Terminal","P_troglodytes_pep_ENSPTRG00000015930.6, H_sapiens_pep_ENSG00000004468.13, M_musculus_pep_ENSMUSG00000029084.5, C_familiaris_pep_ENSCAFG00000015298.5, N_naja_pep_Nana29693-RA, A_carolinensis_pep_ENSACAG00000022948.1, P_Mucros_pep_XP_015677037.1, G_gallus_pep_ENSGALG00000014508.6, X_tropicalis_pep_ENSXETG00000008745.1","X_tropicalis_pep_ENSXETG00000008793.1, G_gallus_pep_ENSGALG00000014509.6, P_troglodytes_pep_ENSPTRG00000015929.4, H_sapiens_pep_ENSG00000109743.11, C_familiaris_pep_ENSCAFG00000015312.4, M_musculus_pep_ENSMUSG00000029082.17"
"207","OG0001900","N_naja.pep","n5",1,"Terminal","N_naja_pep_Nana24527-RA","N_naja_pep_Nana24527-RB"
"208","OG0001900","P_Mucros.pep","n6",1,"Terminal","P_Mucros_pep_XP_015670231.1","P_Mucros_pep_XP_015670238.1"
"209","OG0001900","N2","n7",1,"Non-Terminal","H_sapiens_pep_ENSG00000160214.13, P_troglodytes_pep_ENSPTRG00000013962.5, M_musculus_pep_ENSMUSG00000061032.9, C_familiaris_pep_ENSCAFG00000010646.5","M_musculus_pep_ENSMUSG00000058392.13, C_familiaris_pep_ENSCAFG00000010621.5, P_troglodytes_pep_ENSPTRG00000013958.4, H_sapiens_pep_ENSG00000160208.13"
"210","OG0001930","N7","n6",1,"Non-Terminal","N_naja_pep_Nana03695-RD, N_naja_pep_Nana03695-RB, P_Mucros_pep_XP_015683264.1","P_Mucros_pep_XP_015683192.1, N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF, N_naja_pep_Nana03695-RC, N_naja_pep_Nana03695-RA"
"211","OG0001930","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana03695-RD","N_naja_pep_Nana03695-RB"
"212","OG0001930","N_naja.pep","n10",1,"Terminal","N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF, N_naja_pep_Nana03695-RC","N_naja_pep_Nana03695-RA"
"213","OG0001930","N_naja.pep","n11",1,"Terminal","N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF","N_naja_pep_Nana03695-RC"
"214","OG0001930","N_naja.pep","n12",1,"Terminal","N_naja_pep_Nana03695-RG","N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF"
"215","OG0001930","N_naja.pep","n13",1,"Terminal","N_naja_pep_Nana03695-RE","N_naja_pep_Nana03695-RF"
"216","OG0001932","X_tropicalis.pep","n1",1,"Terminal","X_tropicalis_pep_ENSXETG00000004131.1","X_tropicalis_pep_ENSXETG00000004575.1"
"217","OG0001932","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana09479-RA","N_naja_pep_Nana09479-RB"
"218","OG0001932","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015675193.1","P_Mucros_pep_XP_015675191.1, P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1, P_Mucros_pep_XP_015675190.1"
"219","OG0001932","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015675191.1","P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1, P_Mucros_pep_XP_015675190.1"
"220","OG0001932","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1","P_Mucros_pep_XP_015675190.1"
"221","OG0001932","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015675192.1","P_Mucros_pep_XP_015675189.1"
"222","OG0001933","N_naja.pep","n4",1,"Terminal","N_naja_pep_Nana04049-RE, N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF, N_naja_pep_Nana04049-RG","N_naja_pep_Nana04049-RC"
"223","OG0001933","N_naja.pep","n5",1,"Terminal","N_naja_pep_Nana04049-RE","N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF, N_naja_pep_Nana04049-RG"
"224","OG0001933","N_naja.pep","n6",1,"Terminal","N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF","N_naja_pep_Nana04049-RG"
"225","OG0001933","N_naja.pep","n7",1,"Terminal","N_naja_pep_Nana04049-RH","N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF"
"226","OG0001933","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana04049-RB","N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF"
"227","OG0001933","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana04049-RI","N_naja_pep_Nana04049-RF"
"228","OG0001933","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015681490.1","P_Mucros_pep_XP_015681491.1"
"229","OG0001943","N2","n3",0.5,"Non-Terminal","H_sapiens_pep_ENSG00000282130.1, H_sapiens_pep_ENSG00000185115.6, M_musculus_pep_ENSMUSG00000070520.4","M_musculus_pep_ENSMUSG00000100937.1, C_familiaris_pep_ENSCAFG00000013194.5, H_sapiens_pep_ENSG00000177383.5, P_troglodytes_pep_ENSPTRG00000015697.3"
"230","OG0001943","H_sapiens.pep","n5",1,"Terminal","H_sapiens_pep_ENSG00000282130.1","H_sapiens_pep_ENSG00000185115.6"
"231","OG0001943","N_naja.pep","n11",1,"Terminal","N_naja_pep_Nana10608-RB","N_naja_pep_Nana10608-RA"
"232","OG0001943","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015670427.1","P_Mucros_pep_XP_015670426.1, P_Mucros_pep_XP_015670425.1"
"233","OG0001943","P_Mucros.pep","n13",1,"Terminal","P_Mucros_pep_XP_015670426.1","P_Mucros_pep_XP_015670425.1"
"234","OG0002057","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana19932-RD","N_naja_pep_Nana19932-RC, N_naja_pep_Nana19932-RB, N_naja_pep_Nana19932-RA"
"235","OG0002057","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana19932-RC, N_naja_pep_Nana19932-RB","N_naja_pep_Nana19932-RA"
"236","OG0002057","N_naja.pep","n10",1,"Terminal","N_naja_pep_Nana19932-RC","N_naja_pep_Nana19932-RB"
"237","OG0002057","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015678938.1, P_Mucros_pep_XP_015678937.1","P_Mucros_pep_XP_015678939.1"
"238","OG0002057","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015678938.1","P_Mucros_pep_XP_015678937.1"
"239","OG0002071","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015677144.1, P_Mucros_pep_XP_015677147.1","P_Mucros_pep_XP_015677146.1"
"240","OG0002071","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015677144.1","P_Mucros_pep_XP_015677147.1"
"241","OG0002108","H_sapiens.pep","n5",1,"Terminal","H_sapiens_pep_ENSG00000076554.15","H_sapiens_pep_ENSG00000276418.5"
"242","OG0002108","N3","n6",0.5,"Non-Terminal","N_naja_pep_Nana16513-RD, N_naja_pep_Nana16513-RC, P_Mucros_pep_XP_015687544.1, P_Mucros_pep_XP_015687542.1","P_Mucros_pep_XP_015687543.1, A_carolinensis_pep_ENSACAG00000029182.1, G_gallus_pep_ENSGALG00000040167.2, N_naja_pep_Nana14310-RA"
"243","OG0002108","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana16513-RD","N_naja_pep_Nana16513-RC"
"244","OG0002108","P_Mucros.pep","n9",1,"Terminal","P_Mucros_pep_XP_015687544.1","P_Mucros_pep_XP_015687542.1"
"245","OG0002113","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana16417-RD, N_naja_pep_Nana16417-RE, N_naja_pep_Nana16417-RA","N_naja_pep_Nana16417-RF"
"246","OG0002113","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana16417-RD, N_naja_pep_Nana16417-RE","N_naja_pep_Nana16417-RA"
"247","OG0002113","N_naja.pep","n10",1,"Terminal","N_naja_pep_Nana16417-RD","N_naja_pep_Nana16417-RE"
"248","OG0002113","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015679898.1, P_Mucros_pep_XP_015679896.1","P_Mucros_pep_XP_015679899.1"
"249","OG0002113","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015679898.1","P_Mucros_pep_XP_015679896.1"
"250","OG0002128","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana15115-RC, N_naja_pep_Nana15115-RB","N_naja_pep_Nana15115-RA"
"251","OG0002128","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana15115-RC","N_naja_pep_Nana15115-RB"
"252","OG0002128","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015668607.1, P_Mucros_pep_XP_015668610.1, P_Mucros_pep_XP_015668609.1","P_Mucros_pep_XP_015668606.1"
"253","OG0002128","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015668607.1, P_Mucros_pep_XP_015668610.1","P_Mucros_pep_XP_015668609.1"
"254","OG0002128","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015668607.1","P_Mucros_pep_XP_015668610.1"
"255","OG0002137","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana11195-RB, N_naja_pep_Nana11195-RA","N_naja_pep_Nana11195-RC"
"256","OG0002137","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana11195-RB","N_naja_pep_Nana11195-RA"
"257","OG0002137","P_Mucros.pep","n10",1,"Terminal","P_Mucros_pep_XP_015669305.1, P_Mucros_pep_XP_015669307.1, P_Mucros_pep_XP_015669304.1","P_Mucros_pep_XP_015669306.1"
"258","OG0002137","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015669305.1","P_Mucros_pep_XP_015669307.1, P_Mucros_pep_XP_015669304.1"
"259","OG0002137","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015669307.1","P_Mucros_pep_XP_015669304.1"
"260","OG0002185","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana19733-RD, N_naja_pep_Nana19733-RA, N_naja_pep_Nana19733-RC","N_naja_pep_Nana19733-RB"
"261","OG0002185","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana19733-RD, N_naja_pep_Nana19733-RA","N_naja_pep_Nana19733-RC"
"262","OG0002185","N_naja.pep","n10",1,"Terminal","N_naja_pep_Nana19733-RD","N_naja_pep_Nana19733-RA"
"263","OG0002185","P_Mucros.pep","n11",1,"Terminal","P_Mucros_pep_XP_015673602.1, P_Mucros_pep_XP_015673601.1","P_Mucros_pep_XP_015673600.1"
"264","OG0002185","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015673602.1","P_Mucros_pep_XP_015673601.1"
"265","OG0002191","N_naja.pep","n6",1,"Terminal","N_naja_pep_Nana26805-RD, N_naja_pep_Nana26805-RC","N_naja_pep_Nana26805-RB"
"266","OG0002191","N_naja.pep","n7",1,"Terminal","N_naja_pep_Nana26805-RD","N_naja_pep_Nana26805-RC"
"267","OG0002191","P_troglodytes.pep","n11",1,"Terminal","P_troglodytes_pep_ENSPTRG00000046749.1, P_troglodytes_pep_ENSPTRG00000049416.1","P_troglodytes_pep_ENSPTRG00000005173.6"
"268","OG0002191","P_troglodytes.pep","n12",1,"Terminal","P_troglodytes_pep_ENSPTRG00000046749.1","P_troglodytes_pep_ENSPTRG00000049416.1"
"269","OG0002205","P_Mucros.pep","n5",1,"Terminal","P_Mucros_pep_XP_015680834.1, P_Mucros_pep_XP_015680838.1, P_Mucros_pep_XP_015680839.1","P_Mucros_pep_XP_015680848.1"
"270","OG0002205","P_Mucros.pep","n6",1,"Terminal","P_Mucros_pep_XP_015680834.1, P_Mucros_pep_XP_015680838.1","P_Mucros_pep_XP_015680839.1"
"271","OG0002205","P_Mucros.pep","n7",1,"Terminal","P_Mucros_pep_XP_015680834.1","P_Mucros_pep_XP_015680838.1"
"272","OG0002205","N_naja.pep","n8",1,"Terminal","N_naja_pep_Nana25852-RA, N_naja_pep_Nana25852-RC","N_naja_pep_Nana25852-RB"
"273","OG0002205","N_naja.pep","n9",1,"Terminal","N_naja_pep_Nana25852-RA","N_naja_pep_Nana25852-RC"
"274","OG0002210","P_troglodytes.pep","n5",1,"Terminal","P_troglodytes_pep_ENSPTRG00000050876.1, P_troglodytes_pep_ENSPTRG00000044924.1, P_troglodytes_pep_ENSPTRG00000048049.1, P_troglodytes_pep_ENSPTRG00000048495.1","P_troglodytes_pep_ENSPTRG00000013795.7"
"275","OG0002210","P_troglodytes.pep","n6",1,"Terminal","P_troglodytes_pep_ENSPTRG00000050876.1, P_troglodytes_pep_ENSPTRG00000044924.1","P_troglodytes_pep_ENSPTRG00000048049.1, P_troglodytes_pep_ENSPTRG00000048495.1"
"276","OG0002210","P_troglodytes.pep","n7",1,"Terminal","P_troglodytes_pep_ENSPTRG00000050876.1","P_troglodytes_pep_ENSPTRG00000044924.1"
"277","OG0002210","P_troglodytes.pep","n8",1,"Terminal","P_troglodytes_pep_ENSPTRG00000048049.1","P_troglodytes_pep_ENSPTRG00000048495.1"
"278","OG0002210","P_Mucros.pep","n12",1,"Terminal","P_Mucros_pep_XP_015669611.1","P_Mucros_pep_XP_015669612.1"
"279","OG0002214","N_naja.pep","n5",1,"Terminal","N_naja_pep_Nana18210-RA","N_naja_pep_Nana18210-RB"
"280","OG0002214","P_Mucros.pep","n6",1,"Terminal","P_Mucros_pep_XP_015687294.1","P_Mucros_pep_XP_015687292.1"
"281","OG0002214","C_familiaris.pep","n10",1,"Terminal","C_familiaris_pep_ENSCAFG00000010782.2","C_familiaris_pep_ENSCAFG00000007880.4"
"282","OG0002214","P_troglodytes.pep","n11",1,"Terminal","P_troglodytes_pep_ENSPTRG00000016632.6","P_troglodytes_pep_ENSPTRG00000049835.1, P_troglodytes_pep_ENSPTRG00000049435.1"
"283","OG0002214","P_troglodytes.pep","n12",1,"Terminal","P_troglodytes_pep_ENSPTRG00000049835.1","P_troglodytes_pep_ENSPTRG00000049435.1"
"284","OG0002235","N_naja.pep","n5",1,"Terminal","N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD, N_naja_pep_Nana05408-RE, N_naja_pep_Nana05408-RC","N_naja_pep_Nana05408-RB"
"285","OG0002235","N_naja.pep","n6",1,"Terminal","N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD, N_naja_pep_Nana05408-RE","N_naja_pep_Nana05408-RC"
"286","OG0002235","N_naja.pep","n7",1,"Terminal","N_naja_pep_Nana05408-RA, N_naja_pep_Nana05408-RD","N_naja_pep_Nana05408-RE"
