"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_kidn_1","Mus_kidn_2","Mus_kidn_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Canis_kidn_1","Canis_kidn_2","Canis_kidn_3"
"2356",107291954,"leucyl-tRNA synthetase",1560.59,353.24,481.89,684.5,944.86,431.23,355.91,320.24,553.5,542.57,467.53,464.96,320.19,577.86,411.18,464.04,745.83,996.16,501.43,670.94,349.93,430.17,944.02,384.69,1279.32,442.2,678.55,528.19,496.51,654.49,10.95207232,10.391329,9.838893,36.996629,26.58788944,60.071365,11.84960502,11.737621,12.81735936
"2357",107291965,"RNA binding motif protein 27",184,209,273,192,149,90,77,72,206,92,195,143,70,111,78,121,86,116,171,70,84,119,424,186,301,236,168,158,216,139,4.391617,4.408007,4.321385,4.14446,0.391667,0.705407,7.7728296,13.38431121,9.106324
"2358",107291984,"spleen tyrosine kinase",134,439,471,83,68,59,15,82,79,36,424,158,194,64,99,77,54,51,312,71,40,293,302,194,197,260,111,30,128,65,3.1255138,3.3154515,3.1007029,10.25447,9.471203,9.745358,0.340671,8.894152,0.8960825
"2359",107291994,"MAK16 homolog",253,171,214,192,145,166,39,63,155,57,99,285,102,95,60,84,74,60,198,62,57,106,230,147,243,281,111,307,138,192,3.172183,3.420267,3.494877,7.589294,3.105607,8.726202,32.94366,79.2491,58.87677
"2360",107291995,"dihydropyrimidinase like 3",85,320,291,93,63,74,42,40,233,43,217,201,203,74,139,71,62,40,306,100,94,198,575,239,203,131,92,49,189,69,6.31421,5.55482,5.87826,4.242949,6.71444,3.891766,27.61631,10.43466,19.89707
"2361",107291999,"synaptotagmin 12",0,11,35,2,3,11,1,2,7,0,2,19,4,6,4,1,0,0,15,2,0,19,35,4,4,2,3,1,17,0,5.5117371,4.3531557,4.3723846,0.2307563,0.3533516,0.3042613,0.390861,4.1404,0.276603
"2362",107292000,"glyoxalase I",2660,1574,1614,1670,1332,1157,698,851,1413,866,1015,1348,956,1137,717,705,1127,745,1825,671,916,1157,1484,1656,1945,1936,1198,867,2119,1187,60.4220375,63.968912,62.785796,25.4015,24.6417,72.324572,102.486,252.831,103.333
"2363",107292001,"BTB domain containing 9",408,499,549,285,298,306,106,234,325,177,562,479,297,234,192,320,262,215,513,210,228,483,727,383,489,585,394,70,353,179,21.8600202,15.73806615,15.91645564,30.63558,6.262514,5.604199,11.0568,15.2918,8.32332
"2364",107292025,"COMM domain containing 9",321,252,374,164,173,212,79,140,273,114,214,201,129,108,83,121,100,93,356,87,132,175,308,275,259,265,130,403,351,160,76.54194,80.020885,84.69469,39.264604,64.725978,47.41847941,161.56043,158.0859,106.010716
"2365",107292027,"SAM pointed domain containing ETS transcription factor",1628,273,215,550,963,406,552,699,463,554,450,909,307,456,492,508,871,795,1360,498,417,847,272,453,1068,1102,651,560,173,878,0.0876891,0.1414157,0.055456,0.186754,0.215385,0.0963545,0,0,0
"2366",107292029,"protein kinase C and casein kinase substrate in neurons 1",22,19,16,5,10,4,10,4,23,8,28,25,7,11,6,10,5,8,41,7,10,16,22,33,19,9,9,3,17,5,1.172758001,1.248741,1.179617,5.121330001,0.714661052,4.638940103,1.3876037,3.7709583,4.6774404
"2367",107292039,"ATR serine/threonine kinase",66.88,95,117.26,49.49,29,68,10,35.59,60.65,21.97,105.46,51.67,107.06,21.62,25,30,27.55,20,82.67,24.03,26.4,139.85,230.38,89.78,117.49,94.7,26.73,12,86.11,49.91,2.2414039,1.945364638,1.6852957,5.053571,3.860429,12.2251,3.077091129,4.982061019,1.920987835
"2368",107292041,"VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)",1157,887,1090,883,684,523,451,484,556,483,742,934,429,443,716,463,713,649,702,495,571,598,1397,762,946,738,684,449,574,643,6.1839289,7.9917423,8.3723401,6.09172,4.927674,18.034816,28.1887,0.266542,28.6769
"2369",107292048,"mastermind like domain containing 1",4,17.99,20,5,6,4.06,6,7.66,5.96,6,8,16,14,4,3,5,3,9,13.2,6.62,3,13,33,11,10.68,13,10,15,12,1,1.490607,1.439662,1.54616,0.574734,2.343612,0.670946019,3.04699,0.157938,2.914506
"2370",107292059,"sorting nexin 3",269,566,637,304,141,331,88,166,445,118,334,492,297,161,166,193,91,87,462,169,189,369,601,375,328,515,233,201,357,224,274.442549,279.46312,280.1152,137.86354,51.80344,193.5128,173.5345,566.0644,234.2695
"2371",107292060,"osteopetrosis associated transmembrane protein 1",408,466,548,321,243,254,129,251,319,120,303,317,250,170,257,161,189,200,328,210,191,297,808,281,393,393,284,149,315,222,10.243026,10.71114,10.204673,20.951158,5.694389,46.275498,33.07063,61.68206,16.28321
"2372",107292072,"exocyst complex component 3",388,668,729,639,195,670,154,513,366,331,481,701,392,218,296,232,281,362,548,223,488,957,1407,562,359,988,333,101,919,271,38.683079,42.624803,41.536509,66.06824,72.56544,33.88681,23.0652,23.7708,17.2786
"2373",107292079,"serine/threonine kinase 32A",14,28,17,3,7,11,1,2,10,1,6,7,13,7,7,7,1,1,17,7,8,10,12,8,7,7,7,1,10,7,1.418389,1.4454507,2.0246522,3.554544,1.345405,6.879473,0,0.100737,0.135212
"2374",107292086,"peptidase (mitochondrial processing) alpha",67.46,80.62,67.61,42.62,25.99,32.75,12.31,18,35,14.37,37.42,78.29,24.25,16.24,22.3,30,15,12.37,58.64,16,18.56,40.92,38.54,48.18,70,44.24,35,89.95,41.38,39.61,40.97156,40.15232,38.015893,60.07318,58.61967,55.89799,24.302,0.141852,15.7077
"2375",107292088,"eukaryotic elongation factor 2 kinase",137,262,201,57,182,145,149,144,69,138,229,301,150,92,104,108,133,82,158,214,139,222,648,252,264,81,189,116,191,46,4.860762,3.953212,4.475641,1.078610431,0.616887158,0.132282355,5.56261,13.0436,4.43781
"2376",107292095,"chromosome unknown open reading frame, human C16orf52",1,2,5,2,1,2,0,0,4,0,2,3,2,2,0,3,0,0,4,0,0,2,7,3,3,0,1,1,4,4,15.395957,17.060305,18.285651,3.9697,2.301714,8.616522,10.4569,30.0628013,13.53685
"2377",107292096,"von Willebrand factor A domain containing 3A",10,60,33,23,29,52,7,39,35,50,47,26,30,5,0,51,6,7,119,23,22,87,62,72,22,34,10,8,78,0,0.543502,0.552051,0.651882,0,0.4540096,0.2647548,0.480464,0.400471,1.38518
"2378",107292103,"transmembrane protein 241",388,57,86,173,166,78,71,44,106,62,59,102,22,82,64,57,92,145,93,65,48,51,149,67,155,54,150,138,61,112,6.859359465,7.00104,7.333009,3.311359,4.250845,2.554797,10.717324,17.6505,12.3360707
"2379",107292104,"polypeptide N-acetylgalactosaminyltransferase 6",104,424,651,81,190,337,34,193,189,87,605,199,416,180,85,236,87,64,779,222,138,738,1686,544,661,324,272,11,470,15,0.8224699,1.057355,1.0305622,2.064178125,1.5941513,1.857031011,5.115017,13.13674,2.489555
"2380",107292106,"DAZ associated protein 2",1366,1702,2000,801,916,1158,411,893,1022,618,1404,1457,945,789,689,802,614,607,2012,822,637,1530,2299,1962,2133,1086,1152,535,1539,521,377.82737,380.911212,383.25126,413.2495,357.5236,401.4898,333.8972,663.043,400.4182
"2381",107292107,"small cell adhesion glycoprotein",537,399,761,511,545,296,153,167,796,316,259,743,261,267,257,196,406,407,528,288,233,320,1286,577,550,454,384,465,378,445,128.272899,120.93223,126.05386,9.170885,30.35269,15.79691,145.183,741.34,419.592
"2382",107292108,"transcription factor CP2",355,318,474,254,255,379,187,170,325,190,304,421,211,198,270,205,254,265,519,212,244,233,542,273,470,343,356,213,405,196,17.322773,16.901301,17.396604,13.833515,10.366468,17.14031,32.864626,25.657576,25.429186
"2383",107292113,"CLPTM1-like",2535,534,738,1848,1395,455,759,698,897,686,695,505,381,974,861,911,1082,1039,618,867,647,480,709,595,1355,667,1011,681,457,1411,106.8125311,110.042279,104.012818,133.6360601,138.3097963,217.497745,53.7631,43.8081,43.7099
"2384",107292114,"telomerase reverse transcriptase",4,51,33,3,25,6,5,25,25,6,22,11,25,9,13,9,6,3,29,7,15,37,49,24,18,26,7,3,26,6,4.283635,4.9672561,4.4472482,0.0294506,0.0333704,0,1.314454,2.26777087,0.633803
"2385",107292116,"lysophosphatidylcholine acyltransferase 1",2,10,12,2,0,6,2,1,6,3,9,5,3,2,2,2,0,0,3,4,0,9,1,1,3,11,4,0,5,2,13.654405,13.570231,11.584899,5.14805,8.1916761,3.482127,1.253133,6.311891,6.088458
"2386",107292119,"nuclear transcription factor, X-box binding like 1",221,77,92,128,95,53,121,79,151,104,61,90,47,84,92,103,132,134,90,100,71,54,117,89,135,94,116,157,77,173,4.7513341,4.396343,4.197734,2.047226,0.6647846,4.003181,4.177878,4.597558,3.6354759
"2387",107292120,"major facilitator superfamily domain containing 6",139,211,266,73,109,144,83,149,60,98,239,109,234,86,59,158,158,114,218,154,110,245,605,196,215,157,156,36,253,50,6.38382,6.9182017,7.1538283,8.668255,2.065244,9.916815952,3.640591012,7.413274,4.674986229
"2388",107292133,"leucine rich repeat containing 7",0,16,7,2,7,2,0,5,2,1,2,0,0,1,2,1,0,0,2,0,5,2,2,4,11,8,4,2,8,0,2.74018,2.35546,3.54131,0.3625403,0.1959888,3.035156,0.00755316,0,0.0542818
"2389",107292134,"leucine rich repeat containing 40",121.46,212.07,353.8,206.63,40,202.34,42,85,274.31,68.89,153.99,110.01,213.58,78.68,91.63,129.63,137.9,67.71,287.72,90.71,99.72,296.88,328.68,89.4,153.49,172.51,128.69,44,226.62,96.43,5.629823,4.73754,5.0210723,3.12068,0.458068,11.2219,8.58197,0,10.4005
"2390",107292135,"CTR9 homolog, Paf1/RNA polymerase II complex component",827,701,769,427,548,589,268,352,567,358,722,549,449,440,436,514,407,540,811,486,244,564,1272,666,996,448,518,324,667,444,9.164186,9.345105,9.4697179,18.95577,10.33725,19.53704,14.106,16.4335,11.1363
"2391",107292137,"ring finger protein 141",1070,868,919,722,644,563,346,595,718,515,477,614,388,453,620,413,512,517,775,608,480,375,1122,687,1082,695,879,264,535,407,16.237537,15.8226224,10.470168,22.8002743,7.2959025,31.204152,18.863056,35.518814,24.772512
"2392",107292148,"sorting nexin 9",57.8,94.55,143.67,37.89,20.83,72.13,6.13,27.25,60.26,42.32,86.81,24.52,35.5,30.7,51.27,11.14,25.45,42.51,90.55,41.64,23.57,68.68,91.99,50.83,42.78,79.48,58.21,7.84,34.89,34.48,41.09755,38.23468,39.31872,33.694,10.371386,38.31111,59.372579,29.400635,30.294823
"2393",107292150,"chitinase domain containing 1",426,149,213,173,163,133,120,176,175,73,147,234,68,136,338,185,159,94,314,140,192,136,74,213,247,117,294,109,123,104,24.6417458,23.9024475,27.6906208,144.4261,162.2287,114.1072,65.557668,20.796694,49.525261
"2394",107292157,"kelch like family member 31",29,220,129,104,97,434,21,78,34,75,130,26,58,49,46,37,12,7,91,46,16,303,42,138,193,162,56,8,334,5,0.715339,0.735603,0.814138,0.208422,0.0524932,0.250912,1.44356,3.37051,1.57595
"2395",107292158,"glutamate-cysteine ligase catalytic subunit",3276.84,1251.1,2064.38,1584.27,1081.51,1004.53,341.26,676.93,836.53,814.68,1457.63,1547.5,1122.32,829.51,554.8,542.87,1377.32,1218.02,1390.47,416.5,576.69,1284.92,4328.16,1397.55,2644.01,1378.08,1463.79,336.82,1985.3,625.51,60.38,63.218724,61.81684,38.583886,11.72878776,35.52100558,35.0177,68.4263,10.5353
"2396",107292169,"sphingosine-1-phosphate lyase 1",774,1086,1146,667,462,359,490,686,964,393,1025,607,644,481,962,439,666,541,1228,718,479,809,1409,963,558,520,690,680,487,384,27.862722,28.4579127,28.118762,26.1612,14.47856,19.56933,8.879708,12.0911,9.806642
"2397",107292171,"pterin-4 alpha-carbinolamine dehydratase 1",760,419,204,647,479,241,327,240,581,167,238,214,75,423,246,188,245,324,331,202,371,110,330,239,335,267,245,654,98,412,304.75562,304.82745,295.06604,392.972,278.0055,480.2736,335.15,241.187,308.357
"2398",107292174,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",71,109,137,49,35,37,30,39,51,25,225,66,76,42,31,34,36,41,92,46,41,134,221,84,88,154,47,13,108,63,4.16293,5.693124,6.347416,6.61438,1.96068,13.826482,11.337202,16.2447156,35.3198
"2399",107292182,"dishevelled-binding antagonist of beta-catenin 1",5,8,0,5,2,4,2,0,12,1,5,3,6,2,1,1,2,0,5,5,0,4,10,1,11,2,8,1,1,1,3.20736,2.785679,3.10023,1.722933,3.593827,2.658327,2.51023,0,1.29438
"2400",107292185,"KIAA0586 ortholog",45,152,177,64,96,112,63,187,118,58,223,93,151,87,33,170,63,46,269,115,82,391,485,337,170,108,134,31,129,55,2.037281,1.633771,1.679874,5.569126701,2.7338262,6.51258589,1.271170205,0.01068914,1.843745364
"2401",107292188,"proteasome subunit alpha 3",5929,3268,3916,6136,4292,2579,1465,2113,3799,2077,2965,3112,2942,2300,1402,1851,2766,2338,3943,1396,1986,3838,4727,4100,4380,4915,2561,7297,4428,5835,23.710087,26.126035,20.530898,55.792365,22.367962,134.4900208,76.4942,342.0989,144.5315
"2402",107292194,"SLIT-ROBO Rho GTPase activating protein 3",86,121,174,478,54,67,58,101,111,63,165,366,64,62,88,102,74,556,201,109,63,137,248,228,442,397,377,53,100.99,93,4.522418,4.059762,4.643148,3.827594,6.114766,3.903365,1.22871,0.801981,0.4657015
"2403",107292196,"cytokine receptor-like factor 3",7,18,17,5,6,12,4,12,15,12,26,5,8,14,5,6,6,4,16,11,3,35,49,9,26,8,5,4,15,1,6.838199927,6.631061,7.035844,7.180071,7.827731,9.005058,2.51942,9.552298,5.50028
"2404",107292198,"UTP6, small subunit processome component",805,218,353,378,428,207,132,162,188,241,293,272,141,281,124,166,218,329,204,166,213,331,438,353,663.99,274,276,217,235,235.99,9.46466,7.3602081,6.7268341,18.34507,11.76376,39.42592,4.422586,0.0210265,9.63933
"2405",107292200,"RIO kinase 3",3853,5640,7727,3016,1779,2760,657,1337,2905,814,2635,2295,2539,1311,2013,1805,845,1089,4553,1427,1167,2665,3895,2260,2934,4995,3485,538,3207,1117,38.35816,30.70817,49.358868,18.17678595,7.520015005,45.5859938,10.762953,0.0306996,14.065424
"2406",107292201,"endo-beta-N-acetylglucosaminidase",18,28,27,18,18,18,20,5,21,13,10,22,4,18,12,38,23,9,52,11,6,6,17,20,54,9,18,45,18,44,9.26675,9.706143,9.306483,21.02686,11.66713,15.34661,3.20239,0.101823,0.993525
"2407",107292204,"TIMP metallopeptidase inhibitor 2",245,571,479,181,145,258,109,144,416,140,550,362,374,179,178,174,182,174,724,263,113,623,1142,322,542,221,356,28,459,172,55.8215,56.5107,54.7366,29.52307678,72.20841601,34.776341,57.2297,0,64.806
"2408",107292211,"retinol binding protein 2",9,21,21,15,5,15,0,8,16,7,12,9,8,8,10,4,2,10,12,3,5,8,9,15,18,26,14,17,31,6,0.179148,0,0,0.204532,1.17944,1.35989,7.48028,4.7293244,1.48772
"2409",107292213,"small nuclear ribonucleoprotein, U11/U12 48KDa subunit",254,308,287,309,165,228,95,131,261,104,206,287,243,141,163,191,166,99,434,93,186,310,260,260,243,364,175,136,192,107,13.618009,12.252363,14.28401,3.78722,1.00213,5.214413,10.6584,17.4516,20.5799
"2410",107292216,"chromosome unknown open reading frame, human C20orf194",1,4,5,4,0,1,4,2,7,4,6,1,2,4,1,1,0,1,6,2,2,10,7,6,13,1.92,2,1,9,4,54.5615832,62.3055694,58.585359,7.13358,4.993682,11.4009093,12.0098,4.89231,6.28088
"2411",107292228,"hematological and neurological expressed 1-like",243,70,75,138,175,64,82,91,108,85,82,124,51,77,60,64,83,134,104,37,29,59,198,33,137,43,107,119,108,128,19.4167587,17.6931091,17.3709631,26.48512,29.67599,36.50655,29.1854,0.0582296,25.08016
"2412",107292240,"armadillo repeat containing 2",142,205,171,85,55,110,29,82,113,60,141,93,104,50,56,98,70,50,168,95,78,266,188,110,113,197,83,24,90,44,0.666275602,0.42470395,0.6774797,1.284289,2.963899,2.714485,0.169993,0.881214,0.39985
"2413",107292241,"sestrin 1",220,557,404,222,130,288,69,154,346,106,265,321,129,102,179,108,295,186,456,168,136,199,524,345,173,283,253,68,326,120,9.068615,9.092858,9.115449,5.98555,4.835758,16.850952,12.06404,26.63062,12.80212
"2414",107292244,"BOC cell adhesion associated, oncogene regulated",442,1128,1998,386,419,503,276,219,582,258,773,644,939,340,376,439,414,445,951,538,250,1276,3778,548,868,374,459,203,808,421,6.71091,6.17034,6.52865,5.5576642,5.441723,5.480481,1.255262,3.631106933,3.7133165
"2415",107292247,"coatomer protein complex subunit beta 2 (beta prime)",12006,3086,4580,3660,5092,2286,2911,2204,2615,2599,2579,3544,2019,3358,2011,2550,4700,5311,3236,3709,2318,2879,8002,2928,7505,2794,4547,1245,2644,4058,28.6240562,31.2059101,29.121651,56.22852,37.07157,92.85408,36.4377,46.3218,39.5393
"2416",107292248,"Rho GTPase activating protein 32",42,57,106,49,49,40,23,42,71,34,66,70,79,46,25,33,32,37,90,40,26,63,356,134,80,54,54,56,82,70,9.780134,8.398095,9.353064,5.324052041,3.776132,6.194124,4.8116517,5.072423104,1.429735528
"2417",107292255,"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)",0,8,0,0,5,7,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,7,4,5,4,2,0,3,1,31.16046,28.86203,30.51428,0.0513802,0.0393182,0.16017,0,0,0
"2418",107292256,"four and a half LIM domains 5",9,15,11,9,3,14,2,3,11,1,18,8,5,6,5,4,10,1,21,7,2,15,14,9,12,15,10,2,4,4,0,0.088194,0,0.77426,0.572334,1.306286,2.85509,9.87537,23.0731
"2419",107292257,"UFM1-specific ligase 1",3395,1648,1696,921,1140,1506,805,670,1060,558,913,2764,525,804,1409,788,786,582,1615,771,617,693,1000,867,2290,920,2274,1085,983,592,3.558921,3.521866,3.70348,8.02542,2.135167,18.8713,7.2365,8.13068,7.30859
"2420",107292258,"mitochondrial ribosomal protein S22",421,381,466,359,270,249,163,189,313,130,178,450,321,204,166,158,163,178,385,151,146,396,489,272,385,427,263,248,284,298,17.058347,15.495919,15.80932,34.15332,14.24442,61.54158,11.2144,14.5126,15.8651
"2421",107292259,"isoleucyl-tRNA synthetase",2895,1164,1456,1441,1231,1051,762,802,1251,893,992,860,771,965,822,822,1535,1415,985,1505,701,1082,2781,964,2471,1137,1278,852,1327,1296,13.40558474,14.60222955,13.30973569,23.96719,15.97454,43.46317,10.5852,10.78422,11.0999
"2422",107292261,"mediator complex subunit 30",299,179,205,310,196,161,112,150,199,157,218,180,173,173,131,201,180,114,224,96,188,214,178,229,242,266,241,555,224,176,34.4507,27.8107,36.0128,3.01765,1.54679,4.710698,28.395874,34.320191,30.2182017
"2423",107292272,"hydroxysteroid (11-beta) dehydrogenase 1",637,105,51,306,180,203,253,387,197,169,101,233,17,198,852,558,859,223,62,710,367,46,164,39,361,31,687,86,13,121,94.861517,89.006279,87.502597,0.847713,1.576756,0.5831618,16.118505,0,96.35865
"2424",107292275,"cat eye syndrome chromosome region, candidate 2",0,13,10,10,2,5,2,11,4,4,2,1,3,5,1,2,0,3,4,5,1,5,7,1,20,11,2,4,5,6,3.010766,3.7683784,3.450337,0.968739,1.0799635,0.77542,1.036834,1.253408,0.842893
"2425",107292277,"microtubule associated monooxygenase, calponin and LIM domain containing 3",256,1504,845,305,327,1013,108,337,436,315,827,308,554,249,235,236,164,161,745,294,163,758,1103,1012,1124,829,321,163,1634,107,11.60823373,13.0321331,10.5577518,47.7387,28.75069,14.41189,4.799106042,7.051610131,3.671595
"2426",107292279,"BCL2 like 13",71,40,397,140,215,235,34,154,106,195,120,42,64,148,38,68,163,368,81,58,121,107,1004,448,105,142,293,80,284,90,21.710351,24.601176,22.824809,44.96205464,26.83636528,60.8170461,12.8867,35.7832,15.57
"2427",107292280,"ATPase H+ transporting V1 subunit E1",1611,839,939,1341,863,614,341,562,735,483,586,805,562,539,497,519,460,412,1315,393,590,786,891,782,1310,1179,782,978,862,1251,265.815555,263.009529,271.66799,243.0080977,113.136901,343.582982,201.413912,583.00494,273.228629
"2428",107292282,"GA binding protein transcription factor alpha subunit",1407,4412,4205.99,1309,720,1685,460,889,1037,560,1517,662,1393,879,1201,1067,538,500,2433,1042,663,1775,3010,3170,2666,2370,1756,157,1216,657,8.182137,8.225357,6.9505702,4.390686,1.997186,10.485336,9.2387,17.097,10.831
"2429",107292289,"Kruppel-like factor 4 (gut)",9,50,32,10,19,17,3,12,21,10,27,19,42,5,2,15,5,3,19,14,19,51,71,26,25,47,3,5,42,3,6.58637,6.759453,6.964086,5.459993,4.64963,7.776671,2.47573,15.8349,16.6901
"2430",107292291,"RAD23 homolog B, nucleotide excision repair protein",2246.01,2155,2446,1594,1156,2163,644,902.01,1506,829,1941,1306.01,1034,920,1154,972,1199,1033,2682,1467,939,1395,1612,1641,1920,2124.01,1281,1052,1921,1293,103.2438145,102.2064767,107.68797,43.5656,22.042028,66.33194,37.7762,72.3863,53.5567
"2431",107292294,"lysophospholipase like 1",256,445,578,251,121,270,44,123,250,90,265,246,266,145,189,157,93,99,613,143,163,347,407,461,279,572,240,93,319,119,87.9527,81.91017,86.824,23.562916,8.81026,84.559873,5.45075,39.415526,8.51142
"2432",107292309,"ankyrin repeat domain 55",0,6,4,0,0,0,0,0,21,0,5,11,4,1,4,0,0,0,0,0,1,6,27,4,1,1,0,1,2,0,0.1881793,0.1125096,0.089414,0.207913,0.8224598,0.629173,1.15118,0.926778,1.930204
"2433",107292312,"MIER family member 3",115,239,251,111,88,114,31,57,112,43,144,55,101,52,88,76,94,75,130,88,64,138,301,102,166,161,115,14,151,64,3.968980334,3.3951309,3.440107712,4.176784,0.972378761,9.668005,3.89,4.752639,3.5829
"2434",107292324,"sortilin-related receptor, L(DLR class) A repeats containing",27,138,161,45.93,21,58,6,44,63,15,118,62,144,23,21,48,14,12,83,44,38,124,276.59,117,44,54,23,13,138.98,26,41.14444,42.26845,42.74393,15.965601,9.219741,16.1998069,7.231346203,3.315253,9.556746
"2435",107292326,"cytotoxic and regulatory T-cell molecule",5,3,2,0,4,1,2,3,1,0,30,3,2,8,3,1,3,5,5,2,0,20,5,9,2,6,4,0,0,2,0.0668277,0.119671995,0.1132736,0.551642,0.12357,0.1503849,3.79035,5.60483,11.3163
"2436",107292328,"chromosome unknown open reading frame, human C11orf63",5,74,59,26,27,43,3,30,39,33,57,19,43,5,6,43,5,5,60,23,22,105,79,73,22,45,16,5,36,3,0,0.0139854,0.0397064,3.75658,1.670563,5.15071,4.996097,9.600568,8.330633
"2437",107292352,"splA/ryanodine receptor domain and SOCS box containing 1",1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1.44,0,1.44,0,0,4.31,1,0,4.421904,4.942097,4.696148,12.50352,9.55576,8.39588,10.0264,29.16783,13.1509
"2438",107292353,"hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)",12,25,35,10,7,18,12,11,15,13,25,18,16,9,12,14,8,11,24,13,6,22,81,21,56,17,16,3,21,1,95.01007,89.7608,95.94823,9.185284,8.50149,10.264355,13.26095,75.9652,10.80827
"2439",107292360,"leucine zipper and CTNNBIP1 domain containing",115,75,107,105,52,72,29,37,97,44,85,92,55,63,43,54,67,44,137,35,63,106,129,138,139,67,64,111,80,62,5.311677,5.904931,5.2355,8.022022,5.85985,20.000142,8.53862,20.52184,22.1821
"2440",107292362,"Down syndrome cell adhesion molecule",40,22,16,45,27,25,39,20,50,33,19,34,1,42,74,47,41,85,11,81,52,5,8,14,42,24,69,22,10,33,0.0526731,0.0707539,0.08034,0,0.0396554,0.0096786,0.00624427,0,0
"2441",107292367,"actin like 6A",1722.87,1681,1873,1255,899.52,1172,254.44,654.97,1269.1,649,1309.63,1897.47,1488,674.69,468,639.68,605.34,663,1827.51,634,696.8,2272,3449,2247.42,1827,1475,966,422,1594,617.22,12.497836,14.541222,12.324484,31.621038,8.395591456,16.32982902,10.7021,13.6349,15.876
"2442",107292370,"kin of IRRE like 3 (Drosophila)",0,7,2,0,2,6,0,2,0,3,6,0,2,0,0,3,2,0,1,2,0,0,2,2,3,11,2,0,4,0,0.315205,0.3623183,0.386849,0.5226433,1.669506,0.180116,0.0645051,0.128972,0.2100244
"2443",107292374,"cathepsin E",0,4,4,0,1,9,0,1,0,0,2,0,3,1,0,2,0,0,1,1,2,1,4,4,1,11,0,0,1,0,1.387468,1.39904,1.14407,0.164682,0.5341406,0.156674,0.2861021,0.278971,0.282543
"2444",107292375,"family with sequence similarity 72 member A",0,6,3,3,3,0,0,5,6,0,6,1,3,1,0,1,0,0,4,4,2,6,1,7,1,2,1,0,2,0,0.112591,0.181466,0.133586,3.17026,1.002192,1.717571,0.444453,2.3518,0.190878
"2445",107292376,"ubiquitin specific peptidase 13 (isopeptidase T-3)",94,563,261,227,111,573,40,155,148,228,370,151,239,74,71,77,24,25,425,91,60,334,191,300,413,548,66,158,745,17,0.742926,1.111802,0.7901668,1.552211,1.20353,2.415571,1.648588,1.46235,1.44888
"2446",107292377,"RAB7B, member RAS oncogene family",302,1009,1461,225,183,523,36,139,514,56,619,740,556,74,220,130,90,63,796,271,196,612,1927,1044,396,430,202,38,619,97,1.632129,1.323803,1.211814,0.094312,0.676876,0.129759,1.6795036,5.898224,1.27585
"2447",107292386,"forkhead box N3",29,235,186,52,32,109,22,55,107,68,209,51,117,39,33,129,25,30,217,56,124,225,175,301,61,223,77,10,110,31,24.809029,28.892568,26.379023,12.13281,5.230105,14.791519,3.51006,2.60503,3.28374
"2448",107292389,"EF-hand calcium binding domain 11",56,40,87,127,58,86,29,81,61,12,64,59,71,39,34,68,24,16,71,44,24,204,50.98,120,65,79,58,48,57,38,0.2645269,0.2663409,0.2327761,5.3711233,2.209283,11.04903856,9.329871,0,14.5478
"2449",107292391,"proteasome 26S subunit, ATPase 1",1159.06,1078.2,1505.42,960.01,436,843,253.67,351.98,813.81,209.96,730.57,1672.98,391.73,286.73,519,279,287.41,309,894,311.75,252.73,639,1311.2,862,817,1198,447.03,588.88,659.98,716.96,33.786847,37.630217,34.892454,96.61953,49.165325,115.689846,40.4288,113.306,45.2966
"2450",107292392,"calmodulin 1 (phosphorylase kinase, delta)",698.97,2657.99,2415.68,1117.98,722,1763.99,156,718.98,1453,416.97,1594.99,1784.99,1193.99,440.81,355,515.99,265.99,283,2736.95,624.99,543.99,1894.36,3599.99,2867.02,2005.99,2735.25,676.99,229,2381.99,379,108.656236,102.526625,109.198933,870.9144,121.9974,573.6346,235.70468,1.898336,520.87538
"2451",107292396,"WD repeat domain 74",33,11,10,2,21,7,8,5,9,7,17,25,9,20,7,8,4,6,5,4,8,14,39,17,49,11,10,23,18,12,19.6951051,19.601507,20.4429299,55.205003,57.911518,25.574537,13.6289,7.03059,15.40531
"2452",107292400,"integrator complex subunit 5",1,4,6,0,0,3,2,1,1,2,3,4,2,1,2,3,3,2,1,1,0,1,2,4,3,2,3,7,3,3,10.7832,11.1423,10.9779,7.98992,12.1963,6.68448,6.02392,14.1944,3.02804
"2453",107292410,"syntaxin 5",26,4,4,3,5,9,5,2,7,4,6,7,0,6,4,5,4,2,3,5,3,3,3,5,15,1,14,18,0,5,36.93846,37.9001901,38.1944,26.76974111,45.020506,23.971941,31.835,28.5955,35.3962
