Orthogroup,Genes.1,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,Genes.2,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies
OG0001053,P_troglodytes_pep_ENSPTRG00000021263.7, H_sapiens_pep_ENSG00000119314.15, C_familiaris_pep_ENSCAFG00000003015.4, M_musculus_pep_ENSMUSG00000028382.15, N_naja_pep_Nana11402-RA, P_Mucros_pep_XP_015674694.1, A_carolinensis_pep_ENSACAG00000017316.3, X_tropicalis_pep_ENSXETG00000003249.1,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000012673.1, C_familiaris_pep_ENSCAFG00000019693.5, H_sapiens_pep_ENSG00000011304.20, P_troglodytes_pep_ENSPTRG00000010165.6, M_musculus_pep_ENSMUSG00000006498.16, G_gallus_pep_ENSGALG00000001962.7, N_naja_pep_Nana06106-RC, N_naja_pep_Nana06106-RD, N_naja_pep_Nana06106-RB, N_naja_pep_Nana06106-RA, P_Mucros_pep_XP_015665487.1,,,,,,,,,,,,,,,,,,,,
OG0001053,N_naja_pep_Nana06106-RC, N_naja_pep_Nana06106-RD,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana06106-RB, N_naja_pep_Nana06106-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001053,N_naja_pep_Nana06106-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana06106-RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001053,N_naja_pep_Nana06106-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana06106-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001148,G_gallus_pep_ENSGALG00000038495.2, P_Mucros_pep_XP_015675740.1, P_Mucros_pep_XP_015675741.1, N_naja_pep_Nana02545-RA, A_carolinensis_pep_ENSACAG00000000132.3, C_familiaris_pep_ENSCAFG00000003394.5, H_sapiens_pep_ENSG00000134317.18, P_troglodytes_pep_ENSPTRG00000011643.6, M_musculus_pep_ENSMUSG00000020656.16, X_tropicalis_pep_ENSXETG00000000020.1,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000000114.1, N_naja_pep_Nana16704-RA, A_carolinensis_pep_ENSACAG00000008759.3, P_Mucros_pep_XP_015687354.1, M_musculus_pep_ENSMUSG00000022286.16, H_sapiens_pep_ENSG00000083307.12, P_troglodytes_pep_ENSPTRG00000020479.5, C_familiaris_pep_ENSCAFG00000000587.5,,,,,,,,,,,,,,,,,,,,,,,
OG0001148,P_Mucros_pep_XP_015675740.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675741.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,C_familiaris_pep_ENSCAFG00000004144.4, P_troglodytes_pep_ENSPTRG00000044899.1, P_troglodytes_pep_ENSPTRG00000044248.1, P_troglodytes_pep_ENSPTRG00000045063.1, P_troglodytes_pep_ENSPTRG00000049646.1,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000044764.1, C_familiaris_pep_ENSCAFG00000003953.5, C_familiaris_pep_ENSCAFG00000007296.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,P_troglodytes_pep_ENSPTRG00000044899.1, P_troglodytes_pep_ENSPTRG00000044248.1, P_troglodytes_pep_ENSPTRG00000045063.1,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000049646.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,P_troglodytes_pep_ENSPTRG00000044899.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000044248.1, P_troglodytes_pep_ENSPTRG00000045063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,P_troglodytes_pep_ENSPTRG00000044248.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000045063.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,C_familiaris_pep_ENSCAFG00000003953.5,,,,,,,,,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000007296.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001404,P_troglodytes_pep_ENSPTRG00000019766.4,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000042822.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001428,N_naja_pep_Nana10748-RC, P_Mucros_pep_XP_015667711.1,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana10748-RB, P_Mucros_pep_XP_015667710.1, A_carolinensis_pep_ENSACAG00000012614.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,P_troglodytes_pep_ENSPTRG00000039522.2,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000008116.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,P_Mucros_pep_XP_015674225.1, P_Mucros_pep_XP_015674226.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015674227.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,P_Mucros_pep_XP_015674225.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015674226.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,N_naja_pep_Nana31573-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana31573-RD, N_naja_pep_Nana31573-RE, N_naja_pep_Nana31573-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,N_naja_pep_Nana31573-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana31573-RE, N_naja_pep_Nana31573-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001594,N_naja_pep_Nana31573-RE,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana31573-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,H_sapiens_pep_ENSG00000269897.5,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000045156.1, H_sapiens_pep_ENSG00000168283.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,P_Mucros_pep_XP_015667045.1, P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1, P_Mucros_pep_XP_015667046.1,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015678615.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,P_Mucros_pep_XP_015667045.1, P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015667046.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,P_Mucros_pep_XP_015667045.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015667048.1, P_Mucros_pep_XP_015667047.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,P_Mucros_pep_XP_015667048.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015667047.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,N_naja_pep_Nana21551-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana21551-RC, N_naja_pep_Nana21551-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001603,N_naja_pep_Nana21551-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana21551-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001613,C_familiaris_pep_ENSCAFG00000020225.5, H_sapiens_pep_ENSG00000119408.16, P_troglodytes_pep_ENSPTRG00000021352.7, M_musculus_pep_ENSMUSG00000026749.11, P_Mucros_pep_XP_015683674.1, G_gallus_pep_ENSGALG00000001118.6, X_tropicalis_pep_ENSXETG00000003615.1,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000026393.10, P_troglodytes_pep_ENSPTRG00000001815.6, H_sapiens_pep_ENSG00000151414.15, C_familiaris_pep_ENSCAFG00000011330.4, A_carolinensis_pep_ENSACAG00000014482.2, N_naja_pep_Nana14995-RA, P_Mucros_pep_XP_015671605.1, G_gallus_pep_ENSGALG00000002216.6, X_tropicalis_pep_ENSXETG00000009378.1,,,,,,,,,,,,,,,,,,,,,,
OG0001635,C_familiaris_pep_ENSCAFG00000031160.2,,,,,,,,,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000010482.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,P_Mucros_pep_XP_015671781.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015671782.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,G_gallus_pep_ENSGALG00000021092.6,,,,,,,,,,,,,,,,,,,,,G_gallus_pep_ENSGALG00000003025.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,X_tropicalis_pep_ENSXETG00000004657.1, X_tropicalis_pep_ENSXETG00000004509.1, X_tropicalis_pep_ENSXETG00000004411.1, X_tropicalis_pep_ENSXETG00000004496.1,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000004643.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,X_tropicalis_pep_ENSXETG00000004657.1, X_tropicalis_pep_ENSXETG00000004509.1,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000004411.1, X_tropicalis_pep_ENSXETG00000004496.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,X_tropicalis_pep_ENSXETG00000004657.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000004509.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001635,X_tropicalis_pep_ENSXETG00000004411.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000004496.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,P_Mucros_pep_XP_015673583.1, P_Mucros_pep_XP_029140356.1, P_Mucros_pep_XP_015673582.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673584.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,P_Mucros_pep_XP_015673583.1, P_Mucros_pep_XP_029140356.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673582.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,P_Mucros_pep_XP_015673583.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140356.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,N_naja_pep_Nana19241-RD, N_naja_pep_Nana19241-RB, N_naja_pep_Nana19241-RA, N_naja_pep_Nana19241-RC,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19241-RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,N_naja_pep_Nana19241-RD, N_naja_pep_Nana19241-RB,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19241-RA, N_naja_pep_Nana19241-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,N_naja_pep_Nana19241-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19241-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001648,N_naja_pep_Nana19241-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19241-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,N_naja_pep_Nana32106-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana32106-RB, N_naja_pep_Nana32106-RC, N_naja_pep_Nana32106-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,N_naja_pep_Nana32106-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana32106-RC, N_naja_pep_Nana32106-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,N_naja_pep_Nana32106-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana32106-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,P_Mucros_pep_XP_015687889.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015687882.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,M_musculus_pep_ENSMUSG00000087119.4,,,,,,,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000079418.3, M_musculus_pep_ENSMUSG00000116318.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001790,M_musculus_pep_ENSMUSG00000079418.3,,,,,,,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000116318.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,N_naja_pep_Nana09074-RB,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666649.1, P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1, P_Mucros_pep_XP_029139009.1, N_naja_pep_Nana28032-RB, N_naja_pep_Nana28032-RC, N_naja_pep_Nana28032-RA,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,P_Mucros_pep_XP_015666649.1, P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029139009.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,P_Mucros_pep_XP_015666649.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666650.1, P_Mucros_pep_XP_029139010.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,P_Mucros_pep_XP_015666650.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029139010.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,N_naja_pep_Nana28032-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana28032-RC, N_naja_pep_Nana28032-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001803,N_naja_pep_Nana28032-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana28032-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,P_Mucros_pep_XP_015677022.1, P_Mucros_pep_XP_015677021.1, P_Mucros_pep_XP_015677020.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677019.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,P_Mucros_pep_XP_015677022.1, P_Mucros_pep_XP_015677021.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,P_Mucros_pep_XP_015677022.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677021.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,N_naja_pep_Nana08733-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana08733-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,P_troglodytes_pep_ENSPTRG00000047372.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000049306.1, P_troglodytes_pep_ENSPTRG00000017558.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001805,P_troglodytes_pep_ENSPTRG00000049306.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000017558.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_troglodytes_pep_ENSPTRG00000020298.4,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000044688.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_Mucros_pep_XP_015673106.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673108.1, P_Mucros_pep_XP_015673112.1, P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_Mucros_pep_XP_015673108.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673112.1, P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_Mucros_pep_XP_015673112.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673109.1, P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_Mucros_pep_XP_015673109.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673111.1, P_Mucros_pep_XP_015673110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001812,P_Mucros_pep_XP_015673111.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673110.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001814,X_tropicalis_pep_ENSXETG00000014070.1, G_gallus_pep_ENSGALG00000001101.6, P_Mucros_pep_XP_015665506.1, P_Mucros_pep_XP_015665508.1, N_naja_pep_Nana06177-RA, P_troglodytes_pep_ENSPTRG00000010209.6, H_sapiens_pep_ENSG00000071655.18, M_musculus_pep_ENSMUSG00000035478.14,,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000032711.2, X_tropicalis_pep_ENSXETG00000013925.1, P_Mucros_pep_XP_015681640.1, A_carolinensis_pep_ENSACAG00000008739.3, P_troglodytes_pep_ENSPTRG00000010033.6, M_musculus_pep_ENSMUSG00000024513.16, H_sapiens_pep_ENSG00000134046.12,,,,,,,,,,,,,,,,,,,,,,,,
OG0001814,P_Mucros_pep_XP_015665506.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015665508.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001829,P_Mucros_pep_XP_015669582.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669581.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001829,P_Mucros_pep_XP_015676171.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015676156.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001837,X_tropicalis_pep_ENSXETG00000016566.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000016577.1, X_tropicalis_pep_ENSXETG00000016589.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001837,X_tropicalis_pep_ENSXETG00000016577.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000016589.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001837,P_Mucros_pep_XP_015670976.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670977.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001858,M_musculus_pep_ENSMUSG00000024317.15, C_familiaris_pep_ENSCAFG00000018017.4, H_sapiens_pep_ENSG00000134758.14, P_troglodytes_pep_ENSPTRG00000009956.6,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000041703.2, M_musculus_pep_ENSMUSG00000083695.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001858,N_naja_pep_Nana16255-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16255-RB, N_naja_pep_Nana16255-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001858,N_naja_pep_Nana16255-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana16255-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001858,P_Mucros_pep_XP_015677421.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677420.1, P_Mucros_pep_XP_015677419.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001858,P_Mucros_pep_XP_015677420.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677419.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001873,N_naja_pep_Nana19813-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana19813-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001873,P_Mucros_pep_XP_015675264.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675265.1, P_Mucros_pep_XP_029140658.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001873,P_Mucros_pep_XP_015675265.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029140658.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,X_tropicalis_pep_ENSXETG00000009825.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000003661.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,P_Mucros_pep_XP_015666801.1, P_Mucros_pep_XP_015666800.1, P_Mucros_pep_XP_015666802.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666803.1, P_Mucros_pep_XP_015666804.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,P_Mucros_pep_XP_015666801.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666800.1, P_Mucros_pep_XP_015666802.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,P_Mucros_pep_XP_015666800.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666802.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,P_Mucros_pep_XP_015666803.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015666804.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001876,N_naja_pep_Nana14411-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana14411-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001892,P_troglodytes_pep_ENSPTRG00000015930.6, H_sapiens_pep_ENSG00000004468.13, M_musculus_pep_ENSMUSG00000029084.5, C_familiaris_pep_ENSCAFG00000015298.5, N_naja_pep_Nana29693-RA, A_carolinensis_pep_ENSACAG00000022948.1, P_Mucros_pep_XP_015677037.1, G_gallus_pep_ENSGALG00000014508.6, X_tropicalis_pep_ENSXETG00000008745.1,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000008793.1, G_gallus_pep_ENSGALG00000014509.6, P_troglodytes_pep_ENSPTRG00000015929.4, H_sapiens_pep_ENSG00000109743.11, C_familiaris_pep_ENSCAFG00000015312.4, M_musculus_pep_ENSMUSG00000029082.17,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001900,N_naja_pep_Nana24527-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana24527-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001900,P_Mucros_pep_XP_015670231.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670238.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001900,H_sapiens_pep_ENSG00000160214.13, P_troglodytes_pep_ENSPTRG00000013962.5, M_musculus_pep_ENSMUSG00000061032.9, C_familiaris_pep_ENSCAFG00000010646.5,,,,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000058392.13, C_familiaris_pep_ENSCAFG00000010621.5, P_troglodytes_pep_ENSPTRG00000013958.4, H_sapiens_pep_ENSG00000160208.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RD, N_naja_pep_Nana03695-RB, P_Mucros_pep_XP_015683264.1,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015683192.1, N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF, N_naja_pep_Nana03695-RC, N_naja_pep_Nana03695-RA,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03695-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF, N_naja_pep_Nana03695-RC,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03695-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RG, N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03695-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RG,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03695-RE, N_naja_pep_Nana03695-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001930,N_naja_pep_Nana03695-RE,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana03695-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,X_tropicalis_pep_ENSXETG00000004131.1,,,,,,,,,,,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000004575.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,N_naja_pep_Nana09479-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana09479-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,P_Mucros_pep_XP_015675193.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675191.1, P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1, P_Mucros_pep_XP_015675190.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,P_Mucros_pep_XP_015675191.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1, P_Mucros_pep_XP_015675190.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,P_Mucros_pep_XP_015675192.1, P_Mucros_pep_XP_015675189.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675190.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001932,P_Mucros_pep_XP_015675192.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675189.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,N_naja_pep_Nana04049-RE, N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF, N_naja_pep_Nana04049-RG,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,N_naja_pep_Nana04049-RE,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF, N_naja_pep_Nana04049-RG,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,N_naja_pep_Nana04049-RH, N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0001933,N_naja_pep_Nana04049-RH,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04049-RB, N_naja_pep_Nana04049-RI, N_naja_pep_Nana04049-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
