"","gene","description","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"2517",107292700,"tetratricopeptide repeat domain 39C",43,53,21,44,72,2.508939,2.7068288,2.933693,3.985146,1.931815,2.559207,0.686019,1.30125,1.42944
"2518",107292720,"mitochondrial ribosomal protein S7",672,1243,834,181,1149,15.139139,22.19376,21.9373,47.31538,89.54338,96.95235,38.5163,60.387,110.181
"2519",107292723,"growth factor receptor bound protein 2",29,15,39,17,26,26.3766,27.6495,28.0829,20.54144,17.10306,16.77497,12.8254,29.87558,76.75965
"2520",107292728,"peptidylprolyl isomerase C",68,324,79,79,137,16.9736,12.284,12.6255,16.54705,30.1414,33.19379,8.76803,12.277,40.351
"2521",107292729,"PR domain 6",0,48,1,25,4,0.7760236,1.3953427,1.7813018,0.579575,2.389483,0.183101,0,0.0770707,0.0399791
"2522",107292730,"centrosomal protein 120kDa",50,60,96,94,96,6.671433,5.602777,5.987377,3.235079,1.987611,3.218316,3.4744897,7.5686192,11.925207
"2523",107292733,"zinc finger protein 536",0,2,6,9,6,1.542071446,1.716219417,1.986943098,1.605375,2.746725,2.989798,0.0806726,0.4319881,0.260789
"2524",107292734,"URI1 prefoldin-like chaperone",48,111,45,78,59,4.36743,3.597878169,2.613451,15.88888,13.82071822,15.385427,8.5487983,17.905149,64.26504
"2525",107292735,"cyclin E1",45,54,34,26,8,0.421247,0.502027,0.649192,0.777688,1.46554,1.370248,1.18049,1.85598,3.96042
"2526",107292741,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",75,79,66,48,54,3.3983132,3.2661621,2.4000254,3.736688,2.66294,4.270604,1.286013,3.199344,5.921352
"2527",107292744,"cadherin 17",2,5,5,59,8,0.122975,0.0642469,0.10715748,0.7693155,0.1641257,1.1962709,0.1736855,0.314648,0.784134
"2528",107292746,"GTP binding protein overexpressed in skeletal muscle",75,240,83,334,123,2.04447,3.612862,3.8658518,10.0545,8.430779,9.902608,1.48956,0.995278,3.46513
"2529",107292753,"pyruvate dehyrogenase phosphatase catalytic subunit 1",720,1159,524,356,446,15.615571,11.670877,11.110428,10.29144,37.00456,38.47877,2.27453,29.8913,49.2215
"2530",107292755,"solute carrier family 9 member A9",57,118,42,50,78,1.02839,1.09008,1.04662,2.6886,2.201408,1.82364,0.230263,0.739536,0.645103
"2531",107292757,"procollagen C-endopeptidase enhancer 2",7,1,8,1,22,1.486801,1.852916,1.531255,38.449333,27.1712511,27.72581011,3.74331,8.78731,17.729956
"2532",107292760,"U2 snRNP-associated SURP domain containing",1478,1375,1342,1076,1554,3.3889153,2.4435233,1.9992127,6.634507,5.623648,7.067699,3.13043,6.14769,8.06529
"2533",107292766,"WD repeat domain 6",1,5,3,3,10,7.96343,8.74408,8.83657,45.78258,65.22203,67.51984,1.82413,4.97689,13.727
"2534",107292767,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",0,0,1,3,1,10.8854365,11.935693,12.5829735,23.69464,43.89404,39.53709,13.0144,20.0141,14.1377
"2535",107292774,"glutaminyl-tRNA synthetase",84.66,58.15,77.95,127.17,83.6,76.4614108,76.1118493,71.607428,62.08805,175.4105,155.191,15.396,27.4347,3.26966
"2536",107292775,"glutamine rich 1",171,164,157,213,162,25.874371,31.772568,30.171897,15.25665,19.47079,19.62386,4.88825,12.5549,27.5732
"2537",107292777,"ariadne RBR E3 ubiquitin protein ligase 2",77,80,116,86,79,17.036918,16.031752,15.9878396,158.4913,78.53123,77.32203,6.47635,15.4574,22.6639
"2538",107292778,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",229,216,184,186,217,65.79656,69.809705,68.342548,39.75664,46.27453,42.47591,22.0894,33.661442,118.175515
"2539",107292788,"BCDIN3 domain containing RNA methyltransfease",71,71,109,47,82,1.56926,2.724563,2.078319,3.579672,2.25104,0.90774,5.57395,9.98675,27.17
"2540",107292799,"ubiquitin associated and SH3 domain containing A",7,21,33,1422,22,0.772756,0.4147094,0.621278,0.122809,0.639529,0.594392,0.0400484,0.0345366,0
"2541",107292801,"radial spoke head 1 homolog (Chlamydomonas)",2,2,2,43,5,0.199852,0.988334,0.860323,0.0866495,0.800995,0.425052,0,0.0750859,0
"2542",107292804,"acidic residue methyltransferase 1",287,378,258,124,370,3.185139,3.6998429,3.7341246,2.639098,5.894597,2.821697,8.31881,13.3968,51.7284
"2543",107292819,"lipoma HMGIC fusion partner-like 5",6,18,9,8,13,0.2075,0.1461286,0.1374946,1.126682,1.098502,0.629608,1.221483782,4.333048373,6.355769553
"2544",107292829,"phosphatase domain containing, paladin 1",24,8,10,38,29,8.3447,10.72932,11.367,4.87711,4.72647,5.27176,2.16907,4.905782,3.20976
"2545",107292830,"eukaryotic translation initiation factor 4E binding protein 2",360,457,358,302,317,24.94236,30.973,30.7351,24.4471,19.9751,18.9723,6.44843,103.453,157.848
"2546",107292832,"coiled-coil-helix-coiled-coil-helix domain containing 10",1139,1104,941,68,1399,427.30566,1222.4679,1268.34014,295.6195,423.0282,531.3878,475.504,2039.13,947.701
"2547",107292860,"histone deacetylase 11",242,151,200,148,222,34.2109781,12.6411163,12.006501,38.82568201,46.1555859,44.0765692,3.9734047,4.12612635,17.8402974
"2548",107292865,"DDB1 and CUL4 associated factor 13",971.67,955.91,877,363.41,981.05,1.4906712,1.3983508,1.391214,6.270007,4.73763,5.594306,4.12936,5.49416,36.9057
"2549",107292891,"kelch domain containing 4",39,62,31,40,59,3.489603,4.950971,5.240537,16.024778,10.00810007,8.752834,4.454114,7.90749,15.7346
"2550",107292894,"latent transforming growth factor beta binding protein 1",512,3005,559,2006,1385,15.1066784,10.103604,11.157302,31.90594707,43.39276686,36.89783067,4.1760955,9.2339637,6.036856031
"2551",107292895,"BTG3 associated nuclear protein",7,20,30,51,23,14.24268001,12.150632,14.522779,13.8907,21.55258,16.79246,2.292509,2.806635,3.97862
"2552",107292901,"impact RWD domain protein",379,521,298,92,290,7.036142,5.344878,6.123277,3.572098,4.566121,5.554141,1.590588,7.86351,22.38958
"2553",107292903,"myeloid cell leukemia 1",104,248,120,248,124,25.188,22.896081,22.06096,71.50015,53.627131,54.053848,31.83665,22.17098039,196.1983
"2554",107292905,"methylmalonic aciduria and homocystinuria, cblD type",296,204,287,134,347,58.204128,41.145026,41.294709,22.86478,24.67416,24.97503,62.43697,88.686635,259.70955
"2555",107292909,"cingulin",9,26,9,28,7,0.154290358,0.387378021,0.291529995,0.1721932,0.524301,0.487497,0.113076,0.164148348,0.0697794
"2556",107292921,"endosulfine alpha",37,25,17,38,13,10.812104,9.309073,9.415849,57.45107,40.482308,39.59241003,57.614767,86.91492,410.902
"2557",107292930,"receptor associated protein of the synapse",3,4,11,26,9,3.481315,6.52646,6.415723,2.069231,4.569972,3.664472,14.018495,26.767872,38.85038
"2558",107292932,"proteasome 26S subunit, ATPase 3",2515,2336,2937,1146,2831,50.97707096,57.725294,60.491122,161.2268,99.35164,99.47702,67.7656,49.3146,2.283370038
"2559",107292934,"kelch repeat and BTB domain containing 4",123.07,119.85,154.39,151.99,100.01,4.4621187,3.759056,4.30111,2.707936392,4.998925,4.753211,4.46188,14.4373,43.9405
"2560",107292951,"egl-9 family hypoxia-inducible factor 3",6,2,2,1,3,27.7624,15.5988,14.6464,18.9129,52.958596,52.32999,16.2060288,89.1896,157.897349
"2561",107292953,"E2F associated phosphoprotein",750,1035,574,307,669,4.679646,6.870865,7.299983,8.74948,9.484126,8.109829,16.3237,21.01,118.321
"2562",107292969,"ribophorin I",726,1022,782,560,698,55.02001,42.18291,39.69363,41.319262,57.86415,58.78441,21.2257,35.8494,80.962
"2563",107292970,"DiGeorge syndrome critical region gene 2",10,8,8,97,10,30.93774,41.552716,38.017503,16.258458,31.68607,30.396439,7.420032,27.59077,39.882463
"2564",107292976,"mediator complex subunit 27",72,92,67,55,49,11.285584,14.353721,13.605275,6.538267,13.296296,10.242733,7.514012,14.75703,0.209444
"2565",107292977,"transmembrane protein 47",39,37,22,1,31,6.36489,4.931475,5.609087,6.91505,7.05738,7.50608,3.08844,3.29829,0.0289589
"2566",107292979,"wingless-type MMTV integration site family member 8B",0,0,0,0,1,0.0729795,0,0.0481067,0,0.168933,0.0561888,0.136923,0.500512,2.44829
"2567",107292981,"polycystin 2 like 1, transient receptor potential cation channel",0,0,0,1,1,0,0.00905829,0,0,0,0,0,0.0720879,0
"2568",107292982,"NADH:ubiquinone oxidoreductase subunit B8",1333,1802,1096,204,1382,1210.810482,1323.710959,1323.141949,272.8669,385.2307,374.7848,394.232,422.467,171.4307
"2569",107292985,"synuclein alpha interacting protein",6,12,18,15,6,1.326717,1.5352955,1.550523,1.1592827,1.528669138,0.642131,0.741044,1.960046,1.6075387
"2570",107292993,"centrosomal protein 170kDa",142,148,155,205,128,5.602380724,3.659478981,3.61514,7.9808082,14.62433069,9.937631522,4.289581,9.768779,30.23858315
"2571",107292997,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific",157,79,87,66,63,3.531416,4.604996,5.478109,27.17953,29.64484,23.85089,3.07734,7.57316,11.3173
"2572",107293000,"family with sequence similarity 189 member A1",5,3,4,5,0,0.0723701,0.1550431,0.489241,0.00776979,0.0736492,0.195972,1.151382,4.206527,6.5937324
"2573",107293002,"adenosine deaminase-like",14,1,17,11,9,4.456885,3.22327071,2.860354528,3.766897,6.072852,5.28962,3.66693,4.85277,16.21771
"2574",107293003,"La ribonucleoprotein domain family member 6",1,27,17,29,5,0.60327,0.605439,0.597086,32.89554,17.40088,25.01979,4.00887,5.0588,22.59
"2575",107293004,"zinc finger protein 521",128,214,175,246,335,5.291547001,5.6850352,6.6448471,7.537203,2.512491,4.299347,1.12313,2.16406,4.68555
"2576",107293005,"leucine rich repeat containing 49",15,12,16,31,22,2.6705135,1.8803756,1.786938712,6.8765442,12.35136573,11.7167701,1.54076,0.605121,1.455526
"2577",107293007,"TM2 domain containing 3",121,171,144,43,151,39.9574246,31.088666,25.004151,26.73966,44.50661,38.08391,9.1903641,9.1988969,17.713625
"2578",107293010,"leucine rich repeat and fibronectin type III domain containing 2",2,0,0,0,3,0.153668,0.103585,0.138686,0,0,0.0358006,0.137618,0.2343266,0.8026088
"2579",107293011,"ADP ribosylation factor like GTPase 14 effector protein like",1,4,0,7,8,0.0387116,0.0633826,0.00518544,0.226776,0,0,0,0,0
"2580",107293012,"semaphorin 6A",57,13,26,43,36,3.230812812,5.385036,5.526924,7.3896591,7.464557688,7.584304,0.546168,2.340279,1.25413
"2581",107293013,"COMM domain containing 10",120,56,171,86,176,6.7026113,8.568158,8.2503867,8.623499,9.232271,7.841327,21.69618,26.191208,53.05303
"2582",107293016,"small VCP/p97-interacting protein",1012,790,1301,208,669,6.91035,4.278655,4.208742,8.896678,2.548229,1.98434,4.70387,4.43917,46.8597
"2583",107293032,"zinc finger B-box domain containing",0,1,1,2,8,0.0149885,0.0904752,0.0237926,0,0.055659,0,0,0.0311296,0
"2584",107293045,"taxilin beta",5628,3431,7156,643,4988,64.71412,51.8633,53.20799,13.0683,22.6267,23.0384,6.345214,62.90076,165.82751
"2585",107293046,"human immunodeficiency virus type I enhancer binding protein 3",8,8,9,204.03,10,3.2592813,4.2440439,4.386366517,2.738168267,2.829794803,2.806690163,0.610016,1.22699,2.34618
"2586",107293047,"zinc finger CCHC-type containing 17",209,307,122,109,224,5.646134,4.8460308,4.3372027,14.41439348,14.91176203,17.03926379,31.48514,28.41845,140.3702
"2587",107293050,"solute carrier family 13 member 1",0,0,0,3,1,0.177173,0.06560606,0.1170559,0.0200395,0,0,0,0.435006,0
"2588",107293053,"small nuclear ribonucleoprotein, U5 40kDa subunit",441,563,473,269,514,4.578582,4.7338193,4.6730457,6.696735,10.265605,10.710143,4.99982,4.807081,14.4791
"2589",107293055,"periostin, osteoblast specific factor",11,1230,28,84,322,13.56194619,9.273236,9.0100121,8.061592,3.840482,4.222122178,0.0515243,0.665941,0.0456574
"2590",107293070,"ribosomal protein S6 kinase like 1",16,43,23,33,28,2.9491438,3.0425216,2.864033,5.662046,25.03422,12.66168,0.1874311,0.625339049,1.162267
"2591",107293075,"apoptosis resistant E3 ubiquitin protein ligase 1",13,12,18,34,9,16.9113055,15.26252,15.205497,4.6000656,14.26443063,10.0704712,1.2608,5.29013,6.25789
"2592",107293079,"eukaryotic translation initiation factor 2B subunit beta",179,180,237,71,162,21.724089,32.7923093,34.650617,19.497146,28.064422,28.228846,4.16149,11.143,20.2778
"2593",107293104,"DDB1 and CUL4 associated factor 11",29,6,29,81,21,78.520161,94.309739,91.519355,14.23344829,28.67016805,25.84709064,20.5032435,29.827721,47.103619
"2594",107293109,"NADH:ubiquinone oxidoreductase subunit A5",2222,1405,1680,130,2373,49.77916,48.165327,55.97127,64.9084647,33.57983803,60.0179133,526.9167,504.4788,1498.749
"2595",107293116,"SYF2 pre-mRNA-splicing factor",110,109,137,107,130,12.14632,13.553986,14.673837,35.332025,13.718223,13.957716,13.7294,15.1998,43.4912
"2596",107293123,"stabilin 2",3,11,83,37,16,0.2244927,0.320511,0.2743885,0.0171429,0.0383482,0.6202024,0.00221689,0.0131325,0.00682507
"2597",107293128,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",129.94,64,152.85,143,94,5.7999956,8.319011,6.977039417,3.756156711,5.840801696,5.055046708,4.220425,2.746095,9.545967
"2598",107293138,"potassium voltage-gated channel subfamily D member 2",0,0,0,0,0,7.09113,4.81542,4.62109,0.0617386,0,0.0183744,0.00894028,0,0
"2599",107293139,"family with sequence similarity 3 member C",364,328,364,334,478,2.936374,2.051184,2.384526,32.44236,16.89962,15.7127,6.40712,13.4181,16.6977
"2600",107293143,"tetraspanin 12",363,312,440,102,476,16.122689,11.073682,11.069782,10.71539,26.48908,20.21583,34.0155,33.962,167.3102
"2601",107293147,"stanniocalcin 1",0,1,0,0,1,0.626419,0.771221,0.580571,13.5448,1.635502844,2.019874,10.39865,3.612021,27.9696
"2602",107293152,"mastermind like transcriptional coactivator 3",11,18,5,76,3,0.9292945,1.053515005,1.18814,1.397978,0.723671,0.680434,0.174396,0.901653,1.05068
"2603",107293153,"SET domain containing lysine methyltransferase 7",27,4,6,6,9,13.4874176,11.6815171,11.6190222,12.849979,12.28746816,13.11391,3.37553,28.9135,33.6609
"2604",107293162,"NAD(P) dependent steroid dehydrogenase-like",10,11,23,5,3,3.09872,2.94223,2.67231,7.972956,18.62568,19.9154,4.78871,7.59422,0.136846
"2605",107293170,"chromosome unknown open reading frame, human C3orf58",109,203,217,34,267,6.66826,5.85925,6.01308,1.898374,2.929867,3.582918,0.230129,2.208,3.045733
"2606",107293172,"non-SMC condensin II complex subunit D3",2,0,3,19,2,4.477695,4.6931271,5.058711,5.919947,7.19131969,5.659231594,0.540457,1.10141,1.30283
"2607",107293173,"junctional adhesion molecule 3",14,7,30,18,24,13.371875,11.472285,11.896308,19.2344,18.27639,13.63504,2.59001,5.538899,14.64347
"2608",107293178,"VPS26 retromer complex component B",5,0,1,8,1,9.452127,9.601383,9.124798,23.01198,32.991352,28.720403,4.20815,8.93615,21.4726
"2609",107293179,"transmembrane protein 26",5,2,1,1,1,0.11752986,0.38932,0.1303652,0.0299634,0.06702734,0.0464397,0.0110805,0.244146,0.138202
"2610",107293181,"AT-rich interaction domain 5B",5,16,13,47,16,3.8906073,4.5642191,4.875448,14.270019,5.8611,6.07426,0.570335,1.76871,5.54232
"2611",107293189,"osteomodulin",10,30,8,22,7,0.535084,0.540984,0.415853,1.1938,0.866108,0.816217,2.49407,1.49339,12.771
"2612",107293190,"asporin",0,10,4,5,11,5.275833,2.38318,2.3092781,1.901584,4.72798,4.59556,1.8554,5.167337,5.07466
"2613",107293191,"extracellular matrix protein 2, female organ and adipocyte specific",48,482,113,135,159,5.974242,4.164012,4.441604,4.815523,9.44024,8.546425,4.1437011,7.19904,19.6475
"2614",107293197,"protein kinase C delta",61,257,79,307,80,13.35805,20.99856,21.35490901,9.483522265,14.22663177,8.481012769,2.058894,3.817583,8.356276
"2615",107293199,"RFT1 homolog",49,37,25,42,41,5.834498,5.097193,5.450285,2.081247,4.266669,4.40012,1.2603683,2.3857,4.47597
"2616",107293202,"secreted protein acidic and cysteine rich",457,6547,738,700,1047,332.788763,431.6656028,452.0191873,771.10342,659.15625,682.56933,147.85769,249.2518,262.00401
"2617",107293204,"NHS actin remodeling regulator",11,25,14,41,17,0.0914861,0.090639,0.1017079,0.5022346,0.3486679,0.796014,0.0124264,0.1230672,0
"2618",107293217,"syntaxin 19",0,3,1,18,6,0,0.0992188,0.0890817,0,0,0,0.0295784,0.427189,0.18926
"2619",107293219,"multiple C2 domains, transmembrane 2",14,4,21,20,13,0.1843422,0.3532717,0.16852624,0.9849738,1.564893,1.592658,0.0196589,0.11022,0.101501
"2620",107293221,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",331,410,265,283,245,1.720961314,1.2021057,1.1400626,1.314231776,2.930949,2.323025006,0.39169,1.884202002,2.59116
"2621",107293224,"forkhead box P1",85,56,99,242,113,11.1546054,15.7004422,16.877397,15.0935959,16.80973211,11.5232779,0.706973884,4.9297238,4.809233001
"2622",107293244,"adenomatous polyposis coli",655,625,565,652,797,3.6198606,3.125617,2.618066293,2.803210501,4.012276,5.256907,1.794851,12.379776,30.689855
"2623",107293249,"mutated in colorectal cancers",82,55,117,91,129,5.1697109,4.4528222,4.5887294,5.704009,11.26809,14.19993,2.2474937,10.975101,9.695355
"2624",107293251,"fibronectin type III domain containing 1",99,494,108,114,217,4.0509643,6.4808652,6.1999043,0.1200833,4.76671,5.34981,0.306339,0.318078,0.5289117
"2625",107293254,"PR domain 1",3,1,6,7,3,1.2090791,0.9454335,0.9502714,1.208549,0.66968,0.851365,0.250090591,0.751545035,1.269356535
"2626",107293255,"ret proto-oncogene",0,0,0,10,7,2.086411,1.50221,1.597744,0.7403958,7.619889,12.22328,1.08799,3.39372,2.09332
"2627",107293256,"chondroitin sulfate N-acetylgalactosaminyltransferase 2",2,3,10,97,7,3.1657417,2.2611811,2.360256,4.18215,1.90654,1.82867,1.34398,2.54179,11.305811
"2628",107293263,"defective in cullin neddylation 1 domain containing 1",15,12,14,24,16,6.951470701,5.0518447,5.686719,3.355569,6.0647947,3.140665,2.74604,10.52748,21.18096
"2629",107293271,"KIAA1524 ortholog",8,15,6,89.92,23,0.3466056,0.2206467,0.4505579,0.4379575,0.128787,0.3258579,0.795511,0.988764,2.34142
"2630",107293273,"intraflagellar transport 57",44,85,56,30,106,2.627791,1.75297,1.742599,6.87581,19.426092,11.265383,0.882841,1.35736,1.64227
"2631",107293274,"taspase 1",131,162,147,98,168,2.30677,1.418535,1.772768,4.127511002,3.86347,3.00526,0.623977,1.109418,4.531091
"2632",107293276,"SH3 and PX domains 2B",8,14,13,25,2,1.9492772,2.1325554,2.166561,2.23122,2.635993,2.785797,0.730004,2.73198,6.204920001
"2633",107293280,"centlein",10,39,9,29,16,0.7751611,0.762704,0.4522174,0.93183,0.2747521,0.594046,1.595874,1.542048,6.11251
"2634",107293285,"isthmin 1, angiogenesis inhibitor",6,8,3,35,9,0.405354,1.0533,0.86061,0.543591,0.386909,0.367685,0.5990138,0.4780705,1.094555
"2635",107293293,"BTB domain containing 3",45,33,47,54,44,4.074863,3.86349,3.88852,4.889776135,5.759400065,9.966516366,3.439738,11.42156,54.1635
"2636",107293299,"bone morphogenetic protein 4",4,41,18,13,9,14.945097,22.433346,17.6485,9.759975,10.11377,8.53998,1.88585,6.96653,8.36343
"2637",107293301,"serine palmitoyltransferase long chain base subunit 1",138,60,202,89,169,6.004992,4.1356594,4.84504,15.906171,9.260626,12.512943,4.1257418,8.050823876,6.324747
"2638",107293302,"receptor tyrosine kinase-like orphan receptor 2",369,158,326,52,250,0.476007,0.7941076,0.891059,0.622072,1.428027,1.05794,0.187736948,0.414702,3.103574308
"2639",107293303,"histidine triad nucleotide binding protein 1",559,864,834,126,691,178.550671,261.16171,259.18837,173.3681,142.3733,157.6067,347.9661,270.3578,1333.819
"2640",107293305,"CDC42 small effector 2",348,436,321,230,266,15.777967,14.044895,13.779768,3.6015462,4.6648198,2.506397,1.26081,4.18989,7.39681
"2641",107293307,"thrombospondin-2",16,30,48,29,8,8.1070531,5.7038174,5.9748089,22.27585,14.69305,15.80329,0.114083,1.124902,0.1759834
"2642",107293311,"WD repeat domain 89",138,86,153,80,118,0.457578,1.03468,0.818046,1.173879,1.592129,1.116418,0.697998,0.689033,4.91343
"2643",107293312,"protein phosphatase 2 regulatory subunit B', epsilon",547,783,370,354,421,5.750725001,5.334989,4.78274,3.6471166,4.73974,6.745322,3.7151564,9.473534,34.0199866
"2644",107293323,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1",0,0,0,1,0,0.347679,0.14187,0.0481488,0.0731101,0.0817728,0.380778,0,0.17182,0.114605
"2645",107293335,"recombination activating gene 2",0,0,0,357,0,0.216951,0.175556,0.0976096,0,1.88805,0.728485,0,0,0
"2646",107293339,"proline rich 5 like",3,5,7,20,7,0.412034898,1.285180167,0.493604092,2.387261936,0.6634935,3.0550259,0.0152711,0.3975162,0.2203926
"2647",107293341,"contactin 5",2,3,7,2,5,0.216513329,0.11622,0.1632472,0.0533747,0,0.0360571,0.191537,0.820975,1.28508
"2648",107293388,"family with sequence similarity 219 member B",5,14,3,4,1,5.28411,4.47155,4.829807,25.79938,34.60413,47.09842,9.5302623,14.443871,66.273928
"2649",107293390,"complexin 3",0,1,0,22,0,0.0403623,0,0,1.64043,2.38524,2.07493,0.152317,0.0729332,0.0851799
"2650",107293393,"cytochrome c oxidase subunit 5A, mitochondrial",1712,1378,1576,185,1748,726.231039,938.102195,963.956768,350.7143,897.882,984.3735,513.6352917,1303.4279,1739.597744
"2651",107293394,"mannose phosphate isomerase",226,446,359,178,191,99.097829,80.479984,77.998072,15.48138,72.26057,58.81737,31.3756056,39.266257,75.4098307
"2652",107293397,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 3",4.52,1,2,3.15,6,0,0.0234622,0,0.1896651,0,0.116336,1.04883,2.44565,15.5128
"2653",107293402,"ribonuclease H2 subunit B",270,196,253,81,246,2.0292616,1.3318791,2.0104733,10.9338391,9.036746263,8.497675592,3.6787691,3.917429,12.189617
"2654",107293403,"splicing factor 3b subunit 6",2291,3973,1875,834,2517,18.324165,19.2027122,17.590372,29.22432,27.96578,29.8154,21.27214,34.5579,44.33099
"2655",107293406,"ATPase family, AAA domain containing 2B",146,125,156,190,166,3.4033849,2.8995309,2.4876168,1.30346908,2.305894,1.14818,0.244537,1.17147,1.36335
"2656",107293407,"kelch like family member 29",1,1,4,7,1,0.2488692,0.303272,0.389925,0.8982579,1.157252,1.3484158,0.135532,0.834026,1.17944
"2657",107293409,"protein phosphatase, Mg2+/Mn2+ dependent 1F",1,0,2,9,0,7.88317,8.711536,7.74468,10.317571,21.051596,17.030079,3.98576,11.3957,10.2045
"2658",107293411,"cell division cycle 45",1,2,1,50,3,1.981516,2.1213685,2.4234138,1.496226,1.440187,0.2679871,0,0.0576903,0.0224667
"2659",107293413,"peptidylprolyl isomerase like 2",86.54,50.29,108.67,78.94,49.05,51.704886,39.221085,34.7272362,11.04179616,19.29470715,19.46943,2.02678,7.39712,6.23292
"2660",107293415,"topoisomerase (DNA) III beta",21,6,17,33,11,23.81767106,21.051637,21.03146,5.222374,14.77458112,15.16946333,25.2908,28.1252,29.3737
"2661",107293417,"ubiquitin fusion degradation 1 like (yeast)",56.42,112.84,56.42,51.72,89.33,17.705504,18.879498,18.498857,30.4672109,39.217459,42.555001,16.6778,26.7999,9.7361
"2662",107293418,"chromosome unknown open reading frame, human C22orf39",287,489,441,50,324,28.15952,30.78421,31.38424,21.59538,46.33466,46.02184,19.4265,73.8862,159.24
"2663",107293421,"stromal cell derived factor 2 like 1",8,6,6,28,5,4.43492,5.2422,5.10165,28.363579,32.9818,34.0818,2.70096,6.78334,26.9838
"2664",107293428,"ninein",171,118,138,100,257,3.892979161,3.608439,2.474415526,13.77924376,7.76657738,10.53110978,1.289915,4.545579714,7.4402668
"2665",107293432,"basic helix-loop-helix family member e40",3101,1255,1940,1520,3136,8.237674,14.978538,14.56889,24.47105,21.0464,18.635035,9.34615,34.0864,29.1253
"2666",107293434,"receptor interacting serine/threonine kinase 4",5,23,4,40,63,0.0874468,0.358537,0.3684,0.038889,0.0434969,0.17361,0.00887524,0.0885716,0.0275864
"2667",107293436,"solute carrier family 38 member 3",0,1,0,14,3,131.39807,100.240335,102.866066,3.169308,16.40889,12.9058,0.28291,1.93641,1.019
"2668",107293438,"trafficking protein particle complex 10",95,44,66,95,132,19.289264,21.362199,20.042705,4.3556614,9.3362197,7.776812,1.68127,10.0086,13.107
"2669",107293448,"glypican 6",0,2,0,2,1,3.2621652,2.7130957,2.6993419,0.461283,1.37584,2.288091,0.0297655,0.456249,0.339747
"2670",107293449,"dopachrome tautomerase",0,0,0,0,0,1.0978443,1.3172257,0.9499384,0.014325,0,0.0985648,0,0,0
"2671",107293451,"G protein-coupled receptor 180",81,130,48,48,62,13.3652,15.423,15.1245,0.602483,0.78027,0.648814,0.246331,0.596938,2.13266
"2672",107293455,"coenzyme Q5, methyltransferase",736,361,574,109,664,33.039585,30.880647,30.559854,24.28499,31.89476,31.097792,17.771358,18.961982,60.30293
"2673",107293457,"POP5 homolog, ribonuclease P/MRP subunit",167,224,275,130,175,17.643585,22.868914,20.009,23.47521,36.35764,33.45189,9.009754,12.85131,32.0571
"2674",107293469,"family with sequence similarity 174 member A",197,376,148,153,206,6.29327,8.6844267,8.6309744,20.85231,24.10928,26.07493,16.0661,44.2888,30.4443
"2675",107293494,"neuronal acetylcholine receptor subunit alpha-2-like",4,1,0,3,0,0.958545,0.910567,0.852067,0.277767,0,0.432338,0.146412,0.0531855,0.476639
"2676",107293504,"SWAP switching B-cell complex 70kDa subunit",123,165,80,66,147,3.3284782,4.2613649,4.2575516,11.387597,5.102393,7.0194432,6.36673,5.78363,11.9692
"2677",107293506,"WEE1 G2 checkpoint kinase",21,26,9,52,14,1.96528,2.12547,1.95875,12.74595,8.507035,12.05999,1.7534377,4.42853,6.37865
"2678",107293507,"SET binding factor 2",405,408,399,366.58,400.33,11.3565821,8.6403593,9.4939184,6.842267002,12.111083,8.35767,1.4177406,4.100448291,3.5592107
"2679",107293508,"LIM and cysteine rich domains 1",31,17,28,35,62,7.84489,16.1791,16.5921,34.535097,23.653634,26.636326,16.017635,15.913007,47.994337
"2680",107293518,"prostaglandin E synthase",1,63,12,18,4,2.162041,2.317618,3.429607,2.956255,2.13723,1.91095,0.0991442,0.890849,0
"2681",107293522,"chaperonin containing TCP1 subunit 4",7392.23,6814.47,6891.4,2502.58,6911.23,24.532763,48.850462,42.4147833,18.75,22.2845,22.316098,28.328,31.9025,143.813448
"2682",107293523,"family with sequence similarity 161 member A",44,78,32,30,34,0.3950452,0.7288766,0.872174,0.738781,0.507727,0.5214176,1.199428,2.55706,15.56137
"2683",107293532,"tankyrase 2",283,386,134,222,135,13.7832984,9.849232,11.114674,2.76761,3.82768,3.29816,1.661442,5.26123,5.805932001
"2684",107293534,"TBC1 domain family member 12",140,374,120,192,170,1.410201,0.786069,0.966292,0.880048,1.2406747,1.485701,0.635852,1.935317,2.28937
"2685",107293536,"family with sequence similarity 198 member A",5,9,2,1,1,1.033524,0.979301,0.704997,0.343327011,1.477141,0.799911,0.00991609,0.0793009,0.123472
