"","gene","description","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Mus_kidn_1","Mus_kidn_2","Mus_kidn_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Canis_kidn_1","Canis_kidn_2","Canis_kidn_3"
"1634",107288960,"family with sequence similarity 196 member A",14,4,14,9,4,0.406654,0.381004,0.35641,0.0532207,0.199908,0.0122039,0.0738336,0.101055,0
"1635",107288962,"transcription factor CP2-like 1",680,384,418,286,251,52.87471,52.782923,51.046669,48.77306,37.0427,57.3813,54.350058,46.446192,16.5592519
"1636",107288963,"Rho GTPase activating protein 18",1301,864,1076,927,1129,7.139757,7.681521,6.943131,9.6195,3.67175,25.6323,22.737135,47.417588,27.124511
"1637",107288966,"solute carrier family 48 member 1",262,134,405,281,165,128.1881473,121.145763,126.00175,47.50738,55.41786,32.43463,39.3698,52.6792,21.8837
"1638",107288968,"secretogranin III",76,44,12,18,64,0.7082024,0.56723714,1.1922869,0.0503321,0.203169,0.447372,9.536041,4.895381004,2.27016
"1639",107288969,"histone deacetylase 7",502,369,288,278,180,24.17121821,24.1404028,25.20235189,20.571482,28.223588,26.910111,8.763526,10.7045985,17.673139
"1640",107288970,"Rap guanine nucleotide exchange factor 3",17,11,81,47,23,110.474186,102.405715,108.924537,83.40127575,86.283895,69.10862072,35.761377,11.015596,36.347569
"1641",107288971,"endonuclease, poly(U) specific",30,44,16,9,3,2.725621,2.267798,2.417137,0.488379,1.061335,1.266131,0.98015,1.964638,2.467643
"1642",107288976,"ninjurin 1",77,80,89,68,55,621.65664,594.56138,655.23527,160.674029,257.146506,156.1164,63.1235,64.0064,26.4685
"1643",107288977,"transmembrane protein 128",663,657,672,577,357,29.317949,29.091027,29.870028,13.72257,9.540032,26.80828,72.5502,124.834,88.4729
"1644",107288983,"DEAD-box helicase 47",548.06,570.73,785.42,596.16,679.84,28.869328,30.449219,29.271194,13.329,17.24746,27.61442,9.50746,16.71441,20.8055
"1645",107288987,"family with sequence similarity 234 member B",100,52,116,46,53,10.6495917,11.762927,11.333632,5.75706,4.274766,7.428515,3.51636,6.567092,8.854473
"1646",107288988,"epithelial membrane protein 1",46,113,317,267,94,39.582101,40.4546393,36.3970037,18.182325,20.9396517,35.694944,16.69829,211.6605,164.4853
"1647",107289004,"testis expressed 36",0,0,1,1,4,0,0,0.0996543,0,0,0,0.134167,0.530698,0.163221
"1648",107289015,"wingless-type MMTV integration site family member 8A",0,1,0,0,0,0,0.0259365,0.0245507,0,0,0,0.0879729,0,0.0295435
"1649",107289017,"NME/NM23 family member 5",8,12,5,22,7,3.831273,4.200056,3.548765,9.970328,1.897129,21.466645,14.38784,16.41686,10.67265
"1650",107289023,"protein O-glucosyltransferase 1",175,133,220,104,162,17.4061022,18.036397,18.60519,5.9263015,4.78124,8.286476,5.06961,5.53621,4.35477
"1651",107289027,"charged multivesicular body protein 2B",1307,1128,2322,1589,1546,10.7402,11.5638,11.9448,20.47905114,1.41678947,41.56762573,52.6072,98.37914,81.808
"1652",107289028,"profilin 2",2253,1792,2086,1490,1290,22.776642,25.343948,24.422502,110.0474249,81.841184,135.6229976,118.8206,188.5461,168.4649
"1653",107289031,"vestigial like family member 3",10,7,12,6,3,2.416074,1.701949,2.114459,0.804425,1.082892,1.054782,0.267314,0.696682,0.578087
"1654",107289032,"gap junction protein alpha 5",13,5,3,15,6,5.5747633,5.6462412,5.385925,9.173611,12.11564,9.35944,3.16865,23.715,22.2351
"1655",107289033,"gap junction protein alpha 8",0,0,0,0,0,0.111568,0.052435,0.0603857,0.148868,0,0.358435,0.0964382,0,0.0220599
"1656",107289034,"PDZ domain containing 1",12194,14363,15724,3838,5904,274.078893,274.543067,268.15749,647.5502,360.0144,913.7132,470.353996,1303.181194,307.765
"1657",107289036,"POU class 1 homeobox 1",48,51,54,52,55,0.10899,0.111194,0.0946233,0,0,0.0610464,0.0602973,0.116204,0.0429615
"1658",107289038,"ring finger protein 13",1830.41,1654,3154.39,2308.28,2003,117.127755,133.8450067,111.9712934,35.054594,17.9811649,82.507899,47.538672,65.85923,33.95326
"1659",107289047,"kelch like family member 32",54,58,70,42,47,1.348084,1.202591,1.354476,1.486653,0.267926,1.355815,3.643713,2.984014,3.667501
"1660",107289049,"MMS22 like, DNA repair protein",1,6,19,19,7,1.0127139,0.626051981,0.6528526,0.5217974,0.6126837,0.9432996,0.826858,1.328328,0.44757
"1661",107289050,"chromosome unknown open reading frame, human C2orf70",0,0,1,0,1,0,0.0747746,0.0815972,0.5058514,0.2619204,0.2822515,0.0463407,0.185655,0
"1662",107289059,"COMM domain containing 2",543,565,916,741,591,18.655092,17.731642,18.92435,10.70421,3.188134183,23.82902,41.2121,85.6109,65.8592
"1663",107289068,"LysM domain containing 2",607,284,335,225,589,2.18253,2.217251,2.94719,4.269005,2.859446,15.61959003,7.52021,20.2343,5.46293
"1664",107289075,"2-oxoglutarate and iron-dependent oxygenase domain containing 3",39,31,79,66,65,17.5397,18.6148,16.7137,36.16185,38.45096,23.94189,41.233493,0.0633307,14.993008
"1665",107289085,"DDHD domain containing 1",102,66,143,116,97,9.457961,8.44014431,9.195481,1.4057291,0.7656391,2.355723356,3.010744,0.391828143,1.9268314
"1666",107289087,"glucosamine-phosphate N-acetyltransferase 1",416,317,364,379,198,6.23577,6.508318,6.1452629,11.75046,4.64488,18.87054,20.4305,0.226958,26.8168
"1667",107289089,"proteasome 26S subunit, ATPase 6",928,854,1261,1515,1146,32.1476902,30.75223,31.36085144,45.608306,15.931301,92.30643,40.0064,230.882,73.758
"1668",107289091,"G protein-coupled receptor 137C",0,3,0,0,1,1.116734857,2.1544292,1.5056368,0.416272,0.638772,0.8970172,0.0375167,0,0.0131968
"1669",107289092,"thioredoxin domain containing 16",14,5,26,12,14,9.779351,8.5909529,11.480691,1.1019473,0.465108,2.737626,1.012129,0,5.34051
"1670",107289096,"endoplasmic reticulum oxidoreductase alpha",35,31,35,49,12,6.9869,7.340093,7.699268,9.475697,3.159125,18.71372,9.17135,0.0522627,7.857
"1671",107289101,"major facilitator superfamily domain containing 4A",328,159,156,221,335,54.615137,53.353263,55.197693,62.34509,41.13393,37.4531,27.242146,6.13667,86.3922
"1672",107289104,"cyclin-dependent kinase 18",155,153,226,149,148,53.27672,50.958412,54.11058,53.82423175,75.054773,34.291472,51.6829,23.1512,16.1741
"1673",107289105,"NUAK family, SNF1-like kinase, 2",245,42,67,252,36,43.11285,39.84691,43.05774,12.35339,11.144182,10.816684,42.8368,23.4212,25.7713
"1674",107289106,"transmembrane and coiled-coil domain family 2",1,5,6,5,4,4.610097,4.313042,4.339476,2.584917,3.0594775,1.498422001,1.170001,3.555364,1.957436
"1675",107289107,"dual serine/threonine and tyrosine protein kinase",94,69,82,66,52,10.549204,10.29355,9.7279912,3.771035,3.588625,6.559659,3.96584,5.939062,5.20978
"1676",107289109,"neurofascin",162,115,92,32,29,0.54911,0.56698,0.423424,18.31641563,13.44956571,13.466332,1.3307257,1.426805605,1.339060882
"1677",107289113,"kelch domain containing 8A",259,189,98,69,89,10.7182,10.2915,11.1424,0.316753,0.3976802,0.03773588,0.443189,0.214115,0.173947
"1678",107289115,"contactin 2",11,7,5,4,3,0.043225324,0.0297501,0.0757615,0,0.4459762,0.3809149,0.0549018,0.0302595,0.297903
"1679",107289116,"G protein-coupled estrogen receptor 1",1,2,0,1,0,1.88754,1.77036,1.88699,4.063948,18.36091,2.262663,0.968456,1.56232,3.91365
"1680",107289118,"G protein-coupled receptor 146",18,14,31,34,26,26.927837,24.887641,27.101594,6.210639,9.417151,5.568456,4.06591,11.4196,9.28507
"1681",107289122,"dpy-19 like 4 (C. elegans)",148.77,90.26,205.95,218.84,131.17,3.76615,5.0600936,4.471279,10.156387,2.58166,17.087308,8.10602,7.05387,7.60328
"1682",107289135,"retinoic acid induced 1",4,1,8,4,3,17.536647,17.26695259,17.07549666,6.330238,10.350127,6.5481,3.144832,5.188874,2.378306
"1683",107289136,"sterol regulatory element binding transcription factor 1",12,9,9,8,8,71.96081,64.207733,75.19207,88.06285723,87.135146,59.166884,12.28828,13.07067,13.74261
"1684",107289143,"cyclin E2",0,4,8,37,1,0.2490114,0.2957753,0.3013677,0.8800032,0.0284208,0.40542,1.28745,1.23213,1.83415
"1685",107289145,"RAS, dexamethasone-induced 1",70,120,58,57,33,4.99655,4.74346,5.13549,10.21602,21.161503,5.64325,29.0704,38.751,68.5622
"1686",107289147,"target of myb1 like 2 membrane trafficking protein",7,6,11,11,4,67.62776348,65.23578371,68.39464939,34.95589,43.18986,36.41201,21.56681,7.739026,23.34979
"1687",107289153,"tumor protein p53 inducible nuclear protein 1",94,116,526,257,237,4.430974,4.430903,3.725721,2.81111,2.516079,10.57273,1.322766,3.932737,0.653689
"1688",107289155,"B9 protein domain 1",524,373,587,395,458,31.286152,30.246609,33.253078,37.912834,44.493906,36.3659283,37.01718,35.14279,43.56315
"1689",107289158,"phenylalanyl-tRNA synthetase beta subunit",1098,915,1406,991,1256,16.843926,16.572822,15.326715,3.37211,2.87665,5.6331,13.803836,27.18887,15.84526
"1690",107289160,"EPH receptor A4",22,7,16,9,11,3.7782687,2.7759336,3.9951391,4.833478,3.131480574,6.173958,12.02242,24.3746,13.8179994
"1691",107289162,"NADH:ubiquinone oxidoreductase complex assembly factor 6",55,35,67,26,35,38.620636,34.27279,32.73958,8.4465263,6.011371,16.49992,16.66762,4.62267,17.4935
"1692",107289163,"rabaptin, RAB GTPase binding effector protein 1",155,108,165,145,132,4.2906694,4.4237378,4.3903432,24.70776,6.895853,24.879859,15.990408,16.45223,22.8620365
"1693",107289166,"collagen type XXVI alpha 1",63,98,112,61,40,6.310103,5.8174768,6.794038,0.34481739,2.576026477,0.481827,0.106584169,0.145971041,0.075124491
"1694",107289168,"zinc finger E-box binding homeobox 2",420,369,526,387,247,28.34001307,22.71778139,21.07374721,18.74282,8.507041,11.3567,4.551236,11.84296,4.464474047
"1695",107289169,"malate dehydrogenase 1B",64,21,53,33,17,0.171967,0.0791853,0.19988,4.247040227,1.609352,7.464872,1.669212,2.89702,0.773921
"1696",107289180,"kappa-type opioid receptor-like",2,0,1,2,0,0.014589,0.0316839,0.0204109,0.03074998,0.048264,0.01152329,0.0374355,0.0503836,0.0508857
"1697",107289182,"chromosome unknown open reading frame, human C8orf37",347,317,717,395,259,4.99118,5.223617,4.71316501,1.76128,0.199553,2.97296,47.4823,17.4271,19.4984
"1698",107289197,"MGAT4 family member C",3,0,1,1,0,3.9099183,3.5561124,4.2087274,0.0259583,0.0597152,0.03693462,0.0759845,0.13782,0.0880067
"1699",107289200,"protein phosphatase 6 regulatory subunit 2",2,1,7,7,3,64.163224,58.346359,75.743908,49.118014,66.813575,30.609951,24.229691,11.118399,10.496137
"1700",107289202,"GRIP and coiled-coil domain containing 1",3,2,2,4,5,3.19607,3.34966,4.005752,7.09082,5.954366,5.911146,2.61643,10.6369,2.61899
"1701",107289203,"staphylococcal nuclease and tudor domain containing 1",66,14,50,31,17,30.885424,29.5369,33.390708,85.71099,66.72795,66.30012,19.51791143,33.0127927,19.35317825
"1702",107289208,"Ras association domain family member 9",363,233,398,257,192,1.792909,1.56433,1.653898,0.424988,0.11566,1.36605,2.50145,14.0592,11.6417
"1703",107289221,"signal transducer and activator of transcription 4",10,28,52,112,28,0.524335001,0.620087,0.736171,0.913673,0.750585,1.18742,0.786445,0.870652,1.844850339
"1704",107289227,"zinc finger protein 2",543,471,876,623,583,4.49068,4.52814,4.55108,6.42749,4.34617,5.210043,3.88891,11.0404,7.37365
"1705",107289234,"mitochondrial ribosomal protein S5",1250,882,1315,814,899,51.823952,50.16529,54.423093,82.23305,29.725406,73.465096,24.7337,31.5109,29.1931
"1706",107289238,"bridging integrator 3",247,202,404,362,350,12.605902,10.840463,11.877403,37.96968777,20.553531,30.04930365,5.29337,8.72057,4.1774
"1707",107289242,"phytanoyl-CoA 2-hydroxylase interacting protein",1,1,3,2,0,2.05556,2.25444,2.68142,5.018043,3.072459,3.498139,3.350352,3.14132,8.57326
"1708",107289252,"chromosome unknown open reading frame, human C8orf4",674,293,753,723,241,18.5123,18.1412,19.797,10.0504,5.13322,23.7377,20.5901,218.403,375.1
"1709",107289253,"zinc finger matrin-type 4",1,0,3,3,1,0.481528749,0.105949387,0.262853689,0,0.3829637,0.5478639,0,0.0889186,0.184703
"1710",107289255,"GINS complex subunit 4 (Sld5 homolog)",19,17,20,13,11,6.90648,6.34011,8.01397,1.48655485,1.204779,1.146437,0.447828,1.51941,0.948392
"1711",107289260,"ADAM metallopeptidase domain 23",13,11,21,30,22,0.8473903,0.626325,0.733949332,0.538557,0.4910361,0.5857864,0,0.0155084,0.136570868
"1712",107289263,"pseudopodium enriched atypical kinase 1",138,134,139,129,95,6.0096018,5.6211414,6.0200768,4.78485,4.848109,5.908459,5.205009,8.8743,3.26856
"1713",107289271,"translocase of inner mitochondrial membrane 17 homolog A (yeast)",504,390,565,678,335,92.71774,93.58322,95.047567,46.571883,18.459897,63.071879,48.8982,2.59922,85.5605
"1714",107289274,"myogenin (myogenic factor 4)",0,0,0,0,0,0.0575817,0.0618652,0.0585644,0.244848,0.141193,0.0421093,0.052403,0,0
"1715",107289278,"activating signal cointegrator 1 complex subunit 3",641,500.67,543.81,532.84,437.18,8.2570538,7.4676679,7.2119071,3.128781,1.131268,9.57927,4.82422,8.3241775,4.89287
"1716",107289279,"single-minded family bHLH transcription factor 1",23,13,16,13,11,3.81312,2.728621,3.37395,5.649721,1.854008,6.01947,2.898456,2.36034,3.4954333
"1717",107289288,"protein tyrosine phosphatase, non-receptor type 14",24,24,17,21,15,7.60472,6.847037,7.770033,5.215198,4.194342,5.300923,2.284098,0,3.082097
"1718",107289292,"centromere protein F",2,1,1,5,3,0.2231543,0.4277601,0.2143886,0.135071,0.423467,0.597287906,0.0429837,0,0.0974629
"1719",107289294,"prospero homeobox 1",4,5,7,4,9,2.423808,1.839898,1.812128,1.04514524,0.700010515,0.630374,1.51565,0,2.43266
"1720",107289295,"coiled-coil domain containing 174",537,490,915,828,731,3.203619,2.439649,3.1987437,9.055213,2.89729,10.6916141,5.33411,7.46628,9.02061
"1721",107289300,"dedicator of cytokinesis 8",208,265,312,279,123,13.624016,15.266495,13.5743377,25.4290387,10.6160116,29.96672475,27.70794,19.32729,3.298979
"1722",107289301,"KN motif and ankyrin repeat domains 1",360,292,508,257,237,37.27388,36.314335,38.24994,35.925523,34.57272,32.407581,12.710162,17.345125,13.1574
"1723",107289302,"doublesex and mab-3 related transcription factor 1",0,0,3,0,0,0,0,0,0,0.0579942,0,0,0,0
"1724",107289308,"ADAM metallopeptidase with thrombospondin type 1 motif 15",14,15,12,10,13,4.790795,5.525691,4.2844888,4.26241,6.81483,3.70866,0.452172,2.09689,2.73856
"1725",107289309,"ADAM metallopeptidase with thrombospondin type 1 motif 8",20,6,3,34,1,0.7971427,0.5980893,0.687667,0.750517,1.667092,0.486721,0.258992,0.516953,1.46049
"1726",107289310,"suppression of tumorigenicity 14",14,5,3,11,14,44.019111,41.7556452,43.773341,91.399084,57.644033,49.2214,6.468656,6.8138697,4.9221156
"1727",107289318,"BLK proto-oncogene, Src family tyrosine kinase",6,12,33,46,10,4.39064,4.46215,4.13722,0.309824,0.373827,0.327575,0.10727,1.40101,0.038204
"1728",107289319,"family with sequence similarity 167 member A",1,0,0,0,0,0.603636,0.469022,0.453288,7.590634,6.34917,6.394859,1.24655,7.113772,3.28766
"1729",107289321,"coiled-coil and C2 domain containing 2A",405,365,559,444,440,3.2490267,3.3960497,3.216407,19.86150708,17.466979,27.720216,4.9907017,2.8902214,6.2065542
"1730",107289322,"C1q and tumor necrosis factor related protein 7",21,21,30,37,23,2.851165,2.80229,2.85192,3.70515,1.79151401,1.366438122,0.556272,3.01631,3.43361
"1731",107289323,"minichromosome maintenance complex component 4",76,56,110,151,96,3.02549,3.07307,3.07662,14.52575664,6.339922,15.5592586,4.452348,13.5526887,7.039989
"1732",107289332,"nuclear receptor coactivator 7",721,464,920,600,550,14.9931212,15.592699,14.7323749,35.926427,11.756808,26.04677183,38.96721,52.51266,19.9226363
"1733",107289338,"centromere protein W",12,11,65,72,41,1.624555,1.360034,1.480253,1.540249,1.17346,1.16658,0.73402,4.91693,2.98976
"1734",107289339,"neuronal cell adhesion molecule",92,101,185,112,104,0.3872417,0.4523516,0.5017423,3.364815123,1.963698809,11.98005954,0.502817,1.691255,0.483638
"1735",107289343,"solute carrier family 22 member 15",387,300,395,369,523,2.3248604,2.362483533,2.1072367,1.369258,0.543288,4.300826,0.52521,0.585319,0.931571
"1736",107289355,"zinc finger DHHC-type containing 21",154,171,232,214,317,2.941307,3.495962,2.9159483,1.591553,0.259027,7.63905,10.8153,9.43922,8.14357
"1737",107289356,"INO80 complex subunit D",72,60,84,64,43,5.733014,5.3963577,5.4118355,1.971254,0.776661,2.88986,1.06474,1.61766,0.55434
"1738",107289357,"FRAS1 related extracellular matrix 1",9,8,4,3,19,3.422884,4.25922671,3.9246714,14.8756,19.46559,16.52378,6.70675,6.25339,3.43265
"1739",107289373,"spermatogenesis associated 2",117,133,224,164,165,23.37252902,22.922443,22.14926401,5.06444,5.96131,4.402014,9.34458,20.2689,4.71778
"1740",107289375,"ring finger protein 114",155,97,201,170,126,64.45393,66.0265,66.38938,99.60785281,55.59872531,85.94472,66.0846,83.0211,62.4773
"1741",107289378,"CCAAT/enhancer binding protein beta",4,1,10,5,0,37.543,30.5585,38.1647,20.3155,12.507,7.6195,10.516,12.1878,5.92925
"1742",107289379,"protein tyrosine phosphatase, non-receptor type 1",13,18,43,29,54,20.941029,21.588792,22.055019,62.23051,15.35287,61.55583,8.17935,30.4433,11.6426
"1743",107289382,"family with sequence similarity 65 member C",26,28,45,30,27,11.483196,11.751131,12.07303,5.385255,19.010601,7.308380001,39.90198103,9.650569,2.569841
"1744",107289384,"activity-dependent neuroprotector homeobox",494,408,758,543,535,13.761636,13.234866,13.311512,10.21734791,14.1370693,22.137548,15.1737,32.8236,14.6808
"1745",107289388,"LSM family member 14B",294,154,253,180,259,21.41625,21.87945,23.10328,24.861451,20.82204,20.804932,25.67949,32.247286,23.8235745
"1746",107289389,"proteasome subunit alpha 7",1200,1111,1931,1678,1419,127.31608,125.717178,131.871553,254.981702,116.32404,215.67098,297.216,396.453,219.81
"1747",107289392,"synovial sarcoma translocation gene on chromosome 18-like 1",1,2,1,2,1,4.93926,4.65797,5.0367,11.18355,8.041913,8.612849,2.0701021,2.57037,0.911376
"1748",107289395,"homeodomain interacting protein kinase 2",458,269,246,379,172,34.807875,31.712557,36.4248354,39.67011,14.155961,31.364911,51.0189,55.7779097,12.0931414
"1749",107289397,"thromboxane-A synthase-like",14,9,16,30,7,15.2684456,14.769915,16.677542,6.403193099,6.821379,9.8571015,9.6366082,8.582045,18.01284
"1750",107289409,"fumarate hydratase",1633,1251,3494,1907,2052,132.1892089,133.418797,129.976312,113.69902,42.07678,144.1644,116.645,0.31561,43.8349
"1751",107289411,"Rac GTPase activating protein 1",0,2,9,35,2,2.3290124,2.3425643,2.819254,9.112732315,7.5373695,8.535758608,0.858124,2.74421,2.96794
"1752",107289429,"tetratricopeptide repeat domain 29",57,20,69,194,78,0,0,0.0311731,0.887927,0,1.851403,0.141086,0.8874838,0.0702965
"1753",107289431,"solute carrier family 10 member 7",56,66,124,69,44,6.550136,6.130356358,5.7786397,1.8131813,0.538609584,3.5837728,3.158726166,15.508508,3.204503
"1754",107289437,"solute carrier family 6 member 15",4,10,12,95,3,8.8356427,7.9695935,8.951214,0.037816,0,0.0176391,0.996604,0.550378,0.399148
"1755",107289439,"prostaglandin F receptor",72,32,67,46,96,7.15033,7.93595,5.24654,1.812646,0.271745,6.38801,12.0601,1.72793,1.54809
"1756",107289440,"DnaJ heat shock protein family (Hsp40) member B4",682,445,727,689,476,7.264883406,6.9685519,6.673803,13.254783,3.937689,16.356925,16.4415,0,73.4165
"1757",107289444,"ubiquitin specific peptidase 33",223,181,327,372,219,18.598463,20.332742,17.174405,18.356007,13.399501,40.752355,10.57769,0.0399541,10.45554
"1758",107289445,"neuropilin 2",13,13,14,12,5,11.89006156,12.00324337,12.29277751,3.4386754,1.8922004,3.403504,6.098395,11.064276,7.617108
"1759",107289448,"zinc finger protein 830",232,203,550,374,440,6.75733,6.3094,5.97256,7.94469,5.33772,6.03251,10.4222,0,17.2186
"1760",107289449,"GIPC PDZ domain containing family member 2",260,255,258,371,161,99.608778,102.4283012,96.65892,12.7464,10.9659,32.7189,31.3142,0.0237037,6.43192
"1761",107289461,"PARP1 binding protein",2,3,8,11,3,0.0220514,0.1141705,0.0224241,0.7544808,0.289686,1.613174,0.0223497,0.600194,0.0468537
"1762",107289462,"pro-melanin concentrating hormone",0,0,0,0,0,0,0,0,0,0.202345,0,0,5.44142,0.417172
"1763",107289476,"coiled-coil domain containing 53",109,95,164,110,106,16.453803,17.300821,18.069368,26.464266,22.47351,63.93937108,34.2556,26.5469,40.1151
"1764",107289478,"suppressor of cytokine signaling 6",391,321,473,435,363,8.6834283,8.044669,8.672041,4.307948,2.408908,7.143858,6.93926,19.8679,6.94807
"1765",107289479,"docking protein 6",0,2,0,0,0,0.2231697,0.2025269,0.1904265,5.359288,3.200524,10.27591,0.081211,1.41696,2.00307
"1766",107289483,"thioredoxin related transmembrane protein 3",205,147,230,299,136,6.9706582,7.1313035,6.0074191,8.176442,1.861101,21.80126,12.573788,21.066253,12.904785
"1767",107289486,"methionine sulfoxide reductase B1",616,413,465,403,382,145.2112,138.8687,142.8769,134.2135,239.8984,117.4902,89.4241,0.147552,34.0562
"1768",107289533,"ligand dependent nuclear receptor interacting factor 1",87,95,215,214,322,2.9948518,5.1300692,3.2947451,1.225477,0.564581,4.662510607,3.13791,0,5.38445
"1769",107289540,"pleckstrin homology domain containing O2",0,0,3,3,0,7.475822,8.130889,7.800749,5.9681,10.93627,5.658469,4.26589,19.202176,12.5050691
"1770",107289547,"synapse associated protein 1",1523.97,1280,2138.7,1463.04,1344,12.29523,12.370498,12.076,10.5331,4.244014,16.96228,69.1878,0.216633,54.713
"1771",107289553,"malignant fibrous histiocytoma amplified sequence 1",36,24,23,48,42,17.81448,17.57647,18.60634,7.80897,6.004083,7.952365,14.3213,25.4244,8.21046
"1772",107289566,"mitochondrial pyruvate carrier 1",2635,1959,3964,3260,4013,431.953812,442.711984,416.629967,196.15625,68.5546978,311.8172,257.155,77.12475,434.3383
"1773",107289568,"pre-mRNA processing factor 8",27,14,28,18,9,58.458301,58.8685,57.3951,32.29292,61.51084,42.49829,43.3877,0.41241,28.819
"1774",107289578,"secreted frizzled-related protein 2",11,6,21,4,11,9.38304,8.69272,10.11044,0.38695,3.86769,0.354924,0.442599,15.5976,4.41466
"1775",107289579,"polymerase (RNA) III subunit B",282,204,368,228,221,3.29367,3.85111,3.55656,5.03528,3.198108005,5.881672,2.90647,3.729,2.6605
"1776",107289581,"cytoskeleton-associated protein 4",1346,1083,1376,1275,907,4.33754,4.36866,4.43726,13.412961,21.3812427,16.05878,5.65344,53.8852,11.7522
"1777",107289582,"NUAK family, SNF1-like kinase, 1",50,41,75,55,51,7.77375,8.45038,9.05285,1.527238,1.91254,2.1682171,1.000139,4.82415,3.074629
"1778",107289583,"activin A receptor type I",302,221,195,265,63,4.140647,4.065996,4.232388,23.5633,13.009228,24.899702,10.392164,21.832,18.775097
"1779",107289585,"activin A receptor type IC",175.77,136.71,162.72,41.56,99.07,1.276583,0.5064481,1.97216,0.1845959,0.1137041,0.257276,2.65136,3.462028,0.322175
"1780",107289587,"polypeptide N-acetylgalactosaminyltransferase 5",6,4,14,8,0,0.0186678,0.0222684,0.0192237,0.0667367,0.0412464,0.0979625,0.860469,0.998232,0.198731
"1781",107289588,"cytohesin 1 interacting protein",6,20,129,224,47,14.30908286,14.190073,17.108872,2.228798,1.52725,4.872575,2.424003,11.125904,34.4539
"1782",107289589,"ermin",0,0,53,2,1,0.0115204,0,0.0454837,0.0205353,0,0.66176021,0,0.124839,0
"1783",107289591,"glycophorin C (Gerbich blood group)",788,828,1808,1205,872,6.5853,5.6416503,6.5795141,30.2159412,88.388661,23.8703139,5.89464,24.3895,24.4801
"1784",107289592,"contactin associated protein-like 5",0,0,0,1,1,0.0384214,0.0487404,0.035511,0.315183,0.049567,0.611025,0.340635,0.12779,0.485856894
"1785",107289594,"family with sequence similarity 65 member B",7,8,24,40,9,2.71223811,3.3085587,3.1588221,0.990734,1.887947,2.24152,1.397985,6.5420951,0.8417955
"1786",107289596,"chromosome unknown open reading frame, human C6orf62",706,624,610,717,417,31.2449,30.8427,31.3871,41.8686,23.82275,81.731,85.8635,188.5981,67.6941
"1787",107289600,"MRS2, magnesium transporter",179,184,380,471,319,26.6160028,24.528612,24.2203863,16.187702,13.17080019,31.30549458,10.09019,17.067852,10.704653
"1788",107289602,"aldehyde dehydrogenase 5 family member A1",803,634,731,372,476,12.7824,12.0512,12.921,22.07736003,11.43010269,22.043955,122.0727,88.59549,45.0971
"1789",107289604,"doublecortin domain containing 2",587,441,984,1428,718,1.518543,1.301344,1.126106,18.91994,2.235034,22.6275,3.1195,91.5576,6.12483
"1790",107289605,"acyl-CoA thioesterase 13",302,245,227,400,372,189.618,193.67,181.381,104.4737,15.82962,123.470659,212.1996,496.091,212.0719
"1791",107289606,"neurensin 1",1,0,1,18,0,0.132475,0.284676,0.269456,0.704713,3.507698336,0.138083402,0.0999258,0.245846,0.0140276
"1792",107289613,"APAF1 interacting protein",939,808,1225,789,703,15.85896,17.927229,18.022302,15.1661253,2.7238826,28.842324,77.48631,71.579194,60.0138465
"1793",107289655,"protein associated with topoisomerase II homolog 2 (yeast)",0,2,1,1,0,0,0.0179775,0,0.444866,0.1511997,0.4659054,0,0.0679386,0
"1794",107289656,"sorting nexin 22",32.17,15.39,14.26,26.44,7.14,2.581204,2.726573,2.033392,24.9346866,23.328837,1.6597049,1.65364,2.2233,1.39747
"1795",107289666,"apoptosis inhibitor 5",1273,986,1992,1399,1308,15.8309232,16.1383,16.504364,29.63669,12.14024,43.63305,19.597328,29.47875,18.57258002
"1796",107289667,"tetratricopeptide repeat domain 17",423,311,628,441,384,8.4086223,8.162313,8.0671159,28.420449,16.768857,38.7635035,8.295613,10.063278,7.2842271
"1797",107289669,"alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase",1760,1671,2765,1468,1342,41.230594,47.23281,41.768396,19.03994,18.32059,15.6204,14.07033,10.29272,8.58016
"1798",107289673,"fucosyltransferase 10 (alpha (1,3) fucosyltransferase)",47,24,43,46,23,1.440964,1.8086384,1.54011,3.632575,5.714398,3.754684,0.873934,3.27947,1.42122
"1799",107289674,"farnesyltransferase, CAAX box, alpha",1729,1398,1921,1800,1339,20.339926,20.76116,22.176371,26.98016,19.45195,41.7294,47.662,79.0229,48.6454
"1800",107289677,"neuregulin 1",0,2,7,9,8,4.5658647,3.55353427,3.6626044,6.957231759,4.099844979,12.601669,17.2016049,8.895655,2.9870053
"1801",107289693,"ABI family member 3 binding protein",192,249.46,167.98,92.55,101,3.646148,4.231486,3.358554,7.368487693,6.530894,20.56059465,0.619608241,0.660457297,2.717048092
"1802",107289694,"RAS guanyl releasing protein 3",1371,1022,1249,942,749,4.77592,7.106564,6.210928,6.372448,3.53404708,8.6441802,1.459149,4.641108,8.16348
"1803",107289695,"delta-like 2 homolog (Drosophila)",0,0,5,0,4,0.587711,0.63141,0.498135,0.210661,0.435905,0.289428,0.363735,1.56364,1.20064
"1804",107289698,"potassium channel tetramerization domain containing 9",190,120,232,202,186,16.0572246,14.729967,11.831434,7.397607,2.9681713,14.0743759,2.05792,5.12961,5.70486
