Orthogroup	P_Mucros.pep	M_musculus.pep
OG0006971	XP_015674195.1	ENSMUSG00000037686.6
OG0006972	XP_015680547.1	ENSMUSG00000031060.16
OG0006973	XP_015680159.1	ENSMUSG00000026127.13
OG0006974	XP_029142358.1	ENSMUSG00000021209.12
OG0006975	XP_029141587.1, XP_015679829.1	ENSMUSG00000024561.11
OG0006976	XP_015685112.1, XP_015674554.1	ENSMUSG00000021097.15
OG0006977	XP_015679256.1	ENSMUSG00000041341.10
OG0006978	XP_029140218.1	ENSMUSG00000058290.4
OG0006979	XP_015687538.1	ENSMUSG00000021115.15
OG0006980	XP_015671183.1	ENSMUSG00000041712.7
OG0006981	XP_015680258.1	ENSMUSG00000057963.9
OG0006982	XP_015682916.1	ENSMUSG00000021190.14
OG0006983	XP_015682119.1, XP_015682915.1	ENSMUSG00000044456.16
OG0006984	XP_029142169.1	ENSMUSG00000113902.1
OG0006985	XP_015682216.1	ENSMUSG00000021188.14
OG0006986	XP_015673752.1, XP_015673753.1	ENSMUSG00000036061.10
OG0006987	XP_015673759.1	ENSMUSG00000001657.7
OG0006988	XP_015682150.1	ENSMUSG00000047415.12
OG0006989	XP_029140974.1	ENSMUSG00000021179.8
OG0006990	XP_015676963.1	ENSMUSG00000021177.16
OG0006991	XP_029138956.1, XP_015680279.1	ENSMUSG00000020962.14
OG0006992	XP_015683123.1, XP_015683131.1	ENSMUSG00000002660.8
OG0006993	XP_015682933.1	ENSMUSG00000005465.9
OG0006994	XP_015682954.1	ENSMUSG00000037103.8
OG0006995	XP_029139303.1, XP_015668111.1	ENSMUSG00000021037.7
OG0006996	XP_015668105.1, XP_015668106.1	ENSMUSG00000021033.11
OG0006997	XP_015668107.1	ENSMUSG00000034145.14
OG0006998	XP_029139623.1	ENSMUSG00000012609.19
OG0006999	XP_015669729.1	ENSMUSG00000034266.6
OG0007000	XP_015668768.1	ENSMUSG00000003814.8
OG0007001	XP_015677700.1	ENSMUSG00000004789.10
OG0007002	XP_029141143.1	ENSMUSG00000002020.15
OG0007003	XP_015674868.1	ENSMUSG00000071234.3
OG0007004	XP_015668779.1, XP_015668780.1	ENSMUSG00000066839.12
OG0007005	XP_015668781.1	ENSMUSG00000003402.14
OG0007006	XP_015674865.1	ENSMUSG00000057265.13
OG0007007	XP_015668786.1, XP_015668784.1, XP_015668785.1	ENSMUSG00000040883.18
OG0007008	XP_015674854.2	ENSMUSG00000035329.7
OG0007009	XP_015680782.1	ENSMUSG00000020994.5
OG0007010	XP_015680777.1	ENSMUSG00000020993.9
OG0007011	XP_029141780.1, XP_015680776.1	ENSMUSG00000049504.12
OG0007012	XP_015668498.1, XP_015668497.1	ENSMUSG00000021028.8
OG0007013	XP_015671252.1	ENSMUSG00000074934.3
OG0007014	XP_029139938.1	ENSMUSG00000044042.19
OG0007015	XP_015682993.1, XP_029142316.1	ENSMUSG00000032178.14
OG0007016	XP_015672654.1	ENSMUSG00000040649.15
OG0007017	XP_015684011.1	ENSMUSG00000025421.15
OG0007018	XP_029142529.1, XP_015684012.1	ENSMUSG00000025420.13
OG0007019	XP_015679953.1, XP_029141613.1	ENSMUSG00000025423.16
OG0007020	XP_015682058.1	ENSMUSG00000032818.16
OG0007021	XP_015680720.1	ENSMUSG00000115884.2, ENSMUSG00000041840.8
OG0007022	XP_015682385.1	ENSMUSG00000059336.14, ENSMUSG00000116373.1
OG0007023	XP_029141797.1	ENSMUSG00000024548.11
OG0007025	XP_015668205.1	ENSMUSG00000047694.12
OG0007026	XP_015682669.1, XP_015682830.1	ENSMUSG00000042700.16
OG0007027	XP_015678867.1, XP_015678868.1	ENSMUSG00000010608.15
OG0007028	XP_015678866.1	ENSMUSG00000019969.14
OG0007029	XP_015674440.1, XP_015684842.1	ENSMUSG00000042523.12
OG0007030	XP_029139827.1, XP_029139826.1	ENSMUSG00000002007.5
OG0007031	XP_015686354.1, XP_015679182.1	ENSMUSG00000090100.7
OG0007032	XP_015670596.1	ENSMUSG00000002015.5
OG0007033	XP_015680568.1	ENSMUSG00000079110.12
OG0007034	XP_015680570.1	ENSMUSG00000033808.16
OG0007035	XP_015670601.1	ENSMUSG00000031371.14
OG0007036	XP_029141742.1	ENSMUSG00000046971.7
OG0007037	XP_015667703.1	ENSMUSG00000031390.8
OG0007038	XP_015667751.1	ENSMUSG00000062694.7
OG0007039	XP_015667750.1, XP_029139233.1	ENSMUSG00000031389.17
OG0007040	XP_015671422.2	ENSMUSG00000033943.15
OG0007041	XP_029139963.1	ENSMUSG00000027298.17
OG0007042	XP_015667729.1, XP_015667728.1	ENSMUSG00000031392.18
OG0007043	XP_015667747.1	ENSMUSG00000031393.16
OG0007044	XP_015680922.1	ENSMUSG00000027304.9
OG0007045	XP_015672967.1	ENSMUSG00000046186.8
OG0007046	XP_015667742.1	ENSMUSG00000031144.15
OG0007047	XP_029140225.1	ENSMUSG00000040479.12
OG0007048	XP_015684331.1	ENSMUSG00000040506.16
OG0007049	XP_015679363.1, XP_015674133.1	ENSMUSG00000040591.18
OG0007050	XP_015667712.2	ENSMUSG00000004221.16
OG0007051	XP_015674138.1	ENSMUSG00000002103.16
OG0007052	XP_015674141.1	ENSMUSG00000002111.8
OG0007053	XP_015687336.1, XP_015687335.1	ENSMUSG00000023027.13
OG0007054	XP_015674142.1	ENSMUSG00000002105.15
OG0007055	XP_015677544.1	ENSMUSG00000002102.15
OG0007056	XP_015677542.1	ENSMUSG00000111579.1, ENSMUSG00000002104.11
OG0007057	XP_015687199.1	ENSMUSG00000027198.16
OG0007058	XP_015673652.1	ENSMUSG00000023015.14
OG0007059	XP_015687203.1	ENSMUSG00000075028.12
OG0007060	XP_015673655.1	ENSMUSG00000095440.2
OG0007061	XP_015685905.2, XP_029140695.1	ENSMUSG00000000531.5
OG0007062	XP_015675438.1	ENSMUSG00000023034.7
OG0007063	XP_015675408.1	ENSMUSG00000025393.12
OG0007064	XP_015675396.1	ENSMUSG00000040054.17
OG0007065	XP_015676572.1	ENSMUSG00000048058.17
OG0007066	XP_029140580.1	ENSMUSG00000005087.17
OG0007067	XP_015669562.1	ENSMUSG00000031073.6
OG0007068	XP_015669559.1	ENSMUSG00000070348.5
OG0007069	XP_029141476.1	ENSMUSG00000048677.9
OG0007070	XP_015685940.1, XP_029142158.1	ENSMUSG00000052512.17
OG0007071	XP_029140666.1	ENSMUSG00000014498.9
OG0007072	XP_015685332.1	ENSMUSG00000046934.5, ENSMUSG00000005683.8
OG0007073	XP_015678400.1	ENSMUSG00000025369.15
OG0007074	XP_015666911.1	ENSMUSG00000027122.15
OG0007075	XP_015678415.1, XP_015678416.1	ENSMUSG00000042670.5
OG0007076	XP_015687075.1, XP_015687083.1	ENSMUSG00000027170.12
OG0007077	XP_015685585.2, XP_015678386.1	ENSMUSG00000026102.9
OG0007078	XP_015687001.1	ENSMUSG00000027177.14
OG0007079	XP_015669416.1, XP_015669408.1	ENSMUSG00000003355.7
OG0007080	XP_015687520.2	ENSMUSG00000041406.14
OG0007081	XP_015676688.1	ENSMUSG00000005610.17
OG0007083	XP_029140929.1	ENSMUSG00000005611.15
OG0007084	XP_015676687.1	ENSMUSG00000005686.17
OG0007085	XP_015675412.1	ENSMUSG00000023009.14
OG0007086	XP_015675410.1	ENSMUSG00000023010.15
OG0007087	XP_015679251.1	ENSMUSG00000061079.14
OG0007088	XP_015679253.1	ENSMUSG00000047554.14
OG0007089	XP_029141469.1	ENSMUSG00000035901.14
OG0007090	XP_015679798.1, XP_015679795.1	ENSMUSG00000030670.16
OG0007091	XP_015674739.1	ENSMUSG00000030660.9
OG0007092	XP_029141047.1, XP_015677392.1	ENSMUSG00000016984.7
OG0007093	XP_015666574.1	ENSMUSG00000018661.17
OG0007094	XP_015675099.1	ENSMUSG00000006599.13
OG0007095	XP_015670724.1, XP_015670716.1	ENSMUSG00000034706.16
OG0007096	XP_015675108.1, XP_015675103.1	ENSMUSG00000043262.16
OG0007097	XP_015675105.1	ENSMUSG00000049516.9
OG0007098	XP_015670694.1, XP_029139847.1	ENSMUSG00000049957.14
OG0007099	XP_029139861.1	ENSMUSG00000039691.10
OG0007100	XP_029139860.1	ENSMUSG00000039781.14
OG0007101	XP_015677551.1	ENSMUSG00000000154.16
OG0007102	XP_015670592.1	ENSMUSG00000025371.12
OG0007103	XP_029139828.1	ENSMUSG00000039850.16
OG0007104	XP_029141346.1	ENSMUSG00000000244.17
OG0007105	XP_015672949.1	ENSMUSG00000039908.14
OG0007106	XP_015684993.1, XP_015675389.1	ENSMUSG00000046697.17
OG0007107	XP_015676754.1, XP_015676753.1	ENSMUSG00000025576.17
OG0007108	XP_015667360.1	ENSMUSG00000025507.13
OG0007109	XP_015685134.1, XP_029140531.1, XP_029141178.1	ENSMUSG00000046408.14
OG0007110	XP_015667394.1	ENSMUSG00000025503.5
OG0007111	XP_029139176.1	ENSMUSG00000025504.14
OG0007112	XP_029140074.1	ENSMUSG00000038637.15
OG0007113	XP_015680022.1, XP_015684803.1	ENSMUSG00000022651.6, ENSMUSG00000061100.5, ENSMUSG00000012705.16
OG0007114	XP_015680699.1, XP_029141765.1	ENSMUSG00000024843.15
OG0007115	XP_029140157.1	ENSMUSG00000024907.7
OG0007116	XP_029142948.1	ENSMUSG00000024050.18
OG0007117	XP_015679865.1	ENSMUSG00000048070.4
OG0007118	XP_015674634.1, XP_015685752.1	ENSMUSG00000022802.2
OG0007119	XP_015670686.1	ENSMUSG00000020903.13
OG0007120	XP_029139559.1	ENSMUSG00000034473.14
OG0007121	XP_015670693.1	ENSMUSG00000020905.11
OG0007122	XP_015675771.1	ENSMUSG00000001674.11
OG0007123	XP_015675770.1	ENSMUSG00000026339.18
OG0007124	XP_015680985.1	ENSMUSG00000014177.10
OG0007125	XP_015674403.1	ENSMUSG00000022849.5
OG0007126	XP_015665679.1	ENSMUSG00000039230.14
OG0007127	XP_015665717.1	ENSMUSG00000025175.12
OG0007128	XP_029140510.1, XP_015674406.1	ENSMUSG00000022837.14
OG0007129	XP_015665727.1	ENSMUSG00000033352.11
OG0007130	XP_015665757.1	ENSMUSG00000020910.16
OG0007131	XP_015675966.1, XP_015675967.1	ENSMUSG00000026162.7
OG0007132	XP_015675981.1	ENSMUSG00000026205.8
OG0007133	XP_015675964.1	ENSMUSG00000033159.14
OG0007134	XP_015675977.1	ENSMUSG00000049339.16
OG0007135	XP_029140783.1	ENSMUSG00000026173.15
OG0007136	XP_015675953.1	ENSMUSG00000006301.17
OG0007137	XP_015677123.1	ENSMUSG00000033044.12
OG0007138	XP_015673253.1	ENSMUSG00000000056.7
OG0007139	XP_015673251.1	ENSMUSG00000039294.14
OG0007140	XP_015675949.1, XP_015675948.1	ENSMUSG00000006304.14
OG0007141	XP_015685573.1	ENSMUSG00000056962.11
OG0007142	XP_015674383.1, XP_015674382.1	ENSMUSG00000020810.5
OG0007143	XP_029140507.1	ENSMUSG00000070331.14
OG0007144	XP_029141851.1	ENSMUSG00000047989.11
OG0007145	XP_015675205.1	ENSMUSG00000024683.6
OG0007146	XP_015680506.1	ENSMUSG00000101645.1, ENSMUSG00000034101.14
OG0007147	XP_015685528.2, XP_015685424.1	ENSMUSG00000027080.6
OG0007148	XP_015675187.1	ENSMUSG00000034282.3
OG0007149	XP_015675186.1	ENSMUSG00000020778.12
OG0007150	XP_015676034.1, XP_015676035.1	ENSMUSG00000023224.12
OG0007151	XP_015685723.1, XP_015676039.1	ENSMUSG00000027076.10
OG0007152	XP_015673234.1	ENSMUSG00000027067.16
OG0007153	XP_015673235.1	ENSMUSG00000033955.13
OG0007154	XP_029140564.1	ENSMUSG00000020758.15
OG0007155	XP_015681493.1	ENSMUSG00000054611.17
OG0007156	XP_015674715.1, XP_015685959.1	ENSMUSG00000020782.18
OG0007157	XP_029141040.1	ENSMUSG00000034471.12
OG0007158	XP_015677312.1	ENSMUSG00000020744.13
OG0007159	XP_015677317.1	ENSMUSG00000020743.15
OG0007160	XP_015677314.1	ENSMUSG00000020740.13
OG0007161	XP_015678268.1	ENSMUSG00000024842.8, ENSMUSG00000097687.3
OG0007162	XP_015670527.1	ENSMUSG00000020737.12
OG0007163	XP_015678277.2	ENSMUSG00000001750.16
OG0007164	XP_015670540.1	ENSMUSG00000018862.11
OG0007165	XP_015679916.1	ENSMUSG00000033373.16
OG0007166	XP_029142957.1, XP_015683330.1	ENSMUSG00000020734.13
OG0007167	XP_015667217.1	ENSMUSG00000076435.3
OG0007168	XP_015680344.1	ENSMUSG00000033007.15
OG0007169	XP_029140107.1	ENSMUSG00000026207.16
OG0007170	XP_015672178.1	ENSMUSG00000026200.13
OG0007171	XP_029140108.1	ENSMUSG00000026199.17
OG0007172	XP_015672179.1	ENSMUSG00000033124.16
OG0007173	XP_015672189.1, XP_015682857.1	ENSMUSG00000026198.15
OG0007174	XP_015667934.1, XP_015667935.1	ENSMUSG00000026348.7
OG0007175	XP_015667927.2	ENSMUSG00000036086.16
OG0007176	XP_015667918.1	ENSMUSG00000026354.8
OG0007177	XP_015667921.1	ENSMUSG00000026355.11
OG0007178	XP_015681014.2	ENSMUSG00000025142.18
OG0007179	XP_015681011.1, XP_015686311.1	ENSMUSG00000025141.3
OG0007180	XP_015686396.1, XP_015667933.2	ENSMUSG00000045382.6
OG0007181	XP_015680638.1	ENSMUSG00000044034.11
OG0007182	XP_015680646.1	ENSMUSG00000025129.2
OG0007183	XP_015680649.1	ENSMUSG00000025127.15
OG0007184	XP_015678228.1, XP_015686621.1	ENSMUSG00000020326.7
OG0007185	XP_015678227.1	ENSMUSG00000020330.16
OG0007186	XP_015675602.1	ENSMUSG00000109061.1, ENSMUSG00000002948.19
OG0007187	XP_015669068.1, XP_015669069.1	ENSMUSG00000020155.2
OG0007188	XP_015677039.2, XP_029142894.1	ENSMUSG00000024578.3
OG0007189	XP_015677042.1	ENSMUSG00000024579.7
OG0007190	XP_015677044.1	ENSMUSG00000024580.8
OG0007191	XP_015681241.1	ENSMUSG00000020272.8
OG0007192	XP_015677909.1	ENSMUSG00000034413.14
OG0007193	XP_015674151.1, XP_015674158.1	ENSMUSG00000024191.15
OG0007194	XP_015681556.1	ENSMUSG00000026196.7
OG0007195	XP_015685338.1, XP_015684372.1	ENSMUSG00000029134.14
OG0007196	XP_015686030.1	ENSMUSG00000024431.15
OG0007197	XP_015682598.2	ENSMUSG00000018238.6
OG0007198	XP_015682443.1	ENSMUSG00000018395.19
OG0007199	XP_029140626.1	ENSMUSG00000018899.16
OG0007200	XP_015681892.1	ENSMUSG00000020388.12
OG0007201	XP_015676287.1, XP_029140845.1	ENSMUSG00000051223.14
OG0007202	XP_015678726.1	ENSMUSG00000036206.12
OG0007203	XP_015675248.1	ENSMUSG00000034486.8
OG0007204	XP_015680833.1	ENSMUSG00000002881.14
OG0007205	XP_015667816.1, XP_015667825.1	ENSMUSG00000001891.16
OG0007206	XP_029139155.1	ENSMUSG00000030528.12
OG0007207	XP_015678162.1	ENSMUSG00000007739.10
OG0007208	XP_029141699.1, XP_029141700.1	ENSMUSG00000024502.10
OG0007209	XP_015669250.1	ENSMUSG00000041859.10
OG0007210	XP_029142751.1	ENSMUSG00000024603.8
OG0007211	XP_015681060.1	ENSMUSG00000001155.13
OG0007212	XP_015675414.1, XP_015675413.1	ENSMUSG00000024610.15
OG0007213	XP_029140835.1	ENSMUSG00000048126.16
OG0007214	XP_015670993.1	ENSMUSG00000020152.7
OG0007215	XP_015683422.1	ENSMUSG00000024622.8
OG0007216	XP_015666485.1, XP_015666477.1	ENSMUSG00000044966.4
OG0007217	XP_015666415.1	ENSMUSG00000027420.13
OG0007218	XP_015681466.1	ENSMUSG00000020376.17
OG0007219	XP_015681455.1	ENSMUSG00000015837.15
OG0007220	XP_015681444.1	ENSMUSG00000036620.14
OG0007221	XP_015677900.1, XP_015677892.1	ENSMUSG00000045624.15
OG0007222	XP_015681477.1	ENSMUSG00000050567.16
OG0007223	XP_015677872.1	ENSMUSG00000027384.6
OG0007224	XP_029140297.1, XP_015673174.1, XP_015673176.1	ENSMUSG00000020359.13
OG0007225	XP_015673188.1	ENSMUSG00000014503.15
OG0007226	XP_015679657.1	ENSMUSG00000024359.10
OG0007227	XP_015671894.1	ENSMUSG00000037104.9
OG0007228	XP_015674162.1, XP_015674161.1	ENSMUSG00000042997.13
OG0007229	XP_015674156.1	ENSMUSG00000031480.15
OG0007230	XP_015666772.1	ENSMUSG00000002767.13
OG0007231	XP_015681145.1, XP_015685430.1	ENSMUSG00000063576.12
OG0007232	XP_015682045.1, XP_015682043.1	ENSMUSG00000002768.8
OG0007233	XP_015681856.1	ENSMUSG00000027273.13
OG0007234	XP_015680483.1	ENSMUSG00000005320.9
OG0007235	XP_015680479.1	ENSMUSG00000021486.7
OG0007236	XP_015686213.1, XP_015680478.1	ENSMUSG00000021485.14
OG0007237	XP_015667820.1	ENSMUSG00000022105.6
OG0007238	XP_015675879.1	ENSMUSG00000035711.5
OG0007239	XP_015675885.1	ENSMUSG00000021493.15
OG0007240	XP_015667824.1	ENSMUSG00000033405.4
OG0007241	XP_015667826.1	ENSMUSG00000022109.6
OG0007242	XP_015667828.1, XP_015667829.1	ENSMUSG00000049717.9
OG0007243	XP_015679978.1, XP_015686436.1	ENSMUSG00000052087.14
OG0007244	XP_015679981.1, XP_015679439.1	ENSMUSG00000021504.14
OG0007245	XP_015679447.1	ENSMUSG00000001053.15
OG0007246	XP_015679445.1, XP_015679444.1	ENSMUSG00000001054.9
OG0007247	XP_029139243.1	ENSMUSG00000071350.12
OG0007248	XP_029139239.1	ENSMUSG00000091649.3, ENSMUSG00000044703.5, ENSMUSG00000091144.2, ENSMUSG00000068245.14
OG0007249	XP_015667807.1	ENSMUSG00000035469.17
OG0007250	XP_015672802.1	ENSMUSG00000032607.12
OG0007251	XP_015672824.1	ENSMUSG00000032606.7
OG0007252	XP_015667804.1	ENSMUSG00000021930.14
OG0007253	XP_015667802.1, XP_015667803.1	ENSMUSG00000035235.13
OG0007254	XP_029140246.1	ENSMUSG00000034023.16
OG0007255	XP_015667800.1	ENSMUSG00000030045.10
OG0007256	XP_015667839.1, XP_015667840.1	ENSMUSG00000042256.5
OG0007257	XP_015667781.1	ENSMUSG00000061665.7
OG0007258	XP_015667799.1	ENSMUSG00000023915.5
OG0007259	XP_029139242.1	ENSMUSG00000056492.6
OG0007260	XP_029139237.1	ENSMUSG00000038954.14
OG0007261	XP_015674905.1	ENSMUSG00000032582.14
OG0007262	XP_015672855.1	ENSMUSG00000032590.14
OG0007263	XP_015685782.1, XP_015672854.1	ENSMUSG00000032591.15
OG0007264	XP_015672852.1, XP_015672851.1	ENSMUSG00000010048.10
OG0007265	XP_015671845.1	ENSMUSG00000037169.15, ENSMUSG00000044597.4
OG0007266	XP_015671843.1	ENSMUSG00000037149.10
OG0007267	XP_015672849.1	ENSMUSG00000010047.12
OG0007268	XP_015672840.1	ENSMUSG00000010045.2
OG0007269	XP_015672669.1	ENSMUSG00000037977.6
OG0007270	XP_015672667.1	ENSMUSG00000032578.7
OG0007271	XP_015679377.1	ENSMUSG00000057469.8
OG0007272	XP_015687899.1	ENSMUSG00000040661.6
OG0007273	XP_015679524.1, XP_015679525.1	ENSMUSG00000020566.19
OG0007274	XP_015675743.1	ENSMUSG00000020653.12
OG0007275	XP_015675537.1	ENSMUSG00000042073.15
OG0007276	XP_015680627.1	ENSMUSG00000062054.7
OG0007277	XP_015671640.1	ENSMUSG00000052632.16
OG0007278	XP_015676707.1, XP_015676708.1	ENSMUSG00000032349.13
OG0007279	XP_015676709.1, XP_015676710.1	ENSMUSG00000001366.14
OG0007280	XP_015672658.1	ENSMUSG00000025933.15
OG0007281	XP_015672661.1	ENSMUSG00000039842.15
OG0007282	XP_015669716.1	ENSMUSG00000048387.8
OG0007283	XP_015679488.1, XP_015679490.1	ENSMUSG00000020592.14
OG0007284	XP_015676472.1	ENSMUSG00000037669.15
OG0007285	XP_015677822.1	ENSMUSG00000025646.9
OG0007286	XP_015677821.1	ENSMUSG00000021385.10
OG0007287	XP_015674638.1	ENSMUSG00000031461.4
OG0007288	XP_015676267.1, XP_015676266.1	ENSMUSG00000051978.9
OG0007289	XP_015668137.1, XP_015668138.1	ENSMUSG00000036136.9
OG0007290	XP_029141240.1	ENSMUSG00000026131.20
OG0007291	XP_015680298.1	ENSMUSG00000042215.8
OG0007292	XP_015680869.1, XP_015671691.1	ENSMUSG00000021962.9
OG0007293	XP_015677306.1	ENSMUSG00000045776.3
OG0007294	XP_015680807.1	ENSMUSG00000026153.15
OG0007295	XP_015672199.1, XP_015672198.1	ENSMUSG00000024654.8
OG0007296	XP_029142620.1, XP_015685700.1	ENSMUSG00000040760.11
OG0007297	XP_015675649.1	ENSMUSG00000040455.17
OG0007298	XP_015685462.2	ENSMUSG00000043702.9, ENSMUSG00000116251.1
OG0007299	XP_015673226.1	ENSMUSG00000045751.16
OG0007300	XP_015671821.1	ENSMUSG00000116230.1, ENSMUSG00000040818.10
OG0007301	XP_015671814.1	ENSMUSG00000021870.17
OG0007302	XP_015672866.1	ENSMUSG00000028282.12
OG0007303	XP_015668335.1	ENSMUSG00000040044.11
OG0007304	XP_015668337.1	ENSMUSG00000028292.14
OG0007305	XP_015681356.1	ENSMUSG00000106672.3, ENSMUSG00000032599.12
OG0007306	XP_015668342.1	ENSMUSG00000028295.14
OG0007307	XP_015668350.1	ENSMUSG00000032420.8
OG0007308	XP_015673556.1	ENSMUSG00000019792.8
OG0007309	XP_015684587.1	ENSMUSG00000058298.10
OG0007310	XP_015684636.1, XP_015684629.1	ENSMUSG00000038602.7
OG0007311	XP_015680537.1	ENSMUSG00000019861.15
OG0007312	XP_015678989.1	ENSMUSG00000030079.15
OG0007313	XP_015678206.2	ENSMUSG00000019905.8
OG0007314	XP_015678210.1, XP_015678209.1	ENSMUSG00000039531.8
OG0007315	XP_015677062.1	ENSMUSG00000019782.10
OG0007316	XP_015677055.1, XP_015677056.1	ENSMUSG00000071340.2
OG0007317	XP_029143065.1	ENSMUSG00000033152.13
OG0007318	XP_015677053.1	ENSMUSG00000046031.7
OG0007319	XP_015677061.1	ENSMUSG00000039497.8
OG0007320	XP_015677883.1, XP_015677882.1	ENSMUSG00000038160.7
OG0007321	XP_015672387.1	ENSMUSG00000019863.7
OG0007322	XP_015680450.1	ENSMUSG00000030095.10
OG0007323	XP_015676609.1	ENSMUSG00000019803.11
OG0007324	XP_015673511.1	ENSMUSG00000034083.16
OG0007325	XP_015682988.1	ENSMUSG00000019826.11
OG0007326	XP_015682987.1	ENSMUSG00000091415.5
OG0007327	XP_029141496.1	ENSMUSG00000014550.14
OG0007328	XP_015671125.1	ENSMUSG00000075232.6, ENSMUSG00000063953.3
OG0007329	XP_015671130.1, XP_015671129.1	ENSMUSG00000019837.8
OG0007330	XP_015671124.1, XP_015671123.1	ENSMUSG00000038510.12
OG0007331	XP_015681130.1, XP_015685211.2	ENSMUSG00000034639.7
OG0007332	XP_015675348.1	ENSMUSG00000005362.14
OG0007333	XP_015671117.1	ENSMUSG00000019845.8
OG0007334	XP_015678788.1, XP_015678781.1	ENSMUSG00000037949.8
OG0007335	XP_015673361.1, XP_015682164.1	ENSMUSG00000030077.11
OG0007336	XP_015667915.1, XP_015667913.1	ENSMUSG00000032435.9
OG0007337	XP_015667910.1	ENSMUSG00000032437.10
OG0007338	XP_015680091.2	ENSMUSG00000035378.17
OG0007339	XP_015678358.1	ENSMUSG00000030068.4, ENSMUSG00000093661.1
OG0007340	XP_015677854.1	ENSMUSG00000030067.17
OG0007341	XP_015667178.1	ENSMUSG00000042567.20
OG0007342	XP_015676179.1, XP_015679201.1	ENSMUSG00000061838.7
OG0007343	XP_015681833.1	ENSMUSG00000045100.11
OG0007344	XP_015687573.1	ENSMUSG00000035274.13
OG0007345	XP_015674215.1	ENSMUSG00000037583.2
OG0007346	XP_015677386.1	ENSMUSG00000032601.13
OG0007347	XP_015677376.1	ENSMUSG00000070283.4
OG0007348	XP_015672969.1	ENSMUSG00000032328.12
OG0007349	XP_015670791.1	ENSMUSG00000019806.13
OG0007350	XP_015674492.1, XP_015675287.1	ENSMUSG00000091636.2
OG0007351	XP_015687241.1, XP_015675297.1	ENSMUSG00000037370.13
OG0007352	XP_015673899.1	ENSMUSG00000020372.15
OG0007353	XP_015680718.1, XP_015680717.1	ENSMUSG00000025645.8
OG0007354	XP_015670434.1	ENSMUSG00000057762.6, ENSMUSG00000031146.6
OG0007355	XP_015683416.1, XP_015685903.1	ENSMUSG00000078348.4
OG0007356	XP_015683038.1	ENSMUSG00000048930.12
OG0007357	XP_015677852.1, XP_015677851.1	ENSMUSG00000047648.13
OG0007358	XP_015681763.1, XP_015681762.1	ENSMUSG00000040599.13
OG0007359	XP_015670064.1, XP_015670073.1	ENSMUSG00000062078.15
OG0007360	XP_029140908.1	ENSMUSG00000059481.5
OG0007361	XP_015673919.1, XP_015673918.1	ENSMUSG00000020346.16
OG0007362	XP_015682450.1	ENSMUSG00000068039.13
OG0007363	XP_015681654.1	ENSMUSG00000006818.5
OG0007364	XP_015672339.1	ENSMUSG00000033450.8, ENSMUSG00000052031.8
OG0007365	XP_015686067.1, XP_015676696.1	ENSMUSG00000004945.15
OG0007366	XP_015685582.1, XP_015678637.1	ENSMUSG00000046201.9
OG0007368	XP_015686700.1, XP_015677258.1	ENSMUSG00000019774.8
OG0007369	XP_015685591.1, XP_015685443.1	ENSMUSG00000039748.11
OG0007370	XP_015676852.1	ENSMUSG00000046159.16
OG0007371	XP_015678298.1	ENSMUSG00000050244.9
OG0007372	XP_015685341.1	ENSMUSG00000021306.11
OG0007373	XP_015672403.1	ENSMUSG00000039242.10
OG0007374	XP_015672401.1, XP_015672402.1	ENSMUSG00000021302.10
OG0007375	XP_015672396.1	ENSMUSG00000093904.2
OG0007376	XP_015672410.1, XP_029140154.1	ENSMUSG00000051495.7
OG0007377	XP_029141779.1, XP_015680766.1	ENSMUSG00000057060.8
OG0007378	XP_015680339.1	ENSMUSG00000039960.5
OG0007379	XP_015680397.1	ENSMUSG00000089704.9, ENSMUSG00000092329.1
OG0007380	XP_029140533.1	ENSMUSG00000031985.9
OG0007381	XP_015674532.1	ENSMUSG00000014763.8
OG0007382	XP_015674535.1	ENSMUSG00000014773.13
OG0007383	XP_029142331.1	ENSMUSG00000079707.10, ENSMUSG00000079710.10, ENSMUSG00000116780.1
OG0007384	XP_015668133.1	ENSMUSG00000021720.11
OG0007385	XP_015668147.1, XP_015668148.1	ENSMUSG00000021715.12
OG0007386	XP_015680794.1, XP_015680793.1	ENSMUSG00000023942.15
OG0007387	XP_015680796.1	ENSMUSG00000037089.11
OG0007388	XP_015673973.1	ENSMUSG00000032842.13
OG0007389	XP_015673976.1	ENSMUSG00000002017.10
OG0007390	XP_015673977.1	ENSMUSG00000071042.12
OG0007391	XP_015682131.1, XP_029139979.1	ENSMUSG00000024078.7
OG0007392	XP_015671489.1	ENSMUSG00000053916.4
OG0007393	XP_029139980.1, XP_029139978.1	ENSMUSG00000024074.8
OG0007394	XP_015687073.1	ENSMUSG00000038936.13
OG0007395	XP_015670257.1	ENSMUSG00000036568.7
OG0007396	XP_015670268.1, XP_015670267.1	ENSMUSG00000016181.9
OG0007397	XP_015672699.1	ENSMUSG00000037395.15, ENSMUSG00000111452.1
OG0007398	XP_015672698.1	ENSMUSG00000026637.13, ENSMUSG00000111385.1
OG0007399	XP_015672704.1	ENSMUSG00000111723.1, ENSMUSG00000049353.17
OG0007400	XP_015672695.1	ENSMUSG00000110850.1, ENSMUSG00000037434.7
OG0007401	XP_015672702.1, XP_015684375.1	ENSMUSG00000026623.16
OG0007402	XP_015671448.1	ENSMUSG00000026628.13
OG0007403	XP_015671444.1	ENSMUSG00000026632.17
