Orthogroup	P_Mucros.pep	X_tropicalis.pep
OG0007358	XP_015681763.1, XP_015681762.1	ENSXETG00000003882.1
OG0007359	XP_015670064.1, XP_015670073.1	ENSXETG00000010355.1
OG0007360	XP_029140908.1	ENSXETG00000014316.1
OG0007361	XP_015673919.1, XP_015673918.1	ENSXETG00000017427.1
OG0007362	XP_015682450.1	ENSXETG00000017043.1
OG0007363	XP_015681654.1	ENSXETG00000011143.1
OG0007364	XP_015672339.1	ENSXETG00000011786.1
OG0007365	XP_015686067.1, XP_015676696.1	ENSXETG00000003268.1
OG0007366	XP_015685582.1, XP_015678637.1	ENSXETG00000002458.1
OG0007367	XP_015677629.1	ENSXETG00000002389.1
OG0007368	XP_015686700.1, XP_015677258.1	ENSXETG00000002235.1
OG0007369	XP_015685591.1, XP_015685443.1	ENSXETG00000017667.1
OG0007370	XP_015676852.1	ENSXETG00000015200.1, ENSXETG00000020181.1
OG0007371	XP_015678298.1	ENSXETG00000008487.1
OG0007372	XP_015685341.1	ENSXETG00000019745.1
OG0007373	XP_015672403.1	ENSXETG00000021318.1
OG0007374	XP_015672401.1, XP_015672402.1	ENSXETG00000018865.1
OG0007375	XP_015672396.1	ENSXETG00000021344.1
OG0007376	XP_015672410.1, XP_029140154.1	ENSXETG00000020865.1
OG0007377	XP_029141779.1, XP_015680766.1	ENSXETG00000017186.1
OG0007378	XP_015680339.1	ENSXETG00000004185.1
OG0007379	XP_015680397.1	ENSXETG00000000003.1
OG0007380	XP_029140533.1	ENSXETG00000004350.1, ENSXETG00000007136.1
OG0007381	XP_015674532.1	ENSXETG00000007478.1
OG0007382	XP_015674535.1	ENSXETG00000007405.1
OG0007384	XP_015668133.1	ENSXETG00000019565.1
OG0007385	XP_015668147.1, XP_015668148.1	ENSXETG00000016913.1
OG0007387	XP_015680796.1	ENSXETG00000001581.1
OG0007388	XP_015673973.1	ENSXETG00000001243.1
OG0007389	XP_015673976.1	ENSXETG00000010331.1
OG0007390	XP_015673977.1	ENSXETG00000010323.1
OG0007391	XP_015682131.1, XP_029139979.1	ENSXETG00000000457.1
OG0007392	XP_015671489.1	ENSXETG00000014011.1
OG0007393	XP_029139980.1, XP_029139978.1	ENSXETG00000018249.1
OG0007394	XP_015687073.1	ENSXETG00000005316.1, ENSXETG00000004829.1
OG0007395	XP_015670257.1	ENSXETG00000008802.1
OG0007396	XP_015670268.1, XP_015670267.1	ENSXETG00000005852.1
OG0007397	XP_015672699.1	ENSXETG00000006067.1
OG0007398	XP_015672698.1	ENSXETG00000008777.1
OG0007399	XP_015672704.1	ENSXETG00000008751.1
OG0007400	XP_015672695.1	ENSXETG00000008733.1
OG0007401	XP_015672702.1, XP_015684375.1	ENSXETG00000008689.1
OG0007402	XP_015671448.1	ENSXETG00000007600.1
OG0007403	XP_015671444.1	ENSXETG00000007524.1
OG0007404	XP_029139970.1	ENSXETG00000007293.1
OG0007405	XP_029140340.1	ENSXETG00000006807.1
OG0007406	XP_015673506.1	ENSXETG00000011634.1
OG0007407	XP_015678020.1	ENSXETG00000016772.1
OG0007408	XP_015676862.1	ENSXETG00000018321.1
OG0007409	XP_015676863.1	ENSXETG00000018392.1
OG0007410	XP_015676860.1, XP_015676864.1	ENSXETG00000002257.1
OG0007411	XP_015676865.1	ENSXETG00000020710.1
OG0007412	XP_015683595.1	ENSXETG00000019407.1
OG0007413	XP_015687404.1	ENSXETG00000020343.1
OG0007414	XP_015687416.1	ENSXETG00000018039.1
OG0007415	XP_015687417.1, XP_015685744.1	ENSXETG00000017941.1
OG0007416	XP_015687409.1, XP_015687408.1	ENSXETG00000001007.1
OG0007417	XP_015671881.1	ENSXETG00000021313.1
OG0007418	XP_015682866.1, XP_015685841.1	ENSXETG00000010743.1
OG0007419	XP_015686644.1, XP_015675666.1	ENSXETG00000006546.1
OG0007420	XP_015673444.1	ENSXETG00000008277.1
OG0007421	XP_015673428.1, XP_015673427.1	ENSXETG00000001691.1
OG0007422	XP_029140874.1	ENSXETG00000004370.1
OG0007423	XP_015676438.1, XP_015676439.1	ENSXETG00000003871.1
OG0007424	XP_015667608.1, XP_015667617.1	ENSXETG00000007349.1
OG0007425	XP_015674461.1	ENSXETG00000020292.1
OG0007426	XP_015674459.1	ENSXETG00000021389.1
OG0007427	XP_015686857.1	ENSXETG00000001029.1
OG0007428	XP_015686788.1	ENSXETG00000018125.1
OG0007429	XP_015669174.1	ENSXETG00000013746.1
OG0007430	XP_015679230.1	ENSXETG00000020491.1
OG0007431	YP_008081105.1	ENSXETG00000021444.1
OG0007432	XP_015671198.1	ENSXETG00000000120.1
OG0007433	XP_029141112.1	ENSXETG00000007203.1
OG0007434	XP_015675270.1, XP_015675269.1	ENSXETG00000009999.1
OG0007435	XP_015670278.1, XP_015670279.1	ENSXETG00000013087.1
OG0007436	XP_015681034.1, XP_015681808.1	ENSXETG00000013415.1
OG0007437	XP_015681542.1	ENSXETG00000015371.1
OG0007438	XP_015682781.1, XP_015682779.1	ENSXETG00000015426.1
OG0007440	XP_015682934.1, XP_029143016.1	ENSXETG00000017111.1
OG0007441	XP_015681865.1, XP_029142034.1	ENSXETG00000001449.1
OG0007443	XP_015680177.1, XP_015680178.1	ENSXETG00000015975.1
OG0007445	XP_015678139.1	ENSXETG00000018805.1
OG0007447	XP_015665539.1	ENSXETG00000014379.1
OG0007448	XP_015685289.1, XP_015687440.1	ENSXETG00000003074.1
OG0007449	XP_015682315.1	ENSXETG00000006773.1
OG0007450	XP_015682313.1	ENSXETG00000015348.1
OG0007452	XP_015671368.1, XP_015671369.1	ENSXETG00000002254.1
OG0007455	XP_015678144.1	ENSXETG00000002076.1
OG0007458	XP_015672923.1	ENSXETG00000008420.1
OG0007461	XP_015678158.1	ENSXETG00000019604.1
OG0007463	XP_029139323.1	ENSXETG00000002704.1
OG0007465	XP_015675339.1, XP_015685688.1	ENSXETG00000010261.1
OG0007467	XP_015678308.1	ENSXETG00000013990.1
OG0007469	XP_029141690.1	ENSXETG00000019111.1
OG0007472	XP_029142131.1	ENSXETG00000018967.1
OG0007474	XP_015673826.1	ENSXETG00000000814.1
OG0007475	XP_029139419.1	ENSXETG00000014499.1, ENSXETG00000014476.1, ENSXETG00000014460.1, ENSXETG00000014533.1
OG0007477	XP_015671110.1	ENSXETG00000006431.1
OG0007479	XP_015668655.1	ENSXETG00000012997.1
OG0007480	XP_015672905.1, XP_015672906.1	ENSXETG00000017329.1
OG0007481	XP_029142963.1, XP_029142651.1	ENSXETG00000012879.1
OG0007484	XP_015677621.1, XP_029141123.1	ENSXETG00000020963.1
OG0007486	XP_015673455.1, XP_015673448.1	ENSXETG00000017493.1
OG0007487	XP_015674016.1, XP_015674015.1	ENSXETG00000009214.1
OG0007489	XP_015683590.1	ENSXETG00000017976.1
OG0007491	XP_015671260.1	ENSXETG00000001661.1
OG0007492	XP_015682250.1, XP_015685470.1	ENSXETG00000020600.1
OG0007493	XP_015672134.1, XP_015672135.1	ENSXETG00000005751.1
OG0007495	XP_015687377.1	ENSXETG00000000656.1
OG0007497	XP_015673720.1	ENSXETG00000002092.1
OG0007500	XP_015666647.1	ENSXETG00000009869.1
OG0007502	XP_029139936.1	ENSXETG00000007838.1
OG0007503	XP_029140987.1, XP_015677043.1, XP_015677060.1	ENSXETG00000012952.1
OG0007505	XP_015683976.1, XP_015680632.1	ENSXETG00000015920.1
OG0007506	XP_015674705.1, XP_015674681.1, XP_015674689.1, XP_015674697.1	ENSXETG00000014461.1
OG0007507	XP_015670609.1	ENSXETG00000014357.1
OG0007508	XP_029139466.1	ENSXETG00000007883.1
OG0007509	XP_015666597.1	ENSXETG00000013179.1
OG0007510	XP_015681983.1, XP_029142664.1	ENSXETG00000013873.1
OG0007511	XP_015684356.1	ENSXETG00000007082.1
OG0007513	XP_015672675.1, XP_015672676.1, XP_015672677.1	ENSXETG00000009875.1
OG0007515	XP_029139520.1, XP_015669187.1, XP_029139519.1	ENSXETG00000019264.1
OG0007516	XP_015673685.1, XP_015673694.1, XP_015673678.1	ENSXETG00000020215.1
OG0007518	XP_015678480.1, XP_015678484.1, XP_015678485.1, XP_015678482.1	ENSXETG00000011169.1
OG0007521	XP_015671246.2	ENSXETG00000012583.1
OG0007522	XP_015686416.1, XP_015671272.1	ENSXETG00000012588.1
OG0007523	XP_015676457.1, XP_029142770.1	ENSXETG00000012783.1
OG0007525	XP_029140173.1	ENSXETG00000004348.1
OG0007526	XP_015665495.1	ENSXETG00000006495.1
OG0007527	XP_015683944.1, XP_015683936.1	ENSXETG00000004546.1, ENSXETG00000005195.1
OG0007528	XP_015665725.1	ENSXETG00000015806.1, ENSXETG00000015783.1
OG0007531	XP_015671452.1	ENSXETG00000004602.1
OG0007532	XP_015665466.1	ENSXETG00000009861.1
OG0007533	XP_015665531.1	ENSXETG00000007190.1
OG0007534	XP_015676520.1	ENSXETG00000008523.1
OG0007536	XP_015671085.1, XP_015671086.1, XP_015671087.1	ENSXETG00000020366.1
OG0007537	XP_015685441.1, XP_015685557.1	ENSXETG00000000469.1
OG0007538	XP_015673170.1	ENSXETG00000010540.1
OG0007539	XP_015679076.1, XP_015684128.1	ENSXETG00000016891.1
OG0007542	XP_015675850.1	ENSXETG00000016531.1, ENSXETG00000016544.1
OG0007546	XP_015682269.1	ENSXETG00000004368.1
OG0007581	XP_015674958.1	ENSXETG00000015946.1
OG0007582	XP_029139594.1	ENSXETG00000015961.1
OG0007583	XP_015670708.1	ENSXETG00000007963.1
OG0007584	XP_015670704.1	ENSXETG00000015896.1
OG0007585	XP_015671834.1	ENSXETG00000013523.1
OG0007586	XP_015670703.1	ENSXETG00000015830.1
OG0007587	XP_015670456.1	ENSXETG00000018806.1
OG0007588	XP_015681263.1	ENSXETG00000015329.1
OG0007589	XP_029138934.1	ENSXETG00000010337.1
OG0007590	XP_015670468.1	ENSXETG00000020087.1
OG0007591	XP_029141928.1	ENSXETG00000012431.1
OG0007592	XP_015670467.1	ENSXETG00000020086.1
OG0007593	XP_015678801.1	ENSXETG00000003134.1
OG0007594	XP_015670455.1	ENSXETG00000020081.1
OG0007597	XP_015681529.1	ENSXETG00000014560.1, ENSXETG00000005448.1
OG0007598	XP_015671310.1	ENSXETG00000004955.1
OG0007599	XP_029141407.1	ENSXETG00000005711.1
OG0007601	XP_029142030.1	ENSXETG00000016414.1
OG0007602	XP_029142271.1, XP_015682670.1	ENSXETG00000013659.1
OG0007603	XP_015668366.1	ENSXETG00000011891.1
OG0007604	XP_015671305.1	ENSXETG00000004176.1
OG0007605	XP_015682333.1	ENSXETG00000018878.1
OG0007606	XP_029139955.1	ENSXETG00000003220.1
OG0007607	XP_015666314.1	ENSXETG00000014349.1
OG0007608	XP_029142260.1	ENSXETG00000014647.1
OG0007609	XP_015667336.1	ENSXETG00000001772.1
OG0007610	XP_015687204.1	ENSXETG00000002578.1
OG0007611	XP_029140554.1	ENSXETG00000005405.1
OG0007612	XP_015666325.1	ENSXETG00000005315.1
OG0007613	XP_015675773.1	ENSXETG00000021047.1
OG0007614	XP_015682178.1	ENSXETG00000001134.1
OG0007615	XP_015675774.1	ENSXETG00000018983.1
OG0007616	XP_015674970.1	ENSXETG00000004065.1
OG0007617	XP_015666324.1	ENSXETG00000005809.1
OG0007618	XP_015683310.1	ENSXETG00000006945.1
OG0007619	XP_029139561.1	ENSXETG00000014284.1
OG0007620	XP_015680190.1	ENSXETG00000015356.1
OG0007621	XP_015682895.1	ENSXETG00000007121.1
OG0007622	XP_015666322.1	ENSXETG00000005851.1
OG0007623	XP_015676242.1	ENSXETG00000014074.1
OG0007624	XP_015679778.1	ENSXETG00000013976.1
OG0007625	XP_015683128.2	ENSXETG00000009167.1
OG0007626	XP_015665479.1	ENSXETG00000012813.1
OG0007627	XP_015678438.1, XP_015678439.1	ENSXETG00000018329.1
OG0007628	XP_015681905.1	ENSXETG00000000806.1
OG0007629	XP_015666317.1	ENSXETG00000006222.1
OG0007630	XP_015673476.1, XP_015673475.1	ENSXETG00000013892.1
OG0007631	XP_029143079.1	ENSXETG00000004112.1
OG0007632	XP_029140337.1	ENSXETG00000013834.1
OG0007633	XP_015672276.1	ENSXETG00000000220.1
OG0007634	XP_015675055.1	ENSXETG00000008054.1
OG0007635	XP_015666315.1	ENSXETG00000006458.1
OG0007636	XP_015672275.1	ENSXETG00000000212.1
OG0007637	XP_029140128.1	ENSXETG00000010588.1
OG0007638	XP_015666312.2	ENSXETG00000006552.1
OG0007639	XP_015673479.1	ENSXETG00000019284.1
OG0007640	XP_015666311.1	ENSXETG00000006570.1
OG0007641	XP_029140127.1	ENSXETG00000003161.1
OG0007642	XP_015666310.1	ENSXETG00000012116.1
OG0007643	XP_015681056.1	ENSXETG00000008392.1
OG0007644	XP_029138949.1	ENSXETG00000012160.1
OG0007645	XP_015675058.1	ENSXETG00000007860.1
OG0007646	XP_015666339.1	ENSXETG00000012172.1
OG0007647	XP_029142738.1	ENSXETG00000005806.1
OG0007648	XP_015684660.2	ENSXETG00000007749.1
OG0007649	XP_015687966.1	ENSXETG00000013928.1
OG0007650	XP_015681054.1	ENSXETG00000008592.1
OG0007651	XP_015678957.1	ENSXETG00000018956.1
OG0007652	XP_015666338.1	ENSXETG00000012198.1
OG0007653	XP_015681039.1	ENSXETG00000017825.1
OG0007654	XP_029139783.1	ENSXETG00000001216.1
OG0007655	XP_029139386.1	ENSXETG00000012566.1
OG0007656	XP_015681771.1	ENSXETG00000006129.1
OG0007657	XP_029141557.1	ENSXETG00000001245.1
OG0007658	XP_029141556.1	ENSXETG00000001228.1
OG0007659	XP_015678960.1	ENSXETG00000019832.1
OG0007660	XP_015677588.1	ENSXETG00000007231.1
OG0007662	XP_015673956.1	ENSXETG00000013036.1
OG0007663	XP_015682693.1	ENSXETG00000019982.1
OG0007665	XP_015683378.1	ENSXETG00000003179.1
OG0007666	XP_015683469.1	ENSXETG00000018294.1
OG0007667	XP_015667006.1	ENSXETG00000009390.1
OG0007668	XP_015676748.1	ENSXETG00000020622.1
OG0007669	XP_015666990.1	ENSXETG00000009420.1
OG0007670	XP_015667120.1	ENSXETG00000019205.1
OG0007672	XP_015679830.1	ENSXETG00000007234.1
OG0007673	XP_015677093.1	ENSXETG00000002655.1
OG0007674	XP_015676903.1	ENSXETG00000015268.1
OG0007675	XP_015682245.1	ENSXETG00000013262.1
OG0007676	XP_029142061.1	ENSXETG00000008785.1
OG0007677	XP_015681311.1	ENSXETG00000018405.1
OG0007678	XP_015673403.1, XP_015673388.1	ENSXETG00000014185.1
OG0007679	XP_015667110.1	ENSXETG00000019957.1
OG0007680	XP_015686260.1	ENSXETG00000018372.1
OG0007681	XP_015667127.1	ENSXETG00000019955.1
OG0007682	XP_015678990.1	ENSXETG00000020140.1
OG0007683	XP_029139108.1	ENSXETG00000020929.1
OG0007684	XP_015680081.1	ENSXETG00000008653.1
OG0007686	XP_015676775.1	ENSXETG00000013580.1
OG0007687	XP_029139151.1	ENSXETG00000014245.1
OG0007689	XP_015676926.1	ENSXETG00000013913.1
OG0007690	XP_029139152.1	ENSXETG00000014147.1
OG0007691	XP_029139153.1	ENSXETG00000014016.1
OG0007692	XP_015665447.1	ENSXETG00000003343.1
OG0007693	XP_015671719.1	ENSXETG00000016613.1
OG0007694	XP_015677514.1	ENSXETG00000002081.1
OG0007697	XP_015667177.1	ENSXETG00000019822.1
OG0007698	XP_015666476.1	ENSXETG00000000881.1
OG0007699	XP_029141150.1	ENSXETG00000013765.1
OG0007700	XP_015671267.2	ENSXETG00000006300.1
OG0007702	XP_029139066.1	ENSXETG00000006374.1
OG0007703	XP_015666111.1	ENSXETG00000004953.1
OG0007704	XP_015682095.1	ENSXETG00000015685.1
OG0007705	XP_015666956.1	ENSXETG00000005337.1
OG0007706	XP_015666083.1	ENSXETG00000005043.1
OG0007707	XP_029139314.1	ENSXETG00000003799.1
OG0007708	XP_029142405.1	ENSXETG00000019374.1
OG0007709	XP_015683446.1	ENSXETG00000019271.1
OG0007710	XP_015666107.1	ENSXETG00000005170.1
OG0007711	XP_015668193.1	ENSXETG00000003633.1
OG0007712	XP_029139877.1	ENSXETG00000014542.1
OG0007713	XP_029141870.1	ENSXETG00000005183.1
OG0007714	XP_015666104.1	ENSXETG00000005198.1
OG0007715	XP_015666100.1	ENSXETG00000005256.1
OG0007716	XP_015666079.1	ENSXETG00000005268.1
OG0007717	XP_015678324.1	ENSXETG00000010267.1
OG0007718	XP_015678843.1	ENSXETG00000016706.1
OG0007719	XP_015669776.2	ENSXETG00000007897.1
OG0007720	XP_015671269.1	ENSXETG00000012487.1
OG0007721	XP_029139408.1	ENSXETG00000016649.1
OG0007722	XP_015666611.1	ENSXETG00000007391.1
OG0007724	XP_015677637.1	ENSXETG00000021146.1
OG0007725	XP_015667173.1	ENSXETG00000021065.1
OG0007726	XP_015672476.1	ENSXETG00000002673.1
OG0007727	XP_015674021.1	ENSXETG00000005305.1
OG0007728	XP_015676986.1	ENSXETG00000004048.1
OG0007729	XP_015668845.1	ENSXETG00000012076.1
OG0007731	XP_015667404.1	ENSXETG00000008021.1
OG0007732	XP_015667138.1	ENSXETG00000020884.1
OG0007733	XP_029139720.1	ENSXETG00000019928.1
OG0007734	XP_015680679.1	ENSXETG00000001447.1
OG0007735	XP_029139165.1	ENSXETG00000007911.1
OG0007737	XP_015683932.1	ENSXETG00000011206.1
OG0007738	XP_029140588.1	ENSXETG00000003100.1
OG0007739	XP_029139166.1	ENSXETG00000007448.1
OG0007742	XP_015666882.1	ENSXETG00000019534.1
OG0007743	XP_015667164.1	ENSXETG00000009532.1
OG0007744	XP_015666944.2	ENSXETG00000011641.1
OG0007745	XP_029139168.1	ENSXETG00000007111.1
OG0007746	XP_015666945.1	ENSXETG00000011663.1
OG0007747	XP_015667409.1	ENSXETG00000007097.1
OG0007748	XP_015669835.1, XP_029139652.1	ENSXETG00000005516.1
OG0007749	XP_029142933.1	ENSXETG00000000875.1
OG0007750	XP_015668940.1	ENSXETG00000008006.1
OG0007751	XP_015678554.1	ENSXETG00000003258.1
OG0007752	XP_015672791.1	ENSXETG00000011176.1
OG0007753	XP_029141081.1	ENSXETG00000003989.1
OG0007755	XP_015675022.1	ENSXETG00000009602.1
OG0007756	XP_015675021.1	ENSXETG00000009607.1
OG0007757	XP_015666644.1	ENSXETG00000009912.1
OG0007758	XP_015675020.1	ENSXETG00000010027.1
OG0007760	XP_015681336.1	ENSXETG00000007240.1
OG0007761	XP_015682277.1, XP_015685808.1	ENSXETG00000008496.1
OG0007762	XP_015669009.2	ENSXETG00000011467.1
OG0007763	XP_015682643.1	ENSXETG00000018251.1
OG0007764	XP_015682304.1	ENSXETG00000002659.1
OG0007765	XP_015669008.1	ENSXETG00000011515.1
OG0007766	XP_015666256.1	ENSXETG00000010136.1
OG0007767	XP_015666267.1	ENSXETG00000005763.1
OG0007768	XP_015674685.2	ENSXETG00000003830.1
OG0007769	XP_015666250.1	ENSXETG00000018769.1
OG0007770	XP_015676536.1	ENSXETG00000012382.1
OG0007771	XP_015670989.1	ENSXETG00000008983.1
OG0007772	XP_029140317.1	ENSXETG00000007661.1
OG0007773	XP_029140492.1	ENSXETG00000017800.1
OG0007774	XP_015683505.1, XP_015685756.1	ENSXETG00000008953.1
OG0007776	XP_015666475.1	ENSXETG00000001631.1
OG0007777	XP_015671539.1	ENSXETG00000016221.1
OG0007778	XP_015678186.1	ENSXETG00000015518.1
OG0007779	XP_015677332.1	ENSXETG00000015545.1
OG0007780	XP_015669379.1	ENSXETG00000013937.1
OG0007781	XP_015677336.1	ENSXETG00000015617.1
OG0007782	XP_015675149.1	ENSXETG00000015779.1
OG0007783	XP_015684187.1	ENSXETG00000020376.1
OG0007784	XP_015675148.1	ENSXETG00000015355.1
OG0007785	XP_015674239.1	ENSXETG00000000418.1
OG0007786	XP_015673332.1	ENSXETG00000004376.1
OG0007787	XP_015675137.1	ENSXETG00000002278.1
OG0007789	XP_015675817.1	ENSXETG00000016047.1
OG0007790	XP_029140535.1	ENSXETG00000017829.1
OG0007791	XP_015673333.1	ENSXETG00000009930.1
OG0007792	XP_015680446.1	ENSXETG00000007571.1
OG0007793	XP_015687160.1	ENSXETG00000013135.1
OG0007794	XP_015673955.1	ENSXETG00000021148.1
OG0007795	XP_015678858.1	ENSXETG00000010232.1
OG0007796	XP_015672922.1	ENSXETG00000008672.1
OG0007797	XP_015668535.1	ENSXETG00000009204.1
OG0007798	XP_029142049.1	ENSXETG00000019529.1
OG0007799	XP_015674950.1	ENSXETG00000003869.1
OG0007800	XP_015678950.1	ENSXETG00000004037.1
OG0007801	XP_015675064.1	ENSXETG00000003721.1
OG0007802	XP_015687361.1	ENSXETG00000010723.1
OG0007803	XP_015672159.1	ENSXETG00000018508.1
OG0007804	XP_029139553.1	ENSXETG00000009991.1
OG0007805	XP_015679268.1	ENSXETG00000007016.1
OG0007806	XP_029141387.1	ENSXETG00000010360.1
OG0007807	XP_029143119.1	ENSXETG00000010765.1
OG0007808	XP_015669046.1	ENSXETG00000015457.1, ENSXETG00000000510.1
OG0007809	XP_029140643.1	ENSXETG00000010123.1
OG0007810	XP_015673997.1	ENSXETG00000001790.1
OG0007811	XP_015675816.2	ENSXETG00000007192.1
OG0007812	XP_029140757.1	ENSXETG00000017456.1
OG0007813	XP_015679475.2, XP_029140632.1	ENSXETG00000008620.1
OG0007814	XP_029138774.1	ENSXETG00000007750.1
OG0007815	XP_015675091.1	ENSXETG00000019988.1
OG0007816	XP_015687208.1	ENSXETG00000018650.1
OG0007817	XP_015675766.1	ENSXETG00000020554.1
OG0007818	XP_015672147.1	ENSXETG00000011679.1
OG0007819	XP_015675090.1	ENSXETG00000019306.1
OG0007820	XP_015687929.1	ENSXETG00000004549.1
OG0007821	XP_015675089.1	ENSXETG00000016971.1
OG0007822	XP_029143147.1	ENSXETG00000004743.1
OG0007823	XP_015687147.1	ENSXETG00000004913.1
OG0007824	XP_015675840.1	ENSXETG00000010437.1
OG0007825	XP_015672148.1	ENSXETG00000017145.1
OG0007826	XP_015687703.1	ENSXETG00000004966.1
OG0007827	XP_015675088.1	ENSXETG00000017832.1
OG0007828	XP_029139434.1	ENSXETG00000011900.1
OG0007829	XP_015687037.1	ENSXETG00000004986.1
OG0007830	XP_015674969.1	ENSXETG00000005889.1
OG0007831	XP_015668753.1, XP_029139433.1	ENSXETG00000006867.1
OG0007832	XP_015667326.1	ENSXETG00000005896.1
OG0007833	XP_015671496.1	ENSXETG00000012340.1
OG0007834	XP_015666480.1	ENSXETG00000010122.1
OG0007835	XP_015675819.1	ENSXETG00000019020.1, ENSXETG00000013978.1
OG0007836	XP_015672161.1	ENSXETG00000003727.1
OG0007837	XP_015675800.1	ENSXETG00000021039.1
OG0007838	XP_029141605.1	ENSXETG00000001610.1
OG0007839	XP_015667443.1	ENSXETG00000007596.1
OG0007840	XP_015671502.1	ENSXETG00000001436.1
OG0007841	XP_015667341.1	ENSXETG00000012104.1
OG0007842	XP_015671503.1	ENSXETG00000010541.1
OG0007843	XP_015667342.2	ENSXETG00000012115.1
OG0007845	XP_015679758.1	ENSXETG00000001223.1
OG0007846	XP_015683308.1	ENSXETG00000007006.1
OG0007848	XP_015678343.1	ENSXETG00000019922.1
OG0007849	XP_015666594.1	ENSXETG00000008637.1
OG0007850	XP_029142716.1, XP_015683138.1	ENSXETG00000018681.1
OG0007851	XP_015679769.1	ENSXETG00000001170.1
OG0007852	XP_015673337.1	ENSXETG00000003120.1
OG0007854	XP_015681325.1	ENSXETG00000020625.1
OG0007855	XP_015685769.1	ENSXETG00000001807.1
OG0007856	XP_015666924.1	ENSXETG00000009457.1
OG0007857	XP_015670415.1	ENSXETG00000012168.1
OG0007858	XP_015684487.1	ENSXETG00000012145.1
OG0007859	XP_015678673.1	ENSXETG00000012114.1
OG0007860	XP_015678674.1	ENSXETG00000008530.1
OG0007861	XP_015682568.1, XP_015682567.1	ENSXETG00000021400.1
OG0007862	XP_015683254.1, XP_015684901.1	ENSXETG00000012793.1
OG0007863	XP_015666913.1	ENSXETG00000004334.1
OG0007864	XP_015673888.1	ENSXETG00000013713.1
OG0007865	XP_015683275.1	ENSXETG00000001130.1
OG0007866	XP_015667465.1	ENSXETG00000014390.1
OG0007867	XP_015668627.1	ENSXETG00000007211.1
OG0007869	XP_029138791.1	ENSXETG00000000235.1
OG0007871	XP_015677737.1	ENSXETG00000008655.1
OG0007872	XP_015667813.1	ENSXETG00000019266.1
OG0007873	XP_015668733.1	ENSXETG00000011600.1
OG0007874	XP_029139209.1	ENSXETG00000009155.1
OG0007875	XP_029141701.1	ENSXETG00000014725.1
OG0007876	XP_029142015.1	ENSXETG00000016976.1
OG0007877	XP_015677594.1	ENSXETG00000016922.1
OG0007878	XP_015672420.1	ENSXETG00000014311.1
OG0007879	XP_015681816.1	ENSXETG00000008999.1
OG0007880	XP_015667597.2	ENSXETG00000003797.1
OG0007881	XP_015672379.1	ENSXETG00000014159.1
OG0007882	XP_015677593.1	ENSXETG00000000712.1
OG0007883	XP_015680885.1	ENSXETG00000002979.1
OG0007884	XP_015667596.1	ENSXETG00000003805.1
OG0007885	XP_015674759.1	ENSXETG00000006391.1
OG0007886	XP_015675475.1	ENSXETG00000011606.1
OG0007887	XP_029141907.1	ENSXETG00000003811.1
OG0007888	XP_015681815.1	ENSXETG00000009139.1
OG0007889	XP_015672435.1, XP_015672434.1	ENSXETG00000014119.1
OG0007890	XP_015672429.1	ENSXETG00000014082.1
OG0007892	XP_015668446.1	ENSXETG00000005494.1
OG0007893	XP_015687917.1	ENSXETG00000003421.1
OG0007894	XP_015672430.1	ENSXETG00000013666.1
OG0007895	XP_029139369.1	ENSXETG00000004229.1
OG0007896	XP_015687916.1	ENSXETG00000003396.1
OG0007897	XP_015671211.1	ENSXETG00000000251.1
OG0007898	XP_015682952.1	ENSXETG00000001395.1
OG0007899	XP_015675763.1, XP_015675762.1	ENSXETG00000020329.1
OG0007900	XP_029142254.1	ENSXETG00000002664.1
OG0007901	XP_029139851.1	ENSXETG00000018519.1
OG0007902	XP_015670784.1	ENSXETG00000002248.1
OG0007903	XP_029140877.1	ENSXETG00000015034.1
OG0007904	XP_015668251.1	ENSXETG00000012223.1
OG0007905	XP_015684198.1	ENSXETG00000008312.1
OG0007907	XP_015671536.1	ENSXETG00000016597.1
OG0007908	XP_015672325.1	ENSXETG00000002155.1
OG0007909	XP_015681609.1	ENSXETG00000016316.1
OG0007910	XP_015676564.1	ENSXETG00000008760.1
OG0007911	XP_015679793.1	ENSXETG00000015124.1
OG0007912	XP_015681214.1	ENSXETG00000019028.1
OG0007913	XP_015680669.1	ENSXETG00000005455.1
OG0007914	XP_015682626.1	ENSXETG00000019100.1
OG0007915	XP_015676586.1	ENSXETG00000005926.1
OG0007916	XP_015671537.1	ENSXETG00000016290.1, ENSXETG00000016339.1
OG0007918	XP_029141501.1	ENSXETG00000018167.1
OG0007919	XP_015680667.1	ENSXETG00000003879.1
OG0007920	XP_015674657.1	ENSXETG00000002106.1
OG0007921	XP_015672331.1	ENSXETG00000018989.1
OG0007922	XP_015680979.1	ENSXETG00000016657.1
OG0007923	XP_015674664.1	ENSXETG00000002102.1
OG0007924	XP_015679419.1	ENSXETG00000017113.1
OG0007926	XP_015683845.1	ENSXETG00000006587.1
OG0007927	XP_029142133.1, XP_015665760.1	ENSXETG00000011672.1
OG0007928	XP_015684284.1	ENSXETG00000021246.1
OG0007929	XP_015680068.1	ENSXETG00000006618.1
OG0007931	XP_015684204.1	ENSXETG00000008824.1
OG0007932	XP_029142656.1	ENSXETG00000019821.1
OG0007933	XP_015683777.1	ENSXETG00000001577.1
OG0007935	XP_015680072.1	ENSXETG00000012370.1, ENSXETG00000003253.1
OG0007936	XP_015683755.1	ENSXETG00000001649.1
