Orthogroup	P_Mucros.pep	P_troglodytes.pep
OG0005531	XP_015684042.1	ENSPTRG00000040383.2, ENSPTRG00000003834.4
OG0005532	XP_015687910.2	ENSPTRG00000022168.6
OG0005533	XP_029143214.1	ENSPTRG00000045359.1, ENSPTRG00000022447.6
OG0005534	XP_015687921.1	ENSPTRG00000022169.7
OG0005535	XP_015667685.1	ENSPTRG00000018454.5
OG0005536	XP_015676988.1, XP_015685306.1	ENSPTRG00000050327.1
OG0005537	XP_015676232.1	ENSPTRG00000004476.6
OG0005538	XP_015667696.1	ENSPTRG00000018456.7
OG0005539	XP_029141211.1	ENSPTRG00000015717.6
OG0005540	XP_015667315.1	ENSPTRG00000020587.6
OG0005541	XP_029138812.1	ENSPTRG00000010180.5
OG0005542	XP_015673300.1	ENSPTRG00000008828.5
OG0005543	XP_029141210.1	ENSPTRG00000015716.4
OG0005544	XP_015670938.1	ENSPTRG00000005576.5
OG0005545	XP_029142575.1	ENSPTRG00000020581.7
OG0005546	XP_015670897.1	ENSPTRG00000005579.6
OG0005547	XP_015678821.1	ENSPTRG00000000856.7
OG0005548	XP_029139870.1	ENSPTRG00000005582.6
OG0005549	XP_015680674.1, XP_029141759.1	ENSPTRG00000005241.3
OG0005550	XP_015668692.1	ENSPTRG00000040236.2
OG0005551	XP_015675621.1	ENSPTRG00000004466.7
OG0005552	XP_015667203.1	ENSPTRG00000020567.4
OG0005553	XP_015668701.1, XP_015668700.1	ENSPTRG00000000868.5
OG0005554	XP_029142024.1	ENSPTRG00000000238.6
OG0005555	XP_015668704.1	ENSPTRG00000032439.4
OG0005556	XP_015671245.1, XP_015671243.1	ENSPTRG00000047007.1
OG0005557	XP_015686944.1	ENSPTRG00000046451.1
OG0005558	XP_015671135.1	ENSPTRG00000040445.2
OG0005559	XP_015666401.1	ENSPTRG00000043865.1
OG0005560	XP_015679951.1	ENSPTRG00000020556.3
OG0005561	XP_029143181.1	ENSPTRG00000049339.1
OG0005562	XP_015677150.1	ENSPTRG00000006795.6
OG0005563	XP_015679950.1	ENSPTRG00000020555.3
OG0005564	XP_015673701.1, XP_015673700.1	ENSPTRG00000000881.6
OG0005565	XP_015668032.1, XP_015668033.1	ENSPTRG00000000716.6
OG0005567	XP_029141612.1	ENSPTRG00000020551.4
OG0005568	XP_015668034.1	ENSPTRG00000000712.5
OG0005569	XP_015667007.1	ENSPTRG00000008325.6
OG0005570	XP_015677567.1	ENSPTRG00000012518.6
OG0005571	XP_029139078.1, XP_015666960.1	ENSPTRG00000008276.6
OG0005572	XP_015666961.1	ENSPTRG00000051089.1
OG0005573	XP_015673684.1	ENSPTRG00000000891.6
OG0005574	XP_015683583.2	ENSPTRG00000045256.1, ENSPTRG00000008108.6
OG0005575	XP_015678707.1	ENSPTRG00000050247.1, ENSPTRG00000000898.6
OG0005576	XP_015667412.1	ENSPTRG00000007013.6
OG0005578	XP_015668569.1, XP_015668577.1	ENSPTRG00000004241.5
OG0005579	XP_015682758.1	ENSPTRG00000020514.6
OG0005580	XP_029141768.1	ENSPTRG00000021431.5
OG0005581	XP_015682757.1, XP_015685894.1	ENSPTRG00000020513.6
OG0005582	XP_015668524.1	ENSPTRG00000004246.6
OG0005583	XP_015676904.1	ENSPTRG00000000121.7
OG0005584	XP_015668909.1	ENSPTRG00000000901.4
OG0005585	XP_015668899.1	ENSPTRG00000000903.7
OG0005586	XP_015668898.1, XP_015668908.1	ENSPTRG00000000904.3
OG0005587	XP_015675126.1	ENSPTRG00000020506.4
OG0005588	XP_015674467.2, XP_015674476.1	ENSPTRG00000008099.4
OG0005589	XP_015673302.1	ENSPTRG00000008842.5
OG0005590	XP_015675859.1	ENSPTRG00000000200.5
OG0005591	XP_029141473.1	ENSPTRG00000043343.1, ENSPTRG00000020706.6
OG0005592	XP_029138921.1	ENSPTRG00000010274.6
OG0005593	XP_015671707.1	ENSPTRG00000007043.7
OG0005594	XP_015671713.1	ENSPTRG00000007044.6
OG0005595	XP_015684055.1, XP_015684054.1	ENSPTRG00000012711.7
OG0005596	XP_015673330.1	ENSPTRG00000008838.6
OG0005597	XP_029139461.1	ENSPTRG00000000909.6
OG0005598	XP_029139459.1	ENSPTRG00000000912.5
OG0005599	XP_015668465.1	ENSPTRG00000011715.6
OG0005600	XP_015686744.1, XP_015683935.1	ENSPTRG00000020502.3
OG0005601	XP_015669858.1	ENSPTRG00000047916.1
OG0005602	XP_015678214.2	ENSPTRG00000020501.6
OG0005603	XP_015679934.1, XP_015676356.1	ENSPTRG00000014167.6
OG0005604	XP_015671575.1	ENSPTRG00000010851.6
OG0005605	XP_015674484.1	ENSPTRG00000000917.4
OG0005606	XP_029141111.1	ENSPTRG00000021495.7
OG0005607	XP_015666483.1	ENSPTRG00000006858.7
OG0005608	XP_015672952.1	ENSPTRG00000014600.4
OG0005609	XP_029139371.1	ENSPTRG00000020127.7
OG0005610	XP_029138875.1	ENSPTRG00000009369.5
OG0005611	XP_015684988.1, XP_029142036.1	ENSPTRG00000020655.4
OG0005612	XP_015666464.1	ENSPTRG00000006859.5
OG0005613	XP_015679988.1	ENSPTRG00000008551.7
OG0005614	XP_029141917.1	ENSPTRG00000021504.7
OG0005615	XP_015684150.1, XP_015684149.1, XP_015684148.1	ENSPTRG00000008684.4
OG0005616	XP_015673799.2	ENSPTRG00000007168.5
OG0005617	XP_015666487.1	ENSPTRG00000007128.5
OG0005618	XP_029138763.1	ENSPTRG00000044919.1, ENSPTRG00000022277.6
OG0005619	XP_015668069.1	ENSPTRG00000004281.5
OG0005620	XP_015683188.2	ENSPTRG00000010315.6
OG0005621	XP_015677481.1	ENSPTRG00000020493.6
OG0005622	XP_015668058.1	ENSPTRG00000004279.6
OG0005623	XP_015670829.1	ENSPTRG00000050713.1, ENSPTRG00000017487.4
OG0005624	XP_015680437.1, XP_015680447.1, XP_015680454.1	ENSPTRG00000000369.6
OG0005625	XP_015679967.1	ENSPTRG00000009462.5
OG0005626	XP_029143211.1	ENSPTRG00000051911.1, ENSPTRG00000022278.4
OG0005627	XP_015686296.1	ENSPTRG00000020491.6
OG0005628	XP_029141720.1	ENSPTRG00000002707.3
OG0005629	XP_015672739.1	ENSPTRG00000014369.5
OG0005630	XP_015682495.1	ENSPTRG00000020490.6
OG0005631	XP_029141061.1, XP_015668080.1	ENSPTRG00000018089.5
OG0005632	XP_029141674.1	ENSPTRG00000000272.7
OG0005633	XP_015671857.1	ENSPTRG00000020486.6
OG0005634	XP_015680221.1	ENSPTRG00000000271.2
OG0005635	XP_029138981.1	ENSPTRG00000007133.4
OG0005636	XP_015680499.1	ENSPTRG00000000373.3
OG0005637	XP_029140864.1, XP_015676417.1, XP_029140869.1	ENSPTRG00000051635.1
OG0005638	XP_015680513.1, XP_015680509.1	ENSPTRG00000000374.4
OG0005639	XP_015675846.1	ENSPTRG00000000068.3
OG0005640	XP_015676413.1	ENSPTRG00000046129.1
OG0005641	XP_015685053.1	ENSPTRG00000043105.1, ENSPTRG00000023897.5
OG0005642	XP_015669496.1, XP_015669497.1	ENSPTRG00000004586.5
OG0005643	XP_015687371.1	ENSPTRG00000043233.1, ENSPTRG00000009422.4
OG0005644	XP_015670765.1	ENSPTRG00000007427.4
OG0005645	XP_015676410.1	ENSPTRG00000040196.2, ENSPTRG00000045492.1
OG0005646	XP_029139328.1	ENSPTRG00000000072.4
OG0005647	XP_015680554.1	ENSPTRG00000000378.6
OG0005648	XP_029139329.1	ENSPTRG00000048943.1
OG0005649	XP_015668595.1, XP_015668596.1	ENSPTRG00000011866.4
OG0005650	XP_015687233.1	ENSPTRG00000007885.6
OG0005651	XP_015678459.1	ENSPTRG00000000384.4, ENSPTRG00000049314.1
OG0005652	XP_029143088.1	ENSPTRG00000007884.4
OG0005653	XP_015670767.2	ENSPTRG00000007431.6
OG0005654	XP_015669135.1	ENSPTRG00000045557.1, ENSPTRG00000014251.6
OG0005655	XP_015669118.1	ENSPTRG00000014252.3
OG0005656	XP_015669507.1, XP_015669506.1	ENSPTRG00000004594.6
OG0005657	XP_015666636.1	ENSPTRG00000012136.3
OG0005658	XP_015668567.1	ENSPTRG00000011873.6
OG0005659	XP_015669330.1, XP_015669253.1	ENSPTRG00000017663.4
OG0005660	XP_015686089.1, XP_015686096.1	ENSPTRG00000012660.6
OG0005661	XP_015681086.1, XP_015681087.1	ENSPTRG00000049934.1, ENSPTRG00000021444.6
OG0005662	XP_015681008.1	ENSPTRG00000020179.6
OG0005663	XP_029140733.1	ENSPTRG00000007369.6
OG0005664	XP_015671380.1	ENSPTRG00000012658.5
OG0005665	XP_015675027.1, XP_015672926.1	ENSPTRG00000009736.7
OG0005666	XP_015679416.1, XP_015686164.1	ENSPTRG00000007368.6
OG0005667	XP_015669509.1	ENSPTRG00000040559.2
OG0005668	XP_029140565.1	ENSPTRG00000021246.7
OG0005669	XP_015669133.1	ENSPTRG00000014261.6
OG0005670	XP_015666531.1	ENSPTRG00000044903.1
OG0005671	XP_015675029.1	ENSPTRG00000048504.1
OG0005672	XP_015669015.1	ENSPTRG00000014442.7
OG0005673	XP_015685861.2, XP_015671382.1	ENSPTRG00000012653.5
OG0005674	XP_015683875.1, XP_015683968.1	ENSPTRG00000008962.6
OG0005675	XP_015671383.1, XP_015671384.1	ENSPTRG00000012652.7
OG0005676	XP_015668570.1	ENSPTRG00000011884.6
OG0005677	XP_029138929.1	ENSPTRG00000010188.4
OG0005678	XP_015681596.1	ENSPTRG00000044510.1, ENSPTRG00000021453.7
OG0005679	XP_015684841.1, XP_015666196.1	ENSPTRG00000010187.6
OG0005680	XP_015681597.1	ENSPTRG00000047001.1, ENSPTRG00000021451.5
OG0005681	XP_015669112.1, XP_015686043.1	ENSPTRG00000045365.1
OG0005682	XP_015669283.1	ENSPTRG00000015702.6
OG0005683	XP_015669284.1	ENSPTRG00000013786.6
OG0005684	XP_015682326.1	ENSPTRG00000014079.4
OG0005685	XP_029139429.1	ENSPTRG00000050693.1
OG0005686	XP_029139763.1	ENSPTRG00000011767.4
OG0005687	XP_029140431.1	ENSPTRG00000011055.6
OG0005688	XP_029140830.1, XP_029143007.1	ENSPTRG00000030017.2
OG0005689	XP_015683030.2	ENSPTRG00000000106.6
OG0005690	XP_015669342.2	ENSPTRG00000052237.1
OG0005691	XP_029139065.1	ENSPTRG00000008492.6
OG0005692	XP_015669341.1	ENSPTRG00000011152.7
OG0005693	XP_015676212.1	ENSPTRG00000015761.6
OG0005694	XP_029140351.1	ENSPTRG00000018787.6
OG0005695	XP_015682399.1, XP_029142178.1	ENSPTRG00000022912.6
OG0005696	XP_015681881.1, XP_015681880.1	ENSPTRG00000012723.7
OG0005697	XP_015683304.1	ENSPTRG00000020885.7
OG0005698	XP_015682382.1, XP_029142852.1	ENSPTRG00000020611.4
OG0005699	XP_015683181.1	ENSPTRG00000045954.1, ENSPTRG00000014102.5
OG0005700	XP_015680747.1	ENSPTRG00000012726.5
OG0005701	XP_015669473.1, XP_029139575.1	ENSPTRG00000020413.3
OG0005703	XP_029140080.1	ENSPTRG00000020201.6
OG0005704	XP_015678599.1, XP_015678468.1	ENSPTRG00000041814.2
OG0005705	XP_029142166.1	ENSPTRG00000049451.1, ENSPTRG00000020698.5
OG0005706	XP_015687078.1, XP_015687077.1	ENSPTRG00000049470.1
OG0005707	XP_015672015.1	ENSPTRG00000020202.6
OG0005708	XP_029140756.1	ENSPTRG00000000505.7
OG0005709	XP_029143077.1	ENSPTRG00000021576.6
OG0005710	XP_029141687.1	ENSPTRG00000018052.4
OG0005711	XP_015681044.2, XP_015683789.1	ENSPTRG00000029085.4
OG0005712	XP_015684910.1	ENSPTRG00000017595.2
OG0005713	XP_029142645.1	ENSPTRG00000008935.5
OG0005714	XP_015672829.1	ENSPTRG00000010836.7
OG0005715	XP_015678852.1	ENSPTRG00000007257.7
OG0005716	XP_015677354.1	ENSPTRG00000020427.6
OG0005717	XP_015674281.1	ENSPTRG00000044478.1, ENSPTRG00000019811.5
OG0005718	XP_015687951.1	ENSPTRG00000022307.5
OG0005719	XP_015677345.1	ENSPTRG00000020428.5
OG0005720	XP_015671548.1, XP_015671547.1	ENSPTRG00000000027.5
OG0005721	XP_015684179.1, XP_015684180.1	ENSPTRG00000021440.7
OG0005722	XP_015687950.1	ENSPTRG00000022293.6
OG0005723	XP_015677351.1	ENSPTRG00000020430.6
OG0005724	XP_015678613.1, XP_015678612.1	ENSPTRG00000011379.3
OG0005725	XP_029139890.1	ENSPTRG00000013638.7
OG0005726	XP_015677131.1	ENSPTRG00000007746.7
OG0005727	XP_015671528.1	ENSPTRG00000000029.3
OG0005728	XP_015671036.1	ENSPTRG00000013634.4
OG0005729	XP_015687912.2	ENSPTRG00000022287.6
OG0005730	XP_015674282.1	ENSPTRG00000048718.1, ENSPTRG00000019809.6
OG0005731	XP_015677013.2	ENSPTRG00000017563.6
OG0005732	XP_015687945.1	ENSPTRG00000022286.6
OG0005733	XP_015677014.1	ENSPTRG00000051534.1
OG0005734	XP_015674110.1	ENSPTRG00000014174.5
OG0005735	XP_015666623.1	ENSPTRG00000020048.6
OG0005736	XP_029140484.1	ENSPTRG00000044639.1, ENSPTRG00000019807.5
OG0005737	XP_015677017.1	ENSPTRG00000017560.6
OG0005738	XP_015667015.1	ENSPTRG00000012230.6
OG0005739	XP_015669854.1	ENSPTRG00000013628.6
OG0005740	XP_015687928.1	ENSPTRG00000051228.1, ENSPTRG00000022010.6
OG0005741	XP_015677024.1, XP_015685668.1	ENSPTRG00000017594.6
OG0005742	XP_015674775.1	ENSPTRG00000013625.6
OG0005743	XP_015673619.1	ENSPTRG00000013623.3
OG0005744	XP_029141404.1, XP_029142901.1	ENSPTRG00000009471.5
OG0005745	XP_029143064.1	ENSPTRG00000000261.6
OG0005746	XP_015675121.1	ENSPTRG00000020441.3
OG0005747	XP_015686101.1, XP_015685035.2	ENSPTRG00000008922.6
OG0005748	XP_029142014.1	ENSPTRG00000008916.3
OG0005749	XP_015681807.2	ENSPTRG00000008914.3
OG0005750	XP_015673549.1, XP_015673548.1	ENSPTRG00000014521.6
OG0005751	XP_015680002.1	ENSPTRG00000007570.5
OG0005752	XP_015685954.1, XP_015677765.2	ENSPTRG00000020079.5
OG0005753	XP_015681033.1, XP_015681809.1	ENSPTRG00000008544.6
OG0005754	XP_015673551.1	ENSPTRG00000014523.6
OG0005755	XP_015684856.1	ENSPTRG00000005529.5
OG0005756	XP_015673741.1	ENSPTRG00000024355.5, ENSPTRG00000051475.1
OG0005757	XP_015678094.1	ENSPTRG00000005541.5
OG0005758	XP_015678522.2	ENSPTRG00000045338.1
OG0005759	XP_015672938.1	ENSPTRG00000014238.6
OG0005760	XP_015672959.1, XP_015672958.1	ENSPTRG00000005521.6
OG0005761	XP_015671393.1	ENSPTRG00000018315.6
OG0005762	XP_015668583.1	ENSPTRG00000020397.5
OG0005763	XP_029143134.1	ENSPTRG00000015992.4
OG0005764	XP_015677959.1	ENSPTRG00000005169.5
OG0005766	XP_029141449.1	ENSPTRG00000020384.5
OG0005767	XP_015679157.1	ENSPTRG00000020382.6
OG0005768	XP_015685380.2, XP_029142549.1	ENSPTRG00000015981.6
OG0005769	XP_015683751.1	ENSPTRG00000005483.6
OG0005770	XP_015686140.2, XP_029142473.1	ENSPTRG00000005486.5
OG0005771	XP_015687555.1	ENSPTRG00000020378.4
OG0005772	XP_015668073.1	ENSPTRG00000034105.3
OG0005773	XP_015682323.1, XP_015683245.1	ENSPTRG00000015978.5
OG0005774	XP_015687554.1	ENSPTRG00000051430.1, ENSPTRG00000020377.5
OG0005775	XP_015682324.1	ENSPTRG00000015976.6
OG0005776	XP_015683504.1	ENSPTRG00000010258.4
OG0005777	XP_015675932.1	ENSPTRG00000015837.5
OG0005778	XP_015670291.1	ENSPTRG00000011771.6
OG0005779	XP_029139288.1	ENSPTRG00000004269.5
OG0005780	XP_015682553.1, XP_015684946.1	ENSPTRG00000005494.6
OG0005781	XP_015680315.1	ENSPTRG00000003879.7
OG0005782	XP_015668066.1	ENSPTRG00000004265.4
OG0005783	XP_015668077.1	ENSPTRG00000004264.7
OG0005784	XP_015675925.1	ENSPTRG00000031284.3
OG0005785	XP_015684984.1, XP_015675928.1	ENSPTRG00000015844.6
OG0005786	XP_015679875.1	ENSPTRG00000002460.6
OG0005787	XP_015684158.1	ENSPTRG00000007900.5
OG0005788	XP_029141339.1	ENSPTRG00000002476.6
OG0005789	XP_029139250.1	ENSPTRG00000044290.1, ENSPTRG00000033886.2
OG0005790	XP_029138883.1	ENSPTRG00000009387.5
OG0005791	XP_029142650.1, XP_029140775.1	ENSPTRG00000002451.4
OG0005792	XP_015687454.1	ENSPTRG00000024267.6
OG0005793	XP_015675921.1	ENSPTRG00000005847.6
OG0005794	XP_015672509.1	ENSPTRG00000016768.4
OG0005795	XP_015673036.2	ENSPTRG00000008200.5
OG0005796	XP_015675282.1	ENSPTRG00000016765.6
OG0005797	XP_015675284.1	ENSPTRG00000010059.3
OG0005798	XP_015673033.1	ENSPTRG00000050239.1
OG0005799	XP_015673032.1	ENSPTRG00000008229.5
OG0005800	XP_015687349.1	ENSPTRG00000020293.5
OG0005801	XP_015673077.1	ENSPTRG00000008220.6
OG0005802	XP_015687885.1	ENSPTRG00000022160.4
OG0005803	XP_015673270.1	ENSPTRG00000006350.6
OG0005804	XP_015673076.1	ENSPTRG00000031180.4
OG0005805	XP_029139342.1, XP_015668412.1	ENSPTRG00000004302.6
OG0005806	XP_015673114.1	ENSPTRG00000020304.4
OG0005807	XP_015670582.1	ENSPTRG00000016384.6
OG0005808	XP_015679892.1, XP_015679891.1	ENSPTRG00000020308.7
OG0005809	XP_015681324.1	ENSPTRG00000019676.6
OG0005810	XP_029140697.1	ENSPTRG00000021490.6
OG0005811	XP_015681820.1	ENSPTRG00000031279.3
OG0005812	XP_015681979.1	ENSPTRG00000007828.3
OG0005813	XP_015675381.1	ENSPTRG00000006416.6
OG0005814	XP_015683214.1	ENSPTRG00000008512.6
OG0005815	XP_015674128.1	ENSPTRG00000001794.7
OG0005816	XP_015679306.1	ENSPTRG00000006406.6
OG0005817	XP_015682162.1	ENSPTRG00000039214.2, ENSPTRG00000020317.6
OG0005818	XP_015679300.1	ENSPTRG00000045558.1
OG0005819	XP_015679308.1	ENSPTRG00000006402.7
OG0005820	XP_029140258.1	ENSPTRG00000001550.7
OG0005821	XP_015681832.1	ENSPTRG00000049302.1
OG0005822	XP_029140720.1, XP_015675590.1, XP_015675588.1	ENSPTRG00000004426.2
OG0005823	XP_015676725.1	ENSPTRG00000015815.6
OG0005824	XP_029140714.1	ENSPTRG00000010789.6
OG0005825	XP_015685265.1, XP_015675586.1	ENSPTRG00000004454.4
OG0005826	XP_015675584.1, XP_029142835.1	ENSPTRG00000004449.4
OG0005827	XP_029140994.1	ENSPTRG00000012090.5
OG0005828	XP_015684571.1	ENSPTRG00000001295.7
OG0005829	XP_015686740.2, XP_015680685.1	ENSPTRG00000050402.1
OG0005830	XP_015683533.1, XP_015676729.1	ENSPTRG00000015809.4
OG0005831	XP_029142497.1	ENSPTRG00000030020.3
OG0005832	XP_015680634.1, XP_015680633.1	ENSPTRG00000005635.4
OG0005833	XP_015682234.1	ENSPTRG00000008440.6
OG0005834	XP_015665459.1	ENSPTRG00000010644.4
OG0005835	XP_015674601.1, XP_015674598.1	ENSPTRG00000020336.4
OG0005836	XP_015682886.1	ENSPTRG00000004458.5
OG0005837	XP_015679100.1	ENSPTRG00000005629.5
OG0005838	XP_015670321.1	ENSPTRG00000011743.6
OG0005839	XP_015673593.1	ENSPTRG00000034219.3, ENSPTRG00000047563.1
OG0005840	XP_015674327.1	ENSPTRG00000039202.2, ENSPTRG00000002517.4
OG0005841	XP_015681484.1, XP_015685806.1	ENSPTRG00000002685.5, ENSPTRG00000046964.1
OG0005842	XP_015666194.1, XP_015666186.1	ENSPTRG00000005622.6, ENSPTRG00000049669.1
OG0005843	XP_015668745.1	ENSPTRG00000049737.1, ENSPTRG00000002516.5, ENSPTRG00000045648.1
OG0005844	XP_015681483.1	ENSPTRG00000002686.6
OG0005845	XP_015677747.1	ENSPTRG00000020933.6
OG0005846	XP_015682536.1	ENSPTRG00000012959.6
OG0005847	XP_015675715.1	ENSPTRG00000020939.7
OG0005848	XP_029141713.1, XP_015686269.1	ENSPTRG00000005613.6
OG0005849	XP_015676996.1	ENSPTRG00000042284.2, ENSPTRG00000048594.1, ENSPTRG00000051617.1
OG0005850	XP_015680327.1	ENSPTRG00000001197.5
OG0005851	XP_015675723.1	ENSPTRG00000020940.6
OG0005852	XP_015672643.1	ENSPTRG00000020346.5
OG0005853	XP_015683466.1, XP_015680424.1	ENSPTRG00000002798.6
OG0005854	XP_015669150.1	ENSPTRG00000005611.5
OG0005855	XP_015684854.1	ENSPTRG00000001574.7
OG0005856	XP_015680143.1	ENSPTRG00000020353.5
OG0005857	XP_015686249.1, XP_015684853.1	ENSPTRG00000001575.6
OG0005858	XP_015667494.1	ENSPTRG00000007756.6
OG0005859	XP_015672777.1, XP_015672784.1	ENSPTRG00000020951.6
OG0005860	XP_015680430.1	ENSPTRG00000003326.6, ENSPTRG00000051517.1
OG0005861	XP_029140231.1	ENSPTRG00000020949.3
OG0005862	XP_029139179.1	ENSPTRG00000007761.7
OG0005863	XP_029139186.1	ENSPTRG00000007763.6
OG0005864	XP_015680896.1	ENSPTRG00000008131.5
OG0005865	XP_015685605.1, XP_015673163.1	ENSPTRG00000034510.3
OG0005866	XP_015672885.1, XP_015672886.1	ENSPTRG00000016299.5
OG0005867	XP_015668199.1	ENSPTRG00000022047.7
OG0005868	XP_015674728.1	ENSPTRG00000009936.6
OG0005869	XP_015666204.1	ENSPTRG00000051463.1, ENSPTRG00000010203.4
OG0005870	XP_015674725.1, XP_029140807.1	ENSPTRG00000009934.6
OG0005871	XP_015672889.1	ENSPTRG00000016302.4
OG0005872	XP_015685944.1, XP_015685517.1	ENSPTRG00000024232.3
OG0005873	XP_015669131.1	ENSPTRG00000052790.1, ENSPTRG00000045679.1
OG0005874	XP_015680373.1	ENSPTRG00000001281.6
OG0005875	XP_015669151.1	ENSPTRG00000022983.5
OG0005876	XP_015669152.1	ENSPTRG00000023573.5
OG0005877	XP_029142245.1	ENSPTRG00000007243.7
OG0005878	XP_029140430.1	ENSPTRG00000006380.5
OG0005879	XP_015672007.1	ENSPTRG00000012242.5
OG0005880	XP_015672076.1	ENSPTRG00000000420.4, ENSPTRG00000051598.1
OG0005881	XP_015673933.1, XP_029140420.1	ENSPTRG00000007381.4
OG0005882	XP_015669144.1, XP_015669145.1	ENSPTRG00000005595.3
OG0005883	XP_029139496.1	ENSPTRG00000005594.6
OG0005884	XP_015672070.1, XP_015672069.1	ENSPTRG00000000423.6
OG0005885	XP_015672071.1, XP_015672072.1, XP_015672073.1	ENSPTRG00000000424.5
OG0005886	XP_029138802.1	ENSPTRG00000010164.4
OG0005887	XP_015685764.1, XP_029140787.1	ENSPTRG00000009922.6
OG0005888	XP_015672715.1	ENSPTRG00000022873.5
OG0005889	XP_015685300.2, XP_015674683.1	ENSPTRG00000007545.5
OG0005890	XP_015666621.1	ENSPTRG00000044361.1
OG0005891	XP_015686255.1, XP_015685501.1	ENSPTRG00000001257.7
OG0005892	XP_015684871.1	ENSPTRG00000020644.4
OG0005893	XP_015683991.1	ENSPTRG00000004131.6
OG0005894	XP_015681744.1	ENSPTRG00000003817.5
OG0005895	XP_015673827.1, XP_015673828.1	ENSPTRG00000045379.1
OG0005896	XP_015666570.1	ENSPTRG00000005834.5
OG0005897	XP_015681229.1, XP_029141703.1	ENSPTRG00000001206.7
OG0005898	XP_029142909.1, XP_029142800.1	ENSPTRG00000007313.7
OG0005899	XP_015676896.1, XP_029141036.1	ENSPTRG00000009920.5
OG0005900	XP_015683540.1	ENSPTRG00000002656.5
OG0005901	XP_029142002.1	ENSPTRG00000052049.1, ENSPTRG00000003820.6
OG0005902	XP_015674308.1	ENSPTRG00000020173.6
OG0005903	XP_029139944.1	ENSPTRG00000002958.6
OG0005904	XP_015687031.1, XP_015680223.1	ENSPTRG00000000268.7
OG0005905	XP_015674311.1	ENSPTRG00000046606.1, ENSPTRG00000020174.5
OG0005906	XP_015683913.1, XP_029142001.1	ENSPTRG00000003822.7
OG0005907	XP_015680814.1	ENSPTRG00000003863.3, ENSPTRG00000047907.1
OG0005908	XP_015669138.1	ENSPTRG00000005584.5, ENSPTRG00000046065.1
OG0005909	XP_015679454.1	ENSPTRG00000005737.4, ENSPTRG00000013681.3
OG0005910	XP_015683096.1	ENSPTRG00000006319.7, ENSPTRG00000048697.1
OG0005912	XP_029140895.1	ENSPTRG00000010880.5
OG0005913	XP_015669119.1	ENSPTRG00000023371.5
OG0005914	XP_015676503.1	ENSPTRG00000009915.6
OG0005915	XP_029142191.1, XP_015682096.1	ENSPTRG00000021587.3
OG0005916	XP_015688029.1, XP_015688030.1	ENSPTRG00000014766.4
OG0005917	XP_015669052.1	ENSPTRG00000004388.5
OG0005918	XP_015685398.1, XP_015685951.1	ENSPTRG00000004391.6
OG0005919	XP_015676142.1	ENSPTRG00000009908.6
OG0005920	XP_015672673.1	ENSPTRG00000009454.4
OG0005921	XP_015670945.1	ENSPTRG00000005557.7
OG0005922	XP_029142458.1, XP_015684454.1	ENSPTRG00000015973.4
OG0005923	XP_015685788.1, XP_015682813.1	ENSPTRG00000038980.2
OG0005924	XP_015688041.1	ENSPTRG00000014768.6
OG0005925	XP_015683321.1	ENSPTRG00000021549.6
OG0005926	XP_015688031.1	ENSPTRG00000014770.6
OG0005927	XP_029139441.1	ENSPTRG00000046189.1
OG0005928	XP_015681468.1, XP_015684494.1	ENSPTRG00000033718.3
OG0005929	XP_015671271.1	ENSPTRG00000043900.1, ENSPTRG00000005417.5
OG0005930	XP_015681462.1	ENSPTRG00000007899.4
OG0005931	XP_015672782.1	ENSPTRG00000003292.6
OG0005932	XP_015674100.1	ENSPTRG00000006993.6
OG0005933	XP_015687298.1, XP_015685012.1	ENSPTRG00000006938.7
OG0005934	XP_015670905.1	ENSPTRG00000005555.7
OG0005935	XP_015684598.1	ENSPTRG00000013483.6
OG0005936	XP_015673482.1	ENSPTRG00000052351.1
OG0005937	XP_015688042.1	ENSPTRG00000014754.4
OG0005938	XP_015682451.2, XP_015685066.1, XP_015685065.1	ENSPTRG00000012400.5
OG0005939	XP_015670391.1	ENSPTRG00000020716.5
OG0005940	XP_015683656.1, XP_015686883.1	ENSPTRG00000021351.4
OG0005941	XP_015670015.1, XP_015670016.1	ENSPTRG00000006931.7
OG0005942	XP_015667903.1	ENSPTRG00000014753.7
OG0005943	XP_015669816.1	ENSPTRG00000000446.7
OG0005944	XP_015676405.1, XP_015685350.1	ENSPTRG00000021375.5
OG0005945	XP_029139756.1	ENSPTRG00000012569.5
OG0005946	XP_015670017.1	ENSPTRG00000048383.1, ENSPTRG00000006929.5
OG0005947	XP_015680229.1, XP_015680403.1	ENSPTRG00000005504.6
OG0005948	XP_015669226.1	ENSPTRG00000046128.1
OG0005949	XP_015668957.1	ENSPTRG00000009816.7
OG0005950	XP_029139174.1	ENSPTRG00000007713.6
OG0005951	XP_029140095.1, XP_015685628.1	ENSPTRG00000001774.6
OG0005952	XP_029142414.1	ENSPTRG00000000451.6
OG0005953	XP_015670067.1	ENSPTRG00000002943.6
OG0005954	XP_015685968.1, XP_015677957.1	ENSPTRG00000002297.5
OG0005955	XP_015685057.1, XP_015682040.1	ENSPTRG00000002295.6
OG0005956	XP_015670039.1	ENSPTRG00000006926.5
OG0005957	XP_015682962.1	ENSPTRG00000030668.3
OG0005958	XP_015672523.1	ENSPTRG00000005719.7
OG0005959	XP_015677671.1	ENSPTRG00000000455.6
OG0005960	XP_015670033.1	ENSPTRG00000006924.6
