logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description,MM.turq
-2.313032452,-2.442973418,1.493956457,1.551880634,9.83794045,0.001571875,107297254,uncharacterized LOC107297254,0.1753053
-2.923626023,-3.319486738,0.063989452,3.651809906,9.830507388,0.00157674,107301678,ectonucleoside triphosphate diphosphohydrolase 5-like,0.564229948
-2.608764864,-1.876022194,1.42084744,3.191563657,9.808174599,0.001591464,107297359,fermitin family member 1,0.675101922
0.846075639,-2.546273298,-1.911621725,1.419552515,9.774959433,0.001609467,107297236,microphthalmia-associated transcription factor,0.286718985
2.55996418,3.928817295,2.190464587,2.417027922,9.747082707,0.001632569,107283147,RAR related orphan receptor A,0.929733613
10.44762048,3.17228255,5.922239063,2.210301846,11.23989242,0.00164692,107287636,iroquois homeobox 1,0.944725904
-1.690932125,-1.284251505,-0.252913182,6.452577813,9.699185341,0.001651249,107288758,methionyl aminopeptidase 1,0.083226646
5.114431903,2.926835704,3.875214475,0.442146858,9.719437225,0.001651577,107298286,zinc metalloproteinase-disintegrin-like NaMP,0.828431701
0.096724786,1.127710288,3.447847019,5.019658928,9.711476887,0.001657098,107289837,acid phosphatase 2 lysosomal,0.737285059
6.881746481,-1.506058862,3.846775945,0.593693118,11.21985722,0.001657812,107295724,ligand of numb-protein X 1 E3 ubiquitin protein ligase,0.765730177
3.133898041,0.517701271,0.577325041,6.577124071,9.658053396,0.001694714,107282403,meteorin glial cell differentiation regulator-like,0.877658116
6.80793521,1.885677371,3.845556038,1.323846468,9.65305709,0.001698283,107293105,adaptor related protein complex 1 gamma 2 subunit,0.862861395
0.692334487,0.982947619,2.270413605,5.518346404,9.647110286,0.001702326,107291422,tryptophanyl-tRNA synthetase,0.856226919
6.980920158,5.369151003,5.984579332,1.939192171,9.628321386,0.001716081,107289979,adenylate cyclase 8 (brain),0.883184903
7.897001399,3.354565617,2.056837697,0.146120689,11.07090009,0.00174157,107292757,procollagen C-endopeptidase enhancer 2,0.242609025
-1.660411502,-1.750364674,0.249652426,5.593486633,9.591753742,0.001742792,107296631,ring finger protein 130,0.433736823
1.321292533,1.435636381,2.055932034,4.132163298,9.57558775,0.001746468,107302478,protein MEMO1-like,0.73637857
1.774811091,3.760200737,-0.178047186,3.271227694,9.574820055,0.001755326,107282225,excitatory amino acid transporter 1-like,0.933439703
-1.751703662,-1.451999148,0.41089264,2.340007612,9.541625449,0.00176505,107298172,amyloid beta precursor protein binding protein 2,0.685821111
3.871734911,3.451096259,3.967285009,6.234246676,9.546732674,0.001776349,107294533,transmembrane protein 41B,0.943548955
2.946914397,1.665819433,0.154239158,3.143642186,9.509254938,0.00180486,107292290,zinc finger protein 462,0.870012913
2.308313181,-0.237057711,1.785502751,1.57146155,9.477211276,0.001814195,107288374,6-phosphofructo-2-kinase/fructose-26-biphosphatase 2,0.443993559
2.293615778,1.065667776,-0.193239405,2.763580065,9.477909665,0.001814953,107293740,C-type lectin domain family 3 member B,0.428159979
-1.441050919,-1.621482743,0.155885576,5.324998901,9.465904326,0.001838508,107283928,calcium and integrin binding 1,0.789647858
0.265619818,-1.4856909,1.478387224,7.725522093,9.441335779,0.001857903,107289370,programmed cell death 4 (neoplastic transformation inhibitor),0.402642464
2.232949021,1.812657605,-0.259224705,3.012458457,9.389275359,0.001899796,107293170,chromosome unknown open reading frame human C3orf58,0.25740097
-1.914221326,-1.989593827,-0.057380097,6.530315246,9.378344088,0.001908732,107290180,glyceronephosphate O-acyltransferase,0.601969792
16.56718663,16.56718663,14.37877814,8.086381082,13.43489931,0.001917551,107298828,uncharacterized LOC107298828,0.922324586
2.106287277,2.161583084,3.09074838,2.368716788,9.351320506,0.001931034,107296804,ras-related protein Rab-27B,0.603884461
5.657317315,2.242915868,0.578125262,1.498118672,9.350437574,0.001931768,107293307,thrombospondin-2,0.470817825
7.865699256,2.714743924,2.003897061,0.168537712,10.74923659,0.001940487,107288622,SRY-box 10,0.841884593
-0.82418114,-1.21826832,1.829186376,4.047496086,9.3375618,0.001942506,107291589,vitamin D (125- dihydroxyvitamin D3) receptor,0.363241783
0.654422522,-1.834042083,-0.197768461,2.798016883,9.328252849,0.001945482,107282231,pyroglutamyl-peptidase I,0.194252663
-0.738262204,0.695740047,1.841593106,6.03196756,9.309607096,0.001966061,107283656,asparagine synthetase (glutamine-hydrolyzing),0.745413335
3.47008259,4.019478303,3.395036861,2.620507054,9.276228759,0.001994623,107302349,ChaC glutathione-specific gamma-glutamylcyclotransferase 1,0.665318401
3.814672109,2.526040391,2.838823916,1.914776127,9.271679219,0.001998554,107287761,solute carrier family 19 member 3,0.722131923
-2.64485818,-5.780577214,-1.48253949,-0.44464757,9.236534252,0.002029224,107289656,sorting nexin 22,0.261543085
-0.615430212,-1.4923075,0.023111387,5.538704624,9.199896339,0.002044881,107303179,glycerol-3-phosphate acyltransferase 3,0.340544436
0.138526171,0.455072369,2.008094574,5.650083057,9.180269095,0.002070074,107285092,solute carrier family 22 member 15-like,0.665643167
0.673655559,-3.646031829,-1.809877519,-0.729967048,9.166101128,0.002075272,107294627,protein FAM19A2-like,0.264698757
1.096720333,1.696942348,1.833796348,3.554209149,9.133433364,0.002105151,107286446,DnaJ heat shock protein family (Hsp40) member C5 gamma,0.413044854
4.516538283,3.627948285,2.931394204,2.704839686,9.131100215,0.002124588,107291926,solute carrier family 39 member 10,0.894065887
0.635275202,1.185525395,-1.997990299,3.590924073,9.10473042,0.002149251,107289216,rheacalcin-1-like,0.335559047
10.13497705,-2.079127733,5.046187598,4.068129171,10.43744963,0.002159966,107285400,forkhead box I1,0.819521311
0.130797761,3.059925813,1.307592416,2.003201928,9.073693139,0.002173464,107288885,pyruvate dehyrogenase phosphatase catalytic subunit 2,0.760866276
3.063910099,3.565037519,3.325336658,2.924863459,9.071420229,0.002180885,107285151,SWIM-type zinc finger 7 associated protein 1,0.827672253
6.475060398,3.011506267,7.666806296,2.99774242,9.025270715,0.002225615,107290359,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9,0.863699007
-2.807587243,-1.504736568,-0.653405915,8.83830898,9.010749085,0.002239911,107285746,24-dienoyl-CoA reductase 1 mitochondrial,0.557305513
2.303996706,2.160848431,2.775623246,0.722253402,8.982143831,0.002250247,107298367,FK506 binding protein like,0.760547486
-3.007400071,-1.419850992,-2.66071052,6.54616419,8.992005038,0.002258523,107291124,complement component 7,0.186941502
-1.266714381,-1.422577667,0.367075761,3.670818508,8.964346615,0.002268072,107301337,alpha-aminoadipic semialdehyde dehydrogenase-like,0.234285453
10.8932143,0.742628214,6.203254412,3.137648976,10.24641996,0.002309237,107286906,transient receptor potential cation channel subfamily V member 6-like,0.935393455
-2.121271381,2.203978183,0.02118763,0.714273489,8.941452042,0.002309626,107287660,serine rich and transmembrane domain containing 1,0.407440149
-0.317358885,1.869248527,2.218634879,5.67844882,8.937965722,0.0023132,107287724,aldehyde dehydrogenase 18 family member A1,0.914103611
-2.1915027,-1.603713315,-0.810901706,5.108917185,8.910920811,0.002341144,107301928,acyl-CoA dehydrogenase long chain,0.438919141
-2.103574786,-1.202707078,-0.741979801,3.873398157,8.894015009,0.002342597,107283751,radical S-adenosyl methionine domain containing 1,0.354561004
-0.775172666,-0.537242874,1.263921754,3.097781576,8.881192318,0.00235357,107299044,protein-lysine N-methyltransferase EEF2KMT-like,0.092789221
1.192938615,1.677546384,3.045999152,3.426607179,8.848871,0.00240676,107288921,transmembrane protein 208,0.829809632
-2.119963804,3.406516378,1.687897268,3.397418671,8.831583327,0.002425422,107283222,somatostatin receptor 2,0.682285576
-1.591916804,0.789047644,2.24594498,1.462470759,8.823642485,0.002434051,107295378,phospholipid phosphatase 5,0.49856098
-1.267094658,-0.074947088,1.223445038,5.643322187,8.819529675,0.002438534,107293325,transmembrane protein 5,0.81040245
17.50965157,17.50965157,15.32220377,9.02822627,12.43008541,0.002453212,107301016,uncharacterized LOC107301016,0.949565993
-1.093525742,-2.073871618,1.866706607,3.061626476,8.798577154,0.002461524,107296459,ring finger protein 128 E3 ubiquitin protein ligase,0.753177299
3.843303442,3.772841228,1.516555584,0.623917386,8.774572636,0.002488174,107303098,pleckstrin homology domain-containing family A member 3-like,0.489268079
6.123307196,-3.343621736,-0.433013936,1.409434708,10.03439334,0.002489709,107286680,calsyntenin 2,0.303794827
-1.797353469,-1.975491809,-0.946137564,3.329455932,8.752328307,0.002493616,107298739,tyrosine-protein kinase RYK-like,0.354350072
-0.233087396,-0.277748268,3.155372666,1.109769855,8.740355944,0.002507114,107288844,mirror-image polydactyly 1,0.331345198
1.271732975,0.94709735,1.673961785,5.132734771,8.725466458,0.00252402,107287163,TRAF3 interacting protein 2,0.886952947
-1.006844597,-0.810906171,1.028659144,5.137177084,8.715130522,0.002555631,107282339,FERM ARH/RhoGEF and pleckstrin domain protein 1,0.609693536
4.578412776,2.110748413,1.324691795,4.616663293,8.696010565,0.002577782,107289270,alpha-13-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C-like,0.948075957
1.908100493,0.848806905,-1.052901244,6.081260394,8.693103821,0.002581169,107287419,EH domain containing 4,0.851400423
-2.509005848,-2.202599825,-0.781392235,4.036898136,8.655977505,0.00262489,107295010,DEP domain containing MTOR-interacting protein,0.469868744
-0.085845621,-0.059196363,-2.319461547,0.354750961,8.624598909,0.002642121,107292885,F-box protein 31,0.563810038
5.280018592,-2.008577109,2.22046726,-0.366640417,9.856546821,0.002654308,107296493,hyaluronidase-4-like,0.55781852
6.192450047,1.956223044,4.515140915,3.996526848,8.618692554,0.002669672,107287736,lysophosphatidylcholine acyltransferase 2-like,0.900603166
2.247501437,3.010824668,2.183805691,2.950355907,8.615454787,0.002673602,107293802,excision repair cross-complementation group 4,0.845934939
-0.8883579,0.102880594,1.488469355,4.857682073,8.59204433,0.002702225,107292887,carbonic anhydrase VA mitochondrial,0.861792927
-2.22948067,-2.53610332,-3.159790571,2.122391361,8.582937834,0.002707296,107288626,B-Raf proto-oncogene serine/threonine kinase,0.620858477
2.837765345,2.455976184,1.974975262,5.620229903,8.582248296,0.002714308,107294315,histone acetyltransferase KAT8,0.913248614
-1.912081221,-1.903991704,-0.28850051,4.764921088,8.577906744,0.002719683,107283007,phenylalanyl-tRNA synthetase 2 mitochondrial,0.329185298
3.088308411,3.660244243,1.934683324,0.353907728,8.561106212,0.002734398,107285426,phosphomannomutase 1,0.650521284
-0.492162313,1.549864884,0.971506134,3.688346776,8.527765808,0.002771029,107299872,valine--tRNA ligase-like,0.717441877
1.484376949,3.545605422,4.101317733,11.71724122,8.530834242,0.002778769,107285132,calreticulin,0.925841335
3.047245389,2.00747331,2.362787616,2.842125481,8.527841956,0.002782576,107289075,2-oxoglutarate and iron-dependent oxygenase domain containing 3,0.850382372
9.979013185,5.687601826,7.648295566,6.269226953,8.52440961,0.002786949,107295677,solute carrier family 30 (zinc transporter) member 2,0.884309986
-2.108817826,-1.63101535,-0.735604465,2.727051478,8.507215373,0.002787773,107297594,probable 2-ketogluconate reductase,0.229520181
4.642289077,1.544076364,1.542458604,6.436063322,8.49996213,0.002818334,107285366,phospholipase C beta 4,0.763404892
1.267839598,1.792316668,-0.807855294,1.209370526,8.483369664,0.002818495,107283130,myocardial zonula adherens protein,0.609459569
-1.441894309,-1.693023062,0.155901334,2.080078048,8.480548395,0.002822156,107296296,sulfatase modifying factor 1,0.655891967
-1.633891491,1.492121006,2.030171908,0.4224323,8.487354238,0.002828324,107289073,apelin receptor,0.578857016
-0.160094709,-1.104682616,-1.301354317,4.345573032,8.438451019,0.002877446,107296973,trafficking protein kinesin binding 2,0.359117263
-0.135014179,-2.102611768,4.095792542,8.349556413,8.450019403,0.002883742,107294130,cystathionine gamma-lyase,0.961759983
-0.704431714,-0.070995089,2.856276644,6.225266151,8.444482797,0.002891102,107288180,keratin 8 type II,0.896655599
-3.174890816,-1.975483703,0.945112509,2.82652832,8.436360131,0.002901939,107291178,N-acylethanolamine acid amidase,0.817833266
6.778783566,0.496139711,4.768408938,5.174609393,8.420469306,0.002923277,107294778,ATPase H+ transporting V1 subunit C2,0.93589295
1.903758506,3.496791527,2.874490963,5.313298691,8.395176109,0.00295762,107285125,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily a member 4,0.880112623
0.671501863,-2.0886808,0.67961585,3.515195175,8.393419883,0.002960022,107289068,LysM domain containing 2,0.785264558
5.475499365,1.821339053,0.568446811,5.820847598,8.393002884,0.002960593,107302904,fatty acid-binding protein adipocyte-like,0.770840125
1.263575658,1.747710231,-0.115221093,3.146355168,8.373454903,0.002965315,107303077,nuclear receptor subfamily 1 group D member 1,0.670266332
5.365804661,-0.346985315,3.081342538,4.321542001,8.370402679,0.002991715,107294821,RAB19 member RAS oncogene family,0.660140776
7.313862497,-0.906174367,3.414135942,0.622124312,9.441587233,0.003092173,107297182,E3 ubiquitin-protein ligase LNX-like,0.700357714
0.67925881,0.847002342,1.860157219,4.758189144,8.275576245,0.003103618,107283869,LysM domain containing 4,0.837986589
2.33861433,3.066570238,3.030836479,7.463132581,8.286728767,0.003110313,107295943,reticulocalbin-1-like,0.853596926
2.477330584,-1.291544661,-0.707760422,1.636408472,8.27320374,0.003129994,107286682,arf-GAP with GTPase ANK repeat and PH domain-containing protein 1-like,0.935171895
-0.140874653,-2.088144915,5.52881551,4.972642444,8.26660035,0.003139656,107296551,deleted in malignant brain tumors 1 protein-like,0.243533785
-0.516593529,-0.595301553,1.754416129,5.938054362,8.264574282,0.003142628,107292121,transmembrane protein 165,0.88322729
2.635391501,1.361550843,1.285484518,3.015483657,8.262488813,0.00314569,107290958,chromobox 4,0.688015117
-5.189517431,-4.831320167,-1.869143683,0.194395694,8.258560542,0.003151467,107291700,D-beta-hydroxybutyrate dehydrogenase mitochondrial-like,0.428818237
8.148232246,3.865595554,5.207439288,3.128324215,8.252260665,0.003160758,107295614,brefeldin A-inhibited guanine nucleotide-exchange protein 3-like,0.883662756
8.80432713,0.283977409,1.641606221,1.534147553,9.334337417,0.00321916,107286654,HID1 domain containing,0.919612035
1.80988406,0.810092774,5.207367522,4.653968475,8.198978327,0.003240631,107288741,mal T-cell differentiation protein 2,0.51942803
-0.153019142,-1.565746871,-0.116248863,4.649769713,8.187544512,0.00324503,107293060,Wiskott-Aldrich syndrome-like,0.730998125
6.637317311,6.637317311,-0.066850661,-0.405051462,11.34755484,0.003259203,107302420,betacellulin,0.282051269
1.582583341,1.930512964,2.513186277,1.179512957,8.150707208,0.003291135,107302753,C1GALT1 specific chaperone 1,0.759706121
-1.971650382,0.782053986,0.525690579,6.367638123,8.148182856,0.003318978,107299533,ribosome binding protein 1,0.928193505
4.041479786,3.602098778,2.493010455,1.662493299,8.144210119,0.003325198,107282443,uncharacterized LOC107282443,0.84965786
-1.414698736,-1.810310634,-0.432949277,3.162750654,8.102996355,0.003366252,107301045,sorting nexin-30,0.694971289
-2.035480391,-1.625422937,0.27648964,3.690226125,8.079954733,0.00342772,107297362,cardiolipin synthase 1,0.685516381
0.550694036,-1.188877621,-0.798808878,4.235585572,8.06090855,0.003434181,107289773,ubiquitin specific peptidase 53,0.862829601
4.96085626,-1.132205613,-2.107563476,-0.277881451,9.112503541,0.003471456,107295725,RAS like family 11 member B,0.233232488
-4.505091318,-0.624358631,-0.096735563,1.411872216,8.035748202,0.003500398,107297258,thyroid hormone responsive,0.600291642
-0.358318226,-2.279359535,-0.11103877,3.32565114,8.035319912,0.003501111,107287748,pyridine nucleotide-disulphide oxidoreductase domain 2,0.584379631
-1.026422276,-1.469969683,0.564610304,4.589473824,8.031447422,0.003507565,107288397,myotubularin related protein 12,0.724412601
-2.901049341,-2.060558928,-0.233710385,2.001367556,8.025621925,0.003517299,107285022,proteasome subunit beta 6,0.768251955
-2.179290779,-0.513927489,0.381525952,3.473541146,8.011144336,0.003541627,107289259,protein phosphatase 3 catalytic subunit gamma,0.801150908
1.177880746,-1.482138818,-1.684051016,2.851325969,7.995231282,0.003568595,107289697,PDZ and LIM domain protein 4-like,0.429951176
-1.399478258,-1.014851057,0.71638361,5.56103225,7.993375809,0.003571755,107295026,thioredoxin domain containing 15,0.813546489
-0.939858872,0.163250919,1.277517048,3.561659776,7.979617258,0.003580094,107294319,vitamin K epoxide reductase complex subunit 1-like protein 1,0.868299912
-1.772287597,-0.027409197,1.214975882,5.135130508,7.974991618,0.003603242,107290356,UDP-glucose glycoprotein glucosyltransferase 2,0.927220627
1.862126931,1.556786141,1.877197849,7.033182277,7.959092438,0.003630734,107300483,RAB1A member RAS oncogene family,0.832603907
2.058747806,-1.296506386,-2.839461152,0.484809264,7.932916421,0.003676532,107286318,Ras protein specific guanine nucleotide releasing factor 2,0.399758077
-0.784236571,-0.36286284,1.390752272,3.915295861,7.928401921,0.003676826,107292935,protein tyrosine phosphatase mitochondrial 1,0.691548273
1.346412625,1.153917727,0.238287523,4.629048344,7.913487315,0.003685063,107290963,bromodomain adjacent to zinc finger domain 2A,0.535045493
1.277045503,2.983262014,3.860243818,9.025263308,7.917118058,0.0037045,107294779,protein disulfide isomerase family A member 6,0.930094129
1.444486219,1.825142128,0.927857398,5.009486367,7.886400389,0.003759593,107290927,probable peptidyl-tRNA hydrolase 2,0.60236772
0.887532412,-0.080007887,-2.194987461,4.532865566,7.867208954,0.003794498,107289099,Krueppel-like factor 15,0.877758357
1.388785778,-0.041693254,0.222678191,4.454691977,7.843648142,0.003811345,107292108,transcription factor CP2,0.631920154
1.72647636,0.074712301,-0.50143797,3.949232612,7.84427473,0.003828813,107291207,inositol-trisphosphate 3-kinase B,0.581292068
0.207706431,0.101422388,-1.880069874,3.679668127,7.843580738,0.003837994,107285404,trinucleotide repeat containing 6B,0.485821705
-0.509096892,-2.543838007,-0.311465573,4.442571269,7.827457145,0.00386801,107284579,testis development related protein,0.894814763
-1.101842252,1.309550951,4.730660152,2.381249426,7.81105842,0.003898819,107288790,acyl-CoA dehydrogenase family member 11-like,0.250112195
-1.762211766,-1.605506833,-0.350203938,5.118251567,7.804912647,0.003910439,107302660,toll like receptor 3,0.791451468
-10.61483263,-6.053917958,-3.585359561,2.229525031,8.786935657,0.003974188,107301079,interferon-inducible GTPase 5-like,0.18817935
0.991749069,1.905804041,1.614886081,6.437089182,7.749455478,0.004017144,107299804,asparaginyl-tRNA synthetase,0.793879398
3.386812988,-3.63518575,1.526876497,1.268164966,7.741954284,0.004031836,107301787,forkhead box protein I1-ema-like,0.819092175
1.992409096,0.371441822,-0.410194837,3.686022676,7.737929801,0.004039744,107290008,oxysterol binding protein like 6,0.354665581
4.949053633,1.329013242,1.456846135,1.25929798,7.732841193,0.00404977,107288213,transcriptional repressor GATA binding 1,0.92134344
-0.194833414,1.920633142,1.416784543,3.563464208,7.728162174,0.004059014,107301913,uncharacterized LOC107301913,0.466070003
1.854576081,1.538482449,3.483511125,3.189224999,7.723559518,0.004068131,107283218,zinc transporter ZIP11-like,0.935323505
12.04122646,4.962739526,8.46063554,3.635221052,8.722738291,0.004076061,107291742,basic helix-loop-helix family member a15,0.918205289
4.869612669,-1.092951442,0.868194895,1.659055258,7.716796196,0.004081572,107286565,WNK lysine deficient protein kinase 3,0.820746295
-0.981396014,0.58112244,3.415339423,9.708965141,7.713739982,0.004087663,107290246,translocation associated membrane protein 1,0.934031367
-0.292339727,0.587121846,2.22658058,8.2310818,7.698564393,0.004118063,107292969,ribophorin I,0.955393664
-1.353298473,-0.67611573,-0.108364586,4.397518906,7.66907511,0.004149735,107296068,nudix hydrolase 21,0.196389573
-2.965585567,-2.784755491,-1.053236524,3.792596632,7.6752053,0.004165375,107283949,solute carrier family 25 (mitochondrial carrier: glutamate) member 22,0.663009843
-1.927133727,-1.739769612,-0.908189563,3.65091392,7.652103303,0.004187917,107299461,tyrosine-protein kinase RYK,0.586434331
0.394557806,-1.213075528,1.076790827,2.29470214,7.641924538,0.004205456,107292577,rhophilin Rho GTPase binding protein 2,0.593003997
0.595235448,-0.099680175,-1.802374425,6.512014205,7.623769914,0.004271807,107295275,uncharacterized LOC107295275,0.763160982
2.711792183,2.564133735,3.602888057,3.082005321,7.622582981,0.0042743,107297246,ectonucleoside triphosphate diphosphohydrolase 2,0.81411611
2.285639176,3.140754994,3.420510139,5.349050633,7.606611813,0.004308015,107287731,ectonucleoside triphosphate diphosphohydrolase 7,0.917384738
0.558681836,1.758902309,2.659782349,4.6964492,7.591130064,0.004340993,107297059,myeloid-derived growth factor,0.811619514
-1.499467047,-0.668191558,-0.013788156,6.096706487,7.564246939,0.004372217,107292482,RWD domain containing 1,0.598680566
2.693986082,0.050399043,0.845635879,2.287619808,7.56429644,0.00439016,107287618,protein kinase D1,0.643409834
3.546896461,-1.43183424,0.312714609,0.730233238,7.55180304,0.004426098,107297556,long-chain-fatty-acid--CoA ligase ACSBG2-like,0.534172543
0.339683295,-0.131738829,1.288308028,5.140919401,7.531439325,0.004441399,107285525,ILK associated serine/threonine phosphatase,0.738824865
1.539587337,1.660588227,2.786220165,4.627672219,7.54328332,0.00444479,107290316,24-dienoyl-CoA reductase 2 peroxisomal,0.919653071
-1.175479644,0.093768941,1.569525062,5.180631136,7.540405534,0.004451125,107302484,triple QxxK/R motif containing,0.427775979
7.124418927,1.051294013,7.124418927,-0.335106253,10.21336455,0.004495817,107298463,probable phospholipid-transporting ATPase VA,0.468116898
-4.065998502,-2.036281247,0.805198403,0.494875839,7.509821486,0.004519104,107300150,phosphatidylserine synthase 2,0.210123914
6.364343437,5.906379514,2.12367038,5.191887716,7.503416227,0.004533494,107289840,solute carrier family 39 (zinc transporter) member 13,0.934722112
0.439542904,-1.102673116,-1.241181868,3.22132718,7.485040932,0.004545064,107296603,uncharacterized protein KIAA1109-like,0.169842238
-2.230057046,-1.756698649,1.465851325,1.959270898,7.497648088,0.004546499,107289855,uncharacterized LOC107289855,0.755696057
1.837169979,0.133176743,1.240805619,3.639171291,7.460434328,0.004614725,107299813,leucine-rich repeat-containing protein 16A-like,0.651189283
7.094198331,4.001831536,5.064342631,3.755656486,7.464409208,0.004622291,107296102,transcription factor-like 5 (basic helix-loop-helix),0.916903455
1.474158992,-2.00577886,0.554825121,1.452797425,7.457070597,0.004639223,107297899,protein shisa-3 homolog,0.337024793
1.611205328,2.025542757,1.49022239,4.835412493,7.453071753,0.004648479,107284732,cryptochrome circadian clock 1,0.871144282
1.288279345,1.346450727,0.152189266,3.231877216,7.419569367,0.004696185,107289167,nuclear pore complex protein Nup88-like,0.632566967
2.375971601,1.189449991,2.324669987,4.900958009,7.427772881,0.004707544,107296606,syntaxin-binding protein 2-like,0.726348666
-0.999021911,-0.463410581,2.183333119,5.652076561,7.424478637,0.004715299,107291004,serine hydroxymethyltransferase 2 (mitochondrial),0.944440088
3.827461834,0.631030029,4.988410322,0.597955558,7.424477682,0.004715301,107292433,dapper homolog 2-like,0.735830094
2.74379261,-0.863563366,-0.45785108,1.462217843,7.418614842,0.004723103,107295084,probable phospholipid-transporting ATPase IH,0.229087079
5.601417529,-3.644116883,5.601417529,1.04630985,10.01556343,0.004768659,107301839,uncharacterized LOC107301839,0.850151993
-1.486724842,1.095240531,1.09087793,4.602387426,7.396399214,0.004782012,107285560,translocation associated membrane protein 2,0.71862448
1.324277101,1.67509636,-0.655138885,2.027012695,7.383729746,0.004785477,107292468,prenylcysteine oxidase 1 like,0.634423478
-1.704318802,-1.9477385,-1.438125181,2.998131527,7.375897573,0.004800248,107296384,cleft lip and palate associated transmembrane protein 1,0.619652227
0.959792412,2.825917751,1.716284903,1.895526032,7.379757246,0.004812804,107296256,valyl-tRNA synthetase,0.768226592
0.802446435,-0.012413714,1.552748812,7.072896487,7.342895908,0.004880673,107294896,synaptogyrin 2,0.863466023
-1.008222752,-3.697454407,0.54168486,6.472763269,7.332815854,0.004937191,107291626,fatty acid desaturase 1-like,0.801807957
6.330685546,-0.972573637,6.330685546,-0.182863924,9.86428269,0.004991488,107293770,cell cycle control protein 50B-like,0.857083609
0.937862302,1.619251199,0.074115086,4.197570858,7.294392117,0.005004443,107288685,ubiquitin carboxyl-terminal hydrolase 4-like,0.258867678
-2.744385846,-1.07552368,-2.652240578,4.49524002,7.305191376,0.005006436,107294150,fms related tyrosine kinase 1,0.437389766
7.997403803,2.048789996,3.451353156,0.228943935,8.212196466,0.005008717,107302411,rho guanine nucleotide exchange factor 38-like,0.506213578
6.814028748,3.837197183,2.061060025,2.606617748,7.266849606,0.005104433,107289985,ubiquitin conjugating enzyme E2Q family like 1,0.919806469
0.175333357,-0.18595291,-2.737345268,7.368688322,7.266755916,0.005104675,107298751,mitochondrial pyruvate carrier 2,0.716106705
2.964298465,2.1429262,2.802522916,7.535931935,7.261529738,0.005118206,107285595,heat shock protein family A (Hsp70) member 13,0.931467582
0.91973415,0.494154286,-2.752062008,0.299231162,7.248643072,0.00515175,107295358,G protein-coupled receptor kinase 5-like,0.153091001
2.223340519,1.415744311,0.349425276,4.896215866,7.23457275,0.005188667,107283256,tet methylcytosine dioxygenase 3,0.499212193
0.553051142,0.806563194,-0.60667345,5.583285324,7.20765999,0.00522709,107302851,kelch like family member 20,0.619464994
5.800515464,2.53674048,-0.9612585,-0.610482448,8.09202057,0.005264351,107292756,transient receptor potential cation channel subfamily C member 1,0.749789199
0.470253387,1.079359964,2.637888629,3.433366393,7.122043,0.005495296,107288809,solute carrier family 26 member 11,0.762005679
1.373507469,-0.24715007,4.276250553,5.234259996,7.121484644,0.005496869,107298612,RNA binding motif protein 47,0.871438233
2.158576339,3.29661855,2.615550081,3.457369282,7.118195622,0.005506148,107298757,gamma-secretase activating protein,0.828949242
3.27821756,4.12773025,2.422348082,2.938994198,7.102004228,0.005552091,107292089,cerebellar degeneration related protein 2,0.876565931
0.902238293,-0.661916913,-1.059891266,4.851457963,7.097500537,0.00556495,107283581,3-ketodihydrosphingosine reductase,0.539817478
-3.123172679,-1.312713843,-2.491417913,0.722114331,7.083432345,0.005570814,107283680,StAR related lipid transfer domain containing 7,0.242132793
1.6297361,1.682768411,1.0600009,4.74569333,7.093246459,0.005577128,107294832,golgi brefeldin A resistant guanine nucleotide exchange factor 1,0.893127122
-0.728141264,-0.392346497,1.866661699,8.261238852,7.087501162,0.005593624,107291672,Sec61 translocon beta subunit,0.837365016
-0.904733368,-2.145741428,0.062126687,7.523129606,7.081698662,0.005610343,107291405,solute carrier family 25 member 29,0.888468514
2.306157616,0.977094565,5.463744983,4.304090983,7.07227222,0.005637627,107292748,epithelial splicing regulatory protein 1,0.822399787
-0.435658479,0.393776597,-2.663350375,2.894963058,7.054208701,0.005690344,107296437,spen family transcriptional repressor,0.483347897
-2.412370594,-1.185409679,-1.347959731,1.565714024,7.040807886,0.005694776,107291581,translocase of inner mitochondrial membrane 8 homolog A (yeast),0.256786957
0.758835383,-0.993556802,0.723177469,1.804058959,7.02088427,0.00575382,107294869,transmembrane protein 218,0.259538591
2.777327686,2.515393909,3.14881306,5.446832321,7.030947763,0.005759079,107283119,ATPase plasma membrane Ca2+ transporting 1,0.918198106
3.22389372,2.518440028,0.800605773,2.80937864,7.029747311,0.005762653,107292325,ubiquitin associated and SH3 domain containing B,0.904532438
0.374278028,0.612370552,3.040444323,3.019281621,7.009942261,0.005821983,107295152,sterile alpha motif domain containing 12,0.768428838
0.168699548,1.177251789,2.682090737,4.701959728,7.008878307,0.005825191,107300395,translocon-associated protein subunit beta-like,0.721307738
-1.80173315,-0.985993878,-0.099449183,8.501116899,6.988608848,0.005850991,107290778,cathepsin D,0.116284079
9.27589212,1.939417609,7.091731016,1.272642116,7.811109859,0.005925755,107292581,solute carrier family 7 (amino acid transporter light chain bo+ system) member 9,0.938732647
1.074366625,2.75733296,3.292779428,4.851114334,6.956630517,0.005985265,107284796,hypoxia up-regulated 1,0.92736492
