logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description
-0.072522047,-0.38518568,-0.734174475,2.88588356,0.659527577,0.592815348,107291585,peptidylprolyl cis/trans isomerase NIMA-interacting 4
-0.072563704,0.47499098,-1.48742709,4.161164972,7.715694921,0.004083766,107291041,poly(ADP-ribose) polymerase family member 3
-0.072678727,0.782480912,1.595501851,8.074946949,4.013432296,0.034938023,107284225,signal sequence receptor delta
-0.072682206,0.524041972,0.532145969,8.610896751,0.647731117,0.599544466,107287886,ribosomal protein S3A
-0.072730835,0.310289178,-1.071533051,1.602954586,0.981443209,0.434565413,107287092,Src-like-adaptor 2
-0.072896176,1.650746059,1.23739584,2.574195356,0.658771635,0.593244543,107302177,interferon-inducible GTPase 5-like
-0.073375858,0.158129939,-0.536637045,2.571483358,0.587840212,0.634742589,107300391,histone-lysine N-methyltransferase SETMAR-like
-0.073497055,1.060317369,1.307520078,1.256899088,1.269395645,0.329791286,107296009,zinc finger protein like 1
-0.073524087,0.985462197,0.358948009,2.812171995,1.045986769,0.40835249,107284865,exostosin like glycosyltransferase 3
-0.073749919,0.351335914,0.05607674,0.084247496,0.164215159,0.918379067,107298854,uncharacterized LOC107298854
-0.073779224,-0.44899601,-1.181384333,0.136221002,0.570250062,0.645405146,107297285,zinc finger protein 512B
-0.074069632,0.656077563,-1.060086859,1.305392064,1.208374474,0.349500474,107303211,interleukin 2 receptor subunit gamma
-0.074087821,0.157629539,0.191889039,6.220990336,0.145699668,0.930425793,107300194,nucleolar and coiled-body phosphoprotein 1-like
-0.07415625,0.309464949,0.49886075,3.235260415,0.31248856,0.816061438,107293001,threonine--tRNA ligase cytoplasmic-like
-0.074226331,-0.633926707,-0.149765264,5.465521387,1.144533299,0.37142889,107284054,suppressor of IKBKE 1
-0.074336587,-0.324654848,0.193966884,7.051031105,0.679545156,0.581502142,107286645,small ubiquitin-like modifier 2
-0.074445591,-0.089145684,0.748620724,6.675991581,2.893094201,0.079992676,107286583,alkylglycerone phosphate synthase
-0.074531285,0.8210043,0.432849703,0.671892104,0.415111521,0.745361729,107285715,kelch like ECH associated protein 1
-0.074630365,1.010657791,2.638363449,0.062903022,1.058565696,0.403438883,107299457,oxidoreductase HTATIP2-like
-0.075001637,-0.042388212,0.124789606,4.965429041,0.16437224,0.918275516,107284250,cohesin subunit SA-2-like
-0.07507208,-0.216121839,-0.302095517,5.05112398,0.395047008,0.758962457,107283719,thyroid hormone receptor associated protein 3
-0.075350357,0.278153607,-2.840903105,2.469267391,18.77309987,8.72E-05,107295566,core-binding factor runt domain alpha subunit 2; translocated to 2
-0.07546237,-0.038152069,-0.73675496,1.546863235,0.277039678,0.840873184,107286221,1-phosphatidylinositol 45-bisphosphate phosphodiesterase beta-2-like
-0.075490434,0.335148091,-0.326573312,2.409448678,0.462488316,0.713785525,107290643,integrator complex subunit 1
-0.075545518,0.037171403,2.413031739,4.401768393,5.682127086,0.012079129,107283883,VCP interacting membrane selenoprotein
-0.075807915,0.322335527,0.372339119,3.472160795,0.594703397,0.630586659,107287499,N-acetyltransferase 10
-0.076001027,0.9486266,-2.390177825,1.151111258,14.14806327,0.000324475,107291275,Enah/Vasp-like
-0.076613746,-0.910141274,-0.656941907,5.482917808,2.912004416,0.07881738,107288158,TBC1 domain family member 8
-0.0766708,-0.26747663,-0.994795024,4.307275341,1.853622815,0.192309961,107290142,zinc finger HIT-type containing 6
-0.076754305,-0.325819439,0.939362576,1.059286647,0.816464832,0.509674048,107286372,pyridoxal (pyridoxine vitamin B6) kinase
-0.076809296,0.005978074,0.592481144,4.714139331,1.465799172,0.273994904,107294621,thymine DNA glycosylase
-0.076825972,0.37795264,0.67862656,3.569947214,0.860910593,0.488242138,107284290,PHD finger protein 11
-0.076899471,0.194711972,-0.071181152,1.950169078,0.134991508,0.93724441,107300415,R3H domain and coiled-coil containing 1
-0.077011676,-0.110126337,0.35017355,5.015310813,0.317747339,0.812387621,107289534,DNA damage regulated autophagy modulator 2
-0.077145303,0.23823766,-0.206479004,6.050424343,0.30860817,0.818774109,107298252,exosome component 8
-0.077343786,-0.206745714,-1.658799205,0.953749328,2.992018079,0.07406368,107293600,plexin-A1-like
-0.078026171,-0.009473108,0.178795136,4.463719045,0.287456169,0.833580655,107285116,zinc finger protein 653
-0.078815806,0.114368897,-0.647398947,3.615139848,1.476737959,0.271213172,107299884,adaptor related protein complex 4 beta 1 subunit
-0.07889535,-0.917512125,-0.911478828,2.012639054,1.970373424,0.17319043,107298464,phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha-like
-0.079008931,-0.527177984,0.132937949,5.235824552,1.977968919,0.172032142,107294715,G-protein signaling modulator 2
-0.079068359,-0.340122148,-0.727973087,2.738212129,1.087259458,0.39235323,107285908,ELKS/RAB6-interacting/CAST family member 1
-0.079255284,-0.817326474,-0.356375074,4.856993037,1.893847241,0.185437208,107286488,FUN14 domain containing 1
-0.079277604,0.42319719,1.009918395,4.200225434,3.29783823,0.0585019,107290832,nucleoporin 50kDa
-0.079392239,0.220609096,-0.210480087,1.208866877,0.144766459,0.931026293,107282523,zinc finger protein 165-like
-0.079772448,0.000912153,-0.487409851,2.254013017,0.619376312,0.615954899,107289634,tripartite motif-containing protein 15-like
-0.080572318,-0.205019737,1.088811747,1.697343055,2.223495335,0.138927229,107302625,zinc finger DHHC-type containing 24
-0.080577299,5.835510621,0.486788023,3.884587672,8.461997959,0.002867894,107295711,perforin-1-like
-0.080702557,-0.180054771,1.30066991,6.07375565,6.501535136,0.007577346,107285142,protein kinase C substrate 80K-H
-0.081389885,-0.227794596,-0.244755666,2.628159882,0.141714702,0.932981735,107288160,ring finger protein 149
-0.081575598,-0.281364224,0.540480252,6.591166016,2.481487635,0.111719465,107291191,cyclin C
-0.081602763,0.316421146,0.815837236,7.460556642,0.927662328,0.457732706,107284799,ribosomal protein S25
-0.081615304,-0.24038083,0.03648649,6.423972515,0.212261749,0.885947048,107285975,NSF attachment protein gamma
-0.081866901,0.071911182,0.528072839,6.923952458,0.470817563,0.708322619,107283113,partner of NOB1 homolog
-0.081964302,-0.610066674,-0.31962494,8.942217468,1.11371156,0.382509307,107290700,SON DNA binding protein
-0.082108881,-0.802170728,-0.8069336,7.688937386,2.596946476,0.101556293,107294012,tumor suppressing subtransferable candidate 4
-0.082224497,-0.533923512,-1.140003186,5.237737736,4.646191582,0.022766959,107291083,PC4 and SFRS1 interacting protein 1
-0.08276125,0.14898906,1.018065241,5.780071054,3.738306968,0.042307255,107290537,UTP15 small subunit processome component
-0.083031642,0.324816451,0.49747418,0.974942261,0.508584788,0.683889785,107295131,unc-93 homolog B1 (C. elegans)
-0.083462845,1.771561201,0.906291558,-0.29223881,0.519868272,0.676738123,107291276,major vault protein-like
-0.083573882,0.285870882,-1.283863978,6.0566621,2.596909027,0.101712708,107282276,NADH:ubiquinone oxidoreductase subunit A11
-0.083816148,-0.124587431,-1.173329458,6.454656985,2.746974042,0.090043754,107290661,39S ribosomal protein L39 mitochondrial-like
-0.084088257,0.005299266,0.627325387,4.871979739,0.917719857,0.462151976,107301088,WD repeat-containing protein 43-like
-0.084328698,0.955565936,-1.626970821,0.475724221,1.700537528,0.220807278,107288919,E2F transcription factor 4
-0.084383586,0.062949566,0.355557019,2.422926701,0.187899886,0.902555128,107293523,family with sequence similarity 161 member A
-0.084903589,-0.513647937,0.381638596,6.783049498,2.237251632,0.137298585,107295754,SH3 domain binding glutamate rich protein like 3
-0.085150738,0.164927004,0.851637978,3.890666443,2.237827463,0.137230886,107285461,eukaryotic translation initiation factor 2B subunit alpha
-0.085186964,-0.248242499,0.138665124,5.938349905,0.292797093,0.829838645,107288648,nucleolar protein 12
-0.085207093,0.103461626,-0.018365039,6.67833833,0.129059533,0.940960974,107289368,structural maintenance of chromosomes 3
-0.085340607,-0.241243501,-1.385352171,3.651506497,1.519263633,0.260838539,107293625,protein tyrosine phosphatase receptor type C associated protein
-0.085350211,0.324772085,1.102450568,3.746796584,4.344144845,0.027790719,107297685,peroxisomal biogenesis factor 16
-0.08544859,0.41305037,-0.553689959,0.806445163,1.003706368,0.425234032,107299238,zinc finger protein 493-like
-0.085523472,-0.545840459,0.040552651,6.236954565,0.25295761,0.857715411,107297456,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
-0.085763533,0.893088283,0.771451142,6.068139132,3.998163217,0.035206861,107298229,ADP ribosylation factor 6
-0.085820356,-0.468136184,0.824856217,5.529104555,3.29950547,0.058554448,107298582,PRKR interacting protein 1 (IL11 inducible)
-0.085845621,-0.059196363,-2.319461547,0.354750961,8.624598909,0.002642121,107292885,F-box protein 31
-0.085915855,1.610787405,-0.329543969,0.544952262,1.901534177,0.1842601,107298468,RUN and cysteine rich domain containing beclin 1 interacting protein
-0.086359622,0.463273428,-1.157011772,2.050740144,1.955720028,0.175610913,107293876,nuclear receptor corepressor 1-like
-0.086460569,0.722225496,1.653599492,0.866025412,1.31300357,0.316444881,ERCC-00067,
-0.086723063,0.337501114,-0.434470979,3.353477597,0.744048448,0.5465719,107284767,ring finger protein 214
-0.087475754,-0.33873103,-1.617670653,0.615282224,0.223480698,0.878206689,107296677,splicing factor arginine/serine-rich 19-like
-0.087780436,0.650638422,0.943088129,2.352102492,1.822080825,0.1976803,107282885,chromosome unknown open reading frame human C19orf60
-0.088001753,-0.405870739,-0.609389993,4.081791964,1.494326482,0.266805555,107296475,eukaryotic translation initiation factor 2 alpha kinase 4
-0.088284988,-0.108987762,-0.39796252,5.339219066,0.645334932,0.600876282,107297878,Josephin domain containing 1
-0.088299146,0.575112773,-0.00417344,4.210686771,0.650058773,0.598211355,107303046,chromosome unknown open reading frame human C17orf53
-0.088716419,1.139625316,-2.671173209,0.456391563,5.319513491,0.014986023,107288660,dachsous cadherin-related 1
-0.088845485,-0.474598502,-0.315279627,0.997574528,0.252475729,0.858055776,107286737,desumoylating isopeptidase 2
-0.08888058,-0.331445417,-0.749694872,5.064746282,1.460584769,0.27543275,107299744,peroxisomal membrane protein PEX13-like
-0.089314111,3.693081775,-0.039624403,1.390194434,3.0216066,0.072449764,107294446,cytochrome P450 2J2-like
-0.089452298,-0.252568455,-2.124962513,2.269997074,7.343269022,0.004905843,107288281,PPARG coactivator 1 beta
-0.089904599,1.179223596,1.02099595,2.438960162,0.997759174,0.427778179,107283212,laccase domain containing 1
-0.089956579,-0.12824704,-0.998606302,2.61328467,2.284334716,0.131886704,107290150,kelch like family member 28
-0.090149422,0.69997385,-0.020567177,0.480851021,0.541672185,0.663008488,107283672,protocadherin alpha-3-like
-0.090389227,0.283863695,-0.307463971,3.778663558,0.459148804,0.715983568,107293581,NudC domain containing 2
-0.090578445,-0.198320258,0.097895288,4.143528099,0.211426882,0.886520851,107290414,F-box and WD repeat domain containing 11
-0.090677261,0.663843063,1.045702442,4.331476036,2.577269243,0.103364739,107297263,ALG8 alpha-13-glucosyltransferase
-0.090770532,0.024814078,0.550091273,4.381506961,0.276518347,0.841238211,107282394,tripartite motif-containing protein 7-like
-0.090827188,-0.565663892,0.100833153,2.73544827,0.770922465,0.532533435,107290993,probable E3 ubiquitin-protein ligase HERC3
-0.091924491,-0.902924913,0.751185554,5.229946799,3.600284952,0.046865644,107290783,TEN1 CST complex subunit
-0.092134456,-0.351047458,-0.43442023,5.244249226,0.339006532,0.797573404,107299196,TATA-box binding protein associated factor 11
-0.092636395,-3.610809893,0.21873018,6.306569587,49.59957213,5.86E-07,107289997,X-prolyl aminopeptidase (aminopeptidase P) 1 soluble
-0.092935029,-0.405777607,-1.133430546,5.246726803,2.446398836,0.115192393,107292444,HIG1 hypoxia inducible domain family member 2A
-0.093018655,-1.180347565,-1.808327686,2.535892943,4.112830076,0.032619807,107303170,transmembrane protein 150C
-0.093138406,-4.460283191,-4.460833646,-0.283278632,3.614236271,0.04639262,107299948,UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase 5
-0.093517034,0.548672061,0.616328621,3.258615035,0.488149807,0.697045557,107294468,RWD domain containing 2B
-0.093675304,0.614027178,0.876685963,0.49036957,0.823345673,0.506231039,107284895,RAP2B member of RAS oncogene family
-0.093755691,-0.558384328,-0.113410867,2.861909534,0.86601173,0.485762315,107283205,WW domain binding protein 4
-0.093822456,-8.763537293,-1.345022919,5.545914238,113.78155,5.88E-09,107290068,angiotensin I converting enzyme 2
-0.093876293,0.438870661,1.191294852,2.485814014,0.478586801,0.703252309,107294893,transmembrane channel like 6
-0.094077209,-0.405156215,-0.15916216,4.548290665,0.640333276,0.603756315,107291246,zinc finger CCHC-type containing 7
-0.094249581,0.573793419,0.342234711,1.420752224,0.737770364,0.549830288,107293817,nitrilase 1
-0.094403944,-0.877544682,0.009774675,6.038655416,3.731604508,0.042511248,107296101,transmembrane protein 144
-0.094834232,0.542200127,1.313571214,4.501823627,2.622406601,0.099612929,107297635,SEC11 homolog C signal peptidase complex subunit
-0.095098057,-0.105368593,0.210716249,3.540663838,0.326783399,0.806081788,107284798,trafficking protein particle complex 4
-0.095232663,0.884758509,0.591911786,2.618855364,1.407192211,0.289583881,107296566,chaperonin containing TCP1 subunit 7
-0.095334881,0.069455133,-0.494494816,0.944265973,0.145836302,0.930338056,107296115,minichromosome maintenance complex component 7
-0.095343803,0.21108094,0.691799476,4.691685295,1.117873783,0.381096299,107292662,coiled-coil domain containing 86
-0.095639232,1.149223782,-0.055091252,3.627076736,2.582721435,0.102903054,107295202,BCL2-related ovarian killer
-0.096871718,0.239144941,0.307739178,2.749504391,0.371020938,0.775419376,107294963,neuraminidase 4 (sialidase)
-0.097184382,0.234226766,0.285335874,4.944122154,0.746034327,0.545467506,107285981,ralA binding protein 1
-0.097292623,-0.306411809,0.641118639,-0.073375759,0.24481678,0.86339318,107294153,nicotinate phosphoribosyltransferase
-0.097302893,-0.555546116,-0.580506701,-0.528099082,0.287890406,0.833276529,107300461,galactose-1-phosphate uridylyltransferase
-0.097487533,-0.62294738,-0.311235455,5.320077116,1.719866548,0.216804069,107298202,SPT20 homolog SAGA complex component
-0.097590167,0.115204196,-0.238606402,4.366293874,0.334691118,0.800573179,107294201,zinc finger protein 208-like
-0.097645164,-0.355345055,-0.435299046,5.855800331,0.491678359,0.694765067,107302392,required for meiotic nuclear division 5 homolog A
-0.09784375,0.289146999,-0.212544539,3.116820584,0.421028563,0.741364313,107301750,WD repeat-containing protein 61-like
-0.097870756,0.671075137,0.465233817,5.419377395,1.433219821,0.282609402,107290215,KIAA0391 ortholog
-0.098077198,0.481277491,-0.158498312,5.613850981,0.85007353,0.493384163,107296313,kelch domain containing 3
-0.098086264,0.469613843,0.959831435,-0.836183812,0.100026576,0.958429811,107301781,bifunctional glutamate/proline--tRNA ligase-like
-0.098383152,-0.384795972,-0.365808236,1.609331789,0.294305468,0.828784044,107298870,zinc finger protein 420-like
-0.098488994,0.233181444,0.751940505,3.414804276,0.832665616,0.501756542,107303137,DIS3 homolog exosome endoribonuclease and 3'-5' exoribonuclease
-0.098635716,-0.225332308,-0.166407626,4.457747695,0.094271799,0.961726464,107301674,uncharacterized LOC107301674
-0.098765814,0.118343724,0.295939194,6.897700211,0.327317152,0.805710139,107295008,Yip1 domain family member 2
-0.099012204,0.309973672,0.907340737,0.860259211,0.414722768,0.745624152,ERCC-00164,
-0.099331239,-0.263151317,-0.741145109,4.633935355,1.499969184,0.265473428,107297133,coenzyme Q7 homolog ubiquinone (yeast)
-0.09945382,-0.212056237,0.794928805,3.888941365,1.478725866,0.270855561,107292839,replication factor C subunit 5
-0.099611653,-0.388057785,-0.084338405,5.641446709,0.722631386,0.557907729,107295878,lysine methyltransferase 5B
-0.100435149,0.208236825,0.11802883,5.638851454,0.274681939,0.842526741,107284855,erb-b2 receptor tyrosine kinase 3
-0.10052458,0.968070057,1.38169911,4.947647308,3.898738296,0.037854346,107284147,steroid receptor RNA activator 1
-0.100770034,-0.163597133,1.842475105,5.984091484,5.406388755,0.014221485,107282775,carboxypeptidase vitellogenic like
-0.100911726,-1.31572652,2.091029901,6.321765406,6.192925439,0.009026565,107283252,annexin A4
-0.101049075,0.930081235,1.598705041,1.661145535,2.173938912,0.145140404,107294970,eukaryotic translation initiation factor 2B subunit epsilon
-0.101125148,-0.813378474,-0.887943741,2.498926673,2.254996393,0.13522976,107282635,secernin 2
-0.101196439,-0.062886968,0.048346406,3.039923993,0.03470117,0.990873212,107302210,heterogeneous nuclear ribonucleoprotein K-like
-0.101253571,-0.58257909,-0.568434454,1.211468043,0.623717547,0.613410593,107301532,ELMO domain-containing protein 3-like
-0.101309818,0.151171896,-2.497741273,0.894931082,1.641200487,0.23310249,107295921,E3 ubiquitin-protein ligase RNF213-like
-0.101334705,0.289657475,-1.023515927,3.728167764,0.830661507,0.502729381,107299226,class I histocompatibility antigen F10 alpha chain-like
-0.101361107,-0.40704679,-0.434082446,4.079639012,0.474391016,0.705987473,107288007,uncharacterized LOC107288007
-0.101948542,-1.061229198,-0.423937193,3.377371394,2.428292755,0.116817446,107285393,chromosome unknown open reading frame human C15orf41
-0.101966794,0.123451295,-0.372368592,4.847213244,0.921287893,0.460475009,107285718,coiled-coil domain containing 130
-0.102026825,-0.182604955,0.131664471,5.824900481,0.198732147,0.895203991,107300277,uncharacterized LOC107300277
-0.103153717,-0.156229956,0.424357983,8.235571568,0.372379365,0.774490037,107284908,MOB-like protein phocein
-0.103353775,-0.396748429,-0.126767978,5.280391859,0.146571039,0.929865928,107299501,mitochondrial genome maintenance exonuclease 1
-0.104283251,-0.633515142,-0.439622565,5.747790478,0.971988736,0.438549159,107297711,histone deacetylase 2
-0.104334264,0.141478613,-0.681221941,3.478304631,2.027669409,0.164665827,107286258,striatin interacting protein 1
-0.104686366,1.007362429,0.831887976,2.016933398,1.538741512,0.256171942,107289661,zinc finger protein 239-like
-0.105329158,0.080245335,-0.561092903,5.809883299,1.05902886,0.403227999,107291132,zinc finger RANBP2-type containing 1
-0.105433467,1.276446856,-0.456245611,3.072481081,0.628185609,0.610841998,107286469,XIAP associated factor 1
-0.105819216,0.056876477,-0.111422811,5.479393416,0.111457894,0.951710645,107283431,nuclear autoantigenic sperm protein (histone-binding)
-0.106081093,0.657261916,0.179172172,6.115497973,1.231907839,0.341752818,107290247,nuclear receptor coactivator 2
-0.10634106,0.829906094,0.630422381,4.576806485,2.538862708,0.106639063,107282492,aldehyde dehydrogenase 16 family member A1
-0.106424888,1.476501807,0.835418935,0.119745999,0.340966254,0.796211462,107286713,plexin A3
-0.106617844,0.501377509,0.541191656,4.220783151,1.147046602,0.370590717,107292186,translocase of inner mitochondrial membrane 9
-0.106921393,0.496444074,0.124777456,5.62011414,0.926781225,0.458047185,107294612,CWC15 spliceosome-associated protein
-0.106947373,1.216136915,1.586550873,2.204379569,1.672561786,0.226511401,107295049,quiescin sulfhydryl oxidase 2
-0.107204265,-0.043136952,0.710821644,7.497886485,1.685768332,0.223643499,107286834,heat shock protein family A (Hsp70) member 4
-0.10743866,0.006809396,1.114363334,2.404593077,1.857066868,0.191670834,107301004,negative elongation factor C/D-like
-0.107894959,-0.413309196,0.034963318,5.766067316,0.462974271,0.71346604,107302497,exostosin-like glycosyltransferase 2
-0.108487066,1.001787906,0.815819668,1.672067542,2.549149906,0.10562935,107286614,TOX high mobility group box family member 4
-0.108517208,0.474682147,-0.044497711,4.555333469,1.148987108,0.369787372,107283273,KAT8 regulatory NSL complex subunit 3
-0.109403672,0.163644122,-0.138393829,3.956785327,0.216581444,0.8829736,107294174,DDB1 and CUL4 associated factor 4
-0.109577591,0.612842398,0.339693247,3.719091285,0.554216347,0.655250404,107295089,mitochondrial inner membrane protein OXA1L
-0.109948137,-0.103725833,-0.538414843,4.153830533,1.079934114,0.395126343,107283853,inhibitor of growth family member 1
-0.110030885,0.202201624,2.308400441,0.979453427,2.402841267,0.119467338,107291183,ankyrin repeat and death domain containing 1B
-0.110446507,0.193808311,-0.834423423,3.466414241,2.038926122,0.163160845,107293248,decapping mRNA 2
-0.110696196,0.017688781,-1.163632651,4.91066571,3.264164466,0.060141681,107284712,bromodomain adjacent to zinc finger domain 1B
-0.11071235,0.396436036,-0.681130145,3.95177444,0.997309702,0.427963676,107291872,polymerase (RNA) III subunit H
-0.110775793,-0.212014199,0.102513245,4.524825591,0.285254084,0.835122948,107283727,splicing factor 3a subunit 3
-0.110823652,-0.246924283,0.478815625,5.507620124,1.34081435,0.30812284,107286668,rhomboid domain containing 1
-0.110863102,-0.193246761,-0.392776983,3.501668786,0.285237656,0.835133865,107293151,RAB33B member RAS oncogene family
-0.11137419,-0.016046647,-0.818539924,3.387489083,2.097264967,0.154943752,107282717,THO complex 6
-0.111433176,-0.137433739,-0.581526664,4.861520267,0.769745237,0.533194262,107288293,reticulon 4 interacting protein 1
-0.111457471,-0.08288504,-0.260364279,3.000217533,0.159466077,0.921500044,107291922,ubiquitin like 7
-0.111509453,0.496483819,0.517717408,4.052948403,1.420778965,0.285779153,107291759,NGG1 interacting factor 3 like 1
-0.111615448,-0.081794982,-0.517476382,3.234136824,0.541892961,0.662874146,107300783,peroxisomal membrane protein PEX13-like
-0.111707534,0.500851475,-0.821931714,4.381633375,3.872295132,0.038506297,107285700,zinc finger protein 639
-0.111881413,0.052010153,0.308669637,4.445028802,0.511985861,0.68172098,107294241,MMS19 homolog cytosolic iron-sulfur assembly component
-0.112027721,0.100588677,-0.062152679,1.864658156,0.052286886,0.983447246,107288258,MICOS complex subunit mic25-like
-0.112380279,-0.461397015,0.587051011,4.840978567,1.915741657,0.181946633,107299625,general transcription factor II-I repeat domain-containing protein 2-like
-0.112646172,0.735454479,-0.5038085,5.129978039,1.848168091,0.19325132,107295925,chromosome unknown open reading frame human C5orf51
-0.11362038,0.331980938,-0.016760039,0.930698723,0.076557624,0.971443135,107295713,family with sequence similarity 110 member D
-0.114990904,-0.591743311,-0.145589267,5.208556581,1.109129719,0.384195511,107296257,LSM2 homolog U6 small nuclear RNA and mRNA degradation associated
-0.115567956,-1.491565016,-0.053385255,7.473831904,2.094110923,0.15553137,107286214,isovaleryl-CoA dehydrogenase
-0.11572684,-0.748351439,-1.081068049,3.987408066,3.508238958,0.050008431,107295247,syntaxin binding protein 5
-0.115943618,-1.185996414,-1.122798579,7.218804974,5.528293908,0.013163585,107296562,RUN and FYVE domain containing 1
-0.116016527,-0.009936286,-1.404707056,7.71953225,2.183770164,0.143916191,107302337,reticulon 4
-0.116089517,-0.082755954,-0.881157207,1.089626179,0.383326157,0.766977069,107302190,zinc finger and SCAN domain-containing protein 2-like
-0.116317605,0.087336491,-0.0423453,2.932313525,0.037671747,0.989710321,107296114,dehydrogenase/reductase (SDR family) X-linked
-0.116566008,0.295708691,-0.914343281,0.783248562,0.50887355,0.683727951,107297883,CD209 antigen-like
-0.116609374,-0.016004662,-0.662970632,3.377055786,0.646307825,0.600360915,107293304,LYR motif containing 7
-0.116916454,0.3421481,0.992038927,7.483559128,1.515109497,0.261845947,107284041,ribosomal protein S16
-0.117274927,1.083257992,1.981836128,7.615924313,6.089191639,0.009565912,107285871,DnaJ heat shock protein family (Hsp40) member B11
-0.117878031,0.232127942,0.400433262,2.360312163,0.422202453,0.740573107,107300808,5'-AMP-activated protein kinase subunit gamma-1
-0.11795169,0.022886635,-2.086241909,7.3501686,5.936521625,0.010429566,107292283,ATP synthase H+ transporting mitochondrial Fo complex subunit F6
-0.118364337,0.514198084,0.261666825,0.882577638,0.054498038,0.982427068,107301827,DNA-directed RNA polymerase II subunit RPB3-like
-0.118904722,-0.10002049,0.287636416,-0.080059,0.054467833,0.982441089,107291151,sterile alpha motif domain containing 1
-0.118926167,-1.321449724,-1.705379203,3.050235528,4.590670907,0.023690204,107294765,cyclin-dependent kinase 15-like
-0.119017674,0.101007886,0.270643786,4.926384981,0.406330786,0.751292189,107288238,autophagy related 7
-0.119277812,-0.0437956,0.388220596,4.616626002,0.461388217,0.714509116,107293079,eukaryotic translation initiation factor 2B subunit beta
-0.119333665,0.064760869,0.216849171,5.827225613,0.227485559,0.875435268,107284656,COMM domain containing 8
-0.119741089,-0.31239755,-0.230956024,1.867257715,0.030521471,0.992436079,107299102,cytochrome c oxidase subunit NDUFA4-like
-0.120819847,-0.250968935,-0.365697363,6.839605835,0.587353278,0.635001581,107285603,bromodomain and WD repeat domain containing 1
-0.120956069,-0.715051101,-0.437215917,1.02194805,0.380773311,0.768726213,107302503,SH3 domain-containing RING finger protein 3-like
-0.120978037,-1.238437089,-0.298153758,4.960196857,5.986199907,0.010087822,107285262,beta-transducin repeat containing E3 ubiquitin protein ligase
-0.120982046,1.0803108,-2.446000222,0.816621842,5.72166542,0.011803817,107297508,fibrosin
-0.121036527,-0.16759728,-0.108058163,2.583349635,0.048116494,0.985320217,107290642,abl-interactor 2
-0.121129317,-0.231051518,-0.74734827,3.699013192,1.828467825,0.196535646,107290458,male-specific lethal 3 homolog (Drosophila)
-0.121363934,0.167615879,-0.506104458,5.902244962,1.734845657,0.213873843,107303264,RNA binding motif protein X-linked
-0.121439689,1.016218779,0.216044283,3.46538459,0.441870659,0.727424971,107286007,galectin-1-like
-0.122306851,1.378011284,2.275946431,5.598585377,1.600526805,0.241971688,107301707,interferon-inducible GTPase 5-like
-0.122582791,-0.259209633,-0.29774605,3.668304235,0.274073609,0.842952663,107297758,YTH domain containing 2
-0.122623965,-0.380754587,-0.366109136,1.888981962,0.230644304,0.873250965,107282217,solute carrier family 35 member E1
-0.122639824,-12.39597553,-3.795849757,6.223237443,43.69084714,1.18E-06,107292117,solute carrier family 6 member 19
-0.122715277,-1.840081289,-0.371584806,6.893423186,10.07905752,0.001412045,107298917,ADP ribosylation factor like GTPase 8B
-0.122988453,-0.617258494,-0.693473474,6.205466225,1.415783829,0.287219227,107284565,neural precursor cell expressed developmentally down-regulated 1
-0.12312182,0.929642252,0.943918102,3.78833484,0.503964509,0.686865929,107297242,class I histocompatibility antigen F10 alpha chain-like
-0.123137704,0.322123343,-1.017585031,3.339413572,0.091005959,0.96356865,107295370,chromobox protein homolog 1-like
-0.123388863,0.45387529,0.03566429,4.619039388,0.351094566,0.789184356,107292229,ATPase H+ transporting V0 subunit c
-0.123397923,0.738353823,0.254216028,7.383668381,0.934450925,0.454740003,107288156,phosducin like 3
-0.12352909,1.268751884,-3.668269393,3.441780743,49.12358168,6.15E-07,107296713,oligodendrocyte myelin glycoprotein
-0.124283107,-2.645004206,0.005514756,6.91312111,2.90775905,0.079213787,107286547,neutral cholesterol ester hydrolase 1
-0.12439067,-0.601961462,-0.487641833,6.652756785,1.538645961,0.256046489,107290858,exportin 1
-0.124887372,-0.118494271,0.466910063,5.990427861,0.01743786,0.996685361,107295837,protein arginine N-methyltransferase 1
-0.124904479,0.004025175,0.436155119,4.093029798,0.800169826,0.517693096,107292562,chromosome unknown open reading frame human C14orf80
-0.125145426,0.129308304,-0.192440283,1.537227927,0.196146417,0.896970181,107284763,BUD13 homolog
-0.125387394,0.154229109,-0.79960028,3.518864566,1.907709531,0.18316195,107299046,zinc finger protein 436-like
-0.125571172,-0.479282384,-2.8538779,6.6310149,10.35729204,0.001271541,107289440,DnaJ heat shock protein family (Hsp40) member B4
-0.125895801,-1.534711077,-0.04591949,5.439721863,6.735523387,0.006722077,107286340,sirtuin 5
-0.126599473,-0.734556556,-3.621137838,5.991091942,6.011613415,0.009993898,107290494,acetyl-coenzyme A synthetase 2-like mitochondrial
-0.126702978,-2.623647168,-1.008432365,3.796743301,5.476781139,0.013635176,107283363,tudor domain containing 5
-0.12733567,0.586626637,-0.100316888,0.293924536,0.14755064,0.929235593,107285312,vomeronasal type-2 receptor 26-like
-0.127538305,-0.835882205,-0.391360031,6.783603159,2.058500864,0.160275963,107288388,itchy E3 ubiquitin protein ligase
