Orthogroup	C_familiaris.pep	G_gallus.pep
OG0005472	ENSCAFG00000030112.2	ENSGALG00000031518.2
OG0005473	ENSCAFG00000018087.4	ENSGALG00000004679.5
OG0005474	ENSCAFG00000000229.4	ENSGALG00000039315.2
OG0005476	ENSCAFG00000000223.4	ENSGALG00000042422.2
OG0005477	ENSCAFG00000000215.5	ENSGALG00000043736.2
OG0005478	ENSCAFG00000019984.4	ENSGALG00000004378.5
OG0005479	ENSCAFG00000016978.4	ENSGALG00000003505.5
OG0005480	ENSCAFG00000012302.5	ENSGALG00000032420.3
OG0005481	ENSCAFG00000004357.5	ENSGALG00000006714.7
OG0005483	ENSCAFG00000016508.4	ENSGALG00000037361.3
OG0005484	ENSCAFG00000014030.4	ENSGALG00000036309.2
OG0005485	ENSCAFG00000018247.4	ENSGALG00000041334.2
OG0005486	ENSCAFG00000007105.4	ENSGALG00000034399.2
OG0005487	ENSCAFG00000013815.3	ENSGALG00000011735.4
OG0005488	ENSCAFG00000019172.4	ENSGALG00000007493.7
OG0005489	ENSCAFG00000004652.5	ENSGALG00000040028.2
OG0005490	ENSCAFG00000019645.4	ENSGALG00000007476.7
OG0005491	ENSCAFG00000006755.4	ENSGALG00000007470.6
OG0005492	ENSCAFG00000017526.5	ENSGALG00000001028.5
OG0005493	ENSCAFG00000017528.6	ENSGALG00000001031.6
OG0005494	ENSCAFG00000012737.5	ENSGALG00000032955.3
OG0005496	ENSCAFG00000012967.4	ENSGALG00000007474.5
OG0005497	ENSCAFG00000029405.1	ENSGALG00000039084.2
OG0005498	ENSCAFG00000012707.4	ENSGALG00000000905.7
OG0005499	ENSCAFG00000018629.4	ENSGALG00000005668.6
OG0005500	ENSCAFG00000016468.5	ENSGALG00000014386.7
OG0005501	ENSCAFG00000031341.2	ENSGALG00000006807.6
OG0005502	ENSCAFG00000018638.5	ENSGALG00000050395.1
OG0005503	ENSCAFG00000001105.4	ENSGALG00000037626.2
OG0005504	ENSCAFG00000016558.4	ENSGALG00000004612.7
OG0005505	ENSCAFG00000013646.5	ENSGALG00000006712.5
OG0005506	ENSCAFG00000007465.5	ENSGALG00000004814.6
OG0005507	ENSCAFG00000006188.5	ENSGALG00000003118.6
OG0005509	ENSCAFG00000009321.4	ENSGALG00000012827.7
OG0005510	ENSCAFG00000012603.4	ENSGALG00000007438.8
OG0005511	ENSCAFG00000009326.4	ENSGALG00000029659.2
OG0005512	ENSCAFG00000007486.5	ENSGALG00000004756.6
OG0005513	ENSCAFG00000006161.3	ENSGALG00000019018.5
OG0005514	ENSCAFG00000015668.4	ENSGALG00000014992.7
OG0005515	ENSCAFG00000023936.3	ENSGALG00000012037.6
OG0005516	ENSCAFG00000047045.1, ENSCAFG00000015675.4	ENSGALG00000015000.7
OG0005517	ENSCAFG00000041872.1	ENSGALG00000042184.2
OG0005518	ENSCAFG00000015688.5	ENSGALG00000015009.7
OG0005519	ENSCAFG00000015693.3	ENSGALG00000015010.4
OG0005520	ENSCAFG00000015700.5	ENSGALG00000015012.7
OG0005521	ENSCAFG00000012890.4	ENSGALG00000009525.7
OG0005522	ENSCAFG00000049846.1	ENSGALG00000031966.3
OG0005523	ENSCAFG00000007555.4	ENSGALG00000004648.6
OG0005524	ENSCAFG00000012766.4	ENSGALG00000031134.3
OG0005525	ENSCAFG00000031455.2	ENSGALG00000003208.5
OG0005526	ENSCAFG00000020071.4	ENSGALG00000000908.6
OG0005527	ENSCAFG00000008720.4	ENSGALG00000001168.6
OG0005528	ENSCAFG00000012806.4	ENSGALG00000007412.6
OG0005529	ENSCAFG00000012521.5	ENSGALG00000009569.6
OG0005530	ENSCAFG00000001141.4	ENSGALG00000054783.1
OG0005532	ENSCAFG00000018004.4	ENSGALG00000008290.5
OG0005533	ENSCAFG00000019613.5	ENSGALG00000008408.7
OG0005534	ENSCAFG00000018007.4	ENSGALG00000008287.6
OG0005535	ENSCAFG00000003600.4	ENSGALG00000015410.7
OG0005536	ENSCAFG00000015461.4	ENSGALG00000054180.1
OG0005537	ENSCAFG00000010199.4	ENSGALG00000001306.9
OG0005538	ENSCAFG00000003653.5	ENSGALG00000015405.7
OG0005539	ENSCAFG00000013625.4	ENSGALG00000046159.2
OG0005540	ENSCAFG00000001096.4	ENSGALG00000037618.2
OG0005541	ENSCAFG00000019552.5	ENSGALG00000032469.2
OG0005542	ENSCAFG00000018463.4	ENSGALG00000004834.6
OG0005543	ENSCAFG00000013599.4	ENSGALG00000008646.7
OG0005544	ENSCAFG00000007933.4	ENSGALG00000004412.7
OG0005545	ENSCAFG00000001086.4	ENSGALG00000033631.3
OG0005546	ENSCAFG00000007859.4	ENSGALG00000004486.8
OG0005547	ENSCAFG00000020412.5	ENSGALG00000011340.6
OG0005548	ENSCAFG00000007837.5	ENSGALG00000004515.7, ENSGALG00000047346.1
OG0005549	ENSCAFG00000031800.2	ENSGALG00000033769.2
OG0005550	ENSCAFG00000028720.2	ENSGALG00000026958.3
OG0005551	ENSCAFG00000017412.4, ENSCAFG00000010304.5	ENSGALG00000001143.7
OG0005552	ENSCAFG00000029985.2	ENSGALG00000032734.3
OG0005553	ENSCAFG00000020401.5	ENSGALG00000011369.5
OG0005554	ENSCAFG00000015879.6	ENSGALG00000039329.2
OG0005555	ENSCAFG00000017969.3, ENSCAFG00000020392.4	ENSGALG00000011388.7
OG0005557	ENSCAFG00000014089.1	ENSGALG00000000997.4
OG0005558	ENSCAFG00000018048.3	ENSGALG00000040890.2
OG0005560	ENSCAFG00000001012.4	ENSGALG00000038946.3
OG0005561	ENSCAFG00000028982.2	ENSGALG00000036949.2
OG0005562	ENSCAFG00000018445.4	ENSGALG00000027492.3
OG0005563	ENSCAFG00000001007.5	ENSGALG00000041202.2
OG0005564	ENSCAFG00000020376.4	ENSGALG00000008988.6
OG0005565	ENSCAFG00000003982.5	ENSGALG00000010494.6
OG0005566	ENSCAFG00000013291.5, ENSCAFG00000024112.2	ENSGALG00000050173.1
OG0005567	ENSCAFG00000000992.5	ENSGALG00000034348.2
OG0005568	ENSCAFG00000004030.4	ENSGALG00000010481.5
OG0005569	ENSCAFG00000032449.2	ENSGALG00000012886.7
OG0005570	ENSCAFG00000005565.4	ENSGALG00000012453.6
OG0005571	ENSCAFG00000020288.4	ENSGALG00000027482.3
OG0005572	ENSCAFG00000029835.2, ENSCAFG00000012382.3	ENSGALG00000000650.6
OG0005573	ENSCAFG00000020345.4	ENSGALG00000008901.7
OG0005574	ENSCAFG00000009755.5	ENSGALG00000039238.3
OG0005575	ENSCAFG00000020321.5	ENSGALG00000008850.6
OG0005576	ENSCAFG00000013529.4	ENSGALG00000008199.7
OG0005578	ENSCAFG00000014676.5	ENSGALG00000017169.6
OG0005579	ENSCAFG00000000741.4	ENSGALG00000036527.2
OG0005580	ENSCAFG00000020050.5	ENSGALG00000004738.7
OG0005581	ENSCAFG00000000738.5	ENSGALG00000036293.3
OG0005582	ENSCAFG00000014613.5	ENSGALG00000017165.8
OG0005583	ENSCAFG00000019740.6	ENSGALG00000002606.6
OG0005584	ENSCAFG00000008338.4, ENSCAFG00000020311.4	ENSGALG00000008796.7
OG0005585	ENSCAFG00000020309.5	ENSGALG00000050668.1, ENSGALG00000008784.5
OG0005586	ENSCAFG00000020306.3	ENSGALG00000008780.6
OG0005587	ENSCAFG00000018044.3, ENSCAFG00000000713.4	ENSGALG00000040325.2
OG0005588	ENSCAFG00000009983.4	ENSGALG00000003891.6
OG0005589	ENSCAFG00000018357.4	ENSGALG00000004953.5
OG0005590	ENSCAFG00000016279.5	ENSGALG00000001366.6
OG0005592	ENSCAFG00000019197.5	ENSGALG00000000748.7
OG0005593	ENSCAFG00000014211.5	ENSGALG00000004945.6
OG0005594	ENSCAFG00000014277.4	ENSGALG00000038032.3
OG0005595	ENSCAFG00000031849.2	ENSGALG00000002689.7
OG0005596	ENSCAFG00000018424.5	ENSGALG00000004902.6
OG0005597	ENSCAFG00000042787.1	ENSGALG00000008709.6
OG0005598	ENSCAFG00000020287.4	ENSGALG00000038776.2
OG0005599	ENSCAFG00000004075.5	ENSGALG00000016617.6
OG0005600	ENSCAFG00000000682.4	ENSGALG00000041043.3
OG0005601	ENSCAFG00000005773.5	ENSGALG00000035466.3
OG0005602	ENSCAFG00000000680.4	ENSGALG00000042182.2
OG0005603	ENSCAFG00000013995.5	ENSGALG00000006363.6
OG0005605	ENSCAFG00000020273.4	ENSGALG00000008658.6
OG0005606	ENSCAFG00000019897.4	ENSGALG00000003661.6
OG0005607	ENSCAFG00000010336.4	ENSGALG00000003883.5
OG0005608	ENSCAFG00000005266.4	ENSGALG00000026945.3
OG0005609	ENSCAFG00000008237.5	ENSGALG00000016633.6
OG0005611	ENSCAFG00000001299.5	ENSGALG00000043265.2
OG0005612	ENSCAFG00000010306.6	ENSGALG00000003849.6
OG0005613	ENSCAFG00000019298.5	ENSGALG00000005834.5
OG0005614	ENSCAFG00000019882.5	ENSGALG00000003500.6
OG0005616	ENSCAFG00000017107.4	ENSGALG00000007248.6
OG0005617	ENSCAFG00000016661.1	ENSGALG00000044940.2
OG0005618	ENSCAFG00000018826.4	ENSGALG00000006049.6
OG0005619	ENSCAFG00000013999.4	ENSGALG00000007882.7
OG0005620	ENSCAFG00000019014.4	ENSGALG00000001171.6
OG0005621	ENSCAFG00000000663.4	ENSGALG00000034618.3
OG0005622	ENSCAFG00000014016.4	ENSGALG00000007904.5
OG0005623	ENSCAFG00000017275.4	ENSGALG00000001445.7
OG0005624	ENSCAFG00000029191.2	ENSGALG00000001475.7
OG0005625	ENSCAFG00000049975.1, ENSCAFG00000029233.2	ENSGALG00000005090.6
OG0005626	ENSCAFG00000018829.5	ENSGALG00000023843.5
OG0005627	ENSCAFG00000000656.4	ENSGALG00000033351.2
OG0005628	ENSCAFG00000016086.5	ENSGALG00000029540.2
OG0005629	ENSCAFG00000001395.6	ENSGALG00000037360.3
OG0005630	ENSCAFG00000000654.4	ENSGALG00000030626.3
OG0005632	ENSCAFG00000015128.4	ENSGALG00000004081.7
OG0005633	ENSCAFG00000000649.4	ENSGALG00000034099.2
OG0005634	ENSCAFG00000023125.4	ENSGALG00000004066.5
OG0005635	ENSCAFG00000016690.5	ENSGALG00000046000.2
OG0005636	ENSCAFG00000012671.4	ENSGALG00000034107.3
OG0005637	ENSCAFG00000030412.2	ENSGALG00000051135.1
OG0005638	ENSCAFG00000012655.4	ENSGALG00000001463.7
OG0005639	ENSCAFG00000019492.5	ENSGALG00000050995.1
OG0005640	ENSCAFG00000011256.4	ENSGALG00000003684.6
OG0005641	ENSCAFG00000000059.4	ENSGALG00000019552.5
OG0005642	ENSCAFG00000014705.4	ENSGALG00000014467.6
OG0005643	ENSCAFG00000017347.4	ENSGALG00000027190.3
OG0005644	ENSCAFG00000011583.4	ENSGALG00000006689.6
OG0005645	ENSCAFG00000011309.4	ENSGALG00000003798.5
OG0005646	ENSCAFG00000019507.4	ENSGALG00000027265.3
OG0005647	ENSCAFG00000012581.5	ENSGALG00000042624.2
OG0005648	ENSCAFG00000019514.4	ENSGALG00000000966.7
OG0005649	ENSCAFG00000006520.4	ENSGALG00000009919.6
OG0005650	ENSCAFG00000017682.5	ENSGALG00000006156.7
OG0005651	ENSCAFG00000012488.2	ENSGALG00000036022.3
OG0005652	ENSCAFG00000017687.4	ENSGALG00000006202.6
OG0005653	ENSCAFG00000011760.5	ENSGALG00000045136.2
OG0005654	ENSCAFG00000012792.6	ENSGALG00000007778.7
OG0005655	ENSCAFG00000012827.4	ENSGALG00000048285.1
OG0005656	ENSCAFG00000014586.4	ENSGALG00000014525.6
OG0005658	ENSCAFG00000002463.4	ENSGALG00000009932.6
OG0005659	ENSCAFG00000009212.4	ENSGALG00000033170.3
OG0005660	ENSCAFG00000013332.4	ENSGALG00000009287.7
OG0005662	ENSCAFG00000032414.2	ENSGALG00000003349.5
OG0005663	ENSCAFG00000013833.4	ENSGALG00000006388.7
OG0005664	ENSCAFG00000013283.4	ENSGALG00000009301.7
OG0005666	ENSCAFG00000013849.4	ENSGALG00000021183.6
OG0005668	ENSCAFG00000002928.6	ENSGALG00000015721.6
OG0005669	ENSCAFG00000049987.1	ENSGALG00000047792.1
OG0005670	ENSCAFG00000016578.4	ENSGALG00000004204.6
OG0005671	ENSCAFG00000016526.4	ENSGALG00000004104.6
OG0005672	ENSCAFG00000001003.4	ENSGALG00000011914.6
OG0005673	ENSCAFG00000013239.4	ENSGALG00000031751.2
OG0005674	ENSCAFG00000019021.4	ENSGALG00000004326.6
OG0005675	ENSCAFG00000042181.1	ENSGALG00000014276.6
OG0005676	ENSCAFG00000002543.4	ENSGALG00000009981.6
OG0005677	ENSCAFG00000023991.4	ENSGALG00000048923.1
OG0005678	ENSCAFG00000019991.4	ENSGALG00000036965.3
OG0005679	ENSCAFG00000019538.4	ENSGALG00000040008.2
OG0005680	ENSCAFG00000020001.4	ENSGALG00000039791.3
OG0005681	ENSCAFG00000006215.5	ENSGALG00000007665.6
OG0005682	ENSCAFG00000013246.4	ENSGALG00000038601.3, ENSGALG00000015662.6
OG0005683	ENSCAFG00000030228.2	ENSGALG00000044391.2
OG0005684	ENSCAFG00000045006.1	ENSGALG00000007732.6
OG0005686	ENSCAFG00000004909.5	ENSGALG00000016516.6
OG0005687	ENSCAFG00000004824.5	ENSGALG00000054776.1
OG0005688	ENSCAFG00000031679.1	ENSGALG00000045776.2, ENSGALG00000053523.1
OG0005689	ENSCAFG00000019688.4	ENSGALG00000002232.6
OG0005690	ENSCAFG00000017161.5	ENSGALG00000010390.6
OG0005691	ENSCAFG00000019813.4	ENSGALG00000000516.6
OG0005693	ENSCAFG00000013432.4	ENSGALG00000054428.1
OG0005694	ENSCAFG00000000795.5	ENSGALG00000011537.6
OG0005695	ENSCAFG00000002416.4	ENSGALG00000012350.7
OG0005696	ENSCAFG00000014752.5	ENSGALG00000002594.6
OG0005697	ENSCAFG00000030020.2	ENSGALG00000028996.3
OG0005698	ENSCAFG00000001173.4	ENSGALG00000039831.2
OG0005699	ENSCAFG00000015014.4	ENSGALG00000002204.6
OG0005701	ENSCAFG00000029971.2	ENSGALG00000041337.2
OG0005702	ENSCAFG00000015060.5	ENSGALG00000026902.3
OG0005703	ENSCAFG00000005282.5, ENSCAFG00000005575.4	ENSGALG00000003709.6
OG0005704	ENSCAFG00000018839.4	ENSGALG00000035799.2
OG0005706	ENSCAFG00000043521.1	ENSGALG00000053989.1
OG0005707	ENSCAFG00000005526.4	ENSGALG00000031832.3
OG0005708	ENSCAFG00000010340.6	ENSGALG00000039532.2
OG0005709	ENSCAFG00000019548.5	ENSGALG00000052829.1
OG0005711	ENSCAFG00000020094.3	ENSGALG00000005074.6
OG0005713	ENSCAFG00000018792.4	ENSGALG00000003979.6
OG0005715	ENSCAFG00000017779.5	ENSGALG00000001774.6
OG0005716	ENSCAFG00000009179.4	ENSGALG00000043597.2
OG0005717	ENSCAFG00000003578.5	ENSGALG00000014687.7
OG0005718	ENSCAFG00000035539.2	ENSGALG00000027199.4
OG0005719	ENSCAFG00000009240.6	ENSGALG00000031131.2
OG0005720	ENSCAFG00000019266.4	ENSGALG00000001555.7
OG0005721	ENSCAFG00000020037.6	ENSGALG00000004645.7
OG0005722	ENSCAFG00000018891.4	ENSGALG00000006132.7
OG0005723	ENSCAFG00000009305.5	ENSGALG00000031076.2
OG0005725	ENSCAFG00000011825.5	ENSGALG00000007796.6
OG0005726	ENSCAFG00000019030.4	ENSGALG00000007334.6
OG0005727	ENSCAFG00000043857.1, ENSCAFG00000019259.4	ENSGALG00000001542.6
OG0005728	ENSCAFG00000011808.5	ENSGALG00000007809.6
OG0005729	ENSCAFG00000020192.2, ENSCAFG00000018870.5	ENSGALG00000006098.6
OG0005730	ENSCAFG00000003615.5	ENSGALG00000014688.4
OG0005731	ENSCAFG00000016684.5	ENSGALG00000003331.6
OG0005732	ENSCAFG00000018867.5	ENSGALG00000006094.6
OG0005733	ENSCAFG00000016689.4	ENSGALG00000003344.7
OG0005734	ENSCAFG00000013843.5	ENSGALG00000006627.6
OG0005736	ENSCAFG00000003619.4	ENSGALG00000014695.6
OG0005737	ENSCAFG00000016694.4	ENSGALG00000003355.6
OG0005738	ENSCAFG00000041093.1	ENSGALG00000031298.3
OG0005739	ENSCAFG00000011625.5	ENSGALG00000007963.5
OG0005740	ENSCAFG00000017071.4	ENSGALG00000005507.4
OG0005741	ENSCAFG00000014320.4	ENSGALG00000024172.5
OG0005742	ENSCAFG00000030079.2	ENSGALG00000017366.6
OG0005743	ENSCAFG00000011576.5	ENSGALG00000007989.6
OG0005744	ENSCAFG00000017625.5	ENSGALG00000005126.7
OG0005745	ENSCAFG00000015221.5	ENSGALG00000003969.7
OG0005746	ENSCAFG00000009460.4	ENSGALG00000040511.3
OG0005747	ENSCAFG00000018715.4	ENSGALG00000003665.6
OG0005748	ENSCAFG00000018672.4	ENSGALG00000003589.7
OG0005749	ENSCAFG00000018668.4	ENSGALG00000023757.4
OG0005750	ENSCAFG00000000718.5	ENSGALG00000029379.2
OG0005751	ENSCAFG00000019601.5	ENSGALG00000005263.2
OG0005752	ENSCAFG00000009114.4	ENSGALG00000000378.6
OG0005753	ENSCAFG00000019260.4	ENSGALG00000003108.7
OG0005754	ENSCAFG00000000711.4	ENSGALG00000008539.7
OG0005755	ENSCAFG00000010258.4	ENSGALG00000007244.6
OG0005756	ENSCAFG00000044942.1	ENSGALG00000005414.5
OG0005757	ENSCAFG00000010377.5	ENSGALG00000036417.2
OG0005758	ENSCAFG00000010408.5	ENSGALG00000007102.6
OG0005759	ENSCAFG00000012514.4	ENSGALG00000007954.6
OG0005760	ENSCAFG00000010114.4	ENSGALG00000007354.6
OG0005761	ENSCAFG00000002493.5	ENSGALG00000016267.6
OG0005762	ENSCAFG00000008849.5	ENSGALG00000035561.2
OG0005763	ENSCAFG00000016022.5	ENSGALG00000041663.3
OG0005764	ENSCAFG00000000341.4	ENSGALG00000009815.6
OG0005765	ENSCAFG00000016161.4	ENSGALG00000013583.6
OG0005766	ENSCAFG00000008628.4	ENSGALG00000038915.2
OG0005767	ENSCAFG00000008598.4	ENSGALG00000039499.2
OG0005768	ENSCAFG00000016208.5	ENSGALG00000039380.3
OG0005769	ENSCAFG00000009029.4	ENSGALG00000007490.7
OG0005770	ENSCAFG00000009046.4	ENSGALG00000008357.6
OG0005771	ENSCAFG00000008505.4	ENSGALG00000042794.3
OG0005772	ENSCAFG00000023925.3	ENSGALG00000040842.2
OG0005773	ENSCAFG00000016265.4	ENSGALG00000014336.5
OG0005774	ENSCAFG00000030018.2	ENSGALG00000034487.3
OG0005775	ENSCAFG00000016269.4	ENSGALG00000014337.5
OG0005776	ENSCAFG00000019272.4	ENSGALG00000013369.6
OG0005777	ENSCAFG00000014979.5	ENSGALG00000015706.5
OG0005778	ENSCAFG00000005048.4	ENSGALG00000016509.7
OG0005779	ENSCAFG00000014202.6	ENSGALG00000036873.2
OG0005780	ENSCAFG00000009146.5	ENSGALG00000008289.6
OG0005782	ENSCAFG00000014210.4	ENSGALG00000053178.1, ENSGALG00000007618.4
OG0005783	ENSCAFG00000014213.4	ENSGALG00000006809.6
OG0005784	ENSCAFG00000044253.1	ENSGALG00000033925.2, ENSGALG00000024486.5
OG0005785	ENSCAFG00000014873.4	ENSGALG00000015688.5
OG0005786	ENSCAFG00000006869.4	ENSGALG00000005893.7
OG0005787	ENSCAFG00000017492.4	ENSGALG00000041213.2
OG0005788	ENSCAFG00000006544.5	ENSGALG00000050857.1
OG0005789	ENSCAFG00000007088.3	ENSGALG00000030585.2
OG0005790	ENSCAFG00000016987.4	ENSGALG00000032702.3
OG0005791	ENSCAFG00000029040.2	ENSGALG00000026808.4
OG0005792	ENSCAFG00000019779.4	ENSGALG00000034132.2
OG0005793	ENSCAFG00000004526.6	ENSGALG00000016980.6
OG0005794	ENSCAFG00000018917.4	ENSGALG00000030382.2, ENSGALG00000028267.4
OG0005795	ENSCAFG00000020409.5	ENSGALG00000005241.6
OG0005796	ENSCAFG00000023022.4	ENSGALG00000002854.6
OG0005797	ENSCAFG00000000096.4	ENSGALG00000038426.2
OG0005798	ENSCAFG00000020364.4	ENSGALG00000002103.5
OG0005799	ENSCAFG00000020363.4	ENSGALG00000002091.6
OG0005800	ENSCAFG00000007203.4	ENSGALG00000031130.2
OG0005801	ENSCAFG00000020374.5	ENSGALG00000030220.2
OG0005802	ENSCAFG00000017968.4	ENSGALG00000004870.7
OG0005803	ENSCAFG00000014750.4	ENSGALG00000012404.7
OG0005804	ENSCAFG00000020375.5	ENSGALG00000001722.6
OG0005805	ENSCAFG00000013538.4	ENSGALG00000038540.3
OG0005806	ENSCAFG00000030126.1	ENSGALG00000037148.2
OG0005807	ENSCAFG00000012156.4	ENSGALG00000033286.2
OG0005808	ENSCAFG00000007344.5	ENSGALG00000033304.3
OG0005809	ENSCAFG00000001543.4	ENSGALG00000039420.2
OG0005810	ENSCAFG00000019902.5	ENSGALG00000003712.6
OG0005812	ENSCAFG00000018135.4	ENSGALG00000006861.7
OG0005813	ENSCAFG00000015656.4	ENSGALG00000011893.7
OG0005814	ENSCAFG00000019117.4	ENSGALG00000004799.7
OG0005815	ENSCAFG00000010552.4	ENSGALG00000002504.7
OG0005816	ENSCAFG00000015598.4	ENSGALG00000011921.6
OG0005817	ENSCAFG00000007386.4	ENSGALG00000030843.2
OG0005818	ENSCAFG00000015585.6	ENSGALG00000012005.7
OG0005819	ENSCAFG00000015578.5	ENSGALG00000012006.7
OG0005820	ENSCAFG00000012557.4	ENSGALG00000009147.6
OG0005821	ENSCAFG00000000129.4	ENSGALG00000039151.2, ENSGALG00000026991.3
OG0005823	ENSCAFG00000016743.4	ENSGALG00000015352.7
OG0005824	ENSCAFG00000007590.4	ENSGALG00000004532.7
OG0005825	ENSCAFG00000010488.4	ENSGALG00000024326.5
OG0005826	ENSCAFG00000010534.4	ENSGALG00000000962.7
OG0005827	ENSCAFG00000008471.4	ENSGALG00000051392.1
OG0005828	ENSCAFG00000002473.4, ENSCAFG00000046244.1	ENSGALG00000042941.2
OG0005829	ENSCAFG00000008956.4	ENSGALG00000000067.6
OG0005830	ENSCAFG00000030333.1	ENSGALG00000015372.5
OG0005831	ENSCAFG00000023671.4	ENSGALG00000026907.3
OG0005832	ENSCAFG00000006694.4	ENSGALG00000002536.6
OG0005833	ENSCAFG00000019917.4, ENSCAFG00000044526.1	ENSGALG00000033322.3
OG0005834	ENSCAFG00000015735.5	ENSGALG00000021601.5
OG0005835	ENSCAFG00000007868.4	ENSGALG00000038745.3
OG0005836	ENSCAFG00000010432.5	ENSGALG00000040224.3
OG0005837	ENSCAFG00000028957.2	ENSGALG00000002679.4
OG0005838	ENSCAFG00000004647.4	ENSGALG00000022850.4
OG0005839	ENSCAFG00000014651.4	ENSGALG00000002701.5
OG0005840	ENSCAFG00000012274.4	ENSGALG00000002705.7
OG0005841	ENSCAFG00000015861.4	ENSGALG00000002421.7
OG0005844	ENSCAFG00000015872.4	ENSGALG00000002414.6
OG0005845	ENSCAFG00000002315.4	ENSGALG00000015311.6
OG0005846	ENSCAFG00000015541.4	ENSGALG00000002417.6
OG0005847	ENSCAFG00000024624.3	ENSGALG00000028675.3
OG0005848	ENSCAFG00000006985.6	ENSGALG00000003120.8
OG0005849	ENSCAFG00000012992.5	ENSGALG00000054449.1
OG0005850	ENSCAFG00000011405.4	ENSGALG00000048409.1
OG0005851	ENSCAFG00000002370.4	ENSGALG00000005423.7
OG0005852	ENSCAFG00000008031.4	ENSGALG00000034346.3
OG0005853	ENSCAFG00000008880.5	ENSGALG00000005547.7
OG0005854	ENSCAFG00000006996.5	ENSGALG00000003146.7
OG0005855	ENSCAFG00000012811.5	ENSGALG00000054130.1
OG0005856	ENSCAFG00000008170.4	ENSGALG00000035845.2
OG0005857	ENSCAFG00000031128.2	ENSGALG00000030605.2
OG0005858	ENSCAFG00000018959.4	ENSGALG00000050207.1
OG0005859	ENSCAFG00000028527.2	ENSGALG00000029118.3
OG0005860	ENSCAFG00000006884.4	ENSGALG00000005326.6
OG0005861	ENSCAFG00000002386.4	ENSGALG00000054942.1, ENSGALG00000052152.1
OG0005862	ENSCAFG00000018931.5	ENSGALG00000007171.4
OG0005863	ENSCAFG00000018920.5	ENSGALG00000007167.6
OG0005864	ENSCAFG00000002667.4, ENSCAFG00000023283.3	ENSGALG00000003084.5
OG0005865	ENSCAFG00000013350.4	ENSGALG00000053836.1
OG0005866	ENSCAFG00000010267.5	ENSGALG00000012222.7
OG0005867	ENSCAFG00000017252.4	ENSGALG00000007843.6
OG0005868	ENSCAFG00000018125.4	ENSGALG00000015128.6
OG0005869	ENSCAFG00000049675.1	ENSGALG00000048805.1
OG0005870	ENSCAFG00000018132.4	ENSGALG00000015122.6
OG0005871	ENSCAFG00000010317.5	ENSGALG00000012239.6
OG0005872	ENSCAFG00000014872.4	ENSGALG00000005169.4
OG0005873	ENSCAFG00000007468.4	ENSGALG00000003307.4
OG0005874	ENSCAFG00000050043.1, ENSCAFG00000012540.5	ENSGALG00000000793.5
OG0005875	ENSCAFG00000007482.4	ENSGALG00000003314.6
OG0005876	ENSCAFG00000007484.4, ENSCAFG00000007493.4	ENSGALG00000003318.5
OG0005877	ENSCAFG00000017645.5	ENSGALG00000033618.2
OG0005878	ENSCAFG00000015204.4	ENSGALG00000012118.6
OG0005880	ENSCAFG00000011979.4	ENSGALG00000000734.6
OG0005881	ENSCAFG00000013108.5	ENSGALG00000035202.2
OG0005882	ENSCAFG00000007512.3	ENSGALG00000029390.3
OG0005883	ENSCAFG00000007524.4	ENSGALG00000003419.7, ENSGALG00000051644.1
OG0005884	ENSCAFG00000011935.4	ENSGALG00000000777.6
OG0005885	ENSCAFG00000011895.4	ENSGALG00000000783.7
OG0005886	ENSCAFG00000029882.2	ENSGALG00000044985.2
OG0005887	ENSCAFG00000018173.4	ENSGALG00000015056.6
OG0005888	ENSCAFG00000012205.4	ENSGALG00000009445.7
OG0005889	ENSCAFG00000019662.4	ENSGALG00000001985.5
OG0005893	ENSCAFG00000004544.4	ENSGALG00000042992.3
OG0005894	ENSCAFG00000014729.4, ENSCAFG00000013279.4	ENSGALG00000038229.2
OG0005895	ENSCAFG00000019157.4	ENSGALG00000002656.6
OG0005896	ENSCAFG00000004602.4	ENSGALG00000016969.5
OG0005897	ENSCAFG00000011319.5	ENSGALG00000034042.2
OG0005898	ENSCAFG00000018152.5	ENSGALG00000002945.7
OG0005899	ENSCAFG00000018183.4	ENSGALG00000015030.7
OG0005900	ENSCAFG00000015388.4	ENSGALG00000005004.4
OG0005901	ENSCAFG00000014672.4	ENSGALG00000046811.1
OG0005902	ENSCAFG00000006057.5	ENSGALG00000003299.7
OG0005903	ENSCAFG00000011266.4	ENSGALG00000046180.2
OG0005904	ENSCAFG00000015152.4	ENSGALG00000004034.7
OG0005905	ENSCAFG00000006047.5	ENSGALG00000036049.3
OG0005906	ENSCAFG00000014591.5	ENSGALG00000050256.1
OG0005907	ENSCAFG00000013964.4	ENSGALG00000004166.7
OG0005908	ENSCAFG00000032380.2	ENSGALG00000003795.6
OG0005909	ENSCAFG00000048005.1	ENSGALG00000051266.1
OG0005910	ENSCAFG00000014201.5	ENSGALG00000012237.7
OG0005913	ENSCAFG00000008442.4	ENSGALG00000003826.5
OG0005914	ENSCAFG00000018216.4	ENSGALG00000014982.6
OG0005915	ENSCAFG00000019525.4	ENSGALG00000031482.2
OG0005916	ENSCAFG00000005080.4	ENSGALG00000006033.5
OG0005917	ENSCAFG00000012000.4	ENSGALG00000042360.2
OG0005918	ENSCAFG00000011978.5	ENSGALG00000006673.6
OG0005919	ENSCAFG00000018249.4	ENSGALG00000014936.6
OG0005920	ENSCAFG00000017513.5	ENSGALG00000001042.6
