Orthogroup	C_familiaris.pep	H_sapiens.pep
OG0007333	ENSCAFG00000004021.5	ENSG00000074935.14
OG0007334	ENSCAFG00000004479.5	ENSG00000160746.13
OG0007335	ENSCAFG00000006248.5	ENSG00000134121.10
OG0007336	ENSCAFG00000005390.5	ENSG00000144635.9
OG0007337	ENSCAFG00000005423.5	ENSG00000163527.10
OG0007338	ENSCAFG00000006434.4	ENSG00000144736.14
OG0007339	ENSCAFG00000006445.5	ENSG00000163412.13
OG0007340	ENSCAFG00000006461.4	ENSG00000285708.1, ENSG00000114861.21
OG0007341	ENSCAFG00000005667.4	ENSG00000163491.16
OG0007342	ENSCAFG00000006612.5	ENSG00000172340.14
OG0007343	ENSCAFG00000006689.4	ENSG00000144741.17, ENSG00000282739.1
OG0007344	ENSCAFG00000002876.5	ENSG00000146242.8, ENSG00000283085.1
OG0007345	ENSCAFG00000012261.4	ENSG00000131910.5
OG0007346	ENSCAFG00000012108.5	ENSG00000114302.16
OG0007347	ENSCAFG00000011959.4	ENSG00000178057.15
OG0007348	ENSCAFG00000002708.5	ENSG00000112697.17
OG0007349	ENSCAFG00000000303.4	ENSG00000146416.19
OG0007350	ENSCAFG00000031954.2	ENSG00000231824.4
OG0007351	ENSCAFG00000000001.4	ENSG00000197594.13
OG0007352	ENSCAFG00000024818.3	ENSG00000204628.12
OG0007353	ENSCAFG00000012548.4	ENSG00000164051.14
OG0007354	ENSCAFG00000015798.4, ENSCAFG00000018263.4	ENSG00000102007.11
OG0007355	ENSCAFG00000032495.2	ENSG00000169976.7
OG0007356	ENSCAFG00000045607.1, ENSCAFG00000005324.4	ENSG00000171148.13
OG0007357	ENSCAFG00000000330.3	ENSG00000118496.5
OG0007358	ENSCAFG00000043121.1, ENSCAFG00000047274.1	ENSG00000167842.16
OG0007359	ENSCAFG00000000772.5	ENSG00000112531.17
OG0007360	ENSCAFG00000000758.4	ENSG00000122194.18
OG0007361	ENSCAFG00000012938.2	ENSG00000131446.16
OG0007362	ENSCAFG00000000732.4	ENSG00000120438.12
OG0007363	ENSCAFG00000000671.4	ENSG00000285441.1, ENSG00000112096.18
OG0007364	ENSCAFG00000000665.6	ENSG00000164691.17
OG0007365	ENSCAFG00000000616.4	ENSG00000215712.11
OG0007366	ENSCAFG00000000570.4	ENSG00000213079.9
OG0007367	ENSCAFG00000000562.5	ENSG00000288520.1, ENSG00000153721.19
OG0007368	ENSCAFG00000000549.4	ENSG00000112031.16
OG0007369	ENSCAFG00000015758.4	ENSG00000174371.17
OG0007370	ENSCAFG00000009967.3	ENSG00000133019.11
OG0007371	ENSCAFG00000010919.4	ENSG00000119285.11
OG0007372	ENSCAFG00000011101.4	ENSG00000077585.14
OG0007373	ENSCAFG00000011268.4	ENSG00000162885.13, ENSG00000282880.2
OG0007374	ENSCAFG00000011303.4	ENSG00000152904.11
OG0007375	ENSCAFG00000011516.4	ENSG00000173726.11
OG0007376	ENSCAFG00000011522.4	ENSG00000168264.10
OG0007377	ENSCAFG00000011548.4	ENSG00000183780.13
OG0007378	ENSCAFG00000031346.2	ENSG00000284984.2, ENSG00000116574.6
OG0007379	ENSCAFG00000012105.5	ENSG00000143641.10
OG0007380	ENSCAFG00000011812.4	ENSG00000116906.13
OG0007381	ENSCAFG00000004109.4	ENSG00000275333.4, ENSG00000112584.13
OG0007382	ENSCAFG00000004094.4	ENSG00000275555.2, ENSG00000198719.9
OG0007384	ENSCAFG00000007280.4	ENSG00000164197.12
OG0007385	ENSCAFG00000007301.4	ENSG00000153015.16
OG0007386	ENSCAFG00000001981.5	ENSG00000112759.19
OG0007387	ENSCAFG00000001983.5	ENSG00000157593.19
OG0007388	ENSCAFG00000001853.5	ENSG00000124574.15
OG0007389	ENSCAFG00000005875.6	ENSG00000119812.19
OG0007390	ENSCAFG00000005870.4	ENSG00000152689.18
OG0007391	ENSCAFG00000005816.6	ENSG00000018699.13
OG0007392	ENSCAFG00000030184.2, ENSCAFG00000003951.3	ENSG00000170191.5
OG0007393	ENSCAFG00000005886.4	ENSG00000150938.10
OG0007394	ENSCAFG00000015884.4	ENSG00000143653.10
OG0007395	ENSCAFG00000001725.4	ENSG00000112624.12
OG0007396	ENSCAFG00000011997.6	ENSG00000117597.18
OG0007397	ENSCAFG00000012107.4	ENSG00000117625.13
OG0007398	ENSCAFG00000012120.5	ENSG00000082512.15
OG0007399	ENSCAFG00000028996.2	ENSG00000198570.5
OG0007400	ENSCAFG00000031999.2	ENSG00000170385.10
OG0007401	ENSCAFG00000012155.4	ENSG00000123684.13
OG0007402	ENSCAFG00000012339.4	ENSG00000162772.17
OG0007403	ENSCAFG00000012355.4	ENSG00000203705.11
OG0007404	ENSCAFG00000012376.5	ENSG00000143494.15
OG0007405	ENSCAFG00000012593.4	ENSG00000117724.13
OG0007406	ENSCAFG00000010710.4	ENSG00000136636.13
OG0007407	ENSCAFG00000010794.3	ENSG00000162814.11
OG0007408	ENSCAFG00000010839.4	ENSG00000143353.12
OG0007409	ENSCAFG00000010873.4	ENSG00000136628.18
OG0007410	ENSCAFG00000010927.5	ENSG00000162813.18
OG0007411	ENSCAFG00000010952.4	ENSG00000067704.10
OG0007412	ENSCAFG00000011275.5	ENSG00000116141.15
OG0007413	ENSCAFG00000011340.5	ENSG00000136630.13
OG0007414	ENSCAFG00000013627.3	ENSG00000143512.13
OG0007415	ENSCAFG00000013620.4	ENSG00000143498.18
OG0007416	ENSCAFG00000013540.4	ENSG00000186063.13
OG0007417	ENSCAFG00000011859.4	ENSG00000277909.4, ENSG00000152253.9
OG0007418	ENSCAFG00000005253.5	ENSG00000163811.12
OG0007419	ENSCAFG00000016089.5	ENSG00000143799.13
OG0007420	ENSCAFG00000007040.4	ENSG00000144029.12
OG0007421	ENSCAFG00000006471.4	ENSG00000138050.15
OG0007422	ENSCAFG00000006310.5	ENSG00000214694.11
OG0007423	ENSCAFG00000006254.5	ENSG00000143891.17
OG0007424	ENSCAFG00000004371.5	ENSG00000197586.13
OG0007425	ENSCAFG00000002669.4	ENSG00000138081.20
OG0007426	ENSCAFG00000002688.5	ENSG00000162869.16
OG0007427	ENSCAFG00000002838.4	ENSG00000163001.11
OG0007428	ENSCAFG00000002891.4	ENSG00000138035.15
OG0007429	ENSCAFG00000002724.4	ENSG00000068912.14
OG0007430	ENSCAFG00000019060.5	ENSG00000278741.4, ENSG00000159842.15
OG0007431	ENSCAFG00000022729.1	ENSG00000198899.2
OG0007432	ENSCAFG00000032630.2, ENSCAFG00000045586.1	ENSG00000198258.10
OG0007433	ENSCAFG00000019895.4	ENSG00000125482.13
OG0007434	ENSCAFG00000044475.1, ENSCAFG00000044479.1, ENSCAFG00000030921.2	ENSG00000173915.16
OG0007435	ENSCAFG00000044294.1, ENSCAFG00000023445.3	ENSG00000108590.11
OG0007436	ENSCAFG00000015941.4, ENSCAFG00000018665.3	ENSG00000004142.12
OG0007437	ENSCAFG00000017069.2	ENSG00000169242.12
OG0007438	ENSCAFG00000018655.4	ENSG00000109084.14
OG0007439	ENSCAFG00000001304.4	ENSG00000065029.15
OG0007440	ENSCAFG00000011794.5	ENSG00000164853.9
OG0007441	ENSCAFG00000016980.4	ENSG00000160767.21, ENSG00000262666.5
OG0007442	ENSCAFG00000013653.4	ENSG00000168255.20, ENSG00000270249.2, ENSG00000205236.6, ENSG00000284981.1, ENSG00000267368.1
OG0007443	ENSCAFG00000003663.5	ENSG00000148180.19
OG0007445	ENSCAFG00000013163.4	ENSG00000184708.18
OG0007446	ENSCAFG00000000777.5	ENSG00000204305.14, ENSG00000234729.9, ENSG00000229058.10, ENSG00000231268.9, ENSG00000230514.11, ENSG00000237405.10, ENSG00000206320.12
OG0007447	ENSCAFG00000016040.2, ENSCAFG00000014900.4	ENSG00000130520.10
OG0007448	ENSCAFG00000019776.4	ENSG00000160323.18, ENSG00000281244.2
OG0007449	ENSCAFG00000023616.4	ENSG00000148290.10, ENSG00000280627.3
OG0007450	ENSCAFG00000005159.1, ENSCAFG00000019758.5	ENSG00000148296.7, ENSG00000281309.2
OG0007451	ENSCAFG00000019756.4	ENSG00000160349.9
OG0007452	ENSCAFG00000020081.5	ENSG00000050820.17, ENSG00000285460.2
OG0007453	ENSCAFG00000023205.3	ENSG00000205544.4, ENSG00000284483.1, ENSG00000262481.5, ENSG00000283771.2
OG0007454	ENSCAFG00000015045.6	ENSG00000158828.8
OG0007455	ENSCAFG00000007539.4	ENSG00000148926.10
OG0007456	ENSCAFG00000000617.4	ENSG00000225635.7, ENSG00000228128.6, ENSG00000227317.6, ENSG00000213722.9, ENSG00000233076.6, ENSG00000206395.8, ENSG00000226634.6
OG0007457	ENSCAFG00000012459.5	ENSG00000176635.18
OG0007458	ENSCAFG00000012420.4	ENSG00000100330.15
OG0007459	ENSCAFG00000000615.5	ENSG00000228090.6, ENSG00000231003.6, ENSG00000224393.6, ENSG00000237459.6, ENSG00000204420.10, ENSG00000230060.6, ENSG00000206396.9
OG0007460	ENSCAFG00000000614.2	ENSG00000204421.3, ENSG00000235452.2, ENSG00000235925.3, ENSG00000206398.5, ENSG00000236183.2, ENSG00000228250.2, ENSG00000228859.2
OG0007461	ENSCAFG00000019979.4	ENSG00000136819.15
OG0007462	ENSCAFG00000000606.4	ENSG00000228883.9, ENSG00000204428.12, ENSG00000111971.14, ENSG00000237495.9, ENSG00000226404.9, ENSG00000231325.9, ENSG00000206404.11
OG0007463	ENSCAFG00000019615.5	ENSG00000204859.13
OG0007464	ENSCAFG00000000600.4	ENSG00000228177.2, ENSG00000204439.4, ENSG00000203623.4, ENSG00000235360.2, ENSG00000226531.2, ENSG00000226103.2, ENSG00000228435.2
OG0007465	ENSCAFG00000016877.4	ENSG00000160803.8
OG0007466	ENSCAFG00000030919.2	ENSG00000206430.8, ENSG00000237103.6, ENSG00000237808.6, ENSG00000204475.10, ENSG00000225211.6, ENSG00000223833.6, ENSG00000236315.6, ENSG00000236979.6
OG0007467	ENSCAFG00000030413.1	ENSG00000188340.2
OG0007467	ENSCAFG00000011684.4	ENSG00000197403.4
OG0007468	ENSCAFG00000029073.2	ENSG00000205718.9, ENSG00000237247.6, ENSG00000196589.6, ENSG00000230522.5, ENSG00000182315.9
OG0007469	ENSCAFG00000000981.4	ENSG00000206279.10, ENSG00000206206.11, ENSG00000204209.13, ENSG00000227046.8, ENSG00000231617.8
OG0007470	ENSCAFG00000000506.4	ENSG00000226923.2, ENSG00000238238.2, ENSG00000206447.2, ENSG00000231975.2, ENSG00000228662.2, ENSG00000226841.2, ENSG00000225228.2, ENSG00000204511.3
OG0007471	ENSCAFG00000045578.1, ENSCAFG00000041345.1	ENSG00000263296.2, ENSG00000212900.3, ENSG00000212899.3, ENSG00000263101.2
OG0007472	ENSCAFG00000015487.5	ENSG00000160113.5
OG0007473	ENSCAFG00000014564.5, ENSCAFG00000014493.4	ENSG00000085514.16
OG0007474	ENSCAFG00000032226.2	ENSG00000274474.3, ENSG00000108953.17
OG0007475	ENSCAFG00000014551.4	ENSG00000197093.11
OG0007476	ENSCAFG00000042132.1, ENSCAFG00000049817.1, ENSCAFG00000049184.1, ENSCAFG00000001530.4, ENSCAFG00000030359.2, ENSCAFG00000031244.2, ENSCAFG00000044295.1	ENSG00000135390.20
OG0007477	ENSCAFG00000010756.4	ENSG00000249319.2, ENSG00000241258.7
OG0007478	ENSCAFG00000015949.5	ENSG00000161905.13
OG0007479	ENSCAFG00000015894.4	ENSG00000161920.10
OG0007480	ENSCAFG00000006236.4	ENSG00000081791.9
OG0007481	ENSCAFG00000029570.3	ENSG00000186994.11
OG0007482	ENSCAFG00000047612.1, ENSCAFG00000046759.1, ENSCAFG00000044533.1	ENSG00000176495.3
OG0007483	ENSCAFG00000024791.3, ENSCAFG00000031181.2, ENSCAFG00000030824.2	ENSG00000186562.7, ENSG00000285411.2, ENSG00000274729.1, ENSG00000186599.8, ENSG00000285015.2
OG0007484	ENSCAFG00000010382.4	ENSG00000034053.14, ENSG00000276495.4
OG0007485	ENSCAFG00000049507.1, ENSCAFG00000048080.1, ENSCAFG00000044158.1	ENSG00000284979.2, ENSG00000186572.2, ENSG00000198129.3, ENSG00000285432.1, ENSG00000277530.1
OG0007486	ENSCAFG00000009270.4	ENSG00000134020.8
OG0007487	ENSCAFG00000018353.4	ENSG00000066044.15
OG0007488	ENSCAFG00000032675.1, ENSCAFG00000031325.1, ENSCAFG00000029084.2, ENSCAFG00000029008.1, ENSCAFG00000032190.2	ENSG00000182083.7, ENSG00000178586.5
OG0007489	ENSCAFG00000018081.5	ENSG00000128487.16
OG0007491	ENSCAFG00000011928.4	ENSG00000100209.10
OG0007492	ENSCAFG00000014718.4	ENSG00000137760.14
OG0007494	ENSCAFG00000012901.4	ENSG00000185372.3
OG0007495	ENSCAFG00000018510.5	ENSG00000005893.16
OG0007496	ENSCAFG00000024251.3, ENSCAFG00000048310.1	ENSG00000230178.1, ENSG00000284662.1, ENSG00000284733.1, ENSG00000176269.3
OG0007497	ENSCAFG00000023819.3, ENSCAFG00000023684.3	ENSG00000139351.15
OG0007498	ENSCAFG00000032176.2, ENSCAFG00000017850.4	ENSG00000268629.7
OG0007499	ENSCAFG00000029028.2	ENSG00000167380.16
OG0007499	ENSCAFG00000031857.2	ENSG00000159917.17
OG0007500	ENSCAFG00000003329.4	ENSG00000115998.7
OG0007501	ENSCAFG00000032065.2	ENSG00000280808.2, ENSG00000278253.1, ENSG00000182334.2
OG0007502	ENSCAFG00000024641.4	ENSG00000197077.13
OG0007503	ENSCAFG00000029846.2	ENSG00000179387.10
OG0007504	ENSCAFG00000010331.4, ENSCAFG00000001144.4, ENSCAFG00000029350.2	ENSG00000163530.4
OG0007505	ENSCAFG00000006655.4	ENSG00000111452.13
OG0007506	ENSCAFG00000042405.1	ENSG00000204323.5
OG0007507	ENSCAFG00000029979.2, ENSCAFG00000019588.4, ENSCAFG00000045003.1, ENSCAFG00000041778.1	ENSG00000196976.7
OG0007508	ENSCAFG00000046442.1, ENSCAFG00000016664.3, ENSCAFG00000006734.4	ENSG00000164919.11
OG0007509	ENSCAFG00000007685.4	ENSG00000168894.10
OG0007510	ENSCAFG00000019344.5	ENSG00000197417.9, ENSG00000262304.2
OG0007511	ENSCAFG00000048559.1	ENSG00000175063.17
OG0007512	ENSCAFG00000002763.4	ENSG00000172969.7, ENSG00000225899.8, ENSG00000274972.3, ENSG00000205097.6, ENSG00000285202.1, ENSG00000285063.1
OG0007513	ENSCAFG00000017524.4	ENSG00000213246.7
OG0007514	ENSCAFG00000023107.3	ENSG00000111335.12
OG0007514	ENSCAFG00000008929.4	ENSG00000111331.13
OG0007515	ENSCAFG00000010625.5	ENSG00000182866.17
OG0007516	ENSCAFG00000001844.5	ENSG00000107262.24
OG0007517	ENSCAFG00000007892.4	ENSG00000156575.2
OG0007517	ENSCAFG00000043222.1	ENSG00000186652.10, ENSG00000254979.5
OG0007518	ENSCAFG00000031896.2	ENSG00000175376.9
OG0007519	ENSCAFG00000045014.1, ENSCAFG00000044893.1, ENSCAFG00000000497.4	ENSG00000237693.4
OG0007520	ENSCAFG00000017530.4	ENSG00000143621.17
OG0007521	ENSCAFG00000011152.4	ENSG00000189046.11
OG0007522	ENSCAFG00000043856.1, ENSCAFG00000011144.3	ENSG00000076248.10
OG0007523	ENSCAFG00000017833.5	ENSG00000288407.1, ENSG00000140481.15
OG0007524	ENSCAFG00000025503.2, ENSCAFG00000007714.2	ENSG00000180475.4
OG0007525	ENSCAFG00000018877.5	ENSG00000113389.16
OG0007526	ENSCAFG00000019644.4	ENSG00000064666.15
OG0007527	ENSCAFG00000010813.4	ENSG00000164039.15
OG0007528	ENSCAFG00000006767.3	ENSG00000250799.10
OG0007529	ENSCAFG00000014946.5	ENSG00000163040.14, ENSG00000152076.18
OG0007530	ENSCAFG00000023815.3	ENSG00000227858.1, ENSG00000223852.7, ENSG00000223858.7, ENSG00000234669.7, ENSG00000206510.9, ENSG00000226858.7, ENSG00000232099.7, ENSG00000204644.9
OG0007531	ENSCAFG00000011801.5	ENSG00000204138.13
OG0007532	ENSCAFG00000015088.4	ENSG00000105643.10
OG0007533	ENSCAFG00000014978.5	ENSG00000105647.18, ENSG00000268173.3
OG0007534	ENSCAFG00000006669.5	ENSG00000239382.10, ENSG00000181392.17
OG0007535	ENSCAFG00000002807.2	ENSG00000187474.5, ENSG00000171049.9
OG0007536	ENSCAFG00000047003.1	ENSG00000129055.12
OG0007537	ENSCAFG00000049641.1	ENSG00000144867.12
OG0007538	ENSCAFG00000013480.4	ENSG00000173465.8
OG0007539	ENSCAFG00000014232.4	ENSG00000099889.14
OG0007540	ENSCAFG00000008035.4	ENSG00000255223.4
OG0007541	ENSCAFG00000014350.4	ENSG00000064489.23, ENSG00000213999.17
OG0007542	ENSCAFG00000002549.5	ENSG00000186409.17
OG0007581	ENSCAFG00000011999.4	ENSG00000165669.14
OG0007582	ENSCAFG00000011991.4	ENSG00000107560.12
OG0007583	ENSCAFG00000011918.2	ENSG00000186795.1
OG0007584	ENSCAFG00000011908.6	ENSG00000187164.20
OG0007585	ENSCAFG00000029643.2	ENSG00000142892.15
OG0007586	ENSCAFG00000011891.5	ENSG00000188316.15
OG0007587	ENSCAFG00000013416.4	ENSG00000128654.14
OG0007588	ENSCAFG00000011876.4	ENSG00000165868.14
OG0007590	ENSCAFG00000013447.4	ENSG00000128710.5
OG0007591	ENSCAFG00000008846.5	ENSG00000163013.11
OG0007592	ENSCAFG00000013436.5	ENSG00000128713.14
OG0007593	ENSCAFG00000031845.2	ENSG00000100532.12
OG0007594	ENSCAFG00000013390.4	ENSG00000144320.14
OG0007595	ENSCAFG00000030496.3	ENSG00000142621.19
OG0007597	ENSCAFG00000017113.4	ENSG00000163357.10
OG0007598	ENSCAFG00000011782.5	ENSG00000151892.14
OG0007599	ENSCAFG00000018117.4	ENSG00000101938.15
OG0007601	ENSCAFG00000046633.1	ENSG00000148204.12
OG0007602	ENSCAFG00000004636.5	ENSG00000187244.12
OG0007603	ENSCAFG00000013143.5	ENSG00000160613.13
OG0007604	ENSCAFG00000011513.5	ENSG00000099204.20
OG0007605	ENSCAFG00000019295.5	ENSG00000070444.15
OG0007606	ENSCAFG00000028599.2	ENSG00000125170.11
OG0007607	ENSCAFG00000009417.4	ENSG00000153046.18
OG0007608	ENSCAFG00000007075.5	ENSG00000088325.16
OG0007609	ENSCAFG00000010529.5	ENSG00000140479.17
OG0007610	ENSCAFG00000017673.4	ENSG00000103356.16
OG0007611	ENSCAFG00000017160.6	ENSG00000103742.12
OG0007612	ENSCAFG00000009570.5	ENSG00000096696.14
OG0007613	ENSCAFG00000031307.2	ENSG00000102053.12
OG0007614	ENSCAFG00000030883.2	ENSG00000172113.9
OG0007615	ENSCAFG00000016559.4	ENSG00000126970.16
OG0007616	ENSCAFG00000017232.4	ENSG00000074696.13
OG0007617	ENSCAFG00000032289.2	ENSG00000153162.9
OG0007618	ENSCAFG00000009780.3	ENSG00000124257.6
OG0007619	ENSCAFG00000017881.4	ENSG00000105364.14
OG0007620	ENSCAFG00000005676.4	ENSG00000165821.12
OG0007621	ENSCAFG00000020118.5	ENSG00000095370.20
OG0007622	ENSCAFG00000028486.2	ENSG00000259040.5, ENSG00000188428.20
OG0007623	ENSCAFG00000030120.2	ENSG00000173546.7
OG0007624	ENSCAFG00000018057.2	ENSG00000169783.12
OG0007625	ENSCAFG00000014383.5	ENSG00000012983.11
OG0007626	ENSCAFG00000014891.4	ENSG00000130517.14
OG0007627	ENSCAFG00000008855.4	ENSG00000140848.17
OG0007628	ENSCAFG00000014670.4	ENSG00000087303.18
OG0007629	ENSCAFG00000009658.5	ENSG00000137203.13
OG0007630	ENSCAFG00000018061.4	ENSG00000140382.15
OG0007631	ENSCAFG00000019556.4	ENSG00000196642.19
OG0007632	ENSCAFG00000025255.4	ENSG00000173517.10
OG0007633	ENSCAFG00000032659.2	ENSG00000170417.16
OG0007634	ENSCAFG00000012452.6	ENSG00000108091.11
OG0007635	ENSCAFG00000009740.5	ENSG00000111837.11
OG0007636	ENSCAFG00000023596.3	ENSG00000135953.11
OG0007637	ENSCAFG00000002130.5	ENSG00000115616.3
OG0007638	ENSCAFG00000009747.1	ENSG00000124827.7
OG0007639	ENSCAFG00000018073.4	ENSG00000140368.13
OG0007640	ENSCAFG00000009748.3	ENSG00000153157.13
OG0007641	ENSCAFG00000002138.4	ENSG00000115604.10
OG0007642	ENSCAFG00000009756.4	ENSG00000197977.4
OG0007643	ENSCAFG00000014285.4	ENSG00000125375.15
OG0007644	ENSCAFG00000009773.6	ENSG00000111859.17
OG0007645	ENSCAFG00000012396.4	ENSG00000165443.12
OG0007646	ENSCAFG00000029352.2	ENSG00000205269.6
OG0007647	ENSCAFG00000006991.5	ENSG00000088320.4
OG0007648	ENSCAFG00000012331.5	ENSG00000122870.12
OG0007649	ENSCAFG00000031946.2	ENSG00000165376.11
OG0007650	ENSCAFG00000014275.4	ENSG00000100485.12
OG0007651	ENSCAFG00000004613.5	ENSG00000004399.12
OG0007652	ENSCAFG00000009794.4	ENSG00000078401.7
OG0007653	ENSCAFG00000018642.5	ENSG00000007171.18
OG0007654	ENSCAFG00000002162.6	ENSG00000071054.16
OG0007655	ENSCAFG00000010723.6	ENSG00000119041.11
OG0007656	ENSCAFG00000018025.4	ENSG00000180269.7
OG0007657	ENSCAFG00000005444.5	ENSG00000147434.8
OG0007658	ENSCAFG00000005460.5	ENSG00000147432.7
OG0007659	ENSCAFG00000004871.5	ENSG00000172771.12
OG0007660	ENSCAFG00000019893.4	ENSG00000188523.8
OG0007662	ENSCAFG00000006336.4	ENSG00000172728.16
OG0007663	ENSCAFG00000005118.4	ENSG00000157020.18
OG0007664	ENSCAFG00000010588.4, ENSCAFG00000019054.3	ENSG00000175130.7
OG0007665	ENSCAFG00000016528.4	ENSG00000198400.11
OG0007666	ENSCAFG00000044690.1	ENSG00000134086.7
OG0007667	ENSCAFG00000000090.4	ENSG00000166603.5
OG0007668	ENSCAFG00000005535.4	ENSG00000196220.16
OG0007669	ENSCAFG00000018933.4	ENSG00000082213.18
OG0007670	ENSCAFG00000010674.5	ENSG00000084623.11
OG0007671	ENSCAFG00000016515.4	ENSG00000187800.13
OG0007672	ENSCAFG00000020284.5	ENSG00000175764.14
OG0007673	ENSCAFG00000008519.5	ENSG00000114993.17
OG0007674	ENSCAFG00000016789.5	ENSG00000142655.13
OG0007675	ENSCAFG00000006246.4	ENSG00000125861.14
OG0007676	ENSCAFG00000013334.5	ENSG00000173039.19
OG0007677	ENSCAFG00000002250.4	ENSG00000137103.20
OG0007678	ENSCAFG00000023748.3	ENSG00000147174.11
OG0007679	ENSCAFG00000010701.3	ENSG00000160051.11
OG0007680	ENSCAFG00000005548.4	ENSG00000070950.10
OG0007681	ENSCAFG00000010703.4	ENSG00000160050.14
OG0007682	ENSCAFG00000005553.4	ENSG00000180914.10
OG0007683	ENSCAFG00000010715.4	ENSG00000084652.16
OG0007684	ENSCAFG00000019566.3	ENSG00000165716.11
OG0007685	ENSCAFG00000012403.4	ENSG00000114270.17
OG0007686	ENSCAFG00000006374.4	ENSG00000088854.12
OG0007687	ENSCAFG00000014148.4	ENSG00000136378.15
OG0007688	ENSCAFG00000031371.1	ENSG00000163348.4
OG0007689	ENSCAFG00000030456.2	ENSG00000162441.12
OG0007690	ENSCAFG00000017035.4	ENSG00000166797.11
OG0007691	ENSCAFG00000013606.4	ENSG00000104133.15
OG0007692	ENSCAFG00000030705.2	ENSG00000130640.13
OG0007693	ENSCAFG00000001068.3	ENSG00000118518.15
OG0007694	ENSCAFG00000012050.4	ENSG00000143384.13
OG0007695	ENSCAFG00000012661.2	ENSG00000143390.17
OG0007696	ENSCAFG00000010934.4	ENSG00000162944.11
OG0007697	ENSCAFG00000003382.1	ENSG00000181817.6
OG0007698	ENSCAFG00000015943.5	ENSG00000166450.13
OG0007699	ENSCAFG00000011605.4	ENSG00000100842.13
OG0007700	ENSCAFG00000032030.2	ENSG00000183160.9
OG0007701	ENSCAFG00000015468.5	ENSG00000169991.11
OG0007702	ENSCAFG00000019811.4	ENSG00000204991.11
OG0007703	ENSCAFG00000003014.3	ENSG00000255690.3
OG0007704	ENSCAFG00000019522.2	ENSG00000054179.12
OG0007705	ENSCAFG00000019802.5	ENSG00000141013.17
OG0007706	ENSCAFG00000003001.4	ENSG00000153814.13
OG0007707	ENSCAFG00000016688.4	ENSG00000079482.13
OG0007708	ENSCAFG00000025434.3	ENSG00000205693.3
OG0007709	ENSCAFG00000010963.4	ENSG00000061794.13
OG0007710	ENSCAFG00000002963.5	ENSG00000253293.5
OG0007711	ENSCAFG00000016623.5	ENSG00000155659.15
OG0007712	ENSCAFG00000013244.3	ENSG00000111276.11
OG0007713	ENSCAFG00000002957.4	ENSG00000122592.8
OG0007714	ENSCAFG00000002950.5	ENSG00000106004.5
OG0007715	ENSCAFG00000002936.5	ENSG00000105991.9
OG0007716	ENSCAFG00000002921.4	ENSG00000005020.13
OG0007717	ENSCAFG00000005216.4	ENSG00000168038.11
OG0007718	ENSCAFG00000005246.4	ENSG00000187094.12
OG0007719	ENSCAFG00000013392.4	ENSG00000181555.20
OG0007720	ENSCAFG00000011224.5	ENSG00000110887.8
OG0007721	ENSCAFG00000023538.3	ENSG00000087087.20
OG0007722	ENSCAFG00000003314.4	ENSG00000196975.16
OG0007724	ENSCAFG00000020263.5	ENSG00000095303.17
OG0007725	ENSCAFG00000003022.6	ENSG00000116990.11
OG0007726	ENSCAFG00000008435.4	ENSG00000131043.12
OG0007727	ENSCAFG00000019516.4	ENSG00000115257.15
OG0007728	ENSCAFG00000015767.5	ENSG00000089597.18
OG0007729	ENSCAFG00000012856.5	ENSG00000182134.16
OG0007730	ENSCAFG00000030769.2	ENSG00000213699.9
OG0007731	ENSCAFG00000017312.4	ENSG00000174442.12
OG0007732	ENSCAFG00000003031.5	ENSG00000084072.17
OG0007733	ENSCAFG00000007832.5	ENSG00000152284.5
OG0007734	ENSCAFG00000008944.4	ENSG00000144040.13
OG0007735	ENSCAFG00000017332.4	ENSG00000137834.15
OG0007736	ENSCAFG00000044408.1	ENSG00000101049.17
OG0007737	ENSCAFG00000016342.4	ENSG00000169851.15
OG0007738	ENSCAFG00000009336.4	ENSG00000101057.16
OG0007739	ENSCAFG00000017422.5	ENSG00000103599.20
OG0007740	ENSCAFG00000018197.4	ENSG00000091262.15, ENSG00000275331.5
OG0007741	ENSCAFG00000017369.5	ENSG00000141179.14
OG0007742	ENSCAFG00000019878.4	ENSG00000167508.12
OG0007743	ENSCAFG00000010369.4	ENSG00000142920.17
OG0007744	ENSCAFG00000019875.5	ENSG00000158717.11
OG0007745	ENSCAFG00000017473.4	ENSG00000128973.13
OG0007746	ENSCAFG00000019873.5	ENSG00000174177.13
OG0007747	ENSCAFG00000017476.4	ENSG00000169018.6
OG0007748	ENSCAFG00000018973.5	ENSG00000113100.10
OG0007749	ENSCAFG00000000603.4	ENSG00000025770.19
OG0007750	ENSCAFG00000014291.4	ENSG00000129933.21
OG0007751	ENSCAFG00000004095.4	ENSG00000024422.12
OG0007752	ENSCAFG00000006378.4	ENSG00000051009.10
OG0007753	ENSCAFG00000012349.4	ENSG00000143363.17
OG0007755	ENSCAFG00000016434.4	ENSG00000286192.1, ENSG00000122687.19
OG0007756	ENSCAFG00000016431.4	ENSG00000106268.15
OG0007757	ENSCAFG00000003407.4	ENSG00000075340.23
OG0007758	ENSCAFG00000016406.3	ENSG00000136213.10
OG0007759	ENSCAFG00000000970.4	ENSG00000183569.18
OG0007760	ENSCAFG00000019892.4	ENSG00000125492.10
OG0007761	ENSCAFG00000004723.5	ENSG00000104783.14
OG0007762	ENSCAFG00000000965.3	ENSG00000189306.11
