Orthogroup	C_familiaris.pep	M_musculus.pep
OG0005410	ENSCAFG00000000244.6	ENSMUSG00000019992.8
OG0005411	ENSCAFG00000013169.4	ENSMUSG00000027109.16
OG0005412	ENSCAFG00000019938.5	ENSMUSG00000026842.16
OG0005413	ENSCAFG00000001459.5	ENSMUSG00000029790.16
OG0005414	ENSCAFG00000010040.5	ENSMUSG00000055491.14
OG0005415	ENSCAFG00000010188.4	ENSMUSG00000050199.13
OG0005416	ENSCAFG00000011820.4	ENSMUSG00000015748.13
OG0005417	ENSCAFG00000019674.4	ENSMUSG00000028964.14
OG0005418	ENSCAFG00000013158.4, ENSCAFG00000003970.4	ENSMUSG00000055612.15
OG0005419	ENSCAFG00000025158.3, ENSCAFG00000018718.5	ENSMUSG00000061950.17
OG0005420	ENSCAFG00000001074.3, ENSCAFG00000001072.4	ENSMUSG00000015519.12
OG0005421	ENSCAFG00000011853.4	ENSMUSG00000028106.13
OG0005422	ENSCAFG00000046486.1	ENSMUSG00000042380.8
OG0005423	ENSCAFG00000013096.5	ENSMUSG00000049044.16
OG0005424	ENSCAFG00000000445.5	ENSMUSG00000096054.3
OG0005425	ENSCAFG00000000217.5	ENSMUSG00000019970.15
OG0005426	ENSCAFG00000001114.4	ENSMUSG00000039031.16
OG0005427	ENSCAFG00000002986.4	ENSMUSG00000020280.12
OG0005428	ENSCAFG00000002981.4	ENSMUSG00000020275.9
OG0005429	ENSCAFG00000009003.5	ENSMUSG00000037921.15
OG0005430	ENSCAFG00000023249.4	ENSMUSG00000044006.8
OG0005431	ENSCAFG00000007492.5	ENSMUSG00000058056.16
OG0005432	ENSCAFG00000018761.5	ENSMUSG00000041482.17
OG0005433	ENSCAFG00000003431.4	ENSMUSG00000014542.3
OG0005434	ENSCAFG00000007679.4	ENSMUSG00000038005.15
OG0005435	ENSCAFG00000007681.4	ENSMUSG00000031647.10
OG0005436	ENSCAFG00000007683.4	ENSMUSG00000057228.6
OG0005437	ENSCAFG00000005904.5	ENSMUSG00000056121.16
OG0005438	ENSCAFG00000018944.3	ENSMUSG00000031131.11
OG0005439	ENSCAFG00000005243.4	ENSMUSG00000090958.2
OG0005440	ENSCAFG00000015009.6	ENSMUSG00000031833.10, ENSMUSG00000110763.1
OG0005441	ENSCAFG00000019238.4	ENSMUSG00000029061.2
OG0005442	ENSCAFG00000012257.4	ENSMUSG00000022841.15
OG0005443	ENSCAFG00000010387.4	ENSMUSG00000000392.17
OG0005444	ENSCAFG00000009130.4	ENSMUSG00000025159.8
OG0005445	ENSCAFG00000025002.4	ENSMUSG00000035000.8
OG0005446	ENSCAFG00000014625.4	ENSMUSG00000006299.13
OG0005447	ENSCAFG00000000934.4	ENSMUSG00000022371.16
OG0005448	ENSCAFG00000011677.5	ENSMUSG00000028906.17
OG0005449	ENSCAFG00000016596.4	ENSMUSG00000041544.11
OG0005450	ENSCAFG00000013142.4	ENSMUSG00000038663.7
OG0005451	ENSCAFG00000017761.5	ENSMUSG00000033632.16
OG0005452	ENSCAFG00000012695.4	ENSMUSG00000026270.11
OG0005453	ENSCAFG00000009016.5	ENSMUSG00000025154.15
OG0005454	ENSCAFG00000000998.5	ENSMUSG00000024193.8
OG0005455	ENSCAFG00000012956.4	ENSMUSG00000028803.18
OG0005456	ENSCAFG00000012169.4	ENSMUSG00000028860.13
OG0005457	ENSCAFG00000011118.4	ENSMUSG00000026240.12
OG0005458	ENSCAFG00000028584.2	ENSMUSG00000026237.5
OG0005459	ENSCAFG00000012095.4	ENSMUSG00000037692.14
OG0005460	ENSCAFG00000012140.4	ENSMUSG00000038943.16
OG0005462	ENSCAFG00000013412.4	ENSMUSG00000048222.3, ENSMUSG00000068479.5
OG0005463	ENSCAFG00000011996.4	ENSMUSG00000028640.11
OG0005464	ENSCAFG00000011946.4	ENSMUSG00000027502.11
OG0005465	ENSCAFG00000013214.4	ENSMUSG00000027248.13
OG0005466	ENSCAFG00000011920.5	ENSMUSG00000074570.14
OG0005467	ENSCAFG00000030763.2	ENSMUSG00000027495.4
OG0005468	ENSCAFG00000019249.4	ENSMUSG00000000751.13
OG0005469	ENSCAFG00000031626.2	ENSMUSG00000038217.13
OG0005470	ENSCAFG00000019221.4	ENSMUSG00000020850.14
OG0005471	ENSCAFG00000032628.2	ENSMUSG00000112920.1, ENSMUSG00000069825.12
OG0005472	ENSCAFG00000030112.2	ENSMUSG00000025408.15
OG0005473	ENSCAFG00000018087.4	ENSMUSG00000047804.15
OG0005474	ENSCAFG00000000229.4	ENSMUSG00000040354.14
OG0005475	ENSCAFG00000043612.1, ENSCAFG00000028596.2	ENSMUSG00000040345.10
OG0005476	ENSCAFG00000000223.4	ENSMUSG00000025407.7
OG0005477	ENSCAFG00000000215.5	ENSMUSG00000025404.15
OG0005478	ENSCAFG00000019984.4	ENSMUSG00000039483.10
OG0005479	ENSCAFG00000016978.4	ENSMUSG00000032370.8
OG0005480	ENSCAFG00000012302.5	ENSMUSG00000032123.5
OG0005481	ENSCAFG00000004357.5	ENSMUSG00000074358.9
OG0005483	ENSCAFG00000016508.4	ENSMUSG00000041649.13
OG0005484	ENSCAFG00000014030.4	ENSMUSG00000035202.8
OG0005485	ENSCAFG00000018247.4	ENSMUSG00000002477.5
OG0005486	ENSCAFG00000007105.4	ENSMUSG00000037003.16
OG0005487	ENSCAFG00000013815.3	ENSMUSG00000060509.5
OG0005488	ENSCAFG00000019172.4	ENSMUSG00000031349.4
OG0005489	ENSCAFG00000004652.5	ENSMUSG00000045594.10
OG0005490	ENSCAFG00000019645.4	ENSMUSG00000051412.6
OG0005491	ENSCAFG00000006755.4	ENSMUSG00000029642.11
OG0005492	ENSCAFG00000017526.5	ENSMUSG00000034177.15
OG0005493	ENSCAFG00000017528.6	ENSMUSG00000070345.3
OG0005494	ENSCAFG00000012737.5	ENSMUSG00000005968.14
OG0005496	ENSCAFG00000012967.4	ENSMUSG00000005615.15
OG0005497	ENSCAFG00000029405.1	ENSMUSG00000078771.10
OG0005498	ENSCAFG00000012707.4	ENSMUSG00000005779.12
OG0005499	ENSCAFG00000018629.4	ENSMUSG00000017677.11
OG0005500	ENSCAFG00000016468.5	ENSMUSG00000029173.12
OG0005501	ENSCAFG00000031341.2	ENSMUSG00000095654.2
OG0005502	ENSCAFG00000018638.5	ENSMUSG00000018334.18
OG0005503	ENSCAFG00000001105.4	ENSMUSG00000056258.9
OG0005504	ENSCAFG00000016558.4	ENSMUSG00000029009.17
OG0005505	ENSCAFG00000013646.5	ENSMUSG00000009070.14
OG0005506	ENSCAFG00000007465.5	ENSMUSG00000030494.13
OG0005507	ENSCAFG00000006188.5	ENSMUSG00000031486.15
OG0005509	ENSCAFG00000009321.4	ENSMUSG00000021408.15
OG0005510	ENSCAFG00000012603.4	ENSMUSG00000002031.13
OG0005511	ENSCAFG00000009326.4	ENSMUSG00000038286.11
OG0005512	ENSCAFG00000007486.5	ENSMUSG00000023072.14
OG0005513	ENSCAFG00000006161.3	ENSMUSG00000031489.15
OG0005514	ENSCAFG00000015668.4	ENSMUSG00000067365.10
OG0005515	ENSCAFG00000023936.3	ENSMUSG00000048118.17
OG0005516	ENSCAFG00000047045.1, ENSCAFG00000015675.4	ENSMUSG00000067367.9
OG0005517	ENSCAFG00000041872.1	ENSMUSG00000028737.15
OG0005518	ENSCAFG00000015688.5	ENSMUSG00000029127.15
OG0005519	ENSCAFG00000015693.3	ENSMUSG00000029126.7
OG0005520	ENSCAFG00000015700.5	ENSMUSG00000029125.14
OG0005521	ENSCAFG00000012890.4	ENSMUSG00000027018.11
OG0005522	ENSCAFG00000049846.1	ENSMUSG00000021079.16
OG0005523	ENSCAFG00000007555.4	ENSMUSG00000030417.15
OG0005524	ENSCAFG00000012766.4	ENSMUSG00000059890.16
OG0005525	ENSCAFG00000031455.2	ENSMUSG00000031950.7
OG0005526	ENSCAFG00000020071.4	ENSMUSG00000031949.17
OG0005527	ENSCAFG00000008720.4	ENSMUSG00000031783.10
OG0005528	ENSCAFG00000012806.4	ENSMUSG00000032092.5
OG0005529	ENSCAFG00000012521.5	ENSMUSG00000041997.16
OG0005530	ENSCAFG00000001141.4	ENSMUSG00000005125.13
OG0005531	ENSCAFG00000014445.4	ENSMUSG00000038812.16
OG0005532	ENSCAFG00000018004.4	ENSMUSG00000031430.8, ENSMUSG00000115864.1
OG0005533	ENSCAFG00000019613.5	ENSMUSG00000032750.13
OG0005534	ENSCAFG00000018007.4	ENSMUSG00000116430.1, ENSMUSG00000031429.14
OG0005535	ENSCAFG00000003600.4	ENSMUSG00000071317.4
OG0005536	ENSCAFG00000015461.4	ENSMUSG00000071662.4
OG0005537	ENSCAFG00000010199.4	ENSMUSG00000042185.14
OG0005538	ENSCAFG00000003653.5	ENSMUSG00000019849.11
OG0005539	ENSCAFG00000013625.4	ENSMUSG00000022875.18, ENSMUSG00000060459.14
OG0005540	ENSCAFG00000001096.4	ENSMUSG00000022377.16
OG0005541	ENSCAFG00000019552.5	ENSMUSG00000035697.14
OG0005542	ENSCAFG00000018463.4	ENSMUSG00000019373.11
OG0005543	ENSCAFG00000013599.4	ENSMUSG00000022877.9
OG0005544	ENSCAFG00000007933.4	ENSMUSG00000029433.16
OG0005545	ENSCAFG00000001086.4	ENSMUSG00000049086.8, ENSMUSG00000022346.15
OG0005546	ENSCAFG00000007859.4	ENSMUSG00000029427.11
OG0005547	ENSCAFG00000020412.5	ENSMUSG00000028180.18
OG0005548	ENSCAFG00000007837.5	ENSMUSG00000029414.11
OG0005549	ENSCAFG00000031800.2	ENSMUSG00000035759.4
OG0005550	ENSCAFG00000028720.2	ENSMUSG00000053870.7
OG0005551	ENSCAFG00000017412.4, ENSCAFG00000010304.5	ENSMUSG00000032035.16
OG0005552	ENSCAFG00000029985.2	ENSMUSG00000037075.7, ENSMUSG00000115463.1
OG0005553	ENSCAFG00000020401.5	ENSMUSG00000096225.7
OG0005554	ENSCAFG00000015879.6	ENSMUSG00000040860.16
OG0005555	ENSCAFG00000020392.4	ENSMUSG00000038975.14
OG0005556	ENSCAFG00000011261.4	ENSMUSG00000042121.16
OG0005557	ENSCAFG00000014089.1	ENSMUSG00000034520.14
OG0005558	ENSCAFG00000018048.3	ENSMUSG00000090122.3
OG0005559	ENSCAFG00000003935.5	ENSMUSG00000061298.14
OG0005560	ENSCAFG00000001012.4	ENSMUSG00000116332.1, ENSMUSG00000022357.2
OG0005561	ENSCAFG00000028982.2	ENSMUSG00000036995.7
OG0005562	ENSCAFG00000018445.4	ENSMUSG00000037466.13
OG0005563	ENSCAFG00000001007.5	ENSMUSG00000116076.1, ENSMUSG00000022358.7
OG0005564	ENSCAFG00000020376.4	ENSMUSG00000039068.16
OG0005565	ENSCAFG00000003982.5	ENSMUSG00000028544.14
OG0005566	ENSCAFG00000013291.5	ENSMUSG00000001604.14
OG0005567	ENSCAFG00000000992.5	ENSMUSG00000022360.8, ENSMUSG00000116053.1
OG0005568	ENSCAFG00000004030.4	ENSMUSG00000028719.8
OG0005569	ENSCAFG00000032449.2	ENSMUSG00000001672.14
OG0005570	ENSCAFG00000005565.4	ENSMUSG00000069495.12
OG0005571	ENSCAFG00000020288.4	ENSMUSG00000041308.6
OG0005572	ENSCAFG00000029835.2, ENSCAFG00000012382.3	ENSMUSG00000031917.12
OG0005573	ENSCAFG00000020345.4	ENSMUSG00000028036.6
OG0005574	ENSCAFG00000009755.5	ENSMUSG00000031665.7
OG0005575	ENSCAFG00000020321.5	ENSMUSG00000036745.15
OG0005576	ENSCAFG00000013529.4	ENSMUSG00000033411.16
OG0005578	ENSCAFG00000014676.5	ENSMUSG00000041986.16
OG0005579	ENSCAFG00000000741.4	ENSMUSG00000022340.15
OG0005580	ENSCAFG00000020050.5	ENSMUSG00000019715.14
OG0005581	ENSCAFG00000000738.5	ENSMUSG00000022339.9
OG0005582	ENSCAFG00000014613.5	ENSMUSG00000032030.16
OG0005583	ENSCAFG00000019740.6	ENSMUSG00000039953.13
OG0005584	ENSCAFG00000008338.4, ENSCAFG00000020311.4	ENSMUSG00000028187.10
OG0005585	ENSCAFG00000020309.5	ENSMUSG00000028188.13
OG0005586	ENSCAFG00000020306.3	ENSMUSG00000028189.12
OG0005587	ENSCAFG00000018044.3, ENSCAFG00000000713.4	ENSMUSG00000022337.7
OG0005588	ENSCAFG00000009983.4	ENSMUSG00000045333.15
OG0005589	ENSCAFG00000018357.4	ENSMUSG00000020537.9
OG0005590	ENSCAFG00000016279.5	ENSMUSG00000028914.13
OG0005591	ENSCAFG00000001632.4	ENSMUSG00000033837.5
OG0005592	ENSCAFG00000019197.5	ENSMUSG00000034917.8
OG0005593	ENSCAFG00000014211.5	ENSMUSG00000027202.12
OG0005594	ENSCAFG00000014277.4	ENSMUSG00000027203.15
OG0005595	ENSCAFG00000031849.2	ENSMUSG00000026999.14
OG0005596	ENSCAFG00000018424.5	ENSMUSG00000000538.18
OG0005597	ENSCAFG00000042787.1	ENSMUSG00000036853.5
OG0005598	ENSCAFG00000020287.4	ENSMUSG00000036863.12
OG0005599	ENSCAFG00000004075.5	ENSMUSG00000020647.10
OG0005600	ENSCAFG00000000682.4	ENSMUSG00000042895.6
OG0005601	ENSCAFG00000005773.5	ENSMUSG00000017412.15
OG0005602	ENSCAFG00000000680.4	ENSMUSG00000022307.16
OG0005603	ENSCAFG00000013995.5	ENSMUSG00000020196.10
OG0005604	ENSCAFG00000006938.4	ENSMUSG00000078762.10
OG0005605	ENSCAFG00000020273.4	ENSMUSG00000074182.8
OG0005606	ENSCAFG00000019897.4	ENSMUSG00000043535.13
OG0005607	ENSCAFG00000010336.4	ENSMUSG00000030522.14
OG0005608	ENSCAFG00000005266.4	ENSMUSG00000030278.11
OG0005609	ENSCAFG00000008237.5	ENSMUSG00000021972.14
OG0005610	ENSCAFG00000016916.4	ENSMUSG00000013418.8
OG0005611	ENSCAFG00000001299.5	ENSMUSG00000075600.3
OG0005612	ENSCAFG00000010306.6	ENSMUSG00000030523.18
OG0005613	ENSCAFG00000019298.5	ENSMUSG00000020745.15
OG0005614	ENSCAFG00000019882.5	ENSMUSG00000026812.16
OG0005615	ENSCAFG00000016292.5	ENSMUSG00000051790.15
OG0005616	ENSCAFG00000017107.4	ENSMUSG00000050721.9
OG0005617	ENSCAFG00000016661.1	ENSMUSG00000032226.5
OG0005618	ENSCAFG00000018826.4	ENSMUSG00000031112.10
OG0005619	ENSCAFG00000013999.4	ENSMUSG00000059820.14
OG0005620	ENSCAFG00000019014.4	ENSMUSG00000001227.12
OG0005621	ENSCAFG00000000663.4	ENSMUSG00000106903.3, ENSMUSG00000022300.10
OG0005622	ENSCAFG00000014016.4	ENSMUSG00000000168.9
OG0005623	ENSCAFG00000017275.4	ENSMUSG00000020405.4
OG0005624	ENSCAFG00000029191.2	ENSMUSG00000028832.11
OG0005625	ENSCAFG00000049975.1, ENSCAFG00000029233.2	ENSMUSG00000020492.11
OG0005626	ENSCAFG00000018829.5	ENSMUSG00000036131.12
OG0005627	ENSCAFG00000000656.4	ENSMUSG00000054196.7, ENSMUSG00000106929.3
OG0005628	ENSCAFG00000016086.5	ENSMUSG00000041445.9
OG0005629	ENSCAFG00000001395.6	ENSMUSG00000055065.7
OG0005630	ENSCAFG00000000654.4	ENSMUSG00000107137.5, ENSMUSG00000022297.15
OG0005631	ENSCAFG00000028936.2	ENSMUSG00000024223.3
OG0005632	ENSCAFG00000015128.4	ENSMUSG00000041143.16
OG0005633	ENSCAFG00000000649.4	ENSMUSG00000022295.8, ENSMUSG00000116394.1
OG0005634	ENSCAFG00000023125.4	ENSMUSG00000028747.10
OG0005635	ENSCAFG00000016690.5	ENSMUSG00000032235.15
OG0005636	ENSCAFG00000012671.4	ENSMUSG00000028834.13
OG0005637	ENSCAFG00000030412.2	ENSMUSG00000027381.16
OG0005638	ENSCAFG00000012655.4	ENSMUSG00000050890.15
OG0005639	ENSCAFG00000019492.5	ENSMUSG00000029028.14
OG0005640	ENSCAFG00000011256.4	ENSMUSG00000025857.10
OG0005641	ENSCAFG00000000059.4	ENSMUSG00000062345.10
OG0005642	ENSCAFG00000014705.4	ENSMUSG00000030127.15
OG0005643	ENSCAFG00000017347.4	ENSMUSG00000020544.14
OG0005644	ENSCAFG00000011583.4	ENSMUSG00000039202.12
OG0005645	ENSCAFG00000011309.4	ENSMUSG00000025858.12
OG0005646	ENSCAFG00000019507.4	ENSMUSG00000039546.9
OG0005647	ENSCAFG00000012581.5	ENSMUSG00000037443.13
OG0005648	ENSCAFG00000019514.4	ENSMUSG00000039577.17
OG0005649	ENSCAFG00000006520.4	ENSMUSG00000045053.2
OG0005650	ENSCAFG00000017682.5	ENSMUSG00000034951.10
OG0005651	ENSCAFG00000012488.2	ENSMUSG00000050966.9
OG0005652	ENSCAFG00000017687.4	ENSMUSG00000030873.9
OG0005653	ENSCAFG00000011760.5	ENSMUSG00000039176.17
OG0005654	ENSCAFG00000012792.6	ENSMUSG00000020430.12
OG0005655	ENSCAFG00000012827.4	ENSMUSG00000020432.12
OG0005656	ENSCAFG00000014586.4	ENSMUSG00000038429.10
OG0005657	ENSCAFG00000007692.4, ENSCAFG00000042755.1	ENSMUSG00000050732.9, ENSMUSG00000103205.1
OG0005658	ENSCAFG00000002463.4	ENSMUSG00000024251.10
OG0005659	ENSCAFG00000009212.4	ENSMUSG00000038372.14
OG0005660	ENSCAFG00000013332.4	ENSMUSG00000027104.18
OG0005661	ENSCAFG00000020023.4	ENSMUSG00000079484.12
OG0005662	ENSCAFG00000032414.2	ENSMUSG00000031557.16
OG0005663	ENSCAFG00000013833.4	ENSMUSG00000001741.12
OG0005664	ENSCAFG00000013283.4	ENSMUSG00000027107.3
OG0005666	ENSCAFG00000013849.4	ENSMUSG00000011154.17
OG0005668	ENSCAFG00000002928.6	ENSMUSG00000028369.15
OG0005669	ENSCAFG00000049987.1	ENSMUSG00000075702.9
OG0005670	ENSCAFG00000016578.4	ENSMUSG00000042444.10
OG0005671	ENSCAFG00000016526.4	ENSMUSG00000029547.10
OG0005672	ENSCAFG00000001003.4	ENSMUSG00000068101.11
OG0005673	ENSCAFG00000013239.4	ENSMUSG00000008226.14
OG0005674	ENSCAFG00000019021.4	ENSMUSG00000010392.8
OG0005675	ENSCAFG00000042181.1	ENSMUSG00000041777.12
OG0005676	ENSCAFG00000002543.4	ENSMUSG00000024127.15
OG0005677	ENSCAFG00000023991.4	ENSMUSG00000035640.18
OG0005678	ENSCAFG00000019991.4	ENSMUSG00000039515.11
OG0005679	ENSCAFG00000019538.4	ENSMUSG00000003068.16
OG0005680	ENSCAFG00000020001.4	ENSMUSG00000026856.14
OG0005681	ENSCAFG00000006215.5	ENSMUSG00000007080.14
OG0005682	ENSCAFG00000013246.4	ENSMUSG00000044626.13
OG0005683	ENSCAFG00000030228.2	ENSMUSG00000032940.16
OG0005684	ENSCAFG00000045006.1	ENSMUSG00000111113.1, ENSMUSG00000043811.5
OG0005686	ENSCAFG00000004909.5	ENSMUSG00000043059.16
OG0005687	ENSCAFG00000004824.5	ENSMUSG00000045039.9
OG0005688	ENSCAFG00000031679.1	ENSMUSG00000023176.9
OG0005689	ENSCAFG00000019688.4	ENSMUSG00000039852.17
OG0005690	ENSCAFG00000017161.5	ENSMUSG00000034157.12
OG0005691	ENSCAFG00000019813.4	ENSMUSG00000032815.16
OG0005692	ENSCAFG00000042036.1, ENSCAFG00000004448.4	ENSMUSG00000003549.9
OG0005693	ENSCAFG00000013432.4	ENSMUSG00000047434.14
OG0005694	ENSCAFG00000000795.5	ENSMUSG00000023868.17
OG0005695	ENSCAFG00000002416.4	ENSMUSG00000035517.17
OG0005696	ENSCAFG00000014752.5	ENSMUSG00000027082.15
OG0005697	ENSCAFG00000030020.2	ENSMUSG00000036078.16
OG0005698	ENSCAFG00000001173.4	ENSMUSG00000036800.8
OG0005699	ENSCAFG00000015014.4	ENSMUSG00000022756.17
OG0005700	ENSCAFG00000014796.5	ENSMUSG00000056870.9
OG0005701	ENSCAFG00000029971.2	ENSMUSG00000040550.17
OG0005702	ENSCAFG00000015060.5	ENSMUSG00000022758.14
OG0005703	ENSCAFG00000005282.5, ENSCAFG00000005575.4	ENSMUSG00000031538.6
OG0005704	ENSCAFG00000018839.4	ENSMUSG00000022494.15
OG0005705	ENSCAFG00000001595.3	ENSMUSG00000022550.18
OG0005706	ENSCAFG00000043521.1	ENSMUSG00000055963.12
OG0005707	ENSCAFG00000005526.4	ENSMUSG00000031537.15
OG0005708	ENSCAFG00000010340.6	ENSMUSG00000028796.17
OG0005709	ENSCAFG00000019548.5	ENSMUSG00000026941.16
OG0005710	ENSCAFG00000001017.4	ENSMUSG00000079605.5, ENSMUSG00000117819.1
OG0005711	ENSCAFG00000020094.3	ENSMUSG00000039157.12
OG0005712	ENSCAFG00000000268.3	ENSMUSG00000044542.3
OG0005713	ENSCAFG00000018792.4	ENSMUSG00000017405.14
OG0005714	ENSCAFG00000007054.4	ENSMUSG00000058239.13
OG0005715	ENSCAFG00000017779.5	ENSMUSG00000032340.8
OG0005716	ENSCAFG00000009179.4	ENSMUSG00000078773.11
OG0005717	ENSCAFG00000003578.5	ENSMUSG00000029859.6
OG0005718	ENSCAFG00000035539.2	ENSMUSG00000048497.11, ENSMUSG00000061273.3
OG0005719	ENSCAFG00000009240.6	ENSMUSG00000040720.15
OG0005720	ENSCAFG00000019266.4	ENSMUSG00000065990.12
OG0005721	ENSCAFG00000020037.6	ENSMUSG00000039678.12
OG0005722	ENSCAFG00000018891.4	ENSMUSG00000023074.11
OG0005723	ENSCAFG00000009305.5	ENSMUSG00000040728.15
OG0005724	ENSCAFG00000002852.4	ENSMUSG00000107482.2, ENSMUSG00000004610.4
OG0005725	ENSCAFG00000011825.5	ENSMUSG00000013523.13
OG0005726	ENSCAFG00000019030.4	ENSMUSG00000057880.12
OG0005727	ENSCAFG00000043857.1, ENSCAFG00000019259.4	ENSMUSG00000029066.12
OG0005728	ENSCAFG00000011808.5	ENSMUSG00000047907.11
OG0005729	ENSCAFG00000020192.2, ENSCAFG00000018870.5	ENSMUSG00000025630.8
OG0005730	ENSCAFG00000003615.5	ENSMUSG00000029860.16
OG0005731	ENSCAFG00000016684.5	ENSMUSG00000025873.16
OG0005732	ENSCAFG00000018867.5	ENSMUSG00000025626.16
OG0005733	ENSCAFG00000016689.4	ENSMUSG00000047547.14
OG0005734	ENSCAFG00000013843.5	ENSMUSG00000033427.14
OG0005735	ENSCAFG00000009703.4	ENSMUSG00000022095.9
OG0005736	ENSCAFG00000003619.4	ENSMUSG00000029862.16
OG0005737	ENSCAFG00000016694.4	ENSMUSG00000025869.11
OG0005738	ENSCAFG00000041093.1	ENSMUSG00000003660.10
OG0005739	ENSCAFG00000011625.5	ENSMUSG00000027544.16
OG0005740	ENSCAFG00000017071.4	ENSMUSG00000031311.17
OG0005741	ENSCAFG00000014320.4	ENSMUSG00000025872.5
OG0005742	ENSCAFG00000030079.2	ENSMUSG00000078919.10, ENSMUSG00000093752.1
OG0005743	ENSCAFG00000011576.5	ENSMUSG00000051149.15
OG0005744	ENSCAFG00000017625.5	ENSMUSG00000018425.18
OG0005745	ENSCAFG00000015221.5	ENSMUSG00000078517.12
OG0005746	ENSCAFG00000009460.4	ENSMUSG00000021519.11
OG0005747	ENSCAFG00000018715.4	ENSMUSG00000041958.10
OG0005748	ENSCAFG00000018672.4	ENSMUSG00000017344.4
OG0005749	ENSCAFG00000018668.4	ENSMUSG00000051232.13
OG0005750	ENSCAFG00000000718.5	ENSMUSG00000022387.17
OG0005751	ENSCAFG00000019601.5	ENSMUSG00000024176.10
OG0005752	ENSCAFG00000009114.4	ENSMUSG00000034248.7
OG0005753	ENSCAFG00000019260.4	ENSMUSG00000038290.15
OG0005754	ENSCAFG00000000711.4	ENSMUSG00000035845.17
OG0005755	ENSCAFG00000010258.4	ENSMUSG00000029524.16
OG0005756	ENSCAFG00000044942.1	ENSMUSG00000075705.12
OG0005757	ENSCAFG00000010377.5	ENSMUSG00000041740.16
OG0005758	ENSCAFG00000010408.5	ENSMUSG00000048578.11
OG0005759	ENSCAFG00000012514.4	ENSMUSG00000034412.13
OG0005760	ENSCAFG00000010114.4	ENSMUSG00000029516.19
OG0005761	ENSCAFG00000002493.5	ENSMUSG00000048874.15
OG0005762	ENSCAFG00000008849.5	ENSMUSG00000028228.5
OG0005763	ENSCAFG00000016022.5	ENSMUSG00000029195.10
OG0005764	ENSCAFG00000000341.4	ENSMUSG00000034620.17
OG0005765	ENSCAFG00000016161.4	ENSMUSG00000029185.14
OG0005766	ENSCAFG00000008628.4	ENSMUSG00000027552.14
OG0005767	ENSCAFG00000008598.4	ENSMUSG00000027550.14
OG0005768	ENSCAFG00000016208.5	ENSMUSG00000029174.18
OG0005769	ENSCAFG00000009029.4	ENSMUSG00000029599.13
OG0005770	ENSCAFG00000009046.4	ENSMUSG00000032741.9
OG0005771	ENSCAFG00000008505.4	ENSMUSG00000039795.14
OG0005772	ENSCAFG00000023925.3	ENSMUSG00000038086.4
OG0005773	ENSCAFG00000016265.4	ENSMUSG00000047881.14
OG0005774	ENSCAFG00000030018.2	ENSMUSG00000027531.16
OG0005775	ENSCAFG00000016269.4	ENSMUSG00000090061.9
OG0005776	ENSCAFG00000019272.4	ENSMUSG00000020238.14
OG0005777	ENSCAFG00000014979.5	ENSMUSG00000005299.6
OG0005778	ENSCAFG00000005048.4	ENSMUSG00000038564.11
OG0005779	ENSCAFG00000014202.6	ENSMUSG00000037112.16
OG0005780	ENSCAFG00000009146.5	ENSMUSG00000029594.12
OG0005781	ENSCAFG00000013552.5	ENSMUSG00000024941.9
OG0005782	ENSCAFG00000014210.4	ENSMUSG00000032056.10
OG0005783	ENSCAFG00000014213.4	ENSMUSG00000032053.8
OG0005784	ENSCAFG00000044253.1	ENSMUSG00000070858.12
OG0005785	ENSCAFG00000014873.4	ENSMUSG00000037235.13
OG0005786	ENSCAFG00000006869.4	ENSMUSG00000042213.17
OG0005787	ENSCAFG00000017492.4	ENSMUSG00000030766.15
OG0005788	ENSCAFG00000006544.5	ENSMUSG00000021940.10
OG0005789	ENSCAFG00000007088.3	ENSMUSG00000028243.5
OG0005790	ENSCAFG00000016987.4	ENSMUSG00000001507.16
OG0005791	ENSCAFG00000029040.2	ENSMUSG00000048108.13
OG0005792	ENSCAFG00000019779.4	ENSMUSG00000015488.14
OG0005793	ENSCAFG00000004526.6	ENSMUSG00000034893.9
OG0005794	ENSCAFG00000018917.4	ENSMUSG00000022200.8
OG0005795	ENSCAFG00000020409.5	ENSMUSG00000035770.8
OG0005796	ENSCAFG00000023022.4	ENSMUSG00000022197.16
OG0005797	ENSCAFG00000000096.4	ENSMUSG00000024519.6
OG0005798	ENSCAFG00000020364.4	ENSMUSG00000014846.12
OG0005799	ENSCAFG00000020363.4	ENSMUSG00000039199.6
OG0005800	ENSCAFG00000007203.4	ENSMUSG00000073987.4
OG0005801	ENSCAFG00000020374.5	ENSMUSG00000014791.10
OG0005802	ENSCAFG00000017968.4	ENSMUSG00000026063.4, ENSMUSG00000042433.2
OG0005803	ENSCAFG00000014750.4	ENSMUSG00000021831.9
OG0005804	ENSCAFG00000020375.5	ENSMUSG00000014859.9
OG0005805	ENSCAFG00000013538.4	ENSMUSG00000066687.5
OG0005806	ENSCAFG00000030126.1	ENSMUSG00000049796.4
OG0005807	ENSCAFG00000012156.4	ENSMUSG00000046561.9
OG0005808	ENSCAFG00000007344.5	ENSMUSG00000025912.16
OG0005809	ENSCAFG00000001543.4	ENSMUSG00000012535.14
OG0005810	ENSCAFG00000019902.5	ENSMUSG00000039844.20
OG0005812	ENSCAFG00000018135.4	ENSMUSG00000030652.11
OG0005813	ENSCAFG00000015656.4	ENSMUSG00000044712.15
