Orthogroup	C_familiaris.pep	A_carolinensis.pep
OG0006872	ENSCAFG00000004225.5	ENSACAG00000014533.3
OG0006873	ENSCAFG00000011314.5	ENSACAG00000012569.3
OG0006874	ENSCAFG00000013572.4	ENSACAG00000014587.3
OG0006875	ENSCAFG00000008710.4	ENSACAG00000012069.3
OG0006876	ENSCAFG00000004500.5	ENSACAG00000001917.3
OG0006877	ENSCAFG00000030913.2	ENSACAG00000001894.3
OG0006878	ENSCAFG00000004593.5	ENSACAG00000001469.3
OG0006879	ENSCAFG00000004577.5	ENSACAG00000001390.3
OG0006880	ENSCAFG00000004609.4	ENSACAG00000001135.3
OG0006881	ENSCAFG00000028722.2	ENSACAG00000001030.2
OG0006882	ENSCAFG00000019036.4	ENSACAG00000017995.2
OG0006883	ENSCAFG00000019062.4	ENSACAG00000018002.3
OG0006884	ENSCAFG00000019069.5	ENSACAG00000018004.3
OG0006885	ENSCAFG00000019080.4	ENSACAG00000018007.3
OG0006886	ENSCAFG00000006929.5	ENSACAG00000028478.1
OG0006887	ENSCAFG00000006897.4	ENSACAG00000014810.3
OG0006888	ENSCAFG00000006851.5	ENSACAG00000015025.3
OG0006889	ENSCAFG00000028869.2, ENSCAFG00000009200.2	ENSACAG00000015412.2
OG0006890	ENSCAFG00000018439.5	ENSACAG00000004092.2
OG0006891	ENSCAFG00000018516.4	ENSACAG00000011165.3
OG0006892	ENSCAFG00000018572.4	ENSACAG00000010737.3
OG0006893	ENSCAFG00000018578.5	ENSACAG00000010702.3
OG0006894	ENSCAFG00000018608.4	ENSACAG00000010303.3
OG0006895	ENSCAFG00000018622.5	ENSACAG00000010173.3
OG0006896	ENSCAFG00000018626.5	ENSACAG00000010148.3
OG0006897	ENSCAFG00000007166.3, ENSCAFG00000047055.1	ENSACAG00000008871.2
OG0006898	ENSCAFG00000007163.4	ENSACAG00000008879.3
OG0006899	ENSCAFG00000007449.4	ENSACAG00000015817.2
OG0006900	ENSCAFG00000007494.4	ENSACAG00000015873.3
OG0006901	ENSCAFG00000007670.4	ENSACAG00000016363.3
OG0006902	ENSCAFG00000009031.5	ENSACAG00000016641.3
OG0006903	ENSCAFG00000009047.4	ENSACAG00000016683.3
OG0006904	ENSCAFG00000009093.4	ENSACAG00000016768.2
OG0006905	ENSCAFG00000009138.5	ENSACAG00000016799.3
OG0006906	ENSCAFG00000009268.4	ENSACAG00000007847.3
OG0006907	ENSCAFG00000006280.4, ENSCAFG00000024415.1	ENSACAG00000009509.3
OG0006908	ENSCAFG00000008201.3	ENSACAG00000009559.2
OG0006909	ENSCAFG00000031950.2	ENSACAG00000009933.3
OG0006910	ENSCAFG00000007760.5	ENSACAG00000010353.3
OG0006911	ENSCAFG00000008788.4	ENSACAG00000010533.3
OG0006912	ENSCAFG00000008636.5	ENSACAG00000011160.3
OG0006913	ENSCAFG00000008582.5	ENSACAG00000011195.3
OG0006914	ENSCAFG00000008302.5	ENSACAG00000000488.3
OG0006915	ENSCAFG00000008051.4	ENSACAG00000013284.3
OG0006916	ENSCAFG00000007943.4	ENSACAG00000013172.2
OG0006917	ENSCAFG00000007927.4	ENSACAG00000013091.3
OG0006918	ENSCAFG00000007905.2	ENSACAG00000012936.3
OG0006919	ENSCAFG00000017834.4	ENSACAG00000008421.3
OG0006920	ENSCAFG00000016604.5	ENSACAG00000009232.3
OG0006921	ENSCAFG00000000593.5	ENSACAG00000002780.3
OG0006922	ENSCAFG00000030649.2	ENSACAG00000002752.3
OG0006923	ENSCAFG00000000721.5	ENSACAG00000001578.2
OG0006924	ENSCAFG00000002169.1	ENSACAG00000000915.1
OG0006925	ENSCAFG00000001498.5	ENSACAG00000011304.3
OG0006926	ENSCAFG00000001562.5	ENSACAG00000017743.2
OG0006927	ENSCAFG00000002188.5	ENSACAG00000016594.3
OG0006928	ENSCAFG00000001198.4	ENSACAG00000012762.3
OG0006929	ENSCAFG00000001316.4	ENSACAG00000013377.3
OG0006930	ENSCAFG00000001331.6	ENSACAG00000000279.3
OG0006931	ENSCAFG00000001404.4	ENSACAG00000001721.3
OG0006932	ENSCAFG00000001446.4	ENSACAG00000002032.3
OG0006933	ENSCAFG00000001453.4	ENSACAG00000002155.3
OG0006934	ENSCAFG00000001617.5	ENSACAG00000005655.3
OG0006935	ENSCAFG00000001690.5	ENSACAG00000005525.3
OG0006936	ENSCAFG00000001703.4	ENSACAG00000029442.1
OG0006937	ENSCAFG00000001820.4, ENSCAFG00000049104.1	ENSACAG00000012828.3
OG0006938	ENSCAFG00000001849.4	ENSACAG00000008993.3
OG0006939	ENSCAFG00000001897.6	ENSACAG00000001040.3
OG0006940	ENSCAFG00000001900.5	ENSACAG00000001191.3
OG0006941	ENSCAFG00000001902.5	ENSACAG00000001252.3
OG0006942	ENSCAFG00000029645.2	ENSACAG00000001257.2
OG0006943	ENSCAFG00000001974.6	ENSACAG00000002270.3
OG0006944	ENSCAFG00000031499.2	ENSACAG00000003374.3
OG0006946	ENSCAFG00000002131.4	ENSACAG00000004052.2
OG0006947	ENSCAFG00000001355.5	ENSACAG00000004132.3
OG0006948	ENSCAFG00000001416.5	ENSACAG00000004393.2
OG0006949	ENSCAFG00000008535.2, ENSCAFG00000013409.4	ENSACAG00000001896.3
OG0006950	ENSCAFG00000013167.4	ENSACAG00000002643.3
OG0006951	ENSCAFG00000013026.4	ENSACAG00000015177.3
OG0006952	ENSCAFG00000049696.1	ENSACAG00000015092.2
OG0006953	ENSCAFG00000012672.5	ENSACAG00000014828.3
OG0006954	ENSCAFG00000001713.4	ENSACAG00000017459.3
OG0006955	ENSCAFG00000031230.2	ENSACAG00000017515.2
OG0006956	ENSCAFG00000001652.4	ENSACAG00000028887.1
OG0006957	ENSCAFG00000001635.4	ENSACAG00000017614.3
OG0006958	ENSCAFG00000009069.4	ENSACAG00000013441.3
OG0006959	ENSCAFG00000000278.4	ENSACAG00000013281.3
OG0006960	ENSCAFG00000000293.4	ENSACAG00000013044.3
OG0006961	ENSCAFG00000015967.5	ENSACAG00000015800.3
OG0006962	ENSCAFG00000007860.4	ENSACAG00000012424.3
OG0006963	ENSCAFG00000015846.4	ENSACAG00000015814.3
OG0006964	ENSCAFG00000007790.5	ENSACAG00000012248.3
OG0006965	ENSCAFG00000031025.2	ENSACAG00000012222.3
OG0006966	ENSCAFG00000048370.1, ENSCAFG00000007785.3	ENSACAG00000024702.1
OG0006967	ENSCAFG00000015728.6	ENSACAG00000016179.2
OG0006968	ENSCAFG00000018398.4	ENSACAG00000011840.2
OG0006969	ENSCAFG00000031672.2	ENSACAG00000025647.2
OG0006970	ENSCAFG00000018329.3	ENSACAG00000011126.3
OG0006971	ENSCAFG00000018317.5	ENSACAG00000024024.2, ENSACAG00000010962.3
OG0006972	ENSCAFG00000014863.6	ENSACAG00000005527.3
OG0006973	ENSCAFG00000031902.2	ENSACAG00000005882.3
OG0006974	ENSCAFG00000017636.5	ENSACAG00000004053.3
OG0006975	ENSCAFG00000018928.5	ENSACAG00000006091.3
OG0006976	ENSCAFG00000017709.5	ENSACAG00000013223.3
OG0006977	ENSCAFG00000017729.4	ENSACAG00000013291.3
OG0006978	ENSCAFG00000007030.4	ENSACAG00000006650.3
OG0006979	ENSCAFG00000017802.4	ENSACAG00000013622.3
OG0006980	ENSCAFG00000017591.4	ENSACAG00000008781.3
OG0006981	ENSCAFG00000011056.5	ENSACAG00000008834.3
OG0006982	ENSCAFG00000010995.4	ENSACAG00000008987.2
OG0006983	ENSCAFG00000010958.7	ENSACAG00000009141.3
OG0006984	ENSCAFG00000042572.1, ENSCAFG00000043961.1	ENSACAG00000024324.1
OG0006985	ENSCAFG00000010880.4, ENSCAFG00000030295.2	ENSACAG00000009369.3
OG0006986	ENSCAFG00000006603.5	ENSACAG00000010999.2
OG0006987	ENSCAFG00000032625.2	ENSACAG00000010906.3
OG0006988	ENSCAFG00000017555.4	ENSACAG00000009811.3
OG0006989	ENSCAFG00000017515.6	ENSACAG00000014571.2
OG0006990	ENSCAFG00000017500.4	ENSACAG00000014674.2
OG0006991	ENSCAFG00000017305.6	ENSACAG00000017431.3
OG0006992	ENSCAFG00000018696.4	ENSACAG00000015591.3
OG0006993	ENSCAFG00000016504.6	ENSACAG00000015657.3
OG0006994	ENSCAFG00000016398.6	ENSACAG00000015723.3
OG0006995	ENSCAFG00000017215.4	ENSACAG00000017239.2
OG0006996	ENSCAFG00000017185.5	ENSACAG00000017198.3
OG0006997	ENSCAFG00000017166.5	ENSACAG00000017142.3
OG0006998	ENSCAFG00000017077.5	ENSACAG00000016982.3
OG0006999	ENSCAFG00000017042.4	ENSACAG00000006345.3, ENSACAG00000016951.3
OG0007000	ENSCAFG00000017093.4	ENSACAG00000017141.2
OG0007001	ENSCAFG00000016989.4	ENSACAG00000016718.3
OG0007002	ENSCAFG00000016948.5	ENSACAG00000016494.3
OG0007003	ENSCAFG00000016931.4	ENSACAG00000016466.2
OG0007004	ENSCAFG00000017334.4	ENSACAG00000016981.3
OG0007005	ENSCAFG00000017392.5	ENSACAG00000016939.3
OG0007006	ENSCAFG00000016891.4	ENSACAG00000016293.3
OG0007007	ENSCAFG00000017434.4	ENSACAG00000016820.3
OG0007008	ENSCAFG00000013926.4	ENSACAG00000016101.3
OG0007009	ENSCAFG00000013878.4	ENSACAG00000015894.3
OG0007010	ENSCAFG00000013872.4	ENSACAG00000015890.2
OG0007011	ENSCAFG00000006001.4	ENSACAG00000015840.3
OG0007012	ENSCAFG00000013678.4	ENSACAG00000001558.3
OG0007013	ENSCAFG00000008210.3	ENSACAG00000015833.2
OG0007014	ENSCAFG00000008199.5	ENSACAG00000015791.3
OG0007015	ENSCAFG00000017691.4	ENSACAG00000015632.3
OG0007016	ENSCAFG00000013881.4	ENSACAG00000017434.3
OG0007017	ENSCAFG00000017573.5	ENSACAG00000012007.3
OG0007018	ENSCAFG00000017583.5	ENSACAG00000012057.3
OG0007019	ENSCAFG00000017599.4	ENSACAG00000012084.3
OG0007020	ENSCAFG00000017629.6	ENSACAG00000012527.3
OG0007021	ENSCAFG00000017640.5	ENSACAG00000012652.3
OG0007022	ENSCAFG00000017664.4	ENSACAG00000012956.3
OG0007023	ENSCAFG00000017676.5	ENSACAG00000013045.3
OG0007025	ENSCAFG00000016709.4	ENSACAG00000013960.2
OG0007026	ENSCAFG00000016732.6	ENSACAG00000016500.3
OG0007027	ENSCAFG00000016809.5	ENSACAG00000016239.3
OG0007028	ENSCAFG00000016815.5	ENSACAG00000016176.3
OG0007029	ENSCAFG00000016858.4	ENSACAG00000016048.3
OG0007030	ENSCAFG00000029425.3	ENSACAG00000008280.3
OG0007031	ENSCAFG00000011222.4	ENSACAG00000015816.3
OG0007032	ENSCAFG00000019245.5	ENSACAG00000008629.3
OG0007033	ENSCAFG00000010383.5	ENSACAG00000015493.3
OG0007034	ENSCAFG00000042949.1	ENSACAG00000015314.3
OG0007035	ENSCAFG00000019186.4	ENSACAG00000009779.3
OG0007036	ENSCAFG00000009914.4	ENSACAG00000015083.3
OG0007037	ENSCAFG00000019402.4	ENSACAG00000021016.2
OG0007038	ENSCAFG00000005557.4	ENSACAG00000011920.3
OG0007039	ENSCAFG00000019408.4	ENSACAG00000011924.2
OG0007040	ENSCAFG00000009662.6	ENSACAG00000014307.3
OG0007041	ENSCAFG00000009632.5	ENSACAG00000014118.3
OG0007042	ENSCAFG00000019436.5	ENSACAG00000012475.3
OG0007043	ENSCAFG00000019440.6	ENSACAG00000012519.3
OG0007044	ENSCAFG00000009550.5	ENSACAG00000003755.3
OG0007045	ENSCAFG00000002663.4	ENSACAG00000004689.3
OG0007046	ENSCAFG00000015805.4	ENSACAG00000012914.3
OG0007047	ENSCAFG00000009248.5	ENSACAG00000004171.3
OG0007048	ENSCAFG00000009193.5	ENSACAG00000004085.3
OG0007049	ENSCAFG00000008942.5	ENSACAG00000003280.3
OG0007050	ENSCAFG00000019605.5	ENSACAG00000012594.3
OG0007051	ENSCAFG00000008833.4	ENSACAG00000003028.3
OG0007052	ENSCAFG00000008723.4	ENSACAG00000002490.3
OG0007053	ENSCAFG00000007928.4	ENSACAG00000017202.3
OG0007054	ENSCAFG00000008717.4	ENSACAG00000002440.3
OG0007055	ENSCAFG00000016649.3, ENSCAFG00000008701.4	ENSACAG00000002289.2
OG0007056	ENSCAFG00000008690.4	ENSACAG00000002242.3
OG0007057	ENSCAFG00000009477.4	ENSACAG00000014199.2
OG0007058	ENSCAFG00000008340.5	ENSACAG00000016971.3
OG0007059	ENSCAFG00000009397.5	ENSACAG00000014563.2
OG0007060	ENSCAFG00000049416.1	ENSACAG00000016922.2
OG0007061	ENSCAFG00000007357.5	ENSACAG00000016817.3
OG0007062	ENSCAFG00000007338.3	ENSACAG00000016775.3
OG0007063	ENSCAFG00000000136.4	ENSACAG00000016752.3
OG0007064	ENSCAFG00000000135.6	ENSACAG00000016700.3
OG0007065	ENSCAFG00000006840.4	ENSACAG00000005180.3
OG0007066	ENSCAFG00000006889.5	ENSACAG00000004323.3
OG0007067	ENSCAFG00000010693.3	ENSACAG00000016055.3
OG0007068	ENSCAFG00000010700.4	ENSACAG00000016001.3
OG0007069	ENSCAFG00000010716.4	ENSACAG00000015933.2
OG0007070	ENSCAFG00000009777.6	ENSACAG00000015634.3
OG0007071	ENSCAFG00000000113.4	ENSACAG00000007304.2
OG0007072	ENSCAFG00000000115.4	ENSACAG00000007556.3
OG0007073	ENSCAFG00000000109.4	ENSACAG00000007714.3
OG0007074	ENSCAFG00000028788.2	ENSACAG00000002019.3
OG0007075	ENSCAFG00000007514.4	ENSACAG00000002178.3
OG0007076	ENSCAFG00000007368.4	ENSACAG00000002574.3
OG0007077	ENSCAFG00000031538.2	ENSACAG00000008047.2
OG0007078	ENSCAFG00000007235.5	ENSACAG00000003041.3
OG0007079	ENSCAFG00000008795.4	ENSACAG00000008266.3
OG0007080	ENSCAFG00000015151.4	ENSACAG00000008308.3
OG0007081	ENSCAFG00000007666.4	ENSACAG00000008398.3
OG0007082	ENSCAFG00000025422.3	ENSACAG00000025589.2
OG0007083	ENSCAFG00000007609.4	ENSACAG00000008760.3
OG0007084	ENSCAFG00000007562.4	ENSACAG00000008844.3
OG0007085	ENSCAFG00000008390.5	ENSACAG00000008804.3
OG0007086	ENSCAFG00000046525.1, ENSCAFG00000008400.3	ENSACAG00000008821.3
OG0007087	ENSCAFG00000007373.4	ENSACAG00000009338.2
OG0007088	ENSCAFG00000007237.4	ENSACAG00000009529.3
OG0007089	ENSCAFG00000007156.5	ENSACAG00000009569.3
OG0007090	ENSCAFG00000008504.4	ENSACAG00000012705.3
OG0007091	ENSCAFG00000031546.3	ENSACAG00000000045.3
OG0007092	ENSCAFG00000003239.5	ENSACAG00000007953.3
OG0007093	ENSCAFG00000004501.4	ENSACAG00000014575.3
OG0007094	ENSCAFG00000009171.4	ENSACAG00000000060.3
OG0007095	ENSCAFG00000004532.5	ENSACAG00000014959.3
OG0007096	ENSCAFG00000009323.5	ENSACAG00000000063.3
OG0007097	ENSCAFG00000009340.6	ENSACAG00000000064.3
OG0007098	ENSCAFG00000005770.4	ENSACAG00000015090.2
OG0007099	ENSCAFG00000005765.4	ENSACAG00000015105.3
OG0007100	ENSCAFG00000005711.4	ENSACAG00000015365.3
OG0007101	ENSCAFG00000010240.4	ENSACAG00000000077.3
OG0007102	ENSCAFG00000005697.4	ENSACAG00000015507.3
OG0007103	ENSCAFG00000005684.4	ENSACAG00000015645.2
OG0007104	ENSCAFG00000010112.5	ENSACAG00000009936.2
OG0007105	ENSCAFG00000005654.5	ENSACAG00000015684.3
OG0007106	ENSCAFG00000005554.4	ENSACAG00000016074.2
OG0007107	ENSCAFG00000005547.5	ENSACAG00000016093.3
OG0007108	ENSCAFG00000009512.4	ENSACAG00000015298.3
OG0007109	ENSCAFG00000028625.2	ENSACAG00000016840.2
OG0007110	ENSCAFG00000006594.4, ENSCAFG00000029403.2	ENSACAG00000015239.3
OG0007111	ENSCAFG00000025183.3	ENSACAG00000015157.3
OG0007112	ENSCAFG00000006523.3	ENSACAG00000014957.3
OG0007113	ENSCAFG00000018307.4	ENSACAG00000028837.1, ENSACAG00000029691.1
OG0007114	ENSCAFG00000010937.4	ENSACAG00000014764.3
OG0007115	ENSCAFG00000010772.4	ENSACAG00000014189.3
OG0007116	ENSCAFG00000016006.4	ENSACAG00000017318.2
OG0007117	ENSCAFG00000017597.3	ENSACAG00000021084.2
OG0007118	ENSCAFG00000012715.4	ENSACAG00000009772.3
OG0007119	ENSCAFG00000017413.5, ENSCAFG00000016495.2	ENSACAG00000017716.3
OG0007120	ENSCAFG00000012072.4	ENSACAG00000011029.3
OG0007121	ENSCAFG00000017439.5	ENSACAG00000017652.3
OG0007122	ENSCAFG00000004950.4	ENSACAG00000002045.3
OG0007123	ENSCAFG00000004927.4	ENSACAG00000001798.3
OG0007124	ENSCAFG00000017928.5	ENSACAG00000017613.3
OG0007125	ENSCAFG00000011983.5	ENSACAG00000004997.3
OG0007126	ENSCAFG00000013063.5	ENSACAG00000017496.3
OG0007127	ENSCAFG00000032747.2	ENSACAG00000017491.3
OG0007128	ENSCAFG00000011637.4	ENSACAG00000004777.3
OG0007129	ENSCAFG00000017851.4	ENSACAG00000017457.3
OG0007130	ENSCAFG00000017595.3	ENSACAG00000017451.2
OG0007131	ENSCAFG00000030464.2	ENSACAG00000003184.3
OG0007132	ENSCAFG00000015030.5	ENSACAG00000003143.2
OG0007133	ENSCAFG00000023507.3	ENSACAG00000003074.3
OG0007134	ENSCAFG00000015089.5	ENSACAG00000003029.3
OG0007135	ENSCAFG00000014832.5	ENSACAG00000002589.3
OG0007136	ENSCAFG00000014636.4	ENSACAG00000001486.3
OG0007137	ENSCAFG00000017443.4	ENSACAG00000016930.3
OG0007138	ENSCAFG00000012976.4	ENSACAG00000016894.2
OG0007139	ENSCAFG00000050053.1, ENSCAFG00000012962.4	ENSACAG00000016885.3
OG0007140	ENSCAFG00000014618.4	ENSACAG00000001089.3
OG0007141	ENSCAFG00000005139.5	ENSACAG00000008488.3
OG0007142	ENSCAFG00000005112.3	ENSACAG00000028820.1
OG0007143	ENSCAFG00000005063.5	ENSACAG00000008214.2
OG0007144	ENSCAFG00000017884.4	ENSACAG00000009981.2
OG0007145	ENSCAFG00000031711.2, ENSCAFG00000029686.3	ENSACAG00000009952.2
OG0007146	ENSCAFG00000007767.5	ENSACAG00000006926.3
OG0007147	ENSCAFG00000007795.5	ENSACAG00000007054.2
OG0007148	ENSCAFG00000005021.5	ENSACAG00000024058.2
OG0007149	ENSCAFG00000029266.2	ENSACAG00000007837.3
OG0007150	ENSCAFG00000007838.4	ENSACAG00000007154.3
OG0007151	ENSCAFG00000007847.4	ENSACAG00000007211.2
OG0007152	ENSCAFG00000007947.7	ENSACAG00000007488.3
OG0007153	ENSCAFG00000007954.4	ENSACAG00000007585.3
OG0007154	ENSCAFG00000004905.4	ENSACAG00000006986.3
OG0007155	ENSCAFG00000011792.5	ENSACAG00000007630.3
OG0007156	ENSCAFG00000004816.4	ENSACAG00000006728.3
OG0007157	ENSCAFG00000004787.4	ENSACAG00000006671.3
OG0007158	ENSCAFG00000004762.3	ENSACAG00000006493.2
OG0007159	ENSCAFG00000004756.4	ENSACAG00000006463.3
OG0007160	ENSCAFG00000004741.4	ENSACAG00000006288.2
OG0007161	ENSCAFG00000011547.2	ENSACAG00000008481.2
OG0007162	ENSCAFG00000004722.5	ENSACAG00000006208.2
OG0007163	ENSCAFG00000010972.4	ENSACAG00000008604.3
OG0007164	ENSCAFG00000004674.4	ENSACAG00000005877.3
OG0007165	ENSCAFG00000016181.4	ENSACAG00000008948.3
OG0007166	ENSCAFG00000004611.6	ENSACAG00000005521.3
OG0007167	ENSCAFG00000017050.4	ENSACAG00000005184.3
OG0007168	ENSCAFG00000015597.5	ENSACAG00000014142.2
OG0007169	ENSCAFG00000015503.5	ENSACAG00000013938.3
OG0007170	ENSCAFG00000015182.5	ENSACAG00000013210.3
OG0007171	ENSCAFG00000015141.5	ENSACAG00000013163.3
OG0007172	ENSCAFG00000015071.4	ENSACAG00000013100.3
OG0007173	ENSCAFG00000015130.4	ENSACAG00000013017.2
OG0007174	ENSCAFG00000005020.5	ENSACAG00000002398.3
OG0007175	ENSCAFG00000005054.4	ENSACAG00000001934.3
OG0007176	ENSCAFG00000005126.4	ENSACAG00000001426.2
OG0007177	ENSCAFG00000005143.5	ENSACAG00000001072.3
OG0007178	ENSCAFG00000005830.4	ENSACAG00000010247.3
OG0007179	ENSCAFG00000005911.3	ENSACAG00000010270.2
OG0007180	ENSCAFG00000005109.4	ENSACAG00000000795.3
OG0007181	ENSCAFG00000029214.1	ENSACAG00000022358.1
OG0007182	ENSCAFG00000005853.4	ENSACAG00000010634.3
OG0007183	ENSCAFG00000005846.5	ENSACAG00000010639.3
OG0007184	ENSCAFG00000017207.4	ENSACAG00000014615.3
OG0007185	ENSCAFG00000017192.5	ENSACAG00000029328.1
OG0007186	ENSCAFG00000031522.2	ENSACAG00000009944.3
OG0007187	ENSCAFG00000016956.4	ENSACAG00000029490.1
OG0007188	ENSCAFG00000032384.2	ENSACAG00000015644.3
OG0007189	ENSCAFG00000018299.4	ENSACAG00000015622.3
OG0007191	ENSCAFG00000016856.4	ENSACAG00000015294.3
OG0007192	ENSCAFG00000016822.5	ENSACAG00000015261.3
OG0007193	ENSCAFG00000016790.5	ENSACAG00000015149.3
OG0007194	ENSCAFG00000011085.4, ENSCAFG00000014264.4	ENSACAG00000015438.3
OG0007195	ENSCAFG00000005225.5	ENSACAG00000009454.3
OG0007196	ENSCAFG00000006293.4	ENSACAG00000013668.3
OG0007197	ENSCAFG00000000916.3	ENSACAG00000013046.3
OG0007198	ENSCAFG00000000898.5	ENSACAG00000012793.3
OG0007199	ENSCAFG00000000851.3	ENSACAG00000012699.3
OG0007200	ENSCAFG00000000830.4	ENSACAG00000027479.2
OG0007201	ENSCAFG00000011878.4	ENSACAG00000016934.3
OG0007202	ENSCAFG00000012014.4	ENSACAG00000010071.3
OG0007203	ENSCAFG00000012148.5	ENSACAG00000010361.2
OG0007204	ENSCAFG00000009496.4	ENSACAG00000000156.3
OG0007205	ENSCAFG00000003137.5	ENSACAG00000005960.3
OG0007206	ENSCAFG00000012385.5	ENSACAG00000014275.3
OG0007207	ENSCAFG00000003083.4	ENSACAG00000005569.3
OG0007208	ENSCAFG00000006634.5	ENSACAG00000014798.2
OG0007209	ENSCAFG00000002196.4	ENSACAG00000005146.3
OG0007210	ENSCAFG00000018072.5	ENSACAG00000014654.2
OG0007211	ENSCAFG00000011926.4	ENSACAG00000004847.3
OG0007212	ENSCAFG00000018101.4	ENSACAG00000015007.3
OG0007213	ENSCAFG00000012226.5	ENSACAG00000004231.3
OG0007214	ENSCAFG00000003197.4	ENSACAG00000001918.3
OG0007215	ENSCAFG00000018231.5	ENSACAG00000015661.3
OG0007216	ENSCAFG00000003261.4	ENSACAG00000000867.2
OG0007217	ENSCAFG00000005485.5	ENSACAG00000000762.2, ENSACAG00000027235.2
OG0007218	ENSCAFG00000024952.3	ENSACAG00000015967.2
OG0007219	ENSCAFG00000000360.4	ENSACAG00000016080.3
OG0007220	ENSCAFG00000000355.4	ENSACAG00000016121.3
OG0007221	ENSCAFG00000005587.5	ENSACAG00000000963.3
OG0007222	ENSCAFG00000000350.5	ENSACAG00000016211.2
OG0007223	ENSCAFG00000005571.4	ENSACAG00000000870.3
OG0007224	ENSCAFG00000000242.7	ENSACAG00000016920.3
OG0007225	ENSCAFG00000001146.4	ENSACAG00000017025.3
OG0007226	ENSCAFG00000001293.4	ENSACAG00000015869.3
OG0007227	ENSCAFG00000002634.3	ENSACAG00000004259.1
OG0007228	ENSCAFG00000005999.4	ENSACAG00000016533.3
OG0007229	ENSCAFG00000005940.4	ENSACAG00000016751.3
OG0007230	ENSCAFG00000001782.4	ENSACAG00000005134.3
OG0007231	ENSCAFG00000043792.1	ENSACAG00000005289.3
OG0007232	ENSCAFG00000001756.4	ENSACAG00000005341.2
OG0007233	ENSCAFG00000005662.5	ENSACAG00000001920.3
OG0007234	ENSCAFG00000016518.5	ENSACAG00000005410.3
OG0007235	ENSCAFG00000016443.4	ENSACAG00000005677.1
OG0007236	ENSCAFG00000016437.2	ENSACAG00000005688.2
OG0007237	ENSCAFG00000004436.5	ENSACAG00000003413.3
OG0007238	ENSCAFG00000016309.5	ENSACAG00000005933.2
OG0007239	ENSCAFG00000016333.4, ENSCAFG00000017241.3	ENSACAG00000005968.3
OG0007240	ENSCAFG00000004452.4	ENSACAG00000014761.2
OG0007241	ENSCAFG00000004451.4, ENSCAFG00000046545.1	ENSACAG00000014734.3
OG0007242	ENSCAFG00000006031.1	ENSACAG00000014566.2
OG0007243	ENSCAFG00000016425.4	ENSACAG00000006435.3
OG0007244	ENSCAFG00000000231.5	ENSACAG00000006599.2
OG0007245	ENSCAFG00000000235.3	ENSACAG00000027603.1, ENSACAG00000006632.3
OG0007246	ENSCAFG00000000236.4	ENSACAG00000006655.3
OG0007247	ENSCAFG00000004341.5	ENSACAG00000014036.3
OG0007249	ENSCAFG00000004345.4	ENSACAG00000013981.3
OG0007250	ENSCAFG00000046462.1, ENSCAFG00000011489.4	ENSACAG00000007440.3
OG0007251	ENSCAFG00000011485.4	ENSACAG00000007492.3
OG0007252	ENSCAFG00000004309.4	ENSACAG00000013828.3
OG0007253	ENSCAFG00000004308.4	ENSACAG00000013825.1
OG0007254	ENSCAFG00000005182.5	ENSACAG00000007747.3
OG0007255	ENSCAFG00000008175.4	ENSACAG00000013523.3
OG0007256	ENSCAFG00000002100.4	ENSACAG00000013506.3
OG0007257	ENSCAFG00000002089.4	ENSACAG00000013411.3
OG0007258	ENSCAFG00000002078.4, ENSCAFG00000005828.3	ENSACAG00000013394.3
OG0007259	ENSCAFG00000002054.5	ENSACAG00000013326.3
OG0007260	ENSCAFG00000002002.5	ENSACAG00000012944.3
OG0007261	ENSCAFG00000010914.5	ENSACAG00000008480.3
OG0007262	ENSCAFG00000011449.4	ENSACAG00000008968.3
OG0007263	ENSCAFG00000011411.5	ENSACAG00000008842.3
OG0007264	ENSCAFG00000047313.1	ENSACAG00000008758.3
OG0007265	ENSCAFG00000003715.2	ENSACAG00000011351.3
OG0007266	ENSCAFG00000003686.4	ENSACAG00000011036.3
OG0007267	ENSCAFG00000010657.3	ENSACAG00000008702.3
OG0007268	ENSCAFG00000010578.4	ENSACAG00000007019.2
OG0007269	ENSCAFG00000010303.2	ENSACAG00000007133.3
OG0007270	ENSCAFG00000010293.4	ENSACAG00000007162.3
OG0007271	ENSCAFG00000023799.3	ENSACAG00000000263.2
OG0007272	ENSCAFG00000010120.4	ENSACAG00000015883.3
OG0007273	ENSCAFG00000003464.5	ENSACAG00000012893.3
OG0007274	ENSCAFG00000003405.4	ENSACAG00000000128.3
OG0007275	ENSCAFG00000009945.4	ENSACAG00000011916.2
OG0007276	ENSCAFG00000003381.4	ENSACAG00000001615.3
OG0007277	ENSCAFG00000003370.5	ENSACAG00000002004.3
OG0007278	ENSCAFG00000002276.5	ENSACAG00000008501.2
OG0007279	ENSCAFG00000002264.4	ENSACAG00000008576.3
OG0007280	ENSCAFG00000044300.1	ENSACAG00000009053.3
OG0007281	ENSCAFG00000008577.5	ENSACAG00000025078.1
OG0007282	ENSCAFG00000003775.4	ENSACAG00000007059.2
OG0007283	ENSCAFG00000003833.3	ENSACAG00000010489.3
OG0007284	ENSCAFG00000003855.4	ENSACAG00000010680.2
OG0007285	ENSCAFG00000012543.4	ENSACAG00000008947.3
OG0007286	ENSCAFG00000002293.3	ENSACAG00000009034.2
OG0007287	ENSCAFG00000024660.3	ENSACAG00000004962.3
OG0007288	ENSCAFG00000016246.4	ENSACAG00000028844.1
