h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
51626,213575,107284956,421400,100552603,101734949,459189,474570
51629,68066,107303053,427072,100563736,496786,739075,490938
51633,72201,107285750,420222,100566484,496720,464282,487042
51635,66375,107294581,423527,100558623,549350,745691,480342
51637,68045,107295715,396326,100552358,100493394,452904,610819
51639,66055,107293403,421976,100565682,550003,459061,475682
51642,52443,107287049,419062,100557061,100379781,451414,476812
51643,68212,107286499,771874,100555741,448209,452056,474432
51645,68816,107302555,100859332,100552391,448493,462652,474891
51646,383295,107291900,421299,100565485,493540,459128,475714
51647,68523,107284168,415789,100560100,548360,740830,611301
51649,64656,107297225,417666,100560213,100380047,455151,609917
51650,14548,107288676,418119,100556637,100379725,463782,488358
51651,217057,107302794,417634,100566900,549411,101059491,100682594
51654,66971,107300201,419292,100560158,549946,746993,477195
51655,19416,107289145,416507,100566970,779862,468182,489542
51657,76571,107290032,417518,100565076,100379735,463483,489817
51659,272551,107288242,415824,100552219,549769,454293,609436
51660,55951,107289566,428592,100553357,448739,737234,609356
51661,14231,107290006,424129,100559153,496687,459778,488424
51663,22763,107288396,427424,100561850,496597,461948,489239
51666,65255,107283649,420569,100560782,100496646,463550,482309
51667,53312,107303315,420433,100553250,549830,463884,475542
51668,72938,107283035,424654,100564122,733760,456868,100683945
51669,67887,107285635,422624,100564207,100496655,464092,482878
51673,67971,107288884,415669,100557114,100125085,741783,479687
51676,65256,107287215,423428,100560418,100490014,467538,490836
51678,56524,107282762,420622,100568051,549814,472317,482362
51684,24069,107290841,374118,100552650,100170148,450699,608531
51691,76522,107285377,417765,100562026,100486227,736972,475298
51692,54451,107287629,421929,100564303,448456,459017,100856414
51693,59005,107283515,415847,100555764,496664,737671,479614
51696,380629,107293044,421677,100563028,100038125,472138,476223
51699,56433,107286960,416867,100565066,448654,452237,477477
51701,18099,107297926,417669,100560802,100144638,739132,491160
51703,433256,107286255,423896,100561703,496479,450739,477820
51704,64297,107297029,101747453,100558830,100491763,453972,100856475
51714,69227,107294455,425041,100554096,394463,738216,477113
51715,19335,107295500,421879,100560619,549718,472043,481854
51726,67838,107285871,424868,100556506,394787,460911,478664
51727,66588,107284483,429100,100562095,733534,456837,610291
51729,60321,107286132,427880,100564254,448171,465307,609794
51733,103149,107289813,416949,100554981,100145317,747532,486398
51734,27361,107289486,416540,100551553,448399,746697,611032
51742,94246,107288316,425840,100557665,733823,457835,488959
51747,67684,107293900,428677,100561622,549058,747337,100856465
51752,80898,107302785,427122,100565356,100496768,471835,488898
51754,242409,107296471,769808,100560214,100380140,465088,611963
51755,69131,107303064,428306,100565121,100038049,454630,491027
51760,110058,107296986,416608,100563499,100125097,743968,479829
51761,50769,107288419,418936,100554182,101730757,467238,100687016
51765,70415,107303247,422231,100557134,733529,107971181,492140
51768,67623,107299441,418215,100565437,100495392,465354,486625
51773,233532,107297921,426483,100567998,100485119,451441,476797
51776,65964,107290426,424149,100566960,100495797,459745,478802
51778,59006,107289774,422682,100567139,496895,740177,478524
51780,277250,107289184,100859412,100565622,100135177,462095,474695
51804,20474,107290954,395601,100557441,100498150,452953,490720
51808,56698,107283274,427124,100552399,100492360,462034,479305
51809,108150,107294997,422561,100554029,407859,740702,486771
53335,14025,107284450,421199,100564435,780114,742644,481381
53340,20686,107291139,768714,100563426,448437,100608192,479402
53343,74167,107290429,422587,100567262,101733174,471246,478469
53346,107769,107302560,415462,100563112,780287,453601,479058
53347,328795,107292799,418535,100567516,101734614,474125,487779
53349,217695,107294170,423252,100552828,100486687,467502,490768
53353,94217,107287789,424301,100553821,100485687,459640,476136
53354,75735,107293840,423792,100566757,100485781,450590,486790
53358,20418,107293823,431265,100560033,100101768,450176,476352
53371,269113,107297790,422639,100553647,550103,461240,487813
53373,252972,107298901,417033,100560676,100497529,452272,477492
53405,224796,107284278,422054,100563513,448566,462739,481822
53407,71116,107295967,422848,100557437,549463,741790,609342
53616,11496,107283303,420537,100556254,100494669,463517,482286
53829,74191,107286022,107049027,103278183,548413,738859,102155830
53833,213208,107288033,768437,100553073,101734011,742595,610961
53834,116701,107283196,395107,100557719,496611,104005949,102151155
53904,667663,107282802,420494,100565835,100495574,450359,487106
53917,19336,107295674,427627,100563654,548925,471755,479277
53918,105083,107299292,430689,100558453,448078,104001088,479338
53938,70225,107291762,424075,100566280,448435,459866,607430
53942,244682,107293341,395317,100555403,100493649,451500,485109
53944,214897,107289651,415328,100561274,448124,453504,478338
53981,51786,107297402,423416,100567372,100145546,738846,480230
54020,224674,107296832,418537,100567321,116408724,474017,487780
54033,224344,107285594,418467,103279621,100124814,473914,478383
54039,59093,107296082,100858906,100556365,100490531,112206646,607066
54059,216119,107296210,107053767,100555837,100486717,742420,606842
54065,68936,107297739,770806,100560574,105946605,100612563,100683307
54069,66578,107290552,418494,103278373,100486195,473952,609701
54084,252974,107285892,424836,103278219,100492500,474136,611461
54093,224440,107293979,418511,100551578,549859,747065,487747
54097,52793,107288320,418527,100558079,548744,458563,478419
54101,72388,107293434,418529,100551928,733737,470094,487772
54103,212167,107298757,417724,103278958,100494433,472424,475903
54108,93696,107291198,100858071,100557687,548721,740752,607681
54149,67102,107285867,395489,100555201,100170454,743596,487697
54165,114893,107293263,424963,100562740,549069,460870,606979
54187,94181,107293127,427283,100558551,100492893,743934,481624
54205,13063,107282765,420624,100560655,394490,744779,475258
54206,74155,107284673,419364,100551840,100216060,469787,489636
54207,72258,107299920,428902,100564560,100497885,736753,490822
54221,268534,107288274,421913,100562794,100495165,742681,607319
54329,64450,107294646,417775,100559591,779743,463664,482410
54331,14702,107295714,423581,100561604,448567,467457,610817
54332,14545,107295347,420191,100551932,100490264,464239,487002
54345,20672,107297995,374200,100556585,100170185,470008,485984
54361,22417,107290018,395561,100567689,100491282,469212,612367
54363,15112,107285361,416728,100567243,100145574,747888,485774
54407,67760,107288304,417807,100555856,496466,451851,486596
54413,245537,107303279,770104,100337528,100329188,473660,491947
54431,66861,107292634,424115,100559602,549679,459799,478826
54432,230584,107283036,424653,100563925,100490344,738392,489581
54433,68147,107298570,422697,100563411,496698,461433,610515
54434,231637,107287266,101750781,100563116,100495893,467124,477526
54436,231147,107300236,422867,100560394,100491060,461113,488788
54437,20357,107290078,424248,100564495,100493363,460636,100687386
54438,328232,107291510,770283,100564910,394777,101057093,488222
54439,225432,107291965,416348,100564265,100498053,471684,487199
54440,74131,107291591,422138,100563360,549252,473775,492125
54443,68743,107283807,420738,100558878,100491625,463351,482401
54453,74030,107297816,421246,100552389,100144744,458123,477139
54454,320817,107293406,421972,100558719,100496692,470325,475681
54455,213499,107297002,419461,103282636,100379830,456474,478219
54456,83456,107294513,417738,100565506,780080,738094,474460
54457,74469,107291580,422192,100559417,448449,739276,480985
54460,66292,107289942,426666,100553939,549094,746885,100855892
54461,30839,107302542,417289,100561338,493431,464877,491243
54462,72972,107299116,423606,100552933,100379972,450566,479268
54463,66270,107284881,100859798,100556188,100145538,751000,479382
54464,24127,107292035,424778,100562142,733797,460744,477100
54467,70797,107282806,420550,100566686,100145487,463530,475226
54468,252875,107283660,420577,100553381,100145742,472289,482316
54469,65098,107286849,415483,100552349,394631,742123,479064
54471,239555,107288133,418012,100555211,595090,744438,610014
54472,54473,107286059,423099,100562725,448770,450943,483657
54475,217011,107297793,417613,103281729,779995,468214,491142
54476,108086,107302933,416486,100558904,549588,463248,479760
54477,109135,107290476,418183,100555798,116409662,465325,477679
54482,229780,107302489,424470,100563797,100379916,742372,479930
54491,223433,107284886,769855,100557163,100487294,745031,606782
54492,240055,107293275,427626,100561876,100496809,462362,489118
54495,67988,107289483,421027,100551996,100493559,739978,476176
54496,214572,107295259,415620,100564730,550075,454190,479677
54497,320473,107287474,421469,100557075,100036680,459152,483033
54498,228608,107298236,422934,100556339,733959,458074,485787
54499,68944,107301166,427100,100554945,548724,469565,478992
54502,245945,107298612,770355,100564653,100216039,461182,403423
54503,243983,107294558,422980,100566006,100493145,451071,613004
54505,218629,107294973,427136,100557077,100216168,471819,478060
54509,23912,107286964,416848,100557522,549123,465186,610807
54510,73173,107285355,422438,100553125,496568,461491,100686323
54514,13206,107294974,395447,100562337,549577,461867,487211
54516,108853,107292658,421643,100563583,100380155,463084,484040
54517,78697,107285470,417709,100560457,549638,472481,100856353
54518,54519,107282838,420492,100565640,100125005,450361,477985
54520,70829,107291292,424277,100558515,493535,459568,476119
54521,72404,107303220,422227,100565332,100379800,100613818,481028
54529,70396,114922147,423983,100554589,100379995,459823,478838
54531,70427,107295019,770192,103282174,100486492,455527,612437
54536,107371,107283385,423807,100565054,100490668,450613,477771
54538,74144,107290588,107055040,100552089,100493397,451641,489306
54540,212483,107291397,416216,100554734,100493608,462313,479273
54541,74747,107288102,107053650,100566992,394782,450520,489038
54543,66169,107282782,420610,100567268,549968,746464,482351
54545,268783,107288397,427423,100562045,100495643,461947,612625
54549,237979,107283216,395215,100557676,100485585,454860,483283
54550,117148,107293761,415705,100562886,100492457,454275,489686
54552,237107,107292996,107049485,100566145,100489738,465656,480933
54556,71777,107293141,417762,100563020,493319,463679,475299
54557,218544,107284587,427166,100555192,100487775,471528,478080
54567,54485,107282159,423208,100555876,100489166,453344,607575
54583,112405,107290938,768374,100559436,548714,469708,488971
54585,93730,107293820,420698,100556798,549786,460319,476651
54587,74761,107287523,395347,100568144,100101754,101057661,489592
54602,76273,107303126,418803,100564247,549748,467290,476956
54617,68142,107292030,423210,100565153,100127778,453346,478262
54619,240665,107282969,423821,100560331,100038087,450636,486813
54621,231668,107292833,416991,103279293,733840,452290,486292
54622,218639,107293716,769515,100563912,493266,461876,489204
54623,54624,107291662,100858108,100552298,394974,456396,476464
54627,74393,107291147,101747480,103281895,100491893,469709,102155291
54629,235461,107283175,771386,100555821,100493125,453474,487577
54662,70296,107299331,771771,100559700,100145657,464776,480702
54663,107071,107292396,100858621,103282873,448734,451269,483778
54664,71900,107283859,420586,100554688,549566,463266,482322
54674,16981,107299545,770169,100558800,779981,472486,482406
54675,66586,107297362,428559,100554333,780303,458087,607530
54676,56055,107289349,421449,100554662,780171,472015,481818
54677,74114,107283318,420533,100564060,733879,463514,482283
54680,229937,107290142,424527,100564530,100379897,736742,479966
54681,74443,107292767,100859583,100561100,100486123,743155,100683495
54682,67729,107286998,426428,103278940,101731508,738291,100856733
54700,106298,107297520,416414,100565661,100497648,741314,479838
54704,381511,107292753,428372,100560050,779724,472819,477941
54707,100210,107289896,419576,100553872,595033,737565,610227
54708,69104,107283393,423815,100562240,100144728,450607,612766
54714,30952,107284958,428367,100557749,100497119,464272,403554
54716,22599,107293794,420699,100556604,100497079,460318,484794
54726,73945,107286196,422463,100557695,780053,466922,475455
54733,72022,107284856,418970,100561082,100145019,451527,479452
54737,75339,107288240,418957,100563530,100145122,467217,100271920
54738,260298,107291501,100857480,100567044,100485880,742785,488530
54741,230514,107294342,424699,100564649,549856,101057790,609115
54749,105298,107283295,420731,100559471,100492131,100609752,609403
54756,171463,107299125,395186,100556436,100038170,460467,484719
54758,234825,107292891,415831,100560948,394683,742286,489668
54762,207798,107288263,418354,100551602,100491022,460591,607747
54764,360216,107291132,423953,100558530,100144659,450809,486931
54766,56057,107284511,419781,100554385,549151,451538,111089952
54768,244653,107284162,427538,100559292,100145658,454221,100683062
54769,68203,107291986,425241,100555053,100038204,472981,484197
54776,232807,107282540,107049646,100561659,734022,456295,100683226
54778,93836,107283174,374021,100555431,780266,453477,478323
54780,67872,107288601,423937,100565039,100495761,742274,477849
54785,71923,107296623,101749651,103280820,100487019,107969262,608122
54788,56709,107288101,423707,100564443,548745,450887,489039
54790,214133,107302030,422540,100552284,100380145,471263,478499
54793,105440,107289698,419526,100563491,100145607,744067,486109
54796,242509,107288126,431604,107982371,100494907,465005,612979
54797,67219,107287450,100857707,100565345,549840,456683,487334
54798,100534287,107290651,769052,100563608,100485624,471326,482659
54799,103537,107288852,417387,100567313,448411,748106,491087
54800,75785,107287721,424763,100552977,779790,460874,478647
54801,230376,107295930,427238,103277693,100216179,473117,100856608
54802,66966,107283700,419678,100555950,496761,456785,475320
54805,94219,107290853,428975,100554221,100145459,450705,486866
54806,52906,107285627,421693,100552011,100487301,472132,476212
54810,54120,107289449,424549,100557570,100145322,469361,490200
54812,216549,107284249,421277,100562469,100135100,459277,474618
54813,66689,107290150,423596,100563483,100493680,452881,490668
54814,67369,107297302,425606,100560754,100379672,456135,484437
54816,235469,107283157,415593,100556997,100144635,453464,478315
54819,67966,107286835,416338,100552645,780090,462059,474679
54820,67203,107284009,416597,100560363,493358,453946,100684378
54822,58800,107293588,427502,100559024,100329113,453429,478300
54825,268663,107292437,416223,100554779,100491782,462292,100856325
54829,66695,107293190,415954,103277940,100487197,739953,610685
54831,212989,107286894,112530978,100556210,394571,455751,100856525
54832,320528,107283126,415376,100561914,100495847,453491,487586
54834,14547,107285790,425913,100559538,548591,457160,475812
54838,226178,107290846,423867,100553236,100037888,100612499,608567
54839,102747,107293005,415393,100567288,100170553,467718,487626
54840,66408,107285612,395173,100558032,403092,465037,442943
54841,246229,107293860,374099,103278304,780380,101057076,485539
54842,98682,107292120,423978,100559181,100170426,459830,488445
54845,207920,107292748,420228,100560640,448608,464289,487054
54847,320007,107284103,418321,100555949,100491686,470883,100685132
54849,23854,107283540,769452,100564290,448211,468081,489651
54850,30843,107287224,100859027,100557702,100135148,455688,484965
54851,56503,107297681,418997,100557747,100487113,451489,485125
54853,67936,107283667,100858589,100560774,100490380,100608780,478033
54856,76022,107299353,425067,100566057,613058,457373,490422
54861,20623,107294074,420675,100566084,100170575,460301,477011
54862,212139,107298124,101748080,100560232,100145460,468744,484911
54863,227612,107296785,417257,100556226,594988,473148,491229
54867,68796,107286460,428658,100559294,548392,459090,610996
54868,320534,107290915,422110,100566413,548779,468325,100856760
54870,69232,107292775,100858758,100558327,493333,460363,476629
54872,433931,107292176,427290,100559931,100487165,461039,479136
54873,114301,107290194,424475,100567781,100498317,469390,479933
54875,338349,107293280,769413,100559639,100379901,465007,481548
54877,227449,107283569,420905,100559145,779526,455457,476180
54878,74388,107290590,427512,100554319,100124922,453518,487605
54880,71458,107286526,418574,100563141,100145189,465574,480880
54881,269536,107284063,420993,100565772,100216236,464618,474782
54883,67480,107286405,420000,100554888,100145020,454617,480536
54886,272031,107298176,427306,100557410,100124964,464621,481633
54887,224648,107299195,419900,100562878,549175,462630,481752
54888,28114,107289984,420938,100555854,548716,461711,478625
54891,227195,107289356,424103,100552535,100493655,459895,488489
54892,76044,107283556,100859557,100558215,100495586,107976010,475559
54893,233315,107283141,415382,100560344,100170581,453283,479016
54897,69743,107292346,419452,100561196,100127676,457931,487448
54898,54326,107282982,420858,100558809,548913,750765,488219
54899,218699,107296580,416065,100560115,100485323,747514,476575
54901,68916,107302572,420823,100562352,394802,747778,488240
54902,72795,107284466,417597,100555831,100485992,455011,479516
54904,234135,107289990,426778,100558428,100216035,464119,475584
54906,105203,114923118,416689,103278813,100158565,450282,478015
54908,70385,107285852,416172,100555652,100170491,462255,479295
54910,20353,107287942,107049953,100564148,100486259,459423,481343
54913,102614,107293385,430848,100555101,100496900,453751,611587
54914,230393,107293822,427233,100559514,549009,465017,481557
54915,228994,107295041,419238,100560255,395029,470035,485968
54916,218989,107289749,423551,100552619,100485570,467464,490707
54919,433956,107291887,416447,100560200,100494246,107972019,491598
54920,66369,107292607,415712,100564134,548984,743213,489746
54921,214987,107283494,769609,100558046,733462,454196,612884
54922,69903,107283101,107050411,100554440,100493560,747578,484397
54926,67615,107284425,427021,100563357,780159,747027,611799
54928,242291,107300554,421132,100556213,548969,464188,477890
54931,52575,107285101,418397,100559390,100124885,740267,478545
54934,69612,107290977,426401,103277770,100125116,451865,609028
54936,100206,107294750,419626,100556803,548938,456750,608601
54938,71984,107297301,100858214,100559760,100485850,748729,484518
54942,230234,107292583,420983,100561825,448390,464643,474796
54943,246738,107290671,770607,100561494,548731,474095,100688021
54946,71699,107292055,416033,100552772,101732439,460654,606774
54947,270084,107287667,415716,100557762,100124943,454095,611330
54948,94063,107290798,428840,103278851,549812,451214,100855464
54951,27784,107284656,422769,100561318,549158,740378,475138
54952,71787,107302937,419597,100563640,779667,740137,478164
54953,226499,107285157,424455,100555809,779449,457589,480047
54956,214424,107290299,415534,100551825,100489635,748071,610816
54957,234723,107285139,418396,100553613,549092,454234,612963
54960,237221,107302765,418631,100554288,733784,465500,480843
54961,245857,107296658,101752044,100556167,100488263,451365,483699
54962,66131,107289782,415548,100556155,100126681,453525,100683743
54963,68556,107293337,419255,100557561,116407971,458424,612562
54969,72612,107286177,422431,100567991,100488348,471347,477355
54971,53325,107292895,415834,100557788,394803,454354,479618
54972,98170,107292661,107053338,100553003,100491977,466624,612353
54973,71957,107287528,419418,100552692,100379959,745931,100855777
54974,66628,107302956,416242,100567729,100487878,462226,479315
54977,208638,107294126,420717,100559681,448302,460283,477028
54978,74919,107291035,431081,100559818,100135354,459085,483003
54981,225994,107286161,427257,100561617,100125192,464531,484162
54982,76524,107283937,415558,100563361,100145280,104002353,497068
54984,72400,107285568,422028,100560288,448337,463987,100856757
54986,209012,107293672,420713,100552083,100127864,470800,477033
54987,74098,107283042,424650,100560123,100497300,456863,479563
54991,230996,107297990,419427,100565074,733821,457179,606926
54994,76425,107296134,419235,100559927,100379846,469997,488056
54995,71147,107283773,420656,100563297,779998,460234,477043
54997,57816,107295604,771113,100555345,779877,740872,611331
54998,66077,107287540,419415,100567555,549720,100611076,607067
55002,234076,107290437,395675,100556112,100487725,452681,485556
55003,68083,107291512,420850,100564512,549808,463143,478719
55004,66508,107300792,100857186,100566454,394922,451399,485211
55005,66084,107292814,421636,100552211,101733789,463077,476247
55010,75317,107289461,418092,100562155,733805,452182,612196
55011,68845,107282544,107050350,100560199,100135181,456205,611943
55013,66815,107283395,422698,100564197,100145024,461432,478513
55015,328110,107290152,100858094,100563095,100125120,739795,480305
55022,98496,107287759,424787,100563526,100485427,470668,100685906
55023,83946,107292626,421854,100559114,100158567,472253,474976
55024,242248,107298852,422711,100555425,100486225,471260,487881
55026,245386,107302755,107052097,100558709,497005,465832,481035
55027,234549,107290056,415734,100560525,496925,465159,478132
55030,78938,107302964,423554,100562839,100127842,452922,490703
55031,74996,107298288,423032,100564462,100036690,451029,100684506
55032,74102,107287386,418368,100566421,100490140,460585,478565
55034,68591,107289459,420964,100552531,100490959,455379,490482
55035,70930,107293184,415955,100561748,100135171,465230,100684289
55037,69956,107302398,422911,100557104,548397,459374,475765
55039,68260,107291575,422259,107982969,100380191,464377,609411
55040,71889,107284098,100859290,100561424,448199,747273,491081
55041,226971,107289706,424758,100552383,100145492,459611,483858
55051,217827,107292385,423404,100562791,780328,453098,490830
55052,66448,107287522,770979,100567749,100038303,747422,479569
55054,77040,107285517,424746,100566672,550097,460022,477412
55055,68014,107283934,415552,100561783,548970,453528,478349
55057,230806,107295770,419544,100554384,779602,456659,612166
55061,96935,107302768,770442,100561416,779812,457763,610891
55062,52639,107282574,417437,100555875,496656,468309,490899
55066,319518,107284088,415683,100564421,100492638,107973015,479655
55068,239188,107283189,418839,100567907,100486899,452567,609336
55069,71667,107286431,417549,100562524,493220,463454,479707
55070,76375,107293681,415497,100565065,100379904,744350,479036
55072,268749,107293085,107051192,100556556,100036616,452810,480259
55074,170719,107293573,420270,100563859,100127645,464333,481998
55081,73916,107293273,418409,100552520,549315,470877,478553
55082,234023,107283855,418765,100554157,394894,452651,611747
55086,102871,107296458,422381,100557990,100498514,465793,610266
55088,213993,107287330,423905,100560916,733717,450749,477825
55089,69354,107290566,417809,100556050,100145209,451853,486595
55090,192191,107289134,416506,100567944,100485886,744024,609537
55092,214359,107291396,771913,100567171,734037,739379,607267
55093,76773,107295158,420345,100560907,100379822,464370,609297
55095,233033,107291661,101750533,100559160,100494187,456020,484511
55100,545085,107288334,427444,100563229,780253,461912,489225
55102,76559,107294532,423441,100561931,780082,453143,480428
55103,78255,107283367,424429,100558364,779506,457549,480054
55105,67769,107293356,421355,100567641,100379758,457739,488594
55107,101772,107301342,423144,103278198,100170550,451719,611698
55108,100383,107283695,419658,100555500,595022,456717,487307
55109,66549,107284600,416364,100565487,100145680,471508,479176
55112,217935,107283559,420452,100560519,100496380,107976013,482827
55114,70497,107299310,416564,103281676,549590,453999,489964
55116,230770,107285507,419650,100558958,448588,456708,487315
55117,103098,107289437,417881,100559265,100380162,101058037,475416
55118,72832,107287738,425346,100565758,779826,450660,608827
55119,66921,107294744,768611,100565247,100170167,737845,613001
55120,67030,107302238,421202,100566011,493212,459251,612161
55122,433693,107284742,421821,100556294,394510,100612493,485222
55124,57746,107289261,107049165,100551767,100127654,472711,486125
55125,70799,107288177,421043,100558471,100493118,468602,480216
55127,217995,107293653,425734,100556295,100145567,457843,479192
55129,102566,107294086,420674,100567500,100487513,460302,477010
55130,74934,107282823,420482,100563471,779949,450376,477959
55132,214048,107290569,422500,100556713,100158557,461482,476085
55137,60344,107288780,429028,100561260,100488151,470574,488374
55139,52231,107288111,429038,100563647,100145584,459960,478916
55140,74195,107295745,422021,100564617,407885,464081,477370
55142,66296,107295752,423237,100559231,548581,741061,478270
55144,231549,107295317,424513,100553909,100145421,457010,490167
55145,73754,107294846,431620,100562449,448407,472751,475569
55146,72881,107297965,416561,100552954,100488601,472283,479757
55148,66622,107287214,772299,100560812,100380025,453125,480419
55149,67440,107282829,420478,100562685,100492805,450875,477963
55151,52076,107291435,427305,100563285,548881,464635,481654
55153,231452,107291187,422642,100558410,100124509,471201,478431
55154,229524,107299355,425066,100565855,100145525,107971646,490423
55156,74252,107288948,429406,100552918,493368,464211,486974
55157,226539,107302850,424408,100566163,100145033,469591,490337
55159,234736,107287364,415684,100565467,100492921,454242,610424
55160,72754,107296460,419360,103281806,100158460,456533,487411
55161,67878,107299903,422779,100562158,549165,461187,612937
55163,103711,107282673,100857383,100551742,100144978,749248,480540
55164,72171,107295296,416096,100564377,780072,460507,476557
55165,74107,107283402,423804,100564262,100487561,466162,477773
55167,77853,107290042,429119,100565492,100125142,470933,485673
55168,68565,107289257,421445,100555040,116410925,462723,474917
55172,109065,107298226,423566,100553603,779929,452887,480313
55173,64657,107286416,421385,100564833,549745,462694,474902
55174,70885,107302377,422489,100560586,100497258,464492,475565
55175,217194,107303010,428313,100562758,100491061,104001120,480520
55177,67809,107286210,423004,100553458,100170170,467657,487497
55178,67390,107298350,417620,100566911,548974,454406,611179
55181,74133,107295177,417630,100566720,779744,468293,491116
55184,241688,107299464,416722,100560842,100158524,737418,607837
55186,192287,107291860,424817,100566324,100493017,460737,477095
55187,230895,107284648,419481,100557332,100490091,457969,478225
55188,237422,107284734,418069,100564519,100486010,452203,481294
55191,78914,107294555,422983,100565614,100145482,451395,483674
55192,69408,107286207,770519,100552935,549987,738847,478261
55193,66923,107287354,396074,100552118,100145600,460430,476593
55194,230752,107283747,101749609,100554775,448059,456507,608469
55195,67082,107302966,423546,103280204,101734192,453243,611129
55196,67246,107287192,418136,100566681,100485037,465269,477650
55198,216190,107286672,418075,100563730,100127202,452197,481297
55203,246316,107298480,422809,100565797,100124995,471159,488853
55204,229593,107292920,425072,100561140,496584,457276,475838
55206,243272,107285455,427694,100559671,100170149,467148,477451
55207,67166,107298917,416109,100563135,100492504,738415,612944
55208,102323,107290440,418740,100555917,100145003,452680,476997
55209,72895,107290922,416046,100554154,100145036,460148,100856259
55212,71492,107296601,771481,100565577,100125216,461468,476092
55215,208836,107286847,415491,100552745,100038061,453636,100856370
55216,270156,107284514,419794,100551972,733549,451546,479439
55217,192289,107295409,422296,100568254,100124877,107966584,481090
55218,97827,107285830,423264,100553135,549208,452996,490750
55219,66146,107293112,419590,100552360,733452,456502,478180
55220,213417,107289113,419829,100566425,779770,469653,488571
55222,216011,107300052,769461,100566220,496473,747057,609579
55225,242570,107294339,424694,100559526,780311,469344,489556
55226,98956,107287499,426609,100566182,779537,466485,483431
55227,214345,107292156,421891,100551561,395020,462779,481847
55234,74255,107285614,427377,100558423,394796,465038,474740
55236,231380,107286744,422655,100565511,100488465,461294,475160
55238,234595,107284165,107052162,100551838,100491813,454138,487252
55239,270086,107296065,415695,100561788,549076,454101,478122
55240,68428,107297606,424275,100561470,100496101,459572,483885
55245,56046,107287105,419139,100562946,394930,458201,608882
55246,67179,107291033,422005,103281717,448037,464077,612822
55247,234258,107285705,428750,100566810,549955,471359,475639
55248,66950,107286323,421371,100556296,779750,457717,612794
55250,58523,107291115,420980,100561437,548516,455378,480158
55251,245867,107296411,419248,100561763,496500,100610149,485988
55254,67846,107298183,418340,100565359,448136,460604,478574
55255,218460,107284603,416366,100559440,549283,461795,610498
55256,104923,107294090,421918,100559971,448325,743384,100855962
55257,73247,107298023,419233,100553440,595073,738462,612425
55259,320662,107295634,418206,100559660,100170567,465348,486630
55266,67226,107283828,417856,100564520,548833,452078,474450
55268,52430,107283045,424646,100559329,100135206,737617,610733
55269,66645,107288236,418955,100559653,100489975,452452,477347
55270,214254,107284302,418858,103279748,100492948,741013,100685818
55272,102462,107293656,107053172,100562641,448133,453760,487656
55273,67888,107302744,417398,100564482,100490268,455142,609661
55274,72057,107298335,100857350,100567070,595031,463140,475037
55275,68299,107299136,417622,100564149,100496110,454402,491188
55277,75578,107292525,772383,100562483,100145330,456894,479554
55278,76563,107288300,421781,100556821,780239,462909,475014
55280,72502,107282206,101749626,100551843,100487964,450674,477797
55283,171166,107285236,429091,100554956,549558,469371,490185
55284,66799,107297275,420185,100561037,548886,464234,486999
55287,94346,107296044,100859425,100563522,100485302,460183,100684197
55288,59040,107294653,417410,100560389,100492251,454570,480613
55290,66653,107296747,426772,100555947,100125194,746619,608026
55291,52036,107285828,423116,100566466,779971,747492,483688
55294,50754,107296355,422481,100554110,100145670,461542,475465
55296,67249,107297657,422800,100566049,100491620,746753,479121
55299,67832,107296958,427433,100565778,734079,461927,479365
55300,67073,107297770,422807,100564869,549707,471160,100682913
55304,228677,107293250,768538,100553356,100487030,735328,485766
55312,54391,107286165,427259,100561022,549713,744462,484159
55314,70652,107296101,422414,100562430,100135165,461571,482668
55315,71279,107299956,423717,100558729,100037858,466104,489034
55316,237926,107283751,422101,103277843,100495700,455175,609330
55317,69596,107297884,101749247,100560797,100135151,458066,609098
55319,66282,107294730,770087,100559664,549385,737885,475487
55320,217653,114922770,423593,103279879,100497801,467444,100682620
55322,77877,107283573,420910,100557250,496505,461936,612640
55323,67557,107293003,415392,100567483,493506,453549,487625
55324,27406,107294400,424950,100562374,100145696,460884,478651
55325,192169,107302664,422542,100561832,100145557,461636,482908
55327,22343,107286937,421608,100564017,100488760,466475,485424
55329,17427,107283156,426295,100557197,100125104,453462,478314
55331,66190,107298307,419087,100555887,100127611,748831,607939
55332,71712,107289464,418095,100565308,548586,740763,612179
55334,328133,107291066,423261,100555686,493555,452998,610146
55339,74320,107287670,424753,100567708,548794,470527,100856093
55341,224092,107291705,424897,100556150,100145528,460944,478606
55342,20744,107298402,417105,100561000,100135229,464719,480733
55343,228368,107290555,423203,100557069,100492829,451146,403593
55344,403178,107284252,418673,100565567,100488047,104004678,608690
55345,71643,107286691,428770,100561644,100327248,461442,487907
55346,320554,107302429,421594,100556559,100127643,466483,609152
55347,213012,107292381,418419,100568102,100135182,743016,478561
55349,218865,107287673,415993,100563914,116410481,460450,484723
55353,114128,107285396,770893,100565694,101732221,740230,475042
55356,242126,107289343,418336,100566412,448510,469426,483136
55361,84095,107295218,425291,100566736,594904,450656,486824
55363,93966,107297212,427378,103280918,100486734,464604,474774
55364,16210,107292901,421080,100557162,496763,455343,490513
55366,107515,107286935,428605,100564212,100144922,451088,476896
55367,57913,107283894,426464,100564298,100488788,450935,483649
55374,71983,107283665,416135,100558472,100145543,736706,487163
