gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,Pan_hrt_1,Pan_hrt_2,Pan_kid_1,Pan_kid_2,Pan_liv,Homo_sg_1,Homo_sg_2,Homo_hrt_1,Homo_hrt_2,Homo_hrt_3,Homo_kidn_1,Homo_kidn_2,Homo_kidn_3,Homo_livr_1,Homo_livr_2,Homo_livr_3,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,py_sg1,py_sg2,pg_sg1,pg_sg2,mus_slg_1,mus_slg_2,mus_smg_1,mus_smg_2,mus_pg_1,mus_pg_2,gekko_sg1,gekko_sg2
107294499,peroxisomal biogenesis factor 7,105,188,259,60,57,148,50,87,132,72,155,60,106,58,84,73,79,55,207,129,77,182,258,118,165,91,96,28,108,30,71,73,64,55,49,481,337,544,277,442,138,147,173,94,207,4.04505,4.50807,4.30608,5.45991,16.207,3.27463,3.28909,7.12561,4.46293,6.28371,3.35366,1.14648,7.08071,3.232255,2.029482,2.379038,2.4022,25.0193006,25.5272947,26.7596219,77.878935,75.378178,75.312685,124.977584,117.129403,127.130944,109.243168,9.54079,10.4981,17.2822,6.80368,24.9021,50.1429,38.982,30.7666,20.9064,32.6962,15.1452,4.358635,8.17114,12.60589,6.43655,15.17811,9.553385,2.270179,3.776124,5.3409,3.530214,4.307841,10.33572,7.484487,10.25518,2.66971,5.557122,6.066021,8.73024,10.7225,19.55185,19.1703,10.6999,6.9577,6.841446,7.13205,16.43197,19.12716,21.052,8.86251,21.478576,4.58559,3.19422,4.8432054,32.074065,16.24176,14.981,32.363883,22.875891,46.216071,18.46287,26.978017,22.7892,21.408384,32.493934,8.54878,19.9136,6.90321,9.41539,1.850589,1.38990659,1.8429856,1.725793,0.2021289,0.30505642,6.82649,5.89212
107294515,pannexin 2,3,10,7,0,3,9,0,2,4,0,7,6,8,4,0,6,0,3,3,0,0,7,14,2,10,8,4,5,15,1,2,7,10,9,16,1,0,4,3,2,0,1,0,1,1,0,0,0,0,0,0,0.0385817,0,0,0,0,0,0.226522,0.0482998,1.169476,1.1378,1.6069576,0.804803,2.396103,2.169852,2.710642,0.955439,1.599509,0.55098,0.958008,1.71173,0.8335417,0.209777,0.352898,0.27073,0.233224,0.0392003,0.172936,0.049743,0.112339,0.281816,0.530961,0.0929594,0,0.113534,0.818777,0.126869,0.41472,0.332237,0.0248169,0.0577229,0,0.0691527,0.177437,0.0478992,0.0774222,0.0693166,0,0.02688,0.358996,0.0255536,0,0.158241,0.163413,4.45324,0.2498572,0.530728,0.466218,0.40558,0.192714,2.56496,5.50514,0.568423,7.061838,0.3743697,2.2847637,1.8632,4.51137,0.0352826,0.238729,1.02817,0.144203,0.703123,0.0466086,0.082794,0.0502503,0.151891,0.10661,0.124741,0.0288463,0.0259818,0.0425039,0.2840858,0.465176,0.3651911,0.0201799,0.0361007,0,0.0186087
107294522,GSK3B interacting protein,1027,977,1080,976,622,571,447,485,693,415,575,830,610,557,439,482,395,447,932,551,605,823,1066,910,972,949,831,244,762,562,877,1341,712,448,739,658,579,1499,1005,824,659,405,437,284,351,2.58422,8.8832,7.8403,4.35517,13.0057,8.98214,6.96857,2.86143,4.52276,4.19874,5.74307,1.65758,6.19496,2.57867,2.650429,1.961076,1.22642,3.7708021,3.9310299,3.9913636,7.680689,6.837056,6.715894,4.02659,4.9211402,6.8056,5.02466,4.95355,5.14012,9.84334,3.17604,5.60026,12.2491,10.9064,5.39661,7.83224,10.0332,2.44151,3.21446,8.31105,8.52428,4.094665,14.48379,14.51824,2.777429,4.208492,7.20139,7.30813,9.69453,11.2856,11.4721,13.1072,5.34537,5.62454,8.29436,4.30932,2.45943,8.0765,5.76917,3.62304,9.2342238,5.658416,2.507579,4.090774,5.637057,16.93726911,4.822427953,23.212422,8.958611,22.03944,5.345418,0.149775,0.15522,4.8894,9.53415,61.2413,15.133,0,29.9138,0,0,9.25096,8.18E-08,22.5276,16.6154,23.7244,5.7680842,7.2669882,4.210507,7.812235,2.8419139,3.1903487,0,0
107294525,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,27,14,19,9,10,18,6,5,7,6,10,12,6,9,9,13,12,9,21,11,13,9,28,22,26,13,10,3,19,27,13,8,10,12,14,35,26,37,31,47,30,65,63,56,73,1.87167,3.81201,2.99989,2.54971,4.52126,1.86999,7.33902,5.57715,7.24917,6.41672,4.40966,1.03661,3.34894,1.8124101,2.507702,2.601341,1.981280877,18.2852558,16.608843,19.373122,30.6735193,31.6667772,28.681299,18.528019,25.238044,21.09721,21.633669,4.89857,10.3309,10.322,8.76688,8.92344,19.5369,20.4931,15.429,13.235,14.6413,8.6619,12.6088,16.3584,20.5451,5.86788,18.4295,13.0459,4.84061,7.51844,7.82665,10.18509,15.71754,16.59324,16.1825,17.08983,7.54371,7.170977,8.92368,15.9202762,15.03844,31.53464,25.49075,12.57421,4.7575637,5.9226046,26.03289083,32.4318657,26.46502413,42.69956,35.76048022,35.91568335,14.6358462,6.565889595,9.478972503,6.04197,5.555052,2.76158,4.85757,5.77285,4.63673,5.28594,4.26935,3.77089,3.29551,3.62703,4.95921,10.9124,0.799793,1.15851,4.203243,4.5481898,3.406224,4.622671,3.2813423,2.7712585,10.2122,5.79774
107294537,mannosidase endo-alpha,108,164,199,170,80,94,63,163,136,58,164,153,139,72,100,57,97,110,152,115,96,349,266,217,179,167,137,23,202,56,21,54,71,30,63,115,93,148,168,131,60,107,65,152,168,0.816858,0.448437,1.33092,1.31901,1.37459,3.19093,11.3578,2.17441,4.87888,2.78256,2.76915,0.488766,8.85009,0.907759,1.44263,1.633416,1.22591,2.954932,4.48672,4.25595,7.32226,6.17112,9.35849,10.788113,7.70411,7.94267,7.41252,2.87701,6.37413,8.43782,3.54085,2.51081,5.46224,4.24903,2.65557,5.23254,4.25402,1.3263,1.767097,4.23996,5.01832,1.363862,5.083666,6.005672,1.323314,3.119402,4.77371,9.22678,5.0286,16.2135,14.3498,16.779,7.65508,9.52449,11.4234,1.13636,0.993028,2.27512,5.05758,1.32473,6.062247,2.779609,1.230903,2.261848,0.6193,2.357213,0.338031,9.805767,1.69721,4.576385,4.77011,38.4086,28.1797,0.920983,3.42299,9.36406,9.19569,24.7308,3.62304,8.92393,8.04186,7.72895,1.59702,1.64212,0,0,1.05605,0.994026,0.477852,0.856867,0.510609,0.192972,0.812836,0.652203
107294551,two pore segment channel 2,25,71,48.54,29.2,27,37.82,11,24.15,16,10,54.23,9.06,44.8,21.12,18,14.08,20.14,12,27,40,1,43.56,165.33,13,70.59,36.34,34,5.11,41,11.04,20,9,41.23,18.19,25,55,40,58.41,37,36.25,11,63,37.99,29.41,54.57,0.939312,1.493357,1.834366,1.488984,2.725043,1.76156,3.024208,1.780849,2.90295,3.758769,3.942369,1.440638,5.453315,0.991394,1.94891,1.251831,0.967184,4.43707,5.05847,5.202964,8.22982,7.499598,7.309441,2.7882911,5.386507,3.931194,5.099392,2.20212,4.51333,6.53647,1.51124,4.31449,13.2947,9.80237,4.53185,12.7137,24.0065,3.96883,2.77691,2.78712,2.93183,6.46125,16.7458,15.4583,3.36485,4.95959,7.42876,4.206276,3.369602,12.89805,10.61911,17.0696,8.294103,5.970716,7.027699,2.214945347,2.06795,22.511044,23.21145,9.02487,1.21438106,1.3850884,2.761980728,4.599239776,5.487001,11.605302,10.01550335,13.87553,7.681234,1.0016791,3.5796672,5.552258,2.01366,0.9016059,3.2179155,0.7883819,27.5085459,7.3178087,7.058179,3.57728,3.862149,8.6716,0.648135,6.69887,0.578223,0.266848,1.036216,0.842616426,0.5562152,0.717554,0.7017,0.5362804,0.914402,0.304214
107294555,NAD synthetase 1,252,490,484.64,181.73,102.14,237.65,109.54,138.2,265,148,230.51,275.21,167.6,123.18,109.77,108.32,166.65,164.25,434.16,147.1,107.24,206.04,547.83,360.48,240.42,238.77,167.82,21.72,310.49,104.25,184,194.6,149.32,90.26,255.78,271,267,389.26,290.35,407.32,120,215.23,131.42,125.64,335.7,1.79486,3.19704,4.4808,2.82263,2.27952,3.64624,10.6469,4.62333,16.8224,11.0917,8.22656,2.42291,9.43294,1.011348466,2.139573,1.66593,1.562665,4.001945,4.1858745,4.724978,25.433636,24.287029,23.140693,18.836107,22.269209,23.572693,25.541407,0.69148,2.16792,1.91598,0.958125,1.3864,5.8681,4.84987,1.1353,2.83177,1.70134,0.991831,3.00685,5.54113,6.87491,8.91029,22.4464,13.3438,9.13104,22.5309,20.6463,5.884125,7.501732,17.77716,17.12008,25.1995,9.33816,16.74727,16.48684,4.909449,3.846093,32.0824,25.968894,19.583466,10.27253,10.69189,34.05806,30.17612,25.54503,61.57269,54.0772,50.22563,41.02561,19.74872,16.99986,7.285975001,3.979275,1.906772816,4.662311,1.9100949,12.735262,6.65511,9.636609,5.82145,8.0020818,7.415681,2.2268,4.50954,3.39384,2.405,2.994737,5.112816,0.54837,1.796062,0.715454,1.004088,1.09861,0.771311
107294559,cysteine and glycine rich protein 3,23,280,128,887,36,136,11,47,76,12,552,41,108,10,25,17,20,15,228,14,7,64,26,1152,29,112,28,9,61,11,87833,30578,74859,6103,75153,17,4,15,38,5,2,0,8,24,6,3.04956,38.9109,3.5748,3.68284,10.5655,0.896414,5.80231,3.54329,5.99872,6.30627,3.81671,1.59316,6.95969,0.144195,0,0,0,292.46983,436.12543,422.93341,3.56046,3.05958,3.39919,10.822446,11.383993,10.25031,10.272289,2050.65,2509.27,2341.52,1169.78,0,3.02064,0.579124,0,1.3372,2.94579,0,994.003,1736.48,1187.45,0.190306,0.683058,1.88917,0.180157,0.950716,0,1132.57,1540.64,1.00258,2.59283,2.99845,2.74533,4.20092,1.7533,1003.7,1414.65,0.268253,0.108498,0.0998901,0.0131121,0,205.68625,931.48852,933.08774,0,0.114097,0,0,0,0.138185,0,0,1136.16,1192.2,1050.62,1.21414,0,0.229315,0,0,0.652302,12.2383,1.52337,41.9542,10.2799,0,0,0,0,0.0633087,0,147.399,84.6942
107294581,dehydrogenase/reductase (SDR family) member 7,883.52,1307.05,1204.02,540.99,434.61,733.38,232.7,289.97,583.55,260.9,523.79,676.76,375.53,328.44,523.47,249.94,381.12,206.6,1632.2,356.81,423.25,609.09,1207.39,930.56,889.45,933.15,597.31,430.89,557.79,374.66,546.05,621.37,511.79,517.77,603.71,3512.95,4517.83,3931.88,2638.85,2106.9,14079.92,23533.99,21712.95,12622.99,13515.97,12.0606,17.3563,22.9834,17.7876,35.2232,11.8621,266.723,572.521,47.022,67.1678,67.2229,31.7461,37.5573,18.3182386,15.06127,16.425219,16.9901225,23.716481,27.601164,27.051679,32.071858,32.354504,32.03749,36.104649,33.946295,31.644472,33.265643,8.28167,13.6794,10.9036,4.28373,92.3497,321.504,225.281,92.83,1068.56,1022.74,397.711,45.59494,58.54534,68.02254,159.6837,310.2862,342.2014,1634.192,1320.822,2367.087,22.7124,32.8331,77.5334,60.3177,71.5792,13.6492,20.1164,29.9164,14.0875,9.42943,84.2053,63.9118,121.737,184.089047,288.4439183,44.71205,53.05506,55.32845,159.10785,49.06249,124.721895,129.31556,41.715354,84.386398,3.04943,877.4036,116.196721,120.5036,206.0851,123.90008,0.662623,160.63757,0,0.331447,32.43903,35.9949,117.614,31.079,24.5399,35.510483,104.1511855,17.475703,57.783844,26.847145,45.20264278,77.8273,47.6606
107294583,pecanex homolog 4 (Drosophila),87.48,389.95,365.98,152.01,99.39,205.62,40.3,155.03,233.45,113.1,203.21,66.24,209.47,63.56,78.53,262.06,100.88,80.4,401.8,128.19,149.75,599.91,407.61,362.44,136.55,237.85,118.69,18.11,217.21,73.34,180.95,243.63,199.21,101.23,219.29,129.05,134.17,144.12,124.15,106.1,87.08,113.01,85.05,57.01,88.03,0.605719,0.739962,1.09162,1.2029,0.888612,1.82239,1.48286,1.11079,2.8116,4.93306,1.61473,0.609363,3.52194,0.503356,0.666383,0.642861,0.66027,1.61507,1.39337,1.44403,2.06354,2.43327,2.28407,2.24481,2.16227,1.59973,2.07393,9.08684,7.81504,17.6802,6.18613,17.0252,20.0422,11.1246,6.67869,4.67812,10.2111,3.13304,4.90484,5.71519,9.08671,2.17065,8.83547,6.32649,2.48253,3.27073,3.77264,5.10799,10.7825,10.2403,17.8729,14.5969,1.94899,5.77702,6.11658,2.99265,2.62445,15.17,11.6081,3.12675,16.21800383,10.1379165,4.797267,8.4208,9.140694939,16.2253,3.39957686,57.342708,4.530615162,5.162558199,9.650556394,0.0189,14.68701,1.12453,2.94047948,10.306826,4.511339,0,5.81378,0,0,1.39064,4.86565,13.357,2.64262,0.898213,1.03679,0.97155,0.362644,0.942798,0.228666,0.158326,1.95594,1.45729
107294587,G-rich RNA sequence binding factor 1,1393,381,362,899,524,316,329,301,719,262,430,693,290,479,447,337,464,349,536,260,298,347,568,591,663,545,388,1768,512,1451,311,518,200,214,362,647,592,574,490,479,567,890,476,411,864,44.3565,92.856,89.6279,53.7202,141.719,39.6869,158.522,379.16,160.438,182.127,89.1178,97.414,84.1035,8.25653,10.244417,10.56496,10.57801,45.311086,40.452083,38.468505,47.257945,48.08845,48.40699,36.741042,36.005089,46.499187,34.825485,16.2228,15.8663,18.1119,10.8772,24.0197,31.7121,30.1014,22.3657,16.2763,24.3038,11.4353,51.3428,76.1309,81.6731,71.5339,116.734,78.6392,49.5583,46.5518,65.2699,31.3171,35.7888,36.4829,30.9589,34.4582,15.81476,11.60158,14.81095,61.47416,90.44139,57.24391,73.42586698,51.29232,50.476388,52.039824,19.48351139,32.42852,32.963207,39.13288,22.089383,71.16524,15.854226,19.621789,22.762789,79.7063,28.4295,35.0555,71.619,122.897,49.786,55.5822,45.9764,81.9899,80.6909,29.7045,69.2533,79.4848,51.9542,60.4389,8.851929,6.829925,4.63505,8.217542,6.087518,6.75574,42.8287,29.5105
107294593,joining chain of multimeric IgA and IgM,553,1181,1068,1236,713,125,130,5624,512,149,2025,1896,3328,625,143,307,454,234,4787,249,3265,8662,2591,2681,824,2780,758,35,1324,215,5,106,318,1107,96,45,41,1011,11030,79,83,133,305,194,304,4.3275,0.15665,59.7703,25.7475,1.80975,618.856,45.276,6.65356,35.9007,88.2006,302.003,8.0041,8007.42,53.279225,82.300581,80.39742,76.822077,1.2261687,2.145824,2.189735,3.34231,3.936882,3.873975,0.3461878,0.755122,0.62275,0.692239,0.747938,5.23118,1.76968,1.98034,11.3621,34.8565,5.06969,4.91658,4.87747,6.90738,1.78027,3.55321,17.7151,4.58839,13.6927,2.3722,294.582,6.81403,40.0996,5.31189,6.29017,26.2892,9.45093,9.32063,13.5961,9.87685,5.87263,13.1386,25.816421,1.4002833,96.90359,38.794505,6.8515718,3365.78756,624.61624,3.193638794,3.061740017,2.68238562,3.33593,1.6531708,9.89801,2.407446,0.6590624,12.717723,4003.31,13041.04,26.41271,53.88973,194.9138,95.8268,5095.6,285.4665,167.1882,334.788,51.5044,2.95966,43.2875,82.7171,189.272,1.192015,0.97771,0.316389025,0.641165,0.155255,0.7156013,0.275392,0.220972
107294596,protein O-fucosyltransferase 1,50,62,82,46,58,24,18,30,40,33,116,50,44,36,17,55,24,21,51,26,61,150,101,81,68,37,42,29,76,15,31,16,38,50,22,53,35,53,34,43,23,50,39,59,81,1.16805,0.447476,1.55428,1.71456,2.85413,0.962465,9.90121,13.821,6.02359,8.12127,1.87309,0.780351,4.98377,1.737487,2.0847758,2.1168907,1.9557693,5.4532955,7.014995,6.375041,12.321039,10.424275,12.000187,8.397148551,12.04564758,13.14210746,12.364837,1.58273,3.23191,2.83847,1.20437,3.04305,7.21697,4.57585,2.51547,3.91739,4.83649,1.9477,7.01509,10.9238,9.3076,10.768,15.9689,14.2819,8.22484,11.5796,11.9797,6.582015,14.58215,14.2492,13.62777,15.39746,8.54897,10.01367,9.04841,7.65022,2.81219,20.4944,16.7451,5.64893,5.018709,4.5601539,8.19262,16.911669,16.594818,25.96036,15.423156,31.30036794,32.615274,3.394359,17.2386238,34.96078,32.41018,2.783478,5.90868,12.24,27.55661,40.274554,15.550662,23.1334,27.9513,18.3662,5.44267,7.74523,4.91088,3.43756,1.3700024,1.6856726,0.6406755,0.913068,0.6127265,0.3032069,2.07177,1.87548
107294598,transmembrane 9 superfamily protein member 4,307.79,83.92,122.58,103.6,282.52,70.54,91.84,152.75,81.45,104.08,129.55,190.5,70.75,135.88,71.25,115.46,159.58,110.62,102.08,104.77,74.43,149.55,533.28,233.3,488.33,77.68,97.12,264.12,138.41,136.81,21.8,14.58,15,17.94,17.22,20.95,41,25.96,25.42,27.81,12.21,49.02,30.48,42.13,45.64,26.3307,6.04887,27.1272,31.0813,36.6054,3.27492,14.5062,10.7644,16.9607,11.4941,7.41092,2.86647,31.7695,7.895288,11.45487601,9.28889,8.207932,19.6633,20.8062924,20.8270004,33.132122,31.9515592,31.4904669,33.0829875,37.1645411,36.352507,40.2546056,9.73889,18.3479,14.8208,7.65465,26.2311,21.7777,20.3104,12.3725,19.6385,11.718,9.4618,14.4289,12.3394,18.2561,19.8027,25.3124,25.3754,20.5448,25.7047,28.0912,22.5235379,23.8959,47.887258,46.351708,53.95196431,21.00616,35.520592,36.7691296,10.9153,12.0122,31.20940395,33.71288443,24.50240943,8.1827579,8.818682,11.196967,21.74882,16.976821,35.760804,28.208734,35.759293,17.621837,5.427401,10.572944,30.0336,10.8647,5.27665,16.6058,13.0042,27.1209,18.587,21.0455,19.824,29.9662,22.7855,7.74837,12.9398,4.85697,6.27035,16.922917,26.6843337,3.876687,9.793698159,5.3003181,4.3581641,2.5294,1.03506
107294602,WD repeat domain 1,6967,6017,8088,4209,3747,3449,2110,2998,3903,2136,5999,6364,4335,3185,2929,2583,4109,3550,6294,3319,2628,5481,13776,7027,6054,5041,4776,1442,4346,4253,4438,4446,4739,2631,4477,5493,4533,6368,5623,4202,2684,3292,2862,2582,3377,10.2623,19.7355,23.412,15.421,36.5236,5.28506,21.7379,19.7019,45.1983,35.1519,25.7242,6.56878,42.1793,10.4793932,14.646985,15.778043,14.0661986,62.694322,70.024934,69.411052,100.22969,96.013323,97.557301,31.153063,41.799387,40.935458,39.845239,46.7582,59.8611,51.9745,35.8478,23.148,57.671,48.7409,22.9736,25.6756,26.5989,14.0391,22.73991,40.3774,49.0463,50.822,118.5729,98.3465,26.0975,50.008,68.3511,35.8033,47.07995,47.8310039,59.240687,48.487809,15.5915499,23.1815891,30.42064356,63.9827,48.30603,155.8252,93.9855,136.9633,24.9350095,31.6206072,120.579522,179.597954,174.142929,435.147774,198.061901,218.899388,46.9997217,14.967262,20.3329638,66.31449,40.997664,23.30157,31.076939,37.661529,64.542378,72.520247,69.289742,40.52835,53.7037,35.21354,45.3486,67.6684,11.7385,8.43476,26.835606,27.3279405,10.159642,28.6435405,10.8985819,11.5036265,30.5102,20.8246
107294606,exosome component 10,56.16,32.57,66.5,33.59,40.2,33.62,18.45,19.88,18.55,33.19,18.62,48.38,15.72,47.23,14.41,17.31,38.56,22.33,36.42,29.97,25.92,12.6,89.2,34.55,69.16,31.91,35.65,32.5,38.72,45.89,21.08,16.31,23.38,53.18,13.64,40.05,31.78,24.18,29.82,39.91,16.59,50.66,20.33,24.53,62.75,6.54005,8.77936,9.28978,8.3261,9.81924,4.21073,15.9162,15.8564,14.2284,15.7176,10.1885,2.94845,15.867,2.531173,4.527468,3.986395003,5.762918381,12.6328714,12.54623344,13.532945,17.72076,16.786719,16.222475,8.545806,8.869515,8.358974,11.11914,101.081,89.843,94.0217,118.702,56.7061,88.142,92.6139,130.41,39.3192,90.2905,86.4174,13.2716,15.8692,19.9582,12.7301,20.0703,15.3411,10.4319,12.0269,10.5074,10.09026,15.06758,25.78262,17.0926,20.2659,9.157372,10.21113,12.63975,15.37731,12.217118,24.65386,25.064634,19.29148,9.812081,10.0044,20.71747,14.68352,14.09007,19.91188,18.90519,24.31291,11.2061,8.066786,13.50405,15.562537,7.620954,9.1205642,19.05875,13.018397,14.9398025,7.019702,14.93597299,8.868368,10.531022,9.792007,25.5975,27.7486,4.37655,3.85718,5.830122,6.8361,2.078679,4.334172,3.2888761,2.9156262,4.87929,2.25515
107294622,host cell factor C2,71,53,83,40,41,40,12,35,35,33,73,35,42,38,40,21,44,40,52,35,30,89,138,46,92,37,60,9,68,24,45,12,51,53,51,47,34,87,72,67,11,19,21,17,25,0.899845,1.48519,1.54363,1.76935,3.17069,1.23675,1.87036,0.599158,2.76027,3.47695,3.54943,0.860147,3.79718,2.41236,2.67559,3.519006,3.391479,7.40874,6.42627,5.96539,5.82491,5.98912,5.817187,3.838196,4.88506,4.67827,5.33293,0.15506,3.44654,2.67649,0.193136,0.0366007,2.974227,2.213406,0.239749,1.576994,2.15569,0.277798,9.939842,16.49336,15.35377,5.46059,27.45077,16.97289,6.5678,11.3278,10.2172,8.61716,5.094793,7.890522,6.105695,6.70026,4.424415,5.167397,5.822299,5.97186,4.67293,6.26984,6.4385,5.31254,6.10357,4.0970514,3.375919,2.321720009,4.265753,5.499784,1.866173,8.666842,3.815654,2.7502084,3.216035,10.814114,7.956049,1.539609,2.95693,8.11279,4.576136,8.832268,4.8873966,7.375008,5.34466,3.5951046,1.41232,4.76975,0,0.310792,4.285315,4.4633929,1.746691,4.646,1.9149953,1.435429,0.225504,0.0986939
107294625,polypeptide N-acetylgalactosaminyltransferase 16,3,39,20,3,2,5,6,3,19,3,21,21,29,4,6,15,5,6,35,13,3,24,98,12,8,15,8,3,10,6,4,43,5,24,7,5,5,12,8,8,2,5,1,0,5,0.129915,0,0.361305,0.399813,1.2024,0,0,0.0228854,0.0291792,0.445293,0.193877,0,0.117841,0.2999586,0.338651003,0.117914,0.403698,1.485617,2.220603,2.1316334,0.705786,1.1794925,0.6910397,0.3315432,0.4335972,0.1981933,0.2684689,1.88,7.74195,1.12972,4.11363,1.4349,1.90422,2.17313,1.36765,0.417467,0.710076,0.3564,3.75674,6.13564,4.52899,1.99528,4.64729,5.58262,1.73571,5.10739,5.31387,3.44167,2.60439,2.25717,5.164279,3.35045,1.37799,5.46449,1.83805,14.64135,27.36009,14.25698,4.726454,1.15982,5.012828,4.8048209,61.64319,114.49886,113.00903,9.569302,5.063672,6.911242,0.912844,0.25017221,0.6080662,0.040262,0,0.9903957,4.112332,3.380903,5.882635,0,5.470692,0,0,2.686944,5.56987,14.1981,0.399936,0.216133,0.132299,0.0334629,0.2973911,0.1163484,0.0458032,0.0410334,0.726545,0.493283
107294629,calmodulin regulated spectrin associated protein family member 2,9,61,57,14,16,20,24,12,75,7,49,14,47,12,11,15,17,4,64,17,8,56,170,50,16,29,28,3,40,9,41,49,42,59,35,29,17,64,57,45,5,17,23,14,38,0.178639,1.50448,0.306114,0.330873,0.633624,0.771967,0.488214,0.399009,1.3214,2.80951,0.942935,0.137428,8.15492,1.694980112,1.96449551,1.685086,2.030493,2.9637498,2.4195189,2.2096931,5.422855,6.17562,5.55659,2.971871,1.796286,2.480853,2.131412,0.461767,1.88763,2.24503,0.58124,0.991076,4.26587,3.82198,1.28551,2.29922,3.33063,1.09382,5.914809858,12.1498775,20.2349346,3.744985651,19.0195202,17.6334057,3.168256,6.437957,6.570071036,2.922325,3.782345,2.22532,2.135956,0.6714865,0.67114,1.659523,2.265558,4.08566,4.5223,6.51403,6.11931,2.694425,5.96976,3.837639,4.14908,1.977276,3.087095001,4.788146,0.982767,8.03570719,1.725604,1.436406,1.094266,0.0145338,6.65081,0.742895,3.606333983,5.91805486,4.049198,0,4.3065919,0,0,1.556645508,0.396868,1.2383,0,0.00517627,1.3097027,1.0755882,0.73814,1.13846683,0.5288504,0.4643151,0.27658,0.134737
107294639,growth regulation by estrogen in breast cancer 1,1.48,25.22,3,2,4,5,1,2,2,1,3.07,0,0,6.61,1,3,0,0,1.08,0,0,2,2.45,3,7,7,3,1,6,0,1,4,5,4,0,2,6.49,3.62,0,0,0,6,1,0,2,0.0809853,0.107435,0.237313,0.286263,0.0914782,0,0.0352732,0,0.0227914,0.0362304,0.208222,0.0761134,0.143818,0,0.247242,0,0.3153962,0.184368402,0.225305,0.535130904,0.405760402,0.618999051,0.237272205,0.030023902,0.1634516,0.0534953,0.3747301,0.208903,1.12308,0.527737,0.225792,0.0950057,0.19795,0.144508,0.031143,0.593188,1.05008,0.0300712,0.0299907,0.032981,0.20693,0.0144943,0.00903555,0.0103407,0,0.0251523,0.0101163,1.902632,0.03812154,1.025704,3.940505,0.3799551,0.0427293,0.01732502,0.007230821,1.64226,1.454158,1.315955,0.6320222,0.464816,0.1142501,0.1348219,1.245832,4.000488,3.274285,1.861865,1.857121,1.046146,0.8952471,0.1108322,0.7067366,0.379162,0.379066,0.06152623,0.12585791,0.3381786,0.2694666,0.775172,0.949307,0.1354298,0.1066586,0.120439,0.0018505,0,0,0,0.00967426,0.012035007,0.1894379,0.626872,0.10927131,0,0.325277,0.072835
107294644,thyrotropin releasing hormone,0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,5,0,3,3,0,0,0,0,3,0,1,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168753,0,0,0,0,0,0,0,0,0.033813,0.0320104,0,0,0,0,0,0,0.0201825,0,0,0.022275,0.0469769,0,0,0.0682724,0,0.0510542,0.0298325,0.735794,0.0184741,0.0735567,0.112242,0.144688,0,0,3.0848,2.74985,17.9231,17.5639,15.3262,5.43375,4.94489,7.23523,0,0,0.109516,0.354362,0.203904,0.0119814,0,0,0,0.083374,0,0,0,0,0,0.0204366,0.825585,1.85084,0.851049,0.920138,3.34535,5.58219,3.06361,1.24266,1.88079,0.937861,1.51478,0,0,0,0,0,0,0,0,0,0,0,0
