geneid,proteinid
107290095,XP_015674427.1
107290096,XP_015674428.1
107290097,XP_015674430.1
107290098,XP_015674431.1
107290098,XP_015674432.1
107290099,XP_015674433.1
107290100,XP_015674435.1
107290101,XP_015674436.1
107290102,XP_015674437.1
107290103,XP_015674439.1
107290104,XP_015674440.1
107290105,XP_015674441.1
107290106,XP_015674442.1
107290107,XP_015674443.1
107290108,XP_015674444.1
107290109,XP_015674445.1
107290110,XP_015674449.1
107290110,XP_015674457.1
107290111,XP_015674446.1
107290112,XP_015674447.1
107290113,XP_015674448.1
107290114,XP_015674450.1
107290115,XP_015674451.1
107290116,XP_015674452.1
107290117,XP_015674453.1
107290118,XP_015674454.1
107290119,XP_015674455.1
107290120,XP_015674456.1
107290120,XP_015674458.1
107290121,XP_015674459.1
107290122,XP_015674460.1
107290123,XP_015674461.1
107290124,XP_015674462.1
107290125,XP_015674463.1
107290126,XP_015674467.1
107290126,XP_015674476.1
107290127,XP_015674464.1
107290128,XP_015674465.1
107290129,XP_015674466.1
107290130,XP_015674468.1
107290131,XP_015674469.1
107290131,XP_015674470.1
107290132,XP_015674471.1
107290132,XP_015674472.1
107290132,XP_015674473.1
107290132,XP_015674474.1
107290133,XP_015674475.1
107290134,XP_015674477.1
107290135,XP_015674478.1
107290136,XP_015674479.1
107290137,XP_015674480.1
107290138,XP_015674481.1
107290139,XP_015674482.1
107290140,XP_015674486.1
107290141,XP_015674483.1
107290142,XP_015674484.1
107290143,XP_015674485.1
107290144,XP_015674487.1
107290145,XP_015674488.1
107290146,XP_015674489.1
107290147,XP_015674490.1
107290147,XP_015674491.1
107290148,XP_015674492.1
107290149,XP_015674493.1
107290150,XP_015674494.1
107290151,XP_015674498.1
107290152,XP_015674495.1
107290153,XP_015674496.1
107290154,XP_015674497.1
107290155,XP_015674499.1
107290156,XP_015674500.1
107290157,XP_015674501.1
107290158,XP_015674502.1
107290159,XP_015674503.1
107290160,XP_015674504.1
107290160,XP_015674505.1
107290161,XP_015674509.1
107290161,XP_015674517.1
107290161,XP_015674525.1
107290162,XP_015674506.1
107290163,XP_015674507.1
107290164,XP_015674508.1
107290165,XP_015674547.1
107290165,XP_015674621.1
107290166,XP_015674510.1
107290167,XP_015674511.1
107290168,XP_015674512.1
107290169,XP_015674513.1
107290170,XP_015674514.1
107290171,XP_015674515.1
107290172,XP_015674516.1
107290173,XP_015674518.1
107290174,XP_015674519.1
107290174,XP_015674520.1
107290174,XP_015674521.1
107290175,XP_015674522.1
107290176,XP_015674523.1
107290177,XP_015674524.1
107290178,XP_015674526.1
107290179,XP_015674527.1
107290180,XP_015674528.1
107290181,XP_015674529.1
107290182,XP_015674530.1
107290183,XP_015674531.1
107290184,XP_015674532.1
107290185,XP_015674536.1
107290186,XP_015674533.1
107290187,XP_015674534.1
107290188,XP_015674535.1
107290189,XP_015674537.1
107290190,XP_015674538.1
107290191,XP_015674539.1
107290192,XP_015674540.1
107290193,XP_015674541.1
107290194,XP_015674542.1
107290195,XP_015674543.1
107290196,XP_015674548.1
107290197,XP_015674544.1
107290198,XP_015674545.1
107290199,XP_015674546.1
107290200,XP_015674549.1
107290201,XP_015674550.1
107290202,XP_015674551.1
107290203,XP_015674552.1
107290204,XP_015674553.1
107290204,XP_015674554.1
107290205,XP_015674555.1
107290206,XP_015674559.1
107290207,XP_015674556.1
107290208,XP_015674557.1
107290209,XP_015674558.1
107290210,XP_015674560.1
107290210,XP_015674561.1
107290211,XP_015674562.1
107290212,XP_015674563.1
107290213,XP_015674564.1
107290214,XP_015674565.1
107290215,XP_015674566.1
107290216,XP_015674567.1
107290217,XP_015674571.1
107290218,XP_015674568.1
107290219,XP_015674569.1
107290220,XP_015674570.1
107290221,XP_015674572.1
107290222,XP_015674573.1
107290223,XP_015674574.1
107290224,XP_015674575.1
107290225,XP_015674576.1
107290226,XP_015674577.1
107290227,XP_015674578.1
107290228,XP_015674582.1
107290229,XP_015674579.1
107290230,XP_015674580.1
107290231,XP_015674581.1
107290232,XP_015674583.1
107290233,XP_015674584.1
107290234,XP_015674585.1
107290235,XP_015674586.1
107290236,XP_015674587.1
107290237,XP_015674588.1
107290238,XP_015674589.1
107290239,XP_015674593.1
107290240,XP_015674590.1
107290241,XP_015674591.1
107290242,XP_015674592.1
107290243,XP_015674594.1
107290244,XP_015674595.1
107290244,XP_015674596.1
107290244,XP_015674597.1
107290245,XP_015674598.1
107290246,XP_015674599.1
107290247,XP_015674600.1
107290248,XP_015674603.1
107290249,XP_015674601.1
107290250,XP_015674602.1
107290252,XP_015674604.1
107290253,XP_015674605.1
107290254,XP_015674606.1
107290255,XP_015674607.1
107290256,XP_015674608.1
107290257,XP_015674609.1
107290258,XP_015674610.1
107290259,XP_015674614.1
107290260,XP_015674611.1
107290261,XP_015674612.1
107290262,XP_015674613.1
107290263,XP_015674615.1
107290265,XP_015674616.1
107290266,XP_015674617.1
107290267,XP_015674618.1
107290268,XP_015674619.1
107290269,XP_015674620.1
107290270,XP_015674626.1
107290271,XP_015674622.1
107290272,XP_015674623.1
107290273,XP_015674624.1
107290273,XP_015674625.1
107290274,XP_015674627.1
107290275,XP_015674628.1
107290276,XP_015674629.1
107290277,XP_015674630.1
107290278,XP_015674631.1
107290279,XP_015674632.1
107290280,XP_015674633.1
107290281,XP_015674637.1
107290282,XP_015674634.1
107290283,XP_015674635.1
107290284,XP_015674636.1
107290285,XP_015674638.1
107290286,XP_015674639.1
107290286,XP_015674640.1
107290287,XP_015674641.1
107290288,XP_015674642.1
107290289,XP_015674643.1
107290290,XP_015674644.1
107290291,XP_015674648.1
107290292,XP_015674645.1
107290293,XP_015674646.1
107290294,XP_015674647.1
107290295,XP_015674649.1
107290296,XP_015674650.1
107290297,XP_015674651.1
107290298,XP_015674652.1
107290299,XP_015674653.1
107290300,XP_015674654.1
107290301,XP_015674655.1
107290301,XP_015674656.1
107290302,XP_015674659.1
107290303,XP_015674657.1
107290304,XP_015674658.1
107290305,XP_015674660.1
107290305,XP_015674661.1
107290306,XP_015674662.1
107290307,XP_015674663.1
107290308,XP_015674664.1
107290309,XP_015674665.1
107290310,XP_015674666.1
107290311,XP_015674667.1
107290312,XP_015674670.1
107290313,XP_015674668.1
107290315,XP_015674669.1
107290316,XP_015674671.1
107290316,XP_015674672.1
107290317,XP_015674673.1
107290318,XP_015674674.1
107290319,XP_015674675.1
107290320,XP_015674676.1
107290321,XP_015674677.1
107290322,XP_015674681.1
107290322,XP_015674689.1
107290322,XP_015674697.1
107290322,XP_015674705.1
107290323,XP_015674678.1
107290324,XP_015674679.1
107290325,XP_015674680.1
107290325,XP_015674682.1
107290326,XP_015674683.1
107290327,XP_015674684.1
107290328,XP_015674685.1
107290329,XP_015674686.1
107290330,XP_015674687.1
107290330,XP_015674688.1
107290331,XP_015674690.1
107290332,XP_015674691.1
107290332,XP_015674692.1
107290332,XP_015674693.1
107290333,XP_015674694.1
107290334,XP_015674695.1
107290335,XP_015674696.1
107290336,XP_015674735.1
107290337,XP_015674698.1
107290338,XP_015674699.1
107290339,XP_015674700.1
107290340,XP_015674701.1
107290341,XP_015674702.1
107290342,XP_015674703.1
107290343,XP_015674704.1
107290345,XP_015674706.1
107290346,XP_015674707.1
107290347,XP_015674708.1
107290348,XP_015674709.1
107290349,XP_015674710.1
107290350,XP_015674711.1
107290351,XP_015674715.1
107290352,XP_015674712.1
107290353,XP_015674713.1
107290354,XP_015674714.1
107290355,XP_015674716.1
107290356,XP_015674717.1
107290357,XP_015674718.1
107290358,XP_015674719.1
107290358,XP_015674720.1
107290358,XP_015674721.1
107290359,XP_015674722.1
107290359,XP_015674723.1
107290360,XP_015674727.1
107290361,XP_015674724.1
107290362,XP_015674725.1
107290363,XP_015674726.1
107290364,XP_015674728.1
107290366,XP_015674729.1
107290367,XP_015674730.1
107290368,XP_015674731.1
107290369,XP_015674732.1
107290370,XP_015674733.1
107290371,XP_015674739.1
107290372,XP_015674736.1
107290373,XP_015674737.1
107290374,XP_015674738.1
107290375,XP_015674740.1
107290376,XP_015674741.1
107290377,XP_015674742.1
107290378,XP_015674743.1
107290379,XP_015674744.1
107290380,XP_015674745.1
107290381,XP_015674746.1
107290382,XP_015674750.1
107290383,XP_015674747.1
107290384,XP_015674748.1
107290385,XP_015674749.1
107290386,XP_015674751.1
107290387,XP_015674752.1
107290388,XP_015674753.1
107290389,XP_015674754.1
107290390,XP_015674755.1
107290391,XP_015674756.1
107290392,XP_015674757.1
107290393,XP_015674761.1
107290394,XP_015674758.1
107290395,XP_015674759.1
107290396,XP_015674760.1
107290397,XP_015674762.1
107290398,XP_015674763.1
107290399,XP_015674764.1
107290400,XP_015674765.1
107290401,XP_015674766.1
107290402,XP_015674767.1
107290403,XP_015674771.1
107290404,XP_015674768.1
107290405,XP_015674769.1
107290406,XP_015674770.1
107290407,XP_015674772.1
107290408,XP_015674773.1
107290410,XP_015674774.1
107290411,XP_015674775.1
107290412,XP_015674776.1
107290413,XP_015674777.1
107290414,XP_015674778.1
107290415,XP_015674782.1
107290416,XP_015674779.1
107290417,XP_015674780.1
107290418,XP_015674781.1
107290419,XP_015674783.1
107290420,XP_015674784.1
107290422,XP_015674785.1
107290423,XP_015674786.1
107290424,XP_015674787.1
107290425,XP_015674788.1
107290426,XP_015674791.1
107290426,XP_015674797.1
107290427,XP_015674789.1
107290428,XP_015674790.1
107290429,XP_015674792.1
107290429,XP_015674793.1
107290429,XP_015674794.1
107290430,XP_015674795.1
107290431,XP_015674796.1
107290432,XP_015674798.1
107290433,XP_015674799.1
107290434,XP_015674800.1
107290435,XP_015674801.1
107290436,XP_015674802.1
107290437,XP_015674803.1
107290438,XP_015674840.1
107290439,XP_015674808.1
107290440,XP_015674804.1
107290440,XP_015674805.1
107290441,XP_015674806.1
107290442,XP_015674807.1
107290444,XP_015674809.1
107290444,XP_015674810.1
107290445,XP_015674811.1
107290446,XP_015674812.1
107290447,XP_015674813.1
107290448,XP_015674814.1
107290449,XP_015674818.1
107290450,XP_015674815.1
107290452,XP_015674816.1
107290453,XP_015674817.1
107290454,XP_015674819.1
107290455,XP_015674820.1
107290456,XP_015674821.1
107290457,XP_015674822.1
107290458,XP_015674823.1
107290460,XP_015674824.1
107290461,XP_015674828.1
107290462,XP_015674825.1
107290463,XP_015674826.1
107290464,XP_015674827.1
107290465,XP_015674829.1
107290466,XP_015674830.1
107290466,XP_015674831.1
107290467,XP_015674832.1
107290467,XP_015674833.1
107290468,XP_015674834.1
107290469,XP_015674835.1
107290470,XP_015674841.1
107290471,XP_015674836.1
107290471,XP_015674837.1
107290472,XP_015674838.1
107290473,XP_015674839.1
107290474,XP_015674842.1
107290475,XP_015674843.1
107290476,XP_015674844.1
107290477,XP_015674845.1
107290478,XP_015674846.1
107290479,XP_015674847.1
107290480,XP_015674848.1
107290481,XP_015674852.1
107290482,XP_015674849.1
107290483,XP_015674850.1
107290484,XP_015674851.1
107290485,XP_015674853.1
107290486,XP_015674854.1
107290487,XP_015674855.1
107290488,XP_015674856.1
107290488,XP_015674857.1
107290489,XP_015674858.1
107290490,XP_015674862.1
107290491,XP_015674859.1
107290492,XP_015674860.1
107290493,XP_015674861.1
107290494,XP_015674863.1
107290495,XP_015674864.1
107290496,XP_015674865.1
107290497,XP_015674866.1
107290498,XP_015674867.1
107290499,XP_015674868.1
107290500,XP_015674869.1
107290500,XP_015674870.1
107290501,XP_015674873.1
107290503,XP_015674871.1
107290504,XP_015674872.1
107290504,XP_015674874.1
107290505,XP_015674875.1
107290506,XP_015674876.1
107290507,XP_015674877.1
107290508,XP_015674878.1
107290509,XP_015674879.1
107290510,XP_015674880.1
107290511,XP_015674884.1
107290512,XP_015674881.1
107290513,XP_015674882.1
107290514,XP_015674883.1
107290515,XP_015674885.1
107290516,XP_015674886.1
107290517,XP_015674887.1
107290518,XP_015674888.1
107290518,XP_015674889.1
107290519,XP_015674890.1
107290519,XP_015674891.1
107290521,XP_015674895.1
107290522,XP_015674892.1
107290523,XP_015674893.1
107290524,XP_015674894.1
107290525,XP_015674896.1
107290526,XP_015674897.1
107290527,XP_015674898.1
107290528,XP_015674899.1
107290529,XP_015674900.1
107290530,XP_015674901.1
107290531,XP_015674902.1
107290532,XP_015674906.1
107290533,XP_015674903.1
107290533,XP_015674904.1
107290534,XP_015674905.1
107290535,XP_015674907.1
107290536,XP_015674908.1
107290537,XP_015674909.1
107290538,XP_015674910.1
107290539,XP_015674911.1
107290540,XP_015674912.1
107290541,XP_015674913.1
107290542,XP_015674950.1
107290543,XP_015674917.1
107290544,XP_015674914.1
107290545,XP_015674915.1
107290546,XP_015674916.1
107290547,XP_015674918.1
107290548,XP_015674919.1
107290548,XP_015674920.1
107290549,XP_015674921.1
107290549,XP_015674922.1
107290550,XP_015674923.1
107290551,XP_015674924.1
107290551,XP_015674925.1
107290551,XP_015674926.1
107290552,XP_015674929.1
107290553,XP_015674927.1
107290553,XP_015674928.1
107290554,XP_015674930.1
107290555,XP_015674931.1
107290556,XP_015674932.1
107290558,XP_015674933.1
107290559,XP_015674934.1
107290560,XP_015674935.1
107290561,XP_015674936.1
107290562,XP_015674940.1
107290563,XP_015674937.1
107290564,XP_015674938.1
107290565,XP_015674939.1
107290566,XP_015674941.1
107290567,XP_015674942.1
107290568,XP_015674943.1
107290569,XP_015674944.1
107290570,XP_015674945.1
107290571,XP_015674946.1
107290572,XP_015674947.1
107290572,XP_015674948.1
107290573,XP_015674951.1
107290574,XP_015674949.1
107290576,XP_015674952.1
107290577,XP_015674953.1
107290578,XP_015674954.1
107290578,XP_015674955.1
107290579,XP_015674956.1
107290580,XP_015674957.1
107290581,XP_015674958.1
107290582,XP_015674959.1
107290583,XP_015674963.1
107290584,XP_015674960.1
107290585,XP_015674961.1
107290586,XP_015674962.1
107290587,XP_015674964.1
107290588,XP_015674965.1
107290589,XP_015674966.1
107290590,XP_015674967.1
107290591,XP_015674968.1
107290592,XP_015674969.1
107290593,XP_015674970.1
107290594,XP_015674973.1
107290595,XP_015674971.1
107290596,XP_015674972.1
107290597,XP_015674974.1
107290597,XP_015674975.1
107290597,XP_015674976.1
107290597,XP_015674977.1
107290597,XP_015674978.1
107290598,XP_015674979.1
107290599,XP_015674980.1
107290600,XP_015674981.1
107290601,XP_015674985.1
107290602,XP_015674982.1
107290603,XP_015674983.1
107290604,XP_015674984.1
107290605,XP_015674986.1
107290606,XP_015674987.1
107290607,XP_015674988.1
107290607,XP_015674989.1
107290608,XP_015674990.1
107290609,XP_015674991.1
107290610,XP_015674992.1
107290610,XP_015674993.1
107290610,XP_015674994.1
107290610,XP_015674995.1
107290611,XP_015674998.1
107290612,XP_015674996.1
107290613,XP_015674997.1
107290614,XP_015674999.1
107290615,XP_015675000.1
107290616,XP_015675001.1
107290617,XP_015675002.1
107290618,XP_015675003.1
107290619,XP_015675004.1
107290620,XP_015675005.1
107290621,XP_015675009.1
107290621,XP_015675016.1
107290622,XP_015675006.1
107290623,XP_015675007.1
107290624,XP_015675008.1
107290625,XP_015675010.1
107290626,XP_015675011.1
107290627,XP_015675012.1
107290628,XP_015675013.1
107290629,XP_015675014.1
107290630,XP_015675015.1
107290631,XP_015675017.1
107290632,XP_015675018.1
107290633,XP_015675019.1
107290634,XP_015675020.1
107290635,XP_015675021.1
107290636,XP_015675022.1
107290637,XP_015675023.1
107290638,XP_015675028.1
107290639,XP_015675024.1
107290639,XP_015675025.1
107290640,XP_015675026.1
107290641,XP_015675027.1
107290642,XP_015675064.1
107290643,XP_015675029.1
107290644,XP_015675030.1
107290644,XP_015675031.1
107290645,XP_015675032.1
107290646,XP_015675033.1
107290648,XP_015675034.1
107290649,XP_015675039.1
107290649,XP_015675047.1
107290649,XP_015675053.1
107290650,XP_015675035.1
107290650,XP_015675036.1
107290650,XP_015675037.1
107290650,XP_015675038.1
107290651,XP_015675040.1
107290652,XP_015675041.1
107290653,XP_015675042.1
107290654,XP_015675043.1
107290655,XP_015675044.1
107290656,XP_015675045.1
107290657,XP_015675046.1
107290658,XP_015675048.1
107290660,XP_015675049.1
107290661,XP_015675050.1
107290662,XP_015675051.1
107290664,XP_015675052.1
107290665,XP_015675054.1
107290666,XP_015675055.1
107290667,XP_015675056.1
107290668,XP_015675057.1
107290669,XP_015675058.1
107290670,XP_015675059.1
107290670,XP_015675060.1
107290671,XP_015675065.1
107290671,XP_015675073.1
107290672,XP_015675061.1
107290673,XP_015675062.1
107290674,XP_015675063.1
107290675,XP_015675066.1
107290676,XP_015675067.1
107290677,XP_015675068.1
107290678,XP_015675069.1
107290679,XP_015675070.1
107290680,XP_015675071.1
107290681,XP_015675072.1
107290682,XP_015675074.1
107290683,XP_015675075.1
107290684,XP_015675076.1
107290685,XP_015675077.1
107290686,XP_015675078.1
107290687,XP_015675079.1
107290689,XP_015675082.1
107290691,XP_015675080.1
107290692,XP_015675081.1
107290693,XP_015675083.1
107290694,XP_015675084.1
107290695,XP_015675085.1
107290696,XP_015675086.1
107290697,XP_015675087.1
107290698,XP_015675088.1
107290699,XP_015675089.1
107290700,XP_015675093.1
107290701,XP_015675090.1
107290702,XP_015675091.1
107290703,XP_015675092.1
107290704,XP_015675094.1
107290705,XP_015675095.1
107290706,XP_015675096.1
107290707,XP_015675097.1
107290709,XP_015675098.1
107290710,XP_015675099.1
107290711,XP_015675100.1
107290712,XP_015675104.1
107290713,XP_015675101.1
107290713,XP_015675102.1
107290714,XP_015675103.1
107290715,XP_015675105.1
107290716,XP_015675106.1
107290717,XP_015675107.1
107290718,XP_015675108.1
107290719,XP_015675109.1
107290720,XP_015675110.1
107290721,XP_015675111.1
107290722,XP_015675115.1
107290723,XP_015675112.1
107290724,XP_015675113.1
107290725,XP_015675114.1
107290726,XP_015675116.1
107290727,XP_015675117.1
107290728,XP_015675118.1
107290729,XP_015675119.1
107290730,XP_015675120.1
107290731,XP_015675121.1
107290732,XP_015675122.1
107290733,XP_015675126.1
107290734,XP_015675123.1
107290735,XP_015675124.1
107290736,XP_015675125.1
107290736,XP_015675127.1
107290737,XP_015675128.1
107290738,XP_015675129.1
107290739,XP_015675130.1
107290740,XP_015675131.1
107290741,XP_015675132.1
107290742,XP_015675133.1
107290743,XP_015675138.1
107290744,XP_015675134.1
107290745,XP_015675135.1
107290745,XP_015675136.1
107290746,XP_015675137.1
107290748,XP_015675139.1
107290748,XP_015675140.1
107290748,XP_015675141.1
107290748,XP_015675142.1
107290748,XP_015675143.1
107290748,XP_015675144.1
107290748,XP_015675145.1
107290749,XP_015675146.1
107290750,XP_015675147.1
107290751,XP_015675151.1
107290752,XP_015675148.1
107290753,XP_015675149.1
107290754,XP_015675150.1
107290755,XP_015675152.1
107290756,XP_015675153.1
107290757,XP_015675154.1
107290758,XP_015675155.1
107290759,XP_015675156.1
107290759,XP_015675157.1
107290759,XP_015675158.1
107290760,XP_015675163.1
107290761,XP_015675159.1
107290762,XP_015675160.1
107290762,XP_015675161.1
107290763,XP_015675162.1
107290764,XP_015675164.1
107290765,XP_015675165.1
107290765,XP_015675166.1
107290765,XP_015675167.1
107290766,XP_015675168.1
107290767,XP_015675169.1
107290768,XP_015675170.1
107290769,XP_015675173.1
107290770,XP_015675171.1
107290771,XP_015675172.1
107290772,XP_015675174.1
107290773,XP_015675175.1
107290774,XP_015675176.1
107290775,XP_015675177.1
107290776,XP_015675178.1
107290777,XP_015675179.1
107290778,XP_015675180.1
107290779,XP_015675185.1
107290780,XP_015675181.1
107290781,XP_015675182.1
107290782,XP_015675183.1
107290782,XP_015675184.1
107290783,XP_015675186.1
107290784,XP_015675187.1
107290785,XP_015675188.1
107290786,XP_015675189.1
107290786,XP_015675190.1
107290786,XP_015675191.1
107290786,XP_015675192.1
107290786,XP_015675193.1
107290786,XP_015675194.1
107290787,XP_015675197.1
107290788,XP_015675195.1
107290789,XP_015675196.1
107290790,XP_015675198.1
107290791,XP_015675199.1
107290792,XP_015675200.1
107290793,XP_015675201.1
107290794,XP_015675202.1
107290795,XP_015675203.1
107290796,XP_015675204.1
107290797,XP_015675209.1
107290798,XP_015675205.1
107290799,XP_015675206.1
107290799,XP_015675207.1
107290800,XP_015675208.1
107290801,XP_015675210.1
107290802,XP_015675211.1
107290803,XP_015675212.1
107290804,XP_015675213.1
107290805,XP_015675214.1
107290806,XP_015675215.1
107290807,XP_015675216.1
107290808,XP_015675252.1
107290809,XP_015675221.1
107290809,XP_015675228.1
107290810,XP_015675217.1
107290810,XP_015675218.1
107290810,XP_015675219.1
107290810,XP_015675220.1
107290811,XP_015675222.1
107290812,XP_015675223.1
107290813,XP_015675224.1
107290814,XP_015675225.1
107290815,XP_015675226.1
107290816,XP_015675227.1
107290817,XP_015675229.1
107290818,XP_015675230.1
107290819,XP_015675231.1
107290820,XP_015675232.1
107290821,XP_015675233.1
107290822,XP_015675234.1
107290823,XP_015675235.1
107290824,XP_015675238.1
107290825,XP_015675236.1
107290826,XP_015675237.1
107290827,XP_015675239.1
107290828,XP_015675240.1
107290829,XP_015675241.1
107290830,XP_015675242.1
107290831,XP_015675243.1
107290832,XP_015675244.1
107290833,XP_015675245.1
107290834,XP_015675247.1
107290836,XP_015675246.1
107290837,XP_015675248.1
107290838,XP_015675249.1
107290838,XP_015675250.1
107290839,XP_015675251.1
107290839,XP_015675253.1
107290840,XP_015675254.1
107290840,XP_015675255.1
107290841,XP_015675256.1
107290842,XP_015675260.1
107290843,XP_015675257.1
107290844,XP_015675258.1
107290845,XP_015675259.1
107290846,XP_015675261.1
107290846,XP_015675262.1
107290847,XP_015675263.1
107290848,XP_015675264.1
107290848,XP_015675265.1
107290848,XP_015675266.1
107290849,XP_015675267.1
107290850,XP_015675268.1
107290851,XP_015675272.1
107290852,XP_015675269.1
107290852,XP_015675270.1
107290853,XP_015675271.1
107290854,XP_015675273.1
107290855,XP_015675274.1
107290856,XP_015675275.1
107290857,XP_015675276.1
107290858,XP_015675277.1
107290859,XP_015675278.1
107290860,XP_015675279.1
107290861,XP_015675283.1
107290862,XP_015675280.1
107290863,XP_015675281.1
107290864,XP_015675282.1
107290865,XP_015675284.1
107290866,XP_015675285.1
107290867,XP_015675286.1
107290868,XP_015675287.1
107290869,XP_015675288.1
107290869,XP_015675289.1
107290869,XP_015675290.1
107290870,XP_015675291.1
107290870,XP_015675292.1
107290870,XP_015675293.1
107290870,XP_015675294.1
107290871,XP_015675296.1
107290872,XP_015675295.1
107290873,XP_015675297.1
107290874,XP_015675298.1
107290875,XP_015675299.1
107290876,XP_015675300.1
107290877,XP_015675301.1
107290878,XP_015675302.1
107290879,XP_015675303.1
107290880,XP_015675307.1
107290881,XP_015675304.1
107290882,XP_015675305.1
107290883,XP_015675306.1
107290884,XP_015675308.1
107290885,XP_015675309.1
107290886,XP_015675310.1
107290887,XP_015675311.1
107290887,XP_015675312.1
107290887,XP_015675313.1
107290888,XP_015675314.1
107290889,XP_015675315.1
107290890,XP_015675319.1
107290891,XP_015675316.1
107290892,XP_015675317.1
107290893,XP_015675318.1
107290894,XP_015675320.1
107290895,XP_015675321.1
107290896,XP_015675322.1
107290897,XP_015675323.1
107290898,XP_015675324.1
107290898,XP_015675325.1
107290899,XP_015675326.1
107290900,XP_015675330.1
107290900,XP_015675338.1
107290900,XP_015675345.1
107290901,XP_015675327.1
107290902,XP_015675328.1
107290903,XP_015675329.1
107290904,XP_015675368.1
107290905,XP_015675331.1
107290906,XP_015675332.1
107290907,XP_015675333.1
107290908,XP_015675334.1
107290909,XP_015675335.1
107290910,XP_015675336.1
107290911,XP_015675337.1
107290912,XP_015675339.1
107290913,XP_015675340.1
107290914,XP_015675341.1
107290915,XP_015675342.1
107290916,XP_015675343.1
107290917,XP_015675344.1
107290918,XP_015675346.1
107290919,XP_015675347.1
107290920,XP_015675348.1
107290921,XP_015675349.1
107290921,XP_015675350.1
107290922,XP_015675351.1
107290923,XP_015675352.1
107290924,XP_015675353.1
107290925,XP_015675357.1
107290926,XP_015675354.1
107290927,XP_015675355.1
107290928,XP_015675356.1
107290928,XP_015675358.1
107290928,XP_015675359.1
107290928,XP_015675360.1
107290929,XP_015675361.1
107290931,XP_015675362.1
107290932,XP_015675363.1
107290933,XP_015675364.1
107290934,XP_015675369.1
107290935,XP_015675365.1
107290936,XP_015675366.1
107290937,XP_015675367.1
107290938,XP_015675370.1
107290939,XP_015675371.1
107290940,XP_015675372.1
107290941,XP_015675373.1
107290942,XP_015675374.1
107290943,XP_015675375.1
107290944,XP_015675376.1
107290945,XP_015675379.1
107290946,XP_015675377.1
107290947,XP_015675378.1
107290949,XP_015675380.1
107290950,XP_015675381.1
107290951,XP_015675382.1
107290952,XP_015675385.1
107290953,XP_015675383.1
107290954,XP_015675384.1
107290956,XP_015675386.1
107290957,XP_015675387.1
107290958,XP_015675388.1
107290959,XP_015675389.1
107290960,XP_015675390.1
107290961,XP_015675391.1
107290962,XP_015675392.1
107290963,XP_015675396.1
107290964,XP_015675393.1
107290965,XP_015675394.1
107290966,XP_015675395.1
107290967,XP_015675397.1
107290967,XP_015675398.1
107290968,XP_015675399.1
107290969,XP_015675400.1
107290970,XP_015675401.1
107290971,XP_015675402.1
107290972,XP_015675403.1
107290973,XP_015675404.1
107290974,XP_015675408.1
107290975,XP_015675405.1
107290976,XP_015675406.1
107290977,XP_015675407.1
107290977,XP_015675409.1
107290978,XP_015675410.1
107290979,XP_015675411.1
107290980,XP_015675412.1
107290981,XP_015675413.1
107290981,XP_015675414.1
107290981,XP_015675415.1
107290982,XP_015675419.1
107290982,XP_015675427.1
107290983,XP_015675416.1
107290983,XP_015675417.1
107290984,XP_015675418.1
107290985,XP_015675420.1
107290986,XP_015675421.1
107290987,XP_015675422.1
107290988,XP_015675423.1
107290989,XP_015675424.1
107290990,XP_015675425.1
107290991,XP_015675426.1
107290992,XP_015675428.1
107290993,XP_015675429.1
107290994,XP_015675430.1
107290995,XP_015675431.1
107290996,XP_015675432.1
107290997,XP_015675433.1
107290998,XP_015675434.1
107290999,XP_015675438.1
107291000,XP_015675435.1
107291001,XP_015675436.1
107291002,XP_015675437.1
107291003,XP_015675474.1
107291004,XP_015675439.1
107291005,XP_015675440.1
107291006,XP_015675441.1
107291007,XP_015675442.1
107291008,XP_015675443.1
107291009,XP_015675444.1
107291010,XP_015675445.1
107291011,XP_015675449.1
107291012,XP_015675446.1
107291013,XP_015675447.1
107291014,XP_015675448.1
107291015,XP_015675450.1
107291016,XP_015675451.1
107291017,XP_015675452.1
107291018,XP_015675453.1
107291019,XP_015675454.1
107291020,XP_015675458.1
107291021,XP_015675455.1
107291022,XP_015675456.1
107291022,XP_015675457.1
107291023,XP_015675459.1
107291024,XP_015675460.1
107291025,XP_015675461.1
107291026,XP_015675462.1
107291027,XP_015675463.1
107291028,XP_015675464.1
107291029,XP_015675465.1
107291030,XP_015675469.1
107291031,XP_015675466.1
107291032,XP_015675467.1
107291033,XP_015675468.1
107291034,XP_015675470.1
107291035,XP_015675471.1
107291036,XP_015675472.1
107291036,XP_015675473.1
107291037,XP_015675845.1
107291038,XP_015675475.1
107291039,XP_015675476.1
107291040,XP_015675477.1
107291041,XP_015675482.1
107291042,XP_015675478.1
107291043,XP_015675479.1
107291044,XP_015675480.1
107291044,XP_015675481.1
107291045,XP_015675483.1
107291046,XP_015675484.1
107291047,XP_015675485.1
107291048,XP_015675486.1
107291049,XP_015675487.1
107291050,XP_015675488.1
107291051,XP_015675489.1
107291051,XP_015675490.1
107291052,XP_015675493.1
107291053,XP_015675491.1
107291054,XP_015675492.1
107291055,XP_015675494.1
107291056,XP_015675495.1
107291057,XP_015675496.1
107291057,XP_015675497.1
107291057,XP_015675498.1
107291058,XP_015675499.1
107291059,XP_015675500.1
107291060,XP_015675504.1
107291061,XP_015675501.1
107291062,XP_015675502.1
107291063,XP_015675503.1
107291064,XP_015675505.1
