"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"2005",107290508,"chromosome unknown open reading frame, human C8orf34",72.33,433.16,298.75,199.8,72,308,30,328.83,173.53,96.06,358.07,109.63,651.56,133.8,46.28,263.68,57.04,25.02,574.04,158,194.98,682.6,273.57,346.17,79.92,450.85,100.06,28.12,133,32,0.11464203,0.1933476,0.1498088,0.1832933,0.165267,0.0676712,0.0775868,0,0,0
"2006",107290509,"sulfatase 1",17,202,157,29,11,44,6,22,455,13,39,201,304,16,31,18,9,2,181,8,11,275,933,104,37,108,21,5,76,3,0.3429711,0.1733463,0.2245751,0.1706108,0.6620344,0.7891775,0.78234378,0.9407594,1.4261614,0.3046059
"2007",107290512,"ataxin 7",127,285,333,158,98,190,24,96,199,83,251,216,130,99,83,135,96,88,258,85,68,169,268,235,297,281,127,207,259,215,15.9355765,16.395863,16.071165,14.860889,0.5111972,0.342001,0.611747,6.5075032,6.8728528,6.219468
"2008",107290514,"prickle planar cell polarity protein 2",9,14,10,2,1,3,2,4,5,0,15,2,8,4,0,3,4,2,11,4,4,8,23,18,5,1,6,3,7,3,0.204369416,0.45364,0.294023462,0.359771537,1.4355058,0.18937076,0.479932101,49.2619452,45.63407226,19.69093868
"2009",107290515,"synaptoporin",0,0,3.82,1,0,3.82,0,0,0,0,4.27,4.88,4.07,3.77,0,0,1,0,2,0,0,12.38,4.79,2,1,2,2,0,0,1,0.0987164,0.159352,0.139653,0.0312447,0.279483,0.0160415,0,0,0,0.0605207
"2010",107290516,"sentan, cilia apical structure protein",3,58,32,40,1,16,2,30,26,8,27,24,10,34,11,24,9,1,69,19,37,153,20,55,9,25,11,4,14,4,0,0,0,0,0.1805755,0.0266695,0.07170717,0,0,0
"2011",107290521,"T-cell lymphoma invasion and metastasis 1",163,203,261,119,147,75,111,108,160,114,191.99,57,111,167,263,145,150,119,125,160,93,173,573,111,274,77.97,182,21,96,89,1.0355071,0.19724424,0.3792579,0.2729319,0.638912792,3.20514,4.2868254,0.342568,0.432251,0.2075468
"2012",107290523,"serine incorporator 1",4587,9177,9121,3010,2739,5210,1993,2492,3209,2062,4264,2948,2881,2269,3487,2575,3007,2899,5337,3718,2175,3895,11170,4100,5310,4770,4077,533,6377,1353,46.697606,58.093578,48.860696,51.522102,29.734,44.6562,66.7601,192.584,182.292,61.6679
"2013",107290527,"fatty acid binding protein 7",10,11,22,31,19,30,6,6,31,2,22,11,8,4,16,11,8,10,14,8,13,16,50,4,17,34,67,22,11,28,0.601349,0.344439,0.486796,0.622527,0.100982,0,0.0569973,21.33932,4.728929,42.65005
"2014",107290532,"SR-related CTD-associated factor 4",404,372,658,311,270,356,153,224,337,179,490,332,308,228,238,232,204,239,444,236,230,429,1023,416,626,421,361,156,419,259,13.314631,22.058925,24.34075,20.943261,9.2509009,1.086845264,3.2739045,5.939439007,9.113797,5.404375
"2015",107290535,"MON1 homolog A, secretory trafficking associated",111,92.94,63.26,90,21,49,37,44,46.3,46,169,61.26,36,63,58,55,21,57,127,40,41,69,187,139,141.62,20,71,26,47,47,23.0968,25.04498,25.30053,23.15461,12.1862373,2.7049952,3.6425022,8.32376,9.15519,6.18375
"2016",107290536,"macrophage stimulating 1 receptor",29,241,233,54,65,96,32,51,55,47,181,66,82,39,50,69,42,33,182,83,39,118,500,85,125,153,75,22,156,37,1.614642,0.427969,1.088021,0.8786171,0.7864582,0.137201,0.11695937,0.545666027,0.767434513,0.3098654
"2017",107290537,"UTP15, small subunit processome component",1040,522,642,622,518,360,218,243,362,248,357,702,254,269,208,209,355,467,408,251,284,357,950,446,952,805,457,261,442,537,2.417846,2.3522307,1.9495,2.1537267,2.6631433,1.5069127,2.839473,6.95986,6.29163,2.25675
"2018",107290538,"ankyrin repeat family A member 2",291,802,770,350,142,455,74,203,322,149,332,459,292,135,167,99,101,81,515,156,184,309,708,452,586,683,296,46,678,251,5.9051484,4.862906,6.688082,6.265931,3.675845,5.819426,7.3262564,28.5361,17.0631,14.1682
"2019",107290539,"basic transcription factor 3",1902,2083,2423,2182,1462,1746,434,701,1691,589,1026,1612,1005,1019,640,613,395,370,2357,570,977,1335,1490,1028,1643,2279,1394,2787,1525,1047,66.3840612,62.293631,57.509096,56.099813,148.475646,224.873265,237.360179,496.00281,398.46761,167.5307
"2020",107290540,"FCH domain only 2",245,331,373,186,125,174,60,108,264,84,231,68,181,99,129,111,99,109,266,119,76,199,455,240,315,254,192,33,315,131,4.431455303,5.9788596,5.1054706,5.7788552,3.836782,2.00322,3.4463795,11.9856222,10.946775,7.91634
"2021",107290543,"superoxide dismutase 1, soluble",1965,1273,1700,2022,1080,1359,802,1042,1759,956,1137,1691,897,1270,1238,1091,1336,1041,2051,836,1246,1168,1375,1405,2112,1524,1367,4144,1309,1636,1516.96951,1445.15285,1401.79917,1397.44348,943.03708,533.255393,865.73067,1948.786,1775.681,1710.713
"2022",107290547,"transportin 1",61.83,141.22,120.22,77.62,79.83,95.94,74.39,114.9,101.42,75.06,148.34,47.77,116.09,94.39,77.75,67.04,50.47,104.26,111.92,82.07,53.47,143.93,241.54,49.1,141.02,72.22,128.58,8.61,109.69,33,10.318956,9.907373,8.223932,10.636789,6.994520135,2.311298,4.171804,11.4806,12.4258,12.133227
"2023",107290552,"MIS18 kinetochore protein A",867,1385,1516,1101,594,809,241,725,1267,443,1271,1134,1281,465,359,769,428,500,1741,528,730,1648,1582,1824,1069,1811,861,296,1286,620,3.2696279,2.219638,1.628509,4.387316,1.64802,0.873454,1.88156,0.231485,0.273951,0.149103
"2024",107290558,"semaphorin 3D",114.93,357.12,255.75,78.3,114.8,284.46,62.9,109.43,185.95,119.52,227.15,167.16,105.23,127.93,129.67,127.93,77.27,76.59,390.6,100.64,85.85,179.92,552.82,219.7,191.93,297.44,219.67,78.76,291.55,90.53,0.358789,0.997429,0.811307,0.41754,0.1670583,0.1109571,0.104313,3.79005,5.309855,1.226298
"2025",107290565,"phosphatidylinositol glycan anchor biosynthesis class C",120,173,253,111,94,88,76,66,102,44,148,220,97,57,76,93,110,82,200,74,74,117,321,208,146,101,91,100,106,58,7.8801891,8.14663899,6.8145094,7.673348,6.347762,6.025608,8.867936,0,0.0888364,77.1671
"2026",107290566,"solute carrier family 38 member 4",84,349,251,137,67,111,36,32,199,34,184,65,181,66,71,43,30,43,246,103,50,216,309,174,91,111,77,5,153,156,556.433704,557.0421,514.937,551.0744,35.78174,19.91951,183.8394,761.58492,1273.658776,959.70792
"2027",107290567,"adhesion molecule with Ig-like domain 2",0,5,2,2,1,4,0,0,3,0,7,1,7,0,1,0,0,0,6,0,2,2,13,0,7,2,0,0,2,0,1.34889,0.71985,0.532466,0.797544,0.438964,0.5464256,0.8710114,0.791884,0.736798,0.397632
"2028",107290568,"progesterone receptor membrane component 2",3065,1058,1486,1693,1880,815,496,801,1059,1277,1161,807,712,790,804,795,1432,1729,1782,1015,995,560,909,1064,1460,847,2443,667,1196,1026,20.617182,20.115795,21.984149,16.25003,34.7839813,19.7972929,41.386234,81.6558,124.468,78.376
"2029",107290573,"eva-1 homolog C (C. elegans)",167,111,59,96,34,40,39,56,108,71,54,242,34.01,38,106,85,35,56,125,59,67,26,74,156,123,49,150,44,77,92,0.0678718,0.250891045,0.5922594,0.3449663,0.720372,1.780688,1.060734,1.6204,1.229066,0.298206
"2030",107290579,"eukaryotic translation initiation factor 3 subunit A",2262,1991,2227,2279,1354,1466,855,1078,2107,1053,1590,1443,987,1418,1400,1026,1172,1396,1749,1011,1096,1635,2123,1251,1766,2090,1642,1455,1501,1932,14.216887,16.915429,14.199467,15.193027,53.31881,8.0259499,12.464354,66.7298,51.1207,25.0633
"2031",107290580,"CDK2 associated cullin domain 1",14,21,20,12,12,5,3,14,12,11,18,8,22,6,12,10,8,10,15,8,11,23,33,23,29,22,19,11,14,8,11.758501,13.372949,15.381164,11.93956,3.572494,1.4066238,1.9568937,14.5629,11.1175,9.4184
"2032",107290581,"family with sequence similarity 204 member A",239,284,304,344,136,192,144,212,308,137,243,255,198,230,190,202,266,148,351,147,239,312,363,321,265,337,211,222,300,214,1.9234406,1.757312,1.510752218,1.837252,10.52484,11.65589,15.79571,47.1434,34.8122,20.3487
"2033",107290587,"roundabout guidance receptor 3",4,51.96,52,8,7,9,1,7.39,59,1,14,104.57,110,4,6,3,4,3,69,7,5,83,306,23,5,20,4,4,30,4,0.2891962,0.2786315,0.4972335,1.2911912,1.220782,0.6236853,1.6649857,0,0,0.7494979
"2034",107290588,"roundabout guidance receptor 4",6,30,25,12,16,18,4,11,11,9,36,11,28,10,5,7,11,7,14,18,7,21,96,25,34,14,11,1,50,15,4.4570751,5.810427,6.206915,6.639528,5.038827,0.283442,2.4436205,0,0,0.507907
"2035",107290589,"insulin like growth factor 1 receptor",761,602.91,612,603,647,452,239,388,633,435,526.99,642,337,372,438,440,730,554,630,377,404,448,1062,709,1449,409,539,537,763,811,0.476359,0.5445012,0.489378,0.554208,1.038057,0.1579064,0.22180655,1.020824,0.95961,0.568753
"2036",107290591,"family with sequence similarity 169 member B",2,17,18,14,32,41,6,5,15,14,49,19,39,9,4,14,7,3,34,4,4,31,33,31,39,28,12,5,49,2,22.050103,23.899912,23.395683,24.354938,0.429304,0.917777,0.218221,6.35978,10.4696,6.3117
"2037",107290592,"synemin",171,701,411,253,44,302,76,214,119,228,514,86,327,162,100,124,39,22,256,114,64,353,342,629,720,393,198,69,1027,23,0.2491059,0.278820913,0.2852844,0.22296635,2.932591,0.3611266,1.224161,1.035867,3.08224,1.323954
"2038",107290593,"3-hydroxyacyl-CoA dehydratase 3",526,286,376.38,215,254,245,106,115.38,234,142,155,361,135,188,225,178.11,96.34,103,377.5,159,141,195,301,185,378,194,351,79,148,108,57.7013,57.3333,56.3635,57.9796,31.945646,9.897075,38.657888,153.9387,153.8737,59.50992
"2039",107290600,"FOS like antigen 2",8,33,79,12,7,13,3,8,46,8,45,25,30,6,7,8,6,10,50,11,9,61,207,24,16,26,13,8,74,6,2.0206111,3.359723,3.374871,4.1177995,2.994174,8.770017,1.8236511,17.48964,12.0165,7.55793
"2040",107290601,"PAX3 and PAX7 binding protein 1",372,363,439,379,185,186,165,187,388,102,266,236,198,146,247,194,173,170,331,120,119,263,307,320,423,417,293,210,325,347,4.188517,9.678327,6.630991,8.584597,4.550037,5.1455248,7.011856,7.19919,5.7571,7.92558
"2041",107290603,"laminin subunit beta 3",133,291,504,101,146,116,67,90,334,79,338,417,326,95,101,117,143,95,393,264,66,607,2945,381,440,184,150,22,239,107,7.231687775,7.07233,7.997459768,6.612865726,6.257538,1.084245,1.984858,0,0.0189798,0.7330058
"2042",107290605,"calcium/calmodulin dependent protein kinase IG",18,38,34,9,6,11,3,11,20,10,18,14,21,8,6,7,6,4,11,6,4,10,48,16,21,29,13,1,8,9,0,0,0,0.0272726,0.1374881,0.0714744,0.0117297,0,0,1.097002
"2043",107290606,"WD repeat domain, phosphoinositide interacting 2",181,272,419,158,143,371,107,236,170,393,516,279,188,195,129,238,210,177,557,278,195,321,471,527,765,187,190,144,413,84,36.734445,39.157279,41.551002,40.86215,26.360137,12.0128993,19.3963986,0.169065,0.225146,30.36238
"2044",107290612,"MAD1 mitotic arrest deficient-like 1 (yeast)",41,62,91,24,88,64,42,52,32,58,83,104,47,37,42,45,46,47,111,48,32,93,235,118,157,25,52,29,93,25,11.3931,11.94218,13.80770304,12.918563,45.71220627,7.278561974,29.15464447,0,0,2.29766
"2045",107290620,"caspase recruitment domain family member 11",90.21,515.83,322.52,121.57,125.75,264.99,59.06,175.98,139.96,97.41,277.47,107.4,95.98,68.44,76,117,75.4,68.98,156.04,91.99,54.98,163.73,225.34,347.85,311.42,380.02,140.63,173.99,235.99,95.48,0.177537,0.577662,0.489773,0.435184,0.864615,0.1742743,0.5051474,0,0,0.210814
"2046",107290624,"tweety family member 3",8,3,5,5,3,2,2,3,1,1,12,7,3,2,1,3,2,1,3,0,0,4,19,4,13,6,4,4,3,1,7.801842,8.354506,10.00837,9.120999,109.856399,10.425628,3.984911,0.0337868,0.0304328,19.569637
"2047",107290627,"eukaryotic translation initiation factor 3 subunit B",1711,658,660,712,953,624,480,407,672,413,647,1003,372,900,679,556,358,360,829,399,309,465,868,789,1188,498,638,1663,882,1155,41.792,50.889854,54.816977,53.94306,59.826915,18.4898215,23.011317,0.0215662,0.138889,17.0398
"2048",107290633,"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",2,8,15,4,2,10,4,9,4,1,20,1,14,4,0,7,4,0,11,1,3,11,16,15,22,7,7,2,7,1,8.3952,10.348635,10.800566,7.672055,1.6109417,0.2528592,1.5445604,0,0,3.05644
"2049",107290642,"abl-interactor 2",67,82,107,43,78,60,79,94,56,78,99,92,47,86,67,55,79,79,93,68,78,113,176,115,143,36,99,71,105,67,0.4894103,1.0984886,1.0163863,0.7867932,6.94993862,1.676338,1.840441527,13.5581434,12.463527,9.3378949
"2050",107290648,"pleiotropic regulator 1",613,957,1068,446,440,569,226,342,493,240,687,539,570,318,305,360,295,369,823,375,287,798,1617,611,888,608,643,137,704,295,16.972237,17.45585123,17.914902,18.422685,24.37166,21.68849,26.28466,9.80264,9.16834,7.445
"2051",107290652,"fibrinogen gamma chain",24,12,4,6,7,2,0,25,1,1,8,0,3,1,0,4,0,9,5,1,0,3,14,0,4,5,2,0,5,0,2146.1995,2376.5542,2228.488,2393.9872,1241.71,13095.72,4238.057,18983.5,18408.4,4868.83
"2052",107290653,"fibrinogen beta chain",3,3,17,1,3,5,2,1,13,2,4,2,5,5,6,7,3,1,9,4,4,0,3,15,6,3,6,11,3,5,795.368,807.781,759.071,822.419,1892.794,20358.85,7601.328,20418.2,20397.8,3995.61
"2053",107290654,"fibrinogen alpha chain",15,23,5,3,23,6,1,14,8,2,4,0,2,2,1,12,0,6,30,0,0,0,4,2,14,18,6,1,9,1,754.8187,855.543,820.2927,880.1278,1230.575,12454.47,5122.401,10304.78,14060.94,2837.658
"2054",107290666,"coiled-coil domain containing 6",13,4,6,8,4,3,2,3,10,4,6,3,1,5,3,6,14,4,8,5,3,6,5,18,7,10,5,34,17,19,8.9367999,8.93439,9.8898,10.4789623,3.08835,2.18755,3.3472017,1.8974,0,2.33299
"2055",107290673,"chromosome unknown open reading frame, human C9orf72",481.77,1512.53,1167.38,784.65,381.91,793.22,224.72,455.85,523.69,371.13,1052.22,439.85,391.94,335.8,373.11,371.2,335.94,277.98,706.06,425.17,268.39,670.86,946.93,1314.13,827.49,1292.79,513.47,526.49,895.09,322.43,3.942289,3.033741,2.964208,2.82036,1.180474678,1.5957684,3.4241501,22.7685,5.79568,5.89704
"2056",107290674,"MOB kinase activator 3B",26,31,53,12,10,16,5,8,29,7,24,21,43,10,13,11,11,9,34,11,5,33,125,13,27,13,15,3,36,9,11.70708,14.73884,15.66003,14.53984,1.118952,0.0796337,0.4227799,63.5667,116.108,52.6454
"2057",107290676,"intraflagellar transport 74",88,460,366,206,67,193,35,186,238,74,306,259,334,77,87,154,69,39,484,174,225,522,327,413,129,367,121,33,220,72,0.364808,0.1758416,0.1640214,0.708743,3.028763,2.676542,3.58161,5.24022,3.65741,5.63114
"2058",107290678,"phospholipase A2 activating protein",870,779,941,459,471,551,217,386,501,346,1607,883,861,416,445,1034,429,434,972,403,345,1534,1637,789,1141,970,527,177,652,414,32.075889,28.424555,32.648355,27.523661,6.552956,3.539614,4.170141,17.6575,14.30568177,7.87002
"2059",107290679,"TEK receptor tyrosine kinase",32,109,84,15,14,50,8,22,72,25,44,29,59,18,28,28,19,28,73,40,14,89,109.99,59,49,45,46,29,72,26,1.518156464,3.895641372,1.987237272,3.420516,2.329395,0.3532366,2.402346,17.7756755,11.27308502,1.42942373
"2060",107290681,"leucine rich repeat and Ig domain containing 2",2,1,2,1,1,0,8,2,0,5,4,1,0,2,2,0,44,2,3,1,0,0,5,1,7,1,5,3,2,3,0,0,0,0,0,0.0123913,0.018773,0.219906,0.311474,0.136765
"2061",107290682,"matrix metallopeptidase 23B",765,520,529,370,286,189,220,236,1070,326,234,1162,356,413,371,315,488,682,1649,359,293,347,951,553,1506,229,780,237,143,752,1.977938,2.137224,2.144169,2.917622,3.033133,1.21438,1.758415,0,0,1.90065
"2062",107290694,"cilia and flagella associated protein 74",7,50,31,17,10,28,4,26,17,13,45,22,30,9,4,41,5,8,66,22,29,71,73,63,19,26,28,5,38,2,0.5796242,0.285829,0.2384678,0.2838281,3.22109,0.3406592,0.650945,0,0,0.00906451
"2063",107290697,"small ubiquitin-like modifier 1",1524,1542,1750,1098,587,975,401,711,870,567,1377,1446,881,575,752,580,573,543,1624,620,848,1203,1688,962,1308,1569,984,472,1048,421,7.068719,6.841553,5.41159,6.686982,46.35819,52.58931996,88.500651,251.62105,181.10036,67.93278
"2064",107290698,"NOP58 ribonucleoprotein",1319,797,1186,691,858,615,260,329,705,323,699,1261,476,564,402,356,468,478,828,303,410,587,1413,781,1214,1011,543,905,981,760,7.337643,17.42362651,16.1795932,15.53046,25.028568,20.134041,21.557524,19.889699,16.091427,5.56726
"2065",107290699,"bone morphogenetic protein receptor type II",61,97,117.98,61,33.89,38,20,35,67,25,89,49,62,26,34,43,26,26,68,42,29,93,177,83,103,74,54,26,61,69,2.0032755,2.2282578,2.2239139,2.1555827,3.653968,1.759142,2.951272,6.32313,9.21127,4.79015
"2066",107290701,"family with sequence similarity 117 member B",63,46,79,69,30,54,23,47,74,23,59,55,47,30,52,50,32,34,54,27,31,43,77,49,80,47,52,64,29,114,1.1211,2.0017276,2.26954,1.89802,0.472509,0.491866,0.6206493,1.154041996,2.01917,1.24857
"2067",107290702,"WD repeat domain 12",764,341,412,489,377,256,130,176,282,163,308,527,214,267,133,139,226,333,315,187,160,330,704,371,506,530,277,319,368,355,4.657396,5.854697,5.006799,6.877585,8.451042,7.3512287,9.59703,5.78336,2.61562,2.48372
"2068",107290703,"neurobeachin like 1",280.99,1064.13,1344.43,240.73,235.56,245.64,120.49,242.98,336.36,146.84,484.88,185.35,331.89,188.36,170.02,217.28,125.48,119.57,354.66,199.66,169.34,281.58,587.41,1187.28,629.8,496.53,385.33,407.12,387.88,247.03,1.2942836,1.5408373,1.4266059,1.4973713,4.8434317,3.9868961,6.7431609,4.017749,4.635308,5.594714
"2069",107290712,"crystallin zeta like 1",298,262,389,280,188,210,122,165,261,100,284,244,216,148,83,154,186,196,299,168,169,261,385,393,233,299,155,91,356,149,7.276504,8.46468,7.292185,8.926476,6.442541,8.752039,9.480695,0.138238,0,0
"2070",107290713,"tumor susceptibility 101",1783,1507,1898,1662,1052,1044,550,936,1158,797,1488,1633,1070,762,800,782,1011,863,1224,786,841,1766,2412,1430,1785,1684,1128,890,1532,1223,32.6212116,39.2582365,39.50897,43.166253,25.616797,21.0446674,20.4677143,55.7372,54.3949,19.0042
"2071",107290719,"transmembrane protein 86A",2,12,4,6,10,9,1,0,3,4,12,3,3,1,1,1,2,1,3,0,4,8,2,14,14,9,4,6,22,0,7.421504,15.19747,12.173757,14.09137,2.31226,0.360019,1.142504,1.95232,2.99871,1.13255
"2072",107290720,"protein tyrosine phosphatase, non-receptor type 5",7,37,17,10,6,19,1,6,24,10,7,18,6,3,6,8,2,3,8,4,3,14,20,10,20,28,10,4,34,2,0,0.05475222,0.7718497,0.016503971,0,0.0167339,0.050704,0,0,0.0290004
"2073",107290730,"cytochrome b-c1 complex subunit 7",2782,1924,1837,2842,1449,1847,657,937,1662,869,1289,1534,1282,1111,824,729,1058,830,1868,671,906,1447,1479,1577,2538,2649,1860,2624,2848,1655,44.691865,35.646034,30.06837,35.032182,123.807994,116.3974044,225.52218,577.143,341.782,105.168
"2074",107290733,"ER membrane protein complex subunit 2",2176,1982,2151,1638,1226,1177,390,599,1094,657,1187,1081,880,553,693,493,1322,657,1371,686,534,1291,2765,1186,1922,1721,1502,523,1777,975,6.188614,5.304438,4.729478,5.670622,26.2509801,28.681154,27.148648,21.5034,23.3476,13.4224
"2075",107290743,"eukaryotic translation initiation factor 3 subunit E",6882,3572,4035,3769,3374,2900,1152,1395,3438,1436,2291,4175,1871,2104,1912,1541,1464,1227,4055,1289,1563,2282,3187,3236,4123,2986,2840,4307,3078,2997,12.6524434,10.8477793,11.0145454,12.3494523,103.162616,126.675403,283.980407,176.309,98.8439,64.1434
"2076",107290751,"angiopoietin 1",16,24,10,15,5,2,16,6,27,8,9,8,9,12,18,8,6,7,3,5,0,11,12,13,17,17,12,3,0,13,0.1307921,0.6170831,0.3380214,0.3282471,0.25112457,0.0335978,0.32136471,4.162827,2.63239,1.141301
"2077",107290766,"oxysterol binding protein like 8",343,578,522,275,180,240,123,158,369,112,330,191,309,206,157,165,176,146,426,158,183,329,595,361,412,344,349,118,358,186,4.50555,3.524228,3.644949,4.280753,3.346469287,2.5420184,3.107673879,6.973645,5.757702,4.540764
"2078",107290768,"E2F transcription factor 7",1,9,22,11,12,72,7,38,19,10,61,3,92,32,4,26,6,5,16,21,12,119,38,28,2,30,17,2,50,2,0.4936708,0.8925898,1.0501954,1.1752505,0,0,0.0321437,0.103321,0.350571,0.196598
"2079",107290774,"Scm-like with four mbt domains 1",68,80,120,54,22,52,8,35,67,9,79,75,47,35,17,26,31,14,74,29,25,65,139,60,81,68,47,17,110,19,1.932997,1.716683,1.592915,1.945265,4.106663,0.628034,1.3791721,10.4696,11.91,4.81224
"2080",107290783,"TEN1 CST complex subunit",377,532,497,833,351,343,368,405,620,205,404,339,269,365,317,397,241,406,551,273,501,554,453,468,306,630,387,412,426,175,1.734992,3.319511,3.663746,2.725752,11.60192,11.6204,17.46669,0,0,22.126
"2081",107290785,"signal recognition particle 68kDa",2210,609,763,801,762,412,485,427,661,702,553,543,369,592,561,658,932,1388,536,806,540,587,1249,461,1607,645,1064,280,421,805,27.576184,30.797562,30.343238,32.63027,31.66422,15.49828,16.52166,0.0330393,0.0297977,11.796989
"2082",107290788,"forkhead box J1",130,949,591,473,156,518,28,246,357,102,448,192,373,115,40,368,76,62,635,162,278,752,441,526,219,928,156,37,438,68,0.190453,0.110437,0.124832,0.259644,0,0,0,0,0,0.340033
"2083",107290790,"mitochondrial ribosomal protein L38",494,303,297,210,149,243,54,133,236,105,263,364,194,119,131,88,89,119,381,133,149,231,437,319,311,252,235,54,282,129,57.740443,60.532215,59.29007,54.077556,48.52194,47.07872,49.77763,0,0.0591494,34.9263
"2084",107290796,"syntaxin 3",61,172,131,59,54,84,28,55,56,43,126,91,67,48,43,31,46,45,103,61,45,119,342,92,113,117,84,11,90,9,1.827613,3.36673,2.504364,2.5882606,1.314732,1.647733,1.656898,2.743096,2.886714,20.73171
"2085",107290798,"mitochondrial ribosomal protein L16",468,403,480,431,385,396,231,304,510,309,344,430,353,370,247,262,266,210,618,230,442,575,502,538,503,527,389,458,471,447,22.9512724,18.71482,18.1741661,17.7348864,39.25607,30.83581,34.74076,23.8179,38.4425,25.00239
"2086",107290801,"NADH:ubiquinone oxidoreductase core subunit V1",1766,1712,1732,898,1029,1685,619,906,1008,902,1500,1932,1112,875,1049,989,832,1061,1941,1001,808,1781,2728,2247,1884,1042,1078,846,2131,792,162.806553,178.785143,175.70624,173.099515,259.469,101.5883,118.9663,129.546,170.35,81.5078
"2087",107290808,"CD28 molecule",2,6,2,5,6,7,0,4,1,1,35,3,6,8,3,1,0,1,3,1,1,12,5,3,4,10,1,1,1,1,0.0991473,0.155484,0.102518,0.175763,0.200952,0,0.541045,10.69419002,9.42173,5.199165
"2088",107290815,"BUB1 mitotic checkpoint serine/threonine kinase B",4,41,37,31,13,54,6,105,79,11,230,27,158,72,32,87,27,9,147,45,75,397,174,73,7,38,60,1,58,1,0.293464,0.259045,0.293119,0.0699793,0,0.2622422,0.4068982,0.200298,0.129343,0.1744547
"2089",107290818,"signal recognition particle 14kDa",606,160,284,568,352,183,143,227,304,181,203,294,241,328,147,183,205,179,305,121,227,211,239,188,440,268,247,1227,193,533,27.411118,32.230817,28.769959,32.070117,117.675942,107.591782,155.713678,251.8871,162.1501,48.69007
"2090",107290820,"LMBR1 domain containing 1",2859,2351,2146,1720,1313,1655,871,1728,1460,1411,1610,1654,927,1048,1505,1486,1233,1394,2708,1656,1695,1463,2140,2402,3072,1893,2621,202,1766,874,37.20051,35.375825,34.327505,36.988006,32.44838,28.39489,33.83728,35.3945,31.6338,23.0609
"2091",107290823,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",13,23,39,6,9,14,1,6,16,1,29,6,13,10,5,3,2,7,9,6,3,23,52,9,19,42,9,1,18,3,12.49,13.5578,14.6129,14.620858,7.45219,2.16899,3.12638,17.79946,30.9514,8.2972
"2092",107290836,"IQ motif containing with AAA domain 1",70,374,302,173,65,146,23,172,272,69,234,161,323,60,37,221,51,32,553,83,164,382,259,356,79,343,124,29,217,75,0,0,0,0,0.0461503,0.2110505,0.03366234,0.0476939,0.0218523,0.0145273
"2093",107290841,"SUFU negative regulator of hedgehog signaling",42,77,60,29,16,39,12,21,56,20,46,92,33,22,38,27,37,34,51,31,36,56,171,51,67,40,27,19,72,29,4.351455,4.4057708,5.573306,6.386582,2.5117882,0.4529635,1.6307665,1.89526,3.02897,2.59089
"2094",107290843,"tripartite motif containing 8",391,570,760,282,252,299,199,228,410,167,666,508,417,250,259,289,280,193,633,350.99,236,563,1365,529,581,473,315,232,551,370,16.158597,19.168481,21.0148,18.297403,27.68599,21.77588,27.86744,13.274502,27.15043,16.58469
"2095",107290844,"ADP ribosylation factor like GTPase 3",72,189,242,176,77,153,19,142,151,58,149,122,180,38,40,145,35,33,312,57,156,478,360,259,66,355,68,20,152,59,13.277893,10.365234,9.35929,11.531508,2.15963,1.16937,2.50151,10.1031,9.35715,6.344417
"2096",107290845,"sideroflexin 2",50,33,15,14,24,6,16,15,34,25,16,16,7,29,13,27,41,54,18,21,13,20,69,17,22,11,32,17,14,10,12.75901,12.968,12.143317,10.704528,10.351645,2.79134,14.914879,65.30634,49.4139,72.42651
"2097",107290849,"polycomb group ring finger 6",34,91.99,125,33,16,30,17,36,76,27,62,67,36,20,33,22,18,16,54,21,20,55,59,51,58,61,36,18,36,32,3.958656,5.116329,5.264185,5.051133,4.8789025,3.522084,4.508442,7.68862,5.190187,3.423094754
"2098",107290850,"TATA-box binding protein associated factor 5",270,354,408,180,158,222,76,141,204,80,314,242,202,106,107,144,147,113,303,94,101,252,625,275,366,247,191,81,434,119,1.61546,1.75245,2.11951,1.98093,0.79598,0.818034,1.21386,1.97184,2.01212,1.03523
"2099",107290853,"cyclin and CBS domain divalent metal cation transport mediator 2",30,24,27,21,21,20,15,22,28,32,17,24,19,25,25,17,22,7,21,17,19,22,37,44,40,19,26,19,29,15,5.782424,5.610193,4.829064,4.741284,6.306555,0.9999143,2.308701,3.93413,9.35048,13.03398
"2100",107290860,"paired box 2",1,24,14,0,6,13,3,6,2,1,8,3,1,1,0,10,3,3,2,0,3,2,1,16,8,20,8,0,16,4,0,0,0,0,0.175423,0.0343991,0.1269881,0.0836971,0,0.0542921
