"","X","gene","description","class","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","sg_1","sg_2","sg_3","sg_4","hrt_1","hr2_2","kidn_1","kidn_2","kidn_3","livr_1","livr_2","livr_3","Naja_vg_1","Naja_vg_2","Naja_vg_3","Naja_vg_4","Naja_vg_5","Naja_vg_6","Naja_liv_1","Naja_liv_2","Naja_kid_1","Naja_kid_2","Naja_pan_1","Naja_pan_2","Naja_sg_1"
"2478",3790,107292513,"wingless-type MMTV integration site family member 6",NA,5,67,76,6,22,36,4,17,50,12,48,213,82,2,1,14,3,3,73,19,4,67,379,34,26,43,6,2,61,0,1,14,9,2,1,2,2,0,3,0,2,5,0,0,0,3.07,3.06,2.76,3.08,7.22,5.79,13.65,10.76,13.87,12.75,11.88,10.76,0,0,0.0786096,0.0398694,0.0560589,0.10248,0.144105,0.0273856,0,0.488452,0.077334,0.0358794,0.176266
"2479",3792,107292518,"butyrylcholinesterase",NA,74,793,246,127,118,361,74,171,140,151,398,71,161,122,131,96,119,55,305,120,62,331,178,157,269,338,132,25,350,46,42,57,57,114,63,798,791,988,480,387,17,68,47,60,51,0.2,0,0.09,0.18,1.28,0.87,3.55,4.2,3.83,0.19,0.22,0,0.577001,0.288158,0.330296,1.31224,0.157029,0.143531,0,0.0191778,0.586846,0.87069,0,0,0.296249
"2480",3794,107292521,"abnormal spindle microtubule assembly",NA,12,114,79.99,33,24,75,18,141,116,27,448,48,184,63,50,74,26,11,112,41,55,350,179,98,38.86,114,67,9,73,8,9,24,14,164,27,2,2,13,66,5,6,6,1,8,4,7.18,4.86,6.3,6.64,8.55,7.99,9.8,9.88,9.64,7.25,8.13,7.7,0.137697,0.205011,1.15319,0.989513,0.0896513,0.33093,1.15672,0.250142,0.286719,0.323658,1.4948,0.0331035,4.05598
"2481",3795,107292524,"zinc finger and BTB domain containing 41",NA,147,184,221,138,93,99,64,105,158,67,198,87,179,99,109,103,68,93,184,91,87,149,191,143,171,132,170,63,127,155,119,201,119,146,127,176,127,249,203,189,118,102,77,62,106,2.46,4.29,3.36,2.73,35.65,39.92,50.14,55.21,54.28,21.29,21.26,17.78,1.86502,2.12014,4.22409,3.05069,4.59482,2.20664,3.92023,2.05861,4.49766,5.69417,5.09964,2.27632,8.41097
"2482",3796,107292525,"FGGY carbohydrate kinase domain containing",NA,89,95,122,55,40,59,96,93,61,61,78,73,73,73,91,107,110,37,140,67,92,53,89,139,86,50,73,15,117,38,107,56,76,20,157,189,96,170,76,155,49,45,39,13,61,0,0,0.13,0,0.09,0.27,0,0,0,0,0,0,0.912707,0.48316,1.73067,1.52146,2.13926,2.10578,6.34525,2.65285,4.71489,4.5622,1.36207,0.42129,0.517423
"2483",3797,107292526,"hook microtubule-tethering protein 1",NA,138,100,126,142,69,36,86,83,188,91,105,59,37,101,143,100,81,154,90,70,92,92,65,78,108,75,191,89,43,109,27,51,60,23,44,96,70,140,89,89,46,40,21,26,51,0,0,0.21,0,0,0.29,0.8,0.34,0.47,1.69,0.48,0.19,3.4405,4.27956,5.47219,6.50907,7.29066,3.98132,4.94495,1.44892,6.84066,11.2099,4.56507,2.69561,14.4685
"2484",3800,107292532,"Na+/K+ transporting ATPase interacting 2",NA,1,18,10,1,4,6,0,5,12,0,8,2,1,2,1,11,0,0,2,4,0,2,8,8,10,11,3,4,11,1,0,1,2,0,0,0,0,0,2,2,2,0,0,0,0,3.01,0.38,0.6,0.36,0,0,0.3,0.37,0.21,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2485",3801,107292533,"tribbles pseudokinase 2",NA,15,19,20,9,19,14,14,3,22,13,31,13,10,10,9,21,6,18,26,18,5,17,70,16,28,20,18,4,19,7,24,6,33,16,37,31,10,13,7,12,3,7,7,11,11,21.99,3.97,6.21,9.61,20.51,15.87,40.12,16.26,24.86,9.23,13.58,12.64,15.3189,0,24.9044,25.856,23.4231,2.81809,14.1173,12.3316,2.24042,2.90007,4.56333,1.02775,30.0118
"2486",3802,107292534,"growth arrest specific 7",NA,7,7,9,10,5,4,0,4,13,4,10,7,4,12,9,3,4,3,10,6,4,16,25,8,6,7,11,6,14,8,2,8,2,13,5,4,4,18,12,9,2,7,1,3,18,0.17,0.17,0.06,0,0.32,0.17,0.09,0.28,0.22,0,0,0.06,0.212277,0.432204,0.144493,0.335015,4.10698,0.296009,0.227042,0.100676,0.650983,1.41088,1.10673,0.282644,2.44387
"2487",3805,107292542,"DEAD-box helicase 20",NA,1202,1111,1288,820,563,604,235,500,686,311,1028,1256,883,488,442,467,503,503,1026,501,603,1181,2132,976,1549,1314,748,140,918,499,586,574,732,474,674,806,733,1097,922,799,328,740,443,609,577,0.48,0.53,0.41,0.55,13.31,9.67,21.77,22.1,24.26,11.73,14.5,12.85,3.41635,8.45968,7.29541,4.70658,10.3644,6.47695,8.74137,7.83847,9.33464,11.8549,6.86803,3.14083,13.727
"2488",3806,107292543,"RAP1A, member of RAS oncogene family",NA,806,1949,2270,1166,583,1430,323,654,847,403,1585,879,1109,649,754,502,463,511,1691,740,690,1384,2459,1377,943,1906,706,699,1370,670,3355,2262,3276,645,2910,1918,1550,2455,2053,1603,1664,1303,909,803,1188,0,0,0.49,0,152.55,152.05,1.6,1.53,1.39,0,0,0,5.14201,60.2546,9.35807,9.23643,13.5013,15.5141,16.1964,9.59817,16.6107,14.1168,10.5898,2.30434,26.8784
"2489",3807,107292544,"meiosis specific with OB domains",NA,2,9,2,2,2,5,4,2,0,1,5,7,5,1,3.99,4,6,1,4,1,2,5,4,2,10,2,8.98,2,6,2,4,3,0,4,0,24,12,10,9,8,2,0,2,0,0,0,0,0,0,0.01,0.03,5.69,5.92,5.68,0.07,0.06,0,0,0,0,0,0.0277896,0,0.214309,0,0,0.198112,0.0575042,0,0.157282
"2490",3811,107292553,"methyltransferase like 22",NA,326,217,213,303,215,142,136,206,262,190,217,251,125,173,204,169,192,163,519,146,190,215,335,281,234,216,266,239,289,250,261,198,231,122,227,208,154,220,188,218,115,216,129,199,328,1.57,1.24,0.56,0.79,36.29,32.79,76.21,74.53,72.65,29.39,38.23,33.54,2.20563,3.24566,2.80056,2.45699,4.09483,1.97358,11.1782,5.68613,7.41629,6.44347,2.95664,1.31095,5.10999
"2491",3812,107292554,"fibronectin 1",NA,434,1951,1692,681,268,426,176,247,1320,204,1294,978,1248,284,299,302,254,241,2298,714,363,1361,4098,1144,769,1210,650,241,537,351,1017,6624,1039,1725,1034,1782,1623,1752,1151,753,13769,14023,7060,6665,11709,2.12,3.04,2.34,2.18,23.07,20.57,90.96,85.67,93.01,76.2,90.05,74.23,0.652837,1.43645,1.02907,1.30993,1.18568,1.73612,2092.05,2366.27,3.95788,22.0846,11.7474,2.20662,98.9191
"2492",3813,107292555,"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",NA,1789,2389.99,2294,616,914,1493,205,354,1346,373,923,1919,994,571,555,478,227,134,2326,477,455,1172,1383,729,1719,1165,864,1495,928,329,1541,2464,1699,526,1426,17795,16305,18430,8542,8058,131907,92067,63668,45301,65730,0.39,0.48,0.33,0.49,59.56,47.13,124.28,109.24,133.33,96.03,92.83,85.13,9.58753,31.8633,38.751,16.1714,139.107,42.5588,5006.37,8639.72,1409.57,2057.53,180.113,117.499,83.5197
"2493",3817,107292567,"solute carrier family 7 member 10",NA,0,8,6,8,3,1,12,1,6,8,6,2,7,1,3,3,2,1,2,1,2,6,7,6,2,4,2,0,5,6,2,0,0,2,2,1034,767,531,255,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107418,0.113728,0.081474,0.247933,0.348609,0,0.0497855,0.0378446,2.65388,5.15455,0.774802,0.322285,0.0487171
"2494",3819,107292569,"tudor domain containing 12",NA,6,11,19,14,9,29,5,14,10,6,18,7,8,0,4,10,9,8,25,23,8,38,56,26,8,23,11,4,28,5,6,2,13,20,11,11,5,18,12,14,18,15,15,6,13,0.48,0.06,0.13,0.29,1.22,0.91,3.01,3.05,2.99,1.15,1.3,1.21,0.383071,0.737406,0.352183,0.513534,0.467422,0.153042,0.739765,0.690139,0.23465,0.613397,0.404212,0.314792,1.099
"2495",3820,107292575,"alanyl-tRNA synthetase",NA,398,127,211,235,348,139,222,160,242,250,202,236,119,265,161,262,341,295,203,306,125,190,741,262,1083,105,161,649,192,474,47,42,42,62,35,37,28,34,43,29,112,246,86,199,168,0.48,0.21,0.43,0.37,5.33,4.46,39.2,35.55,38.3,2.58,3.6,3.11,60.9312,34.3771,64.7552,56.9172,51.949,11.2603,118.593,62.8074,74.6773,54.7111,28.4418,8.19263,44.6737
"2496",3822,107292577,"rhophilin, Rho GTPase binding protein 2",NA,63,54,42,26,19,28,57,55,14,37,66,39,41,50,57,50,22,26,56,59,45,17,96,45,113,37,44,38,29,39,14,6,13,21,7,129,94,159,106,56,9,45,27,29,43,0.94,0.85,0.83,0.63,7.68,7.03,10.83,12.39,11.1,10.81,7.93,8.29,11.975985,4.1427,30.58614,23.068605,38.4042,12.25173,13.08929,9.03766,7.67691,9.190536,5.118089,2.085038,29.33264
"2497",3823,107292578,"Fanconi anemia core complex associated protein 24",NA,14,48,46,22,9,33,2,20,28,14,45,29,31,10,10,38,6,8,43,23,13,90,100,28,28,43,10,2,40,4,13,1,11,10,11,27,17,23,24,21,4,15,16,12,15,0.51,0.9,0.73,0.6,2.77,2.99,4.87,5.02,4.94,3.35,3.06,3.65,2.52203,2.45534,6.88938,3.34548,6.5507,5.15952,3.09019,2.55328,2.66948,1.32482,2.52357,0.535231,5.25891
"2498",3824,107292581,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9",NA,239,19,3,148,248,76,182,145,147,245,55,103,0,220,174,175,232,289,36,246,73,2,3,20,122,7,266,251,12,186,0,0,1,0,0,22,27,23,28,20,0,0,0,0,0,0.32,0.46,0.57,0.55,17.43,14.77,38.98,37.77,38.43,6.61,6.28,6.4,0.00384968,0.0815164,0.0583979,0.0691095,0.0786633,0.0253769,1.15975,0.868025,53.1583,88.6485,2.53739,0.470891,0.349188
"2499",3826,107292583,"family with sequence similarity 206 member A",NA,528,445,427,705,322,297,168,335,579,212,411,439,459,285,205,388,308,250,637,143,328,604,548,543,480,707,364,530,416,468,307,493,298,149,301,487,455,1010,511,531,275,207,230,168,198,2.95,2.35,2.94,2.43,4.57,3.8,8.62,10.22,10.31,10.62,10.57,12.52,1.78365,22.3014,5.1108,3.35449,11.5976,13.3254,4.33021,3.71057,7.21099,11.4023,6.76015,3.99891,5.16179
"2500",3827,107292585,"muscle-related coiled-coil protein",NA,20,86,51,31,15,110,4,32,14,24,73,9,31,16,19,15,11,4,18,6,18,77,4,17,59,42,15,8,169,37,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0.59,0.3,0.39,0.24,97.3,72.53,11.99,8.97,11.38,1.28,1.55,2.4,2.89431,6.54224,2.75643,2.12206,0.64029,0.7023,0.115215,0.0750699,0.215359,1.75484,0.185491,0,0.330176
"2501",3828,107292588,"catenin alpha-like 1",NA,39,106,114,48,30,104,15,29,80,27,68,55,49,14,24,29,9,34,111,52,33,71,110,98,55,112,71,34,72,34,78,62,78,64,105,356,285,451,366,330,68,41,31,25,53,14.75,12.75,18.28,15.65,39.05,31.71,84.95,83.04,85.61,63.59,59.99,67.49,8.07151,5.7973,10.3573,13.6266,29.983,9.09065,6.20357,5.78741,14.2115,19.9267,10.2901,9.361,12.1409
"2502",3829,107292592,"diphosphoinositol pentakisphosphate kinase 2",NA,577,661,781,422,402,488,147,310,387,216,625,164,477,288,222,301,246,329,565,333,240,994,1262,573,667,709.99,419,132,591,306,1101,801,1322,496,1497,449,312,641,518,457,447,306,307,279,364,1.12,1.08,0.61,0.71,4.99,4.63,5.95,5.01,5.68,4.5,6,5.53,1.86934,2.0642,3.31921,3.35181,8.94054,2.37668,3.17858,1.95368,3.20393,3.50923,3.50903,0.850192,7.72704
"2503",3831,107292601,"phospholipase C gamma 2",NA,56,60,85,107,109,65,52,98,94,58,103,66,57,66,86,113,149,157,88,89,72,92,78,80,93,49,74,59,75,73,21,29,20,325,39,373,317,482,442,572,16,102,24,78,135,0.03,0.16,0.11,0.08,0.19,0.16,2.57,1.8,2.09,0.57,0.61,0.31,3.83384,4.46425,5.0046,8.4317,6.12636,2.66277,17.4806,35.7403,24.9693,45.3135,10.1436,3.17698,13.0574
"2504",3832,107292603,"gigaxonin",NA,88,79.85,140.98,44,61,30,34,36,36,19,38.96,81,36,23,7,23,28,12,14,37,28,72,184,61.86,88,48,12,60,109,47.95,19,32,23,79,17,22,30,28,30,18,23,16,18,13,17,0.5,0.8,0.4,0.32,3.92,4.22,9.46,10.64,10,12.22,11.01,12.42,1.24645,0.366575,1.48814,1.30233,6.06222,0.608634,1.06981,1.78909,1.47754,1.21972,0.746348,0.159817,7.19713
"2505",3835,107292607,"dihydrouridine synthase 2",NA,70,67,102,47,75,80,28,55,32,42,79,120,75,56,20,39,54,109,112,37,39,61,199,135,188,57,70,21,149,41,50,12,50,38,41,44,37,41,51,50,18,33,24,30,81,2.3,2.28,2.75,3.98,6.39,6.91,5.42,6.16,5.99,4.34,4.13,4.87,4.24618,10.5242,6.37012,5.30528,9.94387,2.64773,8.37325,7.97908,12.7727,12.2773,6.42668,3.36423,9.18557
"2506",3836,107292609,"EPS8 like 3",NA,148,222,602,129,63,147,13,106,255,55,133,252,110,18,60,39,36,22,203,89,24,181,831,185,172,799,134,33,198,93,4,8,5,71,16,2189,1830,2840,747,1231,653,191,1148,373,630,0.64,0.78,0.64,0.57,3.74,3.76,12.39,10.28,10.12,7.79,7.6,4.36,0.0445087,0.117808,0.112529,0.0570729,0.0267494,0.366749,1.75343,0.764446,39.1871,8.74022,1.6052,1.87468,0.555114
"2507",3837,107292613,"adenosine monophosphate deaminase 2",NA,96,101,109,44,102,53,52,95,38,75,153,60,75,73,69,91,104,76,86,109,34,168,369,113,235,63,80,30,87,30,24,8,28,57,20,46,35,75,80,38,15,48,37,31,101,4.89,4.79,4.87,4.66,39.38,29.67,55,46.96,48.87,59.01,56.76,56.21,1.91429,5.71694,4.87082,2.86403,6.33623,1.12007,16.9087,11.9268,28.2915,14.1841,10.9652,4.37844,11.2419
"2508",3838,107292614,"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2",NA,41,49,67,9,17,14,17,8,31,10,32,10,42,19,38,26,12,3,63,36,6,15,24,33,44,12,24,13,10,31,12,27,3,16,2,56,29,18,24,19,8,20,4,6,4,0.81,0.78,0.49,0.25,1.65,1.38,3.07,2.62,2.63,2.94,3.22,2.68,0.0265826,0,0.0672077,0.10226,0,0.262847,0,0,0,0.0379641,0.0661171,0.153376,0.0602799
"2509",3839,107292615,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3",NA,2563,4108,4889,1789,1381,1876,767,1320,2310,978,2723,4176,2637,1290,1620,1313,849,679,4789,1351,1681,3438,5509,3170,2660,2728,2194,694,1975,944,987,2803,1217,1581,1243,5245,4945,7958,4982,4427,2699,4406,3034,2034,2646,1.15,0.67,0,0.31,0.25,0.03,0.1,0.38,0.04,0.27,0.47,0.16,20.8454,13.7575,39.9299,39.9117,84.5753,56.4378,35.0937,24.4518,94.5928,87.0133,43.6164,27.8034,85.7
"2510",3840,107292621,"FERM domain containing 4B",NA,173,477,533.99,228,170,276,55,214,319,131,431,321,324,118,96,185,74,79,685,144,121,447.98,1049,508,519,755,144,38,500,138,181,313,296,218,230,87,81,112,95,74,37,91,32,86,141,1.14,1.09,1.44,1.37,0.54,0.44,5.79,5.16,5.71,2.94,3.39,3.18,25.0348,7.22888,44.0429,43.0421,49.1126,14.1989,3.08474,1.1863,8.78324,4.77506,2.41373,1.67789,28.1845
"2511",3842,107292627,"interleukin 1 receptor associated kinase 1 binding protein 1",NA,95,216,181,186,82,137,33,100,154,54,129,73,83,41,37,120,65,78,194,74,75,135,129,165,130,225,82,121,82,53,15,52,47,50,32,288,233,290,225,222,56,35,46,39,24,1.96,2.09,2.63,2.66,38.25,40.61,15.35,17.65,13.61,5.49,4.27,5.94,0.0452054,0.119652,0.228582,0,0.624866,8.64177,0.314274,0.875953,1.21838,3.80906,0.449745,0.10433,2.92153
"2512",3845,107292633,"NCK associated protein 1",NA,1187.52,1245.87,1417.82,904.04,584.88,680.89,518.76,584.77,1017.66,460.04,777.27,760.55,598.71,606.37,946.85,699.05,686.32,720.5,1142.03,740.82,604.59,703.13,1436.79,929.85,991.13,762.86,922.75,470.06,922.1,865.72,750.99,1034.38,578.16,571.1,728.22,3178.42,2159.08,3942.79,2971.46,2684.64,796.38,623.74,509.39,477.93,936.9,0.17,0.33,0,0.05,0.35,0.67,0.2,0.34,0.27,0.18,0.22,0.45,25.0924,16.8281,52.164,46.7436,42.6566,16.9957,15.2664,9.30298,39.574,43.5013,25.7382,11.5542,58.0888
"2513",3846,107292634,"DnaJ heat shock protein family (Hsp40) member C10",NA,1252,212,162,495,647,161,417,122,324,157,115,135,117,415,204,305,435,478,332,174,116,124,268,234,351,184,534,455,177,519,112,83,146,57,156,219,235,531,565,471,36,48,32,50,87,1.38,1.95,1.79,1.08,2.29,2.07,8.96,7.44,8.77,7.99,7.36,10.06,21.798,2.0051,13.8277,24.2312,17.2054,3.84129,0.675194,0.234629,3.57117,6.78853,1.83241,0.499526,35.3383
"2514",3854,107292665,"transmembrane protein 138",NA,36,143,151,98,37,103,13,74,122,42,99,119,98,38,34,72,21,19,161,57,63,155,120,158,92,172,46,24,74,33,86,129,66,42,82,126,77,125,137,68,41,69,28,40,51,30.06,23.36,30.29,26.9,24.87,22.11,38.19,40.12,43.16,34.03,32.75,35.18,0.346237,0.427671,1.07963,0.71036,0.29132,2.28238,2.3001,0.447273,5.28804,7.48312,4.47809,1.59817,3.48079
"2515",3855,107292666,"triokinase and FMN cyclase",NA,88,142,155,46,71,123,46,57,62,70,85,95,76,63,69,90,68,84,126,110,46,120,311,112,96,59,80,12,103,36,92,80,145,53,117,163,82,133,68,82,57,93,80,67,155,0.25,0.34,0.52,0.6,4.39,4.13,5.57,5.54,6.04,1.96,1.96,2.07,1.51197,1.7384,4.40209,2.43005,2.8535,1.66865,7.41979,12.7627,27.7511,21.6909,3.35221,1.08948,6.16682
"2516",3857,107292668,"vasoactive intestinal peptide",NA,1,1,0,0,2,1,0,0,0,2,1,2,0,1,0,1,0,0,1,0,0,2,2,3,1,0,1,1,2,0,1,11,7,35,0,0,2,0,0,0,8,4,2,1,0,0.86,0.96,0.95,0.79,6.64,7.14,8.32,8.21,8.39,5.17,5.49,5.54,0,0,0,0,0,0,0,0,0,0.120775,0,0.292761,0.191768
"2517",3862,107292700,"tetratricopeptide repeat domain 39C",NA,146,92,100,178,115,61,83,75,137,60,80,89,61,89,168,75,117,66,77,88,72,62,101,86,88,97,80,194,59,189,43,53,21,44,72,32,50,259,116,336,25,24,33,55,36,0.4,0.45,0.59,0.48,6.97,7.08,7.95,7.66,8.14,3.73,3.44,3.99,4.01571,3.67458,5.54369,6.19756,7.67957,2.49205,1.97884,3.66199,1.78577,2.3858,5.67144,6.77101,7.05134
"2518",3864,107292720,"mitochondrial ribosomal protein S7",NA,587,581,532,413,231,226,74,211,542,205,213,460,414,349,206,299,228,268,380,135,214,443,636,296,465,783,428,695,744,479,672,1243,834,181,1149,917,1152,1275,1119,1316,781,1187,813,699,1054,0.18,0.3,0.09,0.17,5.52,4.33,13.57,15.27,13.62,8.19,8.98,9.31,3.40329,6.46264,8.02025,5.38093,5.54685,5.39248,6.20806,3.66857,9.80376,8.01747,4.58961,1.78708,7.39177
"2519",3866,107292723,"growth factor receptor bound protein 2",NA,105,162,183,88,93,66,68,80,115,66,151,209,152,86,52,86,53,87,216,78,55,269,698,149,227,89,100,19,154,53,29,15,39,17,26,36,30,66,73,59,54,114,113,120,115,0.11,0.16,0.17,0.27,0.13,0.23,1.08,1.28,1.32,0.13,0.14,0.1,21.504,6.25185,37.0745,31.0447,38.7416,15.2458,51.9994,52.27,36.4723,30.9218,27.171,4.99701,45.3042
"2520",3869,107292728,"peptidylprolyl isomerase C",NA,228,129,179,146,140,43,61,46,213,34,196,94,171,116,62,116,97,51,319,90,96,280,232,217,117,244,155,315,105,185,68,324,79,79,137,451,313,578,507,462,168,131,118,276,387,1.06,1.51,1.45,1.14,20.25,18.23,66.47,63.8,63.73,17.31,20.61,14.41,1.4117,2.46994,1.72408,1.90225,0.618341,5.44157,4.3804,2.63432,12.5485,10.4907,9.01612,3.5342,12.9406
"2521",3870,107292729,"PR domain 6",NA,0,2,6,0,0,3,1,0,1,2,1,2,4,2,0,0,1,0,5,0,2,7,12,3,2,0,1,0,2,0,0,48,1,25,4,2,1,0,0,0,0,1,0,0,1,0.28,0.18,0.17,0.21,0.53,0.58,1.47,1.29,1.55,0.65,0.49,0.54,0,0.11016,0,0,0,0,0,0.0641506,0.0116847,0.0297194,0,0,0.0471889
"2522",3871,107292730,"centrosomal protein 120kDa",NA,58,93,129,104,62,148,42,150,116,47,182,57,152,105,33,131,79,40,157,115,103,431,182,107,101,108,123,18,74,71,50,60,96,94,96,57,27,91,94,63,19,34,27,36,34,0.07,0,0.11,0,36.58,39.11,0.37,0.26,0.41,0.07,0,0.05,0.617648,1.93262,1.00428,0.806723,2.78194,0.983821,1.50049,1.30644,1.91327,1.73796,1.64474,0.593508,3.36354
"2523",3872,107292733,"zinc finger protein 536",NA,1,26,7,0,7,9,3,4,2,12,11,2,2,2,0,13,0,0,7,5,0,1,9,4,25,10,3,4,9,0,0,2,6,9,6,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0.03,0.06,0,0,0,0.24,0.14,0,0.0188894,0,0.0159191,0,0.00756827,0,0,0,0.014142,0.0179847,0.109626,0,0.0428345
"2524",3873,107292734,"URI1 prefoldin-like chaperone",NA,62.6,173.59,154.53,96.99,63.19,80.55,30,60.37,149.31,44,136.67,108.87,56.2,43,70.01,57.9,36.25,30.1,111.89,29.29,65.7,73.58,135.35,80.48,102.22,122.37,70.03,53.6,78.39,108,48,111,45,78,59,174,153,171.32,111,138,116,157,144,45,101,0.04,0.29,0.06,0,0.59,0.56,1.01,1.11,1.65,0.57,0.71,0.47,11.8174,10.8693,16.8202,18.5335,26.6305,11.6436,19.3651,23.8338,25.6157,46.4056,22.9031,10.6777,33.9953
"2525",3874,107292735,"cyclin E1",NA,14,51,40,20,21,53,18,19,34,28,52,53,21,19,19,37,9,12,85,9,25,53,44,53,63,46,31,14,53,17,45,54,34,26,8,270,246,245,97,358,29,56,21,26,58,3.44,1.95,2.26,1.94,2.1,2.53,5.19,4.42,4.51,2.81,1.87,1.91,1.41212,1.36507,2.29736,2.1729,1.10697,2.18551,10.1303,5.86195,19.4712,36.5116,6.71914,2.04046,5.76395
"2526",3876,107292741,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",NA,177,151,166,136,86,85,89,89,141,116,113,140,68,140,144,146,95,127,114,86,73,45,186,90,245,133,191,111,59,117,75,79,66,48,54,106,114,198,102,130,34,63,26,32,52,3.91,2.02,2.99,3.09,38.78,35.77,184.28,188.03,188.09,74.17,72.76,72.5,3.80564,1.10389,9.88524,5.61525,4.38633,1.71826,2.41619,1.102,1.87343,4.61606,3.76026,1.92506,4.49224
"2527",3877,107292744,"cadherin 17",NA,1,7,3,1,3,2,0,11,1,14,3,2.99,3,1,2,0,0,0,16,0,10,14,15,8,7,9,1,0,5,0,2,5,5,59,8,56,115,77,61,37,1,15,6,13,1,1.07,1.18,1.21,1.07,5.02,4.6,7.98,7.38,7.5,3.21,3.66,3.57,0.0102549,0.0542863,0.0777808,0.039449,0.104773,2.50119,0.54658,0.189678,0.0575814,0.205037,0.522877,0.0710021,8.79016
"2528",3878,107292746,"GTP binding protein overexpressed in skeletal muscle",NA,41,293,202,32,20,67,8,19,61,43,140,97,112,13,64,39,25,25,169,41,19,142,277,83,61,187,34,0,157,9,75,240,83,334,123,131,60,186,76,183,8,10,6,19,20,3.83,4.87,3.98,3.21,8.6,10.07,23.76,24.36,22.01,8.14,5.63,7.41,0.394229,0,0.837238,0.647058,2.04706,0,1.0232,1.22225,1.02711,4.59423,1.01976,0.582302,1.96673
"2529",3880,107292753,"pyruvate dehyrogenase phosphatase catalytic subunit 1",NA,228,540,533,255,172,383,90,211,263,128,298,259,347,197,230,154,111,145,378,140,150,313,674,369,444,443,221,108,465,154,720,1159,524,356,446,457,307,476,445,346,94,138,129,149,169,1.39,2.03,1.33,1.55,3,2.41,3.06,3.31,3.07,2.61,2.72,2.57,1.68682,6.28251,3.48059,4.00944,2.76931,2.33654,1.2321,1.823,2.37411,3.91412,2.25912,1.16134,3.7964
"2530",3881,107292755,"solute carrier family 9 member A9",NA,23,93,45,28,14,15,15,20,56,7,86,18,46,21,30,8,17,9,67,17,16,66,45,90,22,21,50,10,20,10,57,118,42,50,78,127,182,102,124,128,44,117,34,38,59,0.09,0.03,0.35,0.15,143.45,131.4,55.4,55.64,60.64,4282.69,4006.27,4228.79,0,0,0.260287,0,0,0,0.954306,1.63219,0.46246,1.17624,0,0,0
"2531",3882,107292757,"procollagen C-endopeptidase enhancer 2",NA,38,31,17,40,16,34,1,14,35,12,16,19,15,7,40,22,8,24,20,57,10,13,84,6,27,13,21,0,11,4,7,1,8,1,22,6,9,3,1,3,0,0,0,0,1,1.85,1.94,4.05,2.64,1.52,1.47,35.63,36.18,35.65,28.01,26.08,30.49,0,0.218276,0,0,0,0.271807,0,0,0,0,0,0,0.280506
"2532",3884,107292760,"U2 snRNP-associated SURP domain containing",NA,1597,1425,1613,979,635,1080,407,645,1080,459,1301,938,833,549,803,637,666,792,1323,579,596,958,1774,1042,1680,1366,1037,467,1348,1053,1478,1375,1342,1076,1554,1712,1294,2018,1530,1678,861,774,640,661,945,2.72,2.99,2.69,3.03,11.31,10.14,55.85,56.14,55.4,36.96,36.92,34.92,9.802499081,16.81356236,18.41478939,15.68985743,24.715493,6.240715132,19.17575968,11.54023,30.89047401,42.8386156,18.68811302,11.02969128,28.64519922
"2533",3885,107292766,"WD repeat domain 6",NA,17,13,18,13,12,11,12,9,13,13,26,15,5,8,14,18,9,16,22,12,3,15,24,17,16,9,13,18,7,5,1,5,3,3,10,7,11,14,2,6,3,19,7,7,4,6.46,6.59,6.7,4.75,7.37,6.72,23.49,28.21,21.93,19.33,19.92,22.81,2.5012,0.3968,5.45248,2.29108,1.81617,0.31423,6.39959,1.84858,15.1076,2.06619,4.32726,0.619138,2.71961
"2534",3886,107292767,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",NA,4,6,9,2,2,3,1,3,2,0,0,0,1,2,1,5,3,3,0,0,2,2,1,1,1,2,3,3,0,3,0,0,1,3,1,4,8,1,5,2,2,0,0,4,1,13.9,13.71,15.16,13.02,11.94,12.3,15.34,17.83,17.36,7.03,6.79,8.15,0.279354,0.278068,0.368231,0.453123,0.390307,1.40079,1.22834,1.29123,6.91249,7.14037,1.78158,0.765956,2.82627
