"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"2526",107292741,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",177,151,166,136,86,85,89,89,141,116,113,140,68,140,144,146,95,127,114,86,73,45,186,90,245,133,191,111,59,117,3.3983132,3.2661621,2.4000254,3.736688,2.66294,4.270604,1.286013,3.199344,5.921352
"2527",107292744,"cadherin 17",1,7,3,1,3,2,0,11,1,14,3,2.99,3,1,2,0,0,0,16,0,10,14,15,8,7,9,1,0,5,0,0.122975,0.0642469,0.10715748,0.7693155,0.1641257,1.1962709,0.1736855,0.314648,0.784134
"2528",107292746,"GTP binding protein overexpressed in skeletal muscle",41,293,202,32,20,67,8,19,61,43,140,97,112,13,64,39,25,25,169,41,19,142,277,83,61,187,34,0,157,9,2.04447,3.612862,3.8658518,10.0545,8.430779,9.902608,1.48956,0.995278,3.46513
"2529",107292753,"pyruvate dehyrogenase phosphatase catalytic subunit 1",228,540,533,255,172,383,90,211,263,128,298,259,347,197,230,154,111,145,378,140,150,313,674,369,444,443,221,108,465,154,15.615571,11.670877,11.110428,10.29144,37.00456,38.47877,2.27453,29.8913,49.2215
"2530",107292755,"solute carrier family 9 member A9",23,93,45,28,14,15,15,20,56,7,86,18,46,21,30,8,17,9,67,17,16,66,45,90,22,21,50,10,20,10,1.02839,1.09008,1.04662,2.6886,2.201408,1.82364,0.230263,0.739536,0.645103
"2531",107292757,"procollagen C-endopeptidase enhancer 2",38,31,17,40,16,34,1,14,35,12,16,19,15,7,40,22,8,24,20,57,10,13,84,6,27,13,21,0,11,4,1.486801,1.852916,1.531255,38.449333,27.1712511,27.72581011,3.74331,8.78731,17.729956
"2532",107292760,"U2 snRNP-associated SURP domain containing",1597,1425,1613,979,635,1080,407,645,1080,459,1301,938,833,549,803,637,666,792,1323,579,596,958,1774,1042,1680,1366,1037,467,1348,1053,3.3889153,2.4435233,1.9992127,6.634507,5.623648,7.067699,3.13043,6.14769,8.06529
"2533",107292766,"WD repeat domain 6",17,13,18,13,12,11,12,9,13,13,26,15,5,8,14,18,9,16,22,12,3,15,24,17,16,9,13,18,7,5,7.96343,8.74408,8.83657,45.78258,65.22203,67.51984,1.82413,4.97689,13.727
"2534",107292767,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",4,6,9,2,2,3,1,3,2,0,0,0,1,2,1,5,3,3,0,0,2,2,1,1,1,2,3,3,0,3,10.8854365,11.935693,12.5829735,23.69464,43.89404,39.53709,13.0144,20.0141,14.1377
"2535",107292774,"glutaminyl-tRNA synthetase",447.44,190.77,278.63,308.57,769.91,216.67,450.4,361.18,351.88,653.83,479.4,506.9,188.86,588.11,383.2,365.23,662.87,662.32,342.7,520.77,240.12,352.91,893.79,388.29,561.89,174.98,369.74,381.4,174.63,326.23,76.4614108,76.1118493,71.607428,62.08805,175.4105,155.191,15.396,27.4347,3.26966
"2536",107292775,"glutamine rich 1",393,327,478,188,300,335,146,258,202,227,366,433,280,248,205,265,213,272,481,309,156,484,1090,446,856,213,299,97,333,200,25.874371,31.772568,30.171897,15.25665,19.47079,19.62386,4.88825,12.5549,27.5732
"2537",107292777,"ariadne RBR E3 ubiquitin protein ligase 2",179,169,237,118,165,99,63,76,115,118,198,150,146,114,95,130,164,97,190,115,81,245,427,151,176,163,145,71,147,103,17.036918,16.031752,15.9878396,158.4913,78.53123,77.32203,6.47635,15.4574,22.6639
"2538",107292778,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",419,357,539,295,232,238,127,188,291,109,355,346,344,158,168,195,227,210,433,185,215,483,765,535,375,553,329,108,373,280,65.79656,69.809705,68.342548,39.75664,46.27453,42.47591,22.0894,33.661442,118.175515
"2539",107292788,"BCDIN3 domain containing RNA methyltransfease",112,106,111,75,61,81,22,58,78,45,102,108,79,41,31,47,55,37,92,39,64,90,247,105,111,93,78,41,100,51,1.56926,2.724563,2.078319,3.579672,2.25104,0.90774,5.57395,9.98675,27.17
"2540",107292799,"ubiquitin associated and SH3 domain containing A",6,25,8,9,3,4,7,39,6,6,159,14,46,31,5,1,5,7,32,3,15,37,17,22,8,27,15,0,14,4,0.772756,0.4147094,0.621278,0.122809,0.639529,0.594392,0.0400484,0.0345366,0
"2541",107292801,"radial spoke head 1 homolog (Chlamydomonas)",242,1104,1225,1581,312,842,146,2056,1428,418,1791,942,2203,679,159,2479,322,295,2605,676,1611,5661,746,3848,295,2644,442,32,1248,144,0.199852,0.988334,0.860323,0.0866495,0.800995,0.425052,0,0.0750859,0
"2542",107292804,"acidic residue methyltransferase 1",188,301,414,279,166,171,59,197,236,75,298,196,319,153,127,210,124,82,365,80,136,368,380,475,282,486,156,73,336,121,3.185139,3.6998429,3.7341246,2.639098,5.894597,2.821697,8.31881,13.3968,51.7284
"2543",107292819,"lipoma HMGIC fusion partner-like 5",36,18,33,21,11,6,11,14,13,14,15,11,14,16,6,8,14,8,17,4,9,22,24,26,27,33,20,39,21,29,0.2075,0.1461286,0.1374946,1.126682,1.098502,0.629608,1.221483782,4.333048373,6.355769553
"2544",107292829,"phosphatase domain containing, paladin 1",8,18,12,2,5,2,3,3,13,3,21,27,14,3,3,6,2,1,13,5,5,25,95,16,24,15,8,7,28,4,8.3447,10.72932,11.367,4.87711,4.72647,5.27176,2.16907,4.905782,3.20976
"2545",107292830,"eukaryotic translation initiation factor 4E binding protein 2",328,600,438,290,205,354,137,143,293,195,489,303,251,158,181,216,156,153,383,123,197,411,505,410,609,382,218,304,512,157,24.94236,30.973,30.7351,24.4471,19.9751,18.9723,6.44843,103.453,157.848
"2546",107292832,"coiled-coil-helix-coiled-coil-helix domain containing 10",92,192,260,138,38,153,21,59,102,54,146,101,100,54,40,47,41,13,152,35,96,123,125,162,175,216,69,234,238,64,427.30566,1222.4679,1268.34014,295.6195,423.0282,531.3878,475.504,2039.13,947.701
"2547",107292860,"histone deacetylase 11",182,226,400,141,119,145,49,91,88,80,122,98,84,109,111,80,81,113,156,136,82,108,369,187,230,240,211,17,164,74,34.2109781,12.6411163,12.006501,38.82568201,46.1555859,44.0765692,3.9734047,4.12612635,17.8402974
"2548",107292865,"DDB1 and CUL4 associated factor 13",948.5,1268.46,1582.82,782.95,656.88,757.29,203.55,376.51,649.47,308.5,741.3,837.87,631.07,365.42,379.65,369.85,371.21,185.53,1175.18,333.11,326.58,884.45,1549.99,1107.46,1116.54,1244.41,565.71,470.36,1127.98,372.23,1.4906712,1.3983508,1.391214,6.270007,4.73763,5.594306,4.12936,5.49416,36.9057
"2549",107292891,"kelch domain containing 4",60,42,110,63,39,33,39,36,74,35,89,55,27,73,43,86,37,33,100,25,24,74,136,62,124,43,36,94,77,50,3.489603,4.950971,5.240537,16.024778,10.00810007,8.752834,4.454114,7.90749,15.7346
"2550",107292894,"latent transforming growth factor beta binding protein 1",553,882,1099,428,248,329,109,160,735,147,357,625,295,237,300,318,363,171,982,257,187,347,960,788,865,900,620,148,248,657,15.1066784,10.103604,11.157302,31.90594707,43.39276686,36.89783067,4.1760955,9.2339637,6.036856031
"2551",107292895,"BTG3 associated nuclear protein",28,33,44,23,28,30,21,10,60,19,42,65,23,25,18,11,16,15,50,15,25,32,110,59,90,33,43,37,37,37,14.24268001,12.150632,14.522779,13.8907,21.55258,16.79246,2.292509,2.806635,3.97862
"2552",107292901,"impact RWD domain protein",786,660,682,592,270,369,160,262,537,213,367,529,3,276,221,235,227,237,633,167,297,543,733,398,642,605,340,315,426,448,7.036142,5.344878,6.123277,3.572098,4.566121,5.554141,1.590588,7.86351,22.38958
"2553",107292903,"myeloid cell leukemia 1",409,379,428,253,188,148,166,182,289,113,412,524,254,194,145,163,364,125,495,87,205,288,412,375,294,410,222,222,260,398,25.188,22.896081,22.06096,71.50015,53.627131,54.053848,31.83665,22.17098039,196.1983
"2554",107292905,"methylmalonic aciduria and homocystinuria, cblD type",626,334,431,585,468,268,203,284,334,266,373,393,268,250,228,287,303,432,460,217,254,525,647,396,708,418,378,269,318,400,58.204128,41.145026,41.294709,22.86478,24.67416,24.97503,62.43697,88.686635,259.70955
"2555",107292909,"cingulin",92,45,80,68,54,25,51,50,66,53,68,67,20,59,97,68,70,68,70,67,41,64,62,59,143,58,87,177,42.98,169,0.154290358,0.387378021,0.291529995,0.1721932,0.524301,0.487497,0.113076,0.164148348,0.0697794
"2556",107292921,"endosulfine alpha",18,10,26.3,21,13,19,2,8,14,14,20,6,13.05,9,7,4,6,16,17,5,9.29,31,18,30.06,27,14,12,26,15.02,21,10.812104,9.309073,9.415849,57.45107,40.482308,39.59241003,57.614767,86.91492,410.902
"2557",107292930,"receptor associated protein of the synapse",4,33,15,11,5,40,6,11,5,14,23,19,9,5,11,3,5,2,21,8,11,24,23,12,14,16,3,5,25,14,3.481315,6.52646,6.415723,2.069231,4.569972,3.664472,14.018495,26.767872,38.85038
"2558",107292932,"proteasome 26S subunit, ATPase 3",3430,2218,2922,2774,1959,1990,664,1077,2049,1167,1646,2984,1302,1227,1177,972,1417,1477,2365,1108,1104,1780,2973,2717,2632,2251,1986,2354,2436,2721,50.97707096,57.725294,60.491122,161.2268,99.35164,99.47702,67.7656,49.3146,2.283370038
"2559",107292934,"kelch repeat and BTB domain containing 4",408.26,339.36,440.63,179.57,263.09,287.48,149.36,222.58,234.09,150.01,394.28,548.91,249.93,212.91,202.1,229.51,151.8,144.19,405.29,235.26,207.95,386.68,614.05,364.47,510.23,249.3,255.79,122.28,280.61,174.92,4.4621187,3.759056,4.30111,2.707936392,4.998925,4.753211,4.46188,14.4373,43.9405
"2560",107292951,"egl-9 family hypoxia-inducible factor 3",13,10,10,4,4,2,4,20,12,6,47,24,30,1,5,0,0,1,41,4,8,28,74,30,9,2,1,0,16,2,27.7624,15.5988,14.6464,18.9129,52.958596,52.32999,16.2060288,89.1896,157.897349
"2561",107292953,"E2F associated phosphoprotein",834,733,771,737,466,412,230,323,690,259,525,648,492,358,310,407,393,319,934,257,415,469,772,660,827,724,458,500,639,451,4.679646,6.870865,7.299983,8.74948,9.484126,8.109829,16.3237,21.01,118.321
"2562",107292969,"ribophorin I",8917,2883,3135,5010,5516,2808,4079,2384,3457,3770,2176,4681,1473,4085,4267,2914,4453,5016,3327,4243,2930,2171,5488,2132,5827,2166,5453,2534,1579,4110,55.02001,42.18291,39.69363,41.319262,57.86415,58.78441,21.2257,35.8494,80.962
"2563",107292970,"DiGeorge syndrome critical region gene 2",54,18,35,21,44,28,20,27,34,36,28,65,25,13,18,27,29,26,37,11,15,35,125,43,138,11,40,45,29,27,30.93774,41.552716,38.017503,16.258458,31.68607,30.396439,7.420032,27.59077,39.882463
"2564",107292976,"mediator complex subunit 27",53,82,90,30,21,59,12,23,37,34,96,55,29,36,30,44,36,44,70,49,29,45,98,64,63,35,40,70,23,31,11.285584,14.353721,13.605275,6.538267,13.296296,10.242733,7.514012,14.75703,0.209444
"2565",107292977,"transmembrane protein 47",0,2,1,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,6.36489,4.931475,5.609087,6.91505,7.05738,7.50608,3.08844,3.29829,0.0289589
"2566",107292979,"wingless-type MMTV integration site family member 8B",0,1,1,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,2,1,0,1,3,0,1,1,0,2,0,0,0.0729795,0,0.0481067,0,0.168933,0.0561888,0.136923,0.500512,2.44829
"2567",107292981,"polycystin 2 like 1, transient receptor potential cation channel",0,8,0,1,2,0,0,2,2,0,0,0,2,7,1,3,0,0,1,1,1,0,3,0,2,5,0,1,1,0,0,0.00905829,0,0,0,0,0,0.0720879,0
"2568",107292982,"NADH:ubiquinone oxidoreductase subunit B8",749,560,883,757,400,526,230,352,619,388,632,840,501,458,394,293,296,220,870,253,441,646,803,653,588,538,536,1390,513,488,1210.810482,1323.710959,1323.141949,272.8669,385.2307,374.7848,394.232,422.467,171.4307
"2569",107292985,"synuclein alpha interacting protein",3,16,25,0,7,5,3,9,49,6,18,36,36,20,10,6,4,8,27,15,12,27,125,17,16,20,23,0,16,10,1.326717,1.5352955,1.550523,1.1592827,1.528669138,0.642131,0.741044,1.960046,1.6075387
"2570",107292993,"centrosomal protein 170kDa",58,161,206,68,56,127,21,55,128,32,205,46,124,42,55,92,44,37,191,60,58,254,277,159,95,109,88,10,116,29,5.602380724,3.659478981,3.61514,7.9808082,14.62433069,9.937631522,4.289581,9.768779,30.23858315
"2571",107292997,"5-hydroxymethylcytosine (hmC) binding, ES cell-specific",227,241.99,216,144,82,135,55,115,186,62,121,253,146,110,169,100,45,63,214,126,88,199,281,270,272,226,163,38,120,126,3.531416,4.604996,5.478109,27.17953,29.64484,23.85089,3.07734,7.57316,11.3173
"2572",107293000,"family with sequence similarity 189 member A1",1,3,8,2,1,1,1,1,2,2,1,8,5,3,2,2,1,0,4,2,3,0,7,11,5,4,4,0,0,0,0.0723701,0.1550431,0.489241,0.00776979,0.0736492,0.195972,1.151382,4.206527,6.5937324
"2573",107293002,"adenosine deaminase-like",19,14,15,9,14,35,3,13,26,3,37,37,15,8,9,8,3,9,93,13,12,23,40,40,33,15,14,6,21,5,4.456885,3.22327071,2.860354528,3.766897,6.072852,5.28962,3.66693,4.85277,16.21771
"2574",107293003,"La ribonucleoprotein domain family member 6",2,22,15,8,8,17,3,3,27,1,19,17,9,1,4,6,8,11,23,3,4,13,39,29,8,11,9,6,5,7,0.60327,0.605439,0.597086,32.89554,17.40088,25.01979,4.00887,5.0588,22.59
"2575",107293004,"zinc finger protein 521",54,345,264,84,91,196,31,63,209,78,265,121,143,70,85,62,31,47,325,98,43,344,550,228,233,159,120,57,221,64,5.291547001,5.6850352,6.6448471,7.537203,2.512491,4.299347,1.12313,2.16406,4.68555
"2576",107293005,"leucine rich repeat containing 49",33,70,80,49,34,48,10,53,53,44,93,58,86,38,19,76,26,26,114,51,46,168,146,128,80,63,57,7,62,23,2.6705135,1.8803756,1.786938712,6.8765442,12.35136573,11.7167701,1.54076,0.605121,1.455526
"2577",107293007,"TM2 domain containing 3",251,194,315,227,182,146,63,93,285,129,130,362,105,112,118,135,122,163,288,81,116,173,303,221,299,237,182,370,184,203,39.9574246,31.088666,25.004151,26.73966,44.50661,38.08391,9.1903641,9.1988969,17.713625
"2578",107293010,"leucine rich repeat and fibronectin type III domain containing 2",2,15,6,0,4,0,1,2,4,0,0,3,3,0,1,1,0,0,1,0,0,1,17,6,4,11,3,0,2,1,0.153668,0.103585,0.138686,0,0,0.0358006,0.137618,0.2343266,0.8026088
"2579",107293011,"ADP ribosylation factor like GTPase 14 effector protein like",2,7,6,1,1,5,2,1,3,8,3,0,3,3,1,6,0,1,15,0,6,5,3,1,0,11,0,1,1,0,0.0387116,0.0633826,0.00518544,0.226776,0,0,0,0,0
"2580",107293012,"semaphorin 6A",21,91,95,30,36,39,11,20,76,17,47,28,33,44,37,30,48,32,67,42,28,75,188,75,112,63,31,4,39,31,3.230812812,5.385036,5.526924,7.3896591,7.464557688,7.584304,0.546168,2.340279,1.25413
"2581",107293013,"COMM domain containing 10",210,173,251,93,114,123,60,112,131,66,149,58,152,87,59,96,78,123,224,93,76,220,343,187,238,136,180,32,146,66,6.7026113,8.568158,8.2503867,8.623499,9.232271,7.841327,21.69618,26.191208,53.05303
"2582",107293016,"small VCP/p97-interacting protein",330,790,729,342,366,463,243,209,438,214,348,570,368,158,316,210,201,189,851,426,228,407,592,592,546,575,376,171,481,167,6.91035,4.278655,4.208742,8.896678,2.548229,1.98434,4.70387,4.43917,46.8597
"2583",107293032,"zinc finger B-box domain containing",13,177,159,66,27,75,4,83,103,37,133,21,84,25,7,93,21,25,162,59,69,239,98,131,34,121,43,2,94,11,0.0149885,0.0904752,0.0237926,0,0.055659,0,0,0.0311296,0
"2584",107293045,"taxilin beta",1434,10406,5362,2746,2830,16214,391,1246,1161,2165,3107,1765,2029,1239,1436,943,215,247,3577,1575,590,4336,2432,3404,7164,10093,1150,1201,8460,223,64.71412,51.8633,53.20799,13.0683,22.6267,23.0384,6.345214,62.90076,165.82751
"2585",107293046,"human immunodeficiency virus type I enhancer binding protein 3",10,21.06,18.97,13,15,8,29.05,17,11.01,28,44.02,16,5.03,12,10,8.01,13,11,21.01,11,30.02,26,33,23,57.01,12.02,14.54,15,21,24.01,3.2592813,4.2440439,4.386366517,2.738168267,2.829794803,2.806690163,0.610016,1.22699,2.34618
"2586",107293047,"zinc finger CCHC-type containing 17",321,304,405,290,181,168,79,141,295,100,238,343,147,119,148,153,173,131,365,109,183,216,395,279,399,323,189,298,239,297,5.646134,4.8460308,4.3372027,14.41439348,14.91176203,17.03926379,31.48514,28.41845,140.3702
"2587",107293050,"solute carrier family 13 member 1",0,2,4,0,6,2,0,4,0,0,9,0,0,0,0,1.62,0,0,0,0,0,0,2,1,4,9,0,0,1,0,0.177173,0.06560606,0.1170559,0.0200395,0,0,0,0.435006,0
"2588",107293053,"small nuclear ribonucleoprotein, U5 40kDa subunit",683,919,1279,671,420,597,161,252,592,309,484,1031,383,303,394,243,369,350,819,365,289,657,1266,725,790,748,466,414,523,525,4.578582,4.7338193,4.6730457,6.696735,10.265605,10.710143,4.99982,4.807081,14.4791
"2589",107293055,"periostin, osteoblast specific factor",49,1327,799,83,98,180,23,50,197,80,349,198,184,91,90,106,39,26,581,108,56,190,563,271,129,515,55,11,282,13,13.56194619,9.273236,9.0100121,8.061592,3.840482,4.222122178,0.0515243,0.665941,0.0456574
"2590",107293070,"ribosomal protein S6 kinase like 1",6,38,36,16,6,5,7,11,17,6,36,33,28,6,11,7,3,5,44,7,7,43,85,20,18,25,13,3,17,3,2.9491438,3.0425216,2.864033,5.662046,25.03422,12.66168,0.1874311,0.625339049,1.162267
"2591",107293075,"apoptosis resistant E3 ubiquitin protein ligase 1",23,35,57,23,13,23,16,22,39,15,53,22,13,23,34,28,33,43,43,36,10,52,97,29,48,20,32,15,31,14,16.9113055,15.26252,15.205497,4.6000656,14.26443063,10.0704712,1.2608,5.29013,6.25789
"2592",107293079,"eukaryotic translation initiation factor 2B subunit beta",404,299,375,391,229,313,102,164,258,115,180,461,131,187,209,132,125,99,337,134,149,217,285,191,372,383,316,482,208,307,21.724089,32.7923093,34.650617,19.497146,28.064422,28.228846,4.16149,11.143,20.2778
"2593",107293104,"DDB1 and CUL4 associated factor 11",21,37,90,24,62,50,28,42,18,59,56,93,48,40,21,43,25,32,73,25,23,74,163,97,228,28,46,50,50,22,78.520161,94.309739,91.519355,14.23344829,28.67016805,25.84709064,20.5032435,29.827721,47.103619
"2594",107293109,"NADH:ubiquinone oxidoreductase subunit A5",355,429,447,429,204,404,158,275,358,210,364,308,272,251,181,203,129,108,398,139,197,412,324,358,482,554,257,496,699,178,49.77916,48.165327,55.97127,64.9084647,33.57983803,60.0179133,526.9167,504.4788,1498.749
"2595",107293116,"SYF2 pre-mRNA-splicing factor",127,130,220,101,59,117,39,79,131,55,65,88,102,72,74,111,58,58,192,71,76,119,183,129,133,200,77,64,129,65,12.14632,13.553986,14.673837,35.332025,13.718223,13.957716,13.7294,15.1998,43.4912
"2596",107293123,"stabilin 2",17,64,47,24,15,46,7,22,46,22,39,17,21,11,28,26,15,29,108,21,25,55,49,39,40,102,19,4,30,9,0.2244927,0.320511,0.2743885,0.0171429,0.0383482,0.6202024,0.00221689,0.0131325,0.00682507
"2597",107293128,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",1811.46,1148.32,1022,375,785,600,568,570.6,356,496.51,683.46,389,446.15,490.13,495.23,598,575,474,1359,711.57,243.48,461.9,1198.08,966,2519,750.43,747,95.43,641,357,5.7999956,8.319011,6.977039417,3.756156711,5.840801696,5.055046708,4.220425,2.746095,9.545967
"2598",107293138,"potassium voltage-gated channel subfamily D member 2",0,6,5,1,2,1,2,3,0,0,0,0,0,0,0,3,0,0,2,0,0,2,8,2,1,1,0,0,4,0,7.09113,4.81542,4.62109,0.0617386,0,0.0183744,0.00894028,0,0
"2599",107293139,"family with sequence similarity 3 member C",2447,630,767,935,864,393,483,396,750,536,487,971,281,650,733,583,732,974,885,527,589,372,1084,665,1568,600,1138,434,455,628,2.936374,2.051184,2.384526,32.44236,16.89962,15.7127,6.40712,13.4181,16.6977
"2600",107293143,"tetraspanin 12",195,706,929,255,210,282.07,69,205,418,141,771,157,549,202,176,208,116,131,618,151,172,429,906,394,365,564,195,30.01,449,232,16.122689,11.073682,11.069782,10.71539,26.48908,20.21583,34.0155,33.962,167.3102
"2601",107293147,"stanniocalcin 1",0,1,2,2,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,1,1,7,1,5,2,2,0,1,0,0.626419,0.771221,0.580571,13.5448,1.635502844,2.019874,10.39865,3.612021,27.9696
"2602",107293152,"mastermind like transcriptional coactivator 3",3,25,35,10,4,12,1,5,14,6,19,19,17,6,11,4,6,2,16,4,3,30,88,17,15,6,11,8,21,4,0.9292945,1.053515005,1.18814,1.397978,0.723671,0.680434,0.174396,0.901653,1.05068
"2603",107293153,"SET domain containing lysine methyltransferase 7",27,77,85,49,22,99,5,25,51,22,52,23,26,8,18,6,5,7,86,21,16,55,77,37,52,57,23,8,103,15,13.4874176,11.6815171,11.6190222,12.849979,12.28746816,13.11391,3.37553,28.9135,33.6609
"2604",107293162,"NAD(P) dependent steroid dehydrogenase-like",206,51,91,124,489,71,40,39,61,65,68,97,76,52,46,54,71,108,65,48,30,113,370,89,75,54,51,106,72,307,3.09872,2.94223,2.67231,7.972956,18.62568,19.9154,4.78871,7.59422,0.136846
"2605",107293170,"chromosome unknown open reading frame, human C3orf58",145,135,124,105,61,41,50,57,212,43,69,139,98,43,127,89,89,50,128,73,65,121,276,69,174,141,83,72,86,50,6.66826,5.85925,6.01308,1.898374,2.929867,3.582918,0.230129,2.208,3.045733
"2606",107293172,"non-SMC condensin II complex subunit D3",0,4,7,1,3,7,1,3,8,2,21,5,9,0,1,5,1,0,10,1,4,10,24,4,5,3,2,0,10,1,4.477695,4.6931271,5.058711,5.919947,7.19131969,5.659231594,0.540457,1.10141,1.30283
"2607",107293173,"junctional adhesion molecule 3",4,4,3,1,2,5,2,4,21,0,4,22,16,7,2,6,4,6,12,5,1,39,181,18,6,3,6,3,9,1,13.371875,11.472285,11.896308,19.2344,18.27639,13.63504,2.59001,5.538899,14.64347
"2608",107293178,"VPS26 retromer complex component B",2,2,4,0,3,4,3,1,2,1,1,2,3,1,2,5,1,3,4,0,3,2,6,11,2,0,2,2,6,2,9.452127,9.601383,9.124798,23.01198,32.991352,28.720403,4.20815,8.93615,21.4726
"2609",107293179,"transmembrane protein 26",0,0,2,0,0,2,0,0,0,0,1,3,1,0,0,2,0,0,1,2,0,4,7,0,7,1,0,0,3,0,0.11752986,0.38932,0.1303652,0.0299634,0.06702734,0.0464397,0.0110805,0.244146,0.138202
"2610",107293181,"AT-rich interaction domain 5B",14,43,49,23,15,31,8,27,39,23,45,43,22,21,18,12,12,14,53,9,32,48,89,32,34,39,32,34,35,28,3.8906073,4.5642191,4.875448,14.270019,5.8611,6.07426,0.570335,1.76871,5.54232
"2611",107293189,"osteomodulin",14,55,20,22,6,23,8,8,206,4,21,90,26,7,24,6,7,3,42,9,5,17,402,18,10,32,23,4,22,9,0.535084,0.540984,0.415853,1.1938,0.866108,0.816217,2.49407,1.49339,12.771
"2612",107293190,"asporin",2,48,12,6,1,8,1,6,18,3,11,10,14,4,3,1,2,1,25,6,5,18,35,13.44,8,30.16,12,0,6,4,5.275833,2.38318,2.3092781,1.901584,4.72798,4.59556,1.8554,5.167337,5.07466
"2613",107293191,"extracellular matrix protein 2, female organ and adipocyte specific",43,289,147,56,48,74,28,15,152,44,201,120,91,60,57,70,48,41,332,118,36,206,402,88,60,131,101,24,126,51,5.974242,4.164012,4.441604,4.815523,9.44024,8.546425,4.1437011,7.19904,19.6475
"2614",107293197,"protein kinase C delta",1051,1493,1940,986,752,912,559,783,888,714,1089,619,822,678,887,652,601,535,996,1011,684,879,1567,787,1212,1353,1104,251,821,559,13.35805,20.99856,21.35490901,9.483522265,14.22663177,8.481012769,2.058894,3.817583,8.356276
"2615",107293199,"RFT1 homolog",403,101,156,246,190,97,155,159,146,171,100,70,98,160,107,116,305,184,134,126,122,160,276,126,277,127,191,127,123,159,5.834498,5.097193,5.450285,2.081247,4.266669,4.40012,1.2603683,2.3857,4.47597
"2616",107293202,"secreted protein acidic and cysteine rich",737,4243,3881,809,551,994,420,432,12495,365,1642,7946,9399,1016,1020,1084,576,222,6112,1601,532,4490,29745,1526,1469,1427,1093,285,1388,696,332.788763,431.6656028,452.0191873,771.10342,659.15625,682.56933,147.85769,249.2518,262.00401
"2617",107293204,"NHS actin remodeling regulator",0,32,33,7,6,10,7,7,55,7,21,10,13,2,2,0,5,2,13,2,2,21,38,18,10,10,10,3,15,2,0.0914861,0.090639,0.1017079,0.5022346,0.3486679,0.796014,0.0124264,0.1230672,0
"2618",107293217,"syntaxin 19",44,54,66,66,34,31,53,96,72,66,116,51,50,39,92,73,127,140,43,89,53,68,88,74,35,62,95,18,53,32,0,0.0992188,0.0890817,0,0,0,0.0295784,0.427189,0.18926
"2619",107293219,"multiple C2 domains, transmembrane 2",481,330,243,210,208,311,224,333,208,379,732,167,133,280,205,323,303,490,253,377,200,277,318,173,561,159,315,101,145,129,0.1843422,0.3532717,0.16852624,0.9849738,1.564893,1.592658,0.0196589,0.11022,0.101501
"2620",107293221,"SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase",352,465,562,227,195,243,131,187,361,163,337,217,270,219,216,144,159,133,413,172,146,289,498,384,507,340,271,126,338.97,218,1.720961314,1.2021057,1.1400626,1.314231776,2.930949,2.323025006,0.39169,1.884202002,2.59116
"2621",107293224,"forkhead box P1",203,143,163,152,192,165,84,125,144,126,188.01,156,111,110,105,152,149,154,228,133,84,234,312,192,287.01,87,256,110,163,119,11.1546054,15.7004422,16.877397,15.0935959,16.80973211,11.5232779,0.706973884,4.9297238,4.809233001
"2622",107293244,"adenomatous polyposis coli",1455,946,1150,1221,988,681,750,835,1190,634,1174,511,635,911,995,758,1071,1020,899,653,580,966,1269,989,1221,767,1137,633,1165,1520,3.6198606,3.125617,2.618066293,2.803210501,4.012276,5.256907,1.794851,12.379776,30.689855
"2623",107293249,"mutated in colorectal cancers",1011,195,248,364,585,236,396,242,304,397,253,222,123,542,424,224,676,534,244,493,371,208,615,196,478,122,582,298,140,303,5.1697109,4.4528222,4.5887294,5.704009,11.26809,14.19993,2.2474937,10.975101,9.695355
"2624",107293251,"fibronectin type III domain containing 1",66,1035,637,121,82,236,66,114,461,125,475,432,548,122,120,116,103,62,516,156,97,676,1454,418,271,381,194,56,245,60,4.0509643,6.4808652,6.1999043,0.1200833,4.76671,5.34981,0.306339,0.318078,0.5289117
"2625",107293254,"PR domain 1",32,52,73,10,55,26,15,46,24,23,333,22,178,25,27,53,35,52,53,60,35,222,327,84,43,13,18,3,32,8,1.2090791,0.9454335,0.9502714,1.208549,0.66968,0.851365,0.250090591,0.751545035,1.269356535
"2626",107293255,"ret proto-oncogene",12,41,15,15,7,16,5,10,14,6,14,23,10,11,8,4,5,7,24,12,2,7,52,14,30,24,10,7,20,2,2.086411,1.50221,1.597744,0.7403958,7.619889,12.22328,1.08799,3.39372,2.09332
