Pm_pro,Pm_geneid,Pm_description,target_id,cro_vg.un.,cro_vg_1,cro_vg_2,cro_vg_3(surrogate)
XP_015675386.1,107290956,homeobox protein SIX1,crovir-protein-7012,0.438717,0.11468,0.0848607,0.212752567
XP_015675387.1,107290957,homeobox protein SIX6,crovir-protein-7009,0,0,0,0
XP_015675388.1,107290958,E3 SUMO-protein ligase CBX4,crovir-protein-14338,24.8577,31.6278,32.9991,29.8282
XP_015675390.1,107290960,chromobox protein homolog 8,crovir-protein-14339,3.08643,5.09682,3.90478,4.029343333
XP_015675391.1,107290961,chromobox protein homolog 2,crovir-protein-14340,0,0,0.0282288,0.0094096
XP_015675392.1,107290962,protein broad-minded,crovir-protein-9086,1.45962,1.40091,1.25142,1.37065
XP_015675393.1,107290964,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,crovir-protein-15815,0,0,0,0
XP_015675396.1,107290963,bromodomain adjacent to zinc finger domain protein 2A,crovir-protein-14469,2.68839,4.15585,4.60793,3.81739
XP_015675399.1,107290968,"39S ribosomal protein L22, mitochondrial",crovir-protein-13793,10.9357,8.02904,8.0512,9.005313333
XP_015675401.1,107290970,CCR4-NOT transcription complex subunit 8,crovir-protein-13794,13.9267,10.6163,12.1953,12.2461
XP_015675404.1,107290973,histone deacetylase complex subunit SAP30L,crovir-protein-13800,2.32275,3.34141,3.62298,3.095713333
XP_015675406.1,107290976,cyclin-T1,crovir-protein-7781,7.60872,6.77985,8.39962,7.596063333
XP_015675408.1,107290974,"ATP synthase subunit beta, mitochondrial",crovir-protein-14467,103.014,59.8564,62.3394,75.06993333
XP_015675410.1,107290978,bax inhibitor 1,crovir-protein-7739,355.202,292.567,324.471,324.08
XP_015675412.1,107290980,nck-associated protein 5-like,crovir-protein-7785,1.38538,0.878386,0.623762,0.962509333
XP_015675417.1,107290983,40S ribosomal protein S14,crovir-protein-13824,722.802,253.063,287.644,421.1696667
XP_015675418.1,107290984,bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,crovir-protein-13821,2.06879,2.98982,3.26137,2.773326667
XP_015675421.1,107290986,putative homeodomain transcription factor 1,crovir-protein-6359,0.74139,2.49067,2.97793,2.069996667
XP_015675422.1,107290987,lysine-specific demethylase 9,crovir-protein-6357,1.4166,3.73296,4.62355,3.257703333
XP_015675423.1,107290988,tyrosine-protein phosphatase non-receptor type 22,crovir-protein-6360,3.16829,0.194669,0.273765,1.212241333
XP_015675424.1,107290989,"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",crovir-protein-6356,1.88715,2.52265,2.64918,2.352993333
XP_015675425.1,107290990,probable E3 ubiquitin-protein ligase HERC4,crovir-protein-4334,1.25731,2.58342,2.89629,2.245673333
XP_015675429.1,107290993,probable E3 ubiquitin-protein ligase HERC3,crovir-protein-4335,2.86746,2.55329,3.06327,2.828006667
XP_015675431.1,107290995,"protein FAM13A, partial",crovir-protein-4341,0.639154,0.399849,0.700731,0.579911333
XP_015675432.1,107290996,"protein phosphatase 1K, mitochondrial",crovir-protein-4337,2.16665,2.7255,2.84106,2.577736667
XP_015675434.1,107290998,SPRY domain-containing protein 3,crovir-protein-14597,33.0581,35.6718,42.5357,37.08853333
XP_015675436.1,107291001,signal transducer and activator of transcription 6,crovir-protein-14591,2.34615,0.64036,0.525971,1.170827
XP_015675437.1,107291002,prolow-density lipoprotein receptor-related protein 1,crovir-protein-14601,2.28116,0.466936,0.631584,1.12656
XP_015675438.1,107290999,nuclear receptor subfamily 4 group A member 1,crovir-protein-14451,13.2678,59.9775,85.8345,53.0266
XP_015675439.1,107291004,"serine hydroxymethyltransferase, mitochondrial",crovir-protein-14599,36.796,42.1163,45.262,41.39143333
XP_015675441.1,107291006,insulin-like growth factor-binding protein 6,crovir-protein-14595,11.7674,3.20979,3.42854,6.135243333
XP_015675442.1,107291007,NGFI-A-binding protein 2,crovir-protein-14590,2.53611,0.285359,0.678851,1.166773333
XP_015675444.1,107291009,rho-related GTP-binding protein RhoV,crovir-protein-7305,6.25984,0.762543,0.685415,2.569266
XP_015675445.1,107291010,vacuolar protein sorting-associated protein 18 homolog,crovir-protein-7302,3.39142,4.56176,4.91788,4.290353333
XP_015675446.1,107291012,kunitz-type protease inhibitor 1,crovir-protein-7341,18.3141,19.5018,20.6175,19.4778
XP_015675447.2,107291013,ephrin type-A receptor 3,crovir-protein-3794,0,0.170616,0.266609,0.145741667
XP_015675451.1,107291016,F-box-like/WD repeat-containing protein TBL1X,crovir-protein-3486,0.614164,0.88119,0.510046,0.668466667
XP_015675453.1,107291018,fibroblast growth factor 10,crovir-protein-15816,2.2838,0.817873,0.604124,1.235265667
XP_015675454.2,107291019,polyadenylate-binding protein-interacting protein 1,crovir-protein-15827,15.7369,18.7666,18.8688,17.79076667
XP_015675455.1,107291021,"NAD(P) transhydrogenase, mitochondrial",crovir-protein-15828,7.04439,5.30717,6.04112,6.130893333
XP_015675456.1,107291022,guanine nucleotide exchange factor VAV2 isoform X1,crovir-protein-4052,8.55228,6.49667,8.54193,7.863626667
XP_015675459.1,107291023,bromodomain-containing protein 3,crovir-protein-16660,32.1143,45.7782,51.3453,43.07926667
XP_015675460.2,107291024,"sarcosine dehydrogenase, mitochondrial",crovir-protein-16653,5.95215,0.966977,1.36104,2.760055667
XP_015675462.1,107291026,protein myomaker,crovir-protein-16652,0,0,0,0
XP_015675464.1,107291028,dopamine beta-hydroxylase,crovir-protein-16650,0,0,0.039738,0.013246
XP_015675465.1,107291029,protein FAM163B,crovir-protein-16651,3.37529,8.95498,11.3099,7.880056667
XP_015675466.2,107291031,"trifunctional enzyme subunit alpha, mitochondrial",crovir-protein-9886,37.654,37.5286,45.611,40.26453333
XP_015675467.1,107291032,"trifunctional enzyme subunit beta, mitochondrial",crovir-protein-9891,35.6455,30.1996,32.0517,32.63226667
XP_015675468.1,107291033,coiled-coil domain-containing protein 25,crovir-protein-9893,5.88336,7.13126,9.05265,7.355756667
XP_015675469.1,107291030,lens fiber major intrinsic protein,crovir-protein-14473,0,0,0,0
XP_015675470.1,107291034,clusterin,crovir-protein-9856,60.4473,5.17838,6.28148,23.96905333
XP_015675471.1,107291035,solute carrier family 35 member F6,crovir-protein-9852,5.81734,0.974388,2.28382,3.025182667
XP_015675475.1,107291038,N-acetyltransferase ESCO2,crovir-protein-9888,0.617215,0.0860113,0.0636531,0.255626467
XP_015675478.2,107291042,ethanolaminephosphotransferase 1,crovir-protein-9887,9.32016,9.96591,15.6691,11.65172333
XP_015675479.1,107291043,lymphokine-activated killer T-cell-originated protein kinase,crovir-protein-9892,0.403481,0.231906,0.265244,0.300210333
XP_015675482.1,107291041,protein mono-ADP-ribosyltransferase PARP3,crovir-protein-13637,0.834392,0.658337,0.551285,0.681338
XP_015675483.1,107291045,pro-opiomelanocortin,crovir-protein-9855,0,0,0,0
XP_015675486.1,107291048,uncharacterized protein LOC107291048,crovir-protein-1505,0,0,0.0349836,0.0116612
XP_015675487.1,107291049,"erythrocyte band 7 integral membrane protein-like, partial",crovir-protein-1508,38.5862,3.42445,4.66773,15.55946
XP_015675492.1,107291054,"solute carrier family 2, facilitated glucose transporter member 8",crovir-protein-7164,5.92093,3.79973,4.62506,4.781906667
XP_015675493.1,107291052,ubiquitin carboxyl-terminal hydrolase BAP1,crovir-protein-13648,5.18917,5.87301,6.22826,5.76348
XP_015675494.2,107291055,GTPase-activating Rap/Ran-GAP domain-like protein 3,crovir-protein-7167,1.70209,0.221931,0.295776,0.739932333
XP_015675495.1,107291056,vesicular inhibitory amino acid transporter,crovir-protein-6497,0,0,0,0
XP_015675499.1,107291058,interferon-related developmental regulator 1,crovir-protein-11788,31.6344,30.6506,38.1373,33.4741
XP_015675500.2,107291059,leucine-rich single-pass membrane protein 1,crovir-protein-11787,2.31645,0.657067,0.786885,1.253467333
XP_015675502.1,107291062,follitropin subunit beta,crovir-protein-7591,0,0,0,0
XP_015675503.1,107291063,CUB and sushi domain-containing protein 2-like,crovir-protein-657,0,0,0,0
XP_015675506.1,107291065,enhancer of rudimentary homolog,crovir-protein-7435,77.0641,59.1512,69.8059,68.67373333
XP_015675507.1,107291066,zinc transporter ZIP9,crovir-protein-7436,37.8719,74.2404,94.7487,68.95366667
XP_015675508.1,107291067,pleckstrin homology domain-containing family D member 1,crovir-protein-7438,7.5297,6.20521,3.38172,5.705543333
XP_015675509.1,107291068,sushi domain-containing protein 6,crovir-protein-7429,1.14467,3.2391,3.50298,2.628916667
XP_015675514.1,107291072,sodium/calcium exchanger 3,crovir-protein-7426,0.442484,0.512445,0.344145,0.433024667
XP_015675515.1,107291070,U3 small nucleolar RNA-interacting protein 2,crovir-protein-13634,10.0728,8.55537,8.74517,9.124446667
XP_015675518.1,107291074,synaptojanin-2-binding protein,crovir-protein-7399,8.42725,3.29848,3.99463,5.24012
XP_015675519.1,107291075,SPARC-related modular calcium-binding protein 1,crovir-protein-7430,0.312539,0.131092,0.193874,0.212501667
XP_015675520.2,107291077,disintegrin and metalloproteinase domain-containing protein 20-like,crovir-protein-7461,0,0,0,0
XP_015675523.2,107291081,tetratricopeptide repeat protein 39B,crovir-protein-15377,1.33118,2.54029,2.6022,2.15789
XP_015675524.1,107291082,snRNA-activating protein complex subunit 3,crovir-protein-15380,11.3802,9.33813,10.199,10.30577667
XP_015675525.1,107291083,PC4 and SFRS1-interacting protein,crovir-protein-15375,8.46786,11.0324,11.9097,10.46998667
XP_015675537.1,107291088,protein ABHD14B,crovir-protein-13632,17.1184,12.1645,14.6255,14.63613333
XP_015675538.1,107291090,NADH-cytochrome b5 reductase 2,crovir-protein-7674,6.49576,5.15048,4.34387,5.330036667
XP_015675544.1,107291096,"cGMP-dependent protein kinase 1-like, partial",crovir-protein-10299,1.80966,0,0,0.60322
XP_015675546.1,107291099,interferon-induced transmembrane protein 3,crovir-protein-7875,24.4196,5.47404,7.27192,12.38852
XP_015675547.1,107291100,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1,crovir-protein-7856,0,0.0104878,0,0.003495933
XP_015675549.1,107291101,plakophilin-3,crovir-protein-7857,9.909,6.95515,5.61325,7.492466667
XP_015675551.1,107291104,anoctamin-9,crovir-protein-7853,1.69287,2.76505,3.74864,2.73552
XP_015675552.1,107291105,protein-glucosylgalactosylhydroxylysine glucosidase,crovir-protein-7881,2.6923,1.58791,1.1369,1.805703333
XP_015675557.1,107291109,probable C-mannosyltransferase DPY19L3,crovir-protein-11527,25.8215,11.871,12.6082,16.7669
XP_015675560.2,107291112,neuron navigator 2,crovir-protein-7580,0.271809,0.199263,0.147393,0.206155
XP_015675562.1,107291114,protocadherin-19-like,crovir-protein-189,0,0.177785,0.087663,0.088482667
XP_015675563.1,107291115,elongator complex protein 2,crovir-protein-5456,1.11008,1.14441,1.65681,1.303766667
XP_015675564.1,107291117,gamma-aminobutyric acid type B receptor subunit 2,crovir-protein-5453,0,0,0,0
XP_015675565.1,107291118,tubulin beta-7 chain-like,crovir-protein-4496,115.778,55.1614,74.9044,81.94793333
XP_015675567.1,107291116,aminoacylase-1,crovir-protein-13639,8.06751,6.41538,5.78342,6.755436667
XP_015675568.1,107291120,uncharacterized protein LOC107291120,crovir-protein-15858,6.12109,4.67336,6.21232,5.668923333
XP_015675569.1,107291121,zinc finger protein 804A,crovir-protein-8338,0,0,0.0213311,0.007110367
XP_015675570.1,107291122,neuromedin-K receptor,crovir-protein-4385,0,0,0,0
XP_015675571.1,107291123,complement component C6,crovir-protein-11365,0,0.0990035,0.175871,0.091624833
XP_015675572.1,107291124,complement component C7,crovir-protein-11360,2.02074,1.27986,1.03679,1.445796667
XP_015675573.1,107291125,60S ribosomal protein L37,crovir-protein-11358,2416.24,1706.69,2198.15,2107.026667
XP_015675575.1,107291128,tetratricopeptide repeat protein 33,crovir-protein-11357,4.28671,4.38874,4.90789,4.52778
XP_015675576.1,107291129,prostaglandin E2 receptor EP4 subtype,crovir-protein-11356,0.721652,0.225558,0.246604,0.397938
XP_015675579.1,107291131,PI-PLC X domain-containing protein 3,crovir-protein-15830,0,0,0,0
XP_015675580.1,107291132,ubiquitin thioesterase ZRANB1,crovir-protein-10416,24.3273,19.5994,26.7578,23.5615
XP_015675587.1,107291138,sialate O-acetylesterase,crovir-protein-12758,4.91843,6.52834,5.86213,5.769633333
XP_015675589.2,107291136,metabotropic glutamate receptor 2,crovir-protein-13636,0,0,0.0177075,0.0059025
XP_015675591.1,107291140,endothelial cell-selective adhesion molecule-like,crovir-protein-12755,1.10201,0.347259,0.342237,0.597168667
XP_015675592.1,107291141,pannexin-3,crovir-protein-12754,0,0.321502,0.413381,0.244961
XP_015675595.1,107291143,cancer-related nucleoside-triphosphatase,crovir-protein-9378,35.8327,16.0298,18.675,23.5125
XP_015675597.1,107291145,pecanex-like protein 2,crovir-protein-17384,27.7766,17.6941,18.3519,21.2742
XP_015675600.1,107291149,volume-regulated anion channel subunit LRRC8E,crovir-protein-14063,0.258276,0.148117,0.119648,0.175347
XP_015675602.1,107291150,dual specificity mitogen-activated protein kinase kinase 7,crovir-protein-14068,2.15334,0.454772,0.335709,0.981273667
XP_015675603.1,107291151,atherin,crovir-protein-14065,4.61107,2.82678,3.7008,3.712883333
XP_015675604.1,107291152,protein CYR61-like,crovir-protein-14062,0,0.450027,0.207638,0.219221667
XP_015675605.1,107291153,volume-regulated anion channel subunit LRRC8D-like,crovir-protein-14067,0,0,0.0313003,0.010433433
XP_015675606.1,107291154,histone chaperone ASF1B,crovir-protein-14053,1.37748,0.173133,0.256122,0.602245
XP_015675607.1,107291155,inactive dual specificity phosphatase 27,crovir-protein-3775,0.217412,0.283191,0.327177,0.275926667
XP_015675608.1,107291156,cell surface A33 antigen,crovir-protein-3772,57.1867,79.9801,96.9289,78.0319
XP_015675609.1,107291158,immunoglobulin-like domain-containing receptor 2,crovir-protein-3771,0.447676,0.0467077,0.0806889,0.191690867
XP_015675613.1,107291161,putative Polycomb group protein ASXL3,crovir-protein-5132,0,0,0.00560543,0.001868477
XP_015675620.1,107291169,Friend leukemia integration 1 transcription factor,crovir-protein-12724,2.69489,0.82642,1.28862,1.60331
XP_015675621.1,107291170,protein C-ets-1,crovir-protein-12725,0.410282,0.477559,0.459205,0.449015333
XP_015675623.1,107291171,ATP-sensitive inward rectifier potassium channel 1,crovir-protein-12720,0,0.0562534,0,0.018751133
XP_015675624.1,107291172,"ribosome-releasing factor 2, mitochondrial",crovir-protein-15708,2.52413,2.0027,2.67879,2.401873333
XP_015675625.1,107291173,beta-hexosaminidase subunit beta,crovir-protein-15705,0.627907,0.702133,0.669004,0.666348
XP_015675626.1,107291174,soluble lamin-associated protein of 75 kDa,crovir-protein-15707,0.893345,3.13044,3.12846,2.384081667
XP_015675629.1,107291177,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,crovir-protein-15704,14.2619,15.185,29.1396,19.52883333
XP_015675634.1,107291181,centrosomal protein POC5,crovir-protein-15702,1.79533,1.14995,1.18085,1.375376667
XP_015675635.1,107291182,"rho guanine nucleotide exchange factor 28, partial",crovir-protein-15680,2.27245,3.01044,3.25356,2.845483333
XP_015675636.1,107291183,ankyrin repeat and death domain-containing protein 1B,crovir-protein-15700,2.73776,7.74922,8.58411,6.35703
XP_015675637.1,107291184,ectoderm-neural cortex protein 1,crovir-protein-15706,0.308209,1.93887,2.4852,1.577426333
XP_015675638.1,107291185,V-type proton ATPase subunit H,crovir-protein-5102,6.35514,10.39,9.52611,8.757083333
XP_015675642.1,107291188,acyl-protein thioesterase 1,crovir-protein-5103,15.7334,21.8932,25.2514,20.95933333
XP_015675643.1,107291189,"39S ribosomal protein L15, mitochondrial",crovir-protein-5105,7.71634,9.39973,10.9369,9.35099
XP_015675644.1,107291190,regulator of G-protein signaling 20,crovir-protein-5106,0,0,0,0
XP_015675648.1,107291192,thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3,crovir-protein-9010,26.8792,20.9873,24.2503,24.03893333
XP_015675649.1,107291193,ubiquitin carboxyl-terminal hydrolase 45,crovir-protein-9014,10.6111,22.2423,23.4672,18.77353333
XP_015675652.1,107291195,PR domain zinc finger protein 13,crovir-protein-9011,0,0,0,0
XP_015675654.1,107291198,chromatin accessibility complex protein 1,crovir-protein-14226,36.2815,39.4449,56.5404,44.08893333
XP_015675657.1,107291201,cation channel sperm-associated protein 2,crovir-protein-4790,0,0,0,0
XP_015675658.1,107291202,"atypical kinase COQ8A, mitochondrial",crovir-protein-9589,26.6667,25.5981,29.1538,27.13953333
XP_015675665.1,107291207,inositol-trisphosphate 3-kinase B,crovir-protein-9561,13.254,86.6514,110.542,70.14913333
XP_015675666.1,107291208,poly,crovir-protein-9560,3.72919,2.45601,3.29244,3.159213333
XP_015675668.1,107291210,Golgi resident protein GCP60,crovir-protein-9559,19.7576,26.7797,26.9525,24.4966
XP_015675670.1,107291212,replication stress response regulator SDE2,crovir-protein-9562,6.63438,5.24603,5.87013,5.916846667
XP_015675671.1,107291213,left-right determination factor 2,crovir-protein-9565,0,0,0,0
XP_015675676.1,107291218,immunoglobulin-binding protein 1,crovir-protein-571,40.2184,35.1948,40.1695,38.52756667
XP_015675679.1,107291221,transmembrane channel-like protein 3,crovir-protein-11261,0,0,0,0
XP_015675687.1,107291231,"signal peptide, CUB and EGF-like domain-containing protein 1",crovir-protein-11690,0,0.0497202,0.0441913,0.031303833
XP_015675690.1,107291234,uncharacterized protein C3orf14 homolog,crovir-protein-13328,4.98873,4.09932,3.15539,4.081146667
XP_015675695.2,107291239,transcription factor Sp1,crovir-protein-15064,2.82792,6.03718,5.08759,4.650896667
XP_015675709.1,107291242,B-cell lymphoma/leukemia 11B-like,crovir-protein-7056,3.41242,3.74464,4.73689,3.96465
XP_015675714.1,107291245,mitogen-activated protein kinase kinase kinase 12,crovir-protein-14688,0,0,0,0
XP_015675716.1,107291247,zinc finger and BTB domain-containing protein 5,crovir-protein-15210,5.04453,4.57697,4.28881,4.63677
XP_015675717.1,107291249,DNA-directed RNA polymerase I subunit RPA49,crovir-protein-15218,13.3765,10.5685,11.6743,11.8731
XP_015675720.1,107291251,"paired box protein Pax-5, partial",crovir-protein-15198,0,0,0,0
XP_015675722.1,107291252,"DDB1- and CUL4-associated factor 10, partial",crovir-protein-15213,1.39404,2.52751,2.30169,2.074413333
XP_015675723.1,107291253,glyoxylate reductase/hydroxypyruvate reductase,crovir-protein-15219,31.6489,30.221,29.7588,30.5429
XP_015675724.1,107291254,F-box only protein 10,crovir-protein-15212,0,0,0.0259856,0.008661867
XP_015675725.1,107291255,protein Dr1,crovir-protein-5765,29.7479,11.4629,14.6317,18.61416667
XP_015675726.1,107291256,coiled-coil domain-containing protein 18,crovir-protein-5766,0.109496,0.844355,0.895728,0.616526333
XP_015675733.1,107291258,coiled-coil domain-containing protein 85C-like,crovir-protein-7076,0,1.51617,1.10618,0.874116667
XP_015675734.1,107291260,hippocampus abundant transcript 1 protein,crovir-protein-5759,27.812,18.9654,24.3924,23.72326667
XP_015675735.1,107291261,transmembrane emp24 domain-containing protein 5,crovir-protein-5769,16.2548,10.4294,11.5924,12.75886667
XP_015675736.2,107291262,putative ferric-chelate reductase 1,crovir-protein-5758,0,0,0,0
XP_015675737.1,107291263,homeobox protein PKNOX2,crovir-protein-12773,0,0.0452817,0,0.0150939
XP_015675742.1,107291267,TATA box-binding protein-associated factor RNA polymerase I subunit B,crovir-protein-8757,2.57574,3.45132,4.22869,3.418583333
XP_015675743.1,107291268,Krueppel-like factor 11,crovir-protein-8755,0.493897,0.498361,0.7633,0.585186
XP_015675745.1,107291266,extracellular tyrosine-protein kinase PKDCC-like,crovir-protein-7080,0,0,0.0965025,0.0321675
XP_015675760.1,107291284,C-X-C chemokine receptor type 3-like,crovir-protein-7555,0.954581,0.150914,0.334367,0.479954
XP_015675761.1,107291285,C-X-C chemokine receptor type 3-2-like,crovir-protein-679,0,0,0,0
XP_015675764.1,107291288,apolipoprotein C-I,crovir-protein-693,31.218,236.481,282.404,183.3676667
XP_015675765.1,107291289,apolipoprotein E,crovir-protein-691,236.769,18.1613,14.245,89.7251
XP_015675766.1,107291286,"solute carrier family 25 member 47, partial",crovir-protein-7070,0.278617,0,0,0.092872333
XP_015675767.1,107291290,mitochondrial import receptor subunit TOM40 homolog,crovir-protein-692,117.729,61.5939,64.7213,81.34806667
XP_015675770.1,107291292,coiled-coil domain-containing protein 93,crovir-protein-8124,8.00481,9.38403,9.60564,8.99816
XP_015675771.1,107291293,ATP-dependent RNA helicase DDX18,crovir-protein-8126,12.863,13.7531,15.035,13.8837
XP_015675773.1,107291295,probable ribonuclease ZC3H12B,crovir-protein-47,1.26669,0.302372,0.405663,0.658241667
XP_015675779.2,107291301,calcipressin-3,crovir-protein-9829,6.03905,9.54794,6.53012,7.37237
XP_015675781.1,107291303,O(6)-methylguanine-induced apoptosis 2,crovir-protein-994,0,0,0.0851453,0.028381767
XP_015675783.1,107291305,chloride intracellular channel protein 4,crovir-protein-991,1.03982,0.886648,1.39302,1.106496
XP_015675784.2,107291306,noncompact myelin-associated protein,crovir-protein-1996,1.05005,0.88669,1.02283,0.986523333
XP_015675785.1,107291308,LOW QUALITY PROTEIN: follistatin-related protein 5,crovir-protein-4689,0,0.175473,0.431726,0.202399667
XP_015675788.1,107291307,actin-histidine N-methyltransferase,crovir-protein-7075,5.39103,7.02126,7.69671,6.703
XP_015675793.1,107291315,dnaJ homolog subfamily C member 3-like,crovir-protein-3126,168.318,122.502,160.946,150.5886667
XP_015675794.1,107291316,"alpha-2,8-sialyltransferase 8F-like",crovir-protein-3118,0,0,0.254925,0.084975
XP_015675796.1,107291319,claudin-15,crovir-protein-3128,187.861,268.299,382.715,279.625
XP_015675800.1,107291318,cyclin-K,crovir-protein-7078,34.6097,64.6388,71.3367,56.86173333
XP_015675802.1,107291323,pre-mRNA-processing factor 40 homolog A,crovir-protein-9019,13.776,35.7813,39.2867,29.61466667
XP_015675803.1,107291324,formin-like protein 2,crovir-protein-9021,1.28544,0.464027,0.568451,0.772639333
XP_015675804.1,107291326,lysine-specific demethylase 7A,crovir-protein-12216,8.27581,7.01116,8.01751,7.76816
XP_015675805.1,107291327,3-oxo-5-beta-steroid 4-dehydrogenase,crovir-protein-12215,0.43185,0,0.0671582,0.166336067
XP_015675806.1,107291328,"sugar phosphate exchanger 3, partial",crovir-protein-12224,2.16309,5.9577,5.58042,4.56707
XP_015675811.2,107291331,transcription intermediary factor 1-alpha,crovir-protein-12212,4.09605,3.03305,3.78516,3.638086667
XP_015675813.1,107291333,V-type proton ATPase 116 kDa subunit a,crovir-protein-12211,0.957831,1.66107,1.15535,1.258083667
XP_015675815.1,107291335,protein mono-ADP-ribosyltransferase PARP12,crovir-protein-12218,0.653493,0.205667,0.17741,0.345523333
XP_015675816.2,107291337,"protocadherin-15, partial",crovir-protein-10292,0,0,0,0
XP_015675817.1,107291338,exosome complex component RRP4,crovir-protein-1399,33.4068,21.691,24.0542,26.384
XP_015675818.1,107291339,far upstream element-binding protein 3,crovir-protein-1396,25.4139,24.7842,27.3954,25.8645
XP_015675819.1,107291336,HHIP-like protein 1,crovir-protein-7081,0.470519,2.11141,2.02359,1.535173
XP_015675821.1,107291342,laminin subunit gamma-3,crovir-protein-1413,0.253738,0.0880698,0.104377,0.148728267
XP_015675822.1,107291343,fibrinogen C domain-containing protein 1,crovir-protein-1419,0,0,0,0
XP_015675823.1,107291344,tyrosine-protein kinase ABL1,crovir-protein-1415,6.26838,2.28888,2.57829,3.71185
XP_015675824.1,107291345,PR domain zinc finger protein 12,crovir-protein-1398,0,0,0,0
XP_015675826.1,107291348,neuronal calcium sensor 1,crovir-protein-1397,3.8335,0.761967,1.02657,1.874012333
XP_015675827.1,107291349,protein GPR107,crovir-protein-1400,16.8593,30.8952,31.6928,26.48243333
XP_015675828.1,107291350,"formin-binding protein 1, partial",crovir-protein-1410,1.69909,0.927248,0.896452,1.174263333
XP_015675829.1,107291347,cholesterol 24-hydroxylase,crovir-protein-7079,1.25889,2.29131,2.36332,1.971173333
XP_015675832.1,107291353,basic phospholipase A2 trimucrotoxin,crovir-protein-PLA2_B1,7849.89,43476.4,38314.6,29880.29667
XP_015675837.1,107291358,dnaJ homolog subfamily C member 16,crovir-protein-1178,8.52665,5.87706,5.9994,6.801036667
XP_015675838.1,107291359,"agmatinase, mitochondrial",crovir-protein-1158,6.17796,5.87561,5.30023,5.7846
XP_015675839.1,107291360,chymotrypsin-C,crovir-protein-1180,16.4754,6.35657,8.19201,10.34132667
XP_015675840.1,107291357,echinoderm microtubule-associated protein-like 1,crovir-protein-7082,0.832098,0.62198,0.674731,0.709603
XP_015675844.1,107291362,centrosomal protein of 104 kDa,crovir-protein-1151,1.8926,1.11372,1.33674,1.447686667
XP_015675845.1,107291037,F-box only protein 28,crovir-protein-9601,4.02365,4.31713,4.4893,4.276693333
XP_015675846.1,107291363,leucine-rich repeat-containing protein 47,crovir-protein-1150,31.2382,20.1518,23.7497,25.04656667
XP_015675849.1,107291366,phosphopantothenate--cysteine ligase,crovir-protein-1162,2.69847,3.44335,3.62123,3.25435
XP_015675852.1,107291370,group IIE secretory phospholipase A2-like,crovir-protein-PLA2_gIIE,436.372,588.721,520.368,515.1536667
XP_015675853.1,107291367,sphingolipid delta(4)-desaturase/C4-monooxygenase DES2,crovir-protein-7059,42.4209,32.9778,38.3984,37.93236667
XP_015675856.1,107291373,protein FAM43B,crovir-protein-1173,22.375,4.06381,4.21662,10.21847667
XP_015675858.1,107291375,"serine/threonine-protein kinase PINK1, mitochondrial",crovir-protein-1164,44.9216,8.70363,10.1706,21.26527667
XP_015675859.1,107291376,caspase-9,crovir-protein-1190,41.1715,34.6263,39.1438,38.31386667
XP_015675861.1,107291379,kazrin,crovir-protein-1177,26.9245,15.3725,17.0738,19.79026667
XP_015675862.1,107291380,PR domain zinc finger protein 2,crovir-protein-11363,20.279,10.751,10.2682,13.76606667
XP_015675864.1,107291382,leucine-rich repeat-containing protein 38,crovir-protein-11364,0,0.344005,0.20815,0.184051667
XP_015675866.1,107291385,arylacetamide deacetylase-like 3,crovir-protein-11361,0,0,0,0
XP_015675867.1,107291387,DNA fragmentation factor subunit beta,crovir-protein-1154,3.68762,7.84082,7.26647,6.26497
XP_015675868.1,107291388,zinc finger protein 362,crovir-protein-1155,8.03532,6.86669,8.00516,7.635723333
XP_015675869.1,107291389,"solute carrier family 2, facilitated glucose transporter member 1",crovir-protein-1149,11.2783,3.85878,4.37604,6.504373333
XP_015675870.1,107291390,peptidyl-prolyl cis-trans isomerase H isoform X1,crovir-protein-1163,141.338,157.28,189.653,162.757
XP_015675872.1,107291391,OTU domain-containing protein 3,crovir-protein-1160,28.1799,31.5265,29.2109,29.6391
XP_015675873.1,107291392,mitochondrial ubiquitin ligase activator of NFKB 1,crovir-protein-1166,4.88423,3.51001,4.39657,4.263603333
XP_015675875.2,107291395,UBX domain-containing protein 10,crovir-protein-1170,0,0.378622,0.27921,0.219277333
XP_015675876.1,107291396,transmembrane protein 51,crovir-protein-1172,20.5761,5.31614,7.04309,10.97844333
XP_015675877.1,107291393,transcriptional repressor protein YY1,crovir-protein-7062,9.8865,14.2839,14.748,12.9728
XP_015675878.1,107291397,protein FAM193B,crovir-protein-13720,10.1621,8.98048,10.9967,10.04642667
XP_015675879.1,107291398,docking protein 3,crovir-protein-13719,1.5631,0.266806,0.351192,0.727032667
XP_015675880.1,107291399,proline-rich protein 7,crovir-protein-13717,5.40906,0.262622,0.388093,2.019925
XP_015675882.1,107291402,G protein-coupled receptor kinase 6,crovir-protein-13718,1.83955,0.803583,0.903251,1.182128
XP_015675885.1,107291407,PDZ and LIM domain protein 7,crovir-protein-13721,6.32925,2.83679,4.37305,4.51303
