ens_gene,Pm_geneid,Pm_geneid2,slg_1,slg_2,smg_1,smg_2,pg_1,pg_2,
ENSMUSG00000031988,XP_015677806.1,107293178,3.76874,2.4944647,1.220804,1.6567733,1.1543623,1.16515,
ENSMUSG00000019947,XP_015677810.1,107293181,2.40466,2.331729,1.482174,2.512708,1.30108,0.6520094,
ENSMUSG00000021820,XP_015677811.1,107293182,3.4554664,2.7932831,1.83120215,2.0344469,1.2205702,1.3197992,
ENSMUSG00000029211,XP_015677812.1,107293183,0.1957445,0.3292115,1.46733,1.902198,3.166295002,2.9477586,
ENSMUSG00000048368,XP_015677817.2,107293189,0.499303,0.0696206,0.794253,0.455513,0.0298113,0.0554913,
ENSMUSG00000021388,XP_015677818.1,107293190,1.169127,0.415109,0.810710036,1.2725,0.363928,0.144676,
ENSMUSG00000043631,XP_015677819.1,107293191,0.6645558,0.271196,0.3182243,0.291141,0.2973542,0.252679,
ENSMUSG00000021385,XP_015677821.1,107293193,9.559995,13.639315,0.828059304,2.660739,0.506491,0.595078,
ENSMUSG00000025646,XP_015677822.1,107293194,1.87452693,3.5552444,1.9842663,2.3819823,1.222186,1.3572573,
ENSMUSG00000025647,XP_015677823.1,107293195,56.125832,66.906563,27.482813,46.2946,72.390007,28.157725,
ENSMUSG00000025648,XP_015677824.1,107293196,0.4107777,0.365717,0.402946,0.404933919,0.2089065,0.135927,
ENSMUSG00000021948,XP_015677825.1,107293197,7.4502088,5.785768714,11.519994,14.2107963,2.9174501,2.2749249,
ENSMUSG00000052395,XP_015677826.1,107293199,6.3699762,8.5068741,2.6082269,4.9207873,1.9895,2.33269,
ENSMUSG00000000263,XP_015677827.1,107293200,0.028208,0,0,0.0275991,0.0267318,0,
ENSMUSG00000018585,XP_015677828.1,107293201,238.19962,234.26421,117.29582,188.81102,84.901815,67.8693,
ENSMUSG00000059493,XP_015677832.1,107293204,0.0259417,0.021637,0.103648,0.101978,0.0197977,0.0088783,
ENSMUSG00000033327,XP_015677833.1,107293206,0.211786,0.0697161,0.284678,0.233761,0.06958129,0.057261,
ENSMUSG00000017002,XP_015677839.1,107293212,0.744181,0.5750559,0.110217,0.328397,1.90209,0.281364,
ENSMUSG00000027022,XP_015677840.1,107293214,0.007590918,0,0,0,0.1050271,0,
ENSMUSG00000047854,XP_015677846.1,107293217,1.30673,1.92644,0.0682517,0.488209,0.0653024,0.0295762,
ENSMUSG00000022912,XP_015677847.2,107293218,1.92053,1.00467,0.7567044,1.23242,0.508324,0.4502729,
ENSMUSG00000032776,XP_015677848.1,107293219,0.74924,1.1961244,1.038001,2.7050189,0.170244,0.109081,
ENSMUSG00000090112,XP_015677850.1,107293221,1.1243118,0.8780351,0.5141178,0.8446582,0.173931,0.324158,
ENSMUSG00000055493,XP_015677853.1,107293223,0.479005,0.292874,0.421807,0.227831,0.2448602,0.123665,
ENSMUSG00000030067,XP_015677854.1,107293224,16.338745,13.89533787,10.252361,15.22579306,7.969057011,7.3530289,
ENSMUSG00000024940,XP_015677855.1,107293225,2.8556486,1.8306914,3.7061239,3.5196396,3.695513987,2.4831966,
ENSMUSG00000074764,XP_015677861.1,107293228,0.0668821,0,0.0368934,0,0,0.0189265,
ENSMUSG00000064254,XP_015677862.1,107293232,3.58828,3.70421,1.85462,5.08733,2.39557,2.49408,
ENSMUSG00000051768,XP_015677866.1,107293236,5.746921,4.72936613,2.879677,2.461215,1.4235024,0.4806633,
ENSMUSG00000021604,XP_015677867.1,107293237,0.143957,0.229085,0.102159,0.100755,0.11719,0.0174726,
ENSMUSG00000021606,XP_015677868.1,107293238,178.18185,170.079845,125.48855,200.623095,102.68352,94.673936,
ENSMUSG00000057672,XP_015677870.1,107293241,2.881962,2.7539063,2.726845,4.0528714,4.1309223,2.8605954,
ENSMUSG00000027384,XP_015677872.1,107293239,3.52301,3.64055,3.076649,2.972767,1.720136,0.82815,
ENSMUSG00000019464,XP_015677873.1,107293243,0.0285961,0.0475576,0.0892467,0.04363094,0.0334117,0.0211065,
ENSMUSG00000005871,XP_015677874.1,107293244,1.0755382,0.9836384,0.8269919,1.6708176,0.9443237,0.4025982,
ENSMUSG00000005873,XP_015677877.1,107293247,106.27882,125.81086,176.0131,202.9512,190.8665,116.047,
ENSMUSG00000024472,XP_015677878.1,107293248,8.145017,3.144262,2.021116,5.319359,1.7495584,1.7504206,
ENSMUSG00000071856,XP_015677879.1,107293249,3.328122,2.6977,4.607582,2.760924,1.6262429,1.0003857,
ENSMUSG00000039092,XP_015677881.1,107293250,0.177376,0.123513,0.036693,0.0217186,0.252576,0.0376479,
ENSMUSG00000038151,XP_015677884.1,107293254,0.0294162,0.0509197,0.0146301,0.082571,0.0184083,0.00751619,
ENSMUSG00000030110,XP_015677885.1,107293255,0.0920161,0.1030254,1.768875,5.16221,0.0396675,0.01615267,
ENSMUSG00000030134,XP_015677887.1,107293257,0.145295,0.0789281,0,0.0222027,0.0215161,0.019241,
ENSMUSG00000027709,XP_015677889.1,107293260,13.454341,20.8751482,7.3751551,11.6766039,5.2873496,4.95001,
ENSMUSG00000041247,XP_015677890.2,107293261,0,0,0,0,0,0,
ENSMUSG00000003665,XP_015677895.1,107293265,0.1047787,0,0.0392515,0,0,0,
ENSMUSG00000033031,XP_015677904.1,107293271,0.52827,0.517671,0.2826968,0.3996344,0.4012617,0.1274989,
ENSMUSG00000032965,XP_015677908.1,107293273,1.1881232,0.8805983,0.743801,0.510729,0.1899519,0.2444806,
ENSMUSG00000034413,XP_015677909.1,107293275,0.185613,0.1963992,0.0886472,0.199053,0.0658205,0.1259032,
ENSMUSG00000040711,XP_015677910.1,107293276,0.609531,0.1736748,0.642796,0.5769543,0.1527914,0.1335312,
ENSMUSG00000024261,XP_015677911.1,107293277,0,0.0843412,0,0,0,0,
ENSMUSG00000039033,XP_015677913.1,107293274,3.443878,4.390551,0.891689,2.260455,1.2929258,1.154958,
ENSMUSG00000038070,XP_015677916.1,107293280,0.7549993,0.3687,0.292101,0.255021,0.0418889,0.056195,
ENSMUSG00000074766,XP_015677924.1,107293285,0.719020127,0.530578302,0.785854841,1.27271,0.279697987,0.248581,
ENSMUSG00000007036,XP_015677927.1,107293292,25.080173,29.518357,9.530565915,13.414767,8.6114463,6.7629469,
ENSMUSG00000062098,XP_015677928.1,107293293,1.875461,1.438982,0.831199,0.948153,0.405543,0.410885,
ENSMUSG00000021835,XP_015677933.1,107293299,1.320671,0.2854784,0.623072,0.307774,0.134942,0.0614042,
ENSMUSG00000021464,XP_015677935.1,107293302,0.4472044,0.0264709,0.0210616,0.0871356,0.0362233,0.0108159,
ENSMUSG00000020267,XP_015677936.1,107293303,608.637462,448.671013,247.42927,291.357657,189.022116,201.783,
ENSMUSG00000052298,XP_015677939.1,107293305,3.066458,3.022049,1.998373,3.39857,1.0997,1.331455,
ENSMUSG00000023885,XP_015677940.1,107293307,0.486552,0.0709289,0.313254,0.13875,0.119688,0.0536501,
ENSMUSG00000023886,XP_015677941.1,107293308,4.9226192,0.843362,2.48845927,3.3243574,0.47124,0.6622655,
ENSMUSG00000045690,XP_015677945.1,107293311,1.28714,1.16831,0.469408,0.802828,0.302031,0.406874,
ENSMUSG00000021051,XP_015677946.1,107293312,1.6857634,1.2835776,1.038696,1.36223,0.61003,0.546719,
ENSMUSG00000044617,XP_015677948.1,107293314,0.170693,0.0755196,0.0129049,0.0914549,0.0147921,0.0331531,
ENSMUSG00000058396,XP_015677949.1,107293315,0.121148,0.0498379,0.079217,0.117034,0.0681195,0.0305134,
ENSMUSG00000067071,XP_015677954.1,107293319,6.10007,4.920206,0.721356,1.98502,0.979094,0.772319,
ENSMUSG00000055866,XP_015677955.2,107293320,0.11108,0.0386145,0.0791757,0.132487,0.0605033,0.00678004,
ENSMUSG00000039145,XP_015677956.1,107293321,0.277457,0.4103027,0.415373,0.4880816,0.138586,0.141214,
ENSMUSG00000034620,XP_015677959.1,107293325,7.135529,5.092767,3.154091,4.697402,1.8487812,2.7968822,
ENSMUSG00000022766,XP_015677961.1,107293323,0.0225765,0.0507752,0.0401854,0.110565,0.0461087,0.0412219,
ENSMUSG00000022881,XP_015677965.1,107293330,3.76078,4.979017,2.485688027,4.35564,2.91164,3.22458,
ENSMUSG00000022884,XP_015677966.1,107293331,82.4272952,103.601233,55.7426721,97.9755432,67.510446,58.1436493,
ENSMUSG00000020354,XP_015677968.1,107293332,0.031836,0.0443837,0,0.0311272,0.1607126,0,
ENSMUSG00000032864,XP_015677970.1,107293335,0.0416854,0.0193339,0.0461236,0.0272653,0.0257611,0,
ENSMUSG00000061311,XP_015677971.2,107293336,0.0139441,0,0,0,0,0,
ENSMUSG00000021478,XP_015677977.1,107293342,0.0942673,0.037474024,0.022354124,0,0.051264253,0.0344359,
ENSMUSG00000067522,XP_015677980.2,107293346,0.046842201,0.081564678,0.051798379,0.0306281,0.029700956,0.0132959,
ENSMUSG00000047286,XP_015677986.1,107293351,0,0.0137394,0,0,0.00968461,0,
ENSMUSG00000036244,XP_015678021.1,107293384,0,0,0,0,0,0,
ENSMUSG00000062309,XP_015678022.1,107293385,0.0369593,0.051555,0.121704,0,0.0349376,0,
ENSMUSG00000040722,XP_015678024.1,107293387,1.2153602,0.857311,0.172059,0.450496,0.0704664,0.0883379,
ENSMUSG00000032305,XP_015678025.2,107293388,1.35948,1.48867,1.199410123,1.47112,0.36505,0.381743,
ENSMUSG00000032308,XP_015678026.1,107293389,1.25339,1.8954393,0.897544,2.0172442,0.295699,0.4295577,
ENSMUSG00000039714,XP_015678027.1,107293390,0.550032,0.857607,0.061799,0,0,0,
ENSMUSG00000032300,XP_015678029.1,107293392,11.870204,8.932621,5.122796,9.908155,5.344095,5.4407763,
ENSMUSG00000032306,XP_015678031.1,107293394,7.637324,12.545036,5.216113,14.599871,6.143915,7.111212,
ENSMUSG00000040188,XP_015678032.1,107293395,32.054056,44.662007,12.751602,32.647827,8.438357,8.339127,
ENSMUSG00000021932,XP_015678038.1,107293402,7.058202,8.2577098,3.8949402,2.9516781,0.7035668,0.9082426,
ENSMUSG00000037361,XP_015678039.1,107293403,23.379223,24.232335,17.3834696,25.904065,9.0428803,8.0690739,
ENSMUSG00000020635,XP_015678040.1,107293404,0.664248,0.287432,0.191979,0.228548,0.0551835,0.098109,
ENSMUSG00000052812,XP_015678043.1,107293406,0.7196767,0.4109434,0.6244644,0.6874303,0.1769328,0.1808324,
ENSMUSG00000020627,XP_015678044.1,107293407,0.0534977,0.0226954,0.0325954,0.0449077,0,0.0111666,
ENSMUSG00000041378,XP_015678047.1,107293410,0.706328,0.0259287,0.0612028,0.217861,0.281116,0.0626956,
ENSMUSG00000000028,XP_015678048.1,107293411,1.223249,1.40814555,0.801123,1.801101,1.0662156,1.084194,
ENSMUSG00000022771,XP_015678051.1,107293413,13.980613,21.240161,7.546398,15.032585,7.570125,5.9185145,
ENSMUSG00000022773,XP_015678052.1,107293414,0.954069,0.2294338,0.50913,0.4896963,0.0429888,0.1513155,
ENSMUSG00000022779,XP_015678053.1,107293415,5.09175,5.3680118,2.1497956,3.0089818,2.1609072,1.31858172,
ENSMUSG00000050240,XP_015678054.1,107293416,0.228103,0.136712,0.142688,0.321489,0.128501,0.111715,
ENSMUSG00000005262,XP_015678055.1,107293417,19.956154,32.58453,4.6489327,17.928773,11.109941,7.471549,
ENSMUSG00000022769,XP_015678058.1,107293421,18.1119,25.4403,10.1688,29.7746,2.68585,6.83728,
ENSMUSG00000041774,XP_015678059.1,107293422,0.0825464,0.0287998,0.135707,0.0646174,0.0779349,0.104217,
ENSMUSG00000038965,XP_015678061.1,107293423,33.3414039,41.6581749,11.03649,27.200012,15.238732,13.5579178,
ENSMUSG00000021066,XP_015678063.1,107293426,0.832728659,1.8616373,0.2835907,0.3504344,0.3486971,0.4188632,
ENSMUSG00000021067,XP_015678064.1,107293427,0.72598,0.302617,1.5918,0.9969394,0.5476034,0.687339,
ENSMUSG00000090121,XP_015678066.1,107293429,0.0672986,0.0110315,0,0.0503525,0.0154919,0,
ENSMUSG00000030103,XP_015678070.1,107293432,10.944604,17.752595,4.137962,27.614919,3.5804346,3.829287,
ENSMUSG00000045975,XP_015678072.1,107293433,1.3360824,0.601646313,2.830973,1.8340411,1.025151,0.8434765,
ENSMUSG00000005251,XP_015678073.1,107293434,2.81315,3.27083,1.53478,5.31341,1.25701,1.20469,
ENSMUSG00000014039,XP_015678074.1,107293435,1.376113201,1.365879,3.2686692,1.3917989,1.0593,0.31100187,
ENSMUSG00000010064,XP_015678075.1,107293436,0,0.013854178,0.150344,0.019504738,0.08541216,0.151565227,
ENSMUSG00000001211,XP_015678080.1,107293443,3.072389,2.094705,2.9346266,3.7646482,1.302243,1.1054551,
ENSMUSG00000047898,XP_015678082.1,107293441,0,0,0,0,0,0,
ENSMUSG00000055041,XP_015678084.1,107293446,11.786209,13.641946,5.19417,7.156128,4.695928,4.2043805,
ENSMUSG00000042595,XP_015678085.1,107293447,0.799413,0.540324,0.477208,0.709732,0.241906,0.240536,
ENSMUSG00000058571,XP_015678086.1,107293448,1.1220126,0.81516175,0.3351922,0.2995597,0.077786313,0.0348336,
ENSMUSG00000022129,XP_015678087.1,107293449,0.9510859,0.9153418,0.3642592,0.0745331,0.190062,0.0244743,
ENSMUSG00000022130,XP_015678088.1,107293450,12.032312,15.415705,2.751099,7.603323,2.8728872,2.3169852,
ENSMUSG00000022131,XP_015678089.1,107293451,8.41363,7.11644,4.5745,5.2088,1.37611,1.8446,
ENSMUSG00000041733,XP_015678093.1,107293455,6.860083,8.154733,6.47334,6.6179,3.101724,2.347956,
ENSMUSG00000041740,XP_015678094.1,107293456,12.1665984,9.251984,10.1943142,13.681842,5.047732712,6.32524633,
ENSMUSG00000060152,XP_015678095.1,107293457,54.865351,39.293196,22.404912,24.4586932,4.928907,13.4366311,
ENSMUSG00000029538,XP_015678096.1,107293458,6.887684,3.749316,6.46233,8.461552617,2.162123,2.010776,
ENSMUSG00000026610,XP_015678099.1,107293461,9.999185,8.245143,7.23051474,21.669967,0.446552075,0.32653902,
ENSMUSG00000025410,XP_015678100.1,107293463,22.678426,17.4646636,11.222872,20.69693,9.3747791,7.423952,
ENSMUSG00000040354,XP_015678102.1,107293465,10.496668,8.318183469,9.382943,14.248563,7.507258,10.447735,
ENSMUSG00000025408,XP_015678104.1,107293466,12.802241,12.502903,5.622741,12.915611,2.795803,2.560827,
ENSMUSG00000051185,XP_015678107.1,107293469,3.3995947,1.9504888,2.3002532,2.8347377,0.714146,0.698404,
ENSMUSG00000000826,XP_015678114.1,107293440,6.361912,5.234148,2.816951,5.20089,1.624016,2.4924094,
ENSMUSG00000035228,XP_015678120.1,107293480,0.5517707,0.6175596,0,0.5565185,0.69586946,0.0945186,
ENSMUSG00000061374,XP_015678126.1,107293487,1.598967,1.146264,1.587808,2.2177833,0.762815,0.455492,
ENSMUSG00000059456,XP_015678133.1,107293495,1.1903278,1.045091,1.465784,3.785813031,1.5601042,1.5168976,
ENSMUSG00000032556,XP_015678135.1,107293493,0,0,0,0,0,0,
ENSMUSG00000029556,XP_015678138.1,107293499,0,0,0,0.0147722,0,0,
ENSMUSG00000020454,XP_015678139.1,107293500,3.0852304,3.629558,3.782313084,4.561402,1.182323007,1.1930413,
ENSMUSG00000020457,XP_015678140.1,107293501,29.374774,35.151922,12.3569265,25.20699,18.310556,15.09947,
ENSMUSG00000020451,XP_015678141.1,107293502,11.40576,14.1546742,4.695797,8.746373,3.90559802,1.368718,
ENSMUSG00000020448,XP_015678142.1,107293503,10.882822,17.263599,3.21938,9.512396,4.362046,4.48942,
ENSMUSG00000030790,XP_015678144.1,107293505,1.19636,0.583765,1.68864,8.291705,0.395031,0.368025,
ENSMUSG00000031016,XP_015678145.1,107293506,1.18293,1.00694,0.739124,0.887504,0.847532,0.723451,
ENSMUSG00000038371,XP_015678146.1,107293507,1.6465585,1.06885708,1.6300427,1.3543296,0.5190071,0.3581486,
ENSMUSG00000057604,XP_015678147.1,107293508,8.24812,4.33153,0.972537,0.950888,0.837178,0.448682,
ENSMUSG00000026848,XP_015678150.1,107293511,15.388727,16.70107,6.6784718,6.848108348,3.4323732,4.0130813,
ENSMUSG00000026854,XP_015678151.1,107293512,1.3116745,1.3837887,0.544714,1.4858687,0.2168609,0.5326376,
ENSMUSG00000026857,XP_015678152.1,107293513,29.240209,39.222887,7.03573,11.2885779,6.8234682,4.188727,
ENSMUSG00000039476,XP_015678153.1,107293515,0.290109001,0.0730241,0,0.3439864,0.0491892,0,
ENSMUSG00000026849,XP_015678154.1,107293516,15.0459486,19.371988,4.700232,12.8690364,3.27336,5.4586781,
ENSMUSG00000039483,XP_015678155.1,107293517,5.0410685,7.663634,1.858995,4.141368,2.96759,2.08834,
ENSMUSG00000032561,XP_015678156.1,107293514,10.870742,14.6680887,3.869001,30.256914,2.2080679,3.8708162,
ENSMUSG00000050737,XP_015678157.1,107293518,3.389862,2.22099,1.302647,3.120926,1.253516,0.818596,
ENSMUSG00000026851,XP_015678158.1,107293519,12.571921,17.886347,5.973254,14.301903,7.109003,5.1764164,
ENSMUSG00000007739,XP_015678162.1,107293522,18.664758,22.3432767,8.738878,16.221227,10.3423663,9.069925403,
ENSMUSG00000049811,XP_015678163.1,107293523,3.74279,3.3863179,2.370885,1.2852916,1.61011,1.3578892,
ENSMUSG00000039263,XP_015678167.1,107293528,8.078202,8.369139,2.63836,3.78408,1.131263,1.368221,
ENSMUSG00000032564,XP_015678168.1,107293525,0,0,0,0,0,0,
ENSMUSG00000027522,XP_015678169.1,107293529,6.612381,3.713942252,2.00029,3.812624,1.7816418,1.676721,
ENSMUSG00000025314,XP_015678171.2,107293531,1.1999126,0.935162,0.925405,1.607733,0.344503,0.347535,
ENSMUSG00000024811,XP_015678172.1,107293532,4.080387,3.1250996,3.054778,3.8436175,1.4280174,1.5149575,
ENSMUSG00000044026,XP_015678175.1,107293535,0.164386,0.163635,0.159056,0.201483,0,0.128404,
ENSMUSG00000047632,XP_015678177.1,107293538,0.229293,0.0199722,0.189304,0.308446,0.244423,0.0970483,
ENSMUSG00000024999,XP_015678178.1,107293539,0.595201,0.592995,0.446461,0.625319,0.236961,0.262836,
ENSMUSG00000038233,XP_015678179.2,107293536,0.1358088,0.0241172,0.0287222,0.103373,0.03099,0.0808306,
ENSMUSG00000024998,XP_015678180.2,107293540,0.3735304,0.1895834,0.40606,0.2483396,0.0876143,0.07059332,
ENSMUSG00000054237,XP_015678181.1,107293541,3.890419,5.39505,3.25048,3.822781,1.6246116,2.0223586,
ENSMUSG00000024992,XP_015678182.1,107293542,0,0,0,0,0,0,
ENSMUSG00000055022,XP_015678183.1,107293543,0.0758885,0.0906047,0,0.092164,0.0707751,0.0194312,
ENSMUSG00000021217,XP_015678186.1,107293549,0.237358,0.0515344,0.230973,0.558562,0.2382964,0,
ENSMUSG00000033740,XP_015678187.1,107293550,0.1209417,0.0115022,0.0137553,0.00812413,0,0,
ENSMUSG00000030770,XP_015678192.1,107293553,11.6949119,14.4514628,3.4420629,6.6008862,2.3322183,3.29230575,
ENSMUSG00000021680,XP_015678194.1,107293555,0,0,0,0,0.0284468,0,
ENSMUSG00000021679,XP_015678195.1,107293556,0,0.500124,0,0,0,0,
ENSMUSG00000021678,XP_015678198.1,107293559,1.83623,1.62291,0.234121,0.121169,0.201396,0.120168,
ENSMUSG00000048376,XP_015678199.1,107293560,1.75733,1.12138,0.213384,0.406473,0.0815622,0.0852141,
ENSMUSG00000021675,XP_015678202.1,107293562,0.630878,0.122983,0.32306,0.21739,0.0937484,0.0340786,
ENSMUSG00000019905,XP_015678206.2,107293566,0.236409,0.320123,1.137661,2.629993,0.142748,0.071855,
ENSMUSG00000002332,XP_015678208.1,107293569,19.190522,23.6541884,18.68258,28.084815,13.105772,9.85177,
ENSMUSG00000022306,XP_015678213.1,107293572,0.0935338,0.05120822,0.0995289,0.00918474,0,0,
ENSMUSG00000022307,XP_015678214.2,107293573,10.663322,7.14220793,8.461423,12.097409,13.0221242,15.5556237,
ENSMUSG00000031870,XP_015678216.1,107293574,0.0855712,0.00928514,0.0666726,0.0787363,0.140099,0.03439814,
ENSMUSG00000031997,XP_015678217.1,107293575,0.067445,0.0106381,0.0941489,0.0150141,0.0987121,0,
ENSMUSG00000044279,XP_015678221.1,107293577,20.889901,16.8386501,6.13852,13.274383,5.8453618,5.135891,
ENSMUSG00000062591,XP_015678223.1,107293580,0.398898,0.231472,0.220049,0.260494,0.35764,0.112888,
ENSMUSG00000020328,XP_015678225.1,107293581,13.620817,11.185022,5.48322,7.404256,2.211461,1.66143,
ENSMUSG00000042032,XP_015678226.1,107293582,40.060571,55.1367567,16.742672,33.259353,20.6256967,16.8528416,
ENSMUSG00000020330,XP_015678227.1,107293583,0.183902,0.238467,0.106341,0.355769,0.048627354,0.0556422,
ENSMUSG00000043061,XP_015678229.1,107293586,1.68982,1.908938,1.31489,1.30122,0.461618,0.427032,
ENSMUSG00000027366,XP_015678233.1,107293589,27.406599,27.017854,8.584993,8.606705,8.484316,6.2593326,
ENSMUSG00000027363,XP_015678234.1,107293591,5.595263,6.90677,2.872984,5.19945,1.7246203,2.387141,
ENSMUSG00000029312,XP_015678237.1,107293597,0.3267261,0.4055287,0.3213512,0.367199,0.1945863,0.1716807,
ENSMUSG00000051451,XP_015678242.2,107293601,4.40403,2.230724,4.659256,2.68482,1.8729641,0.9814766,
ENSMUSG00000030615,XP_015678245.1,107293604,29.120485,25.7360691,11.3212648,18.91196,9.487025,6.977248,
ENSMUSG00000062075,XP_015678246.1,107293605,1.01759,0.344148,0.281458,0.651681,0.134477,0.084301,
ENSMUSG00000059406,XP_015678247.1,107293607,0.0792551,0.00945147,0,0.025857,0,0,
ENSMUSG00000035206,XP_015678248.2,107293608,2.408402,2.0151042,0.835821,1.243955,0.656267,0.3842587,
ENSMUSG00000009741,XP_015678250.1,107293606,3.254022,2.314551,2.545397,3.6418137,1.670378,1.209747,
ENSMUSG00000043822,XP_015678251.1,107293610,0.1733463,0.1223984,1.311628,0.4029943,0.0898748,0.0513541,
ENSMUSG00000035486,XP_015678252.1,107293611,2.6293201,2.7762819,0,0,0.044915899,0.040160362,
ENSMUSG00000051067,XP_015678253.1,107293612,0,0,0,0,0.0131608,0.0117867,
ENSMUSG00000035215,XP_015678254.1,107293613,92.002491,75.882524,65.410695,73.87838,41.18377,34.043589,
ENSMUSG00000043230,XP_015678256.1,107293615,0.0169063,0,0,0.0165641,0,0,
ENSMUSG00000004364,XP_015678257.1,107293616,12.791081,10.99498,10.92153,13.60268,6.77195,7.071337,
ENSMUSG00000020549,XP_015678259.1,107293619,2.623078,2.833994,1.097666,1.520281,0.774696,0.9857269,
ENSMUSG00000032431,XP_015678261.1,107293617,2.909115,1.416157,4.002467,1.61745,0.51841,0.639486,
ENSMUSG00000025170,XP_015678263.1,107293621,1.35548,1.03881,0.850961,1.844774,0.334086,0.747596,
ENSMUSG00000025173,XP_015678264.1,107293622,9.815934,7.127009,2.624904,4.992322,2.4575607,2.3512196,
ENSMUSG00000039275,XP_015678265.2,107293623,0.888967,0.817761,0.985206,1.29124,0.538222,0.458674,
ENSMUSG00000037477,XP_015678270.1,107293629,0,0,0,0,0,0,
ENSMUSG00000045594,XP_015678272.1,107293627,11.230928,14.39723,1.58852,2.059515,4.9731441,5.4647727,
ENSMUSG00000001750,XP_015678277.2,107293634,6.6678139,5.247003,3.583270307,5.422449,3.5186253,2.209402,
ENSMUSG00000051934,XP_015678278.1,107293635,2.5658581,2.04637,0.8889471,2.740093,0.544716,0.3418252,
ENSMUSG00000038009,XP_015678279.1,107293636,0.0330891,0,0,0.0323446,0.0313137,0,
ENSMUSG00000001076,XP_015678280.1,107293637,0,0,0,0,0,0,
ENSMUSG00000074582,XP_015678282.1,107293640,1.91191,1.74167,1.63045,3.87564,0.869689,1.0742,
ENSMUSG00000002718,XP_015678283.1,107293641,4.7234785,4.5005898,2.470271,3.992143,1.604683,1.319881,
ENSMUSG00000032518,XP_015678284.1,107293638,238.089158,175.48943,169.225613,193.21213,178.779583,156.498763,
ENSMUSG00000045730,XP_015678290.1,107293644,0.878835,0.386543,1.10957,4.03172,0.329232,0.196264,
ENSMUSG00000020811,XP_015678291.1,107293647,0.0350894,0,0,0,0.0166774,0.0149268,
ENSMUSG00000095105,XP_015678293.1,107293649,0.158865,0.148854,0.735481,4.22759,0.131717,0.112198,
ENSMUSG00000041794,XP_015678295.1,107293646,1.682906,1.222358,0.47389,0.728656,0.644388,0.405737,
ENSMUSG00000057554,XP_015678297.1,107293652,5.957775,7.151175,2.556269,6.081649,3.379352562,2.049028277,
ENSMUSG00000050244,XP_015678298.1,107293653,2.5067984,3.1343753,2.823228,2.204237,1.717206,1.6082734,
ENSMUSG00000048379,XP_015678300.1,107293655,0.415069,0.224141,0.512076,0.585027,0.197767,0.211668,
ENSMUSG00000050335,XP_015678304.1,107293659,8.19999,5.749895,2.988962,45.98154,3.484382,1.441187,
ENSMUSG00000037544,XP_015678305.1,107293660,0.310788,0.0995615,0.213875,0.215065,0.196479,0,
ENSMUSG00000024758,XP_015678307.2,107293661,16.42589401,12.36285623,7.670422559,14.43506301,3.81541337,4.742892,
ENSMUSG00000024759,XP_015678309.1,107293663,2.9209177,2.1782197,1.4367382,3.567600399,1.0447455,1.173055,
ENSMUSG00000107928,XP_015678314.1,107293666,0.662493,1.34976,0,0.110844,0.235384,0,
ENSMUSG00000039239,XP_015678318.1,107293669,1.286199,1.515871,2.883991,31.75598001,4.416533,5.454718486,
ENSMUSG00000033597,XP_015678319.1,107293670,0.1337473,0.0171703,0,0.0527142,0.0232495,0,
ENSMUSG00000079657,XP_015678320.1,107293671,0.9022468,1.347261,4.310513,2.544042,3.300706,2.5950667,
ENSMUSG00000052752,XP_015678321.1,107293673,8.4408047,11.33852764,4.1467981,8.2444031,4.3115454,3.1784046,
ENSMUSG00000024085,XP_015678323.2,107293675,0.776183,0.301792,0.656709,1.5058,0.991041,0.95615,
ENSMUSG00000040936,XP_015678324.1,107293672,0.135048,0.095146504,0.0167847,0.1074361,0,0.1315809,
ENSMUSG00000070733,XP_015678325.1,107293676,5.5939319,5.5084042,6.600423684,6.171484207,2.4054591,1.39473337,
ENSMUSG00000063935,XP_015678326.1,107293677,0.0203017,0,0.0324188,0,0,0,
ENSMUSG00000030610,XP_015678330.1,107293681,1.477157,1.276861,0.708131,1.400898,0.23733433,0.4754087,
ENSMUSG00000030930,XP_015678333.1,107293685,0.550539,0.397503,0.35932,0.484975,0.1291252,0.173845,
ENSMUSG00000035653,XP_015678334.1,107293686,0.0887261,0.0163525,0.0195181,0.0289289,0.0280172,0,
ENSMUSG00000027011,XP_015678338.1,107293692,9.399302,9.53784,2.517387,7.09622,5.1412346,5.01925717,
ENSMUSG00000026788,XP_015678342.1,107293695,1.892899059,2.37276424,1.0160163,2.4118875,0.66124744,0.8695482,
ENSMUSG00000068966,XP_015678343.1,107293696,0.271773001,0.251145255,0.255370407,0.229548,0.092644114,0.054477,
ENSMUSG00000029695,XP_015678348.1,107293701,13.353,16.577309,5.20286,5.88656,4.33416,4.10042,
ENSMUSG00000029178,XP_015678350.1,107293703,5.264776422,3.8594189,3.817838,4.212664,2.0415721,2.3083426,
ENSMUSG00000032551,XP_015678351.1,107293700,7.067459,5.1927932,4.127495,4.893164,1.4280777,1.9064622,
ENSMUSG00000022800,XP_015678353.1,107293705,9.3055226,13.3649906,6.468596,10.7445943,5.367414185,3.6900146,
ENSMUSG00000070368,XP_015678356.1,107293708,0,0,0,0,0,0,
ENSMUSG00000025787,XP_015678362.1,107293711,0.274387,0.1343842,0.0991927,0.578799,0.0912539,0.101083,
ENSMUSG00000039693,XP_015678363.1,107293714,2.719884,1.990727,0.44226367,1.152562,0.606512,0.109806967,
