Orthogroup	H_sapiens.pep	A_carolinensis.pep
OG0004258	ENSG00000110717.13	ENSACAG00000008704.3
OG0004260	ENSG00000100632.11	ENSACAG00000005167.3
OG0004261	ENSG00000132792.19	ENSACAG00000006163.3
OG0004262	ENSG00000141012.13	ENSACAG00000013289.3
OG0004263	ENSG00000130433.7	ENSACAG00000016522.3
OG0004264	ENSG00000132554.20	ENSACAG00000016376.3
OG0004265	ENSG00000258644.6, ENSG00000213463.5	ENSACAG00000004995.3
OG0004266	ENSG00000132549.18	ENSACAG00000016301.3
OG0004267	ENSG00000007520.4	ENSACAG00000003434.2
OG0004268	ENSG00000132207.17, ENSG00000181625.17	ENSACAG00000015221.3
OG0004269	ENSG00000090581.10	ENSACAG00000003410.2
OG0004270	ENSG00000134780.10	ENSACAG00000017695.3
OG0004271	ENSG00000132196.14	ENSACAG00000012384.3
OG0004272	ENSG00000140153.17	ENSACAG00000000164.3
OG0004273	ENSG00000134825.16	ENSACAG00000017684.2
OG0004274	ENSG00000117143.13	ENSACAG00000012562.3
OG0004275	ENSG00000108576.10	ENSACAG00000011633.3
OG0004276	ENSG00000261130.5, ENSG00000282074.1, ENSG00000156968.9, ENSG00000275543.4	ENSACAG00000015573.3
OG0004277	ENSG00000013297.11, ENSG00000285218.1	ENSACAG00000016046.3
OG0004278	ENSG00000136603.14	ENSACAG00000016018.3
OG0004279	ENSG00000165406.16	ENSACAG00000013858.3
OG0004280	ENSG00000163558.13	ENSACAG00000015906.3
OG0004281	ENSG00000085276.19	ENSACAG00000015620.3
OG0004282	ENSG00000106392.11	ENSACAG00000013040.3
OG0004283	ENSG00000106399.11	ENSACAG00000013055.2
OG0004284	ENSG00000125611.15	ENSACAG00000004621.2
OG0004285	ENSG00000139151.16	ENSACAG00000017592.3, ENSACAG00000029483.1
OG0004286	ENSG00000111404.6	ENSACAG00000014562.3
OG0004287	ENSG00000171720.10	ENSACAG00000011812.3
OG0004288	ENSG00000063241.8	ENSACAG00000015636.3
OG0004289	ENSG00000100084.14	ENSACAG00000001056.3
OG0004290	ENSG00000087470.18	ENSACAG00000012376.3
OG0004291	ENSG00000146530.14	ENSACAG00000003521.3, ENSACAG00000013461.2
OG0004292	ENSG00000006747.15	ENSACAG00000013469.3
OG0004293	ENSG00000105538.10	ENSACAG00000015896.3
OG0004294	ENSG00000006468.14	ENSACAG00000013062.3
OG0004295	ENSG00000214960.10	ENSACAG00000012815.3
OG0004296	ENSG00000171243.8	ENSACAG00000012810.3
OG0004297	ENSG00000068885.15, ENSG00000248710.1	ENSACAG00000007008.3
OG0004298	ENSG00000181404.17, ENSG00000288336.1	ENSACAG00000000038.3
OG0004299	ENSG00000157103.12	ENSACAG00000000036.3, ENSACAG00000010020.3
OG0004300	ENSG00000178053.19	ENSACAG00000028925.1
OG0004301	ENSG00000060237.17	ENSACAG00000000028.3
OG0004302	ENSG00000277101.4, ENSG00000114790.13	ENSACAG00000006849.3
OG0004303	ENSG00000198829.6	ENSACAG00000029121.1
OG0004304	ENSG00000182568.17	ENSACAG00000007941.3
OG0004305	ENSG00000161133.16, ENSG00000184979.10	ENSACAG00000012304.3
OG0004306	ENSG00000122786.20	ENSACAG00000011851.3
OG0004307	ENSG00000175066.16	ENSACAG00000005041.2
OG0004308	ENSG00000069849.11	ENSACAG00000005114.3
OG0004309	ENSG00000114125.14	ENSACAG00000005135.3
OG0004310	ENSG00000131375.10	ENSACAG00000002580.1
OG0004311	ENSG00000122779.18	ENSACAG00000013480.3
OG0004312	ENSG00000153827.13	ENSACAG00000005440.3
OG0004313	ENSG00000137807.15	ENSACAG00000001823.3, ENSACAG00000023373.1
OG0004314	ENSG00000090266.13	ENSACAG00000011176.3
OG0004315	ENSG00000157764.13	ENSACAG00000011178.3
OG0004316	ENSG00000138246.17	ENSACAG00000000850.3
OG0004317	ENSG00000118733.16	ENSACAG00000003024.2
OG0004318	ENSG00000162692.12	ENSACAG00000003266.3
OG0004319	ENSG00000196091.15	ENSACAG00000016657.3
OG0004321	ENSG00000137992.14	ENSACAG00000003409.3
OG0004322	ENSG00000122435.10	ENSACAG00000003498.3
OG0004323	ENSG00000136048.14	ENSACAG00000016578.3
OG0004324	ENSG00000120860.11	ENSACAG00000016572.3
OG0004325	ENSG00000075188.9	ENSACAG00000016551.3
OG0004326	ENSG00000144668.12	ENSACAG00000009703.3
OG0004327	ENSG00000180347.13	ENSACAG00000025242.2
OG0004328	ENSG00000170852.11	ENSACAG00000009449.2
OG0004329	ENSG00000122642.11	ENSACAG00000009397.3
OG0004330	ENSG00000111696.12	ENSACAG00000016283.3
OG0004331	ENSG00000067334.14	ENSACAG00000005369.3
OG0004332	ENSG00000122547.11	ENSACAG00000007322.3
OG0004333	ENSG00000172428.11	ENSACAG00000002458.3
OG0004334	ENSG00000226321.5	ENSACAG00000002209.3
OG0004335	ENSG00000122085.17	ENSACAG00000002023.3
OG0004336	ENSG00000160256.13	ENSACAG00000009709.1
OG0004337	ENSG00000232237.3, ENSG00000187855.5	ENSACAG00000014904.2
OG0004338	ENSG00000146648.18	ENSACAG00000017406.3
OG0004339	ENSG00000100284.21	ENSACAG00000023996.2
OG0004340	ENSG00000163961.4	ENSACAG00000016306.3
OG0004341	ENSG00000184945.14, ENSG00000185176.13	ENSACAG00000016251.1
OG0004342	ENSG00000164746.14	ENSACAG00000008160.3
OG0004343	ENSG00000100350.14	ENSACAG00000016347.2
OG0004344	ENSG00000174611.12	ENSACAG00000010543.3, ENSACAG00000009558.3
OG0004345	ENSG00000183291.17	ENSACAG00000025748.1
OG0004346	ENSG00000136891.14	ENSACAG00000008774.3
OG0004347	ENSG00000100368.14	ENSACAG00000016208.3
OG0004348	ENSG00000160226.16	ENSACAG00000008678.3
OG0004349	ENSG00000100211.10	ENSACAG00000008142.3
OG0004351	ENSG00000073792.15	ENSACAG00000007995.3
OG0004352	ENSG00000163904.13	ENSACAG00000007929.3
OG0004353	ENSG00000100242.15	ENSACAG00000007922.3
OG0004354	ENSG00000269226.7, ENSG00000142856.16	ENSACAG00000029342.1
OG0004355	ENSG00000114098.18	ENSACAG00000007173.3
OG0004356	ENSG00000100354.21	ENSACAG00000007281.3
OG0004357	ENSG00000168575.10	ENSACAG00000009238.2
OG0004358	ENSG00000165102.15	ENSACAG00000009173.3
OG0004359	ENSG00000196588.18	ENSACAG00000005348.3
OG0004360	ENSG00000196236.13	ENSACAG00000005215.3
OG0004361	ENSG00000138768.14	ENSACAG00000008914.3
OG0004362	ENSG00000162402.14	ENSACAG00000000168.3
OG0004363	ENSG00000153574.9	ENSACAG00000002303.3
OG0004364	ENSG00000077044.10, ENSG00000280873.3	ENSACAG00000005773.3
OG0004365	ENSG00000167077.13	ENSACAG00000004476.2
OG0004366	ENSG00000100147.13	ENSACAG00000004397.3
OG0004367	ENSG00000249884.8, ENSG00000115561.16	ENSACAG00000029575.1
OG0004368	ENSG00000132305.20	ENSACAG00000011776.3
OG0004369	ENSG00000274112.2, ENSG00000183172.9, ENSG00000272835.3, ENSG00000272901.5	ENSACAG00000003926.2
OG0004370	ENSG00000203985.11	ENSACAG00000014100.2
OG0004371	ENSG00000266173.7	ENSACAG00000012388.1
OG0004372	ENSG00000125352.6	ENSACAG00000012485.3
OG0004373	ENSG00000136731.13	ENSACAG00000004982.3
OG0004374	ENSG00000115762.16	ENSACAG00000004939.3
OG0004375	ENSG00000264813.6, ENSG00000159640.16	ENSACAG00000013067.3
OG0004376	ENSG00000100413.17	ENSACAG00000011213.3
OG0004377	ENSG00000283765.1, ENSG00000175193.13	ENSACAG00000004648.3
OG0004378	ENSG00000014919.12, ENSG00000285932.1	ENSACAG00000003767.3
OG0004379	ENSG00000141699.11	ENSACAG00000013745.3
OG0004380	ENSG00000136021.19	ENSACAG00000012521.3
OG0004381	ENSG00000186973.11	ENSACAG00000028967.1
OG0004382	ENSG00000249967.1, ENSG00000155252.13	ENSACAG00000002964.3
OG0004383	ENSG00000120802.13	ENSACAG00000013272.3
OG0004384	ENSG00000108825.17, ENSG00000266967.7	ENSACAG00000013559.3
OG0004385	ENSG00000198198.17	ENSACAG00000013477.3
OG0004386	ENSG00000171206.14	ENSACAG00000004201.3
OG0004387	ENSG00000275903.2, ENSG00000277791.5	ENSACAG00000013218.3
OG0004388	ENSG00000136014.12	ENSACAG00000014125.3
OG0004389	ENSG00000276761.2, ENSG00000273559.5	ENSACAG00000013140.3
OG0004390	ENSG00000156374.16	ENSACAG00000029126.1
OG0004391	ENSG00000006042.12	ENSACAG00000013101.2
OG0004392	ENSG00000186566.13	ENSACAG00000012522.3
OG0004393	ENSG00000142945.13	ENSACAG00000014854.3
OG0004394	ENSG00000132780.17	ENSACAG00000014933.3
OG0004395	ENSG00000030582.18	ENSACAG00000012130.3
OG0004396	ENSG00000148700.15	ENSACAG00000006070.3
OG0004397	ENSG00000108883.13	ENSACAG00000007637.3
OG0004398	ENSG00000119953.13	ENSACAG00000005983.1
OG0004399	ENSG00000198707.16	ENSACAG00000011324.3
OG0004400	ENSG00000167131.17	ENSACAG00000007629.3
OG0004401	ENSG00000108055.9	ENSACAG00000015557.3
OG0004402	ENSG00000126107.15	ENSACAG00000015321.3
OG0004403	ENSG00000186834.3	ENSACAG00000016321.3
OG0004404	ENSG00000203867.8	ENSACAG00000015746.3
OG0004405	ENSG00000070785.17	ENSACAG00000015495.3
OG0004406	ENSG00000159596.7	ENSACAG00000015732.2
OG0004407	ENSG00000108433.16, ENSG00000262633.2	ENSACAG00000016728.3
OG0004408	ENSG00000278139.1, ENSG00000117461.15	ENSACAG00000015856.3
OG0004409	ENSG00000168259.16	ENSACAG00000016938.3
OG0004410	ENSG00000139291.14	ENSACAG00000007396.3
OG0004411	ENSG00000121749.15	ENSACAG00000007439.3
OG0004412	ENSG00000117859.19	ENSACAG00000007574.3
OG0004413	ENSG00000180881.19	ENSACAG00000007716.3
OG0004414	ENSG00000087152.15	ENSACAG00000017179.2
OG0004415	ENSG00000166321.14	ENSACAG00000000498.3
OG0004416	ENSG00000157077.14	ENSACAG00000008107.3
OG0004417	ENSG00000132334.16	ENSACAG00000007467.3
OG0004418	ENSG00000152795.17	ENSACAG00000010416.3
OG0004419	ENSG00000118242.16	ENSACAG00000015921.2
OG0004420	ENSG00000163312.11	ENSACAG00000010842.3
OG0004421	ENSG00000058804.12	ENSACAG00000008951.3
OG0004422	ENSG00000167914.12	ENSACAG00000022624.2
OG0004423	ENSG00000094755.17	ENSACAG00000015293.2
OG0004424	ENSG00000095574.11	ENSACAG00000017468.3
OG0004425	ENSG00000154478.4	ENSACAG00000017503.3
OG0004426	ENSG00000094804.12	ENSACAG00000002503.3
OG0004427	ENSG00000258539.1, ENSG00000203791.15	ENSACAG00000014407.3
OG0004428	ENSG00000213424.9, ENSG00000264058.2	ENSACAG00000016060.3
OG0004429	ENSG00000188783.6	ENSACAG00000002144.3
OG0004431	ENSG00000287542.1, ENSG00000138641.18	ENSACAG00000012970.3
OG0004432	ENSG00000107679.14	ENSACAG00000017336.2
OG0004433	ENSG00000138640.15	ENSACAG00000013239.3
OG0004434	ENSG00000124641.16	ENSACAG00000005738.2, ENSACAG00000003059.1
OG0004435	ENSG00000163110.15	ENSACAG00000013613.3
OG0004436	ENSG00000137218.10	ENSACAG00000002874.3
OG0004437	ENSG00000197771.12	ENSACAG00000017098.3
OG0004438	ENSG00000137166.15	ENSACAG00000002366.3
OG0004439	ENSG00000224383.7	ENSACAG00000026083.2
OG0004440	ENSG00000135677.11	ENSACAG00000003396.3
OG0004441	ENSG00000005175.10	ENSACAG00000001636.3
OG0004442	ENSG00000100300.18	ENSACAG00000028403.1, ENSACAG00000015880.3
OG0004443	ENSG00000001167.14	ENSACAG00000016527.3
OG0004444	ENSG00000108424.10	ENSACAG00000007097.2
OG0004445	ENSG00000112078.14	ENSACAG00000016583.2
OG0004446	ENSG00000198755.11	ENSACAG00000009418.3
OG0004447	ENSG00000136436.14	ENSACAG00000006352.3
OG0004448	ENSG00000159210.10	ENSACAG00000006297.2
OG0004449	ENSG00000081248.11	ENSACAG00000009520.3
OG0004450	ENSG00000204899.6	ENSACAG00000000618.2
OG0004451	ENSG00000136504.12	ENSACAG00000005025.3
OG0004452	ENSG00000064195.7	ENSACAG00000005130.2
OG0004453	ENSG00000095059.16, ENSG00000285589.1	ENSACAG00000004385.2
OG0004454	ENSG00000137168.8	ENSACAG00000010591.2
OG0004455	ENSG00000002549.12	ENSACAG00000011127.3
OG0004456	ENSG00000108821.13	ENSACAG00000005084.3
OG0004457	ENSG00000152767.17	ENSACAG00000016396.3
OG0004458	ENSG00000108852.14	ENSACAG00000004972.3
OG0004459	ENSG00000117595.12	ENSACAG00000005931.2
OG0004460	ENSG00000088387.19	ENSACAG00000016608.3
OG0004461	ENSG00000134882.16	ENSACAG00000016776.3
OG0004462	ENSG00000071243.16	ENSACAG00000007047.3
OG0004463	ENSG00000161681.15	ENSACAG00000012124.3
OG0004464	ENSG00000106034.18	ENSACAG00000007000.3
OG0004465	ENSG00000125255.7	ENSACAG00000002693.3
OG0004466	ENSG00000213995.11	ENSACAG00000006067.3
OG0004467	ENSG00000134905.17	ENSACAG00000006129.3
OG0004468	ENSG00000088448.14	ENSACAG00000006186.3
OG0004469	ENSG00000039650.12	ENSACAG00000012743.3
OG0004470	ENSG00000052723.11	ENSACAG00000003294.3
OG0004471	ENSG00000150403.18	ENSACAG00000000367.3
OG0004472	ENSG00000142546.14	ENSACAG00000013921.3
OG0004473	ENSG00000163435.16	ENSACAG00000004148.3
OG0004474	ENSG00000126461.15	ENSACAG00000014008.2
OG0004475	ENSG00000135968.21	ENSACAG00000002376.3
OG0004476	ENSG00000117153.16	ENSACAG00000005031.3
OG0004477	ENSG00000135974.10	ENSACAG00000010400.3
OG0004478	ENSG00000099949.21	ENSACAG00000005324.3
OG0004479	ENSG00000197386.12	ENSACAG00000005400.3
OG0004480	ENSG00000087269.16	ENSACAG00000005288.3
OG0004481	ENSG00000109736.15	ENSACAG00000005264.3
OG0004482	ENSG00000277361.2, ENSG00000104044.16	ENSACAG00000011098.3
OG0004483	ENSG00000125995.16	ENSACAG00000006430.2
OG0004485	ENSG00000101082.14	ENSACAG00000006575.3
OG0004486	ENSG00000140157.14	ENSACAG00000012667.2
OG0004487	ENSG00000065923.10	ENSACAG00000012110.2
OG0004488	ENSG00000102221.14	ENSACAG00000011996.2
OG0004489	ENSG00000131069.20	ENSACAG00000007148.3
OG0004490	ENSG00000182162.11	ENSACAG00000027507.1
OG0004491	ENSG00000183943.6	ENSACAG00000005723.3
OG0004492	ENSG00000280689.3, ENSG00000165714.11	ENSACAG00000004448.2
OG0004493	ENSG00000075234.17	ENSACAG00000004742.3
OG0004494	ENSG00000205643.11	ENSACAG00000029313.1
OG0004495	ENSG00000101412.13	ENSACAG00000008761.2
OG0004496	ENSG00000125970.12	ENSACAG00000008983.3
OG0004497	ENSG00000248405.10, ENSG00000241484.9	ENSACAG00000015730.2
OG0004498	ENSG00000078804.13	ENSACAG00000009445.3
OG0004499	ENSG00000186976.15	ENSACAG00000015689.3
OG0004500	ENSG00000086712.13	ENSACAG00000011478.3
OG0004501	ENSG00000100304.13	ENSACAG00000015844.3
OG0004502	ENSG00000100266.19	ENSACAG00000015928.2
OG0004503	ENSG00000101447.15	ENSACAG00000014274.3
OG0004504	ENSG00000163114.6, ENSG00000131828.14	ENSACAG00000012190.3
OG0004505	ENSG00000198822.10	ENSACAG00000016442.3
OG0004506	ENSG00000107537.14	ENSACAG00000028299.1, ENSACAG00000001099.3
OG0004507	ENSG00000067646.12, ENSG00000005889.15	ENSACAG00000007227.3
OG0004508	ENSG00000101868.11	ENSACAG00000008221.2
OG0004509	ENSG00000172315.6	ENSACAG00000016698.2
OG0004510	ENSG00000110841.14	ENSACAG00000012507.3
OG0004511	ENSG00000147027.4	ENSACAG00000016078.3
OG0004512	ENSG00000019991.18	ENSACAG00000013177.3
OG0004513	ENSG00000147041.12	ENSACAG00000014773.3
OG0004514	ENSG00000156313.14	ENSACAG00000014702.2
OG0004515	ENSG00000165175.15	ENSACAG00000014537.2
OG0004516	ENSG00000183337.17	ENSACAG00000014487.3
OG0004517	ENSG00000186088.16	ENSACAG00000006284.3
OG0004518	ENSG00000196074.13	ENSACAG00000003951.2, ENSACAG00000025986.1
OG0004519	ENSG00000127951.7	ENSACAG00000006348.2
OG0004520	ENSG00000222011.9	ENSACAG00000006358.3
OG0004521	ENSG00000275723.4, ENSG00000161048.11	ENSACAG00000006489.2
OG0004522	ENSG00000130699.18, ENSG00000280529.2	ENSACAG00000016214.3
OG0004523	ENSG00000124479.11	ENSACAG00000017902.2
OG0004524	ENSG00000161057.12	ENSACAG00000006670.3
OG0004525	ENSG00000160209.19	ENSACAG00000017853.3
OG0004526	ENSG00000189056.14	ENSACAG00000006896.2
OG0004527	ENSG00000171858.18	ENSACAG00000005015.3
OG0004528	ENSG00000101188.5	ENSACAG00000025612.2
OG0004529	ENSG00000060491.16	ENSACAG00000005168.3
OG0004530	ENSG00000135249.8	ENSACAG00000014573.3
OG0004531	ENSG00000146776.14	ENSACAG00000014629.3
OG0004532	ENSG00000177398.18	ENSACAG00000003165.3
OG0004533	ENSG00000101193.8	ENSACAG00000005506.3
OG0004534	ENSG00000105835.12	ENSACAG00000014697.3
OG0004535	ENSG00000149658.18	ENSACAG00000005560.3
OG0004536	ENSG00000105851.11	ENSACAG00000014783.2
OG0004537	ENSG00000075043.18	ENSACAG00000005872.3
OG0004538	ENSG00000091138.13	ENSACAG00000015236.3
OG0004539	ENSG00000183067.5	ENSACAG00000028616.1
OG0004540	ENSG00000275018.6, ENSG00000276876.4, ENSG00000196132.14	ENSACAG00000006249.2
OG0004541	ENSG00000182670.13	ENSACAG00000008868.2, ENSACAG00000027720.2
OG0004542	ENSG00000151229.13	ENSACAG00000008170.3
OG0004543	ENSG00000142197.12	ENSACAG00000012567.3
OG0004544	ENSG00000175548.9, ENSG00000139133.7	ENSACAG00000021059.3
OG0004545	ENSG00000159147.18	ENSACAG00000004693.3
OG0004546	ENSG00000163683.12	ENSACAG00000028420.1
OG0004547	ENSG00000164120.14	ENSACAG00000005583.3
OG0004548	ENSG00000109586.12	ENSACAG00000005432.3
OG0004549	ENSG00000263141.5, ENSG00000159086.15	ENSACAG00000003196.2
OG0004551	ENSG00000156256.15	ENSACAG00000001581.2
OG0004552	ENSG00000180613.11	ENSACAG00000010497.3
OG0004553	ENSG00000142192.21	ENSACAG00000014691.3
OG0004554	ENSG00000154654.15	ENSACAG00000009739.2
OG0004555	ENSG00000134852.15	ENSACAG00000009335.3
OG0004556	ENSG00000154642.11	ENSACAG00000014833.2
OG0004557	ENSG00000174799.11	ENSACAG00000009137.3
OG0004558	ENSG00000128050.8	ENSACAG00000008896.3
OG0004559	ENSG00000198791.12	ENSACAG00000006256.2
OG0004560	ENSG00000067955.15	ENSACAG00000013211.3
OG0004561	ENSG00000104213.13	ENSACAG00000006536.3
OG0004562	ENSG00000169379.16	ENSACAG00000000523.2
OG0004563	ENSG00000154556.18	ENSACAG00000001791.3
OG0004564	ENSG00000154553.15	ENSACAG00000002047.3
OG0004565	ENSG00000164306.11	ENSACAG00000002700.2
OG0004566	ENSG00000168310.11	ENSACAG00000002786.3
OG0004567	ENSG00000196776.16	ENSACAG00000029246.1
OG0004568	ENSG00000129128.13	ENSACAG00000005945.3
OG0004569	ENSG00000170017.12	ENSACAG00000006325.3
OG0004570	ENSG00000150628.7	ENSACAG00000005859.3
OG0004571	ENSG00000114391.13	ENSACAG00000012029.2
OG0004572	ENSG00000164164.17	ENSACAG00000003512.3
OG0004574	ENSG00000174173.7	ENSACAG00000011903.3
OG0004575	ENSG00000138468.16	ENSACAG00000011843.3
OG0004576	ENSG00000080819.9	ENSACAG00000010834.3
OG0004577	ENSG00000164136.17	ENSACAG00000028882.1
OG0004578	ENSG00000153130.17	ENSACAG00000002288.3
OG0004579	ENSG00000117477.12	ENSACAG00000010560.3
OG0004580	ENSG00000151012.13	ENSACAG00000001704.3
OG0004581	ENSG00000109756.9	ENSACAG00000016320.3
OG0004582	ENSG00000164125.15	ENSACAG00000016612.2
OG0004583	ENSG00000151962.8	ENSACAG00000015599.3
OG0004584	ENSG00000073910.22	ENSACAG00000004728.3
OG0004585	ENSG00000137462.8	ENSACAG00000021135.2, ENSACAG00000023058.2
OG0004586	ENSG00000102781.14	ENSACAG00000005119.2
OG0004587	ENSG00000151623.15	ENSACAG00000003612.3
OG0004588	ENSG00000164167.12	ENSACAG00000004004.3
OG0004589	ENSG00000164074.15	ENSACAG00000011438.3
OG0004590	ENSG00000142731.11	ENSACAG00000011556.2
OG0004591	ENSG00000164066.13	ENSACAG00000011943.3
OG0004592	ENSG00000150459.12	ENSACAG00000002713.2
OG0004593	ENSG00000138688.15	ENSACAG00000011989.3
OG0004594	ENSG00000205863.11, ENSG00000240654.6	ENSACAG00000003210.1
OG0004595	ENSG00000152402.10	ENSACAG00000011056.3
OG0004596	ENSG00000138798.13	ENSACAG00000010153.3
OG0004597	ENSG00000168876.9	ENSACAG00000014101.3
OG0004598	ENSG00000020922.12	ENSACAG00000014110.3
OG0004599	ENSG00000284057.1, ENSG00000042429.12	ENSACAG00000014462.3
OG0004600	ENSG00000163291.14	ENSACAG00000006437.3
OG0004601	ENSG00000118816.10	ENSACAG00000012214.3
OG0004602	ENSG00000138760.10	ENSACAG00000012553.2
OG0004603	ENSG00000073921.18	ENSACAG00000002037.3
OG0004604	ENSG00000150676.12	ENSACAG00000002001.3
OG0004605	ENSG00000134363.12	ENSACAG00000015537.3
OG0004606	ENSG00000086189.10	ENSACAG00000008504.3
OG0004607	ENSG00000049167.14	ENSACAG00000008899.3
OG0004608	ENSG00000112851.14	ENSACAG00000016015.3, ENSACAG00000026999.2
OG0004609	ENSG00000069020.18	ENSACAG00000016206.3
OG0004610	ENSG00000122008.15	ENSACAG00000008458.3
OG0004611	ENSG00000113161.16	ENSACAG00000008698.3
OG0004612	ENSG00000164347.18	ENSACAG00000009011.3
OG0004613	ENSG00000049883.15	ENSACAG00000009747.3
OG0004614	ENSG00000152942.19, ENSG00000276618.4	ENSACAG00000010254.3
OG0004615	ENSG00000152380.10	ENSACAG00000010503.2
OG0004616	ENSG00000131732.12	ENSACAG00000010965.3
OG0004617	ENSG00000145715.15	ENSACAG00000000769.3
OG0004618	ENSG00000134480.15	ENSACAG00000000627.3
OG0004619	ENSG00000113369.9	ENSACAG00000013384.3
OG0004620	ENSG00000058729.11	ENSACAG00000011858.3
OG0004621	ENSG00000153922.10	ENSACAG00000011210.3
OG0004622	ENSG00000267303.1, ENSG00000161847.14	ENSACAG00000008386.3
OG0004623	ENSG00000105401.9	ENSACAG00000008650.3
OG0004624	ENSG00000104957.14	ENSACAG00000009171.3
OG0004625	ENSG00000135069.14	ENSACAG00000006074.3
OG0004626	ENSG00000198963.11	ENSACAG00000005205.3
OG0004627	ENSG00000198887.9	ENSACAG00000000931.3
OG0004628	ENSG00000278608.1, ENSG00000165072.10	ENSACAG00000000946.3
OG0004629	ENSG00000096968.13	ENSACAG00000003673.3
OG0004630	ENSG00000107020.10	ENSACAG00000003966.3
OG0004631	ENSG00000147854.17	ENSACAG00000004142.3
OG0004632	ENSG00000258790.1, ENSG00000100890.16	ENSACAG00000001929.2
OG0004633	ENSG00000165185.14	ENSACAG00000017372.2
OG0004634	ENSG00000148153.14	ENSACAG00000017374.3
OG0004635	ENSG00000119457.8	ENSACAG00000017402.3
OG0004636	ENSG00000157654.19	ENSACAG00000017412.3
OG0004637	ENSG00000147883.12, ENSG00000147889.17	ENSACAG00000017544.3
OG0004638	ENSG00000264545.2, ENSG00000099810.21	ENSACAG00000017549.3
OG0004639	ENSG00000188352.12	ENSACAG00000017585.3
OG0004640	ENSG00000137145.20	ENSACAG00000017643.3
OG0004641	ENSG00000147872.10	ENSACAG00000017672.3
OG0004642	ENSG00000155827.12	ENSACAG00000010843.3, ENSACAG00000014960.3
OG0004643	ENSG00000165807.8	ENSACAG00000028819.1
OG0004644	ENSG00000054654.17	ENSACAG00000015900.2
OG0004645	ENSG00000285281.2, ENSG00000126821.8	ENSACAG00000016008.2
OG0004646	ENSG00000078061.13	ENSACAG00000011249.3
OG0004647	ENSG00000088808.18	ENSACAG00000010785.2
OG0004648	ENSG00000256500.5	ENSACAG00000010630.3
OG0004649	ENSG00000205078.6, ENSG00000171772.16	ENSACAG00000006080.3
OG0004650	ENSG00000139626.16	ENSACAG00000006931.3
OG0004651	ENSG00000276416.3, ENSG00000133958.13	ENSACAG00000008667.3
OG0004652	ENSG00000165929.13, ENSG00000276776.4	ENSACAG00000009486.3
OG0004653	ENSG00000267281.2, ENSG00000170653.19	ENSACAG00000001199.3
OG0004654	ENSG00000175445.17	ENSACAG00000013870.3
OG0004655	ENSG00000156011.17	ENSACAG00000014078.3
OG0004656	ENSG00000054983.17	ENSACAG00000013365.3
OG0004657	ENSG00000100629.17	ENSACAG00000017371.3
OG0004658	ENSG00000119638.13	ENSACAG00000016850.3
OG0004659	ENSG00000119684.15	ENSACAG00000016842.2
OG0004660	ENSG00000165898.14	ENSACAG00000016482.3
OG0004661	ENSG00000119614.3	ENSACAG00000016343.2
OG0004662	ENSG00000187266.14	ENSACAG00000016886.3
OG0004663	ENSG00000156050.10	ENSACAG00000016157.3
OG0004664	ENSG00000119725.19	ENSACAG00000016111.3
OG0004665	ENSG00000281931.1, ENSG00000166922.8, ENSG00000277614.1	ENSACAG00000015837.2
OG0004666	ENSG00000134152.11	ENSACAG00000015339.3
OG0004667	ENSG00000152229.18	ENSACAG00000012789.3
OG0004668	ENSG00000100767.16	ENSACAG00000016156.3
OG0004669	ENSG00000137842.7	ENSACAG00000015947.3
OG0004670	ENSG00000137814.11	ENSACAG00000015744.3
OG0004671	ENSG00000092531.10	ENSACAG00000015685.3
OG0004672	ENSG00000103994.17	ENSACAG00000015649.3
OG0004673	ENSG00000243789.11	ENSACAG00000014670.3
OG0004674	ENSG00000103932.12	ENSACAG00000013988.3
OG0004675	ENSG00000137806.9	ENSACAG00000003735.2
OG0004676	ENSG00000128908.17	ENSACAG00000003531.3
OG0004677	ENSG00000175224.16	ENSACAG00000003943.3
OG0004678	ENSG00000175220.12	ENSACAG00000003876.3
OG0004679	ENSG00000149182.15	ENSACAG00000003243.2
OG0004680	ENSG00000160211.19	ENSACAG00000012437.3
OG0004681	ENSG00000102125.16	ENSACAG00000012677.3
OG0004682	ENSG00000285206.2, ENSG00000110536.14	ENSACAG00000002085.3
OG0004683	ENSG00000161813.22	ENSACAG00000017133.3
OG0004684	ENSG00000284900.2, ENSG00000123444.14	ENSACAG00000002052.3
OG0004685	ENSG00000284838.2, ENSG00000172247.4	ENSACAG00000001958.2
OG0004686	ENSG00000110881.11	ENSACAG00000016987.3
OG0004687	ENSG00000123395.14	ENSACAG00000016773.3
OG0004688	ENSG00000166181.13	ENSACAG00000015675.3
OG0004689	ENSG00000177054.14	ENSACAG00000028725.1
OG0004690	ENSG00000257727.6, ENSG00000144785.8	ENSACAG00000007638.3
OG0004691	ENSG00000135378.4	ENSACAG00000029540.1
OG0004692	ENSG00000205339.10	ENSACAG00000009452.3
OG0004693	ENSG00000188487.11	ENSACAG00000027252.2, ENSACAG00000012740.3
OG0004694	ENSG00000110696.10	ENSACAG00000000042.2
OG0004695	ENSG00000129152.4	ENSACAG00000000054.3
OG0004696	ENSG00000129167.9	ENSACAG00000000057.3
OG0004697	ENSG00000166788.10	ENSACAG00000000058.2
OG0004698	ENSG00000288445.2, ENSG00000110756.18	ENSACAG00000000059.3
OG0004699	ENSG00000183527.12	ENSACAG00000000071.2
OG0004700	ENSG00000278191.4, ENSG00000110619.17	ENSACAG00000000073.2
