Orthogroup	H_sapiens.pep	M_musculus.pep
OG0008342	ENSG00000166509.12	ENSMUSG00000008874.3
OG0008343	ENSG00000128266.9	ENSMUSG00000040009.6
OG0008344	ENSG00000213085.10	ENSMUSG00000026546.16
OG0008345	ENSG00000071127.17	ENSMUSG00000005103.12
OG0008346	ENSG00000173198.6	ENSMUSG00000052821.3
OG0008347	ENSG00000129295.9	ENSMUSG00000022375.6
OG0008348	ENSG00000104221.13	ENSMUSG00000031487.5
OG0008349	ENSG00000156675.16	ENSMUSG00000031488.14
OG0008351	ENSG00000091409.15	ENSMUSG00000027111.16
OG0008352	ENSG00000100567.13	ENSMUSG00000060073.9
OG0008353	ENSG00000131944.10	ENSMUSG00000030493.13
OG0008354	ENSG00000183688.4, ENSG00000283979.1	ENSMUSG00000020846.6
OG0008355	ENSG00000115844.11	ENSMUSG00000023391.8
OG0008356	ENSG00000172878.14	ENSMUSG00000041921.16
OG0008357	ENSG00000021488.13	ENSMUSG00000030492.16
OG0008358	ENSG00000168994.13	ENSMUSG00000021411.16
OG0008359	ENSG00000163132.8	ENSMUSG00000048450.10
OG0008360	ENSG00000173809.18	ENSMUSG00000030491.16
OG0008361	ENSG00000100578.17	ENSMUSG00000034601.17
OG0008362	ENSG00000186326.4	ENSMUSG00000056043.5
OG0008363	ENSG00000171860.5	ENSMUSG00000040552.8
OG0008364	ENSG00000165617.14	ENSMUSG00000044548.11
OG0008365	ENSG00000198650.11	ENSMUSG00000001670.13
OG0008366	ENSG00000155926.14	ENSMUSG00000022372.14
OG0008367	ENSG00000206072.12	ENSMUSG00000026327.8
OG0008368	ENSG00000104415.14	ENSMUSG00000005124.10
OG0008369	ENSG00000115806.13	ENSMUSG00000014959.12
OG0008370	ENSG00000206075.14	ENSMUSG00000067006.12
OG0008371	ENSG00000110324.10	ENSMUSG00000032089.16
OG0008372	ENSG00000125089.17	ENSMUSG00000036553.16
OG0008373	ENSG00000224470.8	ENSMUSG00000069895.4
OG0008374	ENSG00000105887.11	ENSMUSG00000029840.8
OG0008375	ENSG00000189320.9	ENSMUSG00000047420.8
OG0008376	ENSG00000119537.18	ENSMUSG00000009905.5
OG0008377	ENSG00000158796.17	ENSMUSG00000013973.12
OG0008378	ENSG00000164707.15	ENSMUSG00000029843.4
OG0008379	ENSG00000008513.16	ENSMUSG00000013846.10
OG0008380	ENSG00000126432.14	ENSMUSG00000024953.17
OG0008381	ENSG00000234857.2, ENSG00000214753.4	ENSMUSG00000071659.4
OG0008382	ENSG00000085382.12	ENSMUSG00000038822.15
OG0008383	ENSG00000066827.16	ENSMUSG00000022335.17
OG0008384	ENSG00000162222.14	ENSMUSG00000071660.10
OG0008385	ENSG00000094914.14	ENSMUSG00000036678.8
OG0008386	ENSG00000170325.14	ENSMUSG00000042496.18
OG0008387	ENSG00000139637.14	ENSMUSG00000001285.12
OG0008388	ENSG00000072310.17	ENSMUSG00000020538.15
OG0008389	ENSG00000177981.11	ENSMUSG00000048175.13
OG0008390	ENSG00000155897.10	ENSMUSG00000022376.8
OG0008391	ENSG00000124160.12	ENSMUSG00000039804.15
OG0008392	ENSG00000140836.17	ENSMUSG00000038872.10
OG0008393	ENSG00000175920.18	ENSMUSG00000044716.12
OG0008394	ENSG00000149418.11	ENSMUSG00000031995.9
OG0008395	ENSG00000177374.13	ENSMUSG00000043099.4
OG0008396	ENSG00000108551.5	ENSMUSG00000049892.7
OG0008397	ENSG00000196323.14	ENSMUSG00000047412.16
OG0008398	ENSG00000188981.11	ENSMUSG00000051246.3
OG0008399	ENSG00000172638.13	ENSMUSG00000024909.15
OG0008400	ENSG00000134917.10	ENSMUSG00000031994.13
OG0008401	ENSG00000154803.13	ENSMUSG00000032633.12
OG0008402	ENSG00000169972.12	ENSMUSG00000051557.15
OG0008403	ENSG00000166106.3	ENSMUSG00000033453.8
OG0008404	ENSG00000119231.11	ENSMUSG00000022772.12
OG0008405	ENSG00000079387.14	ENSMUSG00000033075.17
OG0008406	ENSG00000173334.4	ENSMUSG00000032501.9
OG0008407	ENSG00000080854.15	ENSMUSG00000034275.18
OG0008408	ENSG00000164961.16	ENSMUSG00000022350.7
OG0008409	ENSG00000043039.7	ENSMUSG00000032033.11
OG0008410	ENSG00000146540.15	ENSMUSG00000053553.11
OG0008411	ENSG00000111011.18	ENSMUSG00000029422.15
OG0008412	ENSG00000120457.12	ENSMUSG00000032034.6
OG0008413	ENSG00000050628.20	ENSMUSG00000040016.16
OG0008414	ENSG00000104549.12	ENSMUSG00000022351.14
OG0008415	ENSG00000162620.16	ENSMUSG00000028182.14
OG0008416	ENSG00000116783.15, ENSG00000259030.7	ENSMUSG00000040086.13
OG0008417	ENSG00000151164.18	ENSMUSG00000038569.13
OG0008418	ENSG00000196850.6	ENSMUSG00000038582.15
OG0008419	ENSG00000204852.16	ENSMUSG00000038593.18
OG0008420	ENSG00000162623.16	ENSMUSG00000047583.9
OG0008421	ENSG00000164983.7	ENSMUSG00000062373.8
OG0008422	ENSG00000117054.13	ENSMUSG00000062908.12
OG0008423	ENSG00000111249.14	ENSMUSG00000042589.18
OG0008424	ENSG00000100503.24	ENSMUSG00000021068.17
OG0008425	ENSG00000169129.15	ENSMUSG00000025083.18
OG0008426	ENSG00000057468.7	ENSMUSG00000005493.15
OG0008427	ENSG00000166311.10	ENSMUSG00000037049.9
OG0008428	ENSG00000141161.11	ENSMUSG00000018845.14
OG0008429	ENSG00000184005.11	ENSMUSG00000052544.9
OG0008430	ENSG00000117069.15	ENSMUSG00000039037.5
OG0008431	ENSG00000132122.12	ENSMUSG00000034401.16
OG0008432	ENSG00000068366.20	ENSMUSG00000031278.12
OG0008433	ENSG00000204842.18	ENSMUSG00000042605.16
OG0008434	ENSG00000181195.11	ENSMUSG00000045573.9
OG0008435	ENSG00000077254.14	ENSMUSG00000025437.15
OG0008436	ENSG00000116329.11	ENSMUSG00000050511.1
OG0008437	ENSG00000180198.16	ENSMUSG00000028896.13
OG0008438	ENSG00000103152.11	ENSMUSG00000020287.15
OG0008439	ENSG00000089234.16	ENSMUSG00000029458.14
OG0008440	ENSG00000164758.7	ENSMUSG00000038622.8
OG0008441	ENSG00000123473.15	ENSMUSG00000028718.16
OG0008442	ENSG00000081913.14	ENSMUSG00000044340.7
OG0008443	ENSG00000204406.13	ENSMUSG00000036792.12
OG0008444	ENSG00000164754.15	ENSMUSG00000022314.10
OG0008445	ENSG00000143228.13	ENSMUSG00000026683.14
OG0008446	ENSG00000205090.9	ENSMUSG00000084845.9
OG0008447	ENSG00000162366.8	ENSMUSG00000028716.15
OG0008448	ENSG00000141664.10	ENSMUSG00000038866.15
OG0008449	ENSG00000213380.15	ENSMUSG00000031916.17
OG0008450	ENSG00000147679.12	ENSMUSG00000022313.10
OG0008451	ENSG00000141655.17	ENSMUSG00000026321.7
OG0008452	ENSG00000121989.15	ENSMUSG00000052155.5
OG0008453	ENSG00000187664.9	ENSMUSG00000007594.10
OG0008454	ENSG00000113763.12	ENSMUSG00000025876.15
OG0008455	ENSG00000147677.11	ENSMUSG00000022312.11
OG0008456	ENSG00000162616.9	ENSMUSG00000028035.13
OG0008457	ENSG00000130287.14	ENSMUSG00000002341.8
OG0008458	ENSG00000197070.14	ENSMUSG00000026972.15
OG0008459	ENSG00000103460.17	ENSMUSG00000043668.13
OG0008460	ENSG00000197563.11	ENSMUSG00000056536.14
OG0008461	ENSG00000074317.11	ENSMUSG00000034891.13
OG0008462	ENSG00000162618.15	ENSMUSG00000039167.12
OG0008463	ENSG00000181019.13	ENSMUSG00000003849.8
OG0008464	ENSG00000176641.11	ENSMUSG00000047496.6
OG0008465	ENSG00000147231.14	ENSMUSG00000042498.16
OG0008466	ENSG00000083799.17	ENSMUSG00000036712.15
OG0008467	ENSG00000101542.10	ENSMUSG00000050840.8
OG0008468	ENSG00000136270.14	ENSMUSG00000000384.15
OG0008469	ENSG00000171608.16	ENSMUSG00000039936.18
OG0008470	ENSG00000167208.15	ENSMUSG00000031662.8
OG0008471	ENSG00000140807.7	ENSMUSG00000031661.12
OG0008472	ENSG00000103035.11	ENSMUSG00000039067.5
OG0008473	ENSG00000164794.9	ENSMUSG00000022342.6
OG0008474	ENSG00000110660.15	ENSMUSG00000042195.9
OG0008475	ENSG00000075239.14	ENSMUSG00000032047.5
OG0008476	ENSG00000120526.11	ENSMUSG00000038736.10
OG0008477	ENSG00000121274.13	ENSMUSG00000036779.12
OG0008478	ENSG00000155393.13	ENSMUSG00000031657.16
OG0008479	ENSG00000108175.17	ENSMUSG00000007817.15
OG0008480	ENSG00000285493.1, ENSG00000129535.12	ENSMUSG00000040632.16
OG0008481	ENSG00000177917.10	ENSMUSG00000026960.6
OG0008482	ENSG00000104408.10	ENSMUSG00000022336.3
OG0008483	ENSG00000115211.15	ENSMUSG00000029145.12
OG0008484	ENSG00000261371.6	ENSMUSG00000020717.19
OG0008485	ENSG00000117155.16	ENSMUSG00000036825.12
OG0008486	ENSG00000149633.12	ENSMUSG00000037813.13
OG0008487	ENSG00000185917.13	ENSMUSG00000022948.16
OG0008488	ENSG00000159658.12	ENSMUSG00000034210.14
OG0008489	ENSG00000160087.20	ENSMUSG00000023286.16
OG0008490	ENSG00000141034.10	ENSMUSG00000018415.14
OG0008491	ENSG00000123472.12	ENSMUSG00000028710.18
OG0008492	ENSG00000170396.8	ENSMUSG00000070866.4
OG0008493	ENSG00000116871.15	ENSMUSG00000028849.17
OG0008494	ENSG00000089351.14	ENSMUSG00000001248.15
OG0008495	ENSG00000154188.10	ENSMUSG00000022309.9
OG0008496	ENSG00000100124.15	ENSMUSG00000033055.12
OG0008497	ENSG00000165678.21	ENSMUSG00000041028.16
OG0008498	ENSG00000162999.13	ENSMUSG00000027001.10
OG0008499	ENSG00000116560.11	ENSMUSG00000028820.13
OG0008500	ENSG00000148600.15	ENSMUSG00000021803.10
OG0008501	ENSG00000281221.3, ENSG00000013275.8	ENSMUSG00000030603.16
OG0008502	ENSG00000162643.13	ENSMUSG00000043020.13
OG0008503	ENSG00000104907.12	ENSMUSG00000001909.16
OG0008504	ENSG00000116544.12	ENSMUSG00000042388.14
OG0008505	ENSG00000148604.15	ENSMUSG00000021804.6
OG0008506	ENSG00000100139.13	ENSMUSG00000033039.10
OG0008507	ENSG00000162998.5	ENSMUSG00000027004.3
OG0008508	ENSG00000162642.14	ENSMUSG00000036873.13
OG0008509	ENSG00000186918.14	ENSMUSG00000034522.10
OG0008510	ENSG00000142867.14	ENSMUSG00000028191.11
OG0008511	ENSG00000115145.10	ENSMUSG00000055371.17
OG0008512	ENSG00000187714.7	ENSMUSG00000100241.1
OG0008514	ENSG00000124370.11	ENSMUSG00000033429.10
OG0008515	ENSG00000128346.11	ENSMUSG00000033029.12
OG0008516	ENSG00000138092.11	ENSMUSG00000020652.17
OG0008517	ENSG00000142871.17	ENSMUSG00000028195.4
OG0008518	ENSG00000138031.14	ENSMUSG00000020654.15
OG0008519	ENSG00000077232.18	ENSMUSG00000027006.13
OG0008520	ENSG00000100142.15	ENSMUSG00000033020.7
OG0008521	ENSG00000070748.18	ENSMUSG00000021919.8
OG0008522	ENSG00000132004.13	ENSMUSG00000008167.14
OG0008523	ENSG00000169946.14	ENSMUSG00000022306.9
OG0008524	ENSG00000012232.9	ENSMUSG00000021978.9
OG0008525	ENSG00000105695.15	ENSMUSG00000036634.15
OG0008526	ENSG00000104299.15	ENSMUSG00000021975.8
OG0008527	ENSG00000100146.18	ENSMUSG00000033006.10
OG0008528	ENSG00000175175.6	ENSMUSG00000046442.4
OG0008529	ENSG00000100151.16	ENSMUSG00000068206.13
OG0008530	ENSG00000123144.11	ENSMUSG00000041203.9
OG0008531	ENSG00000198356.12	ENSMUSG00000052456.9
OG0008532	ENSG00000140450.9	ENSMUSG00000042659.15
OG0008533	ENSG00000186575.18	ENSMUSG00000009073.16
OG0008534	ENSG00000273079.5	ENSMUSG00000030209.14
OG0008535	ENSG00000283597.2	ENSMUSG00000074071.11
OG0008536	ENSG00000185043.12	ENSMUSG00000030538.15
OG0008537	ENSG00000128298.17	ENSMUSG00000018126.15
OG0008538	ENSG00000138434.17	ENSMUSG00000027007.16
OG0008539	ENSG00000134531.10	ENSMUSG00000030208.15
OG0008540	ENSG00000108395.14	ENSMUSG00000018548.15
OG0008541	ENSG00000100296.13	ENSMUSG00000034274.11
OG0008542	ENSG00000114999.8	ENSMUSG00000027394.13
OG0008543	ENSG00000184381.20	ENSMUSG00000042632.17
OG0008544	ENSG00000275746.1, ENSG00000169926.11	ENSMUSG00000052040.10
OG0008545	ENSG00000169918.9	ENSMUSG00000033510.14
OG0008546	ENSG00000084444.14	ENSMUSG00000030207.15
OG0008547	ENSG00000157856.12	ENSMUSG00000073102.7
OG0008548	ENSG00000188177.14	ENSMUSG00000042851.17
OG0008549	ENSG00000204175.5	ENSMUSG00000071531.3
OG0008550	ENSG00000113312.11	ENSMUSG00000041278.10
OG0008551	ENSG00000185022.12	ENSMUSG00000042622.14
OG0008552	ENSG00000103528.17	ENSMUSG00000058420.8
OG0008553	ENSG00000153208.17	ENSMUSG00000014361.5
OG0008554	ENSG00000135083.15	ENSMUSG00000044707.7
OG0008555	ENSG00000168135.4	ENSMUSG00000044216.7
OG0008556	ENSG00000112799.9	ENSMUSG00000021423.6
OG0008557	ENSG00000124782.20	ENSMUSG00000039087.17
OG0008558	ENSG00000219438.8	ENSMUSG00000054863.9
OG0008559	ENSG00000179023.8	ENSMUSG00000078234.6
OG0008560	ENSG00000188322.7	ENSMUSG00000042978.11
OG0008561	ENSG00000197461.13	ENSMUSG00000025856.15
OG0008562	ENSG00000124784.9	ENSMUSG00000021428.9
OG0008563	ENSG00000099995.19	ENSMUSG00000002129.11
OG0008564	ENSG00000155096.14	ENSMUSG00000037458.15
OG0008565	ENSG00000122367.19	ENSMUSG00000021798.14
OG0008566	ENSG00000069667.16	ENSMUSG00000032238.17
OG0008567	ENSG00000158417.11	ENSMUSG00000026083.12
OG0008568	ENSG00000156711.17	ENSMUSG00000004864.13
OG0008569	ENSG00000142684.9	ENSMUSG00000028840.10
OG0008570	ENSG00000116198.13	ENSMUSG00000039523.16
OG0008571	ENSG00000155090.15	ENSMUSG00000037465.10
OG0008572	ENSG00000141198.16	ENSMUSG00000020541.12
OG0008573	ENSG00000142675.18	ENSMUSG00000028841.14
OG0008574	ENSG00000169598.15	ENSMUSG00000029027.9
OG0008575	ENSG00000172270.20	ENSMUSG00000023175.15
OG0008576	ENSG00000166263.13	ENSMUSG00000020546.14
OG0008577	ENSG00000140522.12	ENSMUSG00000039194.16
OG0008578	ENSG00000115944.15	ENSMUSG00000024248.14
OG0008579	ENSG00000135945.10	ENSMUSG00000026082.11
OG0008580	ENSG00000104517.13	ENSMUSG00000037487.7
OG0008581	ENSG00000142669.15	ENSMUSG00000028843.8
OG0008582	ENSG00000108924.14	ENSMUSG00000003949.16
OG0008583	ENSG00000158062.20	ENSMUSG00000012126.16
OG0008584	ENSG00000176092.15	ENSMUSG00000012123.17
OG0008585	ENSG00000089692.9	ENSMUSG00000030124.2
OG0008586	ENSG00000140455.17	ENSMUSG00000032376.12
OG0008587	ENSG00000250510.8	ENSMUSG00000038390.11
OG0008588	ENSG00000117682.17	ENSMUSG00000012117.13
OG0008589	ENSG00000170500.13	ENSMUSG00000048814.11
OG0008590	ENSG00000096063.16	ENSMUSG00000004865.16
OG0008591	ENSG00000115526.11	ENSMUSG00000026080.13
OG0008592	ENSG00000109016.17	ENSMUSG00000042569.13
OG0008593	ENSG00000162882.15	ENSMUSG00000000673.9
OG0008594	ENSG00000100036.13	ENSMUSG00000048807.2
OG0008595	ENSG00000140519.14	ENSMUSG00000030549.6
OG0008596	ENSG00000178307.9	ENSMUSG00000043284.12
OG0008597	ENSG00000137392.10	ENSMUSG00000024225.5
OG0008598	ENSG00000152518.8	ENSMUSG00000045817.8
OG0008599	ENSG00000167202.11	ENSMUSG00000037410.13
OG0008600	ENSG00000124535.16	ENSMUSG00000021400.8
OG0008601	ENSG00000184792.16	ENSMUSG00000020435.17
OG0008602	ENSG00000140534.14	ENSMUSG00000046591.10
OG0008603	ENSG00000074410.14	ENSMUSG00000032373.15
OG0008604	ENSG00000106236.4	ENSMUSG00000059991.7
OG0008605	ENSG00000178662.16	ENSMUSG00000044647.16
OG0008606	ENSG00000022567.9	ENSMUSG00000079020.9
OG0008607	ENSG00000166813.15	ENSMUSG00000050382.14
OG0008608	ENSG00000111669.15	ENSMUSG00000023456.15
OG0008609	ENSG00000152527.14	ENSMUSG00000040852.6
OG0008610	ENSG00000175283.8	ENSMUSG00000075419.4
OG0008611	ENSG00000002822.15	ENSMUSG00000029554.15
OG0008612	ENSG00000162571.14	ENSMUSG00000029074.14
OG0008613	ENSG00000172345.14	ENSMUSG00000046027.17
OG0008614	ENSG00000157778.9	ENSMUSG00000029551.13
OG0008615	ENSG00000197457.10	ENSMUSG00000027581.12
OG0008617	ENSG00000111678.11	ENSMUSG00000072772.3
OG0008618	ENSG00000065548.18	ENSMUSG00000027091.14
OG0008619	ENSG00000101246.20	ENSMUSG00000038671.15
OG0008620	ENSG00000123453.18	ENSMUSG00000009614.16
OG0008621	ENSG00000138448.12	ENSMUSG00000027087.11
OG0008622	ENSG00000136824.19	ENSMUSG00000028312.19
OG0008623	ENSG00000138095.19	ENSMUSG00000024120.12
OG0008624	ENSG00000164850.15	ENSMUSG00000053647.4
OG0008625	ENSG00000164849.10	ENSMUSG00000044197.8
OG0008626	ENSG00000137845.15	ENSMUSG00000054693.14
OG0008627	ENSG00000163755.9	ENSMUSG00000027615.14
OG0008628	ENSG00000187848.15	ENSMUSG00000029503.16
OG0008629	ENSG00000065000.18	ENSMUSG00000020198.8
OG0008630	ENSG00000215021.9	ENSMUSG00000004264.17
OG0008631	ENSG00000104472.10	ENSMUSG00000068391.8
OG0008632	ENSG00000217236.2	ENSMUSG00000068859.5
OG0008633	ENSG00000166035.11	ENSMUSG00000032207.10
OG0008634	ENSG00000167632.16	ENSMUSG00000047921.17
OG0008635	ENSG00000166963.13	ENSMUSG00000027254.13
OG0008636	ENSG00000166762.18	ENSMUSG00000033486.14
OG0008637	ENSG00000059769.20	ENSMUSG00000070972.13
OG0008638	ENSG00000242616.4	ENSMUSG00000038607.12
OG0008639	ENSG00000065268.10	ENSMUSG00000035754.8
OG0008640	ENSG00000198836.10	ENSMUSG00000038084.16
OG0008641	ENSG00000092853.14	ENSMUSG00000042489.15
OG0008642	ENSG00000142686.8	ENSMUSG00000073755.4
OG0008643	ENSG00000126067.12	ENSMUSG00000028837.8
OG0008644	ENSG00000101391.21	ENSMUSG00000027487.11
OG0008645	ENSG00000172061.8	ENSMUSG00000052316.9
OG0008646	ENSG00000116819.8	ENSMUSG00000042477.7
OG0008647	ENSG00000158805.12	ENSMUSG00000001065.15
OG0008648	ENSG00000155304.6	ENSMUSG00000032932.15
OG0008649	ENSG00000167447.12	ENSMUSG00000020495.13
OG0008650	ENSG00000155307.18	ENSMUSG00000022876.18
OG0008651	ENSG00000088756.12	ENSMUSG00000024043.13
OG0008652	ENSG00000112539.15	ENSMUSG00000023873.13
OG0008653	ENSG00000169436.17	ENSMUSG00000079022.10
OG0008654	ENSG00000180530.11	ENSMUSG00000048490.14
OG0008655	ENSG00000103241.7	ENSMUSG00000042812.5
OG0008656	ENSG00000187961.14	ENSMUSG00000078485.3
OG0008657	ENSG00000136842.14	ENSMUSG00000028328.13
OG0008658	ENSG00000101680.15	ENSMUSG00000032796.8
OG0008659	ENSG00000080007.8	ENSMUSG00000070291.4
OG0008660	ENSG00000206422.2	ENSMUSG00000073375.3
OG0008661	ENSG00000185760.15	ENSMUSG00000028033.16
OG0008662	ENSG00000122756.15	ENSMUSG00000028444.17
OG0008663	ENSG00000137094.14	ENSMUSG00000036052.14
OG0008664	ENSG00000147606.9	ENSMUSG00000040569.13
OG0008665	ENSG00000107581.13	ENSMUSG00000024991.8
OG0008666	ENSG00000105699.16	ENSMUSG00000001247.16
OG0008667	ENSG00000183605.17	ENSMUSG00000063698.9
OG0008668	ENSG00000197283.17, ENSG00000227460.8	ENSMUSG00000067629.13
OG0008669	ENSG00000197256.10	ENSMUSG00000032194.9
OG0008670	ENSG00000159167.12	ENSMUSG00000014813.9
OG0008671	ENSG00000054148.18	ENSMUSG00000036504.6
OG0008672	ENSG00000214309.5	ENSMUSG00000049285.4
OG0008673	ENSG00000164951.16	ENSMUSG00000049225.14
OG0008674	ENSG00000153982.11	ENSMUSG00000061666.6
OG0008675	ENSG00000079112.10	ENSMUSG00000028217.11
OG0008676	ENSG00000164949.8	ENSMUSG00000028214.13
OG0008677	ENSG00000122678.17	ENSMUSG00000020474.11
OG0008678	ENSG00000184508.11	ENSMUSG00000030532.6
OG0008679	ENSG00000179580.10	ENSMUSG00000008482.9
OG0008680	ENSG00000115138.11	ENSMUSG00000020660.6
OG0008681	ENSG00000108506.12	ENSMUSG00000018068.13
OG0008682	ENSG00000162576.16	ENSMUSG00000029070.9
OG0008683	ENSG00000198917.13	ENSMUSG00000039660.16
OG0008684	ENSG00000108510.10	ENSMUSG00000034297.14
OG0008685	ENSG00000156642.17	ENSMUSG00000032336.17
OG0008686	ENSG00000104093.13	ENSMUSG00000041268.17
OG0008687	ENSG00000067365.15	ENSMUSG00000039345.16
OG0008688	ENSG00000214050.8	ENSMUSG00000034532.9
OG0008689	ENSG00000103855.18	ENSMUSG00000035914.11
OG0008690	ENSG00000104290.11	ENSMUSG00000007989.7
OG0008691	ENSG00000205363.5	ENSMUSG00000066607.5
OG0008692	ENSG00000134014.17	ENSMUSG00000022031.6
OG0008693	ENSG00000169231.13	ENSMUSG00000028047.11
OG0008694	ENSG00000186716.21	ENSMUSG00000009681.10
OG0008695	ENSG00000171940.13	ENSMUSG00000052056.14
OG0008696	ENSG00000147162.14	ENSMUSG00000034160.13
OG0008697	ENSG00000156162.16	ENSMUSG00000045205.16
OG0008698	ENSG00000168081.9	ENSMUSG00000045731.6
OG0008699	ENSG00000101115.13	ENSMUSG00000027547.17
OG0008700	ENSG00000049239.12	ENSMUSG00000028980.14
OG0008701	ENSG00000129197.14	ENSMUSG00000018449.12
OG0008702	ENSG00000184857.8	ENSMUSG00000043140.10
OG0008703	ENSG00000159784.17	ENSMUSG00000029861.17
OG0008704	ENSG00000277586.2	ENSMUSG00000022055.7
OG0008705	ENSG00000142549.9	ENSMUSG00000013367.5
OG0008706	ENSG00000186417.14	ENSMUSG00000046167.5
OG0008707	ENSG00000257108.2	ENSMUSG00000090113.7
OG0008708	ENSG00000130414.12	ENSMUSG00000026260.12
OG0008709	ENSG00000108423.15	ENSMUSG00000020513.15
OG0008710	ENSG00000153048.11	ENSMUSG00000008393.9
OG0008711	ENSG00000168288.13	ENSMUSG00000026766.16
OG0008712	ENSG00000100028.12	ENSMUSG00000020180.10
OG0008713	ENSG00000103174.13	ENSMUSG00000023143.10
OG0008714	ENSG00000183578.8	ENSMUSG00000074345.4
OG0008715	ENSG00000141378.14	ENSMUSG00000072582.9
OG0008716	ENSG00000104112.9	ENSMUSG00000032181.7
OG0008717	ENSG00000175414.7	ENSMUSG00000025870.10
OG0008718	ENSG00000115963.13	ENSMUSG00000017144.8
OG0008719	ENSG00000140280.14	ENSMUSG00000032184.5
OG0008720	ENSG00000026559.14	ENSMUSG00000074575.4
OG0008721	ENSG00000099998.17	ENSMUSG00000006344.17
OG0008722	ENSG00000170085.18	ENSMUSG00000043183.18
OG0008723	ENSG00000124217.5	ENSMUSG00000074576.4
OG0008724	ENSG00000175305.17	ENSMUSG00000028212.16
OG0008725	ENSG00000123338.13	ENSMUSG00000022488.9
OG0008726	ENSG00000123609.11	ENSMUSG00000026946.9
OG0008727	ENSG00000105509.10	ENSMUSG00000003665.7
OG0008728	ENSG00000123360.12	ENSMUSG00000022489.6
OG0008729	ENSG00000042062.13	ENSMUSG00000074577.9
OG0008730	ENSG00000164938.14	ENSMUSG00000028211.11
OG0008731	ENSG00000156170.13	ENSMUSG00000050323.14
OG0008732	ENSG00000151748.15	ENSMUSG00000021067.8
OG0008733	ENSG00000123610.5	ENSMUSG00000053475.5
OG0008734	ENSG00000156172.6	ENSMUSG00000059482.15
OG0008735	ENSG00000076382.17	ENSMUSG00000002055.9
OG0008736	ENSG00000162236.12	ENSMUSG00000010110.17
OG0008737	ENSG00000156466.10	ENSMUSG00000051279.2
OG0008738	ENSG00000135426.16	ENSMUSG00000034833.10
OG0008739	ENSG00000196396.10	ENSMUSG00000027540.13
OG0008740	ENSG00000123307.4	ENSMUSG00000048015.4
OG0008741	ENSG00000169562.12	ENSMUSG00000047797.14
OG0008742	ENSG00000109101.7	ENSMUSG00000002057.4
OG0008743	ENSG00000079337.16	ENSMUSG00000022469.17
OG0008744	ENSG00000169439.12	ENSMUSG00000022261.6
OG0008745	ENSG00000166477.13	ENSMUSG00000042487.6
OG0008746	ENSG00000104324.16	ENSMUSG00000039007.10
OG0008747	ENSG00000076351.13	ENSMUSG00000020829.9
OG0008748	ENSG00000104341.17	ENSMUSG00000022257.4
OG0008749	ENSG00000180185.11	ENSMUSG00000045316.5
OG0008750	ENSG00000004139.14	ENSMUSG00000050132.13
OG0008751	ENSG00000162039.15	ENSMUSG00000024155.8
OG0008752	ENSG00000211584.14	ENSMUSG00000081534.3
OG0008753	ENSG00000132561.14	ENSMUSG00000022324.15
OG0008754	ENSG00000103227.18	ENSMUSG00000002279.19
OG0008755	ENSG00000132541.11	ENSMUSG00000022323.11
OG0008756	ENSG00000061273.18	ENSMUSG00000022475.19
OG0008757	ENSG00000084090.13	ENSMUSG00000027367.16
OG0008758	ENSG00000163060.8	ENSMUSG00000024175.2
OG0008759	ENSG00000184164.14	ENSMUSG00000023272.4
OG0008760	ENSG00000104361.10	ENSMUSG00000038879.8
OG0008762	ENSG00000156486.8	ENSMUSG00000050963.7
OG0008763	ENSG00000166924.9	ENSMUSG00000045348.16
OG0008764	ENSG00000155099.8	ENSMUSG00000028221.3
OG0008765	ENSG00000123119.12	ENSMUSG00000040536.15
OG0008766	ENSG00000180694.14	ENSMUSG00000043252.8
OG0008767	ENSG00000104327.7	ENSMUSG00000028222.2
OG0008768	ENSG00000103245.14	ENSMUSG00000002280.11
OG0008769	ENSG00000170855.4	ENSMUSG00000029535.4
OG0008770	ENSG00000110871.15	ENSMUSG00000041733.10
OG0008771	ENSG00000104320.13	ENSMUSG00000028224.14
OG0008772	ENSG00000164823.11	ENSMUSG00000041153.9
OG0008773	ENSG00000167272.11	ENSMUSG00000060152.14
OG0008774	ENSG00000104312.8	ENSMUSG00000041135.15
OG0008775	ENSG00000122971.9	ENSMUSG00000029545.13
OG0008776	ENSG00000157837.16	ENSMUSG00000029550.11
OG0008777	ENSG00000135127.11	ENSMUSG00000041609.16
OG0008778	ENSG00000176623.12	ENSMUSG00000028229.11
OG0008779	ENSG00000089154.11	ENSMUSG00000041638.18
OG0008780	ENSG00000183273.7	ENSMUSG00000043913.14
OG0008781	ENSG00000095485.18	ENSMUSG00000025200.7
OG0008782	ENSG00000185015.8	ENSMUSG00000027555.8
OG0008783	ENSG00000165802.22	ENSMUSG00000006476.19
OG0008784	ENSG00000109787.13	ENSMUSG00000029178.14
OG0008785	ENSG00000184672.12	ENSMUSG00000039717.16
OG0008786	ENSG00000104497.14	ENSMUSG00000027534.16
OG0008787	ENSG00000166578.10	ENSMUSG00000029601.13
OG0008788	ENSG00000109846.9	ENSMUSG00000032060.10
OG0008789	ENSG00000109685.18	ENSMUSG00000057406.16
OG0008790	ENSG00000089225.19	ENSMUSG00000018263.11
OG0008791	ENSG00000185049.16	ENSMUSG00000029111.7
OG0008792	ENSG00000185818.8	ENSMUSG00000048142.9
OG0008793	ENSG00000076641.4	ENSMUSG00000027508.15
