Orthogroup	H_sapiens.pep	C_familiaris.pep
OG0006400	ENSG00000136052.9	ENSCAFG00000001929.4
OG0006401	ENSG00000010270.13	ENSCAFG00000003644.3
OG0006402	ENSG00000136051.14	ENSCAFG00000001894.5
OG0006403	ENSG00000117528.14	ENSCAFG00000020112.5
OG0006404	ENSG00000074590.13	ENSCAFG00000001879.6
OG0006405	ENSG00000166046.11	ENSCAFG00000001873.4
OG0006406	ENSG00000004961.15	ENSCAFG00000011591.4
OG0006407	ENSG00000241127.8	ENSCAFG00000003569.4
OG0006408	ENSG00000065883.16	ENSCAFG00000029250.3
OG0006409	ENSG00000162804.14	ENSCAFG00000012816.5
OG0006410	ENSG00000168303.9	ENSCAFG00000031550.2
OG0006411	ENSG00000175600.15	ENSCAFG00000003556.4
OG0006412	ENSG00000115687.13	ENSCAFG00000012846.4
OG0006413	ENSG00000151135.10	ENSCAFG00000001800.4
OG0006414	ENSG00000138413.13	ENSCAFG00000013617.4
OG0006415	ENSG00000115685.15	ENSCAFG00000028612.2, ENSCAFG00000012867.4
OG0006416	ENSG00000136045.12	ENSCAFG00000001767.4
OG0006417	ENSG00000117569.18	ENSCAFG00000020080.5
OG0006418	ENSG00000162627.17	ENSCAFG00000020058.4
OG0006419	ENSG00000099260.11	ENSCAFG00000020053.4
OG0006420	ENSG00000100234.11	ENSCAFG00000029189.2
OG0006421	ENSG00000156869.13	ENSCAFG00000020052.4
OG0006422	ENSG00000175329.13	ENSCAFG00000001735.4
OG0006423	ENSG00000162688.17	ENSCAFG00000020040.5
OG0006424	ENSG00000100281.14	ENSCAFG00000001732.6
OG0006425	ENSG00000132432.14	ENSCAFG00000003459.4, ENSCAFG00000002706.4
OG0006426	ENSG00000174469.23	ENSCAFG00000003479.4
OG0006427	ENSG00000115694.15	ENSCAFG00000013032.4
OG0006428	ENSG00000122406.14	ENSCAFG00000020150.4
OG0006429	ENSG00000168397.17	ENSCAFG00000013054.4
OG0006430	ENSG00000122484.9	ENSCAFG00000001352.4, ENSCAFG00000020158.4
OG0006431	ENSG00000155660.11	ENSCAFG00000003403.4
OG0006432	ENSG00000165195.15	ENSCAFG00000011921.4
OG0006433	ENSG00000136205.17	ENSCAFG00000012301.4
OG0006434	ENSG00000097046.13	ENSCAFG00000020182.4
OG0006435	ENSG00000164500.6	ENSCAFG00000003358.3
OG0006436	ENSG00000197147.13	ENSCAFG00000024650.3
OG0006437	ENSG00000174640.15	ENSCAFG00000006695.4
OG0006438	ENSG00000100348.10	ENSCAFG00000001553.4
OG0006439	ENSG00000106078.19	ENSCAFG00000003438.4
OG0006440	ENSG00000182923.17	ENSCAFG00000006754.5
OG0006441	ENSG00000100353.18	ENSCAFG00000001544.4
OG0006442	ENSG00000143013.13	ENSCAFG00000020233.4
OG0006443	ENSG00000249915.8	ENSCAFG00000011044.4, ENSCAFG00000049947.1
OG0006444	ENSG00000153936.17	ENSCAFG00000032470.2
OG0006445	ENSG00000113838.13	ENSCAFG00000013533.5
OG0006446	ENSG00000100365.16, ENSG00000275990.3	ENSCAFG00000001522.4
OG0006447	ENSG00000119509.13	ENSCAFG00000002552.5
OG0006448	ENSG00000187045.18	ENSCAFG00000001512.5
OG0006449	ENSG00000106799.13	ENSCAFG00000002528.5
OG0006450	ENSG00000128283.7	ENSCAFG00000001501.4
OG0006451	ENSG00000071539.14	ENSCAFG00000010838.3
OG0006452	ENSG00000100083.19	ENSCAFG00000001496.4
OG0006453	ENSG00000122417.15	ENSCAFG00000020256.5
OG0006454	ENSG00000116678.19	ENSCAFG00000018600.5
OG0006455	ENSG00000100206.10	ENSCAFG00000001391.5
OG0006457	ENSG00000163900.11	ENSCAFG00000013236.2
OG0006458	ENSG00000162437.14	ENSCAFG00000018617.4
OG0006459	ENSG00000100246.13	ENSCAFG00000001370.3
OG0006460	ENSG00000106771.13	ENSCAFG00000002837.6
OG0006461	ENSG00000100324.14	ENSCAFG00000001332.5
OG0006462	ENSG00000088035.18	ENSCAFG00000018706.4
OG0006463	ENSG00000141428.17	ENSCAFG00000029548.2, ENSCAFG00000048001.1
OG0006464	ENSG00000187051.9	ENSCAFG00000030521.2
OG0006465	ENSG00000100351.17	ENSCAFG00000001296.4
OG0006466	ENSG00000172482.5	ENSCAFG00000029684.2, ENSCAFG00000012744.4
OG0006467	ENSG00000173597.9	ENSCAFG00000002871.5
OG0006468	ENSG00000162599.17	ENSCAFG00000023117.3
OG0006469	ENSG00000176209.11	ENSCAFG00000032084.2
OG0006470	ENSG00000185900.10	ENSCAFG00000030110.2
OG0006471	ENSG00000132330.18	ENSCAFG00000012370.5
OG0006472	ENSG00000100393.14	ENSCAFG00000001125.6
OG0006473	ENSG00000204120.14	ENSCAFG00000011484.6
OG0006474	ENSG00000115593.15	ENSCAFG00000007437.4
OG0006475	ENSG00000167074.15	ENSCAFG00000001095.6
OG0006476	ENSG00000281857.3, ENSG00000130561.17	ENSCAFG00000011811.4
OG0006477	ENSG00000100418.8	ENSCAFG00000001046.4
OG0006478	ENSG00000243725.7	ENSCAFG00000019002.3
OG0006480	ENSG00000116221.15	ENSCAFG00000019035.4
OG0006481	ENSG00000157211.11	ENSCAFG00000019055.3
OG0006482	ENSG00000116209.12	ENSCAFG00000019064.5
OG0006483	ENSG00000143028.9	ENSCAFG00000019831.5
OG0006484	ENSG00000162650.16	ENSCAFG00000019829.5
OG0006485	ENSG00000084463.8	ENSCAFG00000012926.4
OG0006486	ENSG00000156097.12	ENSCAFG00000019826.4
OG0006487	ENSG00000111341.10	ENSCAFG00000012963.4
OG0006488	ENSG00000136485.15	ENSCAFG00000012961.4
OG0006489	ENSG00000178171.10	ENSCAFG00000004206.3
OG0006490	ENSG00000080802.18	ENSCAFG00000003223.5
OG0006491	ENSG00000163872.16	ENSCAFG00000011923.5
OG0006492	ENSG00000059573.9	ENSCAFG00000008339.5
OG0006493	ENSG00000120805.14	ENSCAFG00000006992.4
OG0006494	ENSG00000120800.5	ENSCAFG00000006964.4
OG0006495	ENSG00000138185.20	ENSCAFG00000008433.5
OG0006496	ENSG00000119929.13	ENSCAFG00000009524.5
OG0006497	ENSG00000131470.14	ENSCAFG00000014931.3
OG0006498	ENSG00000168679.18	ENSCAFG00000019788.4
OG0006499	ENSG00000107521.19	ENSCAFG00000009367.5
OG0006500	ENSG00000075089.9	ENSCAFG00000006719.4
OG0006501	ENSG00000119943.13	ENSCAFG00000009350.3
OG0006502	ENSG00000131477.11	ENSCAFG00000014799.4
OG0006503	ENSG00000140451.13	ENSCAFG00000017105.4
OG0006504	ENSG00000117395.12	ENSCAFG00000005336.4
OG0006505	ENSG00000066056.14	ENSCAFG00000005288.4
OG0006506	ENSG00000241935.9	ENSCAFG00000009205.5
OG0006507	ENSG00000117399.14	ENSCAFG00000005259.4
OG0006508	ENSG00000066322.15	ENSCAFG00000005245.3
OG0006509	ENSG00000119906.13	ENSCAFG00000009725.4
OG0006510	ENSG00000111145.8	ENSCAFG00000006454.4
OG0006511	ENSG00000138111.14	ENSCAFG00000010201.4
OG0006512	ENSG00000111144.10	ENSCAFG00000006440.4
OG0006513	ENSG00000178922.16	ENSCAFG00000005177.4
OG0006514	ENSG00000188554.14	ENSCAFG00000014592.5
OG0006515	ENSG00000166272.18	ENSCAFG00000010264.5
OG0006516	ENSG00000148795.7	ENSCAFG00000010279.4
OG0006519	ENSG00000180263.14	ENSCAFG00000006273.5
OG0006521	ENSG00000185933.6	ENSCAFG00000010454.4
OG0006522	ENSG00000183128.7	ENSCAFG00000010455.3
OG0006523	ENSG00000184752.13	ENSCAFG00000006232.4
OG0006524	ENSG00000107957.16	ENSCAFG00000010473.5
OG0006525	ENSG00000057704.13	ENSCAFG00000006227.5
OG0006526	ENSG00000117408.11	ENSCAFG00000004875.4
OG0006527	ENSG00000173588.15	ENSCAFG00000006222.4
OG0006528	ENSG00000169372.13	ENSCAFG00000031691.2
OG0006529	ENSG00000117410.14	ENSCAFG00000004854.4
OG0006530	ENSG00000156384.14	ENSCAFG00000031542.2
OG0006531	ENSG00000180336.18	ENSCAFG00000014125.4
OG0006533	ENSG00000139330.5	ENSCAFG00000006134.4
OG0006534	ENSG00000005961.19	ENSCAFG00000014145.4
OG0006535	ENSG00000049130.16	ENSCAFG00000006091.4
OG0006536	ENSG00000139324.12	ENSCAFG00000006060.4
OG0006537	ENSG00000119950.21	ENSCAFG00000010706.5
OG0006538	ENSG00000288208.1, ENSG00000132781.18	ENSCAFG00000004612.4
OG0006539	ENSG00000214447.4	ENSCAFG00000013982.2
OG0006540	ENSG00000133636.11	ENSCAFG00000005976.4
OG0006541	ENSG00000133640.20	ENSCAFG00000028967.2
OG0006542	ENSG00000133773.12	ENSCAFG00000023758.4
OG0006543	ENSG00000176658.17	ENSCAFG00000018370.4
OG0006544	ENSG00000142937.12, ENSG00000288164.1	ENSCAFG00000004745.4
OG0006545	ENSG00000198246.9	ENSCAFG00000014339.3
OG0006546	ENSG00000165899.11	ENSCAFG00000047541.1
OG0006547	ENSG00000086015.22	ENSCAFG00000004390.5
OG0006549	ENSG00000197746.14	ENSCAFG00000014388.4
OG0006550	ENSG00000259753.1, ENSG00000259207.8	ENSCAFG00000013735.5
OG0006551	ENSG00000085998.14	ENSCAFG00000004294.5
OG0006552	ENSG00000085999.13	ENSCAFG00000004272.4
OG0006553	ENSG00000127329.15	ENSCAFG00000000446.5
OG0006554	ENSG00000233954.6	ENSCAFG00000004260.4
OG0006556	ENSG00000197587.11	ENSCAFG00000004231.5
OG0006557	ENSG00000185104.20	ENSCAFG00000024665.3, ENSCAFG00000003903.5
OG0006558	ENSG00000131473.17	ENSCAFG00000015818.5
OG0006559	ENSG00000085832.17	ENSCAFG00000003871.4
OG0006560	ENSG00000148734.8	ENSCAFG00000014038.4
OG0006561	ENSG00000072657.9	ENSCAFG00000000473.4
OG0006562	ENSG00000141756.19	ENSCAFG00000015885.4
OG0006563	ENSG00000111615.14	ENSCAFG00000005665.4
OG0006564	ENSG00000148719.15	ENSCAFG00000014441.4
OG0006565	ENSG00000107745.19	ENSCAFG00000014489.5
OG0006566	ENSG00000004939.15	ENSCAFG00000014228.5
OG0006567	ENSG00000156026.14	ENSCAFG00000014518.5
OG0006568	ENSG00000138308.6	ENSCAFG00000031548.2
OG0006569	ENSG00000108309.14	ENSCAFG00000014197.4
OG0006570	ENSG00000154493.19	ENSCAFG00000013001.5
OG0006571	ENSG00000186908.14	ENSCAFG00000005712.5
OG0006572	ENSG00000067191.16	ENSCAFG00000016510.4
OG0006573	ENSG00000134744.14	ENSCAFG00000003734.6
OG0006574	ENSG00000170430.10	ENSCAFG00000013263.4
OG0006575	ENSG00000249242.8	ENSCAFG00000008979.4
OG0006576	ENSG00000108010.12	ENSCAFG00000013280.4
OG0006577	ENSG00000125686.12	ENSCAFG00000016441.5
OG0006578	ENSG00000171532.5	ENSCAFG00000016407.4
OG0006579	ENSG00000176171.11	ENSCAFG00000024645.3
OG0006580	ENSG00000157184.7	ENSCAFG00000019174.4
OG0006581	ENSG00000161395.14	ENSCAFG00000016359.4
OG0006582	ENSG00000163322.14	ENSCAFG00000009119.5
OG0006584	ENSG00000163319.11	ENSCAFG00000043229.1
OG0006586	ENSG00000165752.17	ENSCAFG00000011107.4
OG0006587	ENSG00000148814.18	ENSCAFG00000011123.4
OG0006588	ENSG00000171813.14	ENSCAFG00000042754.1
OG0006589	ENSG00000138639.18	ENSCAFG00000009320.4
OG0006590	ENSG00000138161.14, ENSG00000286088.1	ENSCAFG00000012609.4
OG0006591	ENSG00000188895.12	ENSCAFG00000016146.4
OG0006592	ENSG00000154473.18	ENSCAFG00000012700.4
OG0006593	ENSG00000158615.9	ENSCAFG00000009651.3
OG0006594	ENSG00000182004.13	ENSCAFG00000049108.1, ENSCAFG00000013727.1
OG0006595	ENSG00000118762.8	ENSCAFG00000009595.4
OG0006596	ENSG00000148848.14	ENSCAFG00000012986.5
OG0006597	ENSG00000064886.14, ENSG00000133048.13	ENSCAFG00000010274.4
OG0006598	ENSG00000138162.19	ENSCAFG00000012494.5
OG0006599	ENSG00000173947.14	ENSCAFG00000019743.4, ENSCAFG00000032137.2
OG0006600	ENSG00000163104.17	ENSCAFG00000010026.5
OG0006601	ENSG00000164663.14	ENSCAFG00000001609.5
OG0006602	ENSG00000120008.16	ENSCAFG00000012327.4
OG0006603	ENSG00000112561.18	ENSCAFG00000001599.5
OG0006604	ENSG00000151929.9	ENSCAFG00000012199.4
OG0006605	ENSG00000151923.17	ENSCAFG00000012171.4
OG0006606	ENSG00000111490.14	ENSCAFG00000000361.5
OG0006607	ENSG00000095970.17	ENSCAFG00000001586.4
OG0006608	ENSG00000033627.16	ENSCAFG00000015017.5
OG0006609	ENSG00000177469.13	ENSCAFG00000028879.2
OG0006610	ENSG00000102780.16	ENSCAFG00000004733.4
OG0006611	ENSG00000183735.10	ENSCAFG00000000356.4
OG0006612	ENSG00000064995.18	ENSCAFG00000001239.4
OG0006613	ENSG00000196821.10	ENSCAFG00000001229.4
OG0006614	ENSG00000161610.1	ENSCAFG00000015615.4
OG0006615	ENSG00000165416.14	ENSCAFG00000004823.4
OG0006616	ENSG00000102837.7	ENSCAFG00000004843.5
OG0006617	ENSG00000061987.16	ENSCAFG00000000333.5
OG0006618	ENSG00000068120.15	ENSCAFG00000014948.5
OG0006619	ENSG00000274768.2, ENSG00000277972.2	ENSCAFG00000030243.2
OG0006620	ENSG00000277303.2, ENSG00000273604.2	ENSCAFG00000016605.4
OG0006621	ENSG00000273608.4, ENSG00000277363.5	ENSCAFG00000016614.6
OG0006622	ENSG00000280165.1, ENSG00000197991.11	ENSCAFG00000004935.3
OG0006623	ENSG00000274211.6, ENSG00000274229.2	ENSCAFG00000016629.4
OG0006624	ENSG00000166896.9, ENSG00000262145.5	ENSCAFG00000000310.5
OG0006625	ENSG00000030110.13	ENSCAFG00000001022.4
OG0006626	ENSG00000124701.5	ENSCAFG00000001575.4
OG0006627	ENSG00000088451.11	ENSCAFG00000005327.4
OG0006628	ENSG00000198933.9	ENSCAFG00000016698.4
OG0006629	ENSG00000125257.16	ENSCAFG00000005433.4
OG0006630	ENSG00000198663.16	ENSCAFG00000001432.4
OG0006631	ENSG00000118564.15	ENSCAFG00000015321.5
OG0006632	ENSG00000108465.15	ENSCAFG00000016819.5
OG0006633	ENSG00000082641.16	ENSCAFG00000023139.4
OG0006634	ENSG00000102595.20	ENSCAFG00000005500.5
OG0006635	ENSG00000135587.9	ENSCAFG00000003816.4
OG0006636	ENSG00000182742.6	ENSCAFG00000016849.4
OG0006637	ENSG00000260027.5	ENSCAFG00000016855.4
OG0006638	ENSG00000170689.10	ENSCAFG00000016867.4
OG0006639	ENSG00000136155.17	ENSCAFG00000005175.5
OG0006640	ENSG00000015153.14	ENSCAFG00000009789.6
OG0006641	ENSG00000283208.2, ENSG00000102805.15	ENSCAFG00000005071.4
OG0006642	ENSG00000136153.20	ENSCAFG00000005061.4
OG0006643	ENSG00000173868.11	ENSCAFG00000016922.4
OG0006645	ENSG00000121104.8	ENSCAFG00000016947.4
OG0006646	ENSG00000116299.17	ENSCAFG00000019851.5
OG0006647	ENSG00000184903.10	ENSCAFG00000003299.4
OG0006648	ENSG00000151552.12	ENSCAFG00000015113.4
OG0006649	ENSG00000077279.18	ENSCAFG00000018179.5
OG0006650	ENSG00000154415.8	ENSCAFG00000003339.3
OG0006651	ENSG00000088386.17	ENSCAFG00000005656.5
OG0006652	ENSG00000135272.10	ENSCAFG00000003393.4
OG0006653	ENSG00000135269.18	ENSCAFG00000003399.5
OG0006654	ENSG00000108588.14	ENSCAFG00000012863.4
OG0006655	ENSG00000154438.8	ENSCAFG00000003419.5
OG0006656	ENSG00000125246.15	ENSCAFG00000031580.2
OG0006657	ENSG00000155363.18	ENSCAFG00000013454.5
OG0006658	ENSG00000134864.10	ENSCAFG00000005857.4
OG0006659	ENSG00000125247.15	ENSCAFG00000005865.4
OG0006660	ENSG00000077800.13	ENSCAFG00000013176.4
OG0006661	ENSG00000102466.15	ENSCAFG00000005926.4
OG0006662	ENSG00000163349.22	ENSCAFG00000009298.5
OG0006663	ENSG00000170638.9	ENSCAFG00000000698.4
OG0006664	ENSG00000197323.12	ENSCAFG00000009442.4
OG0006665	ENSG00000183207.14	ENSCAFG00000003844.5
OG0006666	ENSG00000126216.15	ENSCAFG00000006143.3
OG0006667	ENSG00000198765.12	ENSCAFG00000009705.5
OG0006668	ENSG00000134198.10	ENSCAFG00000009732.4
OG0006669	ENSG00000134259.4	ENSCAFG00000009739.4
OG0006670	ENSG00000106299.8	ENSCAFG00000001771.5
OG0006671	ENSG00000170807.12	ENSCAFG00000001775.4
OG0006672	ENSG00000179057.13	ENSCAFG00000009362.5
OG0006673	ENSG00000146809.13	ENSCAFG00000001779.4
OG0006674	ENSG00000081277.12	ENSCAFG00000029929.2, ENSCAFG00000031147.2
OG0006675	ENSG00000164675.11	ENSCAFG00000003584.5
OG0006676	ENSG00000081800.9	ENSCAFG00000003576.4
OG0006677	ENSG00000126467.11	ENSCAFG00000003555.4
OG0006678	ENSG00000153531.13	ENSCAFG00000048498.1
OG0006679	ENSG00000008311.15	ENSCAFG00000003532.5
OG0006680	ENSG00000126464.14	ENSCAFG00000003611.5
OG0006681	ENSG00000185989.11, ENSG00000280477.2	ENSCAFG00000006458.4
OG0006682	ENSG00000002745.13	ENSCAFG00000003496.4
OG0006683	ENSG00000162777.17	ENSCAFG00000019764.4
OG0006684	ENSG00000035928.16	ENSCAFG00000016068.4
OG0006685	ENSG00000163485.17	ENSCAFG00000010298.4
OG0006686	ENSG00000109610.6	ENSCAFG00000016498.4
OG0006687	ENSG00000152990.14	ENSCAFG00000016531.4
OG0006688	ENSG00000163138.19	ENSCAFG00000016544.5
OG0006689	ENSG00000196872.12	ENSCAFG00000002319.5
OG0006690	ENSG00000071073.13	ENSCAFG00000002323.5
OG0006691	ENSG00000040933.15	ENSCAFG00000002344.5
OG0006692	ENSG00000125966.10	ENSCAFG00000007966.4
OG0006693	ENSG00000242372.8	ENSCAFG00000008000.4
OG0006694	ENSG00000101019.22	ENSCAFG00000008016.4
OG0006695	ENSG00000118579.13	ENSCAFG00000015083.4
OG0006696	ENSG00000114062.20	ENSCAFG00000010110.4
OG0006697	ENSG00000244005.13	ENSCAFG00000008308.4
OG0006698	ENSG00000109501.14	ENSCAFG00000001781.4
OG0006699	ENSG00000170113.16, ENSG00000288478.1	ENSCAFG00000009750.4
OG0006700	ENSG00000276856.3, ENSG00000275835.5	ENSCAFG00000009579.4
OG0006701	ENSG00000101347.9	ENSCAFG00000008659.4
OG0006702	ENSG00000131351.15	ENSCAFG00000015551.4
OG0006703	ENSG00000110799.13	ENSCAFG00000015228.4
OG0006704	ENSG00000146950.13	ENSCAFG00000011388.6
OG0006705	ENSG00000087494.16	ENSCAFG00000010955.5
OG0006706	ENSG00000087448.11	ENSCAFG00000010957.4
OG0006707	ENSG00000111266.9, ENSG00000280962.3	ENSCAFG00000013274.4
OG0006708	ENSG00000281818.3, ENSG00000111261.14	ENSCAFG00000031211.2
OG0006709	ENSG00000281324.3, ENSG00000070018.9	ENSCAFG00000013324.4
OG0006710	ENSG00000196664.5	ENSCAFG00000011698.4
OG0006711	ENSG00000088298.13	ENSCAFG00000007932.4
OG0006712	ENSG00000124191.18	ENSCAFG00000009354.5
OG0006713	ENSG00000078699.21	ENSCAFG00000007420.4
OG0006714	ENSG00000125967.16	ENSCAFG00000007429.4
OG0006715	ENSG00000101417.12	ENSCAFG00000007443.4
OG0006716	ENSG00000125977.7	ENSCAFG00000007498.4
OG0006717	ENSG00000078747.15	ENSCAFG00000007528.5
OG0006718	ENSG00000100347.15	ENSCAFG00000000887.5
OG0006719	ENSG00000259399.1, ENSG00000101084.18	ENSCAFG00000029848.2
OG0006720	ENSG00000100344.11	ENSCAFG00000000893.4
OG0006721	ENSG00000130540.14	ENSCAFG00000000899.4
OG0006722	ENSG00000100294.13	ENSCAFG00000000918.4
OG0006723	ENSG00000242247.11	ENSCAFG00000000943.5
OG0006724	ENSG00000101442.10	ENSCAFG00000009000.4
OG0006725	ENSG00000180815.14	ENSCAFG00000013057.4
OG0006726	ENSG00000168703.5	ENSCAFG00000003142.3
OG0006727	ENSG00000153993.13	ENSCAFG00000006128.4
OG0006728	ENSG00000164659.15	ENSCAFG00000001808.4
OG0006729	ENSG00000165186.12	ENSCAFG00000013351.4
OG0006730	ENSG00000165626.17	ENSCAFG00000004736.4
OG0006731	ENSG00000282246.1	ENSCAFG00000004735.5
OG0006732	ENSG00000196839.13	ENSCAFG00000009498.4
OG0006733	ENSG00000101076.16	ENSCAFG00000009411.4
OG0006734	ENSG00000132823.11	ENSCAFG00000030579.2
OG0006735	ENSG00000102230.14	ENSCAFG00000013493.5
OG0006736	ENSG00000188211.9	ENSCAFG00000049252.1, ENSCAFG00000029218.2
OG0006737	ENSG00000185627.18	ENSCAFG00000006455.4
OG0006738	ENSG00000101040.19	ENSCAFG00000010734.4
OG0006739	ENSG00000130962.17	ENSCAFG00000013865.4
OG0006740	ENSG00000165169.11	ENSCAFG00000013955.3
OG0006741	ENSG00000124126.14	ENSCAFG00000010948.5
OG0006742	ENSG00000036473.8	ENSCAFG00000014023.4
OG0006743	ENSG00000156298.12	ENSCAFG00000014051.5
OG0006744	ENSG00000147044.21	ENSCAFG00000014358.5
OG0006745	ENSG00000172216.6	ENSCAFG00000031326.2
OG0006746	ENSG00000128606.13	ENSCAFG00000004274.4
OG0006747	ENSG00000105821.15	ENSCAFG00000046514.1
OG0006748	ENSG00000183690.13	ENSCAFG00000014469.4
OG0006749	ENSG00000101181.17	ENSCAFG00000012570.4
OG0006750	ENSG00000170615.15	ENSCAFG00000004181.5
OG0006751	ENSG00000276076.4, ENSG00000160202.7	ENSCAFG00000010584.4
OG0006752	ENSG00000160199.15	ENSCAFG00000010518.4
OG0006753	ENSG00000164815.11	ENSCAFG00000004146.4
OG0006754	ENSG00000005483.21	ENSCAFG00000004125.5
OG0006755	ENSG00000091127.14	ENSCAFG00000004035.6
OG0006756	ENSG00000185055.11	ENSCAFG00000047111.1
OG0006757	ENSG00000157617.17	ENSCAFG00000010228.5
OG0006758	ENSG00000172209.6, ENSG00000283812.2	ENSCAFG00000003937.3
OG0006759	ENSG00000283852.2, ENSG00000075790.10	ENSCAFG00000003912.5
OG0006760	ENSG00000101161.8	ENSCAFG00000013165.4
OG0006761	ENSG00000087502.18	ENSCAFG00000010860.4
OG0006762	ENSG00000188906.16	ENSCAFG00000009926.4
OG0006763	ENSG00000159261.12	ENSCAFG00000009679.1
OG0006764	ENSG00000075218.19	ENSCAFG00000000782.5
OG0006765	ENSG00000121897.15	ENSCAFG00000015991.4
OG0006766	ENSG00000109814.12	ENSCAFG00000015978.5
OG0006767	ENSG00000164118.13	ENSCAFG00000007889.4
OG0006768	ENSG00000164117.14	ENSCAFG00000007874.4
OG0006769	ENSG00000179299.17	ENSCAFG00000015893.5
OG0006770	ENSG00000154277.13	ENSCAFG00000015878.4
OG0006771	ENSG00000109111.15	ENSCAFG00000018763.5
OG0006772	ENSG00000142207.7	ENSCAFG00000008892.4
OG0006773	ENSG00000124406.16	ENSCAFG00000001816.5
OG0006774	ENSG00000151806.14	ENSCAFG00000001850.4
OG0006775	ENSG00000156239.12	ENSCAFG00000047642.1
OG0006776	ENSG00000154727.10	ENSCAFG00000008512.4
OG0006777	ENSG00000154721.15	ENSCAFG00000008482.5
OG0006778	ENSG00000154719.13	ENSCAFG00000008475.5
OG0006779	ENSG00000134851.13	ENSCAFG00000002094.4
OG0006780	ENSG00000157426.14	ENSCAFG00000002209.4
OG0006781	ENSG00000128059.8	ENSCAFG00000002217.4
OG0006782	ENSG00000175161.13	ENSCAFG00000007806.5
OG0006783	ENSG00000285360.2, ENSG00000154359.13	ENSCAFG00000030141.2
OG0006784	ENSG00000284872.1, ENSG00000250305.9	ENSCAFG00000006759.4
OG0006785	ENSG00000285265.3, ENSG00000164741.15	ENSCAFG00000006766.5
OG0006786	ENSG00000174827.14	ENSCAFG00000000193.4, ENSCAFG00000011153.4
OG0006787	ENSG00000117262.19, ENSG00000188092.15	ENSCAFG00000011110.4
OG0006788	ENSG00000162836.12	ENSCAFG00000011059.5
OG0006789	ENSG00000155975.10	ENSCAFG00000006905.4
OG0006790	ENSG00000116128.11	ENSCAFG00000011046.4
OG0006791	ENSG00000166558.10	ENSCAFG00000019968.4
OG0006792	ENSG00000144843.11	ENSCAFG00000011006.4
OG0006793	ENSG00000140943.17	ENSCAFG00000019967.4
OG0006794	ENSG00000134247.10	ENSCAFG00000023837.4
OG0006795	ENSG00000143195.13	ENSCAFG00000015604.5
OG0006796	ENSG00000143194.13	ENSCAFG00000015596.5
OG0006797	ENSG00000125149.12	ENSCAFG00000020385.4
OG0006798	ENSG00000143162.9	ENSCAFG00000015414.5
OG0006799	ENSG00000198771.11	ENSCAFG00000015410.5
OG0006800	ENSG00000170854.18	ENSCAFG00000009120.4
OG0006801	ENSG00000104763.19	ENSCAFG00000007143.4
OG0006802	ENSG00000184500.16	ENSCAFG00000008999.4
OG0006803	ENSG00000114529.12, ENSG00000285394.1	ENSCAFG00000030347.2
OG0006804	ENSG00000205129.8	ENSCAFG00000023845.3
OG0006805	ENSG00000198574.6	ENSCAFG00000013093.3
OG0006806	ENSG00000109775.11	ENSCAFG00000007558.4
OG0006807	ENSG00000168538.16	ENSCAFG00000007825.4
OG0006808	ENSG00000168556.7	ENSCAFG00000007884.3
OG0006809	ENSG00000038002.9	ENSCAFG00000008381.4
OG0006810	ENSG00000151612.18	ENSCAFG00000007698.5
OG0006811	ENSG00000151611.16	ENSCAFG00000007682.5
OG0006812	ENSG00000182504.11	ENSCAFG00000009608.3
OG0006813	ENSG00000066422.5	ENSCAFG00000009599.4
OG0006814	ENSG00000081148.12	ENSCAFG00000009552.5
OG0006815	ENSG00000154175.17	ENSCAFG00000009506.4
OG0006816	ENSG00000114354.14	ENSCAFG00000009364.4
OG0006817	ENSG00000036054.13	ENSCAFG00000009266.4
OG0006818	ENSG00000168386.18	ENSCAFG00000009242.5
OG0006819	ENSG00000109458.8	ENSCAFG00000003613.5
OG0006820	ENSG00000184220.12	ENSCAFG00000010967.4, ENSCAFG00000009230.4
OG0006821	ENSG00000109445.11	ENSCAFG00000003630.5
OG0006822	ENSG00000153132.13	ENSCAFG00000003696.4
OG0006823	ENSG00000117479.15	ENSCAFG00000015235.4
OG0006824	ENSG00000138650.9	ENSCAFG00000003785.5
OG0006825	ENSG00000138459.9	ENSCAFG00000010517.4
OG0006826	ENSG00000178105.11	ENSCAFG00000014324.5
OG0006827	ENSG00000163607.17	ENSCAFG00000010557.4
OG0006828	ENSG00000198498.10	ENSCAFG00000008799.4
OG0006829	ENSG00000163617.11	ENSCAFG00000010755.5
OG0006830	ENSG00000171503.12	ENSCAFG00000008681.4
OG0006831	ENSG00000164124.11	ENSCAFG00000008669.4
OG0006832	ENSG00000262635.5, ENSG00000151790.9	ENSCAFG00000008591.4
OG0006833	ENSG00000262505.2, ENSG00000256394.3	ENSCAFG00000008583.2
OG0006834	ENSG00000061918.13	ENSCAFG00000008566.5
OG0006835	ENSG00000121211.8	ENSCAFG00000008268.4
OG0006836	ENSG00000120694.20	ENSCAFG00000006538.5
OG0006837	ENSG00000154079.6	ENSCAFG00000002602.4
OG0006838	ENSG00000151617.17	ENSCAFG00000007768.4
OG0006839	ENSG00000137714.3	ENSCAFG00000014236.4
OG0006840	ENSG00000120519.14	ENSCAFG00000007747.4
OG0006841	ENSG00000077684.16	ENSCAFG00000003808.4
OG0006842	ENSG00000151849.15	ENSCAFG00000007391.4
OG0006843	ENSG00000121743.4	ENSCAFG00000007321.3
