Orthogroup	H_sapiens.pep	X_tropicalis.pep
OG0006312	ENSG00000006128.12	ENSXETG00000005837.1, ENSXETG00000005850.1
OG0006313	ENSG00000139154.16	ENSXETG00000015157.1
OG0006314	ENSG00000128228.5	ENSXETG00000015721.1, ENSXETG00000019835.1
OG0006315	ENSG00000114209.15	ENSXETG00000020309.1
OG0006316	ENSG00000174776.11	ENSXETG00000010467.1, ENSXETG00000004228.1
OG0006318	ENSG00000114200.10	ENSXETG00000021056.1, ENSXETG00000004390.1
OG0006319	ENSG00000122584.13	ENSXETG00000018023.1
OG0006320	ENSG00000185608.8	ENSXETG00000000842.1
OG0006321	ENSG00000242259.8	ENSXETG00000000849.1
OG0006322	ENSG00000070010.19	ENSXETG00000000861.1
OG0006323	ENSG00000169251.12	ENSXETG00000013411.1
OG0006324	ENSG00000095752.7	ENSXETG00000011393.1
OG0006325	ENSG00000205858.10	ENSXETG00000018857.1
OG0006326	ENSG00000106524.9	ENSXETG00000018029.1
OG0006327	ENSG00000013573.17	ENSXETG00000005161.1
OG0006328	ENSG00000243232.6, ENSG00000248383.4	ENSXETG00000012523.1
OG0006329	ENSG00000168779.19	ENSXETG00000015805.1
OG0006330	ENSG00000197415.12	ENSXETG00000015870.1
OG0006331	ENSG00000183742.13	ENSXETG00000017193.1
OG0006332	ENSG00000105855.10	ENSXETG00000017518.1
OG0006333	ENSG00000113141.18	ENSXETG00000007282.1
OG0006334	ENSG00000002016.18	ENSXETG00000021019.1
OG0006335	ENSG00000169359.16, ENSG00000284952.1	ENSXETG00000011144.1
OG0006336	ENSG00000082805.20	ENSXETG00000021108.1
OG0006337	ENSG00000131495.8	ENSXETG00000007289.1
OG0006338	ENSG00000105866.15	ENSXETG00000019441.1
OG0006339	ENSG00000285383.2, ENSG00000166159.11	ENSXETG00000017501.1
OG0006340	ENSG00000136244.12	ENSXETG00000004415.1
OG0006341	ENSG00000196683.10	ENSXETG00000019585.1
OG0006342	ENSG00000131503.21, ENSG00000254996.5	ENSXETG00000016311.1
OG0006343	ENSG00000122591.12	ENSXETG00000001720.1
OG0006344	ENSG00000113070.8	ENSXETG00000006948.1
OG0006345	ENSG00000169193.12	ENSXETG00000001153.1
OG0006346	ENSG00000188732.11	ENSXETG00000017322.1
OG0006347	ENSG00000196335.13	ENSXETG00000003227.1
OG0006348	ENSG00000198843.13	ENSXETG00000020391.1
OG0006349	ENSG00000196526.10	ENSXETG00000003291.1
OG0006350	ENSG00000144895.12	ENSXETG00000018079.1
OG0006351	ENSG00000196428.12	ENSXETG00000021265.1
OG0006352	ENSG00000082996.19	ENSXETG00000021052.1
OG0006353	ENSG00000125821.12, ENSG00000284776.1	ENSXETG00000000408.1
OG0006354	ENSG00000132669.13	ENSXETG00000000570.1
OG0006355	ENSG00000169903.7	ENSXETG00000006344.1, ENSXETG00000006329.1
OG0006356	ENSG00000089101.18	ENSXETG00000019270.1, ENSXETG00000000710.1
OG0006357	ENSG00000131374.14	ENSXETG00000020160.1
OG0006358	ENSG00000284017.2, ENSG00000154822.18	ENSXETG00000019637.1
OG0006359	ENSG00000092345.13	ENSXETG00000017453.1
OG0006360	ENSG00000144891.17	ENSXETG00000005373.1
OG0006361	ENSG00000174963.17	ENSXETG00000005357.1
OG0006363	ENSG00000088930.8	ENSXETG00000000908.1
OG0006364	ENSG00000125820.6	ENSXETG00000001005.1
OG0006365	ENSG00000163714.18	ENSXETG00000006849.1
OG0006366	ENSG00000131373.15	ENSXETG00000016947.1
OG0006367	ENSG00000150753.12	ENSXETG00000008863.1
OG0006368	ENSG00000150756.14	ENSXETG00000009025.1
OG0006369	ENSG00000144935.15	ENSXETG00000011716.1
OG0006370	ENSG00000106086.20	ENSXETG00000019302.1
OG0006371	ENSG00000114127.10	ENSXETG00000010811.1
OG0006372	ENSG00000180354.16	ENSXETG00000004255.1
OG0006373	ENSG00000114124.2	ENSXETG00000001262.1
OG0006374	ENSG00000145545.12	ENSXETG00000002138.1
OG0006375	ENSG00000105929.16	ENSXETG00000010242.1
OG0006376	ENSG00000157703.15	ENSXETG00000010305.1
OG0006377	ENSG00000122787.15	ENSXETG00000018591.1
OG0006378	ENSG00000187957.8	ENSXETG00000004756.1
OG0006379	ENSG00000173744.17	ENSXETG00000004567.1
OG0006380	ENSG00000114670.14	ENSXETG00000008329.1, ENSXETG00000004303.1
OG0006381	ENSG00000114686.9	ENSXETG00000008258.1
OG0006383	ENSG00000263042.5, ENSG00000214102.7	ENSXETG00000002675.1
OG0006384	ENSG00000182158.15	ENSXETG00000002706.1
OG0006385	ENSG00000122778.9	ENSXETG00000010223.1
OG0006386	ENSG00000274810.4, ENSG00000113971.20	ENSXETG00000010757.1
OG0006387	ENSG00000166211.8	ENSXETG00000006909.1
OG0006388	ENSG00000079335.20	ENSXETG00000011659.1
OG0006389	ENSG00000156876.10	ENSXETG00000020677.1
OG0006390	ENSG00000135919.13	ENSXETG00000003272.1
OG0006391	ENSG00000117620.15	ENSXETG00000009773.1
OG0006392	ENSG00000171951.5	ENSXETG00000000703.1
OG0006393	ENSG00000164600.7	ENSXETG00000010433.1
OG0006394	ENSG00000143033.18	ENSXETG00000017682.1
OG0006395	ENSG00000105778.19	ENSXETG00000001103.1
OG0006396	ENSG00000139372.15	ENSXETG00000012338.1
OG0006397	ENSG00000037757.14	ENSXETG00000006201.1
OG0006398	ENSG00000175110.11	ENSXETG00000009780.1
OG0006399	ENSG00000051382.9	ENSXETG00000008282.1
OG0006400	ENSG00000136052.9	ENSXETG00000001318.1
OG0006401	ENSG00000010270.13	ENSXETG00000011415.1
OG0006402	ENSG00000136051.14	ENSXETG00000002702.1
OG0006403	ENSG00000117528.14	ENSXETG00000018831.1, ENSXETG00000018087.1
OG0006404	ENSG00000074590.13	ENSXETG00000021325.1, ENSXETG00000017892.1
OG0006405	ENSG00000166046.11	ENSXETG00000021198.1
OG0006406	ENSG00000004961.15	ENSXETG00000020493.1
OG0006407	ENSG00000241127.8	ENSXETG00000003374.1
OG0006408	ENSG00000065883.16	ENSXETG00000003442.1
OG0006409	ENSG00000162804.14	ENSXETG00000019314.1
OG0006410	ENSG00000168303.9	ENSXETG00000004342.1
OG0006411	ENSG00000175600.15	ENSXETG00000003837.1
OG0006412	ENSG00000115687.13	ENSXETG00000021002.1
OG0006413	ENSG00000151135.10	ENSXETG00000003459.1
OG0006414	ENSG00000138413.13	ENSXETG00000007172.1
OG0006415	ENSG00000115685.15	ENSXETG00000017161.1
OG0006416	ENSG00000136045.12	ENSXETG00000004581.1
OG0006417	ENSG00000117569.18	ENSXETG00000019373.1
OG0006418	ENSG00000162627.17	ENSXETG00000020847.1
OG0006419	ENSG00000099260.11	ENSXETG00000021138.1
OG0006420	ENSG00000100234.11	ENSXETG00000020262.1
OG0006421	ENSG00000156869.13	ENSXETG00000017122.1
OG0006422	ENSG00000175329.13	ENSXETG00000019125.1
OG0006423	ENSG00000162688.17	ENSXETG00000016353.1
OG0006424	ENSG00000100281.14	ENSXETG00000002502.1
OG0006425	ENSG00000132432.14	ENSXETG00000007696.1
OG0006426	ENSG00000174469.23	ENSXETG00000007432.1
OG0006427	ENSG00000115694.15	ENSXETG00000017206.1
OG0006428	ENSG00000122406.14	ENSXETG00000021403.1
OG0006429	ENSG00000168397.17	ENSXETG00000002163.1
OG0006430	ENSG00000122484.9	ENSXETG00000020298.1
OG0006431	ENSG00000155660.11	ENSXETG00000004792.1
OG0006432	ENSG00000165195.15	ENSXETG00000015641.1
OG0006433	ENSG00000136205.17	ENSXETG00000006119.1
OG0006434	ENSG00000097046.13	ENSXETG00000020695.1
OG0006435	ENSG00000164500.6	ENSXETG00000002743.1
OG0006436	ENSG00000197147.13	ENSXETG00000018194.1
OG0006437	ENSG00000174640.15	ENSXETG00000000532.1
OG0006438	ENSG00000100348.10	ENSXETG00000007281.1
OG0006439	ENSG00000106078.19	ENSXETG00000000304.1
OG0006440	ENSG00000182923.17	ENSXETG00000013491.1
OG0006441	ENSG00000100353.18	ENSXETG00000011523.1
OG0006442	ENSG00000143013.13	ENSXETG00000001423.1, ENSXETG00000020949.1
OG0006443	ENSG00000249915.8	ENSXETG00000013628.1
OG0006444	ENSG00000267561.2, ENSG00000153936.17	ENSXETG00000013337.1
OG0006445	ENSG00000113838.13	ENSXETG00000005392.1
OG0006446	ENSG00000100365.16, ENSG00000275990.3	ENSXETG00000011468.1
OG0006447	ENSG00000119509.13	ENSXETG00000017480.1
OG0006448	ENSG00000187045.18	ENSXETG00000011294.1
OG0006449	ENSG00000106799.13	ENSXETG00000001013.1
OG0006450	ENSG00000128283.7	ENSXETG00000010970.1
OG0006451	ENSG00000071539.14	ENSXETG00000003610.1
OG0006452	ENSG00000100083.19	ENSXETG00000015931.1
OG0006453	ENSG00000122417.15	ENSXETG00000006947.1
OG0006454	ENSG00000116678.19	ENSXETG00000019986.1, ENSXETG00000014688.1
OG0006455	ENSG00000100206.10	ENSXETG00000006157.1
OG0006456	ENSG00000162433.15	ENSXETG00000018305.1
OG0006457	ENSG00000163900.11	ENSXETG00000004470.1
OG0006458	ENSG00000162437.14	ENSXETG00000021314.1
OG0006459	ENSG00000100246.13	ENSXETG00000001266.1
OG0006460	ENSG00000106771.13	ENSXETG00000018303.1
OG0006461	ENSG00000100324.14	ENSXETG00000001474.1
OG0006462	ENSG00000088035.18	ENSXETG00000002440.1
OG0006463	ENSG00000141428.17	ENSXETG00000002986.1
OG0006464	ENSG00000187051.9	ENSXETG00000001833.1
OG0006465	ENSG00000100351.17	ENSXETG00000000159.1
OG0006466	ENSG00000172482.5	ENSXETG00000019743.1
OG0006467	ENSG00000173597.9	ENSXETG00000015173.1
OG0006468	ENSG00000162599.17	ENSXETG00000008237.1
OG0006469	ENSG00000176209.11	ENSXETG00000009961.1
OG0006470	ENSG00000185900.10	ENSXETG00000012939.1
OG0006471	ENSG00000132330.18	ENSXETG00000016763.1
OG0006472	ENSG00000100393.14	ENSXETG00000008852.1
OG0006473	ENSG00000204120.14	ENSXETG00000010870.1
OG0006474	ENSG00000115593.15	ENSXETG00000012493.1
OG0006475	ENSG00000167074.15	ENSXETG00000000051.1
OG0006476	ENSG00000281857.3, ENSG00000130561.17	ENSXETG00000011721.1
OG0006477	ENSG00000100418.8	ENSXETG00000016678.1
OG0006478	ENSG00000243725.7	ENSXETG00000010138.1
OG0006479	ENSG00000234965.2	ENSXETG00000007500.1
OG0006480	ENSG00000116221.15	ENSXETG00000002223.1
OG0006481	ENSG00000157211.11	ENSXETG00000002213.1
OG0006482	ENSG00000116209.12	ENSXETG00000002193.1
OG0006483	ENSG00000143028.9	ENSXETG00000013185.1
OG0006485	ENSG00000084463.8	ENSXETG00000000817.1
OG0006486	ENSG00000156097.12	ENSXETG00000013202.1, ENSXETG00000008244.1
OG0006487	ENSG00000111341.10	ENSXETG00000000866.1
OG0006488	ENSG00000136485.15	ENSXETG00000000123.1
OG0006489	ENSG00000178171.10	ENSXETG00000007222.1
OG0006491	ENSG00000163872.16	ENSXETG00000007369.1
OG0006492	ENSG00000059573.9	ENSXETG00000013883.1
OG0006493	ENSG00000120805.14	ENSXETG00000006902.1
OG0006494	ENSG00000120800.5	ENSXETG00000011664.1
OG0006495	ENSG00000138185.20	ENSXETG00000017009.1, ENSXETG00000010878.1
OG0006496	ENSG00000119929.13	ENSXETG00000009918.1
OG0006497	ENSG00000131470.14	ENSXETG00000003701.1
OG0006499	ENSG00000107521.19	ENSXETG00000007989.1
OG0006500	ENSG00000075089.9	ENSXETG00000001832.1
OG0006501	ENSG00000119943.13	ENSXETG00000007933.1
OG0006502	ENSG00000131477.11	ENSXETG00000010944.1
OG0006503	ENSG00000140451.13	ENSXETG00000014609.1, ENSXETG00000018933.1
OG0006504	ENSG00000117395.12	ENSXETG00000019764.1, ENSXETG00000015653.1
OG0006505	ENSG00000066056.14	ENSXETG00000019397.1
OG0006506	ENSG00000241935.9	ENSXETG00000006640.1
OG0006507	ENSG00000117399.14	ENSXETG00000020024.1
OG0006508	ENSG00000066322.15	ENSXETG00000019551.1
OG0006509	ENSG00000119906.13	ENSXETG00000004921.1
OG0006510	ENSG00000111145.8	ENSXETG00000000267.1
OG0006511	ENSG00000138111.14	ENSXETG00000004880.1
OG0006512	ENSG00000111144.10	ENSXETG00000003177.1
OG0006513	ENSG00000178922.16	ENSXETG00000019180.1
OG0006514	ENSG00000188554.14	ENSXETG00000007109.1
OG0006515	ENSG00000166272.18	ENSXETG00000004446.1
OG0006516	ENSG00000148795.7	ENSXETG00000004277.1, ENSXETG00000014893.1
OG0006518	ENSG00000166275.16, ENSG00000270316.1	ENSXETG00000004256.1
OG0006519	ENSG00000180263.14	ENSXETG00000012841.1
OG0006520	ENSG00000225190.11, ENSG00000276358.2, ENSG00000277111.3	ENSXETG00000011160.1
OG0006521	ENSG00000185933.6	ENSXETG00000011003.1, ENSXETG00000009819.1
OG0006522	ENSG00000183128.7	ENSXETG00000015577.1, ENSXETG00000009812.1
OG0006523	ENSG00000184752.13	ENSXETG00000012560.1
OG0006524	ENSG00000107957.16	ENSXETG00000009613.1
OG0006525	ENSG00000057704.13	ENSXETG00000012550.1
OG0006526	ENSG00000117408.11	ENSXETG00000004120.1
OG0006527	ENSG00000173588.15	ENSXETG00000012496.1
OG0006528	ENSG00000169372.13	ENSXETG00000009357.1, ENSXETG00000009375.1
OG0006529	ENSG00000117410.14	ENSXETG00000019806.1
OG0006530	ENSG00000156384.14	ENSXETG00000006775.1
OG0006531	ENSG00000180336.18	ENSXETG00000020881.1, ENSXETG00000017562.1
OG0006532	ENSG00000187510.9	ENSXETG00000018151.1
OG0006533	ENSG00000139330.5	ENSXETG00000019890.1
OG0006534	ENSG00000005961.19	ENSXETG00000020722.1, ENSXETG00000018166.1
OG0006535	ENSG00000049130.16	ENSXETG00000010166.1
OG0006536	ENSG00000139324.12	ENSXETG00000018059.1
OG0006537	ENSG00000119950.21	ENSXETG00000014897.1
OG0006538	ENSG00000288208.1, ENSG00000132781.18	ENSXETG00000009397.1
OG0006539	ENSG00000214447.4	ENSXETG00000011626.1, ENSXETG00000011638.1, ENSXETG00000009507.1
OG0006540	ENSG00000133636.11	ENSXETG00000002197.1
OG0006541	ENSG00000133640.20	ENSXETG00000010523.1
OG0006542	ENSG00000133773.12	ENSXETG00000018973.1
OG0006543	ENSG00000176658.17	ENSXETG00000011475.1
OG0006544	ENSG00000142937.12, ENSG00000288164.1	ENSXETG00000011051.1
OG0006545	ENSG00000198246.9	ENSXETG00000010031.1
OG0006546	ENSG00000165899.11	ENSXETG00000009671.1, ENSXETG00000017343.1
OG0006547	ENSG00000086015.22	ENSXETG00000018561.1
OG0006548	ENSG00000105193.9	ENSXETG00000002564.1
OG0006549	ENSG00000197746.14	ENSXETG00000004187.1
OG0006550	ENSG00000259753.1, ENSG00000259207.8	ENSXETG00000019344.1
OG0006551	ENSG00000085998.14	ENSXETG00000017326.1
OG0006552	ENSG00000085999.13	ENSXETG00000020678.1, ENSXETG00000019478.1
OG0006553	ENSG00000127329.15	ENSXETG00000007578.1
OG0006554	ENSG00000233954.6	ENSXETG00000017768.1
OG0006556	ENSG00000197587.11	ENSXETG00000020159.1
OG0006557	ENSG00000185104.20	ENSXETG00000008142.1
OG0006558	ENSG00000131473.17	ENSXETG00000005147.1
OG0006559	ENSG00000085832.17	ENSXETG00000009939.1
OG0006560	ENSG00000148734.8	ENSXETG00000020738.1, ENSXETG00000021277.1
OG0006561	ENSG00000072657.9	ENSXETG00000009356.1
OG0006562	ENSG00000141756.19	ENSXETG00000004924.1
OG0006563	ENSG00000111615.14	ENSXETG00000009499.1
OG0006564	ENSG00000148719.15	ENSXETG00000002504.1
OG0006565	ENSG00000107745.19	ENSXETG00000010591.1
OG0006566	ENSG00000004939.15	ENSXETG00000003754.1
OG0006567	ENSG00000156026.14	ENSXETG00000016213.1, ENSXETG00000020735.1
OG0006568	ENSG00000138308.6	ENSXETG00000021338.1
OG0006569	ENSG00000108309.14	ENSXETG00000004149.1
OG0006570	ENSG00000154493.19	ENSXETG00000021333.1
OG0006571	ENSG00000186908.14	ENSXETG00000005562.1
OG0006572	ENSG00000067191.16	ENSXETG00000018408.1
OG0006573	ENSG00000134744.14	ENSXETG00000003156.1
OG0006574	ENSG00000170430.10	ENSXETG00000020492.1, ENSXETG00000018571.1
OG0006575	ENSG00000249242.8	ENSXETG00000008400.1
OG0006576	ENSG00000108010.12	ENSXETG00000017745.1
OG0006577	ENSG00000125686.12	ENSXETG00000019897.1
OG0006578	ENSG00000171532.5	ENSXETG00000019246.1
OG0006579	ENSG00000176171.11	ENSXETG00000010471.1
OG0006580	ENSG00000157184.7	ENSXETG00000019873.1
OG0006581	ENSG00000161395.14	ENSXETG00000018867.1
OG0006582	ENSG00000163322.14	ENSXETG00000019882.1
OG0006583	ENSG00000143006.7	ENSXETG00000010316.1
OG0006584	ENSG00000163319.11	ENSXETG00000020894.1
OG0006585	ENSG00000174332.5	ENSXETG00000010320.1
OG0006586	ENSG00000165752.17	ENSXETG00000019232.1
OG0006587	ENSG00000148814.18	ENSXETG00000019133.1
OG0006588	ENSG00000171813.14	ENSXETG00000019519.1
OG0006589	ENSG00000138639.18	ENSXETG00000011954.1
OG0006590	ENSG00000138161.14, ENSG00000286088.1	ENSXETG00000002515.1
OG0006591	ENSG00000188895.12	ENSXETG00000004107.1
OG0006592	ENSG00000154473.18	ENSXETG00000021163.1
OG0006593	ENSG00000158615.9	ENSXETG00000003349.1, ENSXETG00000003355.1
OG0006594	ENSG00000182004.13	ENSXETG00000017169.1
OG0006595	ENSG00000118762.8	ENSXETG00000013118.1
OG0006596	ENSG00000148848.14	ENSXETG00000017474.1
OG0006598	ENSG00000138162.19	ENSXETG00000006897.1
OG0006599	ENSG00000173947.14	ENSXETG00000012984.1
OG0006600	ENSG00000163104.17	ENSXETG00000016882.1
OG0006601	ENSG00000164663.14	ENSXETG00000012971.1
OG0006602	ENSG00000120008.16	ENSXETG00000000245.1
OG0006603	ENSG00000112561.18	ENSXETG00000013079.1
OG0006604	ENSG00000151929.9	ENSXETG00000009623.1, ENSXETG00000009592.1
OG0006605	ENSG00000151923.17	ENSXETG00000009073.1
OG0006606	ENSG00000111490.14	ENSXETG00000014241.1
OG0006607	ENSG00000095970.17	ENSXETG00000013134.1
OG0006608	ENSG00000033627.16	ENSXETG00000004635.1
OG0006609	ENSG00000177469.13	ENSXETG00000004897.1
OG0006610	ENSG00000102780.16	ENSXETG00000003327.1
OG0006611	ENSG00000183735.10	ENSXETG00000015703.1
OG0006612	ENSG00000064995.18	ENSXETG00000021312.1
OG0006613	ENSG00000196821.10	ENSXETG00000018021.1
OG0006614	ENSG00000161610.1	ENSXETG00000014401.1, ENSXETG00000014420.1
OG0006615	ENSG00000165416.14	ENSXETG00000004865.1
OG0006616	ENSG00000102837.7	ENSXETG00000006490.1, ENSXETG00000006498.1
OG0006617	ENSG00000061987.16	ENSXETG00000018654.1
OG0006618	ENSG00000068120.15	ENSXETG00000004582.1
OG0006619	ENSG00000274768.2, ENSG00000277972.2	ENSXETG00000012750.1
OG0006620	ENSG00000277303.2, ENSG00000273604.2	ENSXETG00000019587.1
OG0006621	ENSG00000273608.4, ENSG00000277363.5	ENSXETG00000018732.1
OG0006622	ENSG00000280165.1, ENSG00000197991.11	ENSXETG00000004091.1
OG0006623	ENSG00000274211.6, ENSG00000274229.2	ENSXETG00000020133.1
OG0006624	ENSG00000166896.9, ENSG00000262145.5	ENSXETG00000008194.1
OG0006625	ENSG00000030110.13	ENSXETG00000017363.1
OG0006626	ENSG00000124701.5	ENSXETG00000008215.1
OG0006627	ENSG00000088451.11	ENSXETG00000011478.1
OG0006628	ENSG00000198933.9	ENSXETG00000019226.1
OG0006629	ENSG00000125257.16	ENSXETG00000016476.1
OG0006631	ENSG00000118564.15	ENSXETG00000008829.1
OG0006632	ENSG00000108465.15	ENSXETG00000017471.1
OG0006633	ENSG00000082641.16	ENSXETG00000018207.1
OG0006634	ENSG00000102595.20	ENSXETG00000019879.1
OG0006635	ENSG00000135587.9	ENSXETG00000019894.1
OG0006636	ENSG00000182742.6	ENSXETG00000005214.1, ENSXETG00000017214.1
OG0006637	ENSG00000260027.5	ENSXETG00000018395.1
OG0006638	ENSG00000170689.10	ENSXETG00000017226.1
OG0006639	ENSG00000136155.17	ENSXETG00000006922.1
OG0006640	ENSG00000015153.14	ENSXETG00000006398.1
OG0006641	ENSG00000283208.2, ENSG00000102805.15	ENSXETG00000008786.1
OG0006642	ENSG00000136153.20	ENSXETG00000008871.1
OG0006643	ENSG00000173868.11	ENSXETG00000018566.1
OG0006646	ENSG00000116299.17	ENSXETG00000007729.1
OG0006647	ENSG00000184903.10	ENSXETG00000000028.1
OG0006648	ENSG00000151552.12	ENSXETG00000007325.1
OG0006649	ENSG00000077279.18	ENSXETG00000006182.1
OG0006650	ENSG00000154415.8	ENSXETG00000017604.1
OG0006651	ENSG00000088386.17	ENSXETG00000010185.1
OG0006652	ENSG00000135272.10	ENSXETG00000019972.1
OG0006653	ENSG00000135269.18	ENSXETG00000020045.1
OG0006654	ENSG00000108588.14	ENSXETG00000008986.1
OG0006655	ENSG00000154438.8	ENSXETG00000018837.1
OG0006656	ENSG00000125246.15	ENSXETG00000019329.1
OG0006657	ENSG00000155363.18	ENSXETG00000021324.1, ENSXETG00000013270.1
OG0006658	ENSG00000134864.10	ENSXETG00000000080.1
OG0006659	ENSG00000125247.15	ENSXETG00000003055.1
OG0006660	ENSG00000077800.13	ENSXETG00000007225.1
OG0006661	ENSG00000102466.15	ENSXETG00000002895.1
OG0006662	ENSG00000163349.22	ENSXETG00000003444.1
OG0006663	ENSG00000170638.9	ENSXETG00000011053.1
OG0006664	ENSG00000197323.12	ENSXETG00000008818.1
OG0006665	ENSG00000183207.14	ENSXETG00000017626.1
OG0006666	ENSG00000126216.15	ENSXETG00000006582.1
OG0006668	ENSG00000134198.10	ENSXETG00000004876.1, ENSXETG00000004778.1
OG0006669	ENSG00000134259.4	ENSXETG00000004762.1
OG0006670	ENSG00000106299.8	ENSXETG00000016961.1
OG0006671	ENSG00000170807.12	ENSXETG00000020449.1
OG0006673	ENSG00000146809.13	ENSXETG00000018006.1
OG0006674	ENSG00000081277.12	ENSXETG00000011495.1
OG0006675	ENSG00000164675.11	ENSXETG00000018856.1
OG0006676	ENSG00000081800.9	ENSXETG00000018642.1, ENSXETG00000007639.1
OG0006678	ENSG00000153531.13	ENSXETG00000004219.1
OG0006679	ENSG00000008311.15	ENSXETG00000017874.1
OG0006680	ENSG00000126464.14	ENSXETG00000013992.1
OG0006681	ENSG00000185989.11, ENSG00000280477.2	ENSXETG00000000017.1
OG0006682	ENSG00000002745.13	ENSXETG00000019550.1
OG0006683	ENSG00000162777.17	ENSXETG00000020586.1
OG0006684	ENSG00000035928.16	ENSXETG00000004051.1, ENSXETG00000003545.1
OG0006685	ENSG00000163485.17	ENSXETG00000020564.1, ENSXETG00000003876.1
OG0006686	ENSG00000109610.6	ENSXETG00000002319.1
OG0006687	ENSG00000152990.14	ENSXETG00000002449.1
OG0006688	ENSG00000163138.19	ENSXETG00000012018.1
OG0006689	ENSG00000196872.12	ENSXETG00000020374.1
OG0006690	ENSG00000071073.13	ENSXETG00000019472.1
OG0006691	ENSG00000040933.15	ENSXETG00000017997.1
OG0006692	ENSG00000125966.10	ENSXETG00000006556.1
OG0006693	ENSG00000242372.8	ENSXETG00000011274.1
OG0006694	ENSG00000101019.22	ENSXETG00000011245.1
OG0006695	ENSG00000118579.13	ENSXETG00000006881.1, ENSXETG00000018353.1
OG0006696	ENSG00000114062.20	ENSXETG00000019823.1
OG0006697	ENSG00000244005.13	ENSXETG00000009669.1
OG0006698	ENSG00000109501.14	ENSXETG00000006211.1
OG0006699	ENSG00000170113.16, ENSG00000288478.1	ENSXETG00000008559.1
OG0006700	ENSG00000276856.3, ENSG00000275835.5	ENSXETG00000008809.1
OG0006701	ENSG00000101347.9	ENSXETG00000007154.1
OG0006702	ENSG00000131351.15	ENSXETG00000012508.1
OG0006703	ENSG00000110799.13	ENSXETG00000020882.1
OG0006704	ENSG00000146950.13	ENSXETG00000018531.1
OG0006705	ENSG00000087494.16	ENSXETG00000020775.1
OG0006706	ENSG00000087448.11	ENSXETG00000017721.1
OG0006707	ENSG00000111266.9, ENSG00000280962.3	ENSXETG00000006075.1
OG0006708	ENSG00000281818.3, ENSG00000111261.14	ENSXETG00000006032.1
OG0006709	ENSG00000281324.3, ENSG00000070018.9	ENSXETG00000003659.1
OG0006710	ENSG00000196664.5	ENSXETG00000017858.1, ENSXETG00000017879.1
OG0006711	ENSG00000088298.13	ENSXETG00000009908.1
OG0006712	ENSG00000124191.18	ENSXETG00000015767.1
OG0006713	ENSG00000078699.21	ENSXETG00000014870.1
OG0006714	ENSG00000125967.16	ENSXETG00000014548.1
OG0006715	ENSG00000101417.12	ENSXETG00000014501.1
OG0006716	ENSG00000125977.7	ENSXETG00000017859.1
OG0006717	ENSG00000078747.15	ENSXETG00000010160.1
OG0006718	ENSG00000100347.15	ENSXETG00000009423.1
OG0006719	ENSG00000259399.1, ENSG00000101084.18	ENSXETG00000010484.1
OG0006720	ENSG00000100344.11	ENSXETG00000009392.1
OG0006721	ENSG00000130540.14	ENSXETG00000009372.1
OG0006722	ENSG00000100294.13	ENSXETG00000001950.1
OG0006724	ENSG00000101442.10	ENSXETG00000021274.1
OG0006725	ENSG00000180815.14	ENSXETG00000012245.1
OG0006727	ENSG00000153993.13	ENSXETG00000011726.1
OG0006728	ENSG00000164659.15	ENSXETG00000008158.1
OG0006729	ENSG00000165186.12	ENSXETG00000019593.1
OG0006730	ENSG00000165626.17	ENSXETG00000004885.1
OG0006731	ENSG00000165630.14, ENSG00000282246.1	ENSXETG00000020843.1
OG0006732	ENSG00000196839.13	ENSXETG00000011404.1, ENSXETG00000011320.1
OG0006733	ENSG00000101076.16	ENSXETG00000009018.1
OG0006734	ENSG00000132823.11	ENSXETG00000009169.1
OG0006735	ENSG00000102230.14	ENSXETG00000011231.1
OG0006736	ENSG00000188211.9	ENSXETG00000012810.1, ENSXETG00000011056.1, ENSXETG00000009409.1, ENSXETG00000009061.1
OG0006737	ENSG00000185627.18	ENSXETG00000014345.1
OG0006738	ENSG00000101040.19	ENSXETG00000014565.1
OG0006739	ENSG00000130962.17	ENSXETG00000003368.1
OG0006740	ENSG00000165169.11	ENSXETG00000017092.1
OG0006741	ENSG00000124126.14	ENSXETG00000002529.1
OG0006742	ENSG00000036473.8	ENSXETG00000002198.1
OG0006743	ENSG00000156298.12, ENSG00000250349.3	ENSXETG00000002180.1
OG0006744	ENSG00000147044.21	ENSXETG00000002770.1
OG0006745	ENSG00000172216.6	ENSXETG00000018781.1
OG0006746	ENSG00000128606.13	ENSXETG00000018501.1
OG0006747	ENSG00000105821.15	ENSXETG00000018160.1
OG0006748	ENSG00000183690.13	ENSXETG00000005718.1
OG0006749	ENSG00000101181.17	ENSXETG00000001931.1
OG0006750	ENSG00000170615.15	ENSXETG00000020453.1
OG0006751	ENSG00000276076.4, ENSG00000160202.7	ENSXETG00000015789.1
OG0006752	ENSG00000160199.15	ENSXETG00000008683.1
OG0006753	ENSG00000164815.11	ENSXETG00000002140.1
OG0006754	ENSG00000005483.21	ENSXETG00000017170.1
OG0006755	ENSG00000091127.14	ENSXETG00000021178.1
OG0006756	ENSG00000185055.11	ENSXETG00000017855.1
OG0006757	ENSG00000157617.17	ENSXETG00000007117.1
OG0006758	ENSG00000172209.6, ENSG00000283812.2	ENSXETG00000018357.1
OG0006759	ENSG00000283852.2, ENSG00000075790.10	ENSXETG00000020975.1
OG0006760	ENSG00000101161.8	ENSXETG00000015417.1
OG0006761	ENSG00000087502.18	ENSXETG00000018880.1
