Orthogroup	H_sapiens.pep	P_troglodytes.pep
OG0008635	ENSG00000166963.13	ENSPTRG00000006995.7
OG0008636	ENSG00000166762.18	ENSPTRG00000006999.6, ENSPTRG00000045098.1, ENSPTRG00000051408.1
OG0008637	ENSG00000059769.20	ENSPTRG00000021258.7
OG0008638	ENSG00000242616.4	ENSPTRG00000040458.2, ENSPTRG00000007118.5
OG0008639	ENSG00000065268.10	ENSPTRG00000010174.4
OG0008640	ENSG00000198836.10	ENSPTRG00000015752.5
OG0008641	ENSG00000092853.14	ENSPTRG00000000526.6
OG0008642	ENSG00000142686.8	ENSPTRG00000052130.1
OG0008643	ENSG00000126067.12	ENSPTRG00000000524.5
OG0008644	ENSG00000101391.21	ENSPTRG00000013399.6
OG0008645	ENSG00000172061.8	ENSPTRG00000015755.5
OG0008646	ENSG00000116819.8	ENSPTRG00000000523.3
OG0008647	ENSG00000158805.12	ENSPTRG00000008487.4
OG0008648	ENSG00000155304.6	ENSPTRG00000013790.4
OG0008649	ENSG00000167447.12	ENSPTRG00000009465.7
OG0008650	ENSG00000155307.18	ENSPTRG00000013791.6
OG0008651	ENSG00000088756.12	ENSPTRG00000009847.7
OG0008652	ENSG00000112539.15	ENSPTRG00000018786.6
OG0008653	ENSG00000169436.17	ENSPTRG00000020613.6
OG0008654	ENSG00000180530.11	ENSPTRG00000049390.1
OG0008655	ENSG00000103241.7	ENSPTRG00000008439.4
OG0008656	ENSG00000187961.14	ENSPTRG00000049558.1, ENSPTRG00000023996.5
OG0008657	ENSG00000136842.14	ENSPTRG00000021165.7
OG0008658	ENSG00000101680.15	ENSPTRG00000009849.6
OG0008659	ENSG00000080007.8	ENSPTRG00000018344.6
OG0008660	ENSG00000206422.2	ENSPTRG00000029358.2
OG0008661	ENSG00000185760.15	ENSPTRG00000018339.6
OG0008662	ENSG00000122756.15	ENSPTRG00000020882.5
OG0008663	ENSG00000137094.14	ENSPTRG00000020897.6
OG0008664	ENSG00000147606.9	ENSPTRG00000033891.3
OG0008665	ENSG00000107581.13	ENSPTRG00000002988.4
OG0008666	ENSG00000105699.16	ENSPTRG00000010835.5
OG0008667	ENSG00000183605.17	ENSPTRG00000002990.7
OG0008668	ENSG00000197283.17, ENSG00000227460.8	ENSPTRG00000033928.3
OG0008669	ENSG00000197256.10	ENSPTRG00000010492.6
OG0008670	ENSG00000159167.12	ENSPTRG00000020083.3
OG0008671	ENSG00000054148.18	ENSPTRG00000028987.3
OG0008672	ENSG00000214309.5	ENSPTRG00000033993.3
OG0008673	ENSG00000164951.16	ENSPTRG00000020424.6
OG0008674	ENSG00000153982.11	ENSPTRG00000009467.5
OG0008675	ENSG00000079112.10	ENSPTRG00000020425.5
OG0008676	ENSG00000164949.8	ENSPTRG00000020426.6
OG0008677	ENSG00000122678.17	ENSPTRG00000048404.1, ENSPTRG00000019136.6
OG0008678	ENSG00000184508.11	ENSPTRG00000007464.3
OG0008679	ENSG00000179580.10	ENSPTRG00000007620.4
OG0008680	ENSG00000115138.11	ENSPTRG00000011721.5
OG0008681	ENSG00000108506.12	ENSPTRG00000009496.5
OG0008682	ENSG00000162576.16	ENSPTRG00000045448.1
OG0008683	ENSG00000198917.13	ENSPTRG00000023427.5
OG0008684	ENSG00000108510.10	ENSPTRG00000009497.6
OG0008685	ENSG00000156642.17	ENSPTRG00000007260.6
OG0008686	ENSG00000104093.13	ENSPTRG00000007076.6
OG0008687	ENSG00000067365.15	ENSPTRG00000007745.6
OG0008688	ENSG00000214050.8	ENSPTRG00000034416.3
OG0008689	ENSG00000103855.18	ENSPTRG00000007261.6
OG0008690	ENSG00000104290.11	ENSPTRG00000020122.4
OG0008691	ENSG00000205363.5	ENSPTRG00000045297.1
OG0008692	ENSG00000134014.17	ENSPTRG00000020115.6
OG0008693	ENSG00000169231.13	ENSPTRG00000001413.3
OG0008694	ENSG00000186716.21	ENSPTRG00000014138.6
OG0008695	ENSG00000171940.13	ENSPTRG00000013636.6
OG0008696	ENSG00000147162.14	ENSPTRG00000049301.1
OG0008697	ENSG00000156162.16	ENSPTRG00000020431.6
OG0008698	ENSG00000168081.9	ENSPTRG00000020116.6
OG0008699	ENSG00000101115.13	ENSPTRG00000013631.5
OG0008700	ENSG00000049239.12	ENSPTRG00000000113.6
OG0008701	ENSG00000129197.14	ENSPTRG00000008630.6
OG0008702	ENSG00000184857.8	ENSPTRG00000007747.6
OG0008703	ENSG00000159784.17	ENSPTRG00000048741.1, ENSPTRG00000019808.5
OG0008704	ENSG00000277586.2	ENSPTRG00000045792.1
OG0008705	ENSG00000142549.9	ENSPTRG00000011377.5, ENSPTRG00000040560.2
OG0008706	ENSG00000186417.14	ENSPTRG00000007075.5
OG0008707	ENSG00000257108.2	ENSPTRG00000046489.1
OG0008708	ENSG00000130414.12	ENSPTRG00000013099.5
OG0008709	ENSG00000108423.15	ENSPTRG00000009476.6
OG0008710	ENSG00000153048.11	ENSPTRG00000007749.5
OG0008711	ENSG00000168288.13	ENSPTRG00000012525.4
OG0008712	ENSG00000100028.12	ENSPTRG00000014176.3
OG0008713	ENSG00000103174.13	ENSPTRG00000007735.5
OG0008714	ENSG00000183578.8	ENSPTRG00000007073.4
OG0008715	ENSG00000141378.14	ENSPTRG00000009474.5
OG0008716	ENSG00000104112.9	ENSPTRG00000007077.4
OG0008717	ENSG00000175414.7	ENSPTRG00000046949.1
OG0008718	ENSG00000115963.13	ENSPTRG00000012527.6
OG0008719	ENSG00000140280.14	ENSPTRG00000007078.5
OG0008720	ENSG00000026559.14	ENSPTRG00000013627.5
OG0008721	ENSG00000099998.17	ENSPTRG00000014170.7
OG0008722	ENSG00000170085.18	ENSPTRG00000017557.6
OG0008723	ENSG00000124217.5	ENSPTRG00000013626.4
OG0008724	ENSG00000175305.17	ENSPTRG00000020433.5
OG0008725	ENSG00000123338.13	ENSPTRG00000005042.6
OG0008726	ENSG00000123609.11	ENSPTRG00000012531.6
OG0008727	ENSG00000105509.10	ENSPTRG00000011394.5
OG0008728	ENSG00000123360.12	ENSPTRG00000005043.6
OG0008729	ENSG00000042062.13	ENSPTRG00000013619.6
OG0008730	ENSG00000164938.14	ENSPTRG00000020435.6
OG0008731	ENSG00000156170.13	ENSPTRG00000030965.5
OG0008732	ENSG00000151748.15	ENSPTRG00000006334.5
OG0008733	ENSG00000123610.5	ENSPTRG00000012533.5
OG0008734	ENSG00000156172.6	ENSPTRG00000020437.5
OG0008735	ENSG00000076382.17	ENSPTRG00000008924.4
OG0008736	ENSG00000162236.12	ENSPTRG00000003792.4
OG0008737	ENSG00000156466.10	ENSPTRG00000020439.7
OG0008738	ENSG00000135426.16	ENSPTRG00000005048.6
OG0008739	ENSG00000196396.10	ENSPTRG00000023575.4
OG0008740	ENSG00000123307.4	ENSPTRG00000045657.1
OG0008741	ENSG00000169562.12	ENSPTRG00000022008.7
OG0008742	ENSG00000109101.7	ENSPTRG00000008920.3
OG0008743	ENSG00000079337.16	ENSPTRG00000004866.6
OG0008744	ENSG00000169439.12	ENSPTRG00000020443.4
OG0008745	ENSG00000166477.13	ENSPTRG00000007081.6
OG0008746	ENSG00000104324.16	ENSPTRG00000020444.6
OG0008747	ENSG00000076351.13	ENSPTRG00000049265.1
OG0008748	ENSG00000104341.17	ENSPTRG00000045677.1, ENSPTRG00000020448.6
OG0008749	ENSG00000180185.11	ENSPTRG00000046890.1
OG0008750	ENSG00000004139.14	ENSPTRG00000008917.6
OG0008751	ENSG00000162039.15	ENSPTRG00000007612.6
OG0008752	ENSG00000211584.14	ENSPTRG00000049903.1
OG0008753	ENSG00000132561.14	ENSPTRG00000020451.6
OG0008754	ENSG00000103227.18	ENSPTRG00000007569.6
OG0008755	ENSG00000132541.11	ENSPTRG00000020457.4
OG0008756	ENSG00000061273.18	ENSPTRG00000004868.6
OG0008757	ENSG00000084090.13	ENSPTRG00000012227.6
OG0008758	ENSG00000163060.8	ENSPTRG00000046768.1
OG0008759	ENSG00000184164.14	ENSPTRG00000014524.6
OG0008760	ENSG00000104361.10	ENSPTRG00000045973.1
OG0008761	ENSG00000188263.10	ENSPTRG00000014525.5
OG0008762	ENSG00000156486.8	ENSPTRG00000039728.2
OG0008763	ENSG00000166924.9	ENSPTRG00000043360.1, ENSPTRG00000019491.6
OG0008764	ENSG00000155099.8	ENSPTRG00000020412.4
OG0008765	ENSG00000123119.12	ENSPTRG00000020411.6
OG0008766	ENSG00000180694.14	ENSPTRG00000020410.6
OG0008767	ENSG00000104327.7	ENSPTRG00000020409.2
OG0008768	ENSG00000103245.14	ENSPTRG00000007561.5
OG0008769	ENSG00000170855.4	ENSPTRG00000005533.3
OG0008770	ENSG00000110871.15	ENSPTRG00000005539.7
OG0008771	ENSG00000104320.13	ENSPTRG00000020407.6
OG0008772	ENSG00000164823.11	ENSPTRG00000020406.4
OG0008773	ENSG00000167272.11	ENSPTRG00000005543.6
OG0008774	ENSG00000104312.8	ENSPTRG00000020405.3
OG0008775	ENSG00000122971.9	ENSPTRG00000005547.5
OG0008776	ENSG00000157837.16	ENSPTRG00000005548.6
OG0008777	ENSG00000135127.11	ENSPTRG00000005523.6
OG0008778	ENSG00000176623.12	ENSPTRG00000020396.5
OG0008779	ENSG00000089154.11	ENSPTRG00000005525.6
OG0008780	ENSG00000183273.7	ENSPTRG00000005519.2
OG0008781	ENSG00000095485.18	ENSPTRG00000002843.7
OG0008782	ENSG00000185015.8	ENSPTRG00000020386.4
OG0008783	ENSG00000165802.22	ENSPTRG00000023105.5
OG0008784	ENSG00000109787.13	ENSPTRG00000015983.6
OG0008785	ENSG00000184672.12	ENSPTRG00000020381.6
OG0008786	ENSG00000104497.14	ENSPTRG00000020380.5
OG0008787	ENSG00000166578.10	ENSPTRG00000005485.5
OG0008788	ENSG00000109846.9	ENSPTRG00000004274.4
OG0008789	ENSG00000109685.18	ENSPTRG00000015838.6
OG0008790	ENSG00000089225.19	ENSPTRG00000005496.6
OG0008791	ENSG00000185049.16	ENSPTRG00000015840.4
OG0008792	ENSG00000185818.8	ENSPTRG00000047587.1
OG0008793	ENSG00000076641.4	ENSPTRG00000020372.4
OG0008794	ENSG00000206113.10	ENSPTRG00000039939.2
OG0008795	ENSG00000164684.13	ENSPTRG00000020370.5
OG0008796	ENSG00000205189.12	ENSPTRG00000030982.4
OG0008797	ENSG00000164244.20	ENSPTRG00000017195.6
OG0008798	ENSG00000164683.17	ENSPTRG00000020364.4
OG0008799	ENSG00000104435.13	ENSPTRG00000020363.6
OG0008800	ENSG00000104427.12	ENSPTRG00000020361.4
OG0008801	ENSG00000132646.11	ENSPTRG00000013222.4
OG0008802	ENSG00000265203.2	ENSPTRG00000002473.3
OG0008803	ENSG00000136848.17	ENSPTRG00000021317.5
OG0008804	ENSG00000169122.11	ENSPTRG00000044402.1
OG0008805	ENSG00000167910.4	ENSPTRG00000020275.3
OG0008806	ENSG00000165383.11	ENSPTRG00000002483.4
OG0008807	ENSG00000165633.13	ENSPTRG00000046556.1
OG0008808	ENSG00000177354.12	ENSPTRG00000031333.4
OG0008809	ENSG00000165606.8	ENSPTRG00000002487.4
OG0008810	ENSG00000256349.1, ENSG00000174483.20	ENSPTRG00000003926.7
OG0008811	ENSG00000151466.12	ENSPTRG00000016440.4
OG0008812	ENSG00000165837.12	ENSPTRG00000005848.4
OG0008813	ENSG00000198846.6	ENSPTRG00000020281.3
OG0008814	ENSG00000178538.10	ENSPTRG00000020283.5
OG0008815	ENSG00000140931.20	ENSPTRG00000008198.7
OG0008816	ENSG00000183723.12	ENSPTRG00000008199.6
OG0008817	ENSG00000171316.12	ENSPTRG00000020286.5
OG0008818	ENSG00000249961.10	ENSPTRG00000008201.5
OG0008819	ENSG00000074695.6	ENSPTRG00000010060.4
OG0008820	ENSG00000159593.15	ENSPTRG00000024077.5
OG0008821	ENSG00000198363.18	ENSPTRG00000020289.7
OG0008822	ENSG00000172840.7	ENSPTRG00000047529.1
OG0008823	ENSG00000168701.19	ENSPTRG00000008222.6
OG0008824	ENSG00000063978.16	ENSPTRG00000046370.1, ENSPTRG00000039222.2
OG0008825	ENSG00000172817.4	ENSPTRG00000020297.4
OG0008826	ENSG00000147234.10	ENSPTRG00000022162.4
OG0008827	ENSG00000178038.17	ENSPTRG00000014855.6
OG0008828	ENSG00000180998.12	ENSPTRG00000006349.6
OG0008829	ENSG00000123560.14	ENSPTRG00000022133.4
OG0008830	ENSG00000081692.12	ENSPTRG00000002059.4
OG0008831	ENSG00000179044.16	ENSPTRG00000008218.7
OG0008832	ENSG00000087301.9	ENSPTRG00000006348.5
OG0008833	ENSG00000143740.14	ENSPTRG00000002060.7
OG0008834	ENSG00000011485.15	ENSPTRG00000011181.5
OG0008835	ENSG00000188038.8	ENSPTRG00000008250.2
OG0008836	ENSG00000147573.17	ENSPTRG00000020302.6
OG0008837	ENSG00000102901.13	ENSPTRG00000008246.4
OG0008838	ENSG00000147576.17	ENSPTRG00000045798.1
OG0008839	ENSG00000178297.13	ENSPTRG00000010236.5
OG0008840	ENSG00000141098.13	ENSPTRG00000008242.6
OG0008841	ENSG00000158055.15	ENSPTRG00000000344.6
OG0008842	ENSG00000101751.10	ENSPTRG00000010034.5
OG0008843	ENSG00000175073.8	ENSPTRG00000020309.4
OG0008844	ENSG00000137872.16	ENSPTRG00000007040.6
OG0008845	ENSG00000188467.11	ENSPTRG00000007041.3
OG0008846	ENSG00000125746.16	ENSPTRG00000048889.1
OG0008847	ENSG00000170537.13	ENSPTRG00000007827.5
OG0008848	ENSG00000167699.13	ENSPTRG00000008511.6
OG0008849	ENSG00000102974.16	ENSPTRG00000008235.7
OG0008850	ENSG00000020426.11	ENSPTRG00000006412.5
OG0008851	ENSG00000100625.9	ENSPTRG00000006411.6
OG0008852	ENSG00000162630.6	ENSPTRG00000043561.1
OG0008853	ENSG00000179008.9	ENSPTRG00000006408.5
OG0008854	ENSG00000179409.11	ENSPTRG00000008509.6
OG0008855	ENSG00000023572.9	ENSPTRG00000001795.4
OG0008856	ENSG00000039523.20	ENSPTRG00000008233.5
OG0008857	ENSG00000119979.18	ENSPTRG00000002989.6
OG0008858	ENSG00000261787.2	ENSPTRG00000043956.1
OG0008859	ENSG00000178125.14	ENSPTRG00000020316.5
OG0008860	ENSG00000126773.13	ENSPTRG00000006405.6
OG0008861	ENSG00000091157.13	ENSPTRG00000010042.5
OG0008862	ENSG00000090861.15	ENSPTRG00000008297.6
OG0008863	ENSG00000116741.8	ENSPTRG00000001792.4
OG0008864	ENSG00000126790.12	ENSPTRG00000006399.3
OG0008865	ENSG00000127074.14	ENSPTRG00000001791.6
OG0008866	ENSG00000090104.12	ENSPTRG00000049668.1
OG0008867	ENSG00000253148.1	ENSPTRG00000034440.2
OG0008868	ENSG00000150681.10	ENSPTRG00000001789.4
OG0008869	ENSG00000130876.11	ENSPTRG00000010807.3
OG0008870	ENSG00000114650.20	ENSPTRG00000014872.6
OG0008871	ENSG00000178904.19	ENSPTRG00000010790.6
OG0008872	ENSG00000165078.13	ENSPTRG00000020322.6
OG0008873	ENSG00000154143.3	ENSPTRG00000004423.2
OG0008874	ENSG00000182325.11, ENSG00000285442.2	ENSPTRG00000042943.1, ENSPTRG00000020696.4
OG0008875	ENSG00000154096.13	ENSPTRG00000004385.5
OG0008876	ENSG00000127419.17	ENSPTRG00000050831.1
OG0008877	ENSG00000081923.14	ENSPTRG00000010048.6
OG0008878	ENSG00000046889.19	ENSPTRG00000020324.6
OG0008879	ENSG00000064309.14	ENSPTRG00000004452.6
OG0008880	ENSG00000167858.13	ENSPTRG00000008651.3
OG0008881	ENSG00000073282.13	ENSPTRG00000015733.6
OG0008882	ENSG00000149554.13	ENSPTRG00000004446.4
OG0008883	ENSG00000165084.16	ENSPTRG00000020325.6
OG0008884	ENSG00000137573.14	ENSPTRG00000020328.6
OG0008885	ENSG00000134910.14	ENSPTRG00000004445.6
OG0008886	ENSG00000196083.10	ENSPTRG00000015740.6
OG0008887	ENSG00000149547.15	ENSPTRG00000004444.6
OG0008888	ENSG00000147596.4	ENSPTRG00000020331.3
OG0008889	ENSG00000182307.14	ENSPTRG00000020721.4
OG0008890	ENSG00000165731.20	ENSPTRG00000002442.7
OG0008891	ENSG00000140396.13	ENSPTRG00000020333.5
OG0008892	ENSG00000169826.8	ENSPTRG00000002443.5
OG0008893	ENSG00000127415.13	ENSPTRG00000015819.6
OG0008894	ENSG00000182934.12	ENSPTRG00000028360.4
OG0008895	ENSG00000145214.14	ENSPTRG00000047042.1
OG0008896	ENSG00000117118.10	ENSPTRG00000000242.5
OG0008897	ENSG00000103266.11	ENSPTRG00000007553.3
OG0008898	ENSG00000169026.12	ENSPTRG00000015812.5
OG0008899	ENSG00000185619.18	ENSPTRG00000046521.1
OG0008900	ENSG00000110063.10	ENSPTRG00000004459.4
OG0008901	ENSG00000159921.16	ENSPTRG00000020931.6
OG0008902	ENSG00000143401.15	ENSPTRG00000046939.1
OG0008903	ENSG00000173848.19	ENSPTRG00000002254.7
OG0008904	ENSG00000084764.12	ENSPTRG00000011742.4
OG0008905	ENSG00000122705.17	ENSPTRG00000020930.7
OG0008906	ENSG00000149571.12	ENSPTRG00000004462.5
OG0008907	ENSG00000171824.14	ENSPTRG00000000140.6
OG0008908	ENSG00000108064.11	ENSPTRG00000048475.1
OG0008909	ENSG00000119772.16	ENSPTRG00000011723.6
OG0008910	ENSG00000107371.13	ENSPTRG00000020952.6
OG0008911	ENSG00000104321.11	ENSPTRG00000020340.4
OG0008912	ENSG00000107872.12	ENSPTRG00000002890.6
OG0008913	ENSG00000148218.16	ENSPTRG00000021279.6
OG0008914	ENSG00000164764.11	ENSPTRG00000020344.5
OG0008915	ENSG00000073060.16	ENSPTRG00000005616.5
OG0008916	ENSG00000165304.8	ENSPTRG00000020934.3
OG0008917	ENSG00000077150.20	ENSPTRG00000002888.5
OG0008918	ENSG00000243284.1	ENSPTRG00000001531.5
OG0008919	ENSG00000188931.4	ENSPTRG00000001586.3
OG0008920	ENSG00000107862.5	ENSPTRG00000002887.5
OG0008921	ENSG00000143222.12	ENSPTRG00000001572.5
OG0008922	ENSG00000284009.2, ENSG00000187838.17	ENSPTRG00000008683.7
OG0008923	ENSG00000133135.14	ENSPTRG00000022151.7
OG0008924	ENSG00000143258.16	ENSPTRG00000001573.6
OG0008925	ENSG00000040341.18	ENSPTRG00000047797.1, ENSPTRG00000043384.1, ENSPTRG00000045302.1
OG0008926	ENSG00000178882.15	ENSPTRG00000005612.6
OG0008927	ENSG00000168795.5	ENSPTRG00000047266.1
OG0008928	ENSG00000214367.8	ENSPTRG00000015843.4
OG0008929	ENSG00000175606.11	ENSPTRG00000050858.1
OG0008930	ENSG00000154589.7	ENSPTRG00000020351.5
OG0008931	ENSG00000077147.16	ENSPTRG00000002797.4
OG0008932	ENSG00000122741.16	ENSPTRG00000020953.7
OG0008933	ENSG00000183454.17	ENSPTRG00000007754.5
OG0008934	ENSG00000104381.13	ENSPTRG00000020354.6
OG0008935	ENSG00000137558.9	ENSPTRG00000052312.1
OG0008936	ENSG00000158859.10	ENSPTRG00000001576.6
OG0008937	ENSG00000087258.15	ENSPTRG00000008129.6
OG0008938	ENSG00000126016.15	ENSPTRG00000022197.5
OG0008939	ENSG00000121005.9	ENSPTRG00000020356.5
OG0008940	ENSG00000159461.15	ENSPTRG00000008130.6
OG0008941	ENSG00000069966.18	ENSPTRG00000007084.6
OG0008942	ENSG00000108384.15	ENSPTRG00000009458.4
OG0008943	ENSG00000087263.17	ENSPTRG00000023015.3
OG0008944	ENSG00000164749.13	ENSPTRG00000020357.6
OG0008945	ENSG00000185344.14	ENSPTRG00000005607.5
OG0008946	ENSG00000102158.19	ENSPTRG00000022048.7
OG0008947	ENSG00000167191.12	ENSPTRG00000007839.5
OG0008948	ENSG00000111361.13	ENSPTRG00000005603.6
OG0008949	ENSG00000177791.12	ENSPTRG00000002633.5
OG0008950	ENSG00000166317.12	ENSPTRG00000002634.5
OG0008951	ENSG00000169605.6	ENSPTRG00000012010.4
OG0008952	ENSG00000047346.12	ENSPTRG00000007089.6
OG0008953	ENSG00000196372.13	ENSPTRG00000022895.5
OG0008954	ENSG00000196468.8	ENSPTRG00000022533.3
OG0008955	ENSG00000272741.1, ENSG00000213123.11	ENSPTRG00000015777.6
OG0008956	ENSG00000115194.11	ENSPTRG00000011757.4
OG0008957	ENSG00000099624.8	ENSPTRG00000010190.3
OG0008958	ENSG00000151687.14	ENSPTRG00000012733.6
OG0008959	ENSG00000111364.16	ENSPTRG00000005601.6
OG0008960	ENSG00000138449.10	ENSPTRG00000012731.2
OG0008961	ENSG00000004700.16	ENSPTRG00000004758.6
OG0008962	ENSG00000166192.15	ENSPTRG00000043107.1
OG0008963	ENSG00000142611.17	ENSPTRG00000000059.6
OG0008964	ENSG00000102900.13	ENSPTRG00000008142.4
OG0008965	ENSG00000163157.15	ENSPTRG00000001280.5
OG0008966	ENSG00000198795.11	ENSPTRG00000022783.5
OG0008967	ENSG00000117758.14	ENSPTRG00000000416.5
OG0008968	ENSG00000168758.11	ENSPTRG00000012245.6
OG0008969	ENSG00000154059.11	ENSPTRG00000009927.5
OG0008970	ENSG00000213337.9	ENSPTRG00000012244.5
OG0008971	ENSG00000163156.12	ENSPTRG00000001279.7
OG0008972	ENSG00000163155.12	ENSPTRG00000001278.5
OG0008973	ENSG00000163154.6	ENSPTRG00000001277.5
OG0008974	ENSG00000185033.14	ENSPTRG00000007448.5
OG0008975	ENSG00000114988.11	ENSPTRG00000012239.5
OG0008976	ENSG00000130768.15	ENSPTRG00000000421.7
OG0008977	ENSG00000168234.13	ENSPTRG00000009923.4
OG0008978	ENSG00000145982.12	ENSPTRG00000017692.7
OG0008979	ENSG00000124785.9	ENSPTRG00000017693.2
OG0008980	ENSG00000124491.16	ENSPTRG00000017694.6
OG0008981	ENSG00000035403.17	ENSPTRG00000002647.5
OG0008982	ENSG00000261587.2, ENSG00000285272.1	ENSPTRG00000045148.1, ENSPTRG00000033834.3
OG0008983	ENSG00000189339.12	ENSPTRG00000000037.6
OG0008984	ENSG00000177051.6	ENSPTRG00000038848.2
OG0008985	ENSG00000261236.8, ENSG00000285301.2	ENSPTRG00000020690.4
OG0008986	ENSG00000182087.14	ENSPTRG00000010176.5
OG0008987	ENSG00000213221.5	ENSPTRG00000034113.3
OG0008988	ENSG00000182196.13	ENSPTRG00000005590.6
OG0008989	ENSG00000111325.16	ENSPTRG00000005589.6
OG0008990	ENSG00000008735.14	ENSPTRG00000014549.6
OG0008991	ENSG00000154065.17	ENSPTRG00000009921.6
OG0008992	ENSG00000156110.14	ENSPTRG00000002649.5
OG0008993	ENSG00000179562.3	ENSPTRG00000019650.4
OG0008994	ENSG00000159239.13, ENSG00000284308.1	ENSPTRG00000043090.1
OG0008995	ENSG00000283243.3	ENSPTRG00000048886.1
OG0008995	ENSG00000251322.9	ENSPTRG00000014553.5
OG0008996	ENSG00000150967.18	ENSPTRG00000005588.6
OG0008997	ENSG00000148200.17	ENSPTRG00000051156.1
OG0008998	ENSG00000106992.19	ENSPTRG00000021402.7
OG0008999	ENSG00000151773.13	ENSPTRG00000005833.4
OG0009000	ENSG00000162551.14	ENSPTRG00000000302.4
OG0009001	ENSG00000102804.15	ENSPTRG00000005837.5
OG0009002	ENSG00000092067.5	ENSPTRG00000006162.4
OG0009003	ENSG00000179933.6	ENSPTRG00000045548.1
OG0009004	ENSG00000188342.12	ENSPTRG00000005840.6
OG0009005	ENSG00000180332.6	ENSPTRG00000047173.1
OG0009006	ENSG00000130787.14	ENSPTRG00000005586.6
OG0009007	ENSG00000165816.13	ENSPTRG00000002959.7
OG0009008	ENSG00000115525.18	ENSPTRG00000012146.6
OG0009009	ENSG00000124203.6	ENSPTRG00000013683.5
OG0009010	ENSG00000165813.20	ENSPTRG00000002957.5
OG0009011	ENSG00000114491.14	ENSPTRG00000015312.5
OG0009012	ENSG00000101361.17	ENSPTRG00000013179.6
OG0009013	ENSG00000121900.19	ENSPTRG00000000495.7
OG0009014	ENSG00000116711.10	ENSPTRG00000001787.6
OG0009015	ENSG00000146576.13	ENSPTRG00000018917.5
OG0009016	ENSG00000165501.17	ENSPTRG00000006313.5
OG0009017	ENSG00000077782.20	ENSPTRG00000020176.7
OG0009018	ENSG00000165506.14	ENSPTRG00000030748.4
OG0009019	ENSG00000101782.15	ENSPTRG00000009918.5
OG0009020	ENSG00000111231.9	ENSPTRG00000005440.4
OG0009021	ENSG00000198924.8	ENSPTRG00000022767.3
OG0009022	ENSG00000162522.11	ENSPTRG00000000490.5
OG0009023	ENSG00000134490.14	ENSPTRG00000009917.6
OG0009024	ENSG00000073756.12	ENSPTRG00000001786.3
OG0009025	ENSG00000134508.12	ENSPTRG00000009916.6
OG0009026	ENSG00000165806.20	ENSPTRG00000002952.7
OG0009027	ENSG00000155066.16	ENSPTRG00000012212.5
OG0009028	ENSG00000124302.13	ENSPTRG00000010810.6
OG0009029	ENSG00000116703.14	ENSPTRG00000001785.6
OG0009030	ENSG00000124299.15	ENSPTRG00000010809.6
OG0009031	ENSG00000197776.8	ENSPTRG00000006320.5
OG0009032	ENSG00000197893.13	ENSPTRG00000002951.7
OG0009033	ENSG00000131876.17	ENSPTRG00000007513.6
OG0009034	ENSG00000184232.9	ENSPTRG00000004390.3
OG0009035	ENSG00000101752.11	ENSPTRG00000009912.6
OG0009036	ENSG00000047410.14	ENSPTRG00000001783.7
OG0009037	ENSG00000131871.15	ENSPTRG00000007512.5
OG0009038	ENSG00000122970.16	ENSPTRG00000005436.6
OG0009039	ENSG00000182685.7	ENSPTRG00000007638.4
OG0009040	ENSG00000148702.15	ENSPTRG00000002950.6
OG0009041	ENSG00000184860.10	ENSPTRG00000008396.5
OG0009042	ENSG00000090924.15	ENSPTRG00000010969.6
OG0009043	ENSG00000141449.14	ENSPTRG00000009906.6
OG0009044	ENSG00000103187.8	ENSPTRG00000008419.5
OG0009045	ENSG00000188676.13	ENSPTRG00000020188.6
OG0009046	ENSG00000283632.2	ENSPTRG00000011144.7
OG0009047	ENSG00000176907.5	ENSPTRG00000044702.1
OG0009048	ENSG00000163075.13	ENSPTRG00000012404.5
OG0009049	ENSG00000143341.12	ENSPTRG00000001780.7
OG0009050	ENSG00000171227.7	ENSPTRG00000042156.2
OG0009051	ENSG00000179632.10	ENSPTRG00000020681.5
OG0009052	ENSG00000095397.15	ENSPTRG00000021289.5
OG0009053	ENSG00000096080.11	ENSPTRG00000044573.1, ENSPTRG00000018209.5
OG0009054	ENSG00000128917.8	ENSPTRG00000006937.5
OG0009055	ENSG00000106948.16	ENSPTRG00000021288.6
OG0009056	ENSG00000104142.11	ENSPTRG00000006936.5
OG0009057	ENSG00000115221.12	ENSPTRG00000012571.3
OG0009058	ENSG00000115107.20	ENSPTRG00000012399.6
OG0009059	ENSG00000166145.14	ENSPTRG00000006933.4
OG0009060	ENSG00000103175.11	ENSPTRG00000008415.5
OG0009061	ENSG00000116679.16	ENSPTRG00000001779.7
OG0009062	ENSG00000168418.7	ENSPTRG00000008414.4
OG0009063	ENSG00000154114.12	ENSPTRG00000004395.6
OG0009065	ENSG00000116668.13	ENSPTRG00000001777.4
OG0009066	ENSG00000109927.10	ENSPTRG00000004396.3
OG0009067	ENSG00000158517.15	ENSPTRG00000019294.4, ENSPTRG00000044867.1
OG0009068	ENSG00000008226.20	ENSPTRG00000014752.6
OG0009069	ENSG00000101557.15	ENSPTRG00000009815.7
OG0009070	ENSG00000129951.18	ENSPTRG00000010166.5
OG0009071	ENSG00000121481.11	ENSPTRG00000001775.6
OG0009072	ENSG00000119913.6	ENSPTRG00000002944.4
OG0009073	ENSG00000135108.14	ENSPTRG00000005505.6
OG0009074	ENSG00000137880.6	ENSPTRG00000006928.3
