Orthogroup	H_sapiens.pep	P_Mucros.pep
OG0006566	ENSG00000004939.15	XP_029143180.1
OG0006567	ENSG00000156026.14	XP_015680609.1
OG0006568	ENSG00000138308.6	XP_015680608.1, XP_029141751.1
OG0006569	ENSG00000108309.14	XP_015687794.1, XP_015687792.1
OG0006570	ENSG00000154493.19	XP_015672982.1
OG0006571	ENSG00000186908.14	XP_015675169.1
OG0006572	ENSG00000067191.16	XP_029143190.1
OG0006573	ENSG00000134744.14	XP_015666381.1
OG0006574	ENSG00000170430.10	XP_015667515.1, XP_015667516.1
OG0006575	ENSG00000249242.8	XP_015687856.1
OG0006576	ENSG00000108010.12	XP_015667514.1
OG0006577	ENSG00000125686.12	XP_015687739.1
OG0006578	ENSG00000171532.5	XP_015683164.1, XP_015687797.1
OG0006579	ENSG00000176171.11	XP_015667868.1
OG0006580	ENSG00000157184.7	XP_015666402.1, XP_029138963.1
OG0006581	ENSG00000161395.14	XP_015687745.1
OG0006582	ENSG00000163322.14	XP_015687876.1
OG0006583	ENSG00000143006.7	XP_029138962.1
OG0006584	ENSG00000163319.11	XP_015687875.1
OG0006585	ENSG00000174332.5	XP_029138958.1
OG0006586	ENSG00000165752.17	XP_015667870.1
OG0006587	ENSG00000148814.18	XP_015669454.1
OG0006588	ENSG00000171813.14	XP_015669453.1
OG0006589	ENSG00000138639.18	XP_015687866.1
OG0006590	ENSG00000138161.14, ENSG00000286088.1	XP_015669711.1
OG0006591	ENSG00000188895.12	XP_015687755.1, XP_015682406.2
OG0006592	ENSG00000154473.18	XP_015669702.1, XP_015669701.1
OG0006593	ENSG00000158615.9	XP_029143174.1
OG0006594	ENSG00000182004.13	XP_015687646.1
OG0006595	ENSG00000118762.8	XP_015680195.1, XP_015674795.1
OG0006596	ENSG00000148848.14	XP_015672970.1
OG0006597	ENSG00000064886.14, ENSG00000133048.13	XP_015678646.1
OG0006598	ENSG00000138162.19	XP_015672727.1
OG0006599	ENSG00000173947.14	XP_015678648.1
OG0006600	ENSG00000163104.17	XP_015671176.1
OG0006601	ENSG00000164663.14	XP_015678638.1
OG0006602	ENSG00000120008.16	XP_015672733.1
OG0006603	ENSG00000112561.18	XP_015676044.1
OG0006604	ENSG00000151929.9	XP_015672714.1
OG0006605	ENSG00000151923.17	XP_015672713.1
OG0006606	ENSG00000111490.14	XP_029140849.1, XP_015676309.1
OG0006607	ENSG00000095970.17	XP_029143142.1
OG0006608	ENSG00000033627.16	XP_015665950.1
OG0006609	ENSG00000177469.13	XP_015665949.1
OG0006610	ENSG00000102780.16	XP_029138989.1
OG0006611	ENSG00000183735.10	XP_015676295.1
OG0006612	ENSG00000064995.18	XP_015684047.1
OG0006613	ENSG00000196821.10	XP_015676577.1, XP_015676576.1
OG0006614	ENSG00000161610.1	XP_029138880.1
OG0006615	ENSG00000165416.14	XP_015666540.1
OG0006616	ENSG00000102837.7	XP_015666553.1
OG0006617	ENSG00000061987.16	XP_015677604.1, XP_015677603.1
OG0006618	ENSG00000068120.15	XP_015665942.1
OG0006619	ENSG00000274768.2, ENSG00000277972.2	XP_015665941.1
OG0006620	ENSG00000277303.2, ENSG00000273604.2	XP_029138879.1
OG0006621	ENSG00000273608.4, ENSG00000277363.5	XP_015665938.1
OG0006622	ENSG00000280165.1, ENSG00000197991.11	XP_015667980.2
OG0006623	ENSG00000274211.6, ENSG00000274229.2	XP_015665885.1
OG0006624	ENSG00000166896.9, ENSG00000262145.5	XP_015687563.1
OG0006625	ENSG00000030110.13	XP_015671011.1
OG0006626	ENSG00000124701.5	XP_015671004.1
OG0006627	ENSG00000088451.11	XP_015678088.1
OG0006628	ENSG00000198933.9	XP_029138892.1
OG0006629	ENSG00000125257.16	XP_015684952.1, XP_015679928.2
OG0006630	ENSG00000198663.16	XP_015668081.1
OG0006631	ENSG00000118564.15	XP_015673541.1, XP_015673540.1
OG0006632	ENSG00000108465.15	XP_015665925.1
OG0006633	ENSG00000082641.16	XP_015665923.1, XP_015680168.1
OG0006634	ENSG00000102595.20	XP_015674717.2
OG0006635	ENSG00000135587.9	XP_015673215.1
OG0006636	ENSG00000182742.6	XP_029138890.1
OG0006637	ENSG00000260027.5	XP_015679548.1, XP_015665968.1
OG0006638	ENSG00000170689.10	XP_015665964.1, XP_015679542.2
OG0006639	ENSG00000136155.17	XP_015684266.1, XP_015685171.1
OG0006640	ENSG00000015153.14	XP_015687173.1, XP_015687174.1
OG0006641	ENSG00000283208.2, ENSG00000102805.15	XP_015687812.1
OG0006643	ENSG00000173868.11	XP_029138873.1
OG0006644	ENSG00000118939.17	XP_015687835.1, XP_015687834.1
OG0006645	ENSG00000121104.8	XP_029138884.1, XP_029138885.1
OG0006646	ENSG00000116299.17	XP_015673222.1, XP_029140303.1
OG0006647	ENSG00000184903.10	XP_015669511.1
OG0006648	ENSG00000151552.12	XP_015673145.1
OG0006649	ENSG00000077279.18	XP_015677063.1
OG0006650	ENSG00000154415.8	XP_029140865.1
OG0006651	ENSG00000088386.17	XP_015665621.1
OG0006652	ENSG00000135272.10	XP_029140276.1
OG0006653	ENSG00000135269.18	XP_015671921.1
OG0006654	ENSG00000108588.14	XP_015665687.1, XP_015665688.1
OG0006655	ENSG00000154438.8	XP_015669041.1
OG0006656	ENSG00000125246.15	XP_015683472.1, XP_015683481.1
OG0006657	ENSG00000155363.18	XP_015682138.1
OG0006658	ENSG00000134864.10	XP_015683496.1, XP_015683490.1
OG0006659	ENSG00000125247.15	XP_015673499.1, XP_015673498.1
OG0006660	ENSG00000077800.13	XP_015670323.2
OG0006661	ENSG00000102466.15	XP_015673495.1, XP_015673494.1
OG0006662	ENSG00000163349.22	XP_015672465.1
OG0006663	ENSG00000170638.9	XP_015670157.1, XP_015670156.1
OG0006664	ENSG00000197323.12	XP_015667534.1
OG0006665	ENSG00000183207.14	XP_015665664.1
OG0006666	ENSG00000126216.15	XP_015682835.1
OG0006667	ENSG00000198765.12	XP_029139199.1
OG0006668	ENSG00000134198.10	XP_015667548.1
OG0006669	ENSG00000134259.4	XP_015667549.1
OG0006670	ENSG00000106299.8	XP_015677682.1
OG0006671	ENSG00000170807.12	XP_015672724.1, XP_015677755.1
OG0006672	ENSG00000179057.13	XP_015675106.1
OG0006673	ENSG00000146809.13	XP_015677744.1
OG0006674	ENSG00000081277.12	XP_015671827.1
OG0006675	ENSG00000164675.11	XP_015686278.1, XP_029141184.1
OG0006676	ENSG00000081800.9	XP_029141182.1
OG0006677	ENSG00000126467.11	XP_029138839.1, XP_029138821.1
OG0006679	ENSG00000008311.15	XP_015678348.1
OG0006680	ENSG00000126464.14	XP_029140501.1, XP_015665635.1
OG0006681	ENSG00000185989.11, ENSG00000280477.2	XP_015671956.1
OG0006682	ENSG00000002745.13	XP_015677761.1
OG0006683	ENSG00000162777.17	XP_015678998.1
OG0006684	ENSG00000035928.16	XP_015687437.1
OG0006685	ENSG00000163485.17	XP_015678996.1
OG0006686	ENSG00000109610.6	XP_015684068.1, XP_015684069.1
OG0006687	ENSG00000152990.14	XP_015682825.1
OG0006688	ENSG00000163138.19	XP_029141805.1
OG0006689	ENSG00000196872.12	XP_015686771.1
OG0006690	ENSG00000071073.13	XP_015686619.1, XP_015686677.1
OG0006691	ENSG00000040933.15	XP_015686159.1
OG0006692	ENSG00000125966.10	XP_015671073.2, XP_029139893.1
OG0006693	ENSG00000242372.8	XP_015671062.1
OG0006694	ENSG00000101019.22	XP_015671059.1, XP_015671058.1
OG0006695	ENSG00000118579.13	XP_029141376.1
OG0006697	ENSG00000244005.13	XP_015671045.1
OG0006698	ENSG00000109501.14	XP_015684025.2
OG0006699	ENSG00000170113.16, ENSG00000288478.1	XP_015667776.1
OG0006700	ENSG00000276856.3, ENSG00000275835.5	XP_029139235.1
OG0006701	ENSG00000101347.9	XP_015669267.1
OG0006702	ENSG00000131351.15	XP_015665536.1
OG0006703	ENSG00000110799.13	XP_015683429.1
OG0006704	ENSG00000146950.13	XP_015670367.1, XP_029139778.1
OG0006705	ENSG00000087494.16	XP_015685237.1, XP_015684522.1
OG0006706	ENSG00000087448.11	XP_015683445.1
OG0006707	ENSG00000111266.9, ENSG00000280962.3	XP_015670948.1
OG0006708	ENSG00000281818.3, ENSG00000111261.14	XP_015670937.1
OG0006709	ENSG00000281324.3, ENSG00000070018.9	XP_015670105.1
OG0006710	ENSG00000196664.5	XP_015687063.2
OG0006711	ENSG00000088298.13	XP_015669271.1
OG0006712	ENSG00000124191.18	XP_015669272.1
OG0006713	ENSG00000078699.21	XP_015680365.1
OG0006714	ENSG00000125967.16	XP_015680364.1
OG0006715	ENSG00000101417.12	XP_015678706.1
OG0006716	ENSG00000125977.7	XP_015680269.1
OG0006717	ENSG00000078747.15	XP_015672491.1
OG0006718	ENSG00000100347.15	XP_015682232.1
OG0006719	ENSG00000259399.1, ENSG00000101084.18	XP_015672480.1
OG0006720	ENSG00000100344.11	XP_029142134.1
OG0006721	ENSG00000130540.14	XP_015684859.1, XP_015675688.1
OG0006722	ENSG00000100294.13	XP_015681320.1
OG0006723	ENSG00000242247.11	XP_015679022.1, XP_015679006.1, XP_015679014.1
OG0006724	ENSG00000101442.10	XP_015682534.1
OG0006725	ENSG00000180815.14	XP_029141822.1
OG0006727	ENSG00000153993.13	XP_015674933.1
OG0006728	ENSG00000164659.15	XP_015683184.1, XP_015683183.1
OG0006729	ENSG00000165186.12	XP_029142351.1, XP_015683420.1
OG0006730	ENSG00000165626.17	XP_015681910.1
OG0006731	ENSG00000165630.14, ENSG00000282246.1	XP_015681913.1
OG0006732	ENSG00000196839.13	XP_015685257.1
OG0006733	ENSG00000101076.16	XP_015685288.1, XP_015685280.1
OG0006734	ENSG00000132823.11	XP_015685268.1, XP_015685152.1
OG0006735	ENSG00000102230.14	XP_015683371.1, XP_015683363.1
OG0006737	ENSG00000185627.18	XP_015679129.1
OG0006738	ENSG00000101040.19	XP_015674714.2
OG0006739	ENSG00000130962.17	XP_015685801.1, XP_015672833.1
OG0006740	ENSG00000165169.11	XP_015686307.1, XP_015679399.1
OG0006741	ENSG00000124126.14	XP_029142052.1, XP_015681924.1
OG0006742	ENSG00000036473.8	XP_015670405.1
OG0006743	ENSG00000250349.3	XP_015670402.1
OG0006744	ENSG00000147044.21	XP_015670385.1, XP_015670386.1
OG0006745	ENSG00000172216.6	XP_015673611.1
OG0006746	ENSG00000128606.13	XP_015687992.1, XP_015685681.1
OG0006747	ENSG00000105821.15	XP_015666163.1
OG0006748	ENSG00000183690.13	XP_015670353.1
OG0006749	ENSG00000101181.17	XP_015673628.1
OG0006750	ENSG00000170615.15	XP_015666174.1, XP_015684631.1
OG0006751	ENSG00000276076.4, ENSG00000160202.7	XP_015679856.1
OG0006752	ENSG00000160199.15	XP_015681665.1, XP_015681666.1
OG0006753	ENSG00000164815.11	XP_015682052.1
OG0006754	ENSG00000005483.21	XP_015683499.1
OG0006755	ENSG00000091127.14	XP_015669146.1
OG0006756	ENSG00000185055.11	XP_015669132.1
OG0006757	ENSG00000157617.17	XP_015678072.1
OG0006758	ENSG00000172209.6, ENSG00000283812.2	XP_015683266.1
OG0006759	ENSG00000283852.2, ENSG00000075790.10	XP_015683582.1
OG0006760	ENSG00000101161.8	XP_015682847.1
OG0006761	ENSG00000087502.18	XP_015681825.1
OG0006762	ENSG00000188906.16	XP_029138803.1
OG0006763	ENSG00000159261.12	XP_015686039.1, XP_015678659.1
OG0006764	ENSG00000075218.19	XP_015679242.1
OG0006765	ENSG00000121897.15	XP_015687435.1
OG0006766	ENSG00000109814.12	XP_015687445.1
OG0006767	ENSG00000164118.13	XP_015670371.1, XP_015670372.1
OG0006768	ENSG00000164117.14	XP_015670373.1, XP_015670374.1
OG0006769	ENSG00000179299.17	XP_015683776.1, XP_015686210.1
OG0006770	ENSG00000154277.13	XP_015679284.1, XP_015667206.1
OG0006771	ENSG00000109111.15	XP_015682945.1, XP_015684982.1
OG0006772	ENSG00000142207.7	XP_029140605.1
OG0006773	ENSG00000124406.16	XP_015682744.1
OG0006774	ENSG00000151806.14	XP_015682855.2
OG0006775	ENSG00000156239.12	XP_015679190.1
OG0006776	ENSG00000154727.10	XP_015676846.1
OG0006777	ENSG00000154721.15	XP_015676845.1
OG0006778	ENSG00000154719.13	XP_015675051.1, XP_015675050.1
OG0006779	ENSG00000134851.13	XP_015676664.1
OG0006780	ENSG00000157426.14	XP_029142476.1
OG0006781	ENSG00000128059.8	XP_015682066.1
OG0006782	ENSG00000175161.13	XP_015674373.1
OG0006783	ENSG00000285360.2, ENSG00000154359.13	XP_029142088.1
OG0006784	ENSG00000284872.1, ENSG00000250305.9	XP_015682065.1
OG0006785	ENSG00000285265.3, ENSG00000164741.15	XP_015684066.1
OG0006786	ENSG00000174827.14	XP_015673210.2
OG0006787	ENSG00000117262.19, ENSG00000188092.15	XP_015673202.1
OG0006788	ENSG00000162836.12	XP_015673200.1, XP_015673201.1
OG0006789	ENSG00000155975.10	XP_015686441.1
OG0006790	ENSG00000116128.11	XP_015673199.1
OG0006791	ENSG00000166558.10	XP_015678424.1, XP_015686293.1
OG0006792	ENSG00000144843.11	XP_015673196.1
OG0006793	ENSG00000140943.17	XP_015678442.1
OG0006794	ENSG00000134247.10	XP_015679911.1
OG0006795	ENSG00000143195.13	XP_015675609.1
OG0006796	ENSG00000143194.13	XP_029140724.1
OG0006797	ENSG00000125149.12	XP_015678427.1, XP_015680890.1
OG0006798	ENSG00000143162.9	XP_029142276.1, XP_015682907.1
OG0006799	ENSG00000198771.11	XP_015682906.1
OG0006800	ENSG00000170854.18	XP_015687398.1
OG0006801	ENSG00000104763.19	XP_015686355.1
OG0006802	ENSG00000184500.16	XP_015677847.2
OG0006803	ENSG00000114529.12, ENSG00000285394.1	XP_015674475.1
OG0006804	ENSG00000205129.8	XP_015687272.1
OG0006805	ENSG00000198574.6	XP_015677903.1
OG0006806	ENSG00000109775.11	XP_015687273.2, XP_015687274.1
OG0006807	ENSG00000168538.16	XP_015687291.1
OG0006808	ENSG00000168556.7	XP_029143099.1
OG0006809	ENSG00000038002.9	XP_015669415.1
OG0006810	ENSG00000151612.18	XP_015670005.1
OG0006811	ENSG00000151611.16	XP_015669994.1
OG0006812	ENSG00000182504.11	XP_015686020.1, XP_015668697.1
OG0006813	ENSG00000066422.5	XP_015668720.1
OG0006814	ENSG00000081148.12	XP_029139416.1
OG0006815	ENSG00000154175.17	XP_029140422.1
OG0006816	ENSG00000114354.14	XP_015684368.1, XP_015685532.1
OG0006817	ENSG00000036054.13	XP_015676296.1, XP_015676294.1
OG0006818	ENSG00000168386.18	XP_029140848.1
OG0006819	ENSG00000109458.8	XP_015676723.1
OG0006820	ENSG00000184220.12	XP_015676297.1
OG0006821	ENSG00000109445.11	XP_015681375.1, XP_015681374.1
OG0006822	ENSG00000153132.13	XP_015677023.2, XP_015685839.1
OG0006823	ENSG00000117479.15	XP_015671419.1, XP_015671426.1
OG0006824	ENSG00000138650.9	XP_015668705.1, XP_015668706.1
OG0006825	ENSG00000138459.9	XP_015671385.1
OG0006826	ENSG00000178105.11	XP_015668420.1
OG0006827	ENSG00000163607.17	XP_015671527.1
OG0006828	ENSG00000198498.10	XP_015686525.1, XP_015679472.1
OG0006829	ENSG00000163617.11	XP_015672344.1, XP_015685827.1
OG0006830	ENSG00000171503.12	XP_015669824.1
OG0006831	ENSG00000164124.11	XP_029141809.1, XP_015680932.2
OG0006832	ENSG00000262635.5, ENSG00000151790.9	XP_015672046.1
OG0006833	ENSG00000262505.2, ENSG00000256394.3	XP_015672042.1
OG0006834	ENSG00000061918.13	XP_015672029.1
OG0006835	ENSG00000121211.8	XP_015681215.1, XP_015681222.1
OG0006836	ENSG00000120694.20	XP_015670715.1, XP_015670714.1
OG0006837	ENSG00000154079.6	XP_015680808.1
OG0006838	ENSG00000151617.17	XP_029142854.1, XP_015671937.1
OG0006839	ENSG00000137714.3	XP_015680715.1
OG0006840	ENSG00000120519.14	XP_015673674.1
OG0006841	ENSG00000077684.16	XP_029140480.1
OG0006842	ENSG00000151849.15	XP_029140140.1
OG0006844	ENSG00000032742.17	XP_015669888.1
OG0006845	ENSG00000160446.19	XP_015679820.1
OG0006846	ENSG00000150456.11	XP_015669903.1
OG0006847	ENSG00000132953.16	XP_015669889.1
OG0006848	ENSG00000170917.14	XP_015666947.1
OG0006849	ENSG00000150457.9	XP_015669890.1
OG0006850	ENSG00000173141.5	XP_015669894.1, XP_015669895.1
OG0006851	ENSG00000273167.1, ENSG00000182957.16	XP_015672521.1
OG0006852	ENSG00000164111.15	XP_015681425.1
OG0006853	ENSG00000170962.13	XP_015679576.1
OG0006854	ENSG00000164109.14	XP_015674070.1
OG0006855	ENSG00000172399.5	XP_029140448.1, XP_015674068.1
OG0006856	ENSG00000137674.4	XP_015670201.1, XP_015670202.1, XP_029139748.1
OG0006857	ENSG00000174607.11	XP_015681205.1
OG0006858	ENSG00000152558.15	XP_015670198.1
OG0006859	ENSG00000137691.13	XP_015670194.1
OG0006860	ENSG00000110318.15	XP_029139750.1
OG0006861	ENSG00000082175.15	XP_015678216.1
OG0006862	ENSG00000138658.15	XP_029139822.1
OG0006863	ENSG00000145365.11	XP_015670571.1, XP_015670573.1
OG0006864	ENSG00000149231.14	XP_015681171.1, XP_015681174.2
OG0006865	ENSG00000184384.14	XP_015681173.1
OG0006866	ENSG00000166037.11	XP_015680018.1, XP_015680019.1
OG0006867	ENSG00000077458.13	XP_015680015.1
OG0006868	ENSG00000149218.5	XP_015680016.1, XP_015686781.1
OG0006869	ENSG00000150316.12	XP_015679343.1
OG0006870	ENSG00000109534.17	XP_015683433.1
OG0006871	ENSG00000214376.6	XP_029142462.1, XP_029142027.1
OG0006872	ENSG00000182919.14	XP_015683703.1, XP_015683702.1
OG0006873	ENSG00000164089.9	XP_015666470.1
OG0006874	ENSG00000166012.17	XP_015684765.1, XP_015683701.1
OG0006875	ENSG00000169288.18	XP_015671866.1
OG0006876	ENSG00000137501.17	XP_029141263.1
OG0006877	ENSG00000171202.7	XP_015678245.1
OG0006878	ENSG00000137500.9	XP_015684232.2
OG0006879	ENSG00000137494.14	XP_015665921.1
OG0006880	ENSG00000165494.11	XP_015665932.1
OG0006881	ENSG00000182103.5	XP_015682677.1, XP_029142668.1
OG0006882	ENSG00000101670.12	XP_015682795.1, XP_015683591.1
OG0006883	ENSG00000141627.13	XP_015683518.1, XP_015682793.1
OG0006884	ENSG00000101665.9	XP_015681968.1
OG0006885	ENSG00000184828.10	XP_015683039.1, XP_015684794.1
OG0006886	ENSG00000155545.19	XP_015676881.1
OG0006887	ENSG00000134352.20	XP_015679738.1, XP_015685315.1
OG0006888	ENSG00000177058.12	XP_015679742.1
OG0006889	ENSG00000164294.14	XP_015667256.1
OG0006890	ENSG00000213949.10	XP_015670665.1
OG0006891	ENSG00000112996.11	XP_015686126.1, XP_029140687.1
OG0006892	ENSG00000112972.15	XP_015672604.2, XP_015672605.1
OG0006893	ENSG00000172262.11	XP_015672603.1
OG0006894	ENSG00000112936.19	XP_015685513.1, XP_015675572.1
OG0006895	ENSG00000153071.15	XP_015672390.1
OG0006896	ENSG00000113600.11	XP_029140143.1
OG0006897	ENSG00000188725.8	XP_015680577.1, XP_015680576.1
OG0006898	ENSG00000164182.11	XP_015680575.1
OG0006899	ENSG00000113595.15	XP_015668153.1, XP_015668152.1
OG0006900	ENSG00000197860.10	XP_015668157.1
OG0006901	ENSG00000145740.19	XP_015686208.1, XP_015685425.1
OG0006902	ENSG00000164309.15	XP_015671910.1
OG0006903	ENSG00000164329.13	XP_015671912.1
OG0006904	ENSG00000145692.15	XP_015671920.1
OG0006905	ENSG00000132837.15	XP_015671919.1
OG0006906	ENSG00000285000.1, ENSG00000164252.13	XP_015668175.1
OG0006907	ENSG00000145741.15	XP_015674911.1
OG0006908	ENSG00000164325.8	XP_015674916.1
OG0006909	ENSG00000164326.5	XP_015674051.1
OG0006910	ENSG00000277868.4, ENSG00000183323.13	XP_029140446.1
OG0006911	ENSG00000113318.11	XP_015684485.1, XP_015685542.1
OG0006912	ENSG00000152422.15	XP_015665435.1
OG0006913	ENSG00000038427.16	XP_015684070.1, XP_015688044.1
OG0006914	ENSG00000081189.15	XP_015671623.1
OG0006915	ENSG00000185261.14	XP_029139308.1
OG0006916	ENSG00000153347.10	XP_015668167.1, XP_015668168.1
OG0006917	ENSG00000198677.11	XP_015668164.1
OG0006918	ENSG00000173221.14	XP_015687428.1
OG0006919	ENSG00000105397.14	XP_015669403.1
OG0006920	ENSG00000288360.1, ENSG00000132003.9	XP_015669441.1, XP_029139569.1
OG0006921	ENSG00000113368.12	XP_015666626.1
OG0006922	ENSG00000164241.13	XP_015666604.1
OG0006923	ENSG00000066583.12	XP_015670742.2, XP_015670744.1
OG0006924	ENSG00000165030.4	XP_015684181.1, XP_015684182.1
OG0006925	ENSG00000107186.16	XP_029140133.1
OG0006926	ENSG00000173068.18	XP_015672196.2, XP_015672195.1
OG0006927	ENSG00000187742.15	XP_015678500.1, XP_015686618.1
OG0006928	ENSG00000158122.12	XP_015681481.1
OG0006929	ENSG00000196730.13	XP_015682574.2
OG0006930	ENSG00000083223.18	XP_015674013.1
OG0006931	ENSG00000165118.15	XP_015683454.1, XP_015683453.1
OG0006932	ENSG00000172159.16	XP_015667990.1
OG0006933	ENSG00000165105.10	XP_015667983.1
OG0006934	ENSG00000197969.14	XP_015668130.1
OG0006935	ENSG00000099139.14	XP_015669955.1
OG0006936	ENSG00000156017.13	XP_029139692.1
OG0006937	ENSG00000155621.15	XP_015672186.1
OG0006938	ENSG00000083067.22	XP_029139269.1
OG0006939	ENSG00000107282.8	XP_015679142.1
OG0006940	ENSG00000135063.19	XP_015679136.1
OG0006941	ENSG00000285130.2, ENSG00000119139.20	XP_015679140.1
OG0006942	ENSG00000165060.14	XP_015679139.1
OG0006943	ENSG00000107104.19	XP_015673517.1
OG0006944	ENSG00000107249.23	XP_015685555.1, XP_029140803.1
OG0006945	ENSG00000120158.12	XP_015676118.1
OG0006946	ENSG00000099219.14	XP_029140804.1
OG0006947	ENSG00000183354.12	XP_015676111.2
OG0006948	ENSG00000178445.9	XP_015683965.1
OG0006949	ENSG00000100902.11	XP_015674567.1
OG0006950	ENSG00000151320.11	XP_015668562.1
OG0006951	ENSG00000129493.15	XP_029140007.1
OG0006952	ENSG00000100478.15	XP_015671632.1, XP_015671631.1
OG0006953	ENSG00000092108.21	XP_015671627.1, XP_015671625.1
OG0006954	ENSG00000120156.21	XP_015675070.1
OG0006955	ENSG00000120159.13	XP_015686100.1, XP_015675071.1
OG0006956	ENSG00000188921.14	XP_015678491.2
OG0006957	ENSG00000171843.16	XP_015677343.1
OG0006958	ENSG00000134291.12	XP_015676071.1
OG0006959	ENSG00000135452.10	XP_015676060.1, XP_015676052.1
OG0006960	ENSG00000123297.19	XP_015675965.2
OG0006961	ENSG00000100714.17	XP_015668811.1
OG0006962	ENSG00000110925.7	XP_015676108.1
OG0006963	ENSG00000140009.18	XP_015668810.1
OG0006964	ENSG00000184271.17	XP_029140925.1
OG0006965	ENSG00000183283.16	XP_015676650.1
OG0006966	ENSG00000170545.17	XP_015676651.1
OG0006967	ENSG00000139973.16	XP_029141573.1
OG0006968	ENSG00000170779.11	XP_015687018.1
OG0006969	ENSG00000140104.14	XP_015687021.1
OG0006970	ENSG00000276342.4, ENSG00000258986.7	XP_015670121.1
OG0006971	ENSG00000166183.16	XP_015674195.1
OG0006972	ENSG00000182872.16	XP_015680547.1
OG0006973	ENSG00000136718.10	XP_015680159.1
OG0006974	ENSG00000119698.12, ENSG00000278326.4	XP_029142358.1
OG0006975	ENSG00000141644.17	XP_029141587.1, XP_015679829.1
OG0006976	ENSG00000165959.12	XP_015685112.1, XP_015674554.1
OG0006977	ENSG00000066739.12	XP_015679256.1
OG0006978	ENSG00000135476.12	XP_029140218.1
OG0006979	ENSG00000100749.8	XP_015687538.1
OG0006980	ENSG00000278787.4, ENSG00000012963.15	XP_015671183.1
OG0006981	ENSG00000100605.17, ENSG00000274958.4	XP_015680258.1
OG0006982	ENSG00000100600.15	XP_015682916.1
OG0006983	ENSG00000100599.16	XP_015682119.1, XP_015682915.1
OG0006984	ENSG00000183648.11	XP_029142169.1
OG0006985	ENSG00000100815.12	XP_015682216.1
OG0006986	ENSG00000123415.15	XP_015673752.1, XP_015673753.1
OG0006987	ENSG00000037965.6	XP_015673759.1
OG0006988	ENSG00000119714.11	XP_015682150.1
OG0006989	ENSG00000119720.18	XP_029140974.1
OG0006990	ENSG00000042088.14	XP_015676963.1
OG0006991	ENSG00000165417.12	XP_029138956.1, XP_015680279.1
OG0006992	ENSG00000125656.11	XP_015683123.1, XP_015683131.1
OG0006993	ENSG00000104998.4, ENSG00000288185.1	XP_015682933.1
OG0006994	ENSG00000288453.1, ENSG00000132017.10	XP_015682954.1
OG0006995	ENSG00000100591.8	XP_029139303.1, XP_015668111.1
OG0006996	ENSG00000100577.19	XP_015668105.1, XP_015668106.1
OG0006997	ENSG00000165548.11	XP_015668107.1
OG0006998	ENSG00000119685.20	XP_029139623.1
OG0006999	ENSG00000156127.8	XP_015669729.1
OG0007000	ENSG00000179218.13	XP_015668768.1
OG0007001	ENSG00000119689.15	XP_015677700.1
OG0007002	ENSG00000119681.12	XP_029141143.1
OG0007003	ENSG00000183379.9	XP_015674868.1
OG0007004	ENSG00000130159.14	XP_015668779.1, XP_015668780.1
OG0007005	ENSG00000130175.9	XP_015668781.1
OG0007006	ENSG00000119636.16	XP_015674865.1
OG0007007	ENSG00000105518.14	XP_015668786.1, XP_015668784.1, XP_015668785.1
OG0007008	ENSG00000165355.7	XP_015674854.2
OG0007009	ENSG00000100941.9	XP_015680782.1
OG0007010	ENSG00000182400.15	XP_015680777.1
OG0007011	ENSG00000120685.20	XP_029141780.1, XP_015680776.1
OG0007012	ENSG00000151332.19	XP_015668498.1, XP_015668497.1
OG0007013	ENSG00000282046.3, ENSG00000166923.12, ENSG00000276886.4	XP_015671252.1
OG0007014	ENSG00000248905.10	XP_029139938.1
OG0007015	ENSG00000129351.17	XP_015682993.1, XP_029142316.1
OG0007016	ENSG00000166532.16	XP_015672654.1
OG0007017	ENSG00000167220.12	XP_015684011.1
OG0007018	ENSG00000167216.17	XP_029142529.1, XP_015684012.1
OG0007019	ENSG00000078043.16	XP_015679953.1, XP_029141613.1
OG0007020	ENSG00000167210.17	XP_015682058.1
OG0007021	ENSG00000152240.13	XP_015680720.1
OG0007022	ENSG00000141469.18	XP_015682385.1
OG0007023	ENSG00000152217.19	XP_029141797.1
OG0007025	ENSG00000181704.12	XP_015668205.1
OG0007026	ENSG00000197555.9	XP_015682669.1, XP_015682830.1
OG0007027	ENSG00000119707.14	XP_015678867.1, XP_015678868.1
OG0007028	ENSG00000080815.19	XP_015678866.1
OG0007029	ENSG00000119661.15	XP_015674440.1, XP_015684842.1
OG0007030	ENSG00000184343.11	XP_029139827.1, XP_029139826.1
OG0007031	ENSG00000128881.17	XP_015686354.1, XP_015679182.1
OG0007032	ENSG00000185825.17	XP_015670596.1
OG0007033	ENSG00000092529.25	XP_015680568.1
OG0007034	ENSG00000103978.16	XP_015680570.1
OG0007035	ENSG00000213397.10	XP_015670601.1
OG0007036	ENSG00000168907.13	XP_029141742.1
OG0007037	ENSG00000126895.15	XP_015667703.1
OG0007038	ENSG00000182533.7	XP_015667751.1
OG0007039	ENSG00000284987.1, ENSG00000089820.15	XP_015667750.1, XP_029139233.1
OG0007040	ENSG00000174197.16	XP_015671422.2
OG0007041	ENSG00000092445.12	XP_029139963.1
OG0007042	ENSG00000184216.14	XP_015667729.1, XP_015667728.1
OG0007043	ENSG00000169057.23	XP_015667747.1
OG0007044	ENSG00000137815.14	XP_015680922.1
OG0007045	ENSG00000156535.15	XP_015672967.1
