Orthogroup	G_gallus.pep	A_carolinensis.pep
OG0005283	ENSGALG00000002246.6	ENSACAG00000009544.3
OG0005284	ENSGALG00000007685.6	ENSACAG00000017119.2
OG0005285	ENSGALG00000031734.2	ENSACAG00000022958.2
OG0005286	ENSGALG00000006973.5	ENSACAG00000006126.3
OG0005287	ENSGALG00000033064.2	ENSACAG00000017134.2
OG0005288	ENSGALG00000006955.6	ENSACAG00000006178.2
OG0005289	ENSGALG00000003047.7	ENSACAG00000023758.1
OG0005290	ENSGALG00000030533.2	ENSACAG00000022647.1, ENSACAG00000005002.2
OG0005291	ENSGALG00000040181.2	ENSACAG00000000460.2
OG0005293	ENSGALG00000038924.2	ENSACAG00000006462.3
OG0005294	ENSGALG00000005617.6	ENSACAG00000017444.1
OG0005295	ENSGALG00000007794.6	ENSACAG00000008768.3
OG0005296	ENSGALG00000039200.2	ENSACAG00000001519.2
OG0005297	ENSGALG00000007833.6	ENSACAG00000008658.3
OG0005298	ENSGALG00000023451.4	ENSACAG00000003845.3
OG0005299	ENSGALG00000001376.6	ENSACAG00000015146.2
OG0005300	ENSGALG00000036028.3	ENSACAG00000001881.2
OG0005301	ENSGALG00000039326.2	ENSACAG00000022879.1
OG0005302	ENSGALG00000040655.2, ENSGALG00000034504.3	ENSACAG00000013150.3
OG0005303	ENSGALG00000030730.2	ENSACAG00000012749.3, ENSACAG00000000983.2
OG0005304	ENSGALG00000037315.2	ENSACAG00000009796.3
OG0005305	ENSGALG00000008750.6	ENSACAG00000014937.3
OG0005306	ENSGALG00000027785.3	ENSACAG00000007721.3, ENSACAG00000005291.3
OG0005307	ENSGALG00000050145.1	ENSACAG00000017589.3
OG0005308	ENSGALG00000035111.2	ENSACAG00000017039.3
OG0005309	ENSGALG00000012429.7	ENSACAG00000017900.3
OG0005310	ENSGALG00000009528.6	ENSACAG00000000684.3
OG0005311	ENSGALG00000005673.6	ENSACAG00000015878.3
OG0005312	ENSGALG00000007607.6	ENSACAG00000002685.3
OG0005313	ENSGALG00000030344.2	ENSACAG00000010722.3
OG0005314	ENSGALG00000007302.6	ENSACAG00000001088.3
OG0005315	ENSGALG00000011290.7	ENSACAG00000011339.3
OG0005316	ENSGALG00000007299.7	ENSACAG00000001152.3
OG0005317	ENSGALG00000005452.7	ENSACAG00000014400.3
OG0005318	ENSGALG00000007284.5	ENSACAG00000001205.3
OG0005319	ENSGALG00000027788.3	ENSACAG00000000260.3
OG0005320	ENSGALG00000000404.7	ENSACAG00000015992.3
OG0005321	ENSGALG00000006604.6	ENSACAG00000008601.2
OG0005322	ENSGALG00000006612.6	ENSACAG00000008592.3
OG0005323	ENSGALG00000004837.6	ENSACAG00000001750.3
OG0005324	ENSGALG00000004859.6	ENSACAG00000026031.1, ENSACAG00000006952.3, ENSACAG00000001775.2
OG0005325	ENSGALG00000007691.7	ENSACAG00000002190.3
OG0005326	ENSGALG00000048828.1	ENSACAG00000005920.3
OG0005327	ENSGALG00000015247.6	ENSACAG00000010751.3
OG0005328	ENSGALG00000041104.2	ENSACAG00000009302.3
OG0005329	ENSGALG00000005420.7	ENSACAG00000002435.3
OG0005330	ENSGALG00000039523.3	ENSACAG00000002573.3
OG0005331	ENSGALG00000025743.3	ENSACAG00000012633.3
OG0005334	ENSGALG00000016779.6	ENSACAG00000007711.3
OG0005335	ENSGALG00000006982.6	ENSACAG00000012363.3
OG0005337	ENSGALG00000003529.7	ENSACAG00000003378.3
OG0005338	ENSGALG00000016776.6	ENSACAG00000007732.3
OG0005339	ENSGALG00000006933.5	ENSACAG00000014024.3
OG0005340	ENSGALG00000004971.4	ENSACAG00000010428.2
OG0005341	ENSGALG00000005516.6	ENSACAG00000005979.3
OG0005342	ENSGALG00000000855.7	ENSACAG00000016937.3
OG0005343	ENSGALG00000025991.4	ENSACAG00000006422.2
OG0005344	ENSGALG00000006088.7	ENSACAG00000001805.2
OG0005346	ENSGALG00000002009.5	ENSACAG00000029190.1
OG0005347	ENSGALG00000035626.2	ENSACAG00000003078.2
OG0005348	ENSGALG00000052532.1	ENSACAG00000001734.3
OG0005349	ENSGALG00000027501.4	ENSACAG00000000512.3
OG0005350	ENSGALG00000050075.1	ENSACAG00000007962.2
OG0005351	ENSGALG00000003944.7	ENSACAG00000000275.3
OG0005352	ENSGALG00000002603.5	ENSACAG00000001978.3
OG0005353	ENSGALG00000054600.1	ENSACAG00000008636.3
OG0005354	ENSGALG00000005038.7	ENSACAG00000007963.3
OG0005356	ENSGALG00000029244.2	ENSACAG00000014470.2
OG0005357	ENSGALG00000010005.6	ENSACAG00000004034.3
OG0005359	ENSGALG00000040828.3	ENSACAG00000001998.2
OG0005360	ENSGALG00000003866.6	ENSACAG00000016896.3
OG0005361	ENSGALG00000043163.2	ENSACAG00000000234.3
OG0005362	ENSGALG00000002467.5	ENSACAG00000001650.3
OG0005363	ENSGALG00000013310.6	ENSACAG00000010195.3
OG0005365	ENSGALG00000049190.1	ENSACAG00000013073.3
OG0005366	ENSGALG00000003391.5	ENSACAG00000013139.3
OG0005367	ENSGALG00000033570.2	ENSACAG00000028857.1
OG0005368	ENSGALG00000004948.6	ENSACAG00000008537.3
OG0005369	ENSGALG00000046939.1	ENSACAG00000004170.3
OG0005370	ENSGALG00000042555.2	ENSACAG00000001804.3
OG0005372	ENSGALG00000051206.1	ENSACAG00000008819.3
OG0005373	ENSGALG00000044146.2	ENSACAG00000008033.3
OG0005374	ENSGALG00000034216.2	ENSACAG00000002850.3, ENSACAG00000000421.3
OG0005375	ENSGALG00000029102.3	ENSACAG00000013985.3
OG0005376	ENSGALG00000020726.5	ENSACAG00000011099.3, ENSACAG00000011135.3
OG0005377	ENSGALG00000015200.7	ENSACAG00000005366.3
OG0005378	ENSGALG00000035194.2	ENSACAG00000014460.2
OG0005379	ENSGALG00000027587.3	ENSACAG00000016569.2
OG0005380	ENSGALG00000003287.7	ENSACAG00000011591.3
OG0005381	ENSGALG00000004003.7	ENSACAG00000008867.3
OG0005382	ENSGALG00000005283.4	ENSACAG00000013996.3
OG0005383	ENSGALG00000007831.5	ENSACAG00000011182.3
OG0005384	ENSGALG00000041762.2	ENSACAG00000003506.3
OG0005385	ENSGALG00000031306.2	ENSACAG00000012378.2
OG0005386	ENSGALG00000008520.7	ENSACAG00000002120.3
OG0005387	ENSGALG00000054209.1	ENSACAG00000001770.3
OG0005388	ENSGALG00000003976.6	ENSACAG00000009024.3
OG0005389	ENSGALG00000013818.4	ENSACAG00000004848.3
OG0005390	ENSGALG00000006294.7	ENSACAG00000001727.3
OG0005391	ENSGALG00000039865.3	ENSACAG00000026746.1
OG0005392	ENSGALG00000017350.7	ENSACAG00000003089.3
OG0005393	ENSGALG00000007731.7	ENSACAG00000029359.1
OG0005394	ENSGALG00000012370.7	ENSACAG00000006919.3, ENSACAG00000008322.2
OG0005395	ENSGALG00000038320.2	ENSACAG00000022298.2, ENSACAG00000015282.3
OG0005396	ENSGALG00000049618.1	ENSACAG00000004902.3
OG0005397	ENSGALG00000047143.1	ENSACAG00000016816.3
OG0005398	ENSGALG00000013846.6	ENSACAG00000016819.3
OG0005400	ENSGALG00000012386.6	ENSACAG00000006840.2
OG0005401	ENSGALG00000013865.6	ENSACAG00000028065.2
OG0005402	ENSGALG00000031303.2	ENSACAG00000012900.3
OG0005403	ENSGALG00000012387.7	ENSACAG00000006777.3
OG0005404	ENSGALG00000036625.3	ENSACAG00000003426.2
OG0005405	ENSGALG00000008480.6	ENSACAG00000008976.3
OG0005406	ENSGALG00000013900.6	ENSACAG00000016994.3
OG0005407	ENSGALG00000012395.6	ENSACAG00000006603.3
OG0005408	ENSGALG00000002285.6	ENSACAG00000003716.3
OG0005409	ENSGALG00000013941.6	ENSACAG00000017035.3
OG0005410	ENSGALG00000019967.6	ENSACAG00000017033.2
OG0005411	ENSGALG00000031796.2	ENSACAG00000017061.3
OG0005412	ENSGALG00000003875.6	ENSACAG00000016905.2
OG0005413	ENSGALG00000008103.6	ENSACAG00000000932.3
OG0005414	ENSGALG00000020742.5	ENSACAG00000012404.3
OG0005415	ENSGALG00000040834.2	ENSACAG00000015802.3
OG0005416	ENSGALG00000028205.3	ENSACAG00000003176.3
OG0005417	ENSGALG00000036214.3	ENSACAG00000017386.2
OG0005419	ENSGALG00000032092.2	ENSACAG00000003599.3
OG0005420	ENSGALG00000045522.2	ENSACAG00000010499.3
OG0005421	ENSGALG00000014656.7	ENSACAG00000003131.3
OG0005422	ENSGALG00000030261.2	ENSACAG00000013450.1
OG0005423	ENSGALG00000043694.2	ENSACAG00000006250.3
OG0005424	ENSGALG00000013505.7	ENSACAG00000005645.3
OG0005425	ENSGALG00000013971.5	ENSACAG00000010226.3
OG0005426	ENSGALG00000031843.2	ENSACAG00000014109.3
OG0005427	ENSGALG00000007835.5	ENSACAG00000002947.3
OG0005428	ENSGALG00000007845.6	ENSACAG00000003030.3
OG0005429	ENSGALG00000009639.6	ENSACAG00000016010.3
OG0005430	ENSGALG00000037011.2	ENSACAG00000013136.2
OG0005432	ENSGALG00000042134.2	ENSACAG00000003782.3
OG0005434	ENSGALG00000009668.7	ENSACAG00000015642.3
OG0005435	ENSGALG00000009667.6	ENSACAG00000015641.3
OG0005436	ENSGALG00000009655.7	ENSACAG00000028358.1, ENSACAG00000015588.3
OG0005437	ENSGALG00000010594.6	ENSACAG00000001601.2
OG0005438	ENSGALG00000006412.6	ENSACAG00000009400.2
OG0005439	ENSGALG00000000818.7	ENSACAG00000017102.3
OG0005440	ENSGALG00000003499.7	ENSACAG00000000187.3
OG0005441	ENSGALG00000001392.7	ENSACAG00000001969.3
OG0005442	ENSGALG00000008432.6	ENSACAG00000010513.3
OG0005443	ENSGALG00000011099.7	ENSACAG00000014120.3
OG0005444	ENSGALG00000007572.6	ENSACAG00000001981.3
OG0005445	ENSGALG00000042452.3	ENSACAG00000014197.2
OG0005446	ENSGALG00000011445.6	ENSACAG00000011253.1, ENSACAG00000001349.3
OG0005447	ENSGALG00000037675.3	ENSACAG00000009044.3
OG0005448	ENSGALG00000001329.6	ENSACAG00000003888.3
OG0005449	ENSGALG00000004662.5	ENSACAG00000016448.3
OG0005451	ENSGALG00000002419.7	ENSACAG00000012477.3
OG0005452	ENSGALG00000034562.2	ENSACAG00000011238.3
OG0005453	ENSGALG00000007609.5	ENSACAG00000002351.3
OG0005455	ENSGALG00000004268.6	ENSACAG00000017845.2
OG0005456	ENSGALG00000034964.2	ENSACAG00000017840.3
OG0005457	ENSGALG00000007752.7	ENSACAG00000012044.2
OG0005458	ENSGALG00000007714.7	ENSACAG00000001114.3
OG0005459	ENSGALG00000055006.1	ENSACAG00000017829.2
OG0005460	ENSGALG00000048349.1	ENSACAG00000004206.3, ENSACAG00000006059.2
OG0005461	ENSGALG00000007653.6	ENSACAG00000016197.3
OG0005462	ENSGALG00000028295.4	ENSACAG00000004763.3
OG0005463	ENSGALG00000007690.6	ENSACAG00000016089.3
OG0005464	ENSGALG00000007709.6	ENSACAG00000016027.3
OG0005465	ENSGALG00000008348.6	ENSACAG00000004882.2
OG0005466	ENSGALG00000007744.6	ENSACAG00000016020.2
OG0005467	ENSGALG00000007771.6	ENSACAG00000015965.2
OG0005468	ENSGALG00000003072.6	ENSACAG00000014490.3
OG0005469	ENSGALG00000021592.6	ENSACAG00000014776.2
OG0005470	ENSGALG00000002943.6	ENSACAG00000014784.3
OG0005471	ENSGALG00000049567.1	ENSACAG00000014876.3
OG0005472	ENSGALG00000031518.2	ENSACAG00000006736.3
OG0005473	ENSGALG00000004679.5	ENSACAG00000014899.3
OG0005474	ENSGALG00000039315.2	ENSACAG00000006698.3
OG0005476	ENSGALG00000042422.2	ENSACAG00000006541.3
OG0005477	ENSGALG00000043736.2	ENSACAG00000006388.3
OG0005478	ENSGALG00000004378.5	ENSACAG00000008313.3
OG0005479	ENSGALG00000003505.5	ENSACAG00000011788.3
OG0005480	ENSGALG00000032420.3	ENSACAG00000015612.2
OG0005481	ENSGALG00000006714.7	ENSACAG00000003696.3, ENSACAG00000025943.2
OG0005482	ENSGALG00000003841.6	ENSACAG00000006068.3
OG0005483	ENSGALG00000037361.3	ENSACAG00000006389.3
OG0005484	ENSGALG00000036309.2	ENSACAG00000014604.3
OG0005485	ENSGALG00000041334.2	ENSACAG00000006364.3
OG0005486	ENSGALG00000034399.2	ENSACAG00000009385.3
OG0005487	ENSGALG00000011735.4	ENSACAG00000014112.2
OG0005488	ENSGALG00000007493.7	ENSACAG00000015812.3
OG0005489	ENSGALG00000040028.2	ENSACAG00000013765.3
OG0005490	ENSGALG00000007476.7	ENSACAG00000015766.2
OG0005491	ENSGALG00000007470.6	ENSACAG00000015753.3
OG0005492	ENSGALG00000001028.5	ENSACAG00000000579.3
OG0005493	ENSGALG00000001031.6	ENSACAG00000000662.2
OG0005494	ENSGALG00000032955.3	ENSACAG00000011745.3
OG0005495	ENSGALG00000052538.1	ENSACAG00000000541.3
OG0005496	ENSGALG00000007474.5	ENSACAG00000006962.3
OG0005497	ENSGALG00000039084.2	ENSACAG00000008960.2
OG0005498	ENSGALG00000000905.7	ENSACAG00000011542.2
OG0005499	ENSGALG00000005668.6	ENSACAG00000009019.3
OG0005500	ENSGALG00000014386.7	ENSACAG00000013486.3
OG0005501	ENSGALG00000006807.6	ENSACAG00000006915.3
OG0005502	ENSGALG00000050395.1	ENSACAG00000008179.3
OG0005503	ENSGALG00000037626.2	ENSACAG00000010814.3
OG0005504	ENSGALG00000004612.7	ENSACAG00000017430.2
OG0005505	ENSGALG00000006712.5	ENSACAG00000002259.1
OG0005506	ENSGALG00000004814.6	ENSACAG00000007189.3
OG0005507	ENSGALG00000003118.6	ENSACAG00000000195.3
OG0005508	ENSGALG00000028928.3	ENSACAG00000010486.3
OG0005509	ENSGALG00000012827.7	ENSACAG00000017693.3
OG0005510	ENSGALG00000007438.8	ENSACAG00000006970.3
OG0005511	ENSGALG00000029659.2	ENSACAG00000017692.2
OG0005512	ENSGALG00000004756.6	ENSACAG00000007295.2
OG0005513	ENSGALG00000019018.5	ENSACAG00000000272.3
OG0005514	ENSGALG00000014992.7	ENSACAG00000010933.3
OG0005515	ENSGALG00000012037.6	ENSACAG00000014637.3
OG0005516	ENSGALG00000015000.7	ENSACAG00000010935.2
OG0005517	ENSGALG00000042184.2	ENSACAG00000022922.1
OG0005518	ENSGALG00000015009.7	ENSACAG00000010957.3
OG0005519	ENSGALG00000015010.4	ENSACAG00000011009.3
OG0005520	ENSGALG00000015012.7	ENSACAG00000011038.3
OG0005521	ENSGALG00000009525.7	ENSACAG00000016194.3
OG0005522	ENSGALG00000031966.3	ENSACAG00000014715.3
OG0005523	ENSGALG00000004648.6	ENSACAG00000007506.1
OG0005524	ENSGALG00000031134.3	ENSACAG00000007112.3
OG0005525	ENSGALG00000003208.5	ENSACAG00000007547.3
OG0005526	ENSGALG00000000908.6	ENSACAG00000007555.3
OG0005527	ENSGALG00000001168.6	ENSACAG00000011302.2, ENSACAG00000007514.2
OG0005528	ENSGALG00000007412.6	ENSACAG00000007296.2
OG0005529	ENSGALG00000009569.6	ENSACAG00000016530.3
OG0005530	ENSGALG00000054783.1	ENSACAG00000011700.3
OG0005532	ENSGALG00000008290.5	ENSACAG00000011962.3
OG0005533	ENSGALG00000008408.7	ENSACAG00000011922.2
OG0005534	ENSGALG00000008287.6	ENSACAG00000012006.3
OG0005535	ENSGALG00000015410.7	ENSACAG00000003910.2
OG0005536	ENSGALG00000054180.1	ENSACAG00000001005.2
OG0005537	ENSGALG00000001306.9	ENSACAG00000017671.3
OG0005538	ENSGALG00000015405.7	ENSACAG00000003768.2
OG0005539	ENSGALG00000046159.2	ENSACAG00000007761.3
OG0005540	ENSGALG00000037618.2	ENSACAG00000010415.3
OG0005541	ENSGALG00000032469.2	ENSACAG00000003070.3
OG0005542	ENSGALG00000004834.6	ENSACAG00000004345.3
OG0005543	ENSGALG00000008646.7	ENSACAG00000024876.1
OG0005544	ENSGALG00000004412.7	ENSACAG00000000992.2
OG0005545	ENSGALG00000033631.3	ENSACAG00000010372.3
OG0005546	ENSGALG00000004486.8	ENSACAG00000001545.3
OG0005547	ENSGALG00000011340.6	ENSACAG00000004293.3
OG0005548	ENSGALG00000004515.7, ENSGALG00000047346.1	ENSACAG00000001722.3
OG0005549	ENSGALG00000033769.2	ENSACAG00000010107.3
OG0005550	ENSGALG00000026958.3	ENSACAG00000027860.2
OG0005551	ENSGALG00000001143.7	ENSACAG00000016330.3
OG0005552	ENSGALG00000032734.3	ENSACAG00000009979.2
OG0005553	ENSGALG00000011369.5	ENSACAG00000011289.3
OG0005554	ENSGALG00000039329.2	ENSACAG00000025801.2, ENSACAG00000002714.2
OG0005555	ENSGALG00000011388.7	ENSACAG00000011052.2
OG0005557	ENSGALG00000000997.4	ENSACAG00000022759.1, ENSACAG00000012123.1
OG0005558	ENSGALG00000040890.2	ENSACAG00000012668.2
OG0005560	ENSGALG00000038946.3	ENSACAG00000009737.3
OG0005561	ENSGALG00000036949.2	ENSACAG00000004855.2
OG0005562	ENSGALG00000027492.3	ENSACAG00000005707.3
OG0005563	ENSGALG00000041202.2	ENSACAG00000009711.3
OG0005564	ENSGALG00000008988.6	ENSACAG00000006005.3
OG0005565	ENSGALG00000010494.6	ENSACAG00000005693.3
OG0005566	ENSGALG00000050173.1	ENSACAG00000005034.2
OG0005567	ENSGALG00000034348.2	ENSACAG00000009618.3
OG0005568	ENSGALG00000010481.5	ENSACAG00000005891.3
OG0005569	ENSGALG00000012886.7	ENSACAG00000012011.3
OG0005570	ENSGALG00000012453.6	ENSACAG00000003345.3
OG0005571	ENSGALG00000027482.3	ENSACAG00000003209.3
OG0005572	ENSGALG00000000650.6	ENSACAG00000003476.3
OG0005573	ENSGALG00000008901.7	ENSACAG00000006527.3
OG0005574	ENSGALG00000039238.3	ENSACAG00000014399.2
OG0005575	ENSGALG00000008850.6	ENSACAG00000005860.3
OG0005576	ENSGALG00000008199.7	ENSACAG00000013661.3
OG0005578	ENSGALG00000017169.6	ENSACAG00000006298.3
OG0005579	ENSGALG00000036527.2	ENSACAG00000002527.3
OG0005580	ENSGALG00000004738.7	ENSACAG00000008564.2
OG0005581	ENSGALG00000036293.3	ENSACAG00000002489.3
OG0005582	ENSGALG00000017165.8	ENSACAG00000006115.3
OG0005583	ENSGALG00000002606.6	ENSACAG00000013206.2
OG0005584	ENSGALG00000008796.7	ENSACAG00000005753.2
OG0005585	ENSGALG00000050668.1, ENSGALG00000008784.5	ENSACAG00000029579.1
OG0005586	ENSGALG00000008780.6	ENSACAG00000005676.3
OG0005587	ENSGALG00000040325.2	ENSACAG00000010310.3
OG0005588	ENSGALG00000003891.6	ENSACAG00000013803.3
OG0005589	ENSGALG00000004953.5	ENSACAG00000009705.3
OG0005590	ENSGALG00000001366.6	ENSACAG00000015969.3
OG0005592	ENSGALG00000000748.7	ENSACAG00000017655.3
OG0005593	ENSGALG00000004945.6	ENSACAG00000004898.3, ENSACAG00000028209.2
OG0005594	ENSGALG00000038032.3	ENSACAG00000005059.3
OG0005595	ENSGALG00000002689.7	ENSACAG00000008692.3
OG0005596	ENSGALG00000004902.6	ENSACAG00000023682.2, ENSACAG00000009893.3
OG0005597	ENSGALG00000008709.6	ENSACAG00000012969.1
OG0005598	ENSGALG00000038776.2	ENSACAG00000013112.3
OG0005599	ENSGALG00000016617.6	ENSACAG00000000619.3
OG0005600	ENSGALG00000041043.3	ENSACAG00000009983.3
OG0005601	ENSGALG00000035466.3	ENSACAG00000012454.3
OG0005602	ENSGALG00000042182.2	ENSACAG00000009882.3
OG0005603	ENSGALG00000006363.6	ENSACAG00000008659.2
OG0005605	ENSGALG00000008658.6	ENSACAG00000013213.3
OG0005606	ENSGALG00000003661.6	ENSACAG00000014325.3
OG0005607	ENSGALG00000003883.5	ENSACAG00000002710.3
OG0005608	ENSGALG00000026945.3	ENSACAG00000008803.3
OG0005609	ENSGALG00000016633.6	ENSACAG00000010160.3
OG0005611	ENSGALG00000043265.2	ENSACAG00000025310.1
OG0005612	ENSGALG00000003849.6	ENSACAG00000002770.3
OG0005613	ENSGALG00000005834.5	ENSACAG00000006706.3
OG0005614	ENSGALG00000003500.6	ENSACAG00000004026.3
OG0005616	ENSGALG00000007248.6	ENSACAG00000007673.2
OG0005617	ENSGALG00000044940.2	ENSACAG00000003159.2
OG0005618	ENSGALG00000006049.6	ENSACAG00000009341.3
OG0005619	ENSGALG00000007882.7	ENSACAG00000015430.2
OG0005620	ENSGALG00000001171.6	ENSACAG00000008345.3
OG0005621	ENSGALG00000034618.3	ENSACAG00000009465.3
OG0005622	ENSGALG00000007904.5	ENSACAG00000022510.2
OG0005623	ENSGALG00000001445.7	ENSACAG00000003260.3
OG0005624	ENSGALG00000001475.7	ENSACAG00000017813.3
OG0005625	ENSGALG00000005090.6	ENSACAG00000011403.2
OG0005626	ENSGALG00000023843.5	ENSACAG00000014721.2
OG0005627	ENSGALG00000033351.2	ENSACAG00000009420.3
OG0005628	ENSGALG00000002012.7, ENSGALG00000029540.2	ENSACAG00000014748.3
OG0005629	ENSGALG00000037360.3	ENSACAG00000008158.3
OG0005630	ENSGALG00000030626.3	ENSACAG00000009364.3
OG0005632	ENSGALG00000004081.7	ENSACAG00000008736.1
OG0005633	ENSGALG00000034099.2	ENSACAG00000009273.3
OG0005634	ENSGALG00000004066.5	ENSACAG00000008741.3
OG0005635	ENSGALG00000046000.2	ENSACAG00000022633.2
OG0005636	ENSGALG00000034107.3	ENSACAG00000017791.3
OG0005637	ENSGALG00000051135.1	ENSACAG00000029631.1
OG0005638	ENSGALG00000001463.7	ENSACAG00000017790.3
OG0005639	ENSGALG00000050995.1	ENSACAG00000008267.2
OG0005640	ENSGALG00000003684.6	ENSACAG00000000726.2
OG0005641	ENSGALG00000019552.5	ENSACAG00000024865.2
OG0005642	ENSGALG00000014467.6	ENSACAG00000006014.3
OG0005643	ENSGALG00000027190.3	ENSACAG00000017410.3
OG0005644	ENSGALG00000006689.6	ENSACAG00000000736.3
OG0005645	ENSGALG00000003798.5	ENSACAG00000001063.1
OG0005646	ENSGALG00000027265.3	ENSACAG00000008150.3
OG0005647	ENSGALG00000042624.2	ENSACAG00000017774.3
OG0005648	ENSGALG00000000966.7	ENSACAG00000008026.3
OG0005649	ENSGALG00000009919.6	ENSACAG00000014457.2
OG0005650	ENSGALG00000006156.7	ENSACAG00000013569.2
OG0005651	ENSGALG00000036022.3	ENSACAG00000017764.3
OG0005652	ENSGALG00000006202.6	ENSACAG00000000508.3
OG0005653	ENSGALG00000045136.2	ENSACAG00000001190.3
OG0005654	ENSGALG00000007778.7	ENSACAG00000009723.3
OG0005655	ENSGALG00000048285.1	ENSACAG00000009765.3
OG0005656	ENSGALG00000014525.6	ENSACAG00000005682.3
OG0005658	ENSGALG00000009932.6	ENSACAG00000014758.3
OG0005659	ENSGALG00000033170.3	ENSACAG00000005445.3
OG0005660	ENSGALG00000009287.7	ENSACAG00000011326.3
OG0005662	ENSGALG00000003349.5	ENSACAG00000008943.3, ENSACAG00000024624.2
OG0005663	ENSGALG00000006388.7	ENSACAG00000011259.3
OG0005664	ENSGALG00000009301.7	ENSACAG00000005293.3
OG0005665	ENSGALG00000039611.2	ENSACAG00000011273.3, ENSACAG00000015793.2
OG0005666	ENSGALG00000021183.6	ENSACAG00000011399.3
OG0005668	ENSGALG00000015721.6	ENSACAG00000013043.3
OG0005669	ENSGALG00000047792.1	ENSACAG00000010104.2
OG0005670	ENSGALG00000004204.6	ENSACAG00000015045.3
OG0005671	ENSGALG00000004104.6	ENSACAG00000011083.3
OG0005672	ENSGALG00000011914.6	ENSACAG00000004138.2, ENSACAG00000028787.1
OG0005673	ENSGALG00000031751.2	ENSACAG00000005474.3
OG0005674	ENSGALG00000004326.6	ENSACAG00000011526.1
OG0005675	ENSGALG00000014276.6	ENSACAG00000005518.3
OG0005676	ENSGALG00000009981.6	ENSACAG00000015536.3
OG0005677	ENSGALG00000048923.1	ENSACAG00000013968.3
OG0005678	ENSGALG00000036965.3	ENSACAG00000011425.3
OG0005679	ENSGALG00000040008.2	ENSACAG00000013986.3
OG0005680	ENSGALG00000039791.3	ENSACAG00000017227.3
OG0005681	ENSGALG00000007665.6	ENSACAG00000010305.3
OG0005682	ENSGALG00000038601.3, ENSGALG00000015662.6	ENSACAG00000000386.3
OG0005683	ENSGALG00000044391.2	ENSACAG00000000550.3
OG0005684	ENSGALG00000007732.6	ENSACAG00000023669.2
OG0005685	ENSGALG00000005714.6	ENSACAG00000009016.3, ENSACAG00000007082.2, ENSACAG00000024007.2
OG0005686	ENSGALG00000016516.6	ENSACAG00000023340.1
OG0005687	ENSGALG00000054776.1	ENSACAG00000007998.3
OG0005688	ENSGALG00000045776.2, ENSGALG00000053523.1	ENSACAG00000004119.3
OG0005689	ENSGALG00000002232.6	ENSACAG00000008679.3
OG0005690	ENSGALG00000010390.6	ENSACAG00000027557.1
OG0005691	ENSGALG00000000516.6	ENSACAG00000009377.3, ENSACAG00000008124.3
OG0005693	ENSGALG00000054428.1	ENSACAG00000004325.2
OG0005694	ENSGALG00000011537.6	ENSACAG00000003277.2
OG0005695	ENSGALG00000012350.7	ENSACAG00000001003.3
OG0005696	ENSGALG00000002594.6	ENSACAG00000001082.3
OG0005697	ENSGALG00000028996.3	ENSACAG00000006081.2
OG0005698	ENSGALG00000039831.2	ENSACAG00000012115.3
OG0005699	ENSGALG00000002204.6	ENSACAG00000010726.3
OG0005700	ENSGALG00000054944.1	ENSACAG00000015515.3
OG0005701	ENSGALG00000041337.2	ENSACAG00000003212.3
OG0005702	ENSGALG00000026902.3	ENSACAG00000010764.3
OG0005703	ENSGALG00000003709.6	ENSACAG00000012620.2
OG0005704	ENSGALG00000035799.2	ENSACAG00000023924.2
OG0005706	ENSGALG00000053989.1	ENSACAG00000003437.3
OG0005707	ENSGALG00000031832.3	ENSACAG00000012776.3
OG0005708	ENSGALG00000039532.2	ENSACAG00000004241.2
OG0005709	ENSGALG00000052829.1	ENSACAG00000011229.3
OG0005711	ENSGALG00000005074.6	ENSACAG00000015041.2
OG0005713	ENSGALG00000003979.6	ENSACAG00000026012.2
OG0005715	ENSGALG00000001774.6	ENSACAG00000006920.3
OG0005716	ENSGALG00000043597.2	ENSACAG00000003671.3
OG0005717	ENSGALG00000014687.7	ENSACAG00000007222.3
OG0005718	ENSGALG00000027199.4	ENSACAG00000012693.3
OG0005719	ENSGALG00000031131.2	ENSACAG00000003733.2
OG0005720	ENSGALG00000001555.7	ENSACAG00000009058.2
OG0005721	ENSGALG00000004645.7	ENSACAG00000000011.3
OG0005722	ENSGALG00000006132.7	ENSACAG00000012803.3
OG0005723	ENSGALG00000031076.2	ENSACAG00000003748.2
OG0005725	ENSGALG00000007796.6	ENSACAG00000012671.3
OG0005726	ENSGALG00000007334.6	ENSACAG00000006846.3
OG0005727	ENSGALG00000001542.6	ENSACAG00000009143.2
OG0005728	ENSGALG00000007809.6	ENSACAG00000012691.2
OG0005729	ENSGALG00000006098.6	ENSACAG00000006525.3
OG0005730	ENSGALG00000014688.4	ENSACAG00000007180.3
OG0005731	ENSGALG00000003331.6	ENSACAG00000006247.2
OG0005732	ENSGALG00000006094.6	ENSACAG00000006530.3
OG0005733	ENSGALG00000003344.7	ENSACAG00000006285.2
OG0005734	ENSGALG00000006627.6	ENSACAG00000003242.3
OG0005736	ENSGALG00000014695.6	ENSACAG00000006998.3
OG0005737	ENSGALG00000003355.6	ENSACAG00000006333.2
OG0005738	ENSGALG00000031298.3	ENSACAG00000000434.3
OG0005739	ENSGALG00000007963.5	ENSACAG00000013075.3
OG0005740	ENSGALG00000005507.4	ENSACAG00000015026.1
OG0005741	ENSGALG00000024172.5	ENSACAG00000006449.3
