Orthogroup	G_gallus.pep	C_familiaris.pep
OG0005526	ENSGALG00000000908.6	ENSCAFG00000020071.4
OG0005527	ENSGALG00000001168.6	ENSCAFG00000008720.4
OG0005528	ENSGALG00000007412.6	ENSCAFG00000012806.4
OG0005529	ENSGALG00000009569.6	ENSCAFG00000012521.5
OG0005530	ENSGALG00000054783.1	ENSCAFG00000001141.4
OG0005532	ENSGALG00000008290.5	ENSCAFG00000018004.4
OG0005533	ENSGALG00000008408.7	ENSCAFG00000019613.5
OG0005534	ENSGALG00000008287.6	ENSCAFG00000018007.4
OG0005535	ENSGALG00000015410.7	ENSCAFG00000003600.4
OG0005536	ENSGALG00000054180.1	ENSCAFG00000015461.4
OG0005537	ENSGALG00000001306.9	ENSCAFG00000010199.4
OG0005538	ENSGALG00000015405.7	ENSCAFG00000003653.5
OG0005539	ENSGALG00000046159.2	ENSCAFG00000013625.4
OG0005540	ENSGALG00000037618.2	ENSCAFG00000001096.4
OG0005541	ENSGALG00000032469.2	ENSCAFG00000019552.5
OG0005542	ENSGALG00000004834.6	ENSCAFG00000018463.4
OG0005543	ENSGALG00000008646.7	ENSCAFG00000013599.4
OG0005544	ENSGALG00000004412.7	ENSCAFG00000007933.4
OG0005545	ENSGALG00000033631.3	ENSCAFG00000001086.4
OG0005546	ENSGALG00000004486.8	ENSCAFG00000007859.4
OG0005547	ENSGALG00000011340.6	ENSCAFG00000020412.5
OG0005548	ENSGALG00000004515.7, ENSGALG00000047346.1	ENSCAFG00000007837.5
OG0005549	ENSGALG00000033769.2	ENSCAFG00000031800.2
OG0005550	ENSGALG00000026958.3	ENSCAFG00000028720.2
OG0005551	ENSGALG00000001143.7	ENSCAFG00000017412.4, ENSCAFG00000010304.5
OG0005552	ENSGALG00000032734.3	ENSCAFG00000029985.2
OG0005553	ENSGALG00000011369.5	ENSCAFG00000020401.5
OG0005554	ENSGALG00000039329.2	ENSCAFG00000015879.6
OG0005555	ENSGALG00000011388.7	ENSCAFG00000017969.3, ENSCAFG00000020392.4
OG0005557	ENSGALG00000000997.4	ENSCAFG00000014089.1
OG0005558	ENSGALG00000040890.2	ENSCAFG00000018048.3
OG0005560	ENSGALG00000038946.3	ENSCAFG00000001012.4
OG0005561	ENSGALG00000036949.2	ENSCAFG00000028982.2
OG0005562	ENSGALG00000027492.3	ENSCAFG00000018445.4
OG0005563	ENSGALG00000041202.2	ENSCAFG00000001007.5
OG0005564	ENSGALG00000008988.6	ENSCAFG00000020376.4
OG0005565	ENSGALG00000010494.6	ENSCAFG00000003982.5
OG0005566	ENSGALG00000050173.1	ENSCAFG00000013291.5, ENSCAFG00000024112.2
OG0005567	ENSGALG00000034348.2	ENSCAFG00000000992.5
OG0005568	ENSGALG00000010481.5	ENSCAFG00000004030.4
OG0005569	ENSGALG00000012886.7	ENSCAFG00000032449.2
OG0005570	ENSGALG00000012453.6	ENSCAFG00000005565.4
OG0005571	ENSGALG00000027482.3	ENSCAFG00000020288.4
OG0005572	ENSGALG00000000650.6	ENSCAFG00000029835.2, ENSCAFG00000012382.3
OG0005573	ENSGALG00000008901.7	ENSCAFG00000020345.4
OG0005574	ENSGALG00000039238.3	ENSCAFG00000009755.5
OG0005575	ENSGALG00000008850.6	ENSCAFG00000020321.5
OG0005576	ENSGALG00000008199.7	ENSCAFG00000013529.4
OG0005578	ENSGALG00000017169.6	ENSCAFG00000014676.5
OG0005579	ENSGALG00000036527.2	ENSCAFG00000000741.4
OG0005580	ENSGALG00000004738.7	ENSCAFG00000020050.5
OG0005581	ENSGALG00000036293.3	ENSCAFG00000000738.5
OG0005582	ENSGALG00000017165.8	ENSCAFG00000014613.5
OG0005583	ENSGALG00000002606.6	ENSCAFG00000019740.6
OG0005584	ENSGALG00000008796.7	ENSCAFG00000008338.4, ENSCAFG00000020311.4
OG0005585	ENSGALG00000050668.1, ENSGALG00000008784.5	ENSCAFG00000020309.5
OG0005586	ENSGALG00000008780.6	ENSCAFG00000020306.3
OG0005587	ENSGALG00000040325.2	ENSCAFG00000018044.3, ENSCAFG00000000713.4
OG0005588	ENSGALG00000003891.6	ENSCAFG00000009983.4
OG0005589	ENSGALG00000004953.5	ENSCAFG00000018357.4
OG0005590	ENSGALG00000001366.6	ENSCAFG00000016279.5
OG0005592	ENSGALG00000000748.7	ENSCAFG00000019197.5
OG0005593	ENSGALG00000004945.6	ENSCAFG00000014211.5
OG0005594	ENSGALG00000038032.3	ENSCAFG00000014277.4
OG0005595	ENSGALG00000002689.7	ENSCAFG00000031849.2
OG0005596	ENSGALG00000004902.6	ENSCAFG00000018424.5
OG0005597	ENSGALG00000008709.6	ENSCAFG00000042787.1
OG0005598	ENSGALG00000038776.2	ENSCAFG00000020287.4
OG0005599	ENSGALG00000016617.6	ENSCAFG00000004075.5
OG0005600	ENSGALG00000041043.3	ENSCAFG00000000682.4
OG0005601	ENSGALG00000035466.3	ENSCAFG00000005773.5
OG0005602	ENSGALG00000042182.2	ENSCAFG00000000680.4
OG0005603	ENSGALG00000006363.6	ENSCAFG00000013995.5
OG0005605	ENSGALG00000008658.6	ENSCAFG00000020273.4
OG0005606	ENSGALG00000003661.6	ENSCAFG00000019897.4
OG0005607	ENSGALG00000003883.5	ENSCAFG00000010336.4
OG0005608	ENSGALG00000026945.3	ENSCAFG00000005266.4
OG0005609	ENSGALG00000016633.6	ENSCAFG00000008237.5
OG0005611	ENSGALG00000043265.2	ENSCAFG00000001299.5
OG0005612	ENSGALG00000003849.6	ENSCAFG00000010306.6
OG0005613	ENSGALG00000005834.5	ENSCAFG00000019298.5
OG0005614	ENSGALG00000003500.6	ENSCAFG00000019882.5
OG0005616	ENSGALG00000007248.6	ENSCAFG00000017107.4
OG0005617	ENSGALG00000044940.2	ENSCAFG00000016661.1
OG0005618	ENSGALG00000006049.6	ENSCAFG00000018826.4
OG0005619	ENSGALG00000007882.7	ENSCAFG00000013999.4
OG0005620	ENSGALG00000001171.6	ENSCAFG00000019014.4
OG0005621	ENSGALG00000034618.3	ENSCAFG00000000663.4
OG0005622	ENSGALG00000007904.5	ENSCAFG00000014016.4
OG0005623	ENSGALG00000001445.7	ENSCAFG00000017275.4
OG0005624	ENSGALG00000001475.7	ENSCAFG00000029191.2
OG0005625	ENSGALG00000005090.6	ENSCAFG00000049975.1, ENSCAFG00000029233.2
OG0005626	ENSGALG00000023843.5	ENSCAFG00000018829.5
OG0005627	ENSGALG00000033351.2	ENSCAFG00000000656.4
OG0005628	ENSGALG00000029540.2	ENSCAFG00000016086.5
OG0005629	ENSGALG00000037360.3	ENSCAFG00000001395.6
OG0005630	ENSGALG00000030626.3	ENSCAFG00000000654.4
OG0005632	ENSGALG00000004081.7	ENSCAFG00000015128.4
OG0005633	ENSGALG00000034099.2	ENSCAFG00000000649.4
OG0005634	ENSGALG00000004066.5	ENSCAFG00000023125.4
OG0005635	ENSGALG00000046000.2	ENSCAFG00000016690.5
OG0005636	ENSGALG00000034107.3	ENSCAFG00000012671.4
OG0005637	ENSGALG00000051135.1	ENSCAFG00000030412.2
OG0005638	ENSGALG00000001463.7	ENSCAFG00000012655.4
OG0005639	ENSGALG00000050995.1	ENSCAFG00000019492.5
OG0005640	ENSGALG00000003684.6	ENSCAFG00000011256.4
OG0005641	ENSGALG00000019552.5	ENSCAFG00000000059.4
OG0005642	ENSGALG00000014467.6	ENSCAFG00000014705.4
OG0005643	ENSGALG00000027190.3	ENSCAFG00000017347.4
OG0005644	ENSGALG00000006689.6	ENSCAFG00000011583.4
OG0005645	ENSGALG00000003798.5	ENSCAFG00000011309.4
OG0005646	ENSGALG00000027265.3	ENSCAFG00000019507.4
OG0005647	ENSGALG00000042624.2	ENSCAFG00000012581.5
OG0005648	ENSGALG00000000966.7	ENSCAFG00000019514.4
OG0005649	ENSGALG00000009919.6	ENSCAFG00000006520.4
OG0005650	ENSGALG00000006156.7	ENSCAFG00000017682.5
OG0005651	ENSGALG00000036022.3	ENSCAFG00000012488.2
OG0005652	ENSGALG00000006202.6	ENSCAFG00000017687.4
OG0005653	ENSGALG00000045136.2	ENSCAFG00000011760.5
OG0005654	ENSGALG00000007778.7	ENSCAFG00000012792.6
OG0005655	ENSGALG00000048285.1	ENSCAFG00000012827.4
OG0005656	ENSGALG00000014525.6	ENSCAFG00000014586.4
OG0005658	ENSGALG00000009932.6	ENSCAFG00000002463.4
OG0005659	ENSGALG00000033170.3	ENSCAFG00000009212.4
OG0005660	ENSGALG00000009287.7	ENSCAFG00000013332.4
OG0005662	ENSGALG00000003349.5	ENSCAFG00000032414.2
OG0005663	ENSGALG00000006388.7	ENSCAFG00000013833.4
OG0005664	ENSGALG00000009301.7	ENSCAFG00000013283.4
OG0005666	ENSGALG00000021183.6	ENSCAFG00000013849.4
OG0005668	ENSGALG00000015721.6	ENSCAFG00000002928.6
OG0005669	ENSGALG00000047792.1	ENSCAFG00000049987.1
OG0005670	ENSGALG00000004204.6	ENSCAFG00000016578.4
OG0005671	ENSGALG00000004104.6	ENSCAFG00000016526.4
OG0005672	ENSGALG00000011914.6	ENSCAFG00000001003.4
OG0005673	ENSGALG00000031751.2	ENSCAFG00000013239.4
OG0005674	ENSGALG00000004326.6	ENSCAFG00000019021.4
OG0005675	ENSGALG00000014276.6	ENSCAFG00000042181.1
OG0005676	ENSGALG00000009981.6	ENSCAFG00000002543.4
OG0005677	ENSGALG00000048923.1	ENSCAFG00000023991.4
OG0005678	ENSGALG00000036965.3	ENSCAFG00000019991.4
OG0005679	ENSGALG00000040008.2	ENSCAFG00000019538.4
OG0005680	ENSGALG00000039791.3	ENSCAFG00000020001.4
OG0005681	ENSGALG00000007665.6	ENSCAFG00000006215.5
OG0005682	ENSGALG00000038601.3, ENSGALG00000015662.6	ENSCAFG00000013246.4
OG0005683	ENSGALG00000044391.2	ENSCAFG00000030228.2
OG0005684	ENSGALG00000007732.6	ENSCAFG00000045006.1
OG0005686	ENSGALG00000016516.6	ENSCAFG00000004909.5
OG0005687	ENSGALG00000054776.1	ENSCAFG00000004824.5
OG0005688	ENSGALG00000045776.2, ENSGALG00000053523.1	ENSCAFG00000031679.1
OG0005689	ENSGALG00000002232.6	ENSCAFG00000019688.4
OG0005690	ENSGALG00000010390.6	ENSCAFG00000017161.5
OG0005691	ENSGALG00000000516.6	ENSCAFG00000019813.4
OG0005693	ENSGALG00000054428.1	ENSCAFG00000013432.4
OG0005694	ENSGALG00000011537.6	ENSCAFG00000000795.5
OG0005695	ENSGALG00000012350.7	ENSCAFG00000002416.4
OG0005696	ENSGALG00000002594.6	ENSCAFG00000014752.5
OG0005697	ENSGALG00000028996.3	ENSCAFG00000030020.2
OG0005698	ENSGALG00000039831.2	ENSCAFG00000001173.4
OG0005699	ENSGALG00000002204.6	ENSCAFG00000015014.4
OG0005701	ENSGALG00000041337.2	ENSCAFG00000029971.2
OG0005702	ENSGALG00000026902.3	ENSCAFG00000015060.5
OG0005703	ENSGALG00000003709.6	ENSCAFG00000005282.5, ENSCAFG00000005575.4
OG0005704	ENSGALG00000035799.2	ENSCAFG00000018839.4
OG0005706	ENSGALG00000053989.1	ENSCAFG00000043521.1
OG0005707	ENSGALG00000031832.3	ENSCAFG00000005526.4
OG0005708	ENSGALG00000039532.2	ENSCAFG00000010340.6
OG0005709	ENSGALG00000052829.1	ENSCAFG00000019548.5
OG0005711	ENSGALG00000005074.6	ENSCAFG00000020094.3
OG0005713	ENSGALG00000003979.6	ENSCAFG00000018792.4
OG0005715	ENSGALG00000001774.6	ENSCAFG00000017779.5
OG0005716	ENSGALG00000043597.2	ENSCAFG00000009179.4
OG0005717	ENSGALG00000014687.7	ENSCAFG00000003578.5
OG0005718	ENSGALG00000027199.4	ENSCAFG00000035539.2
OG0005719	ENSGALG00000031131.2	ENSCAFG00000009240.6
OG0005720	ENSGALG00000001555.7	ENSCAFG00000019266.4
OG0005721	ENSGALG00000004645.7	ENSCAFG00000020037.6
OG0005722	ENSGALG00000006132.7	ENSCAFG00000018891.4
OG0005723	ENSGALG00000031076.2	ENSCAFG00000009305.5
OG0005725	ENSGALG00000007796.6	ENSCAFG00000011825.5
OG0005726	ENSGALG00000007334.6	ENSCAFG00000019030.4
OG0005727	ENSGALG00000001542.6	ENSCAFG00000043857.1, ENSCAFG00000019259.4
OG0005728	ENSGALG00000007809.6	ENSCAFG00000011808.5
OG0005729	ENSGALG00000006098.6	ENSCAFG00000020192.2, ENSCAFG00000018870.5
OG0005730	ENSGALG00000014688.4	ENSCAFG00000003615.5
OG0005731	ENSGALG00000003331.6	ENSCAFG00000016684.5
OG0005732	ENSGALG00000006094.6	ENSCAFG00000018867.5
OG0005733	ENSGALG00000003344.7	ENSCAFG00000016689.4
OG0005734	ENSGALG00000006627.6	ENSCAFG00000013843.5
OG0005736	ENSGALG00000014695.6	ENSCAFG00000003619.4
OG0005737	ENSGALG00000003355.6	ENSCAFG00000016694.4
OG0005738	ENSGALG00000031298.3	ENSCAFG00000041093.1
OG0005739	ENSGALG00000007963.5	ENSCAFG00000011625.5
OG0005740	ENSGALG00000005507.4	ENSCAFG00000017071.4
OG0005741	ENSGALG00000024172.5	ENSCAFG00000014320.4
OG0005742	ENSGALG00000017366.6	ENSCAFG00000030079.2
OG0005743	ENSGALG00000007989.6	ENSCAFG00000011576.5
OG0005744	ENSGALG00000005126.7	ENSCAFG00000017625.5
OG0005745	ENSGALG00000003969.7	ENSCAFG00000015221.5
OG0005746	ENSGALG00000040511.3	ENSCAFG00000009460.4
OG0005747	ENSGALG00000003665.6	ENSCAFG00000018715.4
OG0005748	ENSGALG00000003589.7	ENSCAFG00000018672.4
OG0005749	ENSGALG00000023757.4	ENSCAFG00000018668.4
OG0005750	ENSGALG00000029379.2	ENSCAFG00000000718.5
OG0005751	ENSGALG00000005263.2	ENSCAFG00000019601.5
OG0005752	ENSGALG00000000378.6	ENSCAFG00000009114.4
OG0005753	ENSGALG00000003108.7	ENSCAFG00000019260.4
OG0005754	ENSGALG00000008539.7	ENSCAFG00000000711.4
OG0005755	ENSGALG00000007244.6	ENSCAFG00000010258.4
OG0005756	ENSGALG00000005414.5	ENSCAFG00000044942.1
OG0005757	ENSGALG00000036417.2	ENSCAFG00000010377.5
OG0005758	ENSGALG00000007102.6	ENSCAFG00000010408.5
OG0005759	ENSGALG00000007954.6	ENSCAFG00000012514.4
OG0005760	ENSGALG00000007354.6	ENSCAFG00000010114.4
OG0005761	ENSGALG00000016267.6	ENSCAFG00000002493.5
OG0005762	ENSGALG00000035561.2	ENSCAFG00000008849.5
OG0005763	ENSGALG00000041663.3	ENSCAFG00000016022.5
OG0005764	ENSGALG00000009815.6	ENSCAFG00000000341.4
OG0005765	ENSGALG00000013583.6	ENSCAFG00000016161.4
OG0005766	ENSGALG00000038915.2	ENSCAFG00000008628.4
OG0005767	ENSGALG00000039499.2	ENSCAFG00000008598.4
OG0005768	ENSGALG00000039380.3	ENSCAFG00000016208.5
OG0005769	ENSGALG00000007490.7	ENSCAFG00000009029.4
OG0005770	ENSGALG00000008357.6	ENSCAFG00000009046.4
OG0005771	ENSGALG00000042794.3	ENSCAFG00000008505.4
OG0005772	ENSGALG00000040842.2	ENSCAFG00000023925.3
OG0005773	ENSGALG00000014336.5	ENSCAFG00000016265.4
OG0005774	ENSGALG00000034487.3	ENSCAFG00000030018.2
OG0005775	ENSGALG00000014337.5	ENSCAFG00000016269.4
OG0005776	ENSGALG00000013369.6	ENSCAFG00000019272.4
OG0005777	ENSGALG00000015706.5	ENSCAFG00000014979.5
OG0005778	ENSGALG00000016509.7	ENSCAFG00000005048.4
OG0005779	ENSGALG00000036873.2	ENSCAFG00000014202.6
OG0005780	ENSGALG00000008289.6	ENSCAFG00000009146.5
OG0005782	ENSGALG00000053178.1, ENSGALG00000007618.4	ENSCAFG00000014210.4
OG0005783	ENSGALG00000006809.6	ENSCAFG00000014213.4
OG0005784	ENSGALG00000033925.2, ENSGALG00000024486.5	ENSCAFG00000044253.1
OG0005785	ENSGALG00000015688.5	ENSCAFG00000014873.4
OG0005786	ENSGALG00000005893.7	ENSCAFG00000006869.4
OG0005787	ENSGALG00000041213.2	ENSCAFG00000017492.4
OG0005788	ENSGALG00000050857.1	ENSCAFG00000006544.5
OG0005789	ENSGALG00000030585.2	ENSCAFG00000007088.3
OG0005790	ENSGALG00000032702.3	ENSCAFG00000016987.4
OG0005791	ENSGALG00000026808.4	ENSCAFG00000029040.2
OG0005792	ENSGALG00000034132.2	ENSCAFG00000019779.4
OG0005793	ENSGALG00000016980.6	ENSCAFG00000004526.6
OG0005794	ENSGALG00000030382.2, ENSGALG00000028267.4	ENSCAFG00000018917.4
OG0005795	ENSGALG00000005241.6	ENSCAFG00000020409.5
OG0005796	ENSGALG00000002854.6	ENSCAFG00000023022.4
OG0005797	ENSGALG00000038426.2	ENSCAFG00000000096.4
OG0005798	ENSGALG00000002103.5	ENSCAFG00000020364.4
OG0005799	ENSGALG00000002091.6	ENSCAFG00000020363.4
OG0005800	ENSGALG00000031130.2	ENSCAFG00000007203.4
OG0005801	ENSGALG00000030220.2	ENSCAFG00000020374.5
OG0005802	ENSGALG00000004870.7	ENSCAFG00000017968.4
OG0005803	ENSGALG00000012404.7	ENSCAFG00000014750.4
OG0005804	ENSGALG00000001722.6	ENSCAFG00000020375.5
OG0005805	ENSGALG00000038540.3	ENSCAFG00000013538.4
OG0005806	ENSGALG00000037148.2	ENSCAFG00000030126.1
OG0005807	ENSGALG00000033286.2	ENSCAFG00000012156.4
OG0005808	ENSGALG00000033304.3	ENSCAFG00000007344.5
OG0005809	ENSGALG00000039420.2	ENSCAFG00000001543.4
OG0005810	ENSGALG00000003712.6	ENSCAFG00000019902.5
OG0005812	ENSGALG00000006861.7	ENSCAFG00000018135.4
OG0005813	ENSGALG00000011893.7	ENSCAFG00000015656.4
OG0005814	ENSGALG00000004799.7	ENSCAFG00000019117.4
OG0005815	ENSGALG00000002504.7	ENSCAFG00000010552.4
OG0005816	ENSGALG00000011921.6	ENSCAFG00000015598.4
OG0005817	ENSGALG00000030843.2	ENSCAFG00000007386.4
OG0005818	ENSGALG00000012005.7	ENSCAFG00000015585.6
OG0005819	ENSGALG00000012006.7	ENSCAFG00000015578.5
OG0005820	ENSGALG00000009147.6	ENSCAFG00000012557.4
OG0005821	ENSGALG00000039151.2, ENSGALG00000026991.3	ENSCAFG00000000129.4
OG0005823	ENSGALG00000015352.7	ENSCAFG00000016743.4
OG0005824	ENSGALG00000004532.7	ENSCAFG00000007590.4
OG0005825	ENSGALG00000024326.5	ENSCAFG00000010488.4
OG0005826	ENSGALG00000000962.7	ENSCAFG00000010534.4
OG0005827	ENSGALG00000051392.1	ENSCAFG00000008471.4
OG0005828	ENSGALG00000042941.2	ENSCAFG00000002473.4, ENSCAFG00000046244.1
OG0005829	ENSGALG00000000067.6	ENSCAFG00000008956.4
OG0005830	ENSGALG00000015372.5	ENSCAFG00000030333.1
OG0005831	ENSGALG00000026907.3	ENSCAFG00000023671.4
OG0005832	ENSGALG00000002536.6	ENSCAFG00000006694.4
OG0005833	ENSGALG00000033322.3	ENSCAFG00000019917.4, ENSCAFG00000044526.1
OG0005834	ENSGALG00000021601.5	ENSCAFG00000015735.5
OG0005835	ENSGALG00000038745.3	ENSCAFG00000007868.4
OG0005836	ENSGALG00000040224.3	ENSCAFG00000010432.5
OG0005837	ENSGALG00000002679.4	ENSCAFG00000028957.2
OG0005838	ENSGALG00000022850.4	ENSCAFG00000004647.4
OG0005839	ENSGALG00000002701.5	ENSCAFG00000014651.4
OG0005840	ENSGALG00000002705.7	ENSCAFG00000012274.4
OG0005841	ENSGALG00000002421.7	ENSCAFG00000015861.4
OG0005844	ENSGALG00000002414.6	ENSCAFG00000015872.4
OG0005845	ENSGALG00000015311.6	ENSCAFG00000002315.4
OG0005846	ENSGALG00000002417.6	ENSCAFG00000015541.4
OG0005847	ENSGALG00000028675.3	ENSCAFG00000024624.3
OG0005848	ENSGALG00000003120.8	ENSCAFG00000006985.6
OG0005849	ENSGALG00000054449.1	ENSCAFG00000012992.5
OG0005850	ENSGALG00000048409.1	ENSCAFG00000011405.4
OG0005851	ENSGALG00000005423.7	ENSCAFG00000002370.4
OG0005852	ENSGALG00000034346.3	ENSCAFG00000008031.4
OG0005853	ENSGALG00000005547.7	ENSCAFG00000008880.5
OG0005854	ENSGALG00000003146.7	ENSCAFG00000006996.5
OG0005855	ENSGALG00000054130.1	ENSCAFG00000012811.5
OG0005856	ENSGALG00000035845.2	ENSCAFG00000008170.4
OG0005857	ENSGALG00000030605.2	ENSCAFG00000031128.2
OG0005858	ENSGALG00000050207.1	ENSCAFG00000018959.4
OG0005859	ENSGALG00000029118.3	ENSCAFG00000028527.2
OG0005860	ENSGALG00000005326.6	ENSCAFG00000006884.4
OG0005861	ENSGALG00000054942.1, ENSGALG00000052152.1	ENSCAFG00000002386.4
OG0005862	ENSGALG00000007171.4	ENSCAFG00000018931.5
OG0005863	ENSGALG00000007167.6	ENSCAFG00000018920.5
OG0005864	ENSGALG00000003084.5	ENSCAFG00000002667.4, ENSCAFG00000023283.3
OG0005865	ENSGALG00000053836.1	ENSCAFG00000013350.4
OG0005866	ENSGALG00000012222.7	ENSCAFG00000010267.5
OG0005867	ENSGALG00000007843.6	ENSCAFG00000017252.4
OG0005868	ENSGALG00000015128.6	ENSCAFG00000018125.4
OG0005869	ENSGALG00000048805.1	ENSCAFG00000049675.1
OG0005870	ENSGALG00000015122.6	ENSCAFG00000018132.4
OG0005871	ENSGALG00000012239.6	ENSCAFG00000010317.5
OG0005872	ENSGALG00000005169.4	ENSCAFG00000014872.4
OG0005873	ENSGALG00000003307.4	ENSCAFG00000007468.4
OG0005874	ENSGALG00000000793.5	ENSCAFG00000050043.1, ENSCAFG00000012540.5
OG0005875	ENSGALG00000003314.6	ENSCAFG00000007482.4
OG0005876	ENSGALG00000003318.5	ENSCAFG00000007484.4, ENSCAFG00000007493.4
OG0005877	ENSGALG00000033618.2	ENSCAFG00000017645.5
OG0005878	ENSGALG00000012118.6	ENSCAFG00000015204.4
OG0005880	ENSGALG00000000734.6	ENSCAFG00000011979.4
OG0005881	ENSGALG00000035202.2	ENSCAFG00000013108.5
OG0005882	ENSGALG00000029390.3	ENSCAFG00000007512.3
OG0005883	ENSGALG00000003419.7, ENSGALG00000051644.1	ENSCAFG00000007524.4
OG0005884	ENSGALG00000000777.6	ENSCAFG00000011935.4
OG0005885	ENSGALG00000000783.7	ENSCAFG00000011895.4
OG0005886	ENSGALG00000044985.2	ENSCAFG00000029882.2
OG0005887	ENSGALG00000015056.6	ENSCAFG00000018173.4
OG0005888	ENSGALG00000009445.7	ENSCAFG00000012205.4
OG0005889	ENSGALG00000001985.5	ENSCAFG00000019662.4
OG0005893	ENSGALG00000042992.3	ENSCAFG00000004544.4
OG0005894	ENSGALG00000038229.2	ENSCAFG00000014729.4, ENSCAFG00000013279.4
OG0005895	ENSGALG00000002656.6	ENSCAFG00000019157.4
OG0005896	ENSGALG00000016969.5	ENSCAFG00000004602.4
OG0005897	ENSGALG00000034042.2	ENSCAFG00000011319.5
OG0005898	ENSGALG00000002945.7	ENSCAFG00000018152.5
OG0005899	ENSGALG00000015030.7	ENSCAFG00000018183.4
OG0005900	ENSGALG00000005004.4	ENSCAFG00000015388.4
OG0005901	ENSGALG00000046811.1	ENSCAFG00000014672.4
OG0005902	ENSGALG00000003299.7	ENSCAFG00000006057.5
OG0005903	ENSGALG00000046180.2	ENSCAFG00000011266.4
OG0005904	ENSGALG00000004034.7	ENSCAFG00000015152.4
OG0005905	ENSGALG00000036049.3	ENSCAFG00000006047.5
OG0005906	ENSGALG00000050256.1	ENSCAFG00000014591.5
OG0005907	ENSGALG00000004166.7	ENSCAFG00000013964.4
OG0005908	ENSGALG00000003795.6	ENSCAFG00000032380.2
OG0005909	ENSGALG00000051266.1	ENSCAFG00000048005.1
OG0005910	ENSGALG00000012237.7	ENSCAFG00000014201.5
OG0005913	ENSGALG00000003826.5	ENSCAFG00000008442.4
OG0005914	ENSGALG00000014982.6	ENSCAFG00000018216.4
OG0005915	ENSGALG00000031482.2	ENSCAFG00000019525.4
OG0005916	ENSGALG00000006033.5	ENSCAFG00000005080.4
OG0005917	ENSGALG00000042360.2	ENSCAFG00000012000.4
OG0005918	ENSGALG00000006673.6	ENSCAFG00000011978.5
OG0005919	ENSGALG00000014936.6	ENSCAFG00000018249.4
OG0005920	ENSGALG00000001042.6	ENSCAFG00000017513.5
OG0005921	ENSGALG00000004179.7	ENSCAFG00000008313.4
OG0005922	ENSGALG00000041373.2	ENSCAFG00000016306.4
OG0005923	ENSGALG00000005888.6	ENSCAFG00000019401.4
OG0005924	ENSGALG00000027905.4	ENSCAFG00000005088.5
OG0005925	ENSGALG00000001797.6	ENSCAFG00000019694.5
OG0005926	ENSGALG00000006025.7	ENSCAFG00000028862.2
OG0005927	ENSGALG00000053885.1	ENSCAFG00000013691.4
OG0005928	ENSGALG00000040720.3	ENSCAFG00000015751.4
OG0005929	ENSGALG00000040265.2	ENSCAFG00000011165.5
OG0005930	ENSGALG00000005933.6	ENSCAFG00000017501.4
OG0005931	ENSGALG00000042572.2	ENSCAFG00000029434.2
OG0005932	ENSGALG00000008549.7	ENSCAFG00000012088.4
OG0005933	ENSGALG00000027874.3	ENSCAFG00000009414.5
OG0005934	ENSGALG00000003901.6	ENSCAFG00000008363.4
OG0005935	ENSGALG00000006775.7	ENSCAFG00000008869.4
OG0005936	ENSGALG00000010299.7	ENSCAFG00000001924.4
OG0005937	ENSGALG00000005947.7	ENSCAFG00000004966.4
OG0005938	ENSGALG00000012113.6	ENSCAFG00000004896.4
OG0005939	ENSGALG00000016232.6	ENSCAFG00000001677.4
OG0005940	ENSGALG00000001124.6	ENSCAFG00000020226.4
OG0005941	ENSGALG00000008460.6	ENSCAFG00000009345.4
OG0005942	ENSGALG00000005860.5	ENSCAFG00000004959.5
OG0005943	ENSGALG00000032763.3	ENSCAFG00000011663.4
OG0005944	ENSGALG00000000950.6	ENSCAFG00000020172.4
OG0005945	ENSGALG00000011149.5	ENSCAFG00000009598.4
OG0005946	ENSGALG00000036432.2	ENSCAFG00000009322.4
OG0005947	ENSGALG00000008206.6	ENSCAFG00000009300.4
OG0005948	ENSGALG00000037065.2	ENSCAFG00000011805.3
OG0005949	ENSGALG00000014915.7	ENSCAFG00000018324.5
OG0005950	ENSGALG00000027823.3	ENSCAFG00000019231.5
OG0005951	ENSGALG00000004812.5	ENSCAFG00000013490.5
OG0005952	ENSGALG00000035184.2	ENSCAFG00000011234.4
OG0005953	ENSGALG00000008795.5	ENSCAFG00000010868.4
OG0005954	ENSGALG00000030140.3	ENSCAFG00000030997.2
OG0005955	ENSGALG00000014038.7	ENSCAFG00000004789.5
OG0005956	ENSGALG00000030313.3	ENSCAFG00000009220.3
OG0005957	ENSGALG00000026276.3	ENSCAFG00000006930.5
OG0005958	ENSGALG00000017111.7	ENSCAFG00000007067.5
OG0005959	ENSGALG00000000615.7	ENSCAFG00000011149.5
OG0005960	ENSGALG00000041216.2	ENSCAFG00000009165.4
OG0005961	ENSGALG00000013967.7	ENSCAFG00000004794.5
OG0005962	ENSGALG00000014860.6	ENSCAFG00000018362.4
OG0005963	ENSGALG00000006507.6	ENSCAFG00000011656.3
OG0005964	ENSGALG00000021685.5	ENSCAFG00000011063.5
OG0005965	ENSGALG00000003674.6	ENSCAFG00000004827.4
OG0005966	ENSGALG00000026559.3	ENSCAFG00000032338.2
OG0005967	ENSGALG00000017103.6	ENSCAFG00000006841.4
OG0005968	ENSGALG00000006186.7	ENSCAFG00000044714.1
OG0005969	ENSGALG00000040971.2	ENSCAFG00000013049.4
OG0005970	ENSGALG00000054273.1	ENSCAFG00000011399.4
