Orthogroup	G_gallus.pep	H_sapiens.pep
OG0007898	ENSGALG00000004611.5	ENSG00000155034.19
OG0007900	ENSGALG00000009846.6	ENSG00000163093.12, ENSG00000251569.1
OG0007902	ENSGALG00000006519.5	ENSG00000169330.9
OG0007903	ENSGALG00000050787.1	ENSG00000102312.22
OG0007904	ENSGALG00000000652.7	ENSG00000097021.19
OG0007905	ENSGALG00000019796.6	ENSG00000132676.16
OG0007907	ENSGALG00000033293.3	ENSG00000131584.19
OG0007908	ENSGALG00000033063.2	ENSG00000131153.9
OG0007909	ENSGALG00000042210.2	ENSG00000136933.17
OG0007910	ENSGALG00000033573.2	ENSG00000068394.11
OG0007911	ENSGALG00000001108.6	ENSG00000105556.11
OG0007912	ENSGALG00000048829.1	ENSG00000104853.16
OG0007913	ENSGALG00000035201.2	ENSG00000187522.16
OG0007914	ENSGALG00000054577.1	ENSG00000008382.15
OG0007916	ENSGALG00000001835.6	ENSG00000162572.21
OG0007918	ENSGALG00000006413.7	ENSG00000103888.17
OG0007919	ENSGALG00000013926.6	ENSG00000152457.18
OG0007920	ENSGALG00000020736.4	ENSG00000144362.12
OG0007921	ENSGALG00000005757.6	ENSG00000140968.11
OG0007922	ENSGALG00000034271.2	ENSG00000276043.5
OG0007923	ENSGALG00000020737.5	ENSG00000213160.10
OG0007924	ENSGALG00000006403.6	ENSG00000117899.11
OG0007925	ENSGALG00000014646.7	ENSG00000132718.9
OG0007926	ENSGALG00000012298.7	ENSG00000138821.13
OG0007928	ENSGALG00000025977.3	ENSG00000116717.13
OG0007929	ENSGALG00000031325.2	ENSG00000105329.10
OG0007930	ENSGALG00000026850.3	ENSG00000127666.9
OG0007931	ENSGALG00000014652.6	ENSG00000132680.11
OG0007932	ENSGALG00000011238.6	ENSG00000116729.14
OG0007936	ENSGALG00000014026.6	ENSG00000164031.17
OG0007937	ENSGALG00000011259.5	ENSG00000116745.7
OG0007938	ENSGALG00000014515.6	ENSG00000163145.12
OG0007939	ENSGALG00000000136.6	ENSG00000150045.12
OG0007940	ENSGALG00000009608.6	ENSG00000144357.17
OG0007941	ENSGALG00000003373.3	ENSG00000113460.13
OG0007942	ENSGALG00000000055.6	ENSG00000109270.13
OG0007943	ENSGALG00000011284.8	ENSG00000033122.20
OG0007944	ENSGALG00000002861.6	ENSG00000166822.13
OG0007946	ENSGALG00000051538.1	ENSG00000248713.1
OG0007947	ENSGALG00000034094.2	ENSG00000204335.4
OG0007948	ENSGALG00000011301.5	ENSG00000066557.6
OG0007949	ENSGALG00000035619.2	ENSG00000138823.13
OG0007951	ENSGALG00000047190.1	ENSG00000118454.13
OG0007952	ENSGALG00000041573.3	ENSG00000104331.9
OG0007953	ENSGALG00000007793.5	ENSG00000094841.14
OG0007954	ENSGALG00000011331.6	ENSG00000116761.12
OG0007955	ENSGALG00000011358.6	ENSG00000115596.4
OG0007956	ENSGALG00000003082.6	ENSG00000108963.17
OG0007959	ENSGALG00000045521.2	ENSG00000138675.16
OG0007961	ENSGALG00000006630.6	ENSG00000285382.1, ENSG00000149600.11
OG0007962	ENSGALG00000029330.2	ENSG00000063322.15
OG0007966	ENSGALG00000003575.5	ENSG00000101457.13
OG0007967	ENSGALG00000015213.7	ENSG00000179636.15
OG0007968	ENSGALG00000031642.3	ENSG00000166333.13
OG0007969	ENSGALG00000041708.2	ENSG00000162552.15
OG0007970	ENSGALG00000008066.6	ENSG00000184076.13
OG0007971	ENSGALG00000013999.6	ENSG00000163833.8
OG0007972	ENSGALG00000030151.2	ENSG00000187398.12
OG0007973	ENSGALG00000008043.6	ENSG00000103647.13
OG0007974	ENSGALG00000013311.6	ENSG00000134343.14
OG0007976	ENSGALG00000013304.6	ENSG00000148942.15
OG0007977	ENSGALG00000013297.7	ENSG00000129151.9
OG0007978	ENSGALG00000034434.2	ENSG00000182054.9
OG0007979	ENSGALG00000007349.6	ENSG00000103710.11
OG0007980	ENSGALG00000036163.2	ENSG00000140548.10
OG0007981	ENSGALG00000007335.3	ENSG00000234438.4
OG0007982	ENSGALG00000014561.7	ENSG00000111679.17
OG0007983	ENSGALG00000031560.2	ENSG00000176542.10
OG0007984	ENSGALG00000030250.2	ENSG00000185518.11
OG0007985	ENSGALG00000014966.6	ENSG00000113924.12
OG0007986	ENSGALG00000006871.6	ENSG00000176463.14
OG0007987	ENSGALG00000014949.7	ENSG00000144840.9
OG0007988	ENSGALG00000006887.6	ENSG00000185442.13
OG0007989	ENSGALG00000039173.2	ENSG00000182175.14
OG0007990	ENSGALG00000038405.2	ENSG00000036828.16
OG0007992	ENSGALG00000027046.3	ENSG00000262826.5, ENSG00000143624.14
OG0007993	ENSGALG00000035825.3	ENSG00000096996.16
OG0007994	ENSGALG00000006855.7	ENSG00000163975.12
OG0007995	ENSGALG00000014766.6	ENSG00000116882.14
OG0007996	ENSGALG00000014772.6	ENSG00000116874.11
OG0007997	ENSGALG00000052087.1	ENSG00000138080.14
OG0007998	ENSGALG00000035228.2	ENSG00000155761.14
OG0007999	ENSGALG00000003470.6, ENSGALG00000046009.2	ENSG00000165061.15
OG0008000	ENSGALG00000029743.3	ENSG00000133997.11
OG0008001	ENSGALG00000028005.3	ENSG00000130222.11
OG0008002	ENSGALG00000008233.6	ENSG00000169679.15
OG0008003	ENSGALG00000008195.5	ENSG00000144061.12
OG0008004	ENSGALG00000034373.3	ENSG00000140854.13
OG0008005	ENSGALG00000023882.4	ENSG00000144063.4
OG0008006	ENSGALG00000015439.6	ENSG00000070214.16
OG0008007	ENSGALG00000004943.7	ENSG00000008324.11
OG0008009	ENSGALG00000014582.7	ENSG00000182985.17
OG0008010	ENSGALG00000015442.6	ENSG00000106701.12
OG0008011	ENSGALG00000037838.1	ENSG00000198695.2
OG0008012	ENSGALG00000054131.1	ENSG00000186051.7
OG0008013	ENSGALG00000015451.6	ENSG00000148143.13
OG0008014	ENSGALG00000003283.6	ENSG00000105664.11
OG0008015	ENSGALG00000002273.7	ENSG00000102897.10
OG0008016	ENSGALG00000009012.6	ENSG00000144331.20
OG0008017	ENSGALG00000009031.7	ENSG00000187231.14
OG0008018	ENSGALG00000003731.6	ENSG00000037637.11
OG0008019	ENSGALG00000009135.6	ENSG00000116095.11
OG0008020	ENSGALG00000001792.7	ENSG00000074071.14
OG0008021	ENSGALG00000040045.2	ENSG00000123454.12
OG0008022	ENSGALG00000040746.3	ENSG00000255112.3
OG0008024	ENSGALG00000004093.6	ENSG00000277800.3, ENSG00000122145.15
OG0008025	ENSGALG00000028958.4	ENSG00000162408.11
OG0008026	ENSGALG00000004121.7	ENSG00000147145.12
OG0008027	ENSGALG00000001644.7	ENSG00000169375.16
OG0008028	ENSGALG00000011838.6	ENSG00000070019.5
OG0008029	ENSGALG00000027805.3	ENSG00000167173.19
OG0008030	ENSGALG00000052307.1	ENSG00000178718.6
OG0008031	ENSGALG00000011814.6	ENSG00000171681.12
OG0008032	ENSGALG00000053823.1	ENSG00000178761.15
OG0008033	ENSGALG00000029296.3	ENSG00000178802.18
OG0008034	ENSGALG00000023937.4	ENSG00000182712.16
OG0008035	ENSGALG00000004087.7	ENSG00000187720.14
OG0008036	ENSGALG00000002369.7	ENSG00000143278.4
OG0008037	ENSGALG00000035007.2	ENSG00000118369.13
OG0008038	ENSGALG00000017268.5	ENSG00000188997.8
OG0008039	ENSGALG00000004059.7	ENSG00000137821.11
OG0008040	ENSGALG00000032398.2	ENSG00000066279.18
OG0008041	ENSGALG00000004046.6	ENSG00000166173.11
OG0008042	ENSGALG00000002305.7	ENSG00000177888.7
OG0008043	ENSGALG00000055000.1	ENSG00000151364.17
OG0008044	ENSGALG00000002287.6	ENSG00000134376.16
OG0008045	ENSGALG00000007045.6	ENSG00000197177.15
OG0008046	ENSGALG00000041949.3	ENSG00000087884.14
OG0008048	ENSGALG00000039068.3	ENSG00000048649.13
OG0008049	ENSGALG00000006983.5	ENSG00000107447.8
OG0008050	ENSGALG00000007675.4	ENSG00000160683.5
OG0008051	ENSGALG00000006966.7	ENSG00000177853.14
OG0008052	ENSGALG00000001177.6	ENSG00000174059.17
OG0008054	ENSGALG00000030598.2	ENSG00000095564.14
OG0008055	ENSGALG00000049427.1	ENSG00000054967.13
OG0008056	ENSGALG00000023436.5	ENSG00000140287.11
OG0008057	ENSGALG00000034831.2	ENSG00000198492.16
OG0008058	ENSGALG00000031270.2	ENSG00000103653.16
OG0008059	ENSGALG00000023440.4	ENSG00000104064.17
OG0008060	ENSGALG00000006776.6	ENSG00000185909.15
OG0008061	ENSGALG00000040155.2	ENSG00000086827.9
OG0008062	ENSGALG00000033376.3	ENSG00000091583.11
OG0008063	ENSGALG00000026446.3	ENSG00000213578.6
OG0008064	ENSGALG00000007839.7	ENSG00000149294.16
OG0008066	ENSGALG00000041257.2	ENSG00000123612.16
OG0008068	ENSGALG00000043610.2	ENSG00000285509.1
OG0008069	ENSGALG00000004193.6	ENSG00000141337.12
OG0008070	ENSGALG00000041577.2	ENSG00000115232.14
OG0008072	ENSGALG00000028496.4	ENSG00000167604.14
OG0008073	ENSGALG00000029424.2	ENSG00000154118.13
OG0008074	ENSGALG00000005682.6	ENSG00000171763.19
OG0008075	ENSGALG00000036854.2	ENSG00000104679.11
OG0008076	ENSGALG00000007557.6	ENSG00000145016.16
OG0008077	ENSGALG00000044213.2	ENSG00000165819.12
OG0008078	ENSGALG00000007332.6	ENSG00000163637.13
OG0008079	ENSGALG00000006479.6	ENSG00000101331.17
OG0008080	ENSGALG00000011291.7	ENSG00000174738.13
OG0008081	ENSGALG00000033513.3	ENSG00000105656.13
OG0008082	ENSGALG00000007611.6	ENSG00000182899.17
OG0008084	ENSGALG00000007288.6	ENSG00000188817.8
OG0008085	ENSGALG00000036201.2	ENSG00000156958.15
OG0008086	ENSGALG00000006568.6	ENSG00000101337.16
OG0008087	ENSGALG00000005120.6	ENSG00000163520.14
OG0008088	ENSGALG00000002375.7	ENSG00000148400.12
OG0008089	ENSGALG00000007664.7	ENSG00000173692.13
OG0008090	ENSGALG00000045436.2	ENSG00000167094.16
OG0008091	ENSGALG00000006594.7	ENSG00000101346.14
OG0008092	ENSGALG00000041362.2	ENSG00000138593.9
OG0008093	ENSGALG00000005011.6	ENSG00000185634.12
OG0008094	ENSGALG00000005128.7	ENSG00000158079.16
OG0008095	ENSGALG00000035557.3	ENSG00000131668.14
OG0008096	ENSGALG00000039208.2	ENSG00000197724.11
OG0008097	ENSGALG00000041732.2	ENSG00000197183.14
OG0008098	ENSGALG00000010651.6	ENSG00000162851.8
OG0008099	ENSGALG00000038850.2	ENSG00000165238.16
OG0008100	ENSGALG00000025886.4	ENSG00000157303.11
OG0008101	ENSGALG00000005237.6	ENSG00000127084.19
OG0008102	ENSGALG00000014371.7	ENSG00000116977.18
OG0008103	ENSGALG00000043797.2	ENSG00000138231.13
OG0008105	ENSGALG00000013169.7	ENSG00000174564.13
OG0008106	ENSGALG00000040947.3	ENSG00000175874.10
OG0008107	ENSGALG00000039563.3	ENSG00000158435.8
OG0008108	ENSGALG00000049654.1	ENSG00000175267.15
OG0008109	ENSGALG00000000862.6	ENSG00000117000.9
OG0008110	ENSGALG00000000761.5	ENSG00000182704.8
OG0008111	ENSGALG00000003978.6	ENSG00000141977.9
OG0008112	ENSGALG00000037525.2	ENSG00000127418.15
OG0008113	ENSGALG00000004038.6	ENSG00000168803.15
OG0008114	ENSGALG00000033469.2	ENSG00000004487.16
OG0008115	ENSGALG00000026271.3	ENSG00000184277.13
OG0008117	ENSGALG00000002284.5	ENSG00000054116.12
OG0008118	ENSGALG00000002955.6	ENSG00000197859.10
OG0008119	ENSGALG00000002651.6	ENSG00000157350.13
OG0008120	ENSGALG00000025858.3	ENSG00000169641.13
OG0008122	ENSGALG00000043370.3	ENSG00000162227.8
OG0008123	ENSGALG00000026179.4	ENSG00000196990.9
OG0008124	ENSGALG00000032270.2	ENSG00000121152.10
OG0008125	ENSGALG00000006376.6	ENSG00000188869.13
OG0008127	ENSGALG00000002064.7	ENSG00000165283.16
OG0008128	ENSGALG00000002408.6	ENSG00000020129.16
OG0008130	ENSGALG00000023872.5	ENSG00000136830.12
OG0008131	ENSGALG00000009236.6	ENSG00000018510.16
OG0008132	ENSGALG00000010674.6	ENSG00000129187.14
OG0008134	ENSGALG00000049067.1	ENSG00000117016.10
OG0008135	ENSGALG00000005031.7	ENSG00000102385.12
OG0008136	ENSGALG00000009240.5	ENSG00000116044.16
OG0008137	ENSGALG00000002531.7	ENSG00000189091.13
OG0008138	ENSGALG00000005014.6	ENSG00000129221.16
OG0008139	ENSGALG00000017715.6	ENSG00000142910.16
OG0008143	ENSGALG00000009990.6	ENSG00000068784.13
OG0008144	ENSGALG00000002458.5	ENSG00000103043.15
OG0008145	ENSGALG00000043088.2	ENSG00000154133.15
OG0008146	ENSGALG00000039356.2	ENSG00000165478.7
OG0008147	ENSGALG00000035800.2	ENSG00000143919.15
OG0008149	ENSGALG00000043103.2	ENSG00000165495.16
OG0008150	ENSGALG00000007473.6	ENSG00000086504.17
OG0008151	ENSGALG00000037860.3	ENSG00000187605.15
OG0008152	ENSGALG00000040070.2	ENSG00000185615.15
OG0008153	ENSGALG00000046248.2	ENSG00000115459.18
OG0008155	ENSGALG00000023612.4	ENSG00000107816.17
OG0008156	ENSGALG00000026796.4	ENSG00000143553.11
OG0008157	ENSGALG00000001758.6	ENSG00000165661.17
OG0008158	ENSGALG00000029795.3	ENSG00000175182.15
OG0008159	ENSGALG00000007837.6	ENSG00000107821.14
OG0008160	ENSGALG00000034189.2	ENSG00000138136.6
OG0008161	ENSGALG00000001146.6	ENSG00000167671.12
OG0008162	ENSGALG00000013822.5	ENSG00000164440.15
OG0008163	ENSGALG00000001126.7	ENSG00000167670.16
OG0008164	ENSGALG00000006073.6	ENSG00000004779.10
OG0008165	ENSGALG00000013826.5	ENSG00000146386.8
OG0008166	ENSGALG00000031551.2	ENSG00000188706.13
OG0008167	ENSGALG00000032530.2	ENSG00000122122.10
OG0008168	ENSGALG00000012356.6	ENSG00000055208.19
OG0008169	ENSGALG00000017159.7	ENSG00000149311.18
OG0008170	ENSGALG00000031841.2	ENSG00000188827.11
OG0008171	ENSGALG00000012364.6	ENSG00000131013.4
OG0008172	ENSGALG00000007753.7	ENSG00000166169.17
OG0008174	ENSGALG00000013834.6	ENSG00000024862.17
OG0008177	ENSGALG00000026981.3	ENSG00000135540.11
OG0008178	ENSGALG00000039951.3	ENSG00000126602.11
OG0008179	ENSGALG00000025935.3	ENSG00000122121.11
OG0008180	ENSGALG00000007706.6	ENSG00000107831.13
OG0008181	ENSGALG00000006421.7	ENSG00000152779.14
OG0008183	ENSGALG00000008503.6	ENSG00000214160.10
OG0008184	ENSGALG00000033608.2	ENSG00000206418.4
OG0008185	ENSGALG00000030545.3	ENSG00000182747.5
OG0008186	ENSGALG00000013874.6	ENSG00000112357.13
OG0008187	ENSGALG00000050051.1	ENSG00000233198.3
OG0008188	ENSGALG00000013892.7	ENSG00000197442.10
OG0008189	ENSGALG00000019987.5	ENSG00000120256.11
OG0008190	ENSGALG00000007658.6	ENSG00000120029.13
OG0008191	ENSGALG00000020741.5	ENSG00000166189.8
OG0008192	ENSGALG00000009325.7	ENSG00000138430.16
OG0008193	ENSGALG00000013951.6	ENSG00000135541.21
OG0008194	ENSGALG00000003204.7	ENSG00000148297.16, ENSG00000281022.3
OG0008195	ENSGALG00000003078.7	ENSG00000108960.9
OG0008196	ENSGALG00000036240.2	ENSG00000131016.17
OG0008198	ENSGALG00000012966.6	ENSG00000181472.5
OG0008199	ENSGALG00000035604.3	ENSG00000103005.12
OG0008200	ENSGALG00000001017.7	ENSG00000116213.16
OG0008201	ENSGALG00000008405.7	ENSG00000017797.13
OG0008202	ENSGALG00000026322.3	ENSG00000146476.11
OG0008203	ENSGALG00000002312.6	ENSG00000181291.7
OG0008204	ENSGALG00000013956.7	ENSG00000118513.19
OG0008205	ENSGALG00000027611.3	ENSG00000183617.5
OG0008206	ENSGALG00000028512.3	ENSG00000196233.13
OG0008207	ENSGALG00000012163.6	ENSG00000176697.19
OG0008208	ENSGALG00000029476.2	ENSG00000082898.17
OG0008209	ENSGALG00000038219.3	ENSG00000110583.13
OG0008210	ENSGALG00000046708.1	ENSG00000148344.11
OG0008211	ENSGALG00000013962.7	ENSG00000112339.15
OG0008212	ENSGALG00000012160.6	ENSG00000121621.7
OG0008213	ENSGALG00000002282.4	ENSG00000164484.11
OG0008215	ENSGALG00000004455.7	ENSG00000115464.15
OG0008216	ENSGALG00000034030.2	ENSG00000198945.8
OG0008217	ENSGALG00000030148.2	ENSG00000115307.17
OG0008218	ENSGALG00000045469.2	ENSG00000132692.19
OG0008219	ENSGALG00000008036.7	ENSG00000146842.17
OG0008221	ENSGALG00000030931.2	ENSG00000115317.11
OG0008222	ENSGALG00000007825.5	ENSG00000162929.14
OG0008223	ENSGALG00000013980.6	ENSG00000146411.6
OG0008224	ENSGALG00000007832.4	ENSG00000162928.9
OG0008226	ENSGALG00000007357.3	ENSG00000113916.18
OG0008227	ENSGALG00000002925.7	ENSG00000140374.16
OG0008228	ENSGALG00000035718.2	ENSG00000115325.13
OG0008229	ENSGALG00000050840.1	ENSG00000154856.13
OG0008230	ENSGALG00000046984.1	ENSG00000159374.17
OG0008231	ENSGALG00000013932.6	ENSG00000134265.13
OG0008232	ENSGALG00000027771.3	ENSG00000108878.5
OG0008236	ENSGALG00000041897.2	ENSG00000250067.12
OG0008237	ENSGALG00000034374.3	ENSG00000079950.14
OG0008238	ENSGALG00000002911.6	ENSG00000079931.15
OG0008239	ENSGALG00000009683.6	ENSG00000137601.16
OG0008240	ENSGALG00000002371.6	ENSG00000198853.12
OG0008241	ENSGALG00000000847.7	ENSG00000136895.19
OG0008242	ENSGALG00000003540.7	ENSG00000258890.7
OG0008243	ENSGALG00000000755.6	ENSG00000078124.12
OG0008244	ENSGALG00000017334.6	ENSG00000166341.8
OG0008245	ENSGALG00000003520.5	ENSG00000256525.8
OG0008246	ENSGALG00000006410.7	ENSG00000102241.12
OG0008248	ENSGALG00000006415.6	ENSG00000102245.8
OG0008249	ENSGALG00000043167.3	ENSG00000164761.9
OG0008250	ENSGALG00000033144.3	ENSG00000184374.3
OG0008251	ENSGALG00000040768.2	ENSG00000147676.14
OG0008252	ENSGALG00000041192.2	ENSG00000115267.8
OG0008253	ENSGALG00000041939.2	ENSG00000173065.13
OG0008254	ENSGALG00000043193.2	ENSG00000064313.12
OG0008255	ENSGALG00000043826.3	ENSG00000122359.18
OG0008256	ENSGALG00000007899.6	ENSG00000135902.10
OG0008257	ENSGALG00000010073.7	ENSG00000244038.9
OG0008258	ENSGALG00000005063.6	ENSG00000136840.19
OG0008259	ENSGALG00000027983.3	ENSG00000061938.19
OG0008260	ENSGALG00000048865.1	ENSG00000140691.17
OG0008261	ENSGALG00000003439.6	ENSG00000116786.13
OG0008262	ENSGALG00000052592.1	ENSG00000162460.7
OG0008263	ENSGALG00000052399.1	ENSG00000079435.10
OG0008264	ENSGALG00000041331.2	ENSG00000052749.14
OG0008265	ENSGALG00000008321.6	ENSG00000142327.13
OG0008266	ENSGALG00000006002.6	ENSG00000156232.7
OG0008267	ENSGALG00000026547.4	ENSG00000134779.15
OG0008268	ENSGALG00000001310.7	ENSG00000180098.9
OG0008269	ENSGALG00000023772.4	ENSG00000173641.17
OG0008270	ENSGALG00000000955.6	ENSG00000186501.14
OG0008271	ENSGALG00000036378.2	ENSG00000136535.15
OG0008272	ENSGALG00000007767.5	ENSG00000144535.19
OG0008273	ENSGALG00000041863.3	ENSG00000172172.8
OG0008274	ENSGALG00000033062.3	ENSG00000156973.14
OG0008276	ENSGALG00000034528.3	ENSG00000172164.15
OG0008277	ENSGALG00000001363.7	ENSG00000132382.14
OG0008278	ENSGALG00000032930.2	ENSG00000115053.16
OG0008279	ENSGALG00000038775.2	ENSG00000262655.4
OG0008280	ENSGALG00000007701.7	ENSG00000156966.7
OG0008281	ENSGALG00000030376.3	ENSG00000162496.9
OG0008282	ENSGALG00000005800.6	ENSG00000198876.13
OG0008283	ENSGALG00000027295.3	ENSG00000164978.18
OG0008284	ENSGALG00000027484.4	ENSG00000124237.6
OG0008285	ENSGALG00000008341.7	ENSG00000140564.12
OG0008286	ENSGALG00000007668.6	ENSG00000101144.13
OG0008287	ENSGALG00000013916.6	ENSG00000242028.6
OG0008288	ENSGALG00000007717.6	ENSG00000124091.9
OG0008289	ENSGALG00000007757.6	ENSG00000101138.12
OG0008290	ENSGALG00000012339.7	ENSG00000198513.12
OG0008293	ENSGALG00000001094.5	ENSG00000180264.11
OG0008294	ENSGALG00000003031.6	ENSG00000186532.12
OG0008295	ENSGALG00000003015.6	ENSG00000132386.11
OG0008297	ENSGALG00000051848.1	ENSG00000155980.12
OG0008298	ENSGALG00000049065.1	ENSG00000179588.9
OG0008300	ENSGALG00000002605.5	ENSG00000158042.9
OG0008301	ENSGALG00000053625.1	ENSG00000185482.8
OG0008302	ENSGALG00000002599.5	ENSG00000137135.18
OG0008303	ENSGALG00000050539.1	ENSG00000182791.5
OG0008305	ENSGALG00000054216.1	ENSG00000182379.10
OG0008306	ENSGALG00000030991.2	ENSG00000170549.4
OG0008307	ENSGALG00000024034.4	ENSG00000143393.16
OG0008308	ENSGALG00000013193.6	ENSG00000170561.13
OG0008309	ENSGALG00000035610.2	ENSG00000170836.12
OG0008310	ENSGALG00000040270.2	ENSG00000143373.18
OG0008311	ENSGALG00000033953.2	ENSG00000158352.15
OG0008312	ENSGALG00000016954.7	ENSG00000102760.13
OG0008313	ENSGALG00000048759.1	ENSG00000166888.12
OG0008314	ENSGALG00000035028.2	ENSG00000166886.13
OG0008315	ENSGALG00000031056.2	ENSG00000166881.10
OG0008316	ENSGALG00000040902.2	ENSG00000211456.13
OG0008317	ENSGALG00000007041.6	ENSG00000165259.14
OG0008318	ENSGALG00000031222.2	ENSG00000167778.9
OG0008319	ENSGALG00000054523.1	ENSG00000163818.17
OG0008320	ENSGALG00000006919.6	ENSG00000124429.18
OG0008321	ENSGALG00000041275.3	ENSG00000144659.13
OG0008322	ENSGALG00000052786.1	ENSG00000147394.18
OG0008323	ENSGALG00000013348.6	ENSG00000264522.6
OG0008325	ENSGALG00000043756.2	ENSG00000104883.8
OG0008326	ENSGALG00000007448.4	ENSG00000168939.11
OG0008327	ENSGALG00000042986.2	ENSG00000135828.11
OG0008328	ENSGALG00000043433.2	ENSG00000260428.3
OG0008329	ENSGALG00000016227.5	ENSG00000171659.15
OG0008330	ENSGALG00000026263.4	ENSG00000135824.12
OG0008331	ENSGALG00000005575.6	ENSG00000121057.13
OG0008332	ENSGALG00000005594.2	ENSG00000126861.5
OG0008333	ENSGALG00000039533.2	ENSG00000132294.15
OG0008334	ENSGALG00000038723.2	ENSG00000164967.10
OG0008335	ENSGALG00000034395.3	ENSG00000140876.11
OG0008336	ENSGALG00000031920.2	ENSG00000137273.6
OG0008337	ENSGALG00000005831.7	ENSG00000122735.16
OG0008338	ENSGALG00000043283.2	ENSG00000153012.12
OG0008339	ENSGALG00000012837.7	ENSG00000112685.14
OG0008340	ENSGALG00000013225.6	ENSG00000171724.3
OG0008341	ENSGALG00000005821.6	ENSG00000164970.15
OG0008342	ENSGALG00000013223.6	ENSG00000166509.12
OG0008343	ENSGALG00000006719.6	ENSG00000128266.9
OG0008344	ENSGALG00000043885.2	ENSG00000213085.10
OG0008345	ENSGALG00000014957.7	ENSG00000071127.17
OG0008346	ENSGALG00000004128.5	ENSG00000173198.6
OG0008347	ENSGALG00000042548.2	ENSG00000129295.9
OG0008348	ENSGALG00000003124.6	ENSG00000104221.13
OG0008349	ENSGALG00000003129.6	ENSG00000156675.16
OG0008351	ENSGALG00000034007.3	ENSG00000091409.15
OG0008352	ENSGALG00000012039.4	ENSG00000100567.13
OG0008353	ENSGALG00000034534.3	ENSG00000131944.10
OG0008354	ENSGALG00000004900.7	ENSG00000183688.4, ENSG00000283979.1
OG0008355	ENSGALG00000039436.2	ENSG00000115844.11
OG0008356	ENSGALG00000030254.2	ENSG00000172878.14
OG0008357	ENSGALG00000021158.4	ENSG00000021488.13
OG0008358	ENSGALG00000012814.6	ENSG00000168994.13
OG0008359	ENSGALG00000015013.7	ENSG00000163132.8
OG0008360	ENSGALG00000004704.5	ENSG00000173809.18
OG0008361	ENSGALG00000012025.5	ENSG00000100578.17
OG0008362	ENSGALG00000004675.4	ENSG00000186326.4
OG0008363	ENSGALG00000013218.5	ENSG00000171860.5
OG0008364	ENSGALG00000012023.5	ENSG00000165617.14
OG0008365	ENSGALG00000000893.6	ENSG00000198650.11
OG0008366	ENSGALG00000039264.2	ENSG00000155926.14
OG0008367	ENSGALG00000012872.6	ENSG00000206072.12
OG0008368	ENSGALG00000030115.3	ENSG00000104415.14
OG0008369	ENSGALG00000009583.7	ENSG00000115806.13
OG0008370	ENSGALG00000012873.4	ENSG00000206075.14
OG0008371	ENSGALG00000032260.3	ENSG00000110324.10
OG0008372	ENSGALG00000015568.6	ENSG00000125089.17
OG0008373	ENSGALG00000028253.2	ENSG00000224470.8
OG0008374	ENSGALG00000041619.2	ENSG00000105887.11
OG0008375	ENSGALG00000028459.4	ENSG00000189320.9
OG0008376	ENSGALG00000012882.5	ENSG00000119537.18
OG0008377	ENSGALG00000043129.2	ENSG00000158796.17
OG0008378	ENSGALG00000012908.6	ENSG00000164707.15
OG0008379	ENSGALG00000037773.2	ENSG00000008513.16
OG0008382	ENSGALG00000015415.7	ENSG00000085382.12
OG0008383	ENSGALG00000037698.2	ENSG00000066827.16
OG0008385	ENSGALG00000032843.3	ENSG00000094914.14
OG0008386	ENSGALG00000033660.2	ENSG00000170325.14
OG0008387	ENSGALG00000037688.3	ENSG00000139637.14
OG0008388	ENSGALG00000027188.4	ENSG00000072310.17
OG0008389	ENSGALG00000037396.3	ENSG00000177981.11
OG0008390	ENSGALG00000030251.2	ENSG00000155897.10
OG0008391	ENSGALG00000007009.6	ENSG00000124160.12
OG0008392	ENSGALG00000000713.7	ENSG00000140836.17
OG0008393	ENSGALG00000015615.7	ENSG00000175920.18
OG0008394	ENSGALG00000001331.6	ENSG00000149418.11
OG0008395	ENSGALG00000042077.2	ENSG00000177374.13
OG0008396	ENSGALG00000004860.4	ENSG00000108551.5
OG0008397	ENSGALG00000001341.6	ENSG00000196323.14
OG0008398	ENSGALG00000015628.6	ENSG00000188981.11
OG0008400	ENSGALG00000001370.6	ENSG00000134917.10
OG0008401	ENSGALG00000004816.6	ENSG00000154803.13
OG0008402	ENSGALG00000001714.6	ENSG00000169972.12
OG0008403	ENSGALG00000001407.5	ENSG00000166106.3
OG0008404	ENSGALG00000008545.7	ENSG00000119231.11
OG0008405	ENSGALG00000034421.2	ENSG00000079387.14
OG0008406	ENSGALG00000036456.2	ENSG00000173334.4
OG0008407	ENSGALG00000001450.6	ENSG00000080854.15
OG0008408	ENSGALG00000032732.3	ENSG00000164961.16
OG0008409	ENSGALG00000029382.2	ENSG00000043039.7
OG0008410	ENSGALG00000004055.7	ENSG00000146540.15
OG0008411	ENSGALG00000004493.7	ENSG00000111011.18
OG0008412	ENSGALG00000001181.6	ENSG00000120457.12
OG0008413	ENSGALG00000023142.4	ENSG00000050628.20
OG0008414	ENSGALG00000036915.3	ENSG00000104549.12
OG0008416	ENSGALG00000011353.6	ENSG00000116783.15, ENSG00000259030.7
OG0008417	ENSGALG00000047781.1	ENSG00000151164.18
OG0008418	ENSGALG00000004550.6	ENSG00000196850.6
OG0008419	ENSGALG00000041861.2	ENSG00000204852.16
OG0008420	ENSGALG00000032549.3	ENSG00000162623.16
OG0008421	ENSGALG00000037371.2	ENSG00000164983.7
OG0008422	ENSGALG00000051260.1	ENSG00000117054.13
