GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term
GO:0009448,0.033545714,7.693854749,0.816425708,3,5,gamma-aminobutyric acid metabolic process
GO:0035726,0.033545714,7.693854749,0.816425708,3,5,common myeloid progenitor cell proliferation
GO:0072382,0.033545714,7.693854749,0.816425708,3,5,minus-end-directed vesicle transport along microtubule
GO:0006438,0.033545714,7.693854749,0.816425708,3,5,valyl-tRNA aminoacylation
GO:0044107,0.033545714,7.693854749,0.816425708,3,5,cellular alcohol metabolic process
GO:0044108,0.033545714,7.693854749,0.816425708,3,5,cellular alcohol biosynthetic process
GO:0044828,0.033545714,7.693854749,0.816425708,3,5,negative regulation by host of viral genome replication
GO:2001166,0.033545714,7.693854749,0.816425708,3,5,regulation of histone H2B ubiquitination
GO:2001168,0.033545714,7.693854749,0.816425708,3,5,positive regulation of histone H2B ubiquitination
GO:2001170,0.033545714,7.693854749,0.816425708,3,5,negative regulation of ATP biosynthetic process
GO:2001140,0.033545714,7.693854749,0.816425708,3,5,positive regulation of phospholipid transport
GO:2001138,0.033545714,7.693854749,0.816425708,3,5,regulation of phospholipid transport
GO:0000056,0.033545714,7.693854749,0.816425708,3,5,ribosomal small subunit export from nucleus
GO:0033133,0.033545714,7.693854749,0.816425708,3,5,positive regulation of glucokinase activity
GO:0010986,0.033545714,7.693854749,0.816425708,3,5,positive regulation of lipoprotein particle clearance
GO:0030473,0.033545714,7.693854749,0.816425708,3,5,nuclear migration along microtubule
GO:0045073,0.033545714,7.693854749,0.816425708,3,5,regulation of chemokine biosynthetic process
GO:0045006,0.033545714,7.693854749,0.816425708,3,5,DNA deamination
GO:0042426,0.033545714,7.693854749,0.816425708,3,5,choline catabolic process
GO:1903800,0.033545714,7.693854749,0.816425708,3,5,positive regulation of production of miRNAs involved in gene silencing by miRNA
GO:0030004,0.033664988,1.602550603,16.4917993,24,101,cellular monovalent inorganic cation homeostasis
GO:0030641,0.034236637,1.660690491,14.04252217,21,86,regulation of cellular pH
GO:0071715,0.034381569,1.963936229,7.674401652,13,47,icosanoid transport
GO:1901571,0.034381569,1.963936229,7.674401652,13,47,fatty acid derivative transport
GO:0060457,0.034443968,3.079194631,2.612562265,6,16,negative regulation of digestive system process
GO:0046655,0.034443968,3.079194631,2.612562265,6,16,folic acid metabolic process
GO:0016024,0.034443968,3.079194631,2.612562265,6,16,CDP-diacylglycerol biosynthetic process
GO:0036315,0.034443968,3.079194631,2.612562265,6,16,cellular response to sterol
GO:0007035,0.034443968,3.079194631,2.612562265,6,16,vacuolar acidification
GO:0045117,0.034443968,3.079194631,2.612562265,6,16,azole transport
GO:1900363,0.034443968,3.079194631,2.612562265,6,16,regulation of mRNA polyadenylation
GO:0006090,0.034730568,1.521993077,20.73721298,29,127,pyruvate metabolic process
GO:0008643,0.035108904,1.476285925,24.16620095,33,148,carbohydrate transport
GO:0045862,0.035665529,1.284585204,60.57878751,74,371,positive regulation of proteolysis
GO:0006576,0.035821915,1.892532378,8.49082736,14,52,cellular biogenic amine metabolic process
GO:1902305,0.035821915,1.892532378,8.49082736,14,52,regulation of sodium ion transmembrane transport
GO:0042558,0.036280445,2.092129111,6.204835378,11,38,pteridine-containing compound metabolic process
GO:0006699,0.036280445,2.092129111,6.204835378,11,38,bile acid biosynthetic process
GO:0051186,0.036438656,1.266170652,67.92661888,82,416,cofactor metabolic process
GO:0001881,0.036629929,2.310302352,4.735269105,9,29,receptor recycling
GO:0010817,0.03668496,1.239560148,82.62228162,98,506,regulation of hormone levels
GO:0010565,0.03738545,1.498060444,21.71692382,30,133,regulation of cellular ketone metabolic process
GO:0007265,0.037613653,1.280179519,60.74207265,74,372,Ras protein signal transduction
GO:0051453,0.038565568,1.657880737,13.38938161,20,82,regulation of intracellular pH
GO:0044728,0.038589913,1.683466622,12.5729559,19,77,DNA methylation or demethylation
GO:0010611,0.038595643,1.987993635,7.021261086,12,43,regulation of cardiac muscle hypertrophy
GO:0006732,0.03900175,1.284072428,58.12951039,71,356,coenzyme metabolic process
GO:0034220,0.03982565,1.158806284,177.654234,199,1088,ion transmembrane transport
GO:0048011,0.040070138,2.415627744,4.082128538,8,25,neurotrophin TRK receptor signaling pathway
GO:0061099,0.040070138,2.415627744,4.082128538,8,25,negative regulation of protein tyrosine kinase activity
GO:1905476,0.040070138,2.415627744,4.082128538,8,25,negative regulation of protein localization to membrane
GO:0018198,0.040070138,2.415627744,4.082128538,8,25,peptidyl-cysteine modification
GO:0030521,0.040338268,1.907684913,7.837686794,13,48,androgen receptor signaling pathway
GO:2000272,0.040447898,2.139345283,5.551694812,10,34,negative regulation of receptor activity
GO:0010665,0.040447898,2.139345283,5.551694812,10,34,regulation of cardiac muscle cell apoptotic process
GO:1902652,0.041617204,1.4508378,24.49277123,33,150,secondary alcohol metabolic process
GO:0016236,0.041926009,1.339799401,40.33142996,51,247,macroautophagy
GO:0061726,0.042553075,1.592648162,15.18551816,22,93,mitochondrion disassembly
GO:0000422,0.042553075,1.592648162,15.18551816,22,93,autophagy of mitochondrion
GO:0007272,0.042636408,1.499780702,20.24735755,28,124,ensheathment of neurons
GO:0008366,0.042636408,1.499780702,20.24735755,28,124,axon ensheathment
GO:0051056,0.042668101,1.283544445,55.68023326,68,341,regulation of small GTPase mediated signal transduction
GO:0044249,0.042932252,1.080214004,903.9465436,943,5536,cellular biosynthetic process
GO:0097061,0.042965036,1.610882595,14.36909246,21,88,dendritic spine organization
GO:1901983,0.04309142,1.748885208,10.28696392,16,63,regulation of protein acetylation
GO:0007528,0.04309142,1.748885208,10.28696392,16,63,neuromuscular junction development
GO:0010658,0.043326392,2.017263461,6.36812052,11,39,striated muscle cell apoptotic process
GO:0018023,0.043326392,2.017263461,6.36812052,11,39,peptidyl-lysine trimethylation
GO:0072337,0.043367025,2.566206639,3.428987972,7,21,modified amino acid transport
GO:0000469,0.043367025,2.566206639,3.428987972,7,21,cleavage involved in rRNA processing
GO:0070229,0.043367025,2.566206639,3.428987972,7,21,negative regulation of lymphocyte apoptotic process
GO:0051016,0.043367025,2.566206639,3.428987972,7,21,barbed-end actin filament capping
GO:1903052,0.044068841,1.433555289,25.47248208,34,156,positive regulation of proteolysis involved in cellular protein catabolic process
GO:0007266,0.044486942,1.376706096,32.49374317,42,199,Rho protein signal transduction
GO:0031331,0.044689149,1.274635778,57.63965496,70,353,positive regulation of cellular catabolic process
GO:0051938,0.044868444,4.104023845,1.469566274,4,9,L-glutamate import
GO:2000812,0.044868444,4.104023845,1.469566274,4,9,regulation of barbed-end actin filament capping
GO:0090186,0.044868444,4.104023845,1.469566274,4,9,regulation of pancreatic juice secretion
GO:0035701,0.044868444,4.104023845,1.469566274,4,9,hematopoietic stem cell migration
GO:1990314,0.044868444,4.104023845,1.469566274,4,9,cellular response to insulin-like growth factor stimulus
GO:0061626,0.044868444,4.104023845,1.469566274,4,9,pharyngeal arch artery morphogenesis
GO:0010918,0.044868444,4.104023845,1.469566274,4,9,positive regulation of mitochondrial membrane potential
GO:0070417,0.044868444,4.104023845,1.469566274,4,9,cellular response to cold
GO:0018214,0.044868444,4.104023845,1.469566274,4,9,protein carboxylation
GO:0045945,0.044868444,4.104023845,1.469566274,4,9,positive regulation of transcription from RNA polymerase III promoter
GO:0006891,0.044992834,2.20012798,4.898554246,9,30,intra-Golgi vesicle-mediated transport
GO:0042133,0.044992834,2.20012798,4.898554246,9,30,neurotransmitter metabolic process
GO:0043543,0.045045726,1.364198093,34.28987972,44,210,protein acylation
GO:0032869,0.045045726,1.364198093,34.28987972,44,210,cellular response to insulin stimulus
GO:0032873,0.04545539,1.9257287,7.184546228,12,44,negative regulation of stress-activated MAPK cascade
GO:0070303,0.04545539,1.9257287,7.184546228,12,44,negative regulation of stress-activated protein kinase signaling cascade
GO:0097106,0.046078375,2.79906447,2.775847406,6,17,postsynaptic density organization
GO:0002097,0.046078375,2.79906447,2.775847406,6,17,tRNA wobble base modification
GO:0006684,0.046078375,2.79906447,2.775847406,6,17,sphingomyelin metabolic process
GO:1902307,0.046078375,2.79906447,2.775847406,6,17,positive regulation of sodium ion transmembrane transport
GO:0099084,0.046078375,2.79906447,2.775847406,6,17,postsynaptic specialization organization
GO:1904294,0.047276383,3.206764816,2.12270684,5,13,positive regulation of ERAD pathway
GO:0035751,0.047276383,3.206764816,2.12270684,5,13,regulation of lysosomal lumen pH
GO:0035970,0.047276383,3.206764816,2.12270684,5,13,peptidyl-threonine dephosphorylation
GO:0006750,0.047276383,3.206764816,2.12270684,5,13,glutathione biosynthetic process
GO:0006896,0.047276383,3.206764816,2.12270684,5,13,Golgi to vacuole transport
GO:0006596,0.047276383,3.206764816,2.12270684,5,13,polyamine biosynthetic process
GO:0045472,0.047276383,3.206764816,2.12270684,5,13,response to ether
GO:0006835,0.047292153,1.570413437,15.3488033,22,94,dicarboxylic acid transport
GO:0046916,0.047890042,1.587077351,14.5323776,21,89,cellular transition metal ion homeostasis
GO:0045913,0.04803796,1.797643979,8.817397643,14,54,positive regulation of carbohydrate metabolic process
GO:0000462,0.048625461,2.053622106,5.714979954,10,35,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0010559,0.048625461,2.053622106,5.714979954,10,35,regulation of glycoprotein biosynthetic process
GO:0038179,0.048625461,2.053622106,5.714979954,10,35,neurotrophin signaling pathway
GO:0033143,0.049060616,1.712325349,10.45024906,16,64,regulation of intracellular steroid hormone receptor signaling pathway
GO:0006518,0.049489137,1.175921713,127.6889807,145,782,peptide metabolic process
GO:0009755,0.049645213,1.357516787,33.63673916,43,206,hormone-mediated signaling pathway
