gene,kTotal,MM.turquoise,kWithin,description
107283286,90.11594169,0.561492279,37.15225128,family with sequence similarity 136 member A
107294531,174.5285158,0.560876738,42.54331912,importin 7
107293745,99.36143103,0.560460009,27.25033639,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily c member 2
107300880,133.6958613,0.560182814,43.20483832,protein jagged-1b-like
107298971,64.48538061,0.559930177,23.97597095,EH domain-containing protein 3-like
107289740,135.634973,0.559698436,42.73849945,methylcrotonoyl-CoA carboxylase 2
107299085,93.14568105,0.559456109,35.03998559,proline dehydrogenase 1 mitochondrial-like
107289788,139.6416934,0.559225287,33.89444143,IQ motif containing GTPase activating protein 1
107287343,60.25870099,0.558904669,26.1419487,gamma-secretase subunit Aph-1b-like
107290453,154.0518573,0.55884098,38.74100691,arginyl-tRNA synthetase
107299583,102.5373314,0.558679133,31.56498077,band 4.1-like protein 4A
107300011,76.53108704,0.558470318,29.71927537,cyclic AMP-responsive element-binding protein 3-like protein 2
107296762,77.60055,0.558099833,24.56918508,uncharacterized LOC107296762
107283961,96.13087229,0.557973563,32.43610057,general transcription factor IIIC subunit 1
107296493,82.83745889,0.55781852,31.04690349,hyaluronidase-4-like
107302489,56.92787243,0.557682881,26.39119686,tRNA methyltransferase 13 homolog (S. cerevisiae)
107285746,104.7888293,0.557305513,29.27209551,24-dienoyl-CoA reductase 1 mitochondrial
107290039,71.71507262,0.557005662,24.41352339,rhomboid domain containing 2
107288474,100.9881886,0.556800093,29.16412728,asparagine synthetase domain containing 1
107291617,64.98665678,0.556325791,26.48588717,transmembrane protein 192
107288287,54.79890501,0.555596854,28.434561,enoyl-CoA hydratase short chain 1 mitochondrial
107288060,61.70497807,0.555088653,29.24719529,collagen beta(1-O)galactosyltransferase 2
107300094,60.23523451,0.554586046,31.27868293,C-type lectin domain family 2 member D-like
107299721,48.43430032,0.554552986,23.60748886,elongator acetyltransferase complex subunit 6
107284962,70.61999265,0.554301426,26.2406724,copine 3
107287849,50.74692009,0.554194818,25.92873251,ribonuclease H1-like
107284812,55.39101497,0.554152248,28.77027275,nicotinamide N-methyltransferase-like
107286272,78.57261207,0.5532419,26.25115813,ETS variant 6
107298406,58.01871451,0.553207643,33.35717699,DEP domain-containing mTOR-interacting protein-like
107285830,84.44769397,0.553157217,29.50756452,exonuclease 3'-5' domain containing 2
107290922,96.7955208,0.553123108,28.6906642,SET domain containing 5
107287684,57.11150114,0.552894344,25.86568967,galactokinase 2
107295432,73.82357881,0.552565583,26.76942547,F-box protein 21
107297408,64.56418494,0.552368584,32.31694542,stromal antigen 2
107292147,77.79477657,0.551878338,28.08898925,zinc finger DHHC-type containing 14
107288641,76.94879318,0.551789846,27.16465451,solute carrier family 16 member 8
107284787,171.7345757,0.551437036,34.75579697,RNA binding motif protein 7
107290940,92.03099101,0.55133469,28.60835258,exocyst complex component 8
107287647,95.63239337,0.551279305,38.18262581,zona pellucida binding protein
107283977,116.7607293,0.551238319,37.66663767,coronin-7-like
107286223,170.9903769,0.549828989,43.22174903,cytochrome c oxidase copper chaperone
107296062,85.09502264,0.549553482,34.55066985,UPF0183 protein C16orf70 homolog
107296799,72.76787743,0.549333265,28.90783208,stomatin like 2
107282573,68.44252173,0.548412763,35.27511076,solute carrier family 16 member 6
107284981,45.55167924,0.548352954,26.11118543,immediate early response 5
107301039,62.40001792,0.548332208,25.20444599,transmembrane protein 266-like
107285668,63.75438078,0.548130435,26.51473025,SH3KBP1 binding protein 1
107301275,162.8944647,0.548084978,36.15179762,protein N-terminal glutamine amidohydrolase-like
107288410,69.8523575,0.547884822,33.91529592,myotubularin related protein 6
107282880,119.9047382,0.547589762,34.23496007,peptidase (mitochondrial processing) beta
107289153,103.7389041,0.547554278,29.25124754,tumor protein p53 inducible nuclear protein 1
107288414,64.68984447,0.547413262,27.53049956,mitochondrial intermediate peptidase
107299441,44.44836534,0.547341858,23.84622086,transmembrane 7 superfamily member 3
107297000,58.7161813,0.547259748,24.64193012,ATPase 13A2
107291608,93.27839444,0.547206449,34.23095086,endoplasmic reticulum metallopeptidase 1
107294952,110.0907258,0.546823731,34.23536507,methyl-CpG binding domain protein 1
107292525,60.89451211,0.546384524,34.66810549,FGGY carbohydrate kinase domain containing
107302935,71.77048058,0.546207468,24.41041379,TruB pseudouridine (psi) synthase family member 2
107297542,70.95997344,0.546085421,29.41168444,A-kinase anchor protein 17B-like
107293723,82.20801735,0.54606216,31.02208965,zinc finger protein DPF3-like
107286477,76.20024554,0.545893156,29.85476461,protein phosphatase Mg2+/Mn2+ dependent 1G
107286191,87.47348722,0.545047903,43.87781165,chloride voltage-gated channel 3
107303132,86.20866422,0.54492893,28.54294166,COMM domain containing 6
107282464,78.86522194,0.544881221,31.02518558,ceroid-lipofuscinosis neuronal 3
107300141,73.47228344,0.544565634,30.63118907,uncharacterized LOC107300141
107286314,112.9844174,0.543872511,30.03379852,neudesin neurotrophic factor
107298774,120.910858,0.543838928,29.15268611,cystathionine beta-synthase-like
107287524,58.8353156,0.543062741,26.1700243,ubiquitin conjugating enzyme E2 J2
107291825,48.12887896,0.542657285,28.13147465,FGGY carbohydrate kinase domain-containing protein-like
107284219,67.95614193,0.541891269,22.82748556,A-kinase anchor protein 1 mitochondrial-like
107291635,56.5811212,0.541459225,20.50720881,kinesin light chain 3
107288411,77.46842381,0.541353141,28.43251849,ring finger protein (C3H2C3 type) 6
107294513,90.59265697,0.541068845,25.95824912,Mov10 RISC complex RNA helicase like 1
107282222,64.60322965,0.540820321,26.65319404,insulin receptor
107284952,78.85719681,0.540449658,33.05691069,prolyl endopeptidase-like
107283581,76.33635771,0.539817478,30.09434244,3-ketodihydrosphingosine reductase
107293653,96.1241492,0.539403969,32.30628713,HEAT repeat containing 1
107294324,57.26289754,0.539148979,25.82091143,neurotrypsin-like
107297828,47.50023973,0.53876323,22.0991655,solute carrier family 24 member 3
107286381,123.6226042,0.538545464,42.31933053,limb development membrane protein 1-like
107286937,73.64062131,0.538100927,38.21052159,lin-7 homolog C crumbs cell polarity complex component
107299754,38.4019161,0.537761781,19.51117015,folate receptor alpha-like
107290682,133.5467421,0.537754004,31.06730792,matrix metallopeptidase 23B
107283696,65.3667535,0.53749734,24.94148022,KIAA1522 ortholog
107289684,99.28070863,0.537088403,34.15624669,ADP/ATP translocase 3
107301439,102.4880967,0.535865861,30.66158287,dolichol-phosphate mannosyltransferase subunit 3-like
107288346,76.48420646,0.535840898,27.35394653,helicase with zinc finger
107292488,75.86970039,0.535361644,28.49277064,TBC1 domain family member 9
107302544,77.38501882,0.535281483,35.34741989,endothelial differentiation-related factor 1
107290963,83.27053079,0.535045493,30.41080922,bromodomain adjacent to zinc finger domain 2A
107296312,59.35873716,0.535002006,23.90575437,ribosomal RNA processing 36
107285153,91.6327723,0.534859633,26.58222268,translocated promoter region nuclear basket protein
107282245,67.53729278,0.534787997,24.61520547,cactin spliceosome C complex subunit
107295401,72.53633631,0.534660085,26.42444731,BCL2 associated athanogene 4
107284350,54.48559489,0.534547918,25.18562716,zinc finger and BTB domain containing 47
107296916,47.31694503,0.534442993,21.69326584,nuclear pore complex protein Nup88-like
107299620,62.13276115,0.534406655,26.5870624,uncharacterized LOC107299620
107284562,63.3618924,0.534343681,28.24180014,ELK3 ETS transcription factor
107297556,63.22916861,0.534172543,27.64084383,long-chain-fatty-acid--CoA ligase ACSBG2-like
107298678,61.13511121,0.533813177,19.93727943,sterile alpha motif domain containing 8
107292441,47.72515436,0.533734467,21.73804917,uncharacterized LOC107292441
107300275,57.36994879,0.532916481,21.36664727,solute carrier family 12 member 9-like
107302335,74.66873419,0.532812601,28.73592564,proline dehydrogenase 1 mitochondrial-like
107292257,114.3167989,0.532212595,37.79577948,UFM1-specific ligase 1
107303220,64.29467034,0.531983378,21.33074196,WD repeat domain 44
107288095,59.94818989,0.531731565,28.20983392,tet methylcytosine dioxygenase 1
107291646,47.89366845,0.531701165,19.34528399,suppressor of cytokine signaling 5-like
107285646,39.08634774,0.531661793,17.97684017,rho-related GTP-binding protein RhoU-like
107291315,49.80909894,0.531397889,25.30279733,dnaJ homolog subfamily C member 3-like
107282520,86.10671196,0.530805685,32.44977617,nuclear protein 1-like
107301329,98.74031096,0.530640773,34.14532943,uncharacterized LOC107301329
107287981,60.60493788,0.530520892,22.29187879,tripartite motif-containing protein 59-like
107285610,48.40799433,0.530459312,23.50616884,TBC1 domain family member 2
107293106,108.1980127,0.530441137,34.03160398,protein jagged-2-like
107290571,50.60519587,0.530292548,27.67027299,major facilitator superfamily domain containing 8
107300400,67.48111576,0.530287524,26.66373728,ubiquitin carboxyl-terminal hydrolase 46-like
107293638,89.84852265,0.530011248,34.91680984,ribosomal protein SA
107288139,46.84059018,0.529685033,23.30512485,uncharacterized LOC107288139
107294921,82.2487684,0.528905474,28.29735635,ubiquitin specific peptidase 34
107288672,73.16621765,0.528821518,24.16097078,adaptor related protein complex 4 epsilon 1 subunit
107287728,108.2778538,0.528246444,25.38036325,dynamin binding protein
107282883,65.97612403,0.527904279,27.44149167,chromosome unknown open reading frame human C19orf25
107302860,72.76294148,0.527661638,31.821544,methyltransferase like 13
107290074,82.04565602,0.527342601,26.32464931,solute carrier family 15 member 2
107302083,53.87806056,0.527246002,22.79682891,snake venom metalloproteinase BjussuMP-2-like
107295633,55.14601336,0.527149942,27.86283595,stathmin 1
107282254,63.63707458,0.526979435,26.85847865,casein kinase 1 gamma 2
107289802,45.76592108,0.526208113,20.62249321,microtubule associated protein 1A
107282278,64.42363408,0.525894655,22.12663697,MPV17 mitochondrial membrane protein-like 2
107291655,58.09997693,0.525751903,24.36265901,optic atrophy 3 (autosomal recessive with chorea and spastic paraplegia)
107302522,64.59125626,0.525611672,26.52506175,cysteine rich tail 1
107302831,59.91149106,0.52499595,24.39137256,chromosome unknown open reading frame human C7orf73
107290377,61.59773894,0.524547129,19.37871843,ubinuclein 1
107298122,48.83658516,0.524354022,20.17584373,choline-phosphate cytidylyltransferase A-like
107291776,99.23558246,0.524122389,30.8819679,Ras association domain family member 3
107294172,93.98854239,0.524022344,25.27700948,RNA-binding protein 25
107302636,69.63050099,0.523684697,23.83469358,breast cancer metastasis suppressor 1
107291199,67.65313761,0.523650299,28.68017798,trafficking protein particle complex 9
107302709,41.48661509,0.523085878,19.67086077,activating transcription factor 1
107290573,84.53087829,0.522525846,30.23649321,eva-1 homolog C (C. elegans)
107283277,71.01898032,0.522246213,19.32009122,PH and SEC7 domain-containing protein 4-like
107285893,49.98678751,0.521937326,22.6695365,mitogen-activated protein kinase kinase kinase 13
107287949,64.90224481,0.521771149,21.07875935,TM2 domain-containing protein 2
107290479,61.38999491,0.521540066,25.87874861,utrophin-like
107285587,65.76383552,0.521392015,21.62897499,LIM domain binding 1
107289989,51.78754411,0.521356661,23.27240438,steroid 5 alpha-reductase 1
107289674,60.93103127,0.521132044,22.97763424,farnesyltransferase CAAX box alpha
107298797,53.75604644,0.520869499,20.28093444,activating signal cointegrator 1 complex subunit 3-like
107300507,79.6761811,0.520432873,24.1859869,proline dehydrogenase 1 mitochondrial-like
107290099,77.69422777,0.519972564,18.72053968,chromosome unknown open reading frame human C14orf169
107291878,52.81722669,0.519743595,22.60056085,pre-B-cell leukemia homeobox 3
107287061,57.50721998,0.519523174,20.76930688,inositol 145-trisphosphate receptor type 3
107288741,66.04924211,0.51942803,28.94525194,mal T-cell differentiation protein 2
ERCC-00098,61.1239283,0.519209846,23.41572756,
107300248,56.58441344,0.519078486,25.27573263,probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 mitochondrial
107283235,78.75373611,0.518784802,22.90615973,prenylcysteine oxidase 1
107295733,71.41223412,0.518277899,23.21400064,formin-binding protein 1-like
107297539,60.00941776,0.518239859,20.00184244,progesterone receptor membrane component 1
107299807,152.5591231,0.51792855,28.5523631,prestin-like
107285282,100.5862077,0.517503282,27.86580357,transmembrane protein 259
107291107,65.62122096,0.517196127,21.36875191,phosphatidylserine synthase 2
107287888,57.0146807,0.516946921,19.42766751,LPS responsive beige-like anchor protein
107295779,60.53302553,0.516388323,28.0788901,Rho GTPase activating protein 40
107290581,100.3417839,0.516262277,34.28057666,family with sequence similarity 204 member A
107302399,88.75418537,0.516087159,28.16506815,polymerase (RNA) I subunit A
107299629,64.79034009,0.515805141,27.69067928,HIG1 domain family member 1A mitochondrial-like
107285856,48.5863387,0.515132579,25.3711513,histamine N-methyltransferase
107282257,80.13816288,0.514981557,27.04586381,IZUMO family member 4
107296755,41.91271484,0.513221515,16.96967792,adrenoceptor beta 3
107291081,57.98631705,0.512461373,21.31119872,tetratricopeptide repeat domain 39B
107290887,44.13690878,0.511845346,18.59383522,LIM zinc finger domain containing 1
107302944,54.17186439,0.511845313,28.55722306,FIG4 phosphoinositide 5-phosphatase
107301985,48.08249642,0.511824022,21.55733783,SWI/SNF related matrix associated actin dependent regulator of chromatin subfamily a-like 1
107302175,51.72749451,0.511312158,18.55536729,chromodomain-helicase-DNA-binding protein 2-like
107303152,57.33500006,0.511245811,16.67532481,mitotic spindle organizing protein 1
107291116,44.41407732,0.510527835,22.61268755,aminoacylase 1
107290024,69.89337872,0.510467687,23.09301848,chromosome unknown open reading frame human C1orf50
107283408,79.06116323,0.509756365,22.61605421,seizure threshold 2 homolog (mouse)
107290811,60.78311254,0.509684082,19.41753682,lon peptidase 2 peroxisomal
107282885,57.34754331,0.509308315,21.30075912,chromosome unknown open reading frame human C19orf60
107301585,48.0666849,0.509166407,18.05945131,uncharacterized LOC107301585
107293655,118.3135328,0.508807922,22.96816173,suppressor of cytokine signaling 4
107296286,68.26425452,0.50858622,22.60920868,histone acetyltransferase KAT8-like
107286116,43.28301935,0.508244182,17.30157952,zinc finger MYM-type containing 2
107290645,55.75967057,0.508017262,27.71183887,methylcytosine dioxygenase TET2-like
107284978,101.0191892,0.507781823,33.96459311,DEAH-box helicase 9
107299323,59.78092692,0.507770614,18.7961285,ral guanine nucleotide dissociation stimulator
107290658,65.58860001,0.507618538,22.00206708,solute carrier family 22 member 4-like
107295044,47.57692462,0.507467384,19.18954172,zinc finger DHHC-type containing 12
107297677,78.01726434,0.507321636,22.93712606,transmembrane protein 62-like
107297106,60.57372436,0.507271127,19.04337224,fibroblast growth factor (acidic) intracellular binding protein
107298206,65.46395775,0.50681808,22.54777383,DDB1 and CUL4 associated factor 8
107296639,88.174915,0.506764306,24.51200279,PI-PLC X domain-containing protein 2-like
107286160,57.68048362,0.506614715,21.89737522,carnosine N-methyltransferase 1
107300608,41.68380764,0.506412953,17.0554989,zinc finger CCCH-type with G patch domain-containing protein-like
107300992,43.54731851,0.506281385,16.10751852,uncharacterized LOC107300992
107302411,56.81246099,0.506213578,21.47124951,rho guanine nucleotide exchange factor 38-like
107293503,56.06883144,0.506140308,18.94582527,ring finger protein 185
107284090,35.98043407,0.505887057,18.81308228,abhydrolase domain containing 12
107303070,70.55568693,0.505741327,24.79310618,erb-b2 receptor tyrosine kinase 2
107292464,38.58747399,0.504720674,15.48024212,interleukin 17B
107294707,77.67089317,0.504271572,24.29038078,NEDD4 binding protein 3
107296002,63.31496043,0.503886047,24.1054202,eukaryotic translation elongation factor 1 gamma
107298963,45.03490346,0.503345715,19.83839422,inositol-trisphosphate 3-kinase B-like
107285706,62.61810161,0.50334019,19.59477106,vascular endothelial growth factor C
107283042,66.72541555,0.503285132,24.22316294,chromosome unknown open reading frame human C1orf123
107290906,42.75842179,0.503138052,15.91317134,pyruvate carboxylase mitochondrial-like
107287968,72.714853,0.502590635,27.91642436,cytochrome c oxidase subunit 5B mitochondrial
107283854,37.92383519,0.502529934,20.91863373,carbohydrate kinase domain containing
107296662,36.21601021,0.502292796,16.25822479,MLX-interacting protein-like
107288555,80.85916698,0.502028424,16.20856735,HemK methyltransferase family member 1
107302588,44.73108486,0.501808806,14.46499285,cytochrome P450 2J2-like
107302040,42.65943417,0.501435884,18.55035667,acidic leucine-rich nuclear phosphoprotein 32 family member B-like
107283224,46.80881206,0.501358174,18.61037484,CDC42 effector protein 4
107287773,85.17755853,0.501236061,36.35689081,RAB5B member RAS oncogene family
107288985,60.57822288,0.50099048,27.12804625,heme binding protein 1
107284364,57.60125984,0.500964443,26.07374854,phospholipase C delta 1
107303317,95.08533411,0.500274252,24.80654734,xylulokinase homolog (H. influenzae)
107298086,63.59796011,0.500045176,20.46855161,B-cell CLL/lymphoma 6
107293017,41.75106474,0.499932605,18.5902714,growth arrest specific 2
107287693,35.65386509,0.499912008,15.38293439,solute carrier family 24 member 5
107291084,59.75074125,0.499426977,20.90711945,coiled-coil domain containing 171
107283256,56.56467359,0.499212193,20.41543932,tet methylcytosine dioxygenase 3
107295378,67.50476285,0.49856098,20.4638107,phospholipid phosphatase 5
107300598,53.09400706,0.49798802,17.7272594,tuftelin-like
107287071,57.93570164,0.497106991,18.30602644,KN motif and ankyrin repeat domains 4
107302834,60.67227049,0.497078649,20.88469676,myotrophin
107292346,49.2992876,0.496909763,14.21756692,castor zinc finger 1
107293197,50.45363844,0.496772013,23.23898868,protein kinase C delta
107286305,33.19829952,0.496420898,13.03383927,pro-neuregulin-2 membrane-bound isoform-like
107300586,43.30301465,0.495409735,18.2415232,asparagine--tRNA ligase cytoplasmic-like
107291563,42.1246396,0.495279319,16.26703679,dystrophin related protein 2
107300069,62.1827667,0.495224076,17.77274104,solute carrier family 46 (folate transporter) member 1
107292169,53.74066146,0.494828375,23.50294212,sphingosine-1-phosphate lyase 1
107287432,77.80233469,0.494395609,26.06630919,ribosomal protein S6 kinase C1
107292040,50.72794408,0.494340361,19.4169726,TBC1 domain family member 8B
107285273,84.06033667,0.493968831,20.66009225,NIPA like domain containing 2
107303229,48.06111988,0.492853974,21.73463364,MCF.2 cell line derived transforming sequence
107290032,61.05276233,0.492539436,21.54188774,serine/threonine/tyrosine interacting-like 1
107293293,53.32759673,0.492297834,16.94335145,BTB domain containing 3
107283290,39.33637259,0.49171177,13.95453562,aldehyde dehydrogenase 7 family member A1
107300306,59.71000597,0.491647404,17.47281139,torsin-2A-like
107293128,66.13175049,0.491516917,21.55663906,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
107291135,46.90653011,0.490857536,14.49887053,tRNA pseudouridine(38/39) synthase-like
107287238,45.27143994,0.490722685,17.64829915,HIV-1 Tat interactive protein 2
107298596,39.44969132,0.490709565,19.28291395,dehydrogenase/reductase (SDR family) member 7B
107288223,38.64192692,0.490347244,16.96904914,branched chain keto acid dehydrogenase E1 beta polypeptide
107291905,30.69668854,0.489889791,14.19004285,galactose mutarotase (aldose 1-epimerase)
107285195,36.74140942,0.489790824,14.77171318,leucine rich repeat and Ig domain containing 4
107284371,50.70934145,0.489304325,21.35181473,acetyl-CoA acyltransferase 1
107303098,71.82171747,0.489268079,22.35400959,pleckstrin homology domain-containing family A member 3-like
107286380,62.3280415,0.489230357,21.91384204,ORMDL sphingolipid biosynthesis regulator 2
107300418,66.31376012,0.488717578,22.9410965,tocopherol (alpha) transfer protein-like
107296390,83.43267373,0.488706763,20.02493832,protein tyrosine phosphatase receptor type A
107302775,53.60683751,0.488245717,20.72671769,mitochondrial amidoxime reducing component 2-like
107302776,53.60683751,0.488245717,20.72671769,mitochondrial amidoxime reducing component 2-like
107286837,58.38808741,0.488174737,17.76551109,claudin 12
107299914,77.35183661,0.487146824,27.73568947,coatomer subunit gamma-1-like
107296039,45.05131069,0.487121989,19.71195577,kelch repeat and BTB domain containing 8
107300618,101.7555698,0.486123467,21.25410458,tuftelin 1
107303237,55.1045671,0.486017264,19.90750748,O-linked N-acetylglucosamine (GlcNAc) transferase
107283794,80.13836355,0.485922385,23.33347455,AVL9 cell migration associated
107285404,56.81242346,0.485821705,15.45807364,trinucleotide repeat containing 6B
107290384,74.17924582,0.485453657,17.75948031,STIP1 homology and U-box containing protein 1 E3 ubiquitin protein ligase
107300079,46.42419525,0.485416479,16.93169926,cytoplasmic dynein 1 heavy chain 1-like
107298152,50.7086896,0.484971596,21.05962294,queuine tRNA-ribosyltransferase catalytic subunit 1
107282221,34.77476988,0.48491862,14.57222988,Rho/Rac guanine nucleotide exchange factor 18
107290842,85.60279357,0.484701995,23.97398245,phosphoglycerate dehydrogenase
107293853,37.28509845,0.484382457,14.8447689,anoctamin 3
107286766,68.27456051,0.483998483,18.36240781,mitochondrial carrier 2
107286072,64.05494437,0.483876557,20.60997496,ATPase phospholipid transporting 9A (putative)
107286842,83.03091155,0.483747493,23.84089751,lanosterol 14-alpha demethylase
107285540,40.52257624,0.483405546,17.24995952,Rho guanine nucleotide exchange factor 12
107296437,47.16303897,0.483347897,16.62330959,spen family transcriptional repressor
107300495,33.98501384,0.48285244,17.61178878,uncharacterized LOC107300495
107285409,89.717486,0.48276495,29.72652568,megakaryoblastic leukemia (translocation) 1
107289236,34.13597006,0.482719718,16.13728041,golgin A7
107294977,108.3363302,0.482564864,30.77538667,Ski2 like RNA helicase 2
107294120,46.60656215,0.48229605,17.8284648,RNA binding motif protein 23
107286344,44.16276572,0.482018923,21.32980741,lysine demethylase 1B
107284128,49.59515994,0.481306594,18.01185132,myosin VB
107291758,43.06782779,0.481144599,14.42541249,family with sequence similarity 126 member B
107296708,43.85522207,0.480744032,13.50468707,dolichyl-phosphate mannosyltransferase subunit 3
107295821,40.5278657,0.480652495,14.97089707,mitochondrial dicarboxylate carrier-like
107300779,47.36740083,0.480183813,16.08754398,signal recognition particle receptor subunit beta-like
107291450,47.79495973,0.480161363,18.44302018,uncharacterized LOC107291450
107284301,70.30889561,0.479850212,20.96260282,integral membrane protein 2B
107301857,84.76062665,0.479241572,23.44072572,mitochondrial import inner membrane translocase subunit TIM50-like
107300825,60.94628048,0.479230772,19.41307401,major facilitator superfamily domain containing 11
107289973,45.05850735,0.479105204,23.19142905,glutathione S-transferase kappa 1-like
107295320,30.91984039,0.47910177,12.70653511,mitogen-activated protein kinase kinase 2
107295448,36.75530936,0.478836365,15.79406319,ankyrin repeat and LEM domain containing 2
107298685,53.13574158,0.478686375,17.8230613,coiled-coil domain containing 91
107286896,113.7899142,0.478509265,25.64803505,oxidoreductase-like domain containing 1
107282217,63.83999796,0.478232996,20.43087909,solute carrier family 35 member E1
107282872,79.12673808,0.477899511,21.14759295,SURP and G-patch domain containing 2
107293111,42.169265,0.477838257,15.48217867,low density lipoprotein receptor adaptor protein 1
107289906,64.61742208,0.477710426,15.95495226,G-patch domain containing 3
107293304,81.4056047,0.477587209,27.06794815,LYR motif containing 7
107286835,27.90892644,0.477223724,12.83889983,zinc finger CCHC-type containing 10
107289950,53.65353893,0.477197912,16.09293602,jade family PHD finger 1
107282232,88.74589011,0.477039073,20.27035542,elongation factor for RNA polymerase II
107287368,31.37412849,0.476894035,12.49778998,fatty acid 2-hydroxylase
107297028,42.11131456,0.476699054,20.66138579,transmembrane protein 63A
107293649,44.04360213,0.476495129,16.13962595,EDAR-associated death domain
107289755,35.9046792,0.476175705,15.14448723,uncharacterized LOC107289755
107289401,52.16651699,0.475907093,23.28153331,SCY1 like pseudokinase 2
107289097,60.36058022,0.475467304,17.91140463,nuclear casein kinase and cyclin-dependent kinase substrate 1
107283048,44.42749102,0.474267847,13.29004324,protein zyg-11 homolog B
107293876,58.7495104,0.474161439,16.18566529,nuclear receptor corepressor 1-like
107292268,49.79276404,0.474083146,20.40063986,chromosome unknown open reading frame human C6orf132
107293815,38.43571007,0.473891247,15.06946263,V-type proton ATPase catalytic subunit A-like
107302537,61.01924975,0.473733552,18.62516643,aminolevulinate dehydratase
107293078,91.69284332,0.473595039,22.72251193,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
107289207,42.20464915,0.473549753,13.41124491,choline kinase beta
107297286,55.11770139,0.473432906,15.40903535,translation initiation factor eIF-2B subunit epsilon-like
107283004,29.13710712,0.473191175,12.21617652,uncharacterized LOC107283004
107301401,30.40458056,0.473151845,14.2904137,cAMP-dependent protein kinase catalytic subunit alpha
107292560,27.40153199,0.47314681,11.68155909,nitric oxide synthase 1 adaptor protein
107283369,32.32568899,0.473097556,12.41107096,angiopoietin like 1
107286818,37.38434074,0.472955993,14.77636927,zygote arrest 1-like
107285887,57.23650111,0.472608565,24.43211373,enoyl-CoA hydratase/3-hydroxyacyl CoA dehydrogenase
107297505,60.26697667,0.472269077,17.16906168,dimethylaniline monooxygenase [N-oxide-forming] 5-like
107290149,70.43065078,0.472147576,14.51929726,thioredoxin related transmembrane protein 1
107302743,30.64308816,0.47164213,13.70075073,hepatic leukemia factor
107290210,28.21003873,0.47123291,11.89659792,olfactomedin 2
107296933,41.84588478,0.471184384,14.81462936,uncharacterized LOC107296933
107283103,74.90255214,0.470846509,23.19847518,transmembrane protein 238
107293307,52.17308639,0.470817825,12.91174879,thrombospondin-2
107290342,49.51940446,0.47070659,15.48115183,thioredoxin
107295641,53.90252845,0.470701727,20.40470656,methyltransferase like 21A
107293779,59.72569822,0.470441606,16.88498536,hydroxysteroid dehydrogenase like 1
107289245,83.48409119,0.470296658,23.83350039,sorbin and SH3 domain containing 3
107301104,65.25651997,0.47026596,18.72228168,2-oxoglutarate dehydrogenase mitochondrial-like
107287499,67.36055305,0.470172646,21.803994,N-acetyltransferase 10
107300006,36.84866947,0.469975776,13.59078337,protein unc-13 homolog B-like
107286648,33.7963736,0.469966367,15.58891174,armadillo repeat containing 7
107295010,50.01529597,0.469868744,15.38001206,DEP domain containing MTOR-interacting protein
107290265,69.51963627,0.469626785,19.95095002,solute carrier family 12 member 8
107282202,82.04217941,0.468829818,24.03399814,cytochrome b561
107297375,38.93084224,0.468361087,16.98812028,lipase member H-like
107298463,37.4861402,0.468116898,12.85502328,probable phospholipid-transporting ATPase VA
107288925,82.21036774,0.467715735,17.11744449,BRCA2 and CDKN1A interacting protein
107294995,36.38137009,0.467302797,16.90359645,calcium modulating ligand
107282478,56.87753378,0.467290401,21.0768066,EPS8 like 1
107297155,30.60223632,0.467289578,13.09678103,olfactory receptor 5V1-like
107291690,51.60876763,0.466825626,18.05896146,zinc finger protein 407
107297783,34.47144683,0.466576859,16.43097234,Ral GTPase activating protein catalytic alpha subunit 2
107293513,49.45561663,0.46610483,17.19618994,N-terminal Xaa-Pro-Lys N-methyltransferase 1
107301913,38.22416114,0.466070003,13.39437125,uncharacterized LOC107301913
107290100,61.88451429,0.465689536,15.18768895,acyl-coenzyme A thioesterase 1-like
107289212,28.95459143,0.465014211,12.95635486,adrenomedullin 2
107283466,35.87930268,0.464869134,12.27957277,selenoprotein Pb-like
107293177,45.17017937,0.464510738,17.9160338,thymocyte nuclear protein 1
107299647,22.35803304,0.464462939,10.86094254,cysteine/histidine-rich 1
107299016,33.28195276,0.463730707,11.68114836,V-type proton ATPase subunit B kidney isoform
107284158,55.82981691,0.463696499,15.67846265,fucokinase
107286510,61.4042304,0.463644316,17.87130083,F-box protein 8
107298872,35.28628105,0.463049879,13.95485813,transforming acidic coiled-coil containing protein 3
107296917,53.43361958,0.462928437,19.2321448,nuclear pore complex protein Nup88-like
107287563,26.21689617,0.462703885,10.06046522,hepsin
107285656,24.45057167,0.462571001,10.83314583,protein YIF1B-like
107288383,61.24942224,0.462554184,16.6256006,nuclear receptor coactivator 6
107299806,54.54239116,0.46237134,18.39920432,26S protease regulatory subunit 7-like
107298996,31.03266695,0.462268349,13.19034957,proteasome subunit beta type-8-like
107291684,36.91644818,0.462023164,11.25861291,cytochrome P450 2K1-like
107299444,29.38757741,0.46191585,10.63670052,uncharacterized LOC107299444
107288719,45.13723102,0.461797455,18.41359588,tumor suppressor candidate 2
107297942,53.43563109,0.46168832,18.98751569,dymeclin
107292595,50.41131541,0.461510253,13.68594588,uncharacterized LOC107292595
107284032,28.85282046,0.461484442,14.08385499,PTPRF interacting protein alpha 2
