Orthogroup	P_troglodytes.pep	H_sapiens.pep
OG0009281	ENSPTRG00000011198.5	ENSG00000160007.19
OG0009282	ENSPTRG00000019914.6	ENSG00000105982.16
OG0009283	ENSPTRG00000011197.5	ENSG00000042753.11
OG0009284	ENSPTRG00000008391.4	ENSG00000261609.7
OG0009285	ENSPTRG00000006457.5	ENSG00000171723.15
OG0009286	ENSPTRG00000011194.4	ENSG00000105281.12
OG0009287	ENSPTRG00000010125.4	ENSG00000166573.6
OG0009288	ENSPTRG00000017464.4	ENSG00000113263.12
OG0009289	ENSPTRG00000005657.4	ENSG00000247077.7
OG0009290	ENSPTRG00000008395.5	ENSG00000197943.10
OG0009291	ENSPTRG00000019919.6	ENSG00000009335.18
OG0009292	ENSPTRG00000052508.1	ENSG00000155093.19
OG0009293	ENSPTRG00000017469.7	ENSG00000172548.14
OG0009294	ENSPTRG00000047803.1	ENSG00000146918.20
OG0009295	ENSPTRG00000017470.6	ENSG00000135074.15
OG0009296	ENSPTRG00000010138.3	ENSG00000101544.9
OG0009297	ENSPTRG00000008259.5	ENSG00000167264.18
OG0009298	ENSPTRG00000051001.1	ENSG00000186222.5
OG0009299	ENSPTRG00000010139.6	ENSG00000178184.16
OG0009300	ENSPTRG00000017788.6	ENSG00000079689.14
OG0009301	ENSPTRG00000017474.5	ENSG00000155858.6
OG0009302	ENSPTRG00000008260.6	ENSG00000072736.19
OG0009303	ENSPTRG00000052146.1	ENSG00000113282.13
OG0009304	ENSPTRG00000017787.6	ENSG00000079691.18
OG0009305	ENSPTRG00000008941.6	ENSG00000109118.14
OG0009306	ENSPTRG00000008267.5	ENSG00000103056.12
OG0009307	ENSPTRG00000008264.6	ENSG00000103061.13
OG0009308	ENSPTRG00000017480.5	ENSG00000164332.8
OG0009309	ENSPTRG00000017782.6	ENSG00000111913.19
OG0009310	ENSPTRG00000017780.6	ENSG00000112308.13
OG0009311	ENSPTRG00000007725.5	ENSG00000168096.15
OG0009312	ENSPTRG00000048927.1	ENSG00000169682.18
OG0009313	ENSPTRG00000017778.6	ENSG00000111802.14
OG0009314	ENSPTRG00000008190.5	ENSG00000179776.19
OG0009315	ENSPTRG00000017776.7	ENSG00000112294.13
OG0009316	ENSPTRG00000002240.5	ENSG00000047056.16
OG0009317	ENSPTRG00000017774.7	ENSG00000124532.14
OG0009318	ENSPTRG00000017772.5	ENSG00000146038.12
OG0009319	ENSPTRG00000017770.5	ENSG00000152954.12
OG0009320	ENSPTRG00000021233.7	ENSG00000070061.15
OG0009321	ENSPTRG00000029832.4	ENSG00000124766.7
OG0009322	ENSPTRG00000017761.5	ENSG00000172197.11
OG0009323	ENSPTRG00000017759.6	ENSG00000137393.9
OG0009324	ENSPTRG00000017757.7	ENSG00000165097.16
OG0009325	ENSPTRG00000017755.4	ENSG00000187566.6
OG0009326	ENSPTRG00000007925.4	ENSG00000176476.9
OG0009327	ENSPTRG00000005416.5	ENSG00000166111.10
OG0009328	ENSPTRG00000020138.6	ENSG00000104687.14
OG0009329	ENSPTRG00000011756.6	ENSG00000084774.14
OG0009330	ENSPTRG00000002415.7	ENSG00000148498.16
OG0009331	ENSPTRG00000020143.5	ENSG00000172733.11
OG0009332	ENSPTRG00000049899.1, ENSPTRG00000017737.5	ENSG00000225921.7
OG0009333	ENSPTRG00000008183.6	ENSG00000125107.18
OG0009334	ENSPTRG00000020145.5	ENSG00000165392.11
OG0009335	ENSPTRG00000007674.6	ENSG00000127564.17
OG0009336	ENSPTRG00000017742.6	ENSG00000112149.10
OG0009337	ENSPTRG00000006370.6	ENSG00000131981.16
OG0009338	ENSPTRG00000010964.3	ENSG00000006712.15
OG0009339	ENSPTRG00000004733.5	ENSG00000151491.14
OG0009340	ENSPTRG00000043949.1, ENSPTRG00000019804.5	ENSG00000178826.11
OG0009341	ENSPTRG00000013500.6	ENSG00000124181.14
OG0009342	ENSPTRG00000006371.5	ENSG00000126787.13
OG0009343	ENSPTRG00000020134.5	ENSG00000104671.8
OG0009344	ENSPTRG00000006373.5	ENSG00000178974.10
OG0009345	ENSPTRG00000023743.5	ENSG00000007944.15
OG0009346	ENSPTRG00000006375.5	ENSG00000126775.9
OG0009347	ENSPTRG00000012422.6	ENSG00000136732.16
OG0009348	ENSPTRG00000004571.6	ENSG00000111319.13
OG0009349	ENSPTRG00000039250.2	ENSG00000124788.18
OG0009350	ENSPTRG00000013501.6	ENSG00000174306.21
OG0009351	ENSPTRG00000019968.5	ENSG00000275342.5
OG0009352	ENSPTRG00000040603.2	ENSG00000253958.2, ENSG00000285098.2
OG0009353	ENSPTRG00000019969.6	ENSG00000147324.11, ENSG00000285022.1
OG0009354	ENSPTRG00000046940.1	ENSG00000163161.14
OG0009355	ENSPTRG00000017750.5	ENSG00000112186.12
OG0009356	ENSPTRG00000050102.1	ENSG00000104626.15
OG0009357	ENSPTRG00000006386.4	ENSG00000100557.9
OG0009358	ENSPTRG00000004576.6	ENSG00000010292.13
OG0009359	ENSPTRG00000002410.7	ENSG00000120616.16
OG0009360	ENSPTRG00000020129.6	ENSG00000120875.9
OG0009361	ENSPTRG00000016673.4	ENSG00000185028.4
OG0009362	ENSPTRG00000016084.6	ENSG00000171476.22
OG0009363	ENSPTRG00000012895.5	ENSG00000163449.11
OG0009364	ENSPTRG00000012896.5	ENSG00000079246.16
OG0009365	ENSPTRG00000049168.1	ENSG00000249693.3
OG0009366	ENSPTRG00000013503.5	ENSG00000183798.5
OG0009367	ENSPTRG00000023347.2	ENSG00000196503.4
OG0009368	ENSPTRG00000002406.7	ENSG00000165322.18
OG0009369	ENSPTRG00000051423.1	ENSG00000145990.11
OG0009370	ENSPTRG00000009592.3	ENSG00000125398.8
OG0009371	ENSPTRG00000009590.6	ENSG00000123700.5
OG0009372	ENSPTRG00000004579.7	ENSG00000111641.11
OG0009373	ENSPTRG00000009589.6	ENSG00000153822.13
OG0009374	ENSPTRG00000046942.1	ENSG00000112137.17
OG0009375	ENSPTRG00000020131.6	ENSG00000133872.14
OG0009376	ENSPTRG00000013472.3	ENSG00000118702.9
OG0009377	ENSPTRG00000016088.5	ENSG00000084092.7
OG0009378	ENSPTRG00000013474.5	ENSG00000197122.11
OG0009379	ENSPTRG00000002395.6	ENSG00000165757.9
OG0009380	ENSPTRG00000002400.3	ENSG00000107968.10
OG0009381	ENSPTRG00000002389.4	ENSG00000095739.11
OG0009382	ENSPTRG00000016742.5	ENSG00000183654.9
OG0009383	ENSPTRG00000016741.4	ENSG00000183580.10
OG0009384	ENSPTRG00000010163.5	ENSG00000099864.18
OG0009385	ENSPTRG00000016739.4	ENSG00000154122.14
OG0009386	ENSPTRG00000021299.7	ENSG00000285082.2, ENSG00000136869.16
OG0009387	ENSPTRG00000004585.6	ENSG00000139200.13
OG0009388	ENSPTRG00000010961.6	ENSG00000179134.15
OG0009389	ENSPTRG00000005421.6	ENSG00000139445.18
OG0009390	ENSPTRG00000001475.6	ENSG00000143294.15
OG0009391	ENSPTRG00000000062.5	ENSG00000078900.15
OG0009392	ENSPTRG00000007621.6	ENSG00000183751.15
OG0009393	ENSPTRG00000012273.5	ENSG00000144182.17
OG0009394	ENSPTRG00000042535.2	ENSG00000115274.15, ENSG00000274049.4
OG0009395	ENSPTRG00000012274.3	ENSG00000158411.11
OG0009396	ENSPTRG00000007811.6	ENSG00000276914.2, ENSG00000133393.13
OG0009397	ENSPTRG00000022226.5	ENSG00000186416.16
OG0009398	ENSPTRG00000022212.6	ENSG00000147251.15
OG0009399	ENSPTRG00000008350.4	ENSG00000103089.9
OG0009400	ENSPTRG00000010460.4	ENSG00000130811.12
OG0009401	ENSPTRG00000047980.1	ENSG00000163875.15
OG0009402	ENSPTRG00000015725.6	ENSG00000127241.16
OG0009403	ENSPTRG00000002379.7	ENSG00000120539.14
OG0009404	ENSPTRG00000016031.6	ENSG00000169019.11
OG0009405	ENSPTRG00000016034.3	ENSG00000145244.12
OG0009406	ENSPTRG00000000549.4	ENSG00000134697.13
OG0009407	ENSPTRG00000045021.1, ENSPTRG00000051341.1	ENSG00000148337.21
OG0009408	ENSPTRG00000002175.5	ENSG00000179456.10
OG0009409	ENSPTRG00000000551.5	ENSG00000116922.14
OG0009410	ENSPTRG00000000557.5	ENSG00000196449.4
OG0009411	ENSPTRG00000017703.6	ENSG00000168566.13
OG0009413	ENSPTRG00000002372.7	ENSG00000136750.13
OG0009414	ENSPTRG00000047745.1, ENSPTRG00000044235.1	ENSG00000126391.14
OG0009415	ENSPTRG00000049914.1, ENSPTRG00000010929.6	ENSG00000130244.12
OG0009416	ENSPTRG00000022369.6	ENSG00000102181.21
OG0009417	ENSPTRG00000010930.6, ENSPTRG00000048885.1	ENSG00000171777.16
OG0009418	ENSPTRG00000030083.4	ENSG00000203666.12
OG0009419	ENSPTRG00000002368.4	ENSG00000185875.13
OG0009420	ENSPTRG00000021180.6	ENSG00000119514.7
OG0009421	ENSPTRG00000022353.7	ENSG00000155966.14
OG0009422	ENSPTRG00000052314.1	ENSG00000180772.7
OG0009423	ENSPTRG00000006300.6	ENSG00000165379.13
OG0009424	ENSPTRG00000000560.4	ENSG00000183386.10
OG0009425	ENSPTRG00000000561.3	ENSG00000183520.12
OG0009426	ENSPTRG00000021177.6	ENSG00000136928.7
OG0009427	ENSPTRG00000021543.4	ENSG00000130560.9
OG0009428	ENSPTRG00000008230.4	ENSG00000176387.7
OG0009429	ENSPTRG00000010779.4	ENSG00000105171.10
OG0009430	ENSPTRG00000017551.6	ENSG00000113749.7
OG0009431	ENSPTRG00000009977.6	ENSG00000134759.14
OG0009432	ENSPTRG00000020100.6	ENSG00000120907.18
OG0009433	ENSPTRG00000013200.7	ENSG00000149451.17
OG0009434	ENSPTRG00000021166.7	ENSG00000136925.15
OG0009435	ENSPTRG00000016048.5	ENSG00000145247.12
OG0009436	ENSPTRG00000005772.4	ENSG00000133116.8
OG0009437	ENSPTRG00000000601.7	ENSG00000010803.16
OG0009438	ENSPTRG00000000838.5	ENSG00000116704.8
OG0009439	ENSPTRG00000047842.1	ENSG00000187726.8
OG0009440	ENSPTRG00000016053.5	ENSG00000163069.12
OG0009441	ENSPTRG00000000837.7	ENSG00000198160.14
OG0009442	ENSPTRG00000051855.1	ENSG00000181690.8
OG0009443	ENSPTRG00000043837.1	ENSG00000152763.17
OG0009444	ENSPTRG00000021234.6	ENSG00000119328.12
OG0009445	ENSPTRG00000016058.4	ENSG00000128045.7
OG0009446	ENSPTRG00000002349.6	ENSG00000136770.11
OG0009447	ENSPTRG00000000832.6	ENSG00000118473.22
OG0009448	ENSPTRG00000021175.5	ENSG00000106789.13
OG0009450	ENSPTRG00000002741.6	ENSG00000148680.16
OG0009451	ENSPTRG00000011150.6	ENSG00000104881.16
OG0009452	ENSPTRG00000020254.5	ENSG00000164736.6
OG0009453	ENSPTRG00000002747.5	ENSG00000165338.16
OG0009454	ENSPTRG00000007831.6	ENSG00000103534.17
OG0009455	ENSPTRG00000041574.2	ENSG00000119938.9
OG0009456	ENSPTRG00000047122.1	ENSG00000189431.8
OG0009457	ENSPTRG00000020249.5	ENSG00000047249.18
OG0009458	ENSPTRG00000007834.6	ENSG00000103540.16
OG0009459	ENSPTRG00000003376.6	ENSG00000133794.18
OG0009460	ENSPTRG00000038846.2	ENSG00000082556.13
OG0009461	ENSPTRG00000003379.2	ENSG00000152266.7
OG0009462	ENSPTRG00000002777.6	ENSG00000108239.9
OG0009463	ENSPTRG00000020245.4	ENSG00000147488.11
OG0009464	ENSPTRG00000002776.5	ENSG00000173145.11
OG0009465	ENSPTRG00000002278.6	ENSG00000165632.8
OG0009467	ENSPTRG00000002276.5	ENSG00000151657.12
OG0009468	ENSPTRG00000002775.7	ENSG00000138193.15
OG0009469	ENSPTRG00000012553.3	ENSG00000115165.10
OG0009470	ENSPTRG00000002330.5	ENSG00000148488.17
OG0009471	ENSPTRG00000012550.3	ENSG00000136542.9
OG0009472	ENSPTRG00000016706.7	ENSG00000145494.11
OG0009473	ENSPTRG00000002771.4	ENSG00000108231.13
OG0009474	ENSPTRG00000046893.1	ENSG00000113430.10
OG0009475	ENSPTRG00000002770.6	ENSG00000148690.12
OG0009476	ENSPTRG00000002327.7	ENSG00000107614.22
OG0009477	ENSPTRG00000002273.6	ENSG00000123243.15
OG0009478	ENSPTRG00000002769.7	ENSG00000095464.10
OG0009479	ENSPTRG00000007406.5	ENSG00000136383.6
OG0009480	ENSPTRG00000007405.5	ENSG00000166716.10
OG0009481	ENSPTRG00000002767.5	ENSG00000186188.10
OG0009482	ENSPTRG00000002321.2	ENSG00000077943.8
OG0009483	ENSPTRG00000001739.6	ENSG00000116260.17
OG0009484	ENSPTRG00000002320.6	ENSG00000148468.17
OG0009485	ENSPTRG00000030373.3	ENSG00000254726.3
OG0009486	ENSPTRG00000002763.5	ENSG00000095596.12
OG0009487	ENSPTRG00000018432.6	ENSG00000014123.10
OG0009488	ENSPTRG00000001732.7	ENSG00000162782.16
OG0009489	ENSPTRG00000016352.5	ENSG00000138795.10
OG0009490	ENSPTRG00000004375.7	ENSG00000172367.16
OG0009491	ENSPTRG00000014867.6	ENSG00000088727.12
OG0009492	ENSPTRG00000052137.1	ENSG00000172461.11
OG0009493	ENSPTRG00000001597.5	ENSG00000162745.10
OG0009494	ENSPTRG00000004374.6	ENSG00000160703.16
OG0009495	ENSPTRG00000004525.5	ENSG00000151065.14, ENSG00000284850.2
OG0009496	ENSPTRG00000029334.3	ENSG00000185127.6
OG0009497	ENSPTRG00000009858.7	ENSG00000128791.12
OG0009498	ENSPTRG00000041536.2	ENSG00000229474.6
OG0009499	ENSPTRG00000010272.7	ENSG00000105298.14
OG0009500	ENSPTRG00000016346.4	ENSG00000155011.9
OG0009501	ENSPTRG00000008422.5	ENSG00000103196.12
OG0009502	ENSPTRG00000015666.6	ENSG00000176597.12
OG0009503	ENSPTRG00000015663.4	ENSG00000078081.8
OG0009504	ENSPTRG00000003384.6	ENSG00000129083.12
OG0009505	ENSPTRG00000000224.4	ENSG00000132881.12
OG0009506	ENSPTRG00000007882.7	ENSG00000103404.14
OG0009507	ENSPTRG00000019705.7	ENSG00000128567.17
OG0009508	ENSPTRG00000005425.6	ENSG00000151148.14
OG0009509	ENSPTRG00000001697.6	ENSG00000120334.15
OG0009510	ENSPTRG00000003328.6	ENSG00000166405.15
OG0009511	ENSPTRG00000019378.3	ENSG00000182348.7
OG0009512	ENSPTRG00000001700.5	ENSG00000185278.15
OG0009513	ENSPTRG00000003331.6	ENSG00000130413.15
OG0009514	ENSPTRG00000010665.5	ENSG00000160117.16
OG0009515	ENSPTRG00000001701.7	ENSG00000117601.13
OG0009516	ENSPTRG00000009431.3	ENSG00000153933.10
OG0009517	ENSPTRG00000010945.7	ENSG00000283100.2, ENSG00000068903.20
OG0009518	ENSPTRG00000021578.6	ENSG00000127191.18
OG0009519	ENSPTRG00000003807.6	ENSG00000184743.13
OG0009520	ENSPTRG00000047881.1, ENSPTRG00000009433.4	ENSG00000121058.5
OG0009521	ENSPTRG00000004333.4	ENSG00000177098.8
OG0009522	ENSPTRG00000028390.4	ENSG00000205060.11
OG0009523	ENSPTRG00000013230.5	ENSG00000089199.10
OG0009524	ENSPTRG00000001410.4	ENSG00000163463.11
OG0009525	ENSPTRG00000047014.1, ENSPTRG00000019156.6	ENSG00000136280.16
OG0009526	ENSPTRG00000006354.3	ENSG00000100522.10
OG0009527	ENSPTRG00000003772.6, ENSPTRG00000046495.1	ENSG00000149499.11
OG0009528	ENSPTRG00000003721.5	ENSG00000110104.13
OG0009529	ENSPTRG00000011863.6	ENSG00000143924.19
OG0009530	ENSPTRG00000021368.6	ENSG00000119414.11
OG0009531	ENSPTRG00000003860.6	ENSG00000146670.10
OG0009532	ENSPTRG00000006357.7	ENSG00000100523.15
OG0009533	ENSPTRG00000014832.3	ENSG00000163814.8
OG0009534	ENSPTRG00000014831.5	ENSG00000163815.6
OG0009535	ENSPTRG00000003865.4	ENSG00000174276.7
OG0009536	ENSPTRG00000010261.7	ENSG00000141905.19
OG0009537	ENSPTRG00000002628.6	ENSG00000156042.18
OG0009538	ENSPTRG00000007255.6	ENSG00000140463.14
OG0009539	ENSPTRG00000017372.6	ENSG00000133706.18
OG0009540	ENSPTRG00000002630.4	ENSG00000166343.10
OG0009541	ENSPTRG00000001707.6	ENSG00000120332.16
OG0009542	ENSPTRG00000007253.6	ENSG00000166233.15
OG0009543	ENSPTRG00000015651.6	ENSG00000114757.19
OG0009544	ENSPTRG00000001709.6	ENSG00000116147.17
OG0009545	ENSPTRG00000020844.6	ENSG00000107201.10
OG0009546	ENSPTRG00000050632.1	ENSG00000181072.11
OG0009547	ENSPTRG00000015650.2	ENSG00000058056.9
OG0009548	ENSPTRG00000011038.3	ENSG00000105369.10
OG0009549	ENSPTRG00000051323.1, ENSPTRG00000041391.2	ENSG00000240720.8
OG0009550	ENSPTRG00000007838.5	ENSG00000174628.16
OG0009551	ENSPTRG00000020846.4	ENSG00000165264.11
OG0009553	ENSPTRG00000011330.4	ENSG00000105053.11
OG0009554	ENSPTRG00000006757.6	ENSG00000166166.13
OG0009555	ENSPTRG00000021249.4	ENSG00000198121.13
OG0009556	ENSPTRG00000022314.3	ENSG00000102239.5
OG0009557	ENSPTRG00000001711.6	ENSG00000143207.21
OG0009558	ENSPTRG00000020235.4	ENSG00000019549.13
OG0009559	ENSPTRG00000009491.4	ENSG00000121075.11
OG0009560	ENSPTRG00000048461.1, ENSPTRG00000019315.6	ENSG00000127952.17
OG0009561	ENSPTRG00000006480.6	ENSG00000081177.18
OG0009562	ENSPTRG00000001039.6	ENSG00000085433.15
OG0009563	ENSPTRG00000017369.6	ENSG00000156463.18
OG0009564	ENSPTRG00000028540.2	ENSG00000204928.2
OG0009565	ENSPTRG00000020230.5	ENSG00000104738.18
OG0009566	ENSPTRG00000019531.7	ENSG00000257923.11
OG0009567	ENSPTRG00000011232.5	ENSG00000161558.11
OG0009568	ENSPTRG00000017368.7	ENSG00000186314.11
OG0009569	ENSPTRG00000004907.6	ENSG00000123352.17
OG0009570	ENSPTRG00000020066.6	ENSG00000147439.13
OG0009571	ENSPTRG00000004906.5	ENSG00000178401.16
OG0009572	ENSPTRG00000011229.6	ENSG00000105479.15
OG0009573	ENSPTRG00000006347.5	ENSG00000125384.7
OG0009574	ENSPTRG00000006483.6	ENSG00000029364.12
OG0009575	ENSPTRG00000004903.4	ENSG00000135406.14
OG0009576	ENSPTRG00000049359.1	ENSG00000174016.11
OG0009577	ENSPTRG00000033938.3	ENSG00000180822.11
OG0009578	ENSPTRG00000019273.6	ENSG00000106638.17
OG0009579	ENSPTRG00000020229.5	ENSG00000253729.8
OG0009580	ENSPTRG00000006485.6	ENSG00000175985.10
OG0009581	ENSPTRG00000049490.1, ENSPTRG00000019276.4	ENSG00000071462.11
OG0009582	ENSPTRG00000006753.5	ENSG00000100664.11
OG0009583	ENSPTRG00000001034.5	ENSG00000116266.11
OG0009584	ENSPTRG00000006487.5	ENSG00000100647.8
OG0009585	ENSPTRG00000014997.5	ENSG00000163930.10
OG0009586	ENSPTRG00000001188.7	ENSG00000178104.19
OG0009587	ENSPTRG00000020472.5	ENSG00000034677.13
OG0009588	ENSPTRG00000019402.5	ENSG00000188175.10
OG0009589	ENSPTRG00000007912.6	ENSG00000169189.17
OG0009590	ENSPTRG00000001032.6	ENSG00000134186.12
OG0009591	ENSPTRG00000020227.5	ENSG00000164808.17
OG0009592	ENSPTRG00000052817.1	ENSG00000103522.16
OG0009593	ENSPTRG00000008466.5	ENSG00000198931.11
OG0009594	ENSPTRG00000014996.6	ENSG00000114841.17
OG0009595	ENSPTRG00000019403.6	ENSG00000004766.17
OG0009596	ENSPTRG00000008465.5	ENSG00000167513.9
OG0009597	ENSPTRG00000011711.4	ENSG00000176732.7
OG0009598	ENSPTRG00000007655.6	ENSG00000140992.19
OG0009599	ENSPTRG00000020469.6	ENSG00000156509.14
OG0009600	ENSPTRG00000029538.4	ENSG00000173064.13
OG0009601	ENSPTRG00000001717.6	ENSG00000075391.16
OG0009602	ENSPTRG00000006748.5	ENSG00000198752.11
OG0009603	ENSPTRG00000045260.1	ENSG00000139549.4
OG0009604	ENSPTRG00000015641.5	ENSG00000172667.11
OG0009605	ENSPTRG00000003738.5	ENSG00000149476.15
OG0009606	ENSPTRG00000011436.3	ENSG00000105605.7
OG0009607	ENSPTRG00000008947.5	ENSG00000108256.9
OG0009608	ENSPTRG00000033811.3	ENSG00000215218.4
OG0009609	ENSPTRG00000001722.7	ENSG00000116191.17
OG0009610	ENSPTRG00000016713.4	ENSG00000133398.4
OG0009611	ENSPTRG00000008628.6	ENSG00000029725.17
OG0009612	ENSPTRG00000016711.6	ENSG00000164151.12
OG0009613	ENSPTRG00000003740.5	ENSG00000149483.12
OG0009614	ENSPTRG00000007587.5	ENSG00000103275.20
OG0009615	ENSPTRG00000015634.6	ENSG00000114346.13
OG0009616	ENSPTRG00000008952.6	ENSG00000108262.15
OG0009617	ENSPTRG00000001725.5	ENSG00000116199.12
OG0009618	ENSPTRG00000009516.4	ENSG00000136463.8
OG0009619	ENSPTRG00000001618.7	ENSG00000143183.16
OG0009620	ENSPTRG00000006746.6	ENSG00000131323.15
OG0009621	ENSPTRG00000004424.6	ENSG00000154144.13
OG0009622	ENSPTRG00000001727.6	ENSG00000143322.21
OG0009623	ENSPTRG00000051448.1	ENSG00000204950.4
OG0009624	ENSPTRG00000004768.5	ENSG00000139163.16
OG0009625	ENSPTRG00000021908.4	ENSG00000130385.6
OG0009626	ENSPTRG00000011237.4	ENSG00000182324.7
OG0009627	ENSPTRG00000003745.4	ENSG00000011347.10
OG0009628	ENSPTRG00000009962.5	ENSG00000141431.12
OG0009629	ENSPTRG00000001726.7	ENSG00000186283.14
OG0009630	ENSPTRG00000006743.2	ENSG00000156381.9
OG0009631	ENSPTRG00000015631.5	ENSG00000121858.11
OG0009632	ENSPTRG00000009961.6	ENSG00000166960.16
OG0009633	ENSPTRG00000001728.6	ENSG00000057252.13
OG0009634	ENSPTRG00000015630.4	ENSG00000121853.4
OG0009635	ENSPTRG00000024401.5	ENSG00000196663.16
OG0009636	ENSPTRG00000001729.7	ENSG00000162779.22
OG0009637	ENSPTRG00000001621.4	ENSG00000188859.7
OG0009638	ENSPTRG00000005063.4	ENSG00000135414.10
OG0009639	ENSPTRG00000001731.7	ENSG00000116218.13
OG0009640	ENSPTRG00000009958.5	ENSG00000141441.16
OG0009641	ENSPTRG00000049069.1	ENSG00000174600.14
OG0009642	ENSPTRG00000019451.4	ENSG00000106245.11
OG0009643	ENSPTRG00000001617.7	ENSG00000143149.12
OG0009644	ENSPTRG00000015629.6	ENSG00000075420.13
OG0009645	ENSPTRG00000005066.6	ENSG00000123342.16
OG0009646	ENSPTRG00000003749.6	ENSG00000124920.13
OG0009647	ENSPTRG00000004757.6	ENSG00000121350.16
OG0009648	ENSPTRG00000019453.6	ENSG00000160917.15
OG0009649	ENSPTRG00000005067.6	ENSG00000170473.17
OG0009650	ENSPTRG00000015626.7	ENSG00000075651.16
OG0009651	ENSPTRG00000005068.4	ENSG00000065357.20
OG0009652	ENSPTRG00000008956.6	ENSG00000176927.15
OG0009653	ENSPTRG00000013194.4	ENSG00000125877.13
OG0009654	ENSPTRG00000046125.1	ENSG00000174898.16
OG0009655	ENSPTRG00000008959.5	ENSG00000108578.15
OG0009656	ENSPTRG00000011485.7	ENSG00000131037.15
OG0009657	ENSPTRG00000009950.6	ENSG00000118276.11
OG0009658	ENSPTRG00000011522.4	ENSG00000173581.8
OG0009659	ENSPTRG00000009948.6	ENSG00000046604.13
OG0009660	ENSPTRG00000005073.6	ENSG00000139531.13
OG0009661	ENSPTRG00000005074.4	ENSG00000123411.15
OG0009662	ENSPTRG00000019410.6	ENSG00000127995.17
OG0009663	ENSPTRG00000008960.6	ENSG00000182271.13
OG0009664	ENSPTRG00000001666.6	ENSG00000075945.13
OG0009665	ENSPTRG00000015619.5	ENSG00000013293.6
OG0009666	ENSPTRG00000019411.6	ENSG00000127990.19
OG0009667	ENSPTRG00000005076.5	ENSG00000065361.15
OG0009668	ENSPTRG00000047956.1	ENSG00000158528.12
OG0009669	ENSPTRG00000003753.6	ENSG00000134824.14
OG0009670	ENSPTRG00000019420.6	ENSG00000005981.13
OG0009671	ENSPTRG00000049957.1	ENSG00000147081.15
OG0009672	ENSPTRG00000003756.6	ENSG00000167995.16
OG0009673	ENSPTRG00000015611.4	ENSG00000008952.17
OG0009674	ENSPTRG00000004222.6	ENSG00000137745.12
OG0009675	ENSPTRG00000013282.5	ENSG00000149474.13
OG0009676	ENSPTRG00000015610.4	ENSG00000187033.9
OG0009677	ENSPTRG00000015608.6	ENSG00000114248.10
OG0009678	ENSPTRG00000015607.6	ENSG00000188306.6
OG0009679	ENSPTRG00000010745.6	ENSG00000064547.14
OG0009680	ENSPTRG00000010744.4	ENSG00000105717.14
OG0009681	ENSPTRG00000013464.7	ENSG00000149636.15
OG0009682	ENSPTRG00000040496.2	ENSG00000156453.13
OG0009683	ENSPTRG00000019426.3	ENSG00000105880.7
OG0009684	ENSPTRG00000004748.5	ENSG00000172572.6
OG0009685	ENSPTRG00000010673.6	ENSG00000141971.13
OG0009686	ENSPTRG00000010747.5	ENSG00000105726.17
OG0009687	ENSPTRG00000014092.4	ENSG00000099937.11
OG0009688	ENSPTRG00000017351.5	ENSG00000120318.16
OG0009689	ENSPTRG00000014115.3	ENSG00000161179.14
OG0009690	ENSPTRG00000014122.7	ENSG00000100038.19
OG0009691	ENSPTRG00000015599.6	ENSG00000163536.12
OG0009692	ENSPTRG00000017349.3	ENSG00000164620.9
OG0009693	ENSPTRG00000018926.6	ENSG00000164654.16
OG0009694	ENSPTRG00000014121.4	ENSG00000100034.14
OG0009695	ENSPTRG00000051077.1	ENSG00000219545.11
OG0009696	ENSPTRG00000018929.5	ENSG00000106415.13
OG0009697	ENSPTRG00000018931.7	ENSG00000003147.19
OG0009698	ENSPTRG00000014118.5	ENSG00000100023.19
OG0009699	ENSPTRG00000015595.6	ENSG00000169064.12
OG0009700	ENSPTRG00000004819.6	ENSG00000139131.13
OG0009701	ENSPTRG00000015592.4	ENSG00000121871.4
OG0009702	ENSPTRG00000010717.5	ENSG00000105696.9
OG0009703	ENSPTRG00000011045.7	ENSG00000028277.21
OG0009704	ENSPTRG00000011248.4	ENSG00000063180.9
OG0009705	ENSPTRG00000014064.6	ENSG00000093009.10
OG0009706	ENSPTRG00000009191.5	ENSG00000108771.13
OG0009707	ENSPTRG00000004816.4	ENSG00000139132.14
OG0009708	ENSPTRG00000044537.1	ENSG00000182447.4
OG0009709	ENSPTRG00000004812.5	ENSG00000139160.13
OG0009711	ENSPTRG00000033843.2	ENSG00000203618.6
OG0009712	ENSPTRG00000008762.4	ENSG00000109047.8
OG0009713	ENSPTRG00000015584.4	ENSG00000163590.14
OG0009714	ENSPTRG00000004802.6	ENSG00000110888.17
OG0009715	ENSPTRG00000048684.1	ENSG00000179674.4
OG0009716	ENSPTRG00000049040.1	ENSG00000187902.11
OG0009717	ENSPTRG00000011243.5	ENSG00000105523.3
OG0009718	ENSPTRG00000023194.4	ENSG00000085552.17
OG0009719	ENSPTRG00000018945.6	ENSG00000187546.14
OG0009720	ENSPTRG00000033782.3	ENSG00000213186.8
OG0009721	ENSPTRG00000004800.6	ENSG00000133687.16
OG0009722	ENSPTRG00000015579.6	ENSG00000113810.16
OG0009723	ENSPTRG00000018951.6	ENSG00000136261.15
OG0009724	ENSPTRG00000048202.1	ENSG00000105464.3
OG0009725	ENSPTRG00000018952.6	ENSG00000106537.8
OG0009726	ENSPTRG00000022830.5	ENSG00000118855.21
OG0009727	ENSPTRG00000018953.4	ENSG00000106541.12
