Orthogroup	P_troglodytes.pep	M_musculus.pep
OG0007169	ENSPTRG00000012957.6	ENSMUSG00000026207.16
OG0007170	ENSPTRG00000012947.6	ENSMUSG00000026200.13
OG0007171	ENSPTRG00000012946.5	ENSMUSG00000026199.17
OG0007172	ENSPTRG00000012943.7	ENSMUSG00000033124.16
OG0007173	ENSPTRG00000012945.7	ENSMUSG00000026198.15
OG0007174	ENSPTRG00000012488.6	ENSMUSG00000026348.7
OG0007175	ENSPTRG00000012492.6	ENSMUSG00000036086.16
OG0007176	ENSPTRG00000012497.4	ENSMUSG00000026354.8
OG0007177	ENSPTRG00000012498.2	ENSMUSG00000026355.11
OG0007178	ENSPTRG00000009782.6	ENSMUSG00000025142.18
OG0007179	ENSPTRG00000049454.1	ENSMUSG00000025141.3
OG0007180	ENSPTRG00000012501.3	ENSMUSG00000045382.6
OG0007181	ENSPTRG00000045453.1	ENSMUSG00000044034.11
OG0007182	ENSPTRG00000009771.5	ENSMUSG00000025129.2
OG0007183	ENSPTRG00000034006.3	ENSMUSG00000025127.15
OG0007184	ENSPTRG00000017501.6	ENSMUSG00000020326.7
OG0007185	ENSPTRG00000017503.6	ENSMUSG00000020330.16
OG0007186	ENSPTRG00000010409.7	ENSMUSG00000109061.1, ENSMUSG00000002948.19
OG0007187	ENSPTRG00000017518.5	ENSMUSG00000020155.2
OG0007188	ENSPTRG00000017399.3	ENSMUSG00000024578.3
OG0007189	ENSPTRG00000017397.5	ENSMUSG00000024579.7
OG0007190	ENSPTRG00000049126.1, ENSPTRG00000017396.5	ENSMUSG00000024580.8
OG0007191	ENSPTRG00000017527.7	ENSMUSG00000020272.8
OG0007192	ENSPTRG00000033712.3	ENSMUSG00000034413.14
OG0007193	ENSPTRG00000017541.6	ENSMUSG00000024191.15
OG0007194	ENSPTRG00000012888.4	ENSMUSG00000026196.7
OG0007195	ENSPTRG00000011786.6	ENSMUSG00000029134.14
OG0007196	ENSPTRG00000017363.7	ENSMUSG00000024431.15
OG0007197	ENSPTRG00000017225.3, ENSPTRG00000046389.1	ENSMUSG00000018238.6
OG0007198	ENSPTRG00000048416.1, ENSPTRG00000017221.6	ENSMUSG00000018395.19
OG0007199	ENSPTRG00000017216.5, ENSPTRG00000045681.1	ENSMUSG00000018899.16
OG0007200	ENSPTRG00000017214.6	ENSMUSG00000020388.12
OG0007201	ENSPTRG00000012791.6	ENSMUSG00000051223.14
OG0007202	ENSPTRG00000013066.6	ENSMUSG00000036206.12
OG0007203	ENSPTRG00000013068.6	ENSMUSG00000034486.8
OG0007204	ENSPTRG00000012746.6, ENSPTRG00000052881.1	ENSMUSG00000002881.14
OG0007205	ENSPTRG00000011976.6	ENSMUSG00000001891.16
OG0007206	ENSPTRG00000007460.5	ENSMUSG00000030528.12
OG0007207	ENSPTRG00000050186.1, ENSPTRG00000011965.6	ENSMUSG00000007739.10
OG0007208	ENSPTRG00000017381.6	ENSMUSG00000024502.10
OG0007209	ENSPTRG00000018275.7	ENSMUSG00000041859.10
OG0007210	ENSPTRG00000017424.4	ENSMUSG00000024603.8
OG0007211	ENSPTRG00000047921.1	ENSMUSG00000001155.13
OG0007212	ENSPTRG00000017417.6	ENSMUSG00000024610.15
OG0007213	ENSPTRG00000013074.6	ENSMUSG00000048126.16
OG0007214	ENSPTRG00000011990.6	ENSMUSG00000020152.7
OG0007215	ENSPTRG00000017408.4	ENSMUSG00000024622.8
OG0007216	ENSPTRG00000030457.2	ENSMUSG00000044966.4
OG0007217	ENSPTRG00000013274.5	ENSMUSG00000027420.13
OG0007218	ENSPTRG00000017629.5	ENSMUSG00000020376.17
OG0007219	ENSPTRG00000017626.7	ENSMUSG00000015837.15
OG0007220	ENSPTRG00000017625.6	ENSMUSG00000036620.14
OG0007221	ENSPTRG00000013258.4	ENSMUSG00000045624.15
OG0007222	ENSPTRG00000033932.3	ENSMUSG00000050567.16
OG0007223	ENSPTRG00000013259.7	ENSMUSG00000027384.6
OG0007224	ENSPTRG00000048247.1	ENSMUSG00000020359.13
OG0007225	ENSPTRG00000017276.7	ENSMUSG00000014503.15
OG0007226	ENSPTRG00000017290.4, ENSPTRG00000044174.1	ENSMUSG00000024359.10
OG0007227	ENSPTRG00000040283.2, ENSPTRG00000051236.1	ENSMUSG00000037104.9
OG0007228	ENSPTRG00000048931.1	ENSMUSG00000042997.13
OG0007229	ENSPTRG00000005901.5	ENSMUSG00000031480.15
OG0007230	ENSPTRG00000018186.5	ENSMUSG00000002767.13
OG0007231	ENSPTRG00000018182.6	ENSMUSG00000063576.12
OG0007232	ENSPTRG00000018181.4	ENSMUSG00000002768.8
OG0007233	ENSPTRG00000013246.6	ENSMUSG00000027273.13
OG0007234	ENSPTRG00000017574.6	ENSMUSG00000005320.9
OG0007235	ENSPTRG00000043293.1, ENSPTRG00000046505.1	ENSMUSG00000021486.7
OG0007236	ENSPTRG00000051004.1	ENSMUSG00000021485.14
OG0007237	ENSPTRG00000005864.7	ENSMUSG00000022105.6
OG0007238	ENSPTRG00000052283.1	ENSMUSG00000035711.5
OG0007239	ENSPTRG00000017587.6	ENSMUSG00000021493.15
OG0007240	ENSPTRG00000042329.2, ENSPTRG00000005860.4	ENSMUSG00000033405.4
OG0007241	ENSPTRG00000005861.5	ENSMUSG00000022109.6
OG0007242	ENSPTRG00000006025.6	ENSMUSG00000049717.9
OG0007243	ENSPTRG00000017581.6	ENSMUSG00000052087.14
OG0007244	ENSPTRG00000017592.7	ENSMUSG00000021504.14
OG0007245	ENSPTRG00000017597.5	ENSMUSG00000001053.15
OG0007246	ENSPTRG00000017598.6	ENSMUSG00000001054.9
OG0007247	ENSPTRG00000005873.6	ENSMUSG00000071350.12
OG0007248	ENSPTRG00000005874.7	ENSMUSG00000091649.3, ENSMUSG00000044703.5, ENSMUSG00000091144.2, ENSMUSG00000068245.14
OG0007249	ENSPTRG00000005875.5	ENSMUSG00000035469.17
OG0007250	ENSPTRG00000014924.7	ENSMUSG00000032607.12
OG0007251	ENSPTRG00000042709.1, ENSPTRG00000032494.4	ENSMUSG00000032606.7
OG0007252	ENSPTRG00000005879.6	ENSMUSG00000021930.14
OG0007253	ENSPTRG00000031189.4	ENSMUSG00000035235.13
OG0007254	ENSPTRG00000014609.5, ENSPTRG00000049448.1	ENSMUSG00000034023.16
OG0007255	ENSPTRG00000012108.6	ENSMUSG00000030045.10
OG0007256	ENSPTRG00000018252.5	ENSMUSG00000042256.5
OG0007257	ENSPTRG00000018244.6	ENSMUSG00000061665.7
OG0007258	ENSPTRG00000018243.4	ENSMUSG00000023915.5
OG0007259	ENSPTRG00000044630.1, ENSPTRG00000018240.6	ENSMUSG00000056492.6
OG0007260	ENSPTRG00000023379.5	ENSMUSG00000038954.14
OG0007261	ENSPTRG00000014943.6	ENSMUSG00000032582.14
OG0007262	ENSPTRG00000014928.4	ENSMUSG00000032590.14
OG0007263	ENSPTRG00000014929.7	ENSMUSG00000032591.15
OG0007264	ENSPTRG00000033679.3	ENSMUSG00000010048.10
OG0007265	ENSPTRG00000011672.6	ENSMUSG00000037169.15, ENSMUSG00000044597.4
OG0007266	ENSPTRG00000011670.2	ENSMUSG00000037149.10
OG0007267	ENSPTRG00000014957.6	ENSMUSG00000010047.12
OG0007268	ENSPTRG00000014963.4	ENSMUSG00000010045.2
OG0007269	ENSPTRG00000014965.6	ENSMUSG00000037977.6
OG0007270	ENSPTRG00000014967.6	ENSMUSG00000032578.7
OG0007271	ENSPTRG00000011661.6	ENSMUSG00000057469.8
OG0007272	ENSPTRG00000014974.4	ENSMUSG00000040661.6
OG0007273	ENSPTRG00000011652.6	ENSMUSG00000020566.19
OG0007274	ENSPTRG00000011645.4	ENSMUSG00000020653.12
OG0007275	ENSPTRG00000014984.6	ENSMUSG00000042073.15
OG0007276	ENSPTRG00000011639.6	ENSMUSG00000062054.7
OG0007277	ENSPTRG00000011636.5	ENSMUSG00000052632.16
OG0007278	ENSPTRG00000018289.7	ENSMUSG00000032349.13
OG0007279	ENSPTRG00000018287.7	ENSMUSG00000001366.14
OG0007280	ENSPTRG00000018279.4	ENSMUSG00000025933.15
OG0007281	ENSPTRG00000019946.7	ENSMUSG00000039842.15
OG0007282	ENSPTRG00000011683.3	ENSMUSG00000048387.8
OG0007283	ENSPTRG00000044887.1	ENSMUSG00000020592.14
OG0007284	ENSPTRG00000011698.6	ENSMUSG00000037669.15
OG0007285	ENSPTRG00000014887.6	ENSMUSG00000025646.9
OG0007286	ENSPTRG00000021115.4	ENSMUSG00000021385.10
OG0007287	ENSPTRG00000019944.5	ENSMUSG00000031461.4
OG0007288	ENSPTRG00000019937.5	ENSMUSG00000051978.9
OG0007289	ENSPTRG00000011603.5	ENSMUSG00000036136.9
OG0007290	ENSPTRG00000018303.7	ENSMUSG00000026131.20
OG0007291	ENSPTRG00000018307.4	ENSMUSG00000042215.8
OG0007292	ENSPTRG00000046314.1	ENSMUSG00000021962.9
OG0007293	ENSPTRG00000015033.5	ENSMUSG00000045776.3
OG0007294	ENSPTRG00000018330.7	ENSMUSG00000026153.15
OG0007295	ENSPTRG00000003764.5	ENSMUSG00000024654.8
OG0007296	ENSPTRG00000015045.4	ENSMUSG00000040760.11
OG0007297	ENSPTRG00000018443.7	ENSMUSG00000040455.17
OG0007298	ENSPTRG00000030221.3	ENSMUSG00000043702.9, ENSMUSG00000116251.1
OG0007299	ENSPTRG00000018437.6	ENSMUSG00000045751.16
OG0007300	ENSPTRG00000015052.6	ENSMUSG00000116230.1, ENSMUSG00000040818.10
OG0007301	ENSPTRG00000015053.6	ENSMUSG00000021870.17
OG0007302	ENSPTRG00000045198.1	ENSMUSG00000028282.12
OG0007303	ENSPTRG00000045487.1, ENSPTRG00000018408.5	ENSMUSG00000040044.11
OG0007304	ENSPTRG00000018407.6	ENSMUSG00000028292.14
OG0007305	ENSPTRG00000014897.6	ENSMUSG00000106672.3, ENSMUSG00000032599.12
OG0007306	ENSPTRG00000018402.6	ENSMUSG00000028295.14
OG0007307	ENSPTRG00000018391.6	ENSMUSG00000032420.8
OG0007308	ENSPTRG00000018577.4	ENSMUSG00000019792.8
OG0007309	ENSPTRG00000018553.6	ENSMUSG00000058298.10
OG0007310	ENSPTRG00000018548.5	ENSMUSG00000038602.7
OG0007311	ENSPTRG00000018546.6	ENSMUSG00000019861.15
OG0007312	ENSPTRG00000015352.6	ENSMUSG00000030079.15
OG0007313	ENSPTRG00000018539.6	ENSMUSG00000019905.8
OG0007314	ENSPTRG00000018536.6	ENSMUSG00000039531.8
OG0007315	ENSPTRG00000018534.6, ENSPTRG00000048649.1	ENSMUSG00000019782.10
OG0007316	ENSPTRG00000050736.1	ENSMUSG00000071340.2
OG0007317	ENSPTRG00000015346.6	ENSMUSG00000033152.13
OG0007318	ENSPTRG00000018530.5	ENSMUSG00000046031.7
OG0007319	ENSPTRG00000018529.5	ENSMUSG00000039497.8
OG0007320	ENSPTRG00000018458.6	ENSMUSG00000038160.7
OG0007321	ENSPTRG00000044413.1, ENSPTRG00000018462.5	ENSMUSG00000019863.7
OG0007322	ENSPTRG00000014648.5	ENSMUSG00000030095.10
OG0007323	ENSPTRG00000043845.1	ENSMUSG00000019803.11
OG0007324	ENSPTRG00000014654.6	ENSMUSG00000034083.16
OG0007325	ENSPTRG00000018487.5	ENSMUSG00000019826.11
OG0007326	ENSPTRG00000018489.6	ENSMUSG00000091415.5
OG0007327	ENSPTRG00000014659.6	ENSMUSG00000014550.14
OG0007328	ENSPTRG00000018501.6	ENSMUSG00000075232.6, ENSMUSG00000063953.3
OG0007329	ENSPTRG00000050789.1, ENSPTRG00000018502.6	ENSMUSG00000019837.8
OG0007330	ENSPTRG00000018503.5	ENSMUSG00000038510.12
OG0007331	ENSPTRG00000047540.1	ENSMUSG00000034639.7
OG0007332	ENSPTRG00000014565.5	ENSMUSG00000005362.14
OG0007333	ENSPTRG00000018513.6, ENSPTRG00000046140.1	ENSMUSG00000019845.8
OG0007334	ENSPTRG00000014811.6	ENSMUSG00000037949.8
OG0007335	ENSPTRG00000014558.4	ENSMUSG00000030077.11
OG0007336	ENSPTRG00000014721.4	ENSMUSG00000032435.9
OG0007337	ENSPTRG00000014713.3	ENSMUSG00000032437.10
OG0007338	ENSPTRG00000048303.1, ENSPTRG00000015106.6	ENSMUSG00000035378.17
OG0007339	ENSPTRG00000015102.5	ENSMUSG00000030068.4, ENSMUSG00000093661.1
OG0007340	ENSPTRG00000015101.6	ENSMUSG00000030067.17
OG0007341	ENSPTRG00000014703.6	ENSMUSG00000042567.20
OG0007342	ENSPTRG00000046048.1	ENSMUSG00000061838.7
OG0007343	ENSPTRG00000015084.6	ENSMUSG00000045100.11
OG0007344	ENSPTRG00000018376.5	ENSMUSG00000035274.13
OG0007345	ENSPTRG00000000394.5	ENSMUSG00000037583.2
OG0007346	ENSPTRG00000014898.7	ENSMUSG00000032601.13
OG0007347	ENSPTRG00000014907.6	ENSMUSG00000070283.4
OG0007348	ENSPTRG00000018355.6	ENSMUSG00000032328.12
OG0007349	ENSPTRG00000018666.6	ENSMUSG00000019806.13
OG0007350	ENSPTRG00000052521.1	ENSMUSG00000091636.2
OG0007351	ENSPTRG00000018603.6	ENSMUSG00000037370.13
OG0007352	ENSPTRG00000022734.3	ENSMUSG00000020372.15
OG0007353	ENSPTRG00000014885.6	ENSMUSG00000025645.8
OG0007354	ENSPTRG00000021885.5	ENSMUSG00000057762.6, ENSMUSG00000031146.6
OG0007355	ENSPTRG00000018676.3	ENSMUSG00000078348.4
OG0007356	ENSPTRG00000014595.5	ENSMUSG00000048930.12
OG0007357	ENSPTRG00000018682.4	ENSMUSG00000047648.13
OG0007358	ENSPTRG00000008635.5	ENSMUSG00000040599.13
OG0007359	ENSPTRG00000018785.6	ENSMUSG00000062078.15
OG0007360	ENSPTRG00000018774.6	ENSMUSG00000059481.5
OG0007361	ENSPTRG00000017642.6	ENSMUSG00000020346.16
OG0007362	ENSPTRG00000018760.7, ENSPTRG00000043864.1	ENSMUSG00000068039.13
OG0007363	ENSPTRG00000018757.7	ENSMUSG00000006818.5
OG0007364	ENSPTRG00000018752.6	ENSMUSG00000033450.8, ENSMUSG00000052031.8
OG0007365	ENSPTRG00000043235.1	ENSMUSG00000004945.15
OG0007366	ENSPTRG00000018727.6	ENSMUSG00000046201.9
OG0007367	ENSPTRG00000018725.6	ENSMUSG00000015202.13
OG0007368	ENSPTRG00000018722.6	ENSMUSG00000019774.8
OG0007369	ENSPTRG00000002167.5	ENSMUSG00000039748.11
OG0007370	ENSPTRG00000002155.5	ENSMUSG00000046159.16
OG0007371	ENSPTRG00000002141.7	ENSMUSG00000050244.9
OG0007372	ENSPTRG00000002136.7	ENSMUSG00000021306.11
OG0007373	ENSPTRG00000002132.7	ENSMUSG00000039242.10
OG0007374	ENSPTRG00000002130.5	ENSMUSG00000021302.10
OG0007375	ENSPTRG00000002127.5	ENSMUSG00000093904.2
OG0007376	ENSPTRG00000030114.5	ENSMUSG00000051495.7
OG0007377	ENSPTRG00000002121.5	ENSMUSG00000057060.8
OG0007378	ENSPTRG00000045909.1	ENSMUSG00000039960.5
OG0007379	ENSPTRG00000002093.5	ENSMUSG00000089704.9, ENSMUSG00000092329.1
OG0007380	ENSPTRG00000002107.7	ENSMUSG00000031985.9
OG0007381	ENSPTRG00000018825.4	ENSMUSG00000014763.8
OG0007382	ENSPTRG00000018824.5	ENSMUSG00000014773.13
OG0007383	ENSPTRG00000018820.3	ENSMUSG00000079707.10, ENSMUSG00000079710.10, ENSMUSG00000116780.1
OG0007384	ENSPTRG00000016919.5	ENSMUSG00000021720.11
OG0007385	ENSPTRG00000016925.5	ENSMUSG00000021715.12
OG0007386	ENSPTRG00000018216.6	ENSMUSG00000023942.15
OG0007387	ENSPTRG00000045028.1	ENSMUSG00000037089.11
OG0007388	ENSPTRG00000018197.7	ENSMUSG00000032842.13
OG0007389	ENSPTRG00000011825.6	ENSMUSG00000002017.10
OG0007390	ENSPTRG00000011824.6	ENSMUSG00000071042.12
OG0007391	ENSPTRG00000011820.6	ENSMUSG00000024078.7
OG0007392	ENSPTRG00000044350.1	ENSMUSG00000053916.4
OG0007393	ENSPTRG00000011827.4	ENSMUSG00000024074.8
OG0007394	ENSPTRG00000002191.7	ENSMUSG00000038936.13
OG0007395	ENSPTRG00000018174.6	ENSMUSG00000036568.7
OG0007396	ENSPTRG00000001942.5	ENSMUSG00000016181.9
OG0007397	ENSPTRG00000001948.6	ENSMUSG00000037395.15, ENSMUSG00000111452.1
OG0007398	ENSPTRG00000001949.6	ENSMUSG00000026637.13, ENSMUSG00000111385.1
OG0007399	ENSPTRG00000001951.6	ENSMUSG00000111723.1, ENSMUSG00000049353.17
OG0007400	ENSPTRG00000049467.1	ENSMUSG00000110850.1, ENSMUSG00000037434.7
OG0007401	ENSPTRG00000001954.6	ENSMUSG00000026623.16
OG0007402	ENSPTRG00000001962.7	ENSMUSG00000026628.13
OG0007403	ENSPTRG00000030168.3	ENSMUSG00000026632.17
OG0007404	ENSPTRG00000001969.6	ENSMUSG00000037568.12
OG0007405	ENSPTRG00000001977.6	ENSMUSG00000026605.14
OG0007406	ENSPTRG00000001979.6	ENSMUSG00000026608.13
OG0007407	ENSPTRG00000001988.5	ENSMUSG00000026611.17
OG0007408	ENSPTRG00000001993.5	ENSMUSG00000039246.8
OG0007409	ENSPTRG00000001995.5	ENSMUSG00000026615.14
OG0007410	ENSPTRG00000001996.7	ENSMUSG00000026617.16
OG0007411	ENSPTRG00000001997.6	ENSMUSG00000026618.11
OG0007412	ENSPTRG00000002000.6	ENSMUSG00000026620.11
OG0007413	ENSPTRG00000002004.5	ENSMUSG00000039377.7
OG0007414	ENSPTRG00000046248.1, ENSPTRG00000002006.4	ENSMUSG00000053461.9
OG0007415	ENSPTRG00000002007.7	ENSMUSG00000072258.10
OG0007416	ENSPTRG00000002010.7	ENSMUSG00000042901.10
OG0007417	ENSPTRG00000012605.3	ENSMUSG00000005233.16
OG0007418	ENSPTRG00000011792.6	ENSMUSG00000041057.10
OG0007419	ENSPTRG00000002049.6	ENSMUSG00000026496.11
OG0007420	ENSPTRG00000048267.1, ENSPTRG00000012209.6	ENSMUSG00000027374.12
OG0007421	ENSPTRG00000011860.6	ENSMUSG00000024246.9
OG0007422	ENSPTRG00000034116.3	ENSMUSG00000054901.7
OG0007423	ENSPTRG00000011850.6	ENSMUSG00000035473.10
OG0007424	ENSPTRG00000013338.7	ENSMUSG00000033068.16
OG0007425	ENSPTRG00000011907.6	ENSMUSG00000005371.15
OG0007426	ENSPTRG00000011910.6	ENSMUSG00000034709.8
OG0007427	ENSPTRG00000011932.4	ENSMUSG00000020462.14
OG0007428	ENSPTRG00000051411.1, ENSPTRG00000011934.6	ENSMUSG00000020464.15
OG0007429	ENSPTRG00000011918.6	ENSMUSG00000020311.17
OG0007430	ENSPTRG00000008518.6	ENSMUSG00000017631.19
OG0007431	ENSPTRG00000042650.1	ENSMUSG00000064357.1
OG0007432	ENSPTRG00000010451.5	ENSMUSG00000113951.1, ENSMUSG00000113489.1
OG0007433	ENSPTRG00000021496.5	ENSMUSG00000026803.17
OG0007434	ENSPTRG00000002910.5	ENSMUSG00000071528.4
OG0007435	ENSPTRG00000008645.4	ENSMUSG00000020801.8
OG0007436	ENSPTRG00000051371.1	ENSMUSG00000001100.10
OG0007437	ENSPTRG00000001407.6	ENSMUSG00000027954.9
OG0007438	ENSPTRG00000049958.1, ENSPTRG00000008909.6	ENSMUSG00000037278.9
OG0007439	ENSPTRG00000018080.6	ENSMUSG00000024220.14
OG0007440	ENSPTRG00000046961.1	ENSMUSG00000029546.12
OG0007441	ENSPTRG00000001417.7	ENSMUSG00000032657.15
OG0007442	ENSPTRG00000022966.4, ENSPTRG00000039836.2	ENSMUSG00000006143.12
OG0007443	ENSPTRG00000021313.5	ENSMUSG00000026879.14
OG0007445	ENSPTRG00000047036.1, ENSPTRG00000014273.6	ENSMUSG00000020454.17
OG0007446	ENSPTRG00000018011.6	ENSMUSG00000015452.14
OG0007447	ENSPTRG00000031470.3	ENSMUSG00000110900.1, ENSMUSG00000031848.15
OG0007448	ENSPTRG00000022942.6	ENSMUSG00000014852.16
OG0007449	ENSPTRG00000021517.2	ENSMUSG00000015790.16
OG0007450	ENSPTRG00000021514.5	ENSMUSG00000036160.13
OG0007451	ENSPTRG00000044289.1, ENSPTRG00000048552.1, ENSPTRG00000021538.2	ENSMUSG00000026936.3, ENSMUSG00000079539.2, ENSMUSG00000062061.3, ENSMUSG00000026919.1, ENSMUSG00000026937.12
OG0007452	ENSPTRG00000008357.6	ENSMUSG00000031955.10
OG0007453	ENSPTRG00000051955.1, ENSPTRG00000030987.3	ENSMUSG00000070394.10
OG0007454	ENSPTRG00000000291.5	ENSMUSG00000028756.12
OG0007455	ENSPTRG00000003354.4	ENSMUSG00000030790.15
OG0007456	ENSPTRG00000034085.3	ENSMUSG00000007039.12
OG0007457	ENSPTRG00000014235.6	ENSMUSG00000020419.11
OG0007458	ENSPTRG00000014232.6	ENSMUSG00000034354.17
OG0007459	ENSPTRG00000017980.6	ENSMUSG00000073414.8
OG0007460	ENSPTRG00000050859.1	ENSMUSG00000092586.8
OG0007461	ENSPTRG00000021465.7	ENSMUSG00000026851.9
OG0007462	ENSPTRG00000017976.6	ENSMUSG00000034482.2
OG0007463	ENSPTRG00000030844.3	ENSMUSG00000028952.12
OG0007465	ENSPTRG00000051805.1, ENSPTRG00000001444.6	ENSMUSG00000008604.11
OG0007467	ENSPTRG00000030369.2	ENSMUSG00000050134.7
OG0007467	ENSPTRG00000030370.2	ENSMUSG00000049528.7
OG0007468	ENSPTRG00000045284.1, ENSPTRG00000010384.6, ENSPTRG00000029156.4	ENSMUSG00000047508.9
OG0007469	ENSPTRG00000018045.5	ENSMUSG00000002307.16
OG0007471	ENSPTRG00000048871.1, ENSPTRG00000049793.1	ENSMUSG00000069721.2, ENSMUSG00000069722.4
OG0007472	ENSPTRG00000010661.4, ENSPTRG00000050552.1	ENSMUSG00000002393.14
OG0007473	ENSPTRG00000019484.6, ENSPTRG00000049949.1, ENSPTRG00000019485.6	ENSMUSG00000046245.13, ENSMUSG00000066684.10, ENSMUSG00000066682.11
OG0007474	ENSPTRG00000042850.1, ENSPTRG00000008521.6	ENSMUSG00000020849.13
OG0007475	ENSPTRG00000022945.4	ENSMUSG00000075593.10
OG0007476	ENSPTRG00000049270.1	ENSMUSG00000062683.11
OG0007477	ENSPTRG00000019246.6, ENSPTRG00000046581.1	ENSMUSG00000025532.13
OG0007478	ENSPTRG00000008597.3	ENSMUSG00000018924.6
OG0007478	ENSPTRG00000044326.1	ENSMUSG00000018907.10
OG0007478	ENSPTRG00000008653.3	ENSMUSG00000000320.10
OG0007479	ENSPTRG00000008602.5	ENSMUSG00000018923.13
OG0007480	ENSPTRG00000017354.3	ENSMUSG00000024442.6
OG0007481	ENSPTRG00000010419.6	ENSMUSG00000042099.16
OG0007482	ENSPTRG00000029943.3	ENSMUSG00000094133.2, ENSMUSG00000060049.5, ENSMUSG00000096436.3, ENSMUSG00000067513.1, ENSMUSG00000095640.4
OG0007483	ENSPTRG00000019960.5	ENSMUSG00000043787.7
OG0007484	ENSPTRG00000006842.6	ENSMUSG00000030519.14
OG0007485	ENSPTRG00000019959.5	ENSMUSG00000044222.3
OG0007486	ENSPTRG00000020068.7	ENSMUSG00000022085.4
OG0007487	ENSPTRG00000010413.5	ENSMUSG00000040028.10
OG0007489	ENSPTRG00000008878.6	ENSMUSG00000042331.13
OG0007491	ENSPTRG00000014208.5	ENSMUSG00000043510.12
OG0007492	ENSPTRG00000004240.6	ENSMUSG00000025899.14
OG0007493	ENSPTRG00000011779.6	ENSMUSG00000106918.3
OG0007494	ENSPTRG00000052384.1	ENSMUSG00000040328.16
OG0007494	ENSPTRG00000045324.1	ENSMUSG00000048378.2, ENSMUSG00000115939.1, ENSMUSG00000116209.1, ENSMUSG00000047511.6
OG0007495	ENSPTRG00000048329.1	ENSMUSG00000016534.15
OG0007496	ENSPTRG00000050516.1, ENSPTRG00000045030.1, ENSPTRG00000048841.1	ENSMUSG00000093804.3
OG0007497	ENSPTRG00000005355.5	ENSMUSG00000020059.9, ENSMUSG00000031125.2
OG0007498	ENSPTRG00000047901.1, ENSPTRG00000022167.5	ENSMUSG00000116391.1, ENSMUSG00000042386.7
OG0007498	ENSPTRG00000048244.1	ENSMUSG00000071686.2
OG0007499	ENSPTRG00000011108.6, ENSPTRG00000011112.6, ENSPTRG00000011113.5	ENSMUSG00000052675.11
OG0007500	ENSPTRG00000012026.3	ENSMUSG00000046679.16
OG0007501	ENSPTRG00000003321.2	ENSMUSG00000066242.3, ENSMUSG00000063764.2, ENSMUSG00000063120.5
OG0007502	ENSPTRG00000014183.6	ENSMUSG00000051339.10
OG0007503	ENSPTRG00000016462.5	ENSMUSG00000035151.12
OG0007504	ENSPTRG00000042716.1	ENSMUSG00000058550.15
OG0007504	ENSPTRG00000048717.1, ENSPTRG00000015199.5	ENSMUSG00000072419.5
OG0007505	ENSPTRG00000044634.1	ENSMUSG00000044017.16
OG0007506	ENSPTRG00000049227.1	ENSMUSG00000048442.15
OG0007507	ENSPTRG00000038934.2, ENSPTRG00000022439.6	ENSMUSG00000015289.4
OG0007508	ENSPTRG00000020467.3	ENSMUSG00000014313.15
OG0007509	ENSPTRG00000012138.4, ENSPTRG00000051005.1, ENSPTRG00000047253.1	ENSMUSG00000055850.12, ENSMUSG00000102720.5
OG0007510	ENSPTRG00000008570.6	ENSMUSG00000005951.13
OG0007511	ENSPTRG00000013564.7, ENSPTRG00000039444.2	ENSMUSG00000001403.13
OG0007512	ENSPTRG00000044885.1, ENSPTRG00000029643.3	ENSMUSG00000087385.8
OG0007513	ENSPTRG00000009451.4	ENSMUSG00000020485.14
OG0007514	ENSPTRG00000005479.6	ENSMUSG00000032690.16
OG0007514	ENSPTRG00000005478.6	ENSMUSG00000032661.9
OG0007515	ENSPTRG00000000479.7	ENSMUSG00000000409.14
OG0007516	ENSPTRG00000020856.6	ENSMUSG00000028416.12
OG0007517	ENSPTRG00000029958.2	ENSMUSG00000027072.13
OG0007517	ENSPTRG00000003655.6	ENSMUSG00000027073.5
OG0007518	ENSPTRG00000042604.2	ENSMUSG00000024841.8
OG0007519	ENSPTRG00000040838.2	ENSMUSG00000116471.1, ENSMUSG00000116444.1, ENSMUSG00000046879.7, ENSMUSG00000078853.8, ENSMUSG00000069874.7
OG0007520	ENSPTRG00000001358.5, ENSPTRG00000050123.1	ENSMUSG00000001016.12
OG0007521	ENSPTRG00000050273.1, ENSPTRG00000005418.6	ENSMUSG00000044339.12
OG0007522	ENSPTRG00000052543.1, ENSPTRG00000005419.5	ENSMUSG00000029591.14
OG0007523	ENSPTRG00000007272.7	ENSMUSG00000037716.15
OG0007524	ENSPTRG00000043645.1, ENSPTRG00000003675.3	ENSMUSG00000050865.5, ENSMUSG00000047207.3, ENSMUSG00000051156.2
OG0007525	ENSPTRG00000016773.7	ENSMUSG00000022206.7
OG0007526	ENSPTRG00000051512.1, ENSPTRG00000045953.1	ENSMUSG00000004665.10
OG0007527	ENSPTRG00000016329.5	ENSMUSG00000028167.15
OG0007528	ENSPTRG00000038736.2	ENSMUSG00000036892.12
OG0007529	ENSPTRG00000049856.1, ENSPTRG00000012471.6	ENSMUSG00000041617.10
OG0007531	ENSPTRG00000030718.4	ENSMUSG00000066043.13
OG0007532	ENSPTRG00000010690.5	ENSMUSG00000110906.1, ENSMUSG00000002910.11
OG0007533	ENSPTRG00000010694.5	ENSMUSG00000111826.1, ENSMUSG00000031834.15
OG0007534	ENSPTRG00000039251.2	ENSMUSG00000042831.13
OG0007534	ENSPTRG00000010878.7	ENSMUSG00000019737.14
