Orthogroup	P_troglodytes.pep	P_Mucros.pep
OG0005058	ENSPTRG00000028972.3	XP_015676507.1
OG0005059	ENSPTRG00000038961.2, ENSPTRG00000043860.1	XP_015665481.1
OG0005060	ENSPTRG00000005405.6, ENSPTRG00000040156.2	XP_015671266.1
OG0005061	ENSPTRG00000001203.5	XP_015680856.1
OG0005062	ENSPTRG00000049543.1	XP_029142603.1
OG0005063	ENSPTRG00000005403.2	XP_015671265.1, XP_015686178.1
OG0005064	ENSPTRG00000019029.3	XP_015666086.1, XP_015666085.1
OG0005065	ENSPTRG00000019028.6	XP_015666053.1
OG0005066	ENSPTRG00000019025.5	XP_015666081.1, XP_015666082.1
OG0005067	ENSPTRG00000014829.5	XP_015678373.1
OG0005068	ENSPTRG00000021509.5	XP_029142577.1
OG0005069	ENSPTRG00000048607.1, ENSPTRG00000019022.3	XP_015666110.1
OG0005070	ENSPTRG00000047456.1, ENSPTRG00000019020.4	XP_015666108.1
OG0005071	ENSPTRG00000004705.4	XP_015670926.1
OG0005072	ENSPTRG00000019012.5, ENSPTRG00000047399.1	XP_029138908.1, XP_015666103.1
OG0005073	ENSPTRG00000014775.6	XP_015678295.1
OG0005074	ENSPTRG00000022138.6	XP_015678085.1
OG0005075	ENSPTRG00000021338.5	XP_015677638.1
OG0005076	ENSPTRG00000000579.6	XP_029139112.1
OG0005078	ENSPTRG00000007777.4	XP_015683393.1
OG0005079	ENSPTRG00000007007.5	XP_029139154.1
OG0005081	ENSPTRG00000015405.6	XP_015678904.2
OG0005082	ENSPTRG00000013507.7	XP_029140587.1
OG0005083	ENSPTRG00000012129.5	XP_015670041.1
OG0005084	ENSPTRG00000018876.6	XP_015675015.1
OG0005085	ENSPTRG00000005144.7	XP_029140212.1
OG0005086	ENSPTRG00000003868.5	XP_015685838.1, XP_015679092.1
OG0005087	ENSPTRG00000013509.4	XP_015674833.1, XP_015674832.1
OG0005088	ENSPTRG00000012132.4	XP_015670043.1
OG0005089	ENSPTRG00000018882.6, ENSPTRG00000051630.1	XP_015674987.1
OG0005090	ENSPTRG00000007202.6	XP_015667406.1
OG0005091	ENSPTRG00000018884.4, ENSPTRG00000043254.1	XP_015686553.1, XP_015675000.2
OG0005092	ENSPTRG00000008456.6	XP_029139071.1
OG0005093	ENSPTRG00000008458.4	XP_015666943.1
OG0005094	ENSPTRG00000019140.6	XP_015670055.1
OG0005095	ENSPTRG00000046736.1	XP_015687373.1
OG0005096	ENSPTRG00000007210.7	XP_015667381.1
OG0005097	ENSPTRG00000049323.1, ENSPTRG00000000568.4	XP_015667166.1, XP_015667165.1
OG0005098	ENSPTRG00000010973.5	XP_015686514.1
OG0005099	ENSPTRG00000010971.6	XP_015676526.1, XP_015676525.1, XP_015676506.1
OG0005100	ENSPTRG00000008463.6	XP_029139059.1, XP_029139060.1
OG0005101	ENSPTRG00000016755.5	XP_015666268.1, XP_015666269.1
OG0005102	ENSPTRG00000019150.6, ENSPTRG00000045405.1	XP_015670049.1, XP_029139722.1
OG0005103	ENSPTRG00000012023.4	XP_015666646.1
OG0005104	ENSPTRG00000018864.6, ENSPTRG00000051821.1	XP_015675019.1
OG0005105	ENSPTRG00000001379.7	XP_015668847.1
OG0005106	ENSPTRG00000018868.6, ENSPTRG00000046945.1	XP_029140617.1
OG0005107	ENSPTRG00000019753.6	XP_015669002.1
OG0005108	ENSPTRG00000018871.5	XP_029140615.1
OG0005109	ENSPTRG00000011091.6	XP_015684635.1, XP_015684538.1
OG0005110	ENSPTRG00000049125.1	XP_015674052.1
OG0005111	ENSPTRG00000011084.4	XP_015677866.1
OG0005112	ENSPTRG00000007765.3	XP_015667491.1
OG0005113	ENSPTRG00000047525.1, ENSPTRG00000010784.7	XP_015677335.1
OG0005114	ENSPTRG00000012048.6	XP_029142261.1
OG0005115	ENSPTRG00000012842.6	XP_015674840.1
OG0005116	ENSPTRG00000010920.5	XP_015669377.1, XP_015669378.1
OG0005117	ENSPTRG00000012841.5	XP_015673618.1
OG0005119	ENSPTRG00000007430.7	XP_015670766.1
OG0005120	ENSPTRG00000043959.1	XP_029141722.1
OG0005121	ENSPTRG00000021312.5	XP_015680174.1
OG0005122	ENSPTRG00000012857.6	XP_015669948.1
OG0005123	ENSPTRG00000007390.6	XP_015687163.1, XP_015687164.1
OG0005124	ENSPTRG00000012833.7	XP_029140609.1
OG0005125	ENSPTRG00000010999.4	XP_015669372.1
OG0005126	ENSPTRG00000039531.2	XP_029139090.1
OG0005127	ENSPTRG00000003852.6	XP_029142482.1
OG0005128	ENSPTRG00000012829.6	XP_015675097.1
OG0005129	ENSPTRG00000012828.7	XP_015675092.1
OG0005130	ENSPTRG00000004379.6	XP_015669050.1
OG0005131	ENSPTRG00000014877.5	XP_029142413.1
OG0005132	ENSPTRG00000002552.6	XP_015672160.1
OG0005133	ENSPTRG00000006722.4	XP_015675926.1
OG0005134	ENSPTRG00000006720.5	XP_015675906.1, XP_015675914.1
OG0005135	ENSPTRG00000002720.5	XP_015668752.1, XP_015668751.1
OG0005136	ENSPTRG00000008848.5	XP_015673306.1
OG0005137	ENSPTRG00000022002.6	XP_015687934.1
OG0005138	ENSPTRG00000000584.6	XP_015686279.2
OG0005139	ENSPTRG00000002556.7	XP_029140102.1
OG0005140	ENSPTRG00000021998.7	XP_015687903.1
OG0005141	ENSPTRG00000023345.4	XP_015673334.2
OG0005142	ENSPTRG00000000094.6	XP_015668254.1
OG0005143	ENSPTRG00000002560.4	XP_015672149.1
OG0005144	ENSPTRG00000001768.5	XP_015672121.2, XP_015683423.1
OG0005145	ENSPTRG00000016334.7	XP_015686929.1, XP_015675032.1
OG0005146	ENSPTRG00000007497.5	XP_015667331.1
OG0005147	ENSPTRG00000039087.2, ENSPTRG00000002567.6	XP_015678452.1
OG0005148	ENSPTRG00000024013.5	XP_015687130.1
OG0005149	ENSPTRG00000007508.6	XP_015667343.1, XP_015667344.1
OG0005150	ENSPTRG00000008473.5	XP_029139062.1
OG0005151	ENSPTRG00000021384.5	XP_015678346.1, XP_015686513.1
OG0005152	ENSPTRG00000017248.6	XP_015679781.1
OG0005153	ENSPTRG00000019680.5, ENSPTRG00000047167.1	XP_015681326.1
OG0005154	ENSPTRG00000020843.5	XP_015681773.1
OG0005155	ENSPTRG00000007594.6	XP_015667482.1
OG0005156	ENSPTRG00000017251.5	XP_015679803.1
OG0005157	ENSPTRG00000017252.6	XP_015676721.1, XP_029141619.1
OG0005158	ENSPTRG00000010649.4	XP_015665526.1
OG0005159	ENSPTRG00000017256.6	XP_015670412.1, XP_015670413.1
OG0005160	ENSPTRG00000039136.2	XP_015666887.1
OG0005161	ENSPTRG00000041770.2, ENSPTRG00000008480.6	XP_015666917.1
OG0005162	ENSPTRG00000007858.5	XP_015685371.1, XP_015676638.1
OG0005163	ENSPTRG00000001766.6	XP_015668605.1
OG0005164	ENSPTRG00000009043.6	XP_015679623.1
OG0005165	ENSPTRG00000018312.5	XP_015671394.1
OG0005166	ENSPTRG00000001247.6	XP_015674247.1
OG0005167	ENSPTRG00000015695.6	XP_015683276.1
OG0005168	ENSPTRG00000046154.1, ENSPTRG00000019287.6	XP_015686928.1
OG0005169	ENSPTRG00000001364.4	XP_015668885.1
OG0005170	ENSPTRG00000029594.4	XP_015677734.1
OG0005171	ENSPTRG00000010954.5	XP_015676166.2
OG0005172	ENSPTRG00000021219.6	XP_015670144.1
OG0005173	ENSPTRG00000043653.1, ENSPTRG00000019438.6	XP_015676246.1
OG0005174	ENSPTRG00000048662.1, ENSPTRG00000014022.6	XP_015667814.1
OG0005175	ENSPTRG00000009450.5	XP_029140222.1
OG0005176	ENSPTRG00000016811.6	XP_015672409.1, XP_015672400.1
OG0005177	ENSPTRG00000012612.6	XP_015677391.1
OG0005178	ENSPTRG00000013993.7	XP_015667812.1
OG0005179	ENSPTRG00000004036.6	XP_015670958.1
OG0005180	ENSPTRG00000002852.5	XP_015677592.1
OG0005181	ENSPTRG00000046160.1	XP_015676159.1, XP_029140810.1
OG0005182	ENSPTRG00000007890.5	XP_029139430.1
OG0005183	ENSPTRG00000001577.5	XP_015685771.1, XP_015684197.1
OG0005184	ENSPTRG00000007510.7	XP_029139142.1
OG0005185	ENSPTRG00000007437.4	XP_015670781.1, XP_015670782.1
OG0005186	ENSPTRG00000011139.6	XP_029142845.1
OG0005188	ENSPTRG00000007883.3	XP_015687235.1
OG0005189	ENSPTRG00000022748.3	XP_015686388.1, XP_015685044.1
OG0005190	ENSPTRG00000007362.5	XP_015670786.1
OG0005191	ENSPTRG00000016799.4	XP_029140161.1
OG0005192	ENSPTRG00000021502.4	XP_015673397.1, XP_015681334.1
OG0005193	ENSPTRG00000006145.6	XP_015679868.1, XP_015679867.1, XP_015679866.1
OG0005194	ENSPTRG00000047772.1, ENSPTRG00000012617.7	XP_015674660.1
OG0005195	ENSPTRG00000016798.5	XP_029142259.1
OG0005196	ENSPTRG00000007942.7	XP_015665775.1, XP_015681050.1
OG0005197	ENSPTRG00000045688.1	XP_029140628.1
OG0005198	ENSPTRG00000046426.1, ENSPTRG00000000563.4	XP_015681610.1
OG0005199	ENSPTRG00000006147.6	XP_015679871.1, XP_015679870.1
OG0005200	ENSPTRG00000011267.6	XP_015680293.1, XP_015665723.1
OG0005201	ENSPTRG00000011019.7	XP_029141638.1
OG0005202	ENSPTRG00000019365.4, ENSPTRG00000050525.1	XP_015680939.1
OG0005203	ENSPTRG00000016790.5	XP_029142258.1
OG0005204	ENSPTRG00000016317.5	XP_029142524.1
OG0005205	ENSPTRG00000012620.4, ENSPTRG00000042880.1	XP_015674654.1
OG0005206	ENSPTRG00000001437.6	XP_015684203.1
OG0005207	ENSPTRG00000051549.1	XP_015676597.1
OG0005208	ENSPTRG00000011024.3	XP_015686099.1, XP_029141636.1
OG0005209	ENSPTRG00000008050.4	XP_015684081.1, XP_029142754.1
OG0005210	ENSPTRG00000011025.6	XP_015680066.2
OG0005211	ENSPTRG00000024238.5	XP_015685109.2, XP_015685167.1
OG0005212	ENSPTRG00000015926.7	XP_029140345.1
OG0005213	ENSPTRG00000016785.6	XP_015681796.1, XP_015681797.1
OG0005214	ENSPTRG00000000847.7, ENSPTRG00000048046.1	XP_015683769.1
OG0005216	ENSPTRG00000016781.6	XP_015681803.1
OG0005217	ENSPTRG00000016309.6	XP_015672899.1, XP_015684824.1
OG0005218	ENSPTRG00000014878.7	XP_015686794.1, XP_015684417.1
OG0005219	ENSPTRG00000011223.6	XP_029138830.1, XP_015665639.1
OG0005220	ENSPTRG00000022041.5	XP_015666263.1
OG0005221	ENSPTRG00000012021.5	XP_015666613.1
OG0005222	ENSPTRG00000016208.6	XP_029143203.1
OG0005223	ENSPTRG00000020547.6	XP_015679949.1, XP_015686093.1
OG0005224	ENSPTRG00000010695.2	XP_015665464.1
OG0005225	ENSPTRG00000045261.1, ENSPTRG00000007682.7	XP_029138899.1
OG0005226	ENSPTRG00000046917.1, ENSPTRG00000007681.4	XP_015680882.2, XP_015666042.1
OG0005227	ENSPTRG00000011495.3	XP_015665745.1
OG0005228	ENSPTRG00000002948.6	XP_015670085.1
OG0005229	ENSPTRG00000002205.2	XP_015671617.1, XP_015671611.2, XP_015671613.1
OG0005230	ENSPTRG00000007421.6	XP_015678330.1
OG0005231	ENSPTRG00000007420.6	XP_029142889.1, XP_015678328.1
OG0005232	ENSPTRG00000008397.3	XP_029140017.1, XP_015671739.1
OG0005233	ENSPTRG00000001267.6	XP_029141083.1
OG0005234	ENSPTRG00000021518.5	XP_015682320.1
OG0005237	ENSPTRG00000011225.4	XP_015668989.1
OG0005238	ENSPTRG00000011327.4	XP_015668988.1, XP_015682804.1
OG0005239	ENSPTRG00000006114.7	XP_015684116.1, XP_015668972.1
OG0005240	ENSPTRG00000015773.5	XP_029142288.1
OG0005241	ENSPTRG00000049006.1, ENSPTRG00000022283.6	XP_015687911.1
OG0005242	ENSPTRG00000007191.4	XP_015674073.1, XP_029140450.1
OG0005243	ENSPTRG00000007224.3	XP_015667385.2
OG0005244	ENSPTRG00000001378.7	XP_015668867.1
OG0005245	ENSPTRG00000045488.1, ENSPTRG00000043778.1	XP_015667620.1
OG0005246	ENSPTRG00000007171.4	XP_029142986.1, XP_015674652.2
OG0005247	ENSPTRG00000015232.6	XP_015667594.1
OG0005248	ENSPTRG00000039407.2	XP_015674643.1
OG0005249	ENSPTRG00000045629.1	XP_015674642.1
OG0005250	ENSPTRG00000004604.4	XP_015669513.1, XP_015669514.1
OG0005251	ENSPTRG00000007170.2	XP_015674639.1, XP_015674640.1
OG0005252	ENSPTRG00000008734.6	XP_015667593.2
OG0005253	ENSPTRG00000004570.5	XP_029139206.1
OG0005254	ENSPTRG00000004608.3	XP_015669553.1, XP_029139591.1
OG0005255	ENSPTRG00000049717.1	XP_029141577.1, XP_015679705.1
OG0005256	ENSPTRG00000015273.4	XP_015667602.1
OG0005257	ENSPTRG00000004609.6	XP_015669517.1
OG0005258	ENSPTRG00000007478.5	XP_015681077.1
OG0005259	ENSPTRG00000022328.6	XP_015687962.1, XP_015687963.1
OG0005260	ENSPTRG00000051184.1, ENSPTRG00000028541.3	XP_015668307.1
OG0005261	ENSPTRG00000048033.1, ENSPTRG00000019275.6	XP_015668306.1
OG0005262	ENSPTRG00000009489.4	XP_015682408.1
OG0005263	ENSPTRG00000011382.4	XP_015678478.1
OG0005264	ENSPTRG00000001168.6	XP_015669524.1
OG0005265	ENSPTRG00000014873.6	XP_015684551.1
OG0005266	ENSPTRG00000001167.5	XP_015669525.1
OG0005267	ENSPTRG00000008184.3	XP_015667665.1
OG0005268	ENSPTRG00000010815.6	XP_015667576.1
OG0005269	ENSPTRG00000022220.5	XP_015682387.1
OG0005270	ENSPTRG00000047955.1	XP_015682388.1
OG0005271	ENSPTRG00000021224.7	XP_029140772.1, XP_015675920.1
OG0005272	ENSPTRG00000021226.6	XP_015675919.1
OG0005273	ENSPTRG00000007851.6	XP_029141650.1, XP_029142834.1
OG0005274	ENSPTRG00000043704.1, ENSPTRG00000045635.1	XP_015680087.1
OG0005275	ENSPTRG00000021229.7, ENSPTRG00000050714.1	XP_015676858.1
OG0005276	ENSPTRG00000004306.4	XP_015668388.1
OG0005277	ENSPTRG00000029126.4	XP_015674337.2, XP_029140493.1
OG0005278	ENSPTRG00000011326.6	XP_015683373.1, XP_015665832.1
OG0005279	ENSPTRG00000000111.6	XP_015676910.1
OG0005280	ENSPTRG00000012687.6	XP_015674333.1
OG0005281	ENSPTRG00000010296.6	XP_015680119.1
OG0005282	ENSPTRG00000004112.6	XP_015682112.1, XP_015682111.1
OG0005283	ENSPTRG00000034501.3	XP_029140006.1
OG0005284	ENSPTRG00000004356.6	XP_029139352.1
OG0005285	ENSPTRG00000004103.6	XP_015682773.1
OG0005286	ENSPTRG00000002792.7	XP_015666331.1
OG0005287	ENSPTRG00000004353.5, ENSPTRG00000050136.1	XP_015668400.1
OG0005288	ENSPTRG00000002790.6	XP_015666297.1
OG0005289	ENSPTRG00000010727.6	XP_015666192.1
OG0005290	ENSPTRG00000010677.4	XP_015671210.1
OG0005291	ENSPTRG00000007279.5	XP_015676453.1
OG0005292	ENSPTRG00000007093.6	XP_029138987.1, XP_029138988.1
OG0005293	ENSPTRG00000002757.7	XP_015666775.1
OG0005294	ENSPTRG00000007628.4	XP_029143092.1
OG0005295	ENSPTRG00000004295.6	XP_015668408.1, XP_015668407.2
OG0005296	ENSPTRG00000009554.6	XP_015672431.1
OG0005297	ENSPTRG00000004292.6	XP_015668355.1, XP_015684610.1
OG0005298	ENSPTRG00000007068.5	XP_029141258.1
OG0005299	ENSPTRG00000007277.6	XP_015676459.1, XP_015676460.1
OG0005301	ENSPTRG00000038894.2	XP_015682363.1, XP_015682370.1
OG0005302	ENSPTRG00000009580.4	XP_015665864.1
OG0005303	ENSPTRG00000020861.5	XP_015667994.1
OG0005304	ENSPTRG00000050505.1, ENSPTRG00000008449.6	XP_015677503.1
OG0005305	ENSPTRG00000021603.5	XP_029142418.1, XP_015685809.1
OG0005306	ENSPTRG00000010062.6	XP_015675281.1
OG0005307	ENSPTRG00000044455.1, ENSPTRG00000019527.4	XP_015675786.1
OG0005308	ENSPTRG00000013368.4	XP_015685348.1, XP_015684976.1
OG0005309	ENSPTRG00000006358.6, ENSPTRG00000051076.1	XP_015677933.1
OG0005310	ENSPTRG00000047471.1	XP_015676123.1
OG0005311	ENSPTRG00000007058.6, ENSPTRG00000045045.1	XP_015671714.2
OG0005312	ENSPTRG00000015799.5	XP_029141277.1, XP_015683260.1
OG0005313	ENSPTRG00000010710.6, ENSPTRG00000045918.1	XP_015665543.1
OG0005314	ENSPTRG00000015077.6	XP_015674881.1
OG0005315	ENSPTRG00000014695.6, ENSPTRG00000052754.1	XP_015667185.1
OG0005316	ENSPTRG00000015076.5	XP_015674887.1
OG0005317	ENSPTRG00000009054.7	XP_015678792.1
OG0005318	ENSPTRG00000015073.5	XP_015684662.1, XP_015674885.1
OG0005319	ENSPTRG00000016575.6	XP_015675298.1
OG0005320	ENSPTRG00000007051.5	XP_015671699.1, XP_015671698.1
OG0005321	ENSPTRG00000013376.4	XP_015679323.1, XP_015684335.1
OG0005322	ENSPTRG00000013377.7	XP_029142354.1, XP_029142748.1
OG0005323	ENSPTRG00000006987.6	XP_029141816.1
OG0005325	ENSPTRG00000013023.6	XP_029140577.1, XP_015685595.1
OG0005326	ENSPTRG00000007047.6	XP_029140018.1
OG0005327	ENSPTRG00000001643.5, ENSPTRG00000047288.1	XP_015685116.1
OG0005328	ENSPTRG00000021466.6	XP_015678151.1
OG0005329	ENSPTRG00000009051.4	XP_015685494.1
OG0005330	ENSPTRG00000009049.6	XP_015679625.1
OG0005331	ENSPTRG00000007879.3	XP_015676633.1, XP_015676632.1
OG0005332	ENSPTRG00000006221.5	XP_029141038.1
OG0005333	ENSPTRG00000010981.6	XP_029140093.1, XP_015672097.1
OG0005334	ENSPTRG00000012291.5	XP_015672234.2
OG0005335	ENSPTRG00000007877.5	XP_015676631.1
OG0005336	ENSPTRG00000006878.5	XP_015686588.1
OG0005337	ENSPTRG00000000489.5	XP_015667160.1
OG0005338	ENSPTRG00000030399.5	XP_015685420.1, XP_015672231.1
OG0005339	ENSPTRG00000044404.1	XP_015676640.1
OG0005340	ENSPTRG00000021427.4	XP_015687586.1
OG0005341	ENSPTRG00000047864.1, ENSPTRG00000009481.6	XP_029141806.1
OG0005342	ENSPTRG00000000587.4	XP_015672065.1
OG0005344	ENSPTRG00000048861.1	XP_015668735.1
OG0005345	ENSPTRG00000042895.1	XP_015681965.1
OG0005346	ENSPTRG00000040715.2	XP_029142540.1, XP_029141979.1
OG0005347	ENSPTRG00000006141.4	XP_015671104.1
OG0005348	ENSPTRG00000006152.6	XP_015678808.1
OG0005349	ENSPTRG00000007441.5, ENSPTRG00000046833.1	XP_015667388.1
OG0005350	ENSPTRG00000047218.1, ENSPTRG00000022097.4	XP_015676082.1
OG0005351	ENSPTRG00000006843.4	XP_015677615.1
OG0005352	ENSPTRG00000008304.7	XP_015667659.1
OG0005353	ENSPTRG00000006086.5	XP_015680520.1
OG0005354	ENSPTRG00000045914.1, ENSPTRG00000022098.5	XP_029140795.1
OG0005355	ENSPTRG00000045018.1	XP_029138999.1
OG0005356	ENSPTRG00000000589.5	XP_015680173.1
OG0005357	ENSPTRG00000011891.5	XP_015671900.1
OG0005359	ENSPTRG00000020203.4	XP_015666632.1
OG0005360	ENSPTRG00000021479.5, ENSPTRG00000043588.1	XP_015675822.1
OG0005361	ENSPTRG00000004430.5	XP_015675593.1, XP_015675594.1
OG0005362	ENSPTRG00000008310.6	XP_029139223.1
OG0005363	ENSPTRG00000015829.5	XP_015683985.1
OG0005364	ENSPTRG00000032568.4	XP_029140949.1
OG0005365	ENSPTRG00000049666.1, ENSPTRG00000018906.4	XP_015676258.1
OG0005366	ENSPTRG00000049217.1, ENSPTRG00000018904.6	XP_015676257.1
OG0005367	ENSPTRG00000004436.6	XP_015680111.1
OG0005368	ENSPTRG00000022106.5, ENSPTRG00000049881.1	XP_015676090.2
OG0005369	ENSPTRG00000006210.7	XP_029142055.1
OG0005370	ENSPTRG00000012071.5	XP_015666630.1, XP_015666629.1
OG0005371	ENSPTRG00000033813.2	XP_015681939.1
OG0005372	ENSPTRG00000042769.1, ENSPTRG00000022269.7	XP_015676093.1
OG0005373	ENSPTRG00000006095.6	XP_015676887.1
OG0005374	ENSPTRG00000043774.1	XP_029140284.1
OG0005375	ENSPTRG00000015469.5	XP_015676380.1, XP_015676379.1
OG0005376	ENSPTRG00000002862.7	XP_015668913.1
OG0005377	ENSPTRG00000010199.6	XP_015666166.1
OG0005378	ENSPTRG00000012007.4	XP_015666782.1
OG0005379	ENSPTRG00000010314.6	XP_015684614.1, XP_015684136.1, XP_015684137.1
OG0005380	ENSPTRG00000000470.6	XP_015669188.1
OG0005381	ENSPTRG00000022265.4	XP_015676072.1
OG0005382	ENSPTRG00000015467.5	XP_015676381.1
OG0005383	ENSPTRG00000002867.6	XP_015668932.1
OG0005384	ENSPTRG00000003204.5	XP_029142348.1
OG0005385	ENSPTRG00000019434.3, ENSPTRG00000046476.1	XP_015676260.1
OG0005386	ENSPTRG00000015690.6	XP_015679751.1
OG0005387	ENSPTRG00000021282.7	XP_029143081.1
OG0005388	ENSPTRG00000049216.1	XP_015676094.1
OG0005389	ENSPTRG00000046397.1	XP_015677657.1
OG0005390	ENSPTRG00000047391.1, ENSPTRG00000015689.6	XP_015679748.1
OG0005391	ENSPTRG00000045414.1, ENSPTRG00000044524.1, ENSPTRG00000001380.3	XP_015668866.1
OG0005392	ENSPTRG00000003207.3	XP_015683288.1
OG0005393	ENSPTRG00000002871.4	XP_015668935.1
OG0005394	ENSPTRG00000018693.7	XP_015671403.1
OG0005395	ENSPTRG00000022688.5	XP_015672122.1
OG0005396	ENSPTRG00000045737.1, ENSPTRG00000008728.6	XP_015686026.1, XP_015685630.1
OG0005397	ENSPTRG00000018650.2	XP_015680418.1
OG0005398	ENSPTRG00000018647.5	XP_015679214.1, XP_015680414.1
OG0005400	ENSPTRG00000018696.5	XP_015671401.1
OG0005401	ENSPTRG00000018642.5	XP_015679216.1
OG0005402	ENSPTRG00000007535.7	XP_029139171.1
OG0005403	ENSPTRG00000018697.5	XP_029139961.1
OG0005404	ENSPTRG00000011423.5, ENSPTRG00000009856.6	XP_015669754.1
OG0005405	ENSPTRG00000015683.3	XP_015679117.1
OG0005406	ENSPTRG00000050828.1, ENSPTRG00000018636.6	XP_015665420.1
OG0005407	ENSPTRG00000018709.6	XP_029141066.1, XP_015677450.1
OG0005409	ENSPTRG00000018633.6	XP_015669338.1, XP_029139540.1
OG0005410	ENSPTRG00000018634.5	XP_015686052.1, XP_015665453.1
OG0005411	ENSPTRG00000052599.1, ENSPTRG00000012647.4	XP_015671389.1
OG0005412	ENSPTRG00000021477.7, ENSPTRG00000050265.1	XP_015675823.1
OG0005414	ENSPTRG00000002883.5	XP_015669279.1
OG0005415	ENSPTRG00000028697.3	XP_015670867.1
OG0005416	ENSPTRG00000047819.1, ENSPTRG00000001254.5	XP_029140476.1
OG0005417	ENSPTRG00000045426.1, ENSPTRG00000000102.5	XP_015668257.1
OG0005418	ENSPTRG00000012645.6	XP_015674782.2
OG0005419	ENSPTRG00000009860.5	XP_015669748.1
OG0005420	ENSPTRG00000018584.5	XP_029140023.1
OG0005421	ENSPTRG00000001255.6	XP_015683381.1, XP_029142383.1
OG0005422	ENSPTRG00000052685.1	XP_015675945.1
OG0005423	ENSPTRG00000012643.6	XP_015674808.1
OG0005424	ENSPTRG00000018717.7	XP_015686538.1, XP_015677369.1
OG0005425	ENSPTRG00000018626.6	XP_015674218.1
OG0005426	ENSPTRG00000018591.5	XP_015673128.1
OG0005427	ENSPTRG00000011951.6	XP_015685617.1, XP_015685440.1
OG0005428	ENSPTRG00000011949.7	XP_015667999.1
OG0005430	ENSPTRG00000010743.4, ENSPTRG00000051123.1	XP_029138813.1
OG0005431	ENSPTRG00000016583.7	XP_029140086.1, XP_029140085.1, XP_015672037.1
OG0005432	ENSPTRG00000009868.6	XP_015669742.1
OG0005434	ENSPTRG00000016590.4	XP_015669985.1, XP_015669979.1
OG0005435	ENSPTRG00000016591.6	XP_015669966.1, XP_015669958.1
OG0005436	ENSPTRG00000016592.4	XP_015669938.1
OG0005437	ENSPTRG00000011828.7	XP_015671479.1
OG0005438	ENSPTRG00000022317.4	XP_015687957.1, XP_015687958.1
OG0005439	ENSPTRG00000004094.5	XP_015683478.1, XP_015683538.1
OG0005440	ENSPTRG00000010693.4	XP_015665532.1
OG0005441	ENSPTRG00000000035.7	XP_015675074.1
OG0005442	ENSPTRG00000015682.6	XP_015675892.1
OG0005443	ENSPTRG00000012581.6	XP_015669231.1
OG0005444	ENSPTRG00000002810.7	XP_015678943.1
OG0005445	ENSPTRG00000024079.4	XP_015679255.2, XP_015669219.1
OG0005446	ENSPTRG00000012913.4	XP_015675951.1
OG0005447	ENSPTRG00000020539.6	XP_029141948.1
OG0005448	ENSPTRG00000000442.6	XP_015687570.1, XP_015687578.1
OG0005449	ENSPTRG00000000145.7	XP_015685106.1, XP_015681840.1
OG0005450	ENSPTRG00000007383.5	XP_015687107.1, XP_015687108.1
OG0005451	ENSPTRG00000043810.1, ENSPTRG00000009981.6	XP_015667914.1
OG0005452	ENSPTRG00000013108.6	XP_015687187.1, XP_015685697.1
OG0005453	ENSPTRG00000047078.1	XP_015678936.1
OG0005454	ENSPTRG00000018049.6	XP_029141688.1
OG0005455	ENSPTRG00000000346.7	XP_015675780.1
OG0005456	ENSPTRG00000000403.5	XP_029141421.1
OG0005457	ENSPTRG00000023315.5	XP_015680876.1, XP_015680877.1
OG0005458	ENSPTRG00000013027.3	XP_015674770.1
OG0005459	ENSPTRG00000050443.1, ENSPTRG00000000410.5	XP_015670657.1
OG0005460	ENSPTRG00000007467.6	XP_015674088.1
OG0005461	ENSPTRG00000013658.6	XP_015680909.1, XP_015680910.1, XP_015680908.1, XP_015680907.1
OG0005462	ENSPTRG00000007006.3	XP_015674082.1
OG0005463	ENSPTRG00000050021.1, ENSPTRG00000013654.3	XP_015680263.1
OG0005464	ENSPTRG00000013649.6	XP_015680266.1, XP_015686375.1
OG0005465	ENSPTRG00000040450.2, ENSPTRG00000007002.5	XP_015674084.2
OG0005466	ENSPTRG00000013648.6	XP_015680261.1
OG0005467	ENSPTRG00000050986.1, ENSPTRG00000013645.6	XP_015681786.1
OG0005468	ENSPTRG00000008539.3	XP_015681029.2, XP_015685544.1
OG0005469	ENSPTRG00000008532.6	XP_015673833.1
OG0005470	ENSPTRG00000039576.2	XP_015673834.1
OG0005471	ENSPTRG00000008567.6	XP_029142009.1
OG0005472	ENSPTRG00000022781.5	XP_015678104.1
OG0005473	ENSPTRG00000008877.5	XP_015682644.1, XP_029142511.1
OG0005474	ENSPTRG00000005135.6	XP_015678102.1
OG0005475	ENSPTRG00000005134.6	XP_029141241.1
OG0005476	ENSPTRG00000005133.5	XP_029142806.1, XP_015685421.1
OG0005477	ENSPTRG00000046457.1	XP_015671838.1
OG0005478	ENSPTRG00000021460.5	XP_015678155.1
OG0005479	ENSPTRG00000007143.6	XP_015666469.1
OG0005480	ENSPTRG00000004370.5	XP_015668393.1
OG0005481	ENSPTRG00000039834.2	XP_029142105.1
OG0005483	ENSPTRG00000021957.6	XP_015687974.1
OG0005484	ENSPTRG00000014833.4	XP_015678431.1
OG0005485	ENSPTRG00000009909.3, ENSPTRG00000050159.1	XP_015678483.1
OG0005486	ENSPTRG00000004999.6	XP_029140686.1, XP_015672255.1
OG0005487	ENSPTRG00000030255.2	XP_015678876.1
OG0005488	ENSPTRG00000022390.5, ENSPTRG00000047712.1	XP_015677790.1
