Pm_gene_id,Nn_target_id,description,class,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,sg_1,sg_2,sg_3,sg_4,hrt_1,hr2_2,kidn_1,kidn_2,kidn_3,livr_1,livr_2,livr_3,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107292198,Nana09945,"UTP6, small subunit processome component",NA,805,218,353,378,428,207,132,162,188,241,293,272,141,281,124,166,218,329,204,166,213,331,438,353,663.99,274,276,217,235,235.99,84,71,115,122,122,236,246,322,284,410,157,265,245,186,312,1.09,1.19,0.96,0.95,2.69,2.08,3.39,2.73,3.33,3,3.53,2.53,3.87557,5.6239,7.99657,5.39638,13.3359,4.63816,3.83006,3.98329,5.31089,6.23938,5.19546,2.71242,4.79361
107292200,Nana16197,RIO kinase 3,NA,3853,5640,7727,3016,1779,2760,657,1337,2905,814,2635,2295,2539,1311,2013,1805,845,1089,4553,1427,1167,2665,3895,2260,2934,4995,3485,538,3207,1117,803,1430,767,501,869,2333,2608,4204,3189,2564,1797,1303,1212,1144,1071,0.25,0.49,0.22,0.28,2.65,2.45,3.57,4.06,3.99,4.18,4.17,4.3,3.7507,34.0712,13.5449,10.0825,84.7098,31.0131,14.7772,19.777,18.4045,22.1864,10.3279,2.97814,35.8086
107292201,Nana09656,endo-beta-N-acetylglucosaminidase,NA,18,28,27,18,18,18,20,5,21,13,10,22,4,18,12,38,23,9,52,11,6,6,17,20,54,9,18,45,18,44,10,39,19,21,18,17,13,13,8,18,8,25,11,11,25,0.23,0.41,0.33,0.13,4.57,4.04,11.71,11.52,11.22,5.99,6.85,6.58,1.29539,0.611523,3.68527,1.35345,6.78309,0.895877,10.0388,6.60085,5.04013,5.76551,2.8537,1.29752,5.89292
107292202,Nana09655,C1q and tumor necrosis factor related protein 1,NA,6,9,9,4,0,4,1,1,4,1,6,8,1,4,4,1,2,1,6,1,4,7,10,5,8,3,0,1,4,0,2,7,8,4,3,1,0,3,2,0,0,3,0,1,5,0.04,0.06,0.18,0,2.04,1.82,0.85,0.67,0.79,0.45,0.53,0.46,0.233215,1.43062,1.37782,0.406549,2.04877,0.0933244,3.7862,9.28589,1.13046,1.89925,1.12644,0.168459,0.985079
107292204,Nana09651,TIMP metallopeptidase inhibitor 2,NA,245,571,479,181,145,258,109,144,416,140,550,362,374,179,178,174,182,174,724,263,113,623,1142,322,542,221,356,28,459,172,123,99,167,111,155,65,36,95,75,32,19,50,25,14,76,1.12,3.85,0.91,1.05,0.83,0.59,2.76,2.42,3.27,0.44,0.45,0.48,8.09735,15.5242,25.0396,13.8838,14.5672,11.4062,39.7617,15.8433,30.7033,35.2942,20.0989,4.34439,51.3208
107292211,Nana20208,retinol binding protein 2,NA,9,21,21,15,5,15,0,8,16,7,12,9,8,8,10,4,2,10,12,3,5,8,9,15,18,26,14,17,31,6,261,47,131,11,342,29,18,43,40,37,2,2,8,5,9,0.54,0.75,0.94,0.5,2.27,2.12,9.25,11.14,8.16,5.8,5.14,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0
107292213,Nana15595,"small nuclear ribonucleoprotein, U11/U12 48KDa subunit",NA,254,308,287,309,165,228,95,131,261,104,206,287,243,141,163,191,166,99,434,93,186,310,260,260,243,364,175,136,192,107,347,407,330,177,346,446,451,601,456,437,366,425,266,329,343,5.34,5.64,6.84,5.44,2.43,1.9,6.81,6.69,5.95,5.77,4.72,5.29,1.63774,2.51265,4.35629,2.62507,3.48595,5.51041,3.71619,4.63394,7.35678,6.35901,5.04936,1.5749,5.04846
107292216,Nana17322,"chromosome unknown open reading frame, human C20orf194",NA,1,4,5,4,0,1,4,2,7,4,6,1,2,4,1,1,0,1,6,2,2,10,7,6,13,1.92,2,1,9,4,2,2,4,30,2,2,9,2,3,0,1,1,2,0,1,0,0.02,0,0.01,1.27,1.51,1.65,1.55,2.24,1.05,0.81,0.76,0.643697,0.879367,1.07621,1.35792,2.83279,0.273756,2.88714,0.859578,2.84487,5.30821,4.82889,1.72521,5.1795
107292218,Nana34070,intraflagellar transport 140,NA,14.75,20.48,22.05,15.28,7.68,23.01,7.65,35.44,17.04,10.71,54.48,32.12,31.76,12.55,12.33,26.98,10.83,8.39,29.92,18.05,20,95.41,94.09,57.06,65.17,28.66,13.71,11.41,23.83,8.46,2.18,3.07,11.09,17.51,7.07,8.38,5.46,17.46,17,4,0,5,4.26,3.29,7.04,0.16,0.31,0.38,0.07,18.31,13.68,6.87,7.5,8.03,1.01,1.9,1.52,1.15994,0.177467,1.30527,1.75389,2.03089,1.23754,1.55376,1.21653,4.83399,4.82607,1.80106,0.66539,4.7437
107292221,Nana20209,retinol binding protein 1,NA,6,5,6,8,3,2,0,5,6,0,0,1,2,2,0,3,2,4,5,0,3,1,5,6,1,2,2,1,5,0,9,3,6,1,18,8,4,11,1,5,2,0,3,1,0,0.93,1.02,1.1,0.61,12.34,8.94,22.82,19.96,22.48,3.1,2.73,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0
107292228,Nana34074,hematological and neurological expressed 1-like,NA,243,70,75,138,175,64,82,91,108,85,82,124,51,77,60,64,83,134,104,37,29,59,198,33,137,43,107,119,108,128,21,11,23,29,11,140,97,131,77,48,115,185,99,34,106,0.04,0.02,0.04,0.02,37.62,36.16,0.35,0.52,0.18,0.03,0,0.06,3.59343,3.03452,8.61271,7.48415,11.0212,4.17531,108.489,34.1113,29.1671,25.3631,26.2602,5.4455,15.0768
107292229,Nana34056,ATPase H+ transporting V0 subunit c,NA,548,203,191,453,374,194,269,249,323,247,388,223,168,371,314,508,119,250,250,327,217,189,509,250,287,108,271,386,233,606,175,251,318,142,235,207,155,422,164,170,127,317,288,158,447,0.08,0.06,0.15,0.15,45.31,35.86,18.35,16.89,16.47,10.1,11.29,10.43,20.5747,31.716,33.3323,24.8018,30.571,22.1001,66.8472,33.8281,65.368,45.9128,26.643,9.28355,52.4115
107292240,Nana02110,armadillo repeat containing 2,NA,142,205,171,85,55,110,29,82,113,60,141,93,104,50,56,98,70,50,168,95,78,266,188,110,113,197,83,24,90,44,49,71,42,50,30,102,85,134,119,114,23,8,12,7,34,0.38,0.79,0.51,0.36,5.85,5.47,10.77,9.67,10.46,2.38,1.85,2.07,0.86434,0.49874,1.3788,1.10833,0.476173,3.31741,0.333833,0.154071,2.24176,3.13011,1.36923,0.819303,3.00107
107292241,Nana02109,sestrin 1,NA,220,557,404,222,130,288,69,154,346,106,265,321,129,102,179,108,295,186,456,168,136,199,524,345,173,283,253,68,326,120,735,817,1602,474,1235,354,397,1359,622,545,129,312,213,168,321,0.73,0.7,1.09,0.84,3.81,3.5,6.6,5.24,6.9,3.07,3.2,4.66,2.90159,2.69684,3.29901,3.81974,2.25976,4.81529,3.1432,2.38176,3.75981,3.32249,10.9321,0.822218,9.90632
107292244,Nana24936,"BOC cell adhesion associated, oncogene regulated",NA,442,1128,1998,386,419,503,276,219,582,258,773,644,939,340,376,439,414,445,951,538,250,1276,3778,548,868,374,459,203,808,421,124,245,151,190,139,156,100,262,112,102,22,45,11,13,58,0.22,0.32,0.63,0.53,22.93,22.58,26.31,31.01,29.45,5.07,5.19,7.08,4.52092,3.09061,7.56957,5.72993,7.3279,4.34197,0.693818,0.534002,2.9672,6.07174,4.19809,1.92613,26.7244
107292247,Nana20205,coatomer protein complex subunit beta 2 (beta prime),NA,12006,3086,4580,3660,5092,2286,2911,2204,2615,2599,2579,3544,2019,3358,2011,2550,4700,5311,3236,3709,2318,2879,8002,2928,7505,2794,4547,1245,2644,4058,1459,1020,1325,1062,1572,2306,1551,2328,2790,2028,1293,2468,1271,2375,2461,5.43,7.19,5.22,4.52,59.96,43.66,109.74,95.38,116.75,103.04,113.2,110.28,47.6013,44.5583,73.671,59.5777,52.8392,22.8859,30.9669,20.1781,29.1219,18.4499,20.1247,5.66189,52.4711
107292248,Nana28598,Rho GTPase activating protein 32,NA,42,57,106,49,49,40,23,42,71,34,66,70,79,46,25,33,32,37,90,40,26,63,356,134,80,54,54,56,82,70,6,9,7,80,11,106,64,79,84,70,4,8,9,9,9,1.3,1.37,1.41,1.17,17,14.66,22.92,22.19,22.35,11.79,11.86,12.24,4.13787,1.73865,7.46162,5.7277,5.24942,0.920124,4.83533,2.20372,12.9152,14.5873,2.34765,1.06174,10.1927
107292253,Nana24268,transglutaminase 1,NA,0,23,29,1,7,9,2,1,1,6,15,6,7,5,0,8,4,1,15,6,4,14,18,11,4,6,1,0,18,0,5,6,10,12,5,0,0,0,0,0,0,2,0,0,2,31.6,34.87,30.39,29.98,50.2,47.71,69.51,74.35,65.81,49.58,47.91,48.46,0.382758,0.467668,0.516398,0.47987,1.66144,0.731321,1.40987,1.71666,1.04578,1.70089,1.06837,0.258121,6.70136
107292254,Nana24266,"neural precursor cell expressed, developmentally down-regulated 8",NA,263,71,65,95,63,57,68,93,75,76,108,100,33,114,37,55,92,65,139,55,103,89,76,133,104,109,46,286,78,76,46,33,32,13,22,35,27,44,73,18,29,36,15,52,22,0.33,0.21,0.16,0.17,136.62,113.65,10.52,9.42,9.65,71.65,71.28,68.04,24.6415,25.9425,35.7701,24.2839,58.5053,69.7197,65.8296,61.6485,60.7554,159.115,39.7347,50.289,92.2305
107292255,Nana02204,"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)",NA,0,8,0,0,5,7,0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,7,4,5,4,2,0,3,1,1,1,1,0,0,9,2,1,5,5,1,0,0,0,0,14.4,10.7,12.1,13.01,25.87,25.58,23.18,25.98,22.82,19.28,25.04,22.18,0,0.332871,0,0,0,0,0,0,0.0470768,0.179606,0,0,0
107292256,Nana02200,four and a half LIM domains 5,NA,9,15,11,9,3,14,2,3,11,1,18,8,5,6,5,4,10,1,21,7,2,15,14,9,12,15,10,2,4,4,15,18,9,9,18,12,13,34,10,28,1,2,5,4,9,8.28,3.17,6.23,6.19,10.49,10.35,9.95,9.06,10.01,7.14,6.7,7.31,2.12857,0.524094,1.29325,1.81962,0.614834,0,1.30009,1.71493,0.963571,5.93845,2.25723,1.71368,3.0308
107292257,Nana02202,UFM1-specific ligase 1,NA,3395,1648,1696,921,1140,1506,805,670,1060,558,913,2764,525,804,1409,788,786,582,1615,771,617,693,1000,867,2290,920,2274,1085,983,592,993,1067,1019,490,879,3664,2894,4663,2605,3255,3771,4621,2003,1800,2689,2.56,3.48,2.4,1.99,22.5,17.98,31.05,31.02,28.24,28.91,31.46,37.06,38.1958,19.3647,56.3798,58.9441,197.987,29.0617,95.78,87.6034,65.7284,103.671,93.5129,73.8334,46.3021
107292258,Nana20204,mitochondrial ribosomal protein S22,NA,421,381,466,359,270,249,163,189,313,130,178,450,321,204,166,158,163,178,385,151,146,396,489,272,385,427,263,248,284,298,415,461,602,87,416,373,281,420,296,245,178,221,233,200,171,2.3,2.97,2.47,2.36,25.47,20.25,86.81,78.23,84.9,46.42,44.24,39.41,4.07661,13.6708,7.79733,6.02089,10.1619,5.6582,11.7477,13.6237,13.3695,12.5276,6.76128,2.03938,10.7613
107292259,Nana08467,isoleucyl-tRNA synthetase,NA,2895,1164,1456,1441,1231,1051,762,802,1251,893,992,860,771,965,822,822,1535,1415,985,1505,701,1082,2781,964,2471,1137,1278,852,1327,1296,554,489,765,400,610,1417,802,1422,880,1127,619,886,831,560,808,2.04,1.83,1.8,2.19,7.33,7.25,10.05,9.65,9.82,4.84,4.61,4.19,17.7625,18.1238,26.5859,19.1765,24.5215,7.40918,13.0342,7.69611,15.6749,10.8402,10.2232,2.81111,14.5888
107292261,Nana16807,mediator complex subunit 30,NA,299,179,205,310,196,161,112,150,199,157,218,180,173,173,131,201,180,114,224,96,188,214,178,229,242,266,241,555,224,176,232,233,152,65,253,95,59,112,126,97,100,66,38,77,92,2.45,2.26,3.56,2.92,6.62,6.25,15.84,15.8,15.39,11.86,12.14,12.2,8.15401,12.5384,9.32603,11.0532,24.2691,7.42274,10.4377,9.84945,4.88374,8.76161,6.47057,2.41956,10.4779
107292264,Nana14037,guanylate cyclase activator 1B,NA,0,1,1,0,0,1,0,0,0,1,4,0,1,0,2,0,0,0,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0.47,0.69,0.46,0.27,9.6,8.5,15.39,15.57,15.16,32.42,32.74,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0
107292266,Nana14034,WD repeat domain 77,NA,614,543,628,373,288,288,139,174,383,187,301,522,259,245,234,176,228,305,477,200,248,363,837,375,486,547,303,135,306,226,297,369,336,183,431,366,373,827,635,637,298,549,395,310,561,0.04,0,0,0.02,0.17,0.38,8.32,6.06,7.85,0.25,0.08,0.02,4.56319,10.1615,8.79622,6.64798,11.8015,4.63209,5.83838,7.87984,8.24466,7.13497,6.5434,2.42953,6.91789
107292267,Nana14033,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",NA,2265,1850,2118,2793,1380,1401,761,1272,1953,1085,1684,1764,1424,1280,908,1009,1218,1062,2285,728,1187,2228,2469,2665,2107,2412,1363,3989,2801,2115,5937,5077,5284,577,6812,2443,2276,3105,2255,2433,2430,1817,1594,1438,1981,0.65,0.7,1.19,0.67,14.56,13.82,44.14,43.46,43.33,30.07,34.52,33.97,61.5397,234.235,93.6328,69.5861,191.623,132.226,205.077,341.754,188.509,203.21,84.4946,76.1226,119.653
107292268,Nana14035,"chromosome unknown open reading frame, human C6orf132",NA,296,621,628,352,320,360,321,459,370,335,705,451,340,280,345,371,387,340,480,426,381,390,1071,356,832,479,453,167,638,212,0,4,0,15,1,88,46,185,126,91,20,23,11,20,51,0.94,0.9,0.95,0.7,6.85,6.16,9.28,8.35,8.08,6.58,5.49,6.37,1.24369,10.8166,1.25904,3.1156,2.90099,4.30283,5.72105,2.65474,3.36165,8.58883,2.18072,1.30457,14.4738
107292272,Nana14040,hydroxysteroid (11-beta) dehydrogenase 1,NA,637,105,51,306,180,203,253,387,197,169,101,233,17,198,852,558,859,223,62,710,367,46,164,39,361,31,687,86,13,121,60,87,31,29,17,1892,1122,3426,5290,2935,46,10,4,17,4,0,0,0,0,0.07,0,0.01,0.09,0.16,0.11,0.01,0,1.73969,0.443828,3.33854,3.44024,7.40697,4.97406,3.20578,2.32612,6.16706,8.62108,2.65877,1.78985,8.08012
107292275,Nana27530,"cat eye syndrome chromosome region, candidate 2",NA,0,13,10,10,2,5,2,11,4,4,2,1,3,5,1,2,0,3,4,5,1,5,7,1,20,11,2,4,5,6,2,7,2,2,9,0,1,3,0,2,0,2,2,0,7,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0.00330937,0.157669,0,0,0.00795561,0,1.089,0.268164,0.349346,0.81292,0.181085,0.00763774,0.142585
107292277,Nana27538,"microtubule associated monooxygenase, calponin and LIM domain containing 3",NA,256,1504,845,305,327,1013,108,337,436,315,827,308,554,249,235,236,164,161,745,294,163,758,1103,1012,1124,829,321,163,1634,107,1514,613,1374,1002,1799,242,274,301,234,210,116,181,69,130,216,0.74,0.16,0.71,0.36,24.5,19.21,13.65,13.75,14.43,10.72,13.56,10.51,0.607498,4.15716,1.63581,0.772653,0.831125,0.8465,3.91437,1.35726,6.51164,3.0754,1.59698,0.592739,2.38558
107292279,Nana27534,BCL2 like 13,NA,71,40,397,140,215,235,34,154,106,195,120,42,64,148,38,68,163,368,81,58,121,107,1004,448,105,142,293,80,284,90,37,9,238,156,211,143,214,250,188,221,34,43,144,131,269,0.07,0,0.3,0,37.66,32.98,0.69,0.63,0.71,0,0.01,0.07,1.87448,2.19779,3.3005,3.00453,10.1792,0.441304,9.46344,6.63347,12.3296,8.22236,4.32925,0.772527,5.04525
107292280,Nana27532,ATPase H+ transporting V1 subunit E1,NA,1611,839,939,1341,863,614,341,562,735,483,586,805,562,539,497,519,460,412,1315,393,590,786,891,782,1310,1179,782,978,862,1251,1264,1387,1020,349,1622,863,701,1127,1028,884,496,492,384,360,581,0.23,0.36,0.25,0.25,0.25,0.27,4.26,4.78,4.25,0.11,0.28,0.19,17.6931,66.0395,32.0205,21.8918,45.6544,27.8013,28.2931,52.0722,48.358,34.1857,12.2539,4.44295,55.257
107292282,Nana24698,GA binding protein transcription factor alpha subunit,NA,1407,4412,4205.99,1309,720,1685,460,889,1037,560,1517,662,1393,879,1201,1067,538,500,2433,1042,663,1775,3010,3170,2666,2370,1756,157,1216,657,1783,1451,1495,1997,1747,1891,2024,2349,1989,1840,1242,1404,760,633,988,1.46,1.45,1.77,1.18,6.03,5.15,12.23,14.57,14.65,5.65,5.83,6.66,3.7147,12.9427,6.96179,7.17565,11.0948,4.58209,10.1419,6.04375,9.28669,13.0457,8.54062,3.56105,10.635
107292289,Nana11359,Kruppel-like factor 4 (gut),NA,9,50,32,10,19,17,3,12,21,10,27,19,42,5,2,15,5,3,19,14,19,51,71,26,25,47,3,5,42,3,17,6,3,39,6,2,5,0,2,2,1,0,0,0,0,0.06,0.06,0.1,0.15,1.01,0.98,1.41,1.16,1.47,0.11,0.04,0.07,1.33959,1.6477,4.1638,2.05118,4.00173,4.85678,2.57476,1.11889,1.30968,5.79568,2.4695,0.927497,55.456
107292290,Nana11353,zinc finger protein 462,NA,260,176,216,230,198,128,126,165,241,140,216,225,125,163,157,192,223,220,265,160,131,194,341,192,451,94,279,242,244,252,72,47,84,168,47,59,41,89,45,60,6,16,22,11,32,0.17,0,0,0,0,0,0,0,0,0,0,0,9.20799,0.907623,19.2646,14.7787,44.1311,1.48857,2.03533,2.16203,9.60367,7.69252,2.28303,0.762446,17.5728
107292291,Nana11358,"RAD23 homolog B, nucleotide excision repair protein",NA,2246.01,2155,2446,1594,1156,2163,644,902.01,1506,829,1941,1306.01,1034,920,1154,972,1199,1033,2682,1467,939,1395,1612,1641,1920,2124.01,1281,1052,1921,1293,1506,2424,1390,1269,1503,4521,3042,4615,3533,3623,4254,3522,2858,2222,3282,0.02,0,0,0.02,0.04,0.07,0.16,0.14,0.14,0,0,0,41.8013,199.856,74.0249,62.8334,90.0721,53.5776,85.845,74.3401,128.36,124.348,81.8437,57.6529,68.3657
107292293,Nana01176,solute carrier family 30 member 10,NA,0,4,0,0,2,2,0,0,0,0,2,1,0,0,1,3,2,0,3,1,0,2,3,2,2,4,1,0,4,0,0,3,0,1,0,13,77,3,2,11,0,0,3,1,0,1.28,0.76,1.54,1.45,0.26,0.21,1.31,1.32,1.49,0.2,0.26,0.26,0.0078849,0.208702,0,0,0.0852977,0,0.0365445,0,0.0531288,0.0225217,0.0392231,0.0181977,0.250322
107292294,Nana01174,lysophospholipase like 1,NA,256,445,578,251,121,270,44,123,250,90,265,246,266,145,189,157,93,99,613,143,163,347,407,461,279,572,240,93,319,119,233,360,218,117,312,406,412,343,377,494,331,308,137,215,470,0.91,0.54,0.43,0.82,2.77,2.43,9.83,10.12,10.54,7.15,8.17,6.42,1.42361,3.8202,4.21548,2.67604,5.26302,1.92737,4.5795,2.27332,4.15404,7.94329,3.03075,1.80024,4.32401
107292307,Nana12333,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase",NA,422,1040,1335,486,451,573,303,392,826,227,753,433,648,322,524,477,373,350,1080,415,391,799,1690,765,829,591,721,185,913,242,190,287,290,643,244,1830,1529,2638,1547,2233,306,345,217,371,634,0.45,0.24,0.17,0.28,6.28,4.01,79.99,74.12,79.89,18.03,18.19,17.79,3.39453,3.65089,7.36893,9.51205,8.31806,2.5459,2.91514,1.92114,11.8393,14.8662,6.71963,1.92701,8.79964
107292309,Nana12338,ankyrin repeat domain 55,NA,0,6,4,0,0,0,0,0,21,0,5,11,4,1,4,0,0,0,0,0,1,6,27,4,1,1,0,1,2,0,0,0,1,5,3,0,0,1,1,0,0,0,1,0,0,0.14,0.04,0.64,1.38,11.51,10.89,3.72,3.88,4.01,0.53,0.48,0.38,0,0,0,0,0,0,0,0,0,0,1.55115,0.208323,0.0372159
107292312,Nana12330,MIER family member 3,NA,115,239,251,111,88,114,31,57,112,43,144,55,101,52,88,76,94,75,130,88,64,138,301,102,166,161,115,14,151,64,155,99,200,125,176,97,85,241,183,168,26,74,53,61,87,1.43,2.13,1.5,1.51,11.66,10.01,20.97,21.04,21.09,17.93,19.62,18.4,1.03201,2.90372,2.19458,1.8998,2.21584,1.13694,1.82152,0.757066,2.12105,2.69739,2.7708,0.626446,2.21842
107292317,Nana23931,kelch like family member 33,NA,0,6,10,4,3,9,0,10,0,5,13,12,7,2,1,0,0,0,3,4,2,12,14,20,22,9,0,1,5,0,12,4,20,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516585,0,0,0.075704,0.00887039,0,0,0,0,0,0,0,0.133878
107292324,Nana28777,"sortilin-related receptor, L(DLR class) A repeats containing",NA,27,138,161,45.93,21,58,6,44,63,15,118,62,144,23,21,48,14,12,83,44,38,124,276.59,117,44,54,23,13,138.98,26,47,87,53,41,83,91,64.97,589.9,587,397.82,247,321,174,208.95,496,0.17,0.46,0.41,0.44,1.52,1.92,47.55,48.16,49.65,2.04,1.96,1.99,10.318767,1.2192894,17.517315,18.8872011,15.6644156,5.11224,54.6535353,27.2853504,5.971827,22.608211,9.334071,3.3637816,22.281306
107292326,Nana28760,cytotoxic and regulatory T-cell molecule,NA,5,3,2,0,4,1,2,3,1,0,30,3,2,8,3,1,3,5,5,2,0,20,5,9,2,6,4,0,0,2,2,4,1,38,5,4,1,11,22,1,4,4,7,5,0,0.03,0.06,0.03,0.06,20.54,16.55,3.49,3.14,3.72,2.68,1.59,1.1,0.336564,0.890836,0.505234,0.485518,0.543607,0.0693317,0.195931,0.481713,0.236227,0.540748,1.84094,0.0728214,1.16866
107292327,Nana36311,cortexin 3,NA,3,1,0,0,2,0,0,1,1,0,1,2,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.08,0.06,0.08,0.16,0.39,0.62,0.6,0.44,0.09,0.22,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
107292328,Nana28757,"chromosome unknown open reading frame, human C11orf63",NA,5,74,59,26,27,43,3,30,39,33,57,19,43,5,6,43,5,5,60,23,22,105,79,73,22,45,16,5,36,3,0,1,2,12,2,4,2,6,8,1,3,1,0,1,2,0.14,0.09,0.2,0.14,0.45,0.48,5.1,5.84,4.86,1.02,0.9,0.18,0,0,0,0,0,2.05802,0.0466766,0,0.633351,0.978042,0.175343,0,2.16956
107292337,Nana37525,peroxisomal biogenesis factor 14,NA,9.46,10.66,8.82,7.01,13,5.59,3,9.87,11.01,11.04,8,11.24,8.36,8.13,3.02,9.23,5.02,7.77,18.29,2,10.41,8.14,18.39,6,17.36,7.49,20,20,13.66,15.8,3,0,0,10,3,11,9,7,5,6,0,3,4,0,4,0.42,2.1,0.22,0.31,1.96,1.92,0.99,0.84,0.79,0.2,0.06,0.1,5.49388,2.04644,7.39227,5.8722,13.8684,2.49931,10.7157,7.97536,15.9897,20.3426,6.5438,4.27223,7.19843
107292341,Nana37503,solute carrier family 25 member 33,NA,30,17,15,17,30,21,28,16,34,13,9,20,9,36,20,19,45,16,13,20,17,15,18,13,27,27,16,88,34,73,6,4,2,6,0,42,4,35,23,15,280,107,90,91,78,0.52,0.41,0.82,0.44,4.77,4.41,5.47,6.15,6.07,3.03,3.16,2.73,9.32917,14.027,11.1239,9.29409,32.1425,3.28452,30.7024,49.4853,5.56228,2.78208,1.96346,0.590451,6.91324
107292344,Nana37487,carbonic anhydrase VI,NA,0,4,0,0,1,1,0,0,26,2,3,39,1,1,0,0,1,0,0,0,0,12,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,14,1.35,1.38,1.8,1.18,25.16,21.4,39.9,37.71,39.34,38.68,40.42,41.01,0,0,0,0,0.0130046,0,0,0.161752,23.3735,25.3588,0.0281906,0,0
107292349,Nana37512,nicotinamide nucleotide adenylyltransferase 1,NA,4,10,9.57,1.49,5,13,0,7,3.58,2,9.31,3.58,6.51,6,1,6,5,4.94,5.33,0,1,10,19.67,10.27,17.34,15.4,4,0,8,4,2,2,3.42,8,1,0,0,3.42,11,2,2,0,1,7.81,7.44,0.59,0.04,0.03,0.19,1.69,0.78,0.81,1.23,1.03,2.12,2,2.44,2.00852,3.19934,4.6717851,3.2795996,8.429204,2.11989,24.17278,6.402325,19.78963,11.23244,27.32141,10.17984,10.636981
107292350,Nana37510,catenin beta interacting protein 1,NA,10,11,12,10,11,10,5,13,4,10,25,8,20,5,2,4,6,3,19,11,6,13,37,24,13,4,7,13,18,11,5,4,4,10,2,13,5,5,8,4,3,9,5,8,15,1.45,1.92,2.36,1.86,9.55,9.07,8.07,8.16,8.41,9.45,9.14,9.55,3.2508,5.39623,6.28102,4.39858,12.0951,3.04681,6.44759,5.59087,7.4803,9.49941,5.32811,3.14274,11.5851
107292351,Nana37504,transmembrane protein 201,NA,3,4,7,6,6,4,7,1,5,4,10,6,1,5,3,4,5,2,2,1,4,4,13,11,2,9,2,17,7,2,10,2,5,16,2,16,1,9,6,4,7,11,6,10,18,0.06,0,0,0,0,0,0,0,0,0,0,0,2.70338,2.09786,9.03015,4.13003,4.82103,1.83031,8.119,3.3971,7.95403,5.89039,4.55167,1.17676,4.09831
107292352,Nana37502,splA/ryanodine receptor domain and SOCS box containing 1,NA,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1.44,0,1.44,0,0,4.31,1,0,4.25,2.84,0,8,1,1.42,0,1,0,0,0,1,0,0,1,0.06,0.04,0.05,0.1,0.16,0.16,0.12,0.11,0.12,0.03,0.03,0.01,10.9666,5.59623,27.2594,13.9636,35.5295,5.00662,21.1444,2.98318,17.024,11.0668,3.58666,0.568499,8.56487
107292353,Nana37500,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),NA,12,25,35,10,7,18,12,11,15,13,25,18,16,9,12,14,8,11,24,13,6,22,81,21,56,17,16,3,21,1,12,0,7,15,5,19,10,24,19,6,13,24,28,43,53,0.18,1.36,0.14,0.17,6.31,6.79,156.56,161.01,189.07,4.47,1.84,4.83,7.68561,0.612731,10.5789,11.4433,6.26763,2.8994,77.3573,84.8511,34.134,20.7127,5.31156,1.85659,20.9979
107292356,Nana37520,phosphogluconate dehydrogenase,NA,615,925,1777,811,901,508,150,394,422,247,796,1388,641,368,283,283,232,179,775,317,336,1017,2431,1381,1133,988,350,912,1043,524,60,79,53,142,58,208,133,140,143,105,59,146,84,88,164,1.32,1.34,1.31,1,23.11,20.74,41.18,40.8,40.5,22.08,23.16,21.7,28.3258,17.1837,46.5057,41.7031,398.514,48.1453,72.501,54.1589,101.896,216.451,55.5355,34.1762,186.441
