gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Homo_sg_1,Homo_sg_2,Canis_sg_1,Canis_sg_2
107288381,myosin light chain 9,235,1195,1041,269,121,401,42,108,526,119,318,630,576,95,207,174,98,82,963,188,119,429,833,537,474,1371,232,53,500,251,13.4903,12.7706,14.35506,13.0993,33.70099,30.6183,397.63529,233.27972
107288382,"chromosome unknown open reading frame, human C20orf24",605,588,578,382,295,242,135,219,342,175,468,373,289,261,201,225,246,222,546,205,267,332,593,582,696,679,244,261,510,288,20.508529,22.953499,20.827135,18.627716,28.254608,24.5554587,74.5124,88.458
107285584,"suppressor of glucose, autophagy associated 1",1,11,6,1,0,6,0,0,12,1,9,3,2,1,1,1,1,1,8,0,3,10,13,4,10,9,5,1,5,0,0.400804,0.302826,0.956132,0.341582,1.3338918,0.9217016,2.54337,1.46555
107285571,TBC/LysM-associated domain containing 2,0,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,4,0,0,0,0,0,0.139293,0.150996,1.01024,2.55707
107287255,growth hormone releasing hormone,1,1,2,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,2,1,1,2,0,2,3,3,0,0,0,0,0,0,0.13012,0.0138564
107287254,"SRC proto-oncogene, non-receptor tyrosine kinase",45,113,135,37,29,34,17,31,51,19,111,35,63,22,21,62,22,14,51,22,24,71,154,63,86,63,49,7,49,8,3.465895,5.163379732,5.470709,4.80542,2.262018,2.491643,20.1114,18.28869
107299773,transglutaminase 2,6,7,19,2,5,7,2,8,10,7,19,19,10,3,4,2,9,6,36,4,6,18,32,37,72,11,11,6,24,4,4.94122,5.62099,6.00348,5.767872,2.962117,2.321729,6.44787,8.41018
107287257,phospholipase C gamma 1,25,93,73,17,15,44,33,25,57,17,79,34,78,24,36,37,26,19,73,33,25,78,273,75,80,33,46,12,53,12,1.7796887,2.38543,2.509262,3.4632303,6.8165837,6.8129896,4.98087,4.17801
107287253,zinc fingers and homeoboxes 3,339,376,357,273,152,234,94,151,284,127,331,253,142,157,209,188,183,197,313,154,162,309,533,269,262,384,247,118,241,145,0.7400692,0.529121,0.7357128,1.4029967,3.027641,2.233266,1.67374,1.32705
107287256,elastin microfibril interfacer 3,1,6.13,8,5,5,3.35,1,5,6,0.97,1.11,1,2,1,0,2,1,0,2,1,0,4,26,5.13,4,5,0,9.23,4,3,0,0,0,0,0.0876135,0.598372,0.209916,0.140031
107285583,TOX high mobility group box family member 2,92,186,184,47,37,102,15,96,154,53,254,115,172,62,35,40,57,37,198,58,79,179,271,152,192,137,121,33,100,59,0.2335949,0.2807955,0.372312,0.1337909,0.379111023,0.3655495,0.998727,0.4161054
107300340,R3H domain containing-like,0,4,6,1,0,2,0,1,1,0,3,1,0,0,0,2,0,0,1,1,0,1,1,0,3,3,0,0,2,0,0,0,0,0,0.0412124,0.00848572,0,0
107298687,matrilin 4,4,56,64,12,7,21,0,4,33,4,12,33,24,7,1,11,5,0,31,11,3,43,118,38,30,34,14,1,6,0,0.318203,0.224207,0.2480583,0.106871,0.146,0.328011,0.231666,0.76336367
107299511,ubiquitin conjugating enzyme E2C,8,16,9,16,2,5,1,8,20,2,44,11,43,7,4,26,5,4,27,14,30,119,24,27,2,10,15,3,9,1,1.1928996,1.1939,0.826665,1.13385,0.3149321,0.355881,0.8210449,0.277859
107297218,solute carrier family 13 member 3,74.65,2,16,0,1,4,0,4.67,9.44,0,1,0,0,1,0,0,0,0,5,0,0,0,3,3,2,0,3,2.67,1,1,0.3446911,0.455621,0.223989,0.102254,1.361584186,2.6216548,0.0558009,0.0868559
107288077,solute carrier family 2 member 10,132,117,73,21,26,34,26,69,61,148,24,93,20,43,89,38,9,22,81,9,24,44,121,52,104,106,42,8,39,40,0.0615583,0.125461,0.262184,0.209452,5.283209,3.690337,24.85454,24.10629
107290823,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5",13,23,39,6,9,14,1,6,16,1,29,6,13,10,5,3,2,7,9,6,3,23,52,9,19,42,9,1,18,3,0.231535,0.55021,1.682505,1.009844,5.66975,4.33565,19.87248,15.79008
107289373,spermatogenesis associated 2,173,219,240,181,83,155,67,102,161,87,153,181,115,90,74,84,89,112,223,96,94,196,296,169,244,231,146,39,167,83,2.288491,2.23148,3.00022,2.898425,1.778419,1.30663,7.48333,6.96748
107289382,family with sequence similarity 65 member C,30,79,93,29,12,36,14,21,67,20,46,32,38,23,24,23,21,22,78,38,23,44,89,37,75,30,52,2,43,18,0.0623862,0.1047582,0.265719,0.3858748,0.4059286,0.412158006,0.774504,1.3279643
107289384,activity-dependent neuroprotector homeobox,505,694,809,574,345,400,217,328,618,207,546,378,371,222,311,302,307,314,637,208,270,456,847,695,557,569,439,323,509,529,0.771411,0.872422,0.183127,0.583296,12.4980585,10.2397447,26.1113,21.4302
107290413,molybdenum cofactor synthesis 3,16,16,16,10,11,12,2,7,10,16,11,10,7,6,9,9,18,10,14,4,15,17,28,24,20,20,11,31,11,17,1.43376,0.93801,0.85678,0.838274,0.713406,0.781108,3.26413,5.52316
107290412,potassium voltage-gated channel modifier subfamily G member 1,0,3,3,1,1,0,2,1,0,0,10,0,2,2,3,10,0,0,4,2,0,8,4,0,0,0,0,0,1,0,0,0.0492752,0,0,0.10968128,0.113082,0,0
107286076,spalt-like transcription factor 4,0,6,9,0,2,0,0,0,3,0,3,5,2,0,0,1,0,0,9,0,0,8,35,2,2,2,0,0,2,0,0,0,0,0,0.1337643,0.0925159,0.6322772,1.992362
107287087,zinc finger protein 217,132,89,91,94,86,80,136,145,97,120,168,37,114,109,125,112,185,180,100,165,95,151,249,72,187,109,145,44,59,43,1.777928,2.078727,1.87115,2.07033255,10.71242,4.790824,10.5103829,8.6649837
107287085,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",624.02,506.05,1192.76,104,192.89,109.67,37,80,170,75,1907.05,383.05,283.02,300,178.02,94,125,59,243,112,69,729,2306.17,449,1138.01,240.09,256.85,51,329.18,269,0,0,0,0,0.1061255,0.00811844,0,0
107296945,aurora kinase A,10,66,64,80,8,73,28,175,114,14,348,101,241,114,80,127,41,31,191,90,134,566,358,137,23,98,81,4,78,2,0.305379,0.624613,0.456357,1.01209,0.432232975,0.4290433,4.83869,4.8332
107295464,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma),1,31,42,1,3,16,0,6,6,4,13,7,6,3,0,2,2,2,13,11,1,15,49,5,7,5,2,0,11,1,0.649548004,1.269886,0.662696,0.866079,7.4698,5.7186362,10.651224,9.431975
107296408,protein phosphatase 1 regulatory subunit 3D,64,199,125,72,65,238,27,72,44,62,104,115,87,53,35,55,45,33,115,57,25,180,129,171,205,187,44,23,126,33,0.134069,0.273332,0.249875,0.130366,2.58427,2.09461,0,0
107289388,LSM family member 14B,132,143,186,63,62,119,49,77,118,46,123.55,152,86,61,65,91,50,58,184.58,56,62,116,159,154,244,94,96,57,174,52,6.16841,8.53707,6.754732,7.091303,4.474249,7.329791,58.21338,36.50758
107289392,synovial sarcoma translocation gene on chromosome 18-like 1,15,10,6,5,8,13,6,14,0,9,12,18,15,15,9,11,14,21,11,7,8,6,19,26,10,8,11,11,20,5,0.373642,0.431227,0.503698,0.701884,3.458802,2.672059,1.05943,1.0096953
107297337,ribosomal protein S21,393,345,511,689,300,315,177,227,506,199,236,301,212,280,258,201,189,120,393,127,226,300,306,267,312,442,264,1196,257,651,250.038543,253.088738,258.84286,229.446,526.4634,364.2852,2037.4,2838.5
107296203,RBBP8 N-terminal like,138,93,191,110,168,77,95,107,82,98,138,83,84,106,85,110,125,166,158,136,96,86.99,162,152.99,200,71,158,192,68,137,0.674636,0.492066,0.565214,0.422267,0.327934,1.3318,3.7255248,5.20887
107296202,GATA binding protein 5,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,13,1,1,0,0,0,2,0,0,0.0340567,0,0,0.0135393,0.0125065,0.270307,0.333079
107300022,solute carrier organic anion transporter family member 4A1,15.93,6,9.13,20.87,19,7.83,11.74,26.04,28,19.57,60.62,18.59,26.35,20.88,2.41,16.96,29.82,18.26,15.65,13,10,116.38,45.61,15.66,11.16,22.45,7.83,6.51,15.66,4,0.218362,0.14940667,0.17529958,0.2137642,1.5650912,2.4340476,0.113848,0.227849
107298843,glucocorticoid modulatory element binding protein 2,8,3,3,1,2,0,1,2,2,2,3,5,1,1,1,2,2,1,2,4,4,4,10,3,15,2,2,2,9,2,1.60449,2.801724,2.785277,1.974664,1.478789,2.457464,4.47381,4.65573
107289876,lipoma HMGIC fusion partner,9,16,21,10,9,12,2,7,12,2,25,59,4,5,11,2,4,5,14,8,4,23,31,18,31,14,11,9,10,7,2.4779125,3.65916,4.32724,2.888689,11.75696,8.281343,30.85522,19.96284
107287652,SMAD family member 9,9,41,21,2,7,25,12,12,16,4,16,11,24,6,8,8,7,12,32,3,5,26,98,8,22,18,31,0,24,1,0,0,0.0212911,0,4.039551,3.70837,1.059096,0.7147617
107287649,mab-21-like 1 (C. elegans),0,2,2,0,3,1,4,3,1,3,1,4,4,2,2,0,2,0,2,0,0,2,6,1,4,0,3,5,3,1,0.0446238,0.0455476,0.0475684,0,0.691952,0.254094,2.53393,2.11109
107286808,PDS5 cohesin associated factor B,190,408.55,441,209,160,272,52,164,309,116,444,139.59,276,190.59,163,166,118,122,356,122,158,403,580,204.43,311.21,256,217,52.74,315.58,121,1.133223282,1.178654,1.73454,1.231995015,5.48142511,4.27864042,3.771161,1.7397821
107286806,beta 3-glucosyltransferase,55,82,144,58,37,48,13,16,74,15,74,34,85,19,38,24,20,13,178,26,17,118,154,105,53,70,39,5,89,24,0.496214,0.6667038,0.6084427,1.009479,2.29947,1.568449,6.72351,3.2705558
107302563,solute carrier family 7 member 1,59,19,45,77,43,20,46,33,57,53,29,23,8,19,52,42,97,62,20,28,15,30,38,38,75,44,74,42,50,49,3.55025,3.7786656,4.73864,4.957499,4.7966223,7.2881954,20.6882,10.5955
107287179,ligand of numb-protein X 2,5,12,10,7,5,7,7,4,17,6,10,25,7,9,4,8,7,1,14,5,1,21,56,8,11,12,7,3,5,5,1.89592,1.61673,2.513204,2.26224,4.64581,4.70308,18.40974,12.52802
107288422,G protein-coupled receptor 12,0,7,3,0,2,1,0,1,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,4,1,2,4,3,0,0,0,0,0,0,1.47125,0.248738,0,0
107288416,spermatogenesis associated 13,14,32,25,38,20,8,31,22,38,18,34,26,12,26,15,17,33,52,43,50,23,58,54,24,36,16,43,26,13,35,2.935112615,5.0404216,4.033991002,2.605807015,0.00852974,0.00614555,6.75493,5.68371
107288409,tumor necrosis factor receptor superfamily member 19,1,53,44,11,23,27,0,8,147,4,50,38,27,14,11,20,11,3,60,7,4,64,341,19,16,23,27,0,37,2,1.232028,1.844815,1.713333,1.099072,17.088592,21.518965,7.42059,2.61241
107286115,mitochondrial calcium uptake 2,18,57,39,26,19,28,9,23,36,28,33,33,32,18,10,14,10,11,40,11,15,42,40,42,48,43,17,12,37,31,4.958378,5.48566,6.39325,5.593044,23.4565,14.00449,47.698054,44.734209
107286114,zinc finger DHHC-type containing 20,14,48,37,13,12,19,6,29,17,10,57,15,21,13,18,17,11,13,50,9,7,49,98,44,41,49,15,2,44,5,5.289168,4.594507,3.288854,5.25111,13.56467,6.650291,24.828608,16.80952
107286120,crystallin lambda 1,45,74,43,29,28,46,8,35,37,12,46,19,51,23,31,59,12,12,96,25,44,88,83,41,42,36,32,7,22,7,4.024991,3.95002,3.574135,4.265502,13.38927,21.24297,31.07129502,23.098079
107288239,ring finger protein 17,2,10,4,0,3,2,2,2,1,1,1,0,2,0,1,4,0,1,0.99,7,0,2,3,6,8,6,2,1,8,3,0.0514931,0,0,0,0,0,0,0
107286213,NIMA related kinase 1,492,1341,914,942,405,646,395,762,1014,474,1006,562,792,473,739,614,638,499,1137,564,646,1358,1276,878,595,1043,780,208,728,429,0.991907494,0.762759165,0.562417764,0.7158161,4.00006445,2.5711079,10.515669,4.1691435
107286513,glycine receptor alpha 3,0,9,3,2,0,5,0,0,2,3,2,0,1,0,0,1,0,1,0,0,0,3,0,1,2,14,1,0,4,2,0,0,0,0,0.0232739,0.0364753,0,0
107289318,"BLK proto-oncogene, Src family tyrosine kinase",6,14,9,1,3,3,1,9,3,0,34,0,30,19,5,8,0,2,9,7,6,59,11,22,1,15,12,2,3,0,0.991161,1.311144,1.506,1.516006,0.2060432,0.1774004,0.237096,0.393867
107284864,integrator complex subunit 9,193,239,294,99,126,166,61,98,141,112,238,300,157,103,95,155,114,128,307,153,105,295,648,230,260,139,144,55,240,119,1.36627,1.636096,1.45604,1.36975,3.7809015,2.589934122,4.30965,4.229691
107284865,exostosin like glycosyltransferase 3,40,109,116,29,35,55,48,56,76,53,139,134,73,60,38,47,62,40,116,75,37,143,387,71,62,51,49,46,95,57,3.455454128,3.883890887,3.736030003,4.823640005,4.4814604,4.403853,11.77198,8.8031822
107295746,frizzled class receptor 3,90,185,158,87,81,111,30,108,87,73,138,44,118,76,73,185,107,88,170,73,96,207,317,147,148,90,107,26,113,39,0.382519,0.379409,0.214034,0.209259,1.61965224,1.238266377,1.402963,1.035888
107284870,zinc finger protein 395,11,34,47,17,15,33,13,29,18,15,41,27,19,19,16,17,14,16,49,23,10,22,57,18,65,12,31,9,30,6,4.636336,5.68988,4.8486,4.55182,11.9463,20.97564,8.19616,8.302317
107284875,prepronociceptin,1,4,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0903937,0,1.267095,0.396904,0,0
107291038,establishment of sister chromatid cohesion N-acetyltransferase 2,3,58,41,35,22,98,6,33,65,7,160,27,100,29,27,18,7,5,81,20,22,104,121,135,6,36,25,0,59,3,0.075633,0.077137,0.373765,0.2854601,0.1094954,0.1763012,0.0187246,0.038862
107291039,scavenger receptor class A member 3,8,44,55,10,7,8,12,3,38,11,55,28,25,15,10,9,8,8,65,23,8,29,259,31,35,18,12,3,13,13,0.454582,0.802901,0.709882,0.589199,4.040467,4.30999,8.15869,5.345714
107293494,neuronal acetylcholine receptor subunit alpha-2-like,3,2,3,0,0,0,0,0,0,3,1,1,0,0,5,3,8,0,0,4,2,2,2,3,2,0,0,1,2,1,0,0.0625453,0.0326764,0.1364881,0.0874202,0,0.240153,0.135412
107289698,potassium channel tetramerization domain containing 9,212,254,529,179,181,260,94,151,260,152,500,215,322,204,171,160,144,163,511,179,117,219,941,529,459,246,224,59,468,77,2.210812,3.040031,2.560265,2.865704,14.3026699,10.4555684,20.0394,9.543596
107293147,stanniocalcin 1,0,1,2,2,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,1,1,7,1,5,2,2,0,1,0,0.43875,0.446844,0.466983,0.626969,7.234405,4.8516367,1.440893,0.915519
107297455,"leucine zipper, putative tumor suppressor 1",6,9,21,1,10,2,1,0,22,2,11,17,14,3,4,2,4,1,13,2,5,15,68,6,9,2,5,3,6,3,0.0857953,0.0218333,0.1269547,0.1040667,0.2081975,0.1667109,0.10182,0.0371338
107286668,rhomboid domain containing 1,657,593,744,555,304,277,290,488,519,315,561,461,591,387,386,385,310,357,781,412,425,573,937,762,424,524,579,136,355,225,3.805690002,3.5476267,3.41385,3.5883337,8.4686772,3.4903353,11.5896,9.21507082
107287770,solute carrier family 16 member 14,1,26,21,11,4,10,0,3,15,1,8,3,11,1,5,1,4,3,18,0,4,13,30,48,11,16,9,1,9,1,0,0,0,0.0332337,5.922869,3.8370187,2.5904,8.19582
107297924,cholinergic receptor nicotinic delta subunit,0,7,1,1,1,4,0,0,2,1,3,0,1,0,0,0,0,0,8,0,0,4,0,1,4,5,1,0,5,0,0,0,0,0.036626224,0,0.0218665,0.0949285,0.344777002
107285518,neuronal guanine nucleotide exchange factor,60,177,221,49,38,96,10,53,68,32,179,74,79,33,25,40,46,55,205,55,29,110,241,102,87,146,78,8,174,25,1.65952,2.52003,2.14378,1.99167,0.043570932,0.5139188,4.47573,4.75723
107288150,ankyrin repeat and MYND domain containing 1,44,114,81,62,28,48,49,76,53,14,74,4,117,56,12,90,14,20,109,81,55,195,95,137,43,52,35,7,35,19,0,0.03442333,0.2225305,0,1.4253224,1.9495149,0.0182944,0.0995404
107296332,polypeptide N-acetylgalactosaminyltransferase 9,0,7,1.17,1,1,3,0,2,1,2,8,0,0,1,0,2,0,1,1,1,0,9,3,1,5,6,1,0,4.69,0,0,0,0.0803665,0,0,0.0991799,0,0
107299175,nucleolar complex associated 4 homolog,415,102,220,135,114,168,85,53,94,82,148,141,74,131,70,111,112,189,207,118,100,102,284,225,234,120,107,290,128,162,3.302868,2.740187,2.942485,2.444481,0.8282639,1.206952,1.16923,1.39681
107299480,scavenger receptor class B member 1,1,10,7,2,6,1,1,6,6,2,5,6,8,3,2,1,0,2,7,3,2,5,20,7,4,5,3,4,2,1,3.979329,4.3463604,5.6019449,4.2454282,6.834945,7.041195,36.00428,13.064247
107285460,DEAD-box helicase 55,65,50,99,43,51,35,23,48,39,56,90,126,62,49,25,43,47,48,61,47,31,71,154,104,110,43,61,52,82,39,1.430595,1.57522103,1.678239,1.2201183,4.8321425,4.0192467,11.44556863,10.60964
107285452,huntingtin interacting protein 1 related,149,207,347,110,132,130,106,172,145,111,383,179,193,135,129,255,135,100,372,180,96,217,592,332,391,175,163,50,181,110,3.85954,3.5617122,4.156364,5.083328,13.7403071,25.096977,16.6412,8.71229
107286979,kinetochore associated 1,7,40,24,10,11,14,6,14,18,10,40,11,29,1,5,9,1,3,23,5,8,42,71,42,28,31,8,1,31,3,0.0613212,0.2612758,0.0489084,0.1452666,4.795567,1.61236,0.275423,0.1514573
107287006,MORN repeat containing 3,44,196,140,121,52,177,12,99,125,41,150,86,94,22,44,90,23,33,221,46,75,178,161,297,77,135,58,25,227,31,0,0,0,0,0.0904149,0.0761552,11.7089,9.43161
107286974,cut-like homeobox 2,5,8,18,5,3,5,3,17,391,4,19,193,71,8,0,5,3,5,27,2,7,60,760,19,10,7,4,3,15,8,0.0483689,0.3387642,0.0792744,0.2475992,0.00759068,0.00622097,0,0.0223075
107286995,ataxin 2,301,115.17,117,260,119,117.35,74,98,151,68,149,130,96,90,46,69,151,133,114,44,58,86,117,150,165,137,196,445,269,363,8.2944275,8.561043308,14.0283246,12.1347279,8.430447,5.961802,10.05332,8.22302
107286994,BRCA1 associated protein,26,5,25,12,8,1,5,9,17,4,18,6,8,9,11,12,17,11,11,3,11,12,14,18,27,6,7,24,13,16,5.1033526,8.2142597,6.913176,7.089045,3.5656982,3.296955,8.14341,5.65213
107298900,solute carrier family 8 member B1,53,23,28,6,36,6,21,19,16,28,42,26,9,20,17,23,30,22,19,25,8,29,45,23,63,7,18,25,22,10,1.69513022,2.095952914,2.145957,2.1147,3.16020874,4.1549943,14.675824,15.116401
107295432,F-box protein 21,68,82,95,47,41,46,62,45,102,40,71,90,51,43,64,76,35,70,93,40,23,73,106,81,114,55,67,57,54,76,2.5875785,2.8215366,3.4292988,3.588649,7.4137198,6.9322557,25.8224,16.9838
107293844,signal peptide peptidase like 3,1,2,9,5,2,4,0,2,4,2,5,7,3,1,1,1,4,2,8,0,6,13,55,4,11,1,2,4,3,0,3.823549,4.42024,4.290608,4.1973366,10.19485418,9.4891775,13.3819,8.97588
107287298,ubiquitin protein ligase E3B,16,12,5,3,18,4,16,4,7,3,5,10,7,6,10,6,2,3,9,4,3,10,14,9,13,4,4,14,12,11,4.708714,4.736931,4.201508,3.840879,5.7992139,4.4794199,20.814268,11.48594516
107287291,SV2 related protein,2,19,19,0,5,12,2,6,6,4,12,9,7,0,1,6,2,2,9,8,0,10,8,13,11,16,6,3,16,0,0.068267,0,0.145826,0.0666374,0.0102996,0.00790212,0,0
107287290,D-amino-acid oxidase,2,33,26,14,6,36,4,5,24,5,18,16,12,8,3,4,5,2,27,7,12,22,43,30,6,24,2,2,24,8,0,0,0,0,0.0360948,0,0,0.0297553
107287262,chemerin chemokine-like receptor 1,50,168,123,95,26,41,17,41,74,17,151,55,73,45,28,26,24,19,170,43,46,228,96,173,103,122,92,3,48,25,1.18563,1.40431,2.077455,2.093246,1.26355,0.627683,6.38106,5.02362
107288812,growth arrest specific 2 like 1,12,6,10,3,3,6,2,2,7,7,7,3,3,5,2,5,6,6,12,2,6,8,9,6,7,8,12,6,3,2,2.768986377,3.6714753,4.9728302,2.6754106,1.476913,4.387222,4.86926,7.682179
107288818,cytochrome b-c1 complex subunit 9,656,545,764,1151,440,533,264,445,884,243,463,470,367,411,374,343,168,311,854,212,617,710,501,521,543,665,475,1887,421,726,84.42143,83.07812,87.37643,78.42098,35.7885,24.4067,279.325,447.455
107285465,pescadillo ribosomal biogenesis factor 1,1465,468,733,390,895,382,237,250,398,285,643,970,345,386,274,384,507,565,590,409,216,567,1675,700,1639,401,405,621,686,449,6.75848,9.1672,7.49929,8.76972,8.6386519,9.5880974,13.77358,6.68349
107285484,solute carrier family 35 member E4,1,8,9,3,1,4,0,1,4,5,6,3,2,0,1,2,1,3,1,2,1,8,10,2,3,2,1,3,19,1,1.005363,1.17192,0.841702,1.01302,0.15620151,0.478956,15.3453,16.0853
107285445,phospholipase A2 group III,1,5,1,2,66,2,3,6,0,1,1,1,0,6,0,2,2,1,0,0,0,2,11,1,16,4,0,23,2,6,0.7944104,1.2467869,0.7826432,0.934739,0.0409541,0.0546448,0.816249,0.366998
107297607,septin 5,10.82,8,17,8,2,13,6.27,8,5,12,11,4.41,8,6,7,5,4,2,15,6,3,18.82,16.55,10,9,10.94,6,2,10,7.77,0.165397271,0.369051,0.544035,0,2.204644,2.081697,8.87957,4.48488
107293411,cell division cycle 45,1,64,61,24,14,66,4,53,35,13,193,34,95,36,19,21,9,13,73,7,49,164,178,160,19,33,11,7,84,1,0.440285655,0.5509768,0.56002399,0.510846,0.2463284,0.2398905,0.0255021,0.0265341
107293418,"chromosome unknown open reading frame, human C22orf39",853,456,326,376,410,452,102,213,357,140,270,1016,218,238,198,206,72,91,590,132,271,281,364,307,1014,272,415,1473,401,260,2.76533,3.759956677,2.29344,2.858172,7.874611,8.390521,51.7389,48.4672
107292970,DiGeorge syndrome critical region gene 2,54,18,35,21,44,28,20,27,34,36,28,65,25,13,18,27,29,26,37,11,15,35,125,43,138,11,40,45,29,27,7.678372,12.377065,10.803517,12.035062,7.059122,8.7003134,35.473071,31.316451
107293409,"protein phosphatase, Mg2+/Mn2+ dependent 1F",2,6,4,2,1,4,0,4,5,1,4,0,1,1,0,4,0,3,2,0,2,5,0,5,5,3,7,3,2,0,0.98483,1.44811,1.30401,1.55188,3.8851577,3.9771992,6.72349,3.23893
107285106,multiple inositol-polyphosphate phosphatase 1,63,268,261,92,52,51,31,89,242,48,268,151,289,89,71,68,40,28,270,124,101,279,269,301,143,162,117,28,125,60,3.09729,2.42457,2.08013,3.09671,4.489278,2.8368268,49.0371,34.835
107302733,ankyrin repeat domain 22,87,1523,2925,490,315,614,42,427,786,107,996,578,1252,203,209,350,101,40,1447,366,380,1347,2083,1737,560,1384,143,58,1712,57,0.2459184,0,0.1319184,0.361566,0.29639,0.270642,3.1107,1.12084
107288178,NCK associated protein 1 like,14,75,60,57,21,17,3,34,28,15,198,22,71,17,6,10,7,6,90,17,35,117,79,77,33,58,46,11,38,8,1.340493,2.267318,3.089549,2.101033,2.361296,1.8696616,0.893837,0.873001
107291239,Sp1 transcription factor,467,260,258,130,95,106,132,239,225,235,431,564,141,124,96,273,216,167,235,211,68,178,809,141,707,106,258,146,410,204,3.28168,4.14741,3.9858,4.38495,12.59171,8.962554,17.7044,15.9281
107288510,retinoic acid receptor gamma,9,36,66,6,16,31,4,17,19,14,66,63,39,12,9,24,10,7,51,21,15,85,152.99,47,44,21,15,3,50,7,2.654835,2.571675,3.285212,3.80772,3.64866,3.494018,11.758191,9.136445
107288511,zinc finger protein 740,20,6,15,13,27,9,7,15,4,17,19,9,11,9,10,5,5,22,13,14,6,29,70,16,33,12,10,11,24,6,7.714200002,9.10333,7.585799,8.219651,6.667351,4.8017,20.0733,18.4246
107288528,cysteine sulfinic acid decarboxylase,5,8,20,10,8,10,2,9,7,7,19,33,11,10,3,9,7,14,18,5,20,53,30,13,13,23,2,3,16,2,16.51167,15.949893,15.53988871,13.302686,8.4173231,9.182662841,1.6475749,1.589027
107290998,SPRY domain containing 3,36,22,14,23,19,18,23,18,18,21,41,27,20,11,6,40,14,17,25,11,10,23,20,20,30,34,12,29,46,28,7.24143,10.91857,8.58049,6.17623,7.88255,16.80459,36.66775,25.649843
107291020,activin A receptor type IB,23,126,43,34,21,22,18,24,45,26,57,77,69,14,35,27,7,16,52,6,8,28,57,32,101,21,31,10,82,19,2.27584,2.59157,2.65641,2.44896,9.6315901,16.024434,23.367467,14.683881
107302705,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",25,37,44,12,29,24,8,31,14,33,62,40,12,31,15,20,19,15,72,40,16,54,144,68,65,16,25,19,30,19,1.656536,2.2500611,1.467283,2.531264,9.317887,6.6328687,43.78982,31.298563
107289411,Rac GTPase activating protein 1,2,49,36,18,9,69,7,49,49,8,209,48,163,53,31,44,15,5,111,39,71,265,207,84,19,33,40,0,64,0,0.765532,1.1361308,2.230278637,0.9145868,1.4784094,1.162413854,5.60479,2.61585
107293636,DnaJ heat shock protein family (Hsp40) member C22,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,2,0,0,0,0,0.0721936,0.481827,0.2346402,0.200537,0.260095
107285719,calcium voltage-gated channel auxiliary subunit beta 3,1,4,11,0,1,0,1,1,7,3,5,3,10,1,0,6,1,0,13,8,0,7,24,12,13,7,0,1,6,2,5.030575,5.734188,7.21837,6.426905,1.342573,1.265378,10.835312,9.225487
107290976,cyclin T1,558,676,896,392,371,471,164,263,456,223,473,467,352,245,226,305,242,271,682,278,229,469,1205,559,923,619,365,173,579,346,2.311475437,2.822509,2.417088185,2.5531117,6.055091,3.1147761,6.79328,9.21455
107288526,ankyrin repeat and SOCS box containing 8,86,135,127,71,65,202,40,86,60,61,111,94,57,45,45,50,38,74,97,76,49,135,172,131,128,109,81,28,151,33,3.881574,4.940536,5.004979,4.025973,12.43712,11.92379,12.8947,20.63031
107291589,"vitamin D (1,25- dihydroxyvitamin D3) receptor",231,187,103,60,69,56,50,66,54,45,90,211,30,40,81,43,57,89,153,84,33,60,203,89,178,106,83,31,55,27,0.442343,2.35853,0.895571,0.985951,0.9578588,0.6678373,14.88432,10.4104
107288969,histone deacetylase 7,112,232,283,100,82,105,28,80,150,50,213,281,118,76,58,104,58,44,315,76,59,207,450,229,326,238,109,55,152,89,1.846284995,4.5279094,3.485853267,4.028107145,4.9447209,8.0615114,9.6701977,7.7278682
107288970,Rap guanine nucleotide exchange factor 3,60,82,62,56,46,47,42,47,61,62,70,90,38,22,37,49,82,54,90,54,28,42,122,72,113,37,39,47,56,80,15.618447,14.435473,16.6915495,13.90378104,8.791553531,16.2889404,18.02835,10.467217
107290567,adhesion molecule with Ig-like domain 2,0,5,2,2,1,4,0,0,3,0,7,1,7,0,1,0,0,0,6,0,2,2,13,0,7,2,0,0,2,0,0.472994,0.52392665,0.468984,0.498518,5.020017,1.7479553,3.60985,5.32269
